English Word	Valence	Arousal	Dominance	Azerbaijani Word
amuse	0.812	0.684	0.664	əyləndirmək
amused	0.942	0.847	0.596	əyləndi
amusement	0.929	0.837	0.803	əyləncə
amusing	0.960	0.829	0.632	əyləncəli
ana	0.541	0.300	0.314	ana
anaconda	0.146	0.830	0.540	anakonda
anaesthesia	0.350	0.217	0.473	anesteziya
anaesthetic	0.449	0.268	0.509	anestezik
anagram	0.552	0.327	0.449	anaqram
anal	0.333	0.798	0.334	anal
analgesic	0.417	0.321	0.441	analjezik
analogous	0.531	0.270	0.500	analoji
analogue	0.570	0.320	0.446	analoq
analogy	0.510	0.367	0.509	bənzətmə
analysis	0.729	0.448	0.705	təhlil
analyst	0.604	0.415	0.755	analitik
analytic	0.665	0.521	0.634	analitik
analytical	0.625	0.324	0.800	analitik
analyze	0.667	0.462	0.710	təhlil etmək
analyzer	0.625	0.556	0.854	analizator
anaphylactic	0.378	0.588	0.500	anafilaktik
anarchism	0.125	0.804	0.623	anarxizm
anarchist	0.204	0.700	0.759	anarxist
anarchy	0.146	0.755	0.620	anarxiya
anastomosis	0.375	0.470	0.490	anastomoz
anathema	0.286	0.490	0.519	anatema
anatomic	0.562	0.442	0.546	anatomik
anatomy	0.562	0.390	0.571	anatomiya
ancestor	0.592	0.388	0.594	əcdad
ancestral	0.640	0.481	0.750	ata-baba
ancestry	0.708	0.519	0.717	əcdad
anchor	0.520	0.284	0.564	lövbər
anchorage	0.500	0.325	0.639	lövbər
ancient	0.420	0.217	0.439	qədim
ancillary	0.449	0.442	0.278	köməkçi
androgen	0.255	0.523	0.527	androgen
android	0.663	0.436	0.500	android
anecdote	0.583	0.529	0.500	lətifə
anemia	0.188	0.327	0.310	anemiya
anemic	0.167	0.279	0.155	anemiya
anemone	0.552	0.538	0.327	anemon
anesthesia	0.365	0.216	0.394	anesteziya
anesthesiologist	0.419	0.224	0.526	anestezioloq
anesthetic	0.350	0.264	0.482	anestezik
aneurysm	0.115	0.690	0.536	anevrizma
anew	0.771	0.358	0.385	yenidən
angel	0.906	0.158	0.704	mələk
angelic	0.927	0.298	0.668	mələk
anger	0.167	0.865	0.657	qəzəb
angered	0.010	0.860	0.547	qəzəbləndi
angermanagement	0.260	0.632	0.482	əsəblərə nəzarət
angina	0.230	0.630	0.464	angina
angiogram	0.347	0.520	0.465	angiogram
angiography	0.378	0.536	0.520	angioqrafiya
angle	0.541	0.330	0.455	bucaq
angling	0.625	0.408	0.500	balıqçılıq
angora	0.529	0.425	0.405	anqora
angriest	0.094	0.892	0.430	ən qəzəbli
angry	0.122	0.830	0.604	qəzəbli
angrytweet	0.265	0.644	0.471	angrytweet
angst	0.167	0.888	0.333	həyəcan
anguish	0.153	0.792	0.265	iztirab
anguished	0.135	0.720	0.307	əzab çəkdi
angular	0.449	0.281	0.444	bucaqlı
anhydrous	0.456	0.365	0.355	susuz
animal	0.521	0.510	0.513	heyvan
animate	0.827	0.755	0.635	canlandırmaq
animated	0.823	0.676	0.538	animasiya
animation	0.888	0.750	0.549	animasiya
animosity	0.510	0.724	0.545	düşmənçilik
animus	0.698	0.676	0.466	düşmən
ankle	0.500	0.274	0.234	ayaq biləyi
anklet	0.410	0.276	0.302	ayaq biləyi
annals	0.427	0.610	0.424	salnamələr
annex	0.594	0.350	0.458	əlavə
annexation	0.342	0.500	0.555	ilhaq
annexe	0.584	0.350	0.392	əlavə
annihilate	0.115	0.918	0.681	məhv etmək
annihilated	0.080	0.760	0.324	məhv edilmişdir
annihilation	0.041	0.800	0.591	məhv edilməsi
anniversary	0.880	0.770	0.723	ildönümü
annotate	0.592	0.469	0.441	annotasiya etmək
annotation	0.604	0.470	0.619	annotasiya
announce	0.694	0.618	0.611	elan et
announcement	0.729	0.491	0.482	elan
announcer	0.602	0.570	0.732	diktor
annoy	0.094	0.765	0.286	bezdirmək
annoyance	0.167	0.718	0.342	qıcıqlanma
annoyed	0.104	0.783	0.345	əsəbiləşdi
annoyin	0.260	0.573	0.352	bezdirici
annoying	0.082	0.853	0.348	bezdirici
annoys	0.146	0.778	0.435	bezdirir
annual	0.552	0.236	0.500	illik
annuity	0.521	0.304	0.527	annuitet
annul	0.250	0.448	0.364	ləğv etmək
annular	0.310	0.385	0.412	həlqəvi
annulment	0.153	0.375	0.447	ləğv
annulus	0.458	0.380	0.376	annulus
anointed	0.500	0.368	0.579	məsh edilmişdir
anointing	0.653	0.350	0.547	məsh
anomalous	0.281	0.480	0.423	anormal
anomaly	0.188	0.538	0.404	anomaliya
anon	0.479	0.354	0.298	anon
anonymity	0.469	0.255	0.430	anonimlik
anonymous	0.396	0.291	0.431	anonim
anorexic	0.160	0.618	0.245	anoreksiya
answer	0.537	0.373	0.661	cavab
answerable	0.708	0.481	0.750	cavabdehdir
answering	0.684	0.500	0.607	cavab verir
ant	0.448	0.216	0.216	qarışqa
antagonism	0.224	0.618	0.524	antaqonizm
antagonist	0.240	0.615	0.700	antaqonist
antagonistic	0.296	0.604	0.565	antaqonist
antagonize	0.143	0.663	0.629	düşmənçilik etmək
ante	0.448	0.320	0.417	ante
antecedent	0.427	0.551	0.566	qabaqcıl
antelope	0.542	0.510	0.500	antilop
antenna	0.521	0.327	0.358	antenna
anterior	0.510	0.245	0.362	ön
anthem	0.780	0.343	0.729	himn
anthill	0.327	0.578	0.377	qarışqa yuvası
anthology	0.338	0.406	0.537	antologiya
anthrax	0.188	0.730	0.500	qarayara
anthropological	0.367	0.390	0.490	antropoloji
anthropologist	0.551	0.385	0.725	antropoloq
anthropology	0.490	0.367	0.582	antropologiya
anti	0.365	0.412	0.384	anti
antiaircraft	0.330	0.622	0.629	zenit
antibiotic	0.510	0.373	0.658	antibiotik
antibiotics	0.448	0.406	0.557	antibiotiklər
antichrist	0.082	0.837	0.544	dəccal
anticipate	0.622	0.469	0.667	təxmin etmək
anticipation	0.698	0.539	0.711	intizar
anticipatory	0.653	0.551	0.682	gözlənilən
antics	0.448	0.740	0.236	antikalar
antidote	0.541	0.490	0.629	antidot
antifungal	0.408	0.412	0.441	antifungal
antigravity	0.430	0.714	0.658	antiqravitasiya
antimony	0.378	0.398	0.490	sürmə
antipathy	0.198	0.549	0.393	antipatiya
antiquarian	0.500	0.233	0.426	antikvar
antiquated	0.420	0.392	0.236	köhnə
antique	0.634	0.290	0.518	antik
antiques	0.540	0.370	0.595	antikvar
antiquity	0.385	0.333	0.556	qədimlik
antiseptic	0.438	0.370	0.623	antiseptik
antisocial	0.146	0.686	0.391	antisosial
antithesis	0.396	0.412	0.536	antiteza
antithetical	0.271	0.509	0.358	antitetik
antiviral	0.459	0.470	0.549	antiviral
antler	0.448	0.470	0.500	buynuz
antsy	0.449	0.558	0.417	qarışqa
anus	0.347	0.644	0.350	anus
anvil	0.380	0.510	0.604	anvil
anxiety	0.146	0.865	0.342	narahatlıq
anxietyattack	0.150	0.925	0.446	narahatlıq hücumu
anxious	0.281	0.875	0.434	narahat
anxiousness	0.235	0.814	0.282	narahatlıq
anytime	0.625	0.461	0.436	istənilən vaxt
aorta	0.448	0.510	0.542	aorta
aortic	0.436	0.540	0.438	aorta
apace	0.536	0.500	0.536	sürətlə
apache	0.687	0.469	0.500	apache
apartment	0.719	0.393	0.580	mənzil
apartments	0.704	0.337	0.443	mənzillər
apathetic	0.188	0.292	0.333	laqeyd
apathy	0.184	0.212	0.204	apatiya
ape	0.548	0.389	0.336	meymun
aperture	0.612	0.450	0.667	diyafram
apex	0.570	0.433	0.418	zirvə
aphid	0.388	0.473	0.407	aphid
aphrodisiac	0.750	0.846	0.667	afrodizyak
apiece	0.439	0.259	0.383	bir parça
aplomb	0.500	0.509	0.582	təvazökarlıq
apocalypse	0.050	0.867	0.736	apokalipsis
apocalyptic	0.173	0.880	0.750	apokaliptik
apologetic	0.479	0.461	0.571	üzrxahlıq
apologist	0.406	0.429	0.526	üzrxahlıq edən
apologize	0.551	0.378	0.389	üzr istə
apology	0.571	0.346	0.402	üzrxahlıq
apostasy	0.388	0.520	0.517	dönüklük
apostate	0.342	0.500	0.528	mürtəd
apostle	0.646	0.347	0.732	həvari
apostolic	0.592	0.300	0.717	apostol
apostrophe	0.469	0.368	0.537	apostrof
apothecary	0.561	0.328	0.529	aptek
appalled	0.194	0.792	0.562	dəhşətə gəldi
appalling	0.160	0.827	0.415	dəhşətli
apparatus	0.375	0.353	0.377	aparat
apparel	0.698	0.435	0.453	geyim
apparent	0.473	0.383	0.398	aydın
apparently	0.531	0.410	0.426	görünür
apparition	0.406	0.573	0.636	zühur
appeal	0.663	0.598	0.558	müraciət etmək
appear	0.735	0.506	0.567	görünür
appearance	0.669	0.490	0.534	görünüş
appease	0.633	0.278	0.434	sakitləşdirmək
appellant	0.327	0.588	0.568	şikayətçi
append	0.573	0.464	0.453	əlavə edin
appendage	0.229	0.382	0.438	əlavə
appendectomy	0.177	0.670	0.554	appendektomiya
appendicitis	0.031	0.640	0.347	appendisit
appendix	0.365	0.387	0.425	əlavə
appetite	0.704	0.637	0.581	iştah
appetizer	0.755	0.560	0.406	məzə
appetizing	0.806	0.657	0.688	iştahaaçan
applaud	0.865	0.824	0.464	alqışlayın
applause	0.953	0.857	0.621	alqışlar
apple	0.811	0.300	0.264	alma
apple juice	0.765	0.204	0.294	alma şirəsi
applejack	0.604	0.431	0.473	almacıq
applesauce	0.750	0.167	0.291	alma püresi
appliance	0.582	0.453	0.538	cihaz
appliances	0.594	0.394	0.567	məişət texnikası
applicability	0.677	0.490	0.741	tətbiq olunma qabiliyyəti
applicable	0.469	0.430	0.667	tətbiq olunur
applicant	0.612	0.558	0.688	ərizəçi
application	0.646	0.445	0.726	tətbiq
apply	0.612	0.321	0.667	müraciət edin
appoint	0.565	0.330	0.509	təyin etmək
appointment	0.688	0.594	0.547	təyinat
appointments	0.745	0.677	0.625	təyinatlar
apportion	0.677	0.490	0.638	bölgü
apportionment	0.552	0.481	0.453	bölgü
appraisal	0.417	0.667	0.682	qiymətləndirmə
appraise	0.677	0.490	0.696	qiymətləndirmək
appreciable	0.873	0.491	0.778	təqdirəlayiq
appreciate	0.885	0.422	0.741	qiymətləndirin
appreciated	0.910	0.434	0.779	təqdir etdi
appreciates	0.765	0.500	0.656	təqdir edir
appreciation	0.917	0.529	0.588	təqdir
appreciative	0.857	0.380	0.654	qədirbilən
apprehend	0.521	0.624	0.696	tutmaq
apprehension	0.385	0.720	0.454	qorxu
apprehensive	0.406	0.592	0.431	qorxulu
apprentice	0.615	0.413	0.452	şagird
apprenticeship	0.812	0.482	0.643	şagirdlik
approach	0.612	0.392	0.610	yanaşma
approaching	0.740	0.557	0.491	yaxınlaşır
approbate	0.646	0.590	0.860	təsdiq etmək
approbation	0.792	0.529	0.774	aprobasiya
appropriate	0.833	0.368	0.759	uyğun
appropriation	0.510	0.632	0.717	mənimsəmə
approval	0.854	0.460	0.889	təsdiq
approve	0.875	0.548	0.741	təsdiq etmək
approved	0.833	0.349	0.698	təsdiq edilmişdir
approvement	0.880	0.625	0.780	təsdiq
approving	0.917	0.583	0.773	təsdiq edir
approximate	0.551	0.560	0.520	təxmini
approximately	0.622	0.396	0.538	təxminən
approximating	0.583	0.615	0.471	yaxınlaşdıran
approximation	0.582	0.402	0.593	yaxınlaşma
appurtenances	0.573	0.412	0.547	avadanlıqlar
apricot	0.708	0.320	0.278	ərik
apron	0.582	0.208	0.245	önlük
apt	0.582	0.418	0.382	tutarlı
aptitude	0.750	0.471	0.746	qabiliyyət
aqua	0.656	0.292	0.359	aqua
aquamarine	0.729	0.306	0.413	akuamarin
aquarium	0.663	0.327	0.393	akvarium
aquatic	0.677	0.510	0.463	su
aqueduct	0.551	0.411	0.534	su kəməri
aqueous	0.429	0.270	0.310	sulu
arable	0.510	0.350	0.465	əkinə yararlı
arbiter	0.561	0.537	0.814	hakim
arbitrary	0.281	0.702	0.686	ixtiyari
arbitrate	0.470	0.620	0.682	arbitraj
arbitration	0.587	0.602	0.670	Arbitraj
arbitrator	0.385	0.448	0.795	arbitr
arbor	0.583	0.490	0.591	çardaq
arc	0.552	0.388	0.396	qövs
arcade	0.676	0.521	0.502	arkada
arcane	0.500	0.490	0.637	gizli
arch	0.500	0.354	0.468	tağ
archaeological	0.740	0.441	0.660	arxeoloji
archaeologist	0.552	0.451	0.706	arxeoloq
archaeology	0.596	0.358	0.691	arxeologiya
archaic	0.271	0.327	0.332	arxaik
archangel	0.837	0.500	0.708	baş mələk
archbishop	0.622	0.280	0.776	arxiyepiskop
archdiocese	0.400	0.321	0.704	arxeparxiya
archduke	0.458	0.413	0.634	arxduke
arched	0.582	0.403	0.398	tağlı
archer	0.573	0.622	0.661	oxatan
archery	0.594	0.604	0.589	oxatma
archetype	0.448	0.520	0.569	arxetip
archipelago	0.745	0.370	0.592	arxipelaq
architect	0.776	0.442	0.836	memar
architectural	0.729	0.390	0.670	memarlıq
architecture	0.820	0.390	0.694	memarlıq
archive	0.438	0.294	0.527	arxiv
arctic	0.615	0.352	0.546	arktika
ardent	0.694	0.873	0.722	alovlu
ardor	0.500	0.780	0.538	şövq
arduous	0.344	0.783	0.605	çətin
area	0.490	0.306	0.464	sahə
arena	0.510	0.235	0.404	arena
areola	0.417	0.396	0.381	areola
areyoukidding	0.429	0.633	0.400	zarafat edirsiniz
areyoukiddingme	0.365	0.635	0.375	zarafat edirsən
argent	0.594	0.418	0.472	argent
argh	0.260	0.538	0.328	argh
arghh	0.292	0.536	0.397	arghh
arghhhh	0.250	0.618	0.324	aghhhh
argue	0.093	0.798	0.525	mübahisə etmək
argument	0.510	0.464	0.698	arqument
argumentation	0.479	0.549	0.760	arqumentasiya
argumentative	0.450	0.531	0.679	mübahisəli
arguments	0.541	0.602	0.657	arqumentlər
arid	0.323	0.333	0.379	quraq
arise	0.750	0.582	0.725	yaranmaq
aristocracy	0.688	0.549	0.842	aristokratiya
aristocrat	0.583	0.413	0.811	aristokrat
aristocratic	0.449	0.519	0.676	aristokratik
arithmetic	0.453	0.460	0.634	hesab
ark	0.396	0.427	0.543	gəmi
arm	0.552	0.285	0.469	qol
armada	0.408	0.740	0.868	armada
armament	0.198	0.764	0.810	silahlanma
armaments	0.192	0.839	0.830	silahlanma
armature	0.510	0.558	0.755	armatur
armchair	0.646	0.164	0.339	kreslo
armed	0.188	0.750	0.808	silahlı
armor	0.469	0.625	0.784	zireh
armored	0.469	0.509	0.861	zirehli
armory	0.448	0.663	0.800	silah anbarı
armpit	0.283	0.439	0.250	qoltuqaltı
arms	0.464	0.395	0.483	silah
army	0.417	0.759	0.902	ordu
aroma	0.823	0.235	0.442	aroma
aromatherapy	0.847	0.220	0.473	aromaterapiya
arousal	0.791	0.943	0.731	oyanma
arouse	0.740	0.491	0.580	oyatmaq
aroused	0.708	0.952	0.667	oyatdı
arraignment	0.406	0.837	0.534	ittiham
arrange	0.740	0.490	0.571	təşkil etmək
arranged	0.698	0.531	0.728	təşkil edilmişdir
arrangement	0.625	0.382	0.683	tənzimləmə
array	0.521	0.396	0.568	massiv
arrears	0.286	0.485	0.302	borclar
arrest	0.146	0.951	0.500	həbs
arrhythmia	0.265	0.706	0.356	aritmiya
arrival	0.678	0.510	0.474	gəliş
arrive	0.837	0.406	0.585	gəlmək
arrogance	0.143	0.750	0.620	təkəbbür
arrogant	0.115	0.755	0.580	təkəbbürlü
arrow	0.439	0.390	0.454	ox
arsehole	0.276	0.598	0.433	arsehole
arseholes	0.188	0.545	0.351	arseholes
arsenal	0.365	0.741	0.752	arsenal
arsenic	0.281	0.472	0.447	arsen
arson	0.133	0.904	0.567	yandırma
arsonist	0.348	0.840	0.500	yandırıcı
art	0.812	0.360	0.603	incəsənət
arterial	0.396	0.510	0.583	arterial
artery	0.396	0.580	0.537	arteriya
artful	0.771	0.608	0.778	sənətkar
arthritis	0.110	0.518	0.345	artrit
arthropod	0.344	0.464	0.434	artropod
artichoke	0.583	0.218	0.287	artishok
article	0.594	0.280	0.481	məqalə
articles	0.552	0.324	0.565	məqalələr
articulate	0.677	0.462	0.618	ifadə etmək
articulation	0.479	0.480	0.591	artikulyasiya
artifact	0.510	0.500	0.566	artefakt
artifice	0.316	0.696	0.482	sünilik
artificial	0.306	0.385	0.351	süni
artillery	0.350	0.912	0.794	artilleriya
artisan	0.781	0.330	0.411	sənətkar
artist	0.802	0.442	0.732	rəssam
artiste	0.844	0.512	0.565	artist
artistic	0.802	0.646	0.632	bədii
artistry	0.823	0.346	0.769	sənətkarlıq
artists	0.796	0.667	0.741	rəssamlar
artwork	0.896	0.368	0.679	sənət əsəri
arty	0.490	0.422	0.388	sənətkar
asap	0.571	0.500	0.552	ən qısa zamanda
asbestos	0.357	0.481	0.464	asbest
ascend	0.830	0.620	0.812	qalxmaq
ascendancy	0.724	0.625	0.700	yüksəliş
ascendant	0.656	0.673	0.821	yüksələn
ascending	0.826	0.644	0.777	artan
ascension	0.765	0.720	0.714	yüksəliş
ascent	0.755	0.627	0.833	yoxuş
ascertain	0.560	0.530	0.625	müəyyən etmək
ascertained	0.531	0.529	0.616	müəyyən edilmişdir
ascetic	0.438	0.375	0.472	asket
ash	0.260	0.210	0.207	kül
ashamed	0.156	0.588	0.228	utandım
ashes	0.327	0.279	0.142	kül
ashtray	0.406	0.382	0.265	külqabı
asinine	0.429	0.472	0.433	asinine
ask	0.531	0.440	0.459	soruş
asleeep	0.490	0.210	0.322	yuxuda
asleep	0.604	0.100	0.270	yuxuda
asp	0.438	0.489	0.375	asp
asparagus	0.469	0.317	0.264	qulançar
aspartame	0.469	0.480	0.322	aspartam
aspect	0.479	0.469	0.588	aspekti
aspects	0.439	0.480	0.565	aspektləri
aspen	0.479	0.280	0.395	aspen
asphalt	0.479	0.264	0.439	asfalt
asphyxia	0.198	0.704	0.311	asfiksiya
asphyxiation	0.059	0.745	0.412	asfiksiya
aspiration	0.704	0.724	0.675	istək
aspire	0.812	0.469	0.722	can atmaq
aspirin	0.479	0.271	0.422	aspirin
aspiring	0.844	0.582	0.604	həvəsli
ass	0.323	0.750	0.345	eşşək
assail	0.378	0.510	0.500	hücum
assailant	0.184	0.868	0.602	basqınçı
assassin	0.073	0.933	0.632	qatil
assassinate	0.051	0.969	0.722	sui-qəsd etmək
assassination	0.083	0.941	0.525	sui-qəsd
assault	0.167	0.848	0.550	basqın
assay	0.633	0.559	0.594	analiz
assemblage	0.429	0.452	0.600	yığma
assemble	0.542	0.570	0.750	yığmaq
assembled	0.663	0.450	0.644	yığılmışdır
assembly	0.698	0.500	0.640	montaj
assemblyman	0.430	0.538	0.760	məclisçi
assent	0.615	0.515	0.719	razılıq
assert	0.750	0.619	0.809	iddia etmək
asserting	0.694	0.531	0.736	iddia edir
assertion	0.740	0.442	0.750	iddia
assertive	0.719	0.412	0.770	iddialı
assess	0.698	0.500	0.623	qiymətləndirmək
assessment	0.750	0.623	0.658	qiymətləndirilməsi
assessor	0.551	0.538	0.764	qiymətləndirici
asset	0.797	0.765	0.788	aktiv
assets	0.667	0.613	0.765	aktivlər
asshole	0.133	0.582	0.263	göt
assign	0.622	0.417	0.709	təyin etmək
assignee	0.510	0.462	0.510	təyin edən
assignment	0.483	0.398	0.745	tapşırıq
assimilate	0.559	0.391	0.683	assimilyasiya etmək
assimilation	0.429	0.378	0.463	assimilyasiya
assist	0.833	0.435	0.629	yardım etmək
assistance	0.656	0.519	0.633	yardım
assistant	0.625	0.390	0.536	köməkçi
associate	0.812	0.409	0.625	şərik
association	0.745	0.500	0.817	assosiasiya
assorted	0.602	0.460	0.472	çeşidli
assortment	0.694	0.360	0.526	çeşid
assuage	0.745	0.255	0.500	sakitləşdirmək
assume	0.698	0.401	0.464	güman etmək
assumed	0.612	0.247	0.454	güman edilir
assuming	0.740	0.390	0.526	güman edərək
assumption	0.479	0.431	0.417	fərziyyə
assurance	0.675	0.442	0.704	təminat
assure	0.910	0.460	0.839	təmin etmək
assured	0.878	0.327	0.754	arxayın olub
assuredly	0.786	0.396	0.833	mütləq
asterisk	0.541	0.288	0.273	ulduz
asteroid	0.430	0.721	0.623	asteroid
asteroids	0.361	0.694	0.712	asteroidlər
asthma	0.198	0.549	0.227	astma
asthmatic	0.229	0.706	0.294	astmatik
astigmatism	0.214	0.490	0.429	astiqmatizm
astonish	0.786	0.845	0.658	heyrətə salmaq
astonished	0.510	0.775	0.574	heyran
astonishing	0.844	0.802	0.821	heyranedici
astonishingly	0.827	0.898	0.773	heyrətamiz şəkildə
astonishment	0.680	0.718	0.519	heyrət
astound	0.729	0.675	0.474	heyrətə salmaq
astral	0.604	0.417	0.567	astral
astray	0.098	0.676	0.308	azmaq
astringent	0.316	0.500	0.474	büzücü
astrologer	0.594	0.519	0.673	astroloq
astrology	0.635	0.340	0.500	astrologiya
astronaut	0.792	0.601	0.761	astronavt
astronomer	0.750	0.509	0.735	astronom
astronomical	0.600	0.632	0.726	astronomik
astronomy	0.613	0.474	0.722	astronomiya
astute	0.776	0.658	0.827	zirək
asunder	0.208	0.442	0.259	parçalamaq
asylum	0.407	0.330	0.445	sığınacaq
asymmetric	0.580	0.343	0.465	asimmetrik
asymmetry	0.476	0.373	0.527	asimmetriya
asymptotic	0.479	0.451	0.472	asimptotik
atelier	0.490	0.330	0.705	atelye
atheism	0.276	0.460	0.481	ateizm
atheistic	0.373	0.481	0.466	ateist
atherosclerosis	0.250	0.480	0.343	ateroskleroz
athlete	0.781	0.718	0.686	atlet
athletic	0.857	0.798	0.708	atletik
athleticism	0.750	0.863	0.778	atletizm
athletics	0.831	0.691	0.740	atletika
atlas	0.531	0.306	0.554	atlas
atmosphere	0.604	0.300	0.560	atmosfer
atmospheric	0.531	0.420	0.594	atmosferik
atoll	0.480	0.408	0.472	atoll
atom	0.510	0.500	0.433	atom
atomic	0.327	0.817	0.713	atom
atone	0.418	0.673	0.411	kəffarə etmək
atonement	0.550	0.602	0.683	kəffarə
atpeace	0.724	0.298	0.519	sülh
atrium	0.469	0.365	0.473	atrium
atrocious	0.073	0.811	0.445	vəhşi
atrocity	0.115	0.844	0.593	vəhşilik
atrophy	0.177	0.540	0.208	atrofiya
attach	0.520	0.363	0.559	əlavə edin
attached	0.562	0.350	0.439	əlavə olunur
attachment	0.570	0.343	0.500	qoşma
attack	0.286	0.948	0.670	hücum
attacker	0.185	0.962	0.629	hücumçu
attacking	0.276	0.837	0.642	hücum edir
attain	0.806	0.510	0.719	nail olmaq
attainable	0.760	0.500	0.759	əldə edilə bilən
attainment	0.830	0.520	0.940	nailiyyət
attempt	0.625	0.491	0.431	cəhd
attempted	0.594	0.580	0.567	cəhd etdi
attend	0.650	0.420	0.625	iştirak etmək
attendance	0.812	0.500	0.592	iştirak
attendant	0.580	0.365	0.519	qulluqçu
attention	0.740	0.599	0.774	diqqət
attentionseeker	0.367	0.745	0.457	diqqət çəkən
attentionseekers	0.531	0.673	0.500	diqqət çəkənlər
attentive	0.812	0.520	0.724	diqqətli
attenuate	0.408	0.302	0.429	zəiflətmək
attenuated	0.449	0.280	0.298	zəiflədi
attenuation	0.458	0.363	0.464	zəifləmə
attest	0.439	0.710	0.685	təsdiq etmək
attestation	0.234	0.635	0.500	attestasiya
attic	0.521	0.259	0.377	çardaq
attire	0.742	0.388	0.483	geyim
attitude	0.760	0.644	0.861	münasibət
attorney	0.600	0.594	0.754	müvəkkil
attract	0.796	0.663	0.769	cəlb etmək
attraction	0.906	0.774	0.712	cazibə
attractive	0.906	0.630	0.769	cəlbedici
attractiveness	0.938	0.667	0.755	cəlbedicilik
attributable	0.704	0.430	0.527	aid edilə bilən
attribute	0.781	0.439	0.795	atribut
attribution	0.646	0.467	0.658	atribut
attrition	0.229	0.540	0.259	aşınma
auburn	0.510	0.240	0.411	tünd qırmızı
auction	0.594	0.702	0.519	hərrac
auctioneer	0.542	0.732	0.716	auksionçu
audacious	0.740	0.875	0.825	cəsarətli
audacity	0.760	0.755	0.916	cəsarət
audible	0.673	0.370	0.462	eşidilir
audience	0.698	0.610	0.613	tamaşaçı
audio	0.709	0.425	0.370	audio
audit	0.375	0.562	0.735	audit
audition	0.750	0.685	0.615	dinləmə
auditions	0.740	0.765	0.596	dinləmələr
auditor	0.582	0.571	0.726	auditor
auditorium	0.529	0.490	0.538	auditoriya
auditory	0.531	0.481	0.570	eşitmə
aught	0.418	0.135	0.217	yox
augment	0.650	0.683	0.645	artırmaq
augmentation	0.714	0.613	0.850	artırılması
august	0.652	0.292	0.462	avqust
aunt	0.667	0.291	0.420	xala
auntie	0.643	0.275	0.447	xala
aura	0.760	0.333	0.500	aura
aurora	0.817	0.306	0.537	aurora
auspices	0.542	0.500	0.634	himayəsi
auspicious	0.562	0.635	0.669	xeyirli
austere	0.500	0.390	0.422	sərt
austerity	0.438	0.406	0.534	qənaət
authentic	0.885	0.510	0.782	orijinal
authenticate	0.833	0.480	0.789	autentifikasiya edin
authentication	0.724	0.491	0.750	identifikasiyası
authenticity	0.670	0.548	0.845	həqiqilik
author	0.775	0.343	0.749	müəllif
authoritative	0.636	0.520	0.890	nüfuzlu
authority	0.592	0.592	0.934	səlahiyyət
authorization	0.521	0.567	0.817	icazə
authorize	0.772	0.596	0.821	icazə verin
authorized	0.760	0.458	0.815	səlahiyyətli
authorship	0.667	0.635	0.773	müəlliflik
autism	0.235	0.500	0.447	autizm
autistic	0.367	0.337	0.404	otistik
auto	0.571	0.569	0.500	avto
autobiographical	0.909	0.462	0.582	avtobioqrafik
autobiography	0.735	0.284	0.629	tərcümeyi-halı
