English Word	Valence	Arousal	Dominance	Icelandic Word
analytic	0.665	0.521	0.634	greinandi
analytical	0.625	0.324	0.800	greinandi
analyze	0.667	0.462	0.710	greina
analyzer	0.625	0.556	0.854	greiningartæki
anaphylactic	0.378	0.588	0.500	bráðaofnæmi
anarchism	0.125	0.804	0.623	anarkisma
anarchist	0.204	0.700	0.759	anarkisti
anarchy	0.146	0.755	0.620	stjórnleysi
anastomosis	0.375	0.470	0.490	anastomosis
anathema	0.286	0.490	0.519	anathema
anatomic	0.562	0.442	0.546	líffærafræðilegt
anatomy	0.562	0.390	0.571	líffærafræði
ancestor	0.592	0.388	0.594	forföður
ancestral	0.640	0.481	0.750	forfeðra
ancestry	0.708	0.519	0.717	ætterni
anchor	0.520	0.284	0.564	akkeri
anchorage	0.500	0.325	0.639	akkeri
ancient	0.420	0.217	0.439	forn
ancillary	0.449	0.442	0.278	aukaatriði
androgen	0.255	0.523	0.527	andrógen
android	0.663	0.436	0.500	android
anecdote	0.583	0.529	0.500	saga
anemia	0.188	0.327	0.310	blóðleysi
anemic	0.167	0.279	0.155	blóðleysi
anemone	0.552	0.538	0.327	anemónu
anesthesia	0.365	0.216	0.394	svæfingu
anesthesiologist	0.419	0.224	0.526	svæfingalæknir
anesthetic	0.350	0.264	0.482	svæfingarlyf
aneurysm	0.115	0.690	0.536	slagæðagúlp
anew	0.771	0.358	0.385	að nýju
angel	0.906	0.158	0.704	engill
angelic	0.927	0.298	0.668	engla
anger	0.167	0.865	0.657	reiði
angered	0.010	0.860	0.547	reiður
angermanagement	0.260	0.632	0.482	reiðistjórnun
angina	0.230	0.630	0.464	hjartaöng
angiogram	0.347	0.520	0.465	æðamynd
angiography	0.378	0.536	0.520	æðamyndatöku
angle	0.541	0.330	0.455	horn
angling	0.625	0.408	0.500	stangveiði
angora	0.529	0.425	0.405	angóra
angriest	0.094	0.892	0.430	reiðast
angry	0.122	0.830	0.604	reiður
angrytweet	0.265	0.644	0.471	angrytweet
angst	0.167	0.888	0.333	angist
anguish	0.153	0.792	0.265	angist
anguished	0.135	0.720	0.307	angist
angular	0.449	0.281	0.444	hyrndur
anhydrous	0.456	0.365	0.355	vatnsfrítt
animal	0.521	0.510	0.513	dýr
animate	0.827	0.755	0.635	lífga
animated	0.823	0.676	0.538	líflegur
animation	0.888	0.750	0.549	fjör
animosity	0.510	0.724	0.545	fjandskapur
animus	0.698	0.676	0.466	fjör
ankle	0.500	0.274	0.234	ökkla
anklet	0.410	0.276	0.302	ökkla
annals	0.427	0.610	0.424	annálar
annex	0.594	0.350	0.458	viðauka
annexation	0.342	0.500	0.555	viðauka
annexe	0.584	0.350	0.392	viðauka
annihilate	0.115	0.918	0.681	tortíma
annihilated	0.080	0.760	0.324	útrýmt
annihilation	0.041	0.800	0.591	tortímingu
anniversary	0.880	0.770	0.723	afmæli
annotate	0.592	0.469	0.441	athugasemd
annotation	0.604	0.470	0.619	athugasemd
announce	0.694	0.618	0.611	tilkynna
announcement	0.729	0.491	0.482	tilkynningu
announcer	0.602	0.570	0.732	boðberi
annoy	0.094	0.765	0.286	ónáða
annoyance	0.167	0.718	0.342	pirringur
annoyed	0.104	0.783	0.345	pirraður
annoyin	0.260	0.573	0.352	pirrandi
annoying	0.082	0.853	0.348	pirrandi
annoys	0.146	0.778	0.435	pirrar
annual	0.552	0.236	0.500	árlega
annuity	0.521	0.304	0.527	lífeyri
annul	0.250	0.448	0.364	ógilda
annular	0.310	0.385	0.412	hringlaga
annulment	0.153	0.375	0.447	ógildingu
annulus	0.458	0.380	0.376	annulus
anointed	0.500	0.368	0.579	smurður
anointing	0.653	0.350	0.547	smurning
anomalous	0.281	0.480	0.423	afbrigðilegt
anomaly	0.188	0.538	0.404	frávik
anon	0.479	0.354	0.298	anon
anonymity	0.469	0.255	0.430	nafnleynd
anonymous	0.396	0.291	0.431	nafnlaus
anorexic	0.160	0.618	0.245	lystarstoli
answer	0.537	0.373	0.661	svara
answerable	0.708	0.481	0.750	svarað
answering	0.684	0.500	0.607	svara
ant	0.448	0.216	0.216	maur
antagonism	0.224	0.618	0.524	andstæður
antagonist	0.240	0.615	0.700	andstæðingur
antagonistic	0.296	0.604	0.565	andstæðingur
antagonize	0.143	0.663	0.629	andmæla
ante	0.448	0.320	0.417	ante
antecedent	0.427	0.551	0.566	forsögu
antelope	0.542	0.510	0.500	antilópa
antenna	0.521	0.327	0.358	loftnet
anterior	0.510	0.245	0.362	fremri
anthem	0.780	0.343	0.729	þjóðsöng
anthill	0.327	0.578	0.377	mauraþúfa
anthology	0.338	0.406	0.537	safnrit
anthrax	0.188	0.730	0.500	miltisbrandur
anthropological	0.367	0.390	0.490	mannfræðilegt
anthropologist	0.551	0.385	0.725	mannfræðingur
anthropology	0.490	0.367	0.582	mannfræði
anti	0.365	0.412	0.384	andstæðingur
antiaircraft	0.330	0.622	0.629	loftvarnar
antibiotic	0.510	0.373	0.658	sýklalyf
antibiotics	0.448	0.406	0.557	sýklalyf
antichrist	0.082	0.837	0.544	andkristur
anticipate	0.622	0.469	0.667	gera ráð fyrir
anticipation	0.698	0.539	0.711	tilhlökkun
anticipatory	0.653	0.551	0.682	eftirvæntingarfullur
antics	0.448	0.740	0.236	uppátæki
antidote	0.541	0.490	0.629	móteitur
antifungal	0.408	0.412	0.441	sveppalyf
antigravity	0.430	0.714	0.658	andþyngdarafl
antimony	0.378	0.398	0.490	antímón
antipathy	0.198	0.549	0.393	andúð
antiquarian	0.500	0.233	0.426	fornrit
antiquated	0.420	0.392	0.236	gamaldags
antique	0.634	0.290	0.518	forn
antiques	0.540	0.370	0.595	fornminjar
antiquity	0.385	0.333	0.556	fornöld
antiseptic	0.438	0.370	0.623	sótthreinsandi
antisocial	0.146	0.686	0.391	andfélagslegur
antithesis	0.396	0.412	0.536	andstæða
antithetical	0.271	0.509	0.358	andstæður
antiviral	0.459	0.470	0.549	veirueyðandi
antler	0.448	0.470	0.500	horn
antsy	0.449	0.558	0.417	andstyggilegur
anus	0.347	0.644	0.350	endaþarmsop
anvil	0.380	0.510	0.604	steðja
anxiety	0.146	0.865	0.342	kvíði
anxietyattack	0.150	0.925	0.446	kvíðakast
anxious	0.281	0.875	0.434	kvíðinn
anxiousness	0.235	0.814	0.282	kvíða
anytime	0.625	0.461	0.436	hvenær sem er
aorta	0.448	0.510	0.542	ósæðar
aortic	0.436	0.540	0.438	ósæðar
apace	0.536	0.500	0.536	hratt
apache	0.687	0.469	0.500	apache
apartment	0.719	0.393	0.580	íbúð
apartments	0.704	0.337	0.443	íbúðir
apathetic	0.188	0.292	0.333	sinnulaus
apathy	0.184	0.212	0.204	sinnuleysi
ape	0.548	0.389	0.336	apa
aperture	0.612	0.450	0.667	ljósop
apex	0.570	0.433	0.418	toppur
aphid	0.388	0.473	0.407	blaðlús
aphrodisiac	0.750	0.846	0.667	ástardrykkur
apiece	0.439	0.259	0.383	stykkið
aplomb	0.500	0.509	0.582	skynsemi
apocalypse	0.050	0.867	0.736	heimsendir
apocalyptic	0.173	0.880	0.750	heimsendafræði
apologetic	0.479	0.461	0.571	afsakandi
apologist	0.406	0.429	0.526	afsökunarbeiðni
apologize	0.551	0.378	0.389	biðjast afsökunar
apology	0.571	0.346	0.402	afsökunarbeiðni
apostasy	0.388	0.520	0.517	fráhvarf
apostate	0.342	0.500	0.528	fráhvarfsmaður
apostle	0.646	0.347	0.732	postuli
apostolic	0.592	0.300	0.717	postullegur
apostrophe	0.469	0.368	0.537	fráfall
apothecary	0.561	0.328	0.529	apótek
appalled	0.194	0.792	0.562	skelfingu lostinn
appalling	0.160	0.827	0.415	skelfilegt
apparatus	0.375	0.353	0.377	tæki
apparel	0.698	0.435	0.453	fatnaður
apparent	0.473	0.383	0.398	augljóst
apparently	0.531	0.410	0.426	að því er virðist
apparition	0.406	0.573	0.636	birtingarmynd
appeal	0.663	0.598	0.558	kæra
appear	0.735	0.506	0.567	birtast
appearance	0.669	0.490	0.534	útliti
appease	0.633	0.278	0.434	friðþægja
appellant	0.327	0.588	0.568	kæranda
append	0.573	0.464	0.453	bæta við
appendage	0.229	0.382	0.438	viðhengi
appendectomy	0.177	0.670	0.554	botnlanganám
appendicitis	0.031	0.640	0.347	botnlangabólgu
appendix	0.365	0.387	0.425	viðauka
appetite	0.704	0.637	0.581	matarlyst
appetizer	0.755	0.560	0.406	forréttur
appetizing	0.806	0.657	0.688	girnilegt
applaud	0.865	0.824	0.464	klappa
applause	0.953	0.857	0.621	klapp
apple	0.811	0.300	0.264	epli
apple juice	0.765	0.204	0.294	eplasafi
applejack	0.604	0.431	0.473	epli
applesauce	0.750	0.167	0.291	eplamósa
appliance	0.582	0.453	0.538	heimilistæki
appliances	0.594	0.394	0.567	tæki
applicability	0.677	0.490	0.741	notagildi
applicable	0.469	0.430	0.667	gilda
applicant	0.612	0.558	0.688	umsækjandi
application	0.646	0.445	0.726	umsókn
apply	0.612	0.321	0.667	sækja um
appoint	0.565	0.330	0.509	skipa
appointment	0.688	0.594	0.547	skipun
appointments	0.745	0.677	0.625	skipanir
apportion	0.677	0.490	0.638	úthlutun
apportionment	0.552	0.481	0.453	úthlutun
appraisal	0.417	0.667	0.682	úttekt
appraise	0.677	0.490	0.696	meta
appreciable	0.873	0.491	0.778	merkilegt
appreciate	0.885	0.422	0.741	þakka
appreciated	0.910	0.434	0.779	vel metið
appreciates	0.765	0.500	0.656	metur
appreciation	0.917	0.529	0.588	þakklæti
appreciative	0.857	0.380	0.654	þakklátur
apprehend	0.521	0.624	0.696	handtaka
apprehension	0.385	0.720	0.454	fangi
apprehensive	0.406	0.592	0.431	uggandi
apprentice	0.615	0.413	0.452	lærlingur
apprenticeship	0.812	0.482	0.643	iðnnám
approach	0.612	0.392	0.610	nálgun
approaching	0.740	0.557	0.491	nálgast
approbate	0.646	0.590	0.860	viðunandi
approbation	0.792	0.529	0.774	samþykki
appropriate	0.833	0.368	0.759	viðeigandi
appropriation	0.510	0.632	0.717	fjárveitingu
approval	0.854	0.460	0.889	samþykki
approve	0.875	0.548	0.741	samþykkja
approved	0.833	0.349	0.698	samþykkt
approvement	0.880	0.625	0.780	samþykki
approving	0.917	0.583	0.773	samþykki
approximate	0.551	0.560	0.520	áætluð
approximately	0.622	0.396	0.538	um það bil
approximating	0.583	0.615	0.471	nálgast
approximation	0.582	0.402	0.593	nálgun
appurtenances	0.573	0.412	0.547	tilheyrandi
apricot	0.708	0.320	0.278	apríkósu
apron	0.582	0.208	0.245	svunta
apt	0.582	0.418	0.382	viðeigandi
aptitude	0.750	0.471	0.746	hæfni
aqua	0.656	0.292	0.359	aqua
aquamarine	0.729	0.306	0.413	Aquamarine
aquarium	0.663	0.327	0.393	fiskabúr
aquatic	0.677	0.510	0.463	vatnalíf
aqueduct	0.551	0.411	0.534	vatnsveitu
aqueous	0.429	0.270	0.310	vatnskenndur
arable	0.510	0.350	0.465	ræktanlegt
arbiter	0.561	0.537	0.814	gerðardómari
arbitrary	0.281	0.702	0.686	handahófskennd
arbitrate	0.470	0.620	0.682	gerðardómur
arbitration	0.587	0.602	0.670	gerðardómur
arbitrator	0.385	0.448	0.795	gerðarmaður
arbor	0.583	0.490	0.591	arbor
arc	0.552	0.388	0.396	boga
arcade	0.676	0.521	0.502	spilasalur
arcane	0.500	0.490	0.637	furðulegur
arch	0.500	0.354	0.468	bogi
archaeological	0.740	0.441	0.660	fornleifafræði
archaeologist	0.552	0.451	0.706	fornleifafræðingur
archaeology	0.596	0.358	0.691	fornleifafræði
archaic	0.271	0.327	0.332	fornaldarlegt
archangel	0.837	0.500	0.708	erkiengill
archbishop	0.622	0.280	0.776	erkibiskup
archdiocese	0.400	0.321	0.704	erkibiskupsdæmi
archduke	0.458	0.413	0.634	erkihertogi
arched	0.582	0.403	0.398	bogadregið
archer	0.573	0.622	0.661	bogamaður
archery	0.594	0.604	0.589	bogfimi
archetype	0.448	0.520	0.569	erkitýpa
archipelago	0.745	0.370	0.592	eyjaklasi
architect	0.776	0.442	0.836	arkitekt
architectural	0.729	0.390	0.670	byggingarlistar
architecture	0.820	0.390	0.694	byggingarlist
archive	0.438	0.294	0.527	skjalasafn
arctic	0.615	0.352	0.546	norðurslóðum
ardent	0.694	0.873	0.722	ákafur
ardor	0.500	0.780	0.538	eldmóði
arduous	0.344	0.783	0.605	erfiður
area	0.490	0.306	0.464	svæði
arena	0.510	0.235	0.404	vettvangur
areola	0.417	0.396	0.381	areola
areyoukidding	0.429	0.633	0.400	Ertu að grínast
areyoukiddingme	0.365	0.635	0.375	Ertu að grínast í mér
argent	0.594	0.418	0.472	argent
argh	0.260	0.538	0.328	argh
arghh	0.292	0.536	0.397	arghh
arghhhh	0.250	0.618	0.324	arghhhh
argue	0.093	0.798	0.525	rífast
argument	0.510	0.464	0.698	rök
argumentation	0.479	0.549	0.760	röksemdafærslu
argumentative	0.450	0.531	0.679	rökræða
arguments	0.541	0.602	0.657	rök
arid	0.323	0.333	0.379	þurrt
arise	0.750	0.582	0.725	koma upp
aristocracy	0.688	0.549	0.842	aðalsstétt
aristocrat	0.583	0.413	0.811	aðalsmaður
aristocratic	0.449	0.519	0.676	aðalsmaður
arithmetic	0.453	0.460	0.634	reikningur
ark	0.396	0.427	0.543	örk
arm	0.552	0.285	0.469	armur
armada	0.408	0.740	0.868	armada
armament	0.198	0.764	0.810	vígbúnað
armaments	0.192	0.839	0.830	vopnabúnaði
armature	0.510	0.558	0.755	armatur
armchair	0.646	0.164	0.339	hægindastóll
armed	0.188	0.750	0.808	vopnaður
armor	0.469	0.625	0.784	Brynja
armored	0.469	0.509	0.861	brynvarinn
armory	0.448	0.663	0.800	vopnabúr
armpit	0.283	0.439	0.250	handarkrika
arms	0.464	0.395	0.483	hendur
army	0.417	0.759	0.902	her
aroma	0.823	0.235	0.442	ilm
aromatherapy	0.847	0.220	0.473	ilmmeðferð
arousal	0.791	0.943	0.731	örvun
arouse	0.740	0.491	0.580	vekja
aroused	0.708	0.952	0.667	vakið
arraignment	0.406	0.837	0.534	réttarhöld
arrange	0.740	0.490	0.571	raða
arranged	0.698	0.531	0.728	raðað
arrangement	0.625	0.382	0.683	fyrirkomulag
array	0.521	0.396	0.568	fylki
arrears	0.286	0.485	0.302	vanskil
arrest	0.146	0.951	0.500	handtöku
arrhythmia	0.265	0.706	0.356	hjartsláttartruflanir
arrival	0.678	0.510	0.474	komu
arrive	0.837	0.406	0.585	koma
arrogance	0.143	0.750	0.620	hroka
arrogant	0.115	0.755	0.580	hrokafullur
arrow	0.439	0.390	0.454	ör
arsehole	0.276	0.598	0.433	rassgat
arseholes	0.188	0.545	0.351	rassgat
arsenal	0.365	0.741	0.752	vopnabúr
arsenic	0.281	0.472	0.447	arsenik
arson	0.133	0.904	0.567	íkveikju
arsonist	0.348	0.840	0.500	brennuvargur
art	0.812	0.360	0.603	list
arterial	0.396	0.510	0.583	slagæðar
artery	0.396	0.580	0.537	slagæð
artful	0.771	0.608	0.778	listrænn
arthritis	0.110	0.518	0.345	liðagigt
arthropod	0.344	0.464	0.434	liðdýr
artichoke	0.583	0.218	0.287	ætiþistli
article	0.594	0.280	0.481	grein
articles	0.552	0.324	0.565	greinar
articulate	0.677	0.462	0.618	orðalag
articulation	0.479	0.480	0.591	framsögn
artifact	0.510	0.500	0.566	gripur
artifice	0.316	0.696	0.482	gervi
artificial	0.306	0.385	0.351	gervi
artillery	0.350	0.912	0.794	stórskotalið
artisan	0.781	0.330	0.411	handverksmaður
artist	0.802	0.442	0.732	listamaður
artiste	0.844	0.512	0.565	listamaður
artistic	0.802	0.646	0.632	listrænt
artistry	0.823	0.346	0.769	listfengi
artists	0.796	0.667	0.741	listamenn
artwork	0.896	0.368	0.679	listaverk
arty	0.490	0.422	0.388	listrænn
asap	0.571	0.500	0.552	sem fyrst
asbestos	0.357	0.481	0.464	asbest
ascend	0.830	0.620	0.812	stíga upp
ascendancy	0.724	0.625	0.700	uppgangur
ascendant	0.656	0.673	0.821	stígandi
ascending	0.826	0.644	0.777	hækkandi
ascension	0.765	0.720	0.714	uppstigningar
ascent	0.755	0.627	0.833	hækkun
ascertain	0.560	0.530	0.625	ganga úr skugga um
ascertained	0.531	0.529	0.616	gengið úr skugga um
ascetic	0.438	0.375	0.472	asetískur
ash	0.260	0.210	0.207	Aska
ashamed	0.156	0.588	0.228	skammast sín
ashes	0.327	0.279	0.142	Aska
ashtray	0.406	0.382	0.265	öskubakki
asinine	0.429	0.472	0.433	asinískt
ask	0.531	0.440	0.459	spyrja
asleeep	0.490	0.210	0.322	sofandi
asleep	0.604	0.100	0.270	sofandi
asp	0.438	0.489	0.375	asp
asparagus	0.469	0.317	0.264	aspas
aspartame	0.469	0.480	0.322	aspartam
aspect	0.479	0.469	0.588	hlið
aspects	0.439	0.480	0.565	þætti
aspen	0.479	0.280	0.395	ösp
asphalt	0.479	0.264	0.439	malbik
asphyxia	0.198	0.704	0.311	köfnun
asphyxiation	0.059	0.745	0.412	köfnun
aspiration	0.704	0.724	0.675	von
aspire	0.812	0.469	0.722	þrá
aspirin	0.479	0.271	0.422	aspirín
aspiring	0.844	0.582	0.604	upprennandi
ass	0.323	0.750	0.345	rass
assail	0.378	0.510	0.500	árás
assailant	0.184	0.868	0.602	árásarmaður
assassin	0.073	0.933	0.632	morðingja
assassinate	0.051	0.969	0.722	myrða
assassination	0.083	0.941	0.525	morð
assault	0.167	0.848	0.550	árás
assay	0.633	0.559	0.594	prófun
assemblage	0.429	0.452	0.600	samsetning
assemble	0.542	0.570	0.750	setja saman
assembled	0.663	0.450	0.644	sett saman
assembly	0.698	0.500	0.640	samkoma
assemblyman	0.430	0.538	0.760	þingmaður
assent	0.615	0.515	0.719	samþykki
assert	0.750	0.619	0.809	fullyrða
asserting	0.694	0.531	0.736	fullyrða
assertion	0.740	0.442	0.750	staðhæfing
assertive	0.719	0.412	0.770	staðfastur
assess	0.698	0.500	0.623	meta
assessment	0.750	0.623	0.658	mat
assessor	0.551	0.538	0.764	matsmaður
asset	0.797	0.765	0.788	eign
assets	0.667	0.613	0.765	eignir
asshole	0.133	0.582	0.263	rassgat
assign	0.622	0.417	0.709	úthluta
assignee	0.510	0.462	0.510	framsalshafi
assignment	0.483	0.398	0.745	verkefni
assimilate	0.559	0.391	0.683	samlagast
assimilation	0.429	0.378	0.463	aðlögun
assist	0.833	0.435	0.629	aðstoða
assistance	0.656	0.519	0.633	aðstoð
assistant	0.625	0.390	0.536	aðstoðarmaður
associate	0.812	0.409	0.625	félagi
association	0.745	0.500	0.817	félag
assorted	0.602	0.460	0.472	úrval
assortment	0.694	0.360	0.526	úrval
assuage	0.745	0.255	0.500	lina
assume	0.698	0.401	0.464	gera ráð fyrir
assumed	0.612	0.247	0.454	gert ráð fyrir
assuming	0.740	0.390	0.526	að því gefnu
assumption	0.479	0.431	0.417	forsenda
assurance	0.675	0.442	0.704	fullvissu
assure	0.910	0.460	0.839	tryggja
assured	0.878	0.327	0.754	tryggt
assuredly	0.786	0.396	0.833	örugglega
asterisk	0.541	0.288	0.273	stjörnu
asteroid	0.430	0.721	0.623	smástirni
asteroids	0.361	0.694	0.712	smástirni
asthma	0.198	0.549	0.227	astma
asthmatic	0.229	0.706	0.294	astmasjúklingur
astigmatism	0.214	0.490	0.429	astigmatismi
astonish	0.786	0.845	0.658	undra
astonished	0.510	0.775	0.574	undrandi
astonishing	0.844	0.802	0.821	undraverður
astonishingly	0.827	0.898	0.773	ótrúlegt
astonishment	0.680	0.718	0.519	undrun
astound	0.729	0.675	0.474	forviða
astral	0.604	0.417	0.567	astral
astray	0.098	0.676	0.308	villist
astringent	0.316	0.500	0.474	astringent
astrologer	0.594	0.519	0.673	stjörnuspekingur
astrology	0.635	0.340	0.500	stjörnuspeki
astronaut	0.792	0.601	0.761	geimfari
astronomer	0.750	0.509	0.735	stjörnufræðingur
astronomical	0.600	0.632	0.726	stjarnfræðilegur
astronomy	0.613	0.474	0.722	stjörnufræði
astute	0.776	0.658	0.827	gáfaður
asunder	0.208	0.442	0.259	í sundur
asylum	0.407	0.330	0.445	hæli
asymmetric	0.580	0.343	0.465	ósamhverfar
asymmetry	0.476	0.373	0.527	ósamhverfu
asymptotic	0.479	0.451	0.472	einkennalaus
atelier	0.490	0.330	0.705	veitingahús
atheism	0.276	0.460	0.481	trúleysi
atheistic	0.373	0.481	0.466	trúleysingi
atherosclerosis	0.250	0.480	0.343	æðakölkun
athlete	0.781	0.718	0.686	íþróttamaður
athletic	0.857	0.798	0.708	íþróttamaður
athleticism	0.750	0.863	0.778	íþróttamennska
athletics	0.831	0.691	0.740	íþróttir
atlas	0.531	0.306	0.554	atlas
atmosphere	0.604	0.300	0.560	andrúmsloft
atmospheric	0.531	0.420	0.594	andrúmsloft
atoll	0.480	0.408	0.472	atóll
atom	0.510	0.500	0.433	atóm
atomic	0.327	0.817	0.713	lotukerfi
atone	0.418	0.673	0.411	friðþægja
atonement	0.550	0.602	0.683	friðþæging
atpeace	0.724	0.298	0.519	í friði
atrium	0.469	0.365	0.473	atrium
atrocious	0.073	0.811	0.445	grimmur
atrocity	0.115	0.844	0.593	voðaverk
atrophy	0.177	0.540	0.208	rýrnun
attach	0.520	0.363	0.559	hengja
attached	0.562	0.350	0.439	fylgir
attachment	0.570	0.343	0.500	viðhengi
attack	0.286	0.948	0.670	árás
attacker	0.185	0.962	0.629	árásarmaður
attacking	0.276	0.837	0.642	ráðast á
attain	0.806	0.510	0.719	ná
attainable	0.760	0.500	0.759	hægt að ná
attainment	0.830	0.520	0.940	afrek
attempt	0.625	0.491	0.431	tilraun
attempted	0.594	0.580	0.567	reynt
attend	0.650	0.420	0.625	mæta
attendance	0.812	0.500	0.592	aðsókn
attendant	0.580	0.365	0.519	aðstoðarmaður
attention	0.740	0.599	0.774	athygli
attentionseeker	0.367	0.745	0.457	athyglissjúkur
attentionseekers	0.531	0.673	0.500	athyglisleitendur
attentive	0.812	0.520	0.724	gaumgæfilega
attenuate	0.408	0.302	0.429	draga úr
attenuated	0.449	0.280	0.298	dregið úr
attenuation	0.458	0.363	0.464	dempun
attest	0.439	0.710	0.685	votta
attestation	0.234	0.635	0.500	vottun
attic	0.521	0.259	0.377	háalofti
attire	0.742	0.388	0.483	klæðnaður
attitude	0.760	0.644	0.861	viðhorf
attorney	0.600	0.594	0.754	lögmaður
attract	0.796	0.663	0.769	aðlaða
attraction	0.906	0.774	0.712	aðdráttarafl
attractive	0.906	0.630	0.769	aðlaðandi
attractiveness	0.938	0.667	0.755	aðdráttarafl
attributable	0.704	0.430	0.527	rekjanlegur
attribute	0.781	0.439	0.795	eiginleiki
attribution	0.646	0.467	0.658	úthlutun
attrition	0.229	0.540	0.259	slit
auburn	0.510	0.240	0.411	auburn
auction	0.594	0.702	0.519	uppboði
auctioneer	0.542	0.732	0.716	uppboðshaldari
audacious	0.740	0.875	0.825	áræðinn
audacity	0.760	0.755	0.916	dirfsku
audible	0.673	0.370	0.462	heyranlegt
audience	0.698	0.610	0.613	áhorfendur
audio	0.709	0.425	0.370	hljóð
audit	0.375	0.562	0.735	endurskoðun
audition	0.750	0.685	0.615	prufu
auditions	0.740	0.765	0.596	prufur
auditor	0.582	0.571	0.726	endurskoðanda
auditorium	0.529	0.490	0.538	salur
auditory	0.531	0.481	0.570	hljóðrænt
aught	0.418	0.135	0.217	ekkert
augment	0.650	0.683	0.645	auka
augmentation	0.714	0.613	0.850	stækkun
august	0.652	0.292	0.462	ágúst
aunt	0.667	0.291	0.420	frænku
auntie	0.643	0.275	0.447	frænka
aura	0.760	0.333	0.500	aura
aurora	0.817	0.306	0.537	norðurljós
auspices	0.542	0.500	0.634	forsjón
auspicious	0.562	0.635	0.669	veglegt
austere	0.500	0.390	0.422	strangur
austerity	0.438	0.406	0.534	sparnaðar
authentic	0.885	0.510	0.782	ekta
authenticate	0.833	0.480	0.789	sannvotta
authentication	0.724	0.491	0.750	auðkenning
authenticity	0.670	0.548	0.845	Sanngildi
author	0.775	0.343	0.749	höfundur
authoritative	0.636	0.520	0.890	opinber
authority	0.592	0.592	0.934	heimild
authorization	0.521	0.567	0.817	heimild
authorize	0.772	0.596	0.821	heimila
authorized	0.760	0.458	0.815	heimild
authorship	0.667	0.635	0.773	höfundarrétti
autism	0.235	0.500	0.447	einhverfu
autistic	0.367	0.337	0.404	einhverfur
auto	0.571	0.569	0.500	sjálfvirkt
autobiographical	0.909	0.462	0.582	sjálfsævisöguleg
autobiography	0.735	0.284	0.629	sjálfsævisaga
autocorrect	0.551	0.439	0.616	sjálfvirk leiðrétting
autocratic	0.542	0.577	0.727	einræðislegur
autograph	0.735	0.565	0.473	eiginhandaráritun
autographed	0.781	0.620	0.625	áritaður
automated	0.578	0.402	0.632	sjálfvirkt
automatic	0.562	0.433	0.664	sjálfvirkur
automobile	0.753	0.625	0.534	bifreið
automotive	0.656	0.520	0.577	bifreiða
autonomy	0.781	0.349	0.891	sjálfræði
autopilot	0.594	0.462	0.632	sjálfstýring
autopsy	0.252	0.650	0.538	Krufning
autumn	0.765	0.204	0.450	haust
