English Word	Valence	Arousal	Dominance	Luxembourgish Word
analytic	0.665	0.521	0.634	analytesch
analytical	0.625	0.324	0.800	analytesch
analyze	0.667	0.462	0.710	analyséieren
analyzer	0.625	0.556	0.854	analysator
anaphylactic	0.378	0.588	0.500	anaphylaktesch
anarchism	0.125	0.804	0.623	Anarchismus
anarchist	0.204	0.700	0.759	anarchist
anarchy	0.146	0.755	0.620	anarchie
anastomosis	0.375	0.470	0.490	anastomosis
anathema	0.286	0.490	0.519	anathema
anatomic	0.562	0.442	0.546	anatomesch
anatomy	0.562	0.390	0.571	Anatomie
ancestor	0.592	0.388	0.594	Vorfahren
ancestral	0.640	0.481	0.750	virfueren
ancestry	0.708	0.519	0.717	hierkommen
anchor	0.520	0.284	0.564	ankeren
anchorage	0.500	0.325	0.639	verankert
ancient	0.420	0.217	0.439	antike
ancillary	0.449	0.442	0.278	Niewebäi
androgen	0.255	0.523	0.527	androgen
android	0.663	0.436	0.500	Android
anecdote	0.583	0.529	0.500	Anekdot
anemia	0.188	0.327	0.310	Anämie
anemic	0.167	0.279	0.155	anemesch
anemone	0.552	0.538	0.327	anemone
anesthesia	0.365	0.216	0.394	Anästhesie
anesthesiologist	0.419	0.224	0.526	anesthesiologist
anesthetic	0.350	0.264	0.482	Anästhesie
aneurysm	0.115	0.690	0.536	aneurysm
anew	0.771	0.358	0.385	nei
angel	0.906	0.158	0.704	engel
angelic	0.927	0.298	0.668	engelsch
anger	0.167	0.865	0.657	rosen
angered	0.010	0.860	0.547	rosen
angermanagement	0.260	0.632	0.482	angermanagement
angina	0.230	0.630	0.464	angina
angiogram	0.347	0.520	0.465	angiogramm
angiography	0.378	0.536	0.520	angiography
angle	0.541	0.330	0.455	Wénkel
angling	0.625	0.408	0.500	Fëscherei
angora	0.529	0.425	0.405	angora
angriest	0.094	0.892	0.430	rosenste
angry	0.122	0.830	0.604	rosen
angrytweet	0.265	0.644	0.471	angrytweet
angst	0.167	0.888	0.333	angst
anguish	0.153	0.792	0.265	Angscht
anguished	0.135	0.720	0.307	Angscht
angular	0.449	0.281	0.444	eckeg
anhydrous	0.456	0.365	0.355	waasserdicht
animal	0.521	0.510	0.513	Déier
animate	0.827	0.755	0.635	animéieren
animated	0.823	0.676	0.538	animéierten
animation	0.888	0.750	0.549	Animatioun
animosity	0.510	0.724	0.545	Feindlechkeet
animus	0.698	0.676	0.466	animus
ankle	0.500	0.274	0.234	Knöchel
anklet	0.410	0.276	0.302	Knöchel
annals	0.427	0.610	0.424	annalen
annex	0.594	0.350	0.458	annex
annexation	0.342	0.500	0.555	Annexioun
annexe	0.584	0.350	0.392	annexe
annihilate	0.115	0.918	0.681	zerstéieren
annihilated	0.080	0.760	0.324	annihiléiert
annihilation	0.041	0.800	0.591	annihilation
anniversary	0.880	0.770	0.723	Joresdag
annotate	0.592	0.469	0.441	annotéieren
annotation	0.604	0.470	0.619	Annotatioun
announce	0.694	0.618	0.611	annoncéieren
announcement	0.729	0.491	0.482	Ukënnegung
announcer	0.602	0.570	0.732	announcer
annoy	0.094	0.765	0.286	nerven
annoyance	0.167	0.718	0.342	Verärgerung
annoyed	0.104	0.783	0.345	genervt
annoyin	0.260	0.573	0.352	nerven
annoying	0.082	0.853	0.348	lästeg
annoys	0.146	0.778	0.435	nervt
annual	0.552	0.236	0.500	alljährlechen
annuity	0.521	0.304	0.527	annuitéit
annul	0.250	0.448	0.364	annuléieren
annular	0.310	0.385	0.412	annular
annulment	0.153	0.375	0.447	Annulatioun
annulus	0.458	0.380	0.376	annulus
anointed	0.500	0.368	0.579	gesalft
anointing	0.653	0.350	0.547	Salbung
anomalous	0.281	0.480	0.423	anomal
anomaly	0.188	0.538	0.404	Anomalie
anon	0.479	0.354	0.298	anon
anonymity	0.469	0.255	0.430	Anonymitéit
anonymous	0.396	0.291	0.431	anonym
anorexic	0.160	0.618	0.245	anorexic
answer	0.537	0.373	0.661	äntweren
answerable	0.708	0.481	0.750	verantwortlech
answering	0.684	0.500	0.607	äntweren
ant	0.448	0.216	0.216	ant
antagonism	0.224	0.618	0.524	antagonismus
antagonist	0.240	0.615	0.700	antagonist
antagonistic	0.296	0.604	0.565	antagonistesch
antagonize	0.143	0.663	0.629	antagoniséieren
ante	0.448	0.320	0.417	ante
antecedent	0.427	0.551	0.566	Virgänger
antelope	0.542	0.510	0.500	antilope
antenna	0.521	0.327	0.358	Antenne
anterior	0.510	0.245	0.362	anterior
anthem	0.780	0.343	0.729	Hymn
anthill	0.327	0.578	0.377	anthill
anthology	0.338	0.406	0.537	anthologie
anthrax	0.188	0.730	0.500	anthrax
anthropological	0.367	0.390	0.490	anthropologesch
anthropologist	0.551	0.385	0.725	anthropologist
anthropology	0.490	0.367	0.582	anthropologie
anti	0.365	0.412	0.384	anti
antiaircraft	0.330	0.622	0.629	Loftofwier
antibiotic	0.510	0.373	0.658	Antibiotikum
antibiotics	0.448	0.406	0.557	Antibiotike
antichrist	0.082	0.837	0.544	antichrist
anticipate	0.622	0.469	0.667	virgoen
anticipation	0.698	0.539	0.711	Erwaardung
anticipatory	0.653	0.551	0.682	viraussiichtlech
antics	0.448	0.740	0.236	antics
antidote	0.541	0.490	0.629	Géigewier
antifungal	0.408	0.412	0.441	antifungal
antigravity	0.430	0.714	0.658	antigravity
antimony	0.378	0.398	0.490	antimon
antipathy	0.198	0.549	0.393	antipathy
antiquarian	0.500	0.233	0.426	antiquaresch
antiquated	0.420	0.392	0.236	antiquéiert
antique	0.634	0.290	0.518	antike
antiques	0.540	0.370	0.595	Antiquitéite
antiquity	0.385	0.333	0.556	Antikitéit
antiseptic	0.438	0.370	0.623	antiseptesch
antisocial	0.146	0.686	0.391	antisozial
antithesis	0.396	0.412	0.536	antithesis
antithetical	0.271	0.509	0.358	antithetesch
antiviral	0.459	0.470	0.549	antiviral
antler	0.448	0.470	0.500	Gewei
antsy	0.449	0.558	0.417	antsy
anus	0.347	0.644	0.350	anus
anvil	0.380	0.510	0.604	ambolt
anxiety	0.146	0.865	0.342	Besuergnëss
anxietyattack	0.150	0.925	0.446	Angschtattack
anxious	0.281	0.875	0.434	ängschtlech
anxiousness	0.235	0.814	0.282	Angscht
anytime	0.625	0.461	0.436	egal wéini
aorta	0.448	0.510	0.542	aorta
aortic	0.436	0.540	0.438	aorta
apace	0.536	0.500	0.536	séier
apache	0.687	0.469	0.500	apache
apartment	0.719	0.393	0.580	Appartement
apartments	0.704	0.337	0.443	Appartementer
apathetic	0.188	0.292	0.333	apathesch
apathy	0.184	0.212	0.204	Apathie
ape	0.548	0.389	0.336	ape
aperture	0.612	0.450	0.667	Blend
apex	0.570	0.433	0.418	apex
aphid	0.388	0.473	0.407	Blatlais
aphrodisiac	0.750	0.846	0.667	Aphrodisiakum
apiece	0.439	0.259	0.383	e Stéck
aplomb	0.500	0.509	0.582	aplomb
apocalypse	0.050	0.867	0.736	apokalyps
apocalyptic	0.173	0.880	0.750	apokalyptesch
apologetic	0.479	0.461	0.571	entschëllegt
apologist	0.406	0.429	0.526	entschëllegt
apologize	0.551	0.378	0.389	entschëllegen
apology	0.571	0.346	0.402	Entschëllegung
apostasy	0.388	0.520	0.517	Offall
apostate	0.342	0.500	0.528	apostate
apostle	0.646	0.347	0.732	apostel
apostolic	0.592	0.300	0.717	apostolesch
apostrophe	0.469	0.368	0.537	apostroph
apothecary	0.561	0.328	0.529	Apotheker
appalled	0.194	0.792	0.562	erschreckt
appalling	0.160	0.827	0.415	erschreckend
apparatus	0.375	0.353	0.377	Apparat
apparel	0.698	0.435	0.453	Kleeder
apparent	0.473	0.383	0.398	anscheinend
apparently	0.531	0.410	0.426	anscheinend
apparition	0.406	0.573	0.636	Erscheinung
appeal	0.663	0.598	0.558	appelléieren
appear	0.735	0.506	0.567	schéngen
appearance	0.669	0.490	0.534	Ausgesinn
appease	0.633	0.278	0.434	berouegen
appellant	0.327	0.588	0.568	appellant
append	0.573	0.464	0.453	appendéieren
appendage	0.229	0.382	0.438	Anhang
appendectomy	0.177	0.670	0.554	appendektomie
appendicitis	0.031	0.640	0.347	Appendizis
appendix	0.365	0.387	0.425	appendix
appetite	0.704	0.637	0.581	Appetit
appetizer	0.755	0.560	0.406	appetizer
appetizing	0.806	0.657	0.688	appetitlech
applaud	0.865	0.824	0.464	applaudéieren
applause	0.953	0.857	0.621	applaus
apple	0.811	0.300	0.264	apel
apple juice	0.765	0.204	0.294	Äppel Jus
applejack	0.604	0.431	0.473	applejack
applesauce	0.750	0.167	0.291	Äppel
appliance	0.582	0.453	0.538	Apparat
appliances	0.594	0.394	0.567	Apparater
applicability	0.677	0.490	0.741	applicabel
applicable	0.469	0.430	0.667	applicabel
applicant	0.612	0.558	0.688	Bewerberinnen
application	0.646	0.445	0.726	Applikatioun
apply	0.612	0.321	0.667	gëllen
appoint	0.565	0.330	0.509	ernennen
appointment	0.688	0.594	0.547	Rendez-vous
appointments	0.745	0.677	0.625	Rendez-vous
apportion	0.677	0.490	0.638	deelen
apportionment	0.552	0.481	0.453	Verdeelung
appraisal	0.417	0.667	0.682	Bewäertung
appraise	0.677	0.490	0.696	bewäerten
appreciable	0.873	0.491	0.778	appreciable
appreciate	0.885	0.422	0.741	appreciéieren
appreciated	0.910	0.434	0.779	appréciéiert
appreciates	0.765	0.500	0.656	schätzt
appreciation	0.917	0.529	0.588	Unerkennung
appreciative	0.857	0.380	0.654	appreciéierend
apprehend	0.521	0.624	0.696	erfaassen
apprehension	0.385	0.720	0.454	Angscht
apprehensive	0.406	0.592	0.431	ängschtlech
apprentice	0.615	0.413	0.452	Léierbouf
apprenticeship	0.812	0.482	0.643	Léierplaz
approach	0.612	0.392	0.610	Approche
approaching	0.740	0.557	0.491	ukommen
approbate	0.646	0.590	0.860	appréciéiert
approbation	0.792	0.529	0.774	Genehmegung
appropriate	0.833	0.368	0.759	passend
appropriation	0.510	0.632	0.717	appropriation
approval	0.854	0.460	0.889	Genehmegung
approve	0.875	0.548	0.741	stëmmen
approved	0.833	0.349	0.698	guttgeheescht
approvement	0.880	0.625	0.780	Genehmegung
approving	0.917	0.583	0.773	approuvéieren
approximate	0.551	0.560	0.520	geschätzte
approximately	0.622	0.396	0.538	ongeféier
approximating	0.583	0.615	0.471	ongeféier
approximation	0.582	0.402	0.593	Approximatioun
appurtenances	0.573	0.412	0.547	apprtenances
apricot	0.708	0.320	0.278	Aprikos
apron	0.582	0.208	0.245	Schürze
apt	0.582	0.418	0.382	apt
aptitude	0.750	0.471	0.746	aptitude
aqua	0.656	0.292	0.359	aqua
aquamarine	0.729	0.306	0.413	Aquamarine
aquarium	0.663	0.327	0.393	Aquarium
aquatic	0.677	0.510	0.463	aquatesch
aqueduct	0.551	0.411	0.534	aqueduct
aqueous	0.429	0.270	0.310	wässerlech
arable	0.510	0.350	0.465	arable
arbiter	0.561	0.537	0.814	Arbitter
arbitrary	0.281	0.702	0.686	arbiträr
arbitrate	0.470	0.620	0.682	arbitréieren
arbitration	0.587	0.602	0.670	Arbitrage
arbitrator	0.385	0.448	0.795	Arbitter
arbor	0.583	0.490	0.591	Arbor
arc	0.552	0.388	0.396	arc
arcade	0.676	0.521	0.502	Arkad
arcane	0.500	0.490	0.637	arcane
arch	0.500	0.354	0.468	arch
archaeological	0.740	0.441	0.660	archeologesche
archaeologist	0.552	0.451	0.706	archäolog
archaeology	0.596	0.358	0.691	archeologie
archaic	0.271	0.327	0.332	archaesch
archangel	0.837	0.500	0.708	Äerzengel
archbishop	0.622	0.280	0.776	Äerzbëschof
archdiocese	0.400	0.321	0.704	Äerzbistum
archduke	0.458	0.413	0.634	Äerzherzog
arched	0.582	0.403	0.398	archéiert
archer	0.573	0.622	0.661	archer
archery	0.594	0.604	0.589	boogschieten
archetype	0.448	0.520	0.569	Archetyp
archipelago	0.745	0.370	0.592	Archipel
architect	0.776	0.442	0.836	Architekt
architectural	0.729	0.390	0.670	architektonescht
architecture	0.820	0.390	0.694	Architektur
archive	0.438	0.294	0.527	archiv
arctic	0.615	0.352	0.546	arktis
ardent	0.694	0.873	0.722	éierlech
ardor	0.500	0.780	0.538	ardor
arduous	0.344	0.783	0.605	ustrengend
area	0.490	0.306	0.464	Beräich
arena	0.510	0.235	0.404	arena
areola	0.417	0.396	0.381	areola
areyoukidding	0.429	0.633	0.400	sidd Dir ukomm
areyoukiddingme	0.365	0.635	0.375	méchs du de Geck mat mir
argent	0.594	0.418	0.472	argent
argh	0.260	0.538	0.328	argh
arghh	0.292	0.536	0.397	argh
arghhhh	0.250	0.618	0.324	arghhh
argue	0.093	0.798	0.525	streiden
argument	0.510	0.464	0.698	Argument
argumentation	0.479	0.549	0.760	Argumentatioun
argumentative	0.450	0.531	0.679	argumentativ
arguments	0.541	0.602	0.657	Argumenter
arid	0.323	0.333	0.379	dréchen
arise	0.750	0.582	0.725	entstinn
aristocracy	0.688	0.549	0.842	Adel
aristocrat	0.583	0.413	0.811	aristokrat
aristocratic	0.449	0.519	0.676	aristokratesch
arithmetic	0.453	0.460	0.634	arithmetik
ark	0.396	0.427	0.543	ark
arm	0.552	0.285	0.469	arm
armada	0.408	0.740	0.868	armada
armament	0.198	0.764	0.810	Bewaffnung
armaments	0.192	0.839	0.830	Bewaffnung
armature	0.510	0.558	0.755	armature
armchair	0.646	0.164	0.339	Fotell
armed	0.188	0.750	0.808	bewaffnet
armor	0.469	0.625	0.784	Rüstung
armored	0.469	0.509	0.861	gepanzert
armory	0.448	0.663	0.800	Rüstung
armpit	0.283	0.439	0.250	armpit
arms	0.464	0.395	0.483	Waffen
army	0.417	0.759	0.902	Arméi
aroma	0.823	0.235	0.442	Aroma
aromatherapy	0.847	0.220	0.473	Aromatherapie
arousal	0.791	0.943	0.731	Erhuelung
arouse	0.740	0.491	0.580	opreegen
aroused	0.708	0.952	0.667	opgereegt
arraignment	0.406	0.837	0.534	Uerteel
arrange	0.740	0.490	0.571	arrangéieren
arranged	0.698	0.531	0.728	arrangéiert
arrangement	0.625	0.382	0.683	Arrangement
array	0.521	0.396	0.568	Array
arrears	0.286	0.485	0.302	Réckzuch
arrest	0.146	0.951	0.500	verhaft
arrhythmia	0.265	0.706	0.356	arrhythmia
arrival	0.678	0.510	0.474	Arrivée
arrive	0.837	0.406	0.585	kommen
arrogance	0.143	0.750	0.620	Arroganz
arrogant	0.115	0.755	0.580	arrogant
arrow	0.439	0.390	0.454	Pfeil
arsehole	0.276	0.598	0.433	Aarsch
arseholes	0.188	0.545	0.351	Arseholes
arsenal	0.365	0.741	0.752	Arsenal
arsenic	0.281	0.472	0.447	arsenic
arson	0.133	0.904	0.567	Brandstëftung
arsonist	0.348	0.840	0.500	Brandstëfter
art	0.812	0.360	0.603	Konscht
arterial	0.396	0.510	0.583	arteriell
artery	0.396	0.580	0.537	arterie
artful	0.771	0.608	0.778	kënschtlech
arthritis	0.110	0.518	0.345	arthritis
arthropod	0.344	0.464	0.434	arthropod
artichoke	0.583	0.218	0.287	artichoke
article	0.594	0.280	0.481	Artikel
articles	0.552	0.324	0.565	Artikelen
articulate	0.677	0.462	0.618	artikuléieren
articulation	0.479	0.480	0.591	artikulatioun
artifact	0.510	0.500	0.566	artefakt
artifice	0.316	0.696	0.482	kënschtlech
artificial	0.306	0.385	0.351	kënschtlech
artillery	0.350	0.912	0.794	artillerie
artisan	0.781	0.330	0.411	handwierklech
artist	0.802	0.442	0.732	Kënschtler
artiste	0.844	0.512	0.565	artiste
artistic	0.802	0.646	0.632	artistesch
artistry	0.823	0.346	0.769	artistesch
artists	0.796	0.667	0.741	Kënschtler
artwork	0.896	0.368	0.679	Konschtwierker
arty	0.490	0.422	0.388	arty
asap	0.571	0.500	0.552	asap
asbestos	0.357	0.481	0.464	asbest
ascend	0.830	0.620	0.812	eropgoen
ascendancy	0.724	0.625	0.700	Opstig
ascendant	0.656	0.673	0.821	ascendant
ascending	0.826	0.644	0.777	opsteigend
ascension	0.765	0.720	0.714	Himmelfahrt
ascent	0.755	0.627	0.833	opgoen
ascertain	0.560	0.530	0.625	feststellen
ascertained	0.531	0.529	0.616	festgestallt
ascetic	0.438	0.375	0.472	asketesch
ash	0.260	0.210	0.207	Äschen
ashamed	0.156	0.588	0.228	geschummt
ashes	0.327	0.279	0.142	Äschen
ashtray	0.406	0.382	0.265	Äschebecher
asinine	0.429	0.472	0.433	asin
ask	0.531	0.440	0.459	froen
asleeep	0.490	0.210	0.322	schlofen
asleep	0.604	0.100	0.270	geschlof
asp	0.438	0.489	0.375	asp
asparagus	0.469	0.317	0.264	Spargelen
aspartame	0.469	0.480	0.322	aspartam
aspect	0.479	0.469	0.588	Aspekt
aspects	0.439	0.480	0.565	Aspekter
aspen	0.479	0.280	0.395	aspen
asphalt	0.479	0.264	0.439	asphalt
asphyxia	0.198	0.704	0.311	asphyxie
asphyxiation	0.059	0.745	0.412	Asphyxie
aspiration	0.704	0.724	0.675	Aspiratioun
aspire	0.812	0.469	0.722	ustriewen
aspirin	0.479	0.271	0.422	aspirin
aspiring	0.844	0.582	0.604	aspirant
ass	0.323	0.750	0.345	ass
assail	0.378	0.510	0.500	iwwerfalen
assailant	0.184	0.868	0.602	Ugräifer
assassin	0.073	0.933	0.632	Attentäter
assassinate	0.051	0.969	0.722	ëmbréngen
assassination	0.083	0.941	0.525	Ermuerdung
assault	0.167	0.848	0.550	iwwerfalen
assay	0.633	0.559	0.594	assay
assemblage	0.429	0.452	0.600	Versammlung
assemble	0.542	0.570	0.750	versammelen
assembled	0.663	0.450	0.644	zesummegesat
assembly	0.698	0.500	0.640	Assemblée
assemblyman	0.430	0.538	0.760	Assemblée
assent	0.615	0.515	0.719	zoustëmmen
assert	0.750	0.619	0.809	behaapten
asserting	0.694	0.531	0.736	behaapten
assertion	0.740	0.442	0.750	Behaaptung
assertive	0.719	0.412	0.770	assertiv
assess	0.698	0.500	0.623	bewäerten
assessment	0.750	0.623	0.658	Bewäertung
assessor	0.551	0.538	0.764	bewäert
asset	0.797	0.765	0.788	Verméigen
assets	0.667	0.613	0.765	Verméigen
asshole	0.133	0.582	0.263	Arsch
assign	0.622	0.417	0.709	zouzeschreiwen
assignee	0.510	0.462	0.510	assignee
assignment	0.483	0.398	0.745	Aufgab
assimilate	0.559	0.391	0.683	assimiléieren
assimilation	0.429	0.378	0.463	Assimilatioun
assist	0.833	0.435	0.629	hëllefen
assistance	0.656	0.519	0.633	Hëllef
assistant	0.625	0.390	0.536	Assistent
associate	0.812	0.409	0.625	Associé
association	0.745	0.500	0.817	Associatioun
assorted	0.602	0.460	0.472	assortéiert
assortment	0.694	0.360	0.526	Sortiment
assuage	0.745	0.255	0.500	berouegen
assume	0.698	0.401	0.464	unhuelen
assumed	0.612	0.247	0.454	ugeholl
assuming	0.740	0.390	0.526	unhuelen
assumption	0.479	0.431	0.417	Virgab
assurance	0.675	0.442	0.704	Assurance
assure	0.910	0.460	0.839	versécheren
assured	0.878	0.327	0.754	verséchert
assuredly	0.786	0.396	0.833	sécherlech
asterisk	0.541	0.288	0.273	asterisk
asteroid	0.430	0.721	0.623	Asteroid
asteroids	0.361	0.694	0.712	Asteroiden
asthma	0.198	0.549	0.227	asthma
asthmatic	0.229	0.706	0.294	asthmatesch
astigmatism	0.214	0.490	0.429	Astigmatismus
astonish	0.786	0.845	0.658	iwwerraschen
astonished	0.510	0.775	0.574	erstaunt
astonishing	0.844	0.802	0.821	erstaunlech
astonishingly	0.827	0.898	0.773	erstaunlecherweis
astonishment	0.680	0.718	0.519	Staunen
astound	0.729	0.675	0.474	erstaunen
astral	0.604	0.417	0.567	astral
astray	0.098	0.676	0.308	verwandelt
astringent	0.316	0.500	0.474	astringent
astrologer	0.594	0.519	0.673	astrolog
astrology	0.635	0.340	0.500	Astrologie
astronaut	0.792	0.601	0.761	Astronaut
astronomer	0.750	0.509	0.735	Astronom
astronomical	0.600	0.632	0.726	astronomesch
astronomy	0.613	0.474	0.722	Astronomie
astute	0.776	0.658	0.827	schlau
asunder	0.208	0.442	0.259	ënnerzegoen
asylum	0.407	0.330	0.445	Asyl
asymmetric	0.580	0.343	0.465	asymmetresch
asymmetry	0.476	0.373	0.527	asymmetrie
asymptotic	0.479	0.451	0.472	asymptotesch
atelier	0.490	0.330	0.705	Atelier
atheism	0.276	0.460	0.481	Atheismus
atheistic	0.373	0.481	0.466	atheistesch
atherosclerosis	0.250	0.480	0.343	Atherosklerosis
athlete	0.781	0.718	0.686	Sportler
athletic	0.857	0.798	0.708	athletesch
athleticism	0.750	0.863	0.778	athleticism
athletics	0.831	0.691	0.740	athletics
atlas	0.531	0.306	0.554	atlas
atmosphere	0.604	0.300	0.560	Atmosphär
atmospheric	0.531	0.420	0.594	atmosphäresch
atoll	0.480	0.408	0.472	atol
atom	0.510	0.500	0.433	atom
atomic	0.327	0.817	0.713	atomarer
atone	0.418	0.673	0.411	ofsoen
atonement	0.550	0.602	0.683	Atonement
atpeace	0.724	0.298	0.519	a Fridden
atrium	0.469	0.365	0.473	Atrium
atrocious	0.073	0.811	0.445	grausam
atrocity	0.115	0.844	0.593	grujeleg
atrophy	0.177	0.540	0.208	atrophie
attach	0.520	0.363	0.559	befestegt
attached	0.562	0.350	0.439	befestegt
attachment	0.570	0.343	0.500	Uschloss
attack	0.286	0.948	0.670	attackéieren
attacker	0.185	0.962	0.629	Ugräifer
attacking	0.276	0.837	0.642	attackéieren
attain	0.806	0.510	0.719	erreechen
attainable	0.760	0.500	0.759	erreechbar
attainment	0.830	0.520	0.940	Erreeche
attempt	0.625	0.491	0.431	Versuch
attempted	0.594	0.580	0.567	versicht
attend	0.650	0.420	0.625	matmaachen
attendance	0.812	0.500	0.592	Präsenz
attendant	0.580	0.365	0.519	Begleetpersoun
attention	0.740	0.599	0.774	Opmierksamkeet
attentionseeker	0.367	0.745	0.457	Opmierksamkeet sichen
attentionseekers	0.531	0.673	0.500	Opmierksamkeet sichen
attentive	0.812	0.520	0.724	opmierksam
attenuate	0.408	0.302	0.429	ofschwächen
attenuated	0.449	0.280	0.298	ofgeschwächt
attenuation	0.458	0.363	0.464	Dämpfung
attest	0.439	0.710	0.685	bestätegen
attestation	0.234	0.635	0.500	Attestatioun
attic	0.521	0.259	0.377	Dachgeschoss
attire	0.742	0.388	0.483	Kleedung
attitude	0.760	0.644	0.861	Astellung
attorney	0.600	0.594	0.754	Affekot
attract	0.796	0.663	0.769	unzezéien
attraction	0.906	0.774	0.712	Attraktioun
attractive	0.906	0.630	0.769	attraktiv
attractiveness	0.938	0.667	0.755	Attraktivitéit
attributable	0.704	0.430	0.527	zouzeschreiwen
attribute	0.781	0.439	0.795	Attribut
attribution	0.646	0.467	0.658	Attributioun
attrition	0.229	0.540	0.259	Ausschnëtter
auburn	0.510	0.240	0.411	auburn
auction	0.594	0.702	0.519	Auktioun
auctioneer	0.542	0.732	0.716	Auktioun
audacious	0.740	0.875	0.825	audacious
audacity	0.760	0.755	0.916	Audacity
audible	0.673	0.370	0.462	hörbar
audience	0.698	0.610	0.613	Publikum
audio	0.709	0.425	0.370	audio
audit	0.375	0.562	0.735	audit
audition	0.750	0.685	0.615	Auditioun
auditions	0.740	0.765	0.596	Auditioune
auditor	0.582	0.571	0.726	auditor
auditorium	0.529	0.490	0.538	auditorium
auditory	0.531	0.481	0.570	auditiv
aught	0.418	0.135	0.217	aacht
augment	0.650	0.683	0.645	vergréisseren
augmentation	0.714	0.613	0.850	Erhéijung
august	0.652	0.292	0.462	August
aunt	0.667	0.291	0.420	tante
auntie	0.643	0.275	0.447	tante
aura	0.760	0.333	0.500	aura
aurora	0.817	0.306	0.537	aurora
auspices	0.542	0.500	0.634	auspicien
auspicious	0.562	0.635	0.669	glécklech
austere	0.500	0.390	0.422	streng
austerity	0.438	0.406	0.534	Austeritéit
authentic	0.885	0.510	0.782	authentesch
authenticate	0.833	0.480	0.789	authentifizéieren
authentication	0.724	0.491	0.750	Authentifikatioun
authenticity	0.670	0.548	0.845	Authentizitéit
author	0.775	0.343	0.749	Auteur
authoritative	0.636	0.520	0.890	autoritär
authority	0.592	0.592	0.934	Autoritéit
authorization	0.521	0.567	0.817	Autorisatioun
authorize	0.772	0.596	0.821	autoriséieren
authorized	0.760	0.458	0.815	autoriséiert
authorship	0.667	0.635	0.773	Auteur
autism	0.235	0.500	0.447	autismus
autistic	0.367	0.337	0.404	autistesch
auto	0.571	0.569	0.500	auto
autobiographical	0.909	0.462	0.582	autobiographesch
autobiography	0.735	0.284	0.629	autobiographie
autocorrect	0.551	0.439	0.616	autokorrektur
autocratic	0.542	0.577	0.727	autokratesch
autograph	0.735	0.565	0.473	autograph
autographed	0.781	0.620	0.625	autograféiert
automated	0.578	0.402	0.632	automatiséiert
automatic	0.562	0.433	0.664	automatesch
automobile	0.753	0.625	0.534	automobil
automotive	0.656	0.520	0.577	automobile
autonomy	0.781	0.349	0.891	Autonomie
autopilot	0.594	0.462	0.632	autopilot
autopsy	0.252	0.650	0.538	Autopsie
autumn	0.765	0.204	0.450	Hierscht
auxiliary	0.622	0.471	0.509	Hëllefsmëttel
avail	0.800	0.430	0.603	profitéieren
availability	0.796	0.544	0.600	Disponibilitéit
