English Word	Valence	Arousal	Dominance	Romanian Word
aneurysm	0.115	0.690	0.536	anevrism
anew	0.771	0.358	0.385	un nou
angel	0.906	0.158	0.704	înger
angelic	0.927	0.298	0.668	angelic
anger	0.167	0.865	0.657	furie
angered	0.010	0.860	0.547	supărat
angermanagement	0.260	0.632	0.482	management al furiei
angina	0.230	0.630	0.464	angină pectorală
angiogram	0.347	0.520	0.465	angiografie
angiography	0.378	0.536	0.520	angiografie
angle	0.541	0.330	0.455	unghi
angling	0.625	0.408	0.500	pescuit
angora	0.529	0.425	0.405	angora
angriest	0.094	0.892	0.430	cel mai supărat
angry	0.122	0.830	0.604	furios
angrytweet	0.265	0.644	0.471	angrytweet
angst	0.167	0.888	0.333	angoasa
anguish	0.153	0.792	0.265	angoasa
anguished	0.135	0.720	0.307	angoasa
angular	0.449	0.281	0.444	unghiular
anhydrous	0.456	0.365	0.355	anhidru
animal	0.521	0.510	0.513	animal
animate	0.827	0.755	0.635	anima
animated	0.823	0.676	0.538	animat
animation	0.888	0.750	0.549	animaţie
animosity	0.510	0.724	0.545	animozitate
animus	0.698	0.676	0.466	animus
ankle	0.500	0.274	0.234	gleznă
anklet	0.410	0.276	0.302	glezna
annals	0.427	0.610	0.424	anale
annex	0.594	0.350	0.458	anexă
annexation	0.342	0.500	0.555	anexare
annexe	0.584	0.350	0.392	anexa
annihilate	0.115	0.918	0.681	anihila
annihilated	0.080	0.760	0.324	anihilate
annihilation	0.041	0.800	0.591	anihilare
anniversary	0.880	0.770	0.723	aniversare
annotate	0.592	0.469	0.441	adnota
annotation	0.604	0.470	0.619	adnotare
announce	0.694	0.618	0.611	anunta
announcement	0.729	0.491	0.482	anunţ
announcer	0.602	0.570	0.732	crainic
annoy	0.094	0.765	0.286	deranja
annoyance	0.167	0.718	0.342	supărare
annoyed	0.104	0.783	0.345	enervat
annoyin	0.260	0.573	0.352	enervant
annoying	0.082	0.853	0.348	enervant
annoys	0.146	0.778	0.435	enervează
annual	0.552	0.236	0.500	anual
annuity	0.521	0.304	0.527	anuitate
annul	0.250	0.448	0.364	anula
annular	0.310	0.385	0.412	inelar
annulment	0.153	0.375	0.447	anulare
annulus	0.458	0.380	0.376	inela
anointed	0.500	0.368	0.579	uns
anointing	0.653	0.350	0.547	ungere
anomalous	0.281	0.480	0.423	anormal
anomaly	0.188	0.538	0.404	anomalie
anon	0.479	0.354	0.298	anon
anonymity	0.469	0.255	0.430	anonimat
anonymous	0.396	0.291	0.431	anonim
anorexic	0.160	0.618	0.245	anorexic
answer	0.537	0.373	0.661	Răspuns
answerable	0.708	0.481	0.750	răspunzător
answering	0.684	0.500	0.607	răspunzând
ant	0.448	0.216	0.216	furnică
antagonism	0.224	0.618	0.524	antagonism
antagonist	0.240	0.615	0.700	antagonist
antagonistic	0.296	0.604	0.565	antagonist
antagonize	0.143	0.663	0.629	antagoniza
ante	0.448	0.320	0.417	ante
antecedent	0.427	0.551	0.566	antecedente
antelope	0.542	0.510	0.500	antilope
antenna	0.521	0.327	0.358	antenă
anterior	0.510	0.245	0.362	anterior
anthem	0.780	0.343	0.729	imn
anthill	0.327	0.578	0.377	musuroi de furnici
anthology	0.338	0.406	0.537	antologie
anthrax	0.188	0.730	0.500	antrax
anthropological	0.367	0.390	0.490	antropologic
anthropologist	0.551	0.385	0.725	antropolog
anthropology	0.490	0.367	0.582	antropologie
anti	0.365	0.412	0.384	anti
antiaircraft	0.330	0.622	0.629	antiaerian
antibiotic	0.510	0.373	0.658	antibiotic
antibiotics	0.448	0.406	0.557	antibiotice
antichrist	0.082	0.837	0.544	antihrist
anticipate	0.622	0.469	0.667	anticipa
anticipation	0.698	0.539	0.711	anticipare
anticipatory	0.653	0.551	0.682	anticipativ
antics	0.448	0.740	0.236	prostii
antidote	0.541	0.490	0.629	antidot
antifungal	0.408	0.412	0.441	antifungic
antigravity	0.430	0.714	0.658	anti gravitație
antimony	0.378	0.398	0.490	antimoniu
antipathy	0.198	0.549	0.393	antipatie
antiquarian	0.500	0.233	0.426	anticar
antiquated	0.420	0.392	0.236	învechit
antique	0.634	0.290	0.518	antic
antiques	0.540	0.370	0.595	antichități
antiquity	0.385	0.333	0.556	antichitate
antiseptic	0.438	0.370	0.623	antiseptic
antisocial	0.146	0.686	0.391	antisocial
antithesis	0.396	0.412	0.536	antiteză
antithetical	0.271	0.509	0.358	antitetic
antiviral	0.459	0.470	0.549	antiviral
antler	0.448	0.470	0.500	corn de cerb
antsy	0.449	0.558	0.417	nerăbdător
anus	0.347	0.644	0.350	anus
anvil	0.380	0.510	0.604	nicovală
anxiety	0.146	0.865	0.342	anxietate
anxietyattack	0.150	0.925	0.446	atac de anxietate
anxious	0.281	0.875	0.434	nerăbdător
anxiousness	0.235	0.814	0.282	anxietate
anytime	0.625	0.461	0.436	oricând
aorta	0.448	0.510	0.542	aortă
aortic	0.436	0.540	0.438	aortică
apace	0.536	0.500	0.536	ritmic
apache	0.687	0.469	0.500	apache
apartment	0.719	0.393	0.580	apartament
apartments	0.704	0.337	0.443	apartamente
apathetic	0.188	0.292	0.333	apatic
apathy	0.184	0.212	0.204	apatie
ape	0.548	0.389	0.336	maimuţă
aperture	0.612	0.450	0.667	deschidere
apex	0.570	0.433	0.418	apex
aphid	0.388	0.473	0.407	afidă
aphrodisiac	0.750	0.846	0.667	afrodisiac
apiece	0.439	0.259	0.383	o bucata
aplomb	0.500	0.509	0.582	aplomb
apocalypse	0.050	0.867	0.736	apocalipsa
apocalyptic	0.173	0.880	0.750	apocaliptic
apologetic	0.479	0.461	0.571	care se scuză
apologist	0.406	0.429	0.526	apologet
apologize	0.551	0.378	0.389	scuza
apology	0.571	0.346	0.402	scuze
apostasy	0.388	0.520	0.517	apostazie
apostate	0.342	0.500	0.528	apostat
apostle	0.646	0.347	0.732	apostol
apostolic	0.592	0.300	0.717	apostolic
apostrophe	0.469	0.368	0.537	apostrof
apothecary	0.561	0.328	0.529	farmacistă
appalled	0.194	0.792	0.562	îngrozit
appalling	0.160	0.827	0.415	îngrozitor
apparatus	0.375	0.353	0.377	aparat
apparel	0.698	0.435	0.453	îmbrăcăminte
apparent	0.473	0.383	0.398	aparent
apparently	0.531	0.410	0.426	aparent
apparition	0.406	0.573	0.636	apariţie
appeal	0.663	0.598	0.558	recurs
appear	0.735	0.506	0.567	apărea
appearance	0.669	0.490	0.534	aspect
appease	0.633	0.278	0.434	potoli setea
appellant	0.327	0.588	0.568	apelant
append	0.573	0.464	0.453	adăuga
appendage	0.229	0.382	0.438	apendice
appendectomy	0.177	0.670	0.554	apendicectomie
appendicitis	0.031	0.640	0.347	apendicită
appendix	0.365	0.387	0.425	apendice
appetite	0.704	0.637	0.581	apetit
appetizer	0.755	0.560	0.406	aperitiv
appetizing	0.806	0.657	0.688	apetisant
applaud	0.865	0.824	0.464	aplauda
applause	0.953	0.857	0.621	aplauze
apple	0.811	0.300	0.264	măr
apple juice	0.765	0.204	0.294	suc de mere
applejack	0.604	0.431	0.473	Applejack
applesauce	0.750	0.167	0.291	sos de mere
appliance	0.582	0.453	0.538	aparat
appliances	0.594	0.394	0.567	aparate
applicability	0.677	0.490	0.741	aplicabilitate
applicable	0.469	0.430	0.667	aplicabil
applicant	0.612	0.558	0.688	solicitant
application	0.646	0.445	0.726	aplicarea
apply	0.612	0.321	0.667	aplica
appoint	0.565	0.330	0.509	numi
appointment	0.688	0.594	0.547	programare
appointments	0.745	0.677	0.625	numiri
apportion	0.677	0.490	0.638	repartiza
apportionment	0.552	0.481	0.453	repartizare
appraisal	0.417	0.667	0.682	evaluare
appraise	0.677	0.490	0.696	evalua
appreciable	0.873	0.491	0.778	apreciabil
appreciate	0.885	0.422	0.741	a aprecia
appreciated	0.910	0.434	0.779	apreciat
appreciates	0.765	0.500	0.656	apreciază
appreciation	0.917	0.529	0.588	apreciere
appreciative	0.857	0.380	0.654	apreciativ
apprehend	0.521	0.624	0.696	prinde
apprehension	0.385	0.720	0.454	aprehensiunea
apprehensive	0.406	0.592	0.431	îngrozitor
apprentice	0.615	0.413	0.452	ucenic
apprenticeship	0.812	0.482	0.643	ucenicie
approach	0.612	0.392	0.610	abordare
approaching	0.740	0.557	0.491	apropiindu-se
approbate	0.646	0.590	0.860	aproba
approbation	0.792	0.529	0.774	aprobare
appropriate	0.833	0.368	0.759	adecvat
appropriation	0.510	0.632	0.717	însuşire
approval	0.854	0.460	0.889	aprobare
approve	0.875	0.548	0.741	aproba
approved	0.833	0.349	0.698	aprobat
approvement	0.880	0.625	0.780	aprobarea
approving	0.917	0.583	0.773	aprobarea
approximate	0.551	0.560	0.520	aproximativ
approximately	0.622	0.396	0.538	aproximativ
approximating	0.583	0.615	0.471	aproximând
approximation	0.582	0.402	0.593	apropiere
appurtenances	0.573	0.412	0.547	accesorii
apricot	0.708	0.320	0.278	caisă
apron	0.582	0.208	0.245	şorţ
apt	0.582	0.418	0.382	apt
aptitude	0.750	0.471	0.746	aptitudini
aqua	0.656	0.292	0.359	acva
aquamarine	0.729	0.306	0.413	acvamarin
aquarium	0.663	0.327	0.393	acvariu
aquatic	0.677	0.510	0.463	acvatic
aqueduct	0.551	0.411	0.534	apeduct
aqueous	0.429	0.270	0.310	apos
arable	0.510	0.350	0.465	arabil
arbiter	0.561	0.537	0.814	arbitru
arbitrary	0.281	0.702	0.686	arbitrar
arbitrate	0.470	0.620	0.682	arbitra
arbitration	0.587	0.602	0.670	arbitraj
arbitrator	0.385	0.448	0.795	arbitru
arbor	0.583	0.490	0.591	foișor
arc	0.552	0.388	0.396	arc
arcade	0.676	0.521	0.502	arcadă
arcane	0.500	0.490	0.637	arcane
arch	0.500	0.354	0.468	arc
archaeological	0.740	0.441	0.660	arheologic
archaeologist	0.552	0.451	0.706	arheolog
archaeology	0.596	0.358	0.691	arheologie
archaic	0.271	0.327	0.332	arhaic
archangel	0.837	0.500	0.708	arhanghel
archbishop	0.622	0.280	0.776	arhiepiscop
archdiocese	0.400	0.321	0.704	arhiepiscopie
archduke	0.458	0.413	0.634	arhiduce
arched	0.582	0.403	0.398	arcuit
archer	0.573	0.622	0.661	arcaş
archery	0.594	0.604	0.589	TIR cu arcul
archetype	0.448	0.520	0.569	arhetip
archipelago	0.745	0.370	0.592	arhipelag
architect	0.776	0.442	0.836	arhitect
architectural	0.729	0.390	0.670	arhitectural
architecture	0.820	0.390	0.694	arhitectură
archive	0.438	0.294	0.527	Arhiva
arctic	0.615	0.352	0.546	arctic
ardent	0.694	0.873	0.722	înflăcărat
ardor	0.500	0.780	0.538	ardoare
arduous	0.344	0.783	0.605	anevoios
area	0.490	0.306	0.464	zonă
arena	0.510	0.235	0.404	arenă
areola	0.417	0.396	0.381	areola
areyoukidding	0.429	0.633	0.400	glumești
areyoukiddingme	0.365	0.635	0.375	glumești cu mine
argent	0.594	0.418	0.472	argent
argh	0.260	0.538	0.328	argh
arghh	0.292	0.536	0.397	arghh
arghhhh	0.250	0.618	0.324	arghhhh
argue	0.093	0.798	0.525	argumentează
argument	0.510	0.464	0.698	argument
argumentation	0.479	0.549	0.760	argumentare
argumentative	0.450	0.531	0.679	argumentativ
arguments	0.541	0.602	0.657	argumente
arid	0.323	0.333	0.379	arid
arise	0.750	0.582	0.725	apărea
aristocracy	0.688	0.549	0.842	aristocraţie
aristocrat	0.583	0.413	0.811	aristocrat
aristocratic	0.449	0.519	0.676	aristocratic
arithmetic	0.453	0.460	0.634	aritmetic
ark	0.396	0.427	0.543	arca
arm	0.552	0.285	0.469	braţ
armada	0.408	0.740	0.868	armada
armament	0.198	0.764	0.810	armament
armaments	0.192	0.839	0.830	armamentului
armature	0.510	0.558	0.755	armătură
armchair	0.646	0.164	0.339	fotoliu
armed	0.188	0.750	0.808	armat
armor	0.469	0.625	0.784	armură
armored	0.469	0.509	0.861	blindat
armory	0.448	0.663	0.800	arsenal
armpit	0.283	0.439	0.250	subsuoară
arms	0.464	0.395	0.483	arme
army	0.417	0.759	0.902	armată
aroma	0.823	0.235	0.442	aromă
aromatherapy	0.847	0.220	0.473	aromaterapie
arousal	0.791	0.943	0.731	excitare
arouse	0.740	0.491	0.580	trezi
aroused	0.708	0.952	0.667	stârnit
arraignment	0.406	0.837	0.534	trimiterea în judecată
arrange	0.740	0.490	0.571	aranja
arranged	0.698	0.531	0.728	amenajat
arrangement	0.625	0.382	0.683	aranjament
array	0.521	0.396	0.568	matrice
arrears	0.286	0.485	0.302	restanțe
arrest	0.146	0.951	0.500	arestare
arrhythmia	0.265	0.706	0.356	aritmie
arrival	0.678	0.510	0.474	sosire
arrive	0.837	0.406	0.585	ajunge
arrogance	0.143	0.750	0.620	aroganţă
arrogant	0.115	0.755	0.580	arogant
arrow	0.439	0.390	0.454	săgeată
arsehole	0.276	0.598	0.433	nenorocit
arseholes	0.188	0.545	0.351	fundituri
arsenal	0.365	0.741	0.752	arsenal
arsenic	0.281	0.472	0.447	arsenic
arson	0.133	0.904	0.567	incendiere
arsonist	0.348	0.840	0.500	incendiar
art	0.812	0.360	0.603	artă
arterial	0.396	0.510	0.583	arterial
artery	0.396	0.580	0.537	artera
artful	0.771	0.608	0.778	viclean
arthritis	0.110	0.518	0.345	artrită
arthropod	0.344	0.464	0.434	artropod
artichoke	0.583	0.218	0.287	anghinare
article	0.594	0.280	0.481	articol
articles	0.552	0.324	0.565	articole
articulate	0.677	0.462	0.618	articulat
articulation	0.479	0.480	0.591	articulare
artifact	0.510	0.500	0.566	artefact
artifice	0.316	0.696	0.482	artificiu
artificial	0.306	0.385	0.351	artificial
artillery	0.350	0.912	0.794	artilerie
artisan	0.781	0.330	0.411	artizan
artist	0.802	0.442	0.732	artist
artiste	0.844	0.512	0.565	artist
artistic	0.802	0.646	0.632	artistic
artistry	0.823	0.346	0.769	măiestrie
artists	0.796	0.667	0.741	artiștilor
artwork	0.896	0.368	0.679	opera de artă
arty	0.490	0.422	0.388	arty
asap	0.571	0.500	0.552	cât mai curând posibil
asbestos	0.357	0.481	0.464	azbest
ascend	0.830	0.620	0.812	urca
ascendancy	0.724	0.625	0.700	ascendenta
ascendant	0.656	0.673	0.821	ascendent
ascending	0.826	0.644	0.777	ascendent
ascension	0.765	0.720	0.714	ascensiune
ascent	0.755	0.627	0.833	ascensiune
ascertain	0.560	0.530	0.625	constata
ascertained	0.531	0.529	0.616	constatat
ascetic	0.438	0.375	0.472	ascet
ash	0.260	0.210	0.207	frasin
ashamed	0.156	0.588	0.228	ruşinat
ashes	0.327	0.279	0.142	cenusa
ashtray	0.406	0.382	0.265	scrumieră
asinine	0.429	0.472	0.433	asinine
ask	0.531	0.440	0.459	cere
asleeep	0.490	0.210	0.322	adormit
asleep	0.604	0.100	0.270	adormit
asp	0.438	0.489	0.375	asp
asparagus	0.469	0.317	0.264	sparanghel
aspartame	0.469	0.480	0.322	aspartam
aspect	0.479	0.469	0.588	aspect
aspects	0.439	0.480	0.565	aspecte
aspen	0.479	0.280	0.395	aspen
asphalt	0.479	0.264	0.439	asfalt
asphyxia	0.198	0.704	0.311	asfixie
asphyxiation	0.059	0.745	0.412	asfixiere
aspiration	0.704	0.724	0.675	aspiraţie
aspire	0.812	0.469	0.722	aspira
aspirin	0.479	0.271	0.422	aspirină
aspiring	0.844	0.582	0.604	aspirant
ass	0.323	0.750	0.345	cur
assail	0.378	0.510	0.500	asalta
assailant	0.184	0.868	0.602	atacator
assassin	0.073	0.933	0.632	asasin
assassinate	0.051	0.969	0.722	asasina
assassination	0.083	0.941	0.525	asasinat
assault	0.167	0.848	0.550	asalt
assay	0.633	0.559	0.594	test
assemblage	0.429	0.452	0.600	asamblare
assemble	0.542	0.570	0.750	asambla
assembled	0.663	0.450	0.644	asamblate
assembly	0.698	0.500	0.640	asamblare
assemblyman	0.430	0.538	0.760	asamblar
assent	0.615	0.515	0.719	consimțământul
assert	0.750	0.619	0.809	afirma
asserting	0.694	0.531	0.736	afirmând
assertion	0.740	0.442	0.750	afirmaţie
assertive	0.719	0.412	0.770	asertiv
assess	0.698	0.500	0.623	evalua
assessment	0.750	0.623	0.658	evaluare
assessor	0.551	0.538	0.764	evaluator
asset	0.797	0.765	0.788	activ
assets	0.667	0.613	0.765	active
asshole	0.133	0.582	0.263	Idiotule
assign	0.622	0.417	0.709	atribui
assignee	0.510	0.462	0.510	cesionar
assignment	0.483	0.398	0.745	misiune
assimilate	0.559	0.391	0.683	asimila
assimilation	0.429	0.378	0.463	asimilare
assist	0.833	0.435	0.629	asista
assistance	0.656	0.519	0.633	asistenţă
assistant	0.625	0.390	0.536	asistent
associate	0.812	0.409	0.625	asociat
association	0.745	0.500	0.817	asociere
assorted	0.602	0.460	0.472	asortat
assortment	0.694	0.360	0.526	sortiment
assuage	0.745	0.255	0.500	alina
assume	0.698	0.401	0.464	presupune
assumed	0.612	0.247	0.454	asumat
assuming	0.740	0.390	0.526	presupunând
assumption	0.479	0.431	0.417	presupunere
assurance	0.675	0.442	0.704	asigurare
assure	0.910	0.460	0.839	asigura
assured	0.878	0.327	0.754	asigurat
assuredly	0.786	0.396	0.833	cu siguranta
asterisk	0.541	0.288	0.273	asterisc
asteroid	0.430	0.721	0.623	asteroid
asteroids	0.361	0.694	0.712	asteroizi
asthma	0.198	0.549	0.227	astm
asthmatic	0.229	0.706	0.294	astmatic
astigmatism	0.214	0.490	0.429	astigmatism
astonish	0.786	0.845	0.658	uimesc
astonished	0.510	0.775	0.574	uimit
astonishing	0.844	0.802	0.821	uimitor
astonishingly	0.827	0.898	0.773	uimitor
astonishment	0.680	0.718	0.519	uimire
astound	0.729	0.675	0.474	uimesc
astral	0.604	0.417	0.567	astral
astray	0.098	0.676	0.308	rătăcit
astringent	0.316	0.500	0.474	astringent
astrologer	0.594	0.519	0.673	astrolog
astrology	0.635	0.340	0.500	astrologie
astronaut	0.792	0.601	0.761	astronaut
astronomer	0.750	0.509	0.735	astronom
astronomical	0.600	0.632	0.726	astronomic
astronomy	0.613	0.474	0.722	astronomie
astute	0.776	0.658	0.827	astut
asunder	0.208	0.442	0.259	despicat
asylum	0.407	0.330	0.445	azil
asymmetric	0.580	0.343	0.465	asimetric
asymmetry	0.476	0.373	0.527	asimetrie
asymptotic	0.479	0.451	0.472	asimptotic
atelier	0.490	0.330	0.705	atelier
atheism	0.276	0.460	0.481	ateism
atheistic	0.373	0.481	0.466	ateu
atherosclerosis	0.250	0.480	0.343	ateroscleroza
athlete	0.781	0.718	0.686	atlet
athletic	0.857	0.798	0.708	atletic
athleticism	0.750	0.863	0.778	atletism
athletics	0.831	0.691	0.740	atletism
atlas	0.531	0.306	0.554	atlas
atmosphere	0.604	0.300	0.560	atmosfera
atmospheric	0.531	0.420	0.594	atmosferice
atoll	0.480	0.408	0.472	atol
atom	0.510	0.500	0.433	atom
atomic	0.327	0.817	0.713	atomic
atone	0.418	0.673	0.411	ispăşi
atonement	0.550	0.602	0.683	ispăşire
atpeace	0.724	0.298	0.519	in pace
atrium	0.469	0.365	0.473	atrium
atrocious	0.073	0.811	0.445	atroce
atrocity	0.115	0.844	0.593	atrocitate
atrophy	0.177	0.540	0.208	atrofie
attach	0.520	0.363	0.559	atașați
attached	0.562	0.350	0.439	atașat
attachment	0.570	0.343	0.500	atașament
attack	0.286	0.948	0.670	atac
attacker	0.185	0.962	0.629	atacator
attacking	0.276	0.837	0.642	atacând
attain	0.806	0.510	0.719	atinge
attainable	0.760	0.500	0.759	realizabil
attainment	0.830	0.520	0.940	realizare
attempt	0.625	0.491	0.431	atentat, încercare
attempted	0.594	0.580	0.567	încercat
attend	0.650	0.420	0.625	a se prezenta, frecventa
attendance	0.812	0.500	0.592	prezența
attendant	0.580	0.365	0.519	însoţitor
attention	0.740	0.599	0.774	Atenţie
attentionseeker	0.367	0.745	0.457	cerșetor de atenție
attentionseekers	0.531	0.673	0.500	cautatori de atentie
attentive	0.812	0.520	0.724	atent
attenuate	0.408	0.302	0.429	atenua
attenuated	0.449	0.280	0.298	atenuat
attenuation	0.458	0.363	0.464	atenuare
attest	0.439	0.710	0.685	atesta
attestation	0.234	0.635	0.500	atestare
attic	0.521	0.259	0.377	pod
attire	0.742	0.388	0.483	ținută
attitude	0.760	0.644	0.861	atitudine
attorney	0.600	0.594	0.754	avocat
attract	0.796	0.663	0.769	a atrage
attraction	0.906	0.774	0.712	atracţie
attractive	0.906	0.630	0.769	atractiv
attractiveness	0.938	0.667	0.755	atractivitatea
attributable	0.704	0.430	0.527	imputabil
attribute	0.781	0.439	0.795	atribut
attribution	0.646	0.467	0.658	atribuire
attrition	0.229	0.540	0.259	uzură
auburn	0.510	0.240	0.411	castaniu
auction	0.594	0.702	0.519	licitaţie
auctioneer	0.542	0.732	0.716	licitator
audacious	0.740	0.875	0.825	îndrăzneţ
audacity	0.760	0.755	0.916	îndrăzneală
audible	0.673	0.370	0.462	perceptibil
audience	0.698	0.610	0.613	public
audio	0.709	0.425	0.370	audio
audit	0.375	0.562	0.735	audit
audition	0.750	0.685	0.615	audiție
auditions	0.740	0.765	0.596	audiții
auditor	0.582	0.571	0.726	auditor
auditorium	0.529	0.490	0.538	auditoriu
auditory	0.531	0.481	0.570	auditive
aught	0.418	0.135	0.217	ceva
augment	0.650	0.683	0.645	spori
augmentation	0.714	0.613	0.850	augmentare
august	0.652	0.292	0.462	August
aunt	0.667	0.291	0.420	mătuşă
auntie	0.643	0.275	0.447	tanti
aura	0.760	0.333	0.500	aură
aurora	0.817	0.306	0.537	aurora
auspices	0.542	0.500	0.634	auspiciile
auspicious	0.562	0.635	0.669	de bun augur
austere	0.500	0.390	0.422	auster
austerity	0.438	0.406	0.534	austeritate
authentic	0.885	0.510	0.782	autentic
authenticate	0.833	0.480	0.789	autentifica
authentication	0.724	0.491	0.750	autentificare
authenticity	0.670	0.548	0.845	autenticitate
author	0.775	0.343	0.749	autor
authoritative	0.636	0.520	0.890	autoritar
authority	0.592	0.592	0.934	autoritate
authorization	0.521	0.567	0.817	autorizare
authorize	0.772	0.596	0.821	autoriza
authorized	0.760	0.458	0.815	autorizat
authorship	0.667	0.635	0.773	paternitatea
autism	0.235	0.500	0.447	autism
autistic	0.367	0.337	0.404	autist
auto	0.571	0.569	0.500	auto
autobiographical	0.909	0.462	0.582	autobiografică
autobiography	0.735	0.284	0.629	autobiografie
autocorrect	0.551	0.439	0.616	corectare automată
autocratic	0.542	0.577	0.727	autocratic
autograph	0.735	0.565	0.473	autograf
autographed	0.781	0.620	0.625	autografat
automated	0.578	0.402	0.632	automatizate
automatic	0.562	0.433	0.664	automat
automobile	0.753	0.625	0.534	auto
automotive	0.656	0.520	0.577	auto
autonomy	0.781	0.349	0.891	autonomie
autopilot	0.594	0.462	0.632	pilot automat
autopsy	0.252	0.650	0.538	autopsie
autumn	0.765	0.204	0.450	toamnă
auxiliary	0.622	0.471	0.509	auxiliar
avail	0.800	0.430	0.603	profit
availability	0.796	0.544	0.600	disponibilitate
available	0.844	0.356	0.623	disponibil
avalanche	0.265	0.915	0.683	avalanşă
avarice	0.198	0.726	0.352	avariţia
avatar	0.633	0.410	0.567	avatar
avenge	0.073	0.867	0.559	răzbuna
avenger	0.337	0.865	0.670	răzbunător
avenging	0.143	0.880	0.717	răzbunător
avenue	0.677	0.360	0.377	bulevard
aver	0.492	0.450	0.393	aver
average	0.684	0.280	0.455	in medie
aversation	0.582	0.442	0.432	aversatie
averse	0.253	0.569	0.492	potrivnic
averseness	0.296	0.606	0.528	aversiune
aversion	0.074	0.663	0.525	aversiune
avert	0.510	0.388	0.465	evita
aviary	0.500	0.360	0.467	voliera
aviation	0.708	0.646	0.741	aviaţie
aviator	0.615	0.700	0.644	aviator
avid	0.582	0.459	0.593	avid
avocado	0.677	0.255	0.287	avocado
avoid	0.427	0.442	0.415	evita
avoidance	0.470	0.481	0.466	evitare
avoiding	0.457	0.433	0.309	evitând
await	0.448	0.264	0.276	așteaptă
awake	0.667	0.469	0.741	treaza
awaken	0.729	0.412	0.611	a trezi
awakening	0.745	0.500	0.618	trezire
