English Word	Valence	Arousal	Dominance	Maltese Word
analytic	0.665	0.521	0.634	analitiku
analytical	0.625	0.324	0.800	analitiku
analyze	0.667	0.462	0.710	janalizza
analyzer	0.625	0.556	0.854	analizzatur
anaphylactic	0.378	0.588	0.500	anafilattiku
anarchism	0.125	0.804	0.623	anarkiżmu
anarchist	0.204	0.700	0.759	anarkista
anarchy	0.146	0.755	0.620	anarkija
anastomosis	0.375	0.470	0.490	anastomożi
anathema	0.286	0.490	0.519	anatema
anatomic	0.562	0.442	0.546	anatomiċi
anatomy	0.562	0.390	0.571	anatomija
ancestor	0.592	0.388	0.594	antenat
ancestral	0.640	0.481	0.750	antenati
ancestry	0.708	0.519	0.717	antenati
anchor	0.520	0.284	0.564	ankra
anchorage	0.500	0.325	0.639	ankraġġ
ancient	0.420	0.217	0.439	qedem
ancillary	0.449	0.442	0.278	anċillari
androgen	0.255	0.523	0.527	androġenu
android	0.663	0.436	0.500	android
anecdote	0.583	0.529	0.500	aneddot
anemia	0.188	0.327	0.310	anemija
anemic	0.167	0.279	0.155	anemika
anemone	0.552	0.538	0.327	anemone
anesthesia	0.365	0.216	0.394	anestesija
anesthesiologist	0.419	0.224	0.526	anestesjologu
anesthetic	0.350	0.264	0.482	anestetiku
aneurysm	0.115	0.690	0.536	anewriżma
anew	0.771	0.358	0.385	mill-ġdid
angel	0.906	0.158	0.704	anġlu
angelic	0.927	0.298	0.668	anġeliku
anger	0.167	0.865	0.657	rabja
angered	0.010	0.860	0.547	irrabjat
angermanagement	0.260	0.632	0.482	ġestjoni tar-rabja
angina	0.230	0.630	0.464	anġina
angiogram	0.347	0.520	0.465	anġjogramma
angiography	0.378	0.536	0.520	anġjografija
angle	0.541	0.330	0.455	angolu
angling	0.625	0.408	0.500	qasba
angora	0.529	0.425	0.405	angora
angriest	0.094	0.892	0.430	l-aktar irrabjata
angry	0.122	0.830	0.604	rrabjata
angrytweet	0.265	0.644	0.471	angrytweet
angst	0.167	0.888	0.333	angst
anguish	0.153	0.792	0.265	dieqa
anguished	0.135	0.720	0.307	imnikkta
angular	0.449	0.281	0.444	angolari
anhydrous	0.456	0.365	0.355	anidruż
animal	0.521	0.510	0.513	annimal
animate	0.827	0.755	0.635	janimaw
animated	0.823	0.676	0.538	animati
animation	0.888	0.750	0.549	animazzjoni
animosity	0.510	0.724	0.545	animosity
animus	0.698	0.676	0.466	animus
ankle	0.500	0.274	0.234	għaksa
anklet	0.410	0.276	0.302	għaksa
annals	0.427	0.610	0.424	anali
annex	0.594	0.350	0.458	anness
annexation	0.342	0.500	0.555	annessjoni
annexe	0.584	0.350	0.392	anness
annihilate	0.115	0.918	0.681	annihilate
annihilated	0.080	0.760	0.324	annihilat
annihilation	0.041	0.800	0.591	annihilation
anniversary	0.880	0.770	0.723	anniversarju
annotate	0.592	0.469	0.441	annota
annotation	0.604	0.470	0.619	annotazzjoni
announce	0.694	0.618	0.611	iħabbar
announcement	0.729	0.491	0.482	avviż
announcer	0.602	0.570	0.732	jħabbar
annoy	0.094	0.765	0.286	iddejjaq
annoyance	0.167	0.718	0.342	dwejjaq
annoyed	0.104	0.783	0.345	imdejqa
annoyin	0.260	0.573	0.352	annoyin
annoying	0.082	0.853	0.348	tedjanti
annoys	0.146	0.778	0.435	iddejjaq
annual	0.552	0.236	0.500	ta 'kull sena
annuity	0.521	0.304	0.527	annwalità
annul	0.250	0.448	0.364	tannulla
annular	0.310	0.385	0.412	annulari
annulment	0.153	0.375	0.447	annullament
annulus	0.458	0.380	0.376	annulus
anointed	0.500	0.368	0.579	midluk
anointing	0.653	0.350	0.547	dlik
anomalous	0.281	0.480	0.423	anomalija
anomaly	0.188	0.538	0.404	anomalija
anon	0.479	0.354	0.298	anon
anonymity	0.469	0.255	0.430	anonimità
anonymous	0.396	0.291	0.431	anonimu
anorexic	0.160	0.618	0.245	anoressiku
answer	0.537	0.373	0.661	tweġiba
answerable	0.708	0.481	0.750	responsabbli
answering	0.684	0.500	0.607	iwieġeb
ant	0.448	0.216	0.216	ant
antagonism	0.224	0.618	0.524	antagoniżmu
antagonist	0.240	0.615	0.700	antagonist
antagonistic	0.296	0.604	0.565	antagonistiku
antagonize	0.143	0.663	0.629	antagonizza
ante	0.448	0.320	0.417	ante
antecedent	0.427	0.551	0.566	preċedent
antelope	0.542	0.510	0.500	antilopp
antenna	0.521	0.327	0.358	antenna
anterior	0.510	0.245	0.362	anterjuri
anthem	0.780	0.343	0.729	innu
anthill	0.327	0.578	0.377	nemel
anthology	0.338	0.406	0.537	antoloġija
anthrax	0.188	0.730	0.500	antraċi
anthropological	0.367	0.390	0.490	antropoloġiċi
anthropologist	0.551	0.385	0.725	antropologu
anthropology	0.490	0.367	0.582	antropoloġija
anti	0.365	0.412	0.384	kontra
antiaircraft	0.330	0.622	0.629	kontra l-ajruplani
antibiotic	0.510	0.373	0.658	antibijotiku
antibiotics	0.448	0.406	0.557	antibijotiċi
antichrist	0.082	0.837	0.544	antikrist
anticipate	0.622	0.469	0.667	jantiċipaw
anticipation	0.698	0.539	0.711	antiċipazzjoni
anticipatory	0.653	0.551	0.682	antiċipattiv
antics	0.448	0.740	0.236	antics
antidote	0.541	0.490	0.629	antidotu
antifungal	0.408	0.412	0.441	antifungali
antigravity	0.430	0.714	0.658	antigravità
antimony	0.378	0.398	0.490	antimonju
antipathy	0.198	0.549	0.393	antipatija
antiquarian	0.500	0.233	0.426	antikwarju
antiquated	0.420	0.392	0.236	antikwat
antique	0.634	0.290	0.518	antikità
antiques	0.540	0.370	0.595	antikitajiet
antiquity	0.385	0.333	0.556	antikità
antiseptic	0.438	0.370	0.623	antisettiku
antisocial	0.146	0.686	0.391	antisoċjali
antithesis	0.396	0.412	0.536	antiteżi
antithetical	0.271	0.509	0.358	antitetiku
antiviral	0.459	0.470	0.549	antivirali
antler	0.448	0.470	0.500	antler
antsy	0.449	0.558	0.417	antsy
anus	0.347	0.644	0.350	anus
anvil	0.380	0.510	0.604	inkwina
anxiety	0.146	0.865	0.342	ansjetà
anxietyattack	0.150	0.925	0.446	attakk ta' ansjetà
anxious	0.281	0.875	0.434	anzjuż
anxiousness	0.235	0.814	0.282	ansjetà
anytime	0.625	0.461	0.436	ghaċ
aorta	0.448	0.510	0.542	aorta
aortic	0.436	0.540	0.438	aortiku
apace	0.536	0.500	0.536	bil-pass
apache	0.687	0.469	0.500	apache
apartment	0.719	0.393	0.580	appartament
apartments	0.704	0.337	0.443	appartamenti
apathetic	0.188	0.292	0.333	apatiku
apathy	0.184	0.212	0.204	apatija
ape	0.548	0.389	0.336	xadini
aperture	0.612	0.450	0.667	apertura
apex	0.570	0.433	0.418	apiċi
aphid	0.388	0.473	0.407	afidi
aphrodisiac	0.750	0.846	0.667	afrodisjaku
apiece	0.439	0.259	0.383	biċċa
aplomb	0.500	0.509	0.582	aplomb
apocalypse	0.050	0.867	0.736	apokalissi
apocalyptic	0.173	0.880	0.750	apokalittiku
apologetic	0.479	0.461	0.571	apoloġija
apologist	0.406	0.429	0.526	apologist
apologize	0.551	0.378	0.389	skuża ruħu
apology	0.571	0.346	0.402	apoloġija
apostasy	0.388	0.520	0.517	apostasija
apostate	0.342	0.500	0.528	apostata
apostle	0.646	0.347	0.732	appostlu
apostolic	0.592	0.300	0.717	appostoliku
apostrophe	0.469	0.368	0.537	appostrofu
apothecary	0.561	0.328	0.529	spiżjar
appalled	0.194	0.792	0.562	imwerwer
appalling	0.160	0.827	0.415	tal-biża'
apparatus	0.375	0.353	0.377	apparat
apparel	0.698	0.435	0.453	ilbies
apparent	0.473	0.383	0.398	apparenti
apparently	0.531	0.410	0.426	apparentement
apparition	0.406	0.573	0.636	dehra
appeal	0.663	0.598	0.558	appell
appear	0.735	0.506	0.567	jidhru
appearance	0.669	0.490	0.534	dehra
appease	0.633	0.278	0.434	paċi
appellant	0.327	0.588	0.568	appellant
append	0.573	0.464	0.453	tehmeż
appendage	0.229	0.382	0.438	appendiċi
appendectomy	0.177	0.670	0.554	appendicektomija
appendicitis	0.031	0.640	0.347	appendiċite
appendix	0.365	0.387	0.425	Appendiċi
appetite	0.704	0.637	0.581	aptit
appetizer	0.755	0.560	0.406	appetizer
appetizing	0.806	0.657	0.688	appetizing
applaud	0.865	0.824	0.464	infaħħar
applause	0.953	0.857	0.621	ċapċip
apple	0.811	0.300	0.264	tuffieħ
apple juice	0.765	0.204	0.294	meraq tat-tuffieħ
applejack	0.604	0.431	0.473	applejack
applesauce	0.750	0.167	0.291	zalza tat-tuffieħ
appliance	0.582	0.453	0.538	apparat
appliances	0.594	0.394	0.567	appliances
applicability	0.677	0.490	0.741	applikabilità
applicable	0.469	0.430	0.667	applikabbli
applicant	0.612	0.558	0.688	applikant
application	0.646	0.445	0.726	applikazzjoni
apply	0.612	0.321	0.667	japplikaw
appoint	0.565	0.330	0.509	jaħtar
appointment	0.688	0.594	0.547	ħatra
appointments	0.745	0.677	0.625	ħatriet
apportion	0.677	0.490	0.638	tqassim
apportionment	0.552	0.481	0.453	tqassim
appraisal	0.417	0.667	0.682	valutazzjoni
appraise	0.677	0.490	0.696	tevalwa
appreciable	0.873	0.491	0.778	apprezzabbli
appreciate	0.885	0.422	0.741	japprezzaw
appreciated	0.910	0.434	0.779	apprezzat
appreciates	0.765	0.500	0.656	japprezza
appreciation	0.917	0.529	0.588	apprezzament
appreciative	0.857	0.380	0.654	ta' apprezzament
apprehend	0.521	0.624	0.696	jaqbad
apprehension	0.385	0.720	0.454	apprensjoni
apprehensive	0.406	0.592	0.431	jibżgħu
apprentice	0.615	0.413	0.452	apprendist
apprenticeship	0.812	0.482	0.643	apprendistat
approach	0.612	0.392	0.610	approċċ
approaching	0.740	0.557	0.491	toqrob
approbate	0.646	0.590	0.860	japprova
approbation	0.792	0.529	0.774	approvazzjoni
appropriate	0.833	0.368	0.759	xierqa
appropriation	0.510	0.632	0.717	approprjazzjoni
approval	0.854	0.460	0.889	approvazzjoni
approve	0.875	0.548	0.741	japprova
approved	0.833	0.349	0.698	approvati
approvement	0.880	0.625	0.780	approvazzjoni
approving	0.917	0.583	0.773	japprova
approximate	0.551	0.560	0.520	approssimattiv
approximately	0.622	0.396	0.538	bejn wieħed u ieħor
approximating	0.583	0.615	0.471	approssimattiv
approximation	0.582	0.402	0.593	approssimazzjoni
appurtenances	0.573	0.412	0.547	aċċessorji
apricot	0.708	0.320	0.278	berquq
apron	0.582	0.208	0.245	fardal
apt	0.582	0.418	0.382	apt
aptitude	0.750	0.471	0.746	kapaċità
aqua	0.656	0.292	0.359	akkwa
aquamarine	0.729	0.306	0.413	akkwamarina
aquarium	0.663	0.327	0.393	akkwarju
aquatic	0.677	0.510	0.463	akkwatiċi
aqueduct	0.551	0.411	0.534	akkwadott
aqueous	0.429	0.270	0.310	milwiema
arable	0.510	0.350	0.465	li jinħarat
arbiter	0.561	0.537	0.814	arbitru
arbitrary	0.281	0.702	0.686	arbitrarja
arbitrate	0.470	0.620	0.682	jarbitra
arbitration	0.587	0.602	0.670	arbitraġġ
arbitrator	0.385	0.448	0.795	arbitru
arbor	0.583	0.490	0.591	Arbor
arc	0.552	0.388	0.396	ark
arcade	0.676	0.521	0.502	arcade
arcane	0.500	0.490	0.637	arkani
arch	0.500	0.354	0.468	arch
archaeological	0.740	0.441	0.660	arkeoloġiku
archaeologist	0.552	0.451	0.706	arkeologu
archaeology	0.596	0.358	0.691	arkeoloġija
archaic	0.271	0.327	0.332	arkajka
archangel	0.837	0.500	0.708	arkanġlu
archbishop	0.622	0.280	0.776	arċisqof
archdiocese	0.400	0.321	0.704	arċidjoċesi
archduke	0.458	0.413	0.634	arċiduka
arched	0.582	0.403	0.398	arched
archer	0.573	0.622	0.661	archer
archery	0.594	0.604	0.589	qwas
archetype	0.448	0.520	0.569	arketip
archipelago	0.745	0.370	0.592	arċipelagu
architect	0.776	0.442	0.836	perit
architectural	0.729	0.390	0.670	arkitettoniku
architecture	0.820	0.390	0.694	arkitettura
archive	0.438	0.294	0.527	arkivju
arctic	0.615	0.352	0.546	artiku
ardent	0.694	0.873	0.722	ardent
ardor	0.500	0.780	0.538	ħeġġa
arduous	0.344	0.783	0.605	iebsa
area	0.490	0.306	0.464	żona
arena	0.510	0.235	0.404	arena
areola	0.417	0.396	0.381	areola
areyoukidding	0.429	0.633	0.400	int qed tiċċajta
areyoukiddingme	0.365	0.635	0.375	int qed tiċċajta
argent	0.594	0.418	0.472	argent
argh	0.260	0.538	0.328	argh
arghh	0.292	0.536	0.397	arghh
arghhhh	0.250	0.618	0.324	arghhhh
argue	0.093	0.798	0.525	argumenta
argument	0.510	0.464	0.698	argument
argumentation	0.479	0.549	0.760	argumentazzjoni
argumentative	0.450	0.531	0.679	argumentattiv
arguments	0.541	0.602	0.657	argumenti
arid	0.323	0.333	0.379	aridu
arise	0.750	0.582	0.725	jinqalgħu
aristocracy	0.688	0.549	0.842	aristokrazija
aristocrat	0.583	0.413	0.811	aristokratiku
aristocratic	0.449	0.519	0.676	aristokratiku
arithmetic	0.453	0.460	0.634	aritmetika
ark	0.396	0.427	0.543	arka
arm	0.552	0.285	0.469	driegħ
armada	0.408	0.740	0.868	armada
armament	0.198	0.764	0.810	armament
armaments	0.192	0.839	0.830	armamenti
armature	0.510	0.558	0.755	armatura
armchair	0.646	0.164	0.339	pultruna
armed	0.188	0.750	0.808	armati
armor	0.469	0.625	0.784	armatura
armored	0.469	0.509	0.861	korazzati
armory	0.448	0.663	0.800	armerija
armpit	0.283	0.439	0.250	kuxxa
arms	0.464	0.395	0.483	armi
army	0.417	0.759	0.902	armata
aroma	0.823	0.235	0.442	aroma
aromatherapy	0.847	0.220	0.473	aromaterapija
arousal	0.791	0.943	0.731	tqanqil
arouse	0.740	0.491	0.580	iqajjem
aroused	0.708	0.952	0.667	qajjem
arraignment	0.406	0.837	0.534	akkuża
arrange	0.740	0.490	0.571	jirranġa
arranged	0.698	0.531	0.728	irranġati
arrangement	0.625	0.382	0.683	arranġament
array	0.521	0.396	0.568	firxa
arrears	0.286	0.485	0.302	arretrati
arrest	0.146	0.951	0.500	arrest
arrhythmia	0.265	0.706	0.356	arritmija
arrival	0.678	0.510	0.474	wasla
arrive	0.837	0.406	0.585	jaslu
arrogance	0.143	0.750	0.620	arroganza
arrogant	0.115	0.755	0.580	arroganti
arrow	0.439	0.390	0.454	vleġġa
arsehole	0.276	0.598	0.433	ħofra
arseholes	0.188	0.545	0.351	toqob tal-hmar
arsenal	0.365	0.741	0.752	armament
arsenic	0.281	0.472	0.447	arseniku
arson	0.133	0.904	0.567	ħruq
arsonist	0.348	0.840	0.500	arsonist
art	0.812	0.360	0.603	art
arterial	0.396	0.510	0.583	arterjali
artery	0.396	0.580	0.537	arterja
artful	0.771	0.608	0.778	artful
arthritis	0.110	0.518	0.345	artrite
arthropod	0.344	0.464	0.434	artropodu
artichoke	0.583	0.218	0.287	qaqoċċ
article	0.594	0.280	0.481	artikolu
articles	0.552	0.324	0.565	artikoli
articulate	0.677	0.462	0.618	artikola
articulation	0.479	0.480	0.591	artikolazzjoni
artifact	0.510	0.500	0.566	artifatt
artifice	0.316	0.696	0.482	artifiċju
artificial	0.306	0.385	0.351	artifiċjali
artillery	0.350	0.912	0.794	artillerija
artisan	0.781	0.330	0.411	artiġjan
artist	0.802	0.442	0.732	artist
artiste	0.844	0.512	0.565	artist
artistic	0.802	0.646	0.632	artistiku
artistry	0.823	0.346	0.769	artistiku
artists	0.796	0.667	0.741	artisti
artwork	0.896	0.368	0.679	xogħol tal-arti
arty	0.490	0.422	0.388	arti
asap	0.571	0.500	0.552	asap
asbestos	0.357	0.481	0.464	asbestos
ascend	0.830	0.620	0.812	jitla’
ascendancy	0.724	0.625	0.700	axxendenza
ascendant	0.656	0.673	0.821	axxendent
ascending	0.826	0.644	0.777	axxendenti
ascension	0.765	0.720	0.714	tlugħ
ascent	0.755	0.627	0.833	tlugħ
ascertain	0.560	0.530	0.625	aċċerta
ascertained	0.531	0.529	0.616	aċċertat
ascetic	0.438	0.375	0.472	aċetiku
ash	0.260	0.210	0.207	irmied
ashamed	0.156	0.588	0.228	mistħija
ashes	0.327	0.279	0.142	irmied
ashtray	0.406	0.382	0.265	ashtray
asinine	0.429	0.472	0.433	asinine
ask	0.531	0.440	0.459	staqsi
asleeep	0.490	0.210	0.322	rieqed
asleep	0.604	0.100	0.270	rieqda
asp	0.438	0.489	0.375	asp
asparagus	0.469	0.317	0.264	asparagu
aspartame	0.469	0.480	0.322	aspartame
aspect	0.479	0.469	0.588	aspett
aspects	0.439	0.480	0.565	aspetti
aspen	0.479	0.280	0.395	aspen
asphalt	0.479	0.264	0.439	asfalt
asphyxia	0.198	0.704	0.311	asfissija
asphyxiation	0.059	0.745	0.412	asfissija
aspiration	0.704	0.724	0.675	aspirazzjoni
aspire	0.812	0.469	0.722	jaspira
aspirin	0.479	0.271	0.422	aspirina
aspiring	0.844	0.582	0.604	jaspiraw
ass	0.323	0.750	0.345	ħmar
assail	0.378	0.510	0.500	jattakkaw
assailant	0.184	0.868	0.602	aggressur
assassin	0.073	0.933	0.632	assassin
assassinate	0.051	0.969	0.722	joqtol
assassination	0.083	0.941	0.525	qtil
assault	0.167	0.848	0.550	attakk
assay	0.633	0.559	0.594	assaġġ
assemblage	0.429	0.452	0.600	assemblaġġ
assemble	0.542	0.570	0.750	jiġbor
assembled	0.663	0.450	0.644	immuntati
assembly	0.698	0.500	0.640	assemblaġġ
assemblyman	0.430	0.538	0.760	assemblyman
assent	0.615	0.515	0.719	kunsens
assert	0.750	0.619	0.809	jasserixxu
asserting	0.694	0.531	0.736	jasserixxu
assertion	0.740	0.442	0.750	affermazzjoni
assertive	0.719	0.412	0.770	assertiv
assess	0.698	0.500	0.623	tivvaluta
assessment	0.750	0.623	0.658	valutazzjoni
assessor	0.551	0.538	0.764	assessur
asset	0.797	0.765	0.788	assi
assets	0.667	0.613	0.765	assi
asshole	0.133	0.582	0.263	ħmar
assign	0.622	0.417	0.709	jassenja
assignee	0.510	0.462	0.510	assenjat
assignment	0.483	0.398	0.745	assenjazzjoni
assimilate	0.559	0.391	0.683	jassimila
assimilation	0.429	0.378	0.463	assimilazzjoni
assist	0.833	0.435	0.629	jassistu
assistance	0.656	0.519	0.633	għajnuna
assistant	0.625	0.390	0.536	Assistent
associate	0.812	0.409	0.625	jassoċja
association	0.745	0.500	0.817	assoċjazzjoni
assorted	0.602	0.460	0.472	assortiti
assortment	0.694	0.360	0.526	assortiment
assuage	0.745	0.255	0.500	itaffu
assume	0.698	0.401	0.464	jassumu
assumed	0.612	0.247	0.454	preżunt
assuming	0.740	0.390	0.526	jassumi
assumption	0.479	0.431	0.417	suppożizzjoni
assurance	0.675	0.442	0.704	assigurazzjoni
assure	0.910	0.460	0.839	tassigura
assured	0.878	0.327	0.754	assigurat
assuredly	0.786	0.396	0.833	żgur
asterisk	0.541	0.288	0.273	asterisk
asteroid	0.430	0.721	0.623	asteroid
asteroids	0.361	0.694	0.712	asteroids
asthma	0.198	0.549	0.227	ażma
asthmatic	0.229	0.706	0.294	ażmatiċi
astigmatism	0.214	0.490	0.429	astigmatiżmu
astonish	0.786	0.845	0.658	tiskanta
astonished	0.510	0.775	0.574	mistagħġeb
astonishing	0.844	0.802	0.821	tal-għaġeb
astonishingly	0.827	0.898	0.773	tal-għaġeb
astonishment	0.680	0.718	0.519	stagħġib
astound	0.729	0.675	0.474	istagħġeb
astral	0.604	0.417	0.567	astrali
astray	0.098	0.676	0.308	mitluq
astringent	0.316	0.500	0.474	astringenti
astrologer	0.594	0.519	0.673	astrologu
astrology	0.635	0.340	0.500	astroloġija
astronaut	0.792	0.601	0.761	astronawta
astronomer	0.750	0.509	0.735	astronomu
astronomical	0.600	0.632	0.726	astronomiċi
astronomy	0.613	0.474	0.722	astronomija
astute	0.776	0.658	0.827	astut
asunder	0.208	0.442	0.259	mifruxa
asylum	0.407	0.330	0.445	ażil
asymmetric	0.580	0.343	0.465	asimmetriku
asymmetry	0.476	0.373	0.527	asimetrija
asymptotic	0.479	0.451	0.472	asintotiku
atelier	0.490	0.330	0.705	atelier
atheism	0.276	0.460	0.481	ateiżmu
atheistic	0.373	0.481	0.466	ateu
atherosclerosis	0.250	0.480	0.343	aterosklerożi
athlete	0.781	0.718	0.686	atleta
athletic	0.857	0.798	0.708	atletiku
athleticism	0.750	0.863	0.778	atletizmu
athletics	0.831	0.691	0.740	atletika
atlas	0.531	0.306	0.554	atlas
atmosphere	0.604	0.300	0.560	atmosfera
atmospheric	0.531	0.420	0.594	atmosferiċi
atoll	0.480	0.408	0.472	atoll
atom	0.510	0.500	0.433	atomu
atomic	0.327	0.817	0.713	atomiku
atone	0.418	0.673	0.411	tpatti
atonement	0.550	0.602	0.683	tpattija
atpeace	0.724	0.298	0.519	fil-paċi
atrium	0.469	0.365	0.473	atriju
atrocious	0.073	0.811	0.445	atroċi
atrocity	0.115	0.844	0.593	atroċità
atrophy	0.177	0.540	0.208	atrofija
attach	0.520	0.363	0.559	ehmeż
attached	0.562	0.350	0.439	mehmuża
attachment	0.570	0.343	0.500	sekwestru
attack	0.286	0.948	0.670	attakk
attacker	0.185	0.962	0.629	attakkant
attacking	0.276	0.837	0.642	jattakkaw
attain	0.806	0.510	0.719	jintlaħaq
attainable	0.760	0.500	0.759	jintlaħaq
attainment	0.830	0.520	0.940	kisba
attempt	0.625	0.491	0.431	tentattiv
attempted	0.594	0.580	0.567	attentat
attend	0.650	0.420	0.625	jattendu
attendance	0.812	0.500	0.592	attendenza
attendant	0.580	0.365	0.519	attendant
attention	0.740	0.599	0.774	attenzjoni
attentionseeker	0.367	0.745	0.457	ifittex l-attenzjoni
attentionseekers	0.531	0.673	0.500	dawk li jfittxu l-attenzjoni
attentive	0.812	0.520	0.724	attent
attenuate	0.408	0.302	0.429	attenwaw
attenuated	0.449	0.280	0.298	attenwat
attenuation	0.458	0.363	0.464	attenwazzjoni
attest	0.439	0.710	0.685	jattesta
attestation	0.234	0.635	0.500	attestazzjoni
attic	0.521	0.259	0.377	attic
attire	0.742	0.388	0.483	ilbies
attitude	0.760	0.644	0.861	attitudni
attorney	0.600	0.594	0.754	avukat
attract	0.796	0.663	0.769	jattiraw
attraction	0.906	0.774	0.712	attrazzjoni
attractive	0.906	0.630	0.769	attraenti
attractiveness	0.938	0.667	0.755	attrazzjoni
attributable	0.704	0.430	0.527	attribwibbli
attribute	0.781	0.439	0.795	attribut
attribution	0.646	0.467	0.658	attribuzzjoni
attrition	0.229	0.540	0.259	attrizzjoni
auburn	0.510	0.240	0.411	auburn
auction	0.594	0.702	0.519	irkant
auctioneer	0.542	0.732	0.716	irkantatur
audacious	0.740	0.875	0.825	awdaċi
audacity	0.760	0.755	0.916	il-kuraġġ
audible	0.673	0.370	0.462	jinstema'
audience	0.698	0.610	0.613	udjenza
audio	0.709	0.425	0.370	awdjo
audit	0.375	0.562	0.735	verifika
audition	0.750	0.685	0.615	audition
auditions	0.740	0.765	0.596	auditions
auditor	0.582	0.571	0.726	awditur
auditorium	0.529	0.490	0.538	awditorju
auditory	0.531	0.481	0.570	smigħ
aught	0.418	0.135	0.217	xejn
augment	0.650	0.683	0.645	iżid
augmentation	0.714	0.613	0.850	awmentazzjoni
august	0.652	0.292	0.462	Awwissu
aunt	0.667	0.291	0.420	zija
auntie	0.643	0.275	0.447	zija
aura	0.760	0.333	0.500	aura
aurora	0.817	0.306	0.537	aurora
auspices	0.542	0.500	0.634	awspiċji
auspicious	0.562	0.635	0.669	awspiċju
austere	0.500	0.390	0.422	awstera
austerity	0.438	0.406	0.534	awsterità
authentic	0.885	0.510	0.782	awtentiku
authenticate	0.833	0.480	0.789	awtentika
authentication	0.724	0.491	0.750	awtentikazzjoni
authenticity	0.670	0.548	0.845	l-awtentiċità
author	0.775	0.343	0.749	awtur
authoritative	0.636	0.520	0.890	awtorevoli
authority	0.592	0.592	0.934	awtorità
authorization	0.521	0.567	0.817	awtorizzazzjoni
authorize	0.772	0.596	0.821	jawtorizza
authorized	0.760	0.458	0.815	awtorizzati
authorship	0.667	0.635	0.773	awtur
autism	0.235	0.500	0.447	awtiżmu
autistic	0.367	0.337	0.404	awtistika
auto	0.571	0.569	0.500	auto
autobiographical	0.909	0.462	0.582	awtobijografika
autobiography	0.735	0.284	0.629	awtobijografija
autocorrect	0.551	0.439	0.616	awtorett
autocratic	0.542	0.577	0.727	awtokratika
autograph	0.735	0.565	0.473	awtografu
autographed	0.781	0.620	0.625	awtografati
automated	0.578	0.402	0.632	awtomatizzat
automatic	0.562	0.433	0.664	awtomatiku
automobile	0.753	0.625	0.534	karozzi
automotive	0.656	0.520	0.577	tal-karozzi
autonomy	0.781	0.349	0.891	awtonomija
autopilot	0.594	0.462	0.632	awtopilota
autopsy	0.252	0.650	0.538	awtopsja
autumn	0.765	0.204	0.450	ħarifa
auxiliary	0.622	0.471	0.509	awżiljarju
avail	0.800	0.430	0.603	japprofitta
availability	0.796	0.544	0.600	disponibbiltà
available	0.844	0.356	0.623	disponibbli
avalanche	0.265	0.915	0.683	valanga
avarice	0.198	0.726	0.352	avarizzja
avatar	0.633	0.410	0.567	avatar
avenge	0.073	0.867	0.559	tpattija
avenger	0.337	0.865	0.670	avenger
avenging	0.143	0.880	0.717	tpattija
avenue	0.677	0.360	0.377	avenue
aver	0.492	0.450	0.393	aver
