English Word	Valence	Arousal	Dominance	Igbo Word
amusing	0.960	0.829	0.632	na-atọ ọchị
ana	0.541	0.300	0.314	ana
anaconda	0.146	0.830	0.540	anaconda
anaesthesia	0.350	0.217	0.473	mgbakasị ahụ
anaesthetic	0.449	0.268	0.509	anestetiiki
anagram	0.552	0.327	0.449	anagram
anal	0.333	0.798	0.334	gbasara ike
analgesic	0.417	0.321	0.441	analgesic
analogous	0.531	0.270	0.500	yiri
analogue	0.570	0.320	0.446	analog
analogy	0.510	0.367	0.509	ntụnyere
analysis	0.729	0.448	0.705	nyocha
analyst	0.604	0.415	0.755	nyocha
analytic	0.665	0.521	0.634	nyocha
analytical	0.625	0.324	0.800	nyocha
analyze	0.667	0.462	0.710	nyochaa
analyzer	0.625	0.556	0.854	nyocha
anaphylactic	0.378	0.588	0.500	anaphylactic
anarchism	0.125	0.804	0.623	Anarchism
anarchist	0.204	0.700	0.759	onye anarchist
anarchy	0.146	0.755	0.620	ọgba aghara
anastomosis	0.375	0.470	0.490	anastomosis
anathema	0.286	0.490	0.519	anathema
anatomic	0.562	0.442	0.546	anatomiki
anatomy	0.562	0.390	0.571	anatomi
ancestor	0.592	0.388	0.594	nna nna
ancestral	0.640	0.481	0.750	nna nna
ancestry	0.708	0.519	0.717	nna nna
anchor	0.520	0.284	0.564	arịlịka
anchorage	0.500	0.325	0.639	arịlịka
ancient	0.420	0.217	0.439	oge ochie
ancillary	0.449	0.442	0.278	enyemaka
androgen	0.255	0.523	0.527	androgen
android	0.663	0.436	0.500	android
anecdote	0.583	0.529	0.500	akụkọ
anemia	0.188	0.327	0.310	anaemia
anemic	0.167	0.279	0.155	anamic
anemone	0.552	0.538	0.327	anemone
anesthesia	0.365	0.216	0.394	mgbakasị ahụ
anesthesiologist	0.419	0.224	0.526	anesthesiologist
anesthetic	0.350	0.264	0.482	anestetiiki
aneurysm	0.115	0.690	0.536	aneurysm
anew	0.771	0.358	0.385	ọzọ
angel	0.906	0.158	0.704	mmụọ ozi
angelic	0.927	0.298	0.668	mmụọ ozi
anger	0.167	0.865	0.657	iwe
angered	0.010	0.860	0.547	were iwe
angermanagement	0.260	0.632	0.482	njikwa iwe
angina	0.230	0.630	0.464	angina
angiogram	0.347	0.520	0.465	angiogram
angiography	0.378	0.536	0.520	angiography
angle	0.541	0.330	0.455	akụkụ
angling	0.625	0.408	0.500	angling
angora	0.529	0.425	0.405	angora
angriest	0.094	0.892	0.430	iwe iwe
angry	0.122	0.830	0.604	iwe
angrytweet	0.265	0.644	0.471	iwe tweet
angst	0.167	0.888	0.333	iwe
anguish	0.153	0.792	0.265	nhụjuanya
anguished	0.135	0.720	0.307	nhụsianya
angular	0.449	0.281	0.444	angular
anhydrous	0.456	0.365	0.355	anahydrous
animal	0.521	0.510	0.513	anụmanụ
animate	0.827	0.755	0.635	animate
animated	0.823	0.676	0.538	animated
animation	0.888	0.750	0.549	animation
animosity	0.510	0.724	0.545	iro
animus	0.698	0.676	0.466	animus
ankle	0.500	0.274	0.234	nkwonkwo ụkwụ
anklet	0.410	0.276	0.302	nkwonkwo ụkwụ
annals	0.427	0.610	0.424	akwụkwọ akụkọ
annex	0.594	0.350	0.458	mgbakwunye
annexation	0.342	0.500	0.555	mgbakwunye
annexe	0.584	0.350	0.392	mgbakwunye
annihilate	0.115	0.918	0.681	kpochapu
annihilated	0.080	0.760	0.324	kpochapuru
annihilation	0.041	0.800	0.591	ikpochapu
anniversary	0.880	0.770	0.723	ncheta
annotate	0.592	0.469	0.441	nkọwa
annotation	0.604	0.470	0.619	nkọwa
announce	0.694	0.618	0.611	kwuputa
announcement	0.729	0.491	0.482	ọkwa
announcer	0.602	0.570	0.732	onye mgbasa ozi
annoy	0.094	0.765	0.286	iwe
annoyance	0.167	0.718	0.342	iwe
annoyed	0.104	0.783	0.345	were iwe
annoyin	0.260	0.573	0.352	manụ
annoying	0.082	0.853	0.348	na-akpasu iwe
annoys	0.146	0.778	0.435	na-akpasu iwe
annual	0.552	0.236	0.500	kwa afọ
annuity	0.521	0.304	0.527	afọ
annul	0.250	0.448	0.364	kpochapu
annular	0.310	0.385	0.412	afọ
annulment	0.153	0.375	0.447	mkpochapu
annulus	0.458	0.380	0.376	annulus
anointed	0.500	0.368	0.579	e tere mmanụ
anointing	0.653	0.350	0.547	mmanụ
anomalous	0.281	0.480	0.423	anomalous
anomaly	0.188	0.538	0.404	anomaly
anon	0.479	0.354	0.298	nke
anonymity	0.469	0.255	0.430	amaghị aha
anonymous	0.396	0.291	0.431	amaghị aha
anorexic	0.160	0.618	0.245	anorexic
answer	0.537	0.373	0.661	zaa
answerable	0.708	0.481	0.750	azịza
answering	0.684	0.500	0.607	na-aza
ant	0.448	0.216	0.216	ndanda
antagonism	0.224	0.618	0.524	mmegide
antagonist	0.240	0.615	0.700	onye mmegide
antagonistic	0.296	0.604	0.565	mmegide
antagonize	0.143	0.663	0.629	imegide
ante	0.448	0.320	0.417	ante
antecedent	0.427	0.551	0.566	mbụ
antelope	0.542	0.510	0.500	antelope
antenna	0.521	0.327	0.358	antenna
anterior	0.510	0.245	0.362	ihu
anthem	0.780	0.343	0.729	ukwe
anthill	0.327	0.578	0.377	anthill
anthology	0.338	0.406	0.537	anthology
anthrax	0.188	0.730	0.500	anthrax
anthropological	0.367	0.390	0.490	anthropological
anthropologist	0.551	0.385	0.725	ọkà mmụta gbasara mmadụ
anthropology	0.490	0.367	0.582	nkà mmụta ihe ọmụmụ
anti	0.365	0.412	0.384	mgbochi
antiaircraft	0.330	0.622	0.629	ugbo elu
antibiotic	0.510	0.373	0.658	ọgwụ nje
antibiotics	0.448	0.406	0.557	ọgwụ nje
antichrist	0.082	0.837	0.544	onye na-emegide Kraịst
anticipate	0.622	0.469	0.667	ịtụ anya
anticipation	0.698	0.539	0.711	atụmanya
anticipatory	0.653	0.551	0.682	na-atụ anya
antics	0.448	0.740	0.236	antics
antidote	0.541	0.490	0.629	ọgwụ mgbochi
antifungal	0.408	0.412	0.441	antifungal
antigravity	0.430	0.714	0.658	antigravity
antimony	0.378	0.398	0.490	antimony
antipathy	0.198	0.549	0.393	mgbochi ọrịa
antiquarian	0.500	0.233	0.426	antiquarian
antiquated	0.420	0.392	0.236	ochie
antique	0.634	0.290	0.518	ochie
antiques	0.540	0.370	0.595	ihe ochie
antiquity	0.385	0.333	0.556	oge ochie
antiseptic	0.438	0.370	0.623	antiseptik
antisocial	0.146	0.686	0.391	imegide ọha
antithesis	0.396	0.412	0.536	mgbochi
antithetical	0.271	0.509	0.358	mgbochi
antiviral	0.459	0.470	0.549	antiviral
antler	0.448	0.470	0.500	antler
antsy	0.449	0.558	0.417	ntụsara ahụ
anus	0.347	0.644	0.350	ike
anvil	0.380	0.510	0.604	anvil
anxiety	0.146	0.865	0.342	nchegbu
anxietyattack	0.150	0.925	0.446	mwakpo nchegbu
anxious	0.281	0.875	0.434	na-echegbu onwe ya
anxiousness	0.235	0.814	0.282	nchegbu
anytime	0.625	0.461	0.436	oge ọ bụla
aorta	0.448	0.510	0.542	aorta
aortic	0.436	0.540	0.438	aortic
apace	0.536	0.500	0.536	ngwa ngwa
apache	0.687	0.469	0.500	apache
apartment	0.719	0.393	0.580	ulo
apartments	0.704	0.337	0.443	ụlọ
apathetic	0.188	0.292	0.333	enweghị mmasị
apathy	0.184	0.212	0.204	enweghị mmasị
ape	0.548	0.389	0.336	enwe
aperture	0.612	0.450	0.667	oghere
apex	0.570	0.433	0.418	onu ogugu
aphid	0.388	0.473	0.407	aphid
aphrodisiac	0.750	0.846	0.667	aphrodisiac
apiece	0.439	0.259	0.383	otu
aplomb	0.500	0.509	0.582	ike
apocalypse	0.050	0.867	0.736	apocalypse
apocalyptic	0.173	0.880	0.750	apocalyptic
apologetic	0.479	0.461	0.571	ịrịọ mgbaghara
apologist	0.406	0.429	0.526	onye ngbaghara
apologize	0.551	0.378	0.389	mgbaghara
apology	0.571	0.346	0.402	mgbaghara
apostasy	0.388	0.520	0.517	ndapụ n'ezi ofufe
apostate	0.342	0.500	0.528	si n'ezi ofufe dapụ
apostle	0.646	0.347	0.732	onyeozi
apostolic	0.592	0.300	0.717	ozi
apostrophe	0.469	0.368	0.537	apostrophe
apothecary	0.561	0.328	0.529	onye nkwuputa
appalled	0.194	0.792	0.562	tụrụ ụjọ
appalling	0.160	0.827	0.415	dị egwu
apparatus	0.375	0.353	0.377	ngwa
apparel	0.698	0.435	0.453	uwe
apparent	0.473	0.383	0.398	pụtara ìhè
apparently	0.531	0.410	0.426	o doro anya
apparition	0.406	0.573	0.636	ọdịdị
appeal	0.663	0.598	0.558	mkpesa
appear	0.735	0.506	0.567	gosi
appearance	0.669	0.490	0.534	ọdịdị
appease	0.633	0.278	0.434	gbaghara
appellant	0.327	0.588	0.568	onye nkwuputa
append	0.573	0.464	0.453	tinye
appendage	0.229	0.382	0.438	ngwa ngwa
appendectomy	0.177	0.670	0.554	appendectomy
appendicitis	0.031	0.640	0.347	appendicitis
appendix	0.365	0.387	0.425	ihe odide ntụkwasị
appetite	0.704	0.637	0.581	agụụ
appetizer	0.755	0.560	0.406	appetizer
appetizing	0.806	0.657	0.688	na-eri nri
applaud	0.865	0.824	0.464	ito
applause	0.953	0.857	0.621	ịkụ aka
apple	0.811	0.300	0.264	apụl
apple juice	0.765	0.204	0.294	ihe ọṅụṅụ apụl
applejack	0.604	0.431	0.473	applejack
applesauce	0.750	0.167	0.291	ihe ọṅụṅụ apụl
appliance	0.582	0.453	0.538	ngwa
appliances	0.594	0.394	0.567	ngwa
applicability	0.677	0.490	0.741	itinye n'ọrụ
applicable	0.469	0.430	0.667	ọdabara
applicant	0.612	0.558	0.688	onye ochoputa
application	0.646	0.445	0.726	ngwa
apply	0.612	0.321	0.667	tinye
appoint	0.565	0.330	0.509	họpụta
appointment	0.688	0.594	0.547	nhọpụta
appointments	0.745	0.677	0.625	nhọpụta
apportion	0.677	0.490	0.638	oke
apportionment	0.552	0.481	0.453	òkè
appraisal	0.417	0.667	0.682	nyocha
appraise	0.677	0.490	0.696	itule
appreciable	0.873	0.491	0.778	ekele
appreciate	0.885	0.422	0.741	ekele
appreciated	0.910	0.434	0.779	ekele
appreciates	0.765	0.500	0.656	ekele
appreciation	0.917	0.529	0.588	ekele
appreciative	0.857	0.380	0.654	ekele
apprehend	0.521	0.624	0.696	jide
apprehension	0.385	0.720	0.454	ụjọ
apprehensive	0.406	0.592	0.431	na-atụ ụjọ
apprentice	0.615	0.413	0.452	onye nkuzi
apprenticeship	0.812	0.482	0.643	nkuzi
approach	0.612	0.392	0.610	nso
approaching	0.740	0.557	0.491	na-eru nso
approbate	0.646	0.590	0.860	dabara
approbation	0.792	0.529	0.774	nkwado
appropriate	0.833	0.368	0.759	dabara adaba
appropriation	0.510	0.632	0.717	nkwado
approval	0.854	0.460	0.889	nkwado
approve	0.875	0.548	0.741	kwadoro
approved	0.833	0.349	0.698	kwadoro
approvement	0.880	0.625	0.780	nkwenye
approving	0.917	0.583	0.773	na-akwado
approximate	0.551	0.560	0.520	odika
approximately	0.622	0.396	0.538	ihe dị ka
approximating	0.583	0.615	0.471	nsoro
approximation	0.582	0.402	0.593	nsoro
appurtenances	0.573	0.412	0.547	appurtenances
apricot	0.708	0.320	0.278	aprịkọt
apron	0.582	0.208	0.245	apron
apt	0.582	0.418	0.382	dabara
aptitude	0.750	0.471	0.746	ikike
aqua	0.656	0.292	0.359	mmiri
aquamarine	0.729	0.306	0.413	aquamarine
aquarium	0.663	0.327	0.393	akwarium
aquatic	0.677	0.510	0.463	mmiri
aqueduct	0.551	0.411	0.534	aqueduct
aqueous	0.429	0.270	0.310	mmiri mmiri
arable	0.510	0.350	0.465	arabi
arbiter	0.561	0.537	0.814	onye ikpe
arbitrary	0.281	0.702	0.686	aka ike
arbitrate	0.470	0.620	0.682	ikpe ikpe
arbitration	0.587	0.602	0.670	ikpe ikpe
arbitrator	0.385	0.448	0.795	onye ikpe ikpe
arbor	0.583	0.490	0.591	ogbugbo
arc	0.552	0.388	0.396	arc
arcade	0.676	0.521	0.502	arcade
arcane	0.500	0.490	0.637	arcane
arch	0.500	0.354	0.468	njiko
archaeological	0.740	0.441	0.660	nkà mmụta ihe ochie
archaeologist	0.552	0.451	0.706	ọkà mmụta ihe ochie
archaeology	0.596	0.358	0.691	nkà mmụta ihe ochie
archaic	0.271	0.327	0.332	ochie
archangel	0.837	0.500	0.708	onyeisi ndị mmụọ ozi
archbishop	0.622	0.280	0.776	archbishop
archdiocese	0.400	0.321	0.704	archdiocese
archduke	0.458	0.413	0.634	archduke
arched	0.582	0.403	0.398	arched
archer	0.573	0.622	0.661	onye na-agba ụta
archery	0.594	0.604	0.589	ịgba ụta
archetype	0.448	0.520	0.569	archetype
archipelago	0.745	0.370	0.592	achipelago
architect	0.776	0.442	0.836	onye na-ese ụkpụrụ ụlọ
architectural	0.729	0.390	0.670	ụkpụrụ ụlọ
architecture	0.820	0.390	0.694	ije
archive	0.438	0.294	0.527	ebe nchekwa
arctic	0.615	0.352	0.546	Arctic
ardent	0.694	0.873	0.722	obi ike
ardor	0.500	0.780	0.538	njiko
arduous	0.344	0.783	0.605	ike ike
area	0.490	0.306	0.464	mpaghara
arena	0.510	0.235	0.404	ogige
areola	0.417	0.396	0.381	areola
areyoukidding	0.429	0.633	0.400	ị na-egwu egwu
areyoukiddingme	0.365	0.635	0.375	ị na-egwusa m egwu
argent	0.594	0.418	0.472	argent
argh	0.260	0.538	0.328	aghugh
arghh	0.292	0.536	0.397	aghugh
arghhhh	0.250	0.618	0.324	aghugh
argue	0.093	0.798	0.525	na-arụ ụka
argument	0.510	0.464	0.698	arụmụka
argumentation	0.479	0.549	0.760	arụmụka
argumentative	0.450	0.531	0.679	arụmụka
arguments	0.541	0.602	0.657	arụmụka
arid	0.323	0.333	0.379	kpọrọ nkụ
arise	0.750	0.582	0.725	bilie
aristocracy	0.688	0.549	0.842	aristocracy
aristocrat	0.583	0.413	0.811	aristocrat
aristocratic	0.449	0.519	0.676	aristocratic
arithmetic	0.453	0.460	0.634	mgbakọ na mwepụ
ark	0.396	0.427	0.543	igbe
arm	0.552	0.285	0.469	ogwe aka
armada	0.408	0.740	0.868	armada
armament	0.198	0.764	0.810	ngwa agha
armaments	0.192	0.839	0.830	ngwa agha
armature	0.510	0.558	0.755	ngwa agha
armchair	0.646	0.164	0.339	oche agha
armed	0.188	0.750	0.808	ngwa agha
armor	0.469	0.625	0.784	ihe agha
armored	0.469	0.509	0.861	ejikere
armory	0.448	0.663	0.800	ngwa agha
armpit	0.283	0.439	0.250	ogwe aka
arms	0.464	0.395	0.483	ogwe aka
army	0.417	0.759	0.902	ndị agha
aroma	0.823	0.235	0.442	isi ísì
aromatherapy	0.847	0.220	0.473	aromatherapy
arousal	0.791	0.943	0.731	mkpali
arouse	0.740	0.491	0.580	kpalie
aroused	0.708	0.952	0.667	kpaliri
arraignment	0.406	0.837	0.534	ikpe
arrange	0.740	0.490	0.571	hazie
arranged	0.698	0.531	0.728	hazie
arrangement	0.625	0.382	0.683	ndokwa
array	0.521	0.396	0.568	n'usoro
arrears	0.286	0.485	0.302	ụgwọ
arrest	0.146	0.951	0.500	njide
arrhythmia	0.265	0.706	0.356	arrhythmia
arrival	0.678	0.510	0.474	mbata
arrive	0.837	0.406	0.585	bịarutere
arrogance	0.143	0.750	0.620	mpako
arrogant	0.115	0.755	0.580	dị mpako
arrow	0.439	0.390	0.454	akụ
arsehole	0.276	0.598	0.433	ulo agha
arseholes	0.188	0.545	0.351	olulu mmiri
arsenal	0.365	0.741	0.752	ngwa agha
arsenic	0.281	0.472	0.447	arsenic
arson	0.133	0.904	0.567	igba oku
arsonist	0.348	0.840	0.500	onye na-agba ọkụ
art	0.812	0.360	0.603	nka
arterial	0.396	0.510	0.583	akwara akwara
artery	0.396	0.580	0.537	akwara
artful	0.771	0.608	0.778	nka
arthritis	0.110	0.518	0.345	ogbu na nkwonkwo
arthropod	0.344	0.464	0.434	arthropod
artichoke	0.583	0.218	0.287	atịchok
article	0.594	0.280	0.481	edemede
articles	0.552	0.324	0.565	akụkọ
articulate	0.677	0.462	0.618	ikwu okwu
articulation	0.479	0.480	0.591	ikwu okwu
artifact	0.510	0.500	0.566	artifact
artifice	0.316	0.696	0.482	nka
artificial	0.306	0.385	0.351	wuruwuru
artillery	0.350	0.912	0.794	ngwa agha
artisan	0.781	0.330	0.411	onye omenkà
artist	0.802	0.442	0.732	nka
artiste	0.844	0.512	0.565	nka
artistic	0.802	0.646	0.632	nka
artistry	0.823	0.346	0.769	nka
artists	0.796	0.667	0.741	ndị na-ese ihe
artwork	0.896	0.368	0.679	ihe osise
arty	0.490	0.422	0.388	nka
asap	0.571	0.500	0.552	ngwa ngwa
asbestos	0.357	0.481	0.464	asbestos
ascend	0.830	0.620	0.812	rigoro
ascendancy	0.724	0.625	0.700	elu ugwu
ascendant	0.656	0.673	0.821	rigoro
ascending	0.826	0.644	0.777	na-arịgo
ascension	0.765	0.720	0.714	nrịgo
ascent	0.755	0.627	0.833	nrịgo
ascertain	0.560	0.530	0.625	chọpụta
ascertained	0.531	0.529	0.616	kwenyesiri ike
ascetic	0.438	0.375	0.472	ascetic
ash	0.260	0.210	0.207	ntu
ashamed	0.156	0.588	0.228	ihere
ashes	0.327	0.279	0.142	ntụ
ashtray	0.406	0.382	0.265	ntụ ntụ
asinine	0.429	0.472	0.433	asinine
ask	0.531	0.440	0.459	juo
asleeep	0.490	0.210	0.322	ura
asleep	0.604	0.100	0.270	ura
asp	0.438	0.489	0.375	asp
asparagus	0.469	0.317	0.264	asparagus
aspartame	0.469	0.480	0.322	aspartame
aspect	0.479	0.469	0.588	akụkụ
aspects	0.439	0.480	0.565	akụkụ
aspen	0.479	0.280	0.395	aspen
asphalt	0.479	0.264	0.439	asphalt
asphyxia	0.198	0.704	0.311	asphyxia
asphyxiation	0.059	0.745	0.412	asphyxiation
aspiration	0.704	0.724	0.675	ọchịchọ
aspire	0.812	0.469	0.722	chọsie ike
aspirin	0.479	0.271	0.422	aspirin
aspiring	0.844	0.582	0.604	na-achọsi ike
ass	0.323	0.750	0.345	ịnyịnya ibu
assail	0.378	0.510	0.500	mwakpo
assailant	0.184	0.868	0.602	onye na-awakpo
assassin	0.073	0.933	0.632	ogbugbu
assassinate	0.051	0.969	0.722	gbuo
assassination	0.083	0.941	0.525	ogbugbu
assault	0.167	0.848	0.550	mbuso agha
assay	0.633	0.559	0.594	nyocha
assemblage	0.429	0.452	0.600	mgbakọ
assemble	0.542	0.570	0.750	gbakọta
assembled	0.663	0.450	0.644	gbakọtara
assembly	0.698	0.500	0.640	mgbakọ
assemblyman	0.430	0.538	0.760	onye nzuko
assent	0.615	0.515	0.719	nkwenye
assert	0.750	0.619	0.809	kwuputa
asserting	0.694	0.531	0.736	na-ekwusi ike
assertion	0.740	0.442	0.750	nkwuputa
assertive	0.719	0.412	0.770	kwenyesiri ike
assess	0.698	0.500	0.623	nyochaa
assessment	0.750	0.623	0.658	ntule
assessor	0.551	0.538	0.764	onye nleba anya
asset	0.797	0.765	0.788	ihe onwunwe
assets	0.667	0.613	0.765	akụ
asshole	0.133	0.582	0.263	Ike
assign	0.622	0.417	0.709	ekenye
assignee	0.510	0.462	0.510	onye ọrụ
assignment	0.483	0.398	0.745	ọrụ
assimilate	0.559	0.391	0.683	ime ka ọ dị ọcha
assimilation	0.429	0.378	0.463	assimilation
assist	0.833	0.435	0.629	nyere aka
assistance	0.656	0.519	0.633	enyemaka
assistant	0.625	0.390	0.536	onye inyeaka
associate	0.812	0.409	0.625	onye mmekọ
association	0.745	0.500	0.817	mkpakọrịta
assorted	0.602	0.460	0.472	iche iche
assortment	0.694	0.360	0.526	agwaogwa
assuage	0.745	0.255	0.500	obi ike
assume	0.698	0.401	0.464	chere
assumed	0.612	0.247	0.454	chere
assuming	0.740	0.390	0.526	na-eche
assumption	0.479	0.431	0.417	echiche
assurance	0.675	0.442	0.704	mmesi obi ike
assure	0.910	0.460	0.839	mesie ike
assured	0.878	0.327	0.754	kwenyesiri ike
assuredly	0.786	0.396	0.833	n'ezie
asterisk	0.541	0.288	0.273	akara mmuke
asteroid	0.430	0.721	0.623	asteroid
asteroids	0.361	0.694	0.712	asteroids
asthma	0.198	0.549	0.227	asthma
asthmatic	0.229	0.706	0.294	asthmatic
astigmatism	0.214	0.490	0.429	astigmatism
astonish	0.786	0.845	0.658	ijuanya
astonished	0.510	0.775	0.574	tụrụ n'anya
astonishing	0.844	0.802	0.821	dị ịtụnanya
astonishingly	0.827	0.898	0.773	na-atụ n'anya
astonishment	0.680	0.718	0.519	ihe ijuanya
astound	0.729	0.675	0.474	ịtụ n'anya
astral	0.604	0.417	0.567	astral
astray	0.098	0.676	0.308	kpafuo
astringent	0.316	0.500	0.474	astringent
astrologer	0.594	0.519	0.673	onye na-agụ kpakpando
astrology	0.635	0.340	0.500	ịgụ kpakpando
astronaut	0.792	0.601	0.761	onye na-enyocha mbara igwe
astronomer	0.750	0.509	0.735	onye na-enyocha mbara igwe
astronomical	0.600	0.632	0.726	mbara igwe
astronomy	0.613	0.474	0.722	mbara igwe
astute	0.776	0.658	0.827	mara ihe
asunder	0.208	0.442	0.259	mebie
asylum	0.407	0.330	0.445	mgbapu
asymmetric	0.580	0.343	0.465	asymmetric
asymmetry	0.476	0.373	0.527	asymmetry
asymptotic	0.479	0.451	0.472	asymptotic
atelier	0.490	0.330	0.705	atelier
atheism	0.276	0.460	0.481	ekweghị na Chineke
atheistic	0.373	0.481	0.466	ekweghị na Chineke
atherosclerosis	0.250	0.480	0.343	atherosclerosis
athlete	0.781	0.718	0.686	onye na-eme egwuregwu
athletic	0.857	0.798	0.708	egwuregwu
athleticism	0.750	0.863	0.778	ime egwuregwu
athletics	0.831	0.691	0.740	egwuregwu
atlas	0.531	0.306	0.554	atlas
atmosphere	0.604	0.300	0.560	ikuku
atmospheric	0.531	0.420	0.594	ikuku
atoll	0.480	0.408	0.472	atoll
atom	0.510	0.500	0.433	atọm
atomic	0.327	0.817	0.713	atomic
atone	0.418	0.673	0.411	mgbaghara
atonement	0.550	0.602	0.683	nkpuchi
atpeace	0.724	0.298	0.519	udo
atrium	0.469	0.365	0.473	atrium
atrocious	0.073	0.811	0.445	obi ọjọọ
atrocity	0.115	0.844	0.593	arụrụ arụ
atrophy	0.177	0.540	0.208	atrophy
attach	0.520	0.363	0.559	tinye
attached	0.562	0.350	0.439	ejikọrọ
attachment	0.570	0.343	0.500	mgbakwunye
attack	0.286	0.948	0.670	mbuso agha
attacker	0.185	0.962	0.629	onye na-awakpo
attacking	0.276	0.837	0.642	na-awakpo
attain	0.806	0.510	0.719	nweta
attainable	0.760	0.500	0.759	enwere ike inweta
attainment	0.830	0.520	0.940	nweta
attempt	0.625	0.491	0.431	nwaa
attempted	0.594	0.580	0.567	nwara
attend	0.650	0.420	0.625	gaa
attendance	0.812	0.500	0.592	ọbịbịa
attendant	0.580	0.365	0.519	onye ozi
attention	0.740	0.599	0.774	anya
attentionseeker	0.367	0.745	0.457	onye nlebara anya
attentionseekers	0.531	0.673	0.500	ndị na-achọ nlebara anya
attentive	0.812	0.520	0.724	ṅaa ntị
attenuate	0.408	0.302	0.429	attenuate
attenuated	0.449	0.280	0.298	attenuated
attenuation	0.458	0.363	0.464	attenuation
attest	0.439	0.710	0.685	akaebe
attestation	0.234	0.635	0.500	akaebe
attic	0.521	0.259	0.377	ụlọ elu
attire	0.742	0.388	0.483	uwe
attitude	0.760	0.644	0.861	àgwà
attorney	0.600	0.594	0.754	onye ọka iwu
attract	0.796	0.663	0.769	dọta
attraction	0.906	0.774	0.712	mmasi
attractive	0.906	0.630	0.769	mara mma
attractiveness	0.938	0.667	0.755	mma
attributable	0.704	0.430	0.527	ekenyenede
attribute	0.781	0.439	0.795	àgwà
attribution	0.646	0.467	0.658	njirimara
attrition	0.229	0.540	0.259	attrition
auburn	0.510	0.240	0.411	ụgbụgbọ
auction	0.594	0.702	0.519	okushon
auctioneer	0.542	0.732	0.716	onye na-ere ahia
audacious	0.740	0.875	0.825	obi ike
audacity	0.760	0.755	0.916	obi ike
audible	0.673	0.370	0.462	nụrụ
audience	0.698	0.610	0.613	ndị na-ege ntị
audio	0.709	0.425	0.370	ọdịyo
audit	0.375	0.562	0.735	nyocha
audition	0.750	0.685	0.615	nyocha
auditions	0.740	0.765	0.596	ihe ngosi
auditor	0.582	0.571	0.726	onye nyocha
auditorium	0.529	0.490	0.538	ụlọ nzukọ
auditory	0.531	0.481	0.570	ntị
aught	0.418	0.135	0.217	ihe ọ bụla
augment	0.650	0.683	0.645	nkwalite
augmentation	0.714	0.613	0.850	augmentation
august	0.652	0.292	0.462	August
aunt	0.667	0.291	0.420	nwanne nne
auntie	0.643	0.275	0.447	nwanne nne
aura	0.760	0.333	0.500	aura
aurora	0.817	0.306	0.537	aurora
auspices	0.542	0.500	0.634	nkwado
auspicious	0.562	0.635	0.669	dị mma
austere	0.500	0.390	0.422	obi ike
austerity	0.438	0.406	0.534	austerity
authentic	0.885	0.510	0.782	ezigbo
authenticate	0.833	0.480	0.789	kwenye
authentication	0.724	0.491	0.750	nyocha
authenticity	0.670	0.548	0.845	eziokwu
author	0.775	0.343	0.749	odee
authoritative	0.636	0.520	0.890	ikike
authority	0.592	0.592	0.934	ikike
authorization	0.521	0.567	0.817	ikike
authorize	0.772	0.596	0.821	nye ikike
authorized	0.760	0.458	0.815	ikike
authorship	0.667	0.635	0.773	odee
autism	0.235	0.500	0.447	autism
autistic	0.367	0.337	0.404	autistic
auto	0.571	0.569	0.500	akpaaka
autobiographical	0.909	0.462	0.582	akụkọ ndụ
autobiography	0.735	0.284	0.629	akụkọ ihe mere eme
autocorrect	0.551	0.439	0.616	ziri ezi
autocratic	0.542	0.577	0.727	ọchịchị aka ike
autograph	0.735	0.565	0.473	akpaaka
autographed	0.781	0.620	0.625	akpaaka
automated	0.578	0.402	0.632	akpaghị aka
automatic	0.562	0.433	0.664	akpaka
automobile	0.753	0.625	0.534	ụgbọ ala
automotive	0.656	0.520	0.577	ụgbọ ala
autonomy	0.781	0.349	0.891	nnwere onwe
autopilot	0.594	0.462	0.632	autopilot
autopsy	0.252	0.650	0.538	nyocha anya
autumn	0.765	0.204	0.450	mgbụsị akwụkwọ
auxiliary	0.622	0.471	0.509	inyeaka
avail	0.800	0.430	0.603	were
availability	0.796	0.544	0.600	nnweta
available	0.844	0.356	0.623	dị
avalanche	0.265	0.915	0.683	oké mmiri ozuzo
avarice	0.198	0.726	0.352	avarice
avatar	0.633	0.410	0.567	avatar
