English Word	Valence	Arousal	Dominance	Swedish Word
android	0.663	0.436	0.500	android
anecdote	0.583	0.529	0.500	anekdot
anemia	0.188	0.327	0.310	anemi
anemic	0.167	0.279	0.155	anemisk
anemone	0.552	0.538	0.327	anemon
anesthesia	0.365	0.216	0.394	anestesi
anesthesiologist	0.419	0.224	0.526	narkosläkare
anesthetic	0.350	0.264	0.482	bedövningsmedel
aneurysm	0.115	0.690	0.536	aneurysm
anew	0.771	0.358	0.385	på nytt
angel	0.906	0.158	0.704	ängel
angelic	0.927	0.298	0.668	änglalik
anger	0.167	0.865	0.657	ilska
angered	0.010	0.860	0.547	upprörd
angermanagement	0.260	0.632	0.482	ilskahantering
angina	0.230	0.630	0.464	angina
angiogram	0.347	0.520	0.465	angiogram
angiography	0.378	0.536	0.520	angiografi
angle	0.541	0.330	0.455	vinkel
angling	0.625	0.408	0.500	mete
angora	0.529	0.425	0.405	angora
angriest	0.094	0.892	0.430	argaste
angry	0.122	0.830	0.604	arg
angrytweet	0.265	0.644	0.471	angrytweet
angst	0.167	0.888	0.333	ångest
anguish	0.153	0.792	0.265	ångest
anguished	0.135	0.720	0.307	plågad
angular	0.449	0.281	0.444	vinkel-
anhydrous	0.456	0.365	0.355	vattenfri
animal	0.521	0.510	0.513	djur-
animate	0.827	0.755	0.635	animera
animated	0.823	0.676	0.538	animerad
animation	0.888	0.750	0.549	animation
animosity	0.510	0.724	0.545	fientlighet
animus	0.698	0.676	0.466	animus
ankle	0.500	0.274	0.234	vrist
anklet	0.410	0.276	0.302	Vristlänk
annals	0.427	0.610	0.424	annaler
annex	0.594	0.350	0.458	bilaga
annexation	0.342	0.500	0.555	annektering
annexe	0.584	0.350	0.392	bilaga
annihilate	0.115	0.918	0.681	förinta
annihilated	0.080	0.760	0.324	förintad
annihilation	0.041	0.800	0.591	förintelse
anniversary	0.880	0.770	0.723	årsdag
annotate	0.592	0.469	0.441	kommentera
annotation	0.604	0.470	0.619	anteckning
announce	0.694	0.618	0.611	meddela
announcement	0.729	0.491	0.482	meddelande
announcer	0.602	0.570	0.732	utropare
annoy	0.094	0.765	0.286	irritera
annoyance	0.167	0.718	0.342	irritation
annoyed	0.104	0.783	0.345	irriterad
annoyin	0.260	0.573	0.352	irriterande
annoying	0.082	0.853	0.348	irriterande
annoys	0.146	0.778	0.435	irriterar
annual	0.552	0.236	0.500	årlig
annuity	0.521	0.304	0.527	livränta
annul	0.250	0.448	0.364	upphäva
annular	0.310	0.385	0.412	ringformig
annulment	0.153	0.375	0.447	ogiltigförklaring
annulus	0.458	0.380	0.376	annulus
anointed	0.500	0.368	0.579	smorda
anointing	0.653	0.350	0.547	smörjelse
anomalous	0.281	0.480	0.423	anomal
anomaly	0.188	0.538	0.404	anomali
anon	0.479	0.354	0.298	anon
anonymity	0.469	0.255	0.430	anonymitet
anonymous	0.396	0.291	0.431	anonym
anorexic	0.160	0.618	0.245	anorektiker
answer	0.537	0.373	0.661	svar
answerable	0.708	0.481	0.750	ansvarig
answering	0.684	0.500	0.607	svara
ant	0.448	0.216	0.216	myra
antagonism	0.224	0.618	0.524	antagonism
antagonist	0.240	0.615	0.700	antagonist
antagonistic	0.296	0.604	0.565	antagonistisk
antagonize	0.143	0.663	0.629	motverka
ante	0.448	0.320	0.417	ante
antecedent	0.427	0.551	0.566	föregående
antelope	0.542	0.510	0.500	antilop
antenna	0.521	0.327	0.358	antenn
anterior	0.510	0.245	0.362	främre
anthem	0.780	0.343	0.729	hymn
anthill	0.327	0.578	0.377	myrstack
anthology	0.338	0.406	0.537	antologi
anthrax	0.188	0.730	0.500	mjältbrand
anthropological	0.367	0.390	0.490	antropologisk
anthropologist	0.551	0.385	0.725	antropolog
anthropology	0.490	0.367	0.582	antropologi
anti	0.365	0.412	0.384	anti
antiaircraft	0.330	0.622	0.629	luftvärn
antibiotic	0.510	0.373	0.658	antibiotikum
antibiotics	0.448	0.406	0.557	antibiotika
antichrist	0.082	0.837	0.544	antikrist
anticipate	0.622	0.469	0.667	förutse
anticipation	0.698	0.539	0.711	förväntan
anticipatory	0.653	0.551	0.682	anteciperande
antics	0.448	0.740	0.236	upptåg
antidote	0.541	0.490	0.629	motgift
antifungal	0.408	0.412	0.441	svampdödande
antigravity	0.430	0.714	0.658	antigravitation
antimony	0.378	0.398	0.490	antimon
antipathy	0.198	0.549	0.393	antipati
antiquarian	0.500	0.233	0.426	antikvarisk
antiquated	0.420	0.392	0.236	föråldrad
antique	0.634	0.290	0.518	antik
antiques	0.540	0.370	0.595	antikviteter
antiquity	0.385	0.333	0.556	antiken
antiseptic	0.438	0.370	0.623	antiseptisk
antisocial	0.146	0.686	0.391	asocial
antithesis	0.396	0.412	0.536	antites
antithetical	0.271	0.509	0.358	antitetisk
antiviral	0.459	0.470	0.549	antiviral
antler	0.448	0.470	0.500	hjorthorn
antsy	0.449	0.558	0.417	surt
anus	0.347	0.644	0.350	anus
anvil	0.380	0.510	0.604	städ
anxiety	0.146	0.865	0.342	ångest
anxietyattack	0.150	0.925	0.446	ångestattack
anxious	0.281	0.875	0.434	angelägen
anxiousness	0.235	0.814	0.282	orolighet
anytime	0.625	0.461	0.436	när som helst
aorta	0.448	0.510	0.542	aorta
aortic	0.436	0.540	0.438	aorta
apace	0.536	0.500	0.536	i snabb takt
apache	0.687	0.469	0.500	apache
apartment	0.719	0.393	0.580	lägenhet
apartments	0.704	0.337	0.443	lägenheter
apathetic	0.188	0.292	0.333	apatisk
apathy	0.184	0.212	0.204	apati
ape	0.548	0.389	0.336	apa
aperture	0.612	0.450	0.667	öppning
apex	0.570	0.433	0.418	apex
aphid	0.388	0.473	0.407	bladlus
aphrodisiac	0.750	0.846	0.667	afrodisiakum
apiece	0.439	0.259	0.383	en bit
aplomb	0.500	0.509	0.582	aplomb
apocalypse	0.050	0.867	0.736	apokalyps
apocalyptic	0.173	0.880	0.750	apokalyptisk
apologetic	0.479	0.461	0.571	ursäktande
apologist	0.406	0.429	0.526	apologet
apologize	0.551	0.378	0.389	be om ursäkt
apology	0.571	0.346	0.402	ursäkt
apostasy	0.388	0.520	0.517	apostasi
apostate	0.342	0.500	0.528	avfälling
apostle	0.646	0.347	0.732	apostel
apostolic	0.592	0.300	0.717	apostolisk
apostrophe	0.469	0.368	0.537	apostrof
apothecary	0.561	0.328	0.529	apotekare
appalled	0.194	0.792	0.562	förskräckt
appalling	0.160	0.827	0.415	skrämmande
apparatus	0.375	0.353	0.377	anordning
apparel	0.698	0.435	0.453	kläder
apparent	0.473	0.383	0.398	skenbar
apparently	0.531	0.410	0.426	tydligen
apparition	0.406	0.573	0.636	uppenbarelse
appeal	0.663	0.598	0.558	överklagande
appear	0.735	0.506	0.567	dyka upp
appearance	0.669	0.490	0.534	utseende
appease	0.633	0.278	0.434	blidka
appellant	0.327	0.588	0.568	klagande
append	0.573	0.464	0.453	bifoga
appendage	0.229	0.382	0.438	bihang
appendectomy	0.177	0.670	0.554	blindtarmsoperation
appendicitis	0.031	0.640	0.347	appendicit
appendix	0.365	0.387	0.425	bilaga
appetite	0.704	0.637	0.581	aptit
appetizer	0.755	0.560	0.406	aptitretare
appetizing	0.806	0.657	0.688	aptitlig
applaud	0.865	0.824	0.464	applådera
applause	0.953	0.857	0.621	applåder
apple	0.811	0.300	0.264	äpple
apple juice	0.765	0.204	0.294	äppeljuice
applejack	0.604	0.431	0.473	äppeljacka
applesauce	0.750	0.167	0.291	äppelmos
appliance	0.582	0.453	0.538	apparat
appliances	0.594	0.394	0.567	apparater
applicability	0.677	0.490	0.741	tillämplighet
applicable	0.469	0.430	0.667	tillämplig
applicant	0.612	0.558	0.688	sökande
application	0.646	0.445	0.726	Ansökan
apply	0.612	0.321	0.667	tillämpa
appoint	0.565	0.330	0.509	utnämna
appointment	0.688	0.594	0.547	utnämning
appointments	0.745	0.677	0.625	möten
apportion	0.677	0.490	0.638	fördela
apportionment	0.552	0.481	0.453	fördelningen
appraisal	0.417	0.667	0.682	värdering
appraise	0.677	0.490	0.696	värdera
appreciable	0.873	0.491	0.778	märkbar
appreciate	0.885	0.422	0.741	uppskatta
appreciated	0.910	0.434	0.779	uppskattad
appreciates	0.765	0.500	0.656	uppskattar
appreciation	0.917	0.529	0.588	uppskattning
appreciative	0.857	0.380	0.654	uppskattande
apprehend	0.521	0.624	0.696	gripa
apprehension	0.385	0.720	0.454	uppfattning
apprehensive	0.406	0.592	0.431	orolig
apprentice	0.615	0.413	0.452	lärling
apprenticeship	0.812	0.482	0.643	lärlingstid
approach	0.612	0.392	0.610	närma sig
approaching	0.740	0.557	0.491	närmar sig
approbate	0.646	0.590	0.860	lämpligt
approbation	0.792	0.529	0.774	bifall
appropriate	0.833	0.368	0.759	lämplig
appropriation	0.510	0.632	0.717	anslag
approval	0.854	0.460	0.889	godkännande
approve	0.875	0.548	0.741	godkänna
approved	0.833	0.349	0.698	godkänd
approvement	0.880	0.625	0.780	godkännande
approving	0.917	0.583	0.773	godkännande
approximate	0.551	0.560	0.520	ungefärlig
approximately	0.622	0.396	0.538	ungefär
approximating	0.583	0.615	0.471	ungefärlig
approximation	0.582	0.402	0.593	approximation
appurtenances	0.573	0.412	0.547	tillbehör
apricot	0.708	0.320	0.278	aprikos
apron	0.582	0.208	0.245	förkläde
apt	0.582	0.418	0.382	benägen
aptitude	0.750	0.471	0.746	fallenhet
aqua	0.656	0.292	0.359	aqua
aquamarine	0.729	0.306	0.413	akvamarin
aquarium	0.663	0.327	0.393	akvarium
aquatic	0.677	0.510	0.463	vatten-
aqueduct	0.551	0.411	0.534	akvedukt
aqueous	0.429	0.270	0.310	vattenhaltig
arable	0.510	0.350	0.465	odlingsbar
arbiter	0.561	0.537	0.814	skiljedomare
arbitrary	0.281	0.702	0.686	slumpmässig
arbitrate	0.470	0.620	0.682	medla
arbitration	0.587	0.602	0.670	skiljedom
arbitrator	0.385	0.448	0.795	medlare
arbor	0.583	0.490	0.591	berså
arc	0.552	0.388	0.396	båge
arcade	0.676	0.521	0.502	arkad
arcane	0.500	0.490	0.637	hemlig
arch	0.500	0.354	0.468	båge
archaeological	0.740	0.441	0.660	arkeologisk
archaeologist	0.552	0.451	0.706	arkeolog
archaeology	0.596	0.358	0.691	arkeologi
archaic	0.271	0.327	0.332	arkaisk
archangel	0.837	0.500	0.708	ärkeängel
archbishop	0.622	0.280	0.776	ärkebiskop
archdiocese	0.400	0.321	0.704	ärkestift
archduke	0.458	0.413	0.634	ärkehertig
arched	0.582	0.403	0.398	välvd
archer	0.573	0.622	0.661	bågskytt
archery	0.594	0.604	0.589	bågskytte
archetype	0.448	0.520	0.569	arketyp
archipelago	0.745	0.370	0.592	skärgård
architect	0.776	0.442	0.836	arkitekt
architectural	0.729	0.390	0.670	arkitektonisk
architecture	0.820	0.390	0.694	arkitektur
archive	0.438	0.294	0.527	arkiv
arctic	0.615	0.352	0.546	arktiska
ardent	0.694	0.873	0.722	ivrig
ardor	0.500	0.780	0.538	glöd
arduous	0.344	0.783	0.605	mödosam
area	0.490	0.306	0.464	område
arena	0.510	0.235	0.404	arena
areola	0.417	0.396	0.381	areola
areyoukidding	0.429	0.633	0.400	skojar du
areyoukiddingme	0.365	0.635	0.375	Skojar du
argent	0.594	0.418	0.472	argent
argh	0.260	0.538	0.328	argh
arghh	0.292	0.536	0.397	arghh
arghhhh	0.250	0.618	0.324	arghhhh
argue	0.093	0.798	0.525	argumentera
argument	0.510	0.464	0.698	argument
argumentation	0.479	0.549	0.760	argumentation
argumentative	0.450	0.531	0.679	argumenterande
arguments	0.541	0.602	0.657	argument
arid	0.323	0.333	0.379	torr
arise	0.750	0.582	0.725	stiga upp
aristocracy	0.688	0.549	0.842	aristokrati
aristocrat	0.583	0.413	0.811	aristokrat
aristocratic	0.449	0.519	0.676	aristokratisk
arithmetic	0.453	0.460	0.634	aritmetisk
ark	0.396	0.427	0.543	ark
arm	0.552	0.285	0.469	ärm
armada	0.408	0.740	0.868	armada
armament	0.198	0.764	0.810	beväpning
armaments	0.192	0.839	0.830	vapen
armature	0.510	0.558	0.755	armatur
armchair	0.646	0.164	0.339	fåtölj
armed	0.188	0.750	0.808	väpnad
armor	0.469	0.625	0.784	rustning
armored	0.469	0.509	0.861	armerad
armory	0.448	0.663	0.800	arsenal
armpit	0.283	0.439	0.250	armhåla
arms	0.464	0.395	0.483	vapen
army	0.417	0.759	0.902	armén
aroma	0.823	0.235	0.442	arom
aromatherapy	0.847	0.220	0.473	aromaterapi
arousal	0.791	0.943	0.731	upphetsning
arouse	0.740	0.491	0.580	väcka
aroused	0.708	0.952	0.667	upphetsad
arraignment	0.406	0.837	0.534	åtal
arrange	0.740	0.490	0.571	ordna
arranged	0.698	0.531	0.728	ordnade
arrangement	0.625	0.382	0.683	arrangemang
array	0.521	0.396	0.568	array
arrears	0.286	0.485	0.302	efterskott
arrest	0.146	0.951	0.500	gripa
arrhythmia	0.265	0.706	0.356	arytmi
arrival	0.678	0.510	0.474	ankomst
arrive	0.837	0.406	0.585	anlända
arrogance	0.143	0.750	0.620	arrogans
arrogant	0.115	0.755	0.580	arrogant
arrow	0.439	0.390	0.454	pil
arsehole	0.276	0.598	0.433	rövhål
arseholes	0.188	0.545	0.351	rövhål
arsenal	0.365	0.741	0.752	arsenal
arsenic	0.281	0.472	0.447	arsenik
arson	0.133	0.904	0.567	mordbrand
arsonist	0.348	0.840	0.500	pyroman
art	0.812	0.360	0.603	konst
arterial	0.396	0.510	0.583	arteriell
artery	0.396	0.580	0.537	artär
artful	0.771	0.608	0.778	listig
arthritis	0.110	0.518	0.345	artrit
arthropod	0.344	0.464	0.434	leddjur
artichoke	0.583	0.218	0.287	kronärtskocka
article	0.594	0.280	0.481	artikel
articles	0.552	0.324	0.565	artiklar
articulate	0.677	0.462	0.618	artikulera
articulation	0.479	0.480	0.591	artikulation
artifact	0.510	0.500	0.566	artefakt
artifice	0.316	0.696	0.482	påhitt
artificial	0.306	0.385	0.351	artificiell
artillery	0.350	0.912	0.794	artilleri
artisan	0.781	0.330	0.411	hantverkare
artist	0.802	0.442	0.732	konstnär
artiste	0.844	0.512	0.565	artist
artistic	0.802	0.646	0.632	konstnärlig
artistry	0.823	0.346	0.769	artisteri
artists	0.796	0.667	0.741	konstnärer
artwork	0.896	0.368	0.679	konstverk
arty	0.490	0.422	0.388	konstnärlig
asap	0.571	0.500	0.552	så fort som möjligt
asbestos	0.357	0.481	0.464	asbest
ascend	0.830	0.620	0.812	stiga
ascendancy	0.724	0.625	0.700	dominans
ascendant	0.656	0.673	0.821	uppstigande
ascending	0.826	0.644	0.777	stigande
ascension	0.765	0.720	0.714	uppstigning
ascent	0.755	0.627	0.833	uppstigning
ascertain	0.560	0.530	0.625	fastställa
ascertained	0.531	0.529	0.616	konstaterats
ascetic	0.438	0.375	0.472	asket
ash	0.260	0.210	0.207	aska
ashamed	0.156	0.588	0.228	skamsen
ashes	0.327	0.279	0.142	aska
ashtray	0.406	0.382	0.265	askkopp
asinine	0.429	0.472	0.433	enfaldig
ask	0.531	0.440	0.459	fråga
asleeep	0.490	0.210	0.322	sover
asleep	0.604	0.100	0.270	sovande
asp	0.438	0.489	0.375	asp
asparagus	0.469	0.317	0.264	sparris
aspartame	0.469	0.480	0.322	aspartam
aspect	0.479	0.469	0.588	aspekt
aspects	0.439	0.480	0.565	aspekter
aspen	0.479	0.280	0.395	asp-
asphalt	0.479	0.264	0.439	asfalt
asphyxia	0.198	0.704	0.311	kvävning
asphyxiation	0.059	0.745	0.412	kvävning
aspiration	0.704	0.724	0.675	strävan
aspire	0.812	0.469	0.722	sträva
aspirin	0.479	0.271	0.422	aspirin
aspiring	0.844	0.582	0.604	aspirerande
ass	0.323	0.750	0.345	röv
assail	0.378	0.510	0.500	angripa
assailant	0.184	0.868	0.602	angripare
assassin	0.073	0.933	0.632	mördare
assassinate	0.051	0.969	0.722	mörda
assassination	0.083	0.941	0.525	lönnmord
assault	0.167	0.848	0.550	överfall
assay	0.633	0.559	0.594	analysera
assemblage	0.429	0.452	0.600	samling
assemble	0.542	0.570	0.750	montera
assembled	0.663	0.450	0.644	monterade
assembly	0.698	0.500	0.640	hopsättning
assemblyman	0.430	0.538	0.760	montör
assent	0.615	0.515	0.719	samtycke
assert	0.750	0.619	0.809	hävda
asserting	0.694	0.531	0.736	hävda
assertion	0.740	0.442	0.750	påstående
assertive	0.719	0.412	0.770	bestämd
assess	0.698	0.500	0.623	bedöma
assessment	0.750	0.623	0.658	bedömning
assessor	0.551	0.538	0.764	assessor
asset	0.797	0.765	0.788	tillgång
assets	0.667	0.613	0.765	tillgångar
asshole	0.133	0.582	0.263	idiot
assign	0.622	0.417	0.709	tilldela
assignee	0.510	0.462	0.510	uppdragstagaren
assignment	0.483	0.398	0.745	uppdrag
assimilate	0.559	0.391	0.683	assimilera
assimilation	0.429	0.378	0.463	assimilering
assist	0.833	0.435	0.629	hjälpa
assistance	0.656	0.519	0.633	bistånd
assistant	0.625	0.390	0.536	assistent
associate	0.812	0.409	0.625	associera
association	0.745	0.500	0.817	förening
assorted	0.602	0.460	0.472	blandad
assortment	0.694	0.360	0.526	sortiment
assuage	0.745	0.255	0.500	mildra
assume	0.698	0.401	0.464	antar
assumed	0.612	0.247	0.454	antas
assuming	0.740	0.390	0.526	förutsatt
assumption	0.479	0.431	0.417	antagande
assurance	0.675	0.442	0.704	försäkran
assure	0.910	0.460	0.839	försäkra
assured	0.878	0.327	0.754	säker
assuredly	0.786	0.396	0.833	säkert
asterisk	0.541	0.288	0.273	asterisk
asteroid	0.430	0.721	0.623	asteroid
asteroids	0.361	0.694	0.712	asteroider
asthma	0.198	0.549	0.227	astma
asthmatic	0.229	0.706	0.294	astmatiker
astigmatism	0.214	0.490	0.429	astigmatism
astonish	0.786	0.845	0.658	förvåna
astonished	0.510	0.775	0.574	förvånad
astonishing	0.844	0.802	0.821	förvånande
astonishingly	0.827	0.898	0.773	häpnadsväckande
astonishment	0.680	0.718	0.519	förvåning
astound	0.729	0.675	0.474	slå med häpnad
astral	0.604	0.417	0.567	astral
astray	0.098	0.676	0.308	vilse
astringent	0.316	0.500	0.474	sammandragande
astrologer	0.594	0.519	0.673	astrolog
astrology	0.635	0.340	0.500	astrologi
astronaut	0.792	0.601	0.761	astronaut
astronomer	0.750	0.509	0.735	astronom
astronomical	0.600	0.632	0.726	astronomisk
astronomy	0.613	0.474	0.722	astronomi
astute	0.776	0.658	0.827	skarpsinnig
asunder	0.208	0.442	0.259	sönder
asylum	0.407	0.330	0.445	asyl
asymmetric	0.580	0.343	0.465	asymmetrisk
asymmetry	0.476	0.373	0.527	asymmetri
asymptotic	0.479	0.451	0.472	asymptotisk
atelier	0.490	0.330	0.705	ateljé
atheism	0.276	0.460	0.481	ateism
atheistic	0.373	0.481	0.466	ateistisk
atherosclerosis	0.250	0.480	0.343	åderförkalkning
athlete	0.781	0.718	0.686	idrottare
athletic	0.857	0.798	0.708	atletisk
athleticism	0.750	0.863	0.778	atleticism
athletics	0.831	0.691	0.740	friidrott
atlas	0.531	0.306	0.554	atlas
atmosphere	0.604	0.300	0.560	atmosfär
atmospheric	0.531	0.420	0.594	atmosfärisk
atoll	0.480	0.408	0.472	atoll
atom	0.510	0.500	0.433	atom
atomic	0.327	0.817	0.713	atom-
atone	0.418	0.673	0.411	sona
atonement	0.550	0.602	0.683	försoning
atpeace	0.724	0.298	0.519	tillfreds
atrium	0.469	0.365	0.473	atrium
atrocious	0.073	0.811	0.445	grymt
atrocity	0.115	0.844	0.593	illdåd
atrophy	0.177	0.540	0.208	atrofi
attach	0.520	0.363	0.559	bifoga
attached	0.562	0.350	0.439	bifogad
attachment	0.570	0.343	0.500	anknytning
attack	0.286	0.948	0.670	ge sig på
attacker	0.185	0.962	0.629	angripare
attacking	0.276	0.837	0.642	attackera
attain	0.806	0.510	0.719	uppnå
attainable	0.760	0.500	0.759	uppnåelig
attainment	0.830	0.520	0.940	uppnående
attempt	0.625	0.491	0.431	försök
attempted	0.594	0.580	0.567	försökte
attend	0.650	0.420	0.625	närvara
attendance	0.812	0.500	0.592	närvaro
attendant	0.580	0.365	0.519	skötare
attention	0.740	0.599	0.774	uppmärksamhet
attentionseeker	0.367	0.745	0.457	en som söker uppmärksamhet
attentionseekers	0.531	0.673	0.500	uppmärksamhetssökare
attentive	0.812	0.520	0.724	uppmärksam
attenuate	0.408	0.302	0.429	dämpa
attenuated	0.449	0.280	0.298	försvagat
attenuation	0.458	0.363	0.464	försvagning
attest	0.439	0.710	0.685	intyga
attestation	0.234	0.635	0.500	intyg
attic	0.521	0.259	0.377	vinden
attire	0.742	0.388	0.483	klädsel
attitude	0.760	0.644	0.861	attityd
attorney	0.600	0.594	0.754	advokat
attract	0.796	0.663	0.769	locka till sig
attraction	0.906	0.774	0.712	attraktion
attractive	0.906	0.630	0.769	attraktiv
attractiveness	0.938	0.667	0.755	attraktivitet
attributable	0.704	0.430	0.527	hänförlig
attribute	0.781	0.439	0.795	attribut
attribution	0.646	0.467	0.658	tillskrivning
attrition	0.229	0.540	0.259	nötning
auburn	0.510	0.240	0.411	kastanjebrunt
auction	0.594	0.702	0.519	auktion
auctioneer	0.542	0.732	0.716	auktionsförrättare
audacious	0.740	0.875	0.825	djärv
audacity	0.760	0.755	0.916	djärvhet
audible	0.673	0.370	0.462	hörbar
audience	0.698	0.610	0.613	publik
audio	0.709	0.425	0.370	audio
audit	0.375	0.562	0.735	granska
audition	0.750	0.685	0.615	audition
auditions	0.740	0.765	0.596	provspelningar
auditor	0.582	0.571	0.726	revisor
auditorium	0.529	0.490	0.538	hörsal
auditory	0.531	0.481	0.570	auditiv
aught	0.418	0.135	0.217	något
augment	0.650	0.683	0.645	förstärka
augmentation	0.714	0.613	0.850	förstärkning
august	0.652	0.292	0.462	augusti
aunt	0.667	0.291	0.420	moster
auntie	0.643	0.275	0.447	tant
aura	0.760	0.333	0.500	aura
aurora	0.817	0.306	0.537	norrsken
auspices	0.542	0.500	0.634	beskydd
auspicious	0.562	0.635	0.669	gynnsam
austere	0.500	0.390	0.422	stram
austerity	0.438	0.406	0.534	åtstramning
authentic	0.885	0.510	0.782	äkta
authenticate	0.833	0.480	0.789	autentisera
authentication	0.724	0.491	0.750	autentisering
authenticity	0.670	0.548	0.845	äkthet
author	0.775	0.343	0.749	författare
authoritative	0.636	0.520	0.890	auktoritativ
authority	0.592	0.592	0.934	auktoritet
authorization	0.521	0.567	0.817	tillstånd
authorize	0.772	0.596	0.821	godkänna
authorized	0.760	0.458	0.815	auktoriserad
authorship	0.667	0.635	0.773	författarskap
autism	0.235	0.500	0.447	autism
autistic	0.367	0.337	0.404	autistisk
auto	0.571	0.569	0.500	bil
autobiographical	0.909	0.462	0.582	självbiografisk
autobiography	0.735	0.284	0.629	självbiografi
autocorrect	0.551	0.439	0.616	Auto-korrigering
autocratic	0.542	0.577	0.727	enväldig
autograph	0.735	0.565	0.473	autograf
autographed	0.781	0.620	0.625	signerad
automated	0.578	0.402	0.632	automatiserad
automatic	0.562	0.433	0.664	automatisk
automobile	0.753	0.625	0.534	bil
automotive	0.656	0.520	0.577	bil-
autonomy	0.781	0.349	0.891	autonomi
autopilot	0.594	0.462	0.632	autopilot
autopsy	0.252	0.650	0.538	obduktion
autumn	0.765	0.204	0.450	höst
auxiliary	0.622	0.471	0.509	extra
avail	0.800	0.430	0.603	nytta
availability	0.796	0.544	0.600	tillgänglighet
available	0.844	0.356	0.623	tillgängligt
avalanche	0.265	0.915	0.683	lavin
avarice	0.198	0.726	0.352	girighet
avatar	0.633	0.410	0.567	avatar
avenge	0.073	0.867	0.559	hämnas
avenger	0.337	0.865	0.670	hämnare
avenging	0.143	0.880	0.717	hämnd
avenue	0.677	0.360	0.377	aveny
aver	0.492	0.450	0.393	aver
average	0.684	0.280	0.455	medel
aversation	0.582	0.442	0.432	aversion
averse	0.253	0.569	0.492	motvillig
averseness	0.296	0.606	0.528	avoghet
aversion	0.074	0.663	0.525	motvilja
avert	0.510	0.388	0.465	avvärja
aviary	0.500	0.360	0.467	voljär
