English Word	Valence	Arousal	Dominance	Serbian Word
anesthesiologist	0.419	0.224	0.526	анестезиолог
anesthetic	0.350	0.264	0.482	анестетик
aneurysm	0.115	0.690	0.536	анеуризма
anew	0.771	0.358	0.385	изнова
angel	0.906	0.158	0.704	анђео
angelic	0.927	0.298	0.668	анђеоски
anger	0.167	0.865	0.657	љутња
angered	0.010	0.860	0.547	љутити
angermanagement	0.260	0.632	0.482	контрола беса
angina	0.230	0.630	0.464	ангина
angiogram	0.347	0.520	0.465	ангиограм
angiography	0.378	0.536	0.520	ангиографија
angle	0.541	0.330	0.455	угао
angling	0.625	0.408	0.500	пецарење
angora	0.529	0.425	0.405	ангора
angriest	0.094	0.892	0.430	љутити
angry	0.122	0.830	0.604	љут
angrytweet	0.265	0.644	0.471	ангритвеет
angst	0.167	0.888	0.333	ангст
anguish	0.153	0.792	0.265	тескоба
anguished	0.135	0.720	0.307	мучно
angular	0.449	0.281	0.444	угаона
anhydrous	0.456	0.365	0.355	безводни
animal	0.521	0.510	0.513	животиња
animate	0.827	0.755	0.635	анимирати
animated	0.823	0.676	0.538	анимирани
animation	0.888	0.750	0.549	анимација
animosity	0.510	0.724	0.545	анимозитет
animus	0.698	0.676	0.466	анимус
ankle	0.500	0.274	0.234	чланак
anklet	0.410	0.276	0.302	анклет
annals	0.427	0.610	0.424	анали
annex	0.594	0.350	0.458	анекс
annexation	0.342	0.500	0.555	анексија
annexe	0.584	0.350	0.392	анекс
annihilate	0.115	0.918	0.681	поништити
annihilated	0.080	0.760	0.324	поништен
annihilation	0.041	0.800	0.591	уништење
anniversary	0.880	0.770	0.723	годишњица
annotate	0.592	0.469	0.441	анотирати
annotation	0.604	0.470	0.619	Анотација
announce	0.694	0.618	0.611	објавити
announcement	0.729	0.491	0.482	саопштење
announcer	0.602	0.570	0.732	спикер
annoy	0.094	0.765	0.286	нервирати
annoyance	0.167	0.718	0.342	досађивање
annoyed	0.104	0.783	0.345	изнервиран
annoyin	0.260	0.573	0.352	досадан
annoying	0.082	0.853	0.348	досадно
annoys	0.146	0.778	0.435	нервира
annual	0.552	0.236	0.500	годишњи
annuity	0.521	0.304	0.527	ануитет
annul	0.250	0.448	0.364	поништити
annular	0.310	0.385	0.412	прстенасти
annulment	0.153	0.375	0.447	поништење
annulus	0.458	0.380	0.376	аннулус
anointed	0.500	0.368	0.579	помазани
anointing	0.653	0.350	0.547	миропомазање
anomalous	0.281	0.480	0.423	аномалан
anomaly	0.188	0.538	0.404	аномалија
anon	0.479	0.354	0.298	анон
anonymity	0.469	0.255	0.430	анонимност
anonymous	0.396	0.291	0.431	анонимни
anorexic	0.160	0.618	0.245	анорексичан
answer	0.537	0.373	0.661	одговор
answerable	0.708	0.481	0.750	одговоран
answering	0.684	0.500	0.607	одговарајући
ant	0.448	0.216	0.216	ант
antagonism	0.224	0.618	0.524	антагонизам
antagonist	0.240	0.615	0.700	антагониста
antagonistic	0.296	0.604	0.565	антагонистички
antagonize	0.143	0.663	0.629	антагонизовати
ante	0.448	0.320	0.417	анте
antecedent	0.427	0.551	0.566	претходница
antelope	0.542	0.510	0.500	антилопа
antenna	0.521	0.327	0.358	антена
anterior	0.510	0.245	0.362	предњи
anthem	0.780	0.343	0.729	химна
anthill	0.327	0.578	0.377	мравињак
anthology	0.338	0.406	0.537	антологија
anthrax	0.188	0.730	0.500	антракс
anthropological	0.367	0.390	0.490	антрополошким
anthropologist	0.551	0.385	0.725	антрополог
anthropology	0.490	0.367	0.582	антропологија
anti	0.365	0.412	0.384	анти
antiaircraft	0.330	0.622	0.629	противавионски
antibiotic	0.510	0.373	0.658	антибиотик
antibiotics	0.448	0.406	0.557	антибиотици
antichrist	0.082	0.837	0.544	антихрист
anticipate	0.622	0.469	0.667	очекивати
anticipation	0.698	0.539	0.711	ишчекивање
anticipatory	0.653	0.551	0.682	антиципативно
antics	0.448	0.740	0.236	лудорије
antidote	0.541	0.490	0.629	противотров
antifungal	0.408	0.412	0.441	антифунгални
antigravity	0.430	0.714	0.658	антигравитација
antimony	0.378	0.398	0.490	антимона
antipathy	0.198	0.549	0.393	антипатија
antiquarian	0.500	0.233	0.426	антиквар
antiquated	0.420	0.392	0.236	застарели
antique	0.634	0.290	0.518	старински
antiques	0.540	0.370	0.595	антиквитети
antiquity	0.385	0.333	0.556	антике
antiseptic	0.438	0.370	0.623	антисептик
antisocial	0.146	0.686	0.391	асоцијална
antithesis	0.396	0.412	0.536	антитеза
antithetical	0.271	0.509	0.358	антитетички
antiviral	0.459	0.470	0.549	антивирусно
antler	0.448	0.470	0.500	рог
antsy	0.449	0.558	0.417	антси
anus	0.347	0.644	0.350	чмар
anvil	0.380	0.510	0.604	наковањ
anxiety	0.146	0.865	0.342	анксиозност
anxietyattack	0.150	0.925	0.446	напад панике
anxious	0.281	0.875	0.434	узнемирен
anxiousness	0.235	0.814	0.282	анксиозност
anytime	0.625	0.461	0.436	било када
aorta	0.448	0.510	0.542	аорте
aortic	0.436	0.540	0.438	аортни
apace	0.536	0.500	0.536	апаце
apache	0.687	0.469	0.500	апацхе
apartment	0.719	0.393	0.580	стан
apartments	0.704	0.337	0.443	станови
apathetic	0.188	0.292	0.333	апатичан
apathy	0.184	0.212	0.204	апатија
ape	0.548	0.389	0.336	мајмуна
aperture	0.612	0.450	0.667	отвор бленде
apex	0.570	0.433	0.418	апек
aphid	0.388	0.473	0.407	лисне уши
aphrodisiac	0.750	0.846	0.667	афродизијак
apiece	0.439	0.259	0.383	комад
aplomb	0.500	0.509	0.582	апломб
apocalypse	0.050	0.867	0.736	апокалипса
apocalyptic	0.173	0.880	0.750	апокалиптични
apologetic	0.479	0.461	0.571	апологетски
apologist	0.406	0.429	0.526	апологета
apologize	0.551	0.378	0.389	извинити се
apology	0.571	0.346	0.402	извињење
apostasy	0.388	0.520	0.517	отпадништво
apostate	0.342	0.500	0.528	отпадник
apostle	0.646	0.347	0.732	апостол
apostolic	0.592	0.300	0.717	апостолски
apostrophe	0.469	0.368	0.537	апостроф
apothecary	0.561	0.328	0.529	апотекар
appalled	0.194	0.792	0.562	згрожен
appalling	0.160	0.827	0.415	ужасавајуће
apparatus	0.375	0.353	0.377	апарата
apparel	0.698	0.435	0.453	Одећа
apparent	0.473	0.383	0.398	привидно
apparently	0.531	0.410	0.426	очигледно
apparition	0.406	0.573	0.636	привиђење
appeal	0.663	0.598	0.558	жалба
appear	0.735	0.506	0.567	појавити
appearance	0.669	0.490	0.534	изглед
appease	0.633	0.278	0.434	смирити
appellant	0.327	0.588	0.568	апелант
append	0.573	0.464	0.453	додати
appendage	0.229	0.382	0.438	додатак
appendectomy	0.177	0.670	0.554	апендектомија
appendicitis	0.031	0.640	0.347	упала слепог црева
appendix	0.365	0.387	0.425	слепо црево
appetite	0.704	0.637	0.581	апетита
appetizer	0.755	0.560	0.406	предјело
appetizing	0.806	0.657	0.688	укусан
applaud	0.865	0.824	0.464	аплаудирати
applause	0.953	0.857	0.621	аплауз
apple	0.811	0.300	0.264	јабука
apple juice	0.765	0.204	0.294	сок од јабуке
applejack	0.604	0.431	0.473	апплејацк
applesauce	0.750	0.167	0.291	сос од јабуке
appliance	0.582	0.453	0.538	уређај
appliances	0.594	0.394	0.567	апарати
applicability	0.677	0.490	0.741	применљивости
applicable	0.469	0.430	0.667	применљиво
applicant	0.612	0.558	0.688	подносилац захтева
application	0.646	0.445	0.726	апликација
apply	0.612	0.321	0.667	применити
appoint	0.565	0.330	0.509	именовати
appointment	0.688	0.594	0.547	именовање
appointments	0.745	0.677	0.625	заказивања
apportion	0.677	0.490	0.638	распоређивање
apportionment	0.552	0.481	0.453	распоређивање
appraisal	0.417	0.667	0.682	процена
appraise	0.677	0.490	0.696	проценити
appreciable	0.873	0.491	0.778	приметан
appreciate	0.885	0.422	0.741	ценити
appreciated	0.910	0.434	0.779	цењен
appreciates	0.765	0.500	0.656	цени
appreciation	0.917	0.529	0.588	уважавање
appreciative	0.857	0.380	0.654	захвалан
apprehend	0.521	0.624	0.696	привести
apprehension	0.385	0.720	0.454	привођење
apprehensive	0.406	0.592	0.431	уплашен
apprentice	0.615	0.413	0.452	шегрт
apprenticeship	0.812	0.482	0.643	шегртовање
approach	0.612	0.392	0.610	приступ
approaching	0.740	0.557	0.491	приближавајући се
approbate	0.646	0.590	0.860	одобравати
approbation	0.792	0.529	0.774	одобравање
appropriate	0.833	0.368	0.759	прикладан
appropriation	0.510	0.632	0.717	присвајање
approval	0.854	0.460	0.889	одобрење
approve	0.875	0.548	0.741	одобрити
approved	0.833	0.349	0.698	одобрено
approvement	0.880	0.625	0.780	одобрење
approving	0.917	0.583	0.773	одобравајући
approximate	0.551	0.560	0.520	приближна
approximately	0.622	0.396	0.538	Приближно
approximating	0.583	0.615	0.471	приближавање
approximation	0.582	0.402	0.593	апроксимација
appurtenances	0.573	0.412	0.547	принадлежности
apricot	0.708	0.320	0.278	кајсија
apron	0.582	0.208	0.245	кецеља
apt	0.582	0.418	0.382	погодан
aptitude	0.750	0.471	0.746	способност
aqua	0.656	0.292	0.359	акуа
aquamarine	0.729	0.306	0.413	аквамарин
aquarium	0.663	0.327	0.393	акваријум
aquatic	0.677	0.510	0.463	водени
aqueduct	0.551	0.411	0.534	аквадукт
aqueous	0.429	0.270	0.310	водени
arable	0.510	0.350	0.465	обрадиве
arbiter	0.561	0.537	0.814	арбитар
arbitrary	0.281	0.702	0.686	произвољан
arbitrate	0.470	0.620	0.682	арбитражу
arbitration	0.587	0.602	0.670	арбитража
arbitrator	0.385	0.448	0.795	арбитар
arbor	0.583	0.490	0.591	арбор
arc	0.552	0.388	0.396	арц
arcade	0.676	0.521	0.502	арцаде
arcane	0.500	0.490	0.637	арцане
arch	0.500	0.354	0.468	арх
archaeological	0.740	0.441	0.660	археолошким
archaeologist	0.552	0.451	0.706	археолог
archaeology	0.596	0.358	0.691	археологија
archaic	0.271	0.327	0.332	архаични
archangel	0.837	0.500	0.708	арханђела
archbishop	0.622	0.280	0.776	архиепископ
archdiocese	0.400	0.321	0.704	архиепископије
archduke	0.458	0.413	0.634	надвојвода
arched	0.582	0.403	0.398	лучни
archer	0.573	0.622	0.661	стријелац
archery	0.594	0.604	0.589	Стрељаштво
archetype	0.448	0.520	0.569	архетип
archipelago	0.745	0.370	0.592	архипелагу
architect	0.776	0.442	0.836	архитекта
architectural	0.729	0.390	0.670	архитектонски
architecture	0.820	0.390	0.694	архитектура
archive	0.438	0.294	0.527	архива
arctic	0.615	0.352	0.546	арктички
ardent	0.694	0.873	0.722	ватрен
ardor	0.500	0.780	0.538	жар
arduous	0.344	0.783	0.605	напоран
area	0.490	0.306	0.464	области
arena	0.510	0.235	0.404	арена
areola	0.417	0.396	0.381	ареола
areyoukidding	0.429	0.633	0.400	шалиш се
areyoukiddingme	0.365	0.635	0.375	да ли се шалиш на мој рачун
argent	0.594	0.418	0.472	аргент
argh	0.260	0.538	0.328	аргх
arghh	0.292	0.536	0.397	аргхх
arghhhh	0.250	0.618	0.324	аргхххх
argue	0.093	0.798	0.525	расправљати
argument	0.510	0.464	0.698	расправа
argumentation	0.479	0.549	0.760	аргументација
argumentative	0.450	0.531	0.679	аргументован
arguments	0.541	0.602	0.657	аргументима
arid	0.323	0.333	0.379	арид
arise	0.750	0.582	0.725	настати
aristocracy	0.688	0.549	0.842	аристократија
aristocrat	0.583	0.413	0.811	аристократа
aristocratic	0.449	0.519	0.676	аристократски
arithmetic	0.453	0.460	0.634	аритметика
ark	0.396	0.427	0.543	арк
arm	0.552	0.285	0.469	руку
armada	0.408	0.740	0.868	армада
armament	0.198	0.764	0.810	наоружање
armaments	0.192	0.839	0.830	наоружања
armature	0.510	0.558	0.755	арматура
armchair	0.646	0.164	0.339	фотеља
armed	0.188	0.750	0.808	наоружани
armor	0.469	0.625	0.784	оклоп
armored	0.469	0.509	0.861	оклопни
armory	0.448	0.663	0.800	оружарница
armpit	0.283	0.439	0.250	пазух
arms	0.464	0.395	0.483	оружјем
army	0.417	0.759	0.902	армије
aroma	0.823	0.235	0.442	арома
aromatherapy	0.847	0.220	0.473	ароматерапија
arousal	0.791	0.943	0.731	узбуђење
arouse	0.740	0.491	0.580	узбудити
aroused	0.708	0.952	0.667	узбуђен
arraignment	0.406	0.837	0.534	арраигнмент
arrange	0.740	0.490	0.571	уредити
arranged	0.698	0.531	0.728	уређено
arrangement	0.625	0.382	0.683	аранжман
array	0.521	0.396	0.568	низ
arrears	0.286	0.485	0.302	заостале обавезе
arrest	0.146	0.951	0.500	хапшење
arrhythmia	0.265	0.706	0.356	аритмија
arrival	0.678	0.510	0.474	долазак
arrive	0.837	0.406	0.585	стићи
arrogance	0.143	0.750	0.620	бахатост
arrogant	0.115	0.755	0.580	арогантан
arrow	0.439	0.390	0.454	стрелац
arsehole	0.276	0.598	0.433	сероња
arseholes	0.188	0.545	0.351	сероње
arsenal	0.365	0.741	0.752	арсенал
arsenic	0.281	0.472	0.447	арсеник
arson	0.133	0.904	0.567	паљевина
arsonist	0.348	0.840	0.500	паликућа
art	0.812	0.360	0.603	уметност
arterial	0.396	0.510	0.583	артеријски
artery	0.396	0.580	0.537	артерија
artful	0.771	0.608	0.778	артфул
arthritis	0.110	0.518	0.345	артритис
arthropod	0.344	0.464	0.434	артропод
artichoke	0.583	0.218	0.287	артичока
article	0.594	0.280	0.481	чланак
articles	0.552	0.324	0.565	чланци
articulate	0.677	0.462	0.618	артикулисати
articulation	0.479	0.480	0.591	артикулација
artifact	0.510	0.500	0.566	предмет за употребу
artifice	0.316	0.696	0.482	извештаченост
artificial	0.306	0.385	0.351	вештачки
artillery	0.350	0.912	0.794	артиљерија
artisan	0.781	0.330	0.411	занатлија
artist	0.802	0.442	0.732	уметник
artiste	0.844	0.512	0.565	артисте
artistic	0.802	0.646	0.632	уметнички
artistry	0.823	0.346	0.769	уметност
artists	0.796	0.667	0.741	уметници
artwork	0.896	0.368	0.679	уметничко дело
arty	0.490	0.422	0.388	арти
asap	0.571	0.500	0.552	што пре
asbestos	0.357	0.481	0.464	азбест
ascend	0.830	0.620	0.812	уздизати се
ascendancy	0.724	0.625	0.700	уздизање
ascendant	0.656	0.673	0.821	асцендент
ascending	0.826	0.644	0.777	узлазни
ascension	0.765	0.720	0.714	уздизање
ascent	0.755	0.627	0.833	успон
ascertain	0.560	0.530	0.625	утврдити
ascertained	0.531	0.529	0.616	констатовано
ascetic	0.438	0.375	0.472	аскетски
ash	0.260	0.210	0.207	пепео
