English Word	Valence	Arousal	Dominance	Uyghur Word
amazedness	0.827	0.872	0.510	ھەيران قېلىش
amazement	0.750	0.800	0.639	ھەيران قېلىش
amazing	0.906	0.837	0.849	ھەيران قالارلىق
amazingly	0.918	0.765	0.920	ھەيران قالارلىق
ambassador	0.651	0.529	0.917	باش ئەلچى
amber	0.635	0.308	0.369	amber
ambience	0.735	0.356	0.426	مۇھىت
ambient	0.625	0.360	0.582	مۇھىت
ambiguity	0.164	0.460	0.370	مۈجمەل
ambiguous	0.265	0.462	0.358	مۈجمەل
ambit	0.479	0.380	0.386	ambit
ambition	0.510	0.804	0.661	ئۇلۇغۋار
ambitious	0.484	0.821	0.717	ئۇلۇغۋار
ambivalent	0.510	0.404	0.482	مۈجمەل
ambrosia	0.571	0.452	0.480	ambrosia
ambulance	0.500	0.750	0.609	قۇتقۇزۇش ماشىنىسى
ambush	0.281	0.830	0.500	ambush
ameliorate	0.770	0.548	0.747	ameliorate
amen	0.781	0.182	0.542	ئامىن
amenable	0.448	0.410	0.406	amenable
amend	0.688	0.406	0.658	تۈزىتىش
amendment	0.531	0.459	0.606	تۈزىتىش
amends	0.640	0.366	0.517	تۈزىتىدۇ
amenity	0.750	0.327	0.574	قۇلايلىق
amethyst	0.622	0.406	0.517	amethyst
amiable	0.847	0.290	0.483	amiable
amicable	0.875	0.330	0.507	دوستانە
amid	0.510	0.340	0.256	ئىچىدە
amidst	0.480	0.330	0.316	ئارىسىدا
amino	0.551	0.402	0.433	ئامىنو
ammo	0.323	0.765	0.621	ammo
ammonia	0.292	0.587	0.409	ئاممىياك
ammonium	0.354	0.396	0.368	ئاممونىي
ammunition	0.338	0.635	0.667	ئوق-دورا
amnesia	0.296	0.330	0.308	amnesia
amnesty	0.551	0.451	0.814	كەچۈرۈم
amorous	0.844	0.670	0.636	amorous
amorphous	0.327	0.402	0.349	amorphous
amortization	0.592	0.491	0.522	amortization
amount	0.562	0.422	0.649	سومما
amour	0.865	0.480	0.652	amour
amp	0.439	0.393	0.375	amp
ampersand	0.480	0.448	0.483	ampersand
amphetamines	0.133	0.667	0.526	amphetamines
amphibian	0.427	0.357	0.474	amphibian
amphibious	0.479	0.346	0.445	amphibious
amphitheater	0.653	0.480	0.545	amphitheater
ample	0.744	0.349	0.719	يېتەرلىك
amplification	0.690	0.677	0.810	كۈچەيتىش
amplify	0.677	0.735	0.827	كۈچەيتىڭ
amplitude	0.694	0.439	0.692	amplitude
amply	0.781	0.431	0.766	يېتەرلىك
amputate	0.092	0.660	0.509	amputate
amputation	0.100	0.755	0.483	amputation
amuck	0.385	0.602	0.321	amuck
amulet	0.781	0.260	0.630	تۇمار
amuse	0.812	0.684	0.664	قىزىقارلىق
amused	0.942	0.847	0.596	قىزىقارلىق
amusement	0.929	0.837	0.803	كۆڭۈل ئېچىش
amusing	0.960	0.829	0.632	قىزىقارلىق
ana	0.541	0.300	0.314	ana
anaconda	0.146	0.830	0.540	anaconda
anaesthesia	0.350	0.217	0.473	ناركوز قىلىش
anaesthetic	0.449	0.268	0.509	ناركوز دورىسى
anagram	0.552	0.327	0.449	anagram
anal	0.333	0.798	0.334	anal
analgesic	0.417	0.321	0.441	analgesic
analogous	0.531	0.270	0.500	ئوخشىتىش
analogue	0.570	0.320	0.446	analogue
analogy	0.510	0.367	0.509	ئوخشىتىش
analysis	0.729	0.448	0.705	تەھلىل
analyst	0.604	0.415	0.755	تەھلىلچى
analytic	0.665	0.521	0.634	analytic
analytical	0.625	0.324	0.800	تەھلىل
analyze	0.667	0.462	0.710	تەھلىل قىلىڭ
analyzer	0.625	0.556	0.854	تەھلىلچى
anaphylactic	0.378	0.588	0.500	anaphylactic
anarchism	0.125	0.804	0.623	anarchism
anarchist	0.204	0.700	0.759	anarchist
anarchy	0.146	0.755	0.620	anarchy
anastomosis	0.375	0.470	0.490	anastomosis
anathema	0.286	0.490	0.519	anathema
anatomic	0.562	0.442	0.546	anatomic
anatomy	0.562	0.390	0.571	anatomy
ancestor	0.592	0.388	0.594	ئەجداد
ancestral	0.640	0.481	0.750	ئەجدادلىرى
ancestry	0.708	0.519	0.717	ئەجدادلىرى
anchor	0.520	0.284	0.564	لەڭگەر
anchorage	0.500	0.325	0.639	لەڭگەر
ancient	0.420	0.217	0.439	قەدىمكى
ancillary	0.449	0.442	0.278	ancillary
androgen	0.255	0.523	0.527	androgen
android	0.663	0.436	0.500	android
anecdote	0.583	0.529	0.500	anecdote
anemia	0.188	0.327	0.310	قان ئازلىق
anemic	0.167	0.279	0.155	قان ئازلىق
anemone	0.552	0.538	0.327	anemone
anesthesia	0.365	0.216	0.394	ناركوز قىلىش
anesthesiologist	0.419	0.224	0.526	ناركوز دوختۇرى
anesthetic	0.350	0.264	0.482	ناركوز دورىسى
aneurysm	0.115	0.690	0.536	aneurysm
anew	0.771	0.358	0.385	يېڭى
angel	0.906	0.158	0.704	پەرىشتە
angelic	0.927	0.298	0.668	پەرىشتە
anger	0.167	0.865	0.657	غەزەپ
angered	0.010	0.860	0.547	ئاچچىقلاندى
angermanagement	0.260	0.632	0.482	angermanagement
angina	0.230	0.630	0.464	angina
angiogram	0.347	0.520	0.465	angiogram
angiography	0.378	0.536	0.520	angiography
angle	0.541	0.330	0.455	بۇلۇڭ
angling	0.625	0.408	0.500	angling
angora	0.529	0.425	0.405	angora
angriest	0.094	0.892	0.430	ئاچچىق
angry	0.122	0.830	0.604	ئاچچىقلاندى
angrytweet	0.265	0.644	0.471	ئاچچىق
angst	0.167	0.888	0.333	angst
anguish	0.153	0.792	0.265	ئازاب
anguished	0.135	0.720	0.307	ئازابلاندى
angular	0.449	0.281	0.444	بۇلۇڭ
anhydrous	0.456	0.365	0.355	anhydrous
animal	0.521	0.510	0.513	ھايۋان
animate	0.827	0.755	0.635	animate
animated	0.823	0.676	0.538	animated
animation	0.888	0.750	0.549	animation
animosity	0.510	0.724	0.545	ئاداۋەت
animus	0.698	0.676	0.466	animus
ankle	0.500	0.274	0.234	بىلەك
anklet	0.410	0.276	0.302	anklet
annals	0.427	0.610	0.424	annals
annex	0.594	0.350	0.458	annex
annexation	0.342	0.500	0.555	annexation
annexe	0.584	0.350	0.392	annexe
annihilate	0.115	0.918	0.681	يوقىتىش
annihilated	0.080	0.760	0.324	يوقىتىلدى
annihilation	0.041	0.800	0.591	يوقىتىش
anniversary	0.880	0.770	0.723	خاتىرە كۈنى
annotate	0.592	0.469	0.441	ئىزاھلاش
annotation	0.604	0.470	0.619	annotation
announce	0.694	0.618	0.611	ئېلان قىلىڭ
announcement	0.729	0.491	0.482	ئېلان قىلىش
announcer	0.602	0.570	0.732	جاكارلىغۇچى
annoy	0.094	0.765	0.286	بىزار
annoyance	0.167	0.718	0.342	بىزار بولۇش
annoyed	0.104	0.783	0.345	بىزار
annoyin	0.260	0.573	0.352	بىزار
annoying	0.082	0.853	0.348	ئادەمنى بىزار قىلىدۇ
annoys	0.146	0.778	0.435	بىزار
annual	0.552	0.236	0.500	يىللىق
annuity	0.521	0.304	0.527	ياشانغاندا كۈتۈنۈش پۇلى
annul	0.250	0.448	0.364	annul
annular	0.310	0.385	0.412	annular
annulment	0.153	0.375	0.447	بىكار قىلىش
annulus	0.458	0.380	0.376	annulus
anointed	0.500	0.368	0.579	مەسىھ قىلىنغان
anointing	0.653	0.350	0.547	مەسىھ قىلىش
anomalous	0.281	0.480	0.423	بىنورمال
anomaly	0.188	0.538	0.404	anomaly
anon	0.479	0.354	0.298	anon
anonymity	0.469	0.255	0.430	نامسىز
anonymous	0.396	0.291	0.431	نامسىز
anorexic	0.160	0.618	0.245	ئىشتىھا تۇتۇلۇش
answer	0.537	0.373	0.661	جاۋاب
answerable	0.708	0.481	0.750	answerable
answering	0.684	0.500	0.607	دەپ جاۋاب بەردى
ant	0.448	0.216	0.216	چۈمۈلە
antagonism	0.224	0.618	0.524	ئاداۋەت
antagonist	0.240	0.615	0.700	antagonist
antagonistic	0.296	0.604	0.565	antagonistic
antagonize	0.143	0.663	0.629	antagonize
ante	0.448	0.320	0.417	ante
antecedent	0.427	0.551	0.566	antecedent
antelope	0.542	0.510	0.500	antelope
antenna	0.521	0.327	0.358	ئانتېننا
anterior	0.510	0.245	0.362	ئالدى
anthem	0.780	0.343	0.729	ناخشىسى
anthill	0.327	0.578	0.377	anthill
anthology	0.338	0.406	0.537	ئانتولوگىيە
anthrax	0.188	0.730	0.500	anthrax
anthropological	0.367	0.390	0.490	ئىنسانشۇناسلىق
anthropologist	0.551	0.385	0.725	ئىنسانشۇناس
anthropology	0.490	0.367	0.582	ئىنسانشۇناسلىق
anti	0.365	0.412	0.384	anti
antiaircraft	0.330	0.622	0.629	antiaircraft
antibiotic	0.510	0.373	0.658	ئانتىبىئوتىك
antibiotics	0.448	0.406	0.557	ئانتىبىئوتىكلار
antichrist	0.082	0.837	0.544	antichrist
anticipate	0.622	0.469	0.667	ئالدىن پەرەز قىلىڭ
anticipation	0.698	0.539	0.711	ئىنتىزارلىق
anticipatory	0.653	0.551	0.682	تەقەززالىق
antics	0.448	0.740	0.236	antics
antidote	0.541	0.490	0.629	antidote
antifungal	0.408	0.412	0.441	ۋىرۇسقا قارشى تۇرۇش
antigravity	0.430	0.714	0.658	ۋىرۇسقا قارشى تۇرۇش
antimony	0.378	0.398	0.490	antimony
antipathy	0.198	0.549	0.393	قىزىتما ياندۇرۇش
antiquarian	0.500	0.233	0.426	antiquarian
antiquated	0.420	0.392	0.236	قەدىمكى دەۋر
antique	0.634	0.290	0.518	قەدىمكى ئەسەر
antiques	0.540	0.370	0.595	قەدىمكى ئەسەرلەر
antiquity	0.385	0.333	0.556	قەدىمكى دەۋر
antiseptic	0.438	0.370	0.623	قىزىتما ياندۇرۇش دورىسى
antisocial	0.146	0.686	0.391	جەمئىيەتكە قارشى
antithesis	0.396	0.412	0.536	ئانتىتېلا
antithetical	0.271	0.509	0.358	ئانتىتېلاغا قارشى
antiviral	0.459	0.470	0.549	ۋىرۇسقا قارشى ۋىرۇس
antler	0.448	0.470	0.500	antler
antsy	0.449	0.558	0.417	antsy
anus	0.347	0.644	0.350	anus
anvil	0.380	0.510	0.604	anvil
anxiety	0.146	0.865	0.342	تەشۋىش
anxietyattack	0.150	0.925	0.446	تەشۋىشلىنىش
anxious	0.281	0.875	0.434	ئەنسىز
anxiousness	0.235	0.814	0.282	تەشۋىش
anytime	0.625	0.461	0.436	ھەر ۋاقىت
aorta	0.448	0.510	0.542	aorta
aortic	0.436	0.540	0.438	aortic
apace	0.536	0.500	0.536	apace
apache	0.687	0.469	0.500	apache
apartment	0.719	0.393	0.580	تۇرالغۇ
apartments	0.704	0.337	0.443	تۇرالغۇ
apathetic	0.188	0.292	0.333	ئەپسانە
apathy	0.184	0.212	0.204	بىپەرۋالىق
ape	0.548	0.389	0.336	ape
aperture	0.612	0.450	0.667	aperture
apex	0.570	0.433	0.418	apex
aphid	0.388	0.473	0.407	aphid
aphrodisiac	0.750	0.846	0.667	aphrodisiac
apiece	0.439	0.259	0.383	apiece
aplomb	0.500	0.509	0.582	aplomb
apocalypse	0.050	0.867	0.736	apocalypse
apocalyptic	0.173	0.880	0.750	ئاخىرەتلىكى
apologetic	0.479	0.461	0.571	كەچۈرۈم سوراش
apologist	0.406	0.429	0.526	كەچۈرۈم سورىغۇچى
apologize	0.551	0.378	0.389	كەچۈرۈم سوراش
apology	0.571	0.346	0.402	كەچۈرۈم سوراش
apostasy	0.388	0.520	0.517	مۇرتەدلىك
apostate	0.342	0.500	0.528	مۇرتەد
apostle	0.646	0.347	0.732	ئەلچى
apostolic	0.592	0.300	0.717	ئەلچى
apostrophe	0.469	0.368	0.537	apostrophe
apothecary	0.561	0.328	0.529	apothecary
appalled	0.194	0.792	0.562	چۆچۈپ كەتتى
appalling	0.160	0.827	0.415	appalling
apparatus	0.375	0.353	0.377	apparatus
apparel	0.698	0.435	0.453	كىيىم-كېچەك
apparent	0.473	0.383	0.398	ئېنىقكى
apparently	0.531	0.410	0.426	ئېنىقكى
apparition	0.406	0.573	0.636	apparition
appeal	0.663	0.598	0.558	نارازىلىق ئەرزى
appear	0.735	0.506	0.567	كۆرۈندى
appearance	0.669	0.490	0.534	تاشقى كۆرۈنۈشى
appease	0.633	0.278	0.434	راھەت
appellant	0.327	0.588	0.568	نارازىلىق ئەرز بىرىلگۈچى
append	0.573	0.464	0.453	append
appendage	0.229	0.382	0.438	قوشۇمچە
appendectomy	0.177	0.670	0.554	appendectomy
appendicitis	0.031	0.640	0.347	appendicitis
appendix	0.365	0.387	0.425	قوشۇمچە
appetite	0.704	0.637	0.581	ئىشتىھا
appetizer	0.755	0.560	0.406	ئىشتىھا ئاچقۇچى
appetizing	0.806	0.657	0.688	ئىشتىھا
applaud	0.865	0.824	0.464	ئالقىش
applause	0.953	0.857	0.621	ئالقىش
apple	0.811	0.300	0.264	ئالما
apple juice	0.765	0.204	0.294	ئالما شەربىتى
applejack	0.604	0.431	0.473	applejack
applesauce	0.750	0.167	0.291	ئالما
appliance	0.582	0.453	0.538	سايمان
appliances	0.594	0.394	0.567	ئېلېكتر سايمانلىرى
applicability	0.677	0.490	0.741	قوللىنىشچانلىقى
applicable	0.469	0.430	0.667	قوللىنىشچان
applicant	0.612	0.558	0.688	ئىلتىماس قىلغۇچى
application	0.646	0.445	0.726	application
apply	0.612	0.321	0.667	ئىلتىماس قىلىڭ
appoint	0.565	0.330	0.509	تەيىنلەش
appointment	0.688	0.594	0.547	تەيىنلەش
appointments	0.745	0.677	0.625	تەيىنلەش
apportion	0.677	0.490	0.638	تەقسىملەش
apportionment	0.552	0.481	0.453	تەقسىملەش
appraisal	0.417	0.667	0.682	باھالاش
appraise	0.677	0.490	0.696	باھالاش
appreciable	0.873	0.491	0.778	مىننەتدار
appreciate	0.885	0.422	0.741	مىننەتدار
appreciated	0.910	0.434	0.779	مىننەتدار
appreciates	0.765	0.500	0.656	مىننەتدار
appreciation	0.917	0.529	0.588	مىننەتدارلىق
appreciative	0.857	0.380	0.654	مىننەتدار
apprehend	0.521	0.624	0.696	تۇتۇش
apprehension	0.385	0.720	0.454	ئەندىشە
apprehensive	0.406	0.592	0.431	قورقۇنچلۇق
apprentice	0.615	0.413	0.452	شاگىرت
apprenticeship	0.812	0.482	0.643	شاگىرت
approach	0.612	0.392	0.610	approach
approaching	0.740	0.557	0.491	يېقىنلىشىۋاتىدۇ
approbate	0.646	0.590	0.860	تەستىق
approbation	0.792	0.529	0.774	تەستىق
appropriate	0.833	0.368	0.759	مۇۋاپىق
appropriation	0.510	0.632	0.717	تەقسىملەش
approval	0.854	0.460	0.889	تەستىق
approve	0.875	0.548	0.741	تەستىق
approved	0.833	0.349	0.698	تەستىقلاندى
approvement	0.880	0.625	0.780	تەستىق
approving	0.917	0.583	0.773	تەستىق
approximate	0.551	0.560	0.520	تەخمىنىي
approximately	0.622	0.396	0.538	تەخمىنەن
approximating	0.583	0.615	0.471	تەخمىنىي
approximation	0.582	0.402	0.593	تەخمىنىي
appurtenances	0.573	0.412	0.547	appurtenances
apricot	0.708	0.320	0.278	ئۆرۈك
apron	0.582	0.208	0.245	apron
apt	0.582	0.418	0.382	apt
aptitude	0.750	0.471	0.746	قابىلىيەت
aqua	0.656	0.292	0.359	aqua
aquamarine	0.729	0.306	0.413	aquamarine
aquarium	0.663	0.327	0.393	aquarium
aquatic	0.677	0.510	0.463	سۇ
aqueduct	0.551	0.411	0.534	سۇ يولى
aqueous	0.429	0.270	0.310	aqueous
arable	0.510	0.350	0.465	تېرىلغۇ
arbiter	0.561	0.537	0.814	كېسىمچى
arbitrary	0.281	0.702	0.686	خالىغانچە
arbitrate	0.470	0.620	0.682	كېسىم
arbitration	0.587	0.602	0.670	كېسىم
arbitrator	0.385	0.448	0.795	كېسىمچى
arbor	0.583	0.490	0.591	arbor
arc	0.552	0.388	0.396	arc
arcade	0.676	0.521	0.502	arcade
arcane	0.500	0.490	0.637	arcane
arch	0.500	0.354	0.468	arch
archaeological	0.740	0.441	0.660	ئارخېئولوگىيەلىك
archaeologist	0.552	0.451	0.706	ئارخېئولوگ
archaeology	0.596	0.358	0.691	ئارخېئولوگىيە
archaic	0.271	0.327	0.332	archaic
archangel	0.837	0.500	0.708	archangel
archbishop	0.622	0.280	0.776	Archbishop
archdiocese	0.400	0.321	0.704	archdiocese
archduke	0.458	0.413	0.634	archduke
arched	0.582	0.403	0.398	ئەگمە
archer	0.573	0.622	0.661	ئوقيا
archery	0.594	0.604	0.589	ئوقيا
archetype	0.448	0.520	0.569	archetype
archipelago	0.745	0.370	0.592	تاقىم ئاراللىرى
architect	0.776	0.442	0.836	بىناكار
architectural	0.729	0.390	0.670	بىناكارلىق
architecture	0.820	0.390	0.694	بىناكارلىق
archive	0.438	0.294	0.527	ئارخىپ
arctic	0.615	0.352	0.546	شىمالىي قۇتۇپ
ardent	0.694	0.873	0.722	ardent
ardor	0.500	0.780	0.538	ardor
arduous	0.344	0.783	0.605	جاپالىق
area	0.490	0.306	0.464	رايون
arena	0.510	0.235	0.404	arena
areola	0.417	0.396	0.381	areola
areyoukidding	0.429	0.633	0.400	areyoukidding
areyoukiddingme	0.365	0.635	0.375	areyoukiddingme
argent	0.594	0.418	0.472	argent
argh	0.260	0.538	0.328	argh
arghh	0.292	0.536	0.397	arghh
arghhhh	0.250	0.618	0.324	arghhhh
argue	0.093	0.798	0.525	تالاش-تارتىش قىلىش
argument	0.510	0.464	0.698	تالاش-تارتىش
argumentation	0.479	0.549	0.760	تالاش-تارتىش
argumentative	0.450	0.531	0.679	تالاش-تارتىش
arguments	0.541	0.602	0.657	تالاش-تارتىش
arid	0.323	0.333	0.379	قۇرغاق
arise	0.750	0.582	0.725	ئورنىدىن تۇر
aristocracy	0.688	0.549	0.842	ئاقسۆڭەكلەر
aristocrat	0.583	0.413	0.811	ئاقسۆڭەك
aristocratic	0.449	0.519	0.676	ئاقسۆڭەك
arithmetic	0.453	0.460	0.634	ھېسابلاش
ark	0.396	0.427	0.543	كېمە
arm	0.552	0.285	0.469	arm
armada	0.408	0.740	0.868	armada
armament	0.198	0.764	0.810	قورال-ياراغ
armaments	0.192	0.839	0.830	قورال-ياراغ
armature	0.510	0.558	0.755	armature
armchair	0.646	0.164	0.339	ئورۇندۇق
armed	0.188	0.750	0.808	قوراللىق
armor	0.469	0.625	0.784	ساۋۇت
armored	0.469	0.509	0.861	برونېۋىك
armory	0.448	0.663	0.800	قورال-ياراغ
armpit	0.283	0.439	0.250	قولتۇق
arms	0.464	0.395	0.483	قورال
army	0.417	0.759	0.902	ئارمىيە
aroma	0.823	0.235	0.442	خۇشپۇراق
aromatherapy	0.847	0.220	0.473	aromatherapy
arousal	0.791	0.943	0.731	arousal
arouse	0.740	0.491	0.580	ئويغىنىش
aroused	0.708	0.952	0.667	ئويغاندى
arraignment	0.406	0.837	0.534	arraignment
arrange	0.740	0.490	0.571	ئورۇنلاشتۇرۇڭ
arranged	0.698	0.531	0.728	ئورۇنلاشتۇرۇلغان
arrangement	0.625	0.382	0.683	ئورۇنلاشتۇرۇش
array	0.521	0.396	0.568	سانلار گۇرپىسى
arrears	0.286	0.485	0.302	نېسى قالغان
arrest	0.146	0.951	0.500	قولغا ئېلىش
arrhythmia	0.265	0.706	0.356	رېتىمسىزلىق
arrival	0.678	0.510	0.474	يېتىپ كېلىش
arrive	0.837	0.406	0.585	كەل
arrogance	0.143	0.750	0.620	تەكەببۇرلۇق
arrogant	0.115	0.755	0.580	تەكەببۇر
arrow	0.439	0.390	0.454	يا ئوق
arsehole	0.276	0.598	0.433	arsehole
arseholes	0.188	0.545	0.351	arseholes
arsenal	0.365	0.741	0.752	arsenal
arsenic	0.281	0.472	0.447	arsenic
arson	0.133	0.904	0.567	ئوت قويۇش
arsonist	0.348	0.840	0.500	ئوت قويغۇچى
art	0.812	0.360	0.603	سەنئەت
arterial	0.396	0.510	0.583	ئارتېرىيە
artery	0.396	0.580	0.537	ئارتېرىيە
artful	0.771	0.608	0.778	artful
arthritis	0.110	0.518	0.345	بوغۇم ياللۇغى
arthropod	0.344	0.464	0.434	arthropod
artichoke	0.583	0.218	0.287	artichoke
article	0.594	0.280	0.481	ماقالە
articles	0.552	0.324	0.565	ماقالىلەر
articulate	0.677	0.462	0.618	articulate
articulation	0.479	0.480	0.591	articulation
artifact	0.510	0.500	0.566	artifact
artifice	0.316	0.696	0.482	artifice
artificial	0.306	0.385	0.351	سۈنئىي
artillery	0.350	0.912	0.794	زەمبىرەك
artisan	0.781	0.330	0.411	قول ھۈنەرۋەن
artist	0.802	0.442	0.732	سەنئەتكار
artiste	0.844	0.512	0.565	سەنئەتكار
artistic	0.802	0.646	0.632	بەدىئىي
artistry	0.823	0.346	0.769	سەنئەتكار
artists	0.796	0.667	0.741	سەنئەتكارلار
artwork	0.896	0.368	0.679	سەنئەت ئەسەرلىرى
arty	0.490	0.422	0.388	arty
asap	0.571	0.500	0.552	asap
asbestos	0.357	0.481	0.464	asbestos
ascend	0.830	0.620	0.812	ئۆرلەش
ascendancy	0.724	0.625	0.700	ascendancy
ascendant	0.656	0.673	0.821	ascendant
ascending	0.826	0.644	0.777	ئۆرلەۋاتىدۇ
ascension	0.765	0.720	0.714	ascension
ascent	0.755	0.627	0.833	ascent
ascertain	0.560	0.530	0.625	ئېنىق
ascertained	0.531	0.529	0.616	ئېنىقلاندى
ascetic	0.438	0.375	0.472	زاھىد
ash	0.260	0.210	0.207	كۈل
ashamed	0.156	0.588	0.228	نومۇس قىلدى
ashes	0.327	0.279	0.142	كۈل
ashtray	0.406	0.382	0.265	ashtray
asinine	0.429	0.472	0.433	asinine
ask	0.531	0.440	0.459	سوراڭ
asleeep	0.490	0.210	0.322	asleeep
asleep	0.604	0.100	0.270	ئۇخلاۋاتىدۇ
asp	0.438	0.489	0.375	asp
asparagus	0.469	0.317	0.264	asparagus
aspartame	0.469	0.480	0.322	aspartame
aspect	0.479	0.469	0.588	تەرەپ
aspects	0.439	0.480	0.565	تەرەپلىرى
aspen	0.479	0.280	0.395	aspen
asphalt	0.479	0.264	0.439	ئاسفالت
asphyxia	0.198	0.704	0.311	ئاسفالتسىيە
asphyxiation	0.059	0.745	0.412	نەپەسلىنىش
aspiration	0.704	0.724	0.675	ئارزۇ
aspire	0.812	0.469	0.722	aspire
aspirin	0.479	0.271	0.422	aspirin
aspiring	0.844	0.582	0.604	ئارزۇ
ass	0.323	0.750	0.345	ئېشەك
assail	0.378	0.510	0.500	ھۇجۇمچى
assailant	0.184	0.868	0.602	ھۇجۇم قىلغۇچى
assassin	0.073	0.933	0.632	قاتىل
assassinate	0.051	0.969	0.722	قاتىل
assassination	0.083	0.941	0.525	قەستلەپ ئۆلتۈرۈش
assault	0.167	0.848	0.550	ھۇجۇم قىلىش
assay	0.633	0.559	0.594	assay
assemblage	0.429	0.452	0.600	يىغىلىش
assemble	0.542	0.570	0.750	يىغىلىش
assembled	0.663	0.450	0.644	يىغىلدى
assembly	0.698	0.500	0.640	مەجلىس
assemblyman	0.430	0.538	0.760	مەجلىس
assent	0.615	0.515	0.719	ماقۇل
assert	0.750	0.619	0.809	جەزملەشتۈرۈڭ
asserting	0.694	0.531	0.736	دەلىللەش
assertion	0.740	0.442	0.750	assertion
assertive	0.719	0.412	0.770	قەتئىيلىك
assess	0.698	0.500	0.623	باھالاش
assessment	0.750	0.623	0.658	باھالاش
assessor	0.551	0.538	0.764	باھالىغۇچى
asset	0.797	0.765	0.788	مۈلۈك
assets	0.667	0.613	0.765	مۈلۈك
asshole	0.133	0.582	0.263	asshole
assign	0.622	0.417	0.709	assign
assignee	0.510	0.462	0.510	تاپشۇرۇۋالغۇچى
assignment	0.483	0.398	0.745	تاپشۇرۇق
assimilate	0.559	0.391	0.683	assimilate
assimilation	0.429	0.378	0.463	ئاسسىمىلياتسىيە
assist	0.833	0.435	0.629	ياردەم
assistance	0.656	0.519	0.633	ياردەم
assistant	0.625	0.390	0.536	ياردەمچى
