English Word	Valence	Arousal	Dominance	Scots-Gaelic Word
anal	0.333	0.798	0.334	anal
analgesic	0.417	0.321	0.441	analgesic
analogous	0.531	0.270	0.500	coimeasach
analogue	0.570	0.320	0.446	analogue
analogy	0.510	0.367	0.509	analach
analysis	0.729	0.448	0.705	mion-sgrùdadh
analyst	0.604	0.415	0.755	anailisiche
analytic	0.665	0.521	0.634	anailiseach
analytical	0.625	0.324	0.800	anailiseach
analyze	0.667	0.462	0.710	mion-sgrùdadh
analyzer	0.625	0.556	0.854	anailisiche
anaphylactic	0.378	0.588	0.500	anaphylactic
anarchism	0.125	0.804	0.623	anarchism
anarchist	0.204	0.700	0.759	anarchist
anarchy	0.146	0.755	0.620	anarchy
anastomosis	0.375	0.470	0.490	anastomosis
anathema	0.286	0.490	0.519	anathema
anatomic	0.562	0.442	0.546	anatomaigeach
anatomy	0.562	0.390	0.571	ana-mianna
ancestor	0.592	0.388	0.594	sinnsear
ancestral	0.640	0.481	0.750	sinnsear
ancestry	0.708	0.519	0.717	sinnsearachd
anchor	0.520	0.284	0.564	acair
anchorage	0.500	0.325	0.639	acarsaid
ancient	0.420	0.217	0.439	aosmhor
ancillary	0.449	0.442	0.278	taiceil
androgen	0.255	0.523	0.527	androgen
android	0.663	0.436	0.500	android
anecdote	0.583	0.529	0.500	naidheachdas
anemia	0.188	0.327	0.310	anemia
anemic	0.167	0.279	0.155	anamic
anemone	0.552	0.538	0.327	anemone
anesthesia	0.365	0.216	0.394	anesthesia
anesthesiologist	0.419	0.224	0.526	anesthesiologist
anesthetic	0.350	0.264	0.482	anesthetic
aneurysm	0.115	0.690	0.536	aneurysm
anew	0.771	0.358	0.385	as ùr
angel	0.906	0.158	0.704	aingeal
angelic	0.927	0.298	0.668	aingil
anger	0.167	0.865	0.657	fearg
angered	0.010	0.860	0.547	feargach
angermanagement	0.260	0.632	0.482	riaghladh feirge
angina	0.230	0.630	0.464	angina
angiogram	0.347	0.520	0.465	angiogram
angiography	0.378	0.536	0.520	angiography
angle	0.541	0.330	0.455	ceàrn
angling	0.625	0.408	0.500	iasgach slaite
angora	0.529	0.425	0.405	angora
angriest	0.094	0.892	0.430	feargach
angry	0.122	0.830	0.604	feargach
angrytweet	0.265	0.644	0.471	feargachtweet
angst	0.167	0.888	0.333	dòrainn
anguish	0.153	0.792	0.265	cràdh
anguished	0.135	0.720	0.307	brònach
angular	0.449	0.281	0.444	uilleach
anhydrous	0.456	0.365	0.355	neo-thorrach
animal	0.521	0.510	0.513	beathach
animate	0.827	0.755	0.635	beothachadh
animated	0.823	0.676	0.538	beothaichte
animation	0.888	0.750	0.549	beothachadh
animosity	0.510	0.724	0.545	beothalachd
animus	0.698	0.676	0.466	anamus
ankle	0.500	0.274	0.234	adhbrann
anklet	0.410	0.276	0.302	anklet
annals	0.427	0.610	0.424	annals
annex	0.594	0.350	0.458	leas-thaigh
annexation	0.342	0.500	0.555	annexation
annexe	0.584	0.350	0.392	leas-thaigh
annihilate	0.115	0.918	0.681	sgrios
annihilated	0.080	0.760	0.324	air a chur às
annihilation	0.041	0.800	0.591	sgrios
anniversary	0.880	0.770	0.723	ceann-bliadhna
annotate	0.592	0.469	0.441	nota
annotation	0.604	0.470	0.619	nota
announce	0.694	0.618	0.611	ainmeachadh
announcement	0.729	0.491	0.482	sanas
announcer	0.602	0.570	0.732	neach-gairm
annoy	0.094	0.765	0.286	buaireadh
annoyance	0.167	0.718	0.342	buaireadh
annoyed	0.104	0.783	0.345	diombach
annoyin	0.260	0.573	0.352	annoyin
annoying	0.082	0.853	0.348	brònach
annoys	0.146	0.778	0.435	buaireadh
annual	0.552	0.236	0.500	bliadhnail
annuity	0.521	0.304	0.527	bliadhnachd
annul	0.250	0.448	0.364	neo-ghloine
annular	0.310	0.385	0.412	annular
annulment	0.153	0.375	0.447	neo-bhreith
annulus	0.458	0.380	0.376	annulus
anointed	0.500	0.368	0.579	ungadh
anointing	0.653	0.350	0.547	ungadh
anomalous	0.281	0.480	0.423	neo-riaghailteach
anomaly	0.188	0.538	0.404	neo-riaghailteachd
anon	0.479	0.354	0.298	anon
anonymity	0.469	0.255	0.430	gun urra
anonymous	0.396	0.291	0.431	gun urra
anorexic	0.160	0.618	0.245	anorexic
answer	0.537	0.373	0.661	freagair
answerable	0.708	0.481	0.750	freagarach
answering	0.684	0.500	0.607	a' freagairt
ant	0.448	0.216	0.216	seang
antagonism	0.224	0.618	0.524	naimhdeas
antagonist	0.240	0.615	0.700	antagonist
antagonistic	0.296	0.604	0.565	antagonist
antagonize	0.143	0.663	0.629	ana-cainnt
ante	0.448	0.320	0.417	ante
antecedent	0.427	0.551	0.566	roimhe
antelope	0.542	0.510	0.500	antelope
antenna	0.521	0.327	0.358	antenna
anterior	0.510	0.245	0.362	roimhe
anthem	0.780	0.343	0.729	laoidh
anthill	0.327	0.578	0.377	antill
anthology	0.338	0.406	0.537	duanaire
anthrax	0.188	0.730	0.500	antrax
anthropological	0.367	0.390	0.490	antropological
anthropologist	0.551	0.385	0.725	antropologist
anthropology	0.490	0.367	0.582	antropology
anti	0.365	0.412	0.384	frith
antiaircraft	0.330	0.622	0.629	anti-itealain
antibiotic	0.510	0.373	0.658	antibiotic
antibiotics	0.448	0.406	0.557	antibiotics
antichrist	0.082	0.837	0.544	frith-chrìosd
anticipate	0.622	0.469	0.667	an dùil
anticipation	0.698	0.539	0.711	dùil
anticipatory	0.653	0.551	0.682	dùileach
antics	0.448	0.740	0.236	seanchais
antidote	0.541	0.490	0.629	antidote
antifungal	0.408	0.412	0.441	antifungal
antigravity	0.430	0.714	0.658	antigravity
antimony	0.378	0.398	0.490	antimonaidh
antipathy	0.198	0.549	0.393	antipathy
antiquarian	0.500	0.233	0.426	àrsaidh
antiquated	0.420	0.392	0.236	àrsaidh
antique	0.634	0.290	0.518	àrsaidh
antiques	0.540	0.370	0.595	seann rudan
antiquity	0.385	0.333	0.556	àrsachd
antiseptic	0.438	0.370	0.623	antiseptic
antisocial	0.146	0.686	0.391	mì-shòisealta
antithesis	0.396	0.412	0.536	antithesis
antithetical	0.271	0.509	0.358	mì-bheusach
antiviral	0.459	0.470	0.549	anti-bhìorais
antler	0.448	0.470	0.500	cabar
antsy	0.449	0.558	0.417	seang
anus	0.347	0.644	0.350	anus
anvil	0.380	0.510	0.604	innean
anxiety	0.146	0.865	0.342	dragh
anxietyattack	0.150	0.925	0.446	ionnsaigh-inntinn
anxious	0.281	0.875	0.434	iomagaineach
anxiousness	0.235	0.814	0.282	iomagain
anytime	0.625	0.461	0.436	uair sam bith
aorta	0.448	0.510	0.542	aorta
aortic	0.436	0.540	0.438	aortach
apace	0.536	0.500	0.536	gu luath
apache	0.687	0.469	0.500	apache
apartment	0.719	0.393	0.580	àros
apartments	0.704	0.337	0.443	flataichean
apathetic	0.188	0.292	0.333	apathetic
apathy	0.184	0.212	0.204	dìmeas
ape	0.548	0.389	0.336	uchd
aperture	0.612	0.450	0.667	fosgladh
apex	0.570	0.433	0.418	uchd
aphid	0.388	0.473	0.407	aphid
aphrodisiac	0.750	0.846	0.667	aphrodisiac
apiece	0.439	0.259	0.383	pìos
aplomb	0.500	0.509	0.582	ubhal
apocalypse	0.050	0.867	0.736	apocalypse
apocalyptic	0.173	0.880	0.750	apocalyptic
apologetic	0.479	0.461	0.571	leisgeul
apologist	0.406	0.429	0.526	leisgeul
apologize	0.551	0.378	0.389	gabh mo leisgeul
apology	0.571	0.346	0.402	leisgeul
apostasy	0.388	0.520	0.517	apostasy
apostate	0.342	0.500	0.528	apostate
apostle	0.646	0.347	0.732	abstol
apostolic	0.592	0.300	0.717	abstolach
apostrophe	0.469	0.368	0.537	abstol
apothecary	0.561	0.328	0.529	apothecary
appalled	0.194	0.792	0.562	uamhasaich
appalling	0.160	0.827	0.415	uamhasach
apparatus	0.375	0.353	0.377	uidheam
apparel	0.698	0.435	0.453	èideadh
apparent	0.473	0.383	0.398	follaiseach
apparently	0.531	0.410	0.426	a rèir choltais
apparition	0.406	0.573	0.636	dealradh
appeal	0.663	0.598	0.558	tagradh
appear	0.735	0.506	0.567	nochdadh
appearance	0.669	0.490	0.534	coltas
appease	0.633	0.278	0.434	sìtheachadh
appellant	0.327	0.588	0.568	neach-tagraidh
append	0.573	0.464	0.453	cuir ris
appendage	0.229	0.382	0.438	eàrr-ràdh
appendectomy	0.177	0.670	0.554	appendectomy
appendicitis	0.031	0.640	0.347	appendicitis
appendix	0.365	0.387	0.425	pàipear-taice
appetite	0.704	0.637	0.581	goile
appetizer	0.755	0.560	0.406	biadhadh
appetizing	0.806	0.657	0.688	blasda
applaud	0.865	0.824	0.464	moladh
applause	0.953	0.857	0.621	moladh
apple	0.811	0.300	0.264	ubhal
apple juice	0.765	0.204	0.294	sùgh ubhal
applejack	0.604	0.431	0.473	applejack
applesauce	0.750	0.167	0.291	ubhal
appliance	0.582	0.453	0.538	inneal
appliances	0.594	0.394	0.567	innealan
applicability	0.677	0.490	0.741	freagarrachd
applicable	0.469	0.430	0.667	iomchaidh
applicant	0.612	0.558	0.688	tagraiche
application	0.646	0.445	0.726	tagradh
apply	0.612	0.321	0.667	tagradh
appoint	0.565	0.330	0.509	chur an dreuchd
appointment	0.688	0.594	0.547	coinne
appointments	0.745	0.677	0.625	dreuchdan
apportion	0.677	0.490	0.638	roinneadh
apportionment	0.552	0.481	0.453	roinneadh
appraisal	0.417	0.667	0.682	measadh
appraise	0.677	0.490	0.696	measadh
appreciable	0.873	0.491	0.778	measail
appreciate	0.885	0.422	0.741	meas
appreciated	0.910	0.434	0.779	meas
appreciates	0.765	0.500	0.656	ga meas
appreciation	0.917	0.529	0.588	meas
appreciative	0.857	0.380	0.654	measail
apprehend	0.521	0.624	0.696	grèim
apprehension	0.385	0.720	0.454	dragh
apprehensive	0.406	0.592	0.431	eagallach
apprentice	0.615	0.413	0.452	phreantas
apprenticeship	0.812	0.482	0.643	preantasachd
approach	0.612	0.392	0.610	dòigh-obrach
approaching	0.740	0.557	0.491	a' tighinn faisg
approbate	0.646	0.590	0.860	aonta
approbation	0.792	0.529	0.774	approbation
appropriate	0.833	0.368	0.759	iomchaidh
appropriation	0.510	0.632	0.717	sealbhachadh
approval	0.854	0.460	0.889	aonta
approve	0.875	0.548	0.741	aontachadh
approved	0.833	0.349	0.698	aontaichte
approvement	0.880	0.625	0.780	aonta
approving	0.917	0.583	0.773	a' ceadachadh
approximate	0.551	0.560	0.520	tuairmseach
approximately	0.622	0.396	0.538	mu thimcheall
approximating	0.583	0.615	0.471	tuairmseach
approximation	0.582	0.402	0.593	tuairmse
appurtenances	0.573	0.412	0.547	brathan
apricot	0.708	0.320	0.278	apricot
apron	0.582	0.208	0.245	aparan
apt	0.582	0.418	0.382	iomchaidh
aptitude	0.750	0.471	0.746	feallsanachd
aqua	0.656	0.292	0.359	uisge
aquamarine	0.729	0.306	0.413	aquamarine
aquarium	0.663	0.327	0.393	aquarium
aquatic	0.677	0.510	0.463	uisgeach
aqueduct	0.551	0.411	0.534	drochaid-uisge
aqueous	0.429	0.270	0.310	uisgeach
arable	0.510	0.350	0.465	àitich
arbiter	0.561	0.537	0.814	fear-riaghlaidh
arbitrary	0.281	0.702	0.686	mi-riaghailteach
arbitrate	0.470	0.620	0.682	rèiteach
arbitration	0.587	0.602	0.670	rèiteachaidh
arbitrator	0.385	0.448	0.795	neach-rèiteachaidh
arbor	0.583	0.490	0.591	arbhar
arc	0.552	0.388	0.396	stuagh
arcade	0.676	0.521	0.502	stuagh
arcane	0.500	0.490	0.637	stuaghach
arch	0.500	0.354	0.468	bogha
archaeological	0.740	0.441	0.660	àrc-eòlais
archaeologist	0.552	0.451	0.706	arc-eòlaiche
archaeology	0.596	0.358	0.691	arc-eòlas
archaic	0.271	0.327	0.332	àrsaidh
archangel	0.837	0.500	0.708	archangel
archbishop	0.622	0.280	0.776	àrd-easbuig
archdiocese	0.400	0.321	0.704	àrd-easbaig
archduke	0.458	0.413	0.634	àrd-diùc
arched	0.582	0.403	0.398	boghach
archer	0.573	0.622	0.661	boghadair
archery	0.594	0.604	0.589	boghadaireachd
archetype	0.448	0.520	0.569	àrsaidheachd
archipelago	0.745	0.370	0.592	eileanan
architect	0.776	0.442	0.836	ailtire
architectural	0.729	0.390	0.670	ailtireachd
architecture	0.820	0.390	0.694	ailtireachd
archive	0.438	0.294	0.527	tasglann
arctic	0.615	0.352	0.546	artaigeach
ardent	0.694	0.873	0.722	àrdanach
ardor	0.500	0.780	0.538	àrdanach
arduous	0.344	0.783	0.605	trom
area	0.490	0.306	0.464	sgìre
arena	0.510	0.235	0.404	raon
areola	0.417	0.396	0.381	caola
areyoukidding	0.429	0.633	0.400	a bheil thu a' pògadh
areyoukiddingme	0.365	0.635	0.375	A bheil thu a’ tarraing mo chois
argent	0.594	0.418	0.472	argent
argh	0.260	0.538	0.328	àgh
arghh	0.292	0.536	0.397	argh
arghhhh	0.250	0.618	0.324	arghhh
argue	0.093	0.798	0.525	argamaid
argument	0.510	0.464	0.698	argamaid
argumentation	0.479	0.549	0.760	argamaid
argumentative	0.450	0.531	0.679	argamaideach
arguments	0.541	0.602	0.657	argamaidean
arid	0.323	0.333	0.379	iochd
arise	0.750	0.582	0.725	èirich
aristocracy	0.688	0.549	0.842	uaislean
aristocrat	0.583	0.413	0.811	uaislean
aristocratic	0.449	0.519	0.676	uaislean
arithmetic	0.453	0.460	0.634	àireamhachd
ark	0.396	0.427	0.543	àirc
arm	0.552	0.285	0.469	ghàirdean
armada	0.408	0.740	0.868	armada
armament	0.198	0.764	0.810	armachd
armaments	0.192	0.839	0.830	armachd
armature	0.510	0.558	0.755	armachd
armchair	0.646	0.164	0.339	cathair-armachd
armed	0.188	0.750	0.808	armaichte
armor	0.469	0.625	0.784	armachd
armored	0.469	0.509	0.861	armaichte
armory	0.448	0.663	0.800	armachd
armpit	0.283	0.439	0.250	armpit
arms	0.464	0.395	0.483	gàirdeanan
army	0.417	0.759	0.902	arm
aroma	0.823	0.235	0.442	aroma
aromatherapy	0.847	0.220	0.473	aromatherapy
arousal	0.791	0.943	0.731	arousal
arouse	0.740	0.491	0.580	eirich
aroused	0.708	0.952	0.667	dh' eirich
arraignment	0.406	0.837	0.534	rèiteach
arrange	0.740	0.490	0.571	rèiteachadh
arranged	0.698	0.531	0.728	rèiteachadh
arrangement	0.625	0.382	0.683	rèiteachadh
array	0.521	0.396	0.568	eagar
arrears	0.286	0.485	0.302	cùl-fhiachan
arrest	0.146	0.951	0.500	chur an grèim
arrhythmia	0.265	0.706	0.356	arrhythmia
arrival	0.678	0.510	0.474	teachd
arrive	0.837	0.406	0.585	ruighinn
arrogance	0.143	0.750	0.620	àrdan
arrogant	0.115	0.755	0.580	àrdanach
arrow	0.439	0.390	0.454	saighead
arsehole	0.276	0.598	0.433	toll-toll
arseholes	0.188	0.545	0.351	arseholes
arsenal	0.365	0.741	0.752	arsenal
arsenic	0.281	0.472	0.447	arsainic
arson	0.133	0.904	0.567	losgadh-losgaidh
arsonist	0.348	0.840	0.500	losgadh-losgaidh
art	0.812	0.360	0.603	ealain
arterial	0.396	0.510	0.583	arterial
artery	0.396	0.580	0.537	artaireachd
artful	0.771	0.608	0.778	ealanta
arthritis	0.110	0.518	0.345	airtritis
arthropod	0.344	0.464	0.434	artrapod
artichoke	0.583	0.218	0.287	artichoke
article	0.594	0.280	0.481	artaigil
articles	0.552	0.324	0.565	artaigilean
articulate	0.677	0.462	0.618	innis
articulation	0.479	0.480	0.591	aithris
artifact	0.510	0.500	0.566	innleachd
artifice	0.316	0.696	0.482	innleachd
artificial	0.306	0.385	0.351	fuadain
artillery	0.350	0.912	0.794	làmhachas
artisan	0.781	0.330	0.411	neach-ciùird
artist	0.802	0.442	0.732	neach-ealain
artiste	0.844	0.512	0.565	neach-ealain
artistic	0.802	0.646	0.632	ealanta
artistry	0.823	0.346	0.769	ealain
artists	0.796	0.667	0.741	luchd-ealain
artwork	0.896	0.368	0.679	obair-ealain
arty	0.490	0.422	0.388	ealain
asap	0.571	0.500	0.552	cho luath
asbestos	0.357	0.481	0.464	asbestos
ascend	0.830	0.620	0.812	dìreadh
ascendancy	0.724	0.625	0.700	aingidheachd
ascendant	0.656	0.673	0.821	a shinnsear
ascending	0.826	0.644	0.777	a' dìreadh
ascension	0.765	0.720	0.714	dìreadh
ascent	0.755	0.627	0.833	dìreadh
ascertain	0.560	0.530	0.625	dearbhadh
ascertained	0.531	0.529	0.616	dearbhte
ascetic	0.438	0.375	0.472	ascetic
ash	0.260	0.210	0.207	luaithre
ashamed	0.156	0.588	0.228	ioghnadh
ashes	0.327	0.279	0.142	luaithre
ashtray	0.406	0.382	0.265	luaithre
asinine	0.429	0.472	0.433	ainin
ask	0.531	0.440	0.459	faighnich
asleeep	0.490	0.210	0.322	na chadal
asleep	0.604	0.100	0.270	na chadal
asp	0.438	0.489	0.375	asp
asparagus	0.469	0.317	0.264	asparagus
aspartame	0.469	0.480	0.322	aspartame
aspect	0.479	0.469	0.588	taobh
aspects	0.439	0.480	0.565	thaobhan
aspen	0.479	0.280	0.395	critheann
asphalt	0.479	0.264	0.439	asphalt
asphyxia	0.198	0.704	0.311	asphyxia
asphyxiation	0.059	0.745	0.412	asphyxiation
aspiration	0.704	0.724	0.675	miann
aspire	0.812	0.469	0.722	miann
aspirin	0.479	0.271	0.422	aspirin
aspiring	0.844	0.582	0.604	miannach
ass	0.323	0.750	0.345	asal
assail	0.378	0.510	0.500	assail
assailant	0.184	0.868	0.602	neach-ionnsaigh
assassin	0.073	0.933	0.632	murtair
assassinate	0.051	0.969	0.722	marbhadh
assassination	0.083	0.941	0.525	murt
assault	0.167	0.848	0.550	ionnsaigh
assay	0.633	0.559	0.594	assay
assemblage	0.429	0.452	0.600	co-chruinneachadh
assemble	0.542	0.570	0.750	cruinnich
assembled	0.663	0.450	0.644	cruinnich
assembly	0.698	0.500	0.640	co-chruinneachadh
assemblyman	0.430	0.538	0.760	fear-tionail
assent	0.615	0.515	0.719	aonta
assert	0.750	0.619	0.809	dearbhaich
asserting	0.694	0.531	0.736	ag agairt
assertion	0.740	0.442	0.750	dearbhadh
assertive	0.719	0.412	0.770	dearbhte
assess	0.698	0.500	0.623	measadh
assessment	0.750	0.623	0.658	measadh
assessor	0.551	0.538	0.764	measadair
asset	0.797	0.765	0.788	so-mhaoin
assets	0.667	0.613	0.765	maoin
asshole	0.133	0.582	0.263	asshole
assign	0.622	0.417	0.709	sònraich
assignee	0.510	0.462	0.510	neach-sònrachaidh
assignment	0.483	0.398	0.745	dreuchd
assimilate	0.559	0.391	0.683	comh-ghabhail
assimilation	0.429	0.378	0.463	co-chothromachadh
assist	0.833	0.435	0.629	cuidich
assistance	0.656	0.519	0.633	cobhair
assistant	0.625	0.390	0.536	neach-cuideachaidh
associate	0.812	0.409	0.625	chompanach
association	0.745	0.500	0.817	comhluadar
assorted	0.602	0.460	0.472	measgaichte
assortment	0.694	0.360	0.526	asortment
assuage	0.745	0.255	0.500	assuage
assume	0.698	0.401	0.464	gabhail ris
assumed	0.612	0.247	0.454	gabhail ris
assuming	0.740	0.390	0.526	a' gabhail ris
assumption	0.479	0.431	0.417	barail
assurance	0.675	0.442	0.704	dearbhachd
assure	0.910	0.460	0.839	cinnteach
assured	0.878	0.327	0.754	cinnteach
assuredly	0.786	0.396	0.833	gu cinnteach
asterisk	0.541	0.288	0.273	reult
asteroid	0.430	0.721	0.623	astaroid
asteroids	0.361	0.694	0.712	asteroids
asthma	0.198	0.549	0.227	asthma
asthmatic	0.229	0.706	0.294	asthmatic
astigmatism	0.214	0.490	0.429	astigmatism
astonish	0.786	0.845	0.658	ioghnadh
astonished	0.510	0.775	0.574	ioghnadh
astonishing	0.844	0.802	0.821	iongantach
astonishingly	0.827	0.898	0.773	gu h-iongantach
astonishment	0.680	0.718	0.519	ioghnadh
astound	0.729	0.675	0.474	ioghnadh
astral	0.604	0.417	0.567	astral
astray	0.098	0.676	0.308	air seachran
astringent	0.316	0.500	0.474	astring
astrologer	0.594	0.519	0.673	speuradair
astrology	0.635	0.340	0.500	astrology
astronaut	0.792	0.601	0.761	speuradair
astronomer	0.750	0.509	0.735	speuradair
astronomical	0.600	0.632	0.726	speurail
astronomy	0.613	0.474	0.722	reul-eòlas
astute	0.776	0.658	0.827	seòlta
asunder	0.208	0.442	0.259	seachainn
asylum	0.407	0.330	0.445	tearmann
asymmetric	0.580	0.343	0.465	neo-chunbhalach
asymmetry	0.476	0.373	0.527	neo-chunbhalachd
asymptotic	0.479	0.451	0.472	asymptotic
atelier	0.490	0.330	0.705	atelier
atheism	0.276	0.460	0.481	aimhleas
atheistic	0.373	0.481	0.466	atheist
atherosclerosis	0.250	0.480	0.343	atherosclerosis
athlete	0.781	0.718	0.686	lùth-chleasaiche
athletic	0.857	0.798	0.708	lùth-chleasachd
athleticism	0.750	0.863	0.778	lùth-chleasachd
athletics	0.831	0.691	0.740	lùth-chleasachd
atlas	0.531	0.306	0.554	atlas
atmosphere	0.604	0.300	0.560	àile
atmospheric	0.531	0.420	0.594	àile
atoll	0.480	0.408	0.472	atall
atom	0.510	0.500	0.433	adamh
atomic	0.327	0.817	0.713	atamach
atone	0.418	0.673	0.411	aoin
atonement	0.550	0.602	0.683	rèite
atpeace	0.724	0.298	0.519	aig fois
atrium	0.469	0.365	0.473	atrium
atrocious	0.073	0.811	0.445	eagallach
atrocity	0.115	0.844	0.593	buaireadh
atrophy	0.177	0.540	0.208	atrophy
attach	0.520	0.363	0.559	ceangail
attached	0.562	0.350	0.439	ceangailte
attachment	0.570	0.343	0.500	ceangail
attack	0.286	0.948	0.670	ionnsaigh
attacker	0.185	0.962	0.629	neach-ionnsaigh
attacking	0.276	0.837	0.642	a' toirt ionnsaigh
attain	0.806	0.510	0.719	ruigsinn
attainable	0.760	0.500	0.759	ruigsinn
attainment	0.830	0.520	0.940	coileanadh
attempt	0.625	0.491	0.431	oidhirp
attempted	0.594	0.580	0.567	dh'fheuch
attend	0.650	0.420	0.625	frithealadh
attendance	0.812	0.500	0.592	làthaireachd
attendant	0.580	0.365	0.519	neach-frithealaidh
attention	0.740	0.599	0.774	aire
attentionseeker	0.367	0.745	0.457	fear-coimhead
attentionseekers	0.531	0.673	0.500	luchd-coimhead
attentive	0.812	0.520	0.724	furachail
attenuate	0.408	0.302	0.429	lagaich
attenuated	0.449	0.280	0.298	lagaich
attenuation	0.458	0.363	0.464	lagachadh
attest	0.439	0.710	0.685	dearbhadh
attestation	0.234	0.635	0.500	fianuis
attic	0.521	0.259	0.377	lobhta
attire	0.742	0.388	0.483	èideadh
attitude	0.760	0.644	0.861	sealladh
attorney	0.600	0.594	0.754	neach-lagha
attract	0.796	0.663	0.769	tàladh
attraction	0.906	0.774	0.712	tàladh
attractive	0.906	0.630	0.769	tarraingeach
attractiveness	0.938	0.667	0.755	tarraingeachd
attributable	0.704	0.430	0.527	iomchuidh
attribute	0.781	0.439	0.795	feart
attribution	0.646	0.467	0.658	buadhachadh
attrition	0.229	0.540	0.259	ath-bhreith
auburn	0.510	0.240	0.411	auburn
auction	0.594	0.702	0.519	rup
auctioneer	0.542	0.732	0.716	rupair
audacious	0.740	0.875	0.825	dàna
audacity	0.760	0.755	0.916	gliocas
audible	0.673	0.370	0.462	cluinntinn
audience	0.698	0.610	0.613	luchd-èisteachd
audio	0.709	0.425	0.370	claisneachd
audit	0.375	0.562	0.735	sgrùdadh
audition	0.750	0.685	0.615	èisteachd
auditions	0.740	0.765	0.596	èisteachdan
auditor	0.582	0.571	0.726	neach-sgrùdaidh
auditorium	0.529	0.490	0.538	talla-lann
auditory	0.531	0.481	0.570	cluinntinn
aught	0.418	0.135	0.217	eigin
augment	0.650	0.683	0.645	cur ris
augmentation	0.714	0.613	0.850	meudachadh
august	0.652	0.292	0.462	An Lùnastal
aunt	0.667	0.291	0.420	piuthar-màthar
auntie	0.643	0.275	0.447	piuthar-athar
aura	0.760	0.333	0.500	aura
aurora	0.817	0.306	0.537	aurora
auspices	0.542	0.500	0.634	saoibhreas
auspicious	0.562	0.635	0.669	adhartach
austere	0.500	0.390	0.422	cruaidh
austerity	0.438	0.406	0.534	cruadal
authentic	0.885	0.510	0.782	dearbhte
authenticate	0.833	0.480	0.789	dearbhadh
authentication	0.724	0.491	0.750	dearbhadh
authenticity	0.670	0.548	0.845	dearbhachd
author	0.775	0.343	0.749	ùghdar
authoritative	0.636	0.520	0.890	ùghdarrasail
authority	0.592	0.592	0.934	ùghdarras
authorization	0.521	0.567	0.817	ùghdarras
authorize	0.772	0.596	0.821	ùghdarrachadh
authorized	0.760	0.458	0.815	ùghdarraichte
authorship	0.667	0.635	0.773	ùghdaras
autism	0.235	0.500	0.447	uathachas
autistic	0.367	0.337	0.404	autistic
auto	0.571	0.569	0.500	fèin
autobiographical	0.909	0.462	0.582	fèin-eachdraidh
autobiography	0.735	0.284	0.629	fèin-eachdraidh
autocorrect	0.551	0.439	0.616	fèin-cheart
autocratic	0.542	0.577	0.727	fèin-riaghlaidh
autograph	0.735	0.565	0.473	fèin-dhealbh
autographed	0.781	0.620	0.625	fèin-sgrìobhte
automated	0.578	0.402	0.632	fèin-obrachail
automatic	0.562	0.433	0.664	fèin-ghluasadach
automobile	0.753	0.625	0.534	carbaid
automotive	0.656	0.520	0.577	càraichean
autonomy	0.781	0.349	0.891	fèin-riaghlaidh
autopilot	0.594	0.462	0.632	fèin-phìleat
