English Word	Valence	Arousal	Dominance	Tatar Word
anastomosis	0.375	0.470	0.490	анастомоз
anathema	0.286	0.490	0.519	анатема
anatomic	0.562	0.442	0.546	анатомик
anatomy	0.562	0.390	0.571	анатомия
ancestor	0.592	0.388	0.594	бабасы
ancestral	0.640	0.481	0.750	ата-бабалар
ancestry	0.708	0.519	0.717	шәҗәрә
anchor	0.520	0.284	0.564	якорь
anchorage	0.500	0.325	0.639	якорь
ancient	0.420	0.217	0.439	борынгы
ancillary	0.449	0.442	0.278	ярдәмче
androgen	0.255	0.523	0.527	андроген
android	0.663	0.436	0.500	андроид
anecdote	0.583	0.529	0.500	анекдот
anemia	0.188	0.327	0.310	анемия
anemic	0.167	0.279	0.155	анемик
anemone	0.552	0.538	0.327	анемон
anesthesia	0.365	0.216	0.394	анестезия
anesthesiologist	0.419	0.224	0.526	анестезиолог
anesthetic	0.350	0.264	0.482	наркоз
aneurysm	0.115	0.690	0.536	аневизм
anew	0.771	0.358	0.385	яңадан
angel	0.906	0.158	0.704	фәрештә
angelic	0.927	0.298	0.668	фәрештә
anger	0.167	0.865	0.657	ачу
angered	0.010	0.860	0.547	ачуы чыккан
angermanagement	0.260	0.632	0.482	ачу
angina	0.230	0.630	0.464	ангина
angiogram	0.347	0.520	0.465	ангиограмма
angiography	0.378	0.536	0.520	ангиография
angle	0.541	0.330	0.455	почмак
angling	0.625	0.408	0.500	почмак
angora	0.529	0.425	0.405	ангора
angriest	0.094	0.892	0.430	ачулы
angry	0.122	0.830	0.604	ачулы
angrytweet	0.265	0.644	0.471	ачулану
angst	0.167	0.888	0.333	ачу
anguish	0.153	0.792	0.265	әрнү
anguished	0.135	0.720	0.307	әрнү
angular	0.449	0.281	0.444	почмаклы
anhydrous	0.456	0.365	0.355	сусыз
animal	0.521	0.510	0.513	хайван
animate	0.827	0.755	0.635	җанлы
animated	0.823	0.676	0.538	анимация
animation	0.888	0.750	0.549	анимация
animosity	0.510	0.724	0.545	дошманлык
animus	0.698	0.676	0.466	анимус
ankle	0.500	0.274	0.234	тубык
anklet	0.410	0.276	0.302	тубык
annals	0.427	0.610	0.424	еллык
annex	0.594	0.350	0.458	кушымта
annexation	0.342	0.500	0.555	янкорма
annexe	0.584	0.350	0.392	кушымта
annihilate	0.115	0.918	0.681	юк итү
annihilated	0.080	0.760	0.324	юк ителде
annihilation	0.041	0.800	0.591	юк итү
anniversary	0.880	0.770	0.723	юбилей
annotate	0.592	0.469	0.441	аңлатма
annotation	0.604	0.470	0.619	аннотация
announce	0.694	0.618	0.611	игълан итү
announcement	0.729	0.491	0.482	игълан
announcer	0.602	0.570	0.732	диктор
annoy	0.094	0.765	0.286	ачулану
annoyance	0.167	0.718	0.342	рәнҗү
annoyed	0.104	0.783	0.345	ачуланган
annoyin	0.260	0.573	0.352	ачулану
annoying	0.082	0.853	0.348	күңелсезләндерә
annoys	0.146	0.778	0.435	ачулану
annual	0.552	0.236	0.500	Ел саен
annuity	0.521	0.304	0.527	аннуит
annul	0.250	0.448	0.364	юкка чыгару
annular	0.310	0.385	0.412	еллык
annulment	0.153	0.375	0.447	юкка чыгару
annulus	0.458	0.380	0.376	annulus
anointed	0.500	0.368	0.579	майланган
anointing	0.653	0.350	0.547	майлау
anomalous	0.281	0.480	0.423	аномаль
anomaly	0.188	0.538	0.404	аномалия
anon	0.479	0.354	0.298	анон
anonymity	0.469	0.255	0.430	анонимлык
anonymous	0.396	0.291	0.431	аноним
anorexic	0.160	0.618	0.245	анорексик
answer	0.537	0.373	0.661	җавап
answerable	0.708	0.481	0.750	җаваплы
answering	0.684	0.500	0.607	җавап бирү
ant	0.448	0.216	0.216	кырмыска
antagonism	0.224	0.618	0.524	антагонизм
antagonist	0.240	0.615	0.700	антагонист
antagonistic	0.296	0.604	0.565	антагонистик
antagonize	0.143	0.663	0.629	каршы
ante	0.448	0.320	0.417	анте
antecedent	0.427	0.551	0.566	борынгы
antelope	0.542	0.510	0.500	антилопа
antenna	0.521	0.327	0.358	антенна
anterior	0.510	0.245	0.362	алдан
anthem	0.780	0.343	0.729	гимн
anthill	0.327	0.578	0.377	кырмыска
anthology	0.338	0.406	0.537	антология
anthrax	0.188	0.730	0.500	сибү
anthropological	0.367	0.390	0.490	антропологик
anthropologist	0.551	0.385	0.725	антрополог
anthropology	0.490	0.367	0.582	антропология
anti	0.365	0.412	0.384	анти
antiaircraft	0.330	0.622	0.629	антиаиркрафт
antibiotic	0.510	0.373	0.658	антибиотик
antibiotics	0.448	0.406	0.557	антибиотиклар
antichrist	0.082	0.837	0.544	антихрист
anticipate	0.622	0.469	0.667	көтегез
anticipation	0.698	0.539	0.711	көтү
anticipatory	0.653	0.551	0.682	көтү
antics	0.448	0.740	0.236	антика
antidote	0.541	0.490	0.629	антидиот
antifungal	0.408	0.412	0.441	антифунгал
antigravity	0.430	0.714	0.658	антигравит
antimony	0.378	0.398	0.490	антимон
antipathy	0.198	0.549	0.393	антипатия
antiquarian	0.500	0.233	0.426	антиквариум
antiquated	0.420	0.392	0.236	борынгы
antique	0.634	0.290	0.518	антик
antiques	0.540	0.370	0.595	антиквариатлар
antiquity	0.385	0.333	0.556	борынгы заманнар
antiseptic	0.438	0.370	0.623	антисептик
antisocial	0.146	0.686	0.391	антисоциаль
antithesis	0.396	0.412	0.536	антитез
antithetical	0.271	0.509	0.358	антитетик
antiviral	0.459	0.470	0.549	вирус
antler	0.448	0.470	0.500	антлер
antsy	0.449	0.558	0.417	анцы
anus	0.347	0.644	0.350	анус
anvil	0.380	0.510	0.604	анвил
anxiety	0.146	0.865	0.342	борчылу
anxietyattack	0.150	0.925	0.446	борчылу
anxious	0.281	0.875	0.434	борчыла
anxiousness	0.235	0.814	0.282	борчылу
anytime	0.625	0.461	0.436	теләсә кайсы вакытта
aorta	0.448	0.510	0.542	аорта
aortic	0.436	0.540	0.438	аорт
apace	0.536	0.500	0.536	тизлек
apache	0.687	0.469	0.500	апаче
apartment	0.719	0.393	0.580	фатир
apartments	0.704	0.337	0.443	фатирлар
apathetic	0.188	0.292	0.333	ваемсыз
apathy	0.184	0.212	0.204	ваемсызлык
ape	0.548	0.389	0.336	маймыл
aperture	0.612	0.450	0.667	аппертура
apex	0.570	0.433	0.418	чокыр
aphid	0.388	0.473	0.407	афид
aphrodisiac	0.750	0.846	0.667	афродизиак
apiece	0.439	0.259	0.383	кисәк
aplomb	0.500	0.509	0.582	аплом
apocalypse	0.050	0.867	0.736	апокалипсис
apocalyptic	0.173	0.880	0.750	апокалиптик
apologetic	0.479	0.461	0.571	гафу
apologist	0.406	0.429	0.526	гафу
apologize	0.551	0.378	0.389	гафу итегез
apology	0.571	0.346	0.402	гафу
apostasy	0.388	0.520	0.517	мөртәтлек
apostate	0.342	0.500	0.528	мөртәт
apostle	0.646	0.347	0.732	рәсүл
apostolic	0.592	0.300	0.717	рәсүл
apostrophe	0.469	0.368	0.537	апостроф
apothecary	0.561	0.328	0.529	апотекар
appalled	0.194	0.792	0.562	аптырады
appalling	0.160	0.827	0.415	куркыныч
apparatus	0.375	0.353	0.377	аппарат
apparel	0.698	0.435	0.453	кием
apparent	0.473	0.383	0.398	күренеп тора
apparently	0.531	0.410	0.426	Күрәсең
apparition	0.406	0.573	0.636	кием
appeal	0.663	0.598	0.558	мөрәҗәгать итү
appear	0.735	0.506	0.567	пәйда була
appearance	0.669	0.490	0.534	тышкы кыяфәт
appease	0.633	0.278	0.434	тынычландыру
appellant	0.327	0.588	0.568	мөрәҗәгать итүче
append	0.573	0.464	0.453	Кушымта
appendage	0.229	0.382	0.438	кушымта
appendectomy	0.177	0.670	0.554	аппендектомия
appendicitis	0.031	0.640	0.347	аппендицит
appendix	0.365	0.387	0.425	кушымта
appetite	0.704	0.637	0.581	аппетит
appetizer	0.755	0.560	0.406	аппетизатор
appetizing	0.806	0.657	0.688	аппетит
applaud	0.865	0.824	0.464	алкышлар
applause	0.953	0.857	0.621	алкышлар
apple	0.811	0.300	0.264	Алма
apple juice	0.765	0.204	0.294	алма согы
applejack	0.604	0.431	0.473	алма
applesauce	0.750	0.167	0.291	алма
appliance	0.582	0.453	0.538	прибор
appliances	0.594	0.394	0.567	приборлар
applicability	0.677	0.490	0.741	куллану
applicable	0.469	0.430	0.667	кулланыла
applicant	0.612	0.558	0.688	гариза бирүче
application	0.646	0.445	0.726	кушымта
apply	0.612	0.321	0.667	кулланыгыз
appoint	0.565	0.330	0.509	билгеләү
appointment	0.688	0.594	0.547	билгеләнү
appointments	0.745	0.677	0.625	билгеләнүләр
apportion	0.677	0.490	0.638	бүлү
apportionment	0.552	0.481	0.453	бүлү
appraisal	0.417	0.667	0.682	бәяләү
appraise	0.677	0.490	0.696	бәяләү
appreciable	0.873	0.491	0.778	рәхмәтле
appreciate	0.885	0.422	0.741	кадерләгез
appreciated	0.910	0.434	0.779	рәхмәтле
appreciates	0.765	0.500	0.656	кадерли
appreciation	0.917	0.529	0.588	рәхмәт
appreciative	0.857	0.380	0.654	рәхмәтле
apprehend	0.521	0.624	0.696	кулга алу
apprehension	0.385	0.720	0.454	курку
apprehensive	0.406	0.592	0.431	курку
apprentice	0.615	0.413	0.452	шәкерт
apprenticeship	0.812	0.482	0.643	шәкерт
approach	0.612	0.392	0.610	якынлашу
approaching	0.740	0.557	0.491	якынлаша
approbate	0.646	0.590	0.860	раслау
approbation	0.792	0.529	0.774	раслау
appropriate	0.833	0.368	0.759	урынлы
appropriation	0.510	0.632	0.717	бүлеп бирү
approval	0.854	0.460	0.889	раслау
approve	0.875	0.548	0.741	раслау
approved	0.833	0.349	0.698	расланган
approvement	0.880	0.625	0.780	раслау
approving	0.917	0.583	0.773	раслау
approximate	0.551	0.560	0.520	якынча
approximately	0.622	0.396	0.538	якынча
approximating	0.583	0.615	0.471	якынча
approximation	0.582	0.402	0.593	якынлашу
appurtenances	0.573	0.412	0.547	җиһазлар
apricot	0.708	0.320	0.278	абрикос
apron	0.582	0.208	0.245	патрон
apt	0.582	0.418	0.382	апт
aptitude	0.750	0.471	0.746	сәләт
aqua	0.656	0.292	0.359	аквап
aquamarine	0.729	0.306	0.413	аквамарин
aquarium	0.663	0.327	0.393	аквариум
aquatic	0.677	0.510	0.463	су
aqueduct	0.551	0.411	0.534	акватория
aqueous	0.429	0.270	0.310	су
arable	0.510	0.350	0.465	сөрү
arbiter	0.561	0.537	0.814	арбитр
arbitrary	0.281	0.702	0.686	нигезсез
arbitrate	0.470	0.620	0.682	арбитраж
arbitration	0.587	0.602	0.670	арбитраж
arbitrator	0.385	0.448	0.795	арбитр
arbor	0.583	0.490	0.591	арбор
arc	0.552	0.388	0.396	дуга
arcade	0.676	0.521	0.502	аркада
arcane	0.500	0.490	0.637	аркан
arch	0.500	0.354	0.468	арх
archaeological	0.740	0.441	0.660	археологик
archaeologist	0.552	0.451	0.706	археолог
archaeology	0.596	0.358	0.691	археология
archaic	0.271	0.327	0.332	архаик
archangel	0.837	0.500	0.708	баш фәрештә
archbishop	0.622	0.280	0.776	архиепископ
archdiocese	0.400	0.321	0.704	архидиоз
archduke	0.458	0.413	0.634	архдюк
arched	0.582	0.403	0.398	аркалы
archer	0.573	0.622	0.661	укчы
archery	0.594	0.604	0.589	җәя
archetype	0.448	0.520	0.569	архетип
archipelago	0.745	0.370	0.592	архипелаг
architect	0.776	0.442	0.836	архитектор
architectural	0.729	0.390	0.670	архитектура
architecture	0.820	0.390	0.694	архитектура
archive	0.438	0.294	0.527	архив
arctic	0.615	0.352	0.546	Арктика
ardent	0.694	0.873	0.722	ардент
ardor	0.500	0.780	0.538	ардор
arduous	0.344	0.783	0.605	авыр
area	0.490	0.306	0.464	мәйданы
arena	0.510	0.235	0.404	арена
areola	0.417	0.396	0.381	ареола
areyoukidding	0.429	0.633	0.400	шаярасыңмы
areyoukiddingme	0.365	0.635	0.375	син көләсеңме
argent	0.594	0.418	0.472	аргентина
argh	0.260	0.538	0.328	арг
arghh	0.292	0.536	0.397	арг
arghhhh	0.250	0.618	0.324	.әр сүзнең
argue	0.093	0.798	0.525	бәхәсләшү
argument	0.510	0.464	0.698	аргумент
argumentation	0.479	0.549	0.760	аргумент
argumentative	0.450	0.531	0.679	аргументлы
arguments	0.541	0.602	0.657	аргументлар
arid	0.323	0.333	0.379	коры
arise	0.750	0.582	0.725	тор
aristocracy	0.688	0.549	0.842	аристократия
aristocrat	0.583	0.413	0.811	аристократ
aristocratic	0.449	0.519	0.676	аристократ
arithmetic	0.453	0.460	0.634	арифметик
ark	0.396	0.427	0.543	көймә
arm	0.552	0.285	0.469	кул
armada	0.408	0.740	0.868	армада
armament	0.198	0.764	0.810	корал
armaments	0.192	0.839	0.830	корал
armature	0.510	0.558	0.755	арматура
armchair	0.646	0.164	0.339	кресло
armed	0.188	0.750	0.808	кораллы
armor	0.469	0.625	0.784	бронь
armored	0.469	0.509	0.861	броня
armory	0.448	0.663	0.800	корал
armpit	0.283	0.439	0.250	култык
arms	0.464	0.395	0.483	куллар
army	0.417	0.759	0.902	армия
aroma	0.823	0.235	0.442	хуш ис
aromatherapy	0.847	0.220	0.473	ароматерапия
arousal	0.791	0.943	0.731	аруаль
arouse	0.740	0.491	0.580	уяту
aroused	0.708	0.952	0.667	уянды
arraignment	0.406	0.837	0.534	армия
arrange	0.740	0.490	0.571	тәртипкә китерегез
arranged	0.698	0.531	0.728	тәртипкә китерелгән
arrangement	0.625	0.382	0.683	аранжировка
array	0.521	0.396	0.568	массив
arrears	0.286	0.485	0.302	Бурычлар
arrest	0.146	0.951	0.500	кулга алу
arrhythmia	0.265	0.706	0.356	аритмия
arrival	0.678	0.510	0.474	килү
arrive	0.837	0.406	0.585	килеп җит
arrogance	0.143	0.750	0.620	тәкәбберлек
arrogant	0.115	0.755	0.580	тәкәббер
arrow	0.439	0.390	0.454	ук
arsehole	0.276	0.598	0.433	археол
arseholes	0.188	0.545	0.351	археоллар
arsenal	0.365	0.741	0.752	арсенал
arsenic	0.281	0.472	0.447	арсеник
arson	0.133	0.904	0.567	яндыру
arsonist	0.348	0.840	0.500	яндыручы
art	0.812	0.360	0.603	сәнгать
arterial	0.396	0.510	0.583	артериаль
artery	0.396	0.580	0.537	артерия
artful	0.771	0.608	0.778	сәнгатьле
arthritis	0.110	0.518	0.345	артрит
arthropod	0.344	0.464	0.434	артропод
artichoke	0.583	0.218	0.287	артишок
article	0.594	0.280	0.481	мәкалә
articles	0.552	0.324	0.565	мәкаләләр
articulate	0.677	0.462	0.618	ачыклау
articulation	0.479	0.480	0.591	артикуляция
artifact	0.510	0.500	0.566	артифакт
artifice	0.316	0.696	0.482	артификация
artificial	0.306	0.385	0.351	ясалма
artillery	0.350	0.912	0.794	артиллерия
artisan	0.781	0.330	0.411	һөнәрче
artist	0.802	0.442	0.732	рәссам
artiste	0.844	0.512	0.565	артист
artistic	0.802	0.646	0.632	сәнгать
artistry	0.823	0.346	0.769	сәнгать
artists	0.796	0.667	0.741	рәссамнар
artwork	0.896	0.368	0.679	сәнгать әсәрләре
arty	0.490	0.422	0.388	арты
asap	0.571	0.500	0.552	мөмкин булганча тиз
asbestos	0.357	0.481	0.464	асбест
ascend	0.830	0.620	0.812	күтәрелү
ascendancy	0.724	0.625	0.700	күтәрелү
ascendant	0.656	0.673	0.821	күтәрелү
ascending	0.826	0.644	0.777	күтәрелү
ascension	0.765	0.720	0.714	күтәрелү
ascent	0.755	0.627	0.833	күтәрелү
ascertain	0.560	0.530	0.625	ачыклау
ascertained	0.531	0.529	0.616	ачыкланган
ascetic	0.438	0.375	0.472	аскетик
ash	0.260	0.210	0.207	көл
ashamed	0.156	0.588	0.228	оят
ashes	0.327	0.279	0.142	көл
ashtray	0.406	0.382	0.265	күл
asinine	0.429	0.472	0.433	асинин
ask	0.531	0.440	0.459	сора
asleeep	0.490	0.210	0.322	asleeep
asleep	0.604	0.100	0.270	йоклый
asp	0.438	0.489	0.375	asp
asparagus	0.469	0.317	0.264	давыл үләне
aspartame	0.469	0.480	0.322	аспартама
aspect	0.479	0.469	0.588	аспект
aspects	0.439	0.480	0.565	аспектлары
aspen	0.479	0.280	0.395	аспен
asphalt	0.479	0.264	0.439	асфальт
asphyxia	0.198	0.704	0.311	асфиксия
asphyxiation	0.059	0.745	0.412	асфикция
aspiration	0.704	0.724	0.675	омтылыш
aspire	0.812	0.469	0.722	омтылыш
aspirin	0.479	0.271	0.422	аспирин
aspiring	0.844	0.582	0.604	омтылышлы
ass	0.323	0.750	0.345	ишәк
assail	0.378	0.510	0.500	һөҗүм
assailant	0.184	0.868	0.602	һөҗүмче
assassin	0.073	0.933	0.632	үтерүче
assassinate	0.051	0.969	0.722	үтерү
assassination	0.083	0.941	0.525	үтерү
assault	0.167	0.848	0.550	һөҗүм
assay	0.633	0.559	0.594	анализ
assemblage	0.429	0.452	0.600	җыю
assemble	0.542	0.570	0.750	җыю
assembled	0.663	0.450	0.644	җыелган
assembly	0.698	0.500	0.640	җыю
assemblyman	0.430	0.538	0.760	җыючы
assent	0.615	0.515	0.719	риза
assert	0.750	0.619	0.809	раслау
asserting	0.694	0.531	0.736	раслау
assertion	0.740	0.442	0.750	раслау
assertive	0.719	0.412	0.770	ышанычлы
assess	0.698	0.500	0.623	бәяләү
assessment	0.750	0.623	0.658	бәяләү
assessor	0.551	0.538	0.764	бәяләүче
asset	0.797	0.765	0.788	актив
assets	0.667	0.613	0.765	активлар
asshole	0.133	0.582	0.263	көл
assign	0.622	0.417	0.709	бирегез
assignee	0.510	0.462	0.510	бирүче
assignment	0.483	0.398	0.745	бирем
assimilate	0.559	0.391	0.683	ассимиляция
assimilation	0.429	0.378	0.463	ассимиляция
assist	0.833	0.435	0.629	булыш
assistance	0.656	0.519	0.633	ярдәм
assistant	0.625	0.390	0.536	ярдәмчесе
associate	0.812	0.409	0.625	аралашу
association	0.745	0.500	0.817	ассоциация
