English Word	Valence	Arousal	Dominance	Samoan Word
analytic	0.665	0.521	0.634	au'ili'ili
analytical	0.625	0.324	0.800	su'esu'e
analyze	0.667	0.462	0.710	iloilo
analyzer	0.625	0.556	0.854	su'esu'e
anaphylactic	0.378	0.588	0.500	anaphylactic
anarchism	0.125	0.804	0.623	anarchism
anarchist	0.204	0.700	0.759	anarchist
anarchy	0.146	0.755	0.620	fa'aleaga
anastomosis	0.375	0.470	0.490	anastomosis
anathema	0.286	0.490	0.519	malaia
anatomic	0.562	0.442	0.546	anatomic
anatomy	0.562	0.390	0.571	tino
ancestor	0.592	0.388	0.594	tuaa
ancestral	0.640	0.481	0.750	tupuaga
ancestry	0.708	0.519	0.717	tupuaga
anchor	0.520	0.284	0.564	taula
anchorage	0.500	0.325	0.639	taula
ancient	0.420	0.217	0.439	anamua
ancillary	0.449	0.442	0.278	fa'atasi
androgen	0.255	0.523	0.527	androgen
android	0.663	0.436	0.500	android
anecdote	0.583	0.529	0.500	tala fa'asolopito
anemia	0.188	0.327	0.310	anemia
anemic	0.167	0.279	0.155	fa'ama'i
anemone	0.552	0.538	0.327	anemone
anesthesia	0.365	0.216	0.394	fa'ama'i fa'ama'i
anesthesiologist	0.419	0.224	0.526	foma'i fa'ama'i
anesthetic	0.350	0.264	0.482	vai fa'ama'i
aneurysm	0.115	0.690	0.536	aneurysm
anew	0.771	0.358	0.385	fou
angel	0.906	0.158	0.704	agelu
angelic	0.927	0.298	0.668	agelu
anger	0.167	0.865	0.657	ita
angered	0.010	0.860	0.547	ita
angermanagement	0.260	0.632	0.482	pulea ita
angina	0.230	0.630	0.464	angina
angiogram	0.347	0.520	0.465	angiogram
angiography	0.378	0.536	0.520	angiography
angle	0.541	0.330	0.455	tulimanu
angling	0.625	0.408	0.500	fagota
angora	0.529	0.425	0.405	angora
angriest	0.094	0.892	0.430	sili ona ita
angry	0.122	0.830	0.604	ita
angrytweet	0.265	0.644	0.471	angrytweet
angst	0.167	0.888	0.333	ita
anguish	0.153	0.792	0.265	tiga
anguished	0.135	0.720	0.307	mafatia
angular	0.449	0.281	0.444	tulimanu
anhydrous	0.456	0.365	0.355	e leai se vai
animal	0.521	0.510	0.513	manu
animate	0.827	0.755	0.635	fa'aola
animated	0.823	0.676	0.538	fa'aola
animation	0.888	0.750	0.549	animation
animosity	0.510	0.724	0.545	ita
animus	0.698	0.676	0.466	animus
ankle	0.500	0.274	0.234	tapuvae
anklet	0.410	0.276	0.302	tapuvae
annals	0.427	0.610	0.424	tala fa'asolopito
annex	0.594	0.350	0.458	fa'aopoopoga
annexation	0.342	0.500	0.555	fa'atasiga
annexe	0.584	0.350	0.392	fa'aopoopoga
annihilate	0.115	0.918	0.681	fa'aumatia
annihilated	0.080	0.760	0.324	fa'aumatia
annihilation	0.041	0.800	0.591	fa'aumatiaga
anniversary	0.880	0.770	0.723	atoaga ose mafutaga
annotate	0.592	0.469	0.441	fa'amatalaga
annotation	0.604	0.470	0.619	fa'amatalaga
announce	0.694	0.618	0.611	faailoa atu
announcement	0.729	0.491	0.482	fa'aaliga
announcer	0.602	0.570	0.732	tagata faasalalau
annoy	0.094	0.765	0.286	ita
annoyance	0.167	0.718	0.342	ita
annoyed	0.104	0.783	0.345	ita
annoyin	0.260	0.573	0.352	ita
annoying	0.082	0.853	0.348	faatiga
annoys	0.146	0.778	0.435	ita
annual	0.552	0.236	0.500	faaletausaga
annuity	0.521	0.304	0.527	tausaga fa'aletausaga
annul	0.250	0.448	0.364	fa'aleaogaina
annular	0.310	0.385	0.412	annular
annulment	0.153	0.375	0.447	fa'aleaogaina
annulus	0.458	0.380	0.376	fa'aleaogaina
anointed	0.500	0.368	0.579	faauuina
anointing	0.653	0.350	0.547	faauuina
anomalous	0.281	0.480	0.423	fa'anomalo
anomaly	0.188	0.538	0.404	fa'aletonu
anon	0.479	0.354	0.298	ono
anonymity	0.469	0.255	0.430	le faailoaina o igoa
anonymous	0.396	0.291	0.431	lē ta'ua
anorexic	0.160	0.618	0.245	anorexic
answer	0.537	0.373	0.661	tali
answerable	0.708	0.481	0.750	tali atu
answering	0.684	0.500	0.607	tali
ant	0.448	0.216	0.216	loi
antagonism	0.224	0.618	0.524	feitaga'i
antagonist	0.240	0.615	0.700	tagata tetee
antagonistic	0.296	0.604	0.565	fa'afeagai
antagonize	0.143	0.663	0.629	tetee
ante	0.448	0.320	0.417	ante
antecedent	0.427	0.551	0.566	muamua
antelope	0.542	0.510	0.500	antelope
antenna	0.521	0.327	0.358	antenna
anterior	0.510	0.245	0.362	i luma
anthem	0.780	0.343	0.729	vii
anthill	0.327	0.578	0.377	aneti
anthology	0.338	0.406	0.537	tala fa'asolopito
anthrax	0.188	0.730	0.500	anthrax
anthropological	0.367	0.390	0.490	anthropological
anthropologist	0.551	0.385	0.725	tagata su'esu'e
anthropology	0.490	0.367	0.582	tala fa'asolopito
anti	0.365	0.412	0.384	tetee
antiaircraft	0.330	0.622	0.629	antivaalele
antibiotic	0.510	0.373	0.658	vailaau fa'ama'i
antibiotics	0.448	0.406	0.557	vailaau fa'ama'i
antichrist	0.082	0.837	0.544	anetikeriso
anticipate	0.622	0.469	0.667	fa'atalitali
anticipation	0.698	0.539	0.711	fa'atalitali
anticipatory	0.653	0.551	0.682	fa'atalitali
antics	0.448	0.740	0.236	agaleaga
antidote	0.541	0.490	0.629	vaifofo
antifungal	0.408	0.412	0.441	antifungal
antigravity	0.430	0.714	0.658	antikalave
antimony	0.378	0.398	0.490	antimoni
antipathy	0.198	0.549	0.393	tete'e
antiquarian	0.500	0.233	0.426	tagata anamua
antiquated	0.420	0.392	0.236	tuai
antique	0.634	0.290	0.518	tuai
antiques	0.540	0.370	0.595	mea tuai
antiquity	0.385	0.333	0.556	anamua
antiseptic	0.438	0.370	0.623	antiseptic
antisocial	0.146	0.686	0.391	fa'afeagai
antithesis	0.396	0.412	0.536	fa'afeagai
antithetical	0.271	0.509	0.358	fa'afeagai
antiviral	0.459	0.470	0.549	antivirus
antler	0.448	0.470	0.500	faufau
antsy	0.449	0.558	0.417	loi
anus	0.347	0.644	0.350	anus
anvil	0.380	0.510	0.604	avili
anxiety	0.146	0.865	0.342	popolevale
anxietyattack	0.150	0.925	0.446	osofa'iga popole
anxious	0.281	0.875	0.434	popole
anxiousness	0.235	0.814	0.282	popolevale
anytime	0.625	0.461	0.436	soo se taimi
aorta	0.448	0.510	0.542	aorta
aortic	0.436	0.540	0.438	aortic
apace	0.536	0.500	0.536	saosaoa
apache	0.687	0.469	0.500	apache
apartment	0.719	0.393	0.580	fale mautotogi
apartments	0.704	0.337	0.443	fale mautotogi
apathetic	0.188	0.292	0.333	fa'anoanoa
apathy	0.184	0.212	0.204	le fa'alogo
ape	0.548	0.389	0.336	ape
aperture	0.612	0.450	0.667	avanoa
apex	0.570	0.433	0.418	tumutumu
aphid	0.388	0.473	0.407	aphid
aphrodisiac	0.750	0.846	0.667	aphrodisiac
apiece	0.439	0.259	0.383	taitasi
aplomb	0.500	0.509	0.582	lotomalie
apocalypse	0.050	0.867	0.736	apocalypse
apocalyptic	0.173	0.880	0.750	apocalyptic
apologetic	0.479	0.461	0.571	fa'ato'ese
apologist	0.406	0.429	0.526	faatoesega
apologize	0.551	0.378	0.389	faatoese atu
apology	0.571	0.346	0.402	faatoesega
apostasy	0.388	0.520	0.517	liliuese
apostate	0.342	0.500	0.528	liliuese
apostle	0.646	0.347	0.732	aposetolo
apostolic	0.592	0.300	0.717	faaaposetolo
apostrophe	0.469	0.368	0.537	apostrope
apothecary	0.561	0.328	0.529	vaifofo
appalled	0.194	0.792	0.562	faate'ia
appalling	0.160	0.827	0.415	mata'utia
apparatus	0.375	0.353	0.377	meafaigaluega
apparel	0.698	0.435	0.453	ofu
apparent	0.473	0.383	0.398	manino
apparently	0.531	0.410	0.426	e foliga mai
apparition	0.406	0.573	0.636	fa'aaliga
appeal	0.663	0.598	0.558	apili
appear	0.735	0.506	0.567	aliali mai
appearance	0.669	0.490	0.534	foliga vaaia
appease	0.633	0.278	0.434	fa'amalie
appellant	0.327	0.588	0.568	tagata talosaga
append	0.573	0.464	0.453	faaopoopo
appendage	0.229	0.382	0.438	faaopoopoga
appendectomy	0.177	0.670	0.554	appendectomy
appendicitis	0.031	0.640	0.347	appendicitis
appendix	0.365	0.387	0.425	faaopoopoga
appetite	0.704	0.637	0.581	fia'ai
appetizer	0.755	0.560	0.406	mea'ai
appetizing	0.806	0.657	0.688	fia'ai
applaud	0.865	0.824	0.464	patipati
applause	0.953	0.857	0.621	patipati
apple	0.811	0.300	0.264	apu
apple juice	0.765	0.204	0.294	sua apu
applejack	0.604	0.431	0.473	applejack
applesauce	0.750	0.167	0.291	suu apu
appliance	0.582	0.453	0.538	meafaigaluega
appliances	0.594	0.394	0.567	meafaigaluega
applicability	0.677	0.490	0.741	fa'atatauga
applicable	0.469	0.430	0.667	talafeagai
applicant	0.612	0.558	0.688	tagata talosaga
application	0.646	0.445	0.726	talosaga
apply	0.612	0.321	0.667	talosaga
appoint	0.565	0.330	0.509	tofia
appointment	0.688	0.594	0.547	tofiga
appointments	0.745	0.677	0.625	tofiga
apportion	0.677	0.490	0.638	vaevaega
apportionment	0.552	0.481	0.453	vaevaega
appraisal	0.417	0.667	0.682	iloiloga
appraise	0.677	0.490	0.696	fa'atatau
appreciable	0.873	0.491	0.778	talisapaia
appreciate	0.885	0.422	0.741	talisapaia
appreciated	0.910	0.434	0.779	talisapaia
appreciates	0.765	0.500	0.656	talisapaia
appreciation	0.917	0.529	0.588	talisapaia
appreciative	0.857	0.380	0.654	fa'afetai
apprehend	0.521	0.624	0.696	pu'e
apprehension	0.385	0.720	0.454	popolevale
apprehensive	0.406	0.592	0.431	popole
apprentice	0.615	0.413	0.452	tagata aperenitisi
apprenticeship	0.812	0.482	0.643	aperenitisi
approach	0.612	0.392	0.610	fa'alatalata
approaching	0.740	0.557	0.491	latalata mai
approbate	0.646	0.590	0.860	talia
approbation	0.792	0.529	0.774	taliaga
appropriate	0.833	0.368	0.759	talafeagai
appropriation	0.510	0.632	0.717	fa'atatauina
approval	0.854	0.460	0.889	faamaoniga
approve	0.875	0.548	0.741	fa'amaonia
approved	0.833	0.349	0.698	faamaonia
approvement	0.880	0.625	0.780	faamaoniga
approving	0.917	0.583	0.773	fa'amaonia
approximate	0.551	0.560	0.520	fa'atatau
approximately	0.622	0.396	0.538	tusa
approximating	0.583	0.615	0.471	fa'atatau
approximation	0.582	0.402	0.593	fa'atatau
appurtenances	0.573	0.412	0.547	mea faigaluega
apricot	0.708	0.320	0.278	apricot
apron	0.582	0.208	0.245	talieleele
apt	0.582	0.418	0.382	apt
aptitude	0.750	0.471	0.746	agavaa
aqua	0.656	0.292	0.359	vai
aquamarine	0.729	0.306	0.413	aquamarine
aquarium	0.663	0.327	0.393	pusa tioata
aquatic	0.677	0.510	0.463	vai
aqueduct	0.551	0.411	0.534	alavai
aqueous	0.429	0.270	0.310	vai
arable	0.510	0.350	0.465	fa'ato'aga
arbiter	0.561	0.537	0.814	faamasino
arbitrary	0.281	0.702	0.686	fai fua
arbitrate	0.470	0.620	0.682	faamasino
arbitration	0.587	0.602	0.670	faamasinoga
arbitrator	0.385	0.448	0.795	fa'atonu
arbor	0.583	0.490	0.591	arbor
arc	0.552	0.388	0.396	arc
arcade	0.676	0.521	0.502	ta'aloga ta'avale
arcane	0.500	0.490	0.637	fa'atauva'a
arch	0.500	0.354	0.468	faaofuofu
archaeological	0.740	0.441	0.660	tala fa'asolopito
archaeologist	0.552	0.451	0.706	tagata su'esu'e i tala fa'asolopito
archaeology	0.596	0.358	0.691	tala'aga
archaic	0.271	0.327	0.332	tuai
archangel	0.837	0.500	0.708	agelu sili
archbishop	0.622	0.280	0.776	akiepikopo
archdiocese	0.400	0.321	0.704	pulega a le ekalesia aoao
archduke	0.458	0.413	0.634	tama'ita'i
arched	0.582	0.403	0.398	faaofuofu
archer	0.573	0.622	0.661	tagata fanafana
archery	0.594	0.604	0.589	fanafana
archetype	0.448	0.520	0.569	archetype
archipelago	0.745	0.370	0.592	atumotu
architect	0.776	0.442	0.836	tufuga
architectural	0.729	0.390	0.670	fausaga
architecture	0.820	0.390	0.694	tusiata fale
archive	0.438	0.294	0.527	fa'amaumauga
arctic	0.615	0.352	0.546	atika
ardent	0.694	0.873	0.722	vilivilita'i
ardor	0.500	0.780	0.538	māfana
arduous	0.344	0.783	0.605	faigata
area	0.490	0.306	0.464	eria
arena	0.510	0.235	0.404	malae
areola	0.417	0.396	0.381	areola
areyoukidding	0.429	0.633	0.400	o lo'o e fa'alogo
areyoukiddingme	0.365	0.635	0.375	ete ula mai ia a'u
argent	0.594	0.418	0.472	argent
argh	0.260	0.538	0.328	argh
arghh	0.292	0.536	0.397	arghh
arghhhh	0.250	0.618	0.324	arghhhh
argue	0.093	0.798	0.525	finau
argument	0.510	0.464	0.698	finauga
argumentation	0.479	0.549	0.760	finauga
argumentative	0.450	0.531	0.679	finauvale
arguments	0.541	0.602	0.657	finauga
arid	0.323	0.333	0.379	matutu
arise	0.750	0.582	0.725	tula'i mai
aristocracy	0.688	0.549	0.842	pulega fa'atupu
aristocrat	0.583	0.413	0.811	ali'i maualuluga
aristocratic	0.449	0.519	0.676	fa'aletagata
arithmetic	0.453	0.460	0.634	fa'atusa
ark	0.396	0.427	0.543	atolaau
arm	0.552	0.285	0.469	lima
armada	0.408	0.740	0.868	armada
armament	0.198	0.764	0.810	auupega
armaments	0.192	0.839	0.830	auupega
armature	0.510	0.558	0.755	fa'amau
armchair	0.646	0.164	0.339	nofoa fa'ata'oto
armed	0.188	0.750	0.808	faaauupegaina
armor	0.469	0.625	0.784	ofutau
armored	0.469	0.509	0.861	ofutau
armory	0.448	0.663	0.800	faletaua
armpit	0.283	0.439	0.250	tapuvae
arms	0.464	0.395	0.483	lima
army	0.417	0.759	0.902	autau
aroma	0.823	0.235	0.442	manogi
aromatherapy	0.847	0.220	0.473	aromatherapy
arousal	0.791	0.943	0.731	fa'aoso
arouse	0.740	0.491	0.580	fafagu
aroused	0.708	0.952	0.667	fafagu
arraignment	0.406	0.837	0.534	faamasinoga
arrange	0.740	0.490	0.571	faatulaga
arranged	0.698	0.531	0.728	faatulagaina
arrangement	0.625	0.382	0.683	faatulagaga
array	0.521	0.396	0.568	fa'asologa
arrears	0.286	0.485	0.302	aitalafu
arrest	0.146	0.951	0.500	saisaitia
arrhythmia	0.265	0.706	0.356	arrhythmia
arrival	0.678	0.510	0.474	taunuu
arrive	0.837	0.406	0.585	taunuu
arrogance	0.143	0.750	0.620	fa'amaualuga
arrogant	0.115	0.755	0.580	fa'amaualuga
arrow	0.439	0.390	0.454	aū
arsehole	0.276	0.598	0.433	fa'aleaga
arseholes	0.188	0.545	0.351	faufau
arsenal	0.365	0.741	0.752	auupega
arsenic	0.281	0.472	0.447	arsenic
arson	0.133	0.904	0.567	susunu
arsonist	0.348	0.840	0.500	susunu
art	0.812	0.360	0.603	faatufugaga
arterial	0.396	0.510	0.583	alatoto
artery	0.396	0.580	0.537	alatoto
artful	0.771	0.608	0.778	atamai
arthritis	0.110	0.518	0.345	gugu
arthropod	0.344	0.464	0.434	arthropod
artichoke	0.583	0.218	0.287	artichoke
article	0.594	0.280	0.481	tala
articles	0.552	0.324	0.565	tala
articulate	0.677	0.462	0.618	fa'amatala
articulation	0.479	0.480	0.591	fa'aupuga
artifact	0.510	0.500	0.566	meafaitino
artifice	0.316	0.696	0.482	faivavale
artificial	0.306	0.385	0.351	faafoliga
artillery	0.350	0.912	0.794	fana
artisan	0.781	0.330	0.411	tufuga
artist	0.802	0.442	0.732	tusiata
artiste	0.844	0.512	0.565	tufuga
artistic	0.802	0.646	0.632	faatufugaga
artistry	0.823	0.346	0.769	faatufugaga
artists	0.796	0.667	0.741	tusiata
artwork	0.896	0.368	0.679	galuega taulima
arty	0.490	0.422	0.388	faatufugaga
asap	0.571	0.500	0.552	vave
asbestos	0.357	0.481	0.464	asbestos
ascend	0.830	0.620	0.812	a'e
ascendancy	0.724	0.625	0.700	tulaga maualuga
ascendant	0.656	0.673	0.821	a'e
ascending	0.826	0.644	0.777	alu a'e
ascension	0.765	0.720	0.714	afio a'e
ascent	0.755	0.627	0.833	a'e
ascertain	0.560	0.530	0.625	mautinoa
ascertained	0.531	0.529	0.616	mautinoa
ascetic	0.438	0.375	0.472	fa'amaualuga
ash	0.260	0.210	0.207	lefulefu
ashamed	0.156	0.588	0.228	maasiasi
ashes	0.327	0.279	0.142	lefulefu
ashtray	0.406	0.382	0.265	atifu
asinine	0.429	0.472	0.433	asinine
ask	0.531	0.440	0.459	fesili
asleeep	0.490	0.210	0.322	moe
asleep	0.604	0.100	0.270	moe
asp	0.438	0.489	0.375	asp
asparagus	0.469	0.317	0.264	asparagus
aspartame	0.469	0.480	0.322	aspartame
aspect	0.479	0.469	0.588	itu
aspects	0.439	0.480	0.565	itu
aspen	0.479	0.280	0.395	aspen
asphalt	0.479	0.264	0.439	asphalt
asphyxia	0.198	0.704	0.311	asphyxia
asphyxiation	0.059	0.745	0.412	manavase
aspiration	0.704	0.724	0.675	moomooga
aspire	0.812	0.469	0.722	fa'anaunau
aspirin	0.479	0.271	0.422	aspirin
aspiring	0.844	0.582	0.604	fa'anaunau
ass	0.323	0.750	0.345	asini
assail	0.378	0.510	0.500	osofa'i
assailant	0.184	0.868	0.602	fa'asagatau
assassin	0.073	0.933	0.632	fasioti tagata
assassinate	0.051	0.969	0.722	fasioti tagata
assassination	0.083	0.941	0.525	fasioti tagata
assault	0.167	0.848	0.550	osofa'iga
assay	0.633	0.559	0.594	su'esu'ega
assemblage	0.429	0.452	0.600	potopotoga
assemble	0.542	0.570	0.750	potopoto
assembled	0.663	0.450	0.644	potopoto
assembly	0.698	0.500	0.640	potopotoga
assemblyman	0.430	0.538	0.760	faipule
assent	0.615	0.515	0.719	ioe
assert	0.750	0.619	0.809	fa'amaonia
asserting	0.694	0.531	0.736	fa'ailoa mai
assertion	0.740	0.442	0.750	tautinoga
assertive	0.719	0.412	0.770	mautu
assess	0.698	0.500	0.623	iloilo
assessment	0.750	0.623	0.658	iloiloga
assessor	0.551	0.538	0.764	faatonu
asset	0.797	0.765	0.788	aseta
assets	0.667	0.613	0.765	aseta
asshole	0.133	0.582	0.263	ulavale
assign	0.622	0.417	0.709	tofia
assignee	0.510	0.462	0.510	tagata tofia
assignment	0.483	0.398	0.745	tofiga
assimilate	0.559	0.391	0.683	fa'atasi
assimilation	0.429	0.378	0.463	fa'atasi
assist	0.833	0.435	0.629	fesoasoani
assistance	0.656	0.519	0.633	fesoasoani
assistant	0.625	0.390	0.536	fesoasoani
associate	0.812	0.409	0.625	fa'atasi
association	0.745	0.500	0.817	mafutaga
assorted	0.602	0.460	0.472	eseese
assortment	0.694	0.360	0.526	fa'avasegaga
assuage	0.745	0.255	0.500	fa'amalie
assume	0.698	0.401	0.464	fa'apea
assumed	0.612	0.247	0.454	fa'apea
assuming	0.740	0.390	0.526	fa'apea
assumption	0.479	0.431	0.417	manatu
assurance	0.675	0.442	0.704	fa'amautinoaga
assure	0.910	0.460	0.839	mautinoa
assured	0.878	0.327	0.754	mautinoa
assuredly	0.786	0.396	0.833	e mautinoa lava
asterisk	0.541	0.288	0.273	fetū fetū
asteroid	0.430	0.721	0.623	asteroid
asteroids	0.361	0.694	0.712	asteroids
asthma	0.198	0.549	0.227	foma
asthmatic	0.229	0.706	0.294	ma'i foma'i
astigmatism	0.214	0.490	0.429	astigmatism
astonish	0.786	0.845	0.658	ofo
astonished	0.510	0.775	0.574	ofo
astonishing	0.844	0.802	0.821	ofoofogia
astonishingly	0.827	0.898	0.773	ma le ofo tele
astonishment	0.680	0.718	0.519	ofo
astound	0.729	0.675	0.474	ofo
astral	0.604	0.417	0.567	astral
astray	0.098	0.676	0.308	sese
astringent	0.316	0.500	0.474	astringent
astrologer	0.594	0.519	0.673	tagata su'esu'e fetu
astrology	0.635	0.340	0.500	fetū
astronaut	0.792	0.601	0.761	tagata va'alele
astronomer	0.750	0.509	0.735	tagata su'esu'e i fetu
astronomical	0.600	0.632	0.726	fetu'una'i
astronomy	0.613	0.474	0.722	su'esu'e i fetu
astute	0.776	0.658	0.827	atamai
asunder	0.208	0.442	0.259	vavae ese
asylum	0.407	0.330	0.445	sulufaiga
asymmetric	0.580	0.343	0.465	le tutusa
asymmetry	0.476	0.373	0.527	le tutusa
asymptotic	0.479	0.451	0.472	asymptotic
atelier	0.490	0.330	0.705	fale talimalo
atheism	0.276	0.460	0.481	le talitonu i le Atua
atheistic	0.373	0.481	0.466	le talitonu i le Atua
atherosclerosis	0.250	0.480	0.343	atherosclerosis
athlete	0.781	0.718	0.686	tagata afeleti
athletic	0.857	0.798	0.708	afeleti
athleticism	0.750	0.863	0.778	afeleti
athletics	0.831	0.691	0.740	afeleti
atlas	0.531	0.306	0.554	atlas
atmosphere	0.604	0.300	0.560	siosiomaga
atmospheric	0.531	0.420	0.594	atemosifia
atoll	0.480	0.408	0.472	atoll
atom	0.510	0.500	0.433	atomu
atomic	0.327	0.817	0.713	atomika
atone	0.418	0.673	0.411	togiola
atonement	0.550	0.602	0.683	togiola
atpeace	0.724	0.298	0.519	filemu
atrium	0.469	0.365	0.473	atrium
atrocious	0.073	0.811	0.445	mataga
atrocity	0.115	0.844	0.593	sauā
atrophy	0.177	0.540	0.208	atrophy
attach	0.520	0.363	0.559	fa'apipi'i
attached	0.562	0.350	0.439	fa'apipi'i
attachment	0.570	0.343	0.500	fa'apipi'i
attack	0.286	0.948	0.670	osofa'iga
attacker	0.185	0.962	0.629	osofa'i
attacking	0.276	0.837	0.642	osofa'i
attain	0.806	0.510	0.719	maua
attainable	0.760	0.500	0.759	mafai ona maua
attainment	0.830	0.520	0.940	ausia
attempt	0.625	0.491	0.431	taumafai
attempted	0.594	0.580	0.567	taumafai
attend	0.650	0.420	0.625	auai
attendance	0.812	0.500	0.592	auai
attendant	0.580	0.365	0.519	auauna
attention	0.740	0.599	0.774	gauai atu
attentionseeker	0.367	0.745	0.457	tagata su'esu'e
attentionseekers	0.531	0.673	0.500	tagata su'esu'e
attentive	0.812	0.520	0.724	fa'alogo lelei
attenuate	0.408	0.302	0.429	faaitiitia
attenuated	0.449	0.280	0.298	fa'ato'ilaloina
attenuation	0.458	0.363	0.464	fa'aitiitia
attest	0.439	0.710	0.685	fa'amaonia
attestation	0.234	0.635	0.500	fa'amaoniga
attic	0.521	0.259	0.377	taualuga
attire	0.742	0.388	0.483	ofu
attitude	0.760	0.644	0.861	uiga
attorney	0.600	0.594	0.754	loia
attract	0.796	0.663	0.769	faatosina
attraction	0.906	0.774	0.712	faatosina
attractive	0.906	0.630	0.769	aulelei
attractiveness	0.938	0.667	0.755	faatosina
attributable	0.704	0.430	0.527	fa'atatau
attribute	0.781	0.439	0.795	uiga
attribution	0.646	0.467	0.658	fa'auiga
attrition	0.229	0.540	0.259	malepe
auburn	0.510	0.240	0.411	auburn
auction	0.594	0.702	0.519	fa'atautu'i
auctioneer	0.542	0.732	0.716	fai fa'atautu'i
audacious	0.740	0.875	0.825	mata'utia
audacity	0.760	0.755	0.916	lototoa
audible	0.673	0.370	0.462	fa'alogo
audience	0.698	0.610	0.613	aofia
audio	0.709	0.425	0.370	leo
audit	0.375	0.562	0.735	su'etusi
audition	0.750	0.685	0.615	su'ega
auditions	0.740	0.765	0.596	su'ega
auditor	0.582	0.571	0.726	suetusi
auditorium	0.529	0.490	0.538	faletelefoni
auditory	0.531	0.481	0.570	su'ega
aught	0.418	0.135	0.217	leai
augment	0.650	0.683	0.645	fa'aopoopo
augmentation	0.714	0.613	0.850	fa'aopoopoga
august	0.652	0.292	0.462	Aukuso
aunt	0.667	0.291	0.420	uso o le tina
auntie	0.643	0.275	0.447	auntie
aura	0.760	0.333	0.500	aura
aurora	0.817	0.306	0.537	aurora
auspices	0.542	0.500	0.634	faamalumaluga
auspicious	0.562	0.635	0.669	manuia
austere	0.500	0.390	0.422	fa'atauva'a
austerity	0.438	0.406	0.534	austerity
authentic	0.885	0.510	0.782	moni
authenticate	0.833	0.480	0.789	fa'amaoni
authentication	0.724	0.491	0.750	fa'amaoni
authenticity	0.670	0.548	0.845	fa'amaoni
author	0.775	0.343	0.749	tusitala
authoritative	0.636	0.520	0.890	pule
authority	0.592	0.592	0.934	pule
authorization	0.521	0.567	0.817	faatagaga
authorize	0.772	0.596	0.821	faataga
authorized	0.760	0.458	0.815	faatagaina
authorship	0.667	0.635	0.773	tusitala
autism	0.235	0.500	0.447	autism
autistic	0.367	0.337	0.404	autistic
auto	0.571	0.569	0.500	ta'avale
autobiographical	0.909	0.462	0.582	tala fa'asolopito
autobiography	0.735	0.284	0.629	tala fa'asolopito
autocorrect	0.551	0.439	0.616	faasa'osa'o
autocratic	0.542	0.577	0.727	tuto'atasi
autograph	0.735	0.565	0.473	saini
autographed	0.781	0.620	0.625	sainia
automated	0.578	0.402	0.632	otometi
automatic	0.562	0.433	0.664	otometi
automobile	0.753	0.625	0.534	ta'avale
automotive	0.656	0.520	0.577	ta'avale
autonomy	0.781	0.349	0.891	tuto'atasi
autopilot	0.594	0.462	0.632	autopailota
autopsy	0.252	0.650	0.538	autopsy
autumn	0.765	0.204	0.450	autumn
auxiliary	0.622	0.471	0.509	ausilali
avail	0.800	0.430	0.603	manuia
availability	0.796	0.544	0.600	avanoa
available	0.844	0.356	0.623	avanoa
avalanche	0.265	0.915	0.683	avalange
avarice	0.198	0.726	0.352	mana'o tele
avatar	0.633	0.410	0.567	avatar
avenge	0.073	0.867	0.559	tauimasui
avenger	0.337	0.865	0.670	tauimasui
avenging	0.143	0.880	0.717	tauimasui
avenue	0.677	0.360	0.377	auala
aver	0.492	0.450	0.393	aver
average	0.684	0.280	0.455	averesi
aversation	0.582	0.442	0.432	fa'alavelave
averse	0.253	0.569	0.492	fa'anoanoa
averseness	0.296	0.606	0.528	fa'anoanoa
aversion	0.074	0.663	0.525	'ino'ino
avert	0.510	0.388	0.465	alo ese
aviary	0.500	0.360	0.467	va'alele
aviation	0.708	0.646	0.741	vaalele
aviator	0.615	0.700	0.644	vaalele
avid	0.582	0.459	0.593	naunau
avocado	0.677	0.255	0.287	avoka
avoid	0.427	0.442	0.415	alo ese
avoidance	0.470	0.481	0.466	alo ese
avoiding	0.457	0.433	0.309	alo ese
await	0.448	0.264	0.276	faatali
awake	0.667	0.469	0.741	ala mai
awaken	0.729	0.412	0.611	fafagu
awakening	0.745	0.500	0.618	fafagu
award	0.865	0.745	0.660	taui
