English Word	Valence	Arousal	Dominance	Maori Word
anarchist	0.204	0.700	0.759	anarchist
anarchy	0.146	0.755	0.620	whakakino
anastomosis	0.375	0.470	0.490	anastomosis
anathema	0.286	0.490	0.519	anatema
anatomic	0.562	0.442	0.546	tinana
anatomy	0.562	0.390	0.571	tinana
ancestor	0.592	0.388	0.594	tupuna
ancestral	0.640	0.481	0.750	tupuna
ancestry	0.708	0.519	0.717	whakapapa
anchor	0.520	0.284	0.564	punga
anchorage	0.500	0.325	0.639	punga
ancient	0.420	0.217	0.439	tawhito
ancillary	0.449	0.442	0.278	apiti
androgen	0.255	0.523	0.527	androgen
android	0.663	0.436	0.500	phi
anecdote	0.583	0.529	0.500	pakiwaitara
anemia	0.188	0.327	0.310	anemia
anemic	0.167	0.279	0.155	mate pukupuku
anemone	0.552	0.538	0.327	anemone
anesthesia	0.365	0.216	0.394	whakamohoatanga
anesthesiologist	0.419	0.224	0.526	te tohunga whakamohoatanga
anesthetic	0.350	0.264	0.482	whakawhanaunga
aneurysm	0.115	0.690	0.536	te mate pukupuku
anew	0.771	0.358	0.385	hou
angel	0.906	0.158	0.704	anahera
angelic	0.927	0.298	0.668	anahera
anger	0.167	0.865	0.657	riri
angered	0.010	0.860	0.547	riri
angermanagement	0.260	0.632	0.482	te whakahaere riri
angina	0.230	0.630	0.464	angina
angiogram	0.347	0.520	0.465	angiogram
angiography	0.378	0.536	0.520	angiography
angle	0.541	0.330	0.455	koki
angling	0.625	0.408	0.500	hī ika
angora	0.529	0.425	0.405	angora
angriest	0.094	0.892	0.430	tino riri
angry	0.122	0.830	0.604	riri
angrytweet	0.265	0.644	0.471	angrytweet
angst	0.167	0.888	0.333	riri
anguish	0.153	0.792	0.265	mamae
anguished	0.135	0.720	0.307	pouri
angular	0.449	0.281	0.444	koki
anhydrous	0.456	0.365	0.355	hauwai
animal	0.521	0.510	0.513	kararehe
animate	0.827	0.755	0.635	whakakorikori
animated	0.823	0.676	0.538	pakiwaituhi
animation	0.888	0.750	0.549	hākoritanga
animosity	0.510	0.724	0.545	te mauahara
animus	0.698	0.676	0.466	hāora
ankle	0.500	0.274	0.234	rekereke
anklet	0.410	0.276	0.302	rekereke
annals	0.427	0.610	0.424	nga korero
annex	0.594	0.350	0.458	āpitihanga
annexation	0.342	0.500	0.555	te taapiri
annexe	0.584	0.350	0.392	āpitihanga
annihilate	0.115	0.918	0.681	whakangaro
annihilated	0.080	0.760	0.324	whakamotitia
annihilation	0.041	0.800	0.591	whakamomori
anniversary	0.880	0.770	0.723	huritau
annotate	0.592	0.469	0.441	tuhipoka
annotation	0.604	0.470	0.619	tuhipoka
announce	0.694	0.618	0.611	panui
announcement	0.729	0.491	0.482	panui
announcer	0.602	0.570	0.732	kaikauwhau
annoy	0.094	0.765	0.286	whakapouri
annoyance	0.167	0.718	0.342	hoha
annoyed	0.104	0.783	0.345	hoha
annoyin	0.260	0.573	0.352	whakahōhā
annoying	0.082	0.853	0.348	hoha
annoys	0.146	0.778	0.435	hoha
annual	0.552	0.236	0.500	ā-tau
annuity	0.521	0.304	0.527	tau tau
annul	0.250	0.448	0.364	whakakore
annular	0.310	0.385	0.412	annular
annulment	0.153	0.375	0.447	whakakorenga
annulus	0.458	0.380	0.376	haumanu
anointed	0.500	0.368	0.579	i whakawahia
anointing	0.653	0.350	0.547	te whakawahinga
anomalous	0.281	0.480	0.423	pokanoa
anomaly	0.188	0.538	0.404	pokanoa
anon	0.479	0.354	0.298	ano
anonymity	0.469	0.255	0.430	ingoamuna
anonymous	0.396	0.291	0.431	ingoamuna
anorexic	0.160	0.618	0.245	korerexic
answer	0.537	0.373	0.661	whakautu
answerable	0.708	0.481	0.750	whakautu
answering	0.684	0.500	0.607	whakautu
ant	0.448	0.216	0.216	popokorua
antagonism	0.224	0.618	0.524	te riri
antagonist	0.240	0.615	0.700	kaitukino
antagonistic	0.296	0.604	0.565	whakatakariri
antagonize	0.143	0.663	0.629	whakapataritari
ante	0.448	0.320	0.417	mua
antecedent	0.427	0.551	0.566	mua
antelope	0.542	0.510	0.500	antelope
antenna	0.521	0.327	0.358	pūihi
anterior	0.510	0.245	0.362	o mua
anthem	0.780	0.343	0.729	waiata
anthill	0.327	0.578	0.377	anatihi
anthology	0.338	0.406	0.537	anthology
anthrax	0.188	0.730	0.500	anthrax
anthropological	0.367	0.390	0.490	tikanga tangata
anthropologist	0.551	0.385	0.725	tohunga tikanga tangata
anthropology	0.490	0.367	0.582	tikanga tangata
anti	0.365	0.412	0.384	anti
antiaircraft	0.330	0.622	0.629	waka rererangi
antibiotic	0.510	0.373	0.658	paturopi
antibiotics	0.448	0.406	0.557	paturopi
antichrist	0.082	0.837	0.544	anatikaraiti
anticipate	0.622	0.469	0.667	matapae
anticipation	0.698	0.539	0.711	tatari
anticipatory	0.653	0.551	0.682	matakite
antics	0.448	0.740	0.236	whakakino
antidote	0.541	0.490	0.629	rongoā mate
antifungal	0.408	0.412	0.441	antifungal
antigravity	0.430	0.714	0.658	antigravity
antimony	0.378	0.398	0.490	antimoni
antipathy	0.198	0.549	0.393	te riri
antiquarian	0.500	0.233	0.426	tawhito
antiquated	0.420	0.392	0.236	tawhito
antique	0.634	0.290	0.518	tawhito
antiques	0.540	0.370	0.595	nga taonga tawhito
antiquity	0.385	0.333	0.556	tawhito
antiseptic	0.438	0.370	0.623	patupatu
antisocial	0.146	0.686	0.391	whakakeke
antithesis	0.396	0.412	0.536	whakapae
antithetical	0.271	0.509	0.358	whakahē
antiviral	0.459	0.470	0.549	patu huaketo
antler	0.448	0.470	0.500	korokoro
antsy	0.449	0.558	0.417	pōhēhē
anus	0.347	0.644	0.350	nono
anvil	0.380	0.510	0.604	paepae
anxiety	0.146	0.865	0.342	māharahara
anxietyattack	0.150	0.925	0.446	whakaparahako
anxious	0.281	0.875	0.434	māharahara
anxiousness	0.235	0.814	0.282	te manukanuka
anytime	0.625	0.461	0.436	wā
aorta	0.448	0.510	0.542	aorta
aortic	0.436	0.540	0.438	aortic
apace	0.536	0.500	0.536	tere
apache	0.687	0.469	0.500	apache
apartment	0.719	0.393	0.580	whare noho
apartments	0.704	0.337	0.443	whare noho
apathetic	0.188	0.292	0.333	karekau
apathy	0.184	0.212	0.204	karekau
ape	0.548	0.389	0.336	makimaki
aperture	0.612	0.450	0.667	tuwhera
apex	0.570	0.433	0.418	tihi
aphid	0.388	0.473	0.407	aphid
aphrodisiac	0.750	0.846	0.667	aphrodisiac
apiece	0.439	0.259	0.383	ia tangata
aplomb	0.500	0.509	0.582	whakahihiri
apocalypse	0.050	0.867	0.736	apocalypse
apocalyptic	0.173	0.880	0.750	apocalyptic
apologetic	0.479	0.461	0.571	whakapāha
apologist	0.406	0.429	0.526	kaikorero
apologize	0.551	0.378	0.389	whakapāha
apology	0.571	0.346	0.402	whakapāha
apostasy	0.388	0.520	0.517	taivaraa
apostate	0.342	0.500	0.528	taivaraa
apostle	0.646	0.347	0.732	apotoro
apostolic	0.592	0.300	0.717	apotoro
apostrophe	0.469	0.368	0.537	tohutoro
apothecary	0.561	0.328	0.529	rongoa rongoa
appalled	0.194	0.792	0.562	miharo
appalling	0.160	0.827	0.415	whakamataku
apparatus	0.375	0.353	0.377	taputapu
apparel	0.698	0.435	0.453	kakahu
apparent	0.473	0.383	0.398	kitea
apparently	0.531	0.410	0.426	te ahua
apparition	0.406	0.573	0.636	whakakitenga
appeal	0.663	0.598	0.558	piira
appear	0.735	0.506	0.567	puta
appearance	0.669	0.490	0.534	ahua
appease	0.633	0.278	0.434	whakararu
appellant	0.327	0.588	0.568	kaipiira
append	0.573	0.464	0.453	apiti
appendage	0.229	0.382	0.438	taapiri
appendectomy	0.177	0.670	0.554	āpiti hāparapara
appendicitis	0.031	0.640	0.347	appendicitis
appendix	0.365	0.387	0.425	āpitihanga
appetite	0.704	0.637	0.581	hiahia
appetizer	0.755	0.560	0.406	kai reka
appetizing	0.806	0.657	0.688	hiakai
applaud	0.865	0.824	0.464	pakipaki
applause	0.953	0.857	0.621	pakipaki
apple	0.811	0.300	0.264	aporo
apple juice	0.765	0.204	0.294	wai aporo
applejack	0.604	0.431	0.473	aporojack
applesauce	0.750	0.167	0.291	te aporo
appliance	0.582	0.453	0.538	taputapu
appliances	0.594	0.394	0.567	taputapu
applicability	0.677	0.490	0.741	whaihuatanga
applicable	0.469	0.430	0.667	e tika ana
applicant	0.612	0.558	0.688	kaitono
application	0.646	0.445	0.726	tono
apply	0.612	0.321	0.667	tono
appoint	0.565	0.330	0.509	whakaritea
appointment	0.688	0.594	0.547	whakarite
appointments	0.745	0.677	0.625	whakaritenga
apportion	0.677	0.490	0.638	wehewehenga
apportionment	0.552	0.481	0.453	wehewehenga
appraisal	0.417	0.667	0.682	arohaehae
appraise	0.677	0.490	0.696	arohaehae
appreciable	0.873	0.491	0.778	whakamihi
appreciate	0.885	0.422	0.741	maioha
appreciated	0.910	0.434	0.779	maioha
appreciates	0.765	0.500	0.656	maioha
appreciation	0.917	0.529	0.588	maioha
appreciative	0.857	0.380	0.654	maioha
apprehend	0.521	0.624	0.696	hopukina
apprehension	0.385	0.720	0.454	mataku
apprehensive	0.406	0.592	0.431	mataku
apprentice	0.615	0.413	0.452	tauira
apprenticeship	0.812	0.482	0.643	whakangungu
approach	0.612	0.392	0.610	whakatata
approaching	0.740	0.557	0.491	e whakatata mai ana
approbate	0.646	0.590	0.860	whakaae
approbation	0.792	0.529	0.774	whakaaetanga
appropriate	0.833	0.368	0.759	e tika ana
appropriation	0.510	0.632	0.717	whakawhiwhinga
approval	0.854	0.460	0.889	whakaaetanga
approve	0.875	0.548	0.741	whakaae
approved	0.833	0.349	0.698	whakaaetia
approvement	0.880	0.625	0.780	whakaaetanga
approving	0.917	0.583	0.773	whakaae
approximate	0.551	0.560	0.520	tata
approximately	0.622	0.396	0.538	āhua
approximating	0.583	0.615	0.471	e tata ana
approximation	0.582	0.402	0.593	whakatata
appurtenances	0.573	0.412	0.547	taputapu
apricot	0.708	0.320	0.278	āperekoti
apron	0.582	0.208	0.245	apron
apt	0.582	0.418	0.382	tika
aptitude	0.750	0.471	0.746	kaha
aqua	0.656	0.292	0.359	aqua
aquamarine	0.729	0.306	0.413	aquamarine
aquarium	0.663	0.327	0.393	aquarium
aquatic	0.677	0.510	0.463	waiwai
aqueduct	0.551	0.411	0.534	kohanga wai
aqueous	0.429	0.270	0.310	wai
arable	0.510	0.350	0.465	ahuwhenua
arbiter	0.561	0.537	0.814	kaiwawao
arbitrary	0.281	0.702	0.686	noho noa
arbitrate	0.470	0.620	0.682	whakatau
arbitration	0.587	0.602	0.670	apitireihana
arbitrator	0.385	0.448	0.795	kaiwawao
arbor	0.583	0.490	0.591	rakau
arc	0.552	0.388	0.396	pewa
arcade	0.676	0.521	0.502	whare tapere
arcane	0.500	0.490	0.637	pohehe
arch	0.500	0.354	0.468	kikorangi
archaeological	0.740	0.441	0.660	whaipara tangata
archaeologist	0.552	0.451	0.706	whaipara tangata
archaeology	0.596	0.358	0.691	whaipara tangata
archaic	0.271	0.327	0.332	tawhito
archangel	0.837	0.500	0.708	tino anahera
archbishop	0.622	0.280	0.776	pīhopa
archdiocese	0.400	0.321	0.704	Atirikonatanga
archduke	0.458	0.413	0.634	archduke
arched	0.582	0.403	0.398	kikorangi
archer	0.573	0.622	0.661	kaikopere
archery	0.594	0.604	0.589	kopere
archetype	0.448	0.520	0.569	tohutoro
archipelago	0.745	0.370	0.592	motu
architect	0.776	0.442	0.836	hoahoanga
architectural	0.729	0.390	0.670	hangahanga
architecture	0.820	0.390	0.694	hoahoanga
archive	0.438	0.294	0.527	pūranga
arctic	0.615	0.352	0.546	Arctic
ardent	0.694	0.873	0.722	pukuriri
ardor	0.500	0.780	0.538	pukuriri
arduous	0.344	0.783	0.605	uaua
area	0.490	0.306	0.464	rohe
arena	0.510	0.235	0.404	arena
areola	0.417	0.396	0.381	areola
areyoukidding	0.429	0.633	0.400	kei te mahi koe
areyoukiddingme	0.365	0.635	0.375	areyoukiddingme
argent	0.594	0.418	0.472	argent
argh	0.260	0.538	0.328	argh
arghh	0.292	0.536	0.397	arghh
arghhhh	0.250	0.618	0.324	arghhhh
argue	0.093	0.798	0.525	tautohe
argument	0.510	0.464	0.698	tautohe
argumentation	0.479	0.549	0.760	tautohetohe
argumentative	0.450	0.531	0.679	tautohetohe
arguments	0.541	0.602	0.657	tautohetohe
arid	0.323	0.333	0.379	maroke
arise	0.750	0.582	0.725	whakatika
aristocracy	0.688	0.549	0.842	arikitanga
aristocrat	0.583	0.413	0.811	rangatira
aristocratic	0.449	0.519	0.676	rangatira
arithmetic	0.453	0.460	0.634	tātai
ark	0.396	0.427	0.543	aaka
arm	0.552	0.285	0.469	ringa
armada	0.408	0.740	0.868	armada
armament	0.198	0.764	0.810	mau patu
armaments	0.192	0.839	0.830	mau patu
armature	0.510	0.558	0.755	patupatu
armchair	0.646	0.164	0.339	nohoanga
armed	0.188	0.750	0.808	mau patu
armor	0.469	0.625	0.784	patu patu
armored	0.469	0.509	0.861	mau patu
armory	0.448	0.663	0.800	whare patu
armpit	0.283	0.439	0.250	kopae
arms	0.464	0.395	0.483	ringa
army	0.417	0.759	0.902	ope taua
aroma	0.823	0.235	0.442	kakara
aromatherapy	0.847	0.220	0.473	aromatherapy
arousal	0.791	0.943	0.731	whakaohooho
arouse	0.740	0.491	0.580	whakaohokia
aroused	0.708	0.952	0.667	oho
arraignment	0.406	0.837	0.534	whakawakanga
arrange	0.740	0.490	0.571	whakarite
arranged	0.698	0.531	0.728	whakaritea
arrangement	0.625	0.382	0.683	whakaritenga
array	0.521	0.396	0.568	huinga
arrears	0.286	0.485	0.302	nga nama
arrest	0.146	0.951	0.500	hopukina
arrhythmia	0.265	0.706	0.356	arrhythmia
arrival	0.678	0.510	0.474	te taenga mai
arrive	0.837	0.406	0.585	tae mai
arrogance	0.143	0.750	0.620	whakahihi
arrogant	0.115	0.755	0.580	whakahihi
arrow	0.439	0.390	0.454	pere
arsehole	0.276	0.598	0.433	horekau
arseholes	0.188	0.545	0.351	ngangau
arsenal	0.365	0.741	0.752	mau patu
arsenic	0.281	0.472	0.447	arsenic
arson	0.133	0.904	0.567	tahu ahi
arsonist	0.348	0.840	0.500	tahu tahu
art	0.812	0.360	0.603	toi
arterial	0.396	0.510	0.583	totoka
artery	0.396	0.580	0.537	uaua
artful	0.771	0.608	0.778	toi
arthritis	0.110	0.518	0.345	rewharewha
arthropod	0.344	0.464	0.434	angawaho
artichoke	0.583	0.218	0.287	toiokao
article	0.594	0.280	0.481	tuhinga
articles	0.552	0.324	0.565	tuhinga
articulate	0.677	0.462	0.618	korero
articulation	0.479	0.480	0.591	whakahua
artifact	0.510	0.500	0.566	taonga
artifice	0.316	0.696	0.482	hangai
artificial	0.306	0.385	0.351	hangahanga
artillery	0.350	0.912	0.794	pū pū
artisan	0.781	0.330	0.411	tohunga toi
artist	0.802	0.442	0.732	kaitoi
artiste	0.844	0.512	0.565	kaitoi
artistic	0.802	0.646	0.632	toi
artistry	0.823	0.346	0.769	mahi toi
artists	0.796	0.667	0.741	kaitoi
artwork	0.896	0.368	0.679	mahi toi
arty	0.490	0.422	0.388	toi
asap	0.571	0.500	0.552	tere
asbestos	0.357	0.481	0.464	hauhau
ascend	0.830	0.620	0.812	piki
ascendancy	0.724	0.625	0.700	pikinga
ascendant	0.656	0.673	0.821	piki
ascending	0.826	0.644	0.777	piki haere
ascension	0.765	0.720	0.714	pikinga
ascent	0.755	0.627	0.833	pikinga
ascertain	0.560	0.530	0.625	whakatau
ascertained	0.531	0.529	0.616	kua kitea
ascetic	0.438	0.375	0.472	whakakeke
ash	0.260	0.210	0.207	pungarehu
ashamed	0.156	0.588	0.228	whakama
ashes	0.327	0.279	0.142	pungarehu
ashtray	0.406	0.382	0.265	pungarehu
asinine	0.429	0.472	0.433	te inaina
ask	0.531	0.440	0.459	patai
asleeep	0.490	0.210	0.322	moe
asleep	0.604	0.100	0.270	moe
asp	0.438	0.489	0.375	asp
asparagus	0.469	0.317	0.264	apareka
aspartame	0.469	0.480	0.322	aspartame
aspect	0.479	0.469	0.588	ahua
aspects	0.439	0.480	0.565	āhuatanga
aspen	0.479	0.280	0.395	aspen
asphalt	0.479	0.264	0.439	uku
asphyxia	0.198	0.704	0.311	te hauhau
asphyxiation	0.059	0.745	0.412	te hauhautanga
aspiration	0.704	0.724	0.675	wawata
aspire	0.812	0.469	0.722	wawata
aspirin	0.479	0.271	0.422	ahipirini
aspiring	0.844	0.582	0.604	te wawata
ass	0.323	0.750	0.345	kaihe
assail	0.378	0.510	0.500	whakaeke
assailant	0.184	0.868	0.602	kaikino
assassin	0.073	0.933	0.632	kohuru
assassinate	0.051	0.969	0.722	kohuru
assassination	0.083	0.941	0.525	kohuru
assault	0.167	0.848	0.550	huaki
assay	0.633	0.559	0.594	whakamātautau
assemblage	0.429	0.452	0.600	whakahuihui
assemble	0.542	0.570	0.750	whakahuihui
assembled	0.663	0.450	0.644	huihui
assembly	0.698	0.500	0.640	huihuinga
assemblyman	0.430	0.538	0.760	tangata runanga
assent	0.615	0.515	0.719	whakaae
assert	0.750	0.619	0.809	whakapae
asserting	0.694	0.531	0.736	e kii ana
assertion	0.740	0.442	0.750	whakapae
assertive	0.719	0.412	0.770	whakaū
assess	0.698	0.500	0.623	aromatawai
assessment	0.750	0.623	0.658	aromatawai
assessor	0.551	0.538	0.764	kaiaromatawai
asset	0.797	0.765	0.788	rawa
assets	0.667	0.613	0.765	rawa
asshole	0.133	0.582	0.263	pouaru
assign	0.622	0.417	0.709	tautapa
assignee	0.510	0.462	0.510	te kaiwhakawhiwhi
assignment	0.483	0.398	0.745	taumahi
assimilate	0.559	0.391	0.683	whakahuihui
assimilation	0.429	0.378	0.463	whakahuihui
assist	0.833	0.435	0.629	awhina
assistance	0.656	0.519	0.633	awhina
assistant	0.625	0.390	0.536	kaiawhina
associate	0.812	0.409	0.625	hoa
association	0.745	0.500	0.817	hononga
assorted	0.602	0.460	0.472	momo
assortment	0.694	0.360	0.526	momo
assuage	0.745	0.255	0.500	whakaahuru
assume	0.698	0.401	0.464	whakaaro
assumed	0.612	0.247	0.454	whakaaro
assuming	0.740	0.390	0.526	whakaaro
assumption	0.479	0.431	0.417	whakapae
assurance	0.675	0.442	0.704	whakapumautanga
assure	0.910	0.460	0.839	whakapūmau
assured	0.878	0.327	0.754	whakapumau
assuredly	0.786	0.396	0.833	tino pono
asterisk	0.541	0.288	0.273	whetūriki
asteroid	0.430	0.721	0.623	asteroid
asteroids	0.361	0.694	0.712	asteroids
asthma	0.198	0.549	0.227	huangō
asthmatic	0.229	0.706	0.294	mate huango
astigmatism	0.214	0.490	0.429	astigmatism
astonish	0.786	0.845	0.658	miharo
astonished	0.510	0.775	0.574	miharo
astonishing	0.844	0.802	0.821	whakamīharo
astonishingly	0.827	0.898	0.773	whakamīharo
astonishment	0.680	0.718	0.519	miharo
astound	0.729	0.675	0.474	miharo
astral	0.604	0.417	0.567	astral
astray	0.098	0.676	0.308	kotiti ke
astringent	0.316	0.500	0.474	astringent
astrologer	0.594	0.519	0.673	tohunga whetu
astrology	0.635	0.340	0.500	wheturangi
astronaut	0.792	0.601	0.761	kairangirangi
astronomer	0.750	0.509	0.735	tohunga arorangi
astronomical	0.600	0.632	0.726	arorangi
astronomy	0.613	0.474	0.722	arorangi
astute	0.776	0.658	0.827	mohio
asunder	0.208	0.442	0.259	wehea
asylum	0.407	0.330	0.445	whakaruruhau
asymmetric	0.580	0.343	0.465	hangarite
asymmetry	0.476	0.373	0.527	hangarite
asymptotic	0.479	0.451	0.472	asymptotic
atelier	0.490	0.330	0.705	whare taonga
atheism	0.276	0.460	0.481	whakaponokore
atheistic	0.373	0.481	0.466	whakaponokore
atherosclerosis	0.250	0.480	0.343	atherosclerosis
athlete	0.781	0.718	0.686	kaipara
athletic	0.857	0.798	0.708	hakinakina
athleticism	0.750	0.863	0.778	hakinakina
athletics	0.831	0.691	0.740	hakinakina
atlas	0.531	0.306	0.554	atlas
atmosphere	0.604	0.300	0.560	huru
atmospheric	0.531	0.420	0.594	hau
atoll	0.480	0.408	0.472	motumotu
atom	0.510	0.500	0.433	ngota
atomic	0.327	0.817	0.713	ngota
atone	0.418	0.673	0.411	taraehara
atonement	0.550	0.602	0.683	taraehara
atpeace	0.724	0.298	0.519	te rangimarie
atrium	0.469	0.365	0.473	atrium
atrocious	0.073	0.811	0.445	kino
atrocity	0.115	0.844	0.593	mahi nanakia
atrophy	0.177	0.540	0.208	atrophy
attach	0.520	0.363	0.559	whakapiri
attached	0.562	0.350	0.439	piri
attachment	0.570	0.343	0.500	āpitihanga
attack	0.286	0.948	0.670	whakaeke
attacker	0.185	0.962	0.629	kaitukituki
attacking	0.276	0.837	0.642	whakaeke
attain	0.806	0.510	0.719	tutuki
attainable	0.760	0.500	0.759	ka taea
attainment	0.830	0.520	0.940	tutukitanga
attempt	0.625	0.491	0.431	nganatanga
attempted	0.594	0.580	0.567	whakamatauria
attend	0.650	0.420	0.625	haere mai
attendance	0.812	0.500	0.592	te taenga mai
attendant	0.580	0.365	0.519	kaitiaki
attention	0.740	0.599	0.774	aro
attentionseeker	0.367	0.745	0.457	te kimi aro
attentionseekers	0.531	0.673	0.500	hunga rapu aro
attentive	0.812	0.520	0.724	aro nui
attenuate	0.408	0.302	0.429	whakaheke
attenuated	0.449	0.280	0.298	kua whakahekehia
attenuation	0.458	0.363	0.464	whakahekenga
attest	0.439	0.710	0.685	whakaatu
attestation	0.234	0.635	0.500	whakamana
attic	0.521	0.259	0.377	tuanui
attire	0.742	0.388	0.483	kakahu
attitude	0.760	0.644	0.861	huru
attorney	0.600	0.594	0.754	roia
attract	0.796	0.663	0.769	kukume
attraction	0.906	0.774	0.712	whakahihiri
attractive	0.906	0.630	0.769	ātaahua
attractiveness	0.938	0.667	0.755	ātaahua
attributable	0.704	0.430	0.527	huanga
attribute	0.781	0.439	0.795	huanga
attribution	0.646	0.467	0.658	taunga
attrition	0.229	0.540	0.259	whakahekenga
auburn	0.510	0.240	0.411	kākāriki
auction	0.594	0.702	0.519	hokohoko
auctioneer	0.542	0.732	0.716	kaihoko hokohoko
audacious	0.740	0.875	0.825	māia
audacity	0.760	0.755	0.916	maia
audible	0.673	0.370	0.462	ka rangona
audience	0.698	0.610	0.613	minenga
audio	0.709	0.425	0.370	ororongo
audit	0.375	0.562	0.735	arotake
audition	0.750	0.685	0.615	whakamātautau
auditions	0.740	0.765	0.596	whakamātautau
auditor	0.582	0.571	0.726	kaitātari kaute
auditorium	0.529	0.490	0.538	whare whakarongo
auditory	0.531	0.481	0.570	whakarongo
aught	0.418	0.135	0.217	aha
augment	0.650	0.683	0.645	whakanui
augmentation	0.714	0.613	0.850	whakanuinga
august	0.652	0.292	0.462	Akuhata
aunt	0.667	0.291	0.420	whaea kēkē
auntie	0.643	0.275	0.447	kōkā
aura	0.760	0.333	0.500	aura
aurora	0.817	0.306	0.537	aurora
auspices	0.542	0.500	0.634	manaakitanga
auspicious	0.562	0.635	0.669	manaakitanga
austere	0.500	0.390	0.422	uaua
austerity	0.438	0.406	0.534	tiiti
authentic	0.885	0.510	0.782	pono
authenticate	0.833	0.480	0.789	whakamotuhēhē
authentication	0.724	0.491	0.750	motuhēhēnga
authenticity	0.670	0.548	0.845	pono
author	0.775	0.343	0.749	kaituhi
authoritative	0.636	0.520	0.890	whai mana
authority	0.592	0.592	0.934	mana
authorization	0.521	0.567	0.817	whakamanatanga
authorize	0.772	0.596	0.821	whakamana
authorized	0.760	0.458	0.815	whakamana
authorship	0.667	0.635	0.773	kaituhi
autism	0.235	0.500	0.447	autism
autistic	0.367	0.337	0.404	mate pukupuku
auto	0.571	0.569	0.500	auto
autobiographical	0.909	0.462	0.582	haurongo
autobiography	0.735	0.284	0.629	haurongo
autocorrect	0.551	0.439	0.616	whakatika aunoa
autocratic	0.542	0.577	0.727	mana motuhake
autograph	0.735	0.565	0.473	autograph
autographed	0.781	0.620	0.625	hainatia
automated	0.578	0.402	0.632	aunoa
automatic	0.562	0.433	0.664	aunoa
automobile	0.753	0.625	0.534	waka
automotive	0.656	0.520	0.577	waka
autonomy	0.781	0.349	0.891	mana motuhake
autopilot	0.594	0.462	0.632	kaiurungi aunoa
autopsy	0.252	0.650	0.538	autopsy
autumn	0.765	0.204	0.450	ngahuru
auxiliary	0.622	0.471	0.509	awhina
avail	0.800	0.430	0.603	whai hua
availability	0.796	0.544	0.600	wātea
available	0.844	0.356	0.623	e wātea ana
avalanche	0.265	0.915	0.683	tohenga
avarice	0.198	0.726	0.352	mokemoke
avatar	0.633	0.410	0.567	avatar
avenge	0.073	0.867	0.559	te ngaki
avenger	0.337	0.865	0.670	kaitakitaki
avenging	0.143	0.880	0.717	te ngaki
avenue	0.677	0.360	0.377	huarahi
aver	0.492	0.450	0.393	aver
average	0.684	0.280	0.455	toharite
aversation	0.582	0.442	0.432	whakaparahako
averse	0.253	0.569	0.492	whakakeke
averseness	0.296	0.606	0.528	whakakino
aversion	0.074	0.663	0.525	whakakeke
avert	0.510	0.388	0.465	karo
aviary	0.500	0.360	0.467	whare manu
aviation	0.708	0.646	0.741	rererangi
aviator	0.615	0.700	0.644	waka rererangi
avid	0.582	0.459	0.593	kaingākau
avocado	0.677	0.255	0.287	awhekātō
avoid	0.427	0.442	0.415	karo
avoidance	0.470	0.481	0.466	te karo
