English Word	Valence	Arousal	Dominance	Welsh Word
analyst	0.604	0.415	0.755	dadansoddwr
analytic	0.665	0.521	0.634	dadansoddol
analytical	0.625	0.324	0.800	dadansoddol
analyze	0.667	0.462	0.710	dadansoddi
analyzer	0.625	0.556	0.854	dadansoddwr
anaphylactic	0.378	0.588	0.500	anaffylactig
anarchism	0.125	0.804	0.623	anarchiaeth
anarchist	0.204	0.700	0.759	anarchydd
anarchy	0.146	0.755	0.620	anarchiaeth
anastomosis	0.375	0.470	0.490	anastomosis
anathema	0.286	0.490	0.519	anathema
anatomic	0.562	0.442	0.546	anatomeg
anatomy	0.562	0.390	0.571	anatomeg
ancestor	0.592	0.388	0.594	hynafiad
ancestral	0.640	0.481	0.750	hynafiad
ancestry	0.708	0.519	0.717	llinach
anchor	0.520	0.284	0.564	angor
anchorage	0.500	0.325	0.639	angorfa
ancient	0.420	0.217	0.439	hynafol
ancillary	0.449	0.442	0.278	ategol
androgen	0.255	0.523	0.527	androgen
android	0.663	0.436	0.500	android
anecdote	0.583	0.529	0.500	hanesyn
anemia	0.188	0.327	0.310	anemia
anemic	0.167	0.279	0.155	anemig
anemone	0.552	0.538	0.327	anemoni
anesthesia	0.365	0.216	0.394	anesthesia
anesthesiologist	0.419	0.224	0.526	anesthesiologist
anesthetic	0.350	0.264	0.482	anesthetig
aneurysm	0.115	0.690	0.536	ymlediad
anew	0.771	0.358	0.385	newydd
angel	0.906	0.158	0.704	angel
angelic	0.927	0.298	0.668	angylaidd
anger	0.167	0.865	0.657	dicter
angered	0.010	0.860	0.547	gwylltio
angermanagement	0.260	0.632	0.482	rheoli dicter
angina	0.230	0.630	0.464	angina
angiogram	0.347	0.520	0.465	angiogram
angiography	0.378	0.536	0.520	angiograffeg
angle	0.541	0.330	0.455	ongl
angling	0.625	0.408	0.500	genweirio
angora	0.529	0.425	0.405	angora
angriest	0.094	0.892	0.430	blin
angry	0.122	0.830	0.604	blin
angrytweet	0.265	0.644	0.471	trydar blin
angst	0.167	0.888	0.333	angst
anguish	0.153	0.792	0.265	ing
anguished	0.135	0.720	0.307	blin
angular	0.449	0.281	0.444	onglog
anhydrous	0.456	0.365	0.355	anhydrus
animal	0.521	0.510	0.513	anifail
animate	0.827	0.755	0.635	animeiddio
animated	0.823	0.676	0.538	hanimeiddio
animation	0.888	0.750	0.549	animeiddiad
animosity	0.510	0.724	0.545	gelyniaeth
animus	0.698	0.676	0.466	animws
ankle	0.500	0.274	0.234	ffêr
anklet	0.410	0.276	0.302	pigwrn
annals	0.427	0.610	0.424	blwyddiaid
annex	0.594	0.350	0.458	anecs
annexation	0.342	0.500	0.555	anecs
annexe	0.584	0.350	0.392	anecs
annihilate	0.115	0.918	0.681	difodi
annihilated	0.080	0.760	0.324	difodi
annihilation	0.041	0.800	0.591	difodiant
anniversary	0.880	0.770	0.723	penblwydd
annotate	0.592	0.469	0.441	anodi
annotation	0.604	0.470	0.619	anodiad
announce	0.694	0.618	0.611	cyhoeddi
announcement	0.729	0.491	0.482	cyhoeddiad
announcer	0.602	0.570	0.732	cyhoeddwr
annoy	0.094	0.765	0.286	blin
annoyance	0.167	0.718	0.342	annifyrrwch
annoyed	0.104	0.783	0.345	blin
annoyin	0.260	0.573	0.352	annoyin
annoying	0.082	0.853	0.348	blino
annoys	0.146	0.778	0.435	cythruddo
annual	0.552	0.236	0.500	blynyddol
annuity	0.521	0.304	0.527	blwydd-dal
annul	0.250	0.448	0.364	dirymu
annular	0.310	0.385	0.412	annular
annulment	0.153	0.375	0.447	dirymiad
annulus	0.458	0.380	0.376	annulus
anointed	0.500	0.368	0.579	eneiniog
anointing	0.653	0.350	0.547	eneiniad
anomalous	0.281	0.480	0.423	afreolaidd
anomaly	0.188	0.538	0.404	anghysondeb
anon	0.479	0.354	0.298	anon
anonymity	0.469	0.255	0.430	anhysbysrwydd
anonymous	0.396	0.291	0.431	dienw
anorexic	0.160	0.618	0.245	anorecsig
answer	0.537	0.373	0.661	ateb
answerable	0.708	0.481	0.750	atebol
answering	0.684	0.500	0.607	yn ateb
ant	0.448	0.216	0.216	morgrugyn
antagonism	0.224	0.618	0.524	gelyniaeth
antagonist	0.240	0.615	0.700	antagonist
antagonistic	0.296	0.604	0.565	antagonist
antagonize	0.143	0.663	0.629	elyniaethu
ante	0.448	0.320	0.417	cynt
antecedent	0.427	0.551	0.566	rhagflaenol
antelope	0.542	0.510	0.500	antelop
antenna	0.521	0.327	0.358	antena
anterior	0.510	0.245	0.362	blaenor
anthem	0.780	0.343	0.729	anthem
anthill	0.327	0.578	0.377	anthill
anthology	0.338	0.406	0.537	blodeugerdd
anthrax	0.188	0.730	0.500	anthracs
anthropological	0.367	0.390	0.490	anthropolegol
anthropologist	0.551	0.385	0.725	anthropolegydd
anthropology	0.490	0.367	0.582	anthropoleg
anti	0.365	0.412	0.384	gwrth
antiaircraft	0.330	0.622	0.629	gwrthawyrennau
antibiotic	0.510	0.373	0.658	gwrthfiotig
antibiotics	0.448	0.406	0.557	gwrthfiotigau
antichrist	0.082	0.837	0.544	anghrist
anticipate	0.622	0.469	0.667	rhagweld
anticipation	0.698	0.539	0.711	disgwyliad
anticipatory	0.653	0.551	0.682	rhagweledol
antics	0.448	0.740	0.236	antics
antidote	0.541	0.490	0.629	gwrthwenwyn
antifungal	0.408	0.412	0.441	gwrthffyngaidd
antigravity	0.430	0.714	0.658	antigravity
antimony	0.378	0.398	0.490	antimoni
antipathy	0.198	0.549	0.393	gwrthun
antiquarian	0.500	0.233	0.426	hynafiaethydd
antiquated	0.420	0.392	0.236	hynafol
antique	0.634	0.290	0.518	hynafol
antiques	0.540	0.370	0.595	hen bethau
antiquity	0.385	0.333	0.556	hynafiaeth
antiseptic	0.438	0.370	0.623	antiseptig
antisocial	0.146	0.686	0.391	gwrthgymdeithasol
antithesis	0.396	0.412	0.536	gwrththesis
antithetical	0.271	0.509	0.358	gwrthun
antiviral	0.459	0.470	0.549	gwrthfeirysol
antler	0.448	0.470	0.500	cyrn
antsy	0.449	0.558	0.417	gwrthsy
anus	0.347	0.644	0.350	anws
anvil	0.380	0.510	0.604	einion
anxiety	0.146	0.865	0.342	pryder
anxietyattack	0.150	0.925	0.446	ymosodiad pryder
anxious	0.281	0.875	0.434	bryderus
anxiousness	0.235	0.814	0.282	pryder
anytime	0.625	0.461	0.436	unrhyw bryd
aorta	0.448	0.510	0.542	aorta
aortic	0.436	0.540	0.438	aortig
apace	0.536	0.500	0.536	cyflym
apache	0.687	0.469	0.500	apache
apartment	0.719	0.393	0.580	fflat
apartments	0.704	0.337	0.443	fflatiau
apathetic	0.188	0.292	0.333	difater
apathy	0.184	0.212	0.204	difaterwch
ape	0.548	0.389	0.336	epa
aperture	0.612	0.450	0.667	agorfa
apex	0.570	0.433	0.418	apig
aphid	0.388	0.473	0.407	llyslau
aphrodisiac	0.750	0.846	0.667	affrodisaidd
apiece	0.439	0.259	0.383	darn
aplomb	0.500	0.509	0.582	aplomb
apocalypse	0.050	0.867	0.736	apocalypse
apocalyptic	0.173	0.880	0.750	apocalyptaidd
apologetic	0.479	0.461	0.571	ymddiheuriadol
apologist	0.406	0.429	0.526	ymddiheuriad
apologize	0.551	0.378	0.389	ymddiheuro
apology	0.571	0.346	0.402	ymddiheuriad
apostasy	0.388	0.520	0.517	apostasy
apostate	0.342	0.500	0.528	apostate
apostle	0.646	0.347	0.732	apostol
apostolic	0.592	0.300	0.717	apostolaidd
apostrophe	0.469	0.368	0.537	collnod
apothecary	0.561	0.328	0.529	apothecari
appalled	0.194	0.792	0.562	arswydus
appalling	0.160	0.827	0.415	echrydus
apparatus	0.375	0.353	0.377	offer
apparel	0.698	0.435	0.453	dillad
apparent	0.473	0.383	0.398	amlwg
apparently	0.531	0.410	0.426	mae'n debyg
apparition	0.406	0.573	0.636	edrychiad
appeal	0.663	0.598	0.558	apel
appear	0.735	0.506	0.567	ymddangos
appearance	0.669	0.490	0.534	gwedd
appease	0.633	0.278	0.434	dyhuddo
appellant	0.327	0.588	0.568	apelydd
append	0.573	0.464	0.453	atodiad
appendage	0.229	0.382	0.438	atodiad
appendectomy	0.177	0.670	0.554	apendectomi
appendicitis	0.031	0.640	0.347	appendicitis
appendix	0.365	0.387	0.425	atodiad
appetite	0.704	0.637	0.581	archwaeth
appetizer	0.755	0.560	0.406	archwaeth
appetizing	0.806	0.657	0.688	archwaethus
applaud	0.865	0.824	0.464	cymeradwyo
applause	0.953	0.857	0.621	cymmeradwyaeth
apple	0.811	0.300	0.264	afal
apple juice	0.765	0.204	0.294	sudd afal
applejack	0.604	0.431	0.473	applejack
applesauce	0.750	0.167	0.291	saws afal
appliance	0.582	0.453	0.538	teclyn
appliances	0.594	0.394	0.567	offer
applicability	0.677	0.490	0.741	cymhwysedd
applicable	0.469	0.430	0.667	berthnasol
applicant	0.612	0.558	0.688	ymgeisydd
application	0.646	0.445	0.726	cais
apply	0.612	0.321	0.667	gwneud cais
appoint	0.565	0.330	0.509	penodi
appointment	0.688	0.594	0.547	apwyntiad
appointments	0.745	0.677	0.625	apwyntiadau
apportion	0.677	0.490	0.638	dosraniad
apportionment	0.552	0.481	0.453	dosraniad
appraisal	0.417	0.667	0.682	cloriannu
appraise	0.677	0.490	0.696	gwerthuso
appreciable	0.873	0.491	0.778	sylweddol
appreciate	0.885	0.422	0.741	gwerthfawrogi
appreciated	0.910	0.434	0.779	gwerthfawrogi
appreciates	0.765	0.500	0.656	yn gwerthfawrogi
appreciation	0.917	0.529	0.588	gwerthfawrogiad
appreciative	0.857	0.380	0.654	gwerthfawrogol
apprehend	0.521	0.624	0.696	dal
apprehension	0.385	0.720	0.454	pryder
apprehensive	0.406	0.592	0.431	ofnus
apprentice	0.615	0.413	0.452	prentis
apprenticeship	0.812	0.482	0.643	prentisiaeth
approach	0.612	0.392	0.610	dynesiad
approaching	0.740	0.557	0.491	nesau
approbate	0.646	0.590	0.860	appobate
approbation	0.792	0.529	0.774	cymeradwyo
appropriate	0.833	0.368	0.759	priodol
appropriation	0.510	0.632	0.717	neilltuo
approval	0.854	0.460	0.889	cymmeradwyaeth
approve	0.875	0.548	0.741	cymeradwyo
approved	0.833	0.349	0.698	cymeradwy
approvement	0.880	0.625	0.780	cymeradwyaeth
approving	0.917	0.583	0.773	cymeradwyo
approximate	0.551	0.560	0.520	bras
approximately	0.622	0.396	0.538	oddeutu
approximating	0.583	0.615	0.471	brasamcanu
approximation	0.582	0.402	0.593	brasamcan
appurtenances	0.573	0.412	0.547	atodion
apricot	0.708	0.320	0.278	bricyll
apron	0.582	0.208	0.245	ffedog
apt	0.582	0.418	0.382	addas
aptitude	0.750	0.471	0.746	dawn
aqua	0.656	0.292	0.359	dwr
aquamarine	0.729	0.306	0.413	aquamarine
aquarium	0.663	0.327	0.393	acwariwm
aquatic	0.677	0.510	0.463	dyfrol
aqueduct	0.551	0.411	0.534	traphont ddwr
aqueous	0.429	0.270	0.310	dyfrllyd
arable	0.510	0.350	0.465	âr
arbiter	0.561	0.537	0.814	cyflafareddwr
arbitrary	0.281	0.702	0.686	mympwyol
arbitrate	0.470	0.620	0.682	cyflafareddu
arbitration	0.587	0.602	0.670	cyflafareddu
arbitrator	0.385	0.448	0.795	cyflafareddwr
arbor	0.583	0.490	0.591	deildy
arc	0.552	0.388	0.396	arc
arcade	0.676	0.521	0.502	arcêd
arcane	0.500	0.490	0.637	arcane
arch	0.500	0.354	0.468	bwa
archaeological	0.740	0.441	0.660	archeolegol
archaeologist	0.552	0.451	0.706	archeolegydd
archaeology	0.596	0.358	0.691	archeoleg
archaic	0.271	0.327	0.332	hynafol
archangel	0.837	0.500	0.708	archangel
archbishop	0.622	0.280	0.776	archesgob
archdiocese	0.400	0.321	0.704	archesgobaeth
archduke	0.458	0.413	0.634	archddug
arched	0.582	0.403	0.398	bwaog
archer	0.573	0.622	0.661	saethwr
archery	0.594	0.604	0.589	saethyddiaeth
archetype	0.448	0.520	0.569	archdeip
archipelago	0.745	0.370	0.592	archipelago
architect	0.776	0.442	0.836	pensaer
architectural	0.729	0.390	0.670	pensaernïol
architecture	0.820	0.390	0.694	pensaernïaeth
archive	0.438	0.294	0.527	archif
arctic	0.615	0.352	0.546	arctig
ardent	0.694	0.873	0.722	selog
ardor	0.500	0.780	0.538	ardor
arduous	0.344	0.783	0.605	llafurus
area	0.490	0.306	0.464	ardal
arena	0.510	0.235	0.404	arena
areola	0.417	0.396	0.381	areola
areyoukidding	0.429	0.633	0.400	wyt ti'n kidding
areyoukiddingme	0.365	0.635	0.375	areyoukiddingme
argent	0.594	0.418	0.472	argent
argh	0.260	0.538	0.328	argh
arghh	0.292	0.536	0.397	argh
arghhhh	0.250	0.618	0.324	arghhhh
argue	0.093	0.798	0.525	dadlau
argument	0.510	0.464	0.698	dadl
argumentation	0.479	0.549	0.760	dadl
argumentative	0.450	0.531	0.679	dadleuol
arguments	0.541	0.602	0.657	dadleuon
arid	0.323	0.333	0.379	cras
arise	0.750	0.582	0.725	cyfod
aristocracy	0.688	0.549	0.842	pendefigaeth
aristocrat	0.583	0.413	0.811	pendefig
aristocratic	0.449	0.519	0.676	aristocrataidd
arithmetic	0.453	0.460	0.634	rhifyddeg
ark	0.396	0.427	0.543	arch
arm	0.552	0.285	0.469	braich
armada	0.408	0.740	0.868	armada
armament	0.198	0.764	0.810	arfogaeth
armaments	0.192	0.839	0.830	arfau
armature	0.510	0.558	0.755	arfogaeth
armchair	0.646	0.164	0.339	cadair freichiau
armed	0.188	0.750	0.808	arfog
armor	0.469	0.625	0.784	arfwisg
armored	0.469	0.509	0.861	arfog
armory	0.448	0.663	0.800	arfogaeth
armpit	0.283	0.439	0.250	cesail
arms	0.464	0.395	0.483	breichiau
army	0.417	0.759	0.902	fyddin
aroma	0.823	0.235	0.442	arogl
aromatherapy	0.847	0.220	0.473	aromatherapi
arousal	0.791	0.943	0.731	cyffroad
arouse	0.740	0.491	0.580	cyffroi
aroused	0.708	0.952	0.667	cynhyrfu
arraignment	0.406	0.837	0.534	ariad
arrange	0.740	0.490	0.571	trefnu
arranged	0.698	0.531	0.728	trefnu
arrangement	0.625	0.382	0.683	trefniant
array	0.521	0.396	0.568	arae
arrears	0.286	0.485	0.302	ôl-ddyledion
arrest	0.146	0.951	0.500	arestio
arrhythmia	0.265	0.706	0.356	arhythmia
arrival	0.678	0.510	0.474	cyrraedd
arrive	0.837	0.406	0.585	cyrraedd
arrogance	0.143	0.750	0.620	haerllugrwydd
arrogant	0.115	0.755	0.580	trahaus
arrow	0.439	0.390	0.454	saeth
arsehole	0.276	0.598	0.433	twll arswyd
arseholes	0.188	0.545	0.351	tyllau arsyll
arsenal	0.365	0.741	0.752	arsenal
arsenic	0.281	0.472	0.447	arsenig
arson	0.133	0.904	0.567	llosgi bwriadol
arsonist	0.348	0.840	0.500	llosgwr
art	0.812	0.360	0.603	celf
arterial	0.396	0.510	0.583	prifwythiennol
artery	0.396	0.580	0.537	rhydweli
artful	0.771	0.608	0.778	celfydd
arthritis	0.110	0.518	0.345	crydcymalau
arthropod	0.344	0.464	0.434	arthropod
artichoke	0.583	0.218	0.287	artisiog
article	0.594	0.280	0.481	erthygl
articles	0.552	0.324	0.565	erthyglau
articulate	0.677	0.462	0.618	huawdl
articulation	0.479	0.480	0.591	ynganu
artifact	0.510	0.500	0.566	arteffact
artifice	0.316	0.696	0.482	celfydd
artificial	0.306	0.385	0.351	artiffisial
artillery	0.350	0.912	0.794	magnelau
artisan	0.781	0.330	0.411	crefftwr
artist	0.802	0.442	0.732	arlunydd
artiste	0.844	0.512	0.565	artiste
artistic	0.802	0.646	0.632	artistig
artistry	0.823	0.346	0.769	celfyddyd
artists	0.796	0.667	0.741	artistiaid
artwork	0.896	0.368	0.679	gwaith celf
arty	0.490	0.422	0.388	celfydd
asap	0.571	0.500	0.552	cyn gynted â phosibl
asbestos	0.357	0.481	0.464	asbestos
ascend	0.830	0.620	0.812	esgyn
ascendancy	0.724	0.625	0.700	goruchafiaeth
ascendant	0.656	0.673	0.821	esgynnydd
ascending	0.826	0.644	0.777	esgyn
ascension	0.765	0.720	0.714	esgyniad
ascent	0.755	0.627	0.833	esgyniad
ascertain	0.560	0.530	0.625	canfod
ascertained	0.531	0.529	0.616	canfyddedig
ascetic	0.438	0.375	0.472	asgetig
ash	0.260	0.210	0.207	lludw
ashamed	0.156	0.588	0.228	cywilydd
ashes	0.327	0.279	0.142	lludw
ashtray	0.406	0.382	0.265	blwch llwch
asinine	0.429	0.472	0.433	asinîn
ask	0.531	0.440	0.459	gofyn
asleeep	0.490	0.210	0.322	cysgu
asleep	0.604	0.100	0.270	cysgu
asp	0.438	0.489	0.375	asp
asparagus	0.469	0.317	0.264	asbaragws
aspartame	0.469	0.480	0.322	aspartame
aspect	0.479	0.469	0.588	agwedd
aspects	0.439	0.480	0.565	agweddau
aspen	0.479	0.280	0.395	aethnenni
asphalt	0.479	0.264	0.439	asffalt
asphyxia	0.198	0.704	0.311	asffycsia
asphyxiation	0.059	0.745	0.412	mygu
aspiration	0.704	0.724	0.675	dyhead
aspire	0.812	0.469	0.722	dyheu
aspirin	0.479	0.271	0.422	aspirin
aspiring	0.844	0.582	0.604	dyheu
ass	0.323	0.750	0.345	asyn
assail	0.378	0.510	0.500	ymosod
assailant	0.184	0.868	0.602	ymosodwr
assassin	0.073	0.933	0.632	llofrudd
assassinate	0.051	0.969	0.722	llofruddio
assassination	0.083	0.941	0.525	llofruddiaeth
assault	0.167	0.848	0.550	ymosodiad
assay	0.633	0.559	0.594	assay
assemblage	0.429	0.452	0.600	cynulliad
assemble	0.542	0.570	0.750	ymgynnull
assembled	0.663	0.450	0.644	ymgynnull
assembly	0.698	0.500	0.640	cynulliad
assemblyman	0.430	0.538	0.760	cynulliad
assent	0.615	0.515	0.719	cydsynio
assert	0.750	0.619	0.809	haeru
asserting	0.694	0.531	0.736	yn haeru
assertion	0.740	0.442	0.750	haeriad
assertive	0.719	0.412	0.770	pendant
assess	0.698	0.500	0.623	asesu
assessment	0.750	0.623	0.658	asesu
assessor	0.551	0.538	0.764	aseswr
asset	0.797	0.765	0.788	ased
assets	0.667	0.613	0.765	asedau
asshole	0.133	0.582	0.263	asshole
assign	0.622	0.417	0.709	aseinio
assignee	0.510	0.462	0.510	aseinai
assignment	0.483	0.398	0.745	aseiniad
assimilate	0.559	0.391	0.683	cymathu
assimilation	0.429	0.378	0.463	cymathiad
assist	0.833	0.435	0.629	cynorthwyo
assistance	0.656	0.519	0.633	cymorth
assistant	0.625	0.390	0.536	cynorthwyydd
associate	0.812	0.409	0.625	cyfeillach
association	0.745	0.500	0.817	cymdeithas
assorted	0.602	0.460	0.472	amrywiol
assortment	0.694	0.360	0.526	amrywiaeth
assuage	0.745	0.255	0.500	assuage
assume	0.698	0.401	0.464	tybied
assumed	0.612	0.247	0.454	tybiedig
assuming	0.740	0.390	0.526	gan dybio
assumption	0.479	0.431	0.417	tybiaeth
assurance	0.675	0.442	0.704	sicrwydd
assure	0.910	0.460	0.839	sicrhau
assured	0.878	0.327	0.754	sicr
assuredly	0.786	0.396	0.833	yn sicr
asterisk	0.541	0.288	0.273	seren
asteroid	0.430	0.721	0.623	asteroid
asteroids	0.361	0.694	0.712	asteroidau
asthma	0.198	0.549	0.227	asthma
asthmatic	0.229	0.706	0.294	asthmatig
astigmatism	0.214	0.490	0.429	astigmatiaeth
astonish	0.786	0.845	0.658	syfrdanu
astonished	0.510	0.775	0.574	syfrdanu
astonishing	0.844	0.802	0.821	rhyfeddol
astonishingly	0.827	0.898	0.773	yn rhyfeddol
astonishment	0.680	0.718	0.519	syndod
astound	0.729	0.675	0.474	syfrdan
astral	0.604	0.417	0.567	astral
astray	0.098	0.676	0.308	cyfeiliorni
astringent	0.316	0.500	0.474	astringent
astrologer	0.594	0.519	0.673	astrolegydd
astrology	0.635	0.340	0.500	astroleg
astronaut	0.792	0.601	0.761	gofodwr
astronomer	0.750	0.509	0.735	seryddwr
astronomical	0.600	0.632	0.726	seryddol
astronomy	0.613	0.474	0.722	seryddiaeth
astute	0.776	0.658	0.827	craff
asunder	0.208	0.442	0.259	anrheithio
asylum	0.407	0.330	0.445	lloches
asymmetric	0.580	0.343	0.465	anghymesur
asymmetry	0.476	0.373	0.527	anghymesuredd
asymptotic	0.479	0.451	0.472	asymptotig
atelier	0.490	0.330	0.705	atelier
atheism	0.276	0.460	0.481	anffyddiaeth
atheistic	0.373	0.481	0.466	anffyddiol
atherosclerosis	0.250	0.480	0.343	atherosglerosis
athlete	0.781	0.718	0.686	athletwr
athletic	0.857	0.798	0.708	athletaidd
athleticism	0.750	0.863	0.778	athletiaeth
athletics	0.831	0.691	0.740	athletau
atlas	0.531	0.306	0.554	atlas
atmosphere	0.604	0.300	0.560	awyrgylch
atmospheric	0.531	0.420	0.594	atmosfferig
atoll	0.480	0.408	0.472	atol
atom	0.510	0.500	0.433	atom
atomic	0.327	0.817	0.713	atomig
atone	0.418	0.673	0.411	iawn
atonement	0.550	0.602	0.683	cymod
atpeace	0.724	0.298	0.519	heddwch
atrium	0.469	0.365	0.473	atriwm
atrocious	0.073	0.811	0.445	erchyll
atrocity	0.115	0.844	0.593	erchyllter
atrophy	0.177	0.540	0.208	atroffi
attach	0.520	0.363	0.559	atodi
attached	0.562	0.350	0.439	ynghlwm
attachment	0.570	0.343	0.500	ymlyniad
attack	0.286	0.948	0.670	ymosod
attacker	0.185	0.962	0.629	ymosodwr
attacking	0.276	0.837	0.642	ymosod
attain	0.806	0.510	0.719	cyrraedd
attainable	0.760	0.500	0.759	cyraeddadwy
attainment	0.830	0.520	0.940	cyrhaeddiad
attempt	0.625	0.491	0.431	ymgais
attempted	0.594	0.580	0.567	ceisio
attend	0.650	0.420	0.625	mynychu
attendance	0.812	0.500	0.592	presenoldeb
attendant	0.580	0.365	0.519	cynorthwyydd
attention	0.740	0.599	0.774	sylw
attentionseeker	0.367	0.745	0.457	ceisiwr sylw
attentionseekers	0.531	0.673	0.500	ceiswyr sylw
attentive	0.812	0.520	0.724	astud
attenuate	0.408	0.302	0.429	gwanhau
attenuated	0.449	0.280	0.298	gwanedig
attenuation	0.458	0.363	0.464	gwanhau
attest	0.439	0.710	0.685	tystio
attestation	0.234	0.635	0.500	ardystiad
attic	0.521	0.259	0.377	atig
attire	0.742	0.388	0.483	gwisg
attitude	0.760	0.644	0.861	agwedd
attorney	0.600	0.594	0.754	twrnai
attract	0.796	0.663	0.769	denu
attraction	0.906	0.774	0.712	atyniad
attractive	0.906	0.630	0.769	deniadol
attractiveness	0.938	0.667	0.755	atyniad
attributable	0.704	0.430	0.527	priodoladwy
attribute	0.781	0.439	0.795	priodoledd
attribution	0.646	0.467	0.658	priodoli
attrition	0.229	0.540	0.259	athreuliad
auburn	0.510	0.240	0.411	auburn
auction	0.594	0.702	0.519	ocsiwn
auctioneer	0.542	0.732	0.716	arwerthwr
audacious	0.740	0.875	0.825	hyawdl
audacity	0.760	0.755	0.916	hyawdledd
audible	0.673	0.370	0.462	glywadwy
audience	0.698	0.610	0.613	cynulleidfa
audio	0.709	0.425	0.370	sain
audit	0.375	0.562	0.735	archwiliad
audition	0.750	0.685	0.615	clyweliad
auditions	0.740	0.765	0.596	clyweliadau
auditor	0.582	0.571	0.726	archwiliwr
auditorium	0.529	0.490	0.538	awditoriwm
auditory	0.531	0.481	0.570	clywedol
aught	0.418	0.135	0.217	au
augment	0.650	0.683	0.645	cynydd
augmentation	0.714	0.613	0.850	cynydd
august	0.652	0.292	0.462	awst
aunt	0.667	0.291	0.420	modryb
auntie	0.643	0.275	0.447	modryb
aura	0.760	0.333	0.500	naws
aurora	0.817	0.306	0.537	aurora
auspices	0.542	0.500	0.634	nawdd
auspicious	0.562	0.635	0.669	addawol
austere	0.500	0.390	0.422	llym
austerity	0.438	0.406	0.534	llymder
authentic	0.885	0.510	0.782	dilys
authenticate	0.833	0.480	0.789	dilysu
authentication	0.724	0.491	0.750	dilysu
authenticity	0.670	0.548	0.845	dilysrwydd
author	0.775	0.343	0.749	awdur
authoritative	0.636	0.520	0.890	awdurdodol
authority	0.592	0.592	0.934	awdurdod
authorization	0.521	0.567	0.817	awdurdodiad
authorize	0.772	0.596	0.821	awdurdodi
authorized	0.760	0.458	0.815	awdurdodedig
authorship	0.667	0.635	0.773	awduraeth
autism	0.235	0.500	0.447	awtistiaeth
autistic	0.367	0.337	0.404	awtistig
auto	0.571	0.569	0.500	auto
autobiographical	0.909	0.462	0.582	hunangofiannol
autobiography	0.735	0.284	0.629	hunangofiant
autocorrect	0.551	0.439	0.616	awtocywir
autocratic	0.542	0.577	0.727	unbenaethol
autograph	0.735	0.565	0.473	llofnod
autographed	0.781	0.620	0.625	llofnodedig
automated	0.578	0.402	0.632	awtomataidd
automatic	0.562	0.433	0.664	awtomatig
automobile	0.753	0.625	0.534	ceir
automotive	0.656	0.520	0.577	modurol
autonomy	0.781	0.349	0.891	ymreolaeth
autopilot	0.594	0.462	0.632	awtobeilot
autopsy	0.252	0.650	0.538	awtopsi
autumn	0.765	0.204	0.450	hydref
auxiliary	0.622	0.471	0.509	cynorthwyol
avail	0.800	0.430	0.603	manteisio
availability	0.796	0.544	0.600	argaeledd
available	0.844	0.356	0.623	ar gael
avalanche	0.265	0.915	0.683	eirlithriad
avarice	0.198	0.726	0.352	afaris
avatar	0.633	0.410	0.567	avatar
avenge	0.073	0.867	0.559	dial
avenger	0.337	0.865	0.670	dialydd
avenging	0.143	0.880	0.717	dial
avenue	0.677	0.360	0.377	rhodfa
aver	0.492	0.450	0.393	aver
average	0.684	0.280	0.455	cyfartaledd
aversation	0.582	0.442	0.432	gwrthun
averse	0.253	0.569	0.492	gwrthun
averseness	0.296	0.606	0.528	anghysurusrwydd
aversion	0.074	0.663	0.525	gwrthwynebiad
avert	0.510	0.388	0.465	osgoi
aviary	0.500	0.360	0.467	adardy
aviation	0.708	0.646	0.741	hedfan
aviator	0.615	0.700	0.644	adarwr
avid	0.582	0.459	0.593	brwd
avocado	0.677	0.255	0.287	afocado
avoid	0.427	0.442	0.415	osgoi
avoidance	0.470	0.481	0.466	osgoi
avoiding	0.457	0.433	0.309	osgoi
await	0.448	0.264	0.276	aros
awake	0.667	0.469	0.741	deffro
awaken	0.729	0.412	0.611	deffro
awakening	0.745	0.500	0.618	deffroad
award	0.865	0.745	0.660	gwobr
awards	0.958	0.736	0.652	gwobrau
aware	0.656	0.340	0.770	ymwybodol
awareness	0.684	0.422	0.810	ymwybyddiaeth
awe	0.469	0.740	0.300	syfrdandod
awed	0.364	0.774	0.361	awed
awesome	0.980	0.897	0.891	anhygoel
awesomeness	0.917	0.647	0.927	awen
awestruck	0.615	0.767	0.680	awestruck
awful	0.061	0.786	0.450	ofnadwy
