English Word	Valence	Arousal	Dominance	Latin Word
angelic	0.927	0.298	0.668	angelicus
anger	0.167	0.865	0.657	ira
angered	0.010	0.860	0.547	Iratus
angermanagement	0.260	0.632	0.482	ira procuratio
angina	0.230	0.630	0.464	angina
angiogram	0.347	0.520	0.465	angiogram
angiography	0.378	0.536	0.520	angiography
angle	0.541	0.330	0.455	angulus
angling	0.625	0.408	0.500	angling
angora	0.529	0.425	0.405	angora
angriest	0.094	0.892	0.430	angiosus
angry	0.122	0.830	0.604	Iratus
angrytweet	0.265	0.644	0.471	angrytweet
angst	0.167	0.888	0.333	negotio
anguish	0.153	0.792	0.265	angustia
anguished	0.135	0.720	0.307	angebatur
angular	0.449	0.281	0.444	angularis
anhydrous	0.456	0.365	0.355	anhydrous
animal	0.521	0.510	0.513	animal
animate	0.827	0.755	0.635	animatus
animated	0.823	0.676	0.538	animatum
animation	0.888	0.750	0.549	animatio
animosity	0.510	0.724	0.545	inimicitiae
animus	0.698	0.676	0.466	animus
ankle	0.500	0.274	0.234	talus
anklet	0.410	0.276	0.302	periscelides
annals	0.427	0.610	0.424	annales
annex	0.594	0.350	0.458	annexis
annexation	0.342	0.500	0.555	adiunctio
annexe	0.584	0.350	0.392	annexe
annihilate	0.115	0.918	0.681	annihilare
annihilated	0.080	0.760	0.324	exstinguitur
annihilation	0.041	0.800	0.591	annihilatio
anniversary	0.880	0.770	0.723	anniversarium
annotate	0.592	0.469	0.441	annotate
annotation	0.604	0.470	0.619	annotation
announce	0.694	0.618	0.611	nuntiare
announcement	0.729	0.491	0.482	denuntiatio
announcer	0.602	0.570	0.732	annuntiator
annoy	0.094	0.765	0.286	molestus
annoyance	0.167	0.718	0.342	molestie
annoyed	0.104	0.783	0.345	angebatur
annoyin	0.260	0.573	0.352	annoyin
annoying	0.082	0.853	0.348	molestus
annoys	0.146	0.778	0.435	molestus
annual	0.552	0.236	0.500	annui
annuity	0.521	0.304	0.527	annuitatem
annul	0.250	0.448	0.364	annul
annular	0.310	0.385	0.412	annularis
annulment	0.153	0.375	0.447	opto:
annulus	0.458	0.380	0.376	annulus
anointed	0.500	0.368	0.579	unctus
anointing	0.653	0.350	0.547	unctio
anomalous	0.281	0.480	0.423	anomala
anomaly	0.188	0.538	0.404	anomalia
anon	0.479	0.354	0.298	mox
anonymity	0.469	0.255	0.430	anonymity
anonymous	0.396	0.291	0.431	sine nomine
anorexic	0.160	0.618	0.245	anorexic
answer	0.537	0.373	0.661	respondere
answerable	0.708	0.481	0.750	respondere
answering	0.684	0.500	0.607	respondens
ant	0.448	0.216	0.216	ant
antagonism	0.224	0.618	0.524	repugnantia
antagonist	0.240	0.615	0.700	adversario
antagonistic	0.296	0.604	0.565	contrarius
antagonize	0.143	0.663	0.629	infestas
ante	0.448	0.320	0.417	ante
antecedent	0.427	0.551	0.566	antecedente
antelope	0.542	0.510	0.500	orygem
antenna	0.521	0.327	0.358	antenna
anterior	0.510	0.245	0.362	anterior
anthem	0.780	0.343	0.729	solemne
anthill	0.327	0.578	0.377	anthill
anthology	0.338	0.406	0.537	anthology
anthrax	0.188	0.730	0.500	anthrax
anthropological	0.367	0.390	0.490	anthropologico
anthropologist	0.551	0.385	0.725	anthropologus
anthropology	0.490	0.367	0.582	anthropologia
anti	0.365	0.412	0.384	anti
antiaircraft	0.330	0.622	0.629	antiaircraft
antibiotic	0.510	0.373	0.658	antibiotic
antibiotics	0.448	0.406	0.557	antibiotics
antichrist	0.082	0.837	0.544	antichristus
anticipate	0.622	0.469	0.667	anticipate
anticipation	0.698	0.539	0.711	anticipatio
anticipatory	0.653	0.551	0.682	praenuntia
antics	0.448	0.740	0.236	antics
antidote	0.541	0.490	0.629	antidotum
antifungal	0.408	0.412	0.441	antifungal
antigravity	0.430	0.714	0.658	gravitas
antimony	0.378	0.398	0.490	antimonii
antipathy	0.198	0.549	0.393	antipathia
antiquarian	0.500	0.233	0.426	antiquarian
antiquated	0.420	0.392	0.236	vetustate
antique	0.634	0.290	0.518	antiquitas
antiques	0.540	0.370	0.595	antiquorum
antiquity	0.385	0.333	0.556	antiquitas
antiseptic	0.438	0.370	0.623	antiseptic
antisocial	0.146	0.686	0.391	antisocial
antithesis	0.396	0.412	0.536	antithesis
antithetical	0.271	0.509	0.358	antithetical
antiviral	0.459	0.470	0.549	antiviral
antler	0.448	0.470	0.500	cornibus
antsy	0.449	0.558	0.417	antsy
anus	0.347	0.644	0.350	anus'
anvil	0.380	0.510	0.604	incus
anxiety	0.146	0.865	0.342	anxietatem
anxietyattack	0.150	0.925	0.446	anxietatem
anxious	0.281	0.875	0.434	sollicitus
anxiousness	0.235	0.814	0.282	sollicitudine
anytime	0.625	0.461	0.436	aliquando
aorta	0.448	0.510	0.542	arteriae
aortic	0.436	0.540	0.438	aortae
apace	0.536	0.500	0.536	spatio
apache	0.687	0.469	0.500	Apache
apartment	0.719	0.393	0.580	apartment
apartments	0.704	0.337	0.443	conclavia
apathetic	0.188	0.292	0.333	segnis
apathy	0.184	0.212	0.204	accidiam
ape	0.548	0.389	0.336	simiae
aperture	0.612	0.450	0.667	foramen
apex	0.570	0.433	0.418	apex
aphid	0.388	0.473	0.407	aphid
aphrodisiac	0.750	0.846	0.667	venerem
apiece	0.439	0.259	0.383	centeni
aplomb	0.500	0.509	0.582	aplomb
apocalypse	0.050	0.867	0.736	apocalypsis
apocalyptic	0.173	0.880	0.750	apocalyptic
apologetic	0.479	0.461	0.571	apologeticum
apologist	0.406	0.429	0.526	apologeticum
apologize	0.551	0.378	0.389	deprecarentur
apology	0.571	0.346	0.402	excusatio
apostasy	0.388	0.520	0.517	apostasia
apostate	0.342	0.500	0.528	apostata
apostle	0.646	0.347	0.732	apostoli
apostolic	0.592	0.300	0.717	apostolicus
apostrophe	0.469	0.368	0.537	apostrophe
apothecary	0.561	0.328	0.529	pigmentarium
appalled	0.194	0.792	0.562	obstupuit
appalling	0.160	0.827	0.415	horribilis
apparatus	0.375	0.353	0.377	apparatus
apparel	0.698	0.435	0.453	indumentum
apparent	0.473	0.383	0.398	apparent
apparently	0.531	0.410	0.426	videtur
apparition	0.406	0.573	0.636	apparitio
appeal	0.663	0.598	0.558	appellatio
appear	0.735	0.506	0.567	apparent
appearance	0.669	0.490	0.534	species
appease	0.633	0.278	0.434	placare
appellant	0.327	0.588	0.568	appellantis
append	0.573	0.464	0.453	append
appendage	0.229	0.382	0.438	appendix
appendectomy	0.177	0.670	0.554	appendectomy
appendicitis	0.031	0.640	0.347	appendicis
appendix	0.365	0.387	0.425	appendix
appetite	0.704	0.637	0.581	appetitus
appetizer	0.755	0.560	0.406	gustus
appetizing	0.806	0.657	0.688	appetibilior
applaud	0.865	0.824	0.464	plaudite
applause	0.953	0.857	0.621	plausus
apple	0.811	0.300	0.264	malum
apple juice	0.765	0.204	0.294	ius mali
applejack	0.604	0.431	0.473	applejack
applesauce	0.750	0.167	0.291	applesauce
appliance	0.582	0.453	0.538	appliance
appliances	0.594	0.394	0.567	adjumenta
applicability	0.677	0.490	0.741	applicability
applicable	0.469	0.430	0.667	applicabiles
applicant	0.612	0.558	0.688	applicant
application	0.646	0.445	0.726	application
apply	0.612	0.321	0.667	applicare
appoint	0.565	0.330	0.509	constituo
appointment	0.688	0.594	0.547	appointment
appointments	0.745	0.677	0.625	institutiones
apportion	0.677	0.490	0.638	discriptio
apportionment	0.552	0.481	0.453	divisio
appraisal	0.417	0.667	0.682	aestimatione
appraise	0.677	0.490	0.696	aestimo
appreciable	0.873	0.491	0.778	aliqua
appreciate	0.885	0.422	0.741	bene
appreciated	0.910	0.434	0.779	gratum
appreciates	0.765	0.500	0.656	intelligit
appreciation	0.917	0.529	0.588	appreciation
appreciative	0.857	0.380	0.654	appreciative
apprehend	0.521	0.624	0.696	apprehendere
apprehension	0.385	0.720	0.454	apprehensio
apprehensive	0.406	0.592	0.431	apprehensiva
apprentice	0.615	0.413	0.452	discipulus
apprenticeship	0.812	0.482	0.643	tirocinium
approach	0.612	0.392	0.610	accessus
approaching	0.740	0.557	0.491	appropinquare
approbate	0.646	0.590	0.860	approbate
approbation	0.792	0.529	0.774	approbatio
appropriate	0.833	0.368	0.759	appropriare
appropriation	0.510	0.632	0.717	appropriatio
approval	0.854	0.460	0.889	approbatio
approve	0.875	0.548	0.741	approbo
approved	0.833	0.349	0.698	probatus
approvement	0.880	0.625	0.780	approbatio
approving	0.917	0.583	0.773	approbantes
approximate	0.551	0.560	0.520	proximus
approximately	0.622	0.396	0.538	circa
approximating	0.583	0.615	0.471	appropinquare
approximation	0.582	0.402	0.593	approximatio
appurtenances	0.573	0.412	0.547	pertinentiis
apricot	0.708	0.320	0.278	persicum
apron	0.582	0.208	0.245	PRAECINCTORIUM
apt	0.582	0.418	0.382	aptum
aptitude	0.750	0.471	0.746	habilitas
aqua	0.656	0.292	0.359	aqua
aquamarine	0.729	0.306	0.413	aquaticus
aquarium	0.663	0.327	0.393	aquarium
aquatic	0.677	0.510	0.463	aquatilis
aqueduct	0.551	0.411	0.534	aquaeductus
aqueous	0.429	0.270	0.310	aqueus
arable	0.510	0.350	0.465	arabilis
arbiter	0.561	0.537	0.814	arbiter
arbitrary	0.281	0.702	0.686	arbitrary
arbitrate	0.470	0.620	0.682	disceptare
arbitration	0.587	0.602	0.670	arbitrium
arbitrator	0.385	0.448	0.795	arbitrum
arbor	0.583	0.490	0.591	arbor
arc	0.552	0.388	0.396	arcus
arcade	0.676	0.521	0.502	porticus
arcane	0.500	0.490	0.637	arcane
arch	0.500	0.354	0.468	arcus
archaeological	0.740	0.441	0.660	archaeological
archaeologist	0.552	0.451	0.706	archaeologist
archaeology	0.596	0.358	0.691	archaeologiae
archaic	0.271	0.327	0.332	pervetustis
archangel	0.837	0.500	0.708	archangelus
archbishop	0.622	0.280	0.776	archiepiscopus
archdiocese	0.400	0.321	0.704	archidioecesis
archduke	0.458	0.413	0.634	archidux
arched	0.582	0.403	0.398	repandum
archer	0.573	0.622	0.661	sagittarius
archery	0.594	0.604	0.589	sagittariorum
archetype	0.448	0.520	0.569	archetypus
archipelago	0.745	0.370	0.592	archipelago
architect	0.776	0.442	0.836	architectus
architectural	0.729	0.390	0.670	architecturae
architecture	0.820	0.390	0.694	architectura
archive	0.438	0.294	0.527	archivum
arctic	0.615	0.352	0.546	arcticum
ardent	0.694	0.873	0.722	ardens
ardor	0.500	0.780	0.538	ardor
arduous	0.344	0.783	0.605	arduous
area	0.490	0.306	0.464	area
arena	0.510	0.235	0.404	arena
areola	0.417	0.396	0.381	areola
areyoukidding	0.429	0.633	0.400	areyoukidding
areyoukiddingme	0.365	0.635	0.375	sunt cognati mihi
argent	0.594	0.418	0.472	argent
argh	0.260	0.538	0.328	argh
arghh	0.292	0.536	0.397	arghh
arghhhh	0.250	0.618	0.324	arghhhh
argue	0.093	0.798	0.525	argumentari
argument	0.510	0.464	0.698	argumentum
argumentation	0.479	0.549	0.760	argumentatio
argumentative	0.450	0.531	0.679	litigiosa
arguments	0.541	0.602	0.657	argumentis
arid	0.323	0.333	0.379	aridum
arise	0.750	0.582	0.725	surge
aristocracy	0.688	0.549	0.842	aristocratia
aristocrat	0.583	0.413	0.811	optimatium
aristocratic	0.449	0.519	0.676	optimatium
arithmetic	0.453	0.460	0.634	arithmetica
ark	0.396	0.427	0.543	arca
arm	0.552	0.285	0.469	arm
armada	0.408	0.740	0.868	armada
armament	0.198	0.764	0.810	armamentarium
armaments	0.192	0.839	0.830	arma
armature	0.510	0.558	0.755	armature
armchair	0.646	0.164	0.339	cathedra
armed	0.188	0.750	0.808	armatus
armor	0.469	0.625	0.784	armis
armored	0.469	0.509	0.861	armatis
armory	0.448	0.663	0.800	armamentarium
armpit	0.283	0.439	0.250	axilla
arms	0.464	0.395	0.483	arma
army	0.417	0.759	0.902	exercitus
aroma	0.823	0.235	0.442	aroma
aromatherapy	0.847	0.220	0.473	aromatherapy
arousal	0.791	0.943	0.731	concitatio, concitationis
arouse	0.740	0.491	0.580	suscito
aroused	0.708	0.952	0.667	excitavit
arraignment	0.406	0.837	0.534	accusatio
arrange	0.740	0.490	0.571	disponere
arranged	0.698	0.531	0.728	disposita
arrangement	0.625	0.382	0.683	dispositio
array	0.521	0.396	0.568	ordinata
arrears	0.286	0.485	0.302	aretro
arrest	0.146	0.951	0.500	comprehensio
arrhythmia	0.265	0.706	0.356	arrhythmia
arrival	0.678	0.510	0.474	adventus
arrive	0.837	0.406	0.585	venire
arrogance	0.143	0.750	0.620	arrogantia
arrogant	0.115	0.755	0.580	arrogans
arrow	0.439	0.390	0.454	sagitta
arsehole	0.276	0.598	0.433	arsehole
arseholes	0.188	0.545	0.351	arseholes
arsenal	0.365	0.741	0.752	armamentarium
arsenic	0.281	0.472	0.447	arsenicum
arson	0.133	0.904	0.567	incendium
arsonist	0.348	0.840	0.500	incendium
art	0.812	0.360	0.603	artem
arterial	0.396	0.510	0.583	arteriarum
artery	0.396	0.580	0.537	arteria
artful	0.771	0.608	0.778	versutus
arthritis	0.110	0.518	0.345	arthritis
arthropod	0.344	0.464	0.434	arthropodibus
artichoke	0.583	0.218	0.287	cactus
article	0.594	0.280	0.481	articulus
articles	0.552	0.324	0.565	vasa
articulate	0.677	0.462	0.618	articulate
articulation	0.479	0.480	0.591	articulatio
artifact	0.510	0.500	0.566	artificium
artifice	0.316	0.696	0.482	artificium
artificial	0.306	0.385	0.351	artificialis
artillery	0.350	0.912	0.794	tormenta
artisan	0.781	0.330	0.411	artifex
artist	0.802	0.442	0.732	artifex
artiste	0.844	0.512	0.565	artiste
artistic	0.802	0.646	0.632	artis
artistry	0.823	0.346	0.769	arte
artists	0.796	0.667	0.741	artists
artwork	0.896	0.368	0.679	artwork
arty	0.490	0.422	0.388	arty
asap	0.571	0.500	0.552	asap
asbestos	0.357	0.481	0.464	asbesto
ascend	0.830	0.620	0.812	ascend
ascendancy	0.724	0.625	0.700	principatus
ascendant	0.656	0.673	0.821	pollere
ascending	0.826	0.644	0.777	ascendens
ascension	0.765	0.720	0.714	ascensio
ascent	0.755	0.627	0.833	ascensus
ascertain	0.560	0.530	0.625	cognoscere
ascertained	0.531	0.529	0.616	compertum
ascetic	0.438	0.375	0.472	ascetic
ash	0.260	0.210	0.207	cinis
ashamed	0.156	0.588	0.228	pudet
ashes	0.327	0.279	0.142	cinis
ashtray	0.406	0.382	0.265	ashtray
asinine	0.429	0.472	0.433	asininus
ask	0.531	0.440	0.459	quaeritur?
asleeep	0.490	0.210	0.322	somnum
asleep	0.604	0.100	0.270	somnum
asp	0.438	0.489	0.375	aspis
asparagus	0.469	0.317	0.264	asparagus
aspartame	0.469	0.480	0.322	aspartame
aspect	0.479	0.469	0.588	aspect
aspects	0.439	0.480	0.565	facies
aspen	0.479	0.280	0.395	aspen
asphalt	0.479	0.264	0.439	multos bituminis
asphyxia	0.198	0.704	0.311	asphyxia
asphyxiation	0.059	0.745	0.412	Suffocati
aspiration	0.704	0.724	0.675	aspiratio
aspire	0.812	0.469	0.722	aspirare
aspirin	0.479	0.271	0.422	aspirin
aspiring	0.844	0.582	0.604	aspirare
ass	0.323	0.750	0.345	asinus
assail	0.378	0.510	0.500	oppugnare
assailant	0.184	0.868	0.602	oppugnator
assassin	0.073	0.933	0.632	sicarius
assassinate	0.051	0.969	0.722	insurgere
assassination	0.083	0.941	0.525	caedes
assault	0.167	0.848	0.550	impetum
assay	0.633	0.559	0.594	primordium
assemblage	0.429	0.452	0.600	congregatio
assemble	0.542	0.570	0.750	convenire
assembled	0.663	0.450	0.644	convenerunt
assembly	0.698	0.500	0.640	comitium
assemblyman	0.430	0.538	0.760	contionator
assent	0.615	0.515	0.719	assentire
assert	0.750	0.619	0.809	dicunt
asserting	0.694	0.531	0.736	affirmans
assertion	0.740	0.442	0.750	assertio
assertive	0.719	0.412	0.770	assertive
assess	0.698	0.500	0.623	perpendere
assessment	0.750	0.623	0.658	taxatio
assessor	0.551	0.538	0.764	assessor
asset	0.797	0.765	0.788	dignissim
assets	0.667	0.613	0.765	bonorum
asshole	0.133	0.582	0.263	podex
assign	0.622	0.417	0.709	assign
assignee	0.510	0.462	0.510	assignatus
assignment	0.483	0.398	0.745	assignment
assimilate	0.559	0.391	0.683	assimilare
assimilation	0.429	0.378	0.463	assimilatio
assist	0.833	0.435	0.629	adiuvaret
assistance	0.656	0.519	0.633	auxilium
assistant	0.625	0.390	0.536	adiutor
associate	0.812	0.409	0.625	socium
association	0.745	0.500	0.817	consociatio
assorted	0.602	0.460	0.472	confusaque
assortment	0.694	0.360	0.526	certa
assuage	0.745	0.255	0.500	mitigare
assume	0.698	0.401	0.464	assume
assumed	0.612	0.247	0.454	ponatur
assuming	0.740	0.390	0.526	assumens
assumption	0.479	0.431	0.417	assumptione
assurance	0.675	0.442	0.704	fides
assure	0.910	0.460	0.839	confirmo
assured	0.878	0.327	0.754	certus
assuredly	0.786	0.396	0.833	certe
asterisk	0.541	0.288	0.273	asteriscus
asteroid	0.430	0.721	0.623	asteroides
asteroids	0.361	0.694	0.712	asteroides
asthma	0.198	0.549	0.227	suspiriosis
asthmatic	0.229	0.706	0.294	asthmatic
astigmatism	0.214	0.490	0.429	astigmatism
astonish	0.786	0.845	0.658	mirari
astonished	0.510	0.775	0.574	obstupefactus
astonishing	0.844	0.802	0.821	mirum
astonishingly	0.827	0.898	0.773	mirum in modum
astonishment	0.680	0.718	0.519	stupor
astound	0.729	0.675	0.474	stupet
astral	0.604	0.417	0.567	astral
astray	0.098	0.676	0.308	errans
astringent	0.316	0.500	0.474	adstringens
astrologer	0.594	0.519	0.673	mathematicus
astrology	0.635	0.340	0.500	astrologia
astronaut	0.792	0.601	0.761	astronaut
astronomer	0.750	0.509	0.735	astrologus
astronomical	0.600	0.632	0.726	astronomicis
astronomy	0.613	0.474	0.722	astrologia
astute	0.776	0.658	0.827	astutus
asunder	0.208	0.442	0.259	separet
asylum	0.407	0.330	0.445	asylum
asymmetric	0.580	0.343	0.465	asymmetric
asymmetry	0.476	0.373	0.527	asymmetria
asymptotic	0.479	0.451	0.472	asymptoticus
atelier	0.490	0.330	0.705	atelier
atheism	0.276	0.460	0.481	atheismus
atheistic	0.373	0.481	0.466	atheus
atherosclerosis	0.250	0.480	0.343	atherosclerosis
athlete	0.781	0.718	0.686	athleta
athletic	0.857	0.798	0.708	athletice
athleticism	0.750	0.863	0.778	athleticism
athletics	0.831	0.691	0.740	agone'
atlas	0.531	0.306	0.554	atlas
atmosphere	0.604	0.300	0.560	atmosphaera
atmospheric	0.531	0.420	0.594	atmosphaerico
atoll	0.480	0.408	0.472	atoll
atom	0.510	0.500	0.433	atomus
atomic	0.327	0.817	0.713	nuclei
atone	0.418	0.673	0.411	expiare
atonement	0.550	0.602	0.683	expiatio
atpeace	0.724	0.298	0.519	at pax
atrium	0.469	0.365	0.473	atrium
atrocious	0.073	0.811	0.445	atrox
atrocity	0.115	0.844	0.593	atrocitas
atrophy	0.177	0.540	0.208	atrophia
attach	0.520	0.363	0.559	attach
attached	0.562	0.350	0.439	attachiatus
attachment	0.570	0.343	0.500	affectum
attack	0.286	0.948	0.670	impetum
attacker	0.185	0.962	0.629	inimicus
attacking	0.276	0.837	0.642	oppugnare
attain	0.806	0.510	0.719	adipisci
attainable	0.760	0.500	0.759	impetrabilis
attainment	0.830	0.520	0.940	consecutio
attempt	0.625	0.491	0.431	conatus
attempted	0.594	0.580	0.567	conatus
attend	0.650	0.420	0.625	adtende
attendance	0.812	0.500	0.592	auscultatio
attendant	0.580	0.365	0.519	famulus
attention	0.740	0.599	0.774	attention
attentionseeker	0.367	0.745	0.457	attentionseeker
attentionseekers	0.531	0.673	0.500	attendentes
attentive	0.812	0.520	0.724	attentus
attenuate	0.408	0.302	0.429	attenuate
attenuated	0.449	0.280	0.298	attenuatum
attenuation	0.458	0.363	0.464	attenuatio
attest	0.439	0.710	0.685	testantur
attestation	0.234	0.635	0.500	testificatio
attic	0.521	0.259	0.377	Atticae
attire	0.742	0.388	0.483	vestis
attitude	0.760	0.644	0.861	habitus
attorney	0.600	0.594	0.754	advocatus
attract	0.796	0.663	0.769	attract
attraction	0.906	0.774	0.712	attractio
attractive	0.906	0.630	0.769	venustas
attractiveness	0.938	0.667	0.755	dulcedo
attributable	0.704	0.430	0.527	adscribendum
attribute	0.781	0.439	0.795	attributum
attribution	0.646	0.467	0.658	attributio
attrition	0.229	0.540	0.259	attritio
auburn	0.510	0.240	0.411	auburn
auction	0.594	0.702	0.519	auction
auctioneer	0.542	0.732	0.716	praeconem
audacious	0.740	0.875	0.825	audacibus
audacity	0.760	0.755	0.916	audacia
audible	0.673	0.370	0.462	audiri
audience	0.698	0.610	0.613	auditorium
audio	0.709	0.425	0.370	audio
audit	0.375	0.562	0.735	audit
audition	0.750	0.685	0.615	audition
auditions	0.740	0.765	0.596	auditions
auditor	0.582	0.571	0.726	auditor
auditorium	0.529	0.490	0.538	auditorium
auditory	0.531	0.481	0.570	auditorium
aught	0.418	0.135	0.217	quid?
augment	0.650	0.683	0.645	augere
augmentation	0.714	0.613	0.850	augmentatio
august	0.652	0.292	0.462	augusta
aunt	0.667	0.291	0.420	matertera
auntie	0.643	0.275	0.447	auntie
aura	0.760	0.333	0.500	aura
aurora	0.817	0.306	0.537	aurora
auspices	0.542	0.500	0.634	auspicia
auspicious	0.562	0.635	0.669	faustum
austere	0.500	0.390	0.422	austerus
austerity	0.438	0.406	0.534	austeritas
authentic	0.885	0.510	0.782	authentica
authenticate	0.833	0.480	0.789	signo authenticitatis incisionem
authentication	0.724	0.491	0.750	authenticas
authenticity	0.670	0.548	0.845	veritas
author	0.775	0.343	0.749	author
authoritative	0.636	0.520	0.890	auctoritate
authority	0.592	0.592	0.934	auctoritas
authorization	0.521	0.567	0.817	auctoritas
authorize	0.772	0.596	0.821	auctor
authorized	0.760	0.458	0.815	auctoritate
authorship	0.667	0.635	0.773	auctoritas
autism	0.235	0.500	0.447	autism
autistic	0.367	0.337	0.404	autistic
auto	0.571	0.569	0.500	auto
autobiographical	0.909	0.462	0.582	autobiographico
autobiography	0.735	0.284	0.629	vita
autocorrect	0.551	0.439	0.616	autocorrect
autocratic	0.542	0.577	0.727	autocratic
autograph	0.735	0.565	0.473	autographum
autographed	0.781	0.620	0.625	autographed
automated	0.578	0.402	0.632	automated
automatic	0.562	0.433	0.664	automatic
automobile	0.753	0.625	0.534	collisionem autocineti
automotive	0.656	0.520	0.577	eget
autonomy	0.781	0.349	0.891	autonomia
autopilot	0.594	0.462	0.632	autopilot
autopsy	0.252	0.650	0.538	autopsy
autumn	0.765	0.204	0.450	Autumna
auxiliary	0.622	0.471	0.509	auxiliaris
avail	0.800	0.430	0.603	valet
availability	0.796	0.544	0.600	disponibilitate
available	0.844	0.356	0.623	praesto
avalanche	0.265	0.915	0.683	NIVIS CASUS
avarice	0.198	0.726	0.352	avaritia
avatar	0.633	0.410	0.567	avatar
avenge	0.073	0.867	0.559	ulcisci
avenger	0.337	0.865	0.670	vindex
avenging	0.143	0.880	0.717	ultrices
avenue	0.677	0.360	0.377	aditu praesaepto
aver	0.492	0.450	0.393	aver
average	0.684	0.280	0.455	mediocris
aversation	0.582	0.442	0.432	aversatio
averse	0.253	0.569	0.492	abhorrere
averseness	0.296	0.606	0.528	aversatio
aversion	0.074	0.663	0.525	aversatio
avert	0.510	0.388	0.465	avertat
aviary	0.500	0.360	0.467	aviarium
aviation	0.708	0.646	0.741	aviation
aviator	0.615	0.700	0.644	aviator
avid	0.582	0.459	0.593	avid
avocado	0.677	0.255	0.287	avocado
avoid	0.427	0.442	0.415	devita
avoidance	0.470	0.481	0.466	fuga
