English Word	Valence	Arousal	Dominance	Odia Word
alarm clock	0.542	0.727	0.642	ଚେତାବନୀ ଘଡି
alarmed	0.188	0.822	0.492	ଭୟଭୀତ
alarming	0.204	0.890	0.585	ଉଦ୍ବେଗଜନକ |
alas	0.571	0.310	0.279	ହାୟ!
alb	0.521	0.380	0.427	ଆଲବ
albatross	0.500	0.445	0.527	ଆଲବାଟ୍ରସ୍ |
albino	0.500	0.240	0.358	ଆଲବିନୋ |
album	0.635	0.349	0.453	ଆଲବମ୍
alchemy	0.541	0.583	0.693	ଆଲକେମି
alcohol	0.323	0.667	0.377	ମଦ୍ୟପାନ
alcoholic	0.153	0.688	0.361	ମଦ୍ୟପ
alcoholism	0.061	0.779	0.407	ମଦ୍ୟପାନ
alcove	0.490	0.340	0.356	ଆଲକୋଭ୍
alderman	0.550	0.459	0.691	alderman
ale	0.530	0.450	0.358	ale
alert	0.479	0.820	0.648	ସତର୍କ
alertness	0.375	0.875	0.750	ସତର୍କତା
alerts	0.337	0.804	0.673	ସତର୍କ ସୂଚନା
alfalfa	0.546	0.250	0.311	ଆଲଫା
algebra	0.440	0.340	0.565	ବୀଜ ବିବେଚନା
algebraic	0.531	0.412	0.441	ବୀଜ ବର୍ଣ୍ଣିତ |
algorithm	0.448	0.394	0.559	ଆଲଗୋରିଦମ |
alias	0.541	0.353	0.333	ଛଦ୍ମନାମ
alibi	0.396	0.528	0.556	ଆଲିବି
alien	0.410	0.615	0.491	ବିଦେଶୀ
alienate	0.247	0.500	0.523	ବିଚ୍ଛିନ୍ନ
alienated	0.410	0.423	0.559	ବିଚ୍ଛିନ୍ନ
alienation	0.378	0.530	0.462	ବିଚ୍ଛିନ୍ନତା
alight	0.667	0.657	0.605	ସର୍ବଦା
align	0.656	0.364	0.627	ଆଲାଇନ୍ କରନ୍ତୁ |
aligned	0.583	0.275	0.553	ସମତୁଲ
alignment	0.643	0.412	0.683	ଶ୍ରେଣୀବଦ୍ଧତା |
alike	0.653	0.173	0.444	ସମାନ
alimentation	0.781	0.551	0.602	ଆଲମେଣ୍ଟେସନ୍
alimony	0.612	0.477	0.464	ଆଲମିରା
aliquot	0.440	0.310	0.404	ଆଲିକଟ୍ |
alive	0.816	0.637	0.731	ଜୀବନ୍ତ
alkali	0.490	0.350	0.408	କ୍ଷାର
alkaloids	0.433	0.562	0.402	ଆଲକାଲଏଡ୍ |
allay	0.417	0.406	0.398	ଆଲ୍
allegation	0.578	0.578	0.608	ଅଭିଯୋଗ
allege	0.418	0.482	0.587	ଅଭିଯୋଗ
alleged	0.365	0.522	0.520	ଅଭିଯୋଗ ହୋଇଛି
allegiance	0.917	0.398	0.750	ଆସ୍ଥା
allegorical	0.517	0.558	0.598	ସାହିତ୍ୟିକ |
allegory	0.615	0.580	0.509	ଦୃଷ୍ଟାନ୍ତ
allegro	0.635	0.627	0.453	ଆଲେଗ୍ରୋ |
allergic	0.135	0.549	0.273	ଆଲର୍ଜି
allergy	0.296	0.606	0.389	ଆଲର୍ଜି
alleviate	0.869	0.270	0.528	ହ୍ରାସ କର |
alleviation	0.735	0.200	0.491	ହ୍ରାସ
alley	0.347	0.500	0.355	ଆଲି
alleyway	0.357	0.471	0.382	ଆଲିୱେ
alliance	0.696	0.473	0.769	ମିଳିତତା
allied	0.714	0.245	0.642	ସହଯୋଗୀ
alligator	0.354	0.704	0.645	ଆଲିଗେଟର୍ |
allocate	0.673	0.462	0.672	ବଣ୍ଟନ କରନ୍ତୁ |
allocation	0.604	0.388	0.679	ଆବଣ୍ଟନ
allot	0.622	0.481	0.616	ବଣ୍ଟନ
allotment	0.600	0.390	0.640	ବଣ୍ଟନ
allow	0.698	0.429	0.538	ଅନୁମତି ଦିଅନ୍ତୁ |
allowable	0.698	0.500	0.561	ଅନୁମତିଯୋଗ୍ୟ
allowance	0.673	0.382	0.591	ଭତ୍ତା
allowed	0.730	0.360	0.655	ଅନୁମତିପ୍ରାପ୍ତ
alloy	0.583	0.443	0.593	ମିଶ୍ରିତ
allsmiles	0.786	0.528	0.430	allsmiles
allure	0.804	0.585	0.686	allure
alluring	0.837	0.745	0.843	ଲୋଭନୀୟ |
allusion	0.440	0.308	0.462	ଭ୍ରାନ୍ତି |
alluvial	0.323	0.490	0.491	ଆଲୁଭିଆଲ୍ |
ally	0.792	0.320	0.688	ସହଯୋଗୀ
almanac	0.688	0.190	0.412	ଆଲମାନାକ |
almighty	0.938	0.874	0.958	ସର୍ବଶକ୍ତିମାନ
almond	0.698	0.183	0.314	ବାଦାମ |
aloft	0.771	0.373	0.700	ଉଚ୍ଚ
aloha	0.698	0.440	0.441	aloha
alone	0.333	0.167	0.216	ଏକାକୀ
alongside	0.458	0.333	0.347	ସହିତ
aloof	0.189	0.423	0.302	aloof
aloud	0.458	0.713	0.750	ଉଚ୍ଚ ସ୍ୱରରେ
alpha	0.708	0.340	0.755	ଆଲଫା
alphabet	0.562	0.204	0.672	ବର୍ଣ୍ଣମାଳା
alphabetical	0.537	0.296	0.535	ବର୍ଣ୍ଣାନୁକ୍ରମିକ
alpine	0.594	0.337	0.474	ଆଲପାଇନ୍
alreadyyyyy	0.592	0.717	0.351	ଆଗରୁ
altar	0.724	0.387	0.635	ବେଦୀ
altar boy	0.434	0.206	0.350	ବେଦୀ ବାଳକ
alter	0.333	0.694	0.654	ପରିବର୍ତ୍ତନ
alteration	0.167	0.798	0.609	ପରିବର୍ତ୍ତନ
altercation	0.170	0.806	0.500	ter ଗଡା
altered	0.255	0.765	0.500	ପରିବର୍ତ୍ତିତ
alternate	0.625	0.363	0.589	ବିକଳ୍ପ
alternating	0.480	0.494	0.542	ବିକଳ୍ପ
alternative	0.628	0.373	0.631	ବିକଳ୍ପ
altimeter	0.615	0.510	0.580	ଉଚ୍ଚତା
altitude	0.708	0.482	0.736	ଉଚ୍ଚତା
alto	0.656	0.404	0.730	alto
altogether	0.833	0.324	0.644	ସମ୍ପୁର୍ଣ୍ଣ ଭାବରେ |
aluminum	0.449	0.280	0.434	ଆଲୁମିନିୟମ୍ |
alumnus	0.633	0.368	0.422	ଆଲୁମନାସ୍
alveolar	0.469	0.481	0.367	ଆଲେଭୋଲାର୍ |
alzheimers	0.194	0.518	0.319	ଆଲଜାଇମର୍ସ
amalgam	0.438	0.333	0.510	amalgam
amalgamation	0.406	0.470	0.531	ମିଶ୍ରଣ
amaretto	0.543	0.551	0.375	amaretto
amass	0.552	0.465	0.465	ଆମାସ୍
amateur	0.469	0.500	0.409	ଶ୍ରଦ୍ଧାଳୁ
amaze	0.896	0.843	0.783	ଆଶ୍ଚର୍ଯ୍ୟ
amazed	0.796	0.779	0.533	ଆଶ୍ଚର୍ଯ୍ୟ
amazedness	0.827	0.872	0.510	ଆଶ୍ଚର୍ଯ୍ୟ
amazement	0.750	0.800	0.639	ଆଶ୍ଚର୍ଯ୍ୟ
amazing	0.906	0.837	0.849	ଆଶ୍ଚର୍ଯ୍ୟଜନକ |
amazingly	0.918	0.765	0.920	ଆଶ୍ଚର୍ଯ୍ୟଜନକ ଭାବରେ |
ambassador	0.651	0.529	0.917	ରାଷ୍ଟ୍ରଦୂତ
amber	0.635	0.308	0.369	ଆମ୍ବର
ambience	0.735	0.356	0.426	ପରିବେଶ
ambient	0.625	0.360	0.582	ପରିବେଶ
ambiguity	0.164	0.460	0.370	ଅସ୍ପଷ୍ଟତା |
ambiguous	0.265	0.462	0.358	ଅସ୍ପଷ୍ଟ
ambit	0.479	0.380	0.386	ଅଭିଳାଷ
ambition	0.510	0.804	0.661	ଉଚ୍ଚାଭିଳାଷ
ambitious	0.484	0.821	0.717	ଉଚ୍ଚାଭିଳାଷୀ |
ambivalent	0.510	0.404	0.482	ଅସ୍ପଷ୍ଟ
ambrosia	0.571	0.452	0.480	ଆମ୍ବ୍ରୋସିଆ |
ambulance	0.500	0.750	0.609	ଆମ୍ବୁଲାନ୍ସ
ambush	0.281	0.830	0.500	ଆକ୍ରମଣ
ameliorate	0.770	0.548	0.747	ଉନ୍ନତି
amen	0.781	0.182	0.542	ଆମେନ୍
amenable	0.448	0.410	0.406	ସୁବିଧାଜନକ |
amend	0.688	0.406	0.658	ସଂଶୋଧନ କରନ୍ତୁ |
amendment	0.531	0.459	0.606	ସଂଶୋଧନ
amends	0.640	0.366	0.517	ସଂଶୋଧନ କରେ |
amenity	0.750	0.327	0.574	ସୁବିଧା
amethyst	0.622	0.406	0.517	ଆମେଥାଇଷ୍ଟ |
amiable	0.847	0.290	0.483	amiable
amicable	0.875	0.330	0.507	ବନ୍ଧୁତ୍ୱପୂର୍ଣ୍ଣ
amid	0.510	0.340	0.256	ମଧ୍ୟରେ
amidst	0.480	0.330	0.316	ମଧ୍ୟରେ
amino	0.551	0.402	0.433	ଆମିନୋ
ammo	0.323	0.765	0.621	ଗୁଳି
ammonia	0.292	0.587	0.409	ଆମୋନିଆ
ammonium	0.354	0.396	0.368	ଆମୋନିୟମ୍
ammunition	0.338	0.635	0.667	ଗୁଳିଗୋଳା
amnesia	0.296	0.330	0.308	ଆମ୍ନେସିଆ |
amnesty	0.551	0.451	0.814	କ୍ଷମା
amorous	0.844	0.670	0.636	ଆମୋଦଦାୟକ |
amorphous	0.327	0.402	0.349	ଆମୋରଫସ୍ |
amortization	0.592	0.491	0.522	amortization
amount	0.562	0.422	0.649	ପରିମାଣ
amour	0.865	0.480	0.652	ଆମୋର
amp	0.439	0.393	0.375	amp
ampersand	0.480	0.448	0.483	ଆମ୍ପର୍ସାଣ୍ଡ୍ |
amphetamines	0.133	0.667	0.526	ଆମ୍ଫେଟାମାଇନ୍ସ |
amphibian	0.427	0.357	0.474	ଆମ୍ଫିବିଆନ୍ |
amphibious	0.479	0.346	0.445	amphibious
amphitheater	0.653	0.480	0.545	ଆମ୍ଫିଥେଟର
ample	0.744	0.349	0.719	ଯଥେଷ୍ଟ
amplification	0.690	0.677	0.810	ବୃଦ୍ଧି
amplify	0.677	0.735	0.827	ବୃଦ୍ଧି କର |
amplitude	0.694	0.439	0.692	ପ୍ରଶସ୍ତତା
amply	0.781	0.431	0.766	ଯଥେଷ୍ଟ
amputate	0.092	0.660	0.509	amputate
amputation	0.100	0.755	0.483	ଆମ୍ପ୍ୟୁଟେସନ୍
amuck	0.385	0.602	0.321	ଆମ୍
amulet	0.781	0.260	0.630	ଅମଲେଟ୍ |
amuse	0.812	0.684	0.664	ଆମୋଦ
amused	0.942	0.847	0.596	ଆମୋଦିତ
amusement	0.929	0.837	0.803	ମନୋରଞ୍ଜନ
amusing	0.960	0.829	0.632	ମଜାଳିଆ
ana	0.541	0.300	0.314	ana
anaconda	0.146	0.830	0.540	ଆନାକୋଣ୍ଡା |
anaesthesia	0.350	0.217	0.473	ଆନାସ୍ଥେସିଆ |
anaesthetic	0.449	0.268	0.509	ଆନାସ୍ଥେଟିକ୍ |
anagram	0.552	0.327	0.449	ଆନାଗ୍ରାମ୍ |
anal	0.333	0.798	0.334	ଆନାଲ୍
analgesic	0.417	0.321	0.441	ଆନାଲେଜିକ୍ |
analogous	0.531	0.270	0.500	ଅନୁରୂପ
analogue	0.570	0.320	0.446	ଅନୁରୂପ
analogy	0.510	0.367	0.509	ଅନୁରୂପ
analysis	0.729	0.448	0.705	ବିଶ୍ଳେଷଣ |
analyst	0.604	0.415	0.755	ବିଶ୍ଳେଷକ |
analytic	0.665	0.521	0.634	ଆନାଲିଟିକ୍ |
analytical	0.625	0.324	0.800	ବିଶ୍ଳେଷଣାତ୍ମକ |
analyze	0.667	0.462	0.710	ବିଶ୍ଳେଷଣ କର |
analyzer	0.625	0.556	0.854	ବିଶ୍ଳେଷକ
anaphylactic	0.378	0.588	0.500	ଆନାଫିଲାକ୍ଟିକ୍ |
anarchism	0.125	0.804	0.623	ଅରାଜକତା |
anarchist	0.204	0.700	0.759	ଅରାଜକତାବାଦୀ |
anarchy	0.146	0.755	0.620	ଅରାଜକତା |
anastomosis	0.375	0.470	0.490	ଆନାଷ୍ଟୋମୋସିସ୍ |
anathema	0.286	0.490	0.519	ଆନାଥେମା |
anatomic	0.562	0.442	0.546	ଆନାଟୋମିକ୍ |
anatomy	0.562	0.390	0.571	ଆନାଟୋମି |
ancestor	0.592	0.388	0.594	ପୂର୍ବଜ
ancestral	0.640	0.481	0.750	ପ ancest ତୃକ
ancestry	0.708	0.519	0.717	ପିତୃପୁରୁଷ
anchor	0.520	0.284	0.564	ଆଙ୍କର୍
anchorage	0.500	0.325	0.639	ଆଙ୍କୋରେଜ୍
ancient	0.420	0.217	0.439	ପ୍ରାଚୀନ
ancillary	0.449	0.442	0.278	ସହାୟକ
androgen	0.255	0.523	0.527	ଆଣ୍ଡ୍ରୋଜେନ୍
android	0.663	0.436	0.500	ଆଣ୍ଡ୍ରଏଡ୍
anecdote	0.583	0.529	0.500	ଉପନ୍ୟାସ
anemia	0.188	0.327	0.310	ରକ୍ତହୀନତା
anemic	0.167	0.279	0.155	ରକ୍ତହୀନତା |
anemone	0.552	0.538	0.327	ଆନିମୋନ |
anesthesia	0.365	0.216	0.394	ଆନାସ୍ଥେସିଆ |
anesthesiologist	0.419	0.224	0.526	ଆନାସ୍ଥେସିଓଲୋଜିଷ୍ଟ୍ |
anesthetic	0.350	0.264	0.482	ଆନାସ୍ଥେଟିକ୍ |
aneurysm	0.115	0.690	0.536	ରକ୍ତହୀନତା |
anew	0.771	0.358	0.385	ନୂତନ
angel	0.906	0.158	0.704	ଦୂତ
angelic	0.927	0.298	0.668	ଦୂତ
anger	0.167	0.865	0.657	କ୍ରୋଧ
angered	0.010	0.860	0.547	କ୍ରୋଧିତ |
angermanagement	0.260	0.632	0.482	କ୍ରୋଧ
angina	0.230	0.630	0.464	ଆଞ୍ଜିନା |
angiogram	0.347	0.520	0.465	ଆଙ୍ଗିଓଗ୍ରାମ |
angiography	0.378	0.536	0.520	ଆଙ୍ଗିଓଗ୍ରାଫି |
angle	0.541	0.330	0.455	କୋଣ
angling	0.625	0.408	0.500	ଆଙ୍ଗଲିଙ୍ଗ୍ |
angora	0.529	0.425	0.405	ଆଙ୍ଗୋରା |
angriest	0.094	0.892	0.430	କ୍ରୋଧିତ
angry	0.122	0.830	0.604	କ୍ରୋଧିତ
angrytweet	0.265	0.644	0.471	କ୍ରୋଧିତ
angst	0.167	0.888	0.333	angst
anguish	0.153	0.792	0.265	ଦୁ ish ଖ
anguished	0.135	0.720	0.307	ଦୁ angu ଖୀ
angular	0.449	0.281	0.444	କୋଣାର୍କ |
anhydrous	0.456	0.365	0.355	ଆନ୍ହାଇଡ୍ରସ୍
animal	0.521	0.510	0.513	ପଶୁ
animate	0.827	0.755	0.635	ଆନିମେଟ
animated	0.823	0.676	0.538	ଆନିମେଟେଡ୍
animation	0.888	0.750	0.549	ଆନିମେସନ୍
animosity	0.510	0.724	0.545	ଶତ୍ରୁତା |
animus	0.698	0.676	0.466	ଆନିମସ୍
ankle	0.500	0.274	0.234	ଗୋଡ
anklet	0.410	0.276	0.302	ଆଙ୍କଲେଟ୍ |
annals	0.427	0.610	0.424	ବାର୍ଷିକ
annex	0.594	0.350	0.458	ଆନେକ୍ସ
annexation	0.342	0.500	0.555	ଆନେ୍ଦାଳନ |
annexe	0.584	0.350	0.392	ଆନେକ୍ସ
annihilate	0.115	0.918	0.681	ବିନାଶ କର |
annihilated	0.080	0.760	0.324	ବିନାଶ
annihilation	0.041	0.800	0.591	ବିନାଶ
anniversary	0.880	0.770	0.723	ବାର୍ଷିକୀ
annotate	0.592	0.469	0.441	ଟିପ୍ପଣୀ କରନ୍ତୁ |
annotation	0.604	0.470	0.619	ଟିପ୍ପଣୀ
announce	0.694	0.618	0.611	ଘୋଷଣା କର |
announcement	0.729	0.491	0.482	ଘୋଷଣା
announcer	0.602	0.570	0.732	ଘୋଷକ
annoy	0.094	0.765	0.286	ବିରକ୍ତ
annoyance	0.167	0.718	0.342	ବିରକ୍ତିକର
annoyed	0.104	0.783	0.345	ବିରକ୍ତ
annoyin	0.260	0.573	0.352	ବିରକ୍ତିକର |
annoying	0.082	0.853	0.348	ବିରକ୍ତିକର
annoys	0.146	0.778	0.435	ବିରକ୍ତ
annual	0.552	0.236	0.500	ବାର୍ଷିକ
annuity	0.521	0.304	0.527	ବାର୍ଷିକ
annul	0.250	0.448	0.364	ବାତିଲ
annular	0.310	0.385	0.412	ବାର୍ଷିକ
annulment	0.153	0.375	0.447	ବାତିଲ
annulus	0.458	0.380	0.376	annulus
anointed	0.500	0.368	0.579	ଅଭିଷିକ୍ତ
anointing	0.653	0.350	0.547	ଅଭିଷେକ
anomalous	0.281	0.480	0.423	ଅସନ୍ତୁଷ୍ଟ |
anomaly	0.188	0.538	0.404	ଅନୋମାଲିୟା |
anon	0.479	0.354	0.298	anon
anonymity	0.469	0.255	0.430	ଅଜ୍ଞାତତା |
anonymous	0.396	0.291	0.431	ବେନାମୀ |
anorexic	0.160	0.618	0.245	ଆନୋରକ୍ସିକ୍ |
answer	0.537	0.373	0.661	ଉତ୍ତର ଦିଅ
answerable	0.708	0.481	0.750	ଉତ୍ତରଦାୟୀ |
answering	0.684	0.500	0.607	ଉତ୍ତର ଦେଉଛି
ant	0.448	0.216	0.216	ପିମ୍ପୁଡ଼ି
antagonism	0.224	0.618	0.524	ବିରୋଧ
antagonist	0.240	0.615	0.700	ବିରୋଧୀ
antagonistic	0.296	0.604	0.565	ବିରୋଧୀ
antagonize	0.143	0.663	0.629	ବିରୋଧ କରନ୍ତୁ |
ante	0.448	0.320	0.417	ante
antecedent	0.427	0.551	0.566	ପ୍ରାଚୀନ
antelope	0.542	0.510	0.500	ଆଣ୍ଟିଲୋପ୍
antenna	0.521	0.327	0.358	ଆଣ୍ଟେନା |
anterior	0.510	0.245	0.362	ପୂର୍ବ
anthem	0.780	0.343	0.729	ସଂଗୀତ
anthill	0.327	0.578	0.377	ଆନ୍ଥିଲ୍
anthology	0.338	0.406	0.537	ପୁରାଣ
anthrax	0.188	0.730	0.500	ଆନ୍ଥ୍ରାକ୍ସ
anthropological	0.367	0.390	0.490	ଆନ୍ଥ୍ରୋପୋଲୋଜିକାଲ୍ |
anthropologist	0.551	0.385	0.725	ଆନ୍ଥ୍ରୋପୋଲୋଜିଷ୍ଟ୍ |
anthropology	0.490	0.367	0.582	ଆନ୍ଥ୍ରୋପୋଲୋଜି |
anti	0.365	0.412	0.384	ଆଣ୍ଟି
antiaircraft	0.330	0.622	0.629	antiaircraft
antibiotic	0.510	0.373	0.658	ଆଣ୍ଟିବାୟୋଟିକ୍ |
antibiotics	0.448	0.406	0.557	ଆଣ୍ଟିବାୟୋଟିକ୍ |
antichrist	0.082	0.837	0.544	ଖ୍ରୀଷ୍ଟଧର୍ମ
anticipate	0.622	0.469	0.667	ଆଶା କର |
anticipation	0.698	0.539	0.711	ପ୍ରତୀକ୍ଷା
anticipatory	0.653	0.551	0.682	ପ୍ରତୀକ୍ଷାର
antics	0.448	0.740	0.236	ଆଣ୍ଟିକ୍ସ
antidote	0.541	0.490	0.629	ପ୍ରତିକାର
antifungal	0.408	0.412	0.441	ଆଣ୍ଟିଫଙ୍ଗାଲ୍ |
antigravity	0.430	0.714	0.658	ଆଣ୍ଟିଗ୍ରାଭିଟି
antimony	0.378	0.398	0.490	ଆଣ୍ଟିମେଣ୍ଟ
antipathy	0.198	0.549	0.393	ଆଣ୍ଟିପାଥି
antiquarian	0.500	0.233	0.426	ପ୍ରାଚୀନ
antiquated	0.420	0.392	0.236	ପ୍ରାଚୀନ
antique	0.634	0.290	0.518	ପ୍ରାଚୀନ
antiques	0.540	0.370	0.595	ପୁରାତନ
antiquity	0.385	0.333	0.556	ପ୍ରାଚୀନତା
antiseptic	0.438	0.370	0.623	ଆଣ୍ଟିସେପ୍ଟିକ୍ |
antisocial	0.146	0.686	0.391	ଅସାମାଜିକ |
antithesis	0.396	0.412	0.536	ଆଣ୍ଟିଥେସିସ୍ |
antithetical	0.271	0.509	0.358	ଆଣ୍ଟିଟେଟିକାଲ୍ |
antiviral	0.459	0.470	0.549	ଆଣ୍ଟିଭାଇରାଲ୍ |
antler	0.448	0.470	0.500	ଆଣ୍ଟଲର୍
antsy	0.449	0.558	0.417	antsy
anus	0.347	0.644	0.350	ମଳଦ୍ୱାର
anvil	0.380	0.510	0.604	anvil
anxiety	0.146	0.865	0.342	ଚିନ୍ତା
anxietyattack	0.150	0.925	0.446	ଚିନ୍ତା
anxious	0.281	0.875	0.434	ଚିନ୍ତିତ
anxiousness	0.235	0.814	0.282	ଚିନ୍ତା
anytime	0.625	0.461	0.436	ଯେକ time ଣସି ସମୟରେ |
aorta	0.448	0.510	0.542	aorta
aortic	0.436	0.540	0.438	aortic
apace	0.536	0.500	0.536	apace
apache	0.687	0.469	0.500	ଆପାଚେ
apartment	0.719	0.393	0.580	ଆପାର୍ଟମେଣ୍ଟ
apartments	0.704	0.337	0.443	ଆପାର୍ଟମେଣ୍ଟଗୁଡିକ
apathetic	0.188	0.292	0.333	ଉଦାସୀନ |
apathy	0.184	0.212	0.204	ଉଦାସୀନତା
ape	0.548	0.389	0.336	ଆପେ
aperture	0.612	0.450	0.667	ଆପେଚର
apex	0.570	0.433	0.418	ସର୍ବୋଚ୍ଚ
aphid	0.388	0.473	0.407	ଆପିଡ୍ |
aphrodisiac	0.750	0.846	0.667	ଆପ୍ରୋଡାଇସିଆକ୍ |
apiece	0.439	0.259	0.383	ପ୍ରତ୍ୟେକ
aplomb	0.500	0.509	0.582	aplomb
apocalypse	0.050	0.867	0.736	ଆପୋକ୍ଲିପ୍ସ |
apocalyptic	0.173	0.880	0.750	ଆପୋକ୍ଲିପଟିକ୍ |
apologetic	0.479	0.461	0.571	କ୍ଷମା ପ୍ରାର୍ଥନା
apologist	0.406	0.429	0.526	କ୍ଷମା ପ୍ରାର୍ଥନା
apologize	0.551	0.378	0.389	କ୍ଷମା ମାଗନ୍ତୁ
apology	0.571	0.346	0.402	କ୍ଷମା ପ୍ରାର୍ଥନା
apostasy	0.388	0.520	0.517	ବିଦ୍ରୋହ
apostate	0.342	0.500	0.528	ଧର୍ମଘଟ
apostle	0.646	0.347	0.732	ପ୍ରେରିତ
apostolic	0.592	0.300	0.717	ପ୍ରେରିତ
apostrophe	0.469	0.368	0.537	ପ୍ରେରିତ
apothecary	0.561	0.328	0.529	apothecary
appalled	0.194	0.792	0.562	ଭୟଭୀତ
appalling	0.160	0.827	0.415	ଭୟଭୀତ
apparatus	0.375	0.353	0.377	ଉପକରଣ
apparel	0.698	0.435	0.453	ପୋଷାକ
apparent	0.473	0.383	0.398	ସ୍ପଷ୍ଟ
apparently	0.531	0.410	0.426	ବୋଧହୁଏ
apparition	0.406	0.573	0.636	ଦୃଶ୍ୟ
appeal	0.663	0.598	0.558	ଆବେଦନ
appear	0.735	0.506	0.567	ଦେଖାଯାଏ |
appearance	0.669	0.490	0.534	ରୂପ
appease	0.633	0.278	0.434	ଶାନ୍ତ
appellant	0.327	0.588	0.568	ଆବେଦନକାରୀ
append	0.573	0.464	0.453	ଯୋଡନ୍ତୁ
appendage	0.229	0.382	0.438	ଅନୁକ୍ରମଣିକା
appendectomy	0.177	0.670	0.554	ଆପେଣ୍ଡେକ୍ଟୋମି
appendicitis	0.031	0.640	0.347	ଆପେଣ୍ଡିକାଇଟିସ୍
appendix	0.365	0.387	0.425	ପରିଶିଷ୍ଟ
appetite	0.704	0.637	0.581	ଭୋକ
appetizer	0.755	0.560	0.406	ଭୋକ
appetizing	0.806	0.657	0.688	ଭୋକ
applaud	0.865	0.824	0.464	କରତାଳି
applause	0.953	0.857	0.621	କରତାଳି
apple	0.811	0.300	0.264	ଆପଲ୍
apple juice	0.765	0.204	0.294	ସେଓ ରସ
applejack	0.604	0.431	0.473	applejack
applesauce	0.750	0.167	0.291	ଚପଲ
appliance	0.582	0.453	0.538	ଉପକରଣ
appliances	0.594	0.394	0.567	ଉପକରଣ
applicability	0.677	0.490	0.741	ପ୍ରୟୋଗତା |
applicable	0.469	0.430	0.667	ପ୍ରଯୁଜ୍ୟ |
applicant	0.612	0.558	0.688	ଆବେଦନକାରୀ |
application	0.646	0.445	0.726	ପ୍ରୟୋଗ
apply	0.612	0.321	0.667	ପ୍ରୟୋଗ କରନ୍ତୁ |
appoint	0.565	0.330	0.509	ନିଯୁକ୍ତ କର |
appointment	0.688	0.594	0.547	ନିଯୁକ୍ତି |
appointments	0.745	0.677	0.625	ନିଯୁକ୍ତି
apportion	0.677	0.490	0.638	ବଣ୍ଟନ
apportionment	0.552	0.481	0.453	ବଣ୍ଟନ
appraisal	0.417	0.667	0.682	ମୂଲ୍ୟାଙ୍କନ
appraise	0.677	0.490	0.696	ମୂଲ୍ୟାଙ୍କନ
appreciable	0.873	0.491	0.778	ପ୍ରଶଂସନୀୟ
appreciate	0.885	0.422	0.741	ପ୍ରଶଂସା
appreciated	0.910	0.434	0.779	ପ୍ରଶଂସନୀୟ
appreciates	0.765	0.500	0.656	ପ୍ରଶଂସା କରେ |
appreciation	0.917	0.529	0.588	ପ୍ରଶଂସା
appreciative	0.857	0.380	0.654	କୃତଜ୍ଞ
apprehend	0.521	0.624	0.696	ଧର
apprehension	0.385	0.720	0.454	ଭୟ
apprehensive	0.406	0.592	0.431	ଭୟଭୀତ
apprentice	0.615	0.413	0.452	ଶିକ୍ଷାର୍ଥୀ
apprenticeship	0.812	0.482	0.643	ଶିକ୍ଷାଦାନ
approach	0.612	0.392	0.610	ଉପାୟ
approaching	0.740	0.557	0.491	ପାଖେଇ ଆସୁଛି |
approbate	0.646	0.590	0.860	ଅନୁମୋଦନ କରନ୍ତୁ |
approbation	0.792	0.529	0.774	ଅନୁମୋଦନ
appropriate	0.833	0.368	0.759	ଉପଯୁକ୍ତ
appropriation	0.510	0.632	0.717	ଆବଣ୍ଟନ
approval	0.854	0.460	0.889	ଅନୁମୋଦନ
approve	0.875	0.548	0.741	ଅନୁମୋଦନ
approved	0.833	0.349	0.698	ଅନୁମୋଦିତ |
approvement	0.880	0.625	0.780	ଅନୁମୋଦନ
approving	0.917	0.583	0.773	ଅନୁମୋଦନ
approximate	0.551	0.560	0.520	ଆନୁମାନିକ
approximately	0.622	0.396	0.538	ପାଖାପାଖି
approximating	0.583	0.615	0.471	ଆନୁମାନିକ
approximation	0.582	0.402	0.593	ଆନୁମାନିକତା
appurtenances	0.573	0.412	0.547	ଆପାର୍ଟମେଣ୍ଟସ୍
apricot	0.708	0.320	0.278	ଆପ୍ରିକେଟ୍ |
apron	0.582	0.208	0.245	ଆପ୍ରନ୍
apt	0.582	0.418	0.382	apt
aptitude	0.750	0.471	0.746	ଦକ୍ଷତା
aqua	0.656	0.292	0.359	ଆକ୍ୱା
aquamarine	0.729	0.306	0.413	ଆକ୍ୱାମାରାଇନ୍ |
aquarium	0.663	0.327	0.393	ଆକ୍ୱାରିୟମ୍ |
aquatic	0.677	0.510	0.463	ଜଳୀୟ
aqueduct	0.551	0.411	0.534	ଜଳ
aqueous	0.429	0.270	0.310	ଜଳୀୟ
arable	0.510	0.350	0.465	ଚାଷ ଯୋଗ୍ୟ
arbiter	0.561	0.537	0.814	ଆର୍ବିଟର
arbitrary	0.281	0.702	0.686	ଇଚ୍ଛାଧୀନ |
arbitrate	0.470	0.620	0.682	ଆର୍ବିଟ୍ରେଟ୍ |
arbitration	0.587	0.602	0.670	ଆର୍ବିଟ୍ରେସନ୍
arbitrator	0.385	0.448	0.795	ଆର୍ବିଟର
arbor	0.583	0.490	0.591	ଆର୍ବର୍ |
arc	0.552	0.388	0.396	ଆର୍କ
arcade	0.676	0.521	0.502	ଆର୍କେଡ୍ |
arcane	0.500	0.490	0.637	arcane
arch	0.500	0.354	0.468	ଆର୍କ
