English Word	Valence	Arousal	Dominance	Chichewa Word
anaesthetic	0.449	0.268	0.509	mankhwala oletsa ululu
anagram	0.552	0.327	0.449	anagram
anal	0.333	0.798	0.334	kumatako
analgesic	0.417	0.321	0.441	mankhwala ochepetsa ululu
analogous	0.531	0.270	0.500	zofanana
analogue	0.570	0.320	0.446	analogue
analogy	0.510	0.367	0.509	fanizo
analysis	0.729	0.448	0.705	kusanthula
analyst	0.604	0.415	0.755	katswiri
analytic	0.665	0.521	0.634	analytics
analytical	0.625	0.324	0.800	kupenda
analyze	0.667	0.462	0.710	santhula
analyzer	0.625	0.556	0.854	analyzer
anaphylactic	0.378	0.588	0.500	anaphylactic
anarchism	0.125	0.804	0.623	anarchism
anarchist	0.204	0.700	0.759	anarchist
anarchy	0.146	0.755	0.620	chisokonezo
anastomosis	0.375	0.470	0.490	anastomosis
anathema	0.286	0.490	0.519	anathema
anatomic	0.562	0.442	0.546	anatomic
anatomy	0.562	0.390	0.571	thupi
ancestor	0.592	0.388	0.594	kholo
ancestral	0.640	0.481	0.750	makolo
ancestry	0.708	0.519	0.717	makolo
anchor	0.520	0.284	0.564	nangula
anchorage	0.500	0.325	0.639	nangula
ancient	0.420	0.217	0.439	zakale
ancillary	0.449	0.442	0.278	wothandizira
androgen	0.255	0.523	0.527	ndi androgen
android	0.663	0.436	0.500	android
anecdote	0.583	0.529	0.500	anecdote
anemia	0.188	0.327	0.310	kuchepa kwa magazi m'thupi
anemic	0.167	0.279	0.155	kuchepa magazi
anemone	0.552	0.538	0.327	anemone
anesthesia	0.365	0.216	0.394	opaleshoni
anesthesiologist	0.419	0.224	0.526	katswiri wa opaleshoni
anesthetic	0.350	0.264	0.482	mankhwala oletsa ululu
aneurysm	0.115	0.690	0.536	aneurysm
anew	0.771	0.358	0.385	mwatsopano
angel	0.906	0.158	0.704	mngelo
angelic	0.927	0.298	0.668	zaungelo
anger	0.167	0.865	0.657	mkwiyo
angered	0.010	0.860	0.547	kukwiya
angermanagement	0.260	0.632	0.482	kuwongolera mkwiyo
angina	0.230	0.630	0.464	angina
angiogram	0.347	0.520	0.465	angiography
angiography	0.378	0.536	0.520	angiography
angle	0.541	0.330	0.455	ngodya
angling	0.625	0.408	0.500	kusaka
angora	0.529	0.425	0.405	angora
angriest	0.094	0.892	0.430	wokwiya kwambiri
angry	0.122	0.830	0.604	wokwiya
angrytweet	0.265	0.644	0.471	mkwiyotweet
angst	0.167	0.888	0.333	angst
anguish	0.153	0.792	0.265	kuwawa
anguished	0.135	0.720	0.307	zowawa
angular	0.449	0.281	0.444	angula
anhydrous	0.456	0.365	0.355	wopanda madzi
animal	0.521	0.510	0.513	nyama
animate	0.827	0.755	0.635	patsa moyo
animated	0.823	0.676	0.538	zamoyo
animation	0.888	0.750	0.549	makanema ojambula
animosity	0.510	0.724	0.545	chidani
animus	0.698	0.676	0.466	moyo
ankle	0.500	0.274	0.234	bondo
anklet	0.410	0.276	0.302	kakolo
annals	0.427	0.610	0.424	mbiri
annex	0.594	0.350	0.458	owonjezera
annexation	0.342	0.500	0.555	kuwonjezera
annexe	0.584	0.350	0.392	onjezerani
annihilate	0.115	0.918	0.681	wononga
annihilated	0.080	0.760	0.324	kuwonongedwa
annihilation	0.041	0.800	0.591	chiwonongeko
anniversary	0.880	0.770	0.723	chikumbutso
annotate	0.592	0.469	0.441	fotokozerani
annotation	0.604	0.470	0.619	ndemanga
announce	0.694	0.618	0.611	lengezani
announcement	0.729	0.491	0.482	kulengeza
announcer	0.602	0.570	0.732	wolengeza
annoy	0.094	0.765	0.286	kukwiyitsa
annoyance	0.167	0.718	0.342	kukhumudwitsa
annoyed	0.104	0.783	0.345	wokwiya
annoyin	0.260	0.573	0.352	kukhumudwitsa
annoying	0.082	0.853	0.348	zokwiyitsa
annoys	0.146	0.778	0.435	zokwiyitsa
annual	0.552	0.236	0.500	pachaka
annuity	0.521	0.304	0.527	ndalama
annul	0.250	0.448	0.364	kuletsa
annular	0.310	0.385	0.412	chaka
annulment	0.153	0.375	0.447	kuthetsedwa
annulus	0.458	0.380	0.376	annulus
anointed	0.500	0.368	0.579	wodzozedwa
anointing	0.653	0.350	0.547	kudzoza
anomalous	0.281	0.480	0.423	zodabwitsa
anomaly	0.188	0.538	0.404	zosamveka
anon	0.479	0.354	0.298	ayi
anonymity	0.469	0.255	0.430	kusadziwika
anonymous	0.396	0.291	0.431	osadziwika
anorexic	0.160	0.618	0.245	matenda a anorexia
answer	0.537	0.373	0.661	yankho
answerable	0.708	0.481	0.750	woyankha
answering	0.684	0.500	0.607	kuyankha
ant	0.448	0.216	0.216	nyerere
antagonism	0.224	0.618	0.524	kutsutsa
antagonist	0.240	0.615	0.700	wotsutsa
antagonistic	0.296	0.604	0.565	wotsutsa
antagonize	0.143	0.663	0.629	tsutsani
ante	0.448	0.320	0.417	ante
antecedent	0.427	0.551	0.566	wotsatira
antelope	0.542	0.510	0.500	antelope
antenna	0.521	0.327	0.358	mlongoti
anterior	0.510	0.245	0.362	cham'mbuyo
anthem	0.780	0.343	0.729	nyimbo
anthill	0.327	0.578	0.377	nyerere
anthology	0.338	0.406	0.537	anthology
anthrax	0.188	0.730	0.500	matenda a anthrax
anthropological	0.367	0.390	0.490	anthropological
anthropologist	0.551	0.385	0.725	katswiri wa anthu
anthropology	0.490	0.367	0.582	anthropology
anti	0.365	0.412	0.384	anti
antiaircraft	0.330	0.622	0.629	ndege
antibiotic	0.510	0.373	0.658	antibiotic
antibiotics	0.448	0.406	0.557	maantibayotiki
antichrist	0.082	0.837	0.544	wokana Khristu
anticipate	0.622	0.469	0.667	yembekezera
anticipation	0.698	0.539	0.711	chiyembekezo
anticipatory	0.653	0.551	0.682	woyembekezera
antics	0.448	0.740	0.236	zonyansa
antidote	0.541	0.490	0.629	mankhwala
antifungal	0.408	0.412	0.441	antifungal
antigravity	0.430	0.714	0.658	antigravity
antimony	0.378	0.398	0.490	antimoni
antipathy	0.198	0.549	0.393	kusakonda
antiquarian	0.500	0.233	0.426	zakale
antiquated	0.420	0.392	0.236	zakale
antique	0.634	0.290	0.518	zakale
antiques	0.540	0.370	0.595	zakale
antiquity	0.385	0.333	0.556	zakale
antiseptic	0.438	0.370	0.623	antiseptic
antisocial	0.146	0.686	0.391	odana ndi anthu
antithesis	0.396	0.412	0.536	kutsutsa
antithetical	0.271	0.509	0.358	wotsutsa
antiviral	0.459	0.470	0.549	antivayirasi
antler	0.448	0.470	0.500	nyanga
antsy	0.449	0.558	0.417	antsy
anus	0.347	0.644	0.350	anus
anvil	0.380	0.510	0.604	anvil
anxiety	0.146	0.865	0.342	nkhawa
anxietyattack	0.150	0.925	0.446	nkhawa
anxious	0.281	0.875	0.434	kuda nkhawa
anxiousness	0.235	0.814	0.282	kuda nkhawa
anytime	0.625	0.461	0.436	nthawi iliyonse
aorta	0.448	0.510	0.542	aorta
aortic	0.436	0.540	0.438	kung'ambika
apace	0.536	0.500	0.536	apace
apache	0.687	0.469	0.500	apache
apartment	0.719	0.393	0.580	nyumba
apartments	0.704	0.337	0.443	zipinda
apathetic	0.188	0.292	0.333	wopanda chidwi
apathy	0.184	0.212	0.204	mphwayi
ape	0.548	0.389	0.336	nyani
aperture	0.612	0.450	0.667	pobowo
apex	0.570	0.433	0.418	pamwamba
aphid	0.388	0.473	0.407	nsabwe za m'masamba
aphrodisiac	0.750	0.846	0.667	aphrodisiac
apiece	0.439	0.259	0.383	kagawo
aplomb	0.500	0.509	0.582	aplomb
apocalypse	0.050	0.867	0.736	apocalypse
apocalyptic	0.173	0.880	0.750	apocalyptic
apologetic	0.479	0.461	0.571	kupepesa
apologist	0.406	0.429	0.526	wopepesera
apologize	0.551	0.378	0.389	pepesani
apology	0.571	0.346	0.402	kupepesa
apostasy	0.388	0.520	0.517	mpatuko
apostate	0.342	0.500	0.528	wampatuko
apostle	0.646	0.347	0.732	mtumwi
apostolic	0.592	0.300	0.717	utumwi
apostrophe	0.469	0.368	0.537	apostrophe
apothecary	0.561	0.328	0.529	apothecary
appalled	0.194	0.792	0.562	anadabwa
appalling	0.160	0.827	0.415	zochititsa mantha
apparatus	0.375	0.353	0.377	zida
apparel	0.698	0.435	0.453	zovala
apparent	0.473	0.383	0.398	zowonekera
apparently	0.531	0.410	0.426	mwachiwonekere
apparition	0.406	0.573	0.636	maonekedwe
appeal	0.663	0.598	0.558	pempho
appear	0.735	0.506	0.567	kuwonekera
appearance	0.669	0.490	0.534	maonekedwe
appease	0.633	0.278	0.434	kusangalatsa
appellant	0.327	0.588	0.568	wodandaula
append	0.573	0.464	0.453	kuwonjezera
appendage	0.229	0.382	0.438	zowonjezera
appendectomy	0.177	0.670	0.554	appendectomy
appendicitis	0.031	0.640	0.347	appendicitis
appendix	0.365	0.387	0.425	zowonjezera
appetite	0.704	0.637	0.581	chilakolako
appetizer	0.755	0.560	0.406	appetizer
appetizing	0.806	0.657	0.688	chosangalatsa
applaud	0.865	0.824	0.464	kuthokoza
applause	0.953	0.857	0.621	kuwomba m’manja
apple	0.811	0.300	0.264	apulosi
apple juice	0.765	0.204	0.294	apulo madzi
applejack	0.604	0.431	0.473	applejack
applesauce	0.750	0.167	0.291	maapulosi
appliance	0.582	0.453	0.538	chipangizo
appliances	0.594	0.394	0.567	zida
applicability	0.677	0.490	0.741	kutheka
applicable	0.469	0.430	0.667	zoyenera
applicant	0.612	0.558	0.688	wofunsira
application	0.646	0.445	0.726	ntchito
apply	0.612	0.321	0.667	gwiritsani ntchito
appoint	0.565	0.330	0.509	kusankha
appointment	0.688	0.594	0.547	kusankhidwa
appointments	0.745	0.677	0.625	nthawi zosankhidwa
apportion	0.677	0.490	0.638	gawo
apportionment	0.552	0.481	0.453	kugawa
appraisal	0.417	0.667	0.682	kuyamikira
appraise	0.677	0.490	0.696	kuyamikira
appreciable	0.873	0.491	0.778	kuyamikiridwa
appreciate	0.885	0.422	0.741	kuyamika
appreciated	0.910	0.434	0.779	kuyamikiridwa
appreciates	0.765	0.500	0.656	amayamikira
appreciation	0.917	0.529	0.588	kuyamikira
appreciative	0.857	0.380	0.654	woyamikira
apprehend	0.521	0.624	0.696	gwira
apprehension	0.385	0.720	0.454	mantha
apprehensive	0.406	0.592	0.431	wamantha
apprentice	0.615	0.413	0.452	wophunzira
apprenticeship	0.812	0.482	0.643	kuphunzira ntchito
approach	0.612	0.392	0.610	njira
approaching	0.740	0.557	0.491	ikuyandikira
approbate	0.646	0.590	0.860	vomereza
approbation	0.792	0.529	0.774	kuvomereza
appropriate	0.833	0.368	0.759	zoyenera
appropriation	0.510	0.632	0.717	kugawa
approval	0.854	0.460	0.889	kuvomereza
approve	0.875	0.548	0.741	vomereza
approved	0.833	0.349	0.698	kuvomerezedwa
approvement	0.880	0.625	0.780	kuvomereza
approving	0.917	0.583	0.773	kuvomereza
approximate	0.551	0.560	0.520	pafupifupi
approximately	0.622	0.396	0.538	pafupifupi
approximating	0.583	0.615	0.471	pafupifupi
approximation	0.582	0.402	0.593	pafupifupi
appurtenances	0.573	0.412	0.547	zida
apricot	0.708	0.320	0.278	apurikoti
apron	0.582	0.208	0.245	apuloni
apt	0.582	0.418	0.382	zoyenera
aptitude	0.750	0.471	0.746	luso
aqua	0.656	0.292	0.359	madzi
aquamarine	0.729	0.306	0.413	aquamarine
aquarium	0.663	0.327	0.393	aquarium
aquatic	0.677	0.510	0.463	zamadzi
aqueduct	0.551	0.411	0.534	ngalande
aqueous	0.429	0.270	0.310	wamadzi
arable	0.510	0.350	0.465	chotheka
arbiter	0.561	0.537	0.814	woweruza
arbitrary	0.281	0.702	0.686	mwachisawawa
arbitrate	0.470	0.620	0.682	arbitrate
arbitration	0.587	0.602	0.670	kutsutsana
arbitrator	0.385	0.448	0.795	woweruza milandu
arbor	0.583	0.490	0.591	arbor
arc	0.552	0.388	0.396	arc
arcade	0.676	0.521	0.502	masewera
arcane	0.500	0.490	0.637	arcane
arch	0.500	0.354	0.468	arch
archaeological	0.740	0.441	0.660	ofukula mabwinja
archaeologist	0.552	0.451	0.706	ofukula mabwinja
archaeology	0.596	0.358	0.691	zofukulidwa pansi
archaic	0.271	0.327	0.332	zakale
archangel	0.837	0.500	0.708	mngelo wamkulu
archbishop	0.622	0.280	0.776	bishopu wamkulu
archdiocese	0.400	0.321	0.704	archdiocese
archduke	0.458	0.413	0.634	archduke
arched	0.582	0.403	0.398	arched
archer	0.573	0.622	0.661	woponya mivi
archery	0.594	0.604	0.589	kuponya mivi
archetype	0.448	0.520	0.569	archetype
archipelago	0.745	0.370	0.592	zisumbu
architect	0.776	0.442	0.836	katswiri wa zomangamanga
architectural	0.729	0.390	0.670	zomangamanga
architecture	0.820	0.390	0.694	zomangamanga
archive	0.438	0.294	0.527	nkhokwe
arctic	0.615	0.352	0.546	Arctic
ardent	0.694	0.873	0.722	wachangu
ardor	0.500	0.780	0.538	kufunitsitsa
arduous	0.344	0.783	0.605	zovuta
area	0.490	0.306	0.464	dera
arena	0.510	0.235	0.404	bwalo
areola	0.417	0.396	0.381	areola
areyoukidding	0.429	0.633	0.400	mukunena zowona
areyoukiddingme	0.365	0.635	0.375	mukunama
argent	0.594	0.418	0.472	argent
argh	0.260	0.538	0.328	ayi
arghh	0.292	0.536	0.397	argh
arghhhh	0.250	0.618	0.324	arghh
argue	0.093	0.798	0.525	kutsutsana
argument	0.510	0.464	0.698	kukangana
argumentation	0.479	0.549	0.760	kukangana
argumentative	0.450	0.531	0.679	wokangana
arguments	0.541	0.602	0.657	mikangano
arid	0.323	0.333	0.379	youma
arise	0.750	0.582	0.725	kuwuka
aristocracy	0.688	0.549	0.842	olemekezeka
aristocrat	0.583	0.413	0.811	olemekezeka
aristocratic	0.449	0.519	0.676	wolemekezeka
arithmetic	0.453	0.460	0.634	masamu
ark	0.396	0.427	0.543	chombo
arm	0.552	0.285	0.469	mkono
armada	0.408	0.740	0.868	armada
armament	0.198	0.764	0.810	zida
armaments	0.192	0.839	0.830	zida
armature	0.510	0.558	0.755	zida
armchair	0.646	0.164	0.339	mpando wakumpando
armed	0.188	0.750	0.808	zida
armor	0.469	0.625	0.784	zida
armored	0.469	0.509	0.861	zida
armory	0.448	0.663	0.800	malo osungira zida
armpit	0.283	0.439	0.250	mkhwapa
arms	0.464	0.395	0.483	mikono
army	0.417	0.759	0.902	asilikali
aroma	0.823	0.235	0.442	kununkhira
aromatherapy	0.847	0.220	0.473	aromatherapy
arousal	0.791	0.943	0.731	kudzutsidwa
arouse	0.740	0.491	0.580	dzutsa
aroused	0.708	0.952	0.667	kudzutsidwa
arraignment	0.406	0.837	0.534	kutsutsa
arrange	0.740	0.490	0.571	konzekerani
arranged	0.698	0.531	0.728	kukonzedwa
arrangement	0.625	0.382	0.683	dongosolo
array	0.521	0.396	0.568	gulu
arrears	0.286	0.485	0.302	zobweza ngongole
arrest	0.146	0.951	0.500	kumanga
arrhythmia	0.265	0.706	0.356	arrhythmia
arrival	0.678	0.510	0.474	kufika
arrive	0.837	0.406	0.585	kufika
arrogance	0.143	0.750	0.620	kudzikuza
arrogant	0.115	0.755	0.580	wodzikuza
arrow	0.439	0.390	0.454	muvi
arsehole	0.276	0.598	0.433	dzenje
arseholes	0.188	0.545	0.351	mabowo
arsenal	0.365	0.741	0.752	zida
arsenic	0.281	0.472	0.447	arsenic
arson	0.133	0.904	0.567	kuwotcha
arsonist	0.348	0.840	0.500	wowotcha
art	0.812	0.360	0.603	luso
arterial	0.396	0.510	0.583	wolumikizira
artery	0.396	0.580	0.537	mtsempha wamagazi
artful	0.771	0.608	0.778	mwaluso
arthritis	0.110	0.518	0.345	nyamakazi
arthropod	0.344	0.464	0.434	arthropod
artichoke	0.583	0.218	0.287	atitchoku
article	0.594	0.280	0.481	nkhani
articles	0.552	0.324	0.565	zolemba
articulate	0.677	0.462	0.618	fotokozani
articulation	0.479	0.480	0.591	kufotokoza
artifact	0.510	0.500	0.566	chopangidwa
artifice	0.316	0.696	0.482	luso
artificial	0.306	0.385	0.351	wochita kupanga
artillery	0.350	0.912	0.794	zida zankhondo
artisan	0.781	0.330	0.411	wamisiri
artist	0.802	0.442	0.732	wojambula
artiste	0.844	0.512	0.565	katswiri
artistic	0.802	0.646	0.632	luso
artistry	0.823	0.346	0.769	luso
artists	0.796	0.667	0.741	ojambula
artwork	0.896	0.368	0.679	zojambulajambula
arty	0.490	0.422	0.388	arty
asap	0.571	0.500	0.552	posachedwa
asbestos	0.357	0.481	0.464	asibesitosi
ascend	0.830	0.620	0.812	kukwera
ascendancy	0.724	0.625	0.700	kukwera
ascendant	0.656	0.673	0.821	wokwera
ascending	0.826	0.644	0.777	kukwera
ascension	0.765	0.720	0.714	kukwera kumwamba
ascent	0.755	0.627	0.833	kukwera
ascertain	0.560	0.530	0.625	dziwani
ascertained	0.531	0.529	0.616	adadziwa
ascetic	0.438	0.375	0.472	wosakhazikika
ash	0.260	0.210	0.207	phulusa
ashamed	0.156	0.588	0.228	manyazi
ashes	0.327	0.279	0.142	phulusa
ashtray	0.406	0.382	0.265	ashtray
asinine	0.429	0.472	0.433	Asinini
ask	0.531	0.440	0.459	funsani
asleeep	0.490	0.210	0.322	akugona
asleep	0.604	0.100	0.270	kugona
asp	0.438	0.489	0.375	asp
asparagus	0.469	0.317	0.264	katsitsumzukwa
aspartame	0.469	0.480	0.322	aspartame
aspect	0.479	0.469	0.588	mbali
aspects	0.439	0.480	0.565	mbali
aspen	0.479	0.280	0.395	aspen
asphalt	0.479	0.264	0.439	phula
asphyxia	0.198	0.704	0.311	kupuma movutikira
asphyxiation	0.059	0.745	0.412	kupuma movutikira
aspiration	0.704	0.724	0.675	chilakolako
aspire	0.812	0.469	0.722	funa
aspirin	0.479	0.271	0.422	aspirin
aspiring	0.844	0.582	0.604	kufuna
ass	0.323	0.750	0.345	bulu
assail	0.378	0.510	0.500	kuukira
assailant	0.184	0.868	0.602	wachiwembu
assassin	0.073	0.933	0.632	wakupha
assassinate	0.051	0.969	0.722	kupha
assassination	0.083	0.941	0.525	kupha
assault	0.167	0.848	0.550	kumenya
assay	0.633	0.559	0.594	kuyesa
assemblage	0.429	0.452	0.600	kusonkhana
assemble	0.542	0.570	0.750	sonkhanitsani
assembled	0.663	0.450	0.644	kusonkhana
assembly	0.698	0.500	0.640	msonkhano
assemblyman	0.430	0.538	0.760	msonkhano
assent	0.615	0.515	0.719	kuvomereza
assert	0.750	0.619	0.809	kunena
asserting	0.694	0.531	0.736	kunena
assertion	0.740	0.442	0.750	kunena
assertive	0.719	0.412	0.770	wotsimikiza
assess	0.698	0.500	0.623	yesani
assessment	0.750	0.623	0.658	kuwunika
assessor	0.551	0.538	0.764	woyesa
asset	0.797	0.765	0.788	katundu
assets	0.667	0.613	0.765	katundu
asshole	0.133	0.582	0.263	Chitsiru
assign	0.622	0.417	0.709	perekani
assignee	0.510	0.462	0.510	wopatsidwa
assignment	0.483	0.398	0.745	ntchito
assimilate	0.559	0.391	0.683	phatikiza
assimilation	0.429	0.378	0.463	kutengera
assist	0.833	0.435	0.629	kuthandiza
assistance	0.656	0.519	0.633	thandizo
assistant	0.625	0.390	0.536	wothandizira
associate	0.812	0.409	0.625	wothandizana nawo
association	0.745	0.500	0.817	mgwirizano
assorted	0.602	0.460	0.472	zosiyanasiyana
assortment	0.694	0.360	0.526	zosiyanasiyana
assuage	0.745	0.255	0.500	assuage
assume	0.698	0.401	0.464	ganiza
assumed	0.612	0.247	0.454	kuganiza
assuming	0.740	0.390	0.526	kungoganiza
assumption	0.479	0.431	0.417	kulingalira
assurance	0.675	0.442	0.704	chitsimikizo
assure	0.910	0.460	0.839	tsimikizirani
assured	0.878	0.327	0.754	wotsimikizika
assuredly	0.786	0.396	0.833	ndithudi
asterisk	0.541	0.288	0.273	nyenyezi
asteroid	0.430	0.721	0.623	asteroid
asteroids	0.361	0.694	0.712	asteroids
asthma	0.198	0.549	0.227	mphumu
asthmatic	0.229	0.706	0.294	mphumu
astigmatism	0.214	0.490	0.429	astigmatism
astonish	0.786	0.845	0.658	zodabwitsa
astonished	0.510	0.775	0.574	anadabwa
astonishing	0.844	0.802	0.821	zodabwitsa
astonishingly	0.827	0.898	0.773	modabwitsa
astonishment	0.680	0.718	0.519	kudabwa
astound	0.729	0.675	0.474	zodabwitsa
astral	0.604	0.417	0.567	astral
astray	0.098	0.676	0.308	kusokera
astringent	0.316	0.500	0.474	astringent
astrologer	0.594	0.519	0.673	wokhulupirira nyenyezi
astrology	0.635	0.340	0.500	kukhulupirira nyenyezi
astronaut	0.792	0.601	0.761	wa mu chombo
astronomer	0.750	0.509	0.735	katswiri wa zakuthambo
astronomical	0.600	0.632	0.726	zakuthambo
astronomy	0.613	0.474	0.722	zakuthambo
astute	0.776	0.658	0.827	wanzeru
asunder	0.208	0.442	0.259	pakati
asylum	0.407	0.330	0.445	asylum
asymmetric	0.580	0.343	0.465	asymmetric
asymmetry	0.476	0.373	0.527	asymmetry
asymptotic	0.479	0.451	0.472	asymptotic
atelier	0.490	0.330	0.705	atelier
atheism	0.276	0.460	0.481	kusakhulupirira Mulungu
atheistic	0.373	0.481	0.466	wosakhulupirira kuti kuli Mulungu
atherosclerosis	0.250	0.480	0.343	atherosulinosis
athlete	0.781	0.718	0.686	wothamanga
athletic	0.857	0.798	0.708	wamasewera
athleticism	0.750	0.863	0.778	kuthamanga
athletics	0.831	0.691	0.740	masewera othamanga
atlas	0.531	0.306	0.554	atlas
atmosphere	0.604	0.300	0.560	mpweya
atmospheric	0.531	0.420	0.594	mumlengalenga
atoll	0.480	0.408	0.472	atoll
atom	0.510	0.500	0.433	atomu
atomic	0.327	0.817	0.713	atomiki
atone	0.418	0.673	0.411	perekani
atonement	0.550	0.602	0.683	chitetezero
atpeace	0.724	0.298	0.519	mtendere
atrium	0.469	0.365	0.473	atrium
atrocious	0.073	0.811	0.445	wankhanza
atrocity	0.115	0.844	0.593	nkhanza
atrophy	0.177	0.540	0.208	kukomoka
attach	0.520	0.363	0.559	phatikiza
attached	0.562	0.350	0.439	cholumikizidwa
attachment	0.570	0.343	0.500	chomata
attack	0.286	0.948	0.670	kuwukira
attacker	0.185	0.962	0.629	wowukira
attacking	0.276	0.837	0.642	kuukira
attain	0.806	0.510	0.719	kupeza
attainable	0.760	0.500	0.759	chotheka
attainment	0.830	0.520	0.940	kukwaniritsa
attempt	0.625	0.491	0.431	kuyesa
attempted	0.594	0.580	0.567	anayesera
attend	0.650	0.420	0.625	kupezekapo
attendance	0.812	0.500	0.592	kupezekapo
attendant	0.580	0.365	0.519	mtumiki
attention	0.740	0.599	0.774	chidwi
attentionseeker	0.367	0.745	0.457	wofunafuna chidwi
attentionseekers	0.531	0.673	0.500	ofuna chidwi
attentive	0.812	0.520	0.724	watcheru
attenuate	0.408	0.302	0.429	chepetsa
attenuated	0.449	0.280	0.298	kuchepetsedwa
attenuation	0.458	0.363	0.464	kuchepetsa
attest	0.439	0.710	0.685	umboni
attestation	0.234	0.635	0.500	umboni
attic	0.521	0.259	0.377	chapamwamba
attire	0.742	0.388	0.483	zovala
attitude	0.760	0.644	0.861	maganizo
attorney	0.600	0.594	0.754	woyimira milandu
attract	0.796	0.663	0.769	kukopa
attraction	0.906	0.774	0.712	kukopa
attractive	0.906	0.630	0.769	wokongola
attractiveness	0.938	0.667	0.755	kukopa
attributable	0.704	0.430	0.527	chodziwika
attribute	0.781	0.439	0.795	khalidwe
attribution	0.646	0.467	0.658	kupereka
attrition	0.229	0.540	0.259	kuchepa
auburn	0.510	0.240	0.411	chiwombankhanga
auction	0.594	0.702	0.519	kugulitsa
auctioneer	0.542	0.732	0.716	wogulitsa
audacious	0.740	0.875	0.825	wolimba mtima
audacity	0.760	0.755	0.916	kulimba mtima
audible	0.673	0.370	0.462	zomveka
audience	0.698	0.610	0.613	omvera
audio	0.709	0.425	0.370	zomvera
audit	0.375	0.562	0.735	kafukufuku
audition	0.750	0.685	0.615	mayeso
auditions	0.740	0.765	0.596	mayeso
auditor	0.582	0.571	0.726	wowerengera
auditorium	0.529	0.490	0.538	holo
auditory	0.531	0.481	0.570	zomveka
aught	0.418	0.135	0.217	ayi
augment	0.650	0.683	0.645	kuwonjezera
augmentation	0.714	0.613	0.850	kuwonjezera
august	0.652	0.292	0.462	August
aunt	0.667	0.291	0.420	azakhali
auntie	0.643	0.275	0.447	mayi
aura	0.760	0.333	0.500	aura
aurora	0.817	0.306	0.537	aurora
auspices	0.542	0.500	0.634	auspices
auspicious	0.562	0.635	0.669	zabwino
austere	0.500	0.390	0.422	wovuta
austerity	0.438	0.406	0.534	austerity
authentic	0.885	0.510	0.782	zowona
authenticate	0.833	0.480	0.789	tsimikizirani
authentication	0.724	0.491	0.750	kutsimikizika
authenticity	0.670	0.548	0.845	zowona
author	0.775	0.343	0.749	wolemba
authoritative	0.636	0.520	0.890	wovomerezeka
authority	0.592	0.592	0.934	ulamuliro
authorization	0.521	0.567	0.817	chilolezo
authorize	0.772	0.596	0.821	kuloleza
authorized	0.760	0.458	0.815	wololedwa
authorship	0.667	0.635	0.773	wolemba
autism	0.235	0.500	0.447	autism
autistic	0.367	0.337	0.404	autistic
auto	0.571	0.569	0.500	auto
autobiographical	0.909	0.462	0.582	autobiographical
autobiography	0.735	0.284	0.629	mbiri ya moyo wake
autocorrect	0.551	0.439	0.616	kukonza zokha
autocratic	0.542	0.577	0.727	wodziyimira pawokha
autograph	0.735	0.565	0.473	autograph
autographed	0.781	0.620	0.625	autographed
automated	0.578	0.402	0.632	zokha
automatic	0.562	0.433	0.664	zokha
automobile	0.753	0.625	0.534	galimoto
automotive	0.656	0.520	0.577	zamagalimoto
autonomy	0.781	0.349	0.891	kudzilamulira
autopilot	0.594	0.462	0.632	woyendetsa ndege
autopsy	0.252	0.650	0.538	autopsy
autumn	0.765	0.204	0.450	mphukira
auxiliary	0.622	0.471	0.509	wothandizira
avail	0.800	0.430	0.603	thandiza
availability	0.796	0.544	0.600	kupezeka
available	0.844	0.356	0.623	kupezeka
avalanche	0.265	0.915	0.683	chigumula
