English Word	Valence	Arousal	Dominance	Punjabi Word
airliner	0.667	0.777	0.647	ਏਅਰਲਾਈਨਰ
airlock	0.398	0.520	0.447	ਏਅਰਲਾਕ
airman	0.587	0.716	0.721	ਏਅਰਮੈਨ
airplane	0.719	0.702	0.708	ਹਵਾਈ ਜਹਾਜ਼
airport	0.729	0.684	0.682	ਹਵਾਈ ਅੱਡਾ
airs	0.583	0.196	0.370	ਹਵਾਵਾਂ
airship	0.542	0.472	0.529	ਹਵਾਈ ਜਹਾਜ਼
airspace	0.562	0.510	0.640	ਹਵਾਈ ਖੇਤਰ
airspeed	0.583	0.780	0.544	ਏਅਰ ਸਪੀਡ
airstrip	0.550	0.690	0.649	ਹਵਾਈ ਪੱਟੀ
airtight	0.479	0.381	0.570	ਏਅਰਟਾਈਟ
airway	0.638	0.585	0.482	ਸਾਹ ਨਾਲੀ
aisle	0.438	0.222	0.283	ਗਲੀ
ait	0.385	0.390	0.402	ait
ajar	0.460	0.413	0.446	ਅਜਾਰ
aka	0.459	0.358	0.351	ਉਰਫ
akin	0.639	0.343	0.523	ਸਮਾਨ
alabaster	0.542	0.404	0.445	ਅਲਬਾਸਟਰ
alarm	0.241	0.882	0.698	ਅਲਾਰਮ
alarm clock	0.542	0.727	0.642	ਅਲਾਰਮ ਕਲਾਕ
alarmed	0.188	0.822	0.492	ਚਿੰਤਾਜਨਕ
alarming	0.204	0.890	0.585	ਚਿੰਤਾਜਨਕ
alas	0.571	0.310	0.279	ਹਾਏ
alb	0.521	0.380	0.427	alb
albatross	0.500	0.445	0.527	albatross
albino	0.500	0.240	0.358	ਅਲਬਿਨੋ
album	0.635	0.349	0.453	ਐਲਬਮ
alchemy	0.541	0.583	0.693	ਰਸਾਇਣ
alcohol	0.323	0.667	0.377	ਸ਼ਰਾਬ
alcoholic	0.153	0.688	0.361	ਸ਼ਰਾਬੀ
alcoholism	0.061	0.779	0.407	ਸ਼ਰਾਬਬੰਦੀ
alcove	0.490	0.340	0.356	alcove
alderman	0.550	0.459	0.691	alderman
ale	0.530	0.450	0.358	ale
alert	0.479	0.820	0.648	ਚੇਤਾਵਨੀ
alertness	0.375	0.875	0.750	ਚੌਕਸੀ
alerts	0.337	0.804	0.673	ਚੇਤਾਵਨੀਆਂ
alfalfa	0.546	0.250	0.311	ਐਲਫਾਲਫਾ
algebra	0.440	0.340	0.565	ਅਲਜਬਰਾ
algebraic	0.531	0.412	0.441	ਬੀਜਗਣਿਤ
algorithm	0.448	0.394	0.559	ਐਲਗੋਰਿਦਮ
alias	0.541	0.353	0.333	ਉਪਨਾਮ
alibi	0.396	0.528	0.556	ਅਲੀਬੀ
alien	0.410	0.615	0.491	ਪਰਦੇਸੀ
alienate	0.247	0.500	0.523	ਦੂਰ
alienated	0.410	0.423	0.559	ਦੂਰ
alienation	0.378	0.530	0.462	ਬੇਗਾਨਗੀ
alight	0.667	0.657	0.605	ਉਤਰਨਾ
align	0.656	0.364	0.627	ਇਕਸਾਰ
aligned	0.583	0.275	0.553	ਇਕਸਾਰ
alignment	0.643	0.412	0.683	ਅਲਾਈਨਮੈਂਟ
alike	0.653	0.173	0.444	ਸਮਾਨ
alimentation	0.781	0.551	0.602	ਭੋਜਨ
alimony	0.612	0.477	0.464	ਗੁਜਾਰਾ
aliquot	0.440	0.310	0.404	ਅਲੀਕੋਟ
alive	0.816	0.637	0.731	ਜਿੰਦਾ
alkali	0.490	0.350	0.408	ਖਾਰੀ
alkaloids	0.433	0.562	0.402	alkaloids
allay	0.417	0.406	0.398	ਦੂਰ ਕਰੋ
allegation	0.578	0.578	0.608	ਦੋਸ਼
allege	0.418	0.482	0.587	ਦੋਸ਼
alleged	0.365	0.522	0.520	ਦੋਸ਼ ਲਾਇਆ
allegiance	0.917	0.398	0.750	ਵਫ਼ਾਦਾਰੀ
allegorical	0.517	0.558	0.598	ਰੂਪਕ
allegory	0.615	0.580	0.509	ਰੂਪਕ
allegro	0.635	0.627	0.453	ਅਲੈਗਰੋ
allergic	0.135	0.549	0.273	ਐਲਰਜੀ
allergy	0.296	0.606	0.389	ਐਲਰਜੀ
alleviate	0.869	0.270	0.528	ਘੱਟ ਕਰਨਾ
alleviation	0.735	0.200	0.491	ਖਾਤਮਾ
alley	0.347	0.500	0.355	ਗਲੀ
alleyway	0.357	0.471	0.382	ਗਲੀ
alliance	0.696	0.473	0.769	ਗਠਜੋੜ
allied	0.714	0.245	0.642	ਸਹਿਯੋਗੀ
alligator	0.354	0.704	0.645	ਮਗਰਮੱਛ
allocate	0.673	0.462	0.672	ਅਲਾਟ ਕਰੋ
allocation	0.604	0.388	0.679	ਵੰਡ
allot	0.622	0.481	0.616	ਅਲਾਟ
allotment	0.600	0.390	0.640	ਅਲਾਟਮੈਂਟ
allow	0.698	0.429	0.538	ਦੀ ਇਜਾਜ਼ਤ
allowable	0.698	0.500	0.561	ਮਨਜ਼ੂਰ ਹੈ
allowance	0.673	0.382	0.591	ਭੱਤਾ
allowed	0.730	0.360	0.655	ਇਜਾਜ਼ਤ ਦਿੱਤੀ
alloy	0.583	0.443	0.593	ਮਿਸ਼ਰਤ
allsmiles	0.786	0.528	0.430	ਸਾਰੇ ਮੁਸਕਰਾਹਟ
allure	0.804	0.585	0.686	ਲੁਭਾਉਣਾ
alluring	0.837	0.745	0.843	ਆਕਰਸ਼ਕ
allusion	0.440	0.308	0.462	ਸੰਕੇਤ
alluvial	0.323	0.490	0.491	ਜਲੋੜੀ
ally	0.792	0.320	0.688	ਸਹਿਯੋਗੀ
almanac	0.688	0.190	0.412	almanac
almighty	0.938	0.874	0.958	ਸਰਵ ਸ਼ਕਤੀਮਾਨ
almond	0.698	0.183	0.314	ਬਦਾਮ
aloft	0.771	0.373	0.700	ਉੱਚਾ
aloha	0.698	0.440	0.441	aloha
alone	0.333	0.167	0.216	ਇਕੱਲਾ
alongside	0.458	0.333	0.347	ਨਾਲ-ਨਾਲ
aloof	0.189	0.423	0.302	ਦੂਰ
aloud	0.458	0.713	0.750	ਉੱਚੀ
alpha	0.708	0.340	0.755	ਅਲਫ਼ਾ
alphabet	0.562	0.204	0.672	ਵਰਣਮਾਲਾ
alphabetical	0.537	0.296	0.535	ਵਰਣਮਾਲਾ
alpine	0.594	0.337	0.474	ਅਲਪਾਈਨ
alreadyyyyy	0.592	0.717	0.351	ਪਹਿਲਾਂ ਹੀ
altar	0.724	0.387	0.635	ਜਗਵੇਦੀ
altar boy	0.434	0.206	0.350	ਜਗਵੇਦੀ ਲੜਕਾ
alter	0.333	0.694	0.654	ਬਦਲੋ
alteration	0.167	0.798	0.609	ਤਬਦੀਲੀ
altercation	0.170	0.806	0.500	ਝਗੜਾ
altered	0.255	0.765	0.500	ਬਦਲਿਆ
alternate	0.625	0.363	0.589	ਵਿਕਲਪਿਕ
alternating	0.480	0.494	0.542	ਬਦਲਣਾ
alternative	0.628	0.373	0.631	ਵਿਕਲਪਕ
altimeter	0.615	0.510	0.580	ਅਲਟੀਮੀਟਰ
altitude	0.708	0.482	0.736	ਉਚਾਈ
alto	0.656	0.404	0.730	ਆਲਟੋ
altogether	0.833	0.324	0.644	ਕੁੱਲ ਮਿਲਾ ਕੇ
aluminum	0.449	0.280	0.434	ਅਲਮੀਨੀਅਮ
alumnus	0.633	0.368	0.422	ਸਾਬਕਾ ਵਿਦਿਆਰਥੀ
alveolar	0.469	0.481	0.367	ਐਲਵੀਓਲਰ
alzheimers	0.194	0.518	0.319	ਅਲਜ਼ਾਈਮਰ
amalgam	0.438	0.333	0.510	ਏਮਲਗਾਮ
amalgamation	0.406	0.470	0.531	ਏਕੀਕਰਨ
amaretto	0.543	0.551	0.375	ਅਮਰੇਟੋ
amass	0.552	0.465	0.465	ਇਕੱਠਾ ਕਰਨਾ
amateur	0.469	0.500	0.409	ਸ਼ੁਕੀਨ
amaze	0.896	0.843	0.783	ਹੈਰਾਨ
amazed	0.796	0.779	0.533	ਹੈਰਾਨ
amazedness	0.827	0.872	0.510	ਹੈਰਾਨੀ
amazement	0.750	0.800	0.639	ਹੈਰਾਨੀ
amazing	0.906	0.837	0.849	ਹੈਰਾਨੀਜਨਕ
amazingly	0.918	0.765	0.920	ਹੈਰਾਨੀਜਨਕ
ambassador	0.651	0.529	0.917	ਰਾਜਦੂਤ
amber	0.635	0.308	0.369	ਅੰਬਰ
ambience	0.735	0.356	0.426	ਮਾਹੌਲ
ambient	0.625	0.360	0.582	ਅੰਬੀਨਟ
ambiguity	0.164	0.460	0.370	ਅਸਪਸ਼ਟਤਾ
ambiguous	0.265	0.462	0.358	ਅਸਪਸ਼ਟ
ambit	0.479	0.380	0.386	ਦਾਇਰੇ
ambition	0.510	0.804	0.661	ਅਭਿਲਾਸ਼ਾ
ambitious	0.484	0.821	0.717	ਅਭਿਲਾਸ਼ੀ
ambivalent	0.510	0.404	0.482	ਦੋਖੀ
ambrosia	0.571	0.452	0.480	ਅੰਮ੍ਰਿਤ
ambulance	0.500	0.750	0.609	ਐਂਬੂਲੈਂਸ
ambush	0.281	0.830	0.500	ਹਮਲਾ
ameliorate	0.770	0.548	0.747	ਸੁਧਾਰ ਕਰਨਾ
amen	0.781	0.182	0.542	ਆਮੀਨ
amenable	0.448	0.410	0.406	ਅਨੁਕੂਲ
amend	0.688	0.406	0.658	ਸੋਧ
amendment	0.531	0.459	0.606	ਸੋਧ
amends	0.640	0.366	0.517	ਸੋਧ ਕਰਦਾ ਹੈ
amenity	0.750	0.327	0.574	ਸਹੂਲਤ
amethyst	0.622	0.406	0.517	ਐਮਥਿਸਟ
amiable	0.847	0.290	0.483	ਮਿਲਣਸਾਰ
amicable	0.875	0.330	0.507	ਦੋਸਤਾਨਾ
amid	0.510	0.340	0.256	ਵਿਚਕਾਰ
amidst	0.480	0.330	0.316	ਵਿਚਕਾਰ
amino	0.551	0.402	0.433	ਅਮੀਨੋ
ammo	0.323	0.765	0.621	ਬਾਰੂਦ
ammonia	0.292	0.587	0.409	ਅਮੋਨੀਆ
ammonium	0.354	0.396	0.368	ਅਮੋਨੀਅਮ
ammunition	0.338	0.635	0.667	ਅਸਲਾ
amnesia	0.296	0.330	0.308	ਭੁੱਲਣਾ
amnesty	0.551	0.451	0.814	ਮੁਆਫ਼ੀ
amorous	0.844	0.670	0.636	ਪ੍ਰੇਮੀ
amorphous	0.327	0.402	0.349	ਬੇਕਾਰ
amortization	0.592	0.491	0.522	ਅਮੋਰਟਾਈਜ਼ੇਸ਼ਨ
amount	0.562	0.422	0.649	ਦੀ ਰਕਮ
amour	0.865	0.480	0.652	ਪਿਆਰ
amp	0.439	0.393	0.375	amp
ampersand	0.480	0.448	0.483	ਐਂਪਰਸੈਂਡ
amphetamines	0.133	0.667	0.526	amphetamines
amphibian	0.427	0.357	0.474	amphibian
amphibious	0.479	0.346	0.445	ਦੋਗਲਾ
amphitheater	0.653	0.480	0.545	ਅਖਾੜਾ
ample	0.744	0.349	0.719	ਕਾਫ਼ੀ
amplification	0.690	0.677	0.810	ਵਾਧਾ
amplify	0.677	0.735	0.827	ਵਧਾਓ
amplitude	0.694	0.439	0.692	ਐਪਲੀਟਿਊਡ
amply	0.781	0.431	0.766	ਭਰਪੂਰ
amputate	0.092	0.660	0.509	ਅੰਗ ਕੱਟਣਾ
amputation	0.100	0.755	0.483	ਅੰਗ ਕੱਟਣਾ
amuck	0.385	0.602	0.321	ਅਧੂਰਾ
amulet	0.781	0.260	0.630	amulet
amuse	0.812	0.684	0.664	ਮਨੋਰੰਜਨ
amused	0.942	0.847	0.596	ਮਜ਼ੇਦਾਰ
amusement	0.929	0.837	0.803	ਮਨੋਰੰਜਨ
amusing	0.960	0.829	0.632	ਮਜ਼ੇਦਾਰ
ana	0.541	0.300	0.314	ਅਨਾ
anaconda	0.146	0.830	0.540	ਐਨਾਕਾਂਡਾ
anaesthesia	0.350	0.217	0.473	ਅਨੱਸਥੀਸੀਆ
anaesthetic	0.449	0.268	0.509	ਬੇਹੋਸ਼ ਕਰਨ ਵਾਲੀ
anagram	0.552	0.327	0.449	anagram
anal	0.333	0.798	0.334	ਗੁਦਾ
analgesic	0.417	0.321	0.441	analgesic
analogous	0.531	0.270	0.500	ਸਮਾਨ
analogue	0.570	0.320	0.446	ਐਨਾਲਾਗ
analogy	0.510	0.367	0.509	ਸਮਾਨਤਾ
analysis	0.729	0.448	0.705	ਵਿਸ਼ਲੇਸ਼ਣ
analyst	0.604	0.415	0.755	ਵਿਸ਼ਲੇਸ਼ਕ
analytic	0.665	0.521	0.634	ਵਿਸ਼ਲੇਸ਼ਣਾਤਮਕ
analytical	0.625	0.324	0.800	ਵਿਸ਼ਲੇਸ਼ਣੀ
analyze	0.667	0.462	0.710	ਵਿਸ਼ਲੇਸ਼ਣ
analyzer	0.625	0.556	0.854	ਵਿਸ਼ਲੇਸ਼ਕ
anaphylactic	0.378	0.588	0.500	ਐਨਾਫਾਈਲੈਕਟਿਕ
anarchism	0.125	0.804	0.623	ਅਰਾਜਕਤਾਵਾਦ
anarchist	0.204	0.700	0.759	ਅਰਾਜਕਤਾਵਾਦੀ
anarchy	0.146	0.755	0.620	ਅਰਾਜਕਤਾ
anastomosis	0.375	0.470	0.490	anastomosis
anathema	0.286	0.490	0.519	ਅਨਾਥ
anatomic	0.562	0.442	0.546	ਸਰੀਰਿਕ
anatomy	0.562	0.390	0.571	ਸਰੀਰ ਵਿਗਿਆਨ
ancestor	0.592	0.388	0.594	ਪੂਰਵਜ
ancestral	0.640	0.481	0.750	ਜੱਦੀ
ancestry	0.708	0.519	0.717	ਵੰਸ਼
anchor	0.520	0.284	0.564	ਲੰਗਰ
anchorage	0.500	0.325	0.639	ਲੰਗਰ
ancient	0.420	0.217	0.439	ਪ੍ਰਾਚੀਨ
ancillary	0.449	0.442	0.278	ਸਹਾਇਕ
androgen	0.255	0.523	0.527	ਐਂਡਰੋਜਨ
android	0.663	0.436	0.500	android
anecdote	0.583	0.529	0.500	ਕਿੱਸਾ
anemia	0.188	0.327	0.310	ਅਨੀਮੀਆ
anemic	0.167	0.279	0.155	ਅਨੀਮੀਆ
anemone	0.552	0.538	0.327	ਐਨੀਮੋਨ
anesthesia	0.365	0.216	0.394	ਅਨੱਸਥੀਸੀਆ
anesthesiologist	0.419	0.224	0.526	ਅਨੱਸਥੀਸੀਓਲੋਜਿਸਟ
anesthetic	0.350	0.264	0.482	ਬੇਹੋਸ਼ ਕਰਨ ਵਾਲੀ
aneurysm	0.115	0.690	0.536	ਐਨਿਉਰਿਜ਼ਮ
anew	0.771	0.358	0.385	ਨਵੇਂ ਸਿਰੇ ਤੋਂ
angel	0.906	0.158	0.704	ਦੂਤ
angelic	0.927	0.298	0.668	ਦੂਤ
anger	0.167	0.865	0.657	ਗੁੱਸਾ
angered	0.010	0.860	0.547	ਗੁੱਸੇ
angermanagement	0.260	0.632	0.482	ਕ੍ਰੋਧ ਨਿਯੰਤਰਣ
angina	0.230	0.630	0.464	ਐਨਜਾਈਨਾ
angiogram	0.347	0.520	0.465	ਐਂਜੀਓਗਰਾਮ
angiography	0.378	0.536	0.520	ਐਂਜੀਓਗ੍ਰਾਫੀ
angle	0.541	0.330	0.455	ਕੋਣ
angling	0.625	0.408	0.500	angling
angora	0.529	0.425	0.405	ਅੰਗੋਰਾ
angriest	0.094	0.892	0.430	ਗੁੱਸੇ ਵਿੱਚ
angry	0.122	0.830	0.604	ਗੁੱਸੇ
angrytweet	0.265	0.644	0.471	ਗੁੱਸੇ ਵਾਲਾ ਟਵੀਟ
angst	0.167	0.888	0.333	ਗੁੱਸਾ
anguish	0.153	0.792	0.265	ਦੁਖ
anguished	0.135	0.720	0.307	ਦੁਖੀ
angular	0.449	0.281	0.444	ਕੋਣੀ
anhydrous	0.456	0.365	0.355	ਨਿਹਾਈਡ੍ਰਸ
animal	0.521	0.510	0.513	ਜਾਨਵਰ
animate	0.827	0.755	0.635	ਐਨੀਮੇਟ
animated	0.823	0.676	0.538	ਐਨੀਮੇਟਡ
animation	0.888	0.750	0.549	ਐਨੀਮੇਸ਼ਨ
animosity	0.510	0.724	0.545	ਦੁਸ਼ਮਣੀ
animus	0.698	0.676	0.466	ਦੁਸ਼ਮਣੀ
ankle	0.500	0.274	0.234	ਗਿੱਟਾ
anklet	0.410	0.276	0.302	ਗਿੱਟੇ
annals	0.427	0.610	0.424	ਇਤਿਹਾਸ
annex	0.594	0.350	0.458	annex
annexation	0.342	0.500	0.555	ਮਿਲਾਪ
annexe	0.584	0.350	0.392	ਅਨੇਕਸੀ
annihilate	0.115	0.918	0.681	ਖ਼ਤਮ ਕਰਨਾ
annihilated	0.080	0.760	0.324	ਤਬਾਹ ਕਰ ਦਿੱਤਾ
annihilation	0.041	0.800	0.591	ਵਿਨਾਸ਼
anniversary	0.880	0.770	0.723	ਵਰ੍ਹੇਗੰਢ
annotate	0.592	0.469	0.441	ਐਨੋਟੇਟ
annotation	0.604	0.470	0.619	ਐਨੋਟੇਸ਼ਨ
announce	0.694	0.618	0.611	ਘੋਸ਼ਣਾ
announcement	0.729	0.491	0.482	ਘੋਸ਼ਣਾ
announcer	0.602	0.570	0.732	ਘੋਸ਼ਣਾਕਰਤਾ
annoy	0.094	0.765	0.286	ਪਰੇਸ਼ਾਨ
annoyance	0.167	0.718	0.342	ਪਰੇਸ਼ਾਨੀ
annoyed	0.104	0.783	0.345	ਨਾਰਾਜ਼
annoyin	0.260	0.573	0.352	ਤੰਗ ਕਰਨ ਵਾਲਾ
annoying	0.082	0.853	0.348	ਤੰਗ ਕਰਨ ਵਾਲਾ
annoys	0.146	0.778	0.435	ਤੰਗ ਕਰਦਾ ਹੈ
annual	0.552	0.236	0.500	ਸਾਲਾਨਾ
annuity	0.521	0.304	0.527	ਸਾਲਾਨਾ
annul	0.250	0.448	0.364	ਰੱਦ
annular	0.310	0.385	0.412	ਕੰਲਾਨਾ
annulment	0.153	0.375	0.447	ਰੱਦ ਕਰਨਾ
annulus	0.458	0.380	0.376	ਐਨੁਲਸ
anointed	0.500	0.368	0.579	ਮਸਹ ਕੀਤਾ
anointing	0.653	0.350	0.547	ਮਸਹ ਕਰਨਾ
anomalous	0.281	0.480	0.423	ਅਸਧਾਰਨ
anomaly	0.188	0.538	0.404	ਅਸੰਗਤਤਾ
anon	0.479	0.354	0.298	anon
anonymity	0.469	0.255	0.430	ਗੁਮਨਾਮਤਾ
anonymous	0.396	0.291	0.431	ਅਗਿਆਤ
anorexic	0.160	0.618	0.245	anorexic
answer	0.537	0.373	0.661	ਜਵਾਬ
answerable	0.708	0.481	0.750	ਜਵਾਬਦੇਹ
answering	0.684	0.500	0.607	ਜਵਾਬ ਦੇਣਾ
ant	0.448	0.216	0.216	ਕੀੜੀ
antagonism	0.224	0.618	0.524	ਦੁਸ਼ਮਣੀ
antagonist	0.240	0.615	0.700	ਵਿਰੋਧੀ
antagonistic	0.296	0.604	0.565	ਵਿਰੋਧੀ
antagonize	0.143	0.663	0.629	ਵਿਰੋਧੀ
ante	0.448	0.320	0.417	ਪਹਿਲਾਂ
antecedent	0.427	0.551	0.566	ਪੂਰਵ
antelope	0.542	0.510	0.500	ਹਿਰਨ
antenna	0.521	0.327	0.358	ਐਂਟੀਨਾ
anterior	0.510	0.245	0.362	ਅਗਲਾ
anthem	0.780	0.343	0.729	ਗੀਤ
anthill	0.327	0.578	0.377	anthill
anthology	0.338	0.406	0.537	ਸੰਗ੍ਰਹਿ
anthrax	0.188	0.730	0.500	ਐਂਥ੍ਰੈਕਸ
anthropological	0.367	0.390	0.490	ਮਾਨਵ-ਵਿਗਿਆਨਕ
anthropologist	0.551	0.385	0.725	ਮਾਨਵ-ਵਿਗਿਆਨੀ
anthropology	0.490	0.367	0.582	ਮਾਨਵ ਵਿਗਿਆਨ
anti	0.365	0.412	0.384	ਵਿਰੋਧੀ
antiaircraft	0.330	0.622	0.629	ਏਅਰਕ੍ਰਾਫਟ
antibiotic	0.510	0.373	0.658	ਐਂਟੀਬਾਇਓਟਿਕ
antibiotics	0.448	0.406	0.557	ਐਂਟੀਬਾਇਓਟਿਕਸ
antichrist	0.082	0.837	0.544	ਮਸੀਹ ਵਿਰੋਧੀ
anticipate	0.622	0.469	0.667	ਅਨੁਮਾਨ
anticipation	0.698	0.539	0.711	ਉਮੀਦ
anticipatory	0.653	0.551	0.682	ਅਗਾਊਂ
antics	0.448	0.740	0.236	ਵਿਰੋਧੀ
antidote	0.541	0.490	0.629	ਐਂਟੀਡੋਟ
antifungal	0.408	0.412	0.441	ਐਂਟੀਫੰਗਲ
antigravity	0.430	0.714	0.658	ਐਂਟੀਗ੍ਰੈਵਿਟੀ
antimony	0.378	0.398	0.490	ਐਂਟੀਮੋਨੀ
antipathy	0.198	0.549	0.393	ਐਂਟੀਪੈਥੀ
antiquarian	0.500	0.233	0.426	ਪੁਰਾਤਨ
antiquated	0.420	0.392	0.236	ਪੁਰਾਣੇ
antique	0.634	0.290	0.518	ਪ੍ਰਾਚੀਨ
antiques	0.540	0.370	0.595	ਪੁਰਾਤਨ ਚੀਜ਼ਾਂ
antiquity	0.385	0.333	0.556	ਪੁਰਾਤਨਤਾ
antiseptic	0.438	0.370	0.623	ਐਂਟੀਸੈਪਟਿਕ
antisocial	0.146	0.686	0.391	ਸਮਾਜ ਵਿਰੋਧੀ
antithesis	0.396	0.412	0.536	ਵਿਰੋਧੀ
antithetical	0.271	0.509	0.358	ਵਿਰੋਧੀ
antiviral	0.459	0.470	0.549	ਐਂਟੀਵਾਇਰਲ
antler	0.448	0.470	0.500	antler
antsy	0.449	0.558	0.417	antsy
anus	0.347	0.644	0.350	ਗੁਦਾ
anvil	0.380	0.510	0.604	ਐਨਵਿਲ
anxiety	0.146	0.865	0.342	ਚਿੰਤਾ
anxietyattack	0.150	0.925	0.446	ਚਿੰਤਾ ਦਾ ਹਮਲਾ
anxious	0.281	0.875	0.434	ਚਿੰਤਾਜਨਕ
anxiousness	0.235	0.814	0.282	ਚਿੰਤਾ
anytime	0.625	0.461	0.436	ਕਿਸੇ ਵੀ ਸਮੇਂ
aorta	0.448	0.510	0.542	ਏਓਰਟਾ
aortic	0.436	0.540	0.438	ਐਓਰਟਿਕ
apace	0.536	0.500	0.536	ਤੇਜ਼
apache	0.687	0.469	0.500	ਅਪਾਚੇ
apartment	0.719	0.393	0.580	ਅਪਾਰਟਮੈਂਟ
apartments	0.704	0.337	0.443	ਅਪਾਰਟਮੈਂਟ
apathetic	0.188	0.292	0.333	ਉਦਾਸੀਨ
apathy	0.184	0.212	0.204	ਉਦਾਸੀਨਤਾ
ape	0.548	0.389	0.336	ਬਾਂਦਰ
aperture	0.612	0.450	0.667	ਅਪਰਚਰ
apex	0.570	0.433	0.418	ਸਿਖਰ
aphid	0.388	0.473	0.407	aphid
aphrodisiac	0.750	0.846	0.667	aphrodisiac
apiece	0.439	0.259	0.383	ਇੱਕ ਟੁਕੜਾ
aplomb	0.500	0.509	0.582	ਸੰਜੀਦਗੀ
apocalypse	0.050	0.867	0.736	ਕਥਾਨਕ
apocalyptic	0.173	0.880	0.750	apocalyptic
apologetic	0.479	0.461	0.571	ਮੁਆਫ਼ੀ ਮੰਗਣ ਵਾਲਾ
apologist	0.406	0.429	0.526	ਮੁਆਫ਼ੀ ਦੇਣ ਵਾਲਾ
apologize	0.551	0.378	0.389	ਮਾਫੀ ਮੰਗੋ
apology	0.571	0.346	0.402	ਮੁਆਫੀ
apostasy	0.388	0.520	0.517	ਤਿਆਗ
apostate	0.342	0.500	0.528	ਧਰਮ-ਤਿਆਗੀ
apostle	0.646	0.347	0.732	ਰਸੂਲ
apostolic	0.592	0.300	0.717	ਰਸੂਲ
apostrophe	0.469	0.368	0.537	apostrophe
apothecary	0.561	0.328	0.529	apothecary
appalled	0.194	0.792	0.562	ਘਬਰਾ ਗਿਆ
appalling	0.160	0.827	0.415	ਭਿਆਨਕ
apparatus	0.375	0.353	0.377	ਉਪਕਰਣ
apparel	0.698	0.435	0.453	ਲਿਬਾਸ
apparent	0.473	0.383	0.398	ਜ਼ਾਹਰ
apparently	0.531	0.410	0.426	ਜ਼ਾਹਰ ਹੈ
apparition	0.406	0.573	0.636	ਪ੍ਰਗਟ
appeal	0.663	0.598	0.558	ਅਪੀਲ
appear	0.735	0.506	0.567	ਦਿਖਾਈ ਦਿੰਦੇ ਹਨ
appearance	0.669	0.490	0.534	ਦਿੱਖ
appease	0.633	0.278	0.434	ਖੁਸ਼ ਕਰਨਾ
appellant	0.327	0.588	0.568	ਅਪੀਲਕਰਤਾ
append	0.573	0.464	0.453	ਜੋੜੋ
appendage	0.229	0.382	0.438	ਜੋੜ
appendectomy	0.177	0.670	0.554	ਅਪੈਂਡੈਕਟੋਮੀ
appendicitis	0.031	0.640	0.347	ਅਪੈਂਡਿਸਾਈਟਿਸ
appendix	0.365	0.387	0.425	ਅੰਤਿਕਾ
appetite	0.704	0.637	0.581	ਭੁੱਖ
appetizer	0.755	0.560	0.406	ਭੁੱਖ ਵਧਾਉਣ ਵਾਲਾ
appetizing	0.806	0.657	0.688	ਭੁੱਖ ਵਧਾਉਣ ਵਾਲਾ
applaud	0.865	0.824	0.464	ਤਾੜੀਆਂ
applause	0.953	0.857	0.621	ਪ੍ਰਸੰਸਾ
apple	0.811	0.300	0.264	ਸੇਬ
apple juice	0.765	0.204	0.294	ਸੇਬ ਦਾ ਜੂਸ
applejack	0.604	0.431	0.473	ਐਪਲਜੈਕ
applesauce	0.750	0.167	0.291	ਸੇਬਾਂ ਦੀ ਚਟਣੀ
appliance	0.582	0.453	0.538	ਉਪਕਰਣ
appliances	0.594	0.394	0.567	ਉਪਕਰਨ
applicability	0.677	0.490	0.741	ਲਾਗੂ ਹੋਣ
applicable	0.469	0.430	0.667	ਲਾਗੂ ਹੈ
applicant	0.612	0.558	0.688	ਬਿਨੈਕਾਰ
application	0.646	0.445	0.726	ਐਪਲੀਕੇਸ਼ਨ
apply	0.612	0.321	0.667	ਲਾਗੂ ਕਰੋ
appoint	0.565	0.330	0.509	ਨਿਯੁਕਤ ਕਰੋ
appointment	0.688	0.594	0.547	ਮੁਲਾਕਾਤ
appointments	0.745	0.677	0.625	ਮੁਲਾਕਾਤਾਂ
apportion	0.677	0.490	0.638	ਵੰਡ
apportionment	0.552	0.481	0.453	ਵੰਡ
appraisal	0.417	0.667	0.682	ਮੁਲਾਂਕਣ
appraise	0.677	0.490	0.696	ਮੁਲਾਂਕਣ
appreciable	0.873	0.491	0.778	ਸ਼ਲਾਘਾਯੋਗ
appreciate	0.885	0.422	0.741	ਦੀ ਕਦਰ ਕਰੋ
appreciated	0.910	0.434	0.779	ਸ਼ਲਾਘਾ ਕੀਤੀ
appreciates	0.765	0.500	0.656	ਕਦਰ ਕਰਦਾ ਹੈ
appreciation	0.917	0.529	0.588	ਪ੍ਰਸ਼ੰਸਾ
appreciative	0.857	0.380	0.654	ਸ਼ਲਾਘਾਯੋਗ
apprehend	0.521	0.624	0.696	ਫੜਨਾ
apprehension	0.385	0.720	0.454	ਖਦਸ਼ਾ
apprehensive	0.406	0.592	0.431	ਚਿੰਤਤ
apprentice	0.615	0.413	0.452	ਅਪ੍ਰੈਂਟਿਸ
apprenticeship	0.812	0.482	0.643	ਅਪ੍ਰੈਂਟਿਸਸ਼ਿਪ
approach	0.612	0.392	0.610	ਪਹੁੰਚ
approaching	0.740	0.557	0.491	ਨੇੜੇ ਆ ਰਿਹਾ ਹੈ
approbate	0.646	0.590	0.860	ਮਨਜ਼ੂਰੀ
approbation	0.792	0.529	0.774	ਪ੍ਰਵਾਨਗੀ
appropriate	0.833	0.368	0.759	ਉਚਿਤ
appropriation	0.510	0.632	0.717	ਨਿਯੋਜਨ
approval	0.854	0.460	0.889	ਪ੍ਰਵਾਨਗੀ
