English Word	Valence	Arousal	Dominance	Telugu Word
altar boy	0.434	0.206	0.350	బలిపీఠం బాలుడు
alter	0.333	0.694	0.654	మార్చు
alteration	0.167	0.798	0.609	మార్పు
altercation	0.170	0.806	0.500	వాగ్వాదం
altered	0.255	0.765	0.500	మార్చబడింది
alternate	0.625	0.363	0.589	ప్రత్యామ్నాయ
alternating	0.480	0.494	0.542	ఏకాంతర
alternative	0.628	0.373	0.631	ప్రత్యామ్నాయం
altimeter	0.615	0.510	0.580	అల్టిమీటర్
altitude	0.708	0.482	0.736	ఎత్తు
alto	0.656	0.404	0.730	ఆల్టో
altogether	0.833	0.324	0.644	పూర్తిగా
aluminum	0.449	0.280	0.434	అల్యూమినియం
alumnus	0.633	0.368	0.422	పూర్వ విద్యార్థి
alveolar	0.469	0.481	0.367	అల్వియోలార్
alzheimers	0.194	0.518	0.319	అల్జీమర్స్
amalgam	0.438	0.333	0.510	సమ్మేళనం
amalgamation	0.406	0.470	0.531	సమ్మేళనం
amaretto	0.543	0.551	0.375	అమరెట్టో
amass	0.552	0.465	0.465	కూడబెట్టు
amateur	0.469	0.500	0.409	ఔత్సాహిక
amaze	0.896	0.843	0.783	ఆశ్చర్యపరుస్తాయి
amazed	0.796	0.779	0.533	ఆశ్చర్యపోయాడు
amazedness	0.827	0.872	0.510	ఆశ్చర్యం
amazement	0.750	0.800	0.639	ఆశ్చర్యం
amazing	0.906	0.837	0.849	అద్భుతమైన
amazingly	0.918	0.765	0.920	అద్భుతంగా
ambassador	0.651	0.529	0.917	రాయబారి
amber	0.635	0.308	0.369	కాషాయం
ambience	0.735	0.356	0.426	వాతావరణం
ambient	0.625	0.360	0.582	పరిసర
ambiguity	0.164	0.460	0.370	సందిగ్ధత
ambiguous	0.265	0.462	0.358	అస్పష్టమైన
ambit	0.479	0.380	0.386	పరిధి
ambition	0.510	0.804	0.661	ఆశయం
ambitious	0.484	0.821	0.717	ప్రతిష్టాత్మకమైన
ambivalent	0.510	0.404	0.482	సందిగ్ధమైన
ambrosia	0.571	0.452	0.480	అమృతం
ambulance	0.500	0.750	0.609	అంబులెన్స్
ambush	0.281	0.830	0.500	మెరుపుదాడి
ameliorate	0.770	0.548	0.747	మెరుగుపరుస్తాయి
amen	0.781	0.182	0.542	ఆమెన్
amenable	0.448	0.410	0.406	అనుకూలమైన
amend	0.688	0.406	0.658	సవరించండి
amendment	0.531	0.459	0.606	సవరణ
amends	0.640	0.366	0.517	సవరిస్తుంది
amenity	0.750	0.327	0.574	సౌకర్యం
amethyst	0.622	0.406	0.517	అమెథిస్ట్
amiable	0.847	0.290	0.483	స్నేహపూర్వకమైన
amicable	0.875	0.330	0.507	స్నేహపూర్వకమైన
amid	0.510	0.340	0.256	మధ్య
amidst	0.480	0.330	0.316	మధ్య
amino	0.551	0.402	0.433	అమైనో
ammo	0.323	0.765	0.621	మందు సామగ్రి సరఫరా
ammonia	0.292	0.587	0.409	అమ్మోనియా
ammonium	0.354	0.396	0.368	అమ్మోనియం
ammunition	0.338	0.635	0.667	మందుగుండు సామగ్రి
amnesia	0.296	0.330	0.308	మతిమరుపు
amnesty	0.551	0.451	0.814	క్షమాభిక్ష
amorous	0.844	0.670	0.636	రసిక
amorphous	0.327	0.402	0.349	నిరాకారమైన
amortization	0.592	0.491	0.522	రుణ విమోచన
amount	0.562	0.422	0.649	మొత్తం
amour	0.865	0.480	0.652	రసిక
amp	0.439	0.393	0.375	amp
ampersand	0.480	0.448	0.483	ఆంపర్సండ్
amphetamines	0.133	0.667	0.526	యాంఫేటమిన్లు
amphibian	0.427	0.357	0.474	ఉభయచర
amphibious	0.479	0.346	0.445	ఉభయచర
amphitheater	0.653	0.480	0.545	యాంఫీ థియేటర్
ample	0.744	0.349	0.719	పుష్కలంగా
amplification	0.690	0.677	0.810	విస్తరణ
amplify	0.677	0.735	0.827	విస్తరించు
amplitude	0.694	0.439	0.692	వ్యాప్తి
amply	0.781	0.431	0.766	విస్తారంగా
amputate	0.092	0.660	0.509	నరికివేయు
amputation	0.100	0.755	0.483	విచ్ఛేదనం
amuck	0.385	0.602	0.321	చిలిపి
amulet	0.781	0.260	0.630	రక్ష
amuse	0.812	0.684	0.664	వినోదం
amused	0.942	0.847	0.596	నవ్వించాడు
amusement	0.929	0.837	0.803	వినోదం
amusing	0.960	0.829	0.632	వినోదభరితమైన
ana	0.541	0.300	0.314	అన
anaconda	0.146	0.830	0.540	అనకొండ
anaesthesia	0.350	0.217	0.473	అనస్థీషియా
anaesthetic	0.449	0.268	0.509	మత్తుమందు
anagram	0.552	0.327	0.449	అనగ్రామ్
anal	0.333	0.798	0.334	అంగ
analgesic	0.417	0.321	0.441	అనాల్జేసిక్
analogous	0.531	0.270	0.500	సారూప్యమైన
analogue	0.570	0.320	0.446	అనలాగ్
analogy	0.510	0.367	0.509	సారూప్యత
analysis	0.729	0.448	0.705	విశ్లేషణ
analyst	0.604	0.415	0.755	విశ్లేషకుడు
analytic	0.665	0.521	0.634	విశ్లేషణాత్మకమైన
analytical	0.625	0.324	0.800	విశ్లేషణాత్మక
analyze	0.667	0.462	0.710	విశ్లేషించడానికి
analyzer	0.625	0.556	0.854	విశ్లేషకుడు
anaphylactic	0.378	0.588	0.500	అనాఫిలాక్టిక్
anarchism	0.125	0.804	0.623	అరాచకత్వం
anarchist	0.204	0.700	0.759	అరాచకవాది
anarchy	0.146	0.755	0.620	అరాచకం
anastomosis	0.375	0.470	0.490	అనస్టోమోసిస్
anathema	0.286	0.490	0.519	అనాథెమా
anatomic	0.562	0.442	0.546	శరీర నిర్మాణ సంబంధమైన
anatomy	0.562	0.390	0.571	శరీర నిర్మాణ శాస్త్రం
ancestor	0.592	0.388	0.594	పూర్వీకుడు
ancestral	0.640	0.481	0.750	పూర్వీకులు
ancestry	0.708	0.519	0.717	పూర్వీకులు
anchor	0.520	0.284	0.564	యాంకర్
anchorage	0.500	0.325	0.639	ఎంకరేజ్
ancient	0.420	0.217	0.439	ప్రాచీన
ancillary	0.449	0.442	0.278	అనుబంధ
androgen	0.255	0.523	0.527	ఆండ్రోజెన్
android	0.663	0.436	0.500	ఆండ్రాయిడ్
anecdote	0.583	0.529	0.500	ఉపాఖ్యానము
anemia	0.188	0.327	0.310	రక్తహీనత
anemic	0.167	0.279	0.155	రక్తహీనత
anemone	0.552	0.538	0.327	ఎనిమోన్
anesthesia	0.365	0.216	0.394	అనస్థీషియా
anesthesiologist	0.419	0.224	0.526	అనస్థీషియాలజిస్ట్
anesthetic	0.350	0.264	0.482	మత్తుమందు
aneurysm	0.115	0.690	0.536	రక్తనాళము
anew	0.771	0.358	0.385	కొత్తగా
angel	0.906	0.158	0.704	దేవదూత
angelic	0.927	0.298	0.668	దేవదూతల
anger	0.167	0.865	0.657	కోపం
angered	0.010	0.860	0.547	కోపమొచ్చింది
angermanagement	0.260	0.632	0.482	కోపం నిగ్రహించడము
angina	0.230	0.630	0.464	ఆంజినా
angiogram	0.347	0.520	0.465	యాంజియోగ్రామ్
angiography	0.378	0.536	0.520	ఆంజియోగ్రఫీ
angle	0.541	0.330	0.455	కోణం
angling	0.625	0.408	0.500	జాలరి
angora	0.529	0.425	0.405	అంగోరా
angriest	0.094	0.892	0.430	కోపంగా
angry	0.122	0.830	0.604	కోపం
angrytweet	0.265	0.644	0.471	కోపంగా ట్వీట్
angst	0.167	0.888	0.333	బెంగ
anguish	0.153	0.792	0.265	వేదన
anguished	0.135	0.720	0.307	వేదన చెందింది
angular	0.449	0.281	0.444	కోణీయ
anhydrous	0.456	0.365	0.355	జలరహిత
animal	0.521	0.510	0.513	జంతువు
animate	0.827	0.755	0.635	యానిమేట్
animated	0.823	0.676	0.538	యానిమేటెడ్
animation	0.888	0.750	0.549	యానిమేషన్
animosity	0.510	0.724	0.545	శత్రుత్వం
animus	0.698	0.676	0.466	జీవాత్మ
ankle	0.500	0.274	0.234	చీలమండ
anklet	0.410	0.276	0.302	చీలమండ
annals	0.427	0.610	0.424	వార్షికోత్సవాలు
annex	0.594	0.350	0.458	అనెక్ష్
annexation	0.342	0.500	0.555	అనుబంధం
annexe	0.584	0.350	0.392	అనుబంధం
annihilate	0.115	0.918	0.681	నిర్మూలించు
annihilated	0.080	0.760	0.324	సర్వనాశనం
annihilation	0.041	0.800	0.591	వినాశనం
anniversary	0.880	0.770	0.723	వార్షికోత్సవం
annotate	0.592	0.469	0.441	వ్యాఖ్యానించు
annotation	0.604	0.470	0.619	ఉల్లేఖనం
announce	0.694	0.618	0.611	ప్రకటించండి
announcement	0.729	0.491	0.482	ప్రకటన
announcer	0.602	0.570	0.732	అనౌన్సర్
annoy	0.094	0.765	0.286	బాధించు
annoyance	0.167	0.718	0.342	చిరాకు
annoyed	0.104	0.783	0.345	చిరాకుపడ్డాడు
annoyin	0.260	0.573	0.352	బాధించు
annoying	0.082	0.853	0.348	కోపం తెప్పించేది
annoys	0.146	0.778	0.435	చికాకు పెడుతుంది
annual	0.552	0.236	0.500	వార్షిక
annuity	0.521	0.304	0.527	యాన్యుటీ
annul	0.250	0.448	0.364	రద్దు
annular	0.310	0.385	0.412	కంకణాకార
annulment	0.153	0.375	0.447	రద్దు
annulus	0.458	0.380	0.376	యాన్యులస్
anointed	0.500	0.368	0.579	అభిషేకించారు
anointing	0.653	0.350	0.547	అభిషేకం
anomalous	0.281	0.480	0.423	అసాధారణమైన
anomaly	0.188	0.538	0.404	అసాధారణత
anon	0.479	0.354	0.298	అనన్
anonymity	0.469	0.255	0.430	అజ్ఞాతం
anonymous	0.396	0.291	0.431	అజ్ఞాత
anorexic	0.160	0.618	0.245	అనోరెక్సిక్
answer	0.537	0.373	0.661	సమాధానం
answerable	0.708	0.481	0.750	జవాబుదారీ
answering	0.684	0.500	0.607	సమాధానమిస్తూ
ant	0.448	0.216	0.216	చీమ
antagonism	0.224	0.618	0.524	విరోధం
antagonist	0.240	0.615	0.700	విరోధి
antagonistic	0.296	0.604	0.565	విరోధమైన
antagonize	0.143	0.663	0.629	వ్యతిరేకించు
ante	0.448	0.320	0.417	ముందు
antecedent	0.427	0.551	0.566	పూర్వజన్మ
antelope	0.542	0.510	0.500	జింక
antenna	0.521	0.327	0.358	యాంటెన్నా
anterior	0.510	0.245	0.362	ముందు
anthem	0.780	0.343	0.729	గీతం
anthill	0.327	0.578	0.377	పుట్ట
anthology	0.338	0.406	0.537	సంకలనం
anthrax	0.188	0.730	0.500	ఆంత్రాక్స్
anthropological	0.367	0.390	0.490	మానవ సంబంధమైన
anthropologist	0.551	0.385	0.725	మానవ శాస్త్రవేత్త
anthropology	0.490	0.367	0.582	మానవ శాస్త్రం
anti	0.365	0.412	0.384	వ్యతిరేక
antiaircraft	0.330	0.622	0.629	విమాన నిరోధక
antibiotic	0.510	0.373	0.658	యాంటీబయాటిక్
antibiotics	0.448	0.406	0.557	యాంటీబయాటిక్స్
antichrist	0.082	0.837	0.544	క్రీస్తు విరోధి
anticipate	0.622	0.469	0.667	ఎదురుచూడాలి
anticipation	0.698	0.539	0.711	ఎదురుచూపు
anticipatory	0.653	0.551	0.682	ముందస్తుగా
antics	0.448	0.740	0.236	చేష్టలు
antidote	0.541	0.490	0.629	విరుగుడు
antifungal	0.408	0.412	0.441	యాంటీ ఫంగల్
antigravity	0.430	0.714	0.658	గురుత్వాకర్షణ వ్యతిరేకత
antimony	0.378	0.398	0.490	యాంటీమోనీ
antipathy	0.198	0.549	0.393	వ్యతిరేకత
antiquarian	0.500	0.233	0.426	పురాతనమైన
antiquated	0.420	0.392	0.236	పురాతనమైన
antique	0.634	0.290	0.518	పురాతన
antiques	0.540	0.370	0.595	పురాతన వస్తువులు
antiquity	0.385	0.333	0.556	ప్రాచీనకాలం
antiseptic	0.438	0.370	0.623	క్రిమినాశక
antisocial	0.146	0.686	0.391	సంఘవిద్రోహ
antithesis	0.396	0.412	0.536	వ్యతిరేకత
antithetical	0.271	0.509	0.358	విరుద్ధమైన
antiviral	0.459	0.470	0.549	యాంటీవైరల్
antler	0.448	0.470	0.500	కొమ్ము
antsy	0.449	0.558	0.417	ఆందోళన
anus	0.347	0.644	0.350	మలద్వారం
anvil	0.380	0.510	0.604	చీలిక
anxiety	0.146	0.865	0.342	ఆందోళన
anxietyattack	0.150	0.925	0.446	ఆందోళన దాడి
anxious	0.281	0.875	0.434	ఆత్రుతగా
anxiousness	0.235	0.814	0.282	ఆత్రుత
anytime	0.625	0.461	0.436	ఎప్పుడైనా
aorta	0.448	0.510	0.542	బృహద్ధమని
aortic	0.436	0.540	0.438	బృహద్ధమని
apace	0.536	0.500	0.536	వేగంగా
apache	0.687	0.469	0.500	అపాచీ
apartment	0.719	0.393	0.580	అపార్ట్మెంట్
apartments	0.704	0.337	0.443	అపార్ట్‌మెంట్లు
apathetic	0.188	0.292	0.333	ఉదాసీనత
apathy	0.184	0.212	0.204	ఉదాసీనత
ape	0.548	0.389	0.336	కోతి
aperture	0.612	0.450	0.667	ఎపర్చరు
apex	0.570	0.433	0.418	శిఖరం
aphid	0.388	0.473	0.407	పురుగు
aphrodisiac	0.750	0.846	0.667	కామోద్దీపన
apiece	0.439	0.259	0.383	ఒక ముక్క
aplomb	0.500	0.509	0.582	దయచేయు
apocalypse	0.050	0.867	0.736	అపోకలిప్స్
apocalyptic	0.173	0.880	0.750	అలౌకికమైన
apologetic	0.479	0.461	0.571	క్షమాపణ
apologist	0.406	0.429	0.526	క్షమాపణ చెప్పేవాడు
apologize	0.551	0.378	0.389	క్షమాపణ చెప్పండి
apology	0.571	0.346	0.402	క్షమాపణ
apostasy	0.388	0.520	0.517	మతభ్రష్టత్వం
apostate	0.342	0.500	0.528	మతభ్రష్టుడు
apostle	0.646	0.347	0.732	అపొస్తలుడు
apostolic	0.592	0.300	0.717	అపోస్టోలిక్
apostrophe	0.469	0.368	0.537	అపోస్ట్రోఫీ
apothecary	0.561	0.328	0.529	అపోథెకరీ
appalled	0.194	0.792	0.562	దిగ్భ్రాంతి చెందాడు
appalling	0.160	0.827	0.415	భయంకరమైన
apparatus	0.375	0.353	0.377	ఉపకరణం
apparel	0.698	0.435	0.453	దుస్తులు
apparent	0.473	0.383	0.398	స్పష్టమైన
apparently	0.531	0.410	0.426	స్పష్టంగా
apparition	0.406	0.573	0.636	ప్రత్యక్షత
appeal	0.663	0.598	0.558	విజ్ఞప్తి
appear	0.735	0.506	0.567	కనిపిస్తాయి
appearance	0.669	0.490	0.534	ప్రదర్శన
appease	0.633	0.278	0.434	బుజ్జగించు
appellant	0.327	0.588	0.568	అప్పీలుదారు
append	0.573	0.464	0.453	జోడించు
appendage	0.229	0.382	0.438	అనుబంధం
appendectomy	0.177	0.670	0.554	అపెండెక్టమీ
appendicitis	0.031	0.640	0.347	అపెండిసైటిస్
appendix	0.365	0.387	0.425	అపెండిక్స్
appetite	0.704	0.637	0.581	ఆకలి
appetizer	0.755	0.560	0.406	ఆకలి పుట్టించేది
appetizing	0.806	0.657	0.688	ఆకలి పుట్టించే
applaud	0.865	0.824	0.464	చప్పట్లు కొట్టండి
applause	0.953	0.857	0.621	చప్పట్లు
apple	0.811	0.300	0.264	ఆపిల్
apple juice	0.765	0.204	0.294	ఆపిల్ పండు రసం
applejack	0.604	0.431	0.473	ఆపిల్ జాక్
applesauce	0.750	0.167	0.291	ఆపిల్సాస్
appliance	0.582	0.453	0.538	ఉపకరణం
appliances	0.594	0.394	0.567	ఉపకరణాలు
applicability	0.677	0.490	0.741	వర్తింపు
applicable	0.469	0.430	0.667	వర్తించే
