English Word	Valence	Arousal	Dominance	German Word
anal	0.333	0.798	0.334	anal
analgesic	0.417	0.321	0.441	Analgetikum
analogous	0.531	0.270	0.500	analog
analogue	0.570	0.320	0.446	analog
analogy	0.510	0.367	0.509	Analogie
analysis	0.729	0.448	0.705	Analyse
analyst	0.604	0.415	0.755	Analytiker
analytic	0.665	0.521	0.634	analytisch
analytical	0.625	0.324	0.800	analytisch
analyze	0.667	0.462	0.710	analysieren
analyzer	0.625	0.556	0.854	Analysator
anaphylactic	0.378	0.588	0.500	anaphylaktisch
anarchism	0.125	0.804	0.623	Anarchismus
anarchist	0.204	0.700	0.759	Anarchist
anarchy	0.146	0.755	0.620	Anarchie
anastomosis	0.375	0.470	0.490	Anastomose
anathema	0.286	0.490	0.519	Anathema
anatomic	0.562	0.442	0.546	anatomisch
anatomy	0.562	0.390	0.571	Anatomie
ancestor	0.592	0.388	0.594	Vorfahr
ancestral	0.640	0.481	0.750	Ahnen-
ancestry	0.708	0.519	0.717	Abstammung
anchor	0.520	0.284	0.564	Anker
anchorage	0.500	0.325	0.639	Anchorage
ancient	0.420	0.217	0.439	alt
ancillary	0.449	0.442	0.278	untergeordnet
androgen	0.255	0.523	0.527	Androgen
android	0.663	0.436	0.500	Android
anecdote	0.583	0.529	0.500	Anekdote
anemia	0.188	0.327	0.310	Anämie
anemic	0.167	0.279	0.155	anämisch
anemone	0.552	0.538	0.327	Anemone
anesthesia	0.365	0.216	0.394	Anästhesie
anesthesiologist	0.419	0.224	0.526	Anästhesist
anesthetic	0.350	0.264	0.482	Narkose
aneurysm	0.115	0.690	0.536	Aneurysma
anew	0.771	0.358	0.385	ein neuer
angel	0.906	0.158	0.704	Engel
angelic	0.927	0.298	0.668	engelhaft
anger	0.167	0.865	0.657	Wut
angered	0.010	0.860	0.547	verärgert
angermanagement	0.260	0.632	0.482	Aggressionsbewältigung
angina	0.230	0.630	0.464	Angina
angiogram	0.347	0.520	0.465	Angiogramm
angiography	0.378	0.536	0.520	Angiographie
angle	0.541	0.330	0.455	Winkel
angling	0.625	0.408	0.500	Angeln
angora	0.529	0.425	0.405	Angora
angriest	0.094	0.892	0.430	am wütendsten
angry	0.122	0.830	0.604	wütend
angrytweet	0.265	0.644	0.471	wütender Tweet
angst	0.167	0.888	0.333	Angst
anguish	0.153	0.792	0.265	Pein
anguished	0.135	0.720	0.307	gequält
angular	0.449	0.281	0.444	eckig
anhydrous	0.456	0.365	0.355	wasserfrei
animal	0.521	0.510	0.513	Tier
animate	0.827	0.755	0.635	animieren
animated	0.823	0.676	0.538	animiert
animation	0.888	0.750	0.549	Animation
animosity	0.510	0.724	0.545	Feindseligkeit
animus	0.698	0.676	0.466	Animus
ankle	0.500	0.274	0.234	Knöchel
anklet	0.410	0.276	0.302	Fußkettchen
annals	0.427	0.610	0.424	Annalen
annex	0.594	0.350	0.458	annektieren
annexation	0.342	0.500	0.555	Annexion
annexe	0.584	0.350	0.392	Nebengebäude
annihilate	0.115	0.918	0.681	vernichten
annihilated	0.080	0.760	0.324	vernichtet
annihilation	0.041	0.800	0.591	Vernichtung
anniversary	0.880	0.770	0.723	Jubiläum
annotate	0.592	0.469	0.441	kommentieren
annotation	0.604	0.470	0.619	Anmerkung
announce	0.694	0.618	0.611	bekannt geben
announcement	0.729	0.491	0.482	Bekanntmachung
announcer	0.602	0.570	0.732	Ansager
annoy	0.094	0.765	0.286	Nerven
annoyance	0.167	0.718	0.342	Ärger
annoyed	0.104	0.783	0.345	verärgert
annoyin	0.260	0.573	0.352	ärgerlich
annoying	0.082	0.853	0.348	ärgerlich
annoys	0.146	0.778	0.435	nervt
annual	0.552	0.236	0.500	jährlich
annuity	0.521	0.304	0.527	Rente
annul	0.250	0.448	0.364	annullieren
annular	0.310	0.385	0.412	ringförmig
annulment	0.153	0.375	0.447	Aufhebung
annulus	0.458	0.380	0.376	Ring
anointed	0.500	0.368	0.579	gesalbt
anointing	0.653	0.350	0.547	Salbung
anomalous	0.281	0.480	0.423	anomal
anomaly	0.188	0.538	0.404	Anomalie
anon	0.479	0.354	0.298	anon
anonymity	0.469	0.255	0.430	Anonymität
anonymous	0.396	0.291	0.431	anonym
anorexic	0.160	0.618	0.245	magersüchtig
answer	0.537	0.373	0.661	Antworten
answerable	0.708	0.481	0.750	verantwortlich
answering	0.684	0.500	0.607	antworten
ant	0.448	0.216	0.216	Ameise
antagonism	0.224	0.618	0.524	Antagonismus
antagonist	0.240	0.615	0.700	Gegner
antagonistic	0.296	0.604	0.565	antagonistisch
antagonize	0.143	0.663	0.629	antagonisieren
ante	0.448	0.320	0.417	ante
antecedent	0.427	0.551	0.566	Vorläufer
antelope	0.542	0.510	0.500	Antilope
antenna	0.521	0.327	0.358	Antenne
anterior	0.510	0.245	0.362	anterior
anthem	0.780	0.343	0.729	Hymne
anthill	0.327	0.578	0.377	Ameisenhaufen
anthology	0.338	0.406	0.537	Anthologie
anthrax	0.188	0.730	0.500	Milzbrand
anthropological	0.367	0.390	0.490	anthropologisch
anthropologist	0.551	0.385	0.725	Anthropologe
anthropology	0.490	0.367	0.582	Anthropologie
anti	0.365	0.412	0.384	Anti
antiaircraft	0.330	0.622	0.629	Flugabwehr
antibiotic	0.510	0.373	0.658	Antibiotikum
antibiotics	0.448	0.406	0.557	Antibiotika
antichrist	0.082	0.837	0.544	Antichrist
anticipate	0.622	0.469	0.667	antizipieren
anticipation	0.698	0.539	0.711	Vorwegnahme
anticipatory	0.653	0.551	0.682	vorausschauend
antics	0.448	0.740	0.236	Possen
antidote	0.541	0.490	0.629	Gegenmittel
antifungal	0.408	0.412	0.441	antimykotisch
antigravity	0.430	0.714	0.658	Anti Schwerkraft
antimony	0.378	0.398	0.490	Antimon
antipathy	0.198	0.549	0.393	Antipathie
antiquarian	0.500	0.233	0.426	Antiquariat
antiquated	0.420	0.392	0.236	veraltet
antique	0.634	0.290	0.518	Antiquität
antiques	0.540	0.370	0.595	Antiquitäten
antiquity	0.385	0.333	0.556	Antike
antiseptic	0.438	0.370	0.623	Antiseptikum
antisocial	0.146	0.686	0.391	asozial
antithesis	0.396	0.412	0.536	Antithese
antithetical	0.271	0.509	0.358	antithetisch
antiviral	0.459	0.470	0.549	Virostatikum
antler	0.448	0.470	0.500	Geweih
antsy	0.449	0.558	0.417	nervös
anus	0.347	0.644	0.350	Anus
anvil	0.380	0.510	0.604	Amboss
anxiety	0.146	0.865	0.342	Angst
anxietyattack	0.150	0.925	0.446	Panikattacke
anxious	0.281	0.875	0.434	Ängstlich
anxiousness	0.235	0.814	0.282	Angst
anytime	0.625	0.461	0.436	Jederzeit
aorta	0.448	0.510	0.542	Aorta
aortic	0.436	0.540	0.438	Aorta
apace	0.536	0.500	0.536	schnell
apache	0.687	0.469	0.500	Apache
apartment	0.719	0.393	0.580	Wohnung
apartments	0.704	0.337	0.443	Wohnungen
apathetic	0.188	0.292	0.333	apathisch
apathy	0.184	0.212	0.204	Apathie
ape	0.548	0.389	0.336	Affe
aperture	0.612	0.450	0.667	Öffnung
apex	0.570	0.433	0.418	Apex
aphid	0.388	0.473	0.407	Blattlaus
aphrodisiac	0.750	0.846	0.667	Aphrodisiakum
apiece	0.439	0.259	0.383	ein Stück
aplomb	0.500	0.509	0.582	Gelassenheit
apocalypse	0.050	0.867	0.736	Apokalypse
apocalyptic	0.173	0.880	0.750	apokalyptisch
apologetic	0.479	0.461	0.571	entschuldigend
apologist	0.406	0.429	0.526	Apologet
apologize	0.551	0.378	0.389	entschuldigen
apology	0.571	0.346	0.402	Entschuldigung
apostasy	0.388	0.520	0.517	Apostasie
apostate	0.342	0.500	0.528	Apostat
apostle	0.646	0.347	0.732	Apostel
apostolic	0.592	0.300	0.717	apostolisch
apostrophe	0.469	0.368	0.537	Apostroph
apothecary	0.561	0.328	0.529	Apotheker
appalled	0.194	0.792	0.562	entsetzt
appalling	0.160	0.827	0.415	entsetzlich
apparatus	0.375	0.353	0.377	Gerät
apparel	0.698	0.435	0.453	Kleidung
apparent	0.473	0.383	0.398	ersichtlich
apparently	0.531	0.410	0.426	offenbar
apparition	0.406	0.573	0.636	Erscheinung
appeal	0.663	0.598	0.558	appellieren
appear	0.735	0.506	0.567	erscheinen
appearance	0.669	0.490	0.534	Aussehen
appease	0.633	0.278	0.434	beschwichtigen
appellant	0.327	0.588	0.568	Beschwerdeführer
append	0.573	0.464	0.453	anhängen
appendage	0.229	0.382	0.438	Anhängsel
appendectomy	0.177	0.670	0.554	Blinddarmoperation
appendicitis	0.031	0.640	0.347	Appendizitis
appendix	0.365	0.387	0.425	Blinddarm
appetite	0.704	0.637	0.581	Appetit
appetizer	0.755	0.560	0.406	Vorspeise
appetizing	0.806	0.657	0.688	appetitlich
applaud	0.865	0.824	0.464	applaudieren
applause	0.953	0.857	0.621	Beifall
apple	0.811	0.300	0.264	Apfel
apple juice	0.765	0.204	0.294	Apfelsaft
applejack	0.604	0.431	0.473	Applejack
applesauce	0.750	0.167	0.291	Apfelsoße
appliance	0.582	0.453	0.538	Gerät
appliances	0.594	0.394	0.567	Haushaltsgeräte
applicability	0.677	0.490	0.741	Anwendbarkeit
applicable	0.469	0.430	0.667	zutreffend
applicant	0.612	0.558	0.688	Antragsteller
application	0.646	0.445	0.726	Anwendung
apply	0.612	0.321	0.667	anwenden
appoint	0.565	0.330	0.509	ernennen
appointment	0.688	0.594	0.547	geplanter Termin
appointments	0.745	0.677	0.625	Termine
apportion	0.677	0.490	0.638	aufteilen
apportionment	0.552	0.481	0.453	Aufteilung
appraisal	0.417	0.667	0.682	Würdigung
appraise	0.677	0.490	0.696	bewerten
appreciable	0.873	0.491	0.778	nennenswert
appreciate	0.885	0.422	0.741	im Wert steigen
appreciated	0.910	0.434	0.779	hochgeschätzt
appreciates	0.765	0.500	0.656	schätzt
appreciation	0.917	0.529	0.588	Anerkennung
appreciative	0.857	0.380	0.654	dankbar
apprehend	0.521	0.624	0.696	begreifen
apprehension	0.385	0.720	0.454	Auffassung
apprehensive	0.406	0.592	0.431	besorgt
apprentice	0.615	0.413	0.452	Lehrling
apprenticeship	0.812	0.482	0.643	Lehre
approach	0.612	0.392	0.610	sich nähern
approaching	0.740	0.557	0.491	Annäherung
approbate	0.646	0.590	0.860	approbieren
approbation	0.792	0.529	0.774	Billigung
appropriate	0.833	0.368	0.759	angemessen
appropriation	0.510	0.632	0.717	Aneignung
approval	0.854	0.460	0.889	die Genehmigung
approve	0.875	0.548	0.741	genehmigen
approved	0.833	0.349	0.698	genehmigt
approvement	0.880	0.625	0.780	Zustimmung
approving	0.917	0.583	0.773	genehmigen
approximate	0.551	0.560	0.520	ungefähr
approximately	0.622	0.396	0.538	etwa
approximating	0.583	0.615	0.471	Annäherung
approximation	0.582	0.402	0.593	Annäherung
appurtenances	0.573	0.412	0.547	Zubehör
apricot	0.708	0.320	0.278	Aprikose
apron	0.582	0.208	0.245	Schürze
apt	0.582	0.418	0.382	geeignet
aptitude	0.750	0.471	0.746	Eignung
aqua	0.656	0.292	0.359	Aqua
aquamarine	0.729	0.306	0.413	Aquamarin
aquarium	0.663	0.327	0.393	Aquarium
aquatic	0.677	0.510	0.463	Wasser-
aqueduct	0.551	0.411	0.534	Aquädukt
aqueous	0.429	0.270	0.310	wässrig
arable	0.510	0.350	0.465	Acker
arbiter	0.561	0.537	0.814	Schiedsrichter
arbitrary	0.281	0.702	0.686	willkürlich
arbitrate	0.470	0.620	0.682	vermitteln
arbitration	0.587	0.602	0.670	Schlichtung
arbitrator	0.385	0.448	0.795	Schiedsrichter
arbor	0.583	0.490	0.591	Laube
arc	0.552	0.388	0.396	Bogen
arcade	0.676	0.521	0.502	Arkade
arcane	0.500	0.490	0.637	arkan
arch	0.500	0.354	0.468	Bogen
archaeological	0.740	0.441	0.660	archäologisch
archaeologist	0.552	0.451	0.706	Archäologe
archaeology	0.596	0.358	0.691	Archäologie
archaic	0.271	0.327	0.332	archaisch
archangel	0.837	0.500	0.708	Erzengel
archbishop	0.622	0.280	0.776	Erzbischof
archdiocese	0.400	0.321	0.704	Erzdiözese
archduke	0.458	0.413	0.634	Erzherzog
arched	0.582	0.403	0.398	gewölbt
archer	0.573	0.622	0.661	Bogenschütze
archery	0.594	0.604	0.589	Bogenschießen
archetype	0.448	0.520	0.569	Archetyp
archipelago	0.745	0.370	0.592	Archipel
architect	0.776	0.442	0.836	Architekt
architectural	0.729	0.390	0.670	architektonisch
architecture	0.820	0.390	0.694	die Architektur
archive	0.438	0.294	0.527	Archiv
arctic	0.615	0.352	0.546	Arktis
ardent	0.694	0.873	0.722	leidenschaftlich
ardor	0.500	0.780	0.538	Eifer
arduous	0.344	0.783	0.605	mühsam
area	0.490	0.306	0.464	Bereich
arena	0.510	0.235	0.404	Arena
areola	0.417	0.396	0.381	Warzenhof
areyoukidding	0.429	0.633	0.400	Machst du Witze
areyoukiddingme	0.365	0.635	0.375	Willst du mich verarschen
argent	0.594	0.418	0.472	Silber
argh	0.260	0.538	0.328	argh
arghh	0.292	0.536	0.397	argh
arghhhh	0.250	0.618	0.324	arghhhh
argue	0.093	0.798	0.525	streiten
argument	0.510	0.464	0.698	Streit
argumentation	0.479	0.549	0.760	Argumentation
argumentative	0.450	0.531	0.679	argumentativ
arguments	0.541	0.602	0.657	Argumente
arid	0.323	0.333	0.379	trocken
arise	0.750	0.582	0.725	entstehen
aristocracy	0.688	0.549	0.842	Adel
aristocrat	0.583	0.413	0.811	Aristokrat
aristocratic	0.449	0.519	0.676	aristokratisch
arithmetic	0.453	0.460	0.634	Arithmetik
ark	0.396	0.427	0.543	Arche
arm	0.552	0.285	0.469	Arm
armada	0.408	0.740	0.868	Armada
armament	0.198	0.764	0.810	Rüstung
armaments	0.192	0.839	0.830	Rüstungen
armature	0.510	0.558	0.755	Anker
armchair	0.646	0.164	0.339	Sessel
armed	0.188	0.750	0.808	bewaffnet
armor	0.469	0.625	0.784	Rüstung
armored	0.469	0.509	0.861	gepanzert
armory	0.448	0.663	0.800	Waffenkammer
armpit	0.283	0.439	0.250	Achsel
arms	0.464	0.395	0.483	Waffen
army	0.417	0.759	0.902	Heer
aroma	0.823	0.235	0.442	Aroma
aromatherapy	0.847	0.220	0.473	Aromatherapie
arousal	0.791	0.943	0.731	Erregung
arouse	0.740	0.491	0.580	erregen
aroused	0.708	0.952	0.667	erregt
arraignment	0.406	0.837	0.534	Anklage
arrange	0.740	0.490	0.571	arrangieren
arranged	0.698	0.531	0.728	vereinbart worden
arrangement	0.625	0.382	0.683	Anordnung
array	0.521	0.396	0.568	Reihe
arrears	0.286	0.485	0.302	Verzug
arrest	0.146	0.951	0.500	Festnahme
arrhythmia	0.265	0.706	0.356	Arrhythmie
arrival	0.678	0.510	0.474	Ankunft
arrive	0.837	0.406	0.585	ankommen
arrogance	0.143	0.750	0.620	Arroganz
arrogant	0.115	0.755	0.580	arrogant
arrow	0.439	0.390	0.454	Pfeil
arsehole	0.276	0.598	0.433	Arschloch
arseholes	0.188	0.545	0.351	Arschlöcher
arsenal	0.365	0.741	0.752	Arsenal
arsenic	0.281	0.472	0.447	Arsen
arson	0.133	0.904	0.567	Brandstiftung
arsonist	0.348	0.840	0.500	Brandstifter
art	0.812	0.360	0.603	Kunst
arterial	0.396	0.510	0.583	arteriell
artery	0.396	0.580	0.537	Arterie
artful	0.771	0.608	0.778	kunstvoll
arthritis	0.110	0.518	0.345	Arthritis
arthropod	0.344	0.464	0.434	Gliederfüßer
artichoke	0.583	0.218	0.287	Artischocke
article	0.594	0.280	0.481	Artikel
articles	0.552	0.324	0.565	Artikel
articulate	0.677	0.462	0.618	artikulieren
articulation	0.479	0.480	0.591	Artikulation
artifact	0.510	0.500	0.566	Artefakt
artifice	0.316	0.696	0.482	Kunststück
artificial	0.306	0.385	0.351	künstlich
artillery	0.350	0.912	0.794	Artillerie
artisan	0.781	0.330	0.411	Handwerker
artist	0.802	0.442	0.732	Künstler
artiste	0.844	0.512	0.565	Künstler
artistic	0.802	0.646	0.632	künstlerisch
artistry	0.823	0.346	0.769	Kunst
artists	0.796	0.667	0.741	Künstler
artwork	0.896	0.368	0.679	Kunstwerk
arty	0.490	0.422	0.388	künstlerisch
asap	0.571	0.500	0.552	schnellstmöglich
asbestos	0.357	0.481	0.464	Asbest
ascend	0.830	0.620	0.812	aufsteigen
ascendancy	0.724	0.625	0.700	Überlegenheit
ascendant	0.656	0.673	0.821	aufsteigend
ascending	0.826	0.644	0.777	aufsteigend
ascension	0.765	0.720	0.714	Aufstieg
ascent	0.755	0.627	0.833	Aufstieg
ascertain	0.560	0.530	0.625	ermitteln
ascertained	0.531	0.529	0.616	festgestellt
ascetic	0.438	0.375	0.472	Asket
ash	0.260	0.210	0.207	Asche
ashamed	0.156	0.588	0.228	beschämt
ashes	0.327	0.279	0.142	Asche
ashtray	0.406	0.382	0.265	Aschenbecher
asinine	0.429	0.472	0.433	dumm
ask	0.531	0.440	0.459	Fragen
asleeep	0.490	0.210	0.322	eingeschlafen
asleep	0.604	0.100	0.270	schlafend
asp	0.438	0.489	0.375	Asp
asparagus	0.469	0.317	0.264	Spargel
aspartame	0.469	0.480	0.322	Aspartam
aspect	0.479	0.469	0.588	Aspekt
aspects	0.439	0.480	0.565	Aspekte
aspen	0.479	0.280	0.395	Espe
asphalt	0.479	0.264	0.439	Asphalt
asphyxia	0.198	0.704	0.311	Erstickung
asphyxiation	0.059	0.745	0.412	Erstickung
aspiration	0.704	0.724	0.675	Aspiration
aspire	0.812	0.469	0.722	streben
aspirin	0.479	0.271	0.422	Aspirin
aspiring	0.844	0.582	0.604	aufstrebend
ass	0.323	0.750	0.345	Arsch
assail	0.378	0.510	0.500	angreifen
assailant	0.184	0.868	0.602	Angreifer
assassin	0.073	0.933	0.632	Attentäter
assassinate	0.051	0.969	0.722	ermorden
assassination	0.083	0.941	0.525	Ermordung
assault	0.167	0.848	0.550	Angriff
assay	0.633	0.559	0.594	Test
assemblage	0.429	0.452	0.600	Montage
assemble	0.542	0.570	0.750	montieren
assembled	0.663	0.450	0.644	gebaut
assembly	0.698	0.500	0.640	Montage
assemblyman	0.430	0.538	0.760	Abgeordnete
assent	0.615	0.515	0.719	Zustimmung
assert	0.750	0.619	0.809	behaupten
asserting	0.694	0.531	0.736	behaupten
assertion	0.740	0.442	0.750	Behauptung
assertive	0.719	0.412	0.770	durchsetzungsfähig
assess	0.698	0.500	0.623	bewerten
assessment	0.750	0.623	0.658	Bewertung
assessor	0.551	0.538	0.764	Gutachter
asset	0.797	0.765	0.788	Anlage
assets	0.667	0.613	0.765	Vermögenswerte
asshole	0.133	0.582	0.263	Arschloch
assign	0.622	0.417	0.709	zuordnen
assignee	0.510	0.462	0.510	Bevollmächtigter
assignment	0.483	0.398	0.745	Abtretung
assimilate	0.559	0.391	0.683	assimilieren
assimilation	0.429	0.378	0.463	Assimilation
assist	0.833	0.435	0.629	helfen
assistance	0.656	0.519	0.633	Hilfe
assistant	0.625	0.390	0.536	Assistent
associate	0.812	0.409	0.625	assoziieren
association	0.745	0.500	0.817	Verband
assorted	0.602	0.460	0.472	sortiert
assortment	0.694	0.360	0.526	Sortiment
assuage	0.745	0.255	0.500	beschwichtigen
assume	0.698	0.401	0.464	davon ausgehen
assumed	0.612	0.247	0.454	vermutet
assuming	0.740	0.390	0.526	vorausgesetzt
assumption	0.479	0.431	0.417	Annahme
assurance	0.675	0.442	0.704	Sicherheit
assure	0.910	0.460	0.839	versichern
assured	0.878	0.327	0.754	versicherte
assuredly	0.786	0.396	0.833	ganz gewiss
asterisk	0.541	0.288	0.273	Sternchen
asteroid	0.430	0.721	0.623	Asteroid
asteroids	0.361	0.694	0.712	Asteroiden
asthma	0.198	0.549	0.227	Asthma
asthmatic	0.229	0.706	0.294	Asthmatiker
astigmatism	0.214	0.490	0.429	Astigmatismus
astonish	0.786	0.845	0.658	erstaunen
astonished	0.510	0.775	0.574	erstaunt
astonishing	0.844	0.802	0.821	erstaunlich
astonishingly	0.827	0.898	0.773	erstaunlich
astonishment	0.680	0.718	0.519	Erstaunen
astound	0.729	0.675	0.474	erstaunen
astral	0.604	0.417	0.567	astral
astray	0.098	0.676	0.308	in die Irre
astringent	0.316	0.500	0.474	adstringierend
astrologer	0.594	0.519	0.673	Astrologe
astrology	0.635	0.340	0.500	Astrologie
astronaut	0.792	0.601	0.761	Astronaut
astronomer	0.750	0.509	0.735	Astronom
astronomical	0.600	0.632	0.726	astronomisch
astronomy	0.613	0.474	0.722	Astronomie
astute	0.776	0.658	0.827	schlau
asunder	0.208	0.442	0.259	auseinander
asylum	0.407	0.330	0.445	Asyl
asymmetric	0.580	0.343	0.465	asymmetrisch
asymmetry	0.476	0.373	0.527	Asymmetrie
asymptotic	0.479	0.451	0.472	asymptotisch
atelier	0.490	0.330	0.705	Atelier
atheism	0.276	0.460	0.481	Atheismus
atheistic	0.373	0.481	0.466	atheistisch
atherosclerosis	0.250	0.480	0.343	Atherosklerose
athlete	0.781	0.718	0.686	Athlet
athletic	0.857	0.798	0.708	sportlich
athleticism	0.750	0.863	0.778	Sportlichkeit
athletics	0.831	0.691	0.740	Leichtathletik
atlas	0.531	0.306	0.554	Atlas
atmosphere	0.604	0.300	0.560	Atmosphäre
atmospheric	0.531	0.420	0.594	atmosphärisch
atoll	0.480	0.408	0.472	Atoll
atom	0.510	0.500	0.433	Atom
atomic	0.327	0.817	0.713	atomar
atone	0.418	0.673	0.411	büßen
atonement	0.550	0.602	0.683	Sühne
atpeace	0.724	0.298	0.519	Frieden
atrium	0.469	0.365	0.473	Atrium
atrocious	0.073	0.811	0.445	scheußlich
atrocity	0.115	0.844	0.593	Grausamkeit
atrophy	0.177	0.540	0.208	Atrophie
attach	0.520	0.363	0.559	anfügen
attached	0.562	0.350	0.439	angebracht
attachment	0.570	0.343	0.500	Anhang
attack	0.286	0.948	0.670	Attacke
attacker	0.185	0.962	0.629	Angreifer
attacking	0.276	0.837	0.642	angreifen
attain	0.806	0.510	0.719	erreichen
attainable	0.760	0.500	0.759	erreichbar
attainment	0.830	0.520	0.940	Erreichung
attempt	0.625	0.491	0.431	versuchen
attempted	0.594	0.580	0.567	versucht
attend	0.650	0.420	0.625	teilnehmen
attendance	0.812	0.500	0.592	Teilnahme
attendant	0.580	0.365	0.519	Begleiter
attention	0.740	0.599	0.774	Aufmerksamkeit
attentionseeker	0.367	0.745	0.457	Aufmerksamkeitssuchender
attentionseekers	0.531	0.673	0.500	Aufmerksamkeitssuchende
attentive	0.812	0.520	0.724	aufmerksam
attenuate	0.408	0.302	0.429	dämpfen
attenuated	0.449	0.280	0.298	gedämpft
attenuation	0.458	0.363	0.464	Dämpfung
attest	0.439	0.710	0.685	bezeugen
attestation	0.234	0.635	0.500	Bescheinigung
attic	0.521	0.259	0.377	Dachboden
attire	0.742	0.388	0.483	Kleidung
attitude	0.760	0.644	0.861	Attitüde
attorney	0.600	0.594	0.754	Rechtsanwalt
attract	0.796	0.663	0.769	anlocken
attraction	0.906	0.774	0.712	Attraktion
attractive	0.906	0.630	0.769	attraktiv
attractiveness	0.938	0.667	0.755	Attraktivität
attributable	0.704	0.430	0.527	Zurechenbar
attribute	0.781	0.439	0.795	Attribut
attribution	0.646	0.467	0.658	Zuschreibung
attrition	0.229	0.540	0.259	Attrition
auburn	0.510	0.240	0.411	rotbraun
auction	0.594	0.702	0.519	Versteigerung
auctioneer	0.542	0.732	0.716	Auktionator
audacious	0.740	0.875	0.825	kühn
audacity	0.760	0.755	0.916	Unverfrorenheit
audible	0.673	0.370	0.462	hörbar
audience	0.698	0.610	0.613	Publikum
audio	0.709	0.425	0.370	Audio-
audit	0.375	0.562	0.735	Prüfung
audition	0.750	0.685	0.615	Vorsprechen
auditions	0.740	0.765	0.596	Vorsprechen
auditor	0.582	0.571	0.726	Wirtschaftsprüfer
auditorium	0.529	0.490	0.538	Auditorium
auditory	0.531	0.481	0.570	auditiv
aught	0.418	0.135	0.217	was
augment	0.650	0.683	0.645	vermehren
augmentation	0.714	0.613	0.850	Augmentation
august	0.652	0.292	0.462	August
aunt	0.667	0.291	0.420	Tante
auntie	0.643	0.275	0.447	Tante
aura	0.760	0.333	0.500	Aura
aurora	0.817	0.306	0.537	Polarlicht
auspices	0.542	0.500	0.634	Auspizien
auspicious	0.562	0.635	0.669	günstig
austere	0.500	0.390	0.422	streng
austerity	0.438	0.406	0.534	Strenge
authentic	0.885	0.510	0.782	authentisch
authenticate	0.833	0.480	0.789	authentifizieren
authentication	0.724	0.491	0.750	Authentifizierung
authenticity	0.670	0.548	0.845	Authentizität
author	0.775	0.343	0.749	Autor
authoritative	0.636	0.520	0.890	maßgeblich
authority	0.592	0.592	0.934	Behörde
authorization	0.521	0.567	0.817	Genehmigung
authorize	0.772	0.596	0.821	autorisieren
authorized	0.760	0.458	0.815	autorisiert
authorship	0.667	0.635	0.773	Urheberschaft
autism	0.235	0.500	0.447	Autismus
autistic	0.367	0.337	0.404	autistisch
auto	0.571	0.569	0.500	Auto
autobiographical	0.909	0.462	0.582	autobiographisch
autobiography	0.735	0.284	0.629	Autobiographie
autocorrect	0.551	0.439	0.616	Autokorrektur
autocratic	0.542	0.577	0.727	autokratisch
autograph	0.735	0.565	0.473	Autogramm
autographed	0.781	0.620	0.625	signiert
automated	0.578	0.402	0.632	automatisiert
automatic	0.562	0.433	0.664	automatisch
automobile	0.753	0.625	0.534	Automobil
automotive	0.656	0.520	0.577	Automobil
autonomy	0.781	0.349	0.891	Autonomie
autopilot	0.594	0.462	0.632	Autopilot
autopsy	0.252	0.650	0.538	Autopsie
