English Word	Valence	Arousal	Dominance	Latvian Word
anaesthesia	0.350	0.217	0.473	anestēzija
anaesthetic	0.449	0.268	0.509	anestēzijas līdzeklis
anagram	0.552	0.327	0.449	anagramma
anal	0.333	0.798	0.334	anal
analgesic	0.417	0.321	0.441	pretsāpju līdzeklis
analogous	0.531	0.270	0.500	analogs
analogue	0.570	0.320	0.446	analogs
analogy	0.510	0.367	0.509	līdzība
analysis	0.729	0.448	0.705	analīze
analyst	0.604	0.415	0.755	analītiķis
analytic	0.665	0.521	0.634	analītisks
analytical	0.625	0.324	0.800	analītisks
analyze	0.667	0.462	0.710	analizēt
analyzer	0.625	0.556	0.854	analizators
anaphylactic	0.378	0.588	0.500	anafilaktiska
anarchism	0.125	0.804	0.623	anarhisms
anarchist	0.204	0.700	0.759	anarhists
anarchy	0.146	0.755	0.620	anarhija
anastomosis	0.375	0.470	0.490	anastomoze
anathema	0.286	0.490	0.519	anatēma
anatomic	0.562	0.442	0.546	anatomisks
anatomy	0.562	0.390	0.571	anatomija
ancestor	0.592	0.388	0.594	sencis
ancestral	0.640	0.481	0.750	senču
ancestry	0.708	0.519	0.717	senči
anchor	0.520	0.284	0.564	enkurs
anchorage	0.500	0.325	0.639	enkurvieta
ancient	0.420	0.217	0.439	sens
ancillary	0.449	0.442	0.278	palīgdarbinieki
androgen	0.255	0.523	0.527	androgēns
android	0.663	0.436	0.500	Android
anecdote	0.583	0.529	0.500	anekdote
anemia	0.188	0.327	0.310	anēmija
anemic	0.167	0.279	0.155	anēmisks
anemone	0.552	0.538	0.327	anemone
anesthesia	0.365	0.216	0.394	anestēzija
anesthesiologist	0.419	0.224	0.526	anesteziologs
anesthetic	0.350	0.264	0.482	anestēzijas līdzeklis
aneurysm	0.115	0.690	0.536	aneirisma
anew	0.771	0.358	0.385	no jauna
angel	0.906	0.158	0.704	eņģelis
angelic	0.927	0.298	0.668	eņģelis
anger	0.167	0.865	0.657	dusmas
angered	0.010	0.860	0.547	sašutis
angermanagement	0.260	0.632	0.482	dusmu menedžments
angina	0.230	0.630	0.464	stenokardija
angiogram	0.347	0.520	0.465	angiogramma
angiography	0.378	0.536	0.520	angiogrāfija
angle	0.541	0.330	0.455	leņķis
angling	0.625	0.408	0.500	makšķerēšana
angora	0.529	0.425	0.405	angora
angriest	0.094	0.892	0.430	dusmīgākais
angry	0.122	0.830	0.604	dusmīgs
angrytweet	0.265	0.644	0.471	dusmīgs tvīts
angst	0.167	0.888	0.333	satraukums
anguish	0.153	0.792	0.265	mokas
anguished	0.135	0.720	0.307	nomocīts
angular	0.449	0.281	0.444	leņķisks
anhydrous	0.456	0.365	0.355	bezūdens
animal	0.521	0.510	0.513	dzīvnieks
animate	0.827	0.755	0.635	animēt
animated	0.823	0.676	0.538	animēts
animation	0.888	0.750	0.549	animācija
animosity	0.510	0.724	0.545	naidīgums
animus	0.698	0.676	0.466	animus
ankle	0.500	0.274	0.234	potīti
anklet	0.410	0.276	0.302	potīte
annals	0.427	0.610	0.424	gadagrāmatas
annex	0.594	0.350	0.458	pielikumu
annexation	0.342	0.500	0.555	aneksija
annexe	0.584	0.350	0.392	pielikums
annihilate	0.115	0.918	0.681	iznīcināt
annihilated	0.080	0.760	0.324	iznīcināts
annihilation	0.041	0.800	0.591	iznīcināšana
anniversary	0.880	0.770	0.723	gadadiena
annotate	0.592	0.469	0.441	komentēt
annotation	0.604	0.470	0.619	anotācija
announce	0.694	0.618	0.611	paziņot
announcement	0.729	0.491	0.482	paziņojums
announcer	0.602	0.570	0.732	diktors
annoy	0.094	0.765	0.286	kaitināt
annoyance	0.167	0.718	0.342	īgnumu
annoyed	0.104	0.783	0.345	nokaitināts
annoyin	0.260	0.573	0.352	kaitinošas
annoying	0.082	0.853	0.348	kaitinošs
annoys	0.146	0.778	0.435	kaitina
annual	0.552	0.236	0.500	gada
annuity	0.521	0.304	0.527	mūža rente
annul	0.250	0.448	0.364	atcelt
annular	0.310	0.385	0.412	gredzenveida
annulment	0.153	0.375	0.447	atcelšanu
annulus	0.458	0.380	0.376	gredzenveida
anointed	0.500	0.368	0.579	svaidīts
anointing	0.653	0.350	0.547	svaidījums
anomalous	0.281	0.480	0.423	anomāli
anomaly	0.188	0.538	0.404	anomālija
anon	0.479	0.354	0.298	anon
anonymity	0.469	0.255	0.430	anonimitāte
anonymous	0.396	0.291	0.431	Anonīms
anorexic	0.160	0.618	0.245	anoreksiķis
answer	0.537	0.373	0.661	atbildi
answerable	0.708	0.481	0.750	atbildīgs
answering	0.684	0.500	0.607	atbildot
ant	0.448	0.216	0.216	skudra
antagonism	0.224	0.618	0.524	antagonisms
antagonist	0.240	0.615	0.700	antagonists
antagonistic	0.296	0.604	0.565	antagonistisks
antagonize	0.143	0.663	0.629	antagonizēt
ante	0.448	0.320	0.417	ante
antecedent	0.427	0.551	0.566	priekštecis
antelope	0.542	0.510	0.500	antilope
antenna	0.521	0.327	0.358	antena
anterior	0.510	0.245	0.362	priekšējais
anthem	0.780	0.343	0.729	himna
anthill	0.327	0.578	0.377	skudru pūznis
anthology	0.338	0.406	0.537	antoloģija
anthrax	0.188	0.730	0.500	Sibīrijas mēris
anthropological	0.367	0.390	0.490	antropoloģiskais
anthropologist	0.551	0.385	0.725	antropologs
anthropology	0.490	0.367	0.582	antropoloģija
anti	0.365	0.412	0.384	anti
antiaircraft	0.330	0.622	0.629	pretgaisa kuģi
antibiotic	0.510	0.373	0.658	antibiotika
antibiotics	0.448	0.406	0.557	antibiotikas
antichrist	0.082	0.837	0.544	antikrists
anticipate	0.622	0.469	0.667	paredzēt
anticipation	0.698	0.539	0.711	paredzēšana
anticipatory	0.653	0.551	0.682	paredzams
antics	0.448	0.740	0.236	dēkas
antidote	0.541	0.490	0.629	pretlīdzeklis
antifungal	0.408	0.412	0.441	pretsēnīšu līdzeklis
antigravity	0.430	0.714	0.658	antigravitācija
antimony	0.378	0.398	0.490	antimons
antipathy	0.198	0.549	0.393	antipātijas
antiquarian	0.500	0.233	0.426	antikvārs
antiquated	0.420	0.392	0.236	novecojis
antique	0.634	0.290	0.518	antīks
antiques	0.540	0.370	0.595	senlietas
antiquity	0.385	0.333	0.556	senatne
antiseptic	0.438	0.370	0.623	antiseptisks
antisocial	0.146	0.686	0.391	antisociāls
antithesis	0.396	0.412	0.536	antitēze
antithetical	0.271	0.509	0.358	antitētisks
antiviral	0.459	0.470	0.549	pretvīrusu
antler	0.448	0.470	0.500	rags
antsy	0.449	0.558	0.417	ansy
anus	0.347	0.644	0.350	tūpļa
anvil	0.380	0.510	0.604	lakta
anxiety	0.146	0.865	0.342	trauksme
anxietyattack	0.150	0.925	0.446	panikas lēkme
anxious	0.281	0.875	0.434	satraukts
anxiousness	0.235	0.814	0.282	satraukums
anytime	0.625	0.461	0.436	jebkurā laikā
aorta	0.448	0.510	0.542	aorta
aortic	0.436	0.540	0.438	aorta
apace	0.536	0.500	0.536	ātrumā
apache	0.687	0.469	0.500	apache
apartment	0.719	0.393	0.580	dzīvoklis
apartments	0.704	0.337	0.443	dzīvokļi
apathetic	0.188	0.292	0.333	apātisks
apathy	0.184	0.212	0.204	apātija
ape	0.548	0.389	0.336	pērtiķis
aperture	0.612	0.450	0.667	atvērums
apex	0.570	0.433	0.418	virsotne
aphid	0.388	0.473	0.407	laputis
aphrodisiac	0.750	0.846	0.667	afrodiziaks
apiece	0.439	0.259	0.383	gabals
aplomb	0.500	0.509	0.582	aplomb
apocalypse	0.050	0.867	0.736	apokalipse
apocalyptic	0.173	0.880	0.750	apokaliptisks
apologetic	0.479	0.461	0.571	atvainojos
apologist	0.406	0.429	0.526	atvainošanās
apologize	0.551	0.378	0.389	atvainoties
apology	0.571	0.346	0.402	atvainošanos
apostasy	0.388	0.520	0.517	atkrišana
apostate	0.342	0.500	0.528	atkritējs
apostle	0.646	0.347	0.732	apustulis
apostolic	0.592	0.300	0.717	apustuliskais
apostrophe	0.469	0.368	0.537	apostrofs
apothecary	0.561	0.328	0.529	aptiekārs
appalled	0.194	0.792	0.562	satriekts
appalling	0.160	0.827	0.415	šausminoši
apparatus	0.375	0.353	0.377	aparātu
apparel	0.698	0.435	0.453	apģērbu
apparent	0.473	0.383	0.398	šķietami
apparently	0.531	0.410	0.426	acīmredzot
apparition	0.406	0.573	0.636	parādīšanās
appeal	0.663	0.598	0.558	pārsūdzēt
appear	0.735	0.506	0.567	parādās
appearance	0.669	0.490	0.534	izskats
appease	0.633	0.278	0.434	nomierināt
appellant	0.327	0.588	0.568	apelācijas sūdzības iesniedzēja
append	0.573	0.464	0.453	pievienot
appendage	0.229	0.382	0.438	piedēklis
appendectomy	0.177	0.670	0.554	apendektomija
appendicitis	0.031	0.640	0.347	apendicīts
appendix	0.365	0.387	0.425	pielikums
appetite	0.704	0.637	0.581	apetīte
appetizer	0.755	0.560	0.406	uzkoda
appetizing	0.806	0.657	0.688	ēstgribu
applaud	0.865	0.824	0.464	aplaudēju
applause	0.953	0.857	0.621	aplausi
apple	0.811	0.300	0.264	ābolu
apple juice	0.765	0.204	0.294	ābolu sula
applejack	0.604	0.431	0.473	applejack
applesauce	0.750	0.167	0.291	ābolu mērce
appliance	0.582	0.453	0.538	ierīci
appliances	0.594	0.394	0.567	ierīces
applicability	0.677	0.490	0.741	piemērojamību
applicable	0.469	0.430	0.667	piemērojami
applicant	0.612	0.558	0.688	pretendents
application	0.646	0.445	0.726	pieteikumu
apply	0.612	0.321	0.667	pieteikties
appoint	0.565	0.330	0.509	iecelt
appointment	0.688	0.594	0.547	Pieraksts
appointments	0.745	0.677	0.625	tikšanās
apportion	0.677	0.490	0.638	sadali
apportionment	0.552	0.481	0.453	sadali
appraisal	0.417	0.667	0.682	novērtējums
appraise	0.677	0.490	0.696	novērtēt
appreciable	0.873	0.491	0.778	ievērojams
appreciate	0.885	0.422	0.741	novērtēt
appreciated	0.910	0.434	0.779	novērtēts
appreciates	0.765	0.500	0.656	novērtē
appreciation	0.917	0.529	0.588	atzinību
appreciative	0.857	0.380	0.654	pateicīgs
apprehend	0.521	0.624	0.696	aizturēt
apprehension	0.385	0.720	0.454	aizturēšana
apprehensive	0.406	0.592	0.431	bažīgs
apprentice	0.615	0.413	0.452	māceklis
apprenticeship	0.812	0.482	0.643	mācekļa prakse
approach	0.612	0.392	0.610	pieeja
approaching	0.740	0.557	0.491	tuvojas
approbate	0.646	0.590	0.860	atbilstošs
approbation	0.792	0.529	0.774	aprobācija
appropriate	0.833	0.368	0.759	atbilstošs
appropriation	0.510	0.632	0.717	apropriāciju
approval	0.854	0.460	0.889	apstiprinājums
approve	0.875	0.548	0.741	apstiprināt
approved	0.833	0.349	0.698	apstiprināts
approvement	0.880	0.625	0.780	apstiprinājumu
approving	0.917	0.583	0.773	apstiprinot
approximate	0.551	0.560	0.520	aptuvens
approximately	0.622	0.396	0.538	aptuveni
approximating	0.583	0.615	0.471	tuvinot
approximation	0.582	0.402	0.593	tuvināšana
appurtenances	0.573	0.412	0.547	piederumus
apricot	0.708	0.320	0.278	aprikoze
apron	0.582	0.208	0.245	priekšauts
apt	0.582	0.418	0.382	apt
aptitude	0.750	0.471	0.746	piemērotību
aqua	0.656	0.292	0.359	aqua
aquamarine	0.729	0.306	0.413	akvamarīns
aquarium	0.663	0.327	0.393	akvārijs
aquatic	0.677	0.510	0.463	ūdens
aqueduct	0.551	0.411	0.534	akvedukts
aqueous	0.429	0.270	0.310	ūdens
arable	0.510	0.350	0.465	aram
arbiter	0.561	0.537	0.814	šķīrējtiesnesis
arbitrary	0.281	0.702	0.686	patvaļīgi
arbitrate	0.470	0.620	0.682	šķīrējtiesā
arbitration	0.587	0.602	0.670	šķīrējtiesa
arbitrator	0.385	0.448	0.795	šķīrējtiesnesis
arbor	0.583	0.490	0.591	lapene
arc	0.552	0.388	0.396	loka
arcade	0.676	0.521	0.502	arkāde
arcane	0.500	0.490	0.637	noslēpumains
arch	0.500	0.354	0.468	arka
archaeological	0.740	0.441	0.660	arheoloģiskais
archaeologist	0.552	0.451	0.706	arheologs
archaeology	0.596	0.358	0.691	arheoloģija
archaic	0.271	0.327	0.332	arhaisks
archangel	0.837	0.500	0.708	erceņģelis
archbishop	0.622	0.280	0.776	arhibīskaps
archdiocese	0.400	0.321	0.704	arhibīskapija
archduke	0.458	0.413	0.634	erchercogs
arched	0.582	0.403	0.398	izliekts
archer	0.573	0.622	0.661	strēlnieks
archery	0.594	0.604	0.589	loka šaušana
archetype	0.448	0.520	0.569	arhetips
archipelago	0.745	0.370	0.592	arhipelāgs
architect	0.776	0.442	0.836	arhitekts
architectural	0.729	0.390	0.670	arhitektūras
architecture	0.820	0.390	0.694	arhitektūra
archive	0.438	0.294	0.527	arhīvs
arctic	0.615	0.352	0.546	arktisks
ardent	0.694	0.873	0.722	dedzīgs
ardor	0.500	0.780	0.538	degsme
arduous	0.344	0.783	0.605	grūts
area	0.490	0.306	0.464	apgabalā
arena	0.510	0.235	0.404	arēna
areola	0.417	0.396	0.381	areola
areyoukidding	0.429	0.633	0.400	vai tu joko
areyoukiddingme	0.365	0.635	0.375	vai tu mani izjoko
argent	0.594	0.418	0.472	argent
argh	0.260	0.538	0.328	argh
arghh	0.292	0.536	0.397	arghh
arghhhh	0.250	0.618	0.324	arghhhh
argue	0.093	0.798	0.525	strīdēties
argument	0.510	0.464	0.698	arguments
argumentation	0.479	0.549	0.760	argumentācija
argumentative	0.450	0.531	0.679	argumentēts
arguments	0.541	0.602	0.657	argumenti
arid	0.323	0.333	0.379	sauss
arise	0.750	0.582	0.725	rodas
aristocracy	0.688	0.549	0.842	aristokrātija
aristocrat	0.583	0.413	0.811	aristokrāts
aristocratic	0.449	0.519	0.676	aristokrātisks
arithmetic	0.453	0.460	0.634	aritmētika
ark	0.396	0.427	0.543	šķirsts
arm	0.552	0.285	0.469	roka
armada	0.408	0.740	0.868	armāda
armament	0.198	0.764	0.810	bruņojums
armaments	0.192	0.839	0.830	bruņojums
armature	0.510	0.558	0.755	armatūra
armchair	0.646	0.164	0.339	atzveltnes krēsls
armed	0.188	0.750	0.808	bruņota
armor	0.469	0.625	0.784	bruņas
armored	0.469	0.509	0.861	bruņoti
armory	0.448	0.663	0.800	ieroču novietne
armpit	0.283	0.439	0.250	padusē
arms	0.464	0.395	0.483	rokas
army	0.417	0.759	0.902	armija
aroma	0.823	0.235	0.442	aromāts
aromatherapy	0.847	0.220	0.473	aromterapija
arousal	0.791	0.943	0.731	uzbudinājums
arouse	0.740	0.491	0.580	uzbudināt
aroused	0.708	0.952	0.667	uzbudinājis
arraignment	0.406	0.837	0.534	apsūdzība
arrange	0.740	0.490	0.571	sakārtot
arranged	0.698	0.531	0.728	sakārtots
arrangement	0.625	0.382	0.683	vienošanās
array	0.521	0.396	0.568	masīvs
arrears	0.286	0.485	0.302	parādi
arrest	0.146	0.951	0.500	arests
arrhythmia	0.265	0.706	0.356	aritmija
arrival	0.678	0.510	0.474	ierašanās
arrive	0.837	0.406	0.585	ierasties
arrogance	0.143	0.750	0.620	augstprātība
arrogant	0.115	0.755	0.580	augstprātīgi
arrow	0.439	0.390	0.454	bultiņa
arsehole	0.276	0.598	0.433	arsehole
arseholes	0.188	0.545	0.351	arseholes
arsenal	0.365	0.741	0.752	arsenāls
arsenic	0.281	0.472	0.447	arsēns
arson	0.133	0.904	0.567	ļaunprātīga dedzināšana
arsonist	0.348	0.840	0.500	dedzinātājs
art	0.812	0.360	0.603	art
arterial	0.396	0.510	0.583	arteriālā
artery	0.396	0.580	0.537	artērija
artful	0.771	0.608	0.778	izveicīgs
arthritis	0.110	0.518	0.345	artrīts
arthropod	0.344	0.464	0.434	posmkāji
artichoke	0.583	0.218	0.287	artišoks
article	0.594	0.280	0.481	rakstu
articles	0.552	0.324	0.565	rakstus
articulate	0.677	0.462	0.618	artikulēt
articulation	0.479	0.480	0.591	artikulācija
artifact	0.510	0.500	0.566	artefakts
artifice	0.316	0.696	0.482	samākslotība
artificial	0.306	0.385	0.351	mākslīgs
artillery	0.350	0.912	0.794	artilērija
artisan	0.781	0.330	0.411	amatnieks
artist	0.802	0.442	0.732	mākslinieks
artiste	0.844	0.512	0.565	mākslinieks
artistic	0.802	0.646	0.632	māksliniecisks
artistry	0.823	0.346	0.769	mākslinieciskums
artists	0.796	0.667	0.741	māksliniekiem
artwork	0.896	0.368	0.679	mākslas darbs
arty	0.490	0.422	0.388	māksliniecisks
asap	0.571	0.500	0.552	pēc iespējas ātrāk
asbestos	0.357	0.481	0.464	azbestu
ascend	0.830	0.620	0.812	pacelties
ascendancy	0.724	0.625	0.700	pārākums
ascendant	0.656	0.673	0.821	ascendents
ascending	0.826	0.644	0.777	augšupejoša
ascension	0.765	0.720	0.714	pacelšanās
ascent	0.755	0.627	0.833	pacelšanās
ascertain	0.560	0.530	0.625	noskaidrot
ascertained	0.531	0.529	0.616	konstatēts
ascetic	0.438	0.375	0.472	askētisks
ash	0.260	0.210	0.207	pelni
ashamed	0.156	0.588	0.228	kauns
ashes	0.327	0.279	0.142	pelni
ashtray	0.406	0.382	0.265	pelnu trauku
asinine	0.429	0.472	0.433	asinīns
ask	0.531	0.440	0.459	jautāt
asleeep	0.490	0.210	0.322	aizmidzis
asleep	0.604	0.100	0.270	aizmidzis
asp	0.438	0.489	0.375	asp
asparagus	0.469	0.317	0.264	sparģeļi
aspartame	0.469	0.480	0.322	aspartāms
aspect	0.479	0.469	0.588	aspekts
aspects	0.439	0.480	0.565	aspektiem
aspen	0.479	0.280	0.395	apse
asphalt	0.479	0.264	0.439	asfalts
asphyxia	0.198	0.704	0.311	asfiksija
asphyxiation	0.059	0.745	0.412	asfiksija
aspiration	0.704	0.724	0.675	tiekšanās
aspire	0.812	0.469	0.722	tiekties
aspirin	0.479	0.271	0.422	aspirīns
aspiring	0.844	0.582	0.604	tiecas
ass	0.323	0.750	0.345	ass
assail	0.378	0.510	0.500	uzbrukums
assailant	0.184	0.868	0.602	uzbrucējs
assassin	0.073	0.933	0.632	slepkava
assassinate	0.051	0.969	0.722	noslepkavot
assassination	0.083	0.941	0.525	slepkavība
assault	0.167	0.848	0.550	uzbrukums
assay	0.633	0.559	0.594	tests
assemblage	0.429	0.452	0.600	montāža
assemble	0.542	0.570	0.750	salikt
assembled	0.663	0.450	0.644	samontēts
assembly	0.698	0.500	0.640	montāža
assemblyman	0.430	0.538	0.760	montāžas darbinieks
assent	0.615	0.515	0.719	piekrišanu
assert	0.750	0.619	0.809	apgalvot
asserting	0.694	0.531	0.736	apgalvojot
assertion	0.740	0.442	0.750	apgalvojums
assertive	0.719	0.412	0.770	pārliecinošs
assess	0.698	0.500	0.623	novērtēt
assessment	0.750	0.623	0.658	novērtējums
assessor	0.551	0.538	0.764	vērtētājs
asset	0.797	0.765	0.788	aktīvu
assets	0.667	0.613	0.765	aktīviem
asshole	0.133	0.582	0.263	dupsis
assign	0.622	0.417	0.709	piešķirt
assignee	0.510	0.462	0.510	pilnvarotais
assignment	0.483	0.398	0.745	uzdevums
assimilate	0.559	0.391	0.683	asimilēt
assimilation	0.429	0.378	0.463	asimilācija
assist	0.833	0.435	0.629	palīdzēt
assistance	0.656	0.519	0.633	palīdzību
assistant	0.625	0.390	0.536	palīgs
associate	0.812	0.409	0.625	asociētais
association	0.745	0.500	0.817	asociācija
assorted	0.602	0.460	0.472	asorti
assortment	0.694	0.360	0.526	sortiments
assuage	0.745	0.255	0.500	nomierināt
assume	0.698	0.401	0.464	pieņemt
assumed	0.612	0.247	0.454	pieņemts
assuming	0.740	0.390	0.526	pieņemot
assumption	0.479	0.431	0.417	pieņēmums
assurance	0.675	0.442	0.704	pārliecību
assure	0.910	0.460	0.839	apgalvot
assured	0.878	0.327	0.754	pārliecināts
assuredly	0.786	0.396	0.833	noteikti
asterisk	0.541	0.288	0.273	zvaigznīte
asteroid	0.430	0.721	0.623	asteroīds
asteroids	0.361	0.694	0.712	asteroīdi
asthma	0.198	0.549	0.227	astma
asthmatic	0.229	0.706	0.294	astmatisks
astigmatism	0.214	0.490	0.429	astigmatisms
astonish	0.786	0.845	0.658	pārsteigt
astonished	0.510	0.775	0.574	pārsteigts
astonishing	0.844	0.802	0.821	pārsteidzošs
astonishingly	0.827	0.898	0.773	pārsteidzoši
astonishment	0.680	0.718	0.519	izbrīns
astound	0.729	0.675	0.474	pārsteigt
astral	0.604	0.417	0.567	astrāls
astray	0.098	0.676	0.308	apmaldījies
astringent	0.316	0.500	0.474	savelkošs
astrologer	0.594	0.519	0.673	astrologs
astrology	0.635	0.340	0.500	astroloģija
astronaut	0.792	0.601	0.761	astronauts
astronomer	0.750	0.509	0.735	astronoms
astronomical	0.600	0.632	0.726	astronomisks
astronomy	0.613	0.474	0.722	astronomija
astute	0.776	0.658	0.827	asprātīgs
asunder	0.208	0.442	0.259	sadalīt
asylum	0.407	0.330	0.445	patvērums
asymmetric	0.580	0.343	0.465	asimetrisks
asymmetry	0.476	0.373	0.527	asimetrija
asymptotic	0.479	0.451	0.472	asimptotisks
atelier	0.490	0.330	0.705	ateljē
atheism	0.276	0.460	0.481	ateisms
atheistic	0.373	0.481	0.466	ateistisks
atherosclerosis	0.250	0.480	0.343	ateroskleroze
athlete	0.781	0.718	0.686	sportists
athletic	0.857	0.798	0.708	atlētisks
athleticism	0.750	0.863	0.778	atlētiskums
athletics	0.831	0.691	0.740	vieglatlētika
atlas	0.531	0.306	0.554	atlants
atmosphere	0.604	0.300	0.560	atmosfēra
atmospheric	0.531	0.420	0.594	atmosfēras
atoll	0.480	0.408	0.472	atols
atom	0.510	0.500	0.433	atoms
atomic	0.327	0.817	0.713	atomu
atone	0.418	0.673	0.411	izpirkt
atonement	0.550	0.602	0.683	izpirkšana
atpeace	0.724	0.298	0.519	mierā
atrium	0.469	0.365	0.473	ātrijs
atrocious	0.073	0.811	0.445	zvērīgi
atrocity	0.115	0.844	0.593	zvērība
atrophy	0.177	0.540	0.208	atrofija
attach	0.520	0.363	0.559	pievienot
attached	0.562	0.350	0.439	pievienots
attachment	0.570	0.343	0.500	pielikumu
attack	0.286	0.948	0.670	uzbrukums
attacker	0.185	0.962	0.629	uzbrucējs
attacking	0.276	0.837	0.642	uzbrūkot
attain	0.806	0.510	0.719	sasniegt
attainable	0.760	0.500	0.759	sasniedzams
attainment	0.830	0.520	0.940	sasniegšanu
attempt	0.625	0.491	0.431	mēģinājums
attempted	0.594	0.580	0.567	mēģināja
attend	0.650	0.420	0.625	apmeklēt
attendance	0.812	0.500	0.592	apmeklējums
attendant	0.580	0.365	0.519	pavadonis
attention	0.740	0.599	0.774	uzmanību
attentionseeker	0.367	0.745	0.457	uzmanības meklētājs
attentionseekers	0.531	0.673	0.500	uzmanības meklētāji
attentive	0.812	0.520	0.724	uzmanīgs
attenuate	0.408	0.302	0.429	vājināt
attenuated	0.449	0.280	0.298	novājināta
attenuation	0.458	0.363	0.464	vājināšanās
attest	0.439	0.710	0.685	apliecināt
attestation	0.234	0.635	0.500	apliecinājums
attic	0.521	0.259	0.377	Bēniņi
attire	0.742	0.388	0.483	apģērbs
attitude	0.760	0.644	0.861	attieksme
attorney	0.600	0.594	0.754	advokāts
attract	0.796	0.663	0.769	piesaistīt
attraction	0.906	0.774	0.712	pievilcība
attractive	0.906	0.630	0.769	pievilcīgs
attractiveness	0.938	0.667	0.755	pievilcību
attributable	0.704	0.430	0.527	attiecināms
attribute	0.781	0.439	0.795	atribūts
attribution	0.646	0.467	0.658	attiecināšana
attrition	0.229	0.540	0.259	nodilums
auburn	0.510	0.240	0.411	kastaņbrūns
auction	0.594	0.702	0.519	izsole
auctioneer	0.542	0.732	0.716	izsoles rīkotājs
audacious	0.740	0.875	0.825	pārdrošs
audacity	0.760	0.755	0.916	pārdrošība
audible	0.673	0.370	0.462	dzirdams
audience	0.698	0.610	0.613	auditorija
audio	0.709	0.425	0.370	audio
audit	0.375	0.562	0.735	audits
audition	0.750	0.685	0.615	klausīšanās
auditions	0.740	0.765	0.596	klausīšanās
auditor	0.582	0.571	0.726	auditors
auditorium	0.529	0.490	0.538	auditorija
auditory	0.531	0.481	0.570	dzirdes
aught	0.418	0.135	0.217	aught
augment	0.650	0.683	0.645	palielināt
augmentation	0.714	0.613	0.850	palielināšana
august	0.652	0.292	0.462	augusts
aunt	0.667	0.291	0.420	tante
auntie	0.643	0.275	0.447	tante
aura	0.760	0.333	0.500	aura
aurora	0.817	0.306	0.537	aurora
auspices	0.542	0.500	0.634	aizbildniecībā
auspicious	0.562	0.635	0.669	labvēlīgs
austere	0.500	0.390	0.422	askētisks
austerity	0.438	0.406	0.534	taupība
authentic	0.885	0.510	0.782	autentisks
authenticate	0.833	0.480	0.789	autentificēt
authentication	0.724	0.491	0.750	autentifikācija
authenticity	0.670	0.548	0.845	autentiskums
