English Word	Valence	Arousal	Dominance	Turkmen Word
amusement	0.929	0.837	0.803	güýmenje
amusing	0.960	0.829	0.632	gülkünç
ana	0.541	0.300	0.314	ana
anaconda	0.146	0.830	0.540	anakonda
anaesthesia	0.350	0.217	0.473	anestezi
anaesthetic	0.449	0.268	0.509	anestezik
anagram	0.552	0.327	0.449	anagram
anal	0.333	0.798	0.334	anal
analgesic	0.417	0.321	0.441	analjezik
analogous	0.531	0.270	0.500	meňzeş
analogue	0.570	0.320	0.446	analog
analogy	0.510	0.367	0.509	meňzeşlik
analysis	0.729	0.448	0.705	derňewi
analyst	0.604	0.415	0.755	analitik
analytic	0.665	0.521	0.634	analitik
analytical	0.625	0.324	0.800	seljeriş
analyze	0.667	0.462	0.710	derňäň
analyzer	0.625	0.556	0.854	analizator
anaphylactic	0.378	0.588	0.500	anafilaktiki
anarchism	0.125	0.804	0.623	anarhizm
anarchist	0.204	0.700	0.759	anarhist
anarchy	0.146	0.755	0.620	anarhiýa
anastomosis	0.375	0.470	0.490	anastomoz
anathema	0.286	0.490	0.519	anatema
anatomic	0.562	0.442	0.546	anatomiki
anatomy	0.562	0.390	0.571	anatomiýa
ancestor	0.592	0.388	0.594	ata-babasy
ancestral	0.640	0.481	0.750	ata-baba
ancestry	0.708	0.519	0.717	nesil şejeresi
anchor	0.520	0.284	0.564	labyr
anchorage	0.500	0.325	0.639	gämi duralgasy
ancient	0.420	0.217	0.439	gadymy
ancillary	0.449	0.442	0.278	goşmaça
androgen	0.255	0.523	0.527	androgen
android	0.663	0.436	0.500	android
anecdote	0.583	0.529	0.500	anekdot
anemia	0.188	0.327	0.310	ganazlyk
anemic	0.167	0.279	0.155	ganazlyk
anemone	0.552	0.538	0.327	anemon
anesthesia	0.365	0.216	0.394	anestezi
anesthesiologist	0.419	0.224	0.526	anesteziolog
anesthetic	0.350	0.264	0.482	anestezik
aneurysm	0.115	0.690	0.536	anewrizma
anew	0.771	0.358	0.385	täzeden
angel	0.906	0.158	0.704	perişde
angelic	0.927	0.298	0.668	perişde
anger	0.167	0.865	0.657	gahar
angered	0.010	0.860	0.547	gaharlandy
angermanagement	0.260	0.632	0.482	gahar-gazap
angina	0.230	0.630	0.464	angina
angiogram	0.347	0.520	0.465	angiogram
angiography	0.378	0.536	0.520	angiografiýa
angle	0.541	0.330	0.455	burç
angling	0.625	0.408	0.500	burç
angora	0.529	0.425	0.405	angora
angriest	0.094	0.892	0.430	gaharly
angry	0.122	0.830	0.604	gaharly
angrytweet	0.265	0.644	0.471	gaharly
angst	0.167	0.888	0.333	Angst
anguish	0.153	0.792	0.265	hasrat
anguished	0.135	0.720	0.307	gynanýar
angular	0.449	0.281	0.444	burçly
anhydrous	0.456	0.365	0.355	suwsuz
animal	0.521	0.510	0.513	haýwan
animate	0.827	0.755	0.635	janlandyrmak
animated	0.823	0.676	0.538	animasiýa
animation	0.888	0.750	0.549	animasiýa
animosity	0.510	0.724	0.545	duşmançylyk
animus	0.698	0.676	0.466	animus
ankle	0.500	0.274	0.234	topuk
anklet	0.410	0.276	0.302	topuk
annals	0.427	0.610	0.424	ýyl ýazgylary
annex	0.594	0.350	0.458	goşundy
annexation	0.342	0.500	0.555	anneksiýa
annexe	0.584	0.350	0.392	goşundy
annihilate	0.115	0.918	0.681	ýok etmek
annihilated	0.080	0.760	0.324	ýok edildi
annihilation	0.041	0.800	0.591	ýok etmek
anniversary	0.880	0.770	0.723	ýubileý
annotate	0.592	0.469	0.441	düşündiriş beriň
annotation	0.604	0.470	0.619	düşündiriş
announce	0.694	0.618	0.611	yglan et
announcement	0.729	0.491	0.482	bildiriş
announcer	0.602	0.570	0.732	yglan ediji
annoy	0.094	0.765	0.286	bizar etmek
annoyance	0.167	0.718	0.342	bizar etmek
annoyed	0.104	0.783	0.345	bizar
annoyin	0.260	0.573	0.352	bizar
annoying	0.082	0.853	0.348	bizar ediji
annoys	0.146	0.778	0.435	bizar edýär
annual	0.552	0.236	0.500	ýyllyk
annuity	0.521	0.304	0.527	ýyllyk
annul	0.250	0.448	0.364	ýatyr
annular	0.310	0.385	0.412	ýyllyk
annulment	0.153	0.375	0.447	ýatyrmak
annulus	0.458	0.380	0.376	annulus
anointed	0.500	0.368	0.579	ýaglandy
anointing	0.653	0.350	0.547	ýaglamak
anomalous	0.281	0.480	0.423	anomal
anomaly	0.188	0.538	0.404	anomaliýa
anon	0.479	0.354	0.298	anon
anonymity	0.469	0.255	0.430	anonimlik
anonymous	0.396	0.291	0.431	anonim
anorexic	0.160	0.618	0.245	anoreksik
answer	0.537	0.373	0.661	jogap ber
answerable	0.708	0.481	0.750	jogap bermeli
answering	0.684	0.500	0.607	jogap bermek
ant	0.448	0.216	0.216	garynja
antagonism	0.224	0.618	0.524	garşydaşlyk
antagonist	0.240	0.615	0.700	garşydaş
antagonistic	0.296	0.604	0.565	garşydaş
antagonize	0.143	0.663	0.629	garşy çyk
ante	0.448	0.320	0.417	ante
antecedent	0.427	0.551	0.566	antekedent
antelope	0.542	0.510	0.500	garynja
antenna	0.521	0.327	0.358	antenna
anterior	0.510	0.245	0.362	öň tarapy
anthem	0.780	0.343	0.729	gimni
anthill	0.327	0.578	0.377	garynja
anthology	0.338	0.406	0.537	antologiýa
anthrax	0.188	0.730	0.500	garynja
anthropological	0.367	0.390	0.490	antropologiki
anthropologist	0.551	0.385	0.725	antropolog
anthropology	0.490	0.367	0.582	antropologiýa
anti	0.365	0.412	0.384	garşy
antiaircraft	0.330	0.622	0.629	antiaircraft
antibiotic	0.510	0.373	0.658	antibiotik
antibiotics	0.448	0.406	0.557	antibiotikler
antichrist	0.082	0.837	0.544	antihrist
anticipate	0.622	0.469	0.667	garaşmak
anticipation	0.698	0.539	0.711	garaşmak
anticipatory	0.653	0.551	0.682	garaşmak
antics	0.448	0.740	0.236	antika
antidote	0.541	0.490	0.629	antidote
antifungal	0.408	0.412	0.441	antifungal
antigravity	0.430	0.714	0.658	antigrawit
antimony	0.378	0.398	0.490	antimon
antipathy	0.198	0.549	0.393	antipatiýa
antiquarian	0.500	0.233	0.426	gadymy
antiquated	0.420	0.392	0.236	gadymy
antique	0.634	0.290	0.518	gadymy
antiques	0.540	0.370	0.595	gadymy zatlar
antiquity	0.385	0.333	0.556	gadymy
antiseptic	0.438	0.370	0.623	antiseptik
antisocial	0.146	0.686	0.391	jemgyýetçilik
antithesis	0.396	0.412	0.536	antitez
antithetical	0.271	0.509	0.358	antitetiki
antiviral	0.459	0.470	0.549	wirusa garşy
antler	0.448	0.470	0.500	garynja
antsy	0.449	0.558	0.417	garynja
anus	0.347	0.644	0.350	anus
anvil	0.380	0.510	0.604	anvil
anxiety	0.146	0.865	0.342	alada
anxietyattack	0.150	0.925	0.446	aladalanma
anxious	0.281	0.875	0.434	aladaly
anxiousness	0.235	0.814	0.282	alada
anytime	0.625	0.461	0.436	islän wagtyňyz
aorta	0.448	0.510	0.542	aorta
aortic	0.436	0.540	0.438	aorta
apace	0.536	0.500	0.536	çaltlyk bilen
apache	0.687	0.469	0.500	apache
apartment	0.719	0.393	0.580	kwartira
apartments	0.704	0.337	0.443	kwartira
apathetic	0.188	0.292	0.333	biperwaý
apathy	0.184	0.212	0.204	biperwaýlyk
ape	0.548	0.389	0.336	maýmyn
aperture	0.612	0.450	0.667	apertura
apex	0.570	0.433	0.418	iň ýokary
aphid	0.388	0.473	0.407	aphid
aphrodisiac	0.750	0.846	0.667	afrodiziak
apiece	0.439	0.259	0.383	her bölek
aplomb	0.500	0.509	0.582	aplomb
apocalypse	0.050	0.867	0.736	apokalypse
apocalyptic	0.173	0.880	0.750	apokaliptik
apologetic	0.479	0.461	0.571	ötünç soraýan
apologist	0.406	0.429	0.526	ötünç soraýan
apologize	0.551	0.378	0.389	ötünç sora
apology	0.571	0.346	0.402	ötünç
apostasy	0.388	0.520	0.517	dinden çykmak
apostate	0.342	0.500	0.528	dinden çykmak
apostle	0.646	0.347	0.732	resul
apostolic	0.592	0.300	0.717	resul
apostrophe	0.469	0.368	0.537	apostrof
apothecary	0.561	0.328	0.529	apotheary
appalled	0.194	0.792	0.562	aljyraňňy
appalling	0.160	0.827	0.415	elhenç
apparatus	0.375	0.353	0.377	enjamlar
apparel	0.698	0.435	0.453	eşik
apparent	0.473	0.383	0.398	görnüp dur
apparently	0.531	0.410	0.426	görnüşi ýaly
apparition	0.406	0.573	0.636	eşik
appeal	0.663	0.598	0.558	şikaýat
appear	0.735	0.506	0.567	peýda bolýar
appearance	0.669	0.490	0.534	daşky görnüşi
appease	0.633	0.278	0.434	köşeşdir
appellant	0.327	0.588	0.568	şikaýatçy
append	0.573	0.464	0.453	goş
appendage	0.229	0.382	0.438	goşundy
appendectomy	0.177	0.670	0.554	appendektomiýa
appendicitis	0.031	0.640	0.347	appendisit
appendix	0.365	0.387	0.425	goşundy
appetite	0.704	0.637	0.581	işdä
appetizer	0.755	0.560	0.406	işdäaçar
appetizing	0.806	0.657	0.688	işdäaçar
applaud	0.865	0.824	0.464	el çarpyşmalar
applause	0.953	0.857	0.621	el çarpyşmalar
apple	0.811	0.300	0.264	alma
apple juice	0.765	0.204	0.294	alma suwy
applejack	0.604	0.431	0.473	almajack
applesauce	0.750	0.167	0.291	alma
appliance	0.582	0.453	0.538	enjam
appliances	0.594	0.394	0.567	enjamlar
applicability	0.677	0.490	0.741	ulanylyşy
applicable	0.469	0.430	0.667	ulanylýar
applicant	0.612	0.558	0.688	ýüz tutujy
application	0.646	0.445	0.726	amaly
apply	0.612	0.321	0.667	ýüz tutuň
appoint	0.565	0.330	0.509	bellemek
appointment	0.688	0.594	0.547	bellemek
appointments	0.745	0.677	0.625	duşuşyklar
apportion	0.677	0.490	0.638	paýlamak
apportionment	0.552	0.481	0.453	bölmek
appraisal	0.417	0.667	0.682	baha bermek
appraise	0.677	0.490	0.696	baha bermek
appreciable	0.873	0.491	0.778	minnetdar
appreciate	0.885	0.422	0.741	gadyr
appreciated	0.910	0.434	0.779	minnetdar
appreciates	0.765	0.500	0.656	minnetdar
appreciation	0.917	0.529	0.588	minnetdarlyk
appreciative	0.857	0.380	0.654	minnetdar
apprehend	0.521	0.624	0.696	tutmak
apprehension	0.385	0.720	0.454	gorkmak
apprehensive	0.406	0.592	0.431	howsala düşdi
apprentice	0.615	0.413	0.452	okuwçy
apprenticeship	0.812	0.482	0.643	şägirtlik
approach	0.612	0.392	0.610	çemeleşmek
approaching	0.740	0.557	0.491	ýakynlaşýar
approbate	0.646	0.590	0.860	tassyklamak
approbation	0.792	0.529	0.774	tassyklama
appropriate	0.833	0.368	0.759	laýyk gelýär
appropriation	0.510	0.632	0.717	bölüp bermek
approval	0.854	0.460	0.889	tassyklamak
approve	0.875	0.548	0.741	tassyklamaly
approved	0.833	0.349	0.698	tassyklandy
approvement	0.880	0.625	0.780	tassyklamak
approving	0.917	0.583	0.773	tassyklamak
approximate	0.551	0.560	0.520	takmynan
approximately	0.622	0.396	0.538	takmynan
approximating	0.583	0.615	0.471	takmynan
approximation	0.582	0.402	0.593	takmynan
appurtenances	0.573	0.412	0.547	enjamlar
apricot	0.708	0.320	0.278	erik
apron	0.582	0.208	0.245	perron
apt	0.582	0.418	0.382	apt
aptitude	0.750	0.471	0.746	başarnyk
aqua	0.656	0.292	0.359	akwa
aquamarine	0.729	0.306	0.413	akuamarin
aquarium	0.663	0.327	0.393	akwarium
aquatic	0.677	0.510	0.463	suw
aqueduct	0.551	0.411	0.534	suw geçiriji
aqueous	0.429	0.270	0.310	suwly
arable	0.510	0.350	0.465	ekerançylyk
arbiter	0.561	0.537	0.814	emin
arbitrary	0.281	0.702	0.686	esassyz
arbitrate	0.470	0.620	0.682	eminlik etmek
arbitration	0.587	0.602	0.670	arbitra.
arbitrator	0.385	0.448	0.795	araçy
arbor	0.583	0.490	0.591	duralga
arc	0.552	0.388	0.396	ark
arcade	0.676	0.521	0.502	arka
arcane	0.500	0.490	0.637	arkan
arch	0.500	0.354	0.468	arka
archaeological	0.740	0.441	0.660	arheologiki
archaeologist	0.552	0.451	0.706	arheolog
archaeology	0.596	0.358	0.691	arheologiýa
archaic	0.271	0.327	0.332	gadymy
archangel	0.837	0.500	0.708	baş perişde
archbishop	0.622	0.280	0.776	arhiýepiskop
archdiocese	0.400	0.321	0.704	arhiw
archduke	0.458	0.413	0.634	archduke
arched	0.582	0.403	0.398	ýaýly
archer	0.573	0.622	0.661	okçy
archery	0.594	0.604	0.589	ok atmak
archetype	0.448	0.520	0.569	arhetip
archipelago	0.745	0.370	0.592	arhipelag
architect	0.776	0.442	0.836	arhitektor
architectural	0.729	0.390	0.670	binagärlik
architecture	0.820	0.390	0.694	arhitektura
archive	0.438	0.294	0.527	arhiw
arctic	0.615	0.352	0.546	arktika
ardent	0.694	0.873	0.722	ardent
ardor	0.500	0.780	0.538	ardor
arduous	0.344	0.783	0.605	kyn
area	0.490	0.306	0.464	meýdany
arena	0.510	0.235	0.404	arena
areola	0.417	0.396	0.381	areola
areyoukidding	0.429	0.633	0.400	areyoukidding
areyoukiddingme	0.365	0.635	0.375	areyoukiddingme
argent	0.594	0.418	0.472	argent
argh	0.260	0.538	0.328	arg
arghh	0.292	0.536	0.397	argh
arghhhh	0.250	0.618	0.324	arghhh
argue	0.093	0.798	0.525	jedel etmek
argument	0.510	0.464	0.698	argument
argumentation	0.479	0.549	0.760	argument
argumentative	0.450	0.531	0.679	argumentli
arguments	0.541	0.602	0.657	argumentler
arid	0.323	0.333	0.379	gurak
arise	0.750	0.582	0.725	ýüze çykýar
aristocracy	0.688	0.549	0.842	aristokratiýa
aristocrat	0.583	0.413	0.811	aristokrat
aristocratic	0.449	0.519	0.676	aristokrat
arithmetic	0.453	0.460	0.634	arifmetik
ark	0.396	0.427	0.543	gämi
arm	0.552	0.285	0.469	gol
armada	0.408	0.740	0.868	armada
armament	0.198	0.764	0.810	ýarag
armaments	0.192	0.839	0.830	ýaraglar
armature	0.510	0.558	0.755	armatura
armchair	0.646	0.164	0.339	kreslo
armed	0.188	0.750	0.808	ýaragly
armor	0.469	0.625	0.784	sowut
armored	0.469	0.509	0.861	sowutly
armory	0.448	0.663	0.800	ýaraglar
armpit	0.283	0.439	0.250	goltuk
arms	0.464	0.395	0.483	ýaraglar
army	0.417	0.759	0.902	goşun
aroma	0.823	0.235	0.442	ys
aromatherapy	0.847	0.220	0.473	aromaterapiýa
arousal	0.791	0.943	0.731	joşgun
arouse	0.740	0.491	0.580	oýarmak
aroused	0.708	0.952	0.667	oýandy
arraignment	0.406	0.837	0.534	kazyýet işi
arrange	0.740	0.490	0.571	tertibe sal
arranged	0.698	0.531	0.728	tertipleşdirildi
arrangement	0.625	0.382	0.683	tertibi
array	0.521	0.396	0.568	massiw
arrears	0.286	0.485	0.302	bergiler
arrest	0.146	0.951	0.500	tussag etmek
arrhythmia	0.265	0.706	0.356	aritmi
arrival	0.678	0.510	0.474	gelmegi
arrive	0.837	0.406	0.585	gel
arrogance	0.143	0.750	0.620	ulumsylyk
arrogant	0.115	0.755	0.580	ulumsy
arrow	0.439	0.390	0.454	ok
arsehole	0.276	0.598	0.433	arsehole
arseholes	0.188	0.545	0.351	arheholes
arsenal	0.365	0.741	0.752	arsenal
arsenic	0.281	0.472	0.447	arsen
arson	0.133	0.904	0.567	ot ýakmak
arsonist	0.348	0.840	0.500	ot ýakýan
art	0.812	0.360	0.603	sungat
arterial	0.396	0.510	0.583	arterial
artery	0.396	0.580	0.537	arteriýa
artful	0.771	0.608	0.778	çeper
arthritis	0.110	0.518	0.345	artrit
arthropod	0.344	0.464	0.434	artropod
artichoke	0.583	0.218	0.287	artokok
article	0.594	0.280	0.481	makala
articles	0.552	0.324	0.565	makalalar
articulate	0.677	0.462	0.618	aýdyň
articulation	0.479	0.480	0.591	artikulýasiýa
artifact	0.510	0.500	0.566	artefakt
artifice	0.316	0.696	0.482	artifice
artificial	0.306	0.385	0.351	emeli
artillery	0.350	0.912	0.794	artilleriýa
artisan	0.781	0.330	0.411	senetçi
artist	0.802	0.442	0.732	suratkeş
artiste	0.844	0.512	0.565	Aýdymçy
artistic	0.802	0.646	0.632	çeperçilik
artistry	0.823	0.346	0.769	çeperçilik
artists	0.796	0.667	0.741	suratkeşler
artwork	0.896	0.368	0.679	çeper eserler
arty	0.490	0.422	0.388	arty
asap	0.571	0.500	0.552	asap
asbestos	0.357	0.481	0.464	asbest
ascend	0.830	0.620	0.812	çykmak
ascendancy	0.724	0.625	0.700	ýokarlanmak
ascendant	0.656	0.673	0.821	ýokarlanmak
ascending	0.826	0.644	0.777	ýokarlanýar
ascension	0.765	0.720	0.714	ýokary galma
ascent	0.755	0.627	0.833	çykmak
ascertain	0.560	0.530	0.625	anyklaň
ascertained	0.531	0.529	0.616	anyklandy
ascetic	0.438	0.375	0.472	yhlasly
ash	0.260	0.210	0.207	kül
ashamed	0.156	0.588	0.228	utandym
ashes	0.327	0.279	0.142	kül
ashtray	0.406	0.382	0.265	kül
asinine	0.429	0.472	0.433	asinin
ask	0.531	0.440	0.459	sora
asleeep	0.490	0.210	0.322	asleeep
asleep	0.604	0.100	0.270	uklap ýatyr
asp	0.438	0.489	0.375	asp
asparagus	0.469	0.317	0.264	asparagus
aspartame	0.469	0.480	0.322	aspartame
aspect	0.479	0.469	0.588	tarapy
aspects	0.439	0.480	0.565	taraplary
aspen	0.479	0.280	0.395	aspen
asphalt	0.479	0.264	0.439	asfalt
asphyxia	0.198	0.704	0.311	asfiksiýa
asphyxiation	0.059	0.745	0.412	dem alyş
aspiration	0.704	0.724	0.675	isleg
aspire	0.812	0.469	0.722	ymtyl
aspirin	0.479	0.271	0.422	aspirin
aspiring	0.844	0.582	0.604	ymtylýan
ass	0.323	0.750	0.345	eşek
assail	0.378	0.510	0.500	hüjüm
assailant	0.184	0.868	0.602	hüjümçi
assassin	0.073	0.933	0.632	ganhor
assassinate	0.051	0.969	0.722	öldürmek
assassination	0.083	0.941	0.525	janyna kast etmek
assault	0.167	0.848	0.550	hüjüm etmek
assay	0.633	0.559	0.594	derňew
assemblage	0.429	0.452	0.600	ýygnamak
assemble	0.542	0.570	0.750	ýygna
assembled	0.663	0.450	0.644	ýygnandy
assembly	0.698	0.500	0.640	gurnama
assemblyman	0.430	0.538	0.760	ýygnaýjy
assent	0.615	0.515	0.719	razy
assert	0.750	0.619	0.809	tassykla
asserting	0.694	0.531	0.736	tassyklamak
assertion	0.740	0.442	0.750	tassyklama
assertive	0.719	0.412	0.770	ynamly
assess	0.698	0.500	0.623	baha beriň
assessment	0.750	0.623	0.658	baha bermek
assessor	0.551	0.538	0.764	baha beriji
asset	0.797	0.765	0.788	aktiw
assets	0.667	0.613	0.765	aktiwleri
asshole	0.133	0.582	0.263	gümürtik
assign	0.622	0.417	0.709	bellemek
assignee	0.510	0.462	0.510	bellän
assignment	0.483	0.398	0.745	ýumuş
assimilate	0.559	0.391	0.683	assimilýasiýa etmek
assimilation	0.429	0.378	0.463	assimilýasiýa
assist	0.833	0.435	0.629	kömek et
assistance	0.656	0.519	0.633	kömek
assistant	0.625	0.390	0.536	kömekçisi
associate	0.812	0.409	0.625	birleşmek
association	0.745	0.500	0.817	birleşmesi
assorted	0.602	0.460	0.472	assortiment
assortment	0.694	0.360	0.526	assortiment
assuage	0.745	0.255	0.500	ynandyrmak
assume	0.698	0.401	0.464	çaklaň
assumed	0.612	0.247	0.454	çak edilýär
assuming	0.740	0.390	0.526	göz öňünde tutýar
assumption	0.479	0.431	0.417	çaklama
assurance	0.675	0.442	0.704	kepillik
assure	0.910	0.460	0.839	ynandyr
assured	0.878	0.327	0.754	ynandyrdy
assuredly	0.786	0.396	0.833	Elbetde
asterisk	0.541	0.288	0.273	ýyldyz ýyldyzy
asteroid	0.430	0.721	0.623	asteroid
asteroids	0.361	0.694	0.712	asteroidler
asthma	0.198	0.549	0.227	demgysma
asthmatic	0.229	0.706	0.294	demgysma
astigmatism	0.214	0.490	0.429	astigmatizm
astonish	0.786	0.845	0.658	geň galdyryjy
astonished	0.510	0.775	0.574	geň galdy
astonishing	0.844	0.802	0.821	geň galdyryjy
astonishingly	0.827	0.898	0.773	geň galdyryjy
astonishment	0.680	0.718	0.519	geň galmak
astound	0.729	0.675	0.474	haýran
astral	0.604	0.417	0.567	astral
astray	0.098	0.676	0.308	azaşdy
astringent	0.316	0.500	0.474	astringent
astrologer	0.594	0.519	0.673	astrolog
astrology	0.635	0.340	0.500	astrologiýa
astronaut	0.792	0.601	0.761	kosmonawt
astronomer	0.750	0.509	0.735	astronom
astronomical	0.600	0.632	0.726	astronomiýa
astronomy	0.613	0.474	0.722	astronomiýa
astute	0.776	0.658	0.827	haýran
asunder	0.208	0.442	0.259	bölmek
asylum	0.407	0.330	0.445	gaçybatalga
asymmetric	0.580	0.343	0.465	asimmetrik
asymmetry	0.476	0.373	0.527	assimetriýa
asymptotic	0.479	0.451	0.472	asimptotik
atelier	0.490	0.330	0.705	atelier
atheism	0.276	0.460	0.481	ateizm
atheistic	0.373	0.481	0.466	ateist
atherosclerosis	0.250	0.480	0.343	ateroskleroz
athlete	0.781	0.718	0.686	türgen
athletic	0.857	0.798	0.708	ýeňil atletika
athleticism	0.750	0.863	0.778	ýeňil atletika
athletics	0.831	0.691	0.740	ýeňil atletika
atlas	0.531	0.306	0.554	atlas
atmosphere	0.604	0.300	0.560	atmosferasy
atmospheric	0.531	0.420	0.594	atmosfera
atoll	0.480	0.408	0.472	atoll
atom	0.510	0.500	0.433	atom
atomic	0.327	0.817	0.713	atom
atone	0.418	0.673	0.411	ýuwuldy
atonement	0.550	0.602	0.683	günäden saplanmak
atpeace	0.724	0.298	0.519	atpeace
atrium	0.469	0.365	0.473	atrium
atrocious	0.073	0.811	0.445	wagşy
atrocity	0.115	0.844	0.593	wagşyçylyk
atrophy	0.177	0.540	0.208	atrofiýa
attach	0.520	0.363	0.559	dakyň
attached	0.562	0.350	0.439	birikdirildi
attachment	0.570	0.343	0.500	goşundy
attack	0.286	0.948	0.670	hüjüm
attacker	0.185	0.962	0.629	hüjümçi
attacking	0.276	0.837	0.642	hüjüm etmek
attain	0.806	0.510	0.719	ýetmek
attainable	0.760	0.500	0.759	ýetip bolýar
attainment	0.830	0.520	0.940	ýetmek
attempt	0.625	0.491	0.431	synanyşyk
attempted	0.594	0.580	0.567	synanyşdy
attend	0.650	0.420	0.625	gatnaş
attendance	0.812	0.500	0.592	gatnaşmak
attendant	0.580	0.365	0.519	hyzmatkäri
attention	0.740	0.599	0.774	üns
attentionseeker	0.367	0.745	0.457	gözlegçi
attentionseekers	0.531	0.673	0.500	üns berýänler
attentive	0.812	0.520	0.724	ünsli
attenuate	0.408	0.302	0.429	berkitmek
attenuated	0.449	0.280	0.298	berkidilen
attenuation	0.458	0.363	0.464	gowşamak
attest	0.439	0.710	0.685	tassyklamak
attestation	0.234	0.635	0.500	attestasiýa
attic	0.521	0.259	0.377	üçek
attire	0.742	0.388	0.483	eşik
attitude	0.760	0.644	0.861	garaýyş
attorney	0.600	0.594	0.754	aklawçysy
attract	0.796	0.663	0.769	çekmek
attraction	0.906	0.774	0.712	özüne çekiji
attractive	0.906	0.630	0.769	özüne çekiji
attractiveness	0.938	0.667	0.755	özüne çekiji
attributable	0.704	0.430	0.527	degişli
attribute	0.781	0.439	0.795	atribut
attribution	0.646	0.467	0.658	atributiýasy
attrition	0.229	0.540	0.259	çekmek
auburn	0.510	0.240	0.411	auburn
auction	0.594	0.702	0.519	auksion
auctioneer	0.542	0.732	0.716	auksionçy
audacious	0.740	0.875	0.825	batyrgaý
audacity	0.760	0.755	0.916	batyrgaýlyk
audible	0.673	0.370	0.462	eşidilýär
audience	0.698	0.610	0.613	diňleýjiler
audio	0.709	0.425	0.370	ses
audit	0.375	0.562	0.735	audit
audition	0.750	0.685	0.615	auditoriýa
auditions	0.740	0.765	0.596	ses berişlik
auditor	0.582	0.571	0.726	auditor
auditorium	0.529	0.490	0.538	zal
auditory	0.531	0.481	0.570	eşidiş
aught	0.418	0.135	0.217	Bir zat
augment	0.650	0.683	0.645	köpeltmek
augmentation	0.714	0.613	0.850	köpeltmek
august	0.652	0.292	0.462	awgust
aunt	0.667	0.291	0.420	daýza
auntie	0.643	0.275	0.447	daýza
aura	0.760	0.333	0.500	aura
aurora	0.817	0.306	0.537	aurora
auspices	0.542	0.500	0.634	hemaýat
auspicious	0.562	0.635	0.669	hoşniýetli
austere	0.500	0.390	0.422	austere
austerity	0.438	0.406	0.534	tygşytlylyk
authentic	0.885	0.510	0.782	Hakyky
authenticate	0.833	0.480	0.789	tassyklamak
authentication	0.724	0.491	0.750	tassyklamak
authenticity	0.670	0.548	0.845	hakykylygy
author	0.775	0.343	0.749	Awtory
authoritative	0.636	0.520	0.890	abraýly
authority	0.592	0.592	0.934	ygtyýarlyk
authorization	0.521	0.567	0.817	ygtyýarnama
authorize	0.772	0.596	0.821	ygtyýar beriň
authorized	0.760	0.458	0.815	ygtyýarly
authorship	0.667	0.635	0.773	Awtorlyk
autism	0.235	0.500	0.447	autizm
autistic	0.367	0.337	0.404	otistik
auto	0.571	0.569	0.500	awtoulag
autobiographical	0.909	0.462	0.582	awtobiografik
autobiography	0.735	0.284	0.629	awtobiografiýasy
autocorrect	0.551	0.439	0.616	awtokorrect
autocratic	0.542	0.577	0.727	awtokratik
autograph	0.735	0.565	0.473	awtograf
autographed	0.781	0.620	0.625	awtograf
automated	0.578	0.402	0.632	awtomatlaşdyrylan
automatic	0.562	0.433	0.664	awtomatiki
automobile	0.753	0.625	0.534	awtoulag
automotive	0.656	0.520	0.577	awtoulag
autonomy	0.781	0.349	0.891	özbaşdaklyk
autopilot	0.594	0.462	0.632	awtopilot
autopsy	0.252	0.650	0.538	jeset
autumn	0.765	0.204	0.450	güýz
