English Word	Valence	Arousal	Dominance	Thai Word
altogether	0.833	0.324	0.644	โดยสิ้นเชิง
aluminum	0.449	0.280	0.434	อลูมิเนียม
alumnus	0.633	0.368	0.422	ศิษย์เก่า
alveolar	0.469	0.481	0.367	ถุงลม
alzheimers	0.194	0.518	0.319	อัลไซเมอร์
amalgam	0.438	0.333	0.510	มัลกัม
amalgamation	0.406	0.470	0.531	การควบรวมกิจการ
amaretto	0.543	0.551	0.375	Amaretto
amass	0.552	0.465	0.465	สะสม
amateur	0.469	0.500	0.409	มือสมัครเล่น
amaze	0.896	0.843	0.783	ตะลึงพรึงเพริด
amazed	0.796	0.779	0.533	ประหลาดใจ
amazedness	0.827	0.872	0.510	ความประหลาดใจ
amazement	0.750	0.800	0.639	ความประหลาดใจ
amazing	0.906	0.837	0.849	อัศจรรย์
amazingly	0.918	0.765	0.920	อย่างน่าอัศจรรย์
ambassador	0.651	0.529	0.917	เอกอัครราชทูต
amber	0.635	0.308	0.369	อำพัน
ambience	0.735	0.356	0.426	บรรยากาศ
ambient	0.625	0.360	0.582	สภาพแวดล้อม
ambiguity	0.164	0.460	0.370	ความคลุมเครือ
ambiguous	0.265	0.462	0.358	คลุมเครือ
ambit	0.479	0.380	0.386	วง
ambition	0.510	0.804	0.661	ความทะเยอทะยาน
ambitious	0.484	0.821	0.717	ทะเยอทะยาน
ambivalent	0.510	0.404	0.482	สับสน
ambrosia	0.571	0.452	0.480	แอมโบรเซีย
ambulance	0.500	0.750	0.609	รถพยาบาล
ambush	0.281	0.830	0.500	ซุ่มโจมตี
ameliorate	0.770	0.548	0.747	ผดุง
amen	0.781	0.182	0.542	อาเมน
amenable	0.448	0.410	0.406	คล้อยตาม
amend	0.688	0.406	0.658	แก้ไข
amendment	0.531	0.459	0.606	การแก้ไข
amends	0.640	0.366	0.517	แก้ไข
amenity	0.750	0.327	0.574	สิ่งอำนวยความสะดวก
amethyst	0.622	0.406	0.517	อเมทิสต์
amiable	0.847	0.290	0.483	เป็นกันเอง
amicable	0.875	0.330	0.507	เป็นกันเอง
amid	0.510	0.340	0.256	ท่ามกลาง
amidst	0.480	0.330	0.316	ท่ามกลาง
amino	0.551	0.402	0.433	อะมิโน
ammo	0.323	0.765	0.621	กระสุน
ammonia	0.292	0.587	0.409	แอมโมเนีย
ammonium	0.354	0.396	0.368	แอมโมเนียม
ammunition	0.338	0.635	0.667	กระสุน
amnesia	0.296	0.330	0.308	ความจำเสื่อม
amnesty	0.551	0.451	0.814	นิรโทษกรรม
amorous	0.844	0.670	0.636	เกี่ยวกับความรัก
amorphous	0.327	0.402	0.349	อสัณฐาน
amortization	0.592	0.491	0.522	ค่าตัดจำหน่าย
amount	0.562	0.422	0.649	จำนวน
amour	0.865	0.480	0.652	ความรัก
amp	0.439	0.393	0.375	แอมป์
ampersand	0.480	0.448	0.483	เครื่องหมายและ
amphetamines	0.133	0.667	0.526	ยาบ้า
amphibian	0.427	0.357	0.474	สัตว์ครึ่งบกครึ่งน้ำ
amphibious	0.479	0.346	0.445	สะเทินน้ำสะเทินบก
amphitheater	0.653	0.480	0.545	อัฒจันทร์
ample	0.744	0.349	0.719	กว้างขวาง
amplification	0.690	0.677	0.810	เครื่องขยายเสียง
amplify	0.677	0.735	0.827	ขยาย
amplitude	0.694	0.439	0.692	แอมพลิจูด
amply	0.781	0.431	0.766	เพียงพอ
amputate	0.092	0.660	0.509	ตัดแขนขา
amputation	0.100	0.755	0.483	การตัดแขนขา
amuck	0.385	0.602	0.321	อาละวาด
amulet	0.781	0.260	0.630	พระเครื่อง
amuse	0.812	0.684	0.664	สนุก
amused	0.942	0.847	0.596	ขบขัน
amusement	0.929	0.837	0.803	ความสนุก
amusing	0.960	0.829	0.632	น่าขบขัน
ana	0.541	0.300	0.314	อนา
anaconda	0.146	0.830	0.540	อนาคอนด้า
anaesthesia	0.350	0.217	0.473	ยาสลบ
anaesthetic	0.449	0.268	0.509	ยาชา
anagram	0.552	0.327	0.449	แอนนาแกรม
anal	0.333	0.798	0.334	ก้น
analgesic	0.417	0.321	0.441	ยาแก้ปวด
analogous	0.531	0.270	0.500	คล้ายคลึง
analogue	0.570	0.320	0.446	อะนาล็อก
analogy	0.510	0.367	0.509	ความคล้ายคลึง
analysis	0.729	0.448	0.705	การวิเคราะห์
analyst	0.604	0.415	0.755	นักวิเคราะห์
analytic	0.665	0.521	0.634	วิเคราะห์
analytical	0.625	0.324	0.800	วิเคราะห์
analyze	0.667	0.462	0.710	วิเคราะห์
analyzer	0.625	0.556	0.854	เครื่องวิเคราะห์
anaphylactic	0.378	0.588	0.500	anaphylactic
anarchism	0.125	0.804	0.623	อนาธิปไตย
anarchist	0.204	0.700	0.759	อนาธิปไตย
anarchy	0.146	0.755	0.620	อนาธิปไตย
anastomosis	0.375	0.470	0.490	anastomosis
anathema	0.286	0.490	0.519	คำสาป
anatomic	0.562	0.442	0.546	กายวิภาค
anatomy	0.562	0.390	0.571	กายวิภาคศาสตร์
ancestor	0.592	0.388	0.594	บรรพบุรุษ
ancestral	0.640	0.481	0.750	บรรพบุรุษ
ancestry	0.708	0.519	0.717	บรรพบุรุษ
anchor	0.520	0.284	0.564	สมอ
anchorage	0.500	0.325	0.639	ทอดสมอ
ancient	0.420	0.217	0.439	โบราณ
ancillary	0.449	0.442	0.278	อุปกรณ์เสริม
androgen	0.255	0.523	0.527	แอนโดรเจน
android	0.663	0.436	0.500	หุ่นยนต์
anecdote	0.583	0.529	0.500	เกร็ดเล็กเกร็ดน้อย
anemia	0.188	0.327	0.310	โรคโลหิตจาง
anemic	0.167	0.279	0.155	โลหิตจาง
anemone	0.552	0.538	0.327	ดอกไม้ทะเล
anesthesia	0.365	0.216	0.394	ยาสลบ
anesthesiologist	0.419	0.224	0.526	วิสัญญีแพทย์
anesthetic	0.350	0.264	0.482	ยาชา
aneurysm	0.115	0.690	0.536	ปากทาง
anew	0.771	0.358	0.385	อีกครั้ง
angel	0.906	0.158	0.704	นางฟ้า
angelic	0.927	0.298	0.668	นางฟ้า
anger	0.167	0.865	0.657	ความโกรธ
angered	0.010	0.860	0.547	โกรธ
angermanagement	0.260	0.632	0.482	การจัดการความโกรธ
angina	0.230	0.630	0.464	โรคหลอดเลือดหัวใจตีบ
angiogram	0.347	0.520	0.465	angiogram
angiography	0.378	0.536	0.520	angiography
angle	0.541	0.330	0.455	มุม
angling	0.625	0.408	0.500	ตกปลา
angora	0.529	0.425	0.405	angora
angriest	0.094	0.892	0.430	โกรธที่สุด
angry	0.122	0.830	0.604	โกรธ
angrytweet	0.265	0.644	0.471	โกรธ
angst	0.167	0.888	0.333	โกรธ
anguish	0.153	0.792	0.265	ความปวดร้าว
anguished	0.135	0.720	0.307	ปวดร้าว
angular	0.449	0.281	0.444	เชิงมุม
anhydrous	0.456	0.365	0.355	ปราศจากน้ำ
animal	0.521	0.510	0.513	สัตว์
animate	0.827	0.755	0.635	เคลื่อนไหว
animated	0.823	0.676	0.538	เคลื่อนไหว
animation	0.888	0.750	0.549	แอนิเมชั่น
animosity	0.510	0.724	0.545	ความเกลียดชัง
animus	0.698	0.676	0.466	ความเกลียดชัง
ankle	0.500	0.274	0.234	ข้อเท้า
anklet	0.410	0.276	0.302	สร้อยข้อเท้า
annals	0.427	0.610	0.424	พงศาวดาร
annex	0.594	0.350	0.458	ภาคผนวก
annexation	0.342	0.500	0.555	การผนวก
annexe	0.584	0.350	0.392	ภาคผนวก
annihilate	0.115	0.918	0.681	ทำลาย
annihilated	0.080	0.760	0.324	ถูกทำลายล้าง
annihilation	0.041	0.800	0.591	การทำลายล้าง
anniversary	0.880	0.770	0.723	วันครบรอบ
annotate	0.592	0.469	0.441	ใส่คำอธิบายประกอบ
annotation	0.604	0.470	0.619	คำอธิบายประกอบ
announce	0.694	0.618	0.611	ประกาศ
announcement	0.729	0.491	0.482	ประกาศ
announcer	0.602	0.570	0.732	ผู้ประกาศข่าว
annoy	0.094	0.765	0.286	รบกวน
annoyance	0.167	0.718	0.342	ความน่ารำคาญ
annoyed	0.104	0.783	0.345	รำคาญ
annoyin	0.260	0.573	0.352	รำคาญ
annoying	0.082	0.853	0.348	น่ารำคาญ
annoys	0.146	0.778	0.435	รำคาญ
annual	0.552	0.236	0.500	ประจำปี
annuity	0.521	0.304	0.527	เงินงวด
annul	0.250	0.448	0.364	ยกเลิก
annular	0.310	0.385	0.412	วงแหวน
annulment	0.153	0.375	0.447	เพิกถอน
annulus	0.458	0.380	0.376	วงแหวน
anointed	0.500	0.368	0.579	เจิม
anointing	0.653	0.350	0.547	เจิม
anomalous	0.281	0.480	0.423	ผิดปกติ
anomaly	0.188	0.538	0.404	ความผิดปกติ
anon	0.479	0.354	0.298	อานนท์
anonymity	0.469	0.255	0.430	การไม่เปิดเผยตัว
anonymous	0.396	0.291	0.431	ไม่ระบุชื่อ
anorexic	0.160	0.618	0.245	อาการเบื่ออาหาร
answer	0.537	0.373	0.661	คำตอบ
answerable	0.708	0.481	0.750	ตอบได้
answering	0.684	0.500	0.607	กำลังตอบ
ant	0.448	0.216	0.216	มด
antagonism	0.224	0.618	0.524	ความเป็นปรปักษ์
antagonist	0.240	0.615	0.700	ศัตรู
antagonistic	0.296	0.604	0.565	เป็นปฏิปักษ์
antagonize	0.143	0.663	0.629	เป็นปฏิปักษ์
ante	0.448	0.320	0.417	ก่อน
antecedent	0.427	0.551	0.566	มาก่อน
antelope	0.542	0.510	0.500	ละมั่ง
antenna	0.521	0.327	0.358	เสาอากาศ
anterior	0.510	0.245	0.362	ข้างหน้า
anthem	0.780	0.343	0.729	เพลงชาติ
anthill	0.327	0.578	0.377	จอมปลวก
anthology	0.338	0.406	0.537	กวีนิพนธ์
anthrax	0.188	0.730	0.500	โรคแอนแทรกซ์
anthropological	0.367	0.390	0.490	มานุษยวิทยา
anthropologist	0.551	0.385	0.725	นักมานุษยวิทยา
anthropology	0.490	0.367	0.582	มานุษยวิทยา
anti	0.365	0.412	0.384	ต่อต้าน
antiaircraft	0.330	0.622	0.629	ต่อต้านอากาศยาน
antibiotic	0.510	0.373	0.658	ยาปฏิชีวนะ
antibiotics	0.448	0.406	0.557	ยาปฏิชีวนะ
antichrist	0.082	0.837	0.544	มาร
anticipate	0.622	0.469	0.667	คาดหวัง
anticipation	0.698	0.539	0.711	ความคาดหวัง
anticipatory	0.653	0.551	0.682	คาดการณ์ล่วงหน้า
antics	0.448	0.740	0.236	การแสดงตลก
antidote	0.541	0.490	0.629	ยาแก้พิษ
antifungal	0.408	0.412	0.441	เชื้อรา
antigravity	0.430	0.714	0.658	ต้านแรงโน้มถ่วง
antimony	0.378	0.398	0.490	พลวง
antipathy	0.198	0.549	0.393	ความเกลียดชัง
antiquarian	0.500	0.233	0.426	โบราณวัตถุ
antiquated	0.420	0.392	0.236	โบราณ
antique	0.634	0.290	0.518	โบราณ
antiques	0.540	0.370	0.595	ของเก่า
antiquity	0.385	0.333	0.556	สมัยโบราณ
antiseptic	0.438	0.370	0.623	น้ำยาฆ่าเชื้อ
antisocial	0.146	0.686	0.391	ต่อต้านสังคม
antithesis	0.396	0.412	0.536	สิ่งที่ตรงกันข้าม
antithetical	0.271	0.509	0.358	ตรงกันข้าม
antiviral	0.459	0.470	0.549	ยาต้านไวรัส
antler	0.448	0.470	0.500	เขากวาง
antsy	0.449	0.558	0.417	ขี้โมโห
anus	0.347	0.644	0.350	ทวารหนัก
anvil	0.380	0.510	0.604	ทั่ง
anxiety	0.146	0.865	0.342	ความวิตกกังวล
anxietyattack	0.150	0.925	0.446	ความวิตกกังวล
anxious	0.281	0.875	0.434	กังวล
anxiousness	0.235	0.814	0.282	ความวิตกกังวล
anytime	0.625	0.461	0.436	ทุกเวลา
aorta	0.448	0.510	0.542	หลอดเลือดแดงใหญ่
aortic	0.436	0.540	0.438	หลอดเลือด
apace	0.536	0.500	0.536	apace
apache	0.687	0.469	0.500	apache
apartment	0.719	0.393	0.580	อพาร์ทเม้น
apartments	0.704	0.337	0.443	อพาร์ตเมนต์
apathetic	0.188	0.292	0.333	ไม่แยแส
apathy	0.184	0.212	0.204	ไม่แยแส
ape	0.548	0.389	0.336	ลิง
aperture	0.612	0.450	0.667	รูรับแสง
apex	0.570	0.433	0.418	ยอด
aphid	0.388	0.473	0.407	เพลี้ย
aphrodisiac	0.750	0.846	0.667	ยาโป๊
apiece	0.439	0.259	0.383	คนละคน
aplomb	0.500	0.509	0.582	ความมั่นใจในตนเอง
apocalypse	0.050	0.867	0.736	คัมภีร์ของศาสนาคริสต์
apocalyptic	0.173	0.880	0.750	สันทราย
apologetic	0.479	0.461	0.571	ขอโทษ
apologist	0.406	0.429	0.526	ขอโทษ
apologize	0.551	0.378	0.389	ขอโทษ
apology	0.571	0.346	0.402	ขอโทษ
apostasy	0.388	0.520	0.517	การละทิ้งความเชื่อ
apostate	0.342	0.500	0.528	ละทิ้งความเชื่อ
apostle	0.646	0.347	0.732	อัครสาวก
apostolic	0.592	0.300	0.717	อัครสาวก
apostrophe	0.469	0.368	0.537	อะพอสทรอฟี
apothecary	0.561	0.328	0.529	เภสัชกร
appalled	0.194	0.792	0.562	ตกใจ
appalling	0.160	0.827	0.415	น่ากลัว
apparatus	0.375	0.353	0.377	อุปกรณ์
apparel	0.698	0.435	0.453	เครื่องแต่งกาย
apparent	0.473	0.383	0.398	ชัดเจน
apparently	0.531	0.410	0.426	เห็นได้ชัดว่า
apparition	0.406	0.573	0.636	การประจักษ์
appeal	0.663	0.598	0.558	อุทธรณ์
appear	0.735	0.506	0.567	ปรากฏ
appearance	0.669	0.490	0.534	รูปร่าง
appease	0.633	0.278	0.434	เอาใจ
appellant	0.327	0.588	0.568	ผู้อุทธรณ์
append	0.573	0.464	0.453	ผนวก
appendage	0.229	0.382	0.438	ภาคผนวก
appendectomy	0.177	0.670	0.554	การผ่าตัดไส้ติ่ง
appendicitis	0.031	0.640	0.347	ไส้ติ่งอักเสบ
appendix	0.365	0.387	0.425	ภาคผนวก
appetite	0.704	0.637	0.581	ความอยากอาหาร
appetizer	0.755	0.560	0.406	อาหารเรียกน้ำย่อย
appetizing	0.806	0.657	0.688	น่ารับประทาน
applaud	0.865	0.824	0.464	ปรบมือ
applause	0.953	0.857	0.621	เสียงปรบมือ
apple	0.811	0.300	0.264	แอปเปิ้ล
apple juice	0.765	0.204	0.294	น้ำแอปเปิ้ล
applejack	0.604	0.431	0.473	applejack
applesauce	0.750	0.167	0.291	ซอสแอปเปิ้ล
appliance	0.582	0.453	0.538	เครื่องใช้
appliances	0.594	0.394	0.567	เครื่องใช้ไฟฟ้า
applicability	0.677	0.490	0.741	การบังคับใช้
applicable	0.469	0.430	0.667	ใช้ได้
applicant	0.612	0.558	0.688	ผู้สมัคร
application	0.646	0.445	0.726	แอปพลิเคชัน
apply	0.612	0.321	0.667	นำมาใช้
appoint	0.565	0.330	0.509	แต่งตั้ง
appointment	0.688	0.594	0.547	การนัดหมาย
appointments	0.745	0.677	0.625	นัดหมาย
apportion	0.677	0.490	0.638	ส่วนแบ่ง
apportionment	0.552	0.481	0.453	การแบ่งส่วน
appraisal	0.417	0.667	0.682	การประเมินค่า
appraise	0.677	0.490	0.696	ประเมินค่า
appreciable	0.873	0.491	0.778	มีค่า
appreciate	0.885	0.422	0.741	ชื่นชม
