English Word	Valence	Arousal	Dominance	Lithuanian Word
anagram	0.552	0.327	0.449	anagrama
anal	0.333	0.798	0.334	analinis
analgesic	0.417	0.321	0.441	analgetikas
analogous	0.531	0.270	0.500	analogiškas
analogue	0.570	0.320	0.446	analogas
analogy	0.510	0.367	0.509	analogija
analysis	0.729	0.448	0.705	analizė
analyst	0.604	0.415	0.755	analitikas
analytic	0.665	0.521	0.634	analitinis
analytical	0.625	0.324	0.800	analitinis
analyze	0.667	0.462	0.710	analizuoti
analyzer	0.625	0.556	0.854	analizatorius
anaphylactic	0.378	0.588	0.500	anafilaksinis
anarchism	0.125	0.804	0.623	anarchizmas
anarchist	0.204	0.700	0.759	anarchistas
anarchy	0.146	0.755	0.620	anarchija
anastomosis	0.375	0.470	0.490	anastomozė
anathema	0.286	0.490	0.519	anatema
anatomic	0.562	0.442	0.546	anatominės
anatomy	0.562	0.390	0.571	anatomija
ancestor	0.592	0.388	0.594	protėvis
ancestral	0.640	0.481	0.750	protėvių
ancestry	0.708	0.519	0.717	protėviai
anchor	0.520	0.284	0.564	inkaras
anchorage	0.500	0.325	0.639	inkaravimo vieta
ancient	0.420	0.217	0.439	senovės
ancillary	0.449	0.442	0.278	pagalbinis
androgen	0.255	0.523	0.527	androgenų
android	0.663	0.436	0.500	Android
anecdote	0.583	0.529	0.500	anekdotas
anemia	0.188	0.327	0.310	anemija
anemic	0.167	0.279	0.155	anemija
anemone	0.552	0.538	0.327	anemonas
anesthesia	0.365	0.216	0.394	anestezija
anesthesiologist	0.419	0.224	0.526	anesteziologas
anesthetic	0.350	0.264	0.482	anestetikas
aneurysm	0.115	0.690	0.536	aneurizma
anew	0.771	0.358	0.385	iš naujo
angel	0.906	0.158	0.704	angelas
angelic	0.927	0.298	0.668	angeliškas
anger	0.167	0.865	0.657	pyktis
angered	0.010	0.860	0.547	supykęs
angermanagement	0.260	0.632	0.482	pykčio valdymas
angina	0.230	0.630	0.464	krūtinės angina
angiogram	0.347	0.520	0.465	angiograma
angiography	0.378	0.536	0.520	angiografija
angle	0.541	0.330	0.455	kampu
angling	0.625	0.408	0.500	meškeriojimas
angora	0.529	0.425	0.405	angora
angriest	0.094	0.892	0.430	piktiausias
angry	0.122	0.830	0.604	piktas
angrytweet	0.265	0.644	0.471	piktas Twitter
angst	0.167	0.888	0.333	nerimas
anguish	0.153	0.792	0.265	kančia
anguished	0.135	0.720	0.307	skausmingas
angular	0.449	0.281	0.444	kampinis
anhydrous	0.456	0.365	0.355	bevandenis
animal	0.521	0.510	0.513	gyvūnas
animate	0.827	0.755	0.635	pagyvinti
animated	0.823	0.676	0.538	animacinis
animation	0.888	0.750	0.549	animacija
animosity	0.510	0.724	0.545	priešiškumas
animus	0.698	0.676	0.466	animus
ankle	0.500	0.274	0.234	kulkšnis
anklet	0.410	0.276	0.302	kulkšnis
annals	0.427	0.610	0.424	metraščiai
annex	0.594	0.350	0.458	priedą
annexation	0.342	0.500	0.555	aneksija
annexe	0.584	0.350	0.392	priedas
annihilate	0.115	0.918	0.681	sunaikinti
annihilated	0.080	0.760	0.324	sunaikinta
annihilation	0.041	0.800	0.591	susinaikinimas
anniversary	0.880	0.770	0.723	jubiliejus
annotate	0.592	0.469	0.441	anotuoti
annotation	0.604	0.470	0.619	anotacija
announce	0.694	0.618	0.611	paskelbti
announcement	0.729	0.491	0.482	skelbimas
announcer	0.602	0.570	0.732	diktorius
annoy	0.094	0.765	0.286	erzinti
annoyance	0.167	0.718	0.342	susierzinimas
annoyed	0.104	0.783	0.345	susierzinęs
annoyin	0.260	0.573	0.352	erzina
annoying	0.082	0.853	0.348	erzina
annoys	0.146	0.778	0.435	erzina
annual	0.552	0.236	0.500	metinis
annuity	0.521	0.304	0.527	anuitetas
annul	0.250	0.448	0.364	panaikinti
annular	0.310	0.385	0.412	žiedinis
annulment	0.153	0.375	0.447	panaikinimo
annulus	0.458	0.380	0.376	žiedinis
anointed	0.500	0.368	0.579	pateptas
anointing	0.653	0.350	0.547	patepimas
anomalous	0.281	0.480	0.423	anomalija
anomaly	0.188	0.538	0.404	anomalija
anon	0.479	0.354	0.298	anon
anonymity	0.469	0.255	0.430	anonimiškumas
anonymous	0.396	0.291	0.431	Anoniminis
anorexic	0.160	0.618	0.245	anoreksikas
answer	0.537	0.373	0.661	atsakyti
answerable	0.708	0.481	0.750	atsakyti
answering	0.684	0.500	0.607	atsakydamas
ant	0.448	0.216	0.216	ant
antagonism	0.224	0.618	0.524	antagonizmas
antagonist	0.240	0.615	0.700	antagonistas
antagonistic	0.296	0.604	0.565	antagonistinis
antagonize	0.143	0.663	0.629	priešintis
ante	0.448	0.320	0.417	ante
antecedent	0.427	0.551	0.566	pirmtakas
antelope	0.542	0.510	0.500	antilopė
antenna	0.521	0.327	0.358	antena
anterior	0.510	0.245	0.362	priekinis
anthem	0.780	0.343	0.729	himnas
anthill	0.327	0.578	0.377	skruzdėlynas
anthology	0.338	0.406	0.537	antologija
anthrax	0.188	0.730	0.500	juodligė
anthropological	0.367	0.390	0.490	antropologinis
anthropologist	0.551	0.385	0.725	antropologas
anthropology	0.490	0.367	0.582	antropologija
anti	0.365	0.412	0.384	anti
antiaircraft	0.330	0.622	0.629	priešlėktuviniai
antibiotic	0.510	0.373	0.658	antibiotikas
antibiotics	0.448	0.406	0.557	antibiotikai
antichrist	0.082	0.837	0.544	antikristas
anticipate	0.622	0.469	0.667	numatyti
anticipation	0.698	0.539	0.711	numatymas
anticipatory	0.653	0.551	0.682	numatantis
antics	0.448	0.740	0.236	išdaigos
antidote	0.541	0.490	0.629	priešnuodis
antifungal	0.408	0.412	0.441	priešgrybelinis
antigravity	0.430	0.714	0.658	antigravitacija
antimony	0.378	0.398	0.490	stibis
antipathy	0.198	0.549	0.393	antipatija
antiquarian	0.500	0.233	0.426	antikvaras
antiquated	0.420	0.392	0.236	pasenęs
antique	0.634	0.290	0.518	Senovinis
antiques	0.540	0.370	0.595	antikvariniai daiktai
antiquity	0.385	0.333	0.556	senovės
antiseptic	0.438	0.370	0.623	antiseptikas
antisocial	0.146	0.686	0.391	asocialus
antithesis	0.396	0.412	0.536	antitezė
antithetical	0.271	0.509	0.358	antitezinis
antiviral	0.459	0.470	0.549	antivirusinis
antler	0.448	0.470	0.500	ragas
antsy	0.449	0.558	0.417	ansy
anus	0.347	0.644	0.350	išangė
anvil	0.380	0.510	0.604	priekalas
anxiety	0.146	0.865	0.342	nerimas
anxietyattack	0.150	0.925	0.446	nerimo priepuolis
anxious	0.281	0.875	0.434	nerimastingas
anxiousness	0.235	0.814	0.282	nerimastingumas
anytime	0.625	0.461	0.436	bet kada
aorta	0.448	0.510	0.542	aorta
aortic	0.436	0.540	0.438	aortos
apace	0.536	0.500	0.536	sparčiai
apache	0.687	0.469	0.500	apache
apartment	0.719	0.393	0.580	butas
apartments	0.704	0.337	0.443	butai
apathetic	0.188	0.292	0.333	apatiškas
apathy	0.184	0.212	0.204	apatija
ape	0.548	0.389	0.336	beždžionė
aperture	0.612	0.450	0.667	diafragma
apex	0.570	0.433	0.418	viršūnė
aphid	0.388	0.473	0.407	amaras
aphrodisiac	0.750	0.846	0.667	afrodiziakas
apiece	0.439	0.259	0.383	gabalas
aplomb	0.500	0.509	0.582	aplomb
apocalypse	0.050	0.867	0.736	apokalipsė
apocalyptic	0.173	0.880	0.750	apokaliptinė
apologetic	0.479	0.461	0.571	atsiprašome
apologist	0.406	0.429	0.526	atsiprašymas
apologize	0.551	0.378	0.389	atsiprašyti
apology	0.571	0.346	0.402	atsiprašymas
apostasy	0.388	0.520	0.517	apostazė
apostate	0.342	0.500	0.528	atsimetėlis
apostle	0.646	0.347	0.732	apaštalas
apostolic	0.592	0.300	0.717	apaštališkoji
apostrophe	0.469	0.368	0.537	apostrofas
apothecary	0.561	0.328	0.529	vaistininkas
appalled	0.194	0.792	0.562	pasibaisėjęs
appalling	0.160	0.827	0.415	pasibaisėtinas
apparatus	0.375	0.353	0.377	aparatai
apparel	0.698	0.435	0.453	drabužiai
apparent	0.473	0.383	0.398	akivaizdus
apparently	0.531	0.410	0.426	matyt
apparition	0.406	0.573	0.636	apsireiškimas
appeal	0.663	0.598	0.558	apeliacija
appear	0.735	0.506	0.567	pasirodyti
appearance	0.669	0.490	0.534	išvaizda
appease	0.633	0.278	0.434	nuraminti
appellant	0.327	0.588	0.568	apeliantas
append	0.573	0.464	0.453	pridėti
appendage	0.229	0.382	0.438	priedas
appendectomy	0.177	0.670	0.554	apendektomija
appendicitis	0.031	0.640	0.347	apendicitas
appendix	0.365	0.387	0.425	priedas
appetite	0.704	0.637	0.581	apetitas
appetizer	0.755	0.560	0.406	užkandis
appetizing	0.806	0.657	0.688	apetitą keliantis
applaud	0.865	0.824	0.464	ploti
applause	0.953	0.857	0.621	plojimai
apple	0.811	0.300	0.264	obuolys
apple juice	0.765	0.204	0.294	obuolių sultys
applejack	0.604	0.431	0.473	applejack
applesauce	0.750	0.167	0.291	obuolių padažas
appliance	0.582	0.453	0.538	prietaisas
appliances	0.594	0.394	0.567	prietaisai
applicability	0.677	0.490	0.741	pritaikomumas
applicable	0.469	0.430	0.667	taikomi
applicant	0.612	0.558	0.688	pareiškėjas
application	0.646	0.445	0.726	taikymas
apply	0.612	0.321	0.667	taikyti
appoint	0.565	0.330	0.509	paskirti
appointment	0.688	0.594	0.547	paskyrimas
appointments	0.745	0.677	0.625	susitikimų
apportion	0.677	0.490	0.638	paskirstymas
apportionment	0.552	0.481	0.453	paskirstymas
appraisal	0.417	0.667	0.682	įvertinimas
appraise	0.677	0.490	0.696	įvertinti
appreciable	0.873	0.491	0.778	dėkingas
appreciate	0.885	0.422	0.741	vertinu
appreciated	0.910	0.434	0.779	vertinamas
appreciates	0.765	0.500	0.656	vertina
appreciation	0.917	0.529	0.588	įvertinimas
appreciative	0.857	0.380	0.654	dėkingas
apprehend	0.521	0.624	0.696	sulaikyti
apprehension	0.385	0.720	0.454	susirūpinimas
apprehensive	0.406	0.592	0.431	susirūpinęs
apprentice	0.615	0.413	0.452	mokinys
apprenticeship	0.812	0.482	0.643	pameistrystė
approach	0.612	0.392	0.610	metodas
approaching	0.740	0.557	0.491	artėjant
approbate	0.646	0.590	0.860	aprobuoti
approbation	0.792	0.529	0.774	aprobacija
appropriate	0.833	0.368	0.759	tinkamas
appropriation	0.510	0.632	0.717	pasisavinimas
approval	0.854	0.460	0.889	patvirtinimas
approve	0.875	0.548	0.741	patvirtinti
approved	0.833	0.349	0.698	patvirtino
approvement	0.880	0.625	0.780	pritarimo
approving	0.917	0.583	0.773	pritariant
approximate	0.551	0.560	0.520	apytikslis
approximately	0.622	0.396	0.538	maždaug
approximating	0.583	0.615	0.471	apytikslis
approximation	0.582	0.402	0.593	aproksimacija
appurtenances	0.573	0.412	0.547	priklausiniai
apricot	0.708	0.320	0.278	abrikosas
apron	0.582	0.208	0.245	prijuostė
apt	0.582	0.418	0.382	apt
aptitude	0.750	0.471	0.746	gabumai
aqua	0.656	0.292	0.359	aqua
aquamarine	0.729	0.306	0.413	akvamarinas
aquarium	0.663	0.327	0.393	akvariumas
aquatic	0.677	0.510	0.463	vandens
aqueduct	0.551	0.411	0.534	Akvedukas
aqueous	0.429	0.270	0.310	vandeninis
arable	0.510	0.350	0.465	ariamas
arbiter	0.561	0.537	0.814	arbitras
arbitrary	0.281	0.702	0.686	savavališkas
arbitrate	0.470	0.620	0.682	arbitražas
arbitration	0.587	0.602	0.670	arbitražas
arbitrator	0.385	0.448	0.795	arbitras
arbor	0.583	0.490	0.591	pavėsinė
arc	0.552	0.388	0.396	lankas
arcade	0.676	0.521	0.502	arkada
arcane	0.500	0.490	0.637	paslaptingas
arch	0.500	0.354	0.468	arka
archaeological	0.740	0.441	0.660	archeologiniai
archaeologist	0.552	0.451	0.706	archeologas
archaeology	0.596	0.358	0.691	archeologija
archaic	0.271	0.327	0.332	archajiškas
archangel	0.837	0.500	0.708	arkangelas
archbishop	0.622	0.280	0.776	arkivyskupas
archdiocese	0.400	0.321	0.704	arkivyskupija
archduke	0.458	0.413	0.634	erchercogas
arched	0.582	0.403	0.398	išlenktas
archer	0.573	0.622	0.661	lankininkas
archery	0.594	0.604	0.589	šaudymas iš lanko
archetype	0.448	0.520	0.569	archetipas
archipelago	0.745	0.370	0.592	archipelagas
architect	0.776	0.442	0.836	architektas
architectural	0.729	0.390	0.670	architektūrinis
architecture	0.820	0.390	0.694	architektūra
archive	0.438	0.294	0.527	archyvas
arctic	0.615	0.352	0.546	arktinė
ardent	0.694	0.873	0.722	aršus
ardor	0.500	0.780	0.538	užsidegimas
arduous	0.344	0.783	0.605	varginantis
area	0.490	0.306	0.464	plotas
arena	0.510	0.235	0.404	arena
areola	0.417	0.396	0.381	areola
areyoukidding	0.429	0.633	0.400	ar tu juokauji
areyoukiddingme	0.365	0.635	0.375	ar tu juokauji
argent	0.594	0.418	0.472	argentiškas
argh	0.260	0.538	0.328	argh
arghh	0.292	0.536	0.397	arghh
arghhhh	0.250	0.618	0.324	arghhhh
argue	0.093	0.798	0.525	ginčytis
argument	0.510	0.464	0.698	argumentas
argumentation	0.479	0.549	0.760	argumentacija
argumentative	0.450	0.531	0.679	argumentuotas
arguments	0.541	0.602	0.657	argumentai
arid	0.323	0.333	0.379	sausringas
arise	0.750	0.582	0.725	kilti
aristocracy	0.688	0.549	0.842	aristokratija
aristocrat	0.583	0.413	0.811	aristokratas
aristocratic	0.449	0.519	0.676	aristokratiškas
arithmetic	0.453	0.460	0.634	aritmetika
ark	0.396	0.427	0.543	arka
arm	0.552	0.285	0.469	ranka
armada	0.408	0.740	0.868	armada
armament	0.198	0.764	0.810	ginkluotė
armaments	0.192	0.839	0.830	ginkluotę
armature	0.510	0.558	0.755	armatūra
armchair	0.646	0.164	0.339	fotelis
armed	0.188	0.750	0.808	ginkluotas
armor	0.469	0.625	0.784	šarvai
armored	0.469	0.509	0.861	šarvuoti
armory	0.448	0.663	0.800	ginkluotė
armpit	0.283	0.439	0.250	pažastis
arms	0.464	0.395	0.483	rankos
army	0.417	0.759	0.902	kariuomenė
aroma	0.823	0.235	0.442	aromatas
aromatherapy	0.847	0.220	0.473	aromaterapija
arousal	0.791	0.943	0.731	susijaudinimas
arouse	0.740	0.491	0.580	sužadinti
aroused	0.708	0.952	0.667	susijaudinęs
arraignment	0.406	0.837	0.534	apkaltinimas
arrange	0.740	0.490	0.571	sutvarkyti
arranged	0.698	0.531	0.728	sutvarkyta
arrangement	0.625	0.382	0.683	išdėstymas
array	0.521	0.396	0.568	masyvas
arrears	0.286	0.485	0.302	įsiskolinimų
arrest	0.146	0.951	0.500	areštas
arrhythmia	0.265	0.706	0.356	aritmija
arrival	0.678	0.510	0.474	atvykimas
arrive	0.837	0.406	0.585	atvykti
arrogance	0.143	0.750	0.620	arogancija
arrogant	0.115	0.755	0.580	arogantiškas
arrow	0.439	0.390	0.454	rodyklė
arsehole	0.276	0.598	0.433	arse
arseholes	0.188	0.545	0.351	arse
arsenal	0.365	0.741	0.752	arsenalas
arsenic	0.281	0.472	0.447	arseno
arson	0.133	0.904	0.567	padegimas
arsonist	0.348	0.840	0.500	padegėjas
art	0.812	0.360	0.603	str
arterial	0.396	0.510	0.583	arterijų
artery	0.396	0.580	0.537	arterija
artful	0.771	0.608	0.778	meniškas
arthritis	0.110	0.518	0.345	artritas
arthropod	0.344	0.464	0.434	nariuotakojų
artichoke	0.583	0.218	0.287	artišokas
article	0.594	0.280	0.481	straipsnis
articles	0.552	0.324	0.565	straipsniai
articulate	0.677	0.462	0.618	artikuliuoti
articulation	0.479	0.480	0.591	artikuliacija
artifact	0.510	0.500	0.566	artefaktas
artifice	0.316	0.696	0.482	dirbtinumas
artificial	0.306	0.385	0.351	dirbtinis
artillery	0.350	0.912	0.794	artilerijos
artisan	0.781	0.330	0.411	amatininkas
artist	0.802	0.442	0.732	menininkas
artiste	0.844	0.512	0.565	artiste
artistic	0.802	0.646	0.632	meninis
artistry	0.823	0.346	0.769	meniškumas
artists	0.796	0.667	0.741	menininkai
artwork	0.896	0.368	0.679	meno kūrinys
arty	0.490	0.422	0.388	meniškas
asap	0.571	0.500	0.552	kaip galima greičiau
asbestos	0.357	0.481	0.464	asbesto
ascend	0.830	0.620	0.812	pakilti
ascendancy	0.724	0.625	0.700	viršenybė
ascendant	0.656	0.673	0.821	kylantis
ascending	0.826	0.644	0.777	kylantis
ascension	0.765	0.720	0.714	kilimas
ascent	0.755	0.627	0.833	pakilimas
ascertain	0.560	0.530	0.625	išsiaiškinti
ascertained	0.531	0.529	0.616	nustatyta
ascetic	0.438	0.375	0.472	asketiškas
ash	0.260	0.210	0.207	pelenai
ashamed	0.156	0.588	0.228	gėdijantis
ashes	0.327	0.279	0.142	pelenai
ashtray	0.406	0.382	0.265	peleninė
asinine	0.429	0.472	0.433	asininė
ask	0.531	0.440	0.459	paklausti
asleeep	0.490	0.210	0.322	užmigęs
asleep	0.604	0.100	0.270	miega
asp	0.438	0.489	0.375	asp
asparagus	0.469	0.317	0.264	šparagai
aspartame	0.469	0.480	0.322	aspartamas
aspect	0.479	0.469	0.588	aspektas
aspects	0.439	0.480	0.565	aspektus
aspen	0.479	0.280	0.395	drebulės
asphalt	0.479	0.264	0.439	asfaltas
asphyxia	0.198	0.704	0.311	asfiksija
asphyxiation	0.059	0.745	0.412	asfiksija
aspiration	0.704	0.724	0.675	siekis
aspire	0.812	0.469	0.722	siekti
aspirin	0.479	0.271	0.422	aspirinas
aspiring	0.844	0.582	0.604	siekiantis
ass	0.323	0.750	0.345	asilas
assail	0.378	0.510	0.500	puolimas
assailant	0.184	0.868	0.602	užpuolikas
assassin	0.073	0.933	0.632	žudikas
assassinate	0.051	0.969	0.722	nužudyti
assassination	0.083	0.941	0.525	žmogžudystė
assault	0.167	0.848	0.550	užpuolimas
assay	0.633	0.559	0.594	tyrimas
assemblage	0.429	0.452	0.600	surinkimas
assemble	0.542	0.570	0.750	surinkti
assembled	0.663	0.450	0.644	surinkti
assembly	0.698	0.500	0.640	surinkimas
assemblyman	0.430	0.538	0.760	surinkėjas
assent	0.615	0.515	0.719	pritarimas
assert	0.750	0.619	0.809	tvirtinti
asserting	0.694	0.531	0.736	teigdamas
assertion	0.740	0.442	0.750	tvirtinimas
assertive	0.719	0.412	0.770	ryžtingas
assess	0.698	0.500	0.623	įvertinti
assessment	0.750	0.623	0.658	įvertinimas
assessor	0.551	0.538	0.764	vertintojas
asset	0.797	0.765	0.788	turtas
assets	0.667	0.613	0.765	turto
asshole	0.133	0.582	0.263	asile
assign	0.622	0.417	0.709	priskirti
assignee	0.510	0.462	0.510	perėmėjas
assignment	0.483	0.398	0.745	paskyrimas
assimilate	0.559	0.391	0.683	asimiliuoti
assimilation	0.429	0.378	0.463	asimiliacija
assist	0.833	0.435	0.629	padėti
assistance	0.656	0.519	0.633	pagalba
assistant	0.625	0.390	0.536	asistentas
associate	0.812	0.409	0.625	bendradarbis
association	0.745	0.500	0.817	asociacija
assorted	0.602	0.460	0.472	Įvairūs
assortment	0.694	0.360	0.526	asortimentas
assuage	0.745	0.255	0.500	numalšinti
assume	0.698	0.401	0.464	manyti
assumed	0.612	0.247	0.454	manoma
assuming	0.740	0.390	0.526	darant prielaidą
assumption	0.479	0.431	0.417	prielaida
assurance	0.675	0.442	0.704	užtikrinimas
assure	0.910	0.460	0.839	užtikrinti
assured	0.878	0.327	0.754	patikino
assuredly	0.786	0.396	0.833	užtikrintai
asterisk	0.541	0.288	0.273	žvaigždute
asteroid	0.430	0.721	0.623	asteroidas
asteroids	0.361	0.694	0.712	asteroidai
asthma	0.198	0.549	0.227	astma
asthmatic	0.229	0.706	0.294	astma
astigmatism	0.214	0.490	0.429	astigmatizmas
astonish	0.786	0.845	0.658	nustebinti
astonished	0.510	0.775	0.574	apstulbintas
astonishing	0.844	0.802	0.821	stebinantis
astonishingly	0.827	0.898	0.773	stulbinamai
astonishment	0.680	0.718	0.519	nuostaba
astound	0.729	0.675	0.474	stebina
astral	0.604	0.417	0.567	astralinis
astray	0.098	0.676	0.308	paklydęs
astringent	0.316	0.500	0.474	sutraukiantis
astrologer	0.594	0.519	0.673	astrologas
astrology	0.635	0.340	0.500	astrologija
astronaut	0.792	0.601	0.761	astronautas
astronomer	0.750	0.509	0.735	astronomas
astronomical	0.600	0.632	0.726	astronominis
astronomy	0.613	0.474	0.722	astronomija
astute	0.776	0.658	0.827	įžvalgus
asunder	0.208	0.442	0.259	atskirti
asylum	0.407	0.330	0.445	prieglobstį
asymmetric	0.580	0.343	0.465	asimetrinis
asymmetry	0.476	0.373	0.527	asimetrija
asymptotic	0.479	0.451	0.472	asimptotinis
atelier	0.490	0.330	0.705	ateljė
atheism	0.276	0.460	0.481	Ateizmas
atheistic	0.373	0.481	0.466	ateistinis
atherosclerosis	0.250	0.480	0.343	aterosklerozė
athlete	0.781	0.718	0.686	sportininkas
athletic	0.857	0.798	0.708	Atletiškas
athleticism	0.750	0.863	0.778	atletiškumas
athletics	0.831	0.691	0.740	lengvoji atletika
atlas	0.531	0.306	0.554	atlasas
atmosphere	0.604	0.300	0.560	atmosfera
atmospheric	0.531	0.420	0.594	atmosferos
atoll	0.480	0.408	0.472	atolas
atom	0.510	0.500	0.433	atomas
atomic	0.327	0.817	0.713	atominis
atone	0.418	0.673	0.411	išpirkti
atonement	0.550	0.602	0.683	atpirkimas
atpeace	0.724	0.298	0.519	taikoje
atrium	0.469	0.365	0.473	atriumas
atrocious	0.073	0.811	0.445	žiaurus
atrocity	0.115	0.844	0.593	žiaurumas
atrophy	0.177	0.540	0.208	atrofija
attach	0.520	0.363	0.559	prikabinti
attached	0.562	0.350	0.439	pridedamas
attachment	0.570	0.343	0.500	priedą
attack	0.286	0.948	0.670	puolimas
attacker	0.185	0.962	0.629	užpuolikas
attacking	0.276	0.837	0.642	puola
attain	0.806	0.510	0.719	pasiekti
attainable	0.760	0.500	0.759	pasiekiamas
attainment	0.830	0.520	0.940	pasiekimas
attempt	0.625	0.491	0.431	bandymas
attempted	0.594	0.580	0.567	bandė
attend	0.650	0.420	0.625	dalyvauti
attendance	0.812	0.500	0.592	lankomumas
attendant	0.580	0.365	0.519	palydovas
attention	0.740	0.599	0.774	dėmesį
attentionseeker	0.367	0.745	0.457	dėmesio ieškotojas
attentionseekers	0.531	0.673	0.500	dėmesio ieškantys asmenys
attentive	0.812	0.520	0.724	dėmesingas
attenuate	0.408	0.302	0.429	susilpninti
attenuated	0.449	0.280	0.298	susilpnintas
attenuation	0.458	0.363	0.464	slopinimas
attest	0.439	0.710	0.685	liudija
attestation	0.234	0.635	0.500	atestacija
attic	0.521	0.259	0.377	mansarda
attire	0.742	0.388	0.483	apranga
attitude	0.760	0.644	0.861	požiūris
attorney	0.600	0.594	0.754	advokatas
attract	0.796	0.663	0.769	pritraukti
attraction	0.906	0.774	0.712	patrauklumas
attractive	0.906	0.630	0.769	patrauklus
attractiveness	0.938	0.667	0.755	patrauklumą
attributable	0.704	0.430	0.527	priskirtinas
attribute	0.781	0.439	0.795	atributas
attribution	0.646	0.467	0.658	priskyrimas
attrition	0.229	0.540	0.259	nusidėvėjimas
auburn	0.510	0.240	0.411	kaštoninis
auction	0.594	0.702	0.519	aukcione
auctioneer	0.542	0.732	0.716	aukciono vedėjas
audacious	0.740	0.875	0.825	įžūlus
audacity	0.760	0.755	0.916	įžūlumo
audible	0.673	0.370	0.462	girdimas
audience	0.698	0.610	0.613	auditoriją
audio	0.709	0.425	0.370	garso
audit	0.375	0.562	0.735	auditas
audition	0.750	0.685	0.615	perklausa
auditions	0.740	0.765	0.596	perklausos
auditor	0.582	0.571	0.726	auditorius
auditorium	0.529	0.490	0.538	auditorija
auditory	0.531	0.481	0.570	klausos
aught	0.418	0.135	0.217	vis
augment	0.650	0.683	0.645	padidinti
augmentation	0.714	0.613	0.850	padidinimas
august	0.652	0.292	0.462	Rugpjūtis
aunt	0.667	0.291	0.420	teta
auntie	0.643	0.275	0.447	teta
aura	0.760	0.333	0.500	aura
aurora	0.817	0.306	0.537	aurora
auspices	0.542	0.500	0.634	globoja
auspicious	0.562	0.635	0.669	palankus
austere	0.500	0.390	0.422	griežtas
austerity	0.438	0.406	0.534	griežtumas
authentic	0.885	0.510	0.782	autentiškas
authenticate	0.833	0.480	0.789	autentifikuoti
authentication	0.724	0.491	0.750	autentifikavimas
authenticity	0.670	0.548	0.845	autentiškumas
author	0.775	0.343	0.749	autorius
authoritative	0.636	0.520	0.890	autoritetingas
authority	0.592	0.592	0.934	institucija
authorization	0.521	0.567	0.817	įgaliojimas
authorize	0.772	0.596	0.821	įgalioti
authorized	0.760	0.458	0.815	įgaliotas
authorship	0.667	0.635	0.773	autorystė
