English Word	Valence	Arousal	Dominance	Esperanto Word
androgen	0.255	0.523	0.527	androgeno
android	0.663	0.436	0.500	androido
anecdote	0.583	0.529	0.500	anekdoto
anemia	0.188	0.327	0.310	anemio
anemic	0.167	0.279	0.155	anemia
anemone	0.552	0.538	0.327	anemono
anesthesia	0.365	0.216	0.394	anestezo
anesthesiologist	0.419	0.224	0.526	anestezisto
anesthetic	0.350	0.264	0.482	anestezilo
aneurysm	0.115	0.690	0.536	aneŭrismo
anew	0.771	0.358	0.385	denove
angel	0.906	0.158	0.704	anĝelo
angelic	0.927	0.298	0.668	anĝela
anger	0.167	0.865	0.657	kolero
angered	0.010	0.860	0.547	kolerigis
angermanagement	0.260	0.632	0.482	kolerego
angina	0.230	0.630	0.464	angino
angiogram	0.347	0.520	0.465	angiogramo
angiography	0.378	0.536	0.520	angiografio
angle	0.541	0.330	0.455	angulo
angling	0.625	0.408	0.500	fiŝkaptado
angora	0.529	0.425	0.405	angora
angriest	0.094	0.892	0.430	plej kolera
angry	0.122	0.830	0.604	kolera
angrytweet	0.265	0.644	0.471	angrytweet
angst	0.167	0.888	0.333	angoro
anguish	0.153	0.792	0.265	angoro
anguished	0.135	0.720	0.307	angorigita
angular	0.449	0.281	0.444	angula
anhydrous	0.456	0.365	0.355	anhidra
animal	0.521	0.510	0.513	besto
animate	0.827	0.755	0.635	animi
animated	0.823	0.676	0.538	vigla
animation	0.888	0.750	0.549	animacio
animosity	0.510	0.724	0.545	malamikeco
animus	0.698	0.676	0.466	animus
ankle	0.500	0.274	0.234	maleolo
anklet	0.410	0.276	0.302	maleolo
annals	0.427	0.610	0.424	analoj
annex	0.594	0.350	0.458	aneksaĵo
annexation	0.342	0.500	0.555	aneksado
annexe	0.584	0.350	0.392	aneksaĵo
annihilate	0.115	0.918	0.681	neniigi
annihilated	0.080	0.760	0.324	neniigita
annihilation	0.041	0.800	0.591	neniigo
anniversary	0.880	0.770	0.723	datreveno
annotate	0.592	0.469	0.441	komenti
annotation	0.604	0.470	0.619	komentario
announce	0.694	0.618	0.611	anonci
announcement	0.729	0.491	0.482	anonco
announcer	0.602	0.570	0.732	anoncisto
annoy	0.094	0.765	0.286	ĝeni
annoyance	0.167	0.718	0.342	ĝeno
annoyed	0.104	0.783	0.345	ĝenita
annoyin	0.260	0.573	0.352	ĝeni
annoying	0.082	0.853	0.348	ĝena
annoys	0.146	0.778	0.435	ĝenas
annual	0.552	0.236	0.500	ĉiujara
annuity	0.521	0.304	0.527	anuity
annul	0.250	0.448	0.364	nuligi
annular	0.310	0.385	0.412	ringoforma
annulment	0.153	0.375	0.447	nuligo
annulus	0.458	0.380	0.376	annulus
anointed	0.500	0.368	0.579	sanktoleita
anointing	0.653	0.350	0.547	sanktoleado
anomalous	0.281	0.480	0.423	anomalia
anomaly	0.188	0.538	0.404	anomalio
anon	0.479	0.354	0.298	anon
anonymity	0.469	0.255	0.430	anonimeco
anonymous	0.396	0.291	0.431	anonima
anorexic	0.160	0.618	0.245	anoreksika
answer	0.537	0.373	0.661	respondi
answerable	0.708	0.481	0.750	respondinda
answering	0.684	0.500	0.607	respondante
ant	0.448	0.216	0.216	formiko
antagonism	0.224	0.618	0.524	antagonismo
antagonist	0.240	0.615	0.700	antagonisto
antagonistic	0.296	0.604	0.565	antagonisma
antagonize	0.143	0.663	0.629	kontraŭi
ante	0.448	0.320	0.417	ante
antecedent	0.427	0.551	0.566	precedenco
antelope	0.542	0.510	0.500	antilopo
antenna	0.521	0.327	0.358	anteno
anterior	0.510	0.245	0.362	antaŭa
anthem	0.780	0.343	0.729	himno
anthill	0.327	0.578	0.377	formikejo
anthology	0.338	0.406	0.537	antologio
anthrax	0.188	0.730	0.500	antrakso
anthropological	0.367	0.390	0.490	antropologia
anthropologist	0.551	0.385	0.725	antropologo
anthropology	0.490	0.367	0.582	antropologio
anti	0.365	0.412	0.384	anti
antiaircraft	0.330	0.622	0.629	kontraŭaviadila
antibiotic	0.510	0.373	0.658	antibiotiko
antibiotics	0.448	0.406	0.557	antibiotikoj
antichrist	0.082	0.837	0.544	antikristo
anticipate	0.622	0.469	0.667	anticipi
anticipation	0.698	0.539	0.711	antaŭĝojo
anticipatory	0.653	0.551	0.682	anticipa
antics	0.448	0.740	0.236	petolaĵoj
antidote	0.541	0.490	0.629	antidoto
antifungal	0.408	0.412	0.441	kontraŭfunga
antigravity	0.430	0.714	0.658	kontraŭgravito
antimony	0.378	0.398	0.490	antimono
antipathy	0.198	0.549	0.393	antipatio
antiquarian	0.500	0.233	0.426	antikvaĵisto
antiquated	0.420	0.392	0.236	antikva
antique	0.634	0.290	0.518	antikva
antiques	0.540	0.370	0.595	antikvaĵoj
antiquity	0.385	0.333	0.556	antikveco
antiseptic	0.438	0.370	0.623	antisepsa
antisocial	0.146	0.686	0.391	malsocia
antithesis	0.396	0.412	0.536	antitezo
antithetical	0.271	0.509	0.358	antiteza
antiviral	0.459	0.470	0.549	kontraŭvirusa
antler	0.448	0.470	0.500	kornaro
antsy	0.449	0.558	0.417	antsy
anus	0.347	0.644	0.350	anuso
anvil	0.380	0.510	0.604	amboso
anxiety	0.146	0.865	0.342	maltrankvilo
anxietyattack	0.150	0.925	0.446	angoroatako
anxious	0.281	0.875	0.434	maltrankvila
anxiousness	0.235	0.814	0.282	maltrankvilo
anytime	0.625	0.461	0.436	iam ajn
aorta	0.448	0.510	0.542	aorto
aortic	0.436	0.540	0.438	aorta
apace	0.536	0.500	0.536	rapide
apache	0.687	0.469	0.500	apache
apartment	0.719	0.393	0.580	apartamento
apartments	0.704	0.337	0.443	apartamentoj
apathetic	0.188	0.292	0.333	apatia
apathy	0.184	0.212	0.204	apatio
ape	0.548	0.389	0.336	simio
aperture	0.612	0.450	0.667	aperturo
apex	0.570	0.433	0.418	apekso
aphid	0.388	0.473	0.407	afido
aphrodisiac	0.750	0.846	0.667	afrodisiako
apiece	0.439	0.259	0.383	peco
aplomb	0.500	0.509	0.582	aplombo
apocalypse	0.050	0.867	0.736	apokalipso
apocalyptic	0.173	0.880	0.750	apokalipsa
apologetic	0.479	0.461	0.571	pardonpeta
apologist	0.406	0.429	0.526	apologiisto
apologize	0.551	0.378	0.389	pardonpeti
apology	0.571	0.346	0.402	pardonpeto
apostasy	0.388	0.520	0.517	apostazio
apostate	0.342	0.500	0.528	apostate
apostle	0.646	0.347	0.732	apostolo
apostolic	0.592	0.300	0.717	apostola
apostrophe	0.469	0.368	0.537	apostrofo
apothecary	0.561	0.328	0.529	apotekisto
appalled	0.194	0.792	0.562	konsternita
appalling	0.160	0.827	0.415	terura
apparatus	0.375	0.353	0.377	aparato
apparel	0.698	0.435	0.453	vesto
apparent	0.473	0.383	0.398	ŝajna
apparently	0.531	0.410	0.426	ŝajne
apparition	0.406	0.573	0.636	apero
appeal	0.663	0.598	0.558	apelacio
appear	0.735	0.506	0.567	aperi
appearance	0.669	0.490	0.534	aspekto
appease	0.633	0.278	0.434	trankviligi
appellant	0.327	0.588	0.568	apelacianto
append	0.573	0.464	0.453	aldoni
appendage	0.229	0.382	0.438	alpendaĵo
appendectomy	0.177	0.670	0.554	apendicektomio
appendicitis	0.031	0.640	0.347	apendicito
appendix	0.365	0.387	0.425	apendico
appetite	0.704	0.637	0.581	apetito
appetizer	0.755	0.560	0.406	aperitivo
appetizing	0.806	0.657	0.688	apetitiga
applaud	0.865	0.824	0.464	aplaŭdi
applause	0.953	0.857	0.621	aplaŭdo
apple	0.811	0.300	0.264	pomo
apple juice	0.765	0.204	0.294	suko de pomo
applejack	0.604	0.431	0.473	pombloko
applesauce	0.750	0.167	0.291	pomsaŭco
appliance	0.582	0.453	0.538	aparato
appliances	0.594	0.394	0.567	aparatoj
applicability	0.677	0.490	0.741	aplikebleco
applicable	0.469	0.430	0.667	aplikebla
applicant	0.612	0.558	0.688	kandidato
application	0.646	0.445	0.726	aplikaĵo
apply	0.612	0.321	0.667	apliki
appoint	0.565	0.330	0.509	nomumi
appointment	0.688	0.594	0.547	rendevuo
appointments	0.745	0.677	0.625	nomumoj
apportion	0.677	0.490	0.638	porcion
apportionment	0.552	0.481	0.453	porciigo
appraisal	0.417	0.667	0.682	takso
appraise	0.677	0.490	0.696	taksi
appreciable	0.873	0.491	0.778	estiminda
appreciate	0.885	0.422	0.741	aprezi
appreciated	0.910	0.434	0.779	aprezita
appreciates	0.765	0.500	0.656	aprezas
appreciation	0.917	0.529	0.588	aprezo
appreciative	0.857	0.380	0.654	aprezema
apprehend	0.521	0.624	0.696	ekkapti
apprehension	0.385	0.720	0.454	ektimo
apprehensive	0.406	0.592	0.431	maltrankvila
apprentice	0.615	0.413	0.452	metilernanto
apprenticeship	0.812	0.482	0.643	metilernado
approach	0.612	0.392	0.610	alproksimiĝo
approaching	0.740	0.557	0.491	alproksimiĝante
approbate	0.646	0.590	0.860	aprobi
approbation	0.792	0.529	0.774	aprobo
appropriate	0.833	0.368	0.759	taŭga
appropriation	0.510	0.632	0.717	alproprigo
approval	0.854	0.460	0.889	aprobo
approve	0.875	0.548	0.741	aprobi
approved	0.833	0.349	0.698	aprobita
approvement	0.880	0.625	0.780	aprobo
approving	0.917	0.583	0.773	aprobante
approximate	0.551	0.560	0.520	proksimuma
approximately	0.622	0.396	0.538	proksimume
approximating	0.583	0.615	0.471	proksimuma
approximation	0.582	0.402	0.593	proksimumado
appurtenances	0.573	0.412	0.547	apartenaĵoj
apricot	0.708	0.320	0.278	abrikoto
apron	0.582	0.208	0.245	antaŭtuko
apt	0.582	0.418	0.382	taŭga
aptitude	0.750	0.471	0.746	kapablo
aqua	0.656	0.292	0.359	akvo
aquamarine	0.729	0.306	0.413	akvamarino
aquarium	0.663	0.327	0.393	akvario
aquatic	0.677	0.510	0.463	akva
aqueduct	0.551	0.411	0.534	akvedukto
aqueous	0.429	0.270	0.310	akva
arable	0.510	0.350	0.465	kultivebla
arbiter	0.561	0.537	0.814	arbitro
arbitrary	0.281	0.702	0.686	arbitra
arbitrate	0.470	0.620	0.682	arbitraci
arbitration	0.587	0.602	0.670	arbitracio
arbitrator	0.385	0.448	0.795	arbitrator
arbor	0.583	0.490	0.591	arbor
arc	0.552	0.388	0.396	arko
arcade	0.676	0.521	0.502	arkado
arcane	0.500	0.490	0.637	arkane
arch	0.500	0.354	0.468	arko
archaeological	0.740	0.441	0.660	arkeologiaj
archaeologist	0.552	0.451	0.706	arkeologo
archaeology	0.596	0.358	0.691	arkeologio
archaic	0.271	0.327	0.332	arkaika
archangel	0.837	0.500	0.708	arkianĝelo
archbishop	0.622	0.280	0.776	ĉefepiskopo
archdiocese	0.400	0.321	0.704	arkidiocezo
archduke	0.458	0.413	0.634	arkiduko
arched	0.582	0.403	0.398	arkigita
archer	0.573	0.622	0.661	pafarkisto
archery	0.594	0.604	0.589	arkpafado
archetype	0.448	0.520	0.569	arketipo
archipelago	0.745	0.370	0.592	insularo
architect	0.776	0.442	0.836	arkitekto
architectural	0.729	0.390	0.670	arkitektura
architecture	0.820	0.390	0.694	arkitekturo
archive	0.438	0.294	0.527	arkivo
arctic	0.615	0.352	0.546	arkta
ardent	0.694	0.873	0.722	arda
ardor	0.500	0.780	0.538	ardo
arduous	0.344	0.783	0.605	peniga
area	0.490	0.306	0.464	areo
arena	0.510	0.235	0.404	areno
areola	0.417	0.396	0.381	areolo
areyoukidding	0.429	0.633	0.400	Ĉu vi ŝercas
areyoukiddingme	0.365	0.635	0.375	ĉu vi faras min
argent	0.594	0.418	0.472	arĝento
argh	0.260	0.538	0.328	argh
arghh	0.292	0.536	0.397	arghh
arghhhh	0.250	0.618	0.324	arghhhh
argue	0.093	0.798	0.525	argumenti
argument	0.510	0.464	0.698	argumento
argumentation	0.479	0.549	0.760	argumentado
argumentative	0.450	0.531	0.679	argumenta
arguments	0.541	0.602	0.657	argumentoj
arid	0.323	0.333	0.379	arida
arise	0.750	0.582	0.725	ekesti
aristocracy	0.688	0.549	0.842	aristokratio
aristocrat	0.583	0.413	0.811	aristokrato
aristocratic	0.449	0.519	0.676	aristokrata
arithmetic	0.453	0.460	0.634	aritmetiko
ark	0.396	0.427	0.543	ark
arm	0.552	0.285	0.469	brako
armada	0.408	0.740	0.868	armado
armament	0.198	0.764	0.810	armilaro
armaments	0.192	0.839	0.830	armilaroj
armature	0.510	0.558	0.755	armaturo
armchair	0.646	0.164	0.339	brakseĝo
armed	0.188	0.750	0.808	armita
armor	0.469	0.625	0.784	kiraso
armored	0.469	0.509	0.861	kirasita
armory	0.448	0.663	0.800	armilejo
armpit	0.283	0.439	0.250	akselo
arms	0.464	0.395	0.483	brakoj
army	0.417	0.759	0.902	armeo
aroma	0.823	0.235	0.442	aromo
aromatherapy	0.847	0.220	0.473	aromaterapio
arousal	0.791	0.943	0.731	ekscitiĝo
arouse	0.740	0.491	0.580	veki
aroused	0.708	0.952	0.667	ekscitita
arraignment	0.406	0.837	0.534	akuziĝo
arrange	0.740	0.490	0.571	aranĝi
arranged	0.698	0.531	0.728	aranĝis
arrangement	0.625	0.382	0.683	aranĝo
array	0.521	0.396	0.568	tabelo
arrears	0.286	0.485	0.302	prokrastoj
arrest	0.146	0.951	0.500	aresto
arrhythmia	0.265	0.706	0.356	aritmio
arrival	0.678	0.510	0.474	alveno
arrive	0.837	0.406	0.585	alveni
arrogance	0.143	0.750	0.620	aroganteco
arrogant	0.115	0.755	0.580	aroganta
arrow	0.439	0.390	0.454	sago
arsehole	0.276	0.598	0.433	puztruo
arseholes	0.188	0.545	0.351	pugtruoj
arsenal	0.365	0.741	0.752	arsenalo
arsenic	0.281	0.472	0.447	arseniko
arson	0.133	0.904	0.567	krimfajro
arsonist	0.348	0.840	0.500	incendiisto
art	0.812	0.360	0.603	arto
arterial	0.396	0.510	0.583	arteria
artery	0.396	0.580	0.537	arterio
artful	0.771	0.608	0.778	arta
arthritis	0.110	0.518	0.345	artrito
arthropod	0.344	0.464	0.434	artropodo
artichoke	0.583	0.218	0.287	artiŝoko
article	0.594	0.280	0.481	artikolo
articles	0.552	0.324	0.565	artikoloj
articulate	0.677	0.462	0.618	artiki
articulation	0.479	0.480	0.591	artikulacio
artifact	0.510	0.500	0.566	artefakto
artifice	0.316	0.696	0.482	artifiko
artificial	0.306	0.385	0.351	artefarita
artillery	0.350	0.912	0.794	artilerio
artisan	0.781	0.330	0.411	metiisto
artist	0.802	0.442	0.732	artisto
artiste	0.844	0.512	0.565	artisto
artistic	0.802	0.646	0.632	artaj
artistry	0.823	0.346	0.769	arto
artists	0.796	0.667	0.741	artistoj
artwork	0.896	0.368	0.679	artaĵoj
arty	0.490	0.422	0.388	arto
asap	0.571	0.500	0.552	plejeble baldaŭ
asbestos	0.357	0.481	0.464	asbesto
ascend	0.830	0.620	0.812	supreniri
ascendancy	0.724	0.625	0.700	eminenteco
ascendant	0.656	0.673	0.821	ascendanta
ascending	0.826	0.644	0.777	suprenirante
ascension	0.765	0.720	0.714	supreniro
ascent	0.755	0.627	0.833	supreniro
ascertain	0.560	0.530	0.625	konstati
ascertained	0.531	0.529	0.616	konstatita
ascetic	0.438	0.375	0.472	asketo
ash	0.260	0.210	0.207	cindro
ashamed	0.156	0.588	0.228	hontas
ashes	0.327	0.279	0.142	cindroj
ashtray	0.406	0.382	0.265	cindrujo
asinine	0.429	0.472	0.433	asinino
ask	0.531	0.440	0.459	demandu
asleeep	0.490	0.210	0.322	dormanta
asleep	0.604	0.100	0.270	dormanta
asp	0.438	0.489	0.375	asp
asparagus	0.469	0.317	0.264	asparagoj
aspartame	0.469	0.480	0.322	aspartamo
aspect	0.479	0.469	0.588	aspekto
aspects	0.439	0.480	0.565	aspektoj
aspen	0.479	0.280	0.395	tremolo
asphalt	0.479	0.264	0.439	asfalto
asphyxia	0.198	0.704	0.311	asfiksio
asphyxiation	0.059	0.745	0.412	sufokado
aspiration	0.704	0.724	0.675	aspiro
aspire	0.812	0.469	0.722	aspiras
aspirin	0.479	0.271	0.422	aspirino
aspiring	0.844	0.582	0.604	aspirante
ass	0.323	0.750	0.345	azeno
assail	0.378	0.510	0.500	ataki
assailant	0.184	0.868	0.602	atakanto
assassin	0.073	0.933	0.632	murdisto
assassinate	0.051	0.969	0.722	murdi
assassination	0.083	0.941	0.525	murdo
assault	0.167	0.848	0.550	sturmo
assay	0.633	0.559	0.594	provo
assemblage	0.429	0.452	0.600	kunigo
assemble	0.542	0.570	0.750	kunveni
assembled	0.663	0.450	0.644	kunvenis
assembly	0.698	0.500	0.640	Asembleo
assemblyman	0.430	0.538	0.760	asembleano
assent	0.615	0.515	0.719	konsento
assert	0.750	0.619	0.809	aserti
asserting	0.694	0.531	0.736	asertante
assertion	0.740	0.442	0.750	aserto
assertive	0.719	0.412	0.770	asertiva
assess	0.698	0.500	0.623	taksi
assessment	0.750	0.623	0.658	takso
assessor	0.551	0.538	0.764	asesoro
asset	0.797	0.765	0.788	valoraĵo
assets	0.667	0.613	0.765	aktivoj
asshole	0.133	0.582	0.263	pugo
assign	0.622	0.417	0.709	asigni
assignee	0.510	0.462	0.510	asignito
assignment	0.483	0.398	0.745	tasko
assimilate	0.559	0.391	0.683	asimili
assimilation	0.429	0.378	0.463	asimilado
assist	0.833	0.435	0.629	helpi
assistance	0.656	0.519	0.633	helpo
assistant	0.625	0.390	0.536	asistanto
associate	0.812	0.409	0.625	asociita
association	0.745	0.500	0.817	asocio
assorted	0.602	0.460	0.472	diversaj
assortment	0.694	0.360	0.526	sortimento
assuage	0.745	0.255	0.500	mildigi
assume	0.698	0.401	0.464	supozi
assumed	0.612	0.247	0.454	supozis
assuming	0.740	0.390	0.526	supozante
assumption	0.479	0.431	0.417	supozo
assurance	0.675	0.442	0.704	certigo
assure	0.910	0.460	0.839	certigi
assured	0.878	0.327	0.754	certigis
assuredly	0.786	0.396	0.833	certe
asterisk	0.541	0.288	0.273	asterisko
asteroid	0.430	0.721	0.623	asteroido
asteroids	0.361	0.694	0.712	asteroidoj
asthma	0.198	0.549	0.227	astmo
asthmatic	0.229	0.706	0.294	astmuloj
astigmatism	0.214	0.490	0.429	astigmatismo
astonish	0.786	0.845	0.658	mirigi
astonished	0.510	0.775	0.574	mirigita
astonishing	0.844	0.802	0.821	mirinda
astonishingly	0.827	0.898	0.773	mirige
astonishment	0.680	0.718	0.519	miro
astound	0.729	0.675	0.474	mirigi
astral	0.604	0.417	0.567	astrala
astray	0.098	0.676	0.308	erarvagis
astringent	0.316	0.500	0.474	adstringa
astrologer	0.594	0.519	0.673	astrologo
astrology	0.635	0.340	0.500	astrologio
astronaut	0.792	0.601	0.761	astronaŭto
astronomer	0.750	0.509	0.735	astronomo
astronomical	0.600	0.632	0.726	astronomia
astronomy	0.613	0.474	0.722	astronomio
astute	0.776	0.658	0.827	sagaca
asunder	0.208	0.442	0.259	disrompi
asylum	0.407	0.330	0.445	azilon
asymmetric	0.580	0.343	0.465	nesimetria
asymmetry	0.476	0.373	0.527	malsimetrio
asymptotic	0.479	0.451	0.472	asimptota
atelier	0.490	0.330	0.705	ateliero
atheism	0.276	0.460	0.481	ateismo
atheistic	0.373	0.481	0.466	ateisto
atherosclerosis	0.250	0.480	0.343	aterosklerozo
athlete	0.781	0.718	0.686	atleto
athletic	0.857	0.798	0.708	Atleta
athleticism	0.750	0.863	0.778	atletikismo
athletics	0.831	0.691	0.740	Atletiko
atlas	0.531	0.306	0.554	atlaso
atmosphere	0.604	0.300	0.560	atmosfero
atmospheric	0.531	0.420	0.594	atmosfera
atoll	0.480	0.408	0.472	atolo
atom	0.510	0.500	0.433	atomo
atomic	0.327	0.817	0.713	atoma
atone	0.418	0.673	0.411	pekliberigi
atonement	0.550	0.602	0.683	pekliberigo
atpeace	0.724	0.298	0.519	ĉe paco
atrium	0.469	0.365	0.473	atrium
atrocious	0.073	0.811	0.445	terura
atrocity	0.115	0.844	0.593	abomenaĵo
atrophy	0.177	0.540	0.208	atrofio
attach	0.520	0.363	0.559	alfiksi
attached	0.562	0.350	0.439	alfiksita
attachment	0.570	0.343	0.500	alligiteco
attack	0.286	0.948	0.670	ataki
attacker	0.185	0.962	0.629	atakanto
attacking	0.276	0.837	0.642	atakante
attain	0.806	0.510	0.719	atingi
attainable	0.760	0.500	0.759	atingebla
attainment	0.830	0.520	0.940	atingo
attempt	0.625	0.491	0.431	provo
attempted	0.594	0.580	0.567	provis
attend	0.650	0.420	0.625	ĉeesti
attendance	0.812	0.500	0.592	ĉeesto
attendant	0.580	0.365	0.519	deĵoranto
attention	0.740	0.599	0.774	atenton
attentionseeker	0.367	0.745	0.457	atentoserĉanto
attentionseekers	0.531	0.673	0.500	atentoserĉantoj
attentive	0.812	0.520	0.724	atenta
attenuate	0.408	0.302	0.429	mildigi
attenuated	0.449	0.280	0.298	mildigita
attenuation	0.458	0.363	0.464	mildigo
attest	0.439	0.710	0.685	atesti
attestation	0.234	0.635	0.500	atesto
attic	0.521	0.259	0.377	subtegmento
attire	0.742	0.388	0.483	vesto
attitude	0.760	0.644	0.861	sinteno
attorney	0.600	0.594	0.754	advokato
attract	0.796	0.663	0.769	altiri
attraction	0.906	0.774	0.712	altiro
attractive	0.906	0.630	0.769	alloga
attractiveness	0.938	0.667	0.755	allogeco
attributable	0.704	0.430	0.527	atribuebla
attribute	0.781	0.439	0.795	atributo
attribution	0.646	0.467	0.658	atribuo
attrition	0.229	0.540	0.259	eluziĝo
auburn	0.510	0.240	0.411	kaŝtanbruna
auction	0.594	0.702	0.519	aŭkcio
auctioneer	0.542	0.732	0.716	aŭkciisto
audacious	0.740	0.875	0.825	aŭdaca
audacity	0.760	0.755	0.916	aŭdaco
audible	0.673	0.370	0.462	aŭdebla
audience	0.698	0.610	0.613	publiko
audio	0.709	0.425	0.370	audio
audit	0.375	0.562	0.735	revizio
audition	0.750	0.685	0.615	aŭdicio
auditions	0.740	0.765	0.596	aŭdicioj
auditor	0.582	0.571	0.726	revizoro
auditorium	0.529	0.490	0.538	aŭditorio
auditory	0.531	0.481	0.570	aŭda
aught	0.418	0.135	0.217	io
augment	0.650	0.683	0.645	plifortigi
augmentation	0.714	0.613	0.850	pliigo
august	0.652	0.292	0.462	augusto
aunt	0.667	0.291	0.420	onklino
auntie	0.643	0.275	0.447	onklino
aura	0.760	0.333	0.500	aŭro
aurora	0.817	0.306	0.537	aŭroro
auspices	0.542	0.500	0.634	aŭspicioj
auspicious	0.562	0.635	0.669	aŭspicia
austere	0.500	0.390	0.422	severa
austerity	0.438	0.406	0.534	severeco
authentic	0.885	0.510	0.782	aŭtentika
authenticate	0.833	0.480	0.789	aŭtentikigi
authentication	0.724	0.491	0.750	aŭtentikigo
authenticity	0.670	0.548	0.845	aŭtentikeco
author	0.775	0.343	0.749	aŭtoro
authoritative	0.636	0.520	0.890	aŭtoritata
authority	0.592	0.592	0.934	aŭtoritato
authorization	0.521	0.567	0.817	rajtigo
authorize	0.772	0.596	0.821	permesi
authorized	0.760	0.458	0.815	rajtigita
authorship	0.667	0.635	0.773	aŭtoreco
autism	0.235	0.500	0.447	aŭtismo
autistic	0.367	0.337	0.404	aŭtisma
auto	0.571	0.569	0.500	aŭtomate
autobiographical	0.909	0.462	0.582	aŭtobiografiaj
autobiography	0.735	0.284	0.629	aŭtobiografio
autocorrect	0.551	0.439	0.616	aŭtomate korekti
autocratic	0.542	0.577	0.727	aŭtokrateca
autograph	0.735	0.565	0.473	aŭtografo
autographed	0.781	0.620	0.625	aŭtografita
automated	0.578	0.402	0.632	aŭtomatigita
automatic	0.562	0.433	0.664	aŭtomata
automobile	0.753	0.625	0.534	aŭtomobilo
automotive	0.656	0.520	0.577	aŭtomobila
autonomy	0.781	0.349	0.891	aŭtonomeco
autopilot	0.594	0.462	0.632	aŭtomata piloto
autopsy	0.252	0.650	0.538	nekropsio
autumn	0.765	0.204	0.450	aŭtuno
auxiliary	0.622	0.471	0.509	helpa
avail	0.800	0.430	0.603	profiti
availability	0.796	0.544	0.600	havebleco
available	0.844	0.356	0.623	disponebla
avalanche	0.265	0.915	0.683	lavango
avarice	0.198	0.726	0.352	avareco
avatar	0.633	0.410	0.567	avataro
avenge	0.073	0.867	0.559	venĝi
avenger	0.337	0.865	0.670	venĝanto
avenging	0.143	0.880	0.717	venĝante
avenue	0.677	0.360	0.377	avenuo
aver	0.492	0.450	0.393	aver
average	0.684	0.280	0.455	averaĝa
aversation	0.582	0.442	0.432	abomeno
averse	0.253	0.569	0.492	malfavora
averseness	0.296	0.606	0.528	abomeno
aversion	0.074	0.663	0.525	malemo
avert	0.510	0.388	0.465	deturni
aviary	0.500	0.360	0.467	birdejo
aviation	0.708	0.646	0.741	aviado
aviator	0.615	0.700	0.644	aviadisto
avid	0.582	0.459	0.593	fervora
avocado	0.677	0.255	0.287	avokado
avoid	0.427	0.442	0.415	eviti
avoidance	0.470	0.481	0.466	evitado
avoiding	0.457	0.433	0.309	evitante
await	0.448	0.264	0.276	atendu
awake	0.667	0.469	0.741	veka
awaken	0.729	0.412	0.611	veki
awakening	0.745	0.500	0.618	vekiĝo
award	0.865	0.745	0.660	premio
awards	0.958	0.736	0.652	premioj
aware	0.656	0.340	0.770	konscia
awareness	0.684	0.422	0.810	konscio
awe	0.469	0.740	0.300	respekto
awed	0.364	0.774	0.361	timigita
awesome	0.980	0.897	0.891	mojosa
awesomeness	0.917	0.647	0.927	awesomeness
awestruck	0.615	0.767	0.680	mirigita
awful	0.061	0.786	0.450	terura
awkward	0.296	0.650	0.358	mallerta
awkwardness	0.167	0.454	0.148	mallerteco
awning	0.500	0.186	0.318	markizino
awry	0.156	0.540	0.275	fuŝe
