English Word	Valence	Arousal	Dominance	Croatian Word
anathema	0.286	0.490	0.519	anatema
anatomic	0.562	0.442	0.546	anatomski
anatomy	0.562	0.390	0.571	anatomija
ancestor	0.592	0.388	0.594	predak
ancestral	0.640	0.481	0.750	predački
ancestry	0.708	0.519	0.717	podrijetlo
anchor	0.520	0.284	0.564	sidro
anchorage	0.500	0.325	0.639	sidrište
ancient	0.420	0.217	0.439	antički
ancillary	0.449	0.442	0.278	sporedni
androgen	0.255	0.523	0.527	androgena
android	0.663	0.436	0.500	android
anecdote	0.583	0.529	0.500	anegdota
anemia	0.188	0.327	0.310	anemija
anemic	0.167	0.279	0.155	anemičan
anemone	0.552	0.538	0.327	anemona
anesthesia	0.365	0.216	0.394	anestezija
anesthesiologist	0.419	0.224	0.526	anesteziolog
anesthetic	0.350	0.264	0.482	anestetički
aneurysm	0.115	0.690	0.536	aneurizma
anew	0.771	0.358	0.385	iznova
angel	0.906	0.158	0.704	anđeo
angelic	0.927	0.298	0.668	anđeoski
anger	0.167	0.865	0.657	bijes
angered	0.010	0.860	0.547	razljutio
angermanagement	0.260	0.632	0.482	upravljanje ljutnjom
angina	0.230	0.630	0.464	angina
angiogram	0.347	0.520	0.465	angiogram
angiography	0.378	0.536	0.520	angiografija
angle	0.541	0.330	0.455	kut
angling	0.625	0.408	0.500	ribolov
angora	0.529	0.425	0.405	angora
angriest	0.094	0.892	0.430	najljući
angry	0.122	0.830	0.604	ljut
angrytweet	0.265	0.644	0.471	ljutiti tweet
angst	0.167	0.888	0.333	tjeskoba
anguish	0.153	0.792	0.265	tjeskoba
anguished	0.135	0.720	0.307	tjeskoban
angular	0.449	0.281	0.444	kutni
anhydrous	0.456	0.365	0.355	bezvodni
animal	0.521	0.510	0.513	životinja
animate	0.827	0.755	0.635	animirati
animated	0.823	0.676	0.538	animirani
animation	0.888	0.750	0.549	animacija
animosity	0.510	0.724	0.545	neprijateljstvo
animus	0.698	0.676	0.466	animus
ankle	0.500	0.274	0.234	gležanj
anklet	0.410	0.276	0.302	kratka čarapa
annals	0.427	0.610	0.424	anali
annex	0.594	0.350	0.458	dodatak
annexation	0.342	0.500	0.555	pripajanje
annexe	0.584	0.350	0.392	aneks
annihilate	0.115	0.918	0.681	uništiti
annihilated	0.080	0.760	0.324	poništen
annihilation	0.041	0.800	0.591	uništenje
anniversary	0.880	0.770	0.723	obljetnica
annotate	0.592	0.469	0.441	komentirati
annotation	0.604	0.470	0.619	anotacija
announce	0.694	0.618	0.611	objaviti
announcement	0.729	0.491	0.482	Obavijest
announcer	0.602	0.570	0.732	spiker
annoy	0.094	0.765	0.286	smetati
annoyance	0.167	0.718	0.342	dosađivanje
annoyed	0.104	0.783	0.345	ozlojeđen
annoyin	0.260	0.573	0.352	smetati
annoying	0.082	0.853	0.348	dosadan
annoys	0.146	0.778	0.435	smeta
annual	0.552	0.236	0.500	godišnji
annuity	0.521	0.304	0.527	anuitet
annul	0.250	0.448	0.364	poništiti
annular	0.310	0.385	0.412	prstenasti
annulment	0.153	0.375	0.447	poništenje
annulus	0.458	0.380	0.376	prstenasti prostor
anointed	0.500	0.368	0.579	pomazan
anointing	0.653	0.350	0.547	pomazanje
anomalous	0.281	0.480	0.423	anomalan
anomaly	0.188	0.538	0.404	anomalija
anon	0.479	0.354	0.298	anon
anonymity	0.469	0.255	0.430	anonimnost
anonymous	0.396	0.291	0.431	anoniman
anorexic	0.160	0.618	0.245	anoreksična
answer	0.537	0.373	0.661	odgovor
answerable	0.708	0.481	0.750	odgovoran
answering	0.684	0.500	0.607	odgovarajući
ant	0.448	0.216	0.216	mrav
antagonism	0.224	0.618	0.524	antagonizam
antagonist	0.240	0.615	0.700	antagonista
antagonistic	0.296	0.604	0.565	antagonistički
antagonize	0.143	0.663	0.629	antagonizirati
ante	0.448	0.320	0.417	ante
antecedent	0.427	0.551	0.566	prethodnik
antelope	0.542	0.510	0.500	antilopa
antenna	0.521	0.327	0.358	antena
anterior	0.510	0.245	0.362	prednji
anthem	0.780	0.343	0.729	himna
anthill	0.327	0.578	0.377	mravinjak
anthology	0.338	0.406	0.537	antologija
anthrax	0.188	0.730	0.500	antraks
anthropological	0.367	0.390	0.490	antropološki
anthropologist	0.551	0.385	0.725	antropolog
anthropology	0.490	0.367	0.582	antropologija
anti	0.365	0.412	0.384	anti
antiaircraft	0.330	0.622	0.629	protuzračni
antibiotic	0.510	0.373	0.658	antibiotik
antibiotics	0.448	0.406	0.557	antibiotici
antichrist	0.082	0.837	0.544	antikrist
anticipate	0.622	0.469	0.667	predvidjeti
anticipation	0.698	0.539	0.711	predviđanje
anticipatory	0.653	0.551	0.682	anticipirajući
antics	0.448	0.740	0.236	budalaštine
antidote	0.541	0.490	0.629	protuotrov
antifungal	0.408	0.412	0.441	antifungalni
antigravity	0.430	0.714	0.658	Anti gravitacija
antimony	0.378	0.398	0.490	antimon
antipathy	0.198	0.549	0.393	antipatija
antiquarian	0.500	0.233	0.426	antikvar
antiquated	0.420	0.392	0.236	zastario
antique	0.634	0.290	0.518	antički
antiques	0.540	0.370	0.595	antikviteti
antiquity	0.385	0.333	0.556	starina
antiseptic	0.438	0.370	0.623	antiseptički
antisocial	0.146	0.686	0.391	antisocijalan
antithesis	0.396	0.412	0.536	antiteza
antithetical	0.271	0.509	0.358	antitetički
antiviral	0.459	0.470	0.549	antivirusno
antler	0.448	0.470	0.500	rogovlje
antsy	0.449	0.558	0.417	uzrujano
anus	0.347	0.644	0.350	anus
anvil	0.380	0.510	0.604	nakovanj
anxiety	0.146	0.865	0.342	anksioznost
anxietyattack	0.150	0.925	0.446	napadaj panike
anxious	0.281	0.875	0.434	tjeskoban
anxiousness	0.235	0.814	0.282	tjeskoba
anytime	0.625	0.461	0.436	bilo kada
aorta	0.448	0.510	0.542	aorta
aortic	0.436	0.540	0.438	aortni
apace	0.536	0.500	0.536	brzo
apache	0.687	0.469	0.500	apache
apartment	0.719	0.393	0.580	apartman
apartments	0.704	0.337	0.443	stanova
apathetic	0.188	0.292	0.333	apatičan
apathy	0.184	0.212	0.204	apatija
ape	0.548	0.389	0.336	oponašati
aperture	0.612	0.450	0.667	otvor
apex	0.570	0.433	0.418	vrh
aphid	0.388	0.473	0.407	uš
aphrodisiac	0.750	0.846	0.667	afrodizijak
apiece	0.439	0.259	0.383	komad
aplomb	0.500	0.509	0.582	aplomb
apocalypse	0.050	0.867	0.736	Apokalipsa
apocalyptic	0.173	0.880	0.750	apokaliptičan
apologetic	0.479	0.461	0.571	apologetski
apologist	0.406	0.429	0.526	apologeta
apologize	0.551	0.378	0.389	ispričavati
apology	0.571	0.346	0.402	isprika
apostasy	0.388	0.520	0.517	otpadništvo
apostate	0.342	0.500	0.528	otpadnik
apostle	0.646	0.347	0.732	apostol
apostolic	0.592	0.300	0.717	apostolski
apostrophe	0.469	0.368	0.537	apostrof
apothecary	0.561	0.328	0.529	apotekar
appalled	0.194	0.792	0.562	zgrožen
appalling	0.160	0.827	0.415	užasavajuće
apparatus	0.375	0.353	0.377	aparat
apparel	0.698	0.435	0.453	odjeća
apparent	0.473	0.383	0.398	prividan
apparently	0.531	0.410	0.426	očito
apparition	0.406	0.573	0.636	ukazanje
appeal	0.663	0.598	0.558	apel
appear	0.735	0.506	0.567	pojaviti se
appearance	0.669	0.490	0.534	izgled
appease	0.633	0.278	0.434	smiriti
appellant	0.327	0.588	0.568	žalitelj
append	0.573	0.464	0.453	dodati
appendage	0.229	0.382	0.438	privjesak
appendectomy	0.177	0.670	0.554	apendektomija
appendicitis	0.031	0.640	0.347	upala slijepog crijeva
appendix	0.365	0.387	0.425	dodatak
appetite	0.704	0.637	0.581	apetit
appetizer	0.755	0.560	0.406	predjelo
appetizing	0.806	0.657	0.688	ukusan
applaud	0.865	0.824	0.464	pljeskati
applause	0.953	0.857	0.621	pljesak
apple	0.811	0.300	0.264	jabuka
apple juice	0.765	0.204	0.294	sok od jabuke
applejack	0.604	0.431	0.473	jabukovača
applesauce	0.750	0.167	0.291	kaša od jabuka
appliance	0.582	0.453	0.538	uređaj
appliances	0.594	0.394	0.567	uređaji
applicability	0.677	0.490	0.741	primjenjivost
applicable	0.469	0.430	0.667	primjenjivo
applicant	0.612	0.558	0.688	podnositelj zahtjeva
application	0.646	0.445	0.726	primjena
apply	0.612	0.321	0.667	primijeniti
appoint	0.565	0.330	0.509	imenovati
appointment	0.688	0.594	0.547	ugovoreni sastanak
appointments	0.745	0.677	0.625	imenovanja
apportion	0.677	0.490	0.638	odmjeriti
apportionment	0.552	0.481	0.453	raspodjela
appraisal	0.417	0.667	0.682	procjena
appraise	0.677	0.490	0.696	ocijeniti
appreciable	0.873	0.491	0.778	primjetan
appreciate	0.885	0.422	0.741	cijeniti
appreciated	0.910	0.434	0.779	cijenjen
appreciates	0.765	0.500	0.656	cijeni
appreciation	0.917	0.529	0.588	zahvalnost
appreciative	0.857	0.380	0.654	zahvalan
apprehend	0.521	0.624	0.696	uhvatiti
apprehension	0.385	0.720	0.454	bojazan
apprehensive	0.406	0.592	0.431	prestrašen
apprentice	0.615	0.413	0.452	učenik
apprenticeship	0.812	0.482	0.643	naukovanje
approach	0.612	0.392	0.610	pristup
approaching	0.740	0.557	0.491	približavanje
approbate	0.646	0.590	0.860	prikladan
approbation	0.792	0.529	0.774	odobravanje
appropriate	0.833	0.368	0.759	prikladno
appropriation	0.510	0.632	0.717	prisvajanje
approval	0.854	0.460	0.889	odobrenje
approve	0.875	0.548	0.741	odobriti
approved	0.833	0.349	0.698	odobreno
approvement	0.880	0.625	0.780	odobrenje
approving	0.917	0.583	0.773	odobravajući
approximate	0.551	0.560	0.520	približan
approximately	0.622	0.396	0.538	približno
approximating	0.583	0.615	0.471	aproksimirajući
approximation	0.582	0.402	0.593	aproksimacija
appurtenances	0.573	0.412	0.547	pripadci
apricot	0.708	0.320	0.278	marelica
apron	0.582	0.208	0.245	pregača
apt	0.582	0.418	0.382	prikladan
aptitude	0.750	0.471	0.746	sposobnost
aqua	0.656	0.292	0.359	aqua
aquamarine	0.729	0.306	0.413	akvamarin
aquarium	0.663	0.327	0.393	akvarij
aquatic	0.677	0.510	0.463	vodeni
aqueduct	0.551	0.411	0.534	akvadukt
aqueous	0.429	0.270	0.310	vodenasti
arable	0.510	0.350	0.465	obradiv
arbiter	0.561	0.537	0.814	arbitar
arbitrary	0.281	0.702	0.686	proizvoljan
arbitrate	0.470	0.620	0.682	arbitrirati
arbitration	0.587	0.602	0.670	arbitraža
arbitrator	0.385	0.448	0.795	arbitar
arbor	0.583	0.490	0.591	sjenica
arc	0.552	0.388	0.396	luk
arcade	0.676	0.521	0.502	arkada
arcane	0.500	0.490	0.637	tajanstven
arch	0.500	0.354	0.468	arh
archaeological	0.740	0.441	0.660	arheološki
archaeologist	0.552	0.451	0.706	arheolog
archaeology	0.596	0.358	0.691	arheologija
archaic	0.271	0.327	0.332	arhaičan
archangel	0.837	0.500	0.708	arhanđeo
archbishop	0.622	0.280	0.776	nadbiskup
archdiocese	0.400	0.321	0.704	nadbiskupija
archduke	0.458	0.413	0.634	nadvojvoda
arched	0.582	0.403	0.398	lučni
archer	0.573	0.622	0.661	strijelac
archery	0.594	0.604	0.589	strijeljaštvo
archetype	0.448	0.520	0.569	arhetip
archipelago	0.745	0.370	0.592	arhipelag
architect	0.776	0.442	0.836	arhitekt
architectural	0.729	0.390	0.670	arhitektonski
architecture	0.820	0.390	0.694	arhitektura
archive	0.438	0.294	0.527	arhiva
arctic	0.615	0.352	0.546	Arktik
ardent	0.694	0.873	0.722	gorljiv
ardor	0.500	0.780	0.538	žar
arduous	0.344	0.783	0.605	naporan
area	0.490	0.306	0.464	područje
arena	0.510	0.235	0.404	arena
areola	0.417	0.396	0.381	areola
areyoukidding	0.429	0.633	0.400	šališ li se
areyoukiddingme	0.365	0.635	0.375	zajebavaš me
argent	0.594	0.418	0.472	srebrni
argh	0.260	0.538	0.328	argh
arghh	0.292	0.536	0.397	arghh
arghhhh	0.250	0.618	0.324	arghhhh
argue	0.093	0.798	0.525	raspravljati
argument	0.510	0.464	0.698	argument
argumentation	0.479	0.549	0.760	argumentacija
argumentative	0.450	0.531	0.679	argumentiran
arguments	0.541	0.602	0.657	argumenti
arid	0.323	0.333	0.379	bezvodan
arise	0.750	0.582	0.725	nastati
aristocracy	0.688	0.549	0.842	aristokracije
aristocrat	0.583	0.413	0.811	aristokrata
aristocratic	0.449	0.519	0.676	aristokratski
arithmetic	0.453	0.460	0.634	aritmetika
ark	0.396	0.427	0.543	kovčeg
arm	0.552	0.285	0.469	ruka
armada	0.408	0.740	0.868	armada
armament	0.198	0.764	0.810	naoružanje
armaments	0.192	0.839	0.830	naoružanja
armature	0.510	0.558	0.755	armatura
armchair	0.646	0.164	0.339	fotelja
armed	0.188	0.750	0.808	naoružan
armor	0.469	0.625	0.784	oklop
armored	0.469	0.509	0.861	oklopljeni
armory	0.448	0.663	0.800	oružarnica
armpit	0.283	0.439	0.250	pazuh
arms	0.464	0.395	0.483	oružje
army	0.417	0.759	0.902	vojska
aroma	0.823	0.235	0.442	aroma
aromatherapy	0.847	0.220	0.473	aromaterapija
arousal	0.791	0.943	0.731	uzbuđenje
arouse	0.740	0.491	0.580	pobuditi
aroused	0.708	0.952	0.667	uzbudio
arraignment	0.406	0.837	0.534	optužnica
arrange	0.740	0.490	0.571	urediti
arranged	0.698	0.531	0.728	uređeno
arrangement	0.625	0.382	0.683	uređenje
array	0.521	0.396	0.568	niz
arrears	0.286	0.485	0.302	dugovi
arrest	0.146	0.951	0.500	uhititi
arrhythmia	0.265	0.706	0.356	aritmija
arrival	0.678	0.510	0.474	dolazak
arrive	0.837	0.406	0.585	stići
arrogance	0.143	0.750	0.620	oholost
arrogant	0.115	0.755	0.580	arogantan
arrow	0.439	0.390	0.454	strijela
arsehole	0.276	0.598	0.433	šupak
arseholes	0.188	0.545	0.351	šupci
arsenal	0.365	0.741	0.752	arsenal
arsenic	0.281	0.472	0.447	arsen
arson	0.133	0.904	0.567	palež
arsonist	0.348	0.840	0.500	palikuća
art	0.812	0.360	0.603	umjetnost
arterial	0.396	0.510	0.583	arterijski
artery	0.396	0.580	0.537	arterija
artful	0.771	0.608	0.778	prepreden
arthritis	0.110	0.518	0.345	artritis
arthropod	0.344	0.464	0.434	člankonožac
artichoke	0.583	0.218	0.287	artičoka
article	0.594	0.280	0.481	članak
articles	0.552	0.324	0.565	članci
articulate	0.677	0.462	0.618	artikulirati
articulation	0.479	0.480	0.591	artikulacija
artifact	0.510	0.500	0.566	artefakt
artifice	0.316	0.696	0.482	umjetnost
artificial	0.306	0.385	0.351	Umjetna
artillery	0.350	0.912	0.794	topništvo
artisan	0.781	0.330	0.411	obrtnik
artist	0.802	0.442	0.732	umjetnik
artiste	0.844	0.512	0.565	umjetnica
artistic	0.802	0.646	0.632	umjetnički
artistry	0.823	0.346	0.769	umijeće
artists	0.796	0.667	0.741	umjetnici
artwork	0.896	0.368	0.679	ilustracije
arty	0.490	0.422	0.388	arty
asap	0.571	0.500	0.552	što prije
asbestos	0.357	0.481	0.464	azbest
ascend	0.830	0.620	0.812	uzdići se
ascendancy	0.724	0.625	0.700	nadmoć
ascendant	0.656	0.673	0.821	uzlazni
ascending	0.826	0.644	0.777	uzlazni
ascension	0.765	0.720	0.714	Uznesenja
ascent	0.755	0.627	0.833	uspon
ascertain	0.560	0.530	0.625	utvrditi
ascertained	0.531	0.529	0.616	konstatirano
ascetic	0.438	0.375	0.472	asketski
ash	0.260	0.210	0.207	pepeo
ashamed	0.156	0.588	0.228	posramljen
ashes	0.327	0.279	0.142	pepeo
ashtray	0.406	0.382	0.265	pepeljara
asinine	0.429	0.472	0.433	glup
ask	0.531	0.440	0.459	pitati
asleeep	0.490	0.210	0.322	zaspao
asleep	0.604	0.100	0.270	zaspao
asp	0.438	0.489	0.375	asp
asparagus	0.469	0.317	0.264	šparoga
aspartame	0.469	0.480	0.322	aspartam
aspect	0.479	0.469	0.588	aspekt
aspects	0.439	0.480	0.565	aspekti
aspen	0.479	0.280	0.395	jasika
asphalt	0.479	0.264	0.439	asfalt
asphyxia	0.198	0.704	0.311	asfiksija
asphyxiation	0.059	0.745	0.412	gušenje
aspiration	0.704	0.724	0.675	aspiracija
aspire	0.812	0.469	0.722	težiti
aspirin	0.479	0.271	0.422	aspirin
aspiring	0.844	0.582	0.604	težeći
ass	0.323	0.750	0.345	dupe
assail	0.378	0.510	0.500	napadati
assailant	0.184	0.868	0.602	napadač
assassin	0.073	0.933	0.632	ubojica
assassinate	0.051	0.969	0.722	izvršiti atentat
assassination	0.083	0.941	0.525	atentat
assault	0.167	0.848	0.550	napad
assay	0.633	0.559	0.594	analiza
assemblage	0.429	0.452	0.600	montaža
assemble	0.542	0.570	0.750	sastaviti
assembled	0.663	0.450	0.644	sastavljen
assembly	0.698	0.500	0.640	skupština
assemblyman	0.430	0.538	0.760	sabornik
assent	0.615	0.515	0.719	pristanak
assert	0.750	0.619	0.809	tvrditi
asserting	0.694	0.531	0.736	ustvrdivši
assertion	0.740	0.442	0.750	tvrdnja
assertive	0.719	0.412	0.770	deklarativan
assess	0.698	0.500	0.623	procijeniti
assessment	0.750	0.623	0.658	procjena
assessor	0.551	0.538	0.764	procjenitelj
asset	0.797	0.765	0.788	imovina
assets	0.667	0.613	0.765	imovina
asshole	0.133	0.582	0.263	šupak
assign	0.622	0.417	0.709	dodijeliti
assignee	0.510	0.462	0.510	opunomoćenik
assignment	0.483	0.398	0.745	zadatak
assimilate	0.559	0.391	0.683	asimilirati se
assimilation	0.429	0.378	0.463	asimilacija
assist	0.833	0.435	0.629	pomoći
assistance	0.656	0.519	0.633	pomoć
assistant	0.625	0.390	0.536	asistent
associate	0.812	0.409	0.625	suradnik
association	0.745	0.500	0.817	udruga
assorted	0.602	0.460	0.472	sortirano
assortment	0.694	0.360	0.526	asortiman
assuage	0.745	0.255	0.500	umiriti
assume	0.698	0.401	0.464	pretpostaviti
assumed	0.612	0.247	0.454	pretpostavljeno
assuming	0.740	0.390	0.526	pretpostavljajući
assumption	0.479	0.431	0.417	pretpostavka
assurance	0.675	0.442	0.704	osiguranje
assure	0.910	0.460	0.839	osigurati
assured	0.878	0.327	0.754	osiguran
assuredly	0.786	0.396	0.833	sigurno
asterisk	0.541	0.288	0.273	zvjezdica
asteroid	0.430	0.721	0.623	asteroid
asteroids	0.361	0.694	0.712	asteroidi
asthma	0.198	0.549	0.227	astma
asthmatic	0.229	0.706	0.294	astmatičar
astigmatism	0.214	0.490	0.429	astigmatizam
astonish	0.786	0.845	0.658	začuditi
astonished	0.510	0.775	0.574	zapanjen
astonishing	0.844	0.802	0.821	začuđujući
astonishingly	0.827	0.898	0.773	zapanjujuće
astonishment	0.680	0.718	0.519	zapanjenost
astound	0.729	0.675	0.474	zapanjiti
astral	0.604	0.417	0.567	astralni
astray	0.098	0.676	0.308	pogrešnim putem
astringent	0.316	0.500	0.474	opor
astrologer	0.594	0.519	0.673	astrolog
astrology	0.635	0.340	0.500	astrologija
astronaut	0.792	0.601	0.761	astronaut
astronomer	0.750	0.509	0.735	astronom
astronomical	0.600	0.632	0.726	astronomski
astronomy	0.613	0.474	0.722	astronomija
astute	0.776	0.658	0.827	lukav
asunder	0.208	0.442	0.259	rastaviti
asylum	0.407	0.330	0.445	azil
asymmetric	0.580	0.343	0.465	asimetričan
asymmetry	0.476	0.373	0.527	asimetrija
asymptotic	0.479	0.451	0.472	asimptotski
atelier	0.490	0.330	0.705	atelje
atheism	0.276	0.460	0.481	ateizam
atheistic	0.373	0.481	0.466	ateistički
atherosclerosis	0.250	0.480	0.343	ateroskleroza
athlete	0.781	0.718	0.686	sportaš
athletic	0.857	0.798	0.708	atletski
athleticism	0.750	0.863	0.778	atletizam
athletics	0.831	0.691	0.740	atletika
atlas	0.531	0.306	0.554	atlas
atmosphere	0.604	0.300	0.560	atmosfera
atmospheric	0.531	0.420	0.594	atmosferski
atoll	0.480	0.408	0.472	atol
atom	0.510	0.500	0.433	atom
atomic	0.327	0.817	0.713	atomski
atone	0.418	0.673	0.411	iskupiti se
atonement	0.550	0.602	0.683	pokajanje
atpeace	0.724	0.298	0.519	u miru
atrium	0.469	0.365	0.473	atrij
atrocious	0.073	0.811	0.445	okrutan
atrocity	0.115	0.844	0.593	grozota
atrophy	0.177	0.540	0.208	atrofija
attach	0.520	0.363	0.559	priložiti
attached	0.562	0.350	0.439	u prilogu
attachment	0.570	0.343	0.500	privitak
attack	0.286	0.948	0.670	napad
attacker	0.185	0.962	0.629	napadač
attacking	0.276	0.837	0.642	napadački
attain	0.806	0.510	0.719	postići
attainable	0.760	0.500	0.759	ostvarljiv
attainment	0.830	0.520	0.940	postignuće
attempt	0.625	0.491	0.431	pokušaj
attempted	0.594	0.580	0.567	pokušao
attend	0.650	0.420	0.625	pohađati
attendance	0.812	0.500	0.592	pohađanje
attendant	0.580	0.365	0.519	čuvar
attention	0.740	0.599	0.774	pažnja
attentionseeker	0.367	0.745	0.457	tražitelj pažnje
attentionseekers	0.531	0.673	0.500	tražitelji pažnje
attentive	0.812	0.520	0.724	pažljiv
attenuate	0.408	0.302	0.429	oslabiti
attenuated	0.449	0.280	0.298	oslabljena
attenuation	0.458	0.363	0.464	prigušenje
attest	0.439	0.710	0.685	posvjedočiti
attestation	0.234	0.635	0.500	ovjeravanje
attic	0.521	0.259	0.377	potkrovlje
attire	0.742	0.388	0.483	odijevanje
attitude	0.760	0.644	0.861	stav
attorney	0.600	0.594	0.754	odvjetnik
attract	0.796	0.663	0.769	privući
attraction	0.906	0.774	0.712	privlačnost
attractive	0.906	0.630	0.769	atraktivan
attractiveness	0.938	0.667	0.755	atraktivnost
attributable	0.704	0.430	0.527	pripisiv
attribute	0.781	0.439	0.795	atribut
attribution	0.646	0.467	0.658	atribucija
attrition	0.229	0.540	0.259	trošenje
auburn	0.510	0.240	0.411	kestenjasta
auction	0.594	0.702	0.519	aukcija
auctioneer	0.542	0.732	0.716	dražbovatelj
audacious	0.740	0.875	0.825	smion
audacity	0.760	0.755	0.916	smjelost
audible	0.673	0.370	0.462	zvučni
audience	0.698	0.610	0.613	publika
audio	0.709	0.425	0.370	audio
audit	0.375	0.562	0.735	revizija
audition	0.750	0.685	0.615	audicija
auditions	0.740	0.765	0.596	audicije
auditor	0.582	0.571	0.726	revizor
auditorium	0.529	0.490	0.538	gledalište
auditory	0.531	0.481	0.570	gledaoci
aught	0.418	0.135	0.217	ništa
augment	0.650	0.683	0.645	povećati
augmentation	0.714	0.613	0.850	povećanje
august	0.652	0.292	0.462	kolovoz
aunt	0.667	0.291	0.420	tetka
auntie	0.643	0.275	0.447	teta
aura	0.760	0.333	0.500	aura
aurora	0.817	0.306	0.537	polarna svjetlost
auspices	0.542	0.500	0.634	okrilje
auspicious	0.562	0.635	0.669	povoljan
austere	0.500	0.390	0.422	opor
austerity	0.438	0.406	0.534	strogosti
authentic	0.885	0.510	0.782	autentičan
authenticate	0.833	0.480	0.789	ovjeriti
authentication	0.724	0.491	0.750	ovjera
authenticity	0.670	0.548	0.845	autentičnost
author	0.775	0.343	0.749	Autor
authoritative	0.636	0.520	0.890	autoritativan
authority	0.592	0.592	0.934	vlast
authorization	0.521	0.567	0.817	ovlaštenje
authorize	0.772	0.596	0.821	odobriti
authorized	0.760	0.458	0.815	ovlašteni
authorship	0.667	0.635	0.773	autorstvo
autism	0.235	0.500	0.447	autizam
autistic	0.367	0.337	0.404	autističan
auto	0.571	0.569	0.500	auto
autobiographical	0.909	0.462	0.582	autobiografski
autobiography	0.735	0.284	0.629	autobiografija
autocorrect	0.551	0.439	0.616	autocorrect
autocratic	0.542	0.577	0.727	autokratski
autograph	0.735	0.565	0.473	autogram
autographed	0.781	0.620	0.625	s autogramom
automated	0.578	0.402	0.632	automatizirano
automatic	0.562	0.433	0.664	automatski
automobile	0.753	0.625	0.534	automobil
automotive	0.656	0.520	0.577	automobilski
autonomy	0.781	0.349	0.891	autonomija
autopilot	0.594	0.462	0.632	autopilot
autopsy	0.252	0.650	0.538	obdukcija
autumn	0.765	0.204	0.450	jesen
auxiliary	0.622	0.471	0.509	pomoćni
avail	0.800	0.430	0.603	dobitak
availability	0.796	0.544	0.600	dostupnost
available	0.844	0.356	0.623	dostupno
avalanche	0.265	0.915	0.683	lavina
avarice	0.198	0.726	0.352	škrtost
avatar	0.633	0.410	0.567	avatar
avenge	0.073	0.867	0.559	osvetiti se
avenger	0.337	0.865	0.670	osvetnik
