English Word	Valence	Arousal	Dominance	Basque Word
analytical	0.625	0.324	0.800	analitikoa
analyze	0.667	0.462	0.710	aztertu
analyzer	0.625	0.556	0.854	analizatzailea
anaphylactic	0.378	0.588	0.500	anafilaktikoa
anarchism	0.125	0.804	0.623	anarkismoa
anarchist	0.204	0.700	0.759	anarkista
anarchy	0.146	0.755	0.620	anarkia
anastomosis	0.375	0.470	0.490	anastomosia
anathema	0.286	0.490	0.519	anatema
anatomic	0.562	0.442	0.546	anatomikoa
anatomy	0.562	0.390	0.571	anatomia
ancestor	0.592	0.388	0.594	arbasoa
ancestral	0.640	0.481	0.750	arbaso
ancestry	0.708	0.519	0.717	arbasoak
anchor	0.520	0.284	0.564	aingura
anchorage	0.500	0.325	0.639	ainguraketa
ancient	0.420	0.217	0.439	antzinako
ancillary	0.449	0.442	0.278	osagarria
androgen	0.255	0.523	0.527	androgenoa
android	0.663	0.436	0.500	androide
anecdote	0.583	0.529	0.500	pasadizoa
anemia	0.188	0.327	0.310	anemia
anemic	0.167	0.279	0.155	anemikoa
anemone	0.552	0.538	0.327	anemona
anesthesia	0.365	0.216	0.394	anestesia
anesthesiologist	0.419	0.224	0.526	anestesista
anesthetic	0.350	0.264	0.482	anestesikoa
aneurysm	0.115	0.690	0.536	aneurisma
anew	0.771	0.358	0.385	berriz
angel	0.906	0.158	0.704	aingerua
angelic	0.927	0.298	0.668	aingerukoa
anger	0.167	0.865	0.657	haserrea
angered	0.010	0.860	0.547	haserretu
angermanagement	0.260	0.632	0.482	haserrearen kudeaketa
angina	0.230	0.630	0.464	angina
angiogram	0.347	0.520	0.465	angiografia
angiography	0.378	0.536	0.520	angiografia
angle	0.541	0.330	0.455	angelua
angling	0.625	0.408	0.500	arrantza egitea
angora	0.529	0.425	0.405	angora
angriest	0.094	0.892	0.430	haserretuena
angry	0.122	0.830	0.604	haserre
angrytweet	0.265	0.644	0.471	haserre txio
angst	0.167	0.888	0.333	larritasuna
anguish	0.153	0.792	0.265	larritasuna
anguished	0.135	0.720	0.307	larrituta
angular	0.449	0.281	0.444	angeluarra
anhydrous	0.456	0.365	0.355	anhidroa
animal	0.521	0.510	0.513	animalia
animate	0.827	0.755	0.635	animatu
animated	0.823	0.676	0.538	animatua
animation	0.888	0.750	0.549	animazioa
animosity	0.510	0.724	0.545	etsaitasuna
animus	0.698	0.676	0.466	animoso
ankle	0.500	0.274	0.234	orkatila
anklet	0.410	0.276	0.302	orkatila
annals	0.427	0.610	0.424	analak
annex	0.594	0.350	0.458	eranskina
annexation	0.342	0.500	0.555	anexioa
annexe	0.584	0.350	0.392	eranskina
annihilate	0.115	0.918	0.681	deuseztatu
annihilated	0.080	0.760	0.324	deuseztatu
annihilation	0.041	0.800	0.591	suntsipena
anniversary	0.880	0.770	0.723	urteurrena
annotate	0.592	0.469	0.441	ohartarazi
annotation	0.604	0.470	0.619	oharpena
announce	0.694	0.618	0.611	iragarri
announcement	0.729	0.491	0.482	iragarkia
announcer	0.602	0.570	0.732	esatari
annoy	0.094	0.765	0.286	gogaitu
annoyance	0.167	0.718	0.342	gogaikarria
annoyed	0.104	0.783	0.345	gogaituta
annoyin	0.260	0.573	0.352	gogaitu
annoying	0.082	0.853	0.348	gogaikarria
annoys	0.146	0.778	0.435	gogaitzen
annual	0.552	0.236	0.500	urtekoa
annuity	0.521	0.304	0.527	errenta
annul	0.250	0.448	0.364	baliogabetu
annular	0.310	0.385	0.412	eraztun
annulment	0.153	0.375	0.447	baliogabetzea
annulus	0.458	0.380	0.376	eraztun
anointed	0.500	0.368	0.579	gantzutua
anointing	0.653	0.350	0.547	gantzudura
anomalous	0.281	0.480	0.423	anomalia
anomaly	0.188	0.538	0.404	anomalia
anon	0.479	0.354	0.298	anon
anonymity	0.469	0.255	0.430	anonimotasuna
anonymous	0.396	0.291	0.431	anonimoa
anorexic	0.160	0.618	0.245	anorexikoa
answer	0.537	0.373	0.661	erantzun
answerable	0.708	0.481	0.750	erantzuleak
answering	0.684	0.500	0.607	erantzuten
ant	0.448	0.216	0.216	inurri
antagonism	0.224	0.618	0.524	antagonismoa
antagonist	0.240	0.615	0.700	antagonista
antagonistic	0.296	0.604	0.565	antagonista
antagonize	0.143	0.663	0.629	antagonizatu
ante	0.448	0.320	0.417	ante
antecedent	0.427	0.551	0.566	aurrekaria
antelope	0.542	0.510	0.500	antilopea
antenna	0.521	0.327	0.358	antena
anterior	0.510	0.245	0.362	aurrekoa
anthem	0.780	0.343	0.729	ereserkia
anthill	0.327	0.578	0.377	inurritegia
anthology	0.338	0.406	0.537	antologia
anthrax	0.188	0.730	0.500	antraxa
anthropological	0.367	0.390	0.490	antropologikoa
anthropologist	0.551	0.385	0.725	antropologoa
anthropology	0.490	0.367	0.582	antropologia
anti	0.365	0.412	0.384	anti
antiaircraft	0.330	0.622	0.629	hegazkinaren aurkakoa
antibiotic	0.510	0.373	0.658	antibiotikoa
antibiotics	0.448	0.406	0.557	antibiotikoak
antichrist	0.082	0.837	0.544	antikristo
anticipate	0.622	0.469	0.667	aurreikusi
anticipation	0.698	0.539	0.711	aurreikuspena
anticipatory	0.653	0.551	0.682	aurrea hartzeko
antics	0.448	0.740	0.236	traketsak
antidote	0.541	0.490	0.629	antidotoa
antifungal	0.408	0.412	0.441	antifungikoa
antigravity	0.430	0.714	0.658	grabitatearen aurkakoa
antimony	0.378	0.398	0.490	antimonioa
antipathy	0.198	0.549	0.393	antipatia
antiquarian	0.500	0.233	0.426	antikuarioa
antiquated	0.420	0.392	0.236	zaharkitua
antique	0.634	0.290	0.518	antzinako
antiques	0.540	0.370	0.595	antigoalekoak
antiquity	0.385	0.333	0.556	antzinatasuna
antiseptic	0.438	0.370	0.623	antiseptikoa
antisocial	0.146	0.686	0.391	antisoziala
antithesis	0.396	0.412	0.536	antitesia
antithetical	0.271	0.509	0.358	antitetikoa
antiviral	0.459	0.470	0.549	birusen aurkakoa
antler	0.448	0.470	0.500	adarka
antsy	0.449	0.558	0.417	antsia
anus	0.347	0.644	0.350	uzkia
anvil	0.380	0.510	0.604	ingude
anxiety	0.146	0.865	0.342	antsietatea
anxietyattack	0.150	0.925	0.446	antsietate erasoa
anxious	0.281	0.875	0.434	urduri
anxiousness	0.235	0.814	0.282	antsietatea
anytime	0.625	0.461	0.436	edonoiz
aorta	0.448	0.510	0.542	aorta
aortic	0.436	0.540	0.438	aortikoa
apace	0.536	0.500	0.536	patxadaz
apache	0.687	0.469	0.500	apache
apartment	0.719	0.393	0.580	apartamentua
apartments	0.704	0.337	0.443	apartamentuak
apathetic	0.188	0.292	0.333	apatikoa
apathy	0.184	0.212	0.204	apatia
ape	0.548	0.389	0.336	tximinoa
aperture	0.612	0.450	0.667	irekiera
apex	0.570	0.433	0.418	erpina
aphid	0.388	0.473	0.407	afidoa
aphrodisiac	0.750	0.846	0.667	afrodisiako
apiece	0.439	0.259	0.383	zati bat
aplomb	0.500	0.509	0.582	aplomba
apocalypse	0.050	0.867	0.736	apokalipsia
apocalyptic	0.173	0.880	0.750	apokaliptikoa
apologetic	0.479	0.461	0.571	barkamena
apologist	0.406	0.429	0.526	apologia
apologize	0.551	0.378	0.389	barkamena eskatu
apology	0.571	0.346	0.402	barkamena
apostasy	0.388	0.520	0.517	apostasia
apostate	0.342	0.500	0.528	apostatu
apostle	0.646	0.347	0.732	apostolu
apostolic	0.592	0.300	0.717	apostolikoa
apostrophe	0.469	0.368	0.537	apostrofa
apothecary	0.561	0.328	0.529	botikaria
appalled	0.194	0.792	0.562	ikaratuta
appalling	0.160	0.827	0.415	ikaragarria
apparatus	0.375	0.353	0.377	aparatua
apparel	0.698	0.435	0.453	jantziak
apparent	0.473	0.383	0.398	itxurazkoa
apparently	0.531	0.410	0.426	itxuraz
apparition	0.406	0.573	0.636	agerpena
appeal	0.663	0.598	0.558	errekurtsoa
appear	0.735	0.506	0.567	agertu
appearance	0.669	0.490	0.534	itxura
appease	0.633	0.278	0.434	baretu
appellant	0.327	0.588	0.568	errekurtsogilea
append	0.573	0.464	0.453	erantsi
appendage	0.229	0.382	0.438	eranskina
appendectomy	0.177	0.670	0.554	apendizektomia
appendicitis	0.031	0.640	0.347	apendizitisa
appendix	0.365	0.387	0.425	eranskina
appetite	0.704	0.637	0.581	gosea
appetizer	0.755	0.560	0.406	hamaiketakoa
appetizing	0.806	0.657	0.688	gosegarria
applaud	0.865	0.824	0.464	txalotu
applause	0.953	0.857	0.621	txaloak
apple	0.811	0.300	0.264	sagarra
apple juice	0.765	0.204	0.294	sagar zukua
applejack	0.604	0.431	0.473	sagarrondoa
applesauce	0.750	0.167	0.291	sagar saltsa
appliance	0.582	0.453	0.538	aparatua
appliances	0.594	0.394	0.567	etxetresna elektrikoak
applicability	0.677	0.490	0.741	aplikagarritasuna
applicable	0.469	0.430	0.667	aplikagarriak
applicant	0.612	0.558	0.688	eskatzailea
application	0.646	0.445	0.726	aplikazio
apply	0.612	0.321	0.667	aplikatu
appoint	0.565	0.330	0.509	izendatu
appointment	0.688	0.594	0.547	hitzordua
appointments	0.745	0.677	0.625	hitzorduak
apportion	0.677	0.490	0.638	banatzea
apportionment	0.552	0.481	0.453	banaketa
appraisal	0.417	0.667	0.682	balorazioa
appraise	0.677	0.490	0.696	baloratu
appreciable	0.873	0.491	0.778	estimagarria
appreciate	0.885	0.422	0.741	estimatu
appreciated	0.910	0.434	0.779	estimatua
appreciates	0.765	0.500	0.656	eskertzen du
appreciation	0.917	0.529	0.588	estimua
appreciative	0.857	0.380	0.654	eskertzekoa
apprehend	0.521	0.624	0.696	atzeman
apprehension	0.385	0.720	0.454	atzematea
apprehensive	0.406	0.592	0.431	beldurra
apprentice	0.615	0.413	0.452	aprendiz
apprenticeship	0.812	0.482	0.643	ikaskuntza
approach	0.612	0.392	0.610	hurbildu
approaching	0.740	0.557	0.491	hurbiltzen
approbate	0.646	0.590	0.860	onartu
approbation	0.792	0.529	0.774	onespena
appropriate	0.833	0.368	0.759	egokia
appropriation	0.510	0.632	0.717	jabetzea
approval	0.854	0.460	0.889	onespena
approve	0.875	0.548	0.741	onartzea
approved	0.833	0.349	0.698	onartua
approvement	0.880	0.625	0.780	onespena
approving	0.917	0.583	0.773	onesten
approximate	0.551	0.560	0.520	gutxi gorabeherako
approximately	0.622	0.396	0.538	gutxi gorabehera
approximating	0.583	0.615	0.471	gutxi gorabehera
approximation	0.582	0.402	0.593	hurbilketa
appurtenances	0.573	0.412	0.547	osagarriak
apricot	0.708	0.320	0.278	abrikota
apron	0.582	0.208	0.245	mantala
apt	0.582	0.418	0.382	egoki
aptitude	0.750	0.471	0.746	gaitasun
aqua	0.656	0.292	0.359	aqua
aquamarine	0.729	0.306	0.413	ur-marina
aquarium	0.663	0.327	0.393	akuarioa
aquatic	0.677	0.510	0.463	uretakoak
aqueduct	0.551	0.411	0.534	akueduktua
aqueous	0.429	0.270	0.310	urtsua
arable	0.510	0.350	0.465	laborantza
arbiter	0.561	0.537	0.814	arbitro
arbitrary	0.281	0.702	0.686	arbitrarioa
arbitrate	0.470	0.620	0.682	arbitraje
arbitration	0.587	0.602	0.670	arbitrajea
arbitrator	0.385	0.448	0.795	arbitro
arbor	0.583	0.490	0.591	arbola
arc	0.552	0.388	0.396	arkua
arcade	0.676	0.521	0.502	arkupea
arcane	0.500	0.490	0.637	arkano
arch	0.500	0.354	0.468	arku
archaeological	0.740	0.441	0.660	arkeologikoak
archaeologist	0.552	0.451	0.706	arkeologoa
archaeology	0.596	0.358	0.691	arkeologia
archaic	0.271	0.327	0.332	arkaikoa
archangel	0.837	0.500	0.708	goiaingerua
archbishop	0.622	0.280	0.776	artzapezpikua
archdiocese	0.400	0.321	0.704	artzapezpiku
archduke	0.458	0.413	0.634	artxiduke
arched	0.582	0.403	0.398	arkuduna
archer	0.573	0.622	0.661	arkularia
archery	0.594	0.604	0.589	arku-tiroa
archetype	0.448	0.520	0.569	arketipoa
archipelago	0.745	0.370	0.592	artxipelago
architect	0.776	0.442	0.836	arkitektoa
architectural	0.729	0.390	0.670	arkitektonikoa
architecture	0.820	0.390	0.694	arkitektura
archive	0.438	0.294	0.527	artxiboa
arctic	0.615	0.352	0.546	artikoa
ardent	0.694	0.873	0.722	sutsu
ardor	0.500	0.780	0.538	ardura
arduous	0.344	0.783	0.605	neketsua
area	0.490	0.306	0.464	eremua
arena	0.510	0.235	0.404	arena
areola	0.417	0.396	0.381	areola
areyoukidding	0.429	0.633	0.400	txantxetan zaude
areyoukiddingme	0.365	0.635	0.375	ari nauzue
argent	0.594	0.418	0.472	argentea
argh	0.260	0.538	0.328	argh
arghh	0.292	0.536	0.397	arghh
arghhhh	0.250	0.618	0.324	arghhhh
argue	0.093	0.798	0.525	argudiatu
argument	0.510	0.464	0.698	argumentua
argumentation	0.479	0.549	0.760	argudioa
argumentative	0.450	0.531	0.679	argudiozkoa
arguments	0.541	0.602	0.657	argudioak
arid	0.323	0.333	0.379	lehorra
arise	0.750	0.582	0.725	sortu
aristocracy	0.688	0.549	0.842	aristokrazia
aristocrat	0.583	0.413	0.811	aristokrata
aristocratic	0.449	0.519	0.676	aristokratikoa
arithmetic	0.453	0.460	0.634	aritmetika
ark	0.396	0.427	0.543	ark
arm	0.552	0.285	0.469	besoa
armada	0.408	0.740	0.868	armada
armament	0.198	0.764	0.810	armamentua
armaments	0.192	0.839	0.830	armamentuak
armature	0.510	0.558	0.755	armadura
armchair	0.646	0.164	0.339	besaulkia
armed	0.188	0.750	0.808	armatua
armor	0.469	0.625	0.784	armadura
armored	0.469	0.509	0.861	blindatua
armory	0.448	0.663	0.800	armeria
armpit	0.283	0.439	0.250	besapea
arms	0.464	0.395	0.483	besoak
army	0.417	0.759	0.902	armada
aroma	0.823	0.235	0.442	usaina
aromatherapy	0.847	0.220	0.473	aromaterapia
arousal	0.791	0.943	0.731	kitzikapen
arouse	0.740	0.491	0.580	piztu
aroused	0.708	0.952	0.667	piztu
arraignment	0.406	0.837	0.534	auzipetzea
arrange	0.740	0.490	0.571	antolatu
arranged	0.698	0.531	0.728	antolatuta
arrangement	0.625	0.382	0.683	antolamendua
array	0.521	0.396	0.568	array
arrears	0.286	0.485	0.302	atzerapenak
arrest	0.146	0.951	0.500	atxiloketa
arrhythmia	0.265	0.706	0.356	arritmia
arrival	0.678	0.510	0.474	etorrera
arrive	0.837	0.406	0.585	heldu
arrogance	0.143	0.750	0.620	harrokeria
arrogant	0.115	0.755	0.580	harroputz
arrow	0.439	0.390	0.454	gezia
arsehole	0.276	0.598	0.433	ipurdia
arseholes	0.188	0.545	0.351	ipurdiak
arsenal	0.365	0.741	0.752	arsenal
arsenic	0.281	0.472	0.447	artsenikoa
arson	0.133	0.904	0.567	piztea
arsonist	0.348	0.840	0.500	sugilea
art	0.812	0.360	0.603	art
arterial	0.396	0.510	0.583	arteria
artery	0.396	0.580	0.537	arteria
artful	0.771	0.608	0.778	artetsua
arthritis	0.110	0.518	0.345	artritisa
arthropod	0.344	0.464	0.434	artropodoa
artichoke	0.583	0.218	0.287	alkatxofa
article	0.594	0.280	0.481	Artikulu
articles	0.552	0.324	0.565	artikuluak
articulate	0.677	0.462	0.618	artikulatu
articulation	0.479	0.480	0.591	artikulazioa
artifact	0.510	0.500	0.566	artefaktua
artifice	0.316	0.696	0.482	artifizioa
artificial	0.306	0.385	0.351	artifiziala
artillery	0.350	0.912	0.794	artilleria
artisan	0.781	0.330	0.411	artisaua
artist	0.802	0.442	0.732	artista
artiste	0.844	0.512	0.565	artista
artistic	0.802	0.646	0.632	artistikoa
artistry	0.823	0.346	0.769	artegintza
artists	0.796	0.667	0.741	artistak
artwork	0.896	0.368	0.679	artelana
arty	0.490	0.422	0.388	artea
asap	0.571	0.500	0.552	ahalik eta azkarren
asbestos	0.357	0.481	0.464	amiantoa
ascend	0.830	0.620	0.812	igo
ascendancy	0.724	0.625	0.700	goragotasuna
ascendant	0.656	0.673	0.821	goranzko
ascending	0.826	0.644	0.777	goranzkoa
ascension	0.765	0.720	0.714	igoera
ascent	0.755	0.627	0.833	igoera
ascertain	0.560	0.530	0.625	egiaztatu
ascertained	0.531	0.529	0.616	ziurtatuta
ascetic	0.438	0.375	0.472	aszetikoa
ash	0.260	0.210	0.207	lizarra
ashamed	0.156	0.588	0.228	lotsatuta
ashes	0.327	0.279	0.142	errautsak
ashtray	0.406	0.382	0.265	hautsontzia
asinine	0.429	0.472	0.433	asinina
ask	0.531	0.440	0.459	galdetu
asleeep	0.490	0.210	0.322	lotan
asleep	0.604	0.100	0.270	lotan
asp	0.438	0.489	0.375	asp
asparagus	0.469	0.317	0.264	zainzuriak
aspartame	0.469	0.480	0.322	aspartamoa
aspect	0.479	0.469	0.588	alderdia
aspects	0.439	0.480	0.565	alderdiak
aspen	0.479	0.280	0.395	aspen
asphalt	0.479	0.264	0.439	asfaltoa
asphyxia	0.198	0.704	0.311	asfixia
asphyxiation	0.059	0.745	0.412	asfixia
aspiration	0.704	0.724	0.675	aspirazioa
aspire	0.812	0.469	0.722	aspiratu
aspirin	0.479	0.271	0.422	aspirina
aspiring	0.844	0.582	0.604	aspiratzailea
ass	0.323	0.750	0.345	ipurdia
assail	0.378	0.510	0.500	eraso
assailant	0.184	0.868	0.602	erasotzailea
assassin	0.073	0.933	0.632	hiltzailea
assassinate	0.051	0.969	0.722	hil
assassination	0.083	0.941	0.525	hilketa
assault	0.167	0.848	0.550	eraso
assay	0.633	0.559	0.594	saiakuntza
assemblage	0.429	0.452	0.600	muntaia
assemble	0.542	0.570	0.750	muntatu
assembled	0.663	0.450	0.644	muntatu
assembly	0.698	0.500	0.640	muntaia
assemblyman	0.430	0.538	0.760	batzarkide
assent	0.615	0.515	0.719	onespena
assert	0.750	0.619	0.809	baieztatzen
asserting	0.694	0.531	0.736	baieztatzen
assertion	0.740	0.442	0.750	baieztapena
assertive	0.719	0.412	0.770	asertiboa
assess	0.698	0.500	0.623	baloratu
assessment	0.750	0.623	0.658	balorazioa
assessor	0.551	0.538	0.764	ebaluatzailea
asset	0.797	0.765	0.788	ondasuna
assets	0.667	0.613	0.765	aktiboak
asshole	0.133	0.582	0.263	ipurdia
assign	0.622	0.417	0.709	esleitu
assignee	0.510	0.462	0.510	esleipendun
assignment	0.483	0.398	0.745	esleipena
assimilate	0.559	0.391	0.683	asimilatu
assimilation	0.429	0.378	0.463	asimilazioa
assist	0.833	0.435	0.629	lagundu
assistance	0.656	0.519	0.633	laguntza
assistant	0.625	0.390	0.536	laguntzailea
associate	0.812	0.409	0.625	elkartu
association	0.745	0.500	0.817	elkartea
assorted	0.602	0.460	0.472	askotariko
assortment	0.694	0.360	0.526	sorta
assuage	0.745	0.255	0.500	baretu
assume	0.698	0.401	0.464	suposatu
assumed	0.612	0.247	0.454	suposatu
assuming	0.740	0.390	0.526	suposatuz
assumption	0.479	0.431	0.417	suposizioa
assurance	0.675	0.442	0.704	bermea
assure	0.910	0.460	0.839	ziurtatu
assured	0.878	0.327	0.754	ziurtatua
assuredly	0.786	0.396	0.833	ziur aski
asterisk	0.541	0.288	0.273	izartxoa
asteroid	0.430	0.721	0.623	asteroidea
asteroids	0.361	0.694	0.712	asteroideak
asthma	0.198	0.549	0.227	asma
asthmatic	0.229	0.706	0.294	asmatiko
astigmatism	0.214	0.490	0.429	astigmatismoa
astonish	0.786	0.845	0.658	harritu
astonished	0.510	0.775	0.574	harrituta
astonishing	0.844	0.802	0.821	harrigarria
astonishingly	0.827	0.898	0.773	harrigarriki
astonishment	0.680	0.718	0.519	harridura
astound	0.729	0.675	0.474	harritu
astral	0.604	0.417	0.567	astral
astray	0.098	0.676	0.308	okertu
astringent	0.316	0.500	0.474	astringentea
astrologer	0.594	0.519	0.673	astrologoa
astrology	0.635	0.340	0.500	astrologia
astronaut	0.792	0.601	0.761	astronauta
astronomer	0.750	0.509	0.735	astronomoa
astronomical	0.600	0.632	0.726	astronomikoa
astronomy	0.613	0.474	0.722	astronomia
astute	0.776	0.658	0.827	zuhurra
asunder	0.208	0.442	0.259	zatikatu
asylum	0.407	0.330	0.445	asiloa
asymmetric	0.580	0.343	0.465	asimetrikoa
asymmetry	0.476	0.373	0.527	asimetria
asymptotic	0.479	0.451	0.472	asintotikoa
atelier	0.490	0.330	0.705	atelierra
atheism	0.276	0.460	0.481	ateismoa
atheistic	0.373	0.481	0.466	ateoa
atherosclerosis	0.250	0.480	0.343	aterosklerosia
athlete	0.781	0.718	0.686	atleta
athletic	0.857	0.798	0.708	atletikoa
athleticism	0.750	0.863	0.778	atletismoa
athletics	0.831	0.691	0.740	atletismoa
atlas	0.531	0.306	0.554	atlasa
atmosphere	0.604	0.300	0.560	giroa
atmospheric	0.531	0.420	0.594	atmosferikoa
atoll	0.480	0.408	0.472	atoloia
atom	0.510	0.500	0.433	atomoa
atomic	0.327	0.817	0.713	atomikoa
atone	0.418	0.673	0.411	barkatu
atonement	0.550	0.602	0.683	barkamena
atpeace	0.724	0.298	0.519	bakean
atrium	0.469	0.365	0.473	ataria
atrocious	0.073	0.811	0.445	ikaragarria
atrocity	0.115	0.844	0.593	ankerkeria
atrophy	0.177	0.540	0.208	atrofia
attach	0.520	0.363	0.559	erantsi
attached	0.562	0.350	0.439	erantsita
attachment	0.570	0.343	0.500	eranskina
attack	0.286	0.948	0.670	erasoa
attacker	0.185	0.962	0.629	erasotzailea
attacking	0.276	0.837	0.642	erasotzen
attain	0.806	0.510	0.719	lortu
attainable	0.760	0.500	0.759	lorgarri
attainment	0.830	0.520	0.940	lorpena
attempt	0.625	0.491	0.431	saiakera
attempted	0.594	0.580	0.567	saiatu zen
attend	0.650	0.420	0.625	bertaratu
attendance	0.812	0.500	0.592	asistentzia
attendant	0.580	0.365	0.519	laguntzaile
attention	0.740	0.599	0.774	arreta
attentionseeker	0.367	0.745	0.457	arreta bilatzailea
attentionseekers	0.531	0.673	0.500	arreta bilatzaileak
attentive	0.812	0.520	0.724	adi
attenuate	0.408	0.302	0.429	apaldu
attenuated	0.449	0.280	0.298	apaldu
attenuation	0.458	0.363	0.464	atenuazioa
attest	0.439	0.710	0.685	egiaztatzen
attestation	0.234	0.635	0.500	aitorpena
attic	0.521	0.259	0.377	ganbara
attire	0.742	0.388	0.483	janzkera
attitude	0.760	0.644	0.861	jarrera
attorney	0.600	0.594	0.754	abokatua
attract	0.796	0.663	0.769	erakarri
attraction	0.906	0.774	0.712	erakarpena
attractive	0.906	0.630	0.769	erakargarria
attractiveness	0.938	0.667	0.755	erakargarritasuna
attributable	0.704	0.430	0.527	egozgarria
attribute	0.781	0.439	0.795	atributu
attribution	0.646	0.467	0.658	atribuzioa
attrition	0.229	0.540	0.259	higadura
auburn	0.510	0.240	0.411	gorria
auction	0.594	0.702	0.519	enkantea
auctioneer	0.542	0.732	0.716	enkantea
audacious	0.740	0.875	0.825	ausarta
audacity	0.760	0.755	0.916	ausardia
audible	0.673	0.370	0.462	entzungarria
audience	0.698	0.610	0.613	publikoa
audio	0.709	0.425	0.370	audioa
audit	0.375	0.562	0.735	auditoria
audition	0.750	0.685	0.615	entzunaldia
auditions	0.740	0.765	0.596	entzunaldiak
auditor	0.582	0.571	0.726	auditorea
auditorium	0.529	0.490	0.538	auditorioa
auditory	0.531	0.481	0.570	entzumenezkoa
aught	0.418	0.135	0.217	ezer
augment	0.650	0.683	0.645	areagotu
augmentation	0.714	0.613	0.850	handitze
august	0.652	0.292	0.462	Abuztu
aunt	0.667	0.291	0.420	izeba
auntie	0.643	0.275	0.447	izeba
aura	0.760	0.333	0.500	aura
aurora	0.817	0.306	0.537	aurora
auspices	0.542	0.500	0.634	auspizioak
auspicious	0.562	0.635	0.669	aproposa
austere	0.500	0.390	0.422	soil
austerity	0.438	0.406	0.534	austeritatea
authentic	0.885	0.510	0.782	benetakoa
authenticate	0.833	0.480	0.789	autentifikatu
authentication	0.724	0.491	0.750	autentifikazioa
authenticity	0.670	0.548	0.845	benetakotasuna
author	0.775	0.343	0.749	egilea
authoritative	0.636	0.520	0.890	autoritarioa
authority	0.592	0.592	0.934	agintaritza
authorization	0.521	0.567	0.817	baimena
authorize	0.772	0.596	0.821	baimendu
authorized	0.760	0.458	0.815	baimenduta
authorship	0.667	0.635	0.773	egiletza
autism	0.235	0.500	0.447	autismoa
autistic	0.367	0.337	0.404	autista
auto	0.571	0.569	0.500	autoa
autobiographical	0.909	0.462	0.582	autobiografikoa
autobiography	0.735	0.284	0.629	autobiografia
autocorrect	0.551	0.439	0.616	autozuzenketa
autocratic	0.542	0.577	0.727	autokratikoa
autograph	0.735	0.565	0.473	autografoa
autographed	0.781	0.620	0.625	autografoa
automated	0.578	0.402	0.632	automatizatu
automatic	0.562	0.433	0.664	automatikoa
automobile	0.753	0.625	0.534	automobila
automotive	0.656	0.520	0.577	automobilgintza
autonomy	0.781	0.349	0.891	autonomia
autopilot	0.594	0.462	0.632	pilotu automatikoa
autopsy	0.252	0.650	0.538	autopsia
autumn	0.765	0.204	0.450	udazkena
auxiliary	0.622	0.471	0.509	laguntzaile
avail	0.800	0.430	0.603	baliagarri
availability	0.796	0.544	0.600	erabilgarritasuna
available	0.844	0.356	0.623	eskuragarri
avalanche	0.265	0.915	0.683	elur-jausi
avarice	0.198	0.726	0.352	zitalkeria
avatar	0.633	0.410	0.567	abatarra
