English Word	Valence	Arousal	Dominance	Yoruba Word
analyzer	0.625	0.556	0.854	atunnkanka
anaphylactic	0.378	0.588	0.500	anafilactic
anarchism	0.125	0.804	0.623	anarchism
anarchist	0.204	0.700	0.759	anarchist
anarchy	0.146	0.755	0.620	anarchy
anastomosis	0.375	0.470	0.490	anastomosis
anathema	0.286	0.490	0.519	anathema
anatomic	0.562	0.442	0.546	anatomic
anatomy	0.562	0.390	0.571	anatomi
ancestor	0.592	0.388	0.594	baba ńlá
ancestral	0.640	0.481	0.750	baba nla
ancestry	0.708	0.519	0.717	baba-nla
anchor	0.520	0.284	0.564	oran
anchorage	0.500	0.325	0.639	ìdákọró
ancient	0.420	0.217	0.439	atijọ
ancillary	0.449	0.442	0.278	oluranlowo
androgen	0.255	0.523	0.527	androjini
android	0.663	0.436	0.500	Android
anecdote	0.583	0.529	0.500	iroyin
anemia	0.188	0.327	0.310	ẹjẹ ẹjẹ
anemic	0.167	0.279	0.155	ẹjẹ
anemone	0.552	0.538	0.327	anemone
anesthesia	0.365	0.216	0.394	akuniloorun
anesthesiologist	0.419	0.224	0.526	akuniloorun
anesthetic	0.350	0.264	0.482	anesitetiki
aneurysm	0.115	0.690	0.536	iṣọn-ẹjẹ
anew	0.771	0.358	0.385	tuntun
angel	0.906	0.158	0.704	angẹli
angelic	0.927	0.298	0.668	angẹli
anger	0.167	0.865	0.657	ibinu
angered	0.010	0.860	0.547	binu
angermanagement	0.260	0.632	0.482	angermanagement
angina	0.230	0.630	0.464	angina
angiogram	0.347	0.520	0.465	angiogram
angiography	0.378	0.536	0.520	angiography
angle	0.541	0.330	0.455	igun
angling	0.625	0.408	0.500	angling
angora	0.529	0.425	0.405	angora
angriest	0.094	0.892	0.430	ibinu
angry	0.122	0.830	0.604	ibinu
angrytweet	0.265	0.644	0.471	ibinu tweet
angst	0.167	0.888	0.333	ibinu
anguish	0.153	0.792	0.265	ibanuje
anguished	0.135	0.720	0.307	ibanuje
angular	0.449	0.281	0.444	igun
anhydrous	0.456	0.365	0.355	anhydrous
animal	0.521	0.510	0.513	eranko
animate	0.827	0.755	0.635	iwara
animated	0.823	0.676	0.538	ti ere idaraya
animation	0.888	0.750	0.549	iwara
animosity	0.510	0.724	0.545	ikorira
animus	0.698	0.676	0.466	animus
ankle	0.500	0.274	0.234	kokosẹ
anklet	0.410	0.276	0.302	kokosẹ
annals	0.427	0.610	0.424	akọọlẹ
annex	0.594	0.350	0.458	afikun
annexation	0.342	0.500	0.555	isọdọtun
annexe	0.584	0.350	0.392	afikun
annihilate	0.115	0.918	0.681	parun
annihilated	0.080	0.760	0.324	parun
annihilation	0.041	0.800	0.591	iparun
anniversary	0.880	0.770	0.723	aseye
annotate	0.592	0.469	0.441	ṣe alaye
annotation	0.604	0.470	0.619	asọye
announce	0.694	0.618	0.611	kede
announcement	0.729	0.491	0.482	ìkéde
announcer	0.602	0.570	0.732	onipolongo
annoy	0.094	0.765	0.286	binu
annoyance	0.167	0.718	0.342	ibinu
annoyed	0.104	0.783	0.345	binu
annoyin	0.260	0.573	0.352	aniyan
annoying	0.082	0.853	0.348	didanubi
annoys	0.146	0.778	0.435	binu
annual	0.552	0.236	0.500	lododun
annuity	0.521	0.304	0.527	odun
annul	0.250	0.448	0.364	fagilee
annular	0.310	0.385	0.412	lododun
annulment	0.153	0.375	0.447	ifagile
annulus	0.458	0.380	0.376	annulus
anointed	0.500	0.368	0.579	ẹni àmì òróró
anointing	0.653	0.350	0.547	ororo
anomalous	0.281	0.480	0.423	anomalous
anomaly	0.188	0.538	0.404	anomaly
anon	0.479	0.354	0.298	ohun
anonymity	0.469	0.255	0.430	àìdánimọ
anonymous	0.396	0.291	0.431	aláìlórúkọ
anorexic	0.160	0.618	0.245	anorexic
answer	0.537	0.373	0.661	idahun
answerable	0.708	0.481	0.750	idahun
answering	0.684	0.500	0.607	idahun
ant	0.448	0.216	0.216	kokoro
antagonism	0.224	0.618	0.524	atako
antagonist	0.240	0.615	0.700	antagonist
antagonistic	0.296	0.604	0.565	atako
antagonize	0.143	0.663	0.629	atako
ante	0.448	0.320	0.417	ṣaaju
antecedent	0.427	0.551	0.566	ṣaaju
antelope	0.542	0.510	0.500	eriali
antenna	0.521	0.327	0.358	eriali
anterior	0.510	0.245	0.362	iwaju
anthem	0.780	0.343	0.729	orin iyin
anthill	0.327	0.578	0.377	anthill
anthology	0.338	0.406	0.537	anthology
anthrax	0.188	0.730	0.500	anthrax
anthropological	0.367	0.390	0.490	anthropological
anthropologist	0.551	0.385	0.725	onimọ-jinlẹ
anthropology	0.490	0.367	0.582	anthropology
anti	0.365	0.412	0.384	egboogi
antiaircraft	0.330	0.622	0.629	antiaircraft
antibiotic	0.510	0.373	0.658	egboogi
antibiotics	0.448	0.406	0.557	egboogi
antichrist	0.082	0.837	0.544	Aṣodisi-Kristi
anticipate	0.622	0.469	0.667	fokansi
anticipation	0.698	0.539	0.711	ifojusona
anticipatory	0.653	0.551	0.682	ifojusọna
antics	0.448	0.740	0.236	antics
antidote	0.541	0.490	0.629	oogun oogun
antifungal	0.408	0.412	0.441	antifungal
antigravity	0.430	0.714	0.658	antigravity
antimony	0.378	0.398	0.490	antimony
antipathy	0.198	0.549	0.393	antipathy
antiquarian	0.500	0.233	0.426	antiquarian
antiquated	0.420	0.392	0.236	Atijo
antique	0.634	0.290	0.518	igba atijọ
antiques	0.540	0.370	0.595	igba atijọ
antiquity	0.385	0.333	0.556	igba atijọ
antiseptic	0.438	0.370	0.623	apakokoro
antisocial	0.146	0.686	0.391	atako awujo
antithesis	0.396	0.412	0.536	antithesis
antithetical	0.271	0.509	0.358	antithetical
antiviral	0.459	0.470	0.549	antiviral
antler	0.448	0.470	0.500	antler
antsy	0.449	0.558	0.417	antsy
anus	0.347	0.644	0.350	anus
anvil	0.380	0.510	0.604	kókósẹ
anxiety	0.146	0.865	0.342	aniyan
anxietyattack	0.150	0.925	0.446	aibalẹ
anxious	0.281	0.875	0.434	aniyan
anxiousness	0.235	0.814	0.282	aniyan
anytime	0.625	0.461	0.436	nigbakugba
aorta	0.448	0.510	0.542	aorta
aortic	0.436	0.540	0.438	aortic
apace	0.536	0.500	0.536	iyara
apache	0.687	0.469	0.500	apache
apartment	0.719	0.393	0.580	iyẹwu
apartments	0.704	0.337	0.443	awọn iyẹwu
apathetic	0.188	0.292	0.333	aibikita
apathy	0.184	0.212	0.204	aibikita
ape	0.548	0.389	0.336	ape
aperture	0.612	0.450	0.667	iho
apex	0.570	0.433	0.418	apex
aphid	0.388	0.473	0.407	aphid
aphrodisiac	0.750	0.846	0.667	aphrodisiac
apiece	0.439	0.259	0.383	eyo kan
aplomb	0.500	0.509	0.582	alomb
apocalypse	0.050	0.867	0.736	apocalypse
apocalyptic	0.173	0.880	0.750	apocalyptic
apologetic	0.479	0.461	0.571	aforiji
apologist	0.406	0.429	0.526	aforiji
apologize	0.551	0.378	0.389	gafara
apology	0.571	0.346	0.402	aforiji
apostasy	0.388	0.520	0.517	ìpẹ̀yìndà
apostate	0.342	0.500	0.528	apẹ̀yìndà
apostle	0.646	0.347	0.732	aposteli
apostolic	0.592	0.300	0.717	aposteli
apostrophe	0.469	0.368	0.537	apostrophe
apothecary	0.561	0.328	0.529	apothecary
appalled	0.194	0.792	0.562	iyalenu
appalling	0.160	0.827	0.415	yanilenu
apparatus	0.375	0.353	0.377	Ohun elo
apparel	0.698	0.435	0.453	aṣọ
apparent	0.473	0.383	0.398	han gbangba
apparently	0.531	0.410	0.426	nkqwe
apparition	0.406	0.573	0.636	ifarahan
appeal	0.663	0.598	0.558	afilọ
appear	0.735	0.506	0.567	han
appearance	0.669	0.490	0.534	irisi
appease	0.633	0.278	0.434	irorun
appellant	0.327	0.588	0.568	olufisun
append	0.573	0.464	0.453	append
appendage	0.229	0.382	0.438	ohun elo
appendectomy	0.177	0.670	0.554	appendectomy
appendicitis	0.031	0.640	0.347	appendicitis
appendix	0.365	0.387	0.425	àfikún
appetite	0.704	0.637	0.581	yanilenu
appetizer	0.755	0.560	0.406	appetizer
appetizing	0.806	0.657	0.688	appetizing
applaud	0.865	0.824	0.464	ìyìn
applause	0.953	0.857	0.621	ìyìn
apple	0.811	0.300	0.264	Apu
apple juice	0.765	0.204	0.294	apple oje
applejack	0.604	0.431	0.473	applejack
applesauce	0.750	0.167	0.291	eso apple
appliance	0.582	0.453	0.538	ohun elo
appliances	0.594	0.394	0.567	ohun elo
applicability	0.677	0.490	0.741	iwulo
applicable	0.469	0.430	0.667	wulo
applicant	0.612	0.558	0.688	olubẹwẹ
application	0.646	0.445	0.726	ohun elo
apply	0.612	0.321	0.667	waye
appoint	0.565	0.330	0.509	yàn
appointment	0.688	0.594	0.547	ipinnu lati pade
appointments	0.745	0.677	0.625	awọn ipinnu lati pade
apportion	0.677	0.490	0.638	ipin
apportionment	0.552	0.481	0.453	ipin
appraisal	0.417	0.667	0.682	igbelewọn
appraise	0.677	0.490	0.696	iyin
appreciable	0.873	0.491	0.778	mọrírì
appreciate	0.885	0.422	0.741	mọrírì
appreciated	0.910	0.434	0.779	abẹ
appreciates	0.765	0.500	0.656	mọrírì
appreciation	0.917	0.529	0.588	mọrírì
appreciative	0.857	0.380	0.654	mọrírì
apprehend	0.521	0.624	0.696	mú
apprehension	0.385	0.720	0.454	ifokanbale
apprehensive	0.406	0.592	0.431	ifura
apprentice	0.615	0.413	0.452	alakọṣẹ
apprenticeship	0.812	0.482	0.643	ikẹkọ
approach	0.612	0.392	0.610	ona
approaching	0.740	0.557	0.491	n sunmọ
approbate	0.646	0.590	0.860	yẹ
approbation	0.792	0.529	0.774	ifọwọsi
appropriate	0.833	0.368	0.759	yẹ
appropriation	0.510	0.632	0.717	ohun elo
approval	0.854	0.460	0.889	ifọwọsi
approve	0.875	0.548	0.741	fi ọwọ si
approved	0.833	0.349	0.698	fọwọsi
approvement	0.880	0.625	0.780	ifọwọsi
approving	0.917	0.583	0.773	fọwọsi
approximate	0.551	0.560	0.520	isunmọ
approximately	0.622	0.396	0.538	isunmọ
approximating	0.583	0.615	0.471	isunmọ
approximation	0.582	0.402	0.593	isunmọ
appurtenances	0.573	0.412	0.547	appurtenances
apricot	0.708	0.320	0.278	eso ti o ṣeejẹ ti o ni oje yẹlo
apron	0.582	0.208	0.245	apron
apt	0.582	0.418	0.382	yẹ
aptitude	0.750	0.471	0.746	ogbon
aqua	0.656	0.292	0.359	omi
aquamarine	0.729	0.306	0.413	aquamarine
aquarium	0.663	0.327	0.393	aquarium
aquatic	0.677	0.510	0.463	olomi
aqueduct	0.551	0.411	0.534	aqueduct
aqueous	0.429	0.270	0.310	olomi
arable	0.510	0.350	0.465	arable
arbiter	0.561	0.537	0.814	arbiter
arbitrary	0.281	0.702	0.686	lainidii
arbitrate	0.470	0.620	0.682	lainidii
arbitration	0.587	0.602	0.670	idajọ
arbitrator	0.385	0.448	0.795	arbitrator
arbor	0.583	0.490	0.591	arbor
arc	0.552	0.388	0.396	aaki
arcade	0.676	0.521	0.502	Olobiri
arcane	0.500	0.490	0.637	arcane
arch	0.500	0.354	0.468	aaki
archaeological	0.740	0.441	0.660	archeological
archaeologist	0.552	0.451	0.706	archaeologist
archaeology	0.596	0.358	0.691	archeology
archaic	0.271	0.327	0.332	archaic
archangel	0.837	0.500	0.708	olori awon angeli
archbishop	0.622	0.280	0.776	archbishop
archdiocese	0.400	0.321	0.704	archdiocese
archduke	0.458	0.413	0.634	archduke
arched	0.582	0.403	0.398	arched
archer	0.573	0.622	0.661	tafàtafà
archery	0.594	0.604	0.589	tafàtafà
archetype	0.448	0.520	0.569	archetype
archipelago	0.745	0.370	0.592	archipelago
architect	0.776	0.442	0.836	ayaworan ile
architectural	0.729	0.390	0.670	ayaworan
architecture	0.820	0.390	0.694	faaji
archive	0.438	0.294	0.527	ile ifi nkan pamosi
arctic	0.615	0.352	0.546	Akitiki
ardent	0.694	0.873	0.722	onítara
ardor	0.500	0.780	0.538	igbona
arduous	0.344	0.783	0.605	alara
area	0.490	0.306	0.464	agbegbe
arena	0.510	0.235	0.404	gbagede
areola	0.417	0.396	0.381	areola
areyoukidding	0.429	0.633	0.400	ṣe o n ṣe eremọde
areyoukiddingme	0.365	0.635	0.375	ṣe o n ba mi ṣeremọde ni
argent	0.594	0.418	0.472	argent
argh	0.260	0.538	0.328	arg
arghh	0.292	0.536	0.397	arghh
arghhhh	0.250	0.618	0.324	arghhhh
argue	0.093	0.798	0.525	jiyan
argument	0.510	0.464	0.698	ariyanjiyan
argumentation	0.479	0.549	0.760	ariyanjiyan
argumentative	0.450	0.531	0.679	ariyanjiyan
arguments	0.541	0.602	0.657	awọn ariyanjiyan
arid	0.323	0.333	0.379	ogbele
arise	0.750	0.582	0.725	dide
aristocracy	0.688	0.549	0.842	aristocracy
aristocrat	0.583	0.413	0.811	aristocrat
aristocratic	0.449	0.519	0.676	aristocratic
arithmetic	0.453	0.460	0.634	isiro
ark	0.396	0.427	0.543	ọkọ
arm	0.552	0.285	0.469	apa
armada	0.408	0.740	0.868	armada
armament	0.198	0.764	0.810	ohun ija
armaments	0.192	0.839	0.830	ohun ija
armature	0.510	0.558	0.755	ihamọra
armchair	0.646	0.164	0.339	ijoko ihamọra
armed	0.188	0.750	0.808	ologun
armor	0.469	0.625	0.784	ihamọra
armored	0.469	0.509	0.861	ihamọra
armory	0.448	0.663	0.800	ohun ija
armpit	0.283	0.439	0.250	armpit
arms	0.464	0.395	0.483	apá
army	0.417	0.759	0.902	ogun
aroma	0.823	0.235	0.442	oorun didun
aromatherapy	0.847	0.220	0.473	aromatherapy
arousal	0.791	0.943	0.731	arosinu
arouse	0.740	0.491	0.580	ji dide
aroused	0.708	0.952	0.667	ji dide
arraignment	0.406	0.837	0.534	ẹjọ
arrange	0.740	0.490	0.571	ṣeto
arranged	0.698	0.531	0.728	ṣeto
arrangement	0.625	0.382	0.683	akanṣe
array	0.521	0.396	0.568	orun
arrears	0.286	0.485	0.302	gbese
arrest	0.146	0.951	0.500	sadeedee
arrhythmia	0.265	0.706	0.356	arrhythmia
arrival	0.678	0.510	0.474	dide
arrive	0.837	0.406	0.585	de
arrogance	0.143	0.750	0.620	igberaga
arrogant	0.115	0.755	0.580	agberaga
arrow	0.439	0.390	0.454	ofa
arsehole	0.276	0.598	0.433	arsehole
arseholes	0.188	0.545	0.351	arseholes
arsenal	0.365	0.741	0.752	Arsenal
arsenic	0.281	0.472	0.447	arsenic
arson	0.133	0.904	0.567	gbigbona
arsonist	0.348	0.840	0.500	arsonist
art	0.812	0.360	0.603	aworan
arterial	0.396	0.510	0.583	iṣọn-ẹjẹ
artery	0.396	0.580	0.537	iṣọn-ẹjẹ
artful	0.771	0.608	0.778	oníṣẹ́ ọnà
arthritis	0.110	0.518	0.345	arthritis
arthropod	0.344	0.464	0.434	arthropod
artichoke	0.583	0.218	0.287	atishoki
article	0.594	0.280	0.481	article
articles	0.552	0.324	0.565	ìwé
articulate	0.677	0.462	0.618	sọ asọye
articulation	0.479	0.480	0.591	arosọ
artifact	0.510	0.500	0.566	artifact
artifice	0.316	0.696	0.482	artifice
artificial	0.306	0.385	0.351	atọwọdọwọ
artillery	0.350	0.912	0.794	ohun ija
artisan	0.781	0.330	0.411	oniṣọnà
artist	0.802	0.442	0.732	olorin
artiste	0.844	0.512	0.565	olorin
artistic	0.802	0.646	0.632	iṣẹ ọna
artistry	0.823	0.346	0.769	ise ona
artists	0.796	0.667	0.741	awọn oṣere
artwork	0.896	0.368	0.679	ise ona
arty	0.490	0.422	0.388	iṣẹ́nà
asap	0.571	0.500	0.552	asap
asbestos	0.357	0.481	0.464	asibesito
ascend	0.830	0.620	0.812	goke
ascendancy	0.724	0.625	0.700	igoke
ascendant	0.656	0.673	0.821	gòkè lọ
ascending	0.826	0.644	0.777	gòkè lọ
ascension	0.765	0.720	0.714	igoke
ascent	0.755	0.627	0.833	igoke
ascertain	0.560	0.530	0.625	daju
ascertained	0.531	0.529	0.616	daju
ascetic	0.438	0.375	0.472	ascetic
ash	0.260	0.210	0.207	eeru
ashamed	0.156	0.588	0.228	tiju
ashes	0.327	0.279	0.142	eeru
ashtray	0.406	0.382	0.265	eeru
asinine	0.429	0.472	0.433	asinine
ask	0.531	0.440	0.459	beere
asleeep	0.490	0.210	0.322	sun oorun
asleep	0.604	0.100	0.270	sun oorun
asp	0.438	0.489	0.375	asp
asparagus	0.469	0.317	0.264	asparagus
aspartame	0.469	0.480	0.322	aspartame
aspect	0.479	0.469	0.588	Abala
aspects	0.439	0.480	0.565	awọn aaye
aspen	0.479	0.280	0.395	aspen
asphalt	0.479	0.264	0.439	idapọmọra
asphyxia	0.198	0.704	0.311	asphyxia
asphyxiation	0.059	0.745	0.412	asphyxiation
aspiration	0.704	0.724	0.675	ifẹkufẹ
aspire	0.812	0.469	0.722	lepa
aspirin	0.479	0.271	0.422	aspirin
aspiring	0.844	0.582	0.604	aspiring
ass	0.323	0.750	0.345	kẹtẹkẹtẹ
assail	0.378	0.510	0.500	ikọlu
assailant	0.184	0.868	0.602	apaniyan
assassin	0.073	0.933	0.632	apaniyan
assassinate	0.051	0.969	0.722	apaniyan
assassination	0.083	0.941	0.525	ipaniyan
assault	0.167	0.848	0.550	ikọlu
assay	0.633	0.559	0.594	idanwo
assemblage	0.429	0.452	0.600	apejọ
assemble	0.542	0.570	0.750	kojọpọ
assembled	0.663	0.450	0.644	jọ
assembly	0.698	0.500	0.640	ijọ
assemblyman	0.430	0.538	0.760	agbajo eniyan
assent	0.615	0.515	0.719	idasilẹ
assert	0.750	0.619	0.809	fi idi rẹ mulẹ
asserting	0.694	0.531	0.736	asserting
assertion	0.740	0.442	0.750	idaniloju
assertive	0.719	0.412	0.770	idaniloju
assess	0.698	0.500	0.623	se ayẹwo
assessment	0.750	0.623	0.658	igbelewọn
assessor	0.551	0.538	0.764	oluyẹwo
asset	0.797	0.765	0.788	dukia
assets	0.667	0.613	0.765	dukia
asshole	0.133	0.582	0.263	Iwoomusu
assign	0.622	0.417	0.709	sọtọ
assignee	0.510	0.462	0.510	asoju
assignment	0.483	0.398	0.745	iyansilẹ
assimilate	0.559	0.391	0.683	assimilate
assimilation	0.429	0.378	0.463	assimilation
assist	0.833	0.435	0.629	iranlowo
assistance	0.656	0.519	0.633	iranlowo
assistant	0.625	0.390	0.536	olùrànlówó
associate	0.812	0.409	0.625	alabaṣepọ
association	0.745	0.500	0.817	ẹgbẹ
assorted	0.602	0.460	0.472	orisirisi
assortment	0.694	0.360	0.526	oriṣiriṣi
assuage	0.745	0.255	0.500	idaniloju
assume	0.698	0.401	0.464	ro
assumed	0.612	0.247	0.454	ti ro pe
assuming	0.740	0.390	0.526	a ro pe
assumption	0.479	0.431	0.417	arosinu
assurance	0.675	0.442	0.704	idaniloju
assure	0.910	0.460	0.839	idaniloju
assured	0.878	0.327	0.754	fidani
assuredly	0.786	0.396	0.833	nitõtọ
asterisk	0.541	0.288	0.273	aami akiyesi
asteroid	0.430	0.721	0.623	asteroid
asteroids	0.361	0.694	0.712	asteroids
asthma	0.198	0.549	0.227	ikọ-fèé
asthmatic	0.229	0.706	0.294	asthmatic
astigmatism	0.214	0.490	0.429	astigmatism
astonish	0.786	0.845	0.658	iyalẹnu
astonished	0.510	0.775	0.574	yà
astonishing	0.844	0.802	0.821	iyalẹnu
astonishingly	0.827	0.898	0.773	iyalẹnu
astonishment	0.680	0.718	0.519	iyalẹnu
astound	0.729	0.675	0.474	iyalẹnu
astral	0.604	0.417	0.567	astral
astray	0.098	0.676	0.308	soko
astringent	0.316	0.500	0.474	astringent
astrologer	0.594	0.519	0.673	awòràwọ
astrology	0.635	0.340	0.500	awòràwọ
astronaut	0.792	0.601	0.761	awòràwọ
astronomer	0.750	0.509	0.735	awòràwọ
astronomical	0.600	0.632	0.726	astronomical
astronomy	0.613	0.474	0.722	aworawo
astute	0.776	0.658	0.827	oye
asunder	0.208	0.442	0.259	asunder
asylum	0.407	0.330	0.445	ibi aabo
asymmetric	0.580	0.343	0.465	aibaramu
asymmetry	0.476	0.373	0.527	asymmetry
asymptotic	0.479	0.451	0.472	asymptotic
atelier	0.490	0.330	0.705	atelier
atheism	0.276	0.460	0.481	aigbagbọ
atheistic	0.373	0.481	0.466	aigbagbọ
atherosclerosis	0.250	0.480	0.343	atherosclerosis
athlete	0.781	0.718	0.686	elere
athletic	0.857	0.798	0.708	elere idaraya
athleticism	0.750	0.863	0.778	elere idaraya
athletics	0.831	0.691	0.740	elere idaraya
atlas	0.531	0.306	0.554	atlas
atmosphere	0.604	0.300	0.560	bugbamu
atmospheric	0.531	0.420	0.594	afefe
atoll	0.480	0.408	0.472	atoll
atom	0.510	0.500	0.433	atomu
atomic	0.327	0.817	0.713	atomiki
atone	0.418	0.673	0.411	ètùtù
atonement	0.550	0.602	0.683	ètùtù
atpeace	0.724	0.298	0.519	alafia
atrium	0.469	0.365	0.473	atrium
atrocious	0.073	0.811	0.445	atrocious
atrocity	0.115	0.844	0.593	iwa ika
atrophy	0.177	0.540	0.208	atrophy
attach	0.520	0.363	0.559	so
attached	0.562	0.350	0.439	so
attachment	0.570	0.343	0.500	asomọ
attack	0.286	0.948	0.670	kolu
attacker	0.185	0.962	0.629	akolu
attacking	0.276	0.837	0.642	ikọlu
attain	0.806	0.510	0.719	gba
attainable	0.760	0.500	0.759	seese
attainment	0.830	0.520	0.940	aṣeyọri
attempt	0.625	0.491	0.431	igbiyanju
attempted	0.594	0.580	0.567	gbiyanju
attend	0.650	0.420	0.625	lọ si
attendance	0.812	0.500	0.592	wiwa
attendant	0.580	0.365	0.519	ẹmẹwà
attention	0.740	0.599	0.774	akiyesi
attentionseeker	0.367	0.745	0.457	akiyesi
attentionseekers	0.531	0.673	0.500	akiyesi
attentive	0.812	0.520	0.724	fetísílẹ
attenuate	0.408	0.302	0.429	attenuate
attenuated	0.449	0.280	0.298	attenuated
attenuation	0.458	0.363	0.464	attenuation
attest	0.439	0.710	0.685	jẹri
attestation	0.234	0.635	0.500	ijẹrisi
attic	0.521	0.259	0.377	oke aja
attire	0.742	0.388	0.483	aṣọ
attitude	0.760	0.644	0.861	iwa
attorney	0.600	0.594	0.754	amofin
attract	0.796	0.663	0.769	fa
attraction	0.906	0.774	0.712	ifamọra
attractive	0.906	0.630	0.769	wuni
attractiveness	0.938	0.667	0.755	ifamọra
attributable	0.704	0.430	0.527	abuda
attribute	0.781	0.439	0.795	ikalara
attribution	0.646	0.467	0.658	ikalara
attrition	0.229	0.540	0.259	atrition
auburn	0.510	0.240	0.411	ọfọ
auction	0.594	0.702	0.519	titaja
auctioneer	0.542	0.732	0.716	auctioneer
audacious	0.740	0.875	0.825	audacious
audacity	0.760	0.755	0.916	ìgboyà
audible	0.673	0.370	0.462	gbo
audience	0.698	0.610	0.613	olugbo
audio	0.709	0.425	0.370	ohun ohun
audit	0.375	0.562	0.735	se ayewo
audition	0.750	0.685	0.615	afẹnuka
auditions	0.740	0.765	0.596	awọn idanwo
auditor	0.582	0.571	0.726	ẹniti nṣe ayẹwo iwe-owo
auditorium	0.529	0.490	0.538	gboôgan
auditory	0.531	0.481	0.570	afetigbọ
aught	0.418	0.135	0.217	nkankan
augment	0.650	0.683	0.645	afikun
augmentation	0.714	0.613	0.850	augmentation
august	0.652	0.292	0.462	Oṣu Kẹjọ
aunt	0.667	0.291	0.420	anti
auntie	0.643	0.275	0.447	anti
aura	0.760	0.333	0.500	aura
aurora	0.817	0.306	0.537	aurora
auspices	0.542	0.500	0.634	awọn anfani
auspicious	0.562	0.635	0.669	oloore
austere	0.500	0.390	0.422	onigboya
austerity	0.438	0.406	0.534	austerity
authentic	0.885	0.510	0.782	ojulowo
authenticate	0.833	0.480	0.789	jẹrisi
authentication	0.724	0.491	0.750	ìfàṣẹsí
authenticity	0.670	0.548	0.845	otito
author	0.775	0.343	0.749	onkowe
authoritative	0.636	0.520	0.890	alaṣẹ
authority	0.592	0.592	0.934	aṣẹ
authorization	0.521	0.567	0.817	aṣẹ
authorize	0.772	0.596	0.821	fun laṣẹ
authorized	0.760	0.458	0.815	fun ni aṣẹ
authorship	0.667	0.635	0.773	onkowe
autism	0.235	0.500	0.447	autism
autistic	0.367	0.337	0.404	autistic
auto	0.571	0.569	0.500	auto
autobiographical	0.909	0.462	0.582	ara ẹni
autobiography	0.735	0.284	0.629	itan igbesi aye
autocorrect	0.551	0.439	0.616	laifọwọyi atunse
autocratic	0.542	0.577	0.727	aládàáṣe
autograph	0.735	0.565	0.473	afọwọṣe
autographed	0.781	0.620	0.625	laifọwọyi
automated	0.578	0.402	0.632	aládàáṣiṣẹ
automatic	0.562	0.433	0.664	laifọwọyi
automobile	0.753	0.625	0.534	ọkọ ayọkẹlẹ
automotive	0.656	0.520	0.577	ọkọ ayọkẹlẹ
autonomy	0.781	0.349	0.891	ominira
autopilot	0.594	0.462	0.632	autopilot
autopsy	0.252	0.650	0.538	autopsy
autumn	0.765	0.204	0.450	Igba Irẹdanu Ewe
auxiliary	0.622	0.471	0.509	oluranlowo
avail	0.800	0.430	0.603	anfani
availability	0.796	0.544	0.600	wiwa
available	0.844	0.356	0.623	wa
avalanche	0.265	0.915	0.683	owusuwusu
avarice	0.198	0.726	0.352	avarice
avatar	0.633	0.410	0.567	afata
avenge	0.073	0.867	0.559	ẹsan
avenger	0.337	0.865	0.670	olugbẹsan
avenging	0.143	0.880	0.717	igbẹsan
avenue	0.677	0.360	0.377	ona
aver	0.492	0.450	0.393	aver
average	0.684	0.280	0.455	apapọ
aversation	0.582	0.442	0.432	ikorira
averse	0.253	0.569	0.492	ikorira
averseness	0.296	0.606	0.528	ikorira
aversion	0.074	0.663	0.525	ikorira
avert	0.510	0.388	0.465	yago fun
aviary	0.500	0.360	0.467	aviary
aviation	0.708	0.646	0.741	ofurufu
aviator	0.615	0.700	0.644	aviator
avid	0.582	0.459	0.593	gbadun
avocado	0.677	0.255	0.287	piha oyinbo
avoid	0.427	0.442	0.415	yago fun
avoidance	0.470	0.481	0.466	yago fun
avoiding	0.457	0.433	0.309	yago fun
await	0.448	0.264	0.276	duro
awake	0.667	0.469	0.741	ji
awaken	0.729	0.412	0.611	ji
awakening	0.745	0.500	0.618	ijidide
award	0.865	0.745	0.660	eye
awards	0.958	0.736	0.652	awọn ẹbun
aware	0.656	0.340	0.770	mọ
awareness	0.684	0.422	0.810	imo
awe	0.469	0.740	0.300	ẹru
awed	0.364	0.774	0.361	ẹru
