English Word	Valence	Arousal	Dominance	Vietnamese Word
amp	0.439	0.393	0.375	amp
ampersand	0.480	0.448	0.483	dấu và
amphetamines	0.133	0.667	0.526	amphetamine
amphibian	0.427	0.357	0.474	lưỡng cư
amphibious	0.479	0.346	0.445	lưỡng cư
amphitheater	0.653	0.480	0.545	giảng đường
ample	0.744	0.349	0.719	Phong phú
amplification	0.690	0.677	0.810	khuếch đại
amplify	0.677	0.735	0.827	khoa trương
amplitude	0.694	0.439	0.692	biên độ
amply	0.781	0.431	0.766	đủ
amputate	0.092	0.660	0.509	cưa đi
amputation	0.100	0.755	0.483	cắt cụt chân
amuck	0.385	0.602	0.321	mê muội
amulet	0.781	0.260	0.630	bùa hộ mệnh
amuse	0.812	0.684	0.664	giải trí
amused	0.942	0.847	0.596	thích thú
amusement	0.929	0.837	0.803	vui chơi giải trí
amusing	0.960	0.829	0.632	vui
ana	0.541	0.300	0.314	ana
anaconda	0.146	0.830	0.540	anaconda
anaesthesia	0.350	0.217	0.473	gây tê
anaesthetic	0.449	0.268	0.509	thuốc mê
anagram	0.552	0.327	0.449	đảo chữ
anal	0.333	0.798	0.334	hậu môn
analgesic	0.417	0.321	0.441	thuốc giảm đau
analogous	0.531	0.270	0.500	tương tự
analogue	0.570	0.320	0.446	tương tự
analogy	0.510	0.367	0.509	sự giống nhau
analysis	0.729	0.448	0.705	phân tích
analyst	0.604	0.415	0.755	nhà phân tích
analytic	0.665	0.521	0.634	phân tích
analytical	0.625	0.324	0.800	phân tích
analyze	0.667	0.462	0.710	phân tích
analyzer	0.625	0.556	0.854	máy phân tích
anaphylactic	0.378	0.588	0.500	phản vệ
anarchism	0.125	0.804	0.623	chủ nghĩa vô chính phủ
anarchist	0.204	0.700	0.759	người theo chủ nghĩa vô chính phủ
anarchy	0.146	0.755	0.620	tình trạng vô chính phủ
anastomosis	0.375	0.470	0.490	anastomosis
anathema	0.286	0.490	0.519	anathema
anatomic	0.562	0.442	0.546	giải phẫu học
anatomy	0.562	0.390	0.571	giải phẫu học
ancestor	0.592	0.388	0.594	tổ tiên
ancestral	0.640	0.481	0.750	tổ tiên
ancestry	0.708	0.519	0.717	tổ tiên
anchor	0.520	0.284	0.564	mỏ neo
anchorage	0.500	0.325	0.639	neo đậu
ancient	0.420	0.217	0.439	cổ đại
ancillary	0.449	0.442	0.278	phụ trợ
androgen	0.255	0.523	0.527	androgen
android	0.663	0.436	0.500	android
anecdote	0.583	0.529	0.500	giai thoại
anemia	0.188	0.327	0.310	thiếu máu
anemic	0.167	0.279	0.155	thiếu máu
anemone	0.552	0.538	0.327	hải quỳ
anesthesia	0.365	0.216	0.394	gây tê
anesthesiologist	0.419	0.224	0.526	bác sĩ gây mê
anesthetic	0.350	0.264	0.482	thuốc mê
aneurysm	0.115	0.690	0.536	chứng phình động mạch
anew	0.771	0.358	0.385	một lần nữa
angel	0.906	0.158	0.704	Thiên thần
angelic	0.927	0.298	0.668	thiên thần
anger	0.167	0.865	0.657	Sự phẫn nộ
angered	0.010	0.860	0.547	tức giận
angermanagement	0.260	0.632	0.482	quản lý mạch
angina	0.230	0.630	0.464	đau thắt ngực
angiogram	0.347	0.520	0.465	mạch đồ
angiography	0.378	0.536	0.520	chụp mạch
angle	0.541	0.330	0.455	góc
angling	0.625	0.408	0.500	Câu cá
angora	0.529	0.425	0.405	angora
angriest	0.094	0.892	0.430	giận dữ nhất
angry	0.122	0.830	0.604	tức giận
angrytweet	0.265	0.644	0.471	giận dữ
angst	0.167	0.888	0.333	sợ
anguish	0.153	0.792	0.265	đau khổ
anguished	0.135	0.720	0.307	đau khổ
angular	0.449	0.281	0.444	góc cạnh
anhydrous	0.456	0.365	0.355	khan
animal	0.521	0.510	0.513	động vật
animate	0.827	0.755	0.635	hoạt hình
animated	0.823	0.676	0.538	hoạt hình
animation	0.888	0.750	0.549	hoạt hình
animosity	0.510	0.724	0.545	thù hận
animus	0.698	0.676	0.466	động vật
ankle	0.500	0.274	0.234	mắt cá
anklet	0.410	0.276	0.302	vòng chân
annals	0.427	0.610	0.424	biên niên sử
annex	0.594	0.350	0.458	Phụ lục
annexation	0.342	0.500	0.555	sự thôn tính
annexe	0.584	0.350	0.392	phụ lục
annihilate	0.115	0.918	0.681	hủy diệt
annihilated	0.080	0.760	0.324	tiêu diệt
annihilation	0.041	0.800	0.591	sự hủy diệt
anniversary	0.880	0.770	0.723	dịp kỉ niệm
annotate	0.592	0.469	0.441	chú thích
annotation	0.604	0.470	0.619	chú thích
announce	0.694	0.618	0.611	thông báo
announcement	0.729	0.491	0.482	sự thông báo
announcer	0.602	0.570	0.732	phát thanh viên
annoy	0.094	0.765	0.286	làm trái ý
annoyance	0.167	0.718	0.342	khó chịu
annoyed	0.104	0.783	0.345	bực mình
annoyin	0.260	0.573	0.352	làm phiền
annoying	0.082	0.853	0.348	làm phiền
annoys	0.146	0.778	0.435	làm phiền
annual	0.552	0.236	0.500	hàng năm
annuity	0.521	0.304	0.527	niên kim
annul	0.250	0.448	0.364	bãi bỏ
annular	0.310	0.385	0.412	hình khuyên
annulment	0.153	0.375	0.447	bãi bỏ
annulus	0.458	0.380	0.376	hủy bỏ
anointed	0.500	0.368	0.579	xức dầu
anointing	0.653	0.350	0.547	xức dầu
anomalous	0.281	0.480	0.423	dị thường
anomaly	0.188	0.538	0.404	nghĩa bóng
anon	0.479	0.354	0.298	anon
anonymity	0.469	0.255	0.430	ẩn danh
anonymous	0.396	0.291	0.431	vô danh
anorexic	0.160	0.618	0.245	biếng ăn
answer	0.537	0.373	0.661	câu trả lời
answerable	0.708	0.481	0.750	có thể trả lời được
answering	0.684	0.500	0.607	trả lời
ant	0.448	0.216	0.216	con kiến
antagonism	0.224	0.618	0.524	đối kháng
antagonist	0.240	0.615	0.700	đối kháng
antagonistic	0.296	0.604	0.565	đối kháng
antagonize	0.143	0.663	0.629	chống đối
ante	0.448	0.320	0.417	ante
antecedent	0.427	0.551	0.566	tiền lệ
antelope	0.542	0.510	0.500	con linh dương
antenna	0.521	0.327	0.358	ăng ten
anterior	0.510	0.245	0.362	phía trước
anthem	0.780	0.343	0.729	quốc ca
anthill	0.327	0.578	0.377	anthill
anthology	0.338	0.406	0.537	tuyển tập
anthrax	0.188	0.730	0.500	bệnh than
anthropological	0.367	0.390	0.490	nhân chủng học
anthropologist	0.551	0.385	0.725	nhà nhân chủng học
anthropology	0.490	0.367	0.582	nhân học
anti	0.365	0.412	0.384	chống lại
antiaircraft	0.330	0.622	0.629	máy bay phản lực
antibiotic	0.510	0.373	0.658	thuốc kháng sinh
antibiotics	0.448	0.406	0.557	thuốc kháng sinh
antichrist	0.082	0.837	0.544	antichrist
anticipate	0.622	0.469	0.667	đoán trước
anticipation	0.698	0.539	0.711	dự đoán
anticipatory	0.653	0.551	0.682	dự đoán trước
antics	0.448	0.740	0.236	trò hề
antidote	0.541	0.490	0.629	thuốc giải độc
antifungal	0.408	0.412	0.441	chống nấm
antigravity	0.430	0.714	0.658	chống trọng lực
antimony	0.378	0.398	0.490	antimon
antipathy	0.198	0.549	0.393	phản cảm
antiquarian	0.500	0.233	0.426	đồ cổ
antiquated	0.420	0.392	0.236	cổ xưa
antique	0.634	0.290	0.518	đồ cổ
antiques	0.540	0.370	0.595	đồ cổ
antiquity	0.385	0.333	0.556	cổ xưa
antiseptic	0.438	0.370	0.623	thuốc sát trùng
antisocial	0.146	0.686	0.391	chống đối xã hội
antithesis	0.396	0.412	0.536	phản đề
antithetical	0.271	0.509	0.358	đối lập
antiviral	0.459	0.470	0.549	kháng vi-rút
antler	0.448	0.470	0.500	gạc
antsy	0.449	0.558	0.417	có kiến
anus	0.347	0.644	0.350	hậu môn
anvil	0.380	0.510	0.604	cái đe
anxiety	0.146	0.865	0.342	sự lo ngại
anxietyattack	0.150	0.925	0.446	cơn lo âu
anxious	0.281	0.875	0.434	lo lắng
anxiousness	0.235	0.814	0.282	lo lắng
anytime	0.625	0.461	0.436	Bất cứ lúc nào
aorta	0.448	0.510	0.542	động mạch chủ
aortic	0.436	0.540	0.438	động mạch chủ
apace	0.536	0.500	0.536	apace
apache	0.687	0.469	0.500	apache
apartment	0.719	0.393	0.580	căn hộ, chung cư
apartments	0.704	0.337	0.443	chung cư
apathetic	0.188	0.292	0.333	thờ ơ
apathy	0.184	0.212	0.204	thờ ơ
ape	0.548	0.389	0.336	con vượn
aperture	0.612	0.450	0.667	miệng vỏ
apex	0.570	0.433	0.418	đỉnh
aphid	0.388	0.473	0.407	rệp
aphrodisiac	0.750	0.846	0.667	thuốc kích dục
apiece	0.439	0.259	0.383	một mảnh
aplomb	0.500	0.509	0.582	aplomb
apocalypse	0.050	0.867	0.736	tận thế
apocalyptic	0.173	0.880	0.750	khải huyền
apologetic	0.479	0.461	0.571	có lỗi
apologist	0.406	0.429	0.526	người xin lỗi
apologize	0.551	0.378	0.389	xin lỗi
apology	0.571	0.346	0.402	lời xin lỗi
apostasy	0.388	0.520	0.517	bội đạo
apostate	0.342	0.500	0.528	bỏ đạo
apostle	0.646	0.347	0.732	tông đồ
apostolic	0.592	0.300	0.717	tông đồ
apostrophe	0.469	0.368	0.537	dấu nháy đơn
apothecary	0.561	0.328	0.529	thuốc bào chế
appalled	0.194	0.792	0.562	kinh hoàng
appalling	0.160	0.827	0.415	kinh khủng
apparatus	0.375	0.353	0.377	bộ máy
apparel	0.698	0.435	0.453	may mặc
apparent	0.473	0.383	0.398	rõ ràng
apparently	0.531	0.410	0.426	rõ ràng
apparition	0.406	0.573	0.636	sự hiện ra
appeal	0.663	0.598	0.558	bắt mắt
appear	0.735	0.506	0.567	hiện ra
appearance	0.669	0.490	0.534	vẻ bề ngoài
appease	0.633	0.278	0.434	nhân nhượng
appellant	0.327	0.588	0.568	người kháng cáo
append	0.573	0.464	0.453	nối thêm
appendage	0.229	0.382	0.438	phần phụ
appendectomy	0.177	0.670	0.554	cắt ruột thừa
appendicitis	0.031	0.640	0.347	viêm ruột thừa
appendix	0.365	0.387	0.425	ruột thừa
appetite	0.704	0.637	0.581	thèm ăn
appetizer	0.755	0.560	0.406	Món khai vị
appetizing	0.806	0.657	0.688	ngon miệng
applaud	0.865	0.824	0.464	tán thưởng
applause	0.953	0.857	0.621	tiếng vỗ tay
apple	0.811	0.300	0.264	táo
apple juice	0.765	0.204	0.294	nước táo
applejack	0.604	0.431	0.473	Rượu làm bằng trái táo
applesauce	0.750	0.167	0.291	nước sốt táo
appliance	0.582	0.453	0.538	thiết bị
appliances	0.594	0.394	0.567	đồ gia dụng
applicability	0.677	0.490	0.741	khả năng ứng dụng
applicable	0.469	0.430	0.667	áp dụng
applicant	0.612	0.558	0.688	người xin việc
application	0.646	0.445	0.726	đăng kí
apply	0.612	0.321	0.667	ứng dụng
appoint	0.565	0.330	0.509	bổ nhiệm
appointment	0.688	0.594	0.547	cuộc hẹn
appointments	0.745	0.677	0.625	cuộc hẹn
apportion	0.677	0.490	0.638	chia
apportionment	0.552	0.481	0.453	sự phân bổ
appraisal	0.417	0.667	0.682	thẩm định
appraise	0.677	0.490	0.696	thẩm định
appreciable	0.873	0.491	0.778	đáng trân trọng
appreciate	0.885	0.422	0.741	đánh giá cao
appreciated	0.910	0.434	0.779	đánh giá cao
appreciates	0.765	0.500	0.656	đánh giá cao
appreciation	0.917	0.529	0.588	sự đánh giá
appreciative	0.857	0.380	0.654	đánh giá cao
apprehend	0.521	0.624	0.696	bắt giữ
apprehension	0.385	0.720	0.454	sự e ngại
apprehensive	0.406	0.592	0.431	E sợ
apprentice	0.615	0.413	0.452	học nghề
apprenticeship	0.812	0.482	0.643	sự học việc
approach	0.612	0.392	0.610	cách tiếp cận
approaching	0.740	0.557	0.491	đến gần
approbate	0.646	0.590	0.860	tán thành
approbation	0.792	0.529	0.774	sự chấp thuận
appropriate	0.833	0.368	0.759	phù hợp
appropriation	0.510	0.632	0.717	chiếm đoạt
approval	0.854	0.460	0.889	phê duyệt
approve	0.875	0.548	0.741	chấp thuận
approved	0.833	0.349	0.698	đã được phê duyệt
approvement	0.880	0.625	0.780	sự chấp thuận
approving	0.917	0.583	0.773	chấp thuận
approximate	0.551	0.560	0.520	gần đúng
approximately	0.622	0.396	0.538	khoảng
approximating	0.583	0.615	0.471	xấp xỉ
approximation	0.582	0.402	0.593	sự xấp xỉ
appurtenances	0.573	0.412	0.547	sự xuất hiện
apricot	0.708	0.320	0.278	quả mơ
apron	0.582	0.208	0.245	tạp dề
apt	0.582	0.418	0.382	đúng cách
aptitude	0.750	0.471	0.746	năng khiếu
aqua	0.656	0.292	0.359	nước biển
aquamarine	0.729	0.306	0.413	aquamarine
aquarium	0.663	0.327	0.393	bể nuôi cá
aquatic	0.677	0.510	0.463	thủy sinh
aqueduct	0.551	0.411	0.534	máng dẫn nước
aqueous	0.429	0.270	0.310	có nước
arable	0.510	0.350	0.465	trồng trọt
arbiter	0.561	0.537	0.814	trọng tài
arbitrary	0.281	0.702	0.686	Bất kỳ
arbitrate	0.470	0.620	0.682	phân xử
arbitration	0.587	0.602	0.670	trọng tài
arbitrator	0.385	0.448	0.795	trọng tài
arbor	0.583	0.490	0.591	cây thông
arc	0.552	0.388	0.396	vòng cung
arcade	0.676	0.521	0.502	giải trí
arcane	0.500	0.490	0.637	phức tạp
arch	0.500	0.354	0.468	vòm
archaeological	0.740	0.441	0.660	khảo cổ học
archaeologist	0.552	0.451	0.706	nhà khảo cổ học
archaeology	0.596	0.358	0.691	khảo cổ học
archaic	0.271	0.327	0.332	cổ xưa
archangel	0.837	0.500	0.708	tổng lãnh thiên thần
archbishop	0.622	0.280	0.776	tổng giám mục
archdiocese	0.400	0.321	0.704	tổng giáo phận
archduke	0.458	0.413	0.634	Archduke
arched	0.582	0.403	0.398	uốn cong
archer	0.573	0.622	0.661	Người bắn cung
archery	0.594	0.604	0.589	bắn cung
archetype	0.448	0.520	0.569	nguyên mẫu
archipelago	0.745	0.370	0.592	quần đảo
architect	0.776	0.442	0.836	kiến trúc sư
architectural	0.729	0.390	0.670	kiến trúc
architecture	0.820	0.390	0.694	ngành kiến trúc
archive	0.438	0.294	0.527	lưu trữ
arctic	0.615	0.352	0.546	bắc cực
ardent	0.694	0.873	0.722	hăng hái
ardor	0.500	0.780	0.538	nhiệt huyết
arduous	0.344	0.783	0.605	gian truân
area	0.490	0.306	0.464	diện tích
arena	0.510	0.235	0.404	đấu trường
areola	0.417	0.396	0.381	quầng vú
areyoukidding	0.429	0.633	0.400	Bạn đang giỡn hả
areyoukiddingme	0.365	0.635	0.375	areyoukiddingme
argent	0.594	0.418	0.472	argent
argh	0.260	0.538	0.328	argh
arghh	0.292	0.536	0.397	arghh
arghhhh	0.250	0.618	0.324	arghhhh
argue	0.093	0.798	0.525	tranh cãi
argument	0.510	0.464	0.698	tranh luận
argumentation	0.479	0.549	0.760	tranh luận
argumentative	0.450	0.531	0.679	tranh luận
arguments	0.541	0.602	0.657	tranh luận
arid	0.323	0.333	0.379	khô khan
arise	0.750	0.582	0.725	nảy sinh
aristocracy	0.688	0.549	0.842	tầng lớp quý tộc
aristocrat	0.583	0.413	0.811	quý tộc
aristocratic	0.449	0.519	0.676	quý tộc
arithmetic	0.453	0.460	0.634	Môn số học
ark	0.396	0.427	0.543	hòm
arm	0.552	0.285	0.469	cánh tay
armada	0.408	0.740	0.868	armada
armament	0.198	0.764	0.810	vũ khí trang bị
armaments	0.192	0.839	0.830	vũ khí
armature	0.510	0.558	0.755	phần ứng dụng
armchair	0.646	0.164	0.339	ghế bành
armed	0.188	0.750	0.808	vũ trang
armor	0.469	0.625	0.784	áo giáp
armored	0.469	0.509	0.861	bọc thép
armory	0.448	0.663	0.800	kho vũ khí
armpit	0.283	0.439	0.250	nách
arms	0.464	0.395	0.483	cánh tay
army	0.417	0.759	0.902	quân đội
aroma	0.823	0.235	0.442	mùi thơm
aromatherapy	0.847	0.220	0.473	dầu thơm
arousal	0.791	0.943	0.731	sự kích động
arouse	0.740	0.491	0.580	đánh thức
aroused	0.708	0.952	0.667	khơi dậy
arraignment	0.406	0.837	0.534	sự sắp xếp
arrange	0.740	0.490	0.571	sắp xếp
arranged	0.698	0.531	0.728	được sắp xếp
arrangement	0.625	0.382	0.683	sự sắp xếp
array	0.521	0.396	0.568	mảng
arrears	0.286	0.485	0.302	truy thu
arrest	0.146	0.951	0.500	bắt giữ
arrhythmia	0.265	0.706	0.356	rối loạn nhịp tim
arrival	0.678	0.510	0.474	đến
arrive	0.837	0.406	0.585	đến
arrogance	0.143	0.750	0.620	kiêu căng
arrogant	0.115	0.755	0.580	kiêu ngạo
arrow	0.439	0.390	0.454	mũi tên
arsehole	0.276	0.598	0.433	lỗ đít
arseholes	0.188	0.545	0.351	lỗ đít
arsenal	0.365	0.741	0.752	kho vũ khí
arsenic	0.281	0.472	0.447	thạch tín
arson	0.133	0.904	0.567	đốt phá
arsonist	0.348	0.840	0.500	người đốt phá
art	0.812	0.360	0.603	Mỹ thuật
arterial	0.396	0.510	0.583	huyết mạch
artery	0.396	0.580	0.537	động mạch
artful	0.771	0.608	0.778	nghệ thuật
arthritis	0.110	0.518	0.345	viêm khớp
arthropod	0.344	0.464	0.434	động vật chân đốt
artichoke	0.583	0.218	0.287	atisô
article	0.594	0.280	0.481	bài báo
articles	0.552	0.324	0.565	bài viết
articulate	0.677	0.462	0.618	nói rõ
articulation	0.479	0.480	0.591	sự ăn khớp
artifact	0.510	0.500	0.566	tạo tác
artifice	0.316	0.696	0.482	sự giả tạo
artificial	0.306	0.385	0.351	nhân tạo
artillery	0.350	0.912	0.794	pháo binh
artisan	0.781	0.330	0.411	nghệ nhân
artist	0.802	0.442	0.732	họa sĩ
artiste	0.844	0.512	0.565	nghệ sĩ
artistic	0.802	0.646	0.632	thuộc về nghệ thuật
artistry	0.823	0.346	0.769	tính nghệ thuật
artists	0.796	0.667	0.741	nghệ sĩ
artwork	0.896	0.368	0.679	tác phẩm nghệ thuật
arty	0.490	0.422	0.388	arty
asap	0.571	0.500	0.552	càng sớm càng tốt
asbestos	0.357	0.481	0.464	amiăng
ascend	0.830	0.620	0.812	lên
ascendancy	0.724	0.625	0.700	sự thăng tiến
ascendant	0.656	0.673	0.821	lên cao
ascending	0.826	0.644	0.777	tăng dần
ascension	0.765	0.720	0.714	thăng thiên
ascent	0.755	0.627	0.833	đi lên
ascertain	0.560	0.530	0.625	xác minh
ascertained	0.531	0.529	0.616	chắc chắn
ascetic	0.438	0.375	0.472	khổ hạnh
ash	0.260	0.210	0.207	tro
ashamed	0.156	0.588	0.228	hổ thẹn
ashes	0.327	0.279	0.142	tro
ashtray	0.406	0.382	0.265	gạt tàn
asinine	0.429	0.472	0.433	ngu si
ask	0.531	0.440	0.459	hỏi
asleeep	0.490	0.210	0.322	asleeep
asleep	0.604	0.100	0.270	ngủ
asp	0.438	0.489	0.375	asp
asparagus	0.469	0.317	0.264	măng tây
aspartame	0.469	0.480	0.322	aspartame
aspect	0.479	0.469	0.588	diện mạo
aspects	0.439	0.480	0.565	các khía cạnh
aspen	0.479	0.280	0.395	cây dương xỉ
asphalt	0.479	0.264	0.439	nhựa đường
asphyxia	0.198	0.704	0.311	sự ngộp thở
asphyxiation	0.059	0.745	0.412	ngạt thở
aspiration	0.704	0.724	0.675	khát vọng
aspire	0.812	0.469	0.722	khao khát
aspirin	0.479	0.271	0.422	aspirin
aspiring	0.844	0.582	0.604	khao khát
ass	0.323	0.750	0.345	mông
assail	0.378	0.510	0.500	tấn công
assailant	0.184	0.868	0.602	kẻ tấn công
assassin	0.073	0.933	0.632	kẻ ám sát
assassinate	0.051	0.969	0.722	ám sát
assassination	0.083	0.941	0.525	Sự am sát
assault	0.167	0.848	0.550	hành hung
assay	0.633	0.559	0.594	khảo nghiệm
assemblage	0.429	0.452	0.600	tập hợp
assemble	0.542	0.570	0.750	tập hợp
assembled	0.663	0.450	0.644	lắp ráp
assembly	0.698	0.500	0.640	hội,, tổ hợp
assemblyman	0.430	0.538	0.760	thợ lắp ráp
assent	0.615	0.515	0.719	đồng ý
assert	0.750	0.619	0.809	khẳng định
asserting	0.694	0.531	0.736	khẳng định
assertion	0.740	0.442	0.750	quả quyết
assertive	0.719	0.412	0.770	quả quyết
assess	0.698	0.500	0.623	đánh giá
assessment	0.750	0.623	0.658	thẩm định, lượng định, đánh giá
assessor	0.551	0.538	0.764	người đánh giá
asset	0.797	0.765	0.788	tài sản
assets	0.667	0.613	0.765	tài sản
asshole	0.133	0.582	0.263	lỗ đít
assign	0.622	0.417	0.709	giao phó
assignee	0.510	0.462	0.510	người được giao
assignment	0.483	0.398	0.745	phân công
assimilate	0.559	0.391	0.683	đồng hóa
assimilation	0.429	0.378	0.463	đồng hóa
assist	0.833	0.435	0.629	hỗ trợ
assistance	0.656	0.519	0.633	hỗ trợ
assistant	0.625	0.390	0.536	trợ lý
associate	0.812	0.409	0.625	kết hợp
association	0.745	0.500	0.817	sự kết hợp
assorted	0.602	0.460	0.472	thập cẩm
assortment	0.694	0.360	0.526	phân loại
assuage	0.745	0.255	0.500	sự giúp đỡ
assume	0.698	0.401	0.464	giả định
assumed	0.612	0.247	0.454	giả định
assuming	0.740	0.390	0.526	giả định
assumption	0.479	0.431	0.417	giả thiết
assurance	0.675	0.442	0.704	đảm bảo
assure	0.910	0.460	0.839	cam đoan
assured	0.878	0.327	0.754	yên tâm
assuredly	0.786	0.396	0.833	chắc chắn
asterisk	0.541	0.288	0.273	dấu hoa thị
asteroid	0.430	0.721	0.623	tiểu hành tinh
asteroids	0.361	0.694	0.712	tiểu hành tinh
asthma	0.198	0.549	0.227	hen suyễn
asthmatic	0.229	0.706	0.294	bệnh hen suyễn
astigmatism	0.214	0.490	0.429	loạn thị
astonish	0.786	0.845	0.658	kinh ngạc
astonished	0.510	0.775	0.574	kinh ngạc
astonishing	0.844	0.802	0.821	kinh ngạc
astonishingly	0.827	0.898	0.773	đáng kinh ngạc
astonishment	0.680	0.718	0.519	sự kinh ngạc
astound	0.729	0.675	0.474	kinh ngạc
astral	0.604	0.417	0.567	thiên văn
astray	0.098	0.676	0.308	lạc đường
astringent	0.316	0.500	0.474	chất làm se
astrologer	0.594	0.519	0.673	nhà chiêm tinh
astrology	0.635	0.340	0.500	chiêm tinh học
astronaut	0.792	0.601	0.761	phi hành gia
astronomer	0.750	0.509	0.735	nhà thiên văn học
astronomical	0.600	0.632	0.726	thiên văn học
astronomy	0.613	0.474	0.722	thiên văn học
astute	0.776	0.658	0.827	sắc sảo
asunder	0.208	0.442	0.259	tách ra
asylum	0.407	0.330	0.445	tị nạn
asymmetric	0.580	0.343	0.465	không đối xứng
asymmetry	0.476	0.373	0.527	không đối xứng
asymptotic	0.479	0.451	0.472	tiệm cận
atelier	0.490	0.330	0.705	thợ rèn
atheism	0.276	0.460	0.481	thuyết vô thần
atheistic	0.373	0.481	0.466	vô thần
atherosclerosis	0.250	0.480	0.343	xơ vữa động mạch
athlete	0.781	0.718	0.686	lực sĩ
athletic	0.857	0.798	0.708	Khỏe mạnh
athleticism	0.750	0.863	0.778	thể thao
athletics	0.831	0.691	0.740	Thế vận hội
