English Word	Valence	Arousal	Dominance	Kinyarwanda Word
anaphylactic	0.378	0.588	0.500	anaphylactic
anarchism	0.125	0.804	0.623	Anarchism
anarchist	0.204	0.700	0.759	anarchiste
anarchy	0.146	0.755	0.620	anarchy
anastomosis	0.375	0.470	0.490	anastomose
anathema	0.286	0.490	0.519	anatema
anatomic	0.562	0.442	0.546	anatomic
anatomy	0.562	0.390	0.571	anatomy
ancestor	0.592	0.388	0.594	abakurambere
ancestral	0.640	0.481	0.750	abakurambere
ancestry	0.708	0.519	0.717	ibisekuruza
anchor	0.520	0.284	0.564	inanga
anchorage	0.500	0.325	0.639	inanga
ancient	0.420	0.217	0.439	kera
ancillary	0.449	0.442	0.278	inyongera
androgen	0.255	0.523	0.527	androgen
android	0.663	0.436	0.500	android
anecdote	0.583	0.529	0.500	anecdote
anemia	0.188	0.327	0.310	kubura amaraso
anemic	0.167	0.279	0.155	anemic
anemone	0.552	0.538	0.327	anemone
anesthesia	0.365	0.216	0.394	anesthesia
anesthesiologist	0.419	0.224	0.526	anesthesiologue
anesthetic	0.350	0.264	0.482	anesthetic
aneurysm	0.115	0.690	0.536	aneurysm
anew	0.771	0.358	0.385	bundi bushya
angel	0.906	0.158	0.704	marayika
angelic	0.927	0.298	0.668	abamarayika
anger	0.167	0.865	0.657	uburakari
angered	0.010	0.860	0.547	ararakaye
angermanagement	0.260	0.632	0.482	Angermanagement
angina	0.230	0.630	0.464	angina
angiogram	0.347	0.520	0.465	angiogram
angiography	0.378	0.536	0.520	angiography
angle	0.541	0.330	0.455	Inguni
angling	0.625	0.408	0.500	inguni
angora	0.529	0.425	0.405	angora
angriest	0.094	0.892	0.430	uburakari
angry	0.122	0.830	0.604	arakaye
angrytweet	0.265	0.644	0.471	kurakara
angst	0.167	0.888	0.333	angst
anguish	0.153	0.792	0.265	umubabaro
anguished	0.135	0.720	0.307	arababara
angular	0.449	0.281	0.444	inguni
anhydrous	0.456	0.365	0.355	anhydrous
animal	0.521	0.510	0.513	inyamaswa
animate	0.827	0.755	0.635	animate
animated	0.823	0.676	0.538	animasiyo
animation	0.888	0.750	0.549	animasiyo
animosity	0.510	0.724	0.545	inzangano
animus	0.698	0.676	0.466	animus
ankle	0.500	0.274	0.234	akaguru
anklet	0.410	0.276	0.302	akaguru
annals	0.427	0.610	0.424	umwaka
annex	0.594	0.350	0.458	umugereka
annexation	0.342	0.500	0.555	umugereka
annexe	0.584	0.350	0.392	umugereka
annihilate	0.115	0.918	0.681	kurimbura
annihilated	0.080	0.760	0.324	kurimburwa
annihilation	0.041	0.800	0.591	kurimbuka
anniversary	0.880	0.770	0.723	isabukuru
annotate	0.592	0.469	0.441	annotate
annotation	0.604	0.470	0.619	ibisobanuro
announce	0.694	0.618	0.611	gutangaza
announcement	0.729	0.491	0.482	itangazo
announcer	0.602	0.570	0.732	umutangaza
annoy	0.094	0.765	0.286	birababaje
annoyance	0.167	0.718	0.342	kurakara
annoyed	0.104	0.783	0.345	kurakara
annoyin	0.260	0.573	0.352	birababaje
annoying	0.082	0.853	0.348	birababaje
annoys	0.146	0.778	0.435	birababaje
annual	0.552	0.236	0.500	mwaka
annuity	0.521	0.304	0.527	buri mwaka
annul	0.250	0.448	0.364	gusesa
annular	0.310	0.385	0.412	buri mwaka
annulment	0.153	0.375	0.447	gusesa
annulus	0.458	0.380	0.376	annulus
anointed	0.500	0.368	0.579	basizwe
anointing	0.653	0.350	0.547	gusigwa
anomalous	0.281	0.480	0.423	anomalous
anomaly	0.188	0.538	0.404	anomaly
anon	0.479	0.354	0.298	anon
anonymity	0.469	0.255	0.430	kutamenyekana
anonymous	0.396	0.291	0.431	anonymous
anorexic	0.160	0.618	0.245	anorexic
answer	0.537	0.373	0.661	igisubizo
answerable	0.708	0.481	0.750	gusubizwa
answering	0.684	0.500	0.607	gusubiza
ant	0.448	0.216	0.216	ibimonyo
antagonism	0.224	0.618	0.524	Kurwanya
antagonist	0.240	0.615	0.700	antagonist
antagonistic	0.296	0.604	0.565	Kurwanya
antagonize	0.143	0.663	0.629	Kurwanya
ante	0.448	0.320	0.417	ante
antecedent	0.427	0.551	0.566	kera
antelope	0.542	0.510	0.500	antelope
antenna	0.521	0.327	0.358	antenna
anterior	0.510	0.245	0.362	imbere
anthem	0.780	0.343	0.729	indirimbo
anthill	0.327	0.578	0.377	anthill
anthology	0.338	0.406	0.537	antologiya
anthrax	0.188	0.730	0.500	anthrax
anthropological	0.367	0.390	0.490	antropropologique
anthropologist	0.551	0.385	0.725	antropropologue
anthropology	0.490	0.367	0.582	antropropologiya
anti	0.365	0.412	0.384	anti
antiaircraft	0.330	0.622	0.629	antiaircraft
antibiotic	0.510	0.373	0.658	antibiyotike
antibiotics	0.448	0.406	0.557	antibiyotike
antichrist	0.082	0.837	0.544	antikristo
anticipate	0.622	0.469	0.667	iteganya
anticipation	0.698	0.539	0.711	gutegereza
anticipatory	0.653	0.551	0.682	gutegereza
antics	0.448	0.740	0.236	antics
antidote	0.541	0.490	0.629	antidote
antifungal	0.408	0.412	0.441	antifungal
antigravity	0.430	0.714	0.658	antigravity
antimony	0.378	0.398	0.490	antimony
antipathy	0.198	0.549	0.393	antipathie
antiquarian	0.500	0.233	0.426	kera
antiquated	0.420	0.392	0.236	kera
antique	0.634	0.290	0.518	kera
antiques	0.540	0.370	0.595	ibya kera
antiquity	0.385	0.333	0.556	kera
antiseptic	0.438	0.370	0.623	antiseptic
antisocial	0.146	0.686	0.391	antisocial
antithesis	0.396	0.412	0.536	antithesis
antithetical	0.271	0.509	0.358	antithetical
antiviral	0.459	0.470	0.549	virusi
antler	0.448	0.470	0.500	antler
antsy	0.449	0.558	0.417	antsy
anus	0.347	0.644	0.350	anus
anvil	0.380	0.510	0.604	anvil
anxiety	0.146	0.865	0.342	guhangayika
anxietyattack	0.150	0.925	0.446	guhangayika
anxious	0.281	0.875	0.434	guhangayika
anxiousness	0.235	0.814	0.282	guhangayika
anytime	0.625	0.461	0.436	igihe icyo ari cyo cyose
aorta	0.448	0.510	0.542	aorta
aortic	0.436	0.540	0.438	aortic
apace	0.536	0.500	0.536	apace
apache	0.687	0.469	0.500	apache
apartment	0.719	0.393	0.580	inzu
apartments	0.704	0.337	0.443	amazu
apathetic	0.188	0.292	0.333	kutitabira ibintu
apathy	0.184	0.212	0.204	kutitabira ubutumwa
ape	0.548	0.389	0.336	inguge
aperture	0.612	0.450	0.667	aperture
apex	0.570	0.433	0.418	apex
aphid	0.388	0.473	0.407	aphid
aphrodisiac	0.750	0.846	0.667	aphrodisiac
apiece	0.439	0.259	0.383	buri muntu
aplomb	0.500	0.509	0.582	aplomb
apocalypse	0.050	0.867	0.736	apocalypse
apocalyptic	0.173	0.880	0.750	apocalyptic
apologetic	0.479	0.461	0.571	gusaba imbabazi
apologist	0.406	0.429	0.526	gusaba imbabazi
apologize	0.551	0.378	0.389	gusaba imbabazi
apology	0.571	0.346	0.402	gusaba imbabazi
apostasy	0.388	0.520	0.517	ubuhakanyi
apostate	0.342	0.500	0.528	abahakanyi
apostle	0.646	0.347	0.732	intumwa
apostolic	0.592	0.300	0.717	Intumwa
apostrophe	0.469	0.368	0.537	intumwa
apothecary	0.561	0.328	0.529	apothecary
appalled	0.194	0.792	0.562	ubwoba
appalling	0.160	0.827	0.415	biteye ubwoba
apparatus	0.375	0.353	0.377	ibikoresho
apparel	0.698	0.435	0.453	imyenda
apparent	0.473	0.383	0.398	ikigaragara
apparently	0.531	0.410	0.426	ikigaragara
apparition	0.406	0.573	0.636	ibonekerwa
appeal	0.663	0.598	0.558	kujurira
appear	0.735	0.506	0.567	Kugaragara
appearance	0.669	0.490	0.534	isura
appease	0.633	0.278	0.434	humura
appellant	0.327	0.588	0.568	uwajuriye
append	0.573	0.464	0.453	umugereka
appendage	0.229	0.382	0.438	umugereka
appendectomy	0.177	0.670	0.554	umugereka
appendicitis	0.031	0.640	0.347	appendicite
appendix	0.365	0.387	0.425	umugereka
appetite	0.704	0.637	0.581	appetit
appetizer	0.755	0.560	0.406	appetizer
appetizing	0.806	0.657	0.688	kurya
applaud	0.865	0.824	0.464	amashyi
applause	0.953	0.857	0.621	amashyi
apple	0.811	0.300	0.264	pome
apple juice	0.765	0.204	0.294	umutobe wa pome
applejack	0.604	0.431	0.473	applejack
applesauce	0.750	0.167	0.291	applesauce
appliance	0.582	0.453	0.538	ibikoresho
appliances	0.594	0.394	0.567	ibikoresho
applicability	0.677	0.490	0.741	birashoboka
applicable	0.469	0.430	0.667	birashoboka
applicant	0.612	0.558	0.688	usaba
application	0.646	0.445	0.726	Porogaramu
apply	0.612	0.321	0.667	gusaba
appoint	0.565	0.330	0.509	shiraho
appointment	0.688	0.594	0.547	gahunda
appointments	0.745	0.677	0.625	gahunda
apportion	0.677	0.490	0.638	kugabana
apportionment	0.552	0.481	0.453	kugabana
appraisal	0.417	0.667	0.682	isuzuma
appraise	0.677	0.490	0.696	isuzuma
appreciable	0.873	0.491	0.778	gushimirwa
appreciate	0.885	0.422	0.741	shimira
appreciated	0.910	0.434	0.779	yashimiwe
appreciates	0.765	0.500	0.656	arashima
appreciation	0.917	0.529	0.588	gushima
appreciative	0.857	0.380	0.654	gushima
apprehend	0.521	0.624	0.696	gufata
apprehension	0.385	0.720	0.454	ubwoba
apprehensive	0.406	0.592	0.431	ubwoba
apprentice	0.615	0.413	0.452	umutoza
apprenticeship	0.812	0.482	0.643	kwitoza
approach	0.612	0.392	0.610	inzira
approaching	0.740	0.557	0.491	yegereje
approbate	0.646	0.590	0.860	kwemeza
approbation	0.792	0.529	0.774	kwemerwa
appropriate	0.833	0.368	0.759	bikwiye
appropriation	0.510	0.632	0.717	kugenerwa
approval	0.854	0.460	0.889	kwemerwa
approve	0.875	0.548	0.741	kwemeza
approved	0.833	0.349	0.698	byemewe
approvement	0.880	0.625	0.780	kwemerwa
approving	0.917	0.583	0.773	kubyemeza
approximate	0.551	0.560	0.520	ugereranije
approximately	0.622	0.396	0.538	hafi
approximating	0.583	0.615	0.471	Kugereranya
approximation	0.582	0.402	0.593	Kugereranya
appurtenances	0.573	0.412	0.547	Umugereka
apricot	0.708	0.320	0.278	amata
apron	0.582	0.208	0.245	apron
apt	0.582	0.418	0.382	apt
aptitude	0.750	0.471	0.746	ubuhanga
aqua	0.656	0.292	0.359	aqua
aquamarine	0.729	0.306	0.413	aquamarine
aquarium	0.663	0.327	0.393	aquarium
aquatic	0.677	0.510	0.463	amazi
aqueduct	0.551	0.411	0.534	umuyoboro
aqueous	0.429	0.270	0.310	amazi
arable	0.510	0.350	0.465	guhingwa
arbiter	0.561	0.537	0.814	arbiter
arbitrary	0.281	0.702	0.686	uko bishakiye
arbitrate	0.470	0.620	0.682	ubukemurampaka
arbitration	0.587	0.602	0.670	ubukemurampaka
arbitrator	0.385	0.448	0.795	abakemurampaka
arbor	0.583	0.490	0.591	arbor
arc	0.552	0.388	0.396	arc
arcade	0.676	0.521	0.502	arcade
arcane	0.500	0.490	0.637	arcane
arch	0.500	0.354	0.468	arch
archaeological	0.740	0.441	0.660	kera
archaeologist	0.552	0.451	0.706	umucukuzi
archaeology	0.596	0.358	0.691	Ubucukumbuzi
archaic	0.271	0.327	0.332	kera
archangel	0.837	0.500	0.708	marayika mukuru
archbishop	0.622	0.280	0.776	musenyeri mukuru
archdiocese	0.400	0.321	0.704	arikidiyosezi
archduke	0.458	0.413	0.634	archduke
arched	0.582	0.403	0.398	arche
archer	0.573	0.622	0.661	umurashi
archery	0.594	0.604	0.589	umuheto
archetype	0.448	0.520	0.569	archetype
archipelago	0.745	0.370	0.592	archipelago
architect	0.776	0.442	0.836	umwubatsi
architectural	0.729	0.390	0.670	ubwubatsi
architecture	0.820	0.390	0.694	ubwubatsi
archive	0.438	0.294	0.527	ububiko
arctic	0.615	0.352	0.546	arctique
ardent	0.694	0.873	0.722	ardent
ardor	0.500	0.780	0.538	ardor
arduous	0.344	0.783	0.605	biragoye
area	0.490	0.306	0.464	akarere
arena	0.510	0.235	0.404	ikibuga
areola	0.417	0.396	0.381	areola
areyoukidding	0.429	0.633	0.400	areyoukidding
areyoukiddingme	0.365	0.635	0.375	areyoukiddingme
argent	0.594	0.418	0.472	argent
argh	0.260	0.538	0.328	argh
arghh	0.292	0.536	0.397	arghh
arghhhh	0.250	0.618	0.324	arghhhh
argue	0.093	0.798	0.525	gutongana
argument	0.510	0.464	0.698	impaka
argumentation	0.479	0.549	0.760	impaka
argumentative	0.450	0.531	0.679	impaka
arguments	0.541	0.602	0.657	impaka
arid	0.323	0.333	0.379	arid
arise	0.750	0.582	0.725	haguruka
aristocracy	0.688	0.549	0.842	aristocracy
aristocrat	0.583	0.413	0.811	aristocrat
aristocratic	0.449	0.519	0.676	aristocratique
arithmetic	0.453	0.460	0.634	imibare
ark	0.396	0.427	0.543	inkuge
arm	0.552	0.285	0.469	ukuboko
armada	0.408	0.740	0.868	armada
armament	0.198	0.764	0.810	intwaro
armaments	0.192	0.839	0.830	intwaro
armature	0.510	0.558	0.755	armature
armchair	0.646	0.164	0.339	intebe y'intebe
armed	0.188	0.750	0.808	bitwaje imbunda
armor	0.469	0.625	0.784	ibirwanisho
armored	0.469	0.509	0.861	ibirwanisho
armory	0.448	0.663	0.800	ibirwanisho
armpit	0.283	0.439	0.250	ukuboko
arms	0.464	0.395	0.483	amaboko
army	0.417	0.759	0.902	ingabo
aroma	0.823	0.235	0.442	impumuro nziza
aromatherapy	0.847	0.220	0.473	aromatherapy
arousal	0.791	0.943	0.731	kubyutsa
arouse	0.740	0.491	0.580	kubyutsa
aroused	0.708	0.952	0.667	kubyutsa
arraignment	0.406	0.837	0.534	kuburanisha
arrange	0.740	0.490	0.571	Tegura
arranged	0.698	0.531	0.728	byateguwe
arrangement	0.625	0.382	0.683	gahunda
array	0.521	0.396	0.568	array
arrears	0.286	0.485	0.302	ibirarane
arrest	0.146	0.951	0.500	gutabwa muri yombi
arrhythmia	0.265	0.706	0.356	kurwara
arrival	0.678	0.510	0.474	kuhagera
arrive	0.837	0.406	0.585	shika
arrogance	0.143	0.750	0.620	ubwibone
arrogant	0.115	0.755	0.580	ubwibone
arrow	0.439	0.390	0.454	umwambi
arsehole	0.276	0.598	0.433	arsehole
arseholes	0.188	0.545	0.351	arseholes
arsenal	0.365	0.741	0.752	arsenal
arsenic	0.281	0.472	0.447	arsenic
arson	0.133	0.904	0.567	gutwika
arsonist	0.348	0.840	0.500	gutwika
art	0.812	0.360	0.603	ubuhanzi
arterial	0.396	0.510	0.583	arterial
artery	0.396	0.580	0.537	imiyoboro y'amaraso
artful	0.771	0.608	0.778	ubuhanga
arthritis	0.110	0.518	0.345	rubagimpande
arthropod	0.344	0.464	0.434	arthropod
artichoke	0.583	0.218	0.287	artichoke
article	0.594	0.280	0.481	ingingo
articles	0.552	0.324	0.565	ingingo
articulate	0.677	0.462	0.618	vuga neza
articulation	0.479	0.480	0.591	ibisobanuro
artifact	0.510	0.500	0.566	ibihangano
artifice	0.316	0.696	0.482	ibihangano
artificial	0.306	0.385	0.351	ibihimbano
artillery	0.350	0.912	0.794	imbunda
artisan	0.781	0.330	0.411	umunyabukorikori
artist	0.802	0.442	0.732	umuhanzi
artiste	0.844	0.512	0.565	umuhanzi
artistic	0.802	0.646	0.632	ubuhanzi
artistry	0.823	0.346	0.769	ubuhanzi
artists	0.796	0.667	0.741	abahanzi
artwork	0.896	0.368	0.679	ibihangano
arty	0.490	0.422	0.388	arty
asap	0.571	0.500	0.552	asap
asbestos	0.357	0.481	0.464	asibesitosi
ascend	0.830	0.620	0.812	kuzamuka
ascendancy	0.724	0.625	0.700	kuzamuka
ascendant	0.656	0.673	0.821	kuzamuka
ascending	0.826	0.644	0.777	kuzamuka
ascension	0.765	0.720	0.714	kuzamuka
ascent	0.755	0.627	0.833	kuzamuka
ascertain	0.560	0.530	0.625	menya neza
ascertained	0.531	0.529	0.616	byamenyekanye
ascetic	0.438	0.375	0.472	kubabaza
ash	0.260	0.210	0.207	ivu
ashamed	0.156	0.588	0.228	isoni
ashes	0.327	0.279	0.142	ivu
ashtray	0.406	0.382	0.265	ashtray
asinine	0.429	0.472	0.433	asinine
ask	0.531	0.440	0.459	baza
asleeep	0.490	0.210	0.322	asleeep
asleep	0.604	0.100	0.270	gusinzira
asp	0.438	0.489	0.375	asp
asparagus	0.469	0.317	0.264	asparagus
aspartame	0.469	0.480	0.322	aspartame
aspect	0.479	0.469	0.588	icyerekezo
aspects	0.439	0.480	0.565	ibice
aspen	0.479	0.280	0.395	aspen
asphalt	0.479	0.264	0.439	asfalt
asphyxia	0.198	0.704	0.311	asphyxia
asphyxiation	0.059	0.745	0.412	guhumeka
aspiration	0.704	0.724	0.675	icyifuzo
aspire	0.812	0.469	0.722	kwifuza
aspirin	0.479	0.271	0.422	aspirin
aspiring	0.844	0.582	0.604	kwifuza
ass	0.323	0.750	0.345	indogobe
assail	0.378	0.510	0.500	igitero
assailant	0.184	0.868	0.602	uwagabye igitero
assassin	0.073	0.933	0.632	umwicanyi
assassinate	0.051	0.969	0.722	umwicanyi
assassination	0.083	0.941	0.525	ubwicanyi
assault	0.167	0.848	0.550	gukubita
assay	0.633	0.559	0.594	assay
assemblage	0.429	0.452	0.600	guterana
assemble	0.542	0.570	0.750	guterana
assembled	0.663	0.450	0.644	bateranye
assembly	0.698	0.500	0.640	inteko
assemblyman	0.430	0.538	0.760	inteko
assent	0.615	0.515	0.719	kubyemera
assert	0.750	0.619	0.809	shimangira
asserting	0.694	0.531	0.736	gushimangira
assertion	0.740	0.442	0.750	kwemeza
assertive	0.719	0.412	0.770	ushimangira
assess	0.698	0.500	0.623	gusuzuma
assessment	0.750	0.623	0.658	gusuzuma
assessor	0.551	0.538	0.764	asuzuma
asset	0.797	0.765	0.788	umutungo
assets	0.667	0.613	0.765	umutungo
asshole	0.133	0.582	0.263	inkweto
assign	0.622	0.417	0.709	umukoro
assignee	0.510	0.462	0.510	umukoresha
assignment	0.483	0.398	0.745	umukoro
assimilate	0.559	0.391	0.683	assimilate
assimilation	0.429	0.378	0.463	assimilasiyo
assist	0.833	0.435	0.629	fasha
assistance	0.656	0.519	0.633	ubufasha
assistant	0.625	0.390	0.536	umufasha
associate	0.812	0.409	0.625	inshuti
association	0.745	0.500	0.817	ishyirahamwe
assorted	0.602	0.460	0.472	Binyuranye
assortment	0.694	0.360	0.526	assortment
assuage	0.745	0.255	0.500	assuage
assume	0.698	0.401	0.464	fata
assumed	0.612	0.247	0.454	byafashwe
assuming	0.740	0.390	0.526	gufata
assumption	0.479	0.431	0.417	kwibwira
assurance	0.675	0.442	0.704	ibyiringiro
assure	0.910	0.460	0.839	byizewe
assured	0.878	0.327	0.754	byizewe
assuredly	0.786	0.396	0.833	byanze bikunze
asterisk	0.541	0.288	0.273	inyenyeri
asteroid	0.430	0.721	0.623	asteroide
asteroids	0.361	0.694	0.712	asteroide
asthma	0.198	0.549	0.227	asima
asthmatic	0.229	0.706	0.294	asima
astigmatism	0.214	0.490	0.429	astigmatism
astonish	0.786	0.845	0.658	gutangara
astonished	0.510	0.775	0.574	baratangaye
astonishing	0.844	0.802	0.821	biratangaje
astonishingly	0.827	0.898	0.773	biratangaje
astonishment	0.680	0.718	0.519	gutangara
astound	0.729	0.675	0.474	biratangaje
astral	0.604	0.417	0.567	inyenyeri
astray	0.098	0.676	0.308	kuyobya
astringent	0.316	0.500	0.474	astringent
astrologer	0.594	0.519	0.673	kuraguza inyenyeri
astrology	0.635	0.340	0.500	kuraguza inyenyeri
astronaut	0.792	0.601	0.761	icyogajuru
astronomer	0.750	0.509	0.735	umuhanga mu bumenyi bw'ikirere
astronomical	0.600	0.632	0.726	inyenyeri
astronomy	0.613	0.474	0.722	inyenyeri
astute	0.776	0.658	0.827	gushishoza
asunder	0.208	0.442	0.259	gutandukana
asylum	0.407	0.330	0.445	ubuhungiro
asymmetric	0.580	0.343	0.465	asimmetric
asymmetry	0.476	0.373	0.527	asimmetry
asymptotic	0.479	0.451	0.472	asimptotic
atelier	0.490	0.330	0.705	atelier
atheism	0.276	0.460	0.481	kutemera Imana
atheistic	0.373	0.481	0.466	kutemera Imana
atherosclerosis	0.250	0.480	0.343	aterosklerose
athlete	0.781	0.718	0.686	umukinnyi
athletic	0.857	0.798	0.708	siporo
athleticism	0.750	0.863	0.778	imyitozo ngororamubiri
athletics	0.831	0.691	0.740	Imikino ngororamubiri
atlas	0.531	0.306	0.554	atlas
atmosphere	0.604	0.300	0.560	ikirere
atmospheric	0.531	0.420	0.594	ikirere
atoll	0.480	0.408	0.472	atoll
atom	0.510	0.500	0.433	atom
atomic	0.327	0.817	0.713	atome
atone	0.418	0.673	0.411	impongano
atonement	0.550	0.602	0.683	impongano
atpeace	0.724	0.298	0.519	atpeace
atrium	0.469	0.365	0.473	atrium
atrocious	0.073	0.811	0.445	amarorerwa
atrocity	0.115	0.844	0.593	amarorerwa
atrophy	0.177	0.540	0.208	atrophy
attach	0.520	0.363	0.559	umugereka
attached	0.562	0.350	0.439	umugereka
attachment	0.570	0.343	0.500	umugereka
attack	0.286	0.948	0.670	igitero
attacker	0.185	0.962	0.629	igitero
attacking	0.276	0.837	0.642	gutera
attain	0.806	0.510	0.719	kugera
attainable	0.760	0.500	0.759	kugerwaho
attainment	0.830	0.520	0.940	kugerwaho
attempt	0.625	0.491	0.431	kugerageza
attempted	0.594	0.580	0.567	yagerageje
attend	0.650	0.420	0.625	witabe
attendance	0.812	0.500	0.592	kwitabira
attendant	0.580	0.365	0.519	umusuku
attention	0.740	0.599	0.774	kwitondera
attentionseeker	0.367	0.745	0.457	umutegarugori
attentionseekers	0.531	0.673	0.500	abitondera
attentive	0.812	0.520	0.724	witonze
attenuate	0.408	0.302	0.429	attenuate
attenuated	0.449	0.280	0.298	attenuated
attenuation	0.458	0.363	0.464	kwitonda
attest	0.439	0.710	0.685	guhamya
attestation	0.234	0.635	0.500	icyemezo
attic	0.521	0.259	0.377	attic
attire	0.742	0.388	0.483	imyambarire
attitude	0.760	0.644	0.861	imyifatire
attorney	0.600	0.594	0.754	umwunganira
attract	0.796	0.663	0.769	gukurura
attraction	0.906	0.774	0.712	gukurura
attractive	0.906	0.630	0.769	birashimishije
attractiveness	0.938	0.667	0.755	igikundiro
attributable	0.704	0.430	0.527	Ikiranga
attribute	0.781	0.439	0.795	Ikiranga
attribution	0.646	0.467	0.658	Ikiranga
attrition	0.229	0.540	0.259	attrition
auburn	0.510	0.240	0.411	auburn
auction	0.594	0.702	0.519	cyamunara
auctioneer	0.542	0.732	0.716	cyamunara
audacious	0.740	0.875	0.825	gutinyuka
audacity	0.760	0.755	0.916	ubutwari
audible	0.673	0.370	0.462	byumvikana
audience	0.698	0.610	0.613	abumva
audio	0.709	0.425	0.370	amajwi
audit	0.375	0.562	0.735	ubugenzuzi
audition	0.750	0.685	0.615	igenzura
auditions	0.740	0.765	0.596	amajwi
auditor	0.582	0.571	0.726	umugenzuzi w'imari
auditorium	0.529	0.490	0.538	inzu mberabyombi
auditory	0.531	0.481	0.570	kumva
aught	0.418	0.135	0.217	ikintu
augment	0.650	0.683	0.645	kwiyongera
augmentation	0.714	0.613	0.850	kwiyongera
august	0.652	0.292	0.462	Kanama
aunt	0.667	0.291	0.420	nyirasenge
auntie	0.643	0.275	0.447	nyirasenge
aura	0.760	0.333	0.500	aura
aurora	0.817	0.306	0.537	aurora
auspices	0.542	0.500	0.634	Inkunga
auspicious	0.562	0.635	0.669	byiza
austere	0.500	0.390	0.422	austere
austerity	0.438	0.406	0.534	ubukana
authentic	0.885	0.510	0.782	ukuri
authenticate	0.833	0.480	0.789	kwemeza
authentication	0.724	0.491	0.750	kwemeza
authenticity	0.670	0.548	0.845	ukuri
author	0.775	0.343	0.749	umwanditsi
authoritative	0.636	0.520	0.890	ubutware
authority	0.592	0.592	0.934	ubutware
authorization	0.521	0.567	0.817	uburenganzira
authorize	0.772	0.596	0.821	uburenganzira
authorized	0.760	0.458	0.815	byemewe
authorship	0.667	0.635	0.773	umwanditsi
autism	0.235	0.500	0.447	autism
autistic	0.367	0.337	0.404	autistic
auto	0.571	0.569	0.500	imodoka
autobiographical	0.909	0.462	0.582	ubuzima
autobiography	0.735	0.284	0.629	ubuzima
autocorrect	0.551	0.439	0.616	autocorrect
autocratic	0.542	0.577	0.727	ubwigenge
autograph	0.735	0.565	0.473	autografi
autographed	0.781	0.620	0.625	autografiya
automated	0.578	0.402	0.632	mu buryo bwikora
automatic	0.562	0.433	0.664	byikora
automobile	0.753	0.625	0.534	imodoka
automotive	0.656	0.520	0.577	imodoka
autonomy	0.781	0.349	0.891	ubwigenge
autopilot	0.594	0.462	0.632	autopilot
autopsy	0.252	0.650	0.538	autopsie
autumn	0.765	0.204	0.450	igihe cy'izuba
auxiliary	0.622	0.471	0.509	umufasha
avail	0.800	0.430	0.603	kuboneka
availability	0.796	0.544	0.600	kuboneka
available	0.844	0.356	0.623	irahari
avalanche	0.265	0.915	0.683	inkangu
avarice	0.198	0.726	0.352	avarice
avatar	0.633	0.410	0.567	avatar
avenge	0.073	0.867	0.559	kwihorera
avenger	0.337	0.865	0.670	kwihorera
avenging	0.143	0.880	0.717	kwihorera
avenue	0.677	0.360	0.377	avenue
aver	0.492	0.450	0.393	Aver
average	0.684	0.280	0.455	ugereranije
aversation	0.582	0.442	0.432	Kwanga
averse	0.253	0.569	0.492	Kurwanya
averseness	0.296	0.606	0.528	kwanga
aversion	0.074	0.663	0.525	kwanga
avert	0.510	0.388	0.465	kwirinda
aviary	0.500	0.360	0.467	aviary
aviation	0.708	0.646	0.741	indege
aviator	0.615	0.700	0.644	indege
avid	0.582	0.459	0.593	ashishikaye
avocado	0.677	0.255	0.287	avoka
avoid	0.427	0.442	0.415	irinde
