English Word	Valence	Arousal	Dominance	Indonesian Word
anathema	0.286	0.490	0.519	laknat
anatomic	0.562	0.442	0.546	anatomis
anatomy	0.562	0.390	0.571	ilmu urai
ancestor	0.592	0.388	0.594	leluhur
ancestral	0.640	0.481	0.750	leluhur
ancestry	0.708	0.519	0.717	keturunan
anchor	0.520	0.284	0.564	jangkar
anchorage	0.500	0.325	0.639	pelabuhan
ancient	0.420	0.217	0.439	kuno
ancillary	0.449	0.442	0.278	tambahan
androgen	0.255	0.523	0.527	androgen
android	0.663	0.436	0.500	android
anecdote	0.583	0.529	0.500	anekdot
anemia	0.188	0.327	0.310	anemia
anemic	0.167	0.279	0.155	anemia
anemone	0.552	0.538	0.327	anemon
anesthesia	0.365	0.216	0.394	anestesi
anesthesiologist	0.419	0.224	0.526	ahli anestesi
anesthetic	0.350	0.264	0.482	obat bius
aneurysm	0.115	0.690	0.536	aneurisma
anew	0.771	0.358	0.385	lagi
angel	0.906	0.158	0.704	malaikat
angelic	0.927	0.298	0.668	seperti malaikat
anger	0.167	0.865	0.657	amarah
angered	0.010	0.860	0.547	marah
angermanagement	0.260	0.632	0.482	manajemen kemarahan
angina	0.230	0.630	0.464	angina
angiogram	0.347	0.520	0.465	angiogram
angiography	0.378	0.536	0.520	angiografi
angle	0.541	0.330	0.455	sudut
angling	0.625	0.408	0.500	memancing
angora	0.529	0.425	0.405	angora
angriest	0.094	0.892	0.430	paling marah
angry	0.122	0.830	0.604	marah
angrytweet	0.265	0.644	0.471	marahtweet
angst	0.167	0.888	0.333	kecemasan
anguish	0.153	0.792	0.265	derita
anguished	0.135	0.720	0.307	sedih
angular	0.449	0.281	0.444	bersudut
anhydrous	0.456	0.365	0.355	anhidrat
animal	0.521	0.510	0.513	satwa
animate	0.827	0.755	0.635	menghidupkan
animated	0.823	0.676	0.538	animasi
animation	0.888	0.750	0.549	animasi
animosity	0.510	0.724	0.545	kebencian
animus	0.698	0.676	0.466	kebencian
ankle	0.500	0.274	0.234	pergelangan kaki
anklet	0.410	0.276	0.302	gelang kaki
annals	0.427	0.610	0.424	sejarah
annex	0.594	0.350	0.458	mencaplok
annexation	0.342	0.500	0.555	aneksasi
annexe	0.584	0.350	0.392	pavilyun
annihilate	0.115	0.918	0.681	membinasakan
annihilated	0.080	0.760	0.324	musnah
annihilation	0.041	0.800	0.591	penghancuran
anniversary	0.880	0.770	0.723	ulang tahun
annotate	0.592	0.469	0.441	membubuhi keterangan
annotation	0.604	0.470	0.619	anotasi
announce	0.694	0.618	0.611	mengumumkan
announcement	0.729	0.491	0.482	pengumuman
announcer	0.602	0.570	0.732	penyiar
annoy	0.094	0.765	0.286	mengganggu
annoyance	0.167	0.718	0.342	gangguan
annoyed	0.104	0.783	0.345	terganggu
annoyin	0.260	0.573	0.352	mengganggu
annoying	0.082	0.853	0.348	mengganggu
annoys	0.146	0.778	0.435	mengganggu
annual	0.552	0.236	0.500	tahunan
annuity	0.521	0.304	0.527	anuitas
annul	0.250	0.448	0.364	membatalkan
annular	0.310	0.385	0.412	berbentuk lingkaran
annulment	0.153	0.375	0.447	pembatalan
annulus	0.458	0.380	0.376	anulus
anointed	0.500	0.368	0.579	diurapi
anointing	0.653	0.350	0.547	urapan
anomalous	0.281	0.480	0.423	ganjil
anomaly	0.188	0.538	0.404	anomali
anon	0.479	0.354	0.298	segera
anonymity	0.469	0.255	0.430	anonimitas
anonymous	0.396	0.291	0.431	anonim
anorexic	0.160	0.618	0.245	anoreksia
answer	0.537	0.373	0.661	menjawab
answerable	0.708	0.481	0.750	jawab
answering	0.684	0.500	0.607	menjawab
ant	0.448	0.216	0.216	semut
antagonism	0.224	0.618	0.524	antagonisme
antagonist	0.240	0.615	0.700	antagonis
antagonistic	0.296	0.604	0.565	bermusuhan
antagonize	0.143	0.663	0.629	memusuhi
ante	0.448	0.320	0.417	sokongan
antecedent	0.427	0.551	0.566	mendahului
antelope	0.542	0.510	0.500	kijang
antenna	0.521	0.327	0.358	antena
anterior	0.510	0.245	0.362	depan
anthem	0.780	0.343	0.729	lagu kebangsaan
anthill	0.327	0.578	0.377	sarang semut
anthology	0.338	0.406	0.537	antologi
anthrax	0.188	0.730	0.500	antraks
anthropological	0.367	0.390	0.490	antropologis
anthropologist	0.551	0.385	0.725	antropolog
anthropology	0.490	0.367	0.582	antropologi
anti	0.365	0.412	0.384	anti
antiaircraft	0.330	0.622	0.629	antipesawat
antibiotic	0.510	0.373	0.658	antibiotika
antibiotics	0.448	0.406	0.557	antibiotik
antichrist	0.082	0.837	0.544	antikristus
anticipate	0.622	0.469	0.667	mengantisipasi
anticipation	0.698	0.539	0.711	antisipasi
anticipatory	0.653	0.551	0.682	antisipatif
antics	0.448	0.740	0.236	kejenakaan
antidote	0.541	0.490	0.629	penangkal
antifungal	0.408	0.412	0.441	antijamur
antigravity	0.430	0.714	0.658	anti gravitasi
antimony	0.378	0.398	0.490	antimon
antipathy	0.198	0.549	0.393	antipati
antiquarian	0.500	0.233	0.426	barang antik
antiquated	0.420	0.392	0.236	kuno
antique	0.634	0.290	0.518	antik
antiques	0.540	0.370	0.595	barang antik
antiquity	0.385	0.333	0.556	jaman dahulu
antiseptic	0.438	0.370	0.623	antiseptik
antisocial	0.146	0.686	0.391	antisosial
antithesis	0.396	0.412	0.536	antitesis
antithetical	0.271	0.509	0.358	berlawanan
antiviral	0.459	0.470	0.549	antivirus
antler	0.448	0.470	0.500	tanduk
antsy	0.449	0.558	0.417	gelisah
anus	0.347	0.644	0.350	dubur
anvil	0.380	0.510	0.604	landasan
anxiety	0.146	0.865	0.342	kecemasan
anxietyattack	0.150	0.925	0.446	serangan kecemasan
anxious	0.281	0.875	0.434	cemas
anxiousness	0.235	0.814	0.282	kecemasan
anytime	0.625	0.461	0.436	kapan pun
aorta	0.448	0.510	0.542	aorta
aortic	0.436	0.540	0.438	aorta
apace	0.536	0.500	0.536	cepat
apache	0.687	0.469	0.500	apache
apartment	0.719	0.393	0.580	Apartemen
apartments	0.704	0.337	0.443	apartemen
apathetic	0.188	0.292	0.333	apatis
apathy	0.184	0.212	0.204	apati
ape	0.548	0.389	0.336	kera
aperture	0.612	0.450	0.667	bukaan
apex	0.570	0.433	0.418	puncak
aphid	0.388	0.473	0.407	kutu
aphrodisiac	0.750	0.846	0.667	zat perangsang nafsu berahi
apiece	0.439	0.259	0.383	masing-masing
aplomb	0.500	0.509	0.582	percaya diri
apocalypse	0.050	0.867	0.736	wahyu
apocalyptic	0.173	0.880	0.750	apokaliptik
apologetic	0.479	0.461	0.571	minta maaf
apologist	0.406	0.429	0.526	pembela
apologize	0.551	0.378	0.389	meminta maaf
apology	0.571	0.346	0.402	permintaan maaf
apostasy	0.388	0.520	0.517	kemurtadan
apostate	0.342	0.500	0.528	murtad
apostle	0.646	0.347	0.732	rasul
apostolic	0.592	0.300	0.717	apostolik
apostrophe	0.469	0.368	0.537	apostrof
apothecary	0.561	0.328	0.529	ahli obat
appalled	0.194	0.792	0.562	terkejut
appalling	0.160	0.827	0.415	mengerikan
apparatus	0.375	0.353	0.377	aparat
apparel	0.698	0.435	0.453	pakaian
apparent	0.473	0.383	0.398	tampak
apparently	0.531	0.410	0.426	tampaknya
apparition	0.406	0.573	0.636	penampakan
appeal	0.663	0.598	0.558	menarik
appear	0.735	0.506	0.567	muncul
appearance	0.669	0.490	0.534	penampilan
appease	0.633	0.278	0.434	menenangkan
appellant	0.327	0.588	0.568	pemohon banding
append	0.573	0.464	0.453	menambahkan
appendage	0.229	0.382	0.438	tambahan
appendectomy	0.177	0.670	0.554	pembedahan usus buntu
appendicitis	0.031	0.640	0.347	radang usus buntu
appendix	0.365	0.387	0.425	lampiran
appetite	0.704	0.637	0.581	nafsu makan
appetizer	0.755	0.560	0.406	hidangan pembuka
appetizing	0.806	0.657	0.688	selera
applaud	0.865	0.824	0.464	tepuk tangan
applause	0.953	0.857	0.621	tepuk tangan
apple	0.811	0.300	0.264	apel
apple juice	0.765	0.204	0.294	jus apel
applejack	0.604	0.431	0.473	applejack
applesauce	0.750	0.167	0.291	saus apel
appliance	0.582	0.453	0.538	alat
appliances	0.594	0.394	0.567	peralatan
applicability	0.677	0.490	0.741	penerapan
applicable	0.469	0.430	0.667	berlaku
applicant	0.612	0.558	0.688	pemohon
application	0.646	0.445	0.726	aplikasi
apply	0.612	0.321	0.667	berlaku
appoint	0.565	0.330	0.509	menunjuk
appointment	0.688	0.594	0.547	janji temu
appointments	0.745	0.677	0.625	janji temu
apportion	0.677	0.490	0.638	membagikan
apportionment	0.552	0.481	0.453	pembagian
appraisal	0.417	0.667	0.682	penilaian
appraise	0.677	0.490	0.696	menilai
appreciable	0.873	0.491	0.778	cukup besar
appreciate	0.885	0.422	0.741	menghargai
appreciated	0.910	0.434	0.779	dihargai
appreciates	0.765	0.500	0.656	menghargai
appreciation	0.917	0.529	0.588	apresiasi
appreciative	0.857	0.380	0.654	menghargai
apprehend	0.521	0.624	0.696	menangkap
apprehension	0.385	0.720	0.454	penangkapan
apprehensive	0.406	0.592	0.431	gelisah
apprentice	0.615	0.413	0.452	anak magang
apprenticeship	0.812	0.482	0.643	magang
approach	0.612	0.392	0.610	mendekati
approaching	0.740	0.557	0.491	mendekati
approbate	0.646	0.590	0.860	menerima dgn baik
approbation	0.792	0.529	0.774	persetujuan
appropriate	0.833	0.368	0.759	sesuai
appropriation	0.510	0.632	0.717	pemberian
approval	0.854	0.460	0.889	persetujuan
approve	0.875	0.548	0.741	menyetujui
approved	0.833	0.349	0.698	disetujui
approvement	0.880	0.625	0.780	persetujuan
approving	0.917	0.583	0.773	menyetujui
approximate	0.551	0.560	0.520	perkiraan
approximately	0.622	0.396	0.538	sekitar
approximating	0.583	0.615	0.471	mendekati
approximation	0.582	0.402	0.593	perkiraan
appurtenances	0.573	0.412	0.547	perlengkapan
apricot	0.708	0.320	0.278	aprikot
apron	0.582	0.208	0.245	celemek
apt	0.582	0.418	0.382	tepat
aptitude	0.750	0.471	0.746	bakat
aqua	0.656	0.292	0.359	air
aquamarine	0.729	0.306	0.413	aquamarine
aquarium	0.663	0.327	0.393	akuarium
aquatic	0.677	0.510	0.463	akuatik
aqueduct	0.551	0.411	0.534	terowongan air
aqueous	0.429	0.270	0.310	encer
arable	0.510	0.350	0.465	subur
arbiter	0.561	0.537	0.814	wasit
arbitrary	0.281	0.702	0.686	sewenang-wenang
arbitrate	0.470	0.620	0.682	melerai
arbitration	0.587	0.602	0.670	arbitrasi
arbitrator	0.385	0.448	0.795	wasit
arbor	0.583	0.490	0.591	punjung
arc	0.552	0.388	0.396	busur
arcade	0.676	0.521	0.502	arcade
arcane	0.500	0.490	0.637	batin
arch	0.500	0.354	0.468	lengkungan
archaeological	0.740	0.441	0.660	arkeologi
archaeologist	0.552	0.451	0.706	arkeolog
archaeology	0.596	0.358	0.691	arkeologi
archaic	0.271	0.327	0.332	kuno
archangel	0.837	0.500	0.708	malaikat agung
archbishop	0.622	0.280	0.776	uskup agung
archdiocese	0.400	0.321	0.704	keuskupan agung
archduke	0.458	0.413	0.634	pangeran agung
arched	0.582	0.403	0.398	melengkung
archer	0.573	0.622	0.661	pemanah
archery	0.594	0.604	0.589	panahan
archetype	0.448	0.520	0.569	pola dasar
archipelago	0.745	0.370	0.592	kepulauan
architect	0.776	0.442	0.836	arsitek
architectural	0.729	0.390	0.670	arsitektural
architecture	0.820	0.390	0.694	Arsitektur
archive	0.438	0.294	0.527	arsip
arctic	0.615	0.352	0.546	arktik
ardent	0.694	0.873	0.722	bersemangat
ardor	0.500	0.780	0.538	semangat
arduous	0.344	0.783	0.605	sulit
area	0.490	0.306	0.464	daerah
arena	0.510	0.235	0.404	arena
areola	0.417	0.396	0.381	areola
areyoukidding	0.429	0.633	0.400	Apakah kamu sedang bercanda
areyoukiddingme	0.365	0.635	0.375	Apakah kamu bercanda
argent	0.594	0.418	0.472	perak
argh	0.260	0.538	0.328	argh
arghh	0.292	0.536	0.397	arghh
arghhhh	0.250	0.618	0.324	arghhhh
argue	0.093	0.798	0.525	membantah
argument	0.510	0.464	0.698	argumen
argumentation	0.479	0.549	0.760	argumentasi
argumentative	0.450	0.531	0.679	argumentatif
arguments	0.541	0.602	0.657	argumen
arid	0.323	0.333	0.379	kering
arise	0.750	0.582	0.725	timbul
aristocracy	0.688	0.549	0.842	aristokrasi
aristocrat	0.583	0.413	0.811	aristokrat
aristocratic	0.449	0.519	0.676	bangsawan
arithmetic	0.453	0.460	0.634	hitung
ark	0.396	0.427	0.543	tabut
arm	0.552	0.285	0.469	lengan
armada	0.408	0.740	0.868	armada
armament	0.198	0.764	0.810	persenjataan
armaments	0.192	0.839	0.830	persenjataan
armature	0.510	0.558	0.755	angker
armchair	0.646	0.164	0.339	kursi berlengan
armed	0.188	0.750	0.808	bersenjata
armor	0.469	0.625	0.784	baju zirah
armored	0.469	0.509	0.861	lapis baja
armory	0.448	0.663	0.800	gudang senjata
armpit	0.283	0.439	0.250	ketiak
arms	0.464	0.395	0.483	lengan
army	0.417	0.759	0.902	tentara
aroma	0.823	0.235	0.442	aroma
aromatherapy	0.847	0.220	0.473	aromaterapi
arousal	0.791	0.943	0.731	gairah
arouse	0.740	0.491	0.580	membangkitkan
aroused	0.708	0.952	0.667	terangsang
arraignment	0.406	0.837	0.534	dakwaan
arrange	0.740	0.490	0.571	mengatur
arranged	0.698	0.531	0.728	diatur
arrangement	0.625	0.382	0.683	pengaturan
array	0.521	0.396	0.568	Himpunan
arrears	0.286	0.485	0.302	tunggakan
arrest	0.146	0.951	0.500	menangkap
arrhythmia	0.265	0.706	0.356	aritmia
arrival	0.678	0.510	0.474	kedatangan
arrive	0.837	0.406	0.585	tiba
arrogance	0.143	0.750	0.620	kesombongan
arrogant	0.115	0.755	0.580	arogan
arrow	0.439	0.390	0.454	anak panah
arsehole	0.276	0.598	0.433	bajingan
arseholes	0.188	0.545	0.351	bajingan
arsenal	0.365	0.741	0.752	gudang senjata
arsenic	0.281	0.472	0.447	arsenik
arson	0.133	0.904	0.567	pembakaran
arsonist	0.348	0.840	0.500	pembakar
art	0.812	0.360	0.603	seni
arterial	0.396	0.510	0.583	arteri
artery	0.396	0.580	0.537	pembuluh darah
artful	0.771	0.608	0.778	licik
arthritis	0.110	0.518	0.345	radang sendi
arthropod	0.344	0.464	0.434	artropoda
artichoke	0.583	0.218	0.287	artichoke
article	0.594	0.280	0.481	artikel
articles	0.552	0.324	0.565	artikel
articulate	0.677	0.462	0.618	pandai berbicara
articulation	0.479	0.480	0.591	artikulasi
artifact	0.510	0.500	0.566	artefak
artifice	0.316	0.696	0.482	kecerdasan
artificial	0.306	0.385	0.351	palsu
artillery	0.350	0.912	0.794	artileri
artisan	0.781	0.330	0.411	tukang
artist	0.802	0.442	0.732	artis
artiste	0.844	0.512	0.565	artis
artistic	0.802	0.646	0.632	artistik
artistry	0.823	0.346	0.769	seni
artists	0.796	0.667	0.741	artis
artwork	0.896	0.368	0.679	karya seni
arty	0.490	0.422	0.388	artistik
asap	0.571	0.500	0.552	secepat mungkin
asbestos	0.357	0.481	0.464	asbes
ascend	0.830	0.620	0.812	naik
ascendancy	0.724	0.625	0.700	kekuasaan
ascendant	0.656	0.673	0.821	kekuasaan
ascending	0.826	0.644	0.777	naik
ascension	0.765	0.720	0.714	kenaikan
ascent	0.755	0.627	0.833	pendakian
ascertain	0.560	0.530	0.625	memastikan
ascertained	0.531	0.529	0.616	dipastikan
ascetic	0.438	0.375	0.472	pertapa
ash	0.260	0.210	0.207	Abu
ashamed	0.156	0.588	0.228	malu
ashes	0.327	0.279	0.142	abu
ashtray	0.406	0.382	0.265	asbak
asinine	0.429	0.472	0.433	bodoh
ask	0.531	0.440	0.459	bertanya
asleeep	0.490	0.210	0.322	tertidur
asleep	0.604	0.100	0.270	tertidur
asp	0.438	0.489	0.375	asp
asparagus	0.469	0.317	0.264	asparagus
aspartame	0.469	0.480	0.322	aspartam
aspect	0.479	0.469	0.588	aspek
aspects	0.439	0.480	0.565	aspek
aspen	0.479	0.280	0.395	aspen
asphalt	0.479	0.264	0.439	aspal
asphyxia	0.198	0.704	0.311	sesak napas
asphyxiation	0.059	0.745	0.412	sesak napas
aspiration	0.704	0.724	0.675	aspirasi
aspire	0.812	0.469	0.722	bercita-cita
aspirin	0.479	0.271	0.422	aspirin
aspiring	0.844	0.582	0.604	bercita-cita
ass	0.323	0.750	0.345	pantat
assail	0.378	0.510	0.500	menyerang
assailant	0.184	0.868	0.602	penyerang
assassin	0.073	0.933	0.632	pembunuh
assassinate	0.051	0.969	0.722	membunuh
assassination	0.083	0.941	0.525	pembunuhan
assault	0.167	0.848	0.550	serangan
assay	0.633	0.559	0.594	pengujian kadar logam
assemblage	0.429	0.452	0.600	himpunan
assemble	0.542	0.570	0.750	berkumpul
assembled	0.663	0.450	0.644	berkumpul
assembly	0.698	0.500	0.640	perakitan
assemblyman	0.430	0.538	0.760	anggota dewan
assent	0.615	0.515	0.719	persetujuan
assert	0.750	0.619	0.809	menegaskan
asserting	0.694	0.531	0.736	menegaskan
assertion	0.740	0.442	0.750	tuntutan
assertive	0.719	0.412	0.770	asertif
assess	0.698	0.500	0.623	menilai
assessment	0.750	0.623	0.658	penilaian
assessor	0.551	0.538	0.764	penilai
asset	0.797	0.765	0.788	aset
assets	0.667	0.613	0.765	aktiva
asshole	0.133	0.582	0.263	bajingan
assign	0.622	0.417	0.709	menetapkan
assignee	0.510	0.462	0.510	penerima tugas
assignment	0.483	0.398	0.745	penugasan
assimilate	0.559	0.391	0.683	mengasimilasi
assimilation	0.429	0.378	0.463	asimilasi
assist	0.833	0.435	0.629	membantu
assistance	0.656	0.519	0.633	pendampingan
assistant	0.625	0.390	0.536	asisten
associate	0.812	0.409	0.625	rekan
association	0.745	0.500	0.817	asosiasi
assorted	0.602	0.460	0.472	berbagai macam
assortment	0.694	0.360	0.526	bermacam-macam
assuage	0.745	0.255	0.500	meredakan
assume	0.698	0.401	0.464	menganggap
assumed	0.612	0.247	0.454	diasumsikan
assuming	0.740	0.390	0.526	asumsi
assumption	0.479	0.431	0.417	anggapan
assurance	0.675	0.442	0.704	jaminan
assure	0.910	0.460	0.839	memastikan
assured	0.878	0.327	0.754	terjamin
assuredly	0.786	0.396	0.833	pasti
asterisk	0.541	0.288	0.273	asterisk
asteroid	0.430	0.721	0.623	asteroid
asteroids	0.361	0.694	0.712	asteroid
asthma	0.198	0.549	0.227	asma
asthmatic	0.229	0.706	0.294	penderita asma
astigmatism	0.214	0.490	0.429	astigmatisme
astonish	0.786	0.845	0.658	mencengangkan
astonished	0.510	0.775	0.574	heran
astonishing	0.844	0.802	0.821	mengherankan
astonishingly	0.827	0.898	0.773	secara mengejutkan
astonishment	0.680	0.718	0.519	heran
astound	0.729	0.675	0.474	mengherankan
astral	0.604	0.417	0.567	astral
astray	0.098	0.676	0.308	sesat
astringent	0.316	0.500	0.474	zat
astrologer	0.594	0.519	0.673	ahli nujum
astrology	0.635	0.340	0.500	perbintangan
astronaut	0.792	0.601	0.761	astronaut
astronomer	0.750	0.509	0.735	ahli astronomi
astronomical	0.600	0.632	0.726	astronomis
astronomy	0.613	0.474	0.722	astronomi
astute	0.776	0.658	0.827	cerdik
asunder	0.208	0.442	0.259	terbelah
asylum	0.407	0.330	0.445	suaka
asymmetric	0.580	0.343	0.465	asimetris
asymmetry	0.476	0.373	0.527	asimetri
asymptotic	0.479	0.451	0.472	asimtotik
atelier	0.490	0.330	0.705	studio
atheism	0.276	0.460	0.481	ateisme
atheistic	0.373	0.481	0.466	ateis
atherosclerosis	0.250	0.480	0.343	aterosklerosis
athlete	0.781	0.718	0.686	atlet
athletic	0.857	0.798	0.708	atletis
athleticism	0.750	0.863	0.778	atletis
athletics	0.831	0.691	0.740	atletik
atlas	0.531	0.306	0.554	atlas
atmosphere	0.604	0.300	0.560	suasana
atmospheric	0.531	0.420	0.594	atmosfer
atoll	0.480	0.408	0.472	atol
atom	0.510	0.500	0.433	atom
atomic	0.327	0.817	0.713	atom
atone	0.418	0.673	0.411	menebus
atonement	0.550	0.602	0.683	penebusan dosa
atpeace	0.724	0.298	0.519	dalam damai
atrium	0.469	0.365	0.473	atrium
atrocious	0.073	0.811	0.445	mengerikan
atrocity	0.115	0.844	0.593	kekejaman
atrophy	0.177	0.540	0.208	atrophia
attach	0.520	0.363	0.559	menempel
attached	0.562	0.350	0.439	terlampir
attachment	0.570	0.343	0.500	lampiran
attack	0.286	0.948	0.670	menyerang
attacker	0.185	0.962	0.629	penyerang
attacking	0.276	0.837	0.642	menyerang
attain	0.806	0.510	0.719	mencapai
attainable	0.760	0.500	0.759	dapat dicapai
attainment	0.830	0.520	0.940	pencapaian
attempt	0.625	0.491	0.431	percobaan
attempted	0.594	0.580	0.567	mencoba
attend	0.650	0.420	0.625	menghadiri
attendance	0.812	0.500	0.592	kehadiran
attendant	0.580	0.365	0.519	pembantu
attention	0.740	0.599	0.774	perhatian
attentionseeker	0.367	0.745	0.457	pencari perhatian
attentionseekers	0.531	0.673	0.500	pencari perhatian
attentive	0.812	0.520	0.724	penuh perhatian
attenuate	0.408	0.302	0.429	melemahkan
attenuated	0.449	0.280	0.298	dilemahkan
attenuation	0.458	0.363	0.464	redaman
attest	0.439	0.710	0.685	membuktikan
attestation	0.234	0.635	0.500	pengesahan
attic	0.521	0.259	0.377	loteng
attire	0.742	0.388	0.483	pakaian
attitude	0.760	0.644	0.861	sikap
attorney	0.600	0.594	0.754	pengacara
attract	0.796	0.663	0.769	menarik
attraction	0.906	0.774	0.712	daya tarik
attractive	0.906	0.630	0.769	menarik
attractiveness	0.938	0.667	0.755	daya tarik
attributable	0.704	0.430	0.527	disebabkan
attribute	0.781	0.439	0.795	atribut
attribution	0.646	0.467	0.658	atribusi
attrition	0.229	0.540	0.259	erosi
auburn	0.510	0.240	0.411	pirang
auction	0.594	0.702	0.519	lelang
auctioneer	0.542	0.732	0.716	juru lelang
audacious	0.740	0.875	0.825	berani
audacity	0.760	0.755	0.916	kenekatan
audible	0.673	0.370	0.462	terdengar
audience	0.698	0.610	0.613	hadirin
audio	0.709	0.425	0.370	audio
audit	0.375	0.562	0.735	audit
audition	0.750	0.685	0.615	audisi
auditions	0.740	0.765	0.596	audisi
auditor	0.582	0.571	0.726	auditor
auditorium	0.529	0.490	0.538	auditorium
auditory	0.531	0.481	0.570	pendengaran
aught	0.418	0.135	0.217	apa pun
augment	0.650	0.683	0.645	menambah
augmentation	0.714	0.613	0.850	augmentasi
august	0.652	0.292	0.462	Agustus
aunt	0.667	0.291	0.420	tante
auntie	0.643	0.275	0.447	bibi
aura	0.760	0.333	0.500	aura
aurora	0.817	0.306	0.537	aurora
auspices	0.542	0.500	0.634	bantuan
auspicious	0.562	0.635	0.669	menguntungkan
austere	0.500	0.390	0.422	keras
austerity	0.438	0.406	0.534	penghematan
authentic	0.885	0.510	0.782	autentik
authenticate	0.833	0.480	0.789	mengautentikasi
authentication	0.724	0.491	0.750	autentikasi
authenticity	0.670	0.548	0.845	keaslian
author	0.775	0.343	0.749	pengarang
authoritative	0.636	0.520	0.890	berwibawa
authority	0.592	0.592	0.934	otoritas
authorization	0.521	0.567	0.817	otorisasi
authorize	0.772	0.596	0.821	mengizinkan
authorized	0.760	0.458	0.815	resmi
authorship	0.667	0.635	0.773	kepengarangan
autism	0.235	0.500	0.447	autisme
autistic	0.367	0.337	0.404	autis
auto	0.571	0.569	0.500	mobil
autobiographical	0.909	0.462	0.582	otobiografi
autobiography	0.735	0.284	0.629	autobiografi
autocorrect	0.551	0.439	0.616	koreksi otomatis
autocratic	0.542	0.577	0.727	otokratis
autograph	0.735	0.565	0.473	tanda tangan
autographed	0.781	0.620	0.625	ditandatangani
automated	0.578	0.402	0.632	otomatis
automatic	0.562	0.433	0.664	otomatis
automobile	0.753	0.625	0.534	mobil
automotive	0.656	0.520	0.577	otomotif
autonomy	0.781	0.349	0.891	otonomi
autopilot	0.594	0.462	0.632	pilot otomatis
autopsy	0.252	0.650	0.538	autopsi
autumn	0.765	0.204	0.450	musim gugur
auxiliary	0.622	0.471	0.509	bantu
avail	0.800	0.430	0.603	faedah
availability	0.796	0.544	0.600	ketersediaan
available	0.844	0.356	0.623	tersedia
avalanche	0.265	0.915	0.683	salju longsor
avarice	0.198	0.726	0.352	ketamakan
avatar	0.633	0.410	0.567	avatar
avenge	0.073	0.867	0.559	membalas
avenger	0.337	0.865	0.670	pembalas
avenging	0.143	0.880	0.717	membalas dendam
avenue	0.677	0.360	0.377	jalan
aver	0.492	0.450	0.393	menegaskan
average	0.684	0.280	0.455	rata-rata
aversation	0.582	0.442	0.432	keengganan
