English Word	Valence	Arousal	Dominance	Galician Word
aneurysm	0.115	0.690	0.536	aneurisma
anew	0.771	0.358	0.385	de novo
angel	0.906	0.158	0.704	anxo
angelic	0.927	0.298	0.668	anxelical
anger	0.167	0.865	0.657	rabia
angered	0.010	0.860	0.547	enfadado
angermanagement	0.260	0.632	0.482	xestión da ira
angina	0.230	0.630	0.464	angina
angiogram	0.347	0.520	0.465	anxiograma
angiography	0.378	0.536	0.520	anxiografía
angle	0.541	0.330	0.455	ángulo
angling	0.625	0.408	0.500	pesca con caña
angora	0.529	0.425	0.405	angora
angriest	0.094	0.892	0.430	máis enfadado
angry	0.122	0.830	0.604	enfadado
angrytweet	0.265	0.644	0.471	chío con rabia
angst	0.167	0.888	0.333	angustia
anguish	0.153	0.792	0.265	angustia
anguished	0.135	0.720	0.307	angustiado
angular	0.449	0.281	0.444	angular
anhydrous	0.456	0.365	0.355	anhidro
animal	0.521	0.510	0.513	animal
animate	0.827	0.755	0.635	animar
animated	0.823	0.676	0.538	animado
animation	0.888	0.750	0.549	animación
animosity	0.510	0.724	0.545	animosidade
animus	0.698	0.676	0.466	ánimo
ankle	0.500	0.274	0.234	nocello
anklet	0.410	0.276	0.302	nocello
annals	0.427	0.610	0.424	anais
annex	0.594	0.350	0.458	anexo
annexation	0.342	0.500	0.555	anexión
annexe	0.584	0.350	0.392	anexo
annihilate	0.115	0.918	0.681	aniquilar
annihilated	0.080	0.760	0.324	aniquilado
annihilation	0.041	0.800	0.591	aniquilación
anniversary	0.880	0.770	0.723	aniversario
annotate	0.592	0.469	0.441	anotar
annotation	0.604	0.470	0.619	anotación
announce	0.694	0.618	0.611	anunciar
announcement	0.729	0.491	0.482	anuncio
announcer	0.602	0.570	0.732	locutor
annoy	0.094	0.765	0.286	molestar
annoyance	0.167	0.718	0.342	aborrecemento
annoyed	0.104	0.783	0.345	molesto
annoyin	0.260	0.573	0.352	molestar
annoying	0.082	0.853	0.348	molesto
annoys	0.146	0.778	0.435	molesta
annual	0.552	0.236	0.500	anual
annuity	0.521	0.304	0.527	anualidade
annul	0.250	0.448	0.364	anular
annular	0.310	0.385	0.412	anular
annulment	0.153	0.375	0.447	anulación
annulus	0.458	0.380	0.376	anel
anointed	0.500	0.368	0.579	unxido
anointing	0.653	0.350	0.547	unción
anomalous	0.281	0.480	0.423	anómalo
anomaly	0.188	0.538	0.404	anomalía
anon	0.479	0.354	0.298	anon
anonymity	0.469	0.255	0.430	anonimato
anonymous	0.396	0.291	0.431	anónimo
anorexic	0.160	0.618	0.245	anoréxico
answer	0.537	0.373	0.661	resposta
answerable	0.708	0.481	0.750	responsábel
answering	0.684	0.500	0.607	respondendo
ant	0.448	0.216	0.216	formiga
antagonism	0.224	0.618	0.524	antagonismo
antagonist	0.240	0.615	0.700	antagonista
antagonistic	0.296	0.604	0.565	antagónico
antagonize	0.143	0.663	0.629	antagonizar
ante	0.448	0.320	0.417	ante
antecedent	0.427	0.551	0.566	antecedente
antelope	0.542	0.510	0.500	antílope
antenna	0.521	0.327	0.358	antena
anterior	0.510	0.245	0.362	anterior
anthem	0.780	0.343	0.729	himno
anthill	0.327	0.578	0.377	formigueiro
anthology	0.338	0.406	0.537	antoloxía
anthrax	0.188	0.730	0.500	ántrax
anthropological	0.367	0.390	0.490	antropolóxico
anthropologist	0.551	0.385	0.725	antropólogo
anthropology	0.490	0.367	0.582	antropoloxía
anti	0.365	0.412	0.384	anti
antiaircraft	0.330	0.622	0.629	antiaéreo
antibiotic	0.510	0.373	0.658	antibiótico
antibiotics	0.448	0.406	0.557	antibióticos
antichrist	0.082	0.837	0.544	anticristo
anticipate	0.622	0.469	0.667	prever
anticipation	0.698	0.539	0.711	anticipación
anticipatory	0.653	0.551	0.682	anticipatorio
antics	0.448	0.740	0.236	travesuras
antidote	0.541	0.490	0.629	antídoto
antifungal	0.408	0.412	0.441	antifúngico
antigravity	0.430	0.714	0.658	antigravidade
antimony	0.378	0.398	0.490	antimonio
antipathy	0.198	0.549	0.393	antipatía
antiquarian	0.500	0.233	0.426	anticuario
antiquated	0.420	0.392	0.236	anticuado
antique	0.634	0.290	0.518	antigo
antiques	0.540	0.370	0.595	antigüidades
antiquity	0.385	0.333	0.556	antigüidade
antiseptic	0.438	0.370	0.623	antiséptico
antisocial	0.146	0.686	0.391	antisociais
antithesis	0.396	0.412	0.536	antítese
antithetical	0.271	0.509	0.358	antitético
antiviral	0.459	0.470	0.549	antiviral
antler	0.448	0.470	0.500	cornamenta
antsy	0.449	0.558	0.417	ansioso
anus	0.347	0.644	0.350	ano
anvil	0.380	0.510	0.604	yunque
anxiety	0.146	0.865	0.342	ansiedade
anxietyattack	0.150	0.925	0.446	ataque de ansiedade
anxious	0.281	0.875	0.434	ansioso
anxiousness	0.235	0.814	0.282	ansiedade
anytime	0.625	0.461	0.436	en calquera momento
aorta	0.448	0.510	0.542	aorta
aortic	0.436	0.540	0.438	aórtica
apace	0.536	0.500	0.536	a paso
apache	0.687	0.469	0.500	apache
apartment	0.719	0.393	0.580	apartamento
apartments	0.704	0.337	0.443	apartamentos
apathetic	0.188	0.292	0.333	apático
apathy	0.184	0.212	0.204	apatía
ape	0.548	0.389	0.336	mono
aperture	0.612	0.450	0.667	apertura
apex	0.570	0.433	0.418	ápice
aphid	0.388	0.473	0.407	pulgón
aphrodisiac	0.750	0.846	0.667	afrodisíaco
apiece	0.439	0.259	0.383	un anaco
aplomb	0.500	0.509	0.582	aplomo
apocalypse	0.050	0.867	0.736	apocalipse
apocalyptic	0.173	0.880	0.750	apocalíptico
apologetic	0.479	0.461	0.571	apoloxía
apologist	0.406	0.429	0.526	apologeta
apologize	0.551	0.378	0.389	pedir desculpas
apology	0.571	0.346	0.402	desculpas
apostasy	0.388	0.520	0.517	apostasía
apostate	0.342	0.500	0.528	apóstata
apostle	0.646	0.347	0.732	apóstolo
apostolic	0.592	0.300	0.717	apostólica
apostrophe	0.469	0.368	0.537	apóstrofo
apothecary	0.561	0.328	0.529	boticario
appalled	0.194	0.792	0.562	horrorizado
appalling	0.160	0.827	0.415	espantoso
apparatus	0.375	0.353	0.377	aparello
apparel	0.698	0.435	0.453	vestiario
apparent	0.473	0.383	0.398	aparente
apparently	0.531	0.410	0.426	ao parecer
apparition	0.406	0.573	0.636	aparición
appeal	0.663	0.598	0.558	recurso
appear	0.735	0.506	0.567	aparecer
appearance	0.669	0.490	0.534	aparencia
appease	0.633	0.278	0.434	aplacar
appellant	0.327	0.588	0.568	recorrente
append	0.573	0.464	0.453	anexar
appendage	0.229	0.382	0.438	apéndice
appendectomy	0.177	0.670	0.554	apendicectomía
appendicitis	0.031	0.640	0.347	apendicite
appendix	0.365	0.387	0.425	apéndice
appetite	0.704	0.637	0.581	apetito
appetizer	0.755	0.560	0.406	aperitivo
appetizing	0.806	0.657	0.688	apetitoso
applaud	0.865	0.824	0.464	aplaudir
applause	0.953	0.857	0.621	aplausos
apple	0.811	0.300	0.264	mazá
apple juice	0.765	0.204	0.294	zumo de mazá
applejack	0.604	0.431	0.473	mazá
applesauce	0.750	0.167	0.291	puré de mazá
appliance	0.582	0.453	0.538	aparello
appliances	0.594	0.394	0.567	electrodomésticos
applicability	0.677	0.490	0.741	aplicabilidade
applicable	0.469	0.430	0.667	aplicable
applicant	0.612	0.558	0.688	solicitante
application	0.646	0.445	0.726	aplicación
apply	0.612	0.321	0.667	aplicar
appoint	0.565	0.330	0.509	nomear
appointment	0.688	0.594	0.547	cita
appointments	0.745	0.677	0.625	citas
apportion	0.677	0.490	0.638	repartición
apportionment	0.552	0.481	0.453	repartición
appraisal	0.417	0.667	0.682	valoración
appraise	0.677	0.490	0.696	valorar
appreciable	0.873	0.491	0.778	apreciable
appreciate	0.885	0.422	0.741	apreciar
appreciated	0.910	0.434	0.779	apreciado
appreciates	0.765	0.500	0.656	agradece
appreciation	0.917	0.529	0.588	aprecio
appreciative	0.857	0.380	0.654	agradecido
apprehend	0.521	0.624	0.696	aprehender
apprehension	0.385	0.720	0.454	aprehensión
apprehensive	0.406	0.592	0.431	aprensivo
apprentice	0.615	0.413	0.452	aprendiz
apprenticeship	0.812	0.482	0.643	aprendizaxe
approach	0.612	0.392	0.610	achegamento
approaching	0.740	0.557	0.491	inminente
approbate	0.646	0.590	0.860	aprobar
approbation	0.792	0.529	0.774	aprobación
appropriate	0.833	0.368	0.759	apropiado
appropriation	0.510	0.632	0.717	apropiación
approval	0.854	0.460	0.889	aprobación
approve	0.875	0.548	0.741	aprobar
approved	0.833	0.349	0.698	aprobado
approvement	0.880	0.625	0.780	aprobación
approving	0.917	0.583	0.773	aprobando
approximate	0.551	0.560	0.520	aproximado
approximately	0.622	0.396	0.538	aproximadamente
approximating	0.583	0.615	0.471	aproximando
approximation	0.582	0.402	0.593	aproximación
appurtenances	0.573	0.412	0.547	anexos
apricot	0.708	0.320	0.278	albaricoque
apron	0.582	0.208	0.245	mandil
apt	0.582	0.418	0.382	apto
aptitude	0.750	0.471	0.746	aptitude
aqua	0.656	0.292	0.359	auga
aquamarine	0.729	0.306	0.413	augamarina
aquarium	0.663	0.327	0.393	acuario
aquatic	0.677	0.510	0.463	acuático
aqueduct	0.551	0.411	0.534	acueduto
aqueous	0.429	0.270	0.310	acuosa
arable	0.510	0.350	0.465	cultivable
arbiter	0.561	0.537	0.814	árbitro
arbitrary	0.281	0.702	0.686	arbitrario
arbitrate	0.470	0.620	0.682	arbitrar
arbitration	0.587	0.602	0.670	arbitraxe
arbitrator	0.385	0.448	0.795	árbitro
arbor	0.583	0.490	0.591	cenador
arc	0.552	0.388	0.396	arco
arcade	0.676	0.521	0.502	arcade
arcane	0.500	0.490	0.637	arcano
arch	0.500	0.354	0.468	arco
archaeological	0.740	0.441	0.660	arqueolóxico
archaeologist	0.552	0.451	0.706	arqueólogo
archaeology	0.596	0.358	0.691	arqueoloxía
archaic	0.271	0.327	0.332	arcaico
archangel	0.837	0.500	0.708	arcanxo
archbishop	0.622	0.280	0.776	arcebispo
archdiocese	0.400	0.321	0.704	arquidiocese
archduke	0.458	0.413	0.634	arquiduque
arched	0.582	0.403	0.398	arqueada
archer	0.573	0.622	0.661	arqueiro
archery	0.594	0.604	0.589	tiro con arco
archetype	0.448	0.520	0.569	arquetipo
archipelago	0.745	0.370	0.592	arquipélago
architect	0.776	0.442	0.836	arquitecto
architectural	0.729	0.390	0.670	arquitectónico
architecture	0.820	0.390	0.694	arquitectura
archive	0.438	0.294	0.527	Arquivo
arctic	0.615	0.352	0.546	ártico
ardent	0.694	0.873	0.722	ardente
ardor	0.500	0.780	0.538	ardor
arduous	0.344	0.783	0.605	arduo
area	0.490	0.306	0.464	área
arena	0.510	0.235	0.404	area
areola	0.417	0.396	0.381	areola
areyoukidding	0.429	0.633	0.400	estás de coña
areyoukiddingme	0.365	0.635	0.375	estás a min
argent	0.594	0.418	0.472	arxentina
argh	0.260	0.538	0.328	argh
arghh	0.292	0.536	0.397	arghh
arghhhh	0.250	0.618	0.324	arghhhh
argue	0.093	0.798	0.525	argumentar
argument	0.510	0.464	0.698	argumento
argumentation	0.479	0.549	0.760	argumentación
argumentative	0.450	0.531	0.679	argumentativo
arguments	0.541	0.602	0.657	argumentos
arid	0.323	0.333	0.379	árido
arise	0.750	0.582	0.725	xurdir
aristocracy	0.688	0.549	0.842	aristocracia
aristocrat	0.583	0.413	0.811	aristócrata
aristocratic	0.449	0.519	0.676	aristocrático
arithmetic	0.453	0.460	0.634	aritmética
ark	0.396	0.427	0.543	arca
arm	0.552	0.285	0.469	brazo
armada	0.408	0.740	0.868	armada
armament	0.198	0.764	0.810	armamento
armaments	0.192	0.839	0.830	armamentos
armature	0.510	0.558	0.755	armadura
armchair	0.646	0.164	0.339	cadeira de brazos
armed	0.188	0.750	0.808	armado
armor	0.469	0.625	0.784	armadura
armored	0.469	0.509	0.861	blindado
armory	0.448	0.663	0.800	armería
armpit	0.283	0.439	0.250	axila
arms	0.464	0.395	0.483	brazos
army	0.417	0.759	0.902	exército
aroma	0.823	0.235	0.442	aroma
aromatherapy	0.847	0.220	0.473	aromaterapia
arousal	0.791	0.943	0.731	excitación
arouse	0.740	0.491	0.580	espertar
aroused	0.708	0.952	0.667	espertou
arraignment	0.406	0.837	0.534	imputación
arrange	0.740	0.490	0.571	organizar
arranged	0.698	0.531	0.728	dispostos
arrangement	0.625	0.382	0.683	arranxo
array	0.521	0.396	0.568	matriz
arrears	0.286	0.485	0.302	atrasos
arrest	0.146	0.951	0.500	arresto
arrhythmia	0.265	0.706	0.356	arritmia
arrival	0.678	0.510	0.474	chegada
arrive	0.837	0.406	0.585	chegar
arrogance	0.143	0.750	0.620	arrogancia
arrogant	0.115	0.755	0.580	arrogante
arrow	0.439	0.390	0.454	frecha
arsehole	0.276	0.598	0.433	culo
arseholes	0.188	0.545	0.351	culos
arsenal	0.365	0.741	0.752	arsenal
arsenic	0.281	0.472	0.447	arsénico
arson	0.133	0.904	0.567	incendio premeditado
arsonist	0.348	0.840	0.500	incendiario
art	0.812	0.360	0.603	art
arterial	0.396	0.510	0.583	arterial
artery	0.396	0.580	0.537	arteria
artful	0.771	0.608	0.778	artístico
arthritis	0.110	0.518	0.345	artrite
arthropod	0.344	0.464	0.434	artrópodo
artichoke	0.583	0.218	0.287	alcachofa
article	0.594	0.280	0.481	artigo
articles	0.552	0.324	0.565	artigos
articulate	0.677	0.462	0.618	articular
articulation	0.479	0.480	0.591	articulación
artifact	0.510	0.500	0.566	artefacto
artifice	0.316	0.696	0.482	artificio
artificial	0.306	0.385	0.351	artificiais
artillery	0.350	0.912	0.794	artillería
artisan	0.781	0.330	0.411	artesán
artist	0.802	0.442	0.732	artista
artiste	0.844	0.512	0.565	artista
artistic	0.802	0.646	0.632	artística
artistry	0.823	0.346	0.769	arte
artists	0.796	0.667	0.741	artistas
artwork	0.896	0.368	0.679	obra de arte
arty	0.490	0.422	0.388	artístico
asap	0.571	0.500	0.552	canto antes
asbestos	0.357	0.481	0.464	amianto
ascend	0.830	0.620	0.812	ascender
ascendancy	0.724	0.625	0.700	ascendencia
ascendant	0.656	0.673	0.821	ascendente
ascending	0.826	0.644	0.777	ascendente
ascension	0.765	0.720	0.714	ascensión
ascent	0.755	0.627	0.833	ascenso
ascertain	0.560	0.530	0.625	constatar
ascertained	0.531	0.529	0.616	constatado
ascetic	0.438	0.375	0.472	asceta
ash	0.260	0.210	0.207	cinza
ashamed	0.156	0.588	0.228	avergoñado
ashes	0.327	0.279	0.142	cinzas
ashtray	0.406	0.382	0.265	cinceiro
asinine	0.429	0.472	0.433	asiniña
ask	0.531	0.440	0.459	preguntar
asleeep	0.490	0.210	0.322	durmido
asleep	0.604	0.100	0.270	durmido
asp	0.438	0.489	0.375	asp
asparagus	0.469	0.317	0.264	espárragos
aspartame	0.469	0.480	0.322	aspartamo
aspect	0.479	0.469	0.588	aspecto
aspects	0.439	0.480	0.565	aspectos
aspen	0.479	0.280	0.395	aspen
asphalt	0.479	0.264	0.439	asfalto
asphyxia	0.198	0.704	0.311	asfixia
asphyxiation	0.059	0.745	0.412	asfixia
aspiration	0.704	0.724	0.675	aspiración
aspire	0.812	0.469	0.722	aspirar
aspirin	0.479	0.271	0.422	aspirina
aspiring	0.844	0.582	0.604	aspirante
ass	0.323	0.750	0.345	cu
assail	0.378	0.510	0.500	asaltar
assailant	0.184	0.868	0.602	agresor
assassin	0.073	0.933	0.632	asasino
assassinate	0.051	0.969	0.722	asasinar
assassination	0.083	0.941	0.525	asasinato
assault	0.167	0.848	0.550	asalto
assay	0.633	0.559	0.594	ensaio
assemblage	0.429	0.452	0.600	montaxe
assemble	0.542	0.570	0.750	montar
assembled	0.663	0.450	0.644	montado
assembly	0.698	0.500	0.640	montaxe
assemblyman	0.430	0.538	0.760	asembleario
assent	0.615	0.515	0.719	asentimento
assert	0.750	0.619	0.809	afirmar
asserting	0.694	0.531	0.736	afirmando
assertion	0.740	0.442	0.750	afirmación
assertive	0.719	0.412	0.770	asertivo
assess	0.698	0.500	0.623	avaliar
assessment	0.750	0.623	0.658	avaliación
assessor	0.551	0.538	0.764	avaliador
asset	0.797	0.765	0.788	activo
assets	0.667	0.613	0.765	activos
asshole	0.133	0.582	0.263	gilipollas
assign	0.622	0.417	0.709	asignar
assignee	0.510	0.462	0.510	cesionario
assignment	0.483	0.398	0.745	asignación
assimilate	0.559	0.391	0.683	asimilar
assimilation	0.429	0.378	0.463	asimilación
assist	0.833	0.435	0.629	axudar
assistance	0.656	0.519	0.633	asistencia
assistant	0.625	0.390	0.536	asistente
associate	0.812	0.409	0.625	asociado
association	0.745	0.500	0.817	asociación
assorted	0.602	0.460	0.472	variado
assortment	0.694	0.360	0.526	surtido
assuage	0.745	0.255	0.500	calmar
assume	0.698	0.401	0.464	asumir
assumed	0.612	0.247	0.454	asumido
assuming	0.740	0.390	0.526	asumindo
assumption	0.479	0.431	0.417	suposición
assurance	0.675	0.442	0.704	garantía
assure	0.910	0.460	0.839	asegurar
assured	0.878	0.327	0.754	asegurado
assuredly	0.786	0.396	0.833	seguramente
asterisk	0.541	0.288	0.273	asterisco
asteroid	0.430	0.721	0.623	asteroide
asteroids	0.361	0.694	0.712	asteroides
asthma	0.198	0.549	0.227	asma
asthmatic	0.229	0.706	0.294	asmáticos
astigmatism	0.214	0.490	0.429	astigmatismo
astonish	0.786	0.845	0.658	asombrar
astonished	0.510	0.775	0.574	abraiado
astonishing	0.844	0.802	0.821	asombroso
astonishingly	0.827	0.898	0.773	sorprendentemente
astonishment	0.680	0.718	0.519	asombro
astound	0.729	0.675	0.474	asombrar
astral	0.604	0.417	0.567	astral
astray	0.098	0.676	0.308	extraviado
astringent	0.316	0.500	0.474	astrinxente
astrologer	0.594	0.519	0.673	astrólogo
astrology	0.635	0.340	0.500	astroloxía
astronaut	0.792	0.601	0.761	astronauta
astronomer	0.750	0.509	0.735	astrónomo
astronomical	0.600	0.632	0.726	astronómicos
astronomy	0.613	0.474	0.722	astronomía
astute	0.776	0.658	0.827	astuto
asunder	0.208	0.442	0.259	en pedazos
asylum	0.407	0.330	0.445	asilo
asymmetric	0.580	0.343	0.465	asimétrica
asymmetry	0.476	0.373	0.527	asimetría
asymptotic	0.479	0.451	0.472	asintótica
atelier	0.490	0.330	0.705	taller
atheism	0.276	0.460	0.481	ateísmo
atheistic	0.373	0.481	0.466	ateo
atherosclerosis	0.250	0.480	0.343	aterosclerose
athlete	0.781	0.718	0.686	atleta
athletic	0.857	0.798	0.708	atlético
athleticism	0.750	0.863	0.778	atletismo
athletics	0.831	0.691	0.740	atletismo
atlas	0.531	0.306	0.554	atlas
atmosphere	0.604	0.300	0.560	atmosfera
atmospheric	0.531	0.420	0.594	atmosférica
atoll	0.480	0.408	0.472	atol
atom	0.510	0.500	0.433	átomo
atomic	0.327	0.817	0.713	atómico
atone	0.418	0.673	0.411	expiar
atonement	0.550	0.602	0.683	expiación
atpeace	0.724	0.298	0.519	en paz
atrium	0.469	0.365	0.473	adro
atrocious	0.073	0.811	0.445	atroz
atrocity	0.115	0.844	0.593	atrocidade
atrophy	0.177	0.540	0.208	atrofia
attach	0.520	0.363	0.559	achegar
attached	0.562	0.350	0.439	conectado
attachment	0.570	0.343	0.500	anexo
attack	0.286	0.948	0.670	ataque
attacker	0.185	0.962	0.629	atacante
attacking	0.276	0.837	0.642	atacando
attain	0.806	0.510	0.719	acadar
attainable	0.760	0.500	0.759	alcanzable
attainment	0.830	0.520	0.940	logro
attempt	0.625	0.491	0.431	intento
attempted	0.594	0.580	0.567	intentou
attend	0.650	0.420	0.625	asistir
attendance	0.812	0.500	0.592	asistencia
attendant	0.580	0.365	0.519	encargado
attention	0.740	0.599	0.774	atención
attentionseeker	0.367	0.745	0.457	buscador de atención
attentionseekers	0.531	0.673	0.500	buscadores de atención
attentive	0.812	0.520	0.724	atentos
attenuate	0.408	0.302	0.429	atenuar
attenuated	0.449	0.280	0.298	atenuada
attenuation	0.458	0.363	0.464	atenuación
attest	0.439	0.710	0.685	certificar
attestation	0.234	0.635	0.500	certificación
attic	0.521	0.259	0.377	faiado
attire	0.742	0.388	0.483	vestimenta
attitude	0.760	0.644	0.861	actitude
attorney	0.600	0.594	0.754	avogado
attract	0.796	0.663	0.769	atraer
attraction	0.906	0.774	0.712	atracción
attractive	0.906	0.630	0.769	atractivo
attractiveness	0.938	0.667	0.755	atractivo
attributable	0.704	0.430	0.527	imputable
attribute	0.781	0.439	0.795	atributo
attribution	0.646	0.467	0.658	atribución
attrition	0.229	0.540	0.259	desgaste
auburn	0.510	0.240	0.411	castaña
auction	0.594	0.702	0.519	poxa
auctioneer	0.542	0.732	0.716	poxador
audacious	0.740	0.875	0.825	audaz
audacity	0.760	0.755	0.916	audacia
audible	0.673	0.370	0.462	audible
audience	0.698	0.610	0.613	público
audio	0.709	0.425	0.370	audio
audit	0.375	0.562	0.735	auditoría
audition	0.750	0.685	0.615	audición
auditions	0.740	0.765	0.596	audicións
auditor	0.582	0.571	0.726	auditor
auditorium	0.529	0.490	0.538	auditorio
auditory	0.531	0.481	0.570	auditivo
aught	0.418	0.135	0.217	nada
augment	0.650	0.683	0.645	aumentar
augmentation	0.714	0.613	0.850	aumento
august	0.652	0.292	0.462	agosto
aunt	0.667	0.291	0.420	tía
auntie	0.643	0.275	0.447	tía
aura	0.760	0.333	0.500	aura
aurora	0.817	0.306	0.537	aurora
auspices	0.542	0.500	0.634	auspicios
auspicious	0.562	0.635	0.669	auspicioso
austere	0.500	0.390	0.422	austero
austerity	0.438	0.406	0.534	austeridade
authentic	0.885	0.510	0.782	auténtico
authenticate	0.833	0.480	0.789	autenticar
authentication	0.724	0.491	0.750	autenticación
authenticity	0.670	0.548	0.845	autenticidade
author	0.775	0.343	0.749	autor
authoritative	0.636	0.520	0.890	autoridade
authority	0.592	0.592	0.934	autoridade
authorization	0.521	0.567	0.817	autorización
authorize	0.772	0.596	0.821	autorizar
authorized	0.760	0.458	0.815	autorizado
authorship	0.667	0.635	0.773	autoría
autism	0.235	0.500	0.447	autismo
autistic	0.367	0.337	0.404	autista
auto	0.571	0.569	0.500	auto
autobiographical	0.909	0.462	0.582	autobiográfico
autobiography	0.735	0.284	0.629	autobiografía
autocorrect	0.551	0.439	0.616	autocorrección
autocratic	0.542	0.577	0.727	autocrático
autograph	0.735	0.565	0.473	autógrafo
autographed	0.781	0.620	0.625	autografiado
automated	0.578	0.402	0.632	automatizado
automatic	0.562	0.433	0.664	automático
automobile	0.753	0.625	0.534	automóbil
automotive	0.656	0.520	0.577	automoción
autonomy	0.781	0.349	0.891	autonomía
autopilot	0.594	0.462	0.632	piloto automático
autopsy	0.252	0.650	0.538	autopsia
autumn	0.765	0.204	0.450	outono
auxiliary	0.622	0.471	0.509	auxiliar
avail	0.800	0.430	0.603	dispor
availability	0.796	0.544	0.600	dispoñibilidade
available	0.844	0.356	0.623	dispoñible
avalanche	0.265	0.915	0.683	avalancha
avarice	0.198	0.726	0.352	avaricia
avatar	0.633	0.410	0.567	avatar
avenge	0.073	0.867	0.559	vingarse
avenger	0.337	0.865	0.670	vingador
avenging	0.143	0.880	0.717	vingando
avenue	0.677	0.360	0.377	avenida
aver	0.492	0.450	0.393	aver
