English Word	Valence	Arousal	Dominance	Norwegian Word
ancient	0.420	0.217	0.439	eldgammel
ancillary	0.449	0.442	0.278	hjelpemiddel
androgen	0.255	0.523	0.527	androgen
android	0.663	0.436	0.500	android
anecdote	0.583	0.529	0.500	anekdote
anemia	0.188	0.327	0.310	anemi
anemic	0.167	0.279	0.155	anemisk
anemone	0.552	0.538	0.327	anemone
anesthesia	0.365	0.216	0.394	anestesi
anesthesiologist	0.419	0.224	0.526	anestesilege
anesthetic	0.350	0.264	0.482	anestetisk
aneurysm	0.115	0.690	0.536	aneurisme
anew	0.771	0.358	0.385	på nytt
angel	0.906	0.158	0.704	engel
angelic	0.927	0.298	0.668	engleaktig
anger	0.167	0.865	0.657	sinne
angered	0.010	0.860	0.547	sint
angermanagement	0.260	0.632	0.482	Sinne kontroll
angina	0.230	0.630	0.464	angina
angiogram	0.347	0.520	0.465	angiogram
angiography	0.378	0.536	0.520	angiografi
angle	0.541	0.330	0.455	vinkel
angling	0.625	0.408	0.500	fiske
angora	0.529	0.425	0.405	angora
angriest	0.094	0.892	0.430	sinteste
angry	0.122	0.830	0.604	sint
angrytweet	0.265	0.644	0.471	angrytweet
angst	0.167	0.888	0.333	angst
anguish	0.153	0.792	0.265	kvaler
anguished	0.135	0.720	0.307	fortvilet
angular	0.449	0.281	0.444	kantete
anhydrous	0.456	0.365	0.355	vannfri
animal	0.521	0.510	0.513	dyr
animate	0.827	0.755	0.635	animere
animated	0.823	0.676	0.538	animert
animation	0.888	0.750	0.549	animasjon
animosity	0.510	0.724	0.545	fiendtlighet
animus	0.698	0.676	0.466	animus
ankle	0.500	0.274	0.234	ankel
anklet	0.410	0.276	0.302	fotlenke
annals	0.427	0.610	0.424	annaler
annex	0.594	0.350	0.458	tilbygg
annexation	0.342	0.500	0.555	annektering
annexe	0.584	0.350	0.392	anneks
annihilate	0.115	0.918	0.681	utslette
annihilated	0.080	0.760	0.324	utslettet
annihilation	0.041	0.800	0.591	utslettelse
anniversary	0.880	0.770	0.723	jubileum
annotate	0.592	0.469	0.441	kommentere
annotation	0.604	0.470	0.619	merknad
announce	0.694	0.618	0.611	kunngjøre
announcement	0.729	0.491	0.482	kunngjøring
announcer	0.602	0.570	0.732	kunngjører
annoy	0.094	0.765	0.286	irritere
annoyance	0.167	0.718	0.342	irritasjon
annoyed	0.104	0.783	0.345	irritert
annoyin	0.260	0.573	0.352	irriterende
annoying	0.082	0.853	0.348	irriterende
annoys	0.146	0.778	0.435	irriterer
annual	0.552	0.236	0.500	årlig
annuity	0.521	0.304	0.527	livrente
annul	0.250	0.448	0.364	annullere
annular	0.310	0.385	0.412	ringformet
annulment	0.153	0.375	0.447	annulering
annulus	0.458	0.380	0.376	annulus
anointed	0.500	0.368	0.579	salvet
anointing	0.653	0.350	0.547	salving
anomalous	0.281	0.480	0.423	unormalt
anomaly	0.188	0.538	0.404	anomali
anon	0.479	0.354	0.298	anon
anonymity	0.469	0.255	0.430	anonymitet
anonymous	0.396	0.291	0.431	anonym
anorexic	0.160	0.618	0.245	anorektisk
answer	0.537	0.373	0.661	svar
answerable	0.708	0.481	0.750	ansvarlig
answering	0.684	0.500	0.607	svarer
ant	0.448	0.216	0.216	maur
antagonism	0.224	0.618	0.524	antagonisme
antagonist	0.240	0.615	0.700	motstander
antagonistic	0.296	0.604	0.565	antagonistisk
antagonize	0.143	0.663	0.629	antagonisere
ante	0.448	0.320	0.417	ante
antecedent	0.427	0.551	0.566	forutgående
antelope	0.542	0.510	0.500	antilope
antenna	0.521	0.327	0.358	antenne
anterior	0.510	0.245	0.362	fremre
anthem	0.780	0.343	0.729	hymne
anthill	0.327	0.578	0.377	maurtue
anthology	0.338	0.406	0.537	antologi
anthrax	0.188	0.730	0.500	miltbrann
anthropological	0.367	0.390	0.490	antropologisk
anthropologist	0.551	0.385	0.725	antropolog
anthropology	0.490	0.367	0.582	antropologi
anti	0.365	0.412	0.384	anti
antiaircraft	0.330	0.622	0.629	luftvern
antibiotic	0.510	0.373	0.658	antibiotika
antibiotics	0.448	0.406	0.557	antibiotika
antichrist	0.082	0.837	0.544	antikrist
anticipate	0.622	0.469	0.667	forutse
anticipation	0.698	0.539	0.711	forventning
anticipatory	0.653	0.551	0.682	forventningsfull
antics	0.448	0.740	0.236	krumspring
antidote	0.541	0.490	0.629	motgift
antifungal	0.408	0.412	0.441	soppdrepende
antigravity	0.430	0.714	0.658	antigravitasjon
antimony	0.378	0.398	0.490	antimon
antipathy	0.198	0.549	0.393	antipati
antiquarian	0.500	0.233	0.426	antikvarisk
antiquated	0.420	0.392	0.236	foreldet
antique	0.634	0.290	0.518	antikk
antiques	0.540	0.370	0.595	antikviteter
antiquity	0.385	0.333	0.556	antikken
antiseptic	0.438	0.370	0.623	antiseptisk middel
antisocial	0.146	0.686	0.391	asosial
antithesis	0.396	0.412	0.536	antitese
antithetical	0.271	0.509	0.358	antitetisk
antiviral	0.459	0.470	0.549	antiviralt
antler	0.448	0.470	0.500	gevir
antsy	0.449	0.558	0.417	sur
anus	0.347	0.644	0.350	anus
anvil	0.380	0.510	0.604	ambolt
anxiety	0.146	0.865	0.342	angst
anxietyattack	0.150	0.925	0.446	angstanfall
anxious	0.281	0.875	0.434	engstelig
anxiousness	0.235	0.814	0.282	angst
anytime	0.625	0.461	0.436	når som helst
aorta	0.448	0.510	0.542	aorta
aortic	0.436	0.540	0.438	aorta
apace	0.536	0.500	0.536	raskt
apache	0.687	0.469	0.500	apache
apartment	0.719	0.393	0.580	leilighet
apartments	0.704	0.337	0.443	leiligheter
apathetic	0.188	0.292	0.333	apatisk
apathy	0.184	0.212	0.204	apati
ape	0.548	0.389	0.336	ape
aperture	0.612	0.450	0.667	blenderåpning
apex	0.570	0.433	0.418	toppunkt
aphid	0.388	0.473	0.407	bladlus
aphrodisiac	0.750	0.846	0.667	afrodisiakum
apiece	0.439	0.259	0.383	et stykke
aplomb	0.500	0.509	0.582	aplomb
apocalypse	0.050	0.867	0.736	verdens undergang
apocalyptic	0.173	0.880	0.750	apokalyptisk
apologetic	0.479	0.461	0.571	unnskyldende
apologist	0.406	0.429	0.526	unnskyldning
apologize	0.551	0.378	0.389	be om unnskyldning
apology	0.571	0.346	0.402	unnskyldning
apostasy	0.388	0.520	0.517	frafall
apostate	0.342	0.500	0.528	frafalne
apostle	0.646	0.347	0.732	apostel
apostolic	0.592	0.300	0.717	apostolisk
apostrophe	0.469	0.368	0.537	apostrof
apothecary	0.561	0.328	0.529	apotek
appalled	0.194	0.792	0.562	forskrekket
appalling	0.160	0.827	0.415	forferdelig
apparatus	0.375	0.353	0.377	apparater
apparel	0.698	0.435	0.453	klær
apparent	0.473	0.383	0.398	tilsynelatende
apparently	0.531	0.410	0.426	tilsynelatende
apparition	0.406	0.573	0.636	tilsynekomst
appeal	0.663	0.598	0.558	anke
appear	0.735	0.506	0.567	vises
appearance	0.669	0.490	0.534	utseende
appease	0.633	0.278	0.434	blidgjøre
appellant	0.327	0.588	0.568	ankende part
append	0.573	0.464	0.453	legge til
appendage	0.229	0.382	0.438	vedheng
appendectomy	0.177	0.670	0.554	blindtarmsoperasjon
appendicitis	0.031	0.640	0.347	blindtarmbetennelse
appendix	0.365	0.387	0.425	blindtarm
appetite	0.704	0.637	0.581	appetitt
appetizer	0.755	0.560	0.406	forrett
appetizing	0.806	0.657	0.688	appetittvekkende
applaud	0.865	0.824	0.464	klappe
applause	0.953	0.857	0.621	bifall
apple	0.811	0.300	0.264	eple
apple juice	0.765	0.204	0.294	eplejuice
applejack	0.604	0.431	0.473	applejack
applesauce	0.750	0.167	0.291	eplemos
appliance	0.582	0.453	0.538	apparatet
appliances	0.594	0.394	0.567	hvitevarer
applicability	0.677	0.490	0.741	anvendelighet
applicable	0.469	0.430	0.667	aktuelt
applicant	0.612	0.558	0.688	søker
application	0.646	0.445	0.726	applikasjon
apply	0.612	0.321	0.667	søke om
appoint	0.565	0.330	0.509	ansette
appointment	0.688	0.594	0.547	avtale
appointments	0.745	0.677	0.625	avtaler
apportion	0.677	0.490	0.638	fordeling
apportionment	0.552	0.481	0.453	fordeling
appraisal	0.417	0.667	0.682	vurdering
appraise	0.677	0.490	0.696	vurdere
appreciable	0.873	0.491	0.778	nevneverdig
appreciate	0.885	0.422	0.741	sette pris på
appreciated	0.910	0.434	0.779	verdsatt
appreciates	0.765	0.500	0.656	setter pris på
appreciation	0.917	0.529	0.588	verdsettelse
appreciative	0.857	0.380	0.654	takknemlig
apprehend	0.521	0.624	0.696	anholde
apprehension	0.385	0.720	0.454	engstelse
apprehensive	0.406	0.592	0.431	engstelig
apprentice	0.615	0.413	0.452	lærling
apprenticeship	0.812	0.482	0.643	læretid
approach	0.612	0.392	0.610	nærme seg
approaching	0.740	0.557	0.491	nærmer seg
approbate	0.646	0.590	0.860	passende
approbation	0.792	0.529	0.774	godkjenning
appropriate	0.833	0.368	0.759	passende
appropriation	0.510	0.632	0.717	tilegnelse
approval	0.854	0.460	0.889	godkjenning
approve	0.875	0.548	0.741	vedta
approved	0.833	0.349	0.698	godkjent
approvement	0.880	0.625	0.780	godkjenning
approving	0.917	0.583	0.773	godkjenner
approximate	0.551	0.560	0.520	tilnærmet
approximately	0.622	0.396	0.538	omtrent
approximating	0.583	0.615	0.471	tilnærmet
approximation	0.582	0.402	0.593	tilnærming
appurtenances	0.573	0.412	0.547	tilbehør
apricot	0.708	0.320	0.278	aprikos
apron	0.582	0.208	0.245	forkle
apt	0.582	0.418	0.382	apt
aptitude	0.750	0.471	0.746	evne
aqua	0.656	0.292	0.359	aqua
aquamarine	0.729	0.306	0.413	akvamarin
aquarium	0.663	0.327	0.393	akvarium
aquatic	0.677	0.510	0.463	vannlevende
aqueduct	0.551	0.411	0.534	akvadukt
aqueous	0.429	0.270	0.310	vandig
arable	0.510	0.350	0.465	dyrkbar
arbiter	0.561	0.537	0.814	dommer
arbitrary	0.281	0.702	0.686	vilkårlig
arbitrate	0.470	0.620	0.682	megle
arbitration	0.587	0.602	0.670	megling
arbitrator	0.385	0.448	0.795	megler
arbor	0.583	0.490	0.591	arbor
arc	0.552	0.388	0.396	bue
arcade	0.676	0.521	0.502	arkade
arcane	0.500	0.490	0.637	mystisk
arch	0.500	0.354	0.468	bue
archaeological	0.740	0.441	0.660	arkeologiske
archaeologist	0.552	0.451	0.706	arkeolog
archaeology	0.596	0.358	0.691	arkeologi
archaic	0.271	0.327	0.332	arkaisk
archangel	0.837	0.500	0.708	erkeengel
archbishop	0.622	0.280	0.776	erkebiskop
archdiocese	0.400	0.321	0.704	erkebispedømmet
archduke	0.458	0.413	0.634	erkehertug
arched	0.582	0.403	0.398	buet
archer	0.573	0.622	0.661	bueskytter
archery	0.594	0.604	0.589	bueskyting
archetype	0.448	0.520	0.569	arketype
archipelago	0.745	0.370	0.592	skjærgård
architect	0.776	0.442	0.836	arkitekt
architectural	0.729	0.390	0.670	arkitektonisk
architecture	0.820	0.390	0.694	arkitektur
archive	0.438	0.294	0.527	arkiv
arctic	0.615	0.352	0.546	Arktis
ardent	0.694	0.873	0.722	ivrig
ardor	0.500	0.780	0.538	iver
arduous	0.344	0.783	0.605	vanskelig
area	0.490	0.306	0.464	område
arena	0.510	0.235	0.404	arena
areola	0.417	0.396	0.381	areola
areyoukidding	0.429	0.633	0.400	tuller du
areyoukiddingme	0.365	0.635	0.375	tuller du med meg
argent	0.594	0.418	0.472	argent
argh	0.260	0.538	0.328	argh
arghh	0.292	0.536	0.397	arghh
arghhhh	0.250	0.618	0.324	arghhhh
argue	0.093	0.798	0.525	argumentere
argument	0.510	0.464	0.698	argument
argumentation	0.479	0.549	0.760	argumentasjon
argumentative	0.450	0.531	0.679	argumenterende
arguments	0.541	0.602	0.657	argumenter
arid	0.323	0.333	0.379	tørt
arise	0.750	0.582	0.725	oppstå
aristocracy	0.688	0.549	0.842	aristokrati
aristocrat	0.583	0.413	0.811	aristokrat
aristocratic	0.449	0.519	0.676	aristokratisk
arithmetic	0.453	0.460	0.634	aritmetikk
ark	0.396	0.427	0.543	ark
arm	0.552	0.285	0.469	væpne
armada	0.408	0.740	0.868	armada
armament	0.198	0.764	0.810	bevæpning
armaments	0.192	0.839	0.830	våpen
armature	0.510	0.558	0.755	armatur
armchair	0.646	0.164	0.339	lenestol
armed	0.188	0.750	0.808	bevæpnet
armor	0.469	0.625	0.784	rustning
armored	0.469	0.509	0.861	pansret
armory	0.448	0.663	0.800	våpenlager
armpit	0.283	0.439	0.250	armhule
arms	0.464	0.395	0.483	våpen
army	0.417	0.759	0.902	hæren
aroma	0.823	0.235	0.442	aroma
aromatherapy	0.847	0.220	0.473	aromaterapi
arousal	0.791	0.943	0.731	opphisselse
arouse	0.740	0.491	0.580	vekke
aroused	0.708	0.952	0.667	opphisset
arraignment	0.406	0.837	0.534	rettssak
arrange	0.740	0.490	0.571	arrangere
arranged	0.698	0.531	0.728	arrangert
arrangement	0.625	0.382	0.683	ordning
array	0.521	0.396	0.568	array
arrears	0.286	0.485	0.302	restanse
arrest	0.146	0.951	0.500	arrestere
arrhythmia	0.265	0.706	0.356	arytmi
arrival	0.678	0.510	0.474	ankomst
arrive	0.837	0.406	0.585	ankomme
arrogance	0.143	0.750	0.620	arroganse
arrogant	0.115	0.755	0.580	arrogant
arrow	0.439	0.390	0.454	pil
arsehole	0.276	0.598	0.433	røvhull
arseholes	0.188	0.545	0.351	røvhull
arsenal	0.365	0.741	0.752	arsenal
arsenic	0.281	0.472	0.447	arsenikk
arson	0.133	0.904	0.567	mordbrann
arsonist	0.348	0.840	0.500	ildspåsetter
art	0.812	0.360	0.603	Kunst
arterial	0.396	0.510	0.583	arteriell
artery	0.396	0.580	0.537	arterie
artful	0.771	0.608	0.778	kunstferdig
arthritis	0.110	0.518	0.345	leddgikt
arthropod	0.344	0.464	0.434	leddyr
artichoke	0.583	0.218	0.287	artisjokk
article	0.594	0.280	0.481	artikkel
articles	0.552	0.324	0.565	artikler
articulate	0.677	0.462	0.618	artikulere
articulation	0.479	0.480	0.591	artikulasjon
artifact	0.510	0.500	0.566	gjenstand
artifice	0.316	0.696	0.482	kunstgrep
artificial	0.306	0.385	0.351	kunstig
artillery	0.350	0.912	0.794	artilleri
artisan	0.781	0.330	0.411	håndverker
artist	0.802	0.442	0.732	kunstner
artiste	0.844	0.512	0.565	artiste
artistic	0.802	0.646	0.632	kunstnerisk
artistry	0.823	0.346	0.769	kunstnerskap
artists	0.796	0.667	0.741	kunstnere
artwork	0.896	0.368	0.679	kunstverk
arty	0.490	0.422	0.388	arty
asap	0.571	0.500	0.552	så fort som mulig
asbestos	0.357	0.481	0.464	asbest
ascend	0.830	0.620	0.812	stige
ascendancy	0.724	0.625	0.700	oppgang
ascendant	0.656	0.673	0.821	ascendent
ascending	0.826	0.644	0.777	stigende
ascension	0.765	0.720	0.714	himmelfart
ascent	0.755	0.627	0.833	stigning
ascertain	0.560	0.530	0.625	fastslå
ascertained	0.531	0.529	0.616	konstatert
ascetic	0.438	0.375	0.472	asketisk
ash	0.260	0.210	0.207	aske
ashamed	0.156	0.588	0.228	skammer seg
ashes	0.327	0.279	0.142	aske
ashtray	0.406	0.382	0.265	askebeger
asinine	0.429	0.472	0.433	asinine
ask	0.531	0.440	0.459	spørre
asleeep	0.490	0.210	0.322	sover
asleep	0.604	0.100	0.270	sover
asp	0.438	0.489	0.375	asp
asparagus	0.469	0.317	0.264	asparges
aspartame	0.469	0.480	0.322	aspartam
aspect	0.479	0.469	0.588	aspekt
aspects	0.439	0.480	0.565	aspekter
aspen	0.479	0.280	0.395	osp
asphalt	0.479	0.264	0.439	asfalt
asphyxia	0.198	0.704	0.311	asfyksi
asphyxiation	0.059	0.745	0.412	kvelning
aspiration	0.704	0.724	0.675	aspirasjon
aspire	0.812	0.469	0.722	strebe
aspirin	0.479	0.271	0.422	aspirin
aspiring	0.844	0.582	0.604	aspirerende
ass	0.323	0.750	0.345	ass
assail	0.378	0.510	0.500	angripe
assailant	0.184	0.868	0.602	overfallsmann
assassin	0.073	0.933	0.632	leiemorder
assassinate	0.051	0.969	0.722	myrde
assassination	0.083	0.941	0.525	attentat
assault	0.167	0.848	0.550	overfall
assay	0.633	0.559	0.594	analyse
assemblage	0.429	0.452	0.600	sammenstilling
assemble	0.542	0.570	0.750	montere
assembled	0.663	0.450	0.644	satt sammen
assembly	0.698	0.500	0.640	montering
assemblyman	0.430	0.538	0.760	montør
assent	0.615	0.515	0.719	samtykke
assert	0.750	0.619	0.809	hevde
asserting	0.694	0.531	0.736	hevde
assertion	0.740	0.442	0.750	påstand
assertive	0.719	0.412	0.770	påståelig
assess	0.698	0.500	0.623	vurdere
assessment	0.750	0.623	0.658	evaluering
assessor	0.551	0.538	0.764	assessor
asset	0.797	0.765	0.788	ressurs
assets	0.667	0.613	0.765	eiendeler
asshole	0.133	0.582	0.263	drittsekk
assign	0.622	0.417	0.709	tildele
assignee	0.510	0.462	0.510	oppdragstaker
assignment	0.483	0.398	0.745	oppdrag
assimilate	0.559	0.391	0.683	tilpasse seg
assimilation	0.429	0.378	0.463	assimilering
assist	0.833	0.435	0.629	assistere
assistance	0.656	0.519	0.633	assistanse
assistant	0.625	0.390	0.536	assistent
associate	0.812	0.409	0.625	forbinder
association	0.745	0.500	0.817	assosiasjon
assorted	0.602	0.460	0.472	assortert
assortment	0.694	0.360	0.526	sortiment
assuage	0.745	0.255	0.500	lindre
assume	0.698	0.401	0.464	anta
assumed	0.612	0.247	0.454	antatt
assuming	0.740	0.390	0.526	forutsatt
assumption	0.479	0.431	0.417	antagelse
assurance	0.675	0.442	0.704	forsikring
assure	0.910	0.460	0.839	forsikre
assured	0.878	0.327	0.754	forsikret
assuredly	0.786	0.396	0.833	helt sikkert
asterisk	0.541	0.288	0.273	stjerne
asteroid	0.430	0.721	0.623	asteroide
asteroids	0.361	0.694	0.712	asteroider
asthma	0.198	0.549	0.227	astma
asthmatic	0.229	0.706	0.294	astmatisk
astigmatism	0.214	0.490	0.429	astigmatisme
astonish	0.786	0.845	0.658	forbause
astonished	0.510	0.775	0.574	overrasket
astonishing	0.844	0.802	0.821	forbausende
astonishingly	0.827	0.898	0.773	forbløffende nok
astonishment	0.680	0.718	0.519	forbauselse
astound	0.729	0.675	0.474	forbløffe
astral	0.604	0.417	0.567	astral
astray	0.098	0.676	0.308	på avveie
astringent	0.316	0.500	0.474	snerpende
astrologer	0.594	0.519	0.673	astrolog
astrology	0.635	0.340	0.500	astrologi
astronaut	0.792	0.601	0.761	astronaut
astronomer	0.750	0.509	0.735	astronom
astronomical	0.600	0.632	0.726	astronomisk
astronomy	0.613	0.474	0.722	astronomi
astute	0.776	0.658	0.827	skarpsindig
asunder	0.208	0.442	0.259	skille seg fra hverandre
asylum	0.407	0.330	0.445	asyl
asymmetric	0.580	0.343	0.465	asymmetrisk
asymmetry	0.476	0.373	0.527	asymmetri
asymptotic	0.479	0.451	0.472	asymptotisk
atelier	0.490	0.330	0.705	atelier
atheism	0.276	0.460	0.481	ateisme
atheistic	0.373	0.481	0.466	ateistisk
atherosclerosis	0.250	0.480	0.343	aterosklerose
athlete	0.781	0.718	0.686	atlet
athletic	0.857	0.798	0.708	atletisk
athleticism	0.750	0.863	0.778	atletikk
athletics	0.831	0.691	0.740	friidrett
atlas	0.531	0.306	0.554	atlas
atmosphere	0.604	0.300	0.560	atmosfære
atmospheric	0.531	0.420	0.594	atmosfærisk
atoll	0.480	0.408	0.472	atoll
atom	0.510	0.500	0.433	atom
atomic	0.327	0.817	0.713	atomisk
atone	0.418	0.673	0.411	sone
atonement	0.550	0.602	0.683	forsoning
atpeace	0.724	0.298	0.519	i fred
atrium	0.469	0.365	0.473	atrium
atrocious	0.073	0.811	0.445	grusomt
atrocity	0.115	0.844	0.593	grusomhet
atrophy	0.177	0.540	0.208	atrofi
attach	0.520	0.363	0.559	feste
attached	0.562	0.350	0.439	vedlagte
attachment	0.570	0.343	0.500	vedlegg
attack	0.286	0.948	0.670	angrep
attacker	0.185	0.962	0.629	angriper
attacking	0.276	0.837	0.642	angripende
attain	0.806	0.510	0.719	oppnå
attainable	0.760	0.500	0.759	oppnåelig
attainment	0.830	0.520	0.940	oppnåelse
attempt	0.625	0.491	0.431	forsøk
attempted	0.594	0.580	0.567	forsøkt
attend	0.650	0.420	0.625	delta
attendance	0.812	0.500	0.592	deltakelse
attendant	0.580	0.365	0.519	ledsager
attention	0.740	0.599	0.774	Merk følgende
attentionseeker	0.367	0.745	0.457	oppmerksomhetsøker
attentionseekers	0.531	0.673	0.500	oppmerksomhetssøkere
attentive	0.812	0.520	0.724	oppmerksomme
attenuate	0.408	0.302	0.429	dempe
attenuated	0.449	0.280	0.298	svekket
attenuation	0.458	0.363	0.464	demping
attest	0.439	0.710	0.685	attestere
attestation	0.234	0.635	0.500	attestasjon
attic	0.521	0.259	0.377	loft
attire	0.742	0.388	0.483	antrekk
attitude	0.760	0.644	0.861	holdning
attorney	0.600	0.594	0.754	advokat
attract	0.796	0.663	0.769	tiltrekke
attraction	0.906	0.774	0.712	tiltrekning
attractive	0.906	0.630	0.769	attraktive
attractiveness	0.938	0.667	0.755	attraktivitet
attributable	0.704	0.430	0.527	henførbar
attribute	0.781	0.439	0.795	Egenskap
attribution	0.646	0.467	0.658	attribusjon
attrition	0.229	0.540	0.259	slitasje
auburn	0.510	0.240	0.411	rødbrun
auction	0.594	0.702	0.519	auksjon
auctioneer	0.542	0.732	0.716	auksjonarius
audacious	0.740	0.875	0.825	dristig
audacity	0.760	0.755	0.916	frekkhet
audible	0.673	0.370	0.462	hørbar
audience	0.698	0.610	0.613	publikum
audio	0.709	0.425	0.370	lyd
audit	0.375	0.562	0.735	revidere
audition	0.750	0.685	0.615	audition
auditions	0.740	0.765	0.596	auditions
auditor	0.582	0.571	0.726	revisor
auditorium	0.529	0.490	0.538	auditorium
auditory	0.531	0.481	0.570	auditiv
aught	0.418	0.135	0.217	noe
augment	0.650	0.683	0.645	øke
augmentation	0.714	0.613	0.850	forstørrelse
august	0.652	0.292	0.462	august
aunt	0.667	0.291	0.420	tante
auntie	0.643	0.275	0.447	tante
aura	0.760	0.333	0.500	aura
aurora	0.817	0.306	0.537	nordlys
auspices	0.542	0.500	0.634	regi
auspicious	0.562	0.635	0.669	gunstig
austere	0.500	0.390	0.422	streng
austerity	0.438	0.406	0.534	innstramminger
authentic	0.885	0.510	0.782	autentisk
authenticate	0.833	0.480	0.789	autentisere
authentication	0.724	0.491	0.750	godkjenning
authenticity	0.670	0.548	0.845	autentisitet
author	0.775	0.343	0.749	forfatter
authoritative	0.636	0.520	0.890	autoritær
authority	0.592	0.592	0.934	autoritet
authorization	0.521	0.567	0.817	autorisasjon
authorize	0.772	0.596	0.821	autorisere
authorized	0.760	0.458	0.815	autorisert
authorship	0.667	0.635	0.773	forfatterskap
autism	0.235	0.500	0.447	autisme
autistic	0.367	0.337	0.404	autistisk
auto	0.571	0.569	0.500	auto
autobiographical	0.909	0.462	0.582	selvbiografisk
autobiography	0.735	0.284	0.629	selvbiografi
autocorrect	0.551	0.439	0.616	autokorrektur
autocratic	0.542	0.577	0.727	autokratisk
autograph	0.735	0.565	0.473	autograf
autographed	0.781	0.620	0.625	autografert
automated	0.578	0.402	0.632	automatisert
automatic	0.562	0.433	0.664	Automatisk
automobile	0.753	0.625	0.534	bil
automotive	0.656	0.520	0.577	bilindustrien
autonomy	0.781	0.349	0.891	autonomi
autopilot	0.594	0.462	0.632	autopilot
autopsy	0.252	0.650	0.538	autopsi
autumn	0.765	0.204	0.450	høst
auxiliary	0.622	0.471	0.509	hjelpemiddel
avail	0.800	0.430	0.603	nytte
availability	0.796	0.544	0.600	tilgjengelighet
available	0.844	0.356	0.623	tilgjengelig
avalanche	0.265	0.915	0.683	snøskred
avarice	0.198	0.726	0.352	grådighet
avatar	0.633	0.410	0.567	avatar
avenge	0.073	0.867	0.559	hevne
avenger	0.337	0.865	0.670	hevner
avenging	0.143	0.880	0.717	hevn
avenue	0.677	0.360	0.377	allé
aver	0.492	0.450	0.393	aver
average	0.684	0.280	0.455	gjennomsnitt
aversation	0.582	0.442	0.432	averasjon
averse	0.253	0.569	0.492	uvillig
averseness	0.296	0.606	0.528	motvilje
aversion	0.074	0.663	0.525	aversjon
avert	0.510	0.388	0.465	avverge
aviary	0.500	0.360	0.467	voliere
aviation	0.708	0.646	0.741	luftfart
aviator	0.615	0.700	0.644	flyger
avid	0.582	0.459	0.593	ivrig
