English Word	Valence	Arousal	Dominance	Georgian Word
ambrosia	0.571	0.452	0.480	ამბროზია
ambulance	0.500	0.750	0.609	სასწრაფო დახმარება
ambush	0.281	0.830	0.500	ჩასაფრება
ameliorate	0.770	0.548	0.747	გააუმჯობესებს
amen	0.781	0.182	0.542	ამინ
amenable	0.448	0.410	0.406	მორჩილი
amend	0.688	0.406	0.658	შეცვალოს
amendment	0.531	0.459	0.606	შესწორება
amends	0.640	0.366	0.517	ასწორებს
amenity	0.750	0.327	0.574	კეთილმოწყობა
amethyst	0.622	0.406	0.517	ამეთვისტო
amiable	0.847	0.290	0.483	მეგობრული
amicable	0.875	0.330	0.507	მეგობრული
amid	0.510	0.340	0.256	ფონზე
amidst	0.480	0.330	0.316	ფონზე
amino	0.551	0.402	0.433	ამინო
ammo	0.323	0.765	0.621	საბრძოლო მასალა
ammonia	0.292	0.587	0.409	ამიაკი
ammonium	0.354	0.396	0.368	ამონიუმი
ammunition	0.338	0.635	0.667	საბრძოლო მასალა
amnesia	0.296	0.330	0.308	ამნეზია
amnesty	0.551	0.451	0.814	ამნისტია
amorous	0.844	0.670	0.636	სამოყვარულო
amorphous	0.327	0.402	0.349	ამორფული
amortization	0.592	0.491	0.522	ამორტიზაცია
amount	0.562	0.422	0.649	თანხა
amour	0.865	0.480	0.652	სიყვარული
amp	0.439	0.393	0.375	გამაძლიერებელი
ampersand	0.480	0.448	0.483	ამპერსანდი
amphetamines	0.133	0.667	0.526	ამფეტამინები
amphibian	0.427	0.357	0.474	ამფიბია
amphibious	0.479	0.346	0.445	ამფიბიური
amphitheater	0.653	0.480	0.545	ამფითეატრი
ample	0.744	0.349	0.719	საკმაო
amplification	0.690	0.677	0.810	გაძლიერება
amplify	0.677	0.735	0.827	გაძლიერება
amplitude	0.694	0.439	0.692	დიაპაზონი
amply	0.781	0.431	0.766	ფართოდ
amputate	0.092	0.660	0.509	ამპუტაცია
amputation	0.100	0.755	0.483	ამპუტაცია
amuck	0.385	0.602	0.321	amuck
amulet	0.781	0.260	0.630	ამულეტი
amuse	0.812	0.684	0.664	გართობა
amused	0.942	0.847	0.596	მხიარულობდა
amusement	0.929	0.837	0.803	გართობა
amusing	0.960	0.829	0.632	სახალისო
ana	0.541	0.300	0.314	ანა
anaconda	0.146	0.830	0.540	ანაკონდა
anaesthesia	0.350	0.217	0.473	ანესთეზია
anaesthetic	0.449	0.268	0.509	საანესთეზიო
anagram	0.552	0.327	0.449	ანაგრამა
anal	0.333	0.798	0.334	ანალური
analgesic	0.417	0.321	0.441	ტკივილგამაყუჩებელი
analogous	0.531	0.270	0.500	ანალოგიური
analogue	0.570	0.320	0.446	ანალოგი
analogy	0.510	0.367	0.509	ანალოგი
analysis	0.729	0.448	0.705	ანალიზი
analyst	0.604	0.415	0.755	ანალიტიკოსი
analytic	0.665	0.521	0.634	ანალიტიკური
analytical	0.625	0.324	0.800	ანალიტიკური
analyze	0.667	0.462	0.710	ანალიზი
analyzer	0.625	0.556	0.854	ანალიზატორი
anaphylactic	0.378	0.588	0.500	ანაფილაქსიური
anarchism	0.125	0.804	0.623	ანარქიზმი
anarchist	0.204	0.700	0.759	ანარქისტი
anarchy	0.146	0.755	0.620	ანარქია
anastomosis	0.375	0.470	0.490	ანასტომოზი
anathema	0.286	0.490	0.519	ანათემა
anatomic	0.562	0.442	0.546	ანატომიური
anatomy	0.562	0.390	0.571	ანატომია
ancestor	0.592	0.388	0.594	წინაპარი
ancestral	0.640	0.481	0.750	საგვარეულო
ancestry	0.708	0.519	0.717	წინაპრები
anchor	0.520	0.284	0.564	წამყვანი
anchorage	0.500	0.325	0.639	სამაგრი
ancient	0.420	0.217	0.439	უძველესი
ancillary	0.449	0.442	0.278	დამხმარე
androgen	0.255	0.523	0.527	ანდროგენი
android	0.663	0.436	0.500	ანდროიდი
anecdote	0.583	0.529	0.500	ანეკდოტი
anemia	0.188	0.327	0.310	ანემია
anemic	0.167	0.279	0.155	ანემიური
anemone	0.552	0.538	0.327	ანემონი
anesthesia	0.365	0.216	0.394	ანესთეზია
anesthesiologist	0.419	0.224	0.526	ანესთეზიოლოგი
anesthetic	0.350	0.264	0.482	საანესთეზიო
aneurysm	0.115	0.690	0.536	ანევრიზმა
anew	0.771	0.358	0.385	თავიდან
angel	0.906	0.158	0.704	ანგელოზი
angelic	0.927	0.298	0.668	ანგელოზური
anger	0.167	0.865	0.657	გაბრაზება
angered	0.010	0.860	0.547	გაბრაზდა
angermanagement	0.260	0.632	0.482	ბრაზის კონტროლი
angina	0.230	0.630	0.464	სტენოკარდია
angiogram	0.347	0.520	0.465	ანგიოგრამა
angiography	0.378	0.536	0.520	ანგიოგრაფია
angle	0.541	0.330	0.455	კუთხე
angling	0.625	0.408	0.500	დათრევა
angora	0.529	0.425	0.405	ანგორა
angriest	0.094	0.892	0.430	ყველაზე გაბრაზებული
angry	0.122	0.830	0.604	გაბრაზებული
angrytweet	0.265	0.644	0.471	გაბრაზებული ტვიტი
angst	0.167	0.888	0.333	შფოთვა
anguish	0.153	0.792	0.265	ტანჯვა
anguished	0.135	0.720	0.307	შეწუხებული
angular	0.449	0.281	0.444	კუთხოვანი
anhydrous	0.456	0.365	0.355	უწყლო
animal	0.521	0.510	0.513	ცხოველი
animate	0.827	0.755	0.635	აცოცხლებს
animated	0.823	0.676	0.538	ანიმაციური
animation	0.888	0.750	0.549	ანიმაცია
animosity	0.510	0.724	0.545	მტრობა
animus	0.698	0.676	0.466	ანიმუსი
ankle	0.500	0.274	0.234	ტერფი
anklet	0.410	0.276	0.302	ტერფი
annals	0.427	0.610	0.424	ანალები
annex	0.594	0.350	0.458	დანართი
annexation	0.342	0.500	0.555	ანექსია
annexe	0.584	0.350	0.392	დანართი
annihilate	0.115	0.918	0.681	მოსპობა
annihilated	0.080	0.760	0.324	განადგურდა
annihilation	0.041	0.800	0.591	განადგურება
anniversary	0.880	0.770	0.723	საიუბილეო
annotate	0.592	0.469	0.441	ანოტაცია
annotation	0.604	0.470	0.619	ანოტაცია
announce	0.694	0.618	0.611	გამოაცხადოს
announcement	0.729	0.491	0.482	განცხადება
announcer	0.602	0.570	0.732	დიქტორი
annoy	0.094	0.765	0.286	გაღიზიანება
annoyance	0.167	0.718	0.342	გამაღიზიანებლობა
annoyed	0.104	0.783	0.345	გაღიზიანებული
annoyin	0.260	0.573	0.352	გამაღიზიანებელი
annoying	0.082	0.853	0.348	შემაწუხებელი
annoys	0.146	0.778	0.435	აღიზიანებს
annual	0.552	0.236	0.500	წლიური
annuity	0.521	0.304	0.527	ანუიტეტი
annul	0.250	0.448	0.364	გაუქმება
annular	0.310	0.385	0.412	რგოლისებრი
annulment	0.153	0.375	0.447	გაუქმება
annulus	0.458	0.380	0.376	ანულუსი
anointed	0.500	0.368	0.579	ცხებული
anointing	0.653	0.350	0.547	ცხება
anomalous	0.281	0.480	0.423	ანომალიური
anomaly	0.188	0.538	0.404	ანომალია
anon	0.479	0.354	0.298	ანონი
anonymity	0.469	0.255	0.430	ანონიმურობა
anonymous	0.396	0.291	0.431	ანონიმური
anorexic	0.160	0.618	0.245	ანორექსიული
answer	0.537	0.373	0.661	პასუხი
answerable	0.708	0.481	0.750	პასუხისმგებელია
answering	0.684	0.500	0.607	პასუხობს
ant	0.448	0.216	0.216	ჭიანჭველა
antagonism	0.224	0.618	0.524	ანტაგონიზმი
antagonist	0.240	0.615	0.700	ანტაგონისტი
antagonistic	0.296	0.604	0.565	ანტაგონისტური
antagonize	0.143	0.663	0.629	უპირისპირდება
ante	0.448	0.320	0.417	ანტე
antecedent	0.427	0.551	0.566	წინამორბედი
antelope	0.542	0.510	0.500	ანტილოპა
antenna	0.521	0.327	0.358	ანტენა
anterior	0.510	0.245	0.362	წინა
anthem	0.780	0.343	0.729	ჰიმნი
anthill	0.327	0.578	0.377	ჭიანჭველა
anthology	0.338	0.406	0.537	ანთოლოგია
anthrax	0.188	0.730	0.500	ჯილეხი
anthropological	0.367	0.390	0.490	ანთროპოლოგიური
anthropologist	0.551	0.385	0.725	ანთროპოლოგი
anthropology	0.490	0.367	0.582	ანთროპოლოგია
anti	0.365	0.412	0.384	ანტი
antiaircraft	0.330	0.622	0.629	საზენიტო
antibiotic	0.510	0.373	0.658	ანტიბიოტიკი
antibiotics	0.448	0.406	0.557	ანტიბიოტიკები
antichrist	0.082	0.837	0.544	ანტიქრისტე
anticipate	0.622	0.469	0.667	განჭვრეტა
anticipation	0.698	0.539	0.711	მოლოდინი
anticipatory	0.653	0.551	0.682	მოსალოდნელი
antics	0.448	0.740	0.236	სისულელეები
antidote	0.541	0.490	0.629	ანტიდოტი
antifungal	0.408	0.412	0.441	სოკოს საწინააღმდეგო
antigravity	0.430	0.714	0.658	ანტიგრავიტაციული
antimony	0.378	0.398	0.490	ანტიმონი
antipathy	0.198	0.549	0.393	ანტიპათია
antiquarian	0.500	0.233	0.426	ანტიკვარული
antiquated	0.420	0.392	0.236	მოძველებული
antique	0.634	0.290	0.518	ანტიკური
antiques	0.540	0.370	0.595	ანტიკვარიატი
antiquity	0.385	0.333	0.556	ანტიკურობა
antiseptic	0.438	0.370	0.623	ანტისეპტიკური
antisocial	0.146	0.686	0.391	ანტისოციალური
antithesis	0.396	0.412	0.536	ანტითეზისი
antithetical	0.271	0.509	0.358	ანტითეტიკური
antiviral	0.459	0.470	0.549	ანტივირუსული
antler	0.448	0.470	0.500	რქა
antsy	0.449	0.558	0.417	ჭიანჭველა
anus	0.347	0.644	0.350	ანუსის
anvil	0.380	0.510	0.604	კოჭა
anxiety	0.146	0.865	0.342	შფოთვა
anxietyattack	0.150	0.925	0.446	შფოთვითი შეტევა
anxious	0.281	0.875	0.434	შეშფოთებულია
anxiousness	0.235	0.814	0.282	შფოთვა
anytime	0.625	0.461	0.436	ნებისმიერ დროს
aorta	0.448	0.510	0.542	აორტა
aortic	0.436	0.540	0.438	აორტის
apace	0.536	0.500	0.536	სისწრაფით
apache	0.687	0.469	0.500	აპაჩი
apartment	0.719	0.393	0.580	ბინა
apartments	0.704	0.337	0.443	ბინები
apathetic	0.188	0.292	0.333	აპათიური
apathy	0.184	0.212	0.204	აპათია
ape	0.548	0.389	0.336	მაიმუნი
aperture	0.612	0.450	0.667	დიაფრაგმა
apex	0.570	0.433	0.418	მწვერვალი
aphid	0.388	0.473	0.407	ბუგრები
aphrodisiac	0.750	0.846	0.667	აფროდიზიაკი
apiece	0.439	0.259	0.383	ნაწილი
aplomb	0.500	0.509	0.582	aplomb
apocalypse	0.050	0.867	0.736	აპოკალიფსი
apocalyptic	0.173	0.880	0.750	აპოკალიფსური
apologetic	0.479	0.461	0.571	ბოდიშის მოხდა
apologist	0.406	0.429	0.526	აპოლოგეტი
apologize	0.551	0.378	0.389	ბოდიში მოიხადე
apology	0.571	0.346	0.402	ბოდიში
apostasy	0.388	0.520	0.517	განდგომა
apostate	0.342	0.500	0.528	განდგომილი
apostle	0.646	0.347	0.732	მოციქული
apostolic	0.592	0.300	0.717	სამოციქულო
apostrophe	0.469	0.368	0.537	აპოსტროფი
apothecary	0.561	0.328	0.529	აფთიაქი
appalled	0.194	0.792	0.562	შეძრწუნებული
appalling	0.160	0.827	0.415	შემზარავი
apparatus	0.375	0.353	0.377	აპარატი
apparel	0.698	0.435	0.453	ტანსაცმელი
apparent	0.473	0.383	0.398	აშკარა
apparently	0.531	0.410	0.426	როგორც ჩანს
apparition	0.406	0.573	0.636	მოჩვენება
appeal	0.663	0.598	0.558	მიმართვა
appear	0.735	0.506	0.567	გამოჩნდება
appearance	0.669	0.490	0.534	გარეგნობა
appease	0.633	0.278	0.434	დამშვიდება
appellant	0.327	0.588	0.568	აპელანტი
append	0.573	0.464	0.453	დაურთოს
appendage	0.229	0.382	0.438	დანამატი
appendectomy	0.177	0.670	0.554	აპენდექტომია
appendicitis	0.031	0.640	0.347	აპენდიციტი
appendix	0.365	0.387	0.425	დანართი
