English Word	Valence	Arousal	Dominance	Marathi Word
ammonium	0.354	0.396	0.368	अमोनियम
ammunition	0.338	0.635	0.667	दारूगोळा
amnesia	0.296	0.330	0.308	स्मृतिभ्रंश
amnesty	0.551	0.451	0.814	कर्जमाफी
amorous	0.844	0.670	0.636	प्रेमळ
amorphous	0.327	0.402	0.349	आकारहीन
amortization	0.592	0.491	0.522	कर्जमाफी
amount	0.562	0.422	0.649	रक्कम
amour	0.865	0.480	0.652	प्रेम
amp	0.439	0.393	0.375	amp
ampersand	0.480	0.448	0.483	अँपरसँड
amphetamines	0.133	0.667	0.526	amphetamines
amphibian	0.427	0.357	0.474	उभयचर
amphibious	0.479	0.346	0.445	उभयचर
amphitheater	0.653	0.480	0.545	अॅम्फीथिएटर
ample	0.744	0.349	0.719	भरपूर
amplification	0.690	0.677	0.810	प्रवर्धन
amplify	0.677	0.735	0.827	शक्ती वाढवणे
amplitude	0.694	0.439	0.692	मोठेपणा
amply	0.781	0.431	0.766	भरपूर
amputate	0.092	0.660	0.509	अंगविच्छेदन
amputation	0.100	0.755	0.483	विच्छेदन
amuck	0.385	0.602	0.321	गोंधळ
amulet	0.781	0.260	0.630	ताबीज
amuse	0.812	0.684	0.664	करमणूक
amused	0.942	0.847	0.596	मनोरंजक
amusement	0.929	0.837	0.803	करमणूक
amusing	0.960	0.829	0.632	मनोरंजक
ana	0.541	0.300	0.314	ana
anaconda	0.146	0.830	0.540	अॅनाकोंडा
anaesthesia	0.350	0.217	0.473	भूल
anaesthetic	0.449	0.268	0.509	भूल देणारी
anagram	0.552	0.327	0.449	anagram
anal	0.333	0.798	0.334	गुदद्वारासंबंधीचा
analgesic	0.417	0.321	0.441	वेदनाशामक
analogous	0.531	0.270	0.500	समान
analogue	0.570	0.320	0.446	अॅनालॉग
analogy	0.510	0.367	0.509	साधर्म्य
analysis	0.729	0.448	0.705	विश्लेषण
analyst	0.604	0.415	0.755	विश्लेषक
analytic	0.665	0.521	0.634	विश्लेषणात्मक
analytical	0.625	0.324	0.800	विश्लेषणात्मक
analyze	0.667	0.462	0.710	विश्लेषण करा
analyzer	0.625	0.556	0.854	विश्लेषक
anaphylactic	0.378	0.588	0.500	अॅनाफिलेक्टिक
anarchism	0.125	0.804	0.623	अराजकतावाद
anarchist	0.204	0.700	0.759	अराजकतावादी
anarchy	0.146	0.755	0.620	अराजकता
anastomosis	0.375	0.470	0.490	ऍनास्टोमोसिस
anathema	0.286	0.490	0.519	वेदना
anatomic	0.562	0.442	0.546	शारीरिक
anatomy	0.562	0.390	0.571	शरीरशास्त्र
ancestor	0.592	0.388	0.594	पूर्वज
ancestral	0.640	0.481	0.750	वडिलोपार्जित
ancestry	0.708	0.519	0.717	वंश
anchor	0.520	0.284	0.564	अँकर
anchorage	0.500	0.325	0.639	अँकरेज
ancient	0.420	0.217	0.439	प्राचीन
ancillary	0.449	0.442	0.278	सहायक
androgen	0.255	0.523	0.527	एंड्रोजन
android	0.663	0.436	0.500	अँड्रॉइड
anecdote	0.583	0.529	0.500	किस्सा
anemia	0.188	0.327	0.310	अशक्तपणा
anemic	0.167	0.279	0.155	अशक्तपणा
anemone	0.552	0.538	0.327	ऍनिमोन
anesthesia	0.365	0.216	0.394	भूल
anesthesiologist	0.419	0.224	0.526	भूलतज्ज्ञ
anesthetic	0.350	0.264	0.482	भूल देणारी
aneurysm	0.115	0.690	0.536	धमनीविकार
anew	0.771	0.358	0.385	नव्याने
angel	0.906	0.158	0.704	देवदूत
angelic	0.927	0.298	0.668	देवदूत
anger	0.167	0.865	0.657	राग
angered	0.010	0.860	0.547	संतप्त
angermanagement	0.260	0.632	0.482	राग नियंत्रण
angina	0.230	0.630	0.464	हृदयविकाराचा दाह
angiogram	0.347	0.520	0.465	अँजिओग्राम
angiography	0.378	0.536	0.520	अँजिओग्राफी
angle	0.541	0.330	0.455	कोन
angling	0.625	0.408	0.500	angling
angora	0.529	0.425	0.405	अंगोरा
angriest	0.094	0.892	0.430	संतप्त
angry	0.122	0.830	0.604	राग
angrytweet	0.265	0.644	0.471	संतप्त ट्विट
angst	0.167	0.888	0.333	संताप
anguish	0.153	0.792	0.265	वेदना
anguished	0.135	0.720	0.307	व्यथित
angular	0.449	0.281	0.444	टोकदार
anhydrous	0.456	0.365	0.355	निर्जल
animal	0.521	0.510	0.513	प्राणी
animate	0.827	0.755	0.635	अॅनिमेट
animated	0.823	0.676	0.538	अॅनिमेटेड
animation	0.888	0.750	0.549	अॅनिमेशन
animosity	0.510	0.724	0.545	वैर
animus	0.698	0.676	0.466	शत्रुत्व
ankle	0.500	0.274	0.234	घोटा
anklet	0.410	0.276	0.302	पायल
annals	0.427	0.610	0.424	इतिहास
annex	0.594	0.350	0.458	संलग्नक
annexation	0.342	0.500	0.555	संलग्नीकरण
annexe	0.584	0.350	0.392	संलग्नक
annihilate	0.115	0.918	0.681	नायनाट करणे
annihilated	0.080	0.760	0.324	नष्ट केले
annihilation	0.041	0.800	0.591	उच्चाटन
anniversary	0.880	0.770	0.723	वर्धापनदिन
annotate	0.592	0.469	0.441	भाष्य
annotation	0.604	0.470	0.619	भाष्य
announce	0.694	0.618	0.611	घोषणा करा
announcement	0.729	0.491	0.482	घोषणा
announcer	0.602	0.570	0.732	उद्घोषक
annoy	0.094	0.765	0.286	त्रास देणे
annoyance	0.167	0.718	0.342	चीड
annoyed	0.104	0.783	0.345	नाराज
annoyin	0.260	0.573	0.352	त्रासदायक
annoying	0.082	0.853	0.348	त्रासदायक
annoys	0.146	0.778	0.435	त्रास देतो
annual	0.552	0.236	0.500	वार्षिक
annuity	0.521	0.304	0.527	वार्षिकी
annul	0.250	0.448	0.364	रद्द करणे
annular	0.310	0.385	0.412	कंकणाकृती
annulment	0.153	0.375	0.447	रद्द करणे
annulus	0.458	0.380	0.376	वलय
anointed	0.500	0.368	0.579	अभिषिक्त
anointing	0.653	0.350	0.547	अभिषेक
anomalous	0.281	0.480	0.423	विसंगत
anomaly	0.188	0.538	0.404	विसंगती
anon	0.479	0.354	0.298	anon
anonymity	0.469	0.255	0.430	निनावीपणा
anonymous	0.396	0.291	0.431	निनावी
anorexic	0.160	0.618	0.245	एनोरेक्सिक
answer	0.537	0.373	0.661	उत्तर
answerable	0.708	0.481	0.750	उत्तरदायी
answering	0.684	0.500	0.607	उत्तर देणे
ant	0.448	0.216	0.216	मुंगी
antagonism	0.224	0.618	0.524	विरोध
antagonist	0.240	0.615	0.700	विरोधी
antagonistic	0.296	0.604	0.565	विरोधी
antagonize	0.143	0.663	0.629	विरोध करणे
ante	0.448	0.320	0.417	आधी
antecedent	0.427	0.551	0.566	पूर्ववर्ती
antelope	0.542	0.510	0.500	काळवीट
antenna	0.521	0.327	0.358	अँटेना
anterior	0.510	0.245	0.362	आधीचा
anthem	0.780	0.343	0.729	राष्ट्रगीत
anthill	0.327	0.578	0.377	अँथिल
anthology	0.338	0.406	0.537	काव्यसंग्रह
anthrax	0.188	0.730	0.500	ऍन्थ्रॅक्स
anthropological	0.367	0.390	0.490	मानववंशशास्त्रीय
anthropologist	0.551	0.385	0.725	मानववंशशास्त्रज्ञ
anthropology	0.490	0.367	0.582	मानववंशशास्त्र
anti	0.365	0.412	0.384	विरोधी
antiaircraft	0.330	0.622	0.629	विमानविरोधी
antibiotic	0.510	0.373	0.658	प्रतिजैविक
antibiotics	0.448	0.406	0.557	प्रतिजैविक
antichrist	0.082	0.837	0.544	ख्रिस्तविरोधी
anticipate	0.622	0.469	0.667	अंदाज
anticipation	0.698	0.539	0.711	अपेक्षा
anticipatory	0.653	0.551	0.682	आगाऊ
antics	0.448	0.740	0.236	विरोधी
antidote	0.541	0.490	0.629	उतारा
antifungal	0.408	0.412	0.441	बुरशीविरोधी
antigravity	0.430	0.714	0.658	गुरुत्वाकर्षण
antimony	0.378	0.398	0.490	सुरमा
antipathy	0.198	0.549	0.393	अँटीपॅथी
antiquarian	0.500	0.233	0.426	पुरातन वास्तू
antiquated	0.420	0.392	0.236	पुरातन
antique	0.634	0.290	0.518	पुरातन वस्तू
antiques	0.540	0.370	0.595	प्राचीन वस्तू
antiquity	0.385	0.333	0.556	पुरातनता
antiseptic	0.438	0.370	0.623	जंतुनाशक
antisocial	0.146	0.686	0.391	असामाजिक
antithesis	0.396	0.412	0.536	विरोधी
antithetical	0.271	0.509	0.358	विरोधी
antiviral	0.459	0.470	0.549	अँटीव्हायरल
antler	0.448	0.470	0.500	शिंग
antsy	0.449	0.558	0.417	चीड
anus	0.347	0.644	0.350	गुद्द्वार
anvil	0.380	0.510	0.604	एव्हील
anxiety	0.146	0.865	0.342	चिंता
anxietyattack	0.150	0.925	0.446	चिंताग्रस्त हल्ला
anxious	0.281	0.875	0.434	चिंताग्रस्त
anxiousness	0.235	0.814	0.282	चिंता
anytime	0.625	0.461	0.436	कधीही
aorta	0.448	0.510	0.542	महाधमनी
aortic	0.436	0.540	0.438	महाधमनी
apace	0.536	0.500	0.536	गती
apache	0.687	0.469	0.500	अपाचे
apartment	0.719	0.393	0.580	अपार्टमेंट
apartments	0.704	0.337	0.443	अपार्टमेंट
apathetic	0.188	0.292	0.333	उदासीन
apathy	0.184	0.212	0.204	उदासीनता
ape	0.548	0.389	0.336	वानर
aperture	0.612	0.450	0.667	छिद्र
apex	0.570	0.433	0.418	शिखर
aphid	0.388	0.473	0.407	ऍफिड
aphrodisiac	0.750	0.846	0.667	कामोत्तेजक
apiece	0.439	0.259	0.383	एक तुकडा
aplomb	0.500	0.509	0.582	मोहक
apocalypse	0.050	0.867	0.736	सर्वनाश
apocalyptic	0.173	0.880	0.750	apocalyptic
apologetic	0.479	0.461	0.571	क्षमस्व
apologist	0.406	0.429	0.526	माफी मागणारा
apologize	0.551	0.378	0.389	माफी मागणे
apology	0.571	0.346	0.402	माफी
apostasy	0.388	0.520	0.517	धर्मत्याग
apostate	0.342	0.500	0.528	धर्मत्यागी
apostle	0.646	0.347	0.732	प्रेषित
apostolic	0.592	0.300	0.717	प्रेषित
apostrophe	0.469	0.368	0.537	अपोस्ट्रॉफी
apothecary	0.561	0.328	0.529	अपोथेकरी
appalled	0.194	0.792	0.562	भयभीत
appalling	0.160	0.827	0.415	भयावह
apparatus	0.375	0.353	0.377	उपकरण
apparel	0.698	0.435	0.453	पोशाख
apparent	0.473	0.383	0.398	उघड
apparently	0.531	0.410	0.426	वरवर पाहता
apparition	0.406	0.573	0.636	प्रकटीकरण
appeal	0.663	0.598	0.558	आवाहन
appear	0.735	0.506	0.567	दिसणे
appearance	0.669	0.490	0.534	देखावा
appease	0.633	0.278	0.434	शांत करणे
appellant	0.327	0.588	0.568	अपीलकर्ता
append	0.573	0.464	0.453	जोडणे
appendage	0.229	0.382	0.438	उपांग
appendectomy	0.177	0.670	0.554	अॅपेन्डेक्टॉमी
appendicitis	0.031	0.640	0.347	अपेंडिसाइटिस
appendix	0.365	0.387	0.425	परिशिष्ट
appetite	0.704	0.637	0.581	भूक
appetizer	0.755	0.560	0.406	भूक वाढवणारे
appetizing	0.806	0.657	0.688	भूक वाढवणारा
applaud	0.865	0.824	0.464	टाळ्या
applause	0.953	0.857	0.621	टाळ्या
apple	0.811	0.300	0.264	सफरचंद
apple juice	0.765	0.204	0.294	सफरचंद रस
applejack	0.604	0.431	0.473	applejack
applesauce	0.750	0.167	0.291	सफरचंद
appliance	0.582	0.453	0.538	उपकरण
appliances	0.594	0.394	0.567	साधने
applicability	0.677	0.490	0.741	लागू
applicable	0.469	0.430	0.667	लागू
applicant	0.612	0.558	0.688	अर्जदार
application	0.646	0.445	0.726	अर्ज
apply	0.612	0.321	0.667	लागू करा
appoint	0.565	0.330	0.509	नियुक्त करा
appointment	0.688	0.594	0.547	भेट
appointments	0.745	0.677	0.625	भेटी
apportion	0.677	0.490	0.638	वाटप
apportionment	0.552	0.481	0.453	वाटप
appraisal	0.417	0.667	0.682	मूल्यमापन
appraise	0.677	0.490	0.696	मूल्यांकन
appreciable	0.873	0.491	0.778	कौतुकास्पद
appreciate	0.885	0.422	0.741	प्रशंसा
appreciated	0.910	0.434	0.779	कौतुक केले
appreciates	0.765	0.500	0.656	कौतुक करतो
appreciation	0.917	0.529	0.588	प्रशंसा
appreciative	0.857	0.380	0.654	कौतुकास्पद
apprehend	0.521	0.624	0.696	पकडणे
apprehension	0.385	0.720	0.454	भीती
apprehensive	0.406	0.592	0.431	घाबरणारा
apprentice	0.615	0.413	0.452	शिकाऊ उमेदवार
apprenticeship	0.812	0.482	0.643	शिकाऊ शिक्षण
approach	0.612	0.392	0.610	दृष्टीकोन
approaching	0.740	0.557	0.491	जवळ येत आहे
approbate	0.646	0.590	0.860	मंजूर
approbation	0.792	0.529	0.774	मान्यता
appropriate	0.833	0.368	0.759	योग्य
appropriation	0.510	0.632	0.717	विनियोग
approval	0.854	0.460	0.889	मान्यता
approve	0.875	0.548	0.741	मंजूर
approved	0.833	0.349	0.698	मंजूर
approvement	0.880	0.625	0.780	मान्यता
approving	0.917	0.583	0.773	मंजूर करत आहे
approximate	0.551	0.560	0.520	अंदाजे
approximately	0.622	0.396	0.538	अंदाजे
approximating	0.583	0.615	0.471	अंदाजे
approximation	0.582	0.402	0.593	अंदाजे
appurtenances	0.573	0.412	0.547	साहाय्य
apricot	0.708	0.320	0.278	जर्दाळू
apron	0.582	0.208	0.245	एप्रन
apt	0.582	0.418	0.382	योग्य
aptitude	0.750	0.471	0.746	योग्यता
aqua	0.656	0.292	0.359	एक्वा
aquamarine	0.729	0.306	0.413	एक्वामेरीन
aquarium	0.663	0.327	0.393	मत्स्यालय
aquatic	0.677	0.510	0.463	जलचर
aqueduct	0.551	0.411	0.534	जलवाहिनी
aqueous	0.429	0.270	0.310	जलीय
arable	0.510	0.350	0.465	जिरायती
arbiter	0.561	0.537	0.814	मध्यस्थ
arbitrary	0.281	0.702	0.686	अनियंत्रित
arbitrate	0.470	0.620	0.682	लवाद
arbitration	0.587	0.602	0.670	लवाद
arbitrator	0.385	0.448	0.795	मध्यस्थ
arbor	0.583	0.490	0.591	आर्बर
arc	0.552	0.388	0.396	चाप
arcade	0.676	0.521	0.502	आर्केड
arcane	0.500	0.490	0.637	रहस्यमय
arch	0.500	0.354	0.468	कमान
archaeological	0.740	0.441	0.660	पुरातत्व
archaeologist	0.552	0.451	0.706	पुरातत्वशास्त्रज्ञ
archaeology	0.596	0.358	0.691	पुरातत्व
archaic	0.271	0.327	0.332	पुरातन
archangel	0.837	0.500	0.708	मुख्य देवदूत
archbishop	0.622	0.280	0.776	मुख्य बिशप
archdiocese	0.400	0.321	0.704	archdiocese
archduke	0.458	0.413	0.634	आर्कड्यूक
arched	0.582	0.403	0.398	कमानदार
archer	0.573	0.622	0.661	धनुर्धारी
archery	0.594	0.604	0.589	धनुर्विद्या
archetype	0.448	0.520	0.569	आर्केटाइप
archipelago	0.745	0.370	0.592	द्वीपसमूह
architect	0.776	0.442	0.836	वास्तुविशारद
architectural	0.729	0.390	0.670	आर्किटेक्चरल
architecture	0.820	0.390	0.694	आर्किटेक्चर
archive	0.438	0.294	0.527	संग्रहण
arctic	0.615	0.352	0.546	आर्क्टिक
ardent	0.694	0.873	0.722	उत्कट
ardor	0.500	0.780	0.538	उत्साह
arduous	0.344	0.783	0.605	कठीण
area	0.490	0.306	0.464	क्षेत्र
arena	0.510	0.235	0.404	रिंगण
areola	0.417	0.396	0.381	areola
