English Word	Valence	Arousal	Dominance	Afrikaans Word
ancestry	0.708	0.519	0.717	afkoms
anchor	0.520	0.284	0.564	anker
anchorage	0.500	0.325	0.639	ankerplek
ancient	0.420	0.217	0.439	antieke
ancillary	0.449	0.442	0.278	bykomstig
androgen	0.255	0.523	0.527	androgeen
android	0.663	0.436	0.500	Android
anecdote	0.583	0.529	0.500	staaltjie
anemia	0.188	0.327	0.310	bloedarmoede
anemic	0.167	0.279	0.155	anemies
anemone	0.552	0.538	0.327	anemone
anesthesia	0.365	0.216	0.394	narkose
anesthesiologist	0.419	0.224	0.526	anestesioloog
anesthetic	0.350	0.264	0.482	narkose
aneurysm	0.115	0.690	0.536	aneurisme
anew	0.771	0.358	0.385	opnuut
angel	0.906	0.158	0.704	engel
angelic	0.927	0.298	0.668	engelagtig
anger	0.167	0.865	0.657	woede
angered	0.010	0.860	0.547	kwaad
angermanagement	0.260	0.632	0.482	woede bestuur
angina	0.230	0.630	0.464	angina
angiogram	0.347	0.520	0.465	angiogram
angiography	0.378	0.536	0.520	angiografie
angle	0.541	0.330	0.455	hoek
angling	0.625	0.408	0.500	hengel
angora	0.529	0.425	0.405	angora
angriest	0.094	0.892	0.430	kwaadste
angry	0.122	0.830	0.604	kwaad
angrytweet	0.265	0.644	0.471	kwaadtwiet
angst	0.167	0.888	0.333	angs
anguish	0.153	0.792	0.265	angs
anguished	0.135	0.720	0.307	benoud
angular	0.449	0.281	0.444	hoekig
anhydrous	0.456	0.365	0.355	watervry
animal	0.521	0.510	0.513	dier
animate	0.827	0.755	0.635	animeer
animated	0.823	0.676	0.538	geanimeerde
animation	0.888	0.750	0.549	animasie
animosity	0.510	0.724	0.545	vyandigheid
animus	0.698	0.676	0.466	animus
ankle	0.500	0.274	0.234	enkel
anklet	0.410	0.276	0.302	enkelband
annals	0.427	0.610	0.424	annale
annex	0.594	0.350	0.458	aanhangsel
annexation	0.342	0.500	0.555	anneksasie
annexe	0.584	0.350	0.392	bylae
annihilate	0.115	0.918	0.681	vernietig
annihilated	0.080	0.760	0.324	tot niet gemaak
annihilation	0.041	0.800	0.591	uitwissing
anniversary	0.880	0.770	0.723	herdenking
annotate	0.592	0.469	0.441	annoteer
annotation	0.604	0.470	0.619	annotasie
announce	0.694	0.618	0.611	aankondig
announcement	0.729	0.491	0.482	aankondiging
announcer	0.602	0.570	0.732	omroeper
annoy	0.094	0.765	0.286	vererg
annoyance	0.167	0.718	0.342	ergernis
annoyed	0.104	0.783	0.345	vererg
annoyin	0.260	0.573	0.352	irriteer
annoying	0.082	0.853	0.348	irriterend
annoys	0.146	0.778	0.435	irriteer
annual	0.552	0.236	0.500	jaarliks
annuity	0.521	0.304	0.527	annuïteit
annul	0.250	0.448	0.364	nietig verklaar
annular	0.310	0.385	0.412	ringvormig
annulment	0.153	0.375	0.447	nietigverklaring
annulus	0.458	0.380	0.376	annulus
anointed	0.500	0.368	0.579	gesalfde
anointing	0.653	0.350	0.547	salwing
anomalous	0.281	0.480	0.423	anomalie
anomaly	0.188	0.538	0.404	anomalie
anon	0.479	0.354	0.298	anon
anonymity	0.469	0.255	0.430	anonimiteit
anonymous	0.396	0.291	0.431	anoniem
anorexic	0.160	0.618	0.245	anoreksies
answer	0.537	0.373	0.661	antwoord
answerable	0.708	0.481	0.750	verantwoordbaar
answering	0.684	0.500	0.607	antwoord
ant	0.448	0.216	0.216	mier
antagonism	0.224	0.618	0.524	antagonisme
antagonist	0.240	0.615	0.700	antagonis
antagonistic	0.296	0.604	0.565	antagonisties
antagonize	0.143	0.663	0.629	antagoniseer
ante	0.448	0.320	0.417	ante
antecedent	0.427	0.551	0.566	voorganger
antelope	0.542	0.510	0.500	bok
antenna	0.521	0.327	0.358	antenna
anterior	0.510	0.245	0.362	anterior
anthem	0.780	0.343	0.729	volkslied
anthill	0.327	0.578	0.377	miershoop
anthology	0.338	0.406	0.537	bloemlesing
anthrax	0.188	0.730	0.500	miltsiekte
anthropological	0.367	0.390	0.490	antropologiese
anthropologist	0.551	0.385	0.725	antropoloog
anthropology	0.490	0.367	0.582	antropologie
anti	0.365	0.412	0.384	anti
antiaircraft	0.330	0.622	0.629	lugafweer
antibiotic	0.510	0.373	0.658	antibiotika
antibiotics	0.448	0.406	0.557	antibiotika
antichrist	0.082	0.837	0.544	antichris
anticipate	0.622	0.469	0.667	verwag
anticipation	0.698	0.539	0.711	afwagting
anticipatory	0.653	0.551	0.682	afwagtend
antics	0.448	0.740	0.236	manewales
antidote	0.541	0.490	0.629	teenmiddel
antifungal	0.408	0.412	0.441	antifungale
antigravity	0.430	0.714	0.658	antiswaartekrag
antimony	0.378	0.398	0.490	antimoon
antipathy	0.198	0.549	0.393	antipatie
antiquarian	0.500	0.233	0.426	antikwaries
antiquated	0.420	0.392	0.236	verouderd
antique	0.634	0.290	0.518	antiek
antiques	0.540	0.370	0.595	oudhede
antiquity	0.385	0.333	0.556	oudheid
antiseptic	0.438	0.370	0.623	antiseptiese
antisocial	0.146	0.686	0.391	antisosiale
antithesis	0.396	0.412	0.536	antitese
antithetical	0.271	0.509	0.358	antitetiese
antiviral	0.459	0.470	0.549	antivirale
antler	0.448	0.470	0.500	antler
antsy	0.449	0.558	0.417	antsy
anus	0.347	0.644	0.350	anus
anvil	0.380	0.510	0.604	aambeeld
anxiety	0.146	0.865	0.342	angs
anxietyattack	0.150	0.925	0.446	angsaanval
anxious	0.281	0.875	0.434	benoud
anxiousness	0.235	0.814	0.282	angs
anytime	0.625	0.461	0.436	enige tyd
aorta	0.448	0.510	0.542	aorta
aortic	0.436	0.540	0.438	aorta
apace	0.536	0.500	0.536	haastig
apache	0.687	0.469	0.500	apache
apartment	0.719	0.393	0.580	woonstel
apartments	0.704	0.337	0.443	woonstelle
apathetic	0.188	0.292	0.333	apaties
apathy	0.184	0.212	0.204	apatie
ape	0.548	0.389	0.336	aap
aperture	0.612	0.450	0.667	diafragma
apex	0.570	0.433	0.418	toppunt
aphid	0.388	0.473	0.407	plantluis
aphrodisiac	0.750	0.846	0.667	afrodisiacum
apiece	0.439	0.259	0.383	n stuk
aplomb	0.500	0.509	0.582	aplomb
apocalypse	0.050	0.867	0.736	apokalips
apocalyptic	0.173	0.880	0.750	apokaliptiese
apologetic	0.479	0.461	0.571	apologeties
apologist	0.406	0.429	0.526	apologeet
apologize	0.551	0.378	0.389	vra om verskoning
apology	0.571	0.346	0.402	verskoning
apostasy	0.388	0.520	0.517	afvalligheid
apostate	0.342	0.500	0.528	afvallige
apostle	0.646	0.347	0.732	apostel
apostolic	0.592	0.300	0.717	apostoliese
apostrophe	0.469	0.368	0.537	apostrof
apothecary	0.561	0.328	0.529	apteker
appalled	0.194	0.792	0.562	ontsteld
appalling	0.160	0.827	0.415	verskriklik
apparatus	0.375	0.353	0.377	apparaat
apparel	0.698	0.435	0.453	klere
apparent	0.473	0.383	0.398	oënskynlike
apparently	0.531	0.410	0.426	blykbaar
apparition	0.406	0.573	0.636	verskyning
appeal	0.663	0.598	0.558	appélleer
appear	0.735	0.506	0.567	verskyn
appearance	0.669	0.490	0.534	voorkoms
appease	0.633	0.278	0.434	paai
appellant	0.327	0.588	0.568	appellant
append	0.573	0.464	0.453	byvoeg
appendage	0.229	0.382	0.438	aanhangsel
appendectomy	0.177	0.670	0.554	blindedermoperasie
appendicitis	0.031	0.640	0.347	blindedermontsteking
appendix	0.365	0.387	0.425	aanhangsel
appetite	0.704	0.637	0.581	eetlus
appetizer	0.755	0.560	0.406	voorgereg
appetizing	0.806	0.657	0.688	aptytlik
applaud	0.865	0.824	0.464	toejuig
applause	0.953	0.857	0.621	applous
apple	0.811	0.300	0.264	appel
apple juice	0.765	0.204	0.294	appelsap
applejack	0.604	0.431	0.473	appelhaar
applesauce	0.750	0.167	0.291	appelmoes
appliance	0.582	0.453	0.538	toestel
appliances	0.594	0.394	0.567	toestelle
applicability	0.677	0.490	0.741	toepaslikheid
applicable	0.469	0.430	0.667	van toepassing
applicant	0.612	0.558	0.688	aansoeker
application	0.646	0.445	0.726	aansoek
apply	0.612	0.321	0.667	aansoek doen
appoint	0.565	0.330	0.509	aanstel
appointment	0.688	0.594	0.547	afspraak
appointments	0.745	0.677	0.625	aanstellings
apportion	0.677	0.490	0.638	verdeling
apportionment	0.552	0.481	0.453	verdeling
appraisal	0.417	0.667	0.682	aanslag
appraise	0.677	0.490	0.696	beoordeel
appreciable	0.873	0.491	0.778	waardevol
appreciate	0.885	0.422	0.741	waardeer
appreciated	0.910	0.434	0.779	waardeer
appreciates	0.765	0.500	0.656	waardeer
appreciation	0.917	0.529	0.588	waardering
appreciative	0.857	0.380	0.654	waarderend
apprehend	0.521	0.624	0.696	vasvat
apprehension	0.385	0.720	0.454	vrees
apprehensive	0.406	0.592	0.431	vreesbevange
apprentice	0.615	0.413	0.452	vakleerling
apprenticeship	0.812	0.482	0.643	vakleerlingskap
approach	0.612	0.392	0.610	benadering
approaching	0.740	0.557	0.491	nader
approbate	0.646	0.590	0.860	gepas
approbation	0.792	0.529	0.774	goedkeuring
appropriate	0.833	0.368	0.759	toepaslik
appropriation	0.510	0.632	0.717	toe-eiening
approval	0.854	0.460	0.889	goedkeuring
approve	0.875	0.548	0.741	goedkeur
approved	0.833	0.349	0.698	goedgekeur
approvement	0.880	0.625	0.780	goedkeuring
approving	0.917	0.583	0.773	goedkeur
approximate	0.551	0.560	0.520	benader
approximately	0.622	0.396	0.538	ongeveer
approximating	0.583	0.615	0.471	benader
approximation	0.582	0.402	0.593	benadering
appurtenances	0.573	0.412	0.547	toebehore
apricot	0.708	0.320	0.278	appelkoos
apron	0.582	0.208	0.245	voorskoot
apt	0.582	0.418	0.382	gepas
aptitude	0.750	0.471	0.746	aanleg
aqua	0.656	0.292	0.359	aqua
aquamarine	0.729	0.306	0.413	akwamaryn
aquarium	0.663	0.327	0.393	akwarium
aquatic	0.677	0.510	0.463	akwatiese
aqueduct	0.551	0.411	0.534	akwaduk
aqueous	0.429	0.270	0.310	waterig
arable	0.510	0.350	0.465	bewerkbare
arbiter	0.561	0.537	0.814	arbiter
arbitrary	0.281	0.702	0.686	arbitrêr
arbitrate	0.470	0.620	0.682	arbitreer
arbitration	0.587	0.602	0.670	arbitrasie
arbitrator	0.385	0.448	0.795	arbiter
arbor	0.583	0.490	0.591	prieel
arc	0.552	0.388	0.396	boog
arcade	0.676	0.521	0.502	arcade
arcane	0.500	0.490	0.637	geheimsinnig
arch	0.500	0.354	0.468	boog
archaeological	0.740	0.441	0.660	argeologiese
archaeologist	0.552	0.451	0.706	argeoloog
archaeology	0.596	0.358	0.691	argeologie
archaic	0.271	0.327	0.332	argaïes
archangel	0.837	0.500	0.708	aartsengel
archbishop	0.622	0.280	0.776	aartsbiskop
archdiocese	0.400	0.321	0.704	aartsbisdom
archduke	0.458	0.413	0.634	aartshertog
arched	0.582	0.403	0.398	geboë
archer	0.573	0.622	0.661	boogskutter
archery	0.594	0.604	0.589	boogskiet
archetype	0.448	0.520	0.569	argetipe
archipelago	0.745	0.370	0.592	argipel
architect	0.776	0.442	0.836	argitek
architectural	0.729	0.390	0.670	argitektoniese
architecture	0.820	0.390	0.694	argitektuur
archive	0.438	0.294	0.527	argief
arctic	0.615	0.352	0.546	arktiese
ardent	0.694	0.873	0.722	vurig
ardor	0.500	0.780	0.538	ywer
arduous	0.344	0.783	0.605	moeisaam
area	0.490	0.306	0.464	gebied
arena	0.510	0.235	0.404	arena
areola	0.417	0.396	0.381	areola
areyoukidding	0.429	0.633	0.400	speel jy
areyoukiddingme	0.365	0.635	0.375	maak jy n grap
argent	0.594	0.418	0.472	argent
argh	0.260	0.538	0.328	argh
arghh	0.292	0.536	0.397	arghh
arghhhh	0.250	0.618	0.324	arghhhh
argue	0.093	0.798	0.525	stry
argument	0.510	0.464	0.698	argument
argumentation	0.479	0.549	0.760	argumentasie
argumentative	0.450	0.531	0.679	argumenterende
arguments	0.541	0.602	0.657	argumente
arid	0.323	0.333	0.379	dor
arise	0.750	0.582	0.725	ontstaan
aristocracy	0.688	0.549	0.842	aristokrasie
aristocrat	0.583	0.413	0.811	aristokraat
aristocratic	0.449	0.519	0.676	aristokraties
arithmetic	0.453	0.460	0.634	rekenkunde
ark	0.396	0.427	0.543	ark
arm	0.552	0.285	0.469	arm
armada	0.408	0.740	0.868	armada
armament	0.198	0.764	0.810	bewapening
armaments	0.192	0.839	0.830	wapentuig
armature	0.510	0.558	0.755	anker
armchair	0.646	0.164	0.339	leunstoel
armed	0.188	0.750	0.808	gewapen
armor	0.469	0.625	0.784	wapenrusting
armored	0.469	0.509	0.861	gepantser
armory	0.448	0.663	0.800	wapenkamer
armpit	0.283	0.439	0.250	oksel
arms	0.464	0.395	0.483	arms
army	0.417	0.759	0.902	weermag
aroma	0.823	0.235	0.442	aroma
aromatherapy	0.847	0.220	0.473	aromaterapie
arousal	0.791	0.943	0.731	opwekking
arouse	0.740	0.491	0.580	wek
aroused	0.708	0.952	0.667	opgewek
arraignment	0.406	0.837	0.534	aanklag
arrange	0.740	0.490	0.571	reël
arranged	0.698	0.531	0.728	gereël
arrangement	0.625	0.382	0.683	reëling
array	0.521	0.396	0.568	skikking
arrears	0.286	0.485	0.302	agterstallige skuld
arrest	0.146	0.951	0.500	arrestasie
arrhythmia	0.265	0.706	0.356	aritmie
arrival	0.678	0.510	0.474	aankoms
arrive	0.837	0.406	0.585	aankom
arrogance	0.143	0.750	0.620	arrogansie
arrogant	0.115	0.755	0.580	arrogant
arrow	0.439	0.390	0.454	pyl
arsehole	0.276	0.598	0.433	moergat
arseholes	0.188	0.545	0.351	moersgate
arsenal	0.365	0.741	0.752	arsenaal
arsenic	0.281	0.472	0.447	arseen
arson	0.133	0.904	0.567	brandstigting
arsonist	0.348	0.840	0.500	brandstigter
art	0.812	0.360	0.603	kuns
arterial	0.396	0.510	0.583	arteriële
artery	0.396	0.580	0.537	slagaar
artful	0.771	0.608	0.778	kunstig
arthritis	0.110	0.518	0.345	artritis
arthropod	0.344	0.464	0.434	geleedpotige
artichoke	0.583	0.218	0.287	artisjok
article	0.594	0.280	0.481	artikel
articles	0.552	0.324	0.565	artikels
articulate	0.677	0.462	0.618	artikuleer
articulation	0.479	0.480	0.591	artikulasie
artifact	0.510	0.500	0.566	artefak
artifice	0.316	0.696	0.482	kunsgreep
artificial	0.306	0.385	0.351	kunsmatige
artillery	0.350	0.912	0.794	artillerie
artisan	0.781	0.330	0.411	ambagsman
artist	0.802	0.442	0.732	kunstenaar
artiste	0.844	0.512	0.565	kunstenaar
artistic	0.802	0.646	0.632	artistiek
artistry	0.823	0.346	0.769	kunstenaarskap
artists	0.796	0.667	0.741	kunstenaars
artwork	0.896	0.368	0.679	kunswerk
arty	0.490	0.422	0.388	kunssinnig
asap	0.571	0.500	0.552	so gou as moontlik
asbestos	0.357	0.481	0.464	asbes
ascend	0.830	0.620	0.812	opstyg
ascendancy	0.724	0.625	0.700	opkoms
ascendant	0.656	0.673	0.821	opkoms
ascending	0.826	0.644	0.777	stygende
ascension	0.765	0.720	0.714	hemelvaart
ascent	0.755	0.627	0.833	opgang
ascertain	0.560	0.530	0.625	vasstel
ascertained	0.531	0.529	0.616	vasgestel
ascetic	0.438	0.375	0.472	asketies
ash	0.260	0.210	0.207	as
ashamed	0.156	0.588	0.228	skaam
ashes	0.327	0.279	0.142	as
ashtray	0.406	0.382	0.265	asbakkie
asinine	0.429	0.472	0.433	asinine
ask	0.531	0.440	0.459	vra
asleeep	0.490	0.210	0.322	aan die slaap
asleep	0.604	0.100	0.270	aan die slaap
asp	0.438	0.489	0.375	asp
asparagus	0.469	0.317	0.264	aspersies
aspartame	0.469	0.480	0.322	aspartaam
aspect	0.479	0.469	0.588	aspek
aspects	0.439	0.480	0.565	aspekte
aspen	0.479	0.280	0.395	esp
asphalt	0.479	0.264	0.439	asfalt
asphyxia	0.198	0.704	0.311	versmoring
asphyxiation	0.059	0.745	0.412	versmoring
aspiration	0.704	0.724	0.675	aspirasie
aspire	0.812	0.469	0.722	streef
aspirin	0.479	0.271	0.422	aspirien
aspiring	0.844	0.582	0.604	aspirant
ass	0.323	0.750	0.345	gat
assail	0.378	0.510	0.500	aanval
assailant	0.184	0.868	0.602	aanvaller
assassin	0.073	0.933	0.632	sluipmoordenaar
assassinate	0.051	0.969	0.722	vermoor
assassination	0.083	0.941	0.525	sluipmoord
assault	0.167	0.848	0.550	aanranding
assay	0.633	0.559	0.594	toets
assemblage	0.429	0.452	0.600	samestelling
assemble	0.542	0.570	0.750	bymekaarmaak
assembled	0.663	0.450	0.644	saamgestel
assembly	0.698	0.500	0.640	samestelling
assemblyman	0.430	0.538	0.760	monteur
assent	0.615	0.515	0.719	instemming
assert	0.750	0.619	0.809	beweer
asserting	0.694	0.531	0.736	beweer
assertion	0.740	0.442	0.750	bewering
assertive	0.719	0.412	0.770	selfgeldend
assess	0.698	0.500	0.623	assesseer
assessment	0.750	0.623	0.658	assessering
assessor	0.551	0.538	0.764	assessor
asset	0.797	0.765	0.788	bate
assets	0.667	0.613	0.765	bates
asshole	0.133	0.582	0.263	gat
assign	0.622	0.417	0.709	toewys
assignee	0.510	0.462	0.510	gevolmagtigde
assignment	0.483	0.398	0.745	opdrag
assimilate	0.559	0.391	0.683	assimileer
assimilation	0.429	0.378	0.463	assimilasie
assist	0.833	0.435	0.629	bystaan
assistance	0.656	0.519	0.633	hulp
assistant	0.625	0.390	0.536	assistent
associate	0.812	0.409	0.625	assosieer
association	0.745	0.500	0.817	vereniging
assorted	0.602	0.460	0.472	verskeidenheid
assortment	0.694	0.360	0.526	assortiment
assuage	0.745	0.255	0.500	kalmeer
assume	0.698	0.401	0.464	aanneem
assumed	0.612	0.247	0.454	aanvaar
assuming	0.740	0.390	0.526	veronderstellend
assumption	0.479	0.431	0.417	aanname
assurance	0.675	0.442	0.704	versekering
assure	0.910	0.460	0.839	verseker
assured	0.878	0.327	0.754	verseker
assuredly	0.786	0.396	0.833	verseker
asterisk	0.541	0.288	0.273	asterisk
asteroid	0.430	0.721	0.623	asteroïde
asteroids	0.361	0.694	0.712	asteroïdes
asthma	0.198	0.549	0.227	asma
asthmatic	0.229	0.706	0.294	asma
astigmatism	0.214	0.490	0.429	astigmatisme
astonish	0.786	0.845	0.658	verstom
astonished	0.510	0.775	0.574	verstom
astonishing	0.844	0.802	0.821	verstommende
astonishingly	0.827	0.898	0.773	verstommend
astonishment	0.680	0.718	0.519	verbasing
astound	0.729	0.675	0.474	verstom
astral	0.604	0.417	0.567	astrale
astray	0.098	0.676	0.308	dwaal
astringent	0.316	0.500	0.474	saamtrekkend
astrologer	0.594	0.519	0.673	astroloog
astrology	0.635	0.340	0.500	astrologie
astronaut	0.792	0.601	0.761	ruimtevaarder
astronomer	0.750	0.509	0.735	sterrekundige
astronomical	0.600	0.632	0.726	astronomiese
astronomy	0.613	0.474	0.722	sterrekunde
astute	0.776	0.658	0.827	skerpsinnig
asunder	0.208	0.442	0.259	skei
asylum	0.407	0.330	0.445	asiel
asymmetric	0.580	0.343	0.465	asimmetries
asymmetry	0.476	0.373	0.527	asimmetrie
asymptotic	0.479	0.451	0.472	asimptoties
atelier	0.490	0.330	0.705	ateljee
atheism	0.276	0.460	0.481	ateïsme
atheistic	0.373	0.481	0.466	ateïsties
atherosclerosis	0.250	0.480	0.343	aterosklerose
athlete	0.781	0.718	0.686	atleet
athletic	0.857	0.798	0.708	atleties
athleticism	0.750	0.863	0.778	atletiek
athletics	0.831	0.691	0.740	atletiek
atlas	0.531	0.306	0.554	atlas
atmosphere	0.604	0.300	0.560	atmosfeer
atmospheric	0.531	0.420	0.594	atmosferies
atoll	0.480	0.408	0.472	atol
atom	0.510	0.500	0.433	atoom
atomic	0.327	0.817	0.713	atoom
atone	0.418	0.673	0.411	versoening
atonement	0.550	0.602	0.683	versoening
atpeace	0.724	0.298	0.519	in vrede
atrium	0.469	0.365	0.473	atrium
atrocious	0.073	0.811	0.445	gruwelik
atrocity	0.115	0.844	0.593	gruweldaad
atrophy	0.177	0.540	0.208	atrofie
attach	0.520	0.363	0.559	heg
attached	0.562	0.350	0.439	aangeheg
attachment	0.570	0.343	0.500	aanhangsel
attack	0.286	0.948	0.670	aanval
attacker	0.185	0.962	0.629	aanvaller
attacking	0.276	0.837	0.642	aanval
attain	0.806	0.510	0.719	bereik
attainable	0.760	0.500	0.759	haalbaar
attainment	0.830	0.520	0.940	bereiking
attempt	0.625	0.491	0.431	poging
attempted	0.594	0.580	0.567	gepoog
attend	0.650	0.420	0.625	bywoon
attendance	0.812	0.500	0.592	bywoning
attendant	0.580	0.365	0.519	bywoner
attention	0.740	0.599	0.774	aandag
attentionseeker	0.367	0.745	0.457	aandagsoeker
attentionseekers	0.531	0.673	0.500	aandagsoekers
attentive	0.812	0.520	0.724	aandagtig
attenuate	0.408	0.302	0.429	verswak
attenuated	0.449	0.280	0.298	verswak
attenuation	0.458	0.363	0.464	verswakking
attest	0.439	0.710	0.685	getuig
attestation	0.234	0.635	0.500	attestasie
attic	0.521	0.259	0.377	solder
attire	0.742	0.388	0.483	kleredrag
attitude	0.760	0.644	0.861	houding
attorney	0.600	0.594	0.754	prokureur
attract	0.796	0.663	0.769	lok
attraction	0.906	0.774	0.712	aantrekkingskrag
attractive	0.906	0.630	0.769	aantreklik
attractiveness	0.938	0.667	0.755	aantreklikheid
attributable	0.704	0.430	0.527	toeskryfbaar
attribute	0.781	0.439	0.795	kenmerk
attribution	0.646	0.467	0.658	toeskrywing
attrition	0.229	0.540	0.259	slytasie
auburn	0.510	0.240	0.411	rooibruin
auction	0.594	0.702	0.519	veiling
auctioneer	0.542	0.732	0.716	afslaer
audacious	0.740	0.875	0.825	vermetel
audacity	0.760	0.755	0.916	vermetelheid
audible	0.673	0.370	0.462	hoorbaar
audience	0.698	0.610	0.613	gehoor
audio	0.709	0.425	0.370	oudio
audit	0.375	0.562	0.735	oudit
audition	0.750	0.685	0.615	oudisie
auditions	0.740	0.765	0.596	oudisies
auditor	0.582	0.571	0.726	ouditeur
auditorium	0.529	0.490	0.538	ouditorium
auditory	0.531	0.481	0.570	ouditiewe
aught	0.418	0.135	0.217	enigiets
augment	0.650	0.683	0.645	aanvul
augmentation	0.714	0.613	0.850	aanvulling
august	0.652	0.292	0.462	Augustus
aunt	0.667	0.291	0.420	tannie
auntie	0.643	0.275	0.447	tannie
aura	0.760	0.333	0.500	aura
aurora	0.817	0.306	0.537	aurora
auspices	0.542	0.500	0.634	auspices
auspicious	0.562	0.635	0.669	gunstig
austere	0.500	0.390	0.422	streng
austerity	0.438	0.406	0.534	soberheid
authentic	0.885	0.510	0.782	outentieke
authenticate	0.833	0.480	0.789	verifieer
authentication	0.724	0.491	0.750	verifikasie
authenticity	0.670	0.548	0.845	egtheid
author	0.775	0.343	0.749	skrywer
authoritative	0.636	0.520	0.890	gesaghebbend
authority	0.592	0.592	0.934	gesag
authorization	0.521	0.567	0.817	magtiging
authorize	0.772	0.596	0.821	magtig
authorized	0.760	0.458	0.815	gemagtig
authorship	0.667	0.635	0.773	outeurskap
autism	0.235	0.500	0.447	outisme
autistic	0.367	0.337	0.404	outistiese
auto	0.571	0.569	0.500	outo
autobiographical	0.909	0.462	0.582	outobiografies
autobiography	0.735	0.284	0.629	outobiografie
autocorrect	0.551	0.439	0.616	outokorreksie
autocratic	0.542	0.577	0.727	outokraties
autograph	0.735	0.565	0.473	handtekening
autographed	0.781	0.620	0.625	onderteken
automated	0.578	0.402	0.632	outomatiese
automatic	0.562	0.433	0.664	outomaties
automobile	0.753	0.625	0.534	motor
automotive	0.656	0.520	0.577	motor
autonomy	0.781	0.349	0.891	outonomie
autopilot	0.594	0.462	0.632	autopilot
autopsy	0.252	0.650	0.538	lykskouing
autumn	0.765	0.204	0.450	herfs
auxiliary	0.622	0.471	0.509	hulp
avail	0.800	0.430	0.603	gebruik
availability	0.796	0.544	0.600	beskikbaarheid
available	0.844	0.356	0.623	beskikbaar
avalanche	0.265	0.915	0.683	stortvloed
avarice	0.198	0.726	0.352	gierigheid
avatar	0.633	0.410	0.567	avatar
avenge	0.073	0.867	0.559	wreek
avenger	0.337	0.865	0.670	wreker
avenging	0.143	0.880	0.717	wreek
avenue	0.677	0.360	0.377	laan
aver	0.492	0.450	0.393	gem
average	0.684	0.280	0.455	gemiddeld
aversation	0.582	0.442	0.432	afkeer
averse	0.253	0.569	0.492	afkeer
averseness	0.296	0.606	0.528	afkeer
aversion	0.074	0.663	0.525	afkeer
avert	0.510	0.388	0.465	afwend
aviary	0.500	0.360	0.467	voëlhok
aviation	0.708	0.646	0.741	lugvaart
aviator	0.615	0.700	0.644	vlieënier
avid	0.582	0.459	0.593	ywerig
avocado	0.677	0.255	0.287	avokado
avoid	0.427	0.442	0.415	verhoed
avoidance	0.470	0.481	0.466	vermyding
