English Word	Valence	Arousal	Dominance	Kazakh Word
analyst	0.604	0.415	0.755	талдаушы
analytic	0.665	0.521	0.634	аналитикалық
analytical	0.625	0.324	0.800	аналитикалық
analyze	0.667	0.462	0.710	талдау
analyzer	0.625	0.556	0.854	анализатор
anaphylactic	0.378	0.588	0.500	анафилактикалық
anarchism	0.125	0.804	0.623	анархизм
anarchist	0.204	0.700	0.759	анархист
anarchy	0.146	0.755	0.620	анархия
anastomosis	0.375	0.470	0.490	анастомоз
anathema	0.286	0.490	0.519	анатема
anatomic	0.562	0.442	0.546	анатомиялық
anatomy	0.562	0.390	0.571	анатомия
ancestor	0.592	0.388	0.594	арғы ата
ancestral	0.640	0.481	0.750	ата-баба
ancestry	0.708	0.519	0.717	ата-тегі
anchor	0.520	0.284	0.564	якорь
anchorage	0.500	0.325	0.639	бекіту
ancient	0.420	0.217	0.439	ежелгі
ancillary	0.449	0.442	0.278	көмекші
androgen	0.255	0.523	0.527	андроген
android	0.663	0.436	0.500	андроид
anecdote	0.583	0.529	0.500	анекдот
anemia	0.188	0.327	0.310	анемия
anemic	0.167	0.279	0.155	анемия
anemone	0.552	0.538	0.327	анемон
anesthesia	0.365	0.216	0.394	анестезия
anesthesiologist	0.419	0.224	0.526	анестезиолог
anesthetic	0.350	0.264	0.482	анестетик
aneurysm	0.115	0.690	0.536	аневризма
anew	0.771	0.358	0.385	жаңадан
angel	0.906	0.158	0.704	періште
angelic	0.927	0.298	0.668	періштелік
anger	0.167	0.865	0.657	ашу
angered	0.010	0.860	0.547	ашуланды
angermanagement	0.260	0.632	0.482	ашуды басқару
angina	0.230	0.630	0.464	стенокардия
angiogram	0.347	0.520	0.465	ангиограмма
angiography	0.378	0.536	0.520	ангиография
angle	0.541	0.330	0.455	бұрыш
angling	0.625	0.408	0.500	балық аулау
angora	0.529	0.425	0.405	ангора
angriest	0.094	0.892	0.430	ең ашулы
angry	0.122	0.830	0.604	ашулы
angrytweet	0.265	0.644	0.471	angrytweet
angst	0.167	0.888	0.333	алаңдаушылық
anguish	0.153	0.792	0.265	азап
anguished	0.135	0.720	0.307	қиналған
angular	0.449	0.281	0.444	бұрыштық
anhydrous	0.456	0.365	0.355	сусыз
animal	0.521	0.510	0.513	жануар
animate	0.827	0.755	0.635	жандандыру
animated	0.823	0.676	0.538	анимациялық
animation	0.888	0.750	0.549	анимация
animosity	0.510	0.724	0.545	дұшпандық
animus	0.698	0.676	0.466	жау
ankle	0.500	0.274	0.234	тобық
anklet	0.410	0.276	0.302	білезік
annals	0.427	0.610	0.424	жылнамалар
annex	0.594	0.350	0.458	қосымша
annexation	0.342	0.500	0.555	аннексия
annexe	0.584	0.350	0.392	қосымша
annihilate	0.115	0.918	0.681	жою
annihilated	0.080	0.760	0.324	жойылды
annihilation	0.041	0.800	0.591	жойылу
anniversary	0.880	0.770	0.723	мерейтойы
annotate	0.592	0.469	0.441	аннотация жазу
annotation	0.604	0.470	0.619	аннотация
announce	0.694	0.618	0.611	хабарлау
announcement	0.729	0.491	0.482	хабарландыру
announcer	0.602	0.570	0.732	диктор
annoy	0.094	0.765	0.286	ренжіту
annoyance	0.167	0.718	0.342	тітіркену
annoyed	0.104	0.783	0.345	ренжіді
annoyin	0.260	0.573	0.352	тітіркендіргіш
annoying	0.082	0.853	0.348	тітіркендіргіш
annoys	0.146	0.778	0.435	тітіркендіреді
annual	0.552	0.236	0.500	жылдық
annuity	0.521	0.304	0.527	аннуитет
annul	0.250	0.448	0.364	күшін жою
annular	0.310	0.385	0.412	сақиналы
annulment	0.153	0.375	0.447	күшін жою
annulus	0.458	0.380	0.376	сақина
anointed	0.500	0.368	0.579	майланған
anointing	0.653	0.350	0.547	майлау
anomalous	0.281	0.480	0.423	аномальды
anomaly	0.188	0.538	0.404	аномалия
anon	0.479	0.354	0.298	анон
anonymity	0.469	0.255	0.430	анонимдік
anonymous	0.396	0.291	0.431	Аноним
anorexic	0.160	0.618	0.245	анорексиялық
answer	0.537	0.373	0.661	жауап
answerable	0.708	0.481	0.750	жауап береді
answering	0.684	0.500	0.607	жауап беру
ant	0.448	0.216	0.216	құмырсқа
antagonism	0.224	0.618	0.524	антагонизм
antagonist	0.240	0.615	0.700	антагонист
antagonistic	0.296	0.604	0.565	антагонистік
antagonize	0.143	0.663	0.629	қарсыласу
ante	0.448	0.320	0.417	анте
antecedent	0.427	0.551	0.566	алдыңғы
antelope	0.542	0.510	0.500	антилопа
antenna	0.521	0.327	0.358	антенна
anterior	0.510	0.245	0.362	алдыңғы
anthem	0.780	0.343	0.729	әнұран
anthill	0.327	0.578	0.377	құмырсқа ұясы
anthology	0.338	0.406	0.537	антология
anthrax	0.188	0.730	0.500	күйдіргі
anthropological	0.367	0.390	0.490	антропологиялық
anthropologist	0.551	0.385	0.725	антрополог
anthropology	0.490	0.367	0.582	антропология
anti	0.365	0.412	0.384	қарсы
antiaircraft	0.330	0.622	0.629	зениттік
antibiotic	0.510	0.373	0.658	антибиотик
antibiotics	0.448	0.406	0.557	антибиотиктер
antichrist	0.082	0.837	0.544	антихрист
anticipate	0.622	0.469	0.667	болжау
anticipation	0.698	0.539	0.711	күту
anticipatory	0.653	0.551	0.682	күту
antics	0.448	0.740	0.236	ерсіліктер
antidote	0.541	0.490	0.629	антидот
antifungal	0.408	0.412	0.441	саңырауқұлаққа қарсы
antigravity	0.430	0.714	0.658	гравитацияға қарсы
antimony	0.378	0.398	0.490	сурьма
antipathy	0.198	0.549	0.393	антипатия
antiquarian	0.500	0.233	0.426	антиквариат
antiquated	0.420	0.392	0.236	көне
antique	0.634	0.290	0.518	антиквариат
antiques	0.540	0.370	0.595	антиквариат
antiquity	0.385	0.333	0.556	ежелгі
antiseptic	0.438	0.370	0.623	антисептикалық
antisocial	0.146	0.686	0.391	антисоциалды
antithesis	0.396	0.412	0.536	антитеза
antithetical	0.271	0.509	0.358	антитетикалық
antiviral	0.459	0.470	0.549	вирусқа қарсы
antler	0.448	0.470	0.500	мүйіз
antsy	0.449	0.558	0.417	құмырсқа
anus	0.347	0.644	0.350	анус
anvil	0.380	0.510	0.604	анвил
anxiety	0.146	0.865	0.342	мазасыздық
anxietyattack	0.150	0.925	0.446	мазасыздық шабуылы
anxious	0.281	0.875	0.434	мазасыз
anxiousness	0.235	0.814	0.282	алаңдаушылық
anytime	0.625	0.461	0.436	кез келген уақытта
aorta	0.448	0.510	0.542	аорта
aortic	0.436	0.540	0.438	аорта
apace	0.536	0.500	0.536	қарқын
apache	0.687	0.469	0.500	apache
apartment	0.719	0.393	0.580	пәтер
apartments	0.704	0.337	0.443	пәтерлер
apathetic	0.188	0.292	0.333	апатия
apathy	0.184	0.212	0.204	апатия
ape	0.548	0.389	0.336	маймыл
aperture	0.612	0.450	0.667	апертура
apex	0.570	0.433	0.418	шыңы
aphid	0.388	0.473	0.407	тли
aphrodisiac	0.750	0.846	0.667	афродизиак
apiece	0.439	0.259	0.383	дана
aplomb	0.500	0.509	0.582	апломб
apocalypse	0.050	0.867	0.736	апокалипсис
apocalyptic	0.173	0.880	0.750	апокалиптикалық
apologetic	0.479	0.461	0.571	кешірім сұрайтын
apologist	0.406	0.429	0.526	кешірімші
apologize	0.551	0.378	0.389	кешірім сұра
apology	0.571	0.346	0.402	кешірім
apostasy	0.388	0.520	0.517	жолдан таюшылық
apostate	0.342	0.500	0.528	жолдан тайған
apostle	0.646	0.347	0.732	елші
apostolic	0.592	0.300	0.717	апостолдық
apostrophe	0.469	0.368	0.537	апостроф
apothecary	0.561	0.328	0.529	дәріхана
appalled	0.194	0.792	0.562	үрейленді
appalling	0.160	0.827	0.415	қорқынышты
apparatus	0.375	0.353	0.377	аппарат
apparel	0.698	0.435	0.453	киім
apparent	0.473	0.383	0.398	айқын
apparently	0.531	0.410	0.426	шамасы
apparition	0.406	0.573	0.636	елес
appeal	0.663	0.598	0.558	апелляция
appear	0.735	0.506	0.567	пайда болады
appearance	0.669	0.490	0.534	сыртқы түрі
appease	0.633	0.278	0.434	тыныштандыру
appellant	0.327	0.588	0.568	шағымданушы
append	0.573	0.464	0.453	қосу
appendage	0.229	0.382	0.438	қосымша
appendectomy	0.177	0.670	0.554	аппендэктомия
appendicitis	0.031	0.640	0.347	аппендицит
appendix	0.365	0.387	0.425	қосымша
appetite	0.704	0.637	0.581	тәбет
appetizer	0.755	0.560	0.406	тәбет
appetizing	0.806	0.657	0.688	тәбетті
applaud	0.865	0.824	0.464	шапалақтау
applause	0.953	0.857	0.621	шапалақтау
apple	0.811	0.300	0.264	алма
apple juice	0.765	0.204	0.294	алма шырыны
applejack	0.604	0.431	0.473	алма
applesauce	0.750	0.167	0.291	алма тұздығы
appliance	0.582	0.453	0.538	құрылғы
appliances	0.594	0.394	0.567	құрылғылар
applicability	0.677	0.490	0.741	қолдану мүмкіндігі
applicable	0.469	0.430	0.667	қолданылатын
applicant	0.612	0.558	0.688	өтініш беруші
application	0.646	0.445	0.726	қолдану
apply	0.612	0.321	0.667	қолдану
appoint	0.565	0.330	0.509	тағайындау
appointment	0.688	0.594	0.547	кездесу
appointments	0.745	0.677	0.625	тағайындаулар
apportion	0.677	0.490	0.638	бөлу
apportionment	0.552	0.481	0.453	бөлу
appraisal	0.417	0.667	0.682	бағалау
appraise	0.677	0.490	0.696	бағалау
appreciable	0.873	0.491	0.778	маңызды
appreciate	0.885	0.422	0.741	бағалаңыз
appreciated	0.910	0.434	0.779	бағалады
appreciates	0.765	0.500	0.656	бағалайды
appreciation	0.917	0.529	0.588	ризашылық
appreciative	0.857	0.380	0.654	ризашылық
apprehend	0.521	0.624	0.696	ұстау
apprehension	0.385	0.720	0.454	үрей
apprehensive	0.406	0.592	0.431	үрейлі
apprentice	0.615	0.413	0.452	шәкірт
apprenticeship	0.812	0.482	0.643	шәкірттік
approach	0.612	0.392	0.610	көзқарас
approaching	0.740	0.557	0.491	жақындап келе жатыр
approbate	0.646	0.590	0.860	мақұлдау
approbation	0.792	0.529	0.774	апробация
appropriate	0.833	0.368	0.759	қолайлы
appropriation	0.510	0.632	0.717	иелену
approval	0.854	0.460	0.889	бекіту
approve	0.875	0.548	0.741	бекіту
approved	0.833	0.349	0.698	бекітілген
approvement	0.880	0.625	0.780	мақұлдау
approving	0.917	0.583	0.773	мақұлдау
approximate	0.551	0.560	0.520	шамамен
approximately	0.622	0.396	0.538	шамамен
approximating	0.583	0.615	0.471	жуықтау
approximation	0.582	0.402	0.593	жуықтау
appurtenances	0.573	0.412	0.547	жабдықтар
apricot	0.708	0.320	0.278	өрік
apron	0.582	0.208	0.245	алжапқыш
apt	0.582	0.418	0.382	қолайлы
aptitude	0.750	0.471	0.746	бейімділік
aqua	0.656	0.292	0.359	аква
aquamarine	0.729	0.306	0.413	аквамарин
aquarium	0.663	0.327	0.393	аквариум
aquatic	0.677	0.510	0.463	су
aqueduct	0.551	0.411	0.534	акведук
aqueous	0.429	0.270	0.310	сулы
arable	0.510	0.350	0.465	егістік
arbiter	0.561	0.537	0.814	төреші
arbitrary	0.281	0.702	0.686	ерікті
arbitrate	0.470	0.620	0.682	арбитраж
arbitration	0.587	0.602	0.670	арбитраж
arbitrator	0.385	0.448	0.795	арбитр
arbor	0.583	0.490	0.591	арба
arc	0.552	0.388	0.396	доға
arcade	0.676	0.521	0.502	аркада
arcane	0.500	0.490	0.637	жасырын
arch	0.500	0.354	0.468	арка
archaeological	0.740	0.441	0.660	археологиялық
archaeologist	0.552	0.451	0.706	археолог
archaeology	0.596	0.358	0.691	археология
archaic	0.271	0.327	0.332	архаикалық
archangel	0.837	0.500	0.708	бас періште
archbishop	0.622	0.280	0.776	архиепископ
archdiocese	0.400	0.321	0.704	архиепархия
archduke	0.458	0.413	0.634	архинерцог
arched	0.582	0.403	0.398	арка тәрізді
archer	0.573	0.622	0.661	садақшы
archery	0.594	0.604	0.589	садақ ату
archetype	0.448	0.520	0.569	архетип
archipelago	0.745	0.370	0.592	архипелаг
architect	0.776	0.442	0.836	сәулетші
architectural	0.729	0.390	0.670	архитектуралық
architecture	0.820	0.390	0.694	сәулет
archive	0.438	0.294	0.527	мұрағат
arctic	0.615	0.352	0.546	арктикалық
ardent	0.694	0.873	0.722	жалынды
ardor	0.500	0.780	0.538	жалынды
arduous	0.344	0.783	0.605	қиын
area	0.490	0.306	0.464	аумақ
arena	0.510	0.235	0.404	арена
areola	0.417	0.396	0.381	ареола
areyoukidding	0.429	0.633	0.400	сен қалжыңдап тұрсың ба
areyoukiddingme	0.365	0.635	0.375	сіз қалжындап тұрсыз ба
argent	0.594	0.418	0.472	аргент
argh	0.260	0.538	0.328	арғ
arghh	0.292	0.536	0.397	arghh
arghhhh	0.250	0.618	0.324	ағххх
argue	0.093	0.798	0.525	дауласу
argument	0.510	0.464	0.698	аргумент
argumentation	0.479	0.549	0.760	аргументация
argumentative	0.450	0.531	0.679	дәлелді
arguments	0.541	0.602	0.657	аргументтер
arid	0.323	0.333	0.379	құрғақ
arise	0.750	0.582	0.725	пайда болады
aristocracy	0.688	0.549	0.842	ақсүйектер
aristocrat	0.583	0.413	0.811	ақсүйек
aristocratic	0.449	0.519	0.676	ақсүйектер
arithmetic	0.453	0.460	0.634	арифметика
ark	0.396	0.427	0.543	кеме
arm	0.552	0.285	0.469	қол
armada	0.408	0.740	0.868	армада
armament	0.198	0.764	0.810	қарулану
armaments	0.192	0.839	0.830	қару-жарақ
armature	0.510	0.558	0.755	арматура
armchair	0.646	0.164	0.339	кресло
armed	0.188	0.750	0.808	қарулы
armor	0.469	0.625	0.784	сауыт
armored	0.469	0.509	0.861	брондалған
armory	0.448	0.663	0.800	қару-жарақ қоймасы
armpit	0.283	0.439	0.250	қолтық
arms	0.464	0.395	0.483	қолдар
army	0.417	0.759	0.902	әскер
aroma	0.823	0.235	0.442	хош иіс
aromatherapy	0.847	0.220	0.473	ароматерапия
arousal	0.791	0.943	0.731	қозу
arouse	0.740	0.491	0.580	ояту
aroused	0.708	0.952	0.667	оятты
arraignment	0.406	0.837	0.534	айыптау
arrange	0.740	0.490	0.571	реттеу
arranged	0.698	0.531	0.728	реттелген
arrangement	0.625	0.382	0.683	реттеу
array	0.521	0.396	0.568	массив
arrears	0.286	0.485	0.302	берешек
arrest	0.146	0.951	0.500	қамауға алу
arrhythmia	0.265	0.706	0.356	аритмия
arrival	0.678	0.510	0.474	келу
arrive	0.837	0.406	0.585	келу
arrogance	0.143	0.750	0.620	менмендік
arrogant	0.115	0.755	0.580	тәкаппар
arrow	0.439	0.390	0.454	жебе
arsehole	0.276	0.598	0.433	арсенал
arseholes	0.188	0.545	0.351	арсеналдар
arsenal	0.365	0.741	0.752	арсенал
arsenic	0.281	0.472	0.447	мышьяк
arson	0.133	0.904	0.567	өртеу
arsonist	0.348	0.840	0.500	от жағушы
art	0.812	0.360	0.603	өнер
arterial	0.396	0.510	0.583	артериялық
artery	0.396	0.580	0.537	артерия
artful	0.771	0.608	0.778	көркем
arthritis	0.110	0.518	0.345	артрит
arthropod	0.344	0.464	0.434	буынаяқты
artichoke	0.583	0.218	0.287	артишок
article	0.594	0.280	0.481	мақала
articles	0.552	0.324	0.565	мақалалар
articulate	0.677	0.462	0.618	айту
articulation	0.479	0.480	0.591	артикуляция
artifact	0.510	0.500	0.566	артефакт
artifice	0.316	0.696	0.482	жасандылық
artificial	0.306	0.385	0.351	жасанды
artillery	0.350	0.912	0.794	артиллерия
artisan	0.781	0.330	0.411	қолөнерші
artist	0.802	0.442	0.732	әртіс
artiste	0.844	0.512	0.565	суретші
artistic	0.802	0.646	0.632	көркем
artistry	0.823	0.346	0.769	көркемдік
artists	0.796	0.667	0.741	суретшілер
artwork	0.896	0.368	0.679	өнер туындысы
arty	0.490	0.422	0.388	өнерлі
asap	0.571	0.500	0.552	мүмкіндігінше тезірек
asbestos	0.357	0.481	0.464	асбест
ascend	0.830	0.620	0.812	көтерілу
ascendancy	0.724	0.625	0.700	өрлеу
ascendant	0.656	0.673	0.821	өрлеу
ascending	0.826	0.644	0.777	көтерілу
ascension	0.765	0.720	0.714	өрлеу
ascent	0.755	0.627	0.833	өрлеу
ascertain	0.560	0.530	0.625	анықтау
ascertained	0.531	0.529	0.616	анықталды
ascetic	0.438	0.375	0.472	аскеттік
ash	0.260	0.210	0.207	күл
ashamed	0.156	0.588	0.228	ұялды
ashes	0.327	0.279	0.142	күл
ashtray	0.406	0.382	0.265	күлсалғыш
asinine	0.429	0.472	0.433	asinine
ask	0.531	0.440	0.459	сұраңыз
asleeep	0.490	0.210	0.322	ұйықтап жатыр
asleep	0.604	0.100	0.270	ұйықтап жатыр
asp	0.438	0.489	0.375	asp
asparagus	0.469	0.317	0.264	қояншөп
aspartame	0.469	0.480	0.322	аспартам
aspect	0.479	0.469	0.588	аспект
aspects	0.439	0.480	0.565	аспектілері
aspen	0.479	0.280	0.395	көктерек
asphalt	0.479	0.264	0.439	асфальт
asphyxia	0.198	0.704	0.311	асфиксия
asphyxiation	0.059	0.745	0.412	асфиксия
aspiration	0.704	0.724	0.675	ұмтылу
aspire	0.812	0.469	0.722	ұмтылу
aspirin	0.479	0.271	0.422	аспирин
aspiring	0.844	0.582	0.604	ұмтылу
