English Word	Valence	Arousal	Dominance	Macedonian Word
anesthesiologist	0.419	0.224	0.526	анестезиолог
anesthetic	0.350	0.264	0.482	анестетик
aneurysm	0.115	0.690	0.536	аневризма
anew	0.771	0.358	0.385	одново
angel	0.906	0.158	0.704	ангел
angelic	0.927	0.298	0.668	ангелски
anger	0.167	0.865	0.657	гнев
angered	0.010	0.860	0.547	налутен
angermanagement	0.260	0.632	0.482	управување со гневот
angina	0.230	0.630	0.464	ангина
angiogram	0.347	0.520	0.465	ангиограм
angiography	0.378	0.536	0.520	ангиографија
angle	0.541	0.330	0.455	агол
angling	0.625	0.408	0.500	риболов
angora	0.529	0.425	0.405	ангора
angriest	0.094	0.892	0.430	најлут
angry	0.122	0.830	0.604	лути
angrytweet	0.265	0.644	0.471	лути твит
angst	0.167	0.888	0.333	вознемиреност
anguish	0.153	0.792	0.265	мака
anguished	0.135	0.720	0.307	вознемирен
angular	0.449	0.281	0.444	аголна
anhydrous	0.456	0.365	0.355	безводен
animal	0.521	0.510	0.513	животно
animate	0.827	0.755	0.635	анимира
animated	0.823	0.676	0.538	анимирани
animation	0.888	0.750	0.549	анимација
animosity	0.510	0.724	0.545	непријателство
animus	0.698	0.676	0.466	анимус
ankle	0.500	0.274	0.234	глуждот
anklet	0.410	0.276	0.302	глужд
annals	0.427	0.610	0.424	анали
annex	0.594	0.350	0.458	анекс
annexation	0.342	0.500	0.555	припојување
annexe	0.584	0.350	0.392	анекс
annihilate	0.115	0.918	0.681	уништи
annihilated	0.080	0.760	0.324	уништени
annihilation	0.041	0.800	0.591	уништување
anniversary	0.880	0.770	0.723	годишнина
annotate	0.592	0.469	0.441	забелешка
annotation	0.604	0.470	0.619	прибелешка
announce	0.694	0.618	0.611	објави
announcement	0.729	0.491	0.482	најава
announcer	0.602	0.570	0.732	најавувач
annoy	0.094	0.765	0.286	досадуваат
annoyance	0.167	0.718	0.342	вознемиреност
annoyed	0.104	0.783	0.345	изнервиран
annoyin	0.260	0.573	0.352	досадни
annoying	0.082	0.853	0.348	досадни
annoys	0.146	0.778	0.435	нервира
annual	0.552	0.236	0.500	годишен
annuity	0.521	0.304	0.527	ануитет
annul	0.250	0.448	0.364	поништи
annular	0.310	0.385	0.412	прстенест
annulment	0.153	0.375	0.447	поништување
annulus	0.458	0.380	0.376	анулус
anointed	0.500	0.368	0.579	помазани
anointing	0.653	0.350	0.547	помазание
anomalous	0.281	0.480	0.423	аномални
anomaly	0.188	0.538	0.404	аномалија
anon	0.479	0.354	0.298	анон
anonymity	0.469	0.255	0.430	анонимност
anonymous	0.396	0.291	0.431	анонимни
anorexic	0.160	0.618	0.245	анорексични
answer	0.537	0.373	0.661	одговори
answerable	0.708	0.481	0.750	одговорен
answering	0.684	0.500	0.607	одговарајќи
ant	0.448	0.216	0.216	мравка
antagonism	0.224	0.618	0.524	антагонизам
antagonist	0.240	0.615	0.700	антагонист
antagonistic	0.296	0.604	0.565	антагонистички
antagonize	0.143	0.663	0.629	антагонизираат
ante	0.448	0.320	0.417	анте
antecedent	0.427	0.551	0.566	претходник
antelope	0.542	0.510	0.500	антилопа
antenna	0.521	0.327	0.358	антена
anterior	0.510	0.245	0.362	предниот
anthem	0.780	0.343	0.729	химна
anthill	0.327	0.578	0.377	мравјалник
anthology	0.338	0.406	0.537	антологија
anthrax	0.188	0.730	0.500	антракс
anthropological	0.367	0.390	0.490	антрополошки
anthropologist	0.551	0.385	0.725	антрополог
anthropology	0.490	0.367	0.582	антропологијата
anti	0.365	0.412	0.384	анти
antiaircraft	0.330	0.622	0.629	противавионски
antibiotic	0.510	0.373	0.658	антибиотик
antibiotics	0.448	0.406	0.557	антибиотици
antichrist	0.082	0.837	0.544	антихристот
anticipate	0.622	0.469	0.667	предвидуваат
anticipation	0.698	0.539	0.711	исчекување
anticipatory	0.653	0.551	0.682	антиципативно
antics	0.448	0.740	0.236	лудории
antidote	0.541	0.490	0.629	противотров
antifungal	0.408	0.412	0.441	антифунгални
antigravity	0.430	0.714	0.658	антигравитација
antimony	0.378	0.398	0.490	антимон
antipathy	0.198	0.549	0.393	антипатија
antiquarian	0.500	0.233	0.426	антикварец
antiquated	0.420	0.392	0.236	застарена
antique	0.634	0.290	0.518	антички
antiques	0.540	0.370	0.595	антиквитети
antiquity	0.385	0.333	0.556	антиката
antiseptic	0.438	0.370	0.623	антисептик
antisocial	0.146	0.686	0.391	асоцијални
antithesis	0.396	0.412	0.536	антитеза
antithetical	0.271	0.509	0.358	антитетички
antiviral	0.459	0.470	0.549	антивирусно
antler	0.448	0.470	0.500	рогови
antsy	0.449	0.558	0.417	мравки
anus	0.347	0.644	0.350	анусот
anvil	0.380	0.510	0.604	наковална
anxiety	0.146	0.865	0.342	анксиозност
anxietyattack	0.150	0.925	0.446	анксиозниот напад
anxious	0.281	0.875	0.434	вознемирен
anxiousness	0.235	0.814	0.282	анксиозност
anytime	0.625	0.461	0.436	во секое време
aorta	0.448	0.510	0.542	аортата
aortic	0.436	0.540	0.438	аортна
apace	0.536	0.500	0.536	забрзано
apache	0.687	0.469	0.500	апачи
apartment	0.719	0.393	0.580	стан
apartments	0.704	0.337	0.443	апартмани
apathetic	0.188	0.292	0.333	апатичен
apathy	0.184	0.212	0.204	апатија
ape	0.548	0.389	0.336	мајмун
aperture	0.612	0.450	0.667	отворот
apex	0.570	0.433	0.418	врвот
aphid	0.388	0.473	0.407	вошка вошка
aphrodisiac	0.750	0.846	0.667	афродизијак
apiece	0.439	0.259	0.383	парче
aplomb	0.500	0.509	0.582	апломб
apocalypse	0.050	0.867	0.736	апокалипса
apocalyptic	0.173	0.880	0.750	апокалиптичен
apologetic	0.479	0.461	0.571	извини
apologist	0.406	0.429	0.526	апологет
apologize	0.551	0.378	0.389	извини
apology	0.571	0.346	0.402	извинување
apostasy	0.388	0.520	0.517	отпадништво
apostate	0.342	0.500	0.528	отпадник
apostle	0.646	0.347	0.732	апостол
apostolic	0.592	0.300	0.717	апостолски
apostrophe	0.469	0.368	0.537	апостроф
apothecary	0.561	0.328	0.529	аптекар
appalled	0.194	0.792	0.562	згрозени
appalling	0.160	0.827	0.415	ужасно
apparatus	0.375	0.353	0.377	апарат
apparel	0.698	0.435	0.453	облека
apparent	0.473	0.383	0.398	очигледна
apparently	0.531	0.410	0.426	очигледно
apparition	0.406	0.573	0.636	привидение
appeal	0.663	0.598	0.558	жалба
appear	0.735	0.506	0.567	се појавуваат
appearance	0.669	0.490	0.534	изглед
appease	0.633	0.278	0.434	смири
appellant	0.327	0.588	0.568	жалител
append	0.573	0.464	0.453	додаток
appendage	0.229	0.382	0.438	додаток
appendectomy	0.177	0.670	0.554	апендектомија
appendicitis	0.031	0.640	0.347	апендицитис
appendix	0.365	0.387	0.425	додаток
appetite	0.704	0.637	0.581	апетитот
appetizer	0.755	0.560	0.406	мезе
appetizing	0.806	0.657	0.688	апетитен
applaud	0.865	0.824	0.464	аплаудира
applause	0.953	0.857	0.621	аплауз
apple	0.811	0.300	0.264	јаболко
apple juice	0.765	0.204	0.294	сок од јаболко
applejack	0.604	0.431	0.473	јаболкоџек
applesauce	0.750	0.167	0.291	сос од јаболка
appliance	0.582	0.453	0.538	апаратот
appliances	0.594	0.394	0.567	апарати
applicability	0.677	0.490	0.741	применливост
applicable	0.469	0.430	0.667	применливи
applicant	0.612	0.558	0.688	апликант
application	0.646	0.445	0.726	апликација
apply	0.612	0.321	0.667	се применуваат
appoint	0.565	0.330	0.509	назначи
appointment	0.688	0.594	0.547	назначување
appointments	0.745	0.677	0.625	состаноци
apportion	0.677	0.490	0.638	распределба
apportionment	0.552	0.481	0.453	распределба
appraisal	0.417	0.667	0.682	проценка
appraise	0.677	0.490	0.696	оценуваат
appreciable	0.873	0.491	0.778	забележлив
appreciate	0.885	0.422	0.741	цени
appreciated	0.910	0.434	0.779	ценети
appreciates	0.765	0.500	0.656	цени
appreciation	0.917	0.529	0.588	благодарност
appreciative	0.857	0.380	0.654	благодарен
apprehend	0.521	0.624	0.696	приведат
apprehension	0.385	0.720	0.454	приведување
apprehensive	0.406	0.592	0.431	застрашувачки
apprentice	0.615	0.413	0.452	чирак
apprenticeship	0.812	0.482	0.643	стажирање
approach	0.612	0.392	0.610	приод
approaching	0.740	0.557	0.491	се приближува
approbate	0.646	0.590	0.860	одобруваат
approbation	0.792	0.529	0.774	одобрување
appropriate	0.833	0.368	0.759	соодветно
appropriation	0.510	0.632	0.717	присвојување
approval	0.854	0.460	0.889	одобрување
approve	0.875	0.548	0.741	одобри
approved	0.833	0.349	0.698	одобрени
approvement	0.880	0.625	0.780	одобрување
approving	0.917	0.583	0.773	одобрување
approximate	0.551	0.560	0.520	приближна
approximately	0.622	0.396	0.538	приближно
approximating	0.583	0.615	0.471	приближување
approximation	0.582	0.402	0.593	приближување
appurtenances	0.573	0.412	0.547	додатоци
apricot	0.708	0.320	0.278	кајсија
apron	0.582	0.208	0.245	престилка
apt	0.582	0.418	0.382	Апт
aptitude	0.750	0.471	0.746	способност
aqua	0.656	0.292	0.359	аква
aquamarine	0.729	0.306	0.413	аквамарин
aquarium	0.663	0.327	0.393	аквариум
aquatic	0.677	0.510	0.463	водни
aqueduct	0.551	0.411	0.534	аквадукт
aqueous	0.429	0.270	0.310	воден
arable	0.510	0.350	0.465	обработлива
arbiter	0.561	0.537	0.814	арбитер
arbitrary	0.281	0.702	0.686	произволна
arbitrate	0.470	0.620	0.682	арбитрира
arbitration	0.587	0.602	0.670	арбитража
arbitrator	0.385	0.448	0.795	арбитер
arbor	0.583	0.490	0.591	Арбор
arc	0.552	0.388	0.396	лак
arcade	0.676	0.521	0.502	аркада
arcane	0.500	0.490	0.637	таинствени
arch	0.500	0.354	0.468	арх
archaeological	0.740	0.441	0.660	археолошки
archaeologist	0.552	0.451	0.706	археолог
archaeology	0.596	0.358	0.691	археологијата
archaic	0.271	0.327	0.332	архаични
archangel	0.837	0.500	0.708	архангел
archbishop	0.622	0.280	0.776	архиепископ
archdiocese	0.400	0.321	0.704	архиепископија
archduke	0.458	0.413	0.634	надвојводата
arched	0.582	0.403	0.398	заоблени
archer	0.573	0.622	0.661	стрелец
archery	0.594	0.604	0.589	Стрелаштво
archetype	0.448	0.520	0.569	архетип
archipelago	0.745	0.370	0.592	архипелаг
architect	0.776	0.442	0.836	архитект
architectural	0.729	0.390	0.670	архитектонски
architecture	0.820	0.390	0.694	архитектура
archive	0.438	0.294	0.527	архива
arctic	0.615	0.352	0.546	Арктикот
ardent	0.694	0.873	0.722	жесток
ardor	0.500	0.780	0.538	жар
arduous	0.344	0.783	0.605	макотрпна
area	0.490	0.306	0.464	област
arena	0.510	0.235	0.404	арена
areola	0.417	0.396	0.381	ареола
areyoukidding	0.429	0.633	0.400	се шегувате
areyoukiddingme	0.365	0.635	0.375	ме зафркаваш
argent	0.594	0.418	0.472	аргент
argh	0.260	0.538	0.328	арг
arghh	0.292	0.536	0.397	аргх
arghhhh	0.250	0.618	0.324	аргххх
argue	0.093	0.798	0.525	расправаат
argument	0.510	0.464	0.698	аргумент
argumentation	0.479	0.549	0.760	аргументација
argumentative	0.450	0.531	0.679	аргументирано
arguments	0.541	0.602	0.657	аргументи
arid	0.323	0.333	0.379	сушен
arise	0.750	0.582	0.725	се јавуваат
aristocracy	0.688	0.549	0.842	аристократија
aristocrat	0.583	0.413	0.811	аристократ
aristocratic	0.449	0.519	0.676	аристократски
arithmetic	0.453	0.460	0.634	аритметика
ark	0.396	0.427	0.543	ковчег
arm	0.552	0.285	0.469	рака
armada	0.408	0.740	0.868	армада
armament	0.198	0.764	0.810	вооружување
armaments	0.192	0.839	0.830	вооружување
armature	0.510	0.558	0.755	арматура
armchair	0.646	0.164	0.339	фотелја
armed	0.188	0.750	0.808	вооружени
armor	0.469	0.625	0.784	оклоп
armored	0.469	0.509	0.861	оклопни
armory	0.448	0.663	0.800	оружарница
armpit	0.283	0.439	0.250	пазува
arms	0.464	0.395	0.483	оружје
army	0.417	0.759	0.902	армија
aroma	0.823	0.235	0.442	арома
aromatherapy	0.847	0.220	0.473	ароматерапијата
arousal	0.791	0.943	0.731	возбуда
arouse	0.740	0.491	0.580	предизвикува
aroused	0.708	0.952	0.667	возбуден
arraignment	0.406	0.837	0.534	судење
arrange	0.740	0.490	0.571	организира
arranged	0.698	0.531	0.728	наредени
arrangement	0.625	0.382	0.683	аранжман
array	0.521	0.396	0.568	низа
arrears	0.286	0.485	0.302	заостанати долгови
arrest	0.146	0.951	0.500	апсење
arrhythmia	0.265	0.706	0.356	аритмија
arrival	0.678	0.510	0.474	пристигнување
arrive	0.837	0.406	0.585	пристигнете
arrogance	0.143	0.750	0.620	ароганција
arrogant	0.115	0.755	0.580	арогантен
arrow	0.439	0.390	0.454	стрелка
arsehole	0.276	0.598	0.433	арсеол
arseholes	0.188	0.545	0.351	арсела
arsenal	0.365	0.741	0.752	арсенал
arsenic	0.281	0.472	0.447	арсен
arson	0.133	0.904	0.567	подметнување пожар
arsonist	0.348	0.840	0.500	пироман
art	0.812	0.360	0.603	уметност
arterial	0.396	0.510	0.583	артериски
artery	0.396	0.580	0.537	артерија
artful	0.771	0.608	0.778	вештачки
arthritis	0.110	0.518	0.345	артритис
arthropod	0.344	0.464	0.434	членконоги
artichoke	0.583	0.218	0.287	артишок
article	0.594	0.280	0.481	статија
articles	0.552	0.324	0.565	статии
articulate	0.677	0.462	0.618	артикулираат
articulation	0.479	0.480	0.591	артикулација
artifact	0.510	0.500	0.566	артефакт
artifice	0.316	0.696	0.482	вештачење
artificial	0.306	0.385	0.351	вештачки
artillery	0.350	0.912	0.794	артилерија
artisan	0.781	0.330	0.411	занаетчија
artist	0.802	0.442	0.732	уметник
artiste	0.844	0.512	0.565	уметник
artistic	0.802	0.646	0.632	уметнички
