English Word	Valence	Arousal	Dominance	Hawaiian Word
amnesty	0.551	0.451	0.814	kalahala
amorous	0.844	0.670	0.636	aloha
amorphous	0.327	0.402	0.349	amorphous
amortization	0.592	0.491	0.522	hoʻokaʻawale ʻana
amount	0.562	0.422	0.649	nui
amour	0.865	0.480	0.652	aloha
amp	0.439	0.393	0.375	amp
ampersand	0.480	0.448	0.483	ampersand
amphetamines	0.133	0.667	0.526	amphetamines
amphibian	0.427	0.357	0.474	amphibian
amphibious	0.479	0.346	0.445	amphibious
amphitheater	0.653	0.480	0.545	hale hōʻikeʻike
ample	0.744	0.349	0.719	lawa
amplification	0.690	0.677	0.810	hoʻonui
amplify	0.677	0.735	0.827	hoʻonui
amplitude	0.694	0.439	0.692	amplitude
amply	0.781	0.431	0.766	nui
amputate	0.092	0.660	0.509	ʻoki ʻoki
amputation	0.100	0.755	0.483	ʻoki ʻoki
amuck	0.385	0.602	0.321	amuck
amulet	0.781	0.260	0.630	amulet
amuse	0.812	0.684	0.664	lealea
amused	0.942	0.847	0.596	leʻaleʻa
amusement	0.929	0.837	0.803	leʻaleʻa
amusing	0.960	0.829	0.632	ʻoluʻolu
ana	0.541	0.300	0.314	ana
anaconda	0.146	0.830	0.540	anaconda
anaesthesia	0.350	0.217	0.473	maʻi maʻi maʻi
anaesthetic	0.449	0.268	0.509	mea hoʻopaneʻe
anagram	0.552	0.327	0.449	anagram
anal	0.333	0.798	0.334	anal
analgesic	0.417	0.321	0.441	analgesic
analogous	0.531	0.270	0.500	mea hoohalike
analogue	0.570	0.320	0.446	analogue
analogy	0.510	0.367	0.509	hoohalike
analysis	0.729	0.448	0.705	kālailai
analyst	0.604	0.415	0.755	kanaka kālailai
analytic	0.665	0.521	0.634	kālailai
analytical	0.625	0.324	0.800	kālailai
analyze	0.667	0.462	0.710	kālailai
analyzer	0.625	0.556	0.854	mea kālailai
anaphylactic	0.378	0.588	0.500	anaphylactic
anarchism	0.125	0.804	0.623	anarchism
anarchist	0.204	0.700	0.759	anarchist
anarchy	0.146	0.755	0.620	kūʻē
anastomosis	0.375	0.470	0.490	anastomosis
anathema	0.286	0.490	0.519	hoinoino
anatomic	0.562	0.442	0.546	anatomic
anatomy	0.562	0.390	0.571	anatomy
ancestor	0.592	0.388	0.594	kupuna
ancestral	0.640	0.481	0.750	kupuna
ancestry	0.708	0.519	0.717	kupuna
anchor	0.520	0.284	0.564	heleuma
anchorage	0.500	0.325	0.639	pae moku
ancient	0.420	0.217	0.439	kahiko
ancillary	0.449	0.442	0.278	kokua
androgen	0.255	0.523	0.527	androgene
android	0.663	0.436	0.500	android
anecdote	0.583	0.529	0.500	moʻolelo moʻolelo
anemia	0.188	0.327	0.310	anemia
anemic	0.167	0.279	0.155	anemic
anemone	0.552	0.538	0.327	anemone
anesthesia	0.365	0.216	0.394	maʻi maʻi maʻi
anesthesiologist	0.419	0.224	0.526	mea hoʻomaʻi hoʻomaʻau
anesthetic	0.350	0.264	0.482	mea hoʻopaneʻe
aneurysm	0.115	0.690	0.536	aneurysm
anew	0.771	0.358	0.385	hou
angel	0.906	0.158	0.704	ʻānela
angelic	0.927	0.298	0.668	ʻānela
anger	0.167	0.865	0.657	huhu
angered	0.010	0.860	0.547	huhu
angermanagement	0.260	0.632	0.482	hooponopono huhu
angina	0.230	0.630	0.464	angina
angiogram	0.347	0.520	0.465	angiogram
angiography	0.378	0.536	0.520	angiography
angle	0.541	0.330	0.455	kihi
angling	0.625	0.408	0.500	ka lawaiʻa ʻana
angora	0.529	0.425	0.405	angora
angriest	0.094	0.892	0.430	huhu loa
angry	0.122	0.830	0.604	huhu
angrytweet	0.265	0.644	0.471	angrytweet
angst	0.167	0.888	0.333	huhū
anguish	0.153	0.792	0.265	ehaeha
anguished	0.135	0.720	0.307	ehaeha
angular	0.449	0.281	0.444	angular
anhydrous	0.456	0.365	0.355	anhydrous
animal	0.521	0.510	0.513	holoholona
animate	0.827	0.755	0.635	hoʻolaula
animated	0.823	0.676	0.538	hoʻoulu ʻia
animation	0.888	0.750	0.549	hoʻouluulu
animosity	0.510	0.724	0.545	inaina
animus	0.698	0.676	0.466	animus
ankle	0.500	0.274	0.234	kuʻekuʻe wāwae
anklet	0.410	0.276	0.302	kuʻekuʻe wāwae
annals	0.427	0.610	0.424	moolelo
annex	0.594	0.350	0.458	hoʻohui
annexation	0.342	0.500	0.555	hoʻohui ʻia
annexe	0.584	0.350	0.392	hoʻohui
annihilate	0.115	0.918	0.681	e hoopau
annihilated	0.080	0.760	0.324	hoopauia
annihilation	0.041	0.800	0.591	hoopau ana
anniversary	0.880	0.770	0.723	lā hoʻomanaʻo
annotate	0.592	0.469	0.441	hōʻike
annotation	0.604	0.470	0.619	hōʻike
announce	0.694	0.618	0.611	hoolaha
announcement	0.729	0.491	0.482	hoolaha
announcer	0.602	0.570	0.732	mea hoolaha
annoy	0.094	0.765	0.286	hoonaukiuki
annoyance	0.167	0.718	0.342	hoonaukiuki
annoyed	0.104	0.783	0.345	huhū
annoyin	0.260	0.573	0.352	hoʻonāukiuki
annoying	0.082	0.853	0.348	hoonaukiuki
annoys	0.146	0.778	0.435	hoonaukiuki
annual	0.552	0.236	0.500	makahiki
annuity	0.521	0.304	0.527	makahiki makahiki
annul	0.250	0.448	0.364	hoʻopau
annular	0.310	0.385	0.412	annular
annulment	0.153	0.375	0.447	hoʻopau ʻana
annulus	0.458	0.380	0.376	annulus
anointed	0.500	0.368	0.579	poniia
anointing	0.653	0.350	0.547	poni ana
anomalous	0.281	0.480	0.423	anomali
anomaly	0.188	0.538	0.404	anomali
anon	0.479	0.354	0.298	anon
anonymity	0.469	0.255	0.430	inoa ʻole
anonymous	0.396	0.291	0.431	inoa ʻole
anorexic	0.160	0.618	0.245	anorexic
answer	0.537	0.373	0.661	pane
answerable	0.708	0.481	0.750	hiki ke pane
answering	0.684	0.500	0.607	pane ana
ant	0.448	0.216	0.216	ant
antagonism	0.224	0.618	0.524	hoʻopaʻapaʻa
antagonist	0.240	0.615	0.700	mea kūʻē
antagonistic	0.296	0.604	0.565	kūʻē
antagonize	0.143	0.663	0.629	kūʻē
ante	0.448	0.320	0.417	ante
antecedent	0.427	0.551	0.566	mua
antelope	0.542	0.510	0.500	antelope
antenna	0.521	0.327	0.358	antenna
anterior	0.510	0.245	0.362	mua
anthem	0.780	0.343	0.729	himeni
anthill	0.327	0.578	0.377	ʻanuʻu
anthology	0.338	0.406	0.537	moolelo mele
anthrax	0.188	0.730	0.500	anthrax
anthropological	0.367	0.390	0.490	anthropological
anthropologist	0.551	0.385	0.725	anthropologist
anthropology	0.490	0.367	0.582	anthropology
anti	0.365	0.412	0.384	kūʻē
antiaircraft	0.330	0.622	0.629	antiaircraft
antibiotic	0.510	0.373	0.658	lāʻau lapaʻau
antibiotics	0.448	0.406	0.557	nā lāʻau lapaʻau
antichrist	0.082	0.837	0.544	antikristo
anticipate	0.622	0.469	0.667	e manao mua
anticipation	0.698	0.539	0.711	ka manao ana
anticipatory	0.653	0.551	0.682	hoʻomaka mua
antics	0.448	0.740	0.236	nā hana hoʻopunipuni
antidote	0.541	0.490	0.629	lāʻau lapaʻau
antifungal	0.408	0.412	0.441	antifungal
antigravity	0.430	0.714	0.658	antigravity
antimony	0.378	0.398	0.490	antimony
antipathy	0.198	0.549	0.393	antipathy
antiquarian	0.500	0.233	0.426	mea kahiko
antiquated	0.420	0.392	0.236	kahiko
antique	0.634	0.290	0.518	kahiko
antiques	0.540	0.370	0.595	nā mea kahiko
antiquity	0.385	0.333	0.556	kahiko
antiseptic	0.438	0.370	0.623	antiseptic
antisocial	0.146	0.686	0.391	kūʻē i ka pilikanaka
antithesis	0.396	0.412	0.536	kūʻē
antithetical	0.271	0.509	0.358	kūʻē
antiviral	0.459	0.470	0.549	antiviral
antler	0.448	0.470	0.500	ʻanuʻu
antsy	0.449	0.558	0.417	ʻāhuehue
anus	0.347	0.644	0.350	anus
anvil	0.380	0.510	0.604	anvil
anxiety	0.146	0.865	0.342	hopohopo
anxietyattack	0.150	0.925	0.446	hoʻouka kaua
anxious	0.281	0.875	0.434	hopohopo
anxiousness	0.235	0.814	0.282	ka hopohopo
anytime	0.625	0.461	0.436	i kēlā me kēia manawa
aorta	0.448	0.510	0.542	aorta
aortic	0.436	0.540	0.438	aortic
apace	0.536	0.500	0.536	wikiwiki
apache	0.687	0.469	0.500	apache
apartment	0.719	0.393	0.580	hale noho
apartments	0.704	0.337	0.443	hale noho
apathetic	0.188	0.292	0.333	manaʻo ʻole
apathy	0.184	0.212	0.204	manaʻo ʻole
ape	0.548	0.389	0.336	ape
aperture	0.612	0.450	0.667	puka hāmama
apex	0.570	0.433	0.418	piko
aphid	0.388	0.473	0.407	aphid
aphrodisiac	0.750	0.846	0.667	aphrodisiac
apiece	0.439	0.259	0.383	pakahi
aplomb	0.500	0.509	0.582	aloha
apocalypse	0.050	0.867	0.736	apocalypse
apocalyptic	0.173	0.880	0.750	apokalipika
apologetic	0.479	0.461	0.571	kalahala
apologist	0.406	0.429	0.526	mea noiʻi
apologize	0.551	0.378	0.389	e kala mai
apology	0.571	0.346	0.402	kalahala
apostasy	0.388	0.520	0.517	ka haalele ana
apostate	0.342	0.500	0.528	hoolele
apostle	0.646	0.347	0.732	lunaolelo
apostolic	0.592	0.300	0.717	lunaolelo
apostrophe	0.469	0.368	0.537	apostrophe
apothecary	0.561	0.328	0.529	lāʻau lapaʻau
appalled	0.194	0.792	0.562	weliweli
appalling	0.160	0.827	0.415	weliweli
apparatus	0.375	0.353	0.377	mea lako
apparel	0.698	0.435	0.453	lole lole
apparent	0.473	0.383	0.398	maopopo
apparently	0.531	0.410	0.426	me he mea la
apparition	0.406	0.573	0.636	ʻikea
appeal	0.663	0.598	0.558	hoʻopiʻi
appear	0.735	0.506	0.567	puka mai
appearance	0.669	0.490	0.534	helehelena
appease	0.633	0.278	0.434	e hooluolu
appellant	0.327	0.588	0.568	mea hoopii
append	0.573	0.464	0.453	hoʻopili
appendage	0.229	0.382	0.438	hoʻopili
appendectomy	0.177	0.670	0.554	appendectomy
appendicitis	0.031	0.640	0.347	apendisitis
appendix	0.365	0.387	0.425	hoʻopili
appetite	0.704	0.637	0.581	ʻai ʻai
appetizer	0.755	0.560	0.406	mea ʻai ʻai
appetizing	0.806	0.657	0.688	ʻai ʻai
applaud	0.865	0.824	0.464	hoʻomaikaʻi
applause	0.953	0.857	0.621	paʻipaʻi
apple	0.811	0.300	0.264	ʻāpala
apple juice	0.765	0.204	0.294	wai ʻāpala
applejack	0.604	0.431	0.473	applejack
applesauce	0.750	0.167	0.291	ʻāpala
appliance	0.582	0.453	0.538	mea hana
appliances	0.594	0.394	0.567	nā mea hana
applicability	0.677	0.490	0.741	kūpono
applicable	0.469	0.430	0.667	pili
applicant	0.612	0.558	0.688	mea noi
application	0.646	0.445	0.726	palapala noi
apply	0.612	0.321	0.667	pili
appoint	0.565	0.330	0.509	hoonoho
appointment	0.688	0.594	0.547	hookohu
appointments	0.745	0.677	0.625	na hookohu
apportion	0.677	0.490	0.638	puunaue
apportionment	0.552	0.481	0.453	mahele ana
appraisal	0.417	0.667	0.682	loiloi
appraise	0.677	0.490	0.696	loiloi
appreciable	0.873	0.491	0.778	mahalo
appreciate	0.885	0.422	0.741	mahalo
appreciated	0.910	0.434	0.779	mahalo ʻia
appreciates	0.765	0.500	0.656	mahalo
appreciation	0.917	0.529	0.588	mahalo
appreciative	0.857	0.380	0.654	mahalo
apprehend	0.521	0.624	0.696	hopu
apprehension	0.385	0.720	0.454	ka hopohopo
apprehensive	0.406	0.592	0.431	hopohopo
apprentice	0.615	0.413	0.452	haumana
apprenticeship	0.812	0.482	0.643	hoʻonaʻauao
approach	0.612	0.392	0.610	hoʻokokoke
approaching	0.740	0.557	0.491	e hookokoke mai ana
approbate	0.646	0.590	0.860	aponoia
approbation	0.792	0.529	0.774	ʻae ʻia
appropriate	0.833	0.368	0.759	kūpono
appropriation	0.510	0.632	0.717	haawina
approval	0.854	0.460	0.889	ʻae ʻia
approve	0.875	0.548	0.741	apono
approved	0.833	0.349	0.698	aponoia
approvement	0.880	0.625	0.780	apono ana
approving	0.917	0.583	0.773	apono ana
approximate	0.551	0.560	0.520	pili
approximately	0.622	0.396	0.538	kokoke
approximating	0.583	0.615	0.471	pili ana
approximation	0.582	0.402	0.593	hoʻopili
appurtenances	0.573	0.412	0.547	nā mea hana
apricot	0.708	0.320	0.278	apricot
apron	0.582	0.208	0.245	apron
apt	0.582	0.418	0.382	apt
aptitude	0.750	0.471	0.746	akamai
aqua	0.656	0.292	0.359	ka wai
aquamarine	0.729	0.306	0.413	aquamarine
aquarium	0.663	0.327	0.393	aquarium
aquatic	0.677	0.510	0.463	kai wai
aqueduct	0.551	0.411	0.534	aqueduct
aqueous	0.429	0.270	0.310	wai wai
arable	0.510	0.350	0.465	mahiʻai
arbiter	0.561	0.537	0.814	mea hooponopono
arbitrary	0.281	0.702	0.686	kūʻokoʻa
arbitrate	0.470	0.620	0.682	hooponopono
arbitration	0.587	0.602	0.670	ka hooponopono ana
arbitrator	0.385	0.448	0.795	luna hooponopono
arbor	0.583	0.490	0.591	puʻu
arc	0.552	0.388	0.396	arc
arcade	0.676	0.521	0.502	arcade
arcane	0.500	0.490	0.637	poʻo
arch	0.500	0.354	0.468	pio
archaeological	0.740	0.441	0.660	kālaihonua
archaeologist	0.552	0.451	0.706	kālaihonua
archaeology	0.596	0.358	0.691	kālaihonua
archaic	0.271	0.327	0.332	kahiko
archangel	0.837	0.500	0.708	luna ʻānela
archbishop	0.622	0.280	0.776	bihopa nui
archdiocese	0.400	0.321	0.704	ʻAidiocese
archduke	0.458	0.413	0.634	archduke
arched	0.582	0.403	0.398	pio
archer	0.573	0.622	0.661	pana pua
archery	0.594	0.604	0.589	pana pana
archetype	0.448	0.520	0.569	archetype
archipelago	0.745	0.370	0.592	pae ʻāina
architect	0.776	0.442	0.836	mea kālailai
architectural	0.729	0.390	0.670	hale kūkulu hale
architecture	0.820	0.390	0.694	hale hoʻolālā
archive	0.438	0.294	0.527	waihona
arctic	0.615	0.352	0.546	ʻAtika
ardent	0.694	0.873	0.722	ikaika loa
ardor	0.500	0.780	0.538	ʻiʻini
arduous	0.344	0.783	0.605	paʻakikī
area	0.490	0.306	0.464	wahi
arena	0.510	0.235	0.404	kahua kahua
areola	0.417	0.396	0.381	areola
areyoukidding	0.429	0.633	0.400	e hana ana oukou
areyoukiddingme	0.365	0.635	0.375	keu aku
argent	0.594	0.418	0.472	argent
argh	0.260	0.538	0.328	argh
arghh	0.292	0.536	0.397	arghh
arghhhh	0.250	0.618	0.324	arghhhh
argue	0.093	0.798	0.525	hoʻopaʻapaʻa
argument	0.510	0.464	0.698	hoʻopaʻapaʻa
argumentation	0.479	0.549	0.760	hoʻopaʻapaʻa
argumentative	0.450	0.531	0.679	hoʻopaʻapaʻa
arguments	0.541	0.602	0.657	hoʻopaʻapaʻa
arid	0.323	0.333	0.379	maloʻo
arise	0.750	0.582	0.725	ala mai
aristocracy	0.688	0.549	0.842	aliʻi aliʻi
aristocrat	0.583	0.413	0.811	aliʻi aliʻi
aristocratic	0.449	0.519	0.676	aliʻi aliʻi
arithmetic	0.453	0.460	0.634	helu helu
ark	0.396	0.427	0.543	pahu
arm	0.552	0.285	0.469	lima
armada	0.408	0.740	0.868	armada
armament	0.198	0.764	0.810	mea kaua
armaments	0.192	0.839	0.830	nā mea kaua
armature	0.510	0.558	0.755	pale kaua
armchair	0.646	0.164	0.339	noho lima
armed	0.188	0.750	0.808	mea kaua
armor	0.469	0.625	0.784	kapa kila
armored	0.469	0.509	0.861	pale kaua
armory	0.448	0.663	0.800	hale kaua
armpit	0.283	0.439	0.250	lima lima
arms	0.464	0.395	0.483	lima
army	0.417	0.759	0.902	pūʻali koa
aroma	0.823	0.235	0.442	mea ʻala
aromatherapy	0.847	0.220	0.473	ʻalaʻala
arousal	0.791	0.943	0.731	hoala
arouse	0.740	0.491	0.580	hoala
aroused	0.708	0.952	0.667	hoʻāla ʻia
arraignment	0.406	0.837	0.534	hoʻopaʻapaʻa
arrange	0.740	0.490	0.571	hoʻonohonoho
arranged	0.698	0.531	0.728	hoʻonohonoho ʻia
arrangement	0.625	0.382	0.683	hoʻonoho 'ana
array	0.521	0.396	0.568	pūʻulu
arrears	0.286	0.485	0.302	aie
arrest	0.146	0.951	0.500	hopu ʻia
arrhythmia	0.265	0.706	0.356	arrhythmia
arrival	0.678	0.510	0.474	hiki mai
arrive	0.837	0.406	0.585	hiki mai
arrogance	0.143	0.750	0.620	haaheo
arrogant	0.115	0.755	0.580	haaheo
arrow	0.439	0.390	0.454	pua
arsehole	0.276	0.598	0.433	pāʻani
arseholes	0.188	0.545	0.351	nā mea kaua
arsenal	0.365	0.741	0.752	mea kaua
arsenic	0.281	0.472	0.447	arsenic
arson	0.133	0.904	0.567	puhi ahi
arsonist	0.348	0.840	0.500	mea puhi ahi
art	0.812	0.360	0.603	noʻeau
arterial	0.396	0.510	0.583	ʻaʻa
artery	0.396	0.580	0.537	aʻaʻa
artful	0.771	0.608	0.778	akamai
arthritis	0.110	0.518	0.345	maʻi ʻāʻī
arthropod	0.344	0.464	0.434	ʻāmiʻi
artichoke	0.583	0.218	0.287	artichoke
article	0.594	0.280	0.481	ʻatikala
articles	0.552	0.324	0.565	ʻatikala
articulate	0.677	0.462	0.618	haʻiʻōlelo
articulation	0.479	0.480	0.591	haʻi ʻōlelo
artifact	0.510	0.500	0.566	mea waiwai
artifice	0.316	0.696	0.482	hana akamai
artificial	0.306	0.385	0.351	mea hana
artillery	0.350	0.912	0.794	pū puhi
artisan	0.781	0.330	0.411	mea akamai
artist	0.802	0.442	0.732	mea pena kiʻi
artiste	0.844	0.512	0.565	mea pena kiʻi
artistic	0.802	0.646	0.632	hana noʻeau
artistry	0.823	0.346	0.769	ʻoihana kiʻi
artists	0.796	0.667	0.741	nā mea pena kiʻi
artwork	0.896	0.368	0.679	hana noʻeau
arty	0.490	0.422	0.388	hana akamai
asap	0.571	0.500	0.552	hikiwawe
asbestos	0.357	0.481	0.464	asbestos
ascend	0.830	0.620	0.812	pii aku
ascendancy	0.724	0.625	0.700	ka piʻi ʻana
ascendant	0.656	0.673	0.821	piʻi
ascending	0.826	0.644	0.777	e pii ana
ascension	0.765	0.720	0.714	ka pii ana
ascent	0.755	0.627	0.833	ka pii ana
ascertain	0.560	0.530	0.625	maopopo
ascertained	0.531	0.529	0.616	ʻike ʻia
ascetic	0.438	0.375	0.472	haipule
ash	0.260	0.210	0.207	lehu
ashamed	0.156	0.588	0.228	hilahila
ashes	0.327	0.279	0.142	lehu
ashtray	0.406	0.382	0.265	pahu lehu
asinine	0.429	0.472	0.433	ʻawaʻawa
ask	0.531	0.440	0.459	e ninau aku
asleeep	0.490	0.210	0.322	hiamoe
asleep	0.604	0.100	0.270	hiamoe
asp	0.438	0.489	0.375	asp
asparagus	0.469	0.317	0.264	asparagus
aspartame	0.469	0.480	0.322	aspartame
aspect	0.479	0.469	0.588	hiʻohiʻona
aspects	0.439	0.480	0.565	ʻaoʻao
aspen	0.479	0.280	0.395	aspen
asphalt	0.479	0.264	0.439	asphalt
asphyxia	0.198	0.704	0.311	ʻāhuehue
asphyxiation	0.059	0.745	0.412	ʻāhuehue
aspiration	0.704	0.724	0.675	ka manao
aspire	0.812	0.469	0.722	makemake
aspirin	0.479	0.271	0.422	aspirin
aspiring	0.844	0.582	0.604	makemake nui
ass	0.323	0.750	0.345	hoki
assail	0.378	0.510	0.500	hoʻouka kaua
assailant	0.184	0.868	0.602	mea pepehi kanaka
assassin	0.073	0.933	0.632	pepehi kanaka
assassinate	0.051	0.969	0.722	pepehi kanaka
assassination	0.083	0.941	0.525	pepehi kanaka
assault	0.167	0.848	0.550	Limanui
assay	0.633	0.559	0.594	hōʻike
assemblage	0.429	0.452	0.600	hui ʻana
assemble	0.542	0.570	0.750	e hui
assembled	0.663	0.450	0.644	ʻākoakoa ʻia
assembly	0.698	0.500	0.640	hui ana
assemblyman	0.430	0.538	0.760	kanaka ahaolelo
assent	0.615	0.515	0.719	ʻae aku
assert	0.750	0.619	0.809	hōʻoiaʻiʻo
asserting	0.694	0.531	0.736	e hooiaio ana
assertion	0.740	0.442	0.750	ʻōlelo hoʻohiki
assertive	0.719	0.412	0.770	hoʻopaʻapaʻa
assess	0.698	0.500	0.623	loiloi
assessment	0.750	0.623	0.658	loiloi
assessor	0.551	0.538	0.764	luna helu
asset	0.797	0.765	0.788	waiwai
assets	0.667	0.613	0.765	waiwai
asshole	0.133	0.582	0.263	puʻukū
assign	0.622	0.417	0.709	hāʻawi
assignee	0.510	0.462	0.510	mea hāʻawi
assignment	0.483	0.398	0.745	haʻawina
assimilate	0.559	0.391	0.683	hoʻohuihui
assimilation	0.429	0.378	0.463	hoʻohuihui
assist	0.833	0.435	0.629	kokua
assistance	0.656	0.519	0.633	kokua
assistant	0.625	0.390	0.536	kokua
associate	0.812	0.409	0.625	hoapili
association	0.745	0.500	0.817	hui
assorted	0.602	0.460	0.472	huikau
assortment	0.694	0.360	0.526	huikau
assuage	0.745	0.255	0.500	hōʻoluʻolu
assume	0.698	0.401	0.464	manaʻo
assumed	0.612	0.247	0.454	manaʻo ʻia
assuming	0.740	0.390	0.526	manao ana
assumption	0.479	0.431	0.417	manaʻo manaʻo
assurance	0.675	0.442	0.704	hōʻoiaʻiʻo
assure	0.910	0.460	0.839	hōʻoiaʻiʻo
assured	0.878	0.327	0.754	hōʻoiaʻiʻo
assuredly	0.786	0.396	0.833	ʻoiaʻiʻo
asterisk	0.541	0.288	0.273	asterisk
asteroid	0.430	0.721	0.623	asteroid
asteroids	0.361	0.694	0.712	asteroids
asthma	0.198	0.549	0.227	hānō
asthmatic	0.229	0.706	0.294	hānō
astigmatism	0.214	0.490	0.429	astigmatism
astonish	0.786	0.845	0.658	kahaha
astonished	0.510	0.775	0.574	kahaha
astonishing	0.844	0.802	0.821	kahaha
astonishingly	0.827	0.898	0.773	kamahao
astonishment	0.680	0.718	0.519	kahaha
astound	0.729	0.675	0.474	kahaha
astral	0.604	0.417	0.567	astral
astray	0.098	0.676	0.308	lalau
astringent	0.316	0.500	0.474	astringent
astrologer	0.594	0.519	0.673	kilo kilo
astrology	0.635	0.340	0.500	hoku
astronaut	0.792	0.601	0.761	kaʻahele
astronomer	0.750	0.509	0.735	kilo kilo
astronomical	0.600	0.632	0.726	astronomical
astronomy	0.613	0.474	0.722	kilo hoku
astute	0.776	0.658	0.827	akamai
asunder	0.208	0.442	0.259	mokuahana
asylum	0.407	0.330	0.445	hale hoʻomaha
asymmetric	0.580	0.343	0.465	asymmetric
asymmetry	0.476	0.373	0.527	asymmetry
asymptotic	0.479	0.451	0.472	asymptotic
atelier	0.490	0.330	0.705	hale hoʻokipa
atheism	0.276	0.460	0.481	hoʻomanaʻo ʻole
atheistic	0.373	0.481	0.466	hoʻomana ʻole
atherosclerosis	0.250	0.480	0.343	atherosclerosis
athlete	0.781	0.718	0.686	'âlapa
athletic	0.857	0.798	0.708	pāʻani pāʻani
athleticism	0.750	0.863	0.778	pāʻani pāʻani
athletics	0.831	0.691	0.740	nā haʻuki
atlas	0.531	0.306	0.554	atlas
atmosphere	0.604	0.300	0.560	lewa
atmospheric	0.531	0.420	0.594	lewa
atoll	0.480	0.408	0.472	ʻātoli
atom	0.510	0.500	0.433	ʻātoma
atomic	0.327	0.817	0.713	atomika
atone	0.418	0.673	0.411	kalahala
atonement	0.550	0.602	0.683	kalahala
atpeace	0.724	0.298	0.519	ka maluhia
atrium	0.469	0.365	0.473	atrium
atrocious	0.073	0.811	0.445	ʻinoʻino
atrocity	0.115	0.844	0.593	hana ʻino
atrophy	0.177	0.540	0.208	atrophy
attach	0.520	0.363	0.559	hoʻopili
attached	0.562	0.350	0.439	pili
attachment	0.570	0.343	0.500	hoʻopili
attack	0.286	0.948	0.670	hoouka kaua
attacker	0.185	0.962	0.629	mea hoouka
attacking	0.276	0.837	0.642	hoouka kaua
attain	0.806	0.510	0.719	loaa
attainable	0.760	0.500	0.759	hiki ke loaa
attainment	0.830	0.520	0.940	loaa
attempt	0.625	0.491	0.431	hoao
attempted	0.594	0.580	0.567	hoao
attend	0.650	0.420	0.625	hele
attendance	0.812	0.500	0.592	hele ana
attendant	0.580	0.365	0.519	kahu
attention	0.740	0.599	0.774	noonoo
attentionseeker	0.367	0.745	0.457	ʻimi nānā
attentionseekers	0.531	0.673	0.500	poe imi noonoo
attentive	0.812	0.520	0.724	makaʻala
attenuate	0.408	0.302	0.429	hoemi
attenuated	0.449	0.280	0.298	attenuated
attenuation	0.458	0.363	0.464	hōʻemi
attest	0.439	0.710	0.685	hooiaio
attestation	0.234	0.635	0.500	hooiaio
attic	0.521	0.259	0.377	hale kaupaku
attire	0.742	0.388	0.483	ʻaʻahu
attitude	0.760	0.644	0.861	manaʻo
attorney	0.600	0.594	0.754	loio
attract	0.796	0.663	0.769	hukihuki
attraction	0.906	0.774	0.712	hoʻohihi
attractive	0.906	0.630	0.769	hoihoi
attractiveness	0.938	0.667	0.755	hoihoi
attributable	0.704	0.430	0.527	hiki ke pili
attribute	0.781	0.439	0.795	ʻano ʻano
attribution	0.646	0.467	0.658	ka hoʻohui ʻana
attrition	0.229	0.540	0.259	hoʻokaʻawale
auburn	0.510	0.240	0.411	auburn
auction	0.594	0.702	0.519	kudala
auctioneer	0.542	0.732	0.716	mea kudala
audacious	0.740	0.875	0.825	wiwo ole
audacity	0.760	0.755	0.916	ka wiwo ole
audible	0.673	0.370	0.462	lohe ʻia
audience	0.698	0.610	0.613	anaina
audio	0.709	0.425	0.370	leo
audit	0.375	0.562	0.735	hooia
audition	0.750	0.685	0.615	hoʻokolo
auditions	0.740	0.765	0.596	nā hoʻokolokolo
auditor	0.582	0.571	0.726	luna hoʻoponopono
auditorium	0.529	0.490	0.538	hale hoʻokipa
auditory	0.531	0.481	0.570	hoʻolohe
aught	0.418	0.135	0.217	ʻaʻohe mea
augment	0.650	0.683	0.645	hoʻonui
augmentation	0.714	0.613	0.850	hoʻonui
august	0.652	0.292	0.462	ʻAukake
aunt	0.667	0.291	0.420	ʻanakē
auntie	0.643	0.275	0.447	ʻanakē
aura	0.760	0.333	0.500	aura
aurora	0.817	0.306	0.537	aurora
auspices	0.542	0.500	0.634	hoʻomalu
auspicious	0.562	0.635	0.669	maikaʻi
austere	0.500	0.390	0.422	ʻoʻoleʻa
austerity	0.438	0.406	0.534	austerity
authentic	0.885	0.510	0.782	ʻoiaʻiʻo
authenticate	0.833	0.480	0.789	hōʻoiaʻiʻo
authentication	0.724	0.491	0.750	hōʻoia
authenticity	0.670	0.548	0.845	ʻoiaʻiʻo
author	0.775	0.343	0.749	mea kākau
authoritative	0.636	0.520	0.890	mana mana
authority	0.592	0.592	0.934	mana
authorization	0.521	0.567	0.817	ʻae ʻia
authorize	0.772	0.596	0.821	ʻae
authorized	0.760	0.458	0.815	ʻae ʻia
authorship	0.667	0.635	0.773	mea kākau
autism	0.235	0.500	0.447	autism
autistic	0.367	0.337	0.404	autistic
auto	0.571	0.569	0.500	kaʻa
autobiographical	0.909	0.462	0.582	autobiographical
autobiography	0.735	0.284	0.629	moʻolelo pilikino
autocorrect	0.551	0.439	0.616	hoʻopololei auto
autocratic	0.542	0.577	0.727	autocratic
autograph	0.735	0.565	0.473	kakau inoa
autographed	0.781	0.620	0.625	kau inoa ʻia
automated	0.578	0.402	0.632	'akomi
automatic	0.562	0.433	0.664	ʻakomi
automobile	0.753	0.625	0.534	kaʻa kaʻa
