English Word	Valence	Arousal	Dominance	Amharic Word
ambiguity	0.164	0.460	0.370	አሻሚነት
ambiguous	0.265	0.462	0.358	አሻሚ
ambit	0.479	0.380	0.386	ድባብ
ambition	0.510	0.804	0.661	ምኞት
ambitious	0.484	0.821	0.717	የሥልጣን ጥመኞች
ambivalent	0.510	0.404	0.482	አሻሚ
ambrosia	0.571	0.452	0.480	አምብሮሲያ
ambulance	0.500	0.750	0.609	አምቡላንስ
ambush	0.281	0.830	0.500	ማደብደብ
ameliorate	0.770	0.548	0.747	ማሻሻል
amen	0.781	0.182	0.542	ኣሜን
amenable	0.448	0.410	0.406	ተስማሚ
amend	0.688	0.406	0.658	ማረም
amendment	0.531	0.459	0.606	ማሻሻያ
amends	0.640	0.366	0.517	ይሻሻላል
amenity	0.750	0.327	0.574	ምቾት
amethyst	0.622	0.406	0.517	አሜቴስጢኖስ
amiable	0.847	0.290	0.483	ተወዳጅ
amicable	0.875	0.330	0.507	ተግባቢ
amid	0.510	0.340	0.256	መካከል
amidst	0.480	0.330	0.316	መካከል
amino	0.551	0.402	0.433	አሚኖ
ammo	0.323	0.765	0.621	አሞ
ammonia	0.292	0.587	0.409	አሞኒያ
ammonium	0.354	0.396	0.368	አሚዮኒየም
ammunition	0.338	0.635	0.667	ጥይቶች
amnesia	0.296	0.330	0.308	አምኔዚያ
amnesty	0.551	0.451	0.814	ይቅርታ
amorous	0.844	0.670	0.636	አስቂኝ
amorphous	0.327	0.402	0.349	የማይመስል
amortization	0.592	0.491	0.522	ማስታገስ
amount	0.562	0.422	0.649	መጠን
amour	0.865	0.480	0.652	አሞር
amp	0.439	0.393	0.375	amp
ampersand	0.480	0.448	0.483	አምፐርሳንድ
amphetamines	0.133	0.667	0.526	አምፌታሚን
amphibian	0.427	0.357	0.474	አምፊቢያን
amphibious	0.479	0.346	0.445	እምቢተኛ
amphitheater	0.653	0.480	0.545	አምፊቲያትር
ample	0.744	0.349	0.719	በቂ
amplification	0.690	0.677	0.810	ማጉላት
amplify	0.677	0.735	0.827	ማጉላት
amplitude	0.694	0.439	0.692	ስፋት
amply	0.781	0.431	0.766	ማብዛት።
amputate	0.092	0.660	0.509	የተቆረጠ
amputation	0.100	0.755	0.483	መቆረጥ
amuck	0.385	0.602	0.321	አስመሳይ
amulet	0.781	0.260	0.630	አሚሌት
amuse	0.812	0.684	0.664	መዝናናት
amused	0.942	0.847	0.596	ተዝናናሁ
amusement	0.929	0.837	0.803	መዝናኛ
amusing	0.960	0.829	0.632	አስቂኝ
ana	0.541	0.300	0.314	አና
anaconda	0.146	0.830	0.540	አናኮንዳ
anaesthesia	0.350	0.217	0.473	ማደንዘዣ
anaesthetic	0.449	0.268	0.509	ማደንዘዣ
anagram	0.552	0.327	0.449	አናግራም
anal	0.333	0.798	0.334	ፊንጢጣ
analgesic	0.417	0.321	0.441	የህመም ማስታገሻ
analogous	0.531	0.270	0.500	ተመሳሳይነት ያለው
analogue	0.570	0.320	0.446	አናሎግ
analogy	0.510	0.367	0.509	ተመሳሳይነት
analysis	0.729	0.448	0.705	ትንተና
analyst	0.604	0.415	0.755	ተንታኝ
analytic	0.665	0.521	0.634	ትንተናዊ
analytical	0.625	0.324	0.800	ትንተናዊ
analyze	0.667	0.462	0.710	መተንተን
analyzer	0.625	0.556	0.854	ተንታኝ
anaphylactic	0.378	0.588	0.500	አናፍላቲክ
anarchism	0.125	0.804	0.623	አናርኪዝም
anarchist	0.204	0.700	0.759	አናርኪስት
anarchy	0.146	0.755	0.620	ስርዓት አልበኝነት
anastomosis	0.375	0.470	0.490	አናስቶሞሲስ
anathema	0.286	0.490	0.519	አናቴማ
anatomic	0.562	0.442	0.546	አናቶሚክ
anatomy	0.562	0.390	0.571	የሰውነት አካል
ancestor	0.592	0.388	0.594	ቅድመ አያት
ancestral	0.640	0.481	0.750	ቅድመ አያት
ancestry	0.708	0.519	0.717	የዘር ግንድ
anchor	0.520	0.284	0.564	መልህቅ
anchorage	0.500	0.325	0.639	መልህቅ
ancient	0.420	0.217	0.439	ጥንታዊ
ancillary	0.449	0.442	0.278	ረዳት
androgen	0.255	0.523	0.527	አንድሮጅን
android	0.663	0.436	0.500	አንድሮይድ
anecdote	0.583	0.529	0.500	ታሪክ
anemia	0.188	0.327	0.310	የደም ማነስ
anemic	0.167	0.279	0.155	የደም ማነስ
anemone	0.552	0.538	0.327	anemone
anesthesia	0.365	0.216	0.394	ማደንዘዣ
anesthesiologist	0.419	0.224	0.526	ማደንዘዣ ባለሙያ
anesthetic	0.350	0.264	0.482	ማደንዘዣ
aneurysm	0.115	0.690	0.536	አኑኢሪዜም
anew	0.771	0.358	0.385	እንደገና
angel	0.906	0.158	0.704	መልአክ
angelic	0.927	0.298	0.668	መልአካዊ
anger	0.167	0.865	0.657	ቁጣ
angered	0.010	0.860	0.547	ተናደደ
angermanagement	0.260	0.632	0.482	ቁጣን መቆጣጠር
angina	0.230	0.630	0.464	angina
angiogram	0.347	0.520	0.465	angiogram
angiography	0.378	0.536	0.520	angiography
angle	0.541	0.330	0.455	አንግል
angling	0.625	0.408	0.500	አንግል
angora	0.529	0.425	0.405	አንጎራ
angriest	0.094	0.892	0.430	በጣም የተናደደ
angry	0.122	0.830	0.604	ተናደደ
angrytweet	0.265	0.644	0.471	ቁጣ ትዊት
angst	0.167	0.888	0.333	ንዴት
anguish	0.153	0.792	0.265	ጭንቀት
anguished	0.135	0.720	0.307	ተጨነቀ
angular	0.449	0.281	0.444	ማዕዘን
anhydrous	0.456	0.365	0.355	አናድሪየስ
animal	0.521	0.510	0.513	እንስሳ
animate	0.827	0.755	0.635	አኒሜት
animated	0.823	0.676	0.538	አኒሜሽን
animation	0.888	0.750	0.549	አኒሜሽን
animosity	0.510	0.724	0.545	ጥላቻ
animus	0.698	0.676	0.466	animus
ankle	0.500	0.274	0.234	ቁርጭምጭሚት
anklet	0.410	0.276	0.302	ቁርጭምጭሚት
annals	0.427	0.610	0.424	ዘገባዎች
annex	0.594	0.350	0.458	አባሪ
annexation	0.342	0.500	0.555	መያያዝ
annexe	0.584	0.350	0.392	አባሪ
annihilate	0.115	0.918	0.681	ማጥፋት
annihilated	0.080	0.760	0.324	ተደምስሷል
annihilation	0.041	0.800	0.591	መደምሰስ
anniversary	0.880	0.770	0.723	አመታዊ በአል
annotate	0.592	0.469	0.441	ማብራሪያ
annotation	0.604	0.470	0.619	ማብራሪያ
announce	0.694	0.618	0.611	አስታወቀ
announcement	0.729	0.491	0.482	ማስታወቂያ
announcer	0.602	0.570	0.732	አስተዋዋቂ
annoy	0.094	0.765	0.286	ማናደድ
annoyance	0.167	0.718	0.342	ብስጭት
annoyed	0.104	0.783	0.345	ተበሳጨ
annoyin	0.260	0.573	0.352	አኖይን
annoying	0.082	0.853	0.348	የሚያበሳጭ
annoys	0.146	0.778	0.435	ያናድዳል
annual	0.552	0.236	0.500	ዓመታዊ
annuity	0.521	0.304	0.527	አበል
annul	0.250	0.448	0.364	መሻር
annular	0.310	0.385	0.412	ዓመታዊ
annulment	0.153	0.375	0.447	መሻር
annulus	0.458	0.380	0.376	አንኑለስ
anointed	0.500	0.368	0.579	የተቀባ
anointing	0.653	0.350	0.547	ቅባት
anomalous	0.281	0.480	0.423	ያልተለመደ
anomaly	0.188	0.538	0.404	ያልተለመደ
anon	0.479	0.354	0.298	አኖን
anonymity	0.469	0.255	0.430	ስም-አልባነት
anonymous	0.396	0.291	0.431	ስም-አልባ
anorexic	0.160	0.618	0.245	አኖሬክሲክ
answer	0.537	0.373	0.661	መልስ
answerable	0.708	0.481	0.750	መልስ የሚሰጥ
answering	0.684	0.500	0.607	በማለት መልስ መስጠት
ant	0.448	0.216	0.216	ጉንዳን
antagonism	0.224	0.618	0.524	ተቃዋሚነት
antagonist	0.240	0.615	0.700	ተቃዋሚ
antagonistic	0.296	0.604	0.565	ተቃዋሚ
antagonize	0.143	0.663	0.629	መቃወም
ante	0.448	0.320	0.417	አንቴ
antecedent	0.427	0.551	0.566	ቀደምት
antelope	0.542	0.510	0.500	አንቴሎፕ
antenna	0.521	0.327	0.358	አንቴና
anterior	0.510	0.245	0.362	የፊት ለፊት
anthem	0.780	0.343	0.729	መዝሙር
anthill	0.327	0.578	0.377	ጉንዳን
anthology	0.338	0.406	0.537	አንቶሎጂ
anthrax	0.188	0.730	0.500	አንትራክስ
anthropological	0.367	0.390	0.490	አንትሮፖሎጂካል
anthropologist	0.551	0.385	0.725	አንትሮፖሎጂስት
anthropology	0.490	0.367	0.582	አንትሮፖሎጂ
anti	0.365	0.412	0.384	ፀረ
antiaircraft	0.330	0.622	0.629	ፀረ አውሮፕላን
antibiotic	0.510	0.373	0.658	አንቲባዮቲክ
antibiotics	0.448	0.406	0.557	አንቲባዮቲክስ
antichrist	0.082	0.837	0.544	የክርስቶስ ተቃዋሚ
anticipate	0.622	0.469	0.667	መገመት
anticipation	0.698	0.539	0.711	መጠበቅ
anticipatory	0.653	0.551	0.682	የሚጠበቀው
antics	0.448	0.740	0.236	አንቲክስ
antidote	0.541	0.490	0.629	መድሃኒት
antifungal	0.408	0.412	0.441	ፀረ-ፈንገስ
antigravity	0.430	0.714	0.658	ፀረ-ስበት ኃይል
antimony	0.378	0.398	0.490	አንቲሞኒ
antipathy	0.198	0.549	0.393	ፀረ-ተውሂድ
antiquarian	0.500	0.233	0.426	አንቲኳሪያን
antiquated	0.420	0.392	0.236	ጥንታዊ
antique	0.634	0.290	0.518	ጥንታዊ
antiques	0.540	0.370	0.595	ጥንታዊ ቅርሶች
antiquity	0.385	0.333	0.556	ጥንታዊነት
antiseptic	0.438	0.370	0.623	አንቲሴፕቲክ
antisocial	0.146	0.686	0.391	ፀረ-ማህበራዊ
antithesis	0.396	0.412	0.536	ፀረ-ተቃርኖ
antithetical	0.271	0.509	0.358	ተቃራኒ ነው።
antiviral	0.459	0.470	0.549	ፀረ-ቫይረስ
antler	0.448	0.470	0.500	ሰንጋ
antsy	0.449	0.558	0.417	አንቲ
anus	0.347	0.644	0.350	ፊንጢጣ
anvil	0.380	0.510	0.604	አንቪል
anxiety	0.146	0.865	0.342	ጭንቀት
anxietyattack	0.150	0.925	0.446	የጭንቀት ጥቃት
anxious	0.281	0.875	0.434	መጨነቅ
anxiousness	0.235	0.814	0.282	ጭንቀት
anytime	0.625	0.461	0.436	በማንኛውም ጊዜ
aorta	0.448	0.510	0.542	ወሳጅ ቧንቧ
aortic	0.436	0.540	0.438	አኦርቲክ
apace	0.536	0.500	0.536	ፈጣን
apache	0.687	0.469	0.500	apache
apartment	0.719	0.393	0.580	አፓርታማ
apartments	0.704	0.337	0.443	አፓርትመንቶች
apathetic	0.188	0.292	0.333	ግዴለሽ
apathy	0.184	0.212	0.204	ግዴለሽነት
ape	0.548	0.389	0.336	ዝንጀሮ
aperture	0.612	0.450	0.667	ቀዳዳ
apex	0.570	0.433	0.418	ጫፍ
aphid	0.388	0.473	0.407	አፊድ
aphrodisiac	0.750	0.846	0.667	አፍሮዲሲያክ
apiece	0.439	0.259	0.383	ቁራጭ
aplomb	0.500	0.509	0.582	አፕሎም
apocalypse	0.050	0.867	0.736	አፖካሊፕስ
apocalyptic	0.173	0.880	0.750	አፖካሊፕቲክ
apologetic	0.479	0.461	0.571	ይቅርታ የሚጠይቅ
apologist	0.406	0.429	0.526	ይቅርታ ጠያቂ
apologize	0.551	0.378	0.389	ይቅርታ
apology	0.571	0.346	0.402	ይቅርታ መጠየቅ
apostasy	0.388	0.520	0.517	ክህደት
apostate	0.342	0.500	0.528	ከሃዲ
apostle	0.646	0.347	0.732	ሐዋርያ
apostolic	0.592	0.300	0.717	ሐዋርያዊ
apostrophe	0.469	0.368	0.537	አፖስትሮፍ
apothecary	0.561	0.328	0.529	አስመሳይ
appalled	0.194	0.792	0.562	ደነገጠ
appalling	0.160	0.827	0.415	አስደንጋጭ
apparatus	0.375	0.353	0.377	መሳሪያ
apparel	0.698	0.435	0.453	ልብስ
apparent	0.473	0.383	0.398	ግልጽ
apparently	0.531	0.410	0.426	ይመስላል
apparition	0.406	0.573	0.636	መገለጥ
appeal	0.663	0.598	0.558	ይግባኝ
appear	0.735	0.506	0.567	ብቅ ይላሉ
appearance	0.669	0.490	0.534	መልክ
appease	0.633	0.278	0.434	ማስታገስ
appellant	0.327	0.588	0.568	አመልካች
append	0.573	0.464	0.453	አባሪ
appendage	0.229	0.382	0.438	አባሪ
appendectomy	0.177	0.670	0.554	appendectomy
appendicitis	0.031	0.640	0.347	appendicitis
appendix	0.365	0.387	0.425	አባሪ
appetite	0.704	0.637	0.581	የምግብ ፍላጎት
appetizer	0.755	0.560	0.406	appetizer
appetizing	0.806	0.657	0.688	የምግብ ፍላጎት
applaud	0.865	0.824	0.464	ማጨብጨብ
applause	0.953	0.857	0.621	ጭብጨባ
apple	0.811	0.300	0.264	ፖም
apple juice	0.765	0.204	0.294	የኣፕል ጭማቂ
applejack	0.604	0.431	0.473	applejack
applesauce	0.750	0.167	0.291	applesauce
appliance	0.582	0.453	0.538	መሳሪያ
appliances	0.594	0.394	0.567	የቤት እቃዎች
applicability	0.677	0.490	0.741	ተፈጻሚነት
applicable	0.469	0.430	0.667	የሚተገበር
applicant	0.612	0.558	0.688	አመልካች
application	0.646	0.445	0.726	ማመልከቻ
apply	0.612	0.321	0.667	ማመልከት
appoint	0.565	0.330	0.509	መሾም
appointment	0.688	0.594	0.547	ቀጠሮ
appointments	0.745	0.677	0.625	ቀጠሮዎች
apportion	0.677	0.490	0.638	ክፍፍል
apportionment	0.552	0.481	0.453	ክፍፍል
appraisal	0.417	0.667	0.682	ግምገማ
appraise	0.677	0.490	0.696	ግምገማ
appreciable	0.873	0.491	0.778	አመስጋኝ
appreciate	0.885	0.422	0.741	እናመሰግናለን
appreciated	0.910	0.434	0.779	አድናቆት
appreciates	0.765	0.500	0.656	ያደንቃል
appreciation	0.917	0.529	0.588	አድናቆት
appreciative	0.857	0.380	0.654	አመስጋኝ
apprehend	0.521	0.624	0.696	መያዝ
apprehension	0.385	0.720	0.454	ስጋት
apprehensive	0.406	0.592	0.431	የሚያስፈራ
apprentice	0.615	0.413	0.452	ተለማማጅ
apprenticeship	0.812	0.482	0.643	ልምምድ
approach	0.612	0.392	0.610	አቀራረብ
approaching	0.740	0.557	0.491	እየቀረበ ነው።
approbate	0.646	0.590	0.860	ተገቢ ነው።
approbation	0.792	0.529	0.774	ማጽደቅ
appropriate	0.833	0.368	0.759	ተገቢ ነው።
appropriation	0.510	0.632	0.717	አግባብነት
approval	0.854	0.460	0.889	ማጽደቅ
approve	0.875	0.548	0.741	ማጽደቅ
approved	0.833	0.349	0.698	ጸድቋል
approvement	0.880	0.625	0.780	ማጽደቅ
approving	0.917	0.583	0.773	ማጽደቅ
approximate	0.551	0.560	0.520	ግምታዊ
approximately	0.622	0.396	0.538	በግምት
approximating	0.583	0.615	0.471	ግምታዊ
approximation	0.582	0.402	0.593	ግምታዊነት
appurtenances	0.573	0.412	0.547	appurtenances
apricot	0.708	0.320	0.278	አፕሪኮት
apron	0.582	0.208	0.245	አፕሮን
apt	0.582	0.418	0.382	ተስማሚ
aptitude	0.750	0.471	0.746	ብቃት
aqua	0.656	0.292	0.359	አኳ
aquamarine	0.729	0.306	0.413	aquamarine
aquarium	0.663	0.327	0.393	aquarium
aquatic	0.677	0.510	0.463	የውሃ ውስጥ
aqueduct	0.551	0.411	0.534	የውሃ ቱቦ
aqueous	0.429	0.270	0.310	የውሃ ፈሳሽ
arable	0.510	0.350	0.465	ሊታረስ የሚችል
arbiter	0.561	0.537	0.814	ዳኛ
arbitrary	0.281	0.702	0.686	የዘፈቀደ
arbitrate	0.470	0.620	0.682	የግልግል ዳኝነት
arbitration	0.587	0.602	0.670	የግልግል ዳኝነት
arbitrator	0.385	0.448	0.795	የግልግል ዳኛ
arbor	0.583	0.490	0.591	አርቦር
arc	0.552	0.388	0.396	ቅስት
arcade	0.676	0.521	0.502	የመጫወቻ ማዕከል
arcane	0.500	0.490	0.637	አርካን
arch	0.500	0.354	0.468	ቅስት
archaeological	0.740	0.441	0.660	አርኪኦሎጂካል
archaeologist	0.552	0.451	0.706	አርኪኦሎጂስት
archaeology	0.596	0.358	0.691	አርኪኦሎጂ
archaic	0.271	0.327	0.332	ጥንታዊ
archangel	0.837	0.500	0.708	የመላእክት አለቃ
archbishop	0.622	0.280	0.776	ሊቀ ጳጳስ
archdiocese	0.400	0.321	0.704	ጠቅላይ ቤተ ክህነት
archduke	0.458	0.413	0.634	አርክዱክ
arched	0.582	0.403	0.398	ቅስት
archer	0.573	0.622	0.661	ቀስተኛ
archery	0.594	0.604	0.589	ቀስት መወርወር
archetype	0.448	0.520	0.569	አርኪታይፕ
archipelago	0.745	0.370	0.592	ደሴቶች
architect	0.776	0.442	0.836	አርክቴክት
architectural	0.729	0.390	0.670	ሥነ ሕንፃ
architecture	0.820	0.390	0.694	አርክቴክቸር
archive	0.438	0.294	0.527	ማህደር
arctic	0.615	0.352	0.546	አርክቲክ
ardent	0.694	0.873	0.722	ታታሪ
ardor	0.500	0.780	0.538	እልህ አስጨራሽ
arduous	0.344	0.783	0.605	አድካሚ
area	0.490	0.306	0.464	አካባቢ
arena	0.510	0.235	0.404	መድረክ
areola	0.417	0.396	0.381	areola
areyoukidding	0.429	0.633	0.400	እየቀለድክ ነው
areyoukiddingme	0.365	0.635	0.375	እየቀለድክ ነው
argent	0.594	0.418	0.472	ወኪል
argh	0.260	0.538	0.328	አርግህ
arghh	0.292	0.536	0.397	አርግህ
arghhhh	0.250	0.618	0.324	አርግህህህህ
argue	0.093	0.798	0.525	ተከራከሩ
argument	0.510	0.464	0.698	ክርክር
argumentation	0.479	0.549	0.760	ክርክር
argumentative	0.450	0.531	0.679	ተከራካሪ
arguments	0.541	0.602	0.657	ክርክሮች
arid	0.323	0.333	0.379	ደረቅ
arise	0.750	0.582	0.725	ተነሳ
aristocracy	0.688	0.549	0.842	መኳንንት
aristocrat	0.583	0.413	0.811	aristocrat
aristocratic	0.449	0.519	0.676	ባላባት
arithmetic	0.453	0.460	0.634	አርቲሜቲክ
ark	0.396	0.427	0.543	ታቦት
arm	0.552	0.285	0.469	ክንድ
armada	0.408	0.740	0.868	አርማዳ
armament	0.198	0.764	0.810	ትጥቅ
armaments	0.192	0.839	0.830	ትጥቅ
armature	0.510	0.558	0.755	ትጥቅ
armchair	0.646	0.164	0.339	የመቀመጫ ወንበር
armed	0.188	0.750	0.808	የታጠቁ
armor	0.469	0.625	0.784	ትጥቅ
armored	0.469	0.509	0.861	የታጠቁ
armory	0.448	0.663	0.800	የጦር ዕቃ ቤት
armpit	0.283	0.439	0.250	ብብት
arms	0.464	0.395	0.483	ክንዶች
army	0.417	0.759	0.902	ሠራዊት
aroma	0.823	0.235	0.442	መዓዛ
aromatherapy	0.847	0.220	0.473	የአሮማቴራፒ
arousal	0.791	0.943	0.731	መነቃቃት
arouse	0.740	0.491	0.580	መቀስቀስ
aroused	0.708	0.952	0.667	ተቀስቅሷል
arraignment	0.406	0.837	0.534	ክስ ማቅረብ
arrange	0.740	0.490	0.571	አዘጋጅ
arranged	0.698	0.531	0.728	ተደራጅቷል።
arrangement	0.625	0.382	0.683	ዝግጅት
array	0.521	0.396	0.568	ድርድር
arrears	0.286	0.485	0.302	ውዝፍ እዳዎች
arrest	0.146	0.951	0.500	ማሰር
arrhythmia	0.265	0.706	0.356	arrhythmia
arrival	0.678	0.510	0.474	መምጣት
arrive	0.837	0.406	0.585	መድረስ
arrogance	0.143	0.750	0.620	እብሪተኝነት
arrogant	0.115	0.755	0.580	እብሪተኛ
arrow	0.439	0.390	0.454	ቀስት
arsehole	0.276	0.598	0.433	arsehole
arseholes	0.188	0.545	0.351	ጉድጓዶች
arsenal	0.365	0.741	0.752	አርሰናል
arsenic	0.281	0.472	0.447	አርሴኒክ
arson	0.133	0.904	0.567	ማቃጠል
arsonist	0.348	0.840	0.500	ተቀጣጣይ
art	0.812	0.360	0.603	ስነ ጥበብ
arterial	0.396	0.510	0.583	ደም ወሳጅ ቧንቧዎች
artery	0.396	0.580	0.537	የደም ቧንቧ
artful	0.771	0.608	0.778	ጥበባዊ
arthritis	0.110	0.518	0.345	አርትራይተስ
arthropod	0.344	0.464	0.434	አርቶፖድ
artichoke	0.583	0.218	0.287	artichoke
article	0.594	0.280	0.481	ጽሑፍ
articles	0.552	0.324	0.565	ጽሑፎች
articulate	0.677	0.462	0.618	መግለፅ
articulation	0.479	0.480	0.591	መግለጽ
artifact	0.510	0.500	0.566	ቅርስ
artifice	0.316	0.696	0.482	አርቲፊሻል
artificial	0.306	0.385	0.351	ሰው ሰራሽ
artillery	0.350	0.912	0.794	መድፍ
artisan	0.781	0.330	0.411	የእጅ ባለሙያ
artist	0.802	0.442	0.732	አርቲስት
artiste	0.844	0.512	0.565	አርቲስት
artistic	0.802	0.646	0.632	ጥበባዊ
artistry	0.823	0.346	0.769	ጥበብ
artists	0.796	0.667	0.741	አርቲስቶች
artwork	0.896	0.368	0.679	የጥበብ ስራ
arty	0.490	0.422	0.388	አርቲ
asap	0.571	0.500	0.552	በተቻለ ፍጥነት
asbestos	0.357	0.481	0.464	አስቤስቶስ
ascend	0.830	0.620	0.812	መውጣት
ascendancy	0.724	0.625	0.700	ወደ ላይ ከፍ ማለት
ascendant	0.656	0.673	0.821	ወደ ላይ ከፍ ማለት
ascending	0.826	0.644	0.777	ወደ ላይ መውጣት
ascension	0.765	0.720	0.714	ዕርገት
ascent	0.755	0.627	0.833	መውጣት
ascertain	0.560	0.530	0.625	ማረጋገጥ
ascertained	0.531	0.529	0.616	ተረጋግጧል
ascetic	0.438	0.375	0.472	አሴቲክ
ash	0.260	0.210	0.207	አመድ
ashamed	0.156	0.588	0.228	ማፈር
ashes	0.327	0.279	0.142	አመድ
ashtray	0.406	0.382	0.265	አመድ
asinine	0.429	0.472	0.433	አሲኒን
ask	0.531	0.440	0.459	ብለው ይጠይቁ
asleeep	0.490	0.210	0.322	ተኝቷል
asleep	0.604	0.100	0.270	ተኝቷል
asp	0.438	0.489	0.375	አስፕ
asparagus	0.469	0.317	0.264	አስፓራጉስ
aspartame	0.469	0.480	0.322	aspartame
aspect	0.479	0.469	0.588	ገጽታ
aspects	0.439	0.480	0.565	ገጽታዎች
aspen	0.479	0.280	0.395	አስፐን
asphalt	0.479	0.264	0.439	አስፋልት
asphyxia	0.198	0.704	0.311	አስፊክሲያ
asphyxiation	0.059	0.745	0.412	መተንፈስ
aspiration	0.704	0.724	0.675	ምኞት
aspire	0.812	0.469	0.722	እመኝ
aspirin	0.479	0.271	0.422	አስፕሪን
aspiring	0.844	0.582	0.604	የሚጓጉ
ass	0.323	0.750	0.345	አህያ
assail	0.378	0.510	0.500	ማጥቃት
assailant	0.184	0.868	0.602	አጥቂ
assassin	0.073	0.933	0.632	ነፍሰ ገዳይ
assassinate	0.051	0.969	0.722	መግደል
assassination	0.083	0.941	0.525	ግድያ
assault	0.167	0.848	0.550	ጥቃት
assay	0.633	0.559	0.594	መመርመር
assemblage	0.429	0.452	0.600	መሰብሰብ
assemble	0.542	0.570	0.750	መሰብሰብ
assembled	0.663	0.450	0.644	ተሰብስበው
assembly	0.698	0.500	0.640	ስብሰባ
assemblyman	0.430	0.538	0.760	ሰብሳቢ
assent	0.615	0.515	0.719	መቀበል
assert	0.750	0.619	0.809	አስረግጠው አስረግጡ
asserting	0.694	0.531	0.736	በማስረገጥ
assertion	0.740	0.442	0.750	ማረጋገጫ
assertive	0.719	0.412	0.770	አረጋጋጭ
assess	0.698	0.500	0.623	መገምገም
assessment	0.750	0.623	0.658	ግምገማ
assessor	0.551	0.538	0.764	ገምጋሚ
asset	0.797	0.765	0.788	ንብረት
assets	0.667	0.613	0.765	ንብረቶች
asshole	0.133	0.582	0.263	አሳፋሪ
assign	0.622	0.417	0.709	መመደብ
assignee	0.510	0.462	0.510	ተመዳቢ
assignment	0.483	0.398	0.745	ምደባ
assimilate	0.559	0.391	0.683	አስመሳይ
assimilation	0.429	0.378	0.463	ውህደት
assist	0.833	0.435	0.629	መርዳት
assistance	0.656	0.519	0.633	እርዳታ
assistant	0.625	0.390	0.536	ረዳት
associate	0.812	0.409	0.625	ተባባሪ
association	0.745	0.500	0.817	ማህበር
assorted	0.602	0.460	0.472	የተለያዩ
