English Word	Valence	Arousal	Dominance	Zulu Word
amplification	0.690	0.677	0.810	ukukhuliswa
amplify	0.677	0.735	0.827	khulisa
amplitude	0.694	0.439	0.692	ubukhulu
amply	0.781	0.431	0.766	kakhulu
amputate	0.092	0.660	0.509	nquma
amputation	0.100	0.755	0.483	ukunqunywa kwesitho
amuck	0.385	0.602	0.321	ubumnandi
amulet	0.781	0.260	0.630	amulet
amuse	0.812	0.684	0.664	hlekisa
amused	0.942	0.847	0.596	hlekisa
amusement	0.929	0.837	0.803	ukuzijabulisa
amusing	0.960	0.829	0.632	ezihlekisayo
ana	0.541	0.300	0.314	ana
anaconda	0.146	0.830	0.540	inhlwathi
anaesthesia	0.350	0.217	0.473	izinzwa
anaesthetic	0.449	0.268	0.509	i-anesthetic
anagram	0.552	0.327	0.449	i-anagram
anal	0.333	0.798	0.334	indunu
analgesic	0.417	0.321	0.441	i-analgesic
analogous	0.531	0.270	0.500	esifanayo
analogue	0.570	0.320	0.446	i-analogue
analogy	0.510	0.367	0.509	isifaniso
analysis	0.729	0.448	0.705	ukuhlaziywa
analyst	0.604	0.415	0.755	umhlaziyi
analytic	0.665	0.521	0.634	ukuhlaziya
analytical	0.625	0.324	0.800	okokuhlaziya
analyze	0.667	0.462	0.710	hlaziya
analyzer	0.625	0.556	0.854	umhlaziyi
anaphylactic	0.378	0.588	0.500	i-anaphylactic
anarchism	0.125	0.804	0.623	i-anarchism
anarchist	0.204	0.700	0.759	i-anarchist
anarchy	0.146	0.755	0.620	isiyaluyalu
anastomosis	0.375	0.470	0.490	i-anastomosis
anathema	0.286	0.490	0.519	inhlamba
anatomic	0.562	0.442	0.546	i-anatomic
anatomy	0.562	0.390	0.571	i-anatomy
ancestor	0.592	0.388	0.594	idlozi
ancestral	0.640	0.481	0.750	okhokho
ancestry	0.708	0.519	0.717	amadlozi
anchor	0.520	0.284	0.564	ihange
anchorage	0.500	0.325	0.639	i-anchorage
ancient	0.420	0.217	0.439	mandulo
ancillary	0.449	0.442	0.278	okulekelelayo
androgen	0.255	0.523	0.527	i-androgen
android	0.663	0.436	0.500	Android
anecdote	0.583	0.529	0.500	i-anecdote
anemia	0.188	0.327	0.310	i-anemia
anemic	0.167	0.279	0.155	i-anemia
anemone	0.552	0.538	0.327	i-anemone
anesthesia	0.365	0.216	0.394	izinzwa
anesthesiologist	0.419	0.224	0.526	udokotela obulala izinzwa
anesthetic	0.350	0.264	0.482	i-anesthetic
aneurysm	0.115	0.690	0.536	i-aneurysm
anew	0.771	0.358	0.385	kabusha
angel	0.906	0.158	0.704	ingelosi
angelic	0.927	0.298	0.668	eyengelosi
anger	0.167	0.865	0.657	intukuthelo
angered	0.010	0.860	0.547	ethukuthela
angermanagement	0.260	0.632	0.482	ukuthukuthela
angina	0.230	0.630	0.464	i-angina
angiogram	0.347	0.520	0.465	i-angiography
angiography	0.378	0.536	0.520	i-angiography
angle	0.541	0.330	0.455	i-angle
angling	0.625	0.408	0.500	i-angling
angora	0.529	0.425	0.405	i-angora
angriest	0.094	0.892	0.430	ngolaka
angry	0.122	0.830	0.604	ethukuthele
angrytweet	0.265	0.644	0.471	angrytweet
angst	0.167	0.888	0.333	angst
anguish	0.153	0.792	0.265	usizi
anguished	0.135	0.720	0.307	edabukile
angular	0.449	0.281	0.444	i-angular
anhydrous	0.456	0.365	0.355	engenamanzi
animal	0.521	0.510	0.513	isilwane
animate	0.827	0.755	0.635	phila
animated	0.823	0.676	0.538	opopayi
animation	0.888	0.750	0.549	izithombe
animosity	0.510	0.724	0.545	ubutha
animus	0.698	0.676	0.466	inyama
ankle	0.500	0.274	0.234	iqakala
anklet	0.410	0.276	0.302	iqakala
annals	0.427	0.610	0.424	izibalo
annex	0.594	0.350	0.458	isijobelelo
annexation	0.342	0.500	0.555	ukufakwa
annexe	0.584	0.350	0.392	isijobelelo
annihilate	0.115	0.918	0.681	qeda
annihilated	0.080	0.760	0.324	abhujiswe
annihilation	0.041	0.800	0.591	ukubhujiswa
anniversary	0.880	0.770	0.723	isikhumbuzo
annotate	0.592	0.469	0.441	chaza
annotation	0.604	0.470	0.619	isichasiselo
announce	0.694	0.618	0.611	memezela
announcement	0.729	0.491	0.482	isimemezelo
announcer	0.602	0.570	0.732	ummemezeli
annoy	0.094	0.765	0.286	ukucasula
annoyance	0.167	0.718	0.342	ukucasuka
annoyed	0.104	0.783	0.345	ecasukile
annoyin	0.260	0.573	0.352	ukucasula
annoying	0.082	0.853	0.348	ecasulayo
annoys	0.146	0.778	0.435	ecasulayo
annual	0.552	0.236	0.500	ngonyaka
annuity	0.521	0.304	0.527	imali yonyaka
annul	0.250	0.448	0.364	chitha
annular	0.310	0.385	0.412	unyaka nonyaka
annulment	0.153	0.375	0.447	ukuchithwa
annulus	0.458	0.380	0.376	annulus
anointed	0.500	0.368	0.579	egcotshiwe
anointing	0.653	0.350	0.547	ukugcoba
anomalous	0.281	0.480	0.423	ngendlela exakile
anomaly	0.188	0.538	0.404	okungaqondakali
anon	0.479	0.354	0.298	umuntu
anonymity	0.469	0.255	0.430	ukungaziwa
anonymous	0.396	0.291	0.431	engaziwa
anorexic	0.160	0.618	0.245	i-anorexia
answer	0.537	0.373	0.661	impendulo
answerable	0.708	0.481	0.750	kuyaphenduleka
answering	0.684	0.500	0.607	ephendula
ant	0.448	0.216	0.216	intuthwane
antagonism	0.224	0.618	0.524	ukuphikisa
antagonist	0.240	0.615	0.700	umphikisi
antagonistic	0.296	0.604	0.565	ophikisayo
antagonize	0.143	0.663	0.629	phikisa
ante	0.448	0.320	0.417	ante
antecedent	0.427	0.551	0.566	okwandulelayo
antelope	0.542	0.510	0.500	inhlwathi
antenna	0.521	0.327	0.358	uthi
anterior	0.510	0.245	0.362	ngaphambili
anthem	0.780	0.343	0.729	iculo
anthill	0.327	0.578	0.377	isihlwathi
anthology	0.338	0.406	0.537	i-anthology
anthrax	0.188	0.730	0.500	i-anthrax
anthropological	0.367	0.390	0.490	i-anthropological
anthropologist	0.551	0.385	0.725	isazi sesayensi yabantu
anthropology	0.490	0.367	0.582	i-anthropology
anti	0.365	0.412	0.384	anti
antiaircraft	0.330	0.622	0.629	antiaircraft
antibiotic	0.510	0.373	0.658	ama-antibiotic
antibiotics	0.448	0.406	0.557	ama-antibiotics
antichrist	0.082	0.837	0.544	umphikukristu
anticipate	0.622	0.469	0.667	lindela
anticipation	0.698	0.539	0.711	ukulindela
anticipatory	0.653	0.551	0.682	okulindelekile
antics	0.448	0.740	0.236	imigilingwane
antidote	0.541	0.490	0.629	ikhambi
antifungal	0.408	0.412	0.441	i-antifungal
antigravity	0.430	0.714	0.658	i-antigravity
antimony	0.378	0.398	0.490	i-antimony
antipathy	0.198	0.549	0.393	ukunganaki
antiquarian	0.500	0.233	0.426	i-antiquarian
antiquated	0.420	0.392	0.236	kudala
antique	0.634	0.290	0.518	zakudala
antiques	0.540	0.370	0.595	izinto zakudala
antiquity	0.385	0.333	0.556	kudala
antiseptic	0.438	0.370	0.623	isibulala-magciwane
antisocial	0.146	0.686	0.391	ukungahlali nabantu
antithesis	0.396	0.412	0.536	ukuphikisa
antithetical	0.271	0.509	0.358	okuphikisayo
antiviral	0.459	0.470	0.549	i-antiviral
antler	0.448	0.470	0.500	impondo
antsy	0.449	0.558	0.417	i-antsy
anus	0.347	0.644	0.350	indunu
anvil	0.380	0.510	0.604	imbobo
anxiety	0.146	0.865	0.342	ukukhathazeka
anxietyattack	0.150	0.925	0.446	ukuhlaselwa kokukhathazeka
anxious	0.281	0.875	0.434	ukukhathazeka
anxiousness	0.235	0.814	0.282	ukukhathazeka
anytime	0.625	0.461	0.436	noma nini
aorta	0.448	0.510	0.542	i-aorta
aortic	0.436	0.540	0.438	i-aortic
apace	0.536	0.500	0.536	ngokushesha
apache	0.687	0.469	0.500	apache
apartment	0.719	0.393	0.580	ifulethi
apartments	0.704	0.337	0.443	amafulethi
apathetic	0.188	0.292	0.333	ongenandaba
apathy	0.184	0.212	0.204	ukunganaki
ape	0.548	0.389	0.336	inkawu
aperture	0.612	0.450	0.667	indawo yokuvula
apex	0.570	0.433	0.418	phezulu
aphid	0.388	0.473	0.407	i-aphid
aphrodisiac	0.750	0.846	0.667	i-aphrodisiac
apiece	0.439	0.259	0.383	ucezu
aplomb	0.500	0.509	0.582	aplomb
apocalypse	0.050	0.867	0.736	i-apocalypse
apocalyptic	0.173	0.880	0.750	i-apocalyptic
apologetic	0.479	0.461	0.571	ukuxolisa
apologist	0.406	0.429	0.526	umxolisi
apologize	0.551	0.378	0.389	xolisa
apology	0.571	0.346	0.402	uxolo
apostasy	0.388	0.520	0.517	ukuhlubuka
apostate	0.342	0.500	0.528	isihlubuki
apostle	0.646	0.347	0.732	umphostoli
apostolic	0.592	0.300	0.717	eyabaphostoli
apostrophe	0.469	0.368	0.537	i-aphostrophe
apothecary	0.561	0.328	0.529	i-apothecary
appalled	0.194	0.792	0.562	ethukile
appalling	0.160	0.827	0.415	esabekayo
apparatus	0.375	0.353	0.377	amathuluzi
apparel	0.698	0.435	0.453	izingubo
apparent	0.473	0.383	0.398	sobala
apparently	0.531	0.410	0.426	ngokusobala
apparition	0.406	0.573	0.636	ukubonakala
appeal	0.663	0.598	0.558	isikhalazo
appear	0.735	0.506	0.567	avele
appearance	0.669	0.490	0.534	ukubukeka
appease	0.633	0.278	0.434	shweleza
appellant	0.327	0.588	0.568	ummangali
append	0.573	0.464	0.453	engeza
appendage	0.229	0.382	0.438	isithasiselo
appendectomy	0.177	0.670	0.554	i-appendectomy
appendicitis	0.031	0.640	0.347	i-appendicitis
appendix	0.365	0.387	0.425	isithasiselo
appetite	0.704	0.637	0.581	isifiso sokudla
appetizer	0.755	0.560	0.406	appetizer
appetizing	0.806	0.657	0.688	ethokozisayo
applaud	0.865	0.824	0.464	ihlombe
applause	0.953	0.857	0.621	ihlombe
apple	0.811	0.300	0.264	i-apula
apple juice	0.765	0.204	0.294	ijusi ye-apula
applejack	0.604	0.431	0.473	i-apulajack
applesauce	0.750	0.167	0.291	i-appleauce
appliance	0.582	0.453	0.538	umshini kagesi
appliances	0.594	0.394	0.567	izinto zikagesi
applicability	0.677	0.490	0.741	ukusebenza
applicable	0.469	0.430	0.667	esebenzayo
applicant	0.612	0.558	0.688	umfakisicelo
application	0.646	0.445	0.726	isicelo
apply	0.612	0.321	0.667	faka isicelo
appoint	0.565	0.330	0.509	qoka
appointment	0.688	0.594	0.547	ukuqokwa
appointments	0.745	0.677	0.625	ama-aphoyintimenti
apportion	0.677	0.490	0.638	isabelo
apportionment	0.552	0.481	0.453	ukwaba
appraisal	0.417	0.667	0.682	ukulinganisa
appraise	0.677	0.490	0.696	ncoma
appreciable	0.873	0.491	0.778	kuyancomeka
appreciate	0.885	0.422	0.741	ngiyabonga
appreciated	0.910	0.434	0.779	baziswa
appreciates	0.765	0.500	0.656	uyazisa
appreciation	0.917	0.529	0.588	ukwazisa
appreciative	0.857	0.380	0.654	enokwazisa
apprehend	0.521	0.624	0.696	bamba
apprehension	0.385	0.720	0.454	uvalo
apprehensive	0.406	0.592	0.431	enovalo
apprentice	0.615	0.413	0.452	umfundi
apprenticeship	0.812	0.482	0.643	ukufundela umsebenzi
approach	0.612	0.392	0.610	sondela
approaching	0.740	0.557	0.491	esondela
approbate	0.646	0.590	0.860	vumela
approbation	0.792	0.529	0.774	ukugunyazwa
appropriate	0.833	0.368	0.759	ezifanele
appropriation	0.510	0.632	0.717	ukwabiwa
approval	0.854	0.460	0.889	ukugunyazwa
approve	0.875	0.548	0.741	vuma
approved	0.833	0.349	0.698	kugunyaziwe
approvement	0.880	0.625	0.780	ukugunyazwa
approving	0.917	0.583	0.773	ukuvuma
approximate	0.551	0.560	0.520	cishe
approximately	0.622	0.396	0.538	cishe
approximating	0.583	0.615	0.471	cishe
approximation	0.582	0.402	0.593	ukulinganisa
appurtenances	0.573	0.412	0.547	izinto zokusebenza
apricot	0.708	0.320	0.278	ibhilikosi
apron	0.582	0.208	0.245	iphinifa
apt	0.582	0.418	0.382	kufanelekile
aptitude	0.750	0.471	0.746	ubuhlakani
aqua	0.656	0.292	0.359	i-aqua
aquamarine	0.729	0.306	0.413	i-aquamarine
aquarium	0.663	0.327	0.393	i-aquarium
aquatic	0.677	0.510	0.463	emanzini
aqueduct	0.551	0.411	0.534	umsele wamanzi
aqueous	0.429	0.270	0.310	enamanzi
arable	0.510	0.350	0.465	eliphathekayo
arbiter	0.561	0.537	0.814	umxazululi
arbitrary	0.281	0.702	0.686	ngokunganaki
arbitrate	0.470	0.620	0.682	lamula
arbitration	0.587	0.602	0.670	ukulamula
arbitrator	0.385	0.448	0.795	umlamuli
arbor	0.583	0.490	0.591	indawo yokuhlala
arc	0.552	0.388	0.396	i-arc
arcade	0.676	0.521	0.502	indawo yokudlala
arcane	0.500	0.490	0.637	i-arcane
arch	0.500	0.354	0.468	ikhothamo
archaeological	0.740	0.441	0.660	imivubukulo
archaeologist	0.552	0.451	0.706	umvubukuli
archaeology	0.596	0.358	0.691	imivubukulo
archaic	0.271	0.327	0.332	okwakudala
archangel	0.837	0.500	0.708	ingelosi enkulu
archbishop	0.622	0.280	0.776	umbhishobhi omkhulu
archdiocese	0.400	0.321	0.704	isifundabhishobhi
archduke	0.458	0.413	0.634	undunankulu
arched	0.582	0.403	0.398	arched
archer	0.573	0.622	0.661	umcibisheli
archery	0.594	0.604	0.589	umcibisholo
archetype	0.448	0.520	0.569	i-archetype
archipelago	0.745	0.370	0.592	iqoqo leziqhingi
architect	0.776	0.442	0.836	umakhi
architectural	0.729	0.390	0.670	ezokwakha
architecture	0.820	0.390	0.694	izakhiwo
archive	0.438	0.294	0.527	ingobo yomlando
arctic	0.615	0.352	0.546	i-arctic
ardent	0.694	0.873	0.722	oshisekayo
ardor	0.500	0.780	0.538	ukushisekela
arduous	0.344	0.783	0.605	kanzima
area	0.490	0.306	0.464	indawo
arena	0.510	0.235	0.404	inkundla
areola	0.417	0.396	0.381	i-areola
areyoukidding	0.429	0.633	0.400	uyadlala
areyoukiddingme	0.365	0.635	0.375	uyadlala
argent	0.594	0.418	0.472	argent
argh	0.260	0.538	0.328	argh
arghh	0.292	0.536	0.397	argh
arghhhh	0.250	0.618	0.324	arghhhh
argue	0.093	0.798	0.525	phikisana
argument	0.510	0.464	0.698	ukuphikisana
argumentation	0.479	0.549	0.760	ukuphikisana
argumentative	0.450	0.531	0.679	ophikisanayo
arguments	0.541	0.602	0.657	izingxabano
arid	0.323	0.333	0.379	yomile
arise	0.750	0.582	0.725	vuka
aristocracy	0.688	0.549	0.842	izicukuthwane
aristocrat	0.583	0.413	0.811	izicukuthwane
aristocratic	0.449	0.519	0.676	izicukuthwane
arithmetic	0.453	0.460	0.634	izibalo
ark	0.396	0.427	0.543	umkhumbi
arm	0.552	0.285	0.469	ingalo
armada	0.408	0.740	0.868	i-armada
armament	0.198	0.764	0.810	izikhali
armaments	0.192	0.839	0.830	izikhali
armature	0.510	0.558	0.755	izikhali
armchair	0.646	0.164	0.339	isihlalo sokuzivikela
armed	0.188	0.750	0.808	ehlomile
armor	0.469	0.625	0.784	izikhali
armored	0.469	0.509	0.861	ehlomile
armory	0.448	0.663	0.800	indawo yezikhali
armpit	0.283	0.439	0.250	umakhwapheni
arms	0.464	0.395	0.483	izingalo
army	0.417	0.759	0.902	ibutho
aroma	0.823	0.235	0.442	iphunga
aromatherapy	0.847	0.220	0.473	i-aromatherapy
arousal	0.791	0.943	0.731	ukuvusa inkanuko
arouse	0.740	0.491	0.580	vusa
aroused	0.708	0.952	0.667	wavusa
arraignment	0.406	0.837	0.534	ukuphikisa
arrange	0.740	0.490	0.571	hlela
arranged	0.698	0.531	0.728	kuhleliwe
arrangement	0.625	0.382	0.683	ukuhlela
array	0.521	0.396	0.568	uhlu
arrears	0.286	0.485	0.302	izikweletu
arrest	0.146	0.951	0.500	ukuboshwa
arrhythmia	0.265	0.706	0.356	i-arrhythmia
arrival	0.678	0.510	0.474	ukufika
arrive	0.837	0.406	0.585	fika
arrogance	0.143	0.750	0.620	ukuzidla
arrogant	0.115	0.755	0.580	ezikhukhumezayo
arrow	0.439	0.390	0.454	umcibisholo
arsehole	0.276	0.598	0.433	i-arsehole
arseholes	0.188	0.545	0.351	ama-arseholes
arsenal	0.365	0.741	0.752	i-arsenal
arsenic	0.281	0.472	0.447	i-arsenic
arson	0.133	0.904	0.567	ukushiswa
arsonist	0.348	0.840	0.500	umshisi
art	0.812	0.360	0.603	ubuciko
arterial	0.396	0.510	0.583	i-arterial
artery	0.396	0.580	0.537	umthambo wegazi
artful	0.771	0.608	0.778	enobuciko
arthritis	0.110	0.518	0.345	isifo samathambo
arthropod	0.344	0.464	0.434	i-arthropod
artichoke	0.583	0.218	0.287	i-artichoke
article	0.594	0.280	0.481	isihloko
articles	0.552	0.324	0.565	izihloko
articulate	0.677	0.462	0.618	chaza
articulation	0.479	0.480	0.591	ukukhuluma
artifact	0.510	0.500	0.566	i-artifact
artifice	0.316	0.696	0.482	ubuciko
artificial	0.306	0.385	0.351	okokwenziwa
artillery	0.350	0.912	0.794	izikhali
artisan	0.781	0.330	0.411	ingcweti
artist	0.802	0.442	0.732	umculi
artiste	0.844	0.512	0.565	umculi
artistic	0.802	0.646	0.632	ezobuciko
artistry	0.823	0.346	0.769	ubuciko
artists	0.796	0.667	0.741	abaculi
artwork	0.896	0.368	0.679	umsebenzi wobuciko
arty	0.490	0.422	0.388	arty
asap	0.571	0.500	0.552	ngokushesha
asbestos	0.357	0.481	0.464	i-asbestos
ascend	0.830	0.620	0.812	khuphuka
ascendancy	0.724	0.625	0.700	ukukhuphuka
ascendant	0.656	0.673	0.821	okwenyukayo
ascending	0.826	0.644	0.777	ekhuphuka
ascension	0.765	0.720	0.714	ukwenyuka
ascent	0.755	0.627	0.833	ukukhuphuka
ascertain	0.560	0.530	0.625	qinisekisa
ascertained	0.531	0.529	0.616	kuqinisekisiwe
ascetic	0.438	0.375	0.472	ukuzincisha injabulo
ash	0.260	0.210	0.207	umlotha
ashamed	0.156	0.588	0.228	enamahloni
ashes	0.327	0.279	0.142	umlotha
ashtray	0.406	0.382	0.265	i-ashtray
asinine	0.429	0.472	0.433	asinini
ask	0.531	0.440	0.459	buza
asleeep	0.490	0.210	0.322	elele
asleep	0.604	0.100	0.270	elele
asp	0.438	0.489	0.375	asp
asparagus	0.469	0.317	0.264	i-asparagus
aspartame	0.469	0.480	0.322	i-aspartame
aspect	0.479	0.469	0.588	isici
aspects	0.439	0.480	0.565	izici
aspen	0.479	0.280	0.395	i-aspen
asphalt	0.479	0.264	0.439	itiyela
asphyxia	0.198	0.704	0.311	i-asphyxia
asphyxiation	0.059	0.745	0.412	ukuphelelwa umoya
aspiration	0.704	0.724	0.675	ukulangazelela
aspire	0.812	0.469	0.722	fisa
aspirin	0.479	0.271	0.422	i-aspirin
aspiring	0.844	0.582	0.604	ukufisa
ass	0.323	0.750	0.345	izimbongolo
assail	0.378	0.510	0.500	ukuhlasela
assailant	0.184	0.868	0.602	umhlaseli
assassin	0.073	0.933	0.632	umbulali
assassinate	0.051	0.969	0.722	bulala
assassination	0.083	0.941	0.525	ukubulawa
assault	0.167	0.848	0.550	ukuhlasela
assay	0.633	0.559	0.594	ukuhlola
assemblage	0.429	0.452	0.600	ukuhlanganisa
assemble	0.542	0.570	0.750	hlangana
assembled	0.663	0.450	0.644	ihlangene
assembly	0.698	0.500	0.640	umhlangano
assemblyman	0.430	0.538	0.760	umhlangano
assent	0.615	0.515	0.719	vuma
assert	0.750	0.619	0.809	qinisa
asserting	0.694	0.531	0.736	egomela
assertion	0.740	0.442	0.750	ukugomela
assertive	0.719	0.412	0.770	ezigomelayo
assess	0.698	0.500	0.623	hlolisisa
assessment	0.750	0.623	0.658	ukuhlola
assessor	0.551	0.538	0.764	umhloli
asset	0.797	0.765	0.788	impahla
assets	0.667	0.613	0.765	amafa
asshole	0.133	0.582	0.263	isiduli
assign	0.622	0.417	0.709	yabela
assignee	0.510	0.462	0.510	owabelwe
assignment	0.483	0.398	0.745	isabelo
assimilate	0.559	0.391	0.683	fanisa
assimilation	0.429	0.378	0.463	ukufanisa
assist	0.833	0.435	0.629	siza
assistance	0.656	0.519	0.633	usizo
assistant	0.625	0.390	0.536	umsizi
associate	0.812	0.409	0.625	umngane
association	0.745	0.500	0.817	inhlangano
assorted	0.602	0.460	0.472	okuhlukahlukene
assortment	0.694	0.360	0.526	izinhlobonhlobo
assuage	0.745	0.255	0.500	assuage
assume	0.698	0.401	0.464	cabanga
assumed	0.612	0.247	0.454	kucatshangelwe
assuming	0.740	0.390	0.526	ngokucabangela
assumption	0.479	0.431	0.417	ukucabangela
assurance	0.675	0.442	0.704	isiqiniseko
assure	0.910	0.460	0.839	qinisekisa
assured	0.878	0.327	0.754	qinisekisiwe
assuredly	0.786	0.396	0.833	ngokuqinisekile
asterisk	0.541	0.288	0.273	inkanyezi
asteroid	0.430	0.721	0.623	i-asteroid
asteroids	0.361	0.694	0.712	ama-asteroids
asthma	0.198	0.549	0.227	isifuba somoya
asthmatic	0.229	0.706	0.294	isifuba somoya
astigmatism	0.214	0.490	0.429	i-astigmatism
astonish	0.786	0.845	0.658	ukumangala
astonished	0.510	0.775	0.574	emangele
astonishing	0.844	0.802	0.821	emangazayo
astonishingly	0.827	0.898	0.773	ngokumangalisayo
astonishment	0.680	0.718	0.519	ukumangala
astound	0.729	0.675	0.474	iyamangaza
astral	0.604	0.417	0.567	inkanyezi
astray	0.098	0.676	0.308	edukile
astringent	0.316	0.500	0.474	i-astringent
astrologer	0.594	0.519	0.673	isazi sezinkanyezi
astrology	0.635	0.340	0.500	ukufunda izinkanyezi
astronaut	0.792	0.601	0.761	usomkhathi
astronomer	0.750	0.509	0.735	isazi sezinkanyezi
astronomical	0.600	0.632	0.726	ezezinkanyezi
astronomy	0.613	0.474	0.722	isayensi yezinkanyezi
astute	0.776	0.658	0.827	hlakaniphile
asunder	0.208	0.442	0.259	phakathi
asylum	0.407	0.330	0.445	indawo yokukhosela
asymmetric	0.580	0.343	0.465	i-asymmetric
asymmetry	0.476	0.373	0.527	i-asymmetry
asymptotic	0.479	0.451	0.472	i-asymptotic
atelier	0.490	0.330	0.705	umthengisi
atheism	0.276	0.460	0.481	ukungakholelwa kuNkulunkulu
atheistic	0.373	0.481	0.466	ongakholelwa kuNkulunkulu
atherosclerosis	0.250	0.480	0.343	i-atherosclerosis
athlete	0.781	0.718	0.686	umsubathi
athletic	0.857	0.798	0.708	ezemidlalo
athleticism	0.750	0.863	0.778	ezemidlalo
athletics	0.831	0.691	0.740	ezokusubatha
atlas	0.531	0.306	0.554	i-atlas
atmosphere	0.604	0.300	0.560	umkhathi
atmospheric	0.531	0.420	0.594	emkhathini
atoll	0.480	0.408	0.472	i-atoll
atom	0.510	0.500	0.433	i-athomu
atomic	0.327	0.817	0.713	i-athomu
atone	0.418	0.673	0.411	hlawulela
atonement	0.550	0.602	0.683	ukubuyisana
atpeace	0.724	0.298	0.519	ukuthula
atrium	0.469	0.365	0.473	i-atrium
atrocious	0.073	0.811	0.445	enonya
atrocity	0.115	0.844	0.593	unya
atrophy	0.177	0.540	0.208	i-atrophy
attach	0.520	0.363	0.559	namathisela
attached	0.562	0.350	0.439	okunamathiselwe
attachment	0.570	0.343	0.500	okunamathiselwe
attack	0.286	0.948	0.670	ukuhlasela
attacker	0.185	0.962	0.629	umhlaseli
attacking	0.276	0.837	0.642	ehlasela
attain	0.806	0.510	0.719	zuza
attainable	0.760	0.500	0.759	okufinyelelekayo
attainment	0.830	0.520	0.940	ukuzuzwa
attempt	0.625	0.491	0.431	umzamo
attempted	0.594	0.580	0.567	izamile
attend	0.650	0.420	0.625	thamela
attendance	0.812	0.500	0.592	ukuba khona
attendant	0.580	0.365	0.519	isikhonzi
attention	0.740	0.599	0.774	ukunaka
attentionseeker	0.367	0.745	0.457	umnakekeli
attentionseekers	0.531	0.673	0.500	abafuna ukunakwa
attentive	0.812	0.520	0.724	qaphela
attenuate	0.408	0.302	0.429	nciphisa
attenuated	0.449	0.280	0.298	nciphile
attenuation	0.458	0.363	0.464	ukuncipha
attest	0.439	0.710	0.685	fakaza
attestation	0.234	0.635	0.500	ubufakazi
attic	0.521	0.259	0.377	i-attic
attire	0.742	0.388	0.483	izingubo
attitude	0.760	0.644	0.861	isimo sengqondo
attorney	0.600	0.594	0.754	ummeli
attract	0.796	0.663	0.769	ukuheha
attraction	0.906	0.774	0.712	ukukhangwa
attractive	0.906	0.630	0.769	ezikhangayo
attractiveness	0.938	0.667	0.755	ukukhanga
attributable	0.704	0.430	0.527	okubangelwa
attribute	0.781	0.439	0.795	isici
attribution	0.646	0.467	0.658	isibaluli
attrition	0.229	0.540	0.259	ukuncipha
auburn	0.510	0.240	0.411	i-auburn
auction	0.594	0.702	0.519	endalini
auctioneer	0.542	0.732	0.716	umdali
audacious	0.740	0.875	0.825	onesibindi
audacity	0.760	0.755	0.916	nesibindi
audible	0.673	0.370	0.462	ezwakalayo
audience	0.698	0.610	0.613	izethameli
audio	0.709	0.425	0.370	umsindo
audit	0.375	0.562	0.735	ukucwaningwa kwamabhuku
audition	0.750	0.685	0.615	ukuhlolwa
auditions	0.740	0.765	0.596	ama-auditions
auditor	0.582	0.571	0.726	umcwaningi mabhuku
auditorium	0.529	0.490	0.538	ihholo
auditory	0.531	0.481	0.570	okuzwayo
aught	0.418	0.135	0.217	neze
augment	0.650	0.683	0.645	engeza
augmentation	0.714	0.613	0.850	ukwanda
august	0.652	0.292	0.462	Agasti
aunt	0.667	0.291	0.420	umamkhulu
auntie	0.643	0.275	0.447	umalumekazi
aura	0.760	0.333	0.500	i-aura
aurora	0.817	0.306	0.537	i-aurora
auspices	0.542	0.500	0.634	ama-auspices
auspicious	0.562	0.635	0.669	elihle
austere	0.500	0.390	0.422	lukhuni
austerity	0.438	0.406	0.534	ubulukhuni
authentic	0.885	0.510	0.782	eyiqiniso
authenticate	0.833	0.480	0.789	qinisekisa
authentication	0.724	0.491	0.750	ubuqiniso
authenticity	0.670	0.548	0.845	ubuqiniso
author	0.775	0.343	0.749	umbhali
authoritative	0.636	0.520	0.890	igunya
authority	0.592	0.592	0.934	igunya
authorization	0.521	0.567	0.817	ukugunyazwa
authorize	0.772	0.596	0.821	gunyaza
authorized	0.760	0.458	0.815	kugunyaziwe
authorship	0.667	0.635	0.773	ubunikazi
autism	0.235	0.500	0.447	i-autism
autistic	0.367	0.337	0.404	i-autistic
auto	0.571	0.569	0.500	okuzenzakalelayo
autobiographical	0.909	0.462	0.582	i-autobiographical
