English Word	Valence	Arousal	Dominance	Greek Word
ambition	0.510	0.804	0.661	φιλοδοξία
ambitious	0.484	0.821	0.717	φιλόδοξος
ambivalent	0.510	0.404	0.482	αντιμαχόμενος
ambrosia	0.571	0.452	0.480	αμβροσία
ambulance	0.500	0.750	0.609	ασθενοφόρο
ambush	0.281	0.830	0.500	ενέδρα
ameliorate	0.770	0.548	0.747	βελτιώνω
amen	0.781	0.182	0.542	Αμήν
amenable	0.448	0.410	0.406	υπαγόμενος
amend	0.688	0.406	0.658	τροποποιώ
amendment	0.531	0.459	0.606	τροπολογία
amends	0.640	0.366	0.517	αποζημίωση
amenity	0.750	0.327	0.574	φιλοφροσύνη
amethyst	0.622	0.406	0.517	αμέθυστος
amiable	0.847	0.290	0.483	ευγενικός
amicable	0.875	0.330	0.507	φιλικός
amid	0.510	0.340	0.256	εν μέσω
amidst	0.480	0.330	0.316	εν μέσω
amino	0.551	0.402	0.433	αμινο
ammo	0.323	0.765	0.621	πυρομαχικά
ammonia	0.292	0.587	0.409	αμμωνία
ammonium	0.354	0.396	0.368	αμμώνιο
ammunition	0.338	0.635	0.667	πυρομαχικά
amnesia	0.296	0.330	0.308	αμνησία
amnesty	0.551	0.451	0.814	αμνηστία
amorous	0.844	0.670	0.636	ερωτευμένος
amorphous	0.327	0.402	0.349	άμορφος
amortization	0.592	0.491	0.522	χρεολυσία
amount	0.562	0.422	0.649	ποσό
amour	0.865	0.480	0.652	ερωτοδουλιά
amp	0.439	0.393	0.375	αμπέραζ
ampersand	0.480	0.448	0.483	σύμφωνο
amphetamines	0.133	0.667	0.526	αμφεταμίνες
amphibian	0.427	0.357	0.474	αμφίβιο
amphibious	0.479	0.346	0.445	αμφίβιος
amphitheater	0.653	0.480	0.545	αμφιθέατρο
ample	0.744	0.349	0.719	επαρκής
amplification	0.690	0.677	0.810	ενίσχυση
amplify	0.677	0.735	0.827	ενίσχυση
amplitude	0.694	0.439	0.692	εύρος
amply	0.781	0.431	0.766	άφθονα
amputate	0.092	0.660	0.509	ακρωτηριάζω
amputation	0.100	0.755	0.483	ακρωτηριασμός
amuck	0.385	0.602	0.321	αμόκ
amulet	0.781	0.260	0.630	φυλακτό
amuse	0.812	0.684	0.664	διασκεδάζω
amused	0.942	0.847	0.596	διασκέδασε
amusement	0.929	0.837	0.803	διασκέδαση
amusing	0.960	0.829	0.632	διασκεδαστικός
ana	0.541	0.300	0.314	ανα
anaconda	0.146	0.830	0.540	ανακόνδας
anaesthesia	0.350	0.217	0.473	αναισθησία
anaesthetic	0.449	0.268	0.509	αναισθητικό
anagram	0.552	0.327	0.449	ανάγραμμα
anal	0.333	0.798	0.334	πρωκτικός
analgesic	0.417	0.321	0.441	αναλγητικό
analogous	0.531	0.270	0.500	ανάλογος
analogue	0.570	0.320	0.446	αναλογικό
analogy	0.510	0.367	0.509	αναλογία
analysis	0.729	0.448	0.705	ανάλυση
analyst	0.604	0.415	0.755	αναλυτής
analytic	0.665	0.521	0.634	αναλυτικός
analytical	0.625	0.324	0.800	αναλυτικός
analyze	0.667	0.462	0.710	αναλύει
analyzer	0.625	0.556	0.854	αναλυτής
anaphylactic	0.378	0.588	0.500	αναφυλακτικό
anarchism	0.125	0.804	0.623	αναρχισμός
anarchist	0.204	0.700	0.759	αναρχικός
anarchy	0.146	0.755	0.620	αναρχία
anastomosis	0.375	0.470	0.490	αναστόμωση
anathema	0.286	0.490	0.519	ανάθεμα
anatomic	0.562	0.442	0.546	ανατομικός
anatomy	0.562	0.390	0.571	ανατομία
ancestor	0.592	0.388	0.594	πρόγονος
ancestral	0.640	0.481	0.750	προγονικός
ancestry	0.708	0.519	0.717	καταγωγή
anchor	0.520	0.284	0.564	άγκυρα
anchorage	0.500	0.325	0.639	αγκυροβόλιο
ancient	0.420	0.217	0.439	αρχαίος
ancillary	0.449	0.442	0.278	επικουρικός
androgen	0.255	0.523	0.527	ανδρογόνο
android	0.663	0.436	0.500	android
anecdote	0.583	0.529	0.500	ανέκδοτο
anemia	0.188	0.327	0.310	αναιμία
anemic	0.167	0.279	0.155	αναιμικός
anemone	0.552	0.538	0.327	ανεμώνη
anesthesia	0.365	0.216	0.394	αναισθησία
anesthesiologist	0.419	0.224	0.526	αναισθησιολόγος
anesthetic	0.350	0.264	0.482	αναισθητικό
aneurysm	0.115	0.690	0.536	ανεύρυσμα
anew	0.771	0.358	0.385	ένα νέο
angel	0.906	0.158	0.704	άγγελος
angelic	0.927	0.298	0.668	αγγελικός
anger	0.167	0.865	0.657	θυμός
angered	0.010	0.860	0.547	θυμωμένος
angermanagement	0.260	0.632	0.482	διαχείριση θυμού
angina	0.230	0.630	0.464	κυνάγχη
angiogram	0.347	0.520	0.465	αγγειογραφία
angiography	0.378	0.536	0.520	αγγειογραφία
angle	0.541	0.330	0.455	γωνία
angling	0.625	0.408	0.500	αγκιστεία
angora	0.529	0.425	0.405	ανγκόρα
angriest	0.094	0.892	0.430	πιο θυμωμένος
angry	0.122	0.830	0.604	θυμωμένος
angrytweet	0.265	0.644	0.471	angrytweet
angst	0.167	0.888	0.333	άγχος
anguish	0.153	0.792	0.265	αγωνία
anguished	0.135	0.720	0.307	αγωνία
angular	0.449	0.281	0.444	γωνιώδης
anhydrous	0.456	0.365	0.355	άνυδρος
animal	0.521	0.510	0.513	ζώο
animate	0.827	0.755	0.635	έμψυχος
animated	0.823	0.676	0.538	κινούμενα
animation	0.888	0.750	0.549	κινουμένων σχεδίων
animosity	0.510	0.724	0.545	έχθρα
animus	0.698	0.676	0.466	σκοπός
ankle	0.500	0.274	0.234	αστράγαλος
anklet	0.410	0.276	0.302	κόσμημα του αστράγαλου
annals	0.427	0.610	0.424	χρονικά
annex	0.594	0.350	0.458	παράρτημα
annexation	0.342	0.500	0.555	προσάρτηση
annexe	0.584	0.350	0.392	παράρτημα
annihilate	0.115	0.918	0.681	εκμηδενίζω
annihilated	0.080	0.760	0.324	εκμηδενίστηκε
annihilation	0.041	0.800	0.591	εκμηδένιση
anniversary	0.880	0.770	0.723	επέτειος
annotate	0.592	0.469	0.441	σχολιάζω
annotation	0.604	0.470	0.619	σχόλιο
announce	0.694	0.618	0.611	ανακοινώνω
announcement	0.729	0.491	0.482	ανακοίνωση
announcer	0.602	0.570	0.732	αναγγέλων
annoy	0.094	0.765	0.286	ενοχλώ
annoyance	0.167	0.718	0.342	ενόχληση
annoyed	0.104	0.783	0.345	ενοχλημένος
annoyin	0.260	0.573	0.352	ενοχλεί
annoying	0.082	0.853	0.348	ενοχλητικός
annoys	0.146	0.778	0.435	ενοχλεί
annual	0.552	0.236	0.500	Ετήσιο
annuity	0.521	0.304	0.527	πρόσοδος
annul	0.250	0.448	0.364	ακυρώνω
annular	0.310	0.385	0.412	δακτυλιοειδής
annulment	0.153	0.375	0.447	ακύρωση
annulus	0.458	0.380	0.376	στεφάνη
anointed	0.500	0.368	0.579	χρισμένος
anointing	0.653	0.350	0.547	χρίση
anomalous	0.281	0.480	0.423	ανώμαλος
anomaly	0.188	0.538	0.404	ανωμαλία
anon	0.479	0.354	0.298	εντός ολίγου
anonymity	0.469	0.255	0.430	ανωνυμία
anonymous	0.396	0.291	0.431	Ανώνυμος
anorexic	0.160	0.618	0.245	ανορεξικός
answer	0.537	0.373	0.661	απάντηση
answerable	0.708	0.481	0.750	υπόλογος
answering	0.684	0.500	0.607	απαντώντας
ant	0.448	0.216	0.216	μυρμήγκι
antagonism	0.224	0.618	0.524	ανταγωνισμός
antagonist	0.240	0.615	0.700	ανταγωνιστής
antagonistic	0.296	0.604	0.565	ανταγωνιστικός
antagonize	0.143	0.663	0.629	ανταγωνίζομαι
ante	0.448	0.320	0.417	ante
antecedent	0.427	0.551	0.566	προηγούμενος
antelope	0.542	0.510	0.500	αντιλόπη
antenna	0.521	0.327	0.358	κεραία
anterior	0.510	0.245	0.362	προηγούμενος
anthem	0.780	0.343	0.729	ύμνος
anthill	0.327	0.578	0.377	μυρμηγκοφωλιά
anthology	0.338	0.406	0.537	ανθολογία
anthrax	0.188	0.730	0.500	άνθρακας
anthropological	0.367	0.390	0.490	ανθρωπολογικό
anthropologist	0.551	0.385	0.725	ανθρωπολόγος
anthropology	0.490	0.367	0.582	ανθρωπολογία
anti	0.365	0.412	0.384	αντι
antiaircraft	0.330	0.622	0.629	αντιαεροπορικός
antibiotic	0.510	0.373	0.658	αντιβιοτικό
antibiotics	0.448	0.406	0.557	αντιβιοτικά
antichrist	0.082	0.837	0.544	αντίχριστος
anticipate	0.622	0.469	0.667	προσδοκώ
anticipation	0.698	0.539	0.711	προσμονή
anticipatory	0.653	0.551	0.682	προνοητικός
antics	0.448	0.740	0.236	αστείο
antidote	0.541	0.490	0.629	αντίδοτο
antifungal	0.408	0.412	0.441	αντιμυκητιακό
antigravity	0.430	0.714	0.658	αντιβαρύτητα
antimony	0.378	0.398	0.490	αντιμόνιο
antipathy	0.198	0.549	0.393	αντιπάθεια
antiquarian	0.500	0.233	0.426	αρχαιολόγος
antiquated	0.420	0.392	0.236	απηρχαιωμένος
antique	0.634	0.290	0.518	αντίκα
antiques	0.540	0.370	0.595	αντίκες
antiquity	0.385	0.333	0.556	αρχαιότητα
antiseptic	0.438	0.370	0.623	αντισηπτικό
antisocial	0.146	0.686	0.391	αντικοινωνικός
antithesis	0.396	0.412	0.536	αντίθεση
antithetical	0.271	0.509	0.358	αντιθετικό
antiviral	0.459	0.470	0.549	αντιικό
antler	0.448	0.470	0.500	κέρας ελαφιού
antsy	0.449	0.558	0.417	μυρμηγκιά
anus	0.347	0.644	0.350	πρωκτός
anvil	0.380	0.510	0.604	αμόνι
anxiety	0.146	0.865	0.342	ανησυχία
anxietyattack	0.150	0.925	0.446	κριση ΑΓΧΟΥΣ
anxious	0.281	0.875	0.434	ανήσυχος
anxiousness	0.235	0.814	0.282	άγχος
anytime	0.625	0.461	0.436	οποτεδήποτε
aorta	0.448	0.510	0.542	αόρτη
aortic	0.436	0.540	0.438	αορτικός
apace	0.536	0.500	0.536	γρήγορα
apache	0.687	0.469	0.500	απάχης
apartment	0.719	0.393	0.580	διαμέρισμα
apartments	0.704	0.337	0.443	διαμερίσματα
apathetic	0.188	0.292	0.333	απαθής
apathy	0.184	0.212	0.204	απάθεια
ape	0.548	0.389	0.336	πίθηκος
aperture	0.612	0.450	0.667	άνοιγμα
apex	0.570	0.433	0.418	κορυφή
aphid	0.388	0.473	0.407	ψείρα των φυτών
aphrodisiac	0.750	0.846	0.667	αφροδισιακό
apiece	0.439	0.259	0.383	ένα κομμάτι
aplomb	0.500	0.509	0.582	ψυχραιμία
apocalypse	0.050	0.867	0.736	αποκάλυψη
apocalyptic	0.173	0.880	0.750	αποκαλυπτικός
apologetic	0.479	0.461	0.571	απολογητικός
apologist	0.406	0.429	0.526	απολογητής
apologize	0.551	0.378	0.389	Απολογούμαι
apology	0.571	0.346	0.402	απολογία
apostasy	0.388	0.520	0.517	αποστασία
apostate	0.342	0.500	0.528	αποστάτης
apostle	0.646	0.347	0.732	απόστολος
apostolic	0.592	0.300	0.717	αποστολικός
apostrophe	0.469	0.368	0.537	απόστροφος
apothecary	0.561	0.328	0.529	φαρμακοποιός
appalled	0.194	0.792	0.562	τρομοκρατημένος
appalling	0.160	0.827	0.415	τρομακτικός
apparatus	0.375	0.353	0.377	συσκευή
apparel	0.698	0.435	0.453	ενδύματα
apparent	0.473	0.383	0.398	εμφανής
apparently	0.531	0.410	0.426	προφανώς
apparition	0.406	0.573	0.636	εμφάνιση
appeal	0.663	0.598	0.558	έφεση
appear	0.735	0.506	0.567	εμφανίζομαι
appearance	0.669	0.490	0.534	εμφάνιση
appease	0.633	0.278	0.434	ξεθυμώνω
appellant	0.327	0.588	0.568	εφεσείων
append	0.573	0.464	0.453	προσαρτώ
appendage	0.229	0.382	0.438	προσάρτημα
appendectomy	0.177	0.670	0.554	εγχείρηση σκωλικοειδίτιδας
appendicitis	0.031	0.640	0.347	σκωληκοειδίτιδα
appendix	0.365	0.387	0.425	παράρτημα
appetite	0.704	0.637	0.581	όρεξη
appetizer	0.755	0.560	0.406	ορεκτικό
appetizing	0.806	0.657	0.688	ορεκτικός
applaud	0.865	0.824	0.464	χειροκροτώ
applause	0.953	0.857	0.621	χειροκροτήματα
apple	0.811	0.300	0.264	μήλο
apple juice	0.765	0.204	0.294	χυμός μήλου
applejack	0.604	0.431	0.473	οινόπνευμα μήλων
applesauce	0.750	0.167	0.291	πουρές μήλων
appliance	0.582	0.453	0.538	συσκευή
appliances	0.594	0.394	0.567	συσκευές
applicability	0.677	0.490	0.741	δυνατότητα εφαρμογής
applicable	0.469	0.430	0.667	εφαρμόσιμος
applicant	0.612	0.558	0.688	αιτών
application	0.646	0.445	0.726	εφαρμογή
apply	0.612	0.321	0.667	ισχύουν
appoint	0.565	0.330	0.509	διορίζω
appointment	0.688	0.594	0.547	ραντεβού
appointments	0.745	0.677	0.625	εφόδια
apportion	0.677	0.490	0.638	διανέμω αναλογώς
apportionment	0.552	0.481	0.453	καταμερισμός
appraisal	0.417	0.667	0.682	εκτίμηση
appraise	0.677	0.490	0.696	εκτιμώ
appreciable	0.873	0.491	0.778	υπολογίσιμος
appreciate	0.885	0.422	0.741	Εκτιμώ
appreciated	0.910	0.434	0.779	εκτιμωμένος
appreciates	0.765	0.500	0.656	εκτιμά
appreciation	0.917	0.529	0.588	εκτίμηση
appreciative	0.857	0.380	0.654	εκτιμητικός
apprehend	0.521	0.624	0.696	αντιλαμβάνομαι
apprehension	0.385	0.720	0.454	σύλληψη
apprehensive	0.406	0.592	0.431	φοβισμένος
apprentice	0.615	0.413	0.452	μαθητευόμενος
apprenticeship	0.812	0.482	0.643	μαθητεία
approach	0.612	0.392	0.610	πλησιάζω
approaching	0.740	0.557	0.491	πλησιάζοντας
approbate	0.646	0.590	0.860	εγκρίνω
approbation	0.792	0.529	0.774	επιδοκιμασία
appropriate	0.833	0.368	0.759	κατάλληλος
appropriation	0.510	0.632	0.717	οικειοποίηση
approval	0.854	0.460	0.889	έγκριση
approve	0.875	0.548	0.741	εγκρίνω
approved	0.833	0.349	0.698	εγκρίθηκε
approvement	0.880	0.625	0.780	έγκριση
approving	0.917	0.583	0.773	εγκρίνοντας
approximate	0.551	0.560	0.520	κατά προσέγγιση
approximately	0.622	0.396	0.538	κατά προσέγγιση
approximating	0.583	0.615	0.471	προσεγγίζοντας
approximation	0.582	0.402	0.593	προσέγγιση
appurtenances	0.573	0.412	0.547	εξαρτήματα
apricot	0.708	0.320	0.278	βερύκοκκο
apron	0.582	0.208	0.245	ποδιά
apt	0.582	0.418	0.382	κατάλληλος
aptitude	0.750	0.471	0.746	ικανότητα
aqua	0.656	0.292	0.359	aqua
aquamarine	0.729	0.306	0.413	ακουαμαρίνης
aquarium	0.663	0.327	0.393	ενυδρείο
aquatic	0.677	0.510	0.463	υδάτινος
aqueduct	0.551	0.411	0.534	υδραγωγείο
aqueous	0.429	0.270	0.310	υδαρής
arable	0.510	0.350	0.465	αρόσιμος
arbiter	0.561	0.537	0.814	διαιτητής
arbitrary	0.281	0.702	0.686	αυθαίρετος
arbitrate	0.470	0.620	0.682	κρίνω ως διαιτητής
arbitration	0.587	0.602	0.670	διαιτησία
arbitrator	0.385	0.448	0.795	διαιτητής
arbor	0.583	0.490	0.591	κληματαριά
arc	0.552	0.388	0.396	τόξο
arcade	0.676	0.521	0.502	στοά
arcane	0.500	0.490	0.637	απόκρυφος
arch	0.500	0.354	0.468	αψίδα
archaeological	0.740	0.441	0.660	αρχαιολογικός
archaeologist	0.552	0.451	0.706	αρχαιολόγος
archaeology	0.596	0.358	0.691	αρχαιολογία
archaic	0.271	0.327	0.332	αρχαϊκός
archangel	0.837	0.500	0.708	αρχάγγελος
archbishop	0.622	0.280	0.776	αρχιεπίσκοπος
archdiocese	0.400	0.321	0.704	αρχιεπίσκοπη
archduke	0.458	0.413	0.634	αρχιδούκας
arched	0.582	0.403	0.398	τοξωτό
archer	0.573	0.622	0.661	τοξότης
archery	0.594	0.604	0.589	τοξοβολία
archetype	0.448	0.520	0.569	αρχέτυπο
archipelago	0.745	0.370	0.592	αρχιπέλαγος
architect	0.776	0.442	0.836	αρχιτέκτονας
architectural	0.729	0.390	0.670	αρχιτεκτονικός
architecture	0.820	0.390	0.694	αρχιτεκτονική
archive	0.438	0.294	0.527	αρχείο
arctic	0.615	0.352	0.546	αρκτικός
ardent	0.694	0.873	0.722	διακαής
ardor	0.500	0.780	0.538	ζέση
arduous	0.344	0.783	0.605	επίπονος
area	0.490	0.306	0.464	περιοχή
arena	0.510	0.235	0.404	αρένα
areola	0.417	0.396	0.381	areola
areyoukidding	0.429	0.633	0.400	αστειεύεσαι
areyoukiddingme	0.365	0.635	0.375	με δουλεύεις
argent	0.594	0.418	0.472	αργεντής
argh	0.260	0.538	0.328	argh
arghh	0.292	0.536	0.397	αργκχ
arghhhh	0.250	0.618	0.324	αργκχχχ
argue	0.093	0.798	0.525	λογομαχώ
argument	0.510	0.464	0.698	διαφωνία
argumentation	0.479	0.549	0.760	συζήτηση
argumentative	0.450	0.531	0.679	διαλεκτικός
arguments	0.541	0.602	0.657	επιχειρήματα
arid	0.323	0.333	0.379	ξερός
arise	0.750	0.582	0.725	σηκώνομαι
aristocracy	0.688	0.549	0.842	αριστοκρατία
aristocrat	0.583	0.413	0.811	αριστοκράτης
aristocratic	0.449	0.519	0.676	αριστοκρατικός
arithmetic	0.453	0.460	0.634	αριθμητική
ark	0.396	0.427	0.543	κιβωτός
arm	0.552	0.285	0.469	μπράτσο
armada	0.408	0.740	0.868	αρμάδα
armament	0.198	0.764	0.810	εξοπλισμός
armaments	0.192	0.839	0.830	εξοπλισμοί
armature	0.510	0.558	0.755	οπλισμός
armchair	0.646	0.164	0.339	πολυθρόνα
armed	0.188	0.750	0.808	ένοπλος
armor	0.469	0.625	0.784	πανοπλία
armored	0.469	0.509	0.861	θωρακισμένος
armory	0.448	0.663	0.800	οπλοστάσιο
armpit	0.283	0.439	0.250	μασχάλη
arms	0.464	0.395	0.483	όπλα
army	0.417	0.759	0.902	στρατός
aroma	0.823	0.235	0.442	άρωμα
aromatherapy	0.847	0.220	0.473	αρωματοθεραπεία
arousal	0.791	0.943	0.731	εξέγερση
arouse	0.740	0.491	0.580	εξεγείρω
aroused	0.708	0.952	0.667	διεγέρθηκε
arraignment	0.406	0.837	0.534	κλήση
arrange	0.740	0.490	0.571	κανονίζω
arranged	0.698	0.531	0.728	διατεταγμένα
arrangement	0.625	0.382	0.683	συμφωνία
array	0.521	0.396	0.568	πίνακας
arrears	0.286	0.485	0.302	καθυστερούμενα
arrest	0.146	0.951	0.500	σύλληψη
arrhythmia	0.265	0.706	0.356	αρρυθμία
arrival	0.678	0.510	0.474	άφιξη
arrive	0.837	0.406	0.585	φθάνω
arrogance	0.143	0.750	0.620	αλαζονεία
arrogant	0.115	0.755	0.580	αλαζονικός
arrow	0.439	0.390	0.454	βέλος
arsehole	0.276	0.598	0.433	αρσετρύπα
arseholes	0.188	0.545	0.351	οπές
arsenal	0.365	0.741	0.752	οπλοστάσιο
arsenic	0.281	0.472	0.447	αρσενικό
arson	0.133	0.904	0.567	εμπρησμός
arsonist	0.348	0.840	0.500	εμπρηστής
art	0.812	0.360	0.603	τέχνη
arterial	0.396	0.510	0.583	αρτηριακός
