English Word	Valence	Arousal	Dominance	Frisian Word
anatomy	0.562	0.390	0.571	anatomy
ancestor	0.592	0.388	0.594	foarâlder
ancestral	0.640	0.481	0.750	foarâlderlik
ancestry	0.708	0.519	0.717	ancestry
anchor	0.520	0.284	0.564	anker
anchorage	0.500	0.325	0.639	anker
ancient	0.420	0.217	0.439	âld
ancillary	0.449	0.442	0.278	oanfoljende
androgen	0.255	0.523	0.527	androgen
android	0.663	0.436	0.500	android
anecdote	0.583	0.529	0.500	anekdoate
anemia	0.188	0.327	0.310	bloedarmoede
anemic	0.167	0.279	0.155	anemysk
anemone	0.552	0.538	0.327	anemone
anesthesia	0.365	0.216	0.394	anesthesia
anesthesiologist	0.419	0.224	0.526	anesthesiologist
anesthetic	0.350	0.264	0.482	anesthetic
aneurysm	0.115	0.690	0.536	aneurysma
anew	0.771	0.358	0.385	op 'e nij
angel	0.906	0.158	0.704	ingel
angelic	0.927	0.298	0.668	angelic
anger	0.167	0.865	0.657	lilkens
angered	0.010	0.860	0.547	lilkens
angermanagement	0.260	0.632	0.482	omgean mei lulkens
angina	0.230	0.630	0.464	angina
angiogram	0.347	0.520	0.465	angiogram
angiography	0.378	0.536	0.520	angiography
angle	0.541	0.330	0.455	hoeke
angling	0.625	0.408	0.500	angeljen
angora	0.529	0.425	0.405	angora
angriest	0.094	0.892	0.430	lilkste
angry	0.122	0.830	0.604	lilk
angrytweet	0.265	0.644	0.471	angrytweet
angst	0.167	0.888	0.333	angst
anguish	0.153	0.792	0.265	eangst
anguished	0.135	0.720	0.307	eangst
angular	0.449	0.281	0.444	angular
anhydrous	0.456	0.365	0.355	wetterfrij
animal	0.521	0.510	0.513	bist
animate	0.827	0.755	0.635	animearje
animated	0.823	0.676	0.538	animearre
animation	0.888	0.750	0.549	animaasje
animosity	0.510	0.724	0.545	fijânskip
animus	0.698	0.676	0.466	animus
ankle	0.500	0.274	0.234	ankel
anklet	0.410	0.276	0.302	ankeltsje
annals	0.427	0.610	0.424	annalen
annex	0.594	0.350	0.458	anneks
annexation	0.342	0.500	0.555	anneksaasje
annexe	0.584	0.350	0.392	anneks
annihilate	0.115	0.918	0.681	ferneatigje
annihilated	0.080	0.760	0.324	ferneatige
annihilation	0.041	0.800	0.591	ferneatiging
anniversary	0.880	0.770	0.723	jubileum
annotate	0.592	0.469	0.441	annotearje
annotation	0.604	0.470	0.619	annotaasje
announce	0.694	0.618	0.611	oankundigje
announcement	0.729	0.491	0.482	oankundiging
announcer	0.602	0.570	0.732	omropster
annoy	0.094	0.765	0.286	argewaasje
annoyance	0.167	0.718	0.342	argewaasje
annoyed	0.104	0.783	0.345	argewaasje
annoyin	0.260	0.573	0.352	argewaasje
annoying	0.082	0.853	0.348	ferfelend
annoys	0.146	0.778	0.435	ferfelt
annual	0.552	0.236	0.500	jierliks
annuity	0.521	0.304	0.527	annuity
annul	0.250	0.448	0.364	annulearje
annular	0.310	0.385	0.412	annular
annulment	0.153	0.375	0.447	annulering
annulus	0.458	0.380	0.376	annulus
anointed	0.500	0.368	0.579	salve
anointing	0.653	0.350	0.547	salving
anomalous	0.281	0.480	0.423	anomalous
anomaly	0.188	0.538	0.404	anomaly
anon	0.479	0.354	0.298	anon
anonymity	0.469	0.255	0.430	anonymiteit
anonymous	0.396	0.291	0.431	anonym
anorexic	0.160	0.618	0.245	anoreksysk
answer	0.537	0.373	0.661	antwurd
answerable	0.708	0.481	0.750	ferantwurdelje
answering	0.684	0.500	0.607	antwurdzje
ant	0.448	0.216	0.216	ant
antagonism	0.224	0.618	0.524	antagonisme
antagonist	0.240	0.615	0.700	antagonist
antagonistic	0.296	0.604	0.565	antagonistysk
antagonize	0.143	0.663	0.629	antagonisearje
ante	0.448	0.320	0.417	ante
antecedent	0.427	0.551	0.566	antecedent
antelope	0.542	0.510	0.500	antilope
antenna	0.521	0.327	0.358	antenne
anterior	0.510	0.245	0.362	anterior
anthem	0.780	0.343	0.729	folksliet
anthill	0.327	0.578	0.377	anthill
anthology	0.338	0.406	0.537	blomlêzing
anthrax	0.188	0.730	0.500	miltvuur
anthropological	0.367	0.390	0.490	antropologysk
anthropologist	0.551	0.385	0.725	antropolooch
anthropology	0.490	0.367	0.582	antropology
anti	0.365	0.412	0.384	anti
antiaircraft	0.330	0.622	0.629	antiaircraft
antibiotic	0.510	0.373	0.658	antibiotika
antibiotics	0.448	0.406	0.557	antibiotika
antichrist	0.082	0.837	0.544	antykrist
anticipate	0.622	0.469	0.667	antisipearje
anticipation	0.698	0.539	0.711	ferwachting
anticipatory	0.653	0.551	0.682	anticipatory
antics	0.448	0.740	0.236	antics
antidote	0.541	0.490	0.629	tsjingif
antifungal	0.408	0.412	0.441	antifungal
antigravity	0.430	0.714	0.658	antigravity
antimony	0.378	0.398	0.490	antimoanje
antipathy	0.198	0.549	0.393	antypaty
antiquarian	0.500	0.233	0.426	antikwar
antiquated	0.420	0.392	0.236	ferâldere
antique	0.634	0.290	0.518	antyk
antiques	0.540	0.370	0.595	antyk
antiquity	0.385	0.333	0.556	âldheid
antiseptic	0.438	0.370	0.623	antiseptyske
antisocial	0.146	0.686	0.391	antisocial
antithesis	0.396	0.412	0.536	tsjinstelling
antithetical	0.271	0.509	0.358	antithetical
antiviral	0.459	0.470	0.549	antivirale
antler	0.448	0.470	0.500	gewei
antsy	0.449	0.558	0.417	antsy
anus	0.347	0.644	0.350	anus
anvil	0.380	0.510	0.604	aambyld
anxiety	0.146	0.865	0.342	eangst
anxietyattack	0.150	0.925	0.446	eangstoanfal
anxious	0.281	0.875	0.434	benaud
anxiousness	0.235	0.814	0.282	anxiousness
anytime	0.625	0.461	0.436	wannear dan ek
aorta	0.448	0.510	0.542	aorta
aortic	0.436	0.540	0.438	aorta
apace	0.536	0.500	0.536	apace
apache	0.687	0.469	0.500	apache
apartment	0.719	0.393	0.580	appartemint
apartments	0.704	0.337	0.443	apparteminten
apathetic	0.188	0.292	0.333	apatysk
apathy	0.184	0.212	0.204	apathy
ape	0.548	0.389	0.336	aap
aperture	0.612	0.450	0.667	diafragma
apex	0.570	0.433	0.418	apex
aphid	0.388	0.473	0.407	bladlus
aphrodisiac	0.750	0.846	0.667	afrodisiac
apiece	0.439	0.259	0.383	stik
aplomb	0.500	0.509	0.582	aplomb
apocalypse	0.050	0.867	0.736	apokalyps
apocalyptic	0.173	0.880	0.750	apokalyptyske
apologetic	0.479	0.461	0.571	apologetyske
apologist	0.406	0.429	0.526	apologist
apologize	0.551	0.378	0.389	ferûntskuldigje
apology	0.571	0.346	0.402	ekskús
apostasy	0.388	0.520	0.517	ôffal
apostate	0.342	0.500	0.528	ôffallich
apostle	0.646	0.347	0.732	apostel
apostolic	0.592	0.300	0.717	apostoalysk
apostrophe	0.469	0.368	0.537	apostrof
apothecary	0.561	0.328	0.529	apteker
appalled	0.194	0.792	0.562	ôfgryslik
appalling	0.160	0.827	0.415	ferskriklik
apparatus	0.375	0.353	0.377	apparaat
apparel	0.698	0.435	0.453	klean
apparent	0.473	0.383	0.398	skynber
apparently	0.531	0.410	0.426	skynber
apparition	0.406	0.573	0.636	ferskynsel
appeal	0.663	0.598	0.558	berop
appear	0.735	0.506	0.567	skine
appearance	0.669	0.490	0.534	ferskining
appease	0.633	0.278	0.434	befredigje
appellant	0.327	0.588	0.568	appellant
append	0.573	0.464	0.453	taheakje
appendage	0.229	0.382	0.438	oanhingsel
appendectomy	0.177	0.670	0.554	appendektomie
appendicitis	0.031	0.640	0.347	appendicitis
appendix	0.365	0.387	0.425	taheakke
appetite	0.704	0.637	0.581	appetit
appetizer	0.755	0.560	0.406	appetizer
appetizing	0.806	0.657	0.688	appetizing
applaud	0.865	0.824	0.464	applaudearje
applause	0.953	0.857	0.621	applaus
apple	0.811	0.300	0.264	appel
apple juice	0.765	0.204	0.294	appelsop
applejack	0.604	0.431	0.473	applejack
applesauce	0.750	0.167	0.291	applesmoes
appliance	0.582	0.453	0.538	apparaat
appliances	0.594	0.394	0.567	apparaten
applicability	0.677	0.490	0.741	tapasberens
applicable	0.469	0.430	0.667	tapaslik
applicant	0.612	0.558	0.688	oanfreger
application	0.646	0.445	0.726	oanfraach
apply	0.612	0.321	0.667	tapasse
appoint	0.565	0.330	0.509	beneame
appointment	0.688	0.594	0.547	beneaming
appointments	0.745	0.677	0.625	ôfspraken
apportion	0.677	0.490	0.638	ferdieling
apportionment	0.552	0.481	0.453	ferdieling
appraisal	0.417	0.667	0.682	beoardieling
appraise	0.677	0.490	0.696	beoardielje
appreciable	0.873	0.491	0.778	oanmerklik
appreciate	0.885	0.422	0.741	wurdearje
appreciated	0.910	0.434	0.779	wurdearre
appreciates	0.765	0.500	0.656	wurdearret
appreciation	0.917	0.529	0.588	erkentlikens
appreciative	0.857	0.380	0.654	wurdearjend
apprehend	0.521	0.624	0.696	oangripe
apprehension	0.385	0.720	0.454	apprehension
apprehensive	0.406	0.592	0.431	benaud
apprentice	0.615	0.413	0.452	learling
apprenticeship	0.812	0.482	0.643	learlingship
approach	0.612	0.392	0.610	oanpak
approaching	0.740	0.557	0.491	tichterby
approbate	0.646	0.590	0.860	approbate
approbation	0.792	0.529	0.774	goedkarring
appropriate	0.833	0.368	0.759	gaadlik
appropriation	0.510	0.632	0.717	taeigening
approval	0.854	0.460	0.889	ynstimming
approve	0.875	0.548	0.741	goedkarre
approved	0.833	0.349	0.698	goedkard
approvement	0.880	0.625	0.780	goedkarring
approving	0.917	0.583	0.773	goedkarring
approximate	0.551	0.560	0.520	likernôch
approximately	0.622	0.396	0.538	likernôch
approximating	0.583	0.615	0.471	approximating
approximation	0.582	0.402	0.593	approximation
appurtenances	0.573	0.412	0.547	taheaksels
apricot	0.708	0.320	0.278	abrikoas
apron	0.582	0.208	0.245	apron
apt	0.582	0.418	0.382	apt
aptitude	0.750	0.471	0.746	aptitude
aqua	0.656	0.292	0.359	aqua
aquamarine	0.729	0.306	0.413	akwamarijn
aquarium	0.663	0.327	0.393	aquarium
aquatic	0.677	0.510	0.463	aquatic
aqueduct	0.551	0.411	0.534	akwadukt
aqueous	0.429	0.270	0.310	wetterich
arable	0.510	0.350	0.465	akkerbou
arbiter	0.561	0.537	0.814	arbiter
arbitrary	0.281	0.702	0.686	willekeurich
arbitrate	0.470	0.620	0.682	arbitrearje
arbitration	0.587	0.602	0.670	arbitraazje
arbitrator	0.385	0.448	0.795	arbiter
arbor	0.583	0.490	0.591	arbor
arc	0.552	0.388	0.396	arc
arcade	0.676	0.521	0.502	arcade
arcane	0.500	0.490	0.637	arcane
arch	0.500	0.354	0.468	bôge
archaeological	0.740	0.441	0.660	argeologysk
archaeologist	0.552	0.451	0.706	argeolooch
archaeology	0.596	0.358	0.691	argeology
archaic	0.271	0.327	0.332	archaic
archangel	0.837	0.500	0.708	aartsingel
archbishop	0.622	0.280	0.776	aartsbiskop
archdiocese	0.400	0.321	0.704	aartsbisdom
archduke	0.458	0.413	0.634	aartshartoch
arched	0.582	0.403	0.398	bôge
archer	0.573	0.622	0.661	bôgesjitter
archery	0.594	0.604	0.589	bôgesjitten
archetype	0.448	0.520	0.569	archetype
archipelago	0.745	0.370	0.592	arsjipel
architect	0.776	0.442	0.836	arsjitekt
architectural	0.729	0.390	0.670	boukundich
architecture	0.820	0.390	0.694	boukunde
archive	0.438	0.294	0.527	argyf
arctic	0.615	0.352	0.546	arctic
ardent	0.694	0.873	0.722	fûleindich
ardor	0.500	0.780	0.538	ardor
arduous	0.344	0.783	0.605	dreech
area	0.490	0.306	0.464	krite
arena	0.510	0.235	0.404	arena
areola	0.417	0.396	0.381	areola
areyoukidding	0.429	0.633	0.400	binne jo oan it rieden
areyoukiddingme	0.365	0.635	0.375	hâldst my foar it lapke
argent	0.594	0.418	0.472	argent
argh	0.260	0.538	0.328	argh
arghh	0.292	0.536	0.397	arghh
arghhhh	0.250	0.618	0.324	arghhhh
argue	0.093	0.798	0.525	argumearje
argument	0.510	0.464	0.698	argumint
argumentation	0.479	0.549	0.760	argumintaasje
argumentative	0.450	0.531	0.679	argumintatyf
arguments	0.541	0.602	0.657	arguminten
arid	0.323	0.333	0.379	arid
arise	0.750	0.582	0.725	ûntsteane
aristocracy	0.688	0.549	0.842	aristokrasy
aristocrat	0.583	0.413	0.811	aristokraat
aristocratic	0.449	0.519	0.676	aristokratysk
arithmetic	0.453	0.460	0.634	rekkenjen
ark	0.396	0.427	0.543	ark
arm	0.552	0.285	0.469	earm
armada	0.408	0.740	0.868	armada
armament	0.198	0.764	0.810	bewapening
armaments	0.192	0.839	0.830	bewapening
armature	0.510	0.558	0.755	armature
armchair	0.646	0.164	0.339	leunstoel
armed	0.188	0.750	0.808	bewapene
armor	0.469	0.625	0.784	harnas
armored	0.469	0.509	0.861	pânsere
armory	0.448	0.663	0.800	armory
armpit	0.283	0.439	0.250	oksel
arms	0.464	0.395	0.483	earms
army	0.417	0.759	0.902	leger
aroma	0.823	0.235	0.442	geur
aromatherapy	0.847	0.220	0.473	aromatherapy
arousal	0.791	0.943	0.731	opwekking
arouse	0.740	0.491	0.580	opwekke
aroused	0.708	0.952	0.667	opwekke
arraignment	0.406	0.837	0.534	arraignment
arrange	0.740	0.490	0.571	regelje
arranged	0.698	0.531	0.728	regele
arrangement	0.625	0.382	0.683	arrangement
array	0.521	0.396	0.568	array
arrears	0.286	0.485	0.302	efterstân
arrest	0.146	0.951	0.500	arrestaasje
arrhythmia	0.265	0.706	0.356	arrhythmia
arrival	0.678	0.510	0.474	oankomst
arrive	0.837	0.406	0.585	oankomme
arrogance	0.143	0.750	0.620	arrogânsje
arrogant	0.115	0.755	0.580	eigenwiis
arrow	0.439	0.390	0.454	pylk
arsehole	0.276	0.598	0.433	arshole
arseholes	0.188	0.545	0.351	arseholes
arsenal	0.365	0.741	0.752	arsenaal
arsenic	0.281	0.472	0.447	arseen
arson	0.133	0.904	0.567	brânstichting
arsonist	0.348	0.840	0.500	brânstifter
art	0.812	0.360	0.603	keunst
arterial	0.396	0.510	0.583	arterial
artery	0.396	0.580	0.537	artery
artful	0.771	0.608	0.778	keunstich
arthritis	0.110	0.518	0.345	artritis
arthropod	0.344	0.464	0.434	arthropod
artichoke	0.583	0.218	0.287	artisjok
article	0.594	0.280	0.481	lidwurd
articles	0.552	0.324	0.565	artikels
articulate	0.677	0.462	0.618	artikulearje
articulation	0.479	0.480	0.591	artikulaasje
artifact	0.510	0.500	0.566	artefakt
artifice	0.316	0.696	0.482	keunstwurk
artificial	0.306	0.385	0.351	keunstmjittich
artillery	0.350	0.912	0.794	artillery
artisan	0.781	0.330	0.411	ambachtsman
artist	0.802	0.442	0.732	artyst
artiste	0.844	0.512	0.565	artiste
artistic	0.802	0.646	0.632	artistyk
artistry	0.823	0.346	0.769	keunstnerskip
artists	0.796	0.667	0.741	keunstners
artwork	0.896	0.368	0.679	keunstwurk
arty	0.490	0.422	0.388	arty
asap	0.571	0.500	0.552	sa gau mooglik
asbestos	0.357	0.481	0.464	asbest
ascend	0.830	0.620	0.812	opstean
ascendancy	0.724	0.625	0.700	opkomst
ascendant	0.656	0.673	0.821	ascendant
ascending	0.826	0.644	0.777	oprinnend
ascension	0.765	0.720	0.714	himelfeart
ascent	0.755	0.627	0.833	opstiging
ascertain	0.560	0.530	0.625	konstatearje
ascertained	0.531	0.529	0.616	konstatearre
ascetic	0.438	0.375	0.472	asketyske
ash	0.260	0.210	0.207	jiske
ashamed	0.156	0.588	0.228	beskamme
ashes	0.327	0.279	0.142	jiske
ashtray	0.406	0.382	0.265	jiskebak
asinine	0.429	0.472	0.433	asinine
ask	0.531	0.440	0.459	freegje
asleeep	0.490	0.210	0.322	sliepe
asleep	0.604	0.100	0.270	sliep
asp	0.438	0.489	0.375	asp
asparagus	0.469	0.317	0.264	asperzjes
aspartame	0.469	0.480	0.322	aspartaam
aspect	0.479	0.469	0.588	aspekt
aspects	0.439	0.480	0.565	aspekten
aspen	0.479	0.280	0.395	aspen
asphalt	0.479	0.264	0.439	asfalt
asphyxia	0.198	0.704	0.311	asfyxia
asphyxiation	0.059	0.745	0.412	ferstikking
aspiration	0.704	0.724	0.675	aspiraasje
aspire	0.812	0.469	0.722	aspire
aspirin	0.479	0.271	0.422	aspirine
aspiring	0.844	0.582	0.604	aspirant
ass	0.323	0.750	0.345	kont
assail	0.378	0.510	0.500	oanfalle
assailant	0.184	0.868	0.602	oanfaller
assassin	0.073	0.933	0.632	moardner
assassinate	0.051	0.969	0.722	fermoardzje
assassination	0.083	0.941	0.525	moard
assault	0.167	0.848	0.550	oanfal
assay	0.633	0.559	0.594	assay
assemblage	0.429	0.452	0.600	gearstalling
assemble	0.542	0.570	0.750	gearstalle
assembled	0.663	0.450	0.644	gearstald
assembly	0.698	0.500	0.640	gearkomste
assemblyman	0.430	0.538	0.760	assemblyman
assent	0.615	0.515	0.719	ynstimming
assert	0.750	0.619	0.809	beweare
asserting	0.694	0.531	0.736	asserting
assertion	0.740	0.442	0.750	bewearing
assertive	0.719	0.412	0.770	assertyf
assess	0.698	0.500	0.623	beoardielje
assessment	0.750	0.623	0.658	beoardieling
assessor	0.551	0.538	0.764	assessor
asset	0.797	0.765	0.788	asset
assets	0.667	0.613	0.765	aktiva
asshole	0.133	0.582	0.263	lulk
assign	0.622	0.417	0.709	tawize
assignee	0.510	0.462	0.510	assignee
assignment	0.483	0.398	0.745	opdracht
assimilate	0.559	0.391	0.683	assimilearje
assimilation	0.429	0.378	0.463	assimilaasje
assist	0.833	0.435	0.629	helpe
assistance	0.656	0.519	0.633	assistinsje
assistant	0.625	0.390	0.536	assistint
associate	0.812	0.409	0.625	kompanjon
association	0.745	0.500	0.817	bûn
assorted	0.602	0.460	0.472	assortearre
assortment	0.694	0.360	0.526	assortimint
assuage	0.745	0.255	0.500	assuage
assume	0.698	0.401	0.464	oannimme
assumed	0.612	0.247	0.454	oannommen
assuming	0.740	0.390	0.526	oannimme
assumption	0.479	0.431	0.417	ferûnderstelling
assurance	0.675	0.442	0.704	assurance
assure	0.910	0.460	0.839	fersekerje
assured	0.878	0.327	0.754	fersekere
assuredly	0.786	0.396	0.833	wiswier
asterisk	0.541	0.288	0.273	stjerke
asteroid	0.430	0.721	0.623	asteroïde
asteroids	0.361	0.694	0.712	asteroïden
asthma	0.198	0.549	0.227	astma
asthmatic	0.229	0.706	0.294	astma
astigmatism	0.214	0.490	0.429	astigmatisme
astonish	0.786	0.845	0.658	fernuverje
astonished	0.510	0.775	0.574	fernuvere
astonishing	0.844	0.802	0.821	ferrassend
astonishingly	0.827	0.898	0.773	ferbjusterjend
astonishment	0.680	0.718	0.519	fernuvering
astound	0.729	0.675	0.474	fernuverje
astral	0.604	0.417	0.567	astral
astray	0.098	0.676	0.308	ferdwaald
astringent	0.316	0.500	0.474	astringent
astrologer	0.594	0.519	0.673	astrolooch
astrology	0.635	0.340	0.500	astrology
astronaut	0.792	0.601	0.761	astronaut
astronomer	0.750	0.509	0.735	astronoom
astronomical	0.600	0.632	0.726	astronomyske
astronomy	0.613	0.474	0.722	stjerrekunde
astute	0.776	0.658	0.827	skerpsinnich
asunder	0.208	0.442	0.259	skeel
asylum	0.407	0.330	0.445	asyl
asymmetric	0.580	0.343	0.465	asymmetrysk
asymmetry	0.476	0.373	0.527	asymmetry
asymptotic	0.479	0.451	0.472	asymptotysk
atelier	0.490	0.330	0.705	atelier
atheism	0.276	0.460	0.481	ateïsme
atheistic	0.373	0.481	0.466	ateïstyske
atherosclerosis	0.250	0.480	0.343	atherosclerose
athlete	0.781	0.718	0.686	atleet
athletic	0.857	0.798	0.708	atletyk
athleticism	0.750	0.863	0.778	atletyk
athletics	0.831	0.691	0.740	atletyk
atlas	0.531	0.306	0.554	atlas
atmosphere	0.604	0.300	0.560	atmosfear
atmospheric	0.531	0.420	0.594	atmosfearysk
atoll	0.480	0.408	0.472	atol
atom	0.510	0.500	0.433	atoom
atomic	0.327	0.817	0.713	atomic
atone	0.418	0.673	0.411	boete
atonement	0.550	0.602	0.683	fersoening
atpeace	0.724	0.298	0.519	yn frede
atrium	0.469	0.365	0.473	atrium
atrocious	0.073	0.811	0.445	ôfgryslik
atrocity	0.115	0.844	0.593	gruwelijkheid
atrophy	0.177	0.540	0.208	atrophy
attach	0.520	0.363	0.559	hechtsje
attached	0.562	0.350	0.439	taheakke
attachment	0.570	0.343	0.500	taheaksel
attack	0.286	0.948	0.670	oanfal
attacker	0.185	0.962	0.629	oanfaller
attacking	0.276	0.837	0.642	oanfallen
attain	0.806	0.510	0.719	berikke
attainable	0.760	0.500	0.759	berikber
attainment	0.830	0.520	0.940	berikken
attempt	0.625	0.491	0.431	besykjen
attempted	0.594	0.580	0.567	besocht
attend	0.650	0.420	0.625	bywenje
attendance	0.812	0.500	0.592	opkomst
attendant	0.580	0.365	0.519	begelieder
attention	0.740	0.599	0.774	oandacht
attentionseeker	0.367	0.745	0.457	oandacht siker
attentionseekers	0.531	0.673	0.500	oandachtsikers
attentive	0.812	0.520	0.724	attent
attenuate	0.408	0.302	0.429	ôfswakke
attenuated	0.449	0.280	0.298	ôfswakke
attenuation	0.458	0.363	0.464	ferswakking
attest	0.439	0.710	0.685	attest
attestation	0.234	0.635	0.500	attestaasje
attic	0.521	0.259	0.377	attic
attire	0.742	0.388	0.483	oanklaaiïng
attitude	0.760	0.644	0.861	hâlding
attorney	0.600	0.594	0.754	advokaat
attract	0.796	0.663	0.769	oanlûke
attraction	0.906	0.774	0.712	attraksje
attractive	0.906	0.630	0.769	oantreklik
attractiveness	0.938	0.667	0.755	oantreklikens
attributable	0.704	0.430	0.527	attributable
attribute	0.781	0.439	0.795	attribút
attribution	0.646	0.467	0.658	attribúsje
attrition	0.229	0.540	0.259	attrition
auburn	0.510	0.240	0.411	auburn
auction	0.594	0.702	0.519	feiling
auctioneer	0.542	0.732	0.716	feilingmaster
audacious	0.740	0.875	0.825	audacious
audacity	0.760	0.755	0.916	audacity
audible	0.673	0.370	0.462	te hearren
audience	0.698	0.610	0.613	publyk
audio	0.709	0.425	0.370	audio
audit	0.375	0.562	0.735	audit
audition	0.750	0.685	0.615	audysje
auditions	0.740	0.765	0.596	audysjes
auditor	0.582	0.571	0.726	auditor
auditorium	0.529	0.490	0.538	auditorium
auditory	0.531	0.481	0.570	auditory
aught	0.418	0.135	0.217	aught
augment	0.650	0.683	0.645	fergrutsje
augmentation	0.714	0.613	0.850	fergrutting
august	0.652	0.292	0.462	augustus
aunt	0.667	0.291	0.420	muoike
auntie	0.643	0.275	0.447	muoike
aura	0.760	0.333	0.500	aura
aurora	0.817	0.306	0.537	aurora
auspices	0.542	0.500	0.634	auspysjes
auspicious	0.562	0.635	0.669	geunstich
austere	0.500	0.390	0.422	strange
austerity	0.438	0.406	0.534	besuniging
authentic	0.885	0.510	0.782	autentyk
authenticate	0.833	0.480	0.789	autentisearje
authentication	0.724	0.491	0.750	autentikaasje
authenticity	0.670	0.548	0.845	autentisiteit
author	0.775	0.343	0.749	skriuwer
authoritative	0.636	0.520	0.890	autoritative
authority	0.592	0.592	0.934	autoriteit
authorization	0.521	0.567	0.817	machtiging
authorize	0.772	0.596	0.821	autorisearje
authorized	0.760	0.458	0.815	autorisearre
authorship	0.667	0.635	0.773	skriuwerskip
autism	0.235	0.500	0.447	autisme
autistic	0.367	0.337	0.404	autistysk
auto	0.571	0.569	0.500	auto
autobiographical	0.909	0.462	0.582	autobiografysk
autobiography	0.735	0.284	0.629	autobiografy
autocorrect	0.551	0.439	0.616	autokorrekt
autocratic	0.542	0.577	0.727	autokratysk
autograph	0.735	0.565	0.473	autograph
autographed	0.781	0.620	0.625	autografearre
automated	0.578	0.402	0.632	automatisearre
automatic	0.562	0.433	0.664	automatysk
automobile	0.753	0.625	0.534	automobile
automotive	0.656	0.520	0.577	automotive
autonomy	0.781	0.349	0.891	autonomy
autopilot	0.594	0.462	0.632	autopilot
autopsy	0.252	0.650	0.538	autopsy
autumn	0.765	0.204	0.450	hjerst
auxiliary	0.622	0.471	0.509	auxiliary
avail	0.800	0.430	0.603	avail
availability	0.796	0.544	0.600	beskikberens
available	0.844	0.356	0.623	beskikber
avalanche	0.265	0.915	0.683	lawine
avarice	0.198	0.726	0.352	gierichheid
avatar	0.633	0.410	0.567	avatar
avenge	0.073	0.867	0.559	wreke
avenger	0.337	0.865	0.670	wreker
avenging	0.143	0.880	0.717	wreke
avenue	0.677	0.360	0.377	avenue
aver	0.492	0.450	0.393	aver
average	0.684	0.280	0.455	trochsneed
aversation	0.582	0.442	0.432	ôfkearing
averse	0.253	0.569	0.492	averse
averseness	0.296	0.606	0.528	averseness
aversion	0.074	0.663	0.525	ôfkear
avert	0.510	0.388	0.465	avert
aviary	0.500	0.360	0.467	aviary
