English Word	Valence	Arousal	Dominance	Hmong Word
amusement	0.929	0.837	0.803	kev lom zem
amusing	0.960	0.829	0.632	lom zem
ana	0.541	0.300	0.314	ana
anaconda	0.146	0.830	0.540	anaconda
anaesthesia	0.350	0.217	0.473	tshuaj loog
anaesthetic	0.449	0.268	0.509	tshuaj loog
anagram	0.552	0.327	0.449	anagram
anal	0.333	0.798	0.334	qhov quav
analgesic	0.417	0.321	0.441	tshuaj tua kab mob
analogous	0.531	0.270	0.500	zoo sib xws
analogue	0.570	0.320	0.446	analogue
analogy	0.510	0.367	0.509	kev sib piv
analysis	0.729	0.448	0.705	tsom xam
analyst	0.604	0.415	0.755	kws tshuaj ntsuam
analytic	0.665	0.521	0.634	kev tsom xam
analytical	0.625	0.324	0.800	kev tsom xam
analyze	0.667	0.462	0.710	tsom xam
analyzer	0.625	0.556	0.854	tus ntsuas
anaphylactic	0.378	0.588	0.500	anaphylactic
anarchism	0.125	0.804	0.623	kev tsis ncaj ncees
anarchist	0.204	0.700	0.759	anarchist
anarchy	0.146	0.755	0.620	kev tsis ncaj ncees
anastomosis	0.375	0.470	0.490	anastomosis
anathema	0.286	0.490	0.519	ua tsis taus pa
anatomic	0.562	0.442	0.546	anatomical
anatomy	0.562	0.390	0.571	lub cev
ancestor	0.592	0.388	0.594	yawg koob
ancestral	0.640	0.481	0.750	poj koob yawm txwv
ancestry	0.708	0.519	0.717	caj ces
anchor	0.520	0.284	0.564	thauj tog rau nkoj
anchorage	0.500	0.325	0.639	thauj tog rau nkoj
ancient	0.420	0.217	0.439	thaum ub
ancillary	0.449	0.442	0.278	lwm yam
androgen	0.255	0.523	0.527	androgen
android	0.663	0.436	0.500	hauv
anecdote	0.583	0.529	0.500	cov lus piav qhia
anemia	0.188	0.327	0.310	ntshav ntshav
anemic	0.167	0.279	0.155	mob ntshav qab zib
anemone	0.552	0.538	0.327	anemones
anesthesia	0.365	0.216	0.394	tshuaj loog
anesthesiologist	0.419	0.224	0.526	anesthesiologist
anesthetic	0.350	0.264	0.482	tshuaj loog
aneurysm	0.115	0.690	0.536	aneurysm
anew	0.771	0.358	0.385	ib qho tshiab
angel	0.906	0.158	0.704	tus tim tswv
angelic	0.927	0.298	0.668	tus tim tswv
anger	0.167	0.865	0.657	npau taws
angered	0.010	0.860	0.547	npau taws
angermanagement	0.260	0.632	0.482	kev npau taws
angina	0.230	0.630	0.464	mob angina
angiogram	0.347	0.520	0.465	angiogram
angiography	0.378	0.536	0.520	angiography
angle	0.541	0.330	0.455	lub kaum sab xis
angling	0.625	0.408	0.500	angling
angora	0.529	0.425	0.405	mob angora
angriest	0.094	0.892	0.430	npau taws tshaj
angry	0.122	0.830	0.604	npau taws
angrytweet	0.265	0.644	0.471	npau taws tweet
angst	0.167	0.888	0.333	chim siab
anguish	0.153	0.792	0.265	mob siab
anguished	0.135	0.720	0.307	ntxhov siab
angular	0.449	0.281	0.444	lub kaum sab xis
anhydrous	0.456	0.365	0.355	tsis muaj dej
animal	0.521	0.510	0.513	tsiaj
animate	0.827	0.755	0.635	animate
animated	0.823	0.676	0.538	animated
animation	0.888	0.750	0.549	animation
animosity	0.510	0.724	0.545	kev ntxub ntxaug
animus	0.698	0.676	0.466	animus
ankle	0.500	0.274	0.234	pob taws
anklet	0.410	0.276	0.302	pob taws
annals	0.427	0.610	0.424	phau ntawv keeb kwm
annex	0.594	0.350	0.458	txuas ntxiv
annexation	0.342	0.500	0.555	kev koom ua ke
annexe	0.584	0.350	0.392	txuas ntxiv
annihilate	0.115	0.918	0.681	rhuav tshem
annihilated	0.080	0.760	0.324	puas tsuaj
annihilation	0.041	0.800	0.591	kev puas tsuaj
anniversary	0.880	0.770	0.723	hnub tseem ceeb
annotate	0.592	0.469	0.441	sau ntawv
annotation	0.604	0.470	0.619	lus piav qhia
announce	0.694	0.618	0.611	tshaj tawm
announcement	0.729	0.491	0.482	tshaj tawm
announcer	0.602	0.570	0.732	tus tshaj tawm
annoy	0.094	0.765	0.286	ntxhov siab
annoyance	0.167	0.718	0.342	kev ntxhov siab
annoyed	0.104	0.783	0.345	ntxhov siab
annoyin	0.260	0.573	0.352	ntxhov siab
annoying	0.082	0.853	0.348	kev ntxhov siab
annoys	0.146	0.778	0.435	ntxhov siab
annual	0.552	0.236	0.500	txhua xyoo
annuity	0.521	0.304	0.527	nyiaj xyoo
annul	0.250	0.448	0.364	ncua
annular	0.310	0.385	0.412	txhua xyoo
annulment	0.153	0.375	0.447	kev tshem tawm
annulus	0.458	0.380	0.376	annulus
anointed	0.500	0.368	0.579	pleev roj
anointing	0.653	0.350	0.547	pleev xim
anomalous	0.281	0.480	0.423	tsis zoo
anomaly	0.188	0.538	0.404	anomaly
anon	0.479	0.354	0.298	anon
anonymity	0.469	0.255	0.430	tsis qhia npe
anonymous	0.396	0.291	0.431	tsis qhia npe
anorexic	0.160	0.618	0.245	anorexic
answer	0.537	0.373	0.661	teb
answerable	0.708	0.481	0.750	teb tau
answering	0.684	0.500	0.607	teb
ant	0.448	0.216	0.216	ant
antagonism	0.224	0.618	0.524	kev tawm tsam
antagonist	0.240	0.615	0.700	tus antagonist
antagonistic	0.296	0.604	0.565	tiv thaiv
antagonize	0.143	0.663	0.629	antagonize
ante	0.448	0.320	0.417	ante
antecedent	0.427	0.551	0.566	ua ntej
antelope	0.542	0.510	0.500	antelope
antenna	0.521	0.327	0.358	kav hlau txais xov
anterior	0.510	0.245	0.362	sab hauv
anthem	0.780	0.343	0.729	nkauj ntseeg
anthill	0.327	0.578	0.377	kab laug sab
anthology	0.338	0.406	0.537	kev ntseeg
anthrax	0.188	0.730	0.500	kab mob anthrax
anthropological	0.367	0.390	0.490	anthropological
anthropologist	0.551	0.385	0.725	kws tshawb fawb
anthropology	0.490	0.367	0.582	anthropology
anti	0.365	0.412	0.384	tiv thaiv
antiaircraft	0.330	0.622	0.629	antiaircraft
antibiotic	0.510	0.373	0.658	tshuaj tua kab mob
antibiotics	0.448	0.406	0.557	tshuaj tua kab mob
antichrist	0.082	0.837	0.544	antichrist
anticipate	0.622	0.469	0.667	cia siab tias
anticipation	0.698	0.539	0.711	kev cia siab
anticipatory	0.653	0.551	0.682	kev cia siab
antics	0.448	0.740	0.236	tshuaj tiv thaiv
antidote	0.541	0.490	0.629	tshuaj tua kab mob
antifungal	0.408	0.412	0.441	tshuaj tua kab mob
antigravity	0.430	0.714	0.658	antigravity
antimony	0.378	0.398	0.490	antimony
antipathy	0.198	0.549	0.393	kev tawm tsam
antiquarian	0.500	0.233	0.426	antiquarian
antiquated	0.420	0.392	0.236	qub
antique	0.634	0.290	0.518	khoom qub
antiques	0.540	0.370	0.595	cov khoom qub
antiquity	0.385	0.333	0.556	qub txeeg qub teg
antiseptic	0.438	0.370	0.623	tshuaj tua kab mob
antisocial	0.146	0.686	0.391	antisocial
antithesis	0.396	0.412	0.536	antithesis
antithetical	0.271	0.509	0.358	antithetical
antiviral	0.459	0.470	0.549	tshuaj tiv thaiv kab mob
antler	0.448	0.470	0.500	antler
antsy	0.449	0.558	0.417	antsy
anus	0.347	0.644	0.350	qhov quav
anvil	0.380	0.510	0.604	anvil
anxiety	0.146	0.865	0.342	kev ntxhov siab
anxietyattack	0.150	0.925	0.446	ntxhov siab vim
anxious	0.281	0.875	0.434	ntxhov siab
anxiousness	0.235	0.814	0.282	kev ntxhov siab
anytime	0.625	0.461	0.436	thaum twg los tau
aorta	0.448	0.510	0.542	aorta
aortic	0.436	0.540	0.438	aortic
apace	0.536	0.500	0.536	apace
apache	0.687	0.469	0.500	apache
apartment	0.719	0.393	0.580	chav tsev
apartments	0.704	0.337	0.443	cov tsev
apathetic	0.188	0.292	0.333	ua tsis taus pa
apathy	0.184	0.212	0.204	ua tsis taus pa
ape	0.548	0.389	0.336	ape
aperture	0.612	0.450	0.667	aperture
apex	0.570	0.433	0.418	apex
aphid	0.388	0.473	0.407	aphid
aphrodisiac	0.750	0.846	0.667	aphrodisiac
apiece	0.439	0.259	0.383	ib ap
aplomb	0.500	0.509	0.582	aplomb
apocalypse	0.050	0.867	0.736	apocalypse
apocalyptic	0.173	0.880	0.750	apocalyptic
apologetic	0.479	0.461	0.571	thov txim
apologist	0.406	0.429	0.526	thov txim
apologize	0.551	0.378	0.389	thov txim
apology	0.571	0.346	0.402	thov txim
apostasy	0.388	0.520	0.517	kev tso kev ntseeg tseg
apostate	0.342	0.500	0.528	tso tseg
apostle	0.646	0.347	0.732	tus tubtxib
apostolic	0.592	0.300	0.717	apostolic
apostrophe	0.469	0.368	0.537	apostrophe
apothecary	0.561	0.328	0.529	apothecary
appalled	0.194	0.792	0.562	poob siab
appalling	0.160	0.827	0.415	txaus ntshai
apparatus	0.375	0.353	0.377	cuab yeej
apparel	0.698	0.435	0.453	khaub ncaws
apparent	0.473	0.383	0.398	pom meej
apparently	0.531	0.410	0.426	pom meej
apparition	0.406	0.573	0.636	kev pom zoo
appeal	0.663	0.598	0.558	thov rov hais dua
appear	0.735	0.506	0.567	tshwm
appearance	0.669	0.490	0.534	tsos
appease	0.633	0.278	0.434	txaus siab
appellant	0.327	0.588	0.568	tus neeg foob
append	0.573	0.464	0.453	ntxiv
appendage	0.229	0.382	0.438	appendage
appendectomy	0.177	0.670	0.554	appendectomy
appendicitis	0.031	0.640	0.347	mob plab hnyuv
appendix	0.365	0.387	0.425	daim ntawv ntxiv
appetite	0.704	0.637	0.581	qab los
appetizer	0.755	0.560	0.406	appetizer
appetizing	0.806	0.657	0.688	qab
applaud	0.865	0.824	0.464	npuaj teg
applause	0.953	0.857	0.621	npuaj teg
apple	0.811	0.300	0.264	kua txiv
apple juice	0.765	0.204	0.294	kua txiv apple
applejack	0.604	0.431	0.473	applejack ua
applesauce	0.750	0.167	0.291	applesauce
appliance	0.582	0.453	0.538	khoom siv
appliances	0.594	0.394	0.567	khoom siv
applicability	0.677	0.490	0.741	kev siv tau
applicable	0.469	0.430	0.667	siv tau
applicant	0.612	0.558	0.688	tus neeg thov
application	0.646	0.445	0.726	daim ntawv thov
apply	0.612	0.321	0.667	thov
appoint	0.565	0.330	0.509	teem caij
appointment	0.688	0.594	0.547	teem caij
appointments	0.745	0.677	0.625	teem caij
apportion	0.677	0.490	0.638	faib
apportionment	0.552	0.481	0.453	kev faib tawm
appraisal	0.417	0.667	0.682	kev soj ntsuam
appraise	0.677	0.490	0.696	ntsuas
appreciable	0.873	0.491	0.778	txaus siab
appreciate	0.885	0.422	0.741	txaus siab
appreciated	0.910	0.434	0.779	txaus siab
appreciates	0.765	0.500	0.656	txaus siab
appreciation	0.917	0.529	0.588	kev txaus siab
appreciative	0.857	0.380	0.654	txaus siab
apprehend	0.521	0.624	0.696	ntes tau
apprehension	0.385	0.720	0.454	kev ceeb siab
apprehensive	0.406	0.592	0.431	ceeb heev
apprentice	0.615	0.413	0.452	tub kawm
apprenticeship	0.812	0.482	0.643	kev kawm
approach	0.612	0.392	0.610	mus kom ze
approaching	0.740	0.557	0.491	mus txog
approbate	0.646	0.590	0.860	pom zoo
approbation	0.792	0.529	0.774	kev pom zoo
appropriate	0.833	0.368	0.759	tsim nyog
appropriation	0.510	0.632	0.717	kev tsim nyog
approval	0.854	0.460	0.889	kev pom zoo
approve	0.875	0.548	0.741	pom zoo
approved	0.833	0.349	0.698	pom zoo
approvement	0.880	0.625	0.780	kev pom zoo
approving	0.917	0.583	0.773	pom zoo
approximate	0.551	0.560	0.520	kwv yees
approximately	0.622	0.396	0.538	kwv yees
approximating	0.583	0.615	0.471	kwv yees
approximation	0.582	0.402	0.593	kwv yees
appurtenances	0.573	0.412	0.547	khoom siv
apricot	0.708	0.320	0.278	apricots
apron	0.582	0.208	0.245	apron
apt	0.582	0.418	0.382	apt
aptitude	0.750	0.471	0.746	kev txawj ntse
aqua	0.656	0.292	0.359	dej hiav txwv
aquamarine	0.729	0.306	0.413	dej hiav txwv
aquarium	0.663	0.327	0.393	thoob dej yug ntses
aquatic	0.677	0.510	0.463	dej
aqueduct	0.551	0.411	0.534	dej hiav txwv
aqueous	0.429	0.270	0.310	dej
arable	0.510	0.350	0.465	ua liaj ua teb
arbiter	0.561	0.537	0.814	arbiter
arbitrary	0.281	0.702	0.686	arbitrary
arbitrate	0.470	0.620	0.682	arbitrate
arbitration	0.587	0.602	0.670	kev txiav txim
arbitrator	0.385	0.448	0.795	tus kws txiav txim plaub ntug
arbor	0.583	0.490	0.591	arbor
arc	0.552	0.388	0.396	arc
arcade	0.676	0.521	0.502	arcade
arcane	0.500	0.490	0.637	arcane
arch	0.500	0.354	0.468	arch
archaeological	0.740	0.441	0.660	archaeological
archaeologist	0.552	0.451	0.706	archaeologist
archaeology	0.596	0.358	0.691	archaeology
archaic	0.271	0.327	0.332	archaic
archangel	0.837	0.500	0.708	tus thawj tubtxib saum ntuj
archbishop	0.622	0.280	0.776	archbishop
archdiocese	0.400	0.321	0.704	archdiocese
archduke	0.458	0.413	0.634	archduke
arched	0.582	0.403	0.398	arched
archer	0.573	0.622	0.661	tus archer
archery	0.594	0.604	0.589	archery
archetype	0.448	0.520	0.569	archetype
archipelago	0.745	0.370	0.592	archipelago
architect	0.776	0.442	0.836	tus kws kes duab vajtse
architectural	0.729	0.390	0.670	vaj tse
architecture	0.820	0.390	0.694	architecture
archive	0.438	0.294	0.527	khaws cia
arctic	0.615	0.352	0.546	arctic
ardent	0.694	0.873	0.722	ardent
ardor	0.500	0.780	0.538	ardor
arduous	0.344	0.783	0.605	kev nyuaj siab
area	0.490	0.306	0.464	cheeb tsam
arena	0.510	0.235	0.404	chaw ua si
areola	0.417	0.396	0.381	areola
areyoukidding	0.429	0.633	0.400	koj kid
areyoukiddingme	0.365	0.635	0.375	koj puas paub kuv
argent	0.594	0.418	0.472	argent
argh	0.260	0.538	0.328	argh ua
arghh	0.292	0.536	0.397	arghh ua
arghhhh	0.250	0.618	0.324	arghhhh
argue	0.093	0.798	0.525	sib cav
argument	0.510	0.464	0.698	kev sib cav
argumentation	0.479	0.549	0.760	kev sib cav
argumentative	0.450	0.531	0.679	kev sib cav
arguments	0.541	0.602	0.657	kev sib cav
arid	0.323	0.333	0.379	qhuav
arise	0.750	0.582	0.725	sawv
aristocracy	0.688	0.549	0.842	aristocracy
aristocrat	0.583	0.413	0.811	aristocrat
aristocratic	0.449	0.519	0.676	aristocratic
arithmetic	0.453	0.460	0.634	lej lej
ark	0.396	0.427	0.543	ark
arm	0.552	0.285	0.469	caj npab
armada	0.408	0.740	0.868	armada
armament	0.198	0.764	0.810	riam phom
armaments	0.192	0.839	0.830	riam phom
armature	0.510	0.558	0.755	armature
armchair	0.646	0.164	0.339	rooj zaum
armed	0.188	0.750	0.808	riam phom
armor	0.469	0.625	0.784	armor
armored	0.469	0.509	0.861	armored
armory	0.448	0.663	0.800	tub rog
armpit	0.283	0.439	0.250	caj npab
arms	0.464	0.395	0.483	caj npab
army	0.417	0.759	0.902	tub rog
aroma	0.823	0.235	0.442	aroma
aromatherapy	0.847	0.220	0.473	aromatherapy
arousal	0.791	0.943	0.731	kev xav
arouse	0.740	0.491	0.580	yaum
aroused	0.708	0.952	0.667	txhawb siab
arraignment	0.406	0.837	0.534	kev txiav txim
arrange	0.740	0.490	0.571	npaj
arranged	0.698	0.531	0.728	npaj
arrangement	0.625	0.382	0.683	kev npaj
array	0.521	0.396	0.568	array
arrears	0.286	0.485	0.302	nyiaj tshuav
arrest	0.146	0.951	0.500	raug ntes
arrhythmia	0.265	0.706	0.356	arrhythmia
arrival	0.678	0.510	0.474	tuaj txog
arrive	0.837	0.406	0.585	tuaj txog
arrogance	0.143	0.750	0.620	khav theeb
arrogant	0.115	0.755	0.580	khav theeb
arrow	0.439	0.390	0.454	xub
arsehole	0.276	0.598	0.433	arsehole
arseholes	0.188	0.545	0.351	arseholes
arsenal	0.365	0.741	0.752	arsenal
arsenic	0.281	0.472	0.447	arsenic
arson	0.133	0.904	0.567	hluav taws kub
arsonist	0.348	0.840	0.500	tus neeg tua hluav taws
art	0.812	0.360	0.603	kos duab
arterial	0.396	0.510	0.583	hlab ntsha
artery	0.396	0.580	0.537	cov hlab ntsha
artful	0.771	0.608	0.778	txawj ntse
arthritis	0.110	0.518	0.345	mob caj dab
arthropod	0.344	0.464	0.434	arthropod
artichoke	0.583	0.218	0.287	artichoke
article	0.594	0.280	0.481	tsab xov xwm
articles	0.552	0.324	0.565	cov ntawv
articulate	0.677	0.462	0.618	hais lus
articulation	0.479	0.480	0.591	kev sib txuas lus
artifact	0.510	0.500	0.566	khoom cuav
artifice	0.316	0.696	0.482	txuj ci
artificial	0.306	0.385	0.351	dag
artillery	0.350	0.912	0.794	phom loj
artisan	0.781	0.330	0.411	tus neeg txawj ntse
artist	0.802	0.442	0.732	tus kws kos duab
artiste	0.844	0.512	0.565	artiste
artistic	0.802	0.646	0.632	kos duab
artistry	0.823	0.346	0.769	kev ua yeeb yam
artists	0.796	0.667	0.741	cov kws ua yeeb yam
artwork	0.896	0.368	0.679	artwork
arty	0.490	0.422	0.388	arty
asap	0.571	0.500	0.552	asap
asbestos	0.357	0.481	0.464	asbestos
ascend	0.830	0.620	0.812	nce
ascendancy	0.724	0.625	0.700	kev nce qib
ascendant	0.656	0.673	0.821	nce
ascending	0.826	0.644	0.777	nce
ascension	0.765	0.720	0.714	kev nce qib
ascent	0.755	0.627	0.833	nce
ascertain	0.560	0.530	0.625	paub meej
ascertained	0.531	0.529	0.616	paub tseeb
ascetic	0.438	0.375	0.472	ascetic
ash	0.260	0.210	0.207	tshauv
ashamed	0.156	0.588	0.228	txaj muag
ashes	0.327	0.279	0.142	tshauv
ashtray	0.406	0.382	0.265	khib nyiab
asinine	0.429	0.472	0.433	asinine ua
ask	0.531	0.440	0.459	nug
asleeep	0.490	0.210	0.322	pw tsaug zog
asleep	0.604	0.100	0.270	pw tsaug zog
asp	0.438	0.489	0.375	asp
asparagus	0.469	0.317	0.264	asparagus
aspartame	0.469	0.480	0.322	aspartame
aspect	0.479	0.469	0.588	yam
aspects	0.439	0.480	0.565	yam
aspen	0.479	0.280	0.395	aspen
asphalt	0.479	0.264	0.439	asphalt
asphyxia	0.198	0.704	0.311	asphyxia
asphyxiation	0.059	0.745	0.412	asphyxiation
aspiration	0.704	0.724	0.675	kev ntshaw
aspire	0.812	0.469	0.722	aspire
aspirin	0.479	0.271	0.422	tshuaj aspirin
aspiring	0.844	0.582	0.604	xav
ass	0.323	0.750	0.345	ass
assail	0.378	0.510	0.500	ntaus
assailant	0.184	0.868	0.602	neeg tua neeg
assassin	0.073	0.933	0.632	tus neeg tua neeg
assassinate	0.051	0.969	0.722	tua neeg
assassination	0.083	0.941	0.525	kev tua neeg
assault	0.167	0.848	0.550	kev ua phem
assay	0.633	0.559	0.594	soj ntsuam
assemblage	0.429	0.452	0.600	kev sib dhos
assemble	0.542	0.570	0.750	sib sau ua ke
assembled	0.663	0.450	0.644	sib dhos
assembly	0.698	0.500	0.640	kev sib dhos
assemblyman	0.430	0.538	0.760	neeg sib dhos
assent	0.615	0.515	0.719	pom zoo
assert	0.750	0.619	0.809	hais
asserting	0.694	0.531	0.736	kev lees paub
assertion	0.740	0.442	0.750	kev lees paub
assertive	0.719	0.412	0.770	lees paub
assess	0.698	0.500	0.623	soj ntsuam
assessment	0.750	0.623	0.658	kev soj ntsuam
assessor	0.551	0.538	0.764	tus ntsuas
asset	0.797	0.765	0.788	cuab tam
assets	0.667	0.613	0.765	cov khoom muaj nqis
asshole	0.133	0.582	0.263	asshole
assign	0.622	0.417	0.709	muab
assignee	0.510	0.462	0.510	tus neeg ua haujlwm
assignment	0.483	0.398	0.745	txoj haujlwm
assimilate	0.559	0.391	0.683	assimilate
assimilation	0.429	0.378	0.463	assimilation
assist	0.833	0.435	0.629	pab
assistance	0.656	0.519	0.633	kev pab
assistant	0.625	0.390	0.536	tus pab
associate	0.812	0.409	0.625	koom nrog
association	0.745	0.500	0.817	kev koom tes
assorted	0.602	0.460	0.472	sib txawv
assortment	0.694	0.360	0.526	assortment
assuage	0.745	0.255	0.500	pab
assume	0.698	0.401	0.464	xav
assumed	0.612	0.247	0.454	xav
assuming	0.740	0.390	0.526	xav tias
assumption	0.479	0.431	0.417	kev xav
assurance	0.675	0.442	0.704	kev lees paub
assure	0.910	0.460	0.839	paub tseeb
assured	0.878	0.327	0.754	paub tseeb
assuredly	0.786	0.396	0.833	paub tseeb
asterisk	0.541	0.288	0.273	hnub qub
asteroid	0.430	0.721	0.623	asteroid
asteroids	0.361	0.694	0.712	asteroids
asthma	0.198	0.549	0.227	mob hawb pob
asthmatic	0.229	0.706	0.294	mob hawb pob
astigmatism	0.214	0.490	0.429	astigmatism
astonish	0.786	0.845	0.658	xav tsis thoob
astonished	0.510	0.775	0.574	xav tsis thoob
astonishing	0.844	0.802	0.821	xav tsis thoob
astonishingly	0.827	0.898	0.773	xav tsis thoob
astonishment	0.680	0.718	0.519	xav tsis thoob
astound	0.729	0.675	0.474	xav tsis thoob
astral	0.604	0.417	0.567	astral
astray	0.098	0.676	0.308	yuam kev
astringent	0.316	0.500	0.474	astringent
astrologer	0.594	0.519	0.673	tus kws qhia hnub qub
astrology	0.635	0.340	0.500	astrology
astronaut	0.792	0.601	0.761	tus neeg tsav dav hlau
astronomer	0.750	0.509	0.735	astronomer
astronomical	0.600	0.632	0.726	astronomical
astronomy	0.613	0.474	0.722	astronomy
astute	0.776	0.658	0.827	txawj ntse
asunder	0.208	0.442	0.259	asunder
asylum	0.407	0.330	0.445	nyob nraim yeej ncuab
asymmetric	0.580	0.343	0.465	asymmetrical
asymmetry	0.476	0.373	0.527	asymmetry
asymptotic	0.479	0.451	0.472	asymptotic
atelier	0.490	0.330	0.705	atelier
atheism	0.276	0.460	0.481	tsis ntseeg Vajtswv
atheistic	0.373	0.481	0.466	tsis ntseeg Vajtswv
atherosclerosis	0.250	0.480	0.343	atherosclerosis
athlete	0.781	0.718	0.686	ncaws pob
athletic	0.857	0.798	0.708	kis las
athleticism	0.750	0.863	0.778	kev ua kis las
athletics	0.831	0.691	0.740	kis las
atlas	0.531	0.306	0.554	atlas
atmosphere	0.604	0.300	0.560	huab cua
atmospheric	0.531	0.420	0.594	huab cua
atoll	0.480	0.408	0.472	atoll
atom	0.510	0.500	0.433	atom
atomic	0.327	0.817	0.713	atomic
atone	0.418	0.673	0.411	theej
atonement	0.550	0.602	0.683	kev theej txhoj
atpeace	0.724	0.298	0.519	kev kaj siab
atrium	0.469	0.365	0.473	atrium
atrocious	0.073	0.811	0.445	siab phem
atrocity	0.115	0.844	0.593	kev ua phem
atrophy	0.177	0.540	0.208	atrophy
attach	0.520	0.363	0.559	txuas
attached	0.562	0.350	0.439	txuas
attachment	0.570	0.343	0.500	daim ntawv txuas
attack	0.286	0.948	0.670	nres
attacker	0.185	0.962	0.629	tus neeg tua neeg
attacking	0.276	0.837	0.642	ntaus
attain	0.806	0.510	0.719	ua tau
attainable	0.760	0.500	0.759	ua tau
attainment	0.830	0.520	0.940	kev ua tiav
attempt	0.625	0.491	0.431	sim
attempted	0.594	0.580	0.567	sim
attend	0.650	0.420	0.625	tuaj koom
attendance	0.812	0.500	0.592	kev tuaj koom
attendant	0.580	0.365	0.519	tus neeg saib xyuas
attention	0.740	0.599	0.774	saib xyuas
attentionseeker	0.367	0.745	0.457	saib xyuas
attentionseekers	0.531	0.673	0.500	cov neeg saib xyuas
attentive	0.812	0.520	0.724	saib xyuas
attenuate	0.408	0.302	0.429	attenuate
attenuated	0.449	0.280	0.298	attenuated
attenuation	0.458	0.363	0.464	attenuation
attest	0.439	0.710	0.685	ntawv pov thawj
attestation	0.234	0.635	0.500	ntawv pov thawj
attic	0.521	0.259	0.377	qab nthab
attire	0.742	0.388	0.483	khaub ncaws
attitude	0.760	0.644	0.861	tus cwj pwm
attorney	0.600	0.594	0.754	tus kws lij choj
attract	0.796	0.663	0.769	nyiam
attraction	0.906	0.774	0.712	kev nyiam
attractive	0.906	0.630	0.769	ntxim nyiam
attractiveness	0.938	0.667	0.755	kev ntxim nyiam
attributable	0.704	0.430	0.527	tsim nyog
attribute	0.781	0.439	0.795	tus cwj pwm
attribution	0.646	0.467	0.658	kev xam pom
attrition	0.229	0.540	0.259	attrition
auburn	0.510	0.240	0.411	auburn
auction	0.594	0.702	0.519	kev sib tw
auctioneer	0.542	0.732	0.716	auctioneer
audacious	0.740	0.875	0.825	audacious
audacity	0.760	0.755	0.916	audacity
audible	0.673	0.370	0.462	mloog tau
audience	0.698	0.610	0.613	cov neeg tuaj saib
audio	0.709	0.425	0.370	suab
audit	0.375	0.562	0.735	kev tshuaj xyuas
audition	0.750	0.685	0.615	audition
auditions	0.740	0.765	0.596	auditions
auditor	0.582	0.571	0.726	tus kws tshuaj xyuas
auditorium	0.529	0.490	0.538	auditorium
auditory	0.531	0.481	0.570	kev mloog
aught	0.418	0.135	0.217	aug
augment	0.650	0.683	0.645	augment
augmentation	0.714	0.613	0.850	augmentation
august	0.652	0.292	0.462	lub yim hli ntuj
aunt	0.667	0.291	0.420	tus phauj
auntie	0.643	0.275	0.447	tus phauj
aura	0.760	0.333	0.500	aura
aurora	0.817	0.306	0.537	aurora
auspices	0.542	0.500	0.634	kev txhawb nqa
auspicious	0.562	0.635	0.669	hmoov zoo
austere	0.500	0.390	0.422	austere
austerity	0.438	0.406	0.534	kev nyuaj siab
authentic	0.885	0.510	0.782	qhov tseeb
authenticate	0.833	0.480	0.789	pov thawj
authentication	0.724	0.491	0.750	kev lees paub
authenticity	0.670	0.548	0.845	kev tseeb
author	0.775	0.343	0.749	tus sau
authoritative	0.636	0.520	0.890	tso cai
authority	0.592	0.592	0.934	txoj cai
authorization	0.521	0.567	0.817	kev tso cai
authorize	0.772	0.596	0.821	tso cai
authorized	0.760	0.458	0.815	tso cai
authorship	0.667	0.635	0.773	kev sau ntawv
autism	0.235	0.500	0.447	autism
autistic	0.367	0.337	0.404	autistic
auto	0.571	0.569	0.500	auto
autobiographical	0.909	0.462	0.582	autobiography
autobiography	0.735	0.284	0.629	autobiography
