English Word	Valence	Arousal	Dominance	Russian Word
ancillary	0.449	0.442	0.278	вспомогательный
androgen	0.255	0.523	0.527	андроген
android	0.663	0.436	0.500	андроид
anecdote	0.583	0.529	0.500	анекдот
anemia	0.188	0.327	0.310	анемия
anemic	0.167	0.279	0.155	малокровный
anemone	0.552	0.538	0.327	анемон
anesthesia	0.365	0.216	0.394	анестезия
anesthesiologist	0.419	0.224	0.526	анестезиолог
anesthetic	0.350	0.264	0.482	анестетик
aneurysm	0.115	0.690	0.536	аневризма
anew	0.771	0.358	0.385	заново
angel	0.906	0.158	0.704	ангел
angelic	0.927	0.298	0.668	ангельский
anger	0.167	0.865	0.657	злость
angered	0.010	0.860	0.547	рассерженный
angermanagement	0.260	0.632	0.482	Управление гневом
angina	0.230	0.630	0.464	стенокардия
angiogram	0.347	0.520	0.465	ангиограмма
angiography	0.378	0.536	0.520	ангиография
angle	0.541	0.330	0.455	угол
angling	0.625	0.408	0.500	рыбалка
angora	0.529	0.425	0.405	ангора
angriest	0.094	0.892	0.430	самый злой
angry	0.122	0.830	0.604	злой
angrytweet	0.265	0.644	0.471	гневный твит
angst	0.167	0.888	0.333	тоска
anguish	0.153	0.792	0.265	тоска
anguished	0.135	0.720	0.307	мучимый
angular	0.449	0.281	0.444	угловатый
anhydrous	0.456	0.365	0.355	безводный
animal	0.521	0.510	0.513	животное
animate	0.827	0.755	0.635	оживлять
animated	0.823	0.676	0.538	анимированный
animation	0.888	0.750	0.549	анимация
animosity	0.510	0.724	0.545	враждебность
animus	0.698	0.676	0.466	враждебность
ankle	0.500	0.274	0.234	лодыжка
anklet	0.410	0.276	0.302	ножной браслет
annals	0.427	0.610	0.424	анналы
annex	0.594	0.350	0.458	приложение
annexation	0.342	0.500	0.555	аннексия
annexe	0.584	0.350	0.392	пристройка
annihilate	0.115	0.918	0.681	уничтожить
annihilated	0.080	0.760	0.324	уничтожен
annihilation	0.041	0.800	0.591	уничтожение
anniversary	0.880	0.770	0.723	Годовщина
annotate	0.592	0.469	0.441	комментировать
annotation	0.604	0.470	0.619	аннотация
announce	0.694	0.618	0.611	объявить
announcement	0.729	0.491	0.482	объявление
announcer	0.602	0.570	0.732	диктор
annoy	0.094	0.765	0.286	раздражать
annoyance	0.167	0.718	0.342	раздражение
annoyed	0.104	0.783	0.345	раздраженный
annoyin	0.260	0.573	0.352	раздражает
annoying	0.082	0.853	0.348	раздражающий
annoys	0.146	0.778	0.435	раздражает
annual	0.552	0.236	0.500	ежегодный
annuity	0.521	0.304	0.527	аннуитет
annul	0.250	0.448	0.364	аннулировать
annular	0.310	0.385	0.412	кольцевой
annulment	0.153	0.375	0.447	аннулирование
annulus	0.458	0.380	0.376	кольцо
anointed	0.500	0.368	0.579	помазанник
anointing	0.653	0.350	0.547	помазание
anomalous	0.281	0.480	0.423	аномальный
anomaly	0.188	0.538	0.404	аномалия
anon	0.479	0.354	0.298	скоро
anonymity	0.469	0.255	0.430	анонимность
anonymous	0.396	0.291	0.431	анонимный
anorexic	0.160	0.618	0.245	страдающий анорексией
answer	0.537	0.373	0.661	отвечать
answerable	0.708	0.481	0.750	ответственный
answering	0.684	0.500	0.607	отвечая
ant	0.448	0.216	0.216	муравей
antagonism	0.224	0.618	0.524	антагонизм
antagonist	0.240	0.615	0.700	антагонист
antagonistic	0.296	0.604	0.565	антагонистический
antagonize	0.143	0.663	0.629	противодействовать
ante	0.448	0.320	0.417	анте
antecedent	0.427	0.551	0.566	предшествующий
antelope	0.542	0.510	0.500	антилопа
antenna	0.521	0.327	0.358	антенна
anterior	0.510	0.245	0.362	передний
anthem	0.780	0.343	0.729	гимн
anthill	0.327	0.578	0.377	муравейник
anthology	0.338	0.406	0.537	антология
anthrax	0.188	0.730	0.500	сибирская язва
anthropological	0.367	0.390	0.490	антропологический
anthropologist	0.551	0.385	0.725	антрополог
anthropology	0.490	0.367	0.582	антропология
anti	0.365	0.412	0.384	анти
antiaircraft	0.330	0.622	0.629	зенитный
antibiotic	0.510	0.373	0.658	антибиотик
antibiotics	0.448	0.406	0.557	антибиотики
antichrist	0.082	0.837	0.544	антихрист
anticipate	0.622	0.469	0.667	предвидеть
anticipation	0.698	0.539	0.711	ожидание
anticipatory	0.653	0.551	0.682	упреждающий
antics	0.448	0.740	0.236	выходки
antidote	0.541	0.490	0.629	противоядие
antifungal	0.408	0.412	0.441	противогрибковый
antigravity	0.430	0.714	0.658	антигравитационный
antimony	0.378	0.398	0.490	сурьма
antipathy	0.198	0.549	0.393	антипатия
antiquarian	0.500	0.233	0.426	антиквар
antiquated	0.420	0.392	0.236	устаревший
antique	0.634	0.290	0.518	античный
antiques	0.540	0.370	0.595	антиквариат
antiquity	0.385	0.333	0.556	древность
antiseptic	0.438	0.370	0.623	антисептик
antisocial	0.146	0.686	0.391	антиобщественный
antithesis	0.396	0.412	0.536	антитеза
antithetical	0.271	0.509	0.358	противоположный
antiviral	0.459	0.470	0.549	противовирусное средство
antler	0.448	0.470	0.500	рога
antsy	0.449	0.558	0.417	дерганый
anus	0.347	0.644	0.350	анус
anvil	0.380	0.510	0.604	наковальня
anxiety	0.146	0.865	0.342	беспокойство
anxietyattack	0.150	0.925	0.446	приступ паники
anxious	0.281	0.875	0.434	тревожный
anxiousness	0.235	0.814	0.282	тревога
anytime	0.625	0.461	0.436	в любой момент
aorta	0.448	0.510	0.542	аорта
aortic	0.436	0.540	0.438	аортальный
apace	0.536	0.500	0.536	быстро
apache	0.687	0.469	0.500	апач
apartment	0.719	0.393	0.580	квартира
apartments	0.704	0.337	0.443	апартаменты
apathetic	0.188	0.292	0.333	апатичный
apathy	0.184	0.212	0.204	апатия
ape	0.548	0.389	0.336	обезьяна
aperture	0.612	0.450	0.667	отверстие
apex	0.570	0.433	0.418	вершина
aphid	0.388	0.473	0.407	тля
aphrodisiac	0.750	0.846	0.667	афродизиак
apiece	0.439	0.259	0.383	кусочек
aplomb	0.500	0.509	0.582	апломб
apocalypse	0.050	0.867	0.736	апокалипсис
apocalyptic	0.173	0.880	0.750	апокалиптический
apologetic	0.479	0.461	0.571	извиняющийся
apologist	0.406	0.429	0.526	апологет
apologize	0.551	0.378	0.389	принести извинения
apology	0.571	0.346	0.402	извинение
apostasy	0.388	0.520	0.517	отступничество
apostate	0.342	0.500	0.528	отступник
apostle	0.646	0.347	0.732	апостол
apostolic	0.592	0.300	0.717	апостольский
apostrophe	0.469	0.368	0.537	апостроф
apothecary	0.561	0.328	0.529	аптекарь
appalled	0.194	0.792	0.562	потрясен
appalling	0.160	0.827	0.415	ужасный
apparatus	0.375	0.353	0.377	аппарат
apparel	0.698	0.435	0.453	одежда
apparent	0.473	0.383	0.398	очевидный
apparently	0.531	0.410	0.426	по всей видимости
apparition	0.406	0.573	0.636	явление
appeal	0.663	0.598	0.558	обращаться
appear	0.735	0.506	0.567	появляться
appearance	0.669	0.490	0.534	внешность
appease	0.633	0.278	0.434	успокоить
appellant	0.327	0.588	0.568	заявитель
append	0.573	0.464	0.453	добавить
appendage	0.229	0.382	0.438	придаток
appendectomy	0.177	0.670	0.554	аппендэктомия
appendicitis	0.031	0.640	0.347	аппендицит
appendix	0.365	0.387	0.425	приложение
appetite	0.704	0.637	0.581	аппетит
appetizer	0.755	0.560	0.406	закуска
appetizing	0.806	0.657	0.688	аппетитный
applaud	0.865	0.824	0.464	аплодировать
applause	0.953	0.857	0.621	аплодисменты
apple	0.811	0.300	0.264	яблоко
apple juice	0.765	0.204	0.294	яблочный сок
applejack	0.604	0.431	0.473	Эпплджек
applesauce	0.750	0.167	0.291	яблочное пюре
appliance	0.582	0.453	0.538	прибор
appliances	0.594	0.394	0.567	Техника
applicability	0.677	0.490	0.741	применимость
applicable	0.469	0.430	0.667	применимый
applicant	0.612	0.558	0.688	заявитель
application	0.646	0.445	0.726	заявление
apply	0.612	0.321	0.667	подать заявление
appoint	0.565	0.330	0.509	назначать
appointment	0.688	0.594	0.547	деловое свидание, встреча
appointments	0.745	0.677	0.625	встречи
apportion	0.677	0.490	0.638	распределять
apportionment	0.552	0.481	0.453	распределение
appraisal	0.417	0.667	0.682	оценка
appraise	0.677	0.490	0.696	оценить
appreciable	0.873	0.491	0.778	заметный
appreciate	0.885	0.422	0.741	ценить
appreciated	0.910	0.434	0.779	ценится
appreciates	0.765	0.500	0.656	ценит
appreciation	0.917	0.529	0.588	признательность
appreciative	0.857	0.380	0.654	благодарный
apprehend	0.521	0.624	0.696	задерживать
apprehension	0.385	0.720	0.454	опасение
apprehensive	0.406	0.592	0.431	опасающийся
apprentice	0.615	0.413	0.452	ученик
apprenticeship	0.812	0.482	0.643	ученичество
approach	0.612	0.392	0.610	подход
approaching	0.740	0.557	0.491	приближается
approbate	0.646	0.590	0.860	одобрять
approbation	0.792	0.529	0.774	одобрение
appropriate	0.833	0.368	0.759	соответствующий
appropriation	0.510	0.632	0.717	присвоение
approval	0.854	0.460	0.889	одобрение
approve	0.875	0.548	0.741	одобрить
approved	0.833	0.349	0.698	одобренный
approvement	0.880	0.625	0.780	одобрение
approving	0.917	0.583	0.773	одобряющий
approximate	0.551	0.560	0.520	приблизительный
approximately	0.622	0.396	0.538	примерно
approximating	0.583	0.615	0.471	приближающийся
approximation	0.582	0.402	0.593	приближение
appurtenances	0.573	0.412	0.547	принадлежности
apricot	0.708	0.320	0.278	абрикос
apron	0.582	0.208	0.245	фартук
apt	0.582	0.418	0.382	подходящий
aptitude	0.750	0.471	0.746	способность
aqua	0.656	0.292	0.359	цвет морской волны
aquamarine	0.729	0.306	0.413	Аквамарин
aquarium	0.663	0.327	0.393	аквариум
aquatic	0.677	0.510	0.463	водный
aqueduct	0.551	0.411	0.534	акведук
aqueous	0.429	0.270	0.310	водный
arable	0.510	0.350	0.465	пахотный
arbiter	0.561	0.537	0.814	арбитр
arbitrary	0.281	0.702	0.686	произвольный
arbitrate	0.470	0.620	0.682	арбитраж
arbitration	0.587	0.602	0.670	арбитраж
arbitrator	0.385	0.448	0.795	арбитр
arbor	0.583	0.490	0.591	беседка
arc	0.552	0.388	0.396	дуга
arcade	0.676	0.521	0.502	аркада
arcane	0.500	0.490	0.637	тайный
arch	0.500	0.354	0.468	арка
archaeological	0.740	0.441	0.660	археологический
archaeologist	0.552	0.451	0.706	археолог
archaeology	0.596	0.358	0.691	археология
archaic	0.271	0.327	0.332	архаичный
archangel	0.837	0.500	0.708	архангел
archbishop	0.622	0.280	0.776	архиепископ
archdiocese	0.400	0.321	0.704	архиепископия
archduke	0.458	0.413	0.634	эрцгерцог
arched	0.582	0.403	0.398	арочный
archer	0.573	0.622	0.661	лучник
archery	0.594	0.604	0.589	стрельба из лука
archetype	0.448	0.520	0.569	архетип
archipelago	0.745	0.370	0.592	архипелаг
architect	0.776	0.442	0.836	архитектор
architectural	0.729	0.390	0.670	архитектурный
architecture	0.820	0.390	0.694	архитектура
archive	0.438	0.294	0.527	архив
arctic	0.615	0.352	0.546	Арктический
ardent	0.694	0.873	0.722	пылкий
ardor	0.500	0.780	0.538	пыл
arduous	0.344	0.783	0.605	трудный
area	0.490	0.306	0.464	область
arena	0.510	0.235	0.404	арена
areola	0.417	0.396	0.381	ареола
areyoukidding	0.429	0.633	0.400	ты смеешься
areyoukiddingme	0.365	0.635	0.375	Ты шутишь, что ли
argent	0.594	0.418	0.472	серебристый
argh	0.260	0.538	0.328	ааа
arghh	0.292	0.536	0.397	ааа
arghhhh	0.250	0.618	0.324	ааааа
argue	0.093	0.798	0.525	спорить
argument	0.510	0.464	0.698	аргумент
argumentation	0.479	0.549	0.760	аргументация
argumentative	0.450	0.531	0.679	спорный
arguments	0.541	0.602	0.657	аргументы
arid	0.323	0.333	0.379	засушливый
arise	0.750	0.582	0.725	возникать
aristocracy	0.688	0.549	0.842	аристократия
aristocrat	0.583	0.413	0.811	аристократ
aristocratic	0.449	0.519	0.676	аристократический
arithmetic	0.453	0.460	0.634	арифметика
ark	0.396	0.427	0.543	ковчег
arm	0.552	0.285	0.469	рука
armada	0.408	0.740	0.868	армада
armament	0.198	0.764	0.810	вооружение
armaments	0.192	0.839	0.830	вооружение
armature	0.510	0.558	0.755	арматура
armchair	0.646	0.164	0.339	кресло
armed	0.188	0.750	0.808	вооруженный
armor	0.469	0.625	0.784	броня
armored	0.469	0.509	0.861	бронированный
armory	0.448	0.663	0.800	арсенал
armpit	0.283	0.439	0.250	подмышка
arms	0.464	0.395	0.483	руки
army	0.417	0.759	0.902	армия
aroma	0.823	0.235	0.442	аромат
aromatherapy	0.847	0.220	0.473	ароматерапия
arousal	0.791	0.943	0.731	возбуждение
arouse	0.740	0.491	0.580	пробуждать
aroused	0.708	0.952	0.667	возбужденный
arraignment	0.406	0.837	0.534	предъявление обвинения
arrange	0.740	0.490	0.571	договариваться
arranged	0.698	0.531	0.728	согласованный
arrangement	0.625	0.382	0.683	договоренность
array	0.521	0.396	0.568	множество
