English Word	Valence	Arousal	Dominance	Somali Word
analogous	0.531	0.270	0.500	la mid ah
analogue	0.570	0.320	0.446	analoog
analogy	0.510	0.367	0.509	isu ekaansho
analysis	0.729	0.448	0.705	falanqaynta
analyst	0.604	0.415	0.755	falanqeeye
analytic	0.665	0.521	0.634	gorfayn
analytical	0.625	0.324	0.800	gorfayn
analyze	0.667	0.462	0.710	taxliilin
analyzer	0.625	0.556	0.854	falanqeeye
anaphylactic	0.378	0.588	0.500	anaphylactic
anarchism	0.125	0.804	0.623	fowdo
anarchist	0.204	0.700	0.759	Anarchist
anarchy	0.146	0.755	0.620	fowdo
anastomosis	0.375	0.470	0.490	anastomosis
anathema	0.286	0.490	0.519	anathema
anatomic	0.562	0.442	0.546	anatomic
anatomy	0.562	0.390	0.571	anatomy
ancestor	0.592	0.388	0.594	awow
ancestral	0.640	0.481	0.750	awoowayaal
ancestry	0.708	0.519	0.717	abtirsiinyo
anchor	0.520	0.284	0.564	barroosin
anchorage	0.500	0.325	0.639	barkin
ancient	0.420	0.217	0.439	qadiimiga ah
ancillary	0.449	0.442	0.278	kaabayaal
androgen	0.255	0.523	0.527	androgen
android	0.663	0.436	0.500	android
anecdote	0.583	0.529	0.500	qiso
anemia	0.188	0.327	0.310	dhiig yaraan
anemic	0.167	0.279	0.155	dhiig yari
anemone	0.552	0.538	0.327	anemone
anesthesia	0.365	0.216	0.394	suuxinta
anesthesiologist	0.419	0.224	0.526	suuxinta
anesthetic	0.350	0.264	0.482	suuxinta
aneurysm	0.115	0.690	0.536	aneurysm
anew	0.771	0.358	0.385	cusub
angel	0.906	0.158	0.704	malag
angelic	0.927	0.298	0.668	malaa'ig
anger	0.167	0.865	0.657	xanaaq
angered	0.010	0.860	0.547	xanaaqay
angermanagement	0.260	0.632	0.482	xanaaqid
angina	0.230	0.630	0.464	angina
angiogram	0.347	0.520	0.465	angiogram
angiography	0.378	0.536	0.520	angiography
angle	0.541	0.330	0.455	xagal
angling	0.625	0.408	0.500	xaglood
angora	0.529	0.425	0.405	angora
angriest	0.094	0.892	0.430	ugu xanaaqsan
angry	0.122	0.830	0.604	xanaaqsan
angrytweet	0.265	0.644	0.471	xanaaqay tweeted
angst	0.167	0.888	0.333	xanaaq
anguish	0.153	0.792	0.265	cidhiidhi
anguished	0.135	0.720	0.307	murugooday
angular	0.449	0.281	0.444	xagal
anhydrous	0.456	0.365	0.355	anhydrous
animal	0.521	0.510	0.513	xayawaan
animate	0.827	0.755	0.635	noole
animated	0.823	0.676	0.538	noole
animation	0.888	0.750	0.549	animation
animosity	0.510	0.724	0.545	cadaawad
animus	0.698	0.676	0.466	animus
ankle	0.500	0.274	0.234	anqawga
anklet	0.410	0.276	0.302	canqowga
annals	0.427	0.610	0.424	taariikhda
annex	0.594	0.350	0.458	lifaaq
annexation	0.342	0.500	0.555	ku darida
annexe	0.584	0.350	0.392	lifaaq
annihilate	0.115	0.918	0.681	baabi'in
annihilated	0.080	0.760	0.324	la baabi'iyay
annihilation	0.041	0.800	0.591	baabi'in
anniversary	0.880	0.770	0.723	sanad guurada
annotate	0.592	0.469	0.441	dulmar
annotation	0.604	0.470	0.619	tilmaamid
announce	0.694	0.618	0.611	ku dhawaaqid
announcement	0.729	0.491	0.482	ogeysiis
announcer	0.602	0.570	0.732	ogeysiiye
annoy	0.094	0.765	0.286	xanaaqsan
annoyance	0.167	0.718	0.342	xanaaqid
annoyed	0.104	0.783	0.345	xanaaqsan
annoyin	0.260	0.573	0.352	xanaaqsan
annoying	0.082	0.853	0.348	xanaaqsan
annoys	0.146	0.778	0.435	ka cadhaysiiso
annual	0.552	0.236	0.500	sanadlaha ah
annuity	0.521	0.304	0.527	gunnada
annul	0.250	0.448	0.364	baabi'in
annular	0.310	0.385	0.412	sanadle ah
annulment	0.153	0.375	0.447	baabi'in
annulus	0.458	0.380	0.376	annulus
anointed	0.500	0.368	0.579	la subkay
anointing	0.653	0.350	0.547	subkid
anomalous	0.281	0.480	0.423	aan caadi ahayn
anomaly	0.188	0.538	0.404	anomaly
anon	0.479	0.354	0.298	aan ahayn
anonymity	0.469	0.255	0.430	magac la'aan
anonymous	0.396	0.291	0.431	qarsoodi
anorexic	0.160	0.618	0.245	anorexic
answer	0.537	0.373	0.661	jawaab
answerable	0.708	0.481	0.750	laga jawaabi karo
answering	0.684	0.500	0.607	ka jawaabaya
ant	0.448	0.216	0.216	Quraanjo
antagonism	0.224	0.618	0.524	iska soo horjeeda
antagonist	0.240	0.615	0.700	ka soo horjeeda
antagonistic	0.296	0.604	0.565	iska soo horjeeda
antagonize	0.143	0.663	0.629	colaadin
ante	0.448	0.320	0.417	ante
antecedent	0.427	0.551	0.566	ka hor
antelope	0.542	0.510	0.500	antelope
antenna	0.521	0.327	0.358	anteeno
anterior	0.510	0.245	0.362	hore
anthem	0.780	0.343	0.729	heesta
anthill	0.327	0.578	0.377	quraanjo
anthology	0.338	0.406	0.537	anthology
anthrax	0.188	0.730	0.500	kudka
anthropological	0.367	0.390	0.490	anthropological
anthropologist	0.551	0.385	0.725	cilmi-nafsiga
anthropology	0.490	0.367	0.582	cilmiga anthropology
anti	0.365	0.412	0.384	anti
antiaircraft	0.330	0.622	0.629	diyaaradaha lidka diyaaradaha
antibiotic	0.510	0.373	0.658	antibiyootik
antibiotics	0.448	0.406	0.557	antibiyootiga
antichrist	0.082	0.837	0.544	ka gees ah
anticipate	0.622	0.469	0.667	odoroso
anticipation	0.698	0.539	0.711	filasho
anticipatory	0.653	0.551	0.682	filasho
antics	0.448	0.740	0.236	antics
antidote	0.541	0.490	0.629	daawo
antifungal	0.408	0.412	0.441	antifungal
antigravity	0.430	0.714	0.658	cuf-diidid
antimony	0.378	0.398	0.490	antimony
antipathy	0.198	0.549	0.393	nacaybka
antiquarian	0.500	0.233	0.426	antiquarian
antiquated	0.420	0.392	0.236	qadiimiga ah
antique	0.634	0.290	0.518	oo qaraami ah
antiques	0.540	0.370	0.595	waxyaabaha qadiimiga ah
antiquity	0.385	0.333	0.556	qadiimiga
antiseptic	0.438	0.370	0.623	jeermiska dila
antisocial	0.146	0.686	0.391	bulshada ka soo horjeeda
antithesis	0.396	0.412	0.536	liddi ku ah
antithetical	0.271	0.509	0.358	liddi ku ah
antiviral	0.459	0.470	0.549	ka hortagga fayraska
antler	0.448	0.470	0.500	qudaar
antsy	0.449	0.558	0.417	antsy
anus	0.347	0.644	0.350	futada
anvil	0.380	0.510	0.604	canab
anxiety	0.146	0.865	0.342	walaac
anxietyattack	0.150	0.925	0.446	weerar walaac
anxious	0.281	0.875	0.434	walaacsan
anxiousness	0.235	0.814	0.282	walaacsanaan
anytime	0.625	0.461	0.436	wakhti kasta
aorta	0.448	0.510	0.542	aorta
aortic	0.436	0.540	0.438	halbowleed
apace	0.536	0.500	0.536	degdeg ah
apache	0.687	0.469	0.500	apache
apartment	0.719	0.393	0.580	guri dabaq ah
apartments	0.704	0.337	0.443	guryaha
apathetic	0.188	0.292	0.333	caajisnimo
apathy	0.184	0.212	0.204	caajisnimo
ape	0.548	0.389	0.336	daanyeer
aperture	0.612	0.450	0.667	dalool
apex	0.570	0.433	0.418	ugu sarreysa
aphid	0.388	0.473	0.407	aphid
aphrodisiac	0.750	0.846	0.667	aphrodisiac
apiece	0.439	0.259	0.383	mid kasta
aplomb	0.500	0.509	0.582	diyaarsan
apocalypse	0.050	0.867	0.736	apocalypse
apocalyptic	0.173	0.880	0.750	apocalyptic
apologetic	0.479	0.461	0.571	raaligelin
apologist	0.406	0.429	0.526	raaligelin
apologize	0.551	0.378	0.389	raali gelin
apology	0.571	0.346	0.402	raaligelin
apostasy	0.388	0.520	0.517	riddnimo
apostate	0.342	0.500	0.528	riddoobay
apostle	0.646	0.347	0.732	rasuulku
apostolic	0.592	0.300	0.717	rasuulnimo
apostrophe	0.469	0.368	0.537	riddoobay
apothecary	0.561	0.328	0.529	afeef
appalled	0.194	0.792	0.562	naxsan
appalling	0.160	0.827	0.415	naxdin leh
apparatus	0.375	0.353	0.377	qalab
apparel	0.698	0.435	0.453	dhar
apparent	0.473	0.383	0.398	muuqda
apparently	0.531	0.410	0.426	sida muuqata
apparition	0.406	0.573	0.636	muuqaalka
appeal	0.663	0.598	0.558	racfaan
appear	0.735	0.506	0.567	muuqda
appearance	0.669	0.490	0.534	muuqaal
appease	0.633	0.278	0.434	raalligelin
appellant	0.327	0.588	0.568	racfaanle
append	0.573	0.464	0.453	ku lifaaq
appendage	0.229	0.382	0.438	lifaaq
appendectomy	0.177	0.670	0.554	appendectomy
appendicitis	0.031	0.640	0.347	xanuunka loo yaqaan 'appendicitis'
appendix	0.365	0.387	0.425	lifaaqa
appetite	0.704	0.637	0.581	rabitaanka cuntada
appetizer	0.755	0.560	0.406	appetizer
appetizing	0.806	0.657	0.688	cunto cunid
applaud	0.865	0.824	0.464	sacab
applause	0.953	0.857	0.621	sacab
apple	0.811	0.300	0.264	tufaax
apple juice	0.765	0.204	0.294	casiirka tufaaxa
applejack	0.604	0.431	0.473	applejack
applesauce	0.750	0.167	0.291	tufaax
appliance	0.582	0.453	0.538	qalabka
appliances	0.594	0.394	0.567	qalabka
applicability	0.677	0.490	0.741	lagu dabaqi karo
applicable	0.469	0.430	0.667	lagu dabaqi karo
applicant	0.612	0.558	0.688	codsade
application	0.646	0.445	0.726	codsi
apply	0.612	0.321	0.667	codsan
appoint	0.565	0.330	0.509	magacaabid
appointment	0.688	0.594	0.547	ballan
appointments	0.745	0.677	0.625	balamo
apportion	0.677	0.490	0.638	qaybin
apportionment	0.552	0.481	0.453	qaybinta
appraisal	0.417	0.667	0.682	qiimaynta
appraise	0.677	0.490	0.696	qiimayn
appreciable	0.873	0.491	0.778	la mahadiyo
appreciate	0.885	0.422	0.741	qadarin
appreciated	0.910	0.434	0.779	mahadiyay
appreciates	0.765	0.500	0.656	qadarin
appreciation	0.917	0.529	0.588	qaddarin
appreciative	0.857	0.380	0.654	mahad leh
apprehend	0.521	0.624	0.696	qabtaan
apprehension	0.385	0.720	0.454	cabsi
apprehensive	0.406	0.592	0.431	cabsi
apprentice	0.615	0.413	0.452	barbaariye
apprenticeship	0.812	0.482	0.643	tababarnimo
approach	0.612	0.392	0.610	habayn
approaching	0.740	0.557	0.491	soo dhawaanaya
approbate	0.646	0.590	0.860	ku habboon
approbation	0.792	0.529	0.774	ansixinta
appropriate	0.833	0.368	0.759	ku haboon
appropriation	0.510	0.632	0.717	qoondaynta
approval	0.854	0.460	0.889	oggolaansho
approve	0.875	0.548	0.741	ansixiyo
approved	0.833	0.349	0.698	ansixiyay
approvement	0.880	0.625	0.780	ansixinta
approving	0.917	0.583	0.773	ansixinaya
approximate	0.551	0.560	0.520	qiyaas ahaan
approximately	0.622	0.396	0.538	qiyaastii
approximating	0.583	0.615	0.471	qiyaasid
approximation	0.582	0.402	0.593	qiyaasid
appurtenances	0.573	0.412	0.547	qalabyada
apricot	0.708	0.320	0.278	khudaar
apron	0.582	0.208	0.245	maro
apt	0.582	0.418	0.382	ku habboon
aptitude	0.750	0.471	0.746	karti
aqua	0.656	0.292	0.359	aqua
aquamarine	0.729	0.306	0.413	aquamarine
aquarium	0.663	0.327	0.393	aquarium
aquatic	0.677	0.510	0.463	biyaha
aqueduct	0.551	0.411	0.534	biyo mareen
aqueous	0.429	0.270	0.310	biyo leh
arable	0.510	0.350	0.465	beeran karo
arbiter	0.561	0.537	0.814	garqaade
arbitrary	0.281	0.702	0.686	gardaran
arbitrate	0.470	0.620	0.682	garqaadid
arbitration	0.587	0.602	0.670	garqaadid
arbitrator	0.385	0.448	0.795	garqaade
arbor	0.583	0.490	0.591	dhir beerid
arc	0.552	0.388	0.396	qaanso
arcade	0.676	0.521	0.502	arcade
arcane	0.500	0.490	0.637	arcane
arch	0.500	0.354	0.468	qaanso
archaeological	0.740	0.441	0.660	qadiimiga
archaeologist	0.552	0.451	0.706	cilmiga qadiimiga
archaeology	0.596	0.358	0.691	qadiimiga
archaic	0.271	0.327	0.332	qadiimiga ah
archangel	0.837	0.500	0.708	Malaa'igta sare
archbishop	0.622	0.280	0.776	wadaadka sare
archdiocese	0.400	0.321	0.704	kaniisadda
archduke	0.458	0.413	0.634	archduke
arched	0.582	0.403	0.398	qaansada
archer	0.573	0.622	0.661	qaansoley
archery	0.594	0.604	0.589	qaanso
archetype	0.448	0.520	0.569	nooca qadiimiga ah
archipelago	0.745	0.370	0.592	jasiiradaha
architect	0.776	0.442	0.836	naqshadeeye
architectural	0.729	0.390	0.670	qaab dhismeed
architecture	0.820	0.390	0.694	dhismaha
archive	0.438	0.294	0.527	kayd
arctic	0.615	0.352	0.546	Arctic
ardent	0.694	0.873	0.722	kaftan
ardor	0.500	0.780	0.538	qurxin
arduous	0.344	0.783	0.605	dhib badan
area	0.490	0.306	0.464	aagga
arena	0.510	0.235	0.404	garoonka
areola	0.417	0.396	0.381	areola
areyoukidding	0.429	0.633	0.400	ma kaftameysaa
areyoukiddingme	0.365	0.635	0.375	waad iga qoslisay
argent	0.594	0.418	0.472	wakiilka
argh	0.260	0.538	0.328	argti
arghh	0.292	0.536	0.397	argh
arghhhh	0.250	0.618	0.324	arghhhh
argue	0.093	0.798	0.525	ku doodo
argument	0.510	0.464	0.698	dood
argumentation	0.479	0.549	0.760	dood
argumentative	0.450	0.531	0.679	dood badan
arguments	0.541	0.602	0.657	doodaha
arid	0.323	0.333	0.379	oomane
arise	0.750	0.582	0.725	kac
aristocracy	0.688	0.549	0.842	aristocracy
aristocrat	0.583	0.413	0.811	aristocrat
aristocratic	0.449	0.519	0.676	aristocratic
arithmetic	0.453	0.460	0.634	xisaabta
ark	0.396	0.427	0.543	sanduuq
arm	0.552	0.285	0.469	cudud
armada	0.408	0.740	0.868	armada
armament	0.198	0.764	0.810	hubaynta
armaments	0.192	0.839	0.830	hubka
armature	0.510	0.558	0.755	cudud
armchair	0.646	0.164	0.339	kursiga armaajada
armed	0.188	0.750	0.808	hubaysan
armor	0.469	0.625	0.784	hub
armored	0.469	0.509	0.861	gaashaaman
armory	0.448	0.663	0.800	hubka
armpit	0.283	0.439	0.250	kilkilaha
arms	0.464	0.395	0.483	cudud
army	0.417	0.759	0.902	ciidan
aroma	0.823	0.235	0.442	caraf udgoon
aromatherapy	0.847	0.220	0.473	udugga
arousal	0.791	0.943	0.731	kacsi
arouse	0.740	0.491	0.580	kicin
aroused	0.708	0.952	0.667	kiciyey
arraignment	0.406	0.837	0.534	maxkamadayn
arrange	0.740	0.490	0.571	habayn
arranged	0.698	0.531	0.728	habaysan
arrangement	0.625	0.382	0.683	habayn
array	0.521	0.396	0.568	diyaarin
arrears	0.286	0.485	0.302	deymaha
arrest	0.146	0.951	0.500	xirid
arrhythmia	0.265	0.706	0.356	arrhythmia
arrival	0.678	0.510	0.474	imaanshaha
arrive	0.837	0.406	0.585	iman
arrogance	0.143	0.750	0.620	isla wayni
arrogant	0.115	0.755	0.580	kibirsan
arrow	0.439	0.390	0.454	fallaadho
arsehole	0.276	0.598	0.433	ceel biyood
arseholes	0.188	0.545	0.351	ceelasha
arsenal	0.365	0.741	0.752	Arsenal
arsenic	0.281	0.472	0.447	arsenic
arson	0.133	0.904	0.567	gubasho
arsonist	0.348	0.840	0.500	dabley
art	0.812	0.360	0.603	fanka
arterial	0.396	0.510	0.583	halbowleyaasha
artery	0.396	0.580	0.537	halbowleyaasha
artful	0.771	0.608	0.778	farshaxan
arthritis	0.110	0.518	0.345	arthritis-ka
arthropod	0.344	0.464	0.434	arthropod
artichoke	0.583	0.218	0.287	artichoke
article	0.594	0.280	0.481	maqaal
articles	0.552	0.324	0.565	maqaallo
articulate	0.677	0.462	0.618	caddeeyo
articulation	0.479	0.480	0.591	dhawaaqid
artifact	0.510	0.500	0.566	artifact
artifice	0.316	0.696	0.482	farshaxan
artificial	0.306	0.385	0.351	macmal ah
artillery	0.350	0.912	0.794	madaafiic
artisan	0.781	0.330	0.411	farsamayaqaan
artist	0.802	0.442	0.732	fanaan
artiste	0.844	0.512	0.565	artiste
artistic	0.802	0.646	0.632	faneed
artistry	0.823	0.346	0.769	farshaxannimo
artists	0.796	0.667	0.741	fanaaniinta
artwork	0.896	0.368	0.679	farshaxan
arty	0.490	0.422	0.388	farshaxan
asap	0.571	0.500	0.552	dhaqso badan
asbestos	0.357	0.481	0.464	asbestos
ascend	0.830	0.620	0.812	fuulid
ascendancy	0.724	0.625	0.700	sareyn
ascendant	0.656	0.673	0.821	fuulid
ascending	0.826	0.644	0.777	fuulid
ascension	0.765	0.720	0.714	fuulid
ascent	0.755	0.627	0.833	fuulid
ascertain	0.560	0.530	0.625	la hubsado
ascertained	0.531	0.529	0.616	la hubsaday
ascetic	0.438	0.375	0.472	ascetic
ash	0.260	0.210	0.207	dambas
ashamed	0.156	0.588	0.228	xishood
ashes	0.327	0.279	0.142	dambas
ashtray	0.406	0.382	0.265	dambas
asinine	0.429	0.472	0.433	aasiniin
ask	0.531	0.440	0.459	weydii
asleeep	0.490	0.210	0.322	hurdo
asleep	0.604	0.100	0.270	hurdo
asp	0.438	0.489	0.375	asp
asparagus	0.469	0.317	0.264	dhir
aspartame	0.469	0.480	0.322	aspartame
aspect	0.479	0.469	0.588	dhinac
aspects	0.439	0.480	0.565	dhinacyada
aspen	0.479	0.280	0.395	aspen
asphalt	0.479	0.264	0.439	daamur
asphyxia	0.198	0.704	0.311	neefsasho
asphyxiation	0.059	0.745	0.412	neefsasho
aspiration	0.704	0.724	0.675	hammi
aspire	0.812	0.469	0.722	hammi
aspirin	0.479	0.271	0.422	asbiriin
aspiring	0.844	0.582	0.604	hammiyi
ass	0.323	0.750	0.345	dabada
assail	0.378	0.510	0.500	weerar
assailant	0.184	0.868	0.602	gacan-ku-dhiigle
assassin	0.073	0.933	0.632	gacan ku dhiigle
assassinate	0.051	0.969	0.722	dilaan
assassination	0.083	0.941	0.525	dil
assault	0.167	0.848	0.550	weerar
assay	0.633	0.559	0.594	qiyaasid
assemblage	0.429	0.452	0.600	ururin
assemble	0.542	0.570	0.750	ururin
assembled	0.663	0.450	0.644	kulmiyay
assembly	0.698	0.500	0.640	shirka
assemblyman	0.430	0.538	0.760	xildhibaan
assent	0.615	0.515	0.719	ogolaansho
assert	0.750	0.619	0.809	caddayn
asserting	0.694	0.531	0.736	caddaynaya
assertion	0.740	0.442	0.750	caddayn
assertive	0.719	0.412	0.770	caddayn
assess	0.698	0.500	0.623	qiimee
assessment	0.750	0.623	0.658	qiimaynta
assessor	0.551	0.538	0.764	qiimee
asset	0.797	0.765	0.788	hanti
assets	0.667	0.613	0.765	hantida
asshole	0.133	0.582	0.263	dabada
assign	0.622	0.417	0.709	u dhiibo
assignee	0.510	0.462	0.510	loo xilsaaray
assignment	0.483	0.398	0.745	meelayn
assimilate	0.559	0.391	0.683	assimilate
assimilation	0.429	0.378	0.463	assimilation
assist	0.833	0.435	0.629	caawin
assistance	0.656	0.519	0.633	gargaar
assistant	0.625	0.390	0.536	kaaliye
associate	0.812	0.409	0.625	xiriiriye
association	0.745	0.500	0.817	ururka
assorted	0.602	0.460	0.472	kala duwan
assortment	0.694	0.360	0.526	kala duwanaansho
assuage	0.745	0.255	0.500	qancin
assume	0.698	0.401	0.464	qaado
assumed	0.612	0.247	0.454	la qaatay
assuming	0.740	0.390	0.526	male
assumption	0.479	0.431	0.417	malo
assurance	0.675	0.442	0.704	hubin
assure	0.910	0.460	0.839	hubso
assured	0.878	0.327	0.754	la hubo
assuredly	0.786	0.396	0.833	hubaal
asterisk	0.541	0.288	0.273	calaamad
asteroid	0.430	0.721	0.623	asteroid
asteroids	0.361	0.694	0.712	asteroids
asthma	0.198	0.549	0.227	neefta
asthmatic	0.229	0.706	0.294	neef qaba
astigmatism	0.214	0.490	0.429	astigmatism
astonish	0.786	0.845	0.658	amakaag
astonished	0.510	0.775	0.574	yaabban
astonishing	0.844	0.802	0.821	yaab leh
astonishingly	0.827	0.898	0.773	yaab leh
astonishment	0.680	0.718	0.519	amakaag
astound	0.729	0.675	0.474	yaab leh
astral	0.604	0.417	0.567	astral
astray	0.098	0.676	0.308	baadiyoobay
astringent	0.316	0.500	0.474	astringent
astrologer	0.594	0.519	0.673	xiddigiye
astrology	0.635	0.340	0.500	xiddigiska
astronaut	0.792	0.601	0.761	cirbixiyeen
astronomer	0.750	0.509	0.735	cirbixiyeen
astronomical	0.600	0.632	0.726	xiddigiye
astronomy	0.613	0.474	0.722	xiddigiska
astute	0.776	0.658	0.827	caqli leh
asunder	0.208	0.442	0.259	kala geddisnaan
asylum	0.407	0.330	0.445	magangelyo
asymmetric	0.580	0.343	0.465	asymmetrical
asymmetry	0.476	0.373	0.527	asymmetry
asymptotic	0.479	0.451	0.472	asymptotic
atelier	0.490	0.330	0.705	atelier
atheism	0.276	0.460	0.481	cawaannimo
atheistic	0.373	0.481	0.466	cawaan
atherosclerosis	0.250	0.480	0.343	atherosclerosis
athlete	0.781	0.718	0.686	cayaartoyga
athletic	0.857	0.798	0.708	ciyaaraha fudud
athleticism	0.750	0.863	0.778	ciyaaraha fudud
athletics	0.831	0.691	0.740	ciyaaraha fudud
atlas	0.531	0.306	0.554	atlas
atmosphere	0.604	0.300	0.560	jawi
atmospheric	0.531	0.420	0.594	jawiga
atoll	0.480	0.408	0.472	toll
atom	0.510	0.500	0.433	atamka
atomic	0.327	0.817	0.713	atomiga
atone	0.418	0.673	0.411	kafaaraggud
atonement	0.550	0.602	0.683	kafaaraggud
atpeace	0.724	0.298	0.519	nabad gelyo
atrium	0.469	0.365	0.473	atrium
atrocious	0.073	0.811	0.445	bahalnimo
atrocity	0.115	0.844	0.593	bahalnimo
atrophy	0.177	0.540	0.208	atrophy
attach	0.520	0.363	0.559	ku lifaaq
attached	0.562	0.350	0.439	ku lifaaqan
attachment	0.570	0.343	0.500	lifaaqa
attack	0.286	0.948	0.670	weerar
attacker	0.185	0.962	0.629	weeraryahan
attacking	0.276	0.837	0.642	weerar
attain	0.806	0.510	0.719	gaadhid
attainable	0.760	0.500	0.759	la gaari karo
attainment	0.830	0.520	0.940	hanashada
attempt	0.625	0.491	0.431	isku day
attempted	0.594	0.580	0.567	isku dayay
attend	0.650	0.420	0.625	ka soo qayb gal
attendance	0.812	0.500	0.592	imaanshaha
attendant	0.580	0.365	0.519	kaaliyaha
attention	0.740	0.599	0.774	fiiro gaar ah
attentionseeker	0.367	0.745	0.457	feejignaan doon
attentionseekers	0.531	0.673	0.500	feejignaan doonka
attentive	0.812	0.520	0.724	feejigan
attenuate	0.408	0.302	0.429	dhayalsan
attenuated	0.449	0.280	0.298	la dhimay
attenuation	0.458	0.363	0.464	yarayn
attest	0.439	0.710	0.685	caddayn
attestation	0.234	0.635	0.500	caddayn
attic	0.521	0.259	0.377	saqafka sare
attire	0.742	0.388	0.483	lebbiska
attitude	0.760	0.644	0.861	dabeecadda
attorney	0.600	0.594	0.754	qareen
attract	0.796	0.663	0.769	soo jiidan
attraction	0.906	0.774	0.712	soo jiidasho
attractive	0.906	0.630	0.769	soo jiidasho leh
attractiveness	0.938	0.667	0.755	soo jiidasho
attributable	0.704	0.430	0.527	loo aaneyn karo
attribute	0.781	0.439	0.795	sifo
attribution	0.646	0.467	0.658	sifo
attrition	0.229	0.540	0.259	ilbaxnimo
auburn	0.510	0.240	0.411	Auburn
auction	0.594	0.702	0.519	xaraash
auctioneer	0.542	0.732	0.716	xaraash
audacious	0.740	0.875	0.825	dhiiranaan
audacity	0.760	0.755	0.916	dhiiranaan
audible	0.673	0.370	0.462	la maqli karo
audience	0.698	0.610	0.613	daawadayaasha
audio	0.709	0.425	0.370	maqal
audit	0.375	0.562	0.735	hantidhawrka
audition	0.750	0.685	0.615	daawasho
auditions	0.740	0.765	0.596	bandhigyo
auditor	0.582	0.571	0.726	hantidhawr
auditorium	0.529	0.490	0.538	hoolka
auditory	0.531	0.481	0.570	maqal
aught	0.418	0.135	0.217	waxba
augment	0.650	0.683	0.645	kordhin
augmentation	0.714	0.613	0.850	kordhin
august	0.652	0.292	0.462	Ogosto
aunt	0.667	0.291	0.420	eedo
auntie	0.643	0.275	0.447	eeddo
aura	0.760	0.333	0.500	aura
aurora	0.817	0.306	0.537	aurora
auspices	0.542	0.500	0.634	maslaxad
auspicious	0.562	0.635	0.669	wanaagsan
austere	0.500	0.390	0.422	ba'an
austerity	0.438	0.406	0.534	guntinimo
authentic	0.885	0.510	0.782	dhab ah
authenticate	0.833	0.480	0.789	xaqiijin
authentication	0.724	0.491	0.750	xaqiijin
authenticity	0.670	0.548	0.845	runnimada
author	0.775	0.343	0.749	qoraa
authoritative	0.636	0.520	0.890	awood leh
authority	0.592	0.592	0.934	maamulka
authorization	0.521	0.567	0.817	oggolaansho
authorize	0.772	0.596	0.821	idman
authorized	0.760	0.458	0.815	idman
authorship	0.667	0.635	0.773	qoraanimo
autism	0.235	0.500	0.447	autism
autistic	0.367	0.337	0.404	autistic
auto	0.571	0.569	0.500	baabuur
autobiographical	0.909	0.462	0.582	taariikh nololeedka
autobiography	0.735	0.284	0.629	taariikh nololeedka
autocorrect	0.551	0.439	0.616	toos ah
autocratic	0.542	0.577	0.727	talisnimo
autograph	0.735	0.565	0.473	sawir qaade
autographed	0.781	0.620	0.625	autographed
automated	0.578	0.402	0.632	otomaatig ah
automatic	0.562	0.433	0.664	si toos ah
automobile	0.753	0.625	0.534	baabuur
automotive	0.656	0.520	0.577	baabuur
autonomy	0.781	0.349	0.891	madaxbannaani
autopilot	0.594	0.462	0.632	duuliyaha
autopsy	0.252	0.650	0.538	baaris
autumn	0.765	0.204	0.450	dayrta
auxiliary	0.622	0.471	0.509	caawiye
avail	0.800	0.430	0.603	ka faa'ideyso
availability	0.796	0.544	0.600	helitaan
available	0.844	0.356	0.623	la heli karo
avalanche	0.265	0.915	0.683	baraf
avarice	0.198	0.726	0.352	bahalnimo
avatar	0.633	0.410	0.567	avatar
avenge	0.073	0.867	0.559	aargoosi
avenger	0.337	0.865	0.670	aargoosi
avenging	0.143	0.880	0.717	aargoosi
avenue	0.677	0.360	0.377	jidka
aver	0.492	0.450	0.393	ka fogaansho
average	0.684	0.280	0.455	celcelis ahaan
aversation	0.582	0.442	0.432	nacayb
averse	0.253	0.569	0.492	diidid
averseness	0.296	0.606	0.528	nacayb
