English Word	Valence	Arousal	Dominance	Hindi Word
amidst	0.480	0.330	0.316	बीच में
amino	0.551	0.402	0.433	एमिनो
ammo	0.323	0.765	0.621	बारूद
ammonia	0.292	0.587	0.409	अमोनिया
ammonium	0.354	0.396	0.368	अमोनियम
ammunition	0.338	0.635	0.667	गोलाबारूद
amnesia	0.296	0.330	0.308	स्मृतिलोप
amnesty	0.551	0.451	0.814	आम माफ़ी
amorous	0.844	0.670	0.636	रसिक
amorphous	0.327	0.402	0.349	बेढब
amortization	0.592	0.491	0.522	ऋणमुक्ति
amount	0.562	0.422	0.649	रकम
amour	0.865	0.480	0.652	प्रणय
amp	0.439	0.393	0.375	एम्प
ampersand	0.480	0.448	0.483	एम्परसेंड
amphetamines	0.133	0.667	0.526	amphetamines
amphibian	0.427	0.357	0.474	उभयचर
amphibious	0.479	0.346	0.445	द्विधा गतिवाला
amphitheater	0.653	0.480	0.545	अखाड़ा
ample	0.744	0.349	0.719	प्रचुर
amplification	0.690	0.677	0.810	विस्तारण
amplify	0.677	0.735	0.827	बढ़ाना
amplitude	0.694	0.439	0.692	आयाम
amply	0.781	0.431	0.766	जिसकी पर्याप्त
amputate	0.092	0.660	0.509	अंग-विच्छेद करना
amputation	0.100	0.755	0.483	विच्छेदन
amuck	0.385	0.602	0.321	आपे से बाहर
amulet	0.781	0.260	0.630	ताबीज़
amuse	0.812	0.684	0.664	मन बहलाना
amused	0.942	0.847	0.596	खुश
amusement	0.929	0.837	0.803	मनोरंजन
amusing	0.960	0.829	0.632	विनोदी
ana	0.541	0.300	0.314	एना
anaconda	0.146	0.830	0.540	एनाकोंडा
anaesthesia	0.350	0.217	0.473	संज्ञाहरण
anaesthetic	0.449	0.268	0.509	चतनाशून्य करनेवाली औषधि
anagram	0.552	0.327	0.449	अनाग्राम
anal	0.333	0.798	0.334	गुदा
analgesic	0.417	0.321	0.441	दर्दनाशक
analogous	0.531	0.270	0.500	अनुरूप
analogue	0.570	0.320	0.446	अनुरूप
analogy	0.510	0.367	0.509	समानता
analysis	0.729	0.448	0.705	विश्लेषण
analyst	0.604	0.415	0.755	विश्लेषक
analytic	0.665	0.521	0.634	विश्लेषणात्मक
analytical	0.625	0.324	0.800	विश्लेषणात्मक
analyze	0.667	0.462	0.710	विश्लेषण
analyzer	0.625	0.556	0.854	विश्लेषक
anaphylactic	0.378	0.588	0.500	तीव्रगाहिता संबंधी
anarchism	0.125	0.804	0.623	अराजकतावाद
anarchist	0.204	0.700	0.759	अराजकतावादी
anarchy	0.146	0.755	0.620	अराजकता
anastomosis	0.375	0.470	0.490	सम्मिलन
anathema	0.286	0.490	0.519	अभिशाप
anatomic	0.562	0.442	0.546	शारीरिक
anatomy	0.562	0.390	0.571	शरीर रचना
ancestor	0.592	0.388	0.594	पूर्वज
ancestral	0.640	0.481	0.750	पैतृक
ancestry	0.708	0.519	0.717	वंशावली
anchor	0.520	0.284	0.564	लंगर डालना
anchorage	0.500	0.325	0.639	लंगर गाह
ancient	0.420	0.217	0.439	प्राचीन
ancillary	0.449	0.442	0.278	अधीनस्थ
androgen	0.255	0.523	0.527	एण्ड्रोजन
android	0.663	0.436	0.500	एंड्रॉयड
anecdote	0.583	0.529	0.500	उपाख्यान
anemia	0.188	0.327	0.310	रक्ताल्पता
anemic	0.167	0.279	0.155	रक्तहीनता से पीड़ित
anemone	0.552	0.538	0.327	रत्नज्योति
anesthesia	0.365	0.216	0.394	बेहोशी
anesthesiologist	0.419	0.224	0.526	संज्ञाहरणविज्ञानी
anesthetic	0.350	0.264	0.482	चतनाशून्य करनेवाली औषधि
aneurysm	0.115	0.690	0.536	धमनीविस्फार
anew	0.771	0.358	0.385	नये सिरे से
angel	0.906	0.158	0.704	देवदूत
angelic	0.927	0.298	0.668	दिव्य
anger	0.167	0.865	0.657	क्रोध
angered	0.010	0.860	0.547	नाराज
angermanagement	0.260	0.632	0.482	क्रोध प्रबंधन
angina	0.230	0.630	0.464	एनजाइना
angiogram	0.347	0.520	0.465	एंजियोग्राम
angiography	0.378	0.536	0.520	एंजियोग्राफी
angle	0.541	0.330	0.455	कोण
angling	0.625	0.408	0.500	मछली पकड़ने
angora	0.529	0.425	0.405	अंगोरा
angriest	0.094	0.892	0.430	एंग्रीएस्ट
angry	0.122	0.830	0.604	नाराज़
angrytweet	0.265	0.644	0.471	एंग्रीट्वीट
angst	0.167	0.888	0.333	गुस्से
anguish	0.153	0.792	0.265	पीड़ा
anguished	0.135	0.720	0.307	दुखी
angular	0.449	0.281	0.444	कोणीय
anhydrous	0.456	0.365	0.355	निर्जल
animal	0.521	0.510	0.513	जानवर
animate	0.827	0.755	0.635	चेतन
animated	0.823	0.676	0.538	एनिमेटेड
animation	0.888	0.750	0.549	एनीमेशन
animosity	0.510	0.724	0.545	बैर
animus	0.698	0.676	0.466	विरोधपूर्ण भावना
ankle	0.500	0.274	0.234	टखना
anklet	0.410	0.276	0.302	पायल
annals	0.427	0.610	0.424	वर्षक्रमिक इतिहास
annex	0.594	0.350	0.458	उपभवन
annexation	0.342	0.500	0.555	राज्य-हरण
annexe	0.584	0.350	0.392	उपभवन
annihilate	0.115	0.918	0.681	संहार करना
annihilated	0.080	0.760	0.324	सत्यानाश
annihilation	0.041	0.800	0.591	विनाश
anniversary	0.880	0.770	0.723	सालगिरह
annotate	0.592	0.469	0.441	व्याख्या
annotation	0.604	0.470	0.619	टिप्पणी
announce	0.694	0.618	0.611	की घोषणा
announcement	0.729	0.491	0.482	घोषणा
announcer	0.602	0.570	0.732	उद्घोषक
annoy	0.094	0.765	0.286	चिढ़ाना
annoyance	0.167	0.718	0.342	चिढ़
annoyed	0.104	0.783	0.345	नाराज हो
annoyin	0.260	0.573	0.352	झुंझलाना
annoying	0.082	0.853	0.348	चिढ़ पैदा करने वाला
annoys	0.146	0.778	0.435	गुस्सा दिलाती
annual	0.552	0.236	0.500	सालाना
annuity	0.521	0.304	0.527	वार्षिकी
annul	0.250	0.448	0.364	रद्द
annular	0.310	0.385	0.412	गोल
annulment	0.153	0.375	0.447	लोप
annulus	0.458	0.380	0.376	वलय
anointed	0.500	0.368	0.579	अभिषिक्त
anointing	0.653	0.350	0.547	अभिषेक
anomalous	0.281	0.480	0.423	नियमविरूद्ध
anomaly	0.188	0.538	0.404	विसंगति
anon	0.479	0.354	0.298	शीघ्र
anonymity	0.469	0.255	0.430	गुमनामी
anonymous	0.396	0.291	0.431	अनाम
anorexic	0.160	0.618	0.245	anorexic
answer	0.537	0.373	0.661	उत्तर
answerable	0.708	0.481	0.750	जवाबदेह
answering	0.684	0.500	0.607	जवाब
ant	0.448	0.216	0.216	चींटी
antagonism	0.224	0.618	0.524	विरोध
antagonist	0.240	0.615	0.700	प्रतिपक्षी
antagonistic	0.296	0.604	0.565	विरोधी
antagonize	0.143	0.663	0.629	विरोध करना
ante	0.448	0.320	0.417	पूर्व
antecedent	0.427	0.551	0.566	पूर्वपद
antelope	0.542	0.510	0.500	मृग
antenna	0.521	0.327	0.358	एंटीना
anterior	0.510	0.245	0.362	पूर्वकाल का
anthem	0.780	0.343	0.729	गान
anthill	0.327	0.578	0.377	बांबी
anthology	0.338	0.406	0.537	संकलन
anthrax	0.188	0.730	0.500	बिसहरिया
anthropological	0.367	0.390	0.490	मानवविज्ञान
anthropologist	0.551	0.385	0.725	मानव विज्ञानी
anthropology	0.490	0.367	0.582	मनुष्य जाति का विज्ञान
anti	0.365	0.412	0.384	एंटी
antiaircraft	0.330	0.622	0.629	विमानभेदी
antibiotic	0.510	0.373	0.658	एंटीबायोटिक दवाओं
antibiotics	0.448	0.406	0.557	एंटीबायोटिक दवाओं
antichrist	0.082	0.837	0.544	ईसा मसीह का शत्रु
anticipate	0.622	0.469	0.667	पूर्वानुमान करना
anticipation	0.698	0.539	0.711	प्रत्याशा
anticipatory	0.653	0.551	0.682	अग्रिम
antics	0.448	0.740	0.236	हरकतों
antidote	0.541	0.490	0.629	विषहर औषध
antifungal	0.408	0.412	0.441	ऐंटिफंगल
antigravity	0.430	0.714	0.658	गुरुत्वाकर्षण विरोधी
antimony	0.378	0.398	0.490	सुरमा
antipathy	0.198	0.549	0.393	घृणा
antiquarian	0.500	0.233	0.426	पुरातात्त्विक
antiquated	0.420	0.392	0.236	प्राचीन
antique	0.634	0.290	0.518	एंटीक
antiques	0.540	0.370	0.595	प्राचीन वस्तुओं
antiquity	0.385	0.333	0.556	प्राचीन काल
antiseptic	0.438	0.370	0.623	सड़न रोकनेवाली दबा
antisocial	0.146	0.686	0.391	सामाजिक सिद्धान्तों के विस्र्द्ध
antithesis	0.396	0.412	0.536	विलोम
antithetical	0.271	0.509	0.358	विरोधात्मक
antiviral	0.459	0.470	0.549	एंटी वाइरल
antler	0.448	0.470	0.500	बारहसिंगे के शाखादार सींग
antsy	0.449	0.558	0.417	एंट्स्यो
anus	0.347	0.644	0.350	गुदा
anvil	0.380	0.510	0.604	निहाई
anxiety	0.146	0.865	0.342	चिंता
anxietyattack	0.150	0.925	0.446	चिंता का दौरा
anxious	0.281	0.875	0.434	चिंतित
anxiousness	0.235	0.814	0.282	चिंता
anytime	0.625	0.461	0.436	किसी भी समय
aorta	0.448	0.510	0.542	महाधमनी
aortic	0.436	0.540	0.438	महाधमनी
apace	0.536	0.500	0.536	झटपट
apache	0.687	0.469	0.500	अमरीका की एक मूल जनजाति
apartment	0.719	0.393	0.580	अपार्टमेंट
apartments	0.704	0.337	0.443	अपार्टमेंट
apathetic	0.188	0.292	0.333	उदासीन
apathy	0.184	0.212	0.204	उदासीनता
ape	0.548	0.389	0.336	अनुकरण करना
aperture	0.612	0.450	0.667	छेद
apex	0.570	0.433	0.418	सर्वोच्च
aphid	0.388	0.473	0.407	एफिड
aphrodisiac	0.750	0.846	0.667	कामोद्दीपक
apiece	0.439	0.259	0.383	एक रचना
aplomb	0.500	0.509	0.582	अभिमान
apocalypse	0.050	0.867	0.736	कयामत
apocalyptic	0.173	0.880	0.750	सर्वनाशक
apologetic	0.479	0.461	0.571	क्षमाशील
apologist	0.406	0.429	0.526	क्षमा की प्रार्थना करनेवाला
apologize	0.551	0.378	0.389	क्षमा मांगना
apology	0.571	0.346	0.402	क्षमायाचना
apostasy	0.388	0.520	0.517	स्वधर्मत्याग
apostate	0.342	0.500	0.528	स्वधर्मत्यागी
apostle	0.646	0.347	0.732	प्रेरित
apostolic	0.592	0.300	0.717	देवदूत-संबंधी
apostrophe	0.469	0.368	0.537	apostrophe
apothecary	0.561	0.328	0.529	अत्तार
appalled	0.194	0.792	0.562	चकित
appalling	0.160	0.827	0.415	भय उत्पन्न करनेवाला
apparatus	0.375	0.353	0.377	उपकरण
apparel	0.698	0.435	0.453	परिधान
apparent	0.473	0.383	0.398	प्रकट
apparently	0.531	0.410	0.426	जाहिरा तौर पर
apparition	0.406	0.573	0.636	प्रेत
appeal	0.663	0.598	0.558	अपील करना
appear	0.735	0.506	0.567	के जैसा लगना
appearance	0.669	0.490	0.534	दिखावट
appease	0.633	0.278	0.434	खुश
appellant	0.327	0.588	0.568	अपील करनेवाला
append	0.573	0.464	0.453	संलग्न
appendage	0.229	0.382	0.438	अनुबंध
appendectomy	0.177	0.670	0.554	एपेंडेक्टोमी
appendicitis	0.031	0.640	0.347	पथरी
appendix	0.365	0.387	0.425	अनुबंध
appetite	0.704	0.637	0.581	भूख
appetizer	0.755	0.560	0.406	क्षुधावर्धक
appetizing	0.806	0.657	0.688	स्वादिष्ट
applaud	0.865	0.824	0.464	सराहना
applause	0.953	0.857	0.621	वाहवाही
apple	0.811	0.300	0.264	सेब
apple juice	0.765	0.204	0.294	सेब का रस
applejack	0.604	0.431	0.473	से बनाया गया है
applesauce	0.750	0.167	0.291	चापलूसी
appliance	0.582	0.453	0.538	उपकरण
appliances	0.594	0.394	0.567	उपकरण
applicability	0.677	0.490	0.741	प्रयोज्यता
applicable	0.469	0.430	0.667	उपयुक्त
applicant	0.612	0.558	0.688	आवेदक
application	0.646	0.445	0.726	आवेदन पत्र
apply	0.612	0.321	0.667	लागू
appoint	0.565	0.330	0.509	नियुक्त करना
appointment	0.688	0.594	0.547	नियुक्ति
appointments	0.745	0.677	0.625	नियुक्ति
apportion	0.677	0.490	0.638	बांटना
apportionment	0.552	0.481	0.453	विभाजन
appraisal	0.417	0.667	0.682	मूल्यांकन
appraise	0.677	0.490	0.696	आंकना
appreciable	0.873	0.491	0.778	प्रशंसनीय
appreciate	0.885	0.422	0.741	सराहना
appreciated	0.910	0.434	0.779	की सराहना की
appreciates	0.765	0.500	0.656	की सराहना करता है
appreciation	0.917	0.529	0.588	प्रशंसा
appreciative	0.857	0.380	0.654	सराहना
apprehend	0.521	0.624	0.696	पकड़ना
apprehension	0.385	0.720	0.454	आशंका
apprehensive	0.406	0.592	0.431	भयभीत
apprentice	0.615	0.413	0.452	शिक्षु
apprenticeship	0.812	0.482	0.643	शागिर्दी
approach	0.612	0.392	0.610	दृष्टिकोण
approaching	0.740	0.557	0.491	आ
approbate	0.646	0.590	0.860	अनुमोदन करना
approbation	0.792	0.529	0.774	प्रशंसा
appropriate	0.833	0.368	0.759	उचित
appropriation	0.510	0.632	0.717	विनियोग
approval	0.854	0.460	0.889	अनुमोदन
approve	0.875	0.548	0.741	मंजूर
approved	0.833	0.349	0.698	स्वीकृत
approvement	0.880	0.625	0.780	अनुमोदन
approving	0.917	0.583	0.773	का अनुमोदन
approximate	0.551	0.560	0.520	अनुमानित
approximately	0.622	0.396	0.538	लगभग
approximating	0.583	0.615	0.471	अनुमान करने वाले
approximation	0.582	0.402	0.593	सन्निकटन
appurtenances	0.573	0.412	0.547	appurtenances
apricot	0.708	0.320	0.278	खुबानी
apron	0.582	0.208	0.245	तहबंद
apt	0.582	0.418	0.382	उपयुक्त
aptitude	0.750	0.471	0.746	कौशल
aqua	0.656	0.292	0.359	पानी
aquamarine	0.729	0.306	0.413	अक्वामरीन
aquarium	0.663	0.327	0.393	मछलीघर
aquatic	0.677	0.510	0.463	जलीय
aqueduct	0.551	0.411	0.534	नहर
aqueous	0.429	0.270	0.310	जलीय
arable	0.510	0.350	0.465	कृषि योग्य
arbiter	0.561	0.537	0.814	मध्यस्थ
arbitrary	0.281	0.702	0.686	मनमाना
arbitrate	0.470	0.620	0.682	पंचायत करना
arbitration	0.587	0.602	0.670	मध्यस्थता करना
arbitrator	0.385	0.448	0.795	पंच
arbor	0.583	0.490	0.591	कुंज
arc	0.552	0.388	0.396	आर्क
arcade	0.676	0.521	0.502	आर्केड
arcane	0.500	0.490	0.637	भेद का
arch	0.500	0.354	0.468	मेहराब
archaeological	0.740	0.441	0.660	पुरातत्व
archaeologist	0.552	0.451	0.706	पुरातत्त्ववेत्ता
