English Word	Valence	Arousal	Dominance	Hungarian Word
anaphylactic	0.378	0.588	0.500	anafilaxiás
anarchism	0.125	0.804	0.623	anarchizmus
anarchist	0.204	0.700	0.759	anarchista
anarchy	0.146	0.755	0.620	anarchia
anastomosis	0.375	0.470	0.490	anasztomózis
anathema	0.286	0.490	0.519	átok
anatomic	0.562	0.442	0.546	anatómiai
anatomy	0.562	0.390	0.571	anatómia
ancestor	0.592	0.388	0.594	ős
ancestral	0.640	0.481	0.750	ősi
ancestry	0.708	0.519	0.717	származás
anchor	0.520	0.284	0.564	horgony
anchorage	0.500	0.325	0.639	rögzítés
ancient	0.420	0.217	0.439	ősi
ancillary	0.449	0.442	0.278	kisegítő
androgen	0.255	0.523	0.527	androgén
android	0.663	0.436	0.500	android
anecdote	0.583	0.529	0.500	anekdota
anemia	0.188	0.327	0.310	anémia
anemic	0.167	0.279	0.155	vérszegény
anemone	0.552	0.538	0.327	kökörcsin
anesthesia	0.365	0.216	0.394	érzéstelenítés
anesthesiologist	0.419	0.224	0.526	altató orvos
anesthetic	0.350	0.264	0.482	érzéstelenítő
aneurysm	0.115	0.690	0.536	aneurizma
anew	0.771	0.358	0.385	újra
angel	0.906	0.158	0.704	angyal
angelic	0.927	0.298	0.668	angyali
anger	0.167	0.865	0.657	harag
angered	0.010	0.860	0.547	feldühödött
angermanagement	0.260	0.632	0.482	dühkezelés
angina	0.230	0.630	0.464	angina
angiogram	0.347	0.520	0.465	angiogram
angiography	0.378	0.536	0.520	angiográfia
angle	0.541	0.330	0.455	szög
angling	0.625	0.408	0.500	horgászat
angora	0.529	0.425	0.405	angóranyúl
angriest	0.094	0.892	0.430	legdühösebb
angry	0.122	0.830	0.604	mérges
angrytweet	0.265	0.644	0.471	dühös tweet
angst	0.167	0.888	0.333	szorongás
anguish	0.153	0.792	0.265	kín
anguished	0.135	0.720	0.307	gyötrődve
angular	0.449	0.281	0.444	szögletes
anhydrous	0.456	0.365	0.355	vízmentes
animal	0.521	0.510	0.513	állat
animate	0.827	0.755	0.635	élő
animated	0.823	0.676	0.538	élénk
animation	0.888	0.750	0.549	élénkség
animosity	0.510	0.724	0.545	ellenségeskedés
animus	0.698	0.676	0.466	szándék
ankle	0.500	0.274	0.234	boka
anklet	0.410	0.276	0.302	bokalánc
annals	0.427	0.610	0.424	évkönyvek
annex	0.594	0.350	0.458	melléklet
annexation	0.342	0.500	0.555	bekebelezés
annexe	0.584	0.350	0.392	melléklet
annihilate	0.115	0.918	0.681	megsemmisíteni
annihilated	0.080	0.760	0.324	megsemmisült
annihilation	0.041	0.800	0.591	megsemmisítés
anniversary	0.880	0.770	0.723	évforduló
annotate	0.592	0.469	0.441	annotálja
annotation	0.604	0.470	0.619	annotáció
announce	0.694	0.618	0.611	bejelenteni
announcement	0.729	0.491	0.482	közlemény
announcer	0.602	0.570	0.732	bemondó
annoy	0.094	0.765	0.286	bosszant
annoyance	0.167	0.718	0.342	bosszúság
annoyed	0.104	0.783	0.345	bosszús
annoyin	0.260	0.573	0.352	bosszantó
annoying	0.082	0.853	0.348	bosszantó
annoys	0.146	0.778	0.435	idegesít
annual	0.552	0.236	0.500	évi
annuity	0.521	0.304	0.527	járadék
annul	0.250	0.448	0.364	érvénytelenít
annular	0.310	0.385	0.412	gyűrűs
annulment	0.153	0.375	0.447	megsemmisítése
annulus	0.458	0.380	0.376	gyűrűs
anointed	0.500	0.368	0.579	felkent
anointing	0.653	0.350	0.547	kenet
anomalous	0.281	0.480	0.423	rendellenes
anomaly	0.188	0.538	0.404	rendellenesség
anon	0.479	0.354	0.298	mindjárt
anonymity	0.469	0.255	0.430	névtelenség
anonymous	0.396	0.291	0.431	névtelen
anorexic	0.160	0.618	0.245	anorexiás
answer	0.537	0.373	0.661	válasz
answerable	0.708	0.481	0.750	megválaszolható
answering	0.684	0.500	0.607	válaszolva
ant	0.448	0.216	0.216	hangya
antagonism	0.224	0.618	0.524	ellentét
antagonist	0.240	0.615	0.700	antagonista
antagonistic	0.296	0.604	0.565	ellentétes
antagonize	0.143	0.663	0.629	antagonizálni
ante	0.448	0.320	0.417	ante
antecedent	0.427	0.551	0.566	előzmény
antelope	0.542	0.510	0.500	antilop
antenna	0.521	0.327	0.358	antenna
anterior	0.510	0.245	0.362	elülső
anthem	0.780	0.343	0.729	Himnusz
anthill	0.327	0.578	0.377	hangyaboly
anthology	0.338	0.406	0.537	antológia
anthrax	0.188	0.730	0.500	lépfene
anthropological	0.367	0.390	0.490	embertani
anthropologist	0.551	0.385	0.725	antropológus
anthropology	0.490	0.367	0.582	antropológia
anti	0.365	0.412	0.384	anti
antiaircraft	0.330	0.622	0.629	légvédelmi
antibiotic	0.510	0.373	0.658	antibiotikum
antibiotics	0.448	0.406	0.557	antibiotikumok
antichrist	0.082	0.837	0.544	Antikrisztus
anticipate	0.622	0.469	0.667	előre jelezni
anticipation	0.698	0.539	0.711	várakozás
anticipatory	0.653	0.551	0.682	előzetes
antics	0.448	0.740	0.236	bohóckodás
antidote	0.541	0.490	0.629	ellenméreg
antifungal	0.408	0.412	0.441	gombaellenes
antigravity	0.430	0.714	0.658	anti gravitáció
antimony	0.378	0.398	0.490	antimon
antipathy	0.198	0.549	0.393	ellenszenv
antiquarian	0.500	0.233	0.426	régiséggyűjtő
antiquated	0.420	0.392	0.236	elavult
antique	0.634	0.290	0.518	antik
antiques	0.540	0.370	0.595	régiségek
antiquity	0.385	0.333	0.556	antikvitás
antiseptic	0.438	0.370	0.623	fertőtlenítő
antisocial	0.146	0.686	0.391	társadalomellenes
antithesis	0.396	0.412	0.536	ellentét
antithetical	0.271	0.509	0.358	ellentétes
antiviral	0.459	0.470	0.549	vírusellenes
antler	0.448	0.470	0.500	agancs
antsy	0.449	0.558	0.417	nyugtalan
anus	0.347	0.644	0.350	végbélnyílás
anvil	0.380	0.510	0.604	üllő
anxiety	0.146	0.865	0.342	szorongás
anxietyattack	0.150	0.925	0.446	pánikroham
anxious	0.281	0.875	0.434	aggódó
anxiousness	0.235	0.814	0.282	szorongás
anytime	0.625	0.461	0.436	bármikor
aorta	0.448	0.510	0.542	aorta
aortic	0.436	0.540	0.438	aorta
apace	0.536	0.500	0.536	rohamosan
apache	0.687	0.469	0.500	apache
apartment	0.719	0.393	0.580	lakás
apartments	0.704	0.337	0.443	apartmanok
apathetic	0.188	0.292	0.333	fásult
apathy	0.184	0.212	0.204	fásultság
ape	0.548	0.389	0.336	emberszabású majom
aperture	0.612	0.450	0.667	nyílás
apex	0.570	0.433	0.418	csúcs
aphid	0.388	0.473	0.407	levéltetvek
aphrodisiac	0.750	0.846	0.667	afrodiziákum
apiece	0.439	0.259	0.383	egy darab
aplomb	0.500	0.509	0.582	higgadtság
apocalypse	0.050	0.867	0.736	Apokalipszis
apocalyptic	0.173	0.880	0.750	apokaliptikus
apologetic	0.479	0.461	0.571	mentegetőző
apologist	0.406	0.429	0.526	hitvédő
apologize	0.551	0.378	0.389	bocsánatot kér
apology	0.571	0.346	0.402	bocsánatkérés
apostasy	0.388	0.520	0.517	hitehagyás
apostate	0.342	0.500	0.528	hitehagyott
apostle	0.646	0.347	0.732	apostol
apostolic	0.592	0.300	0.717	apostoli
apostrophe	0.469	0.368	0.537	aposztróf
apothecary	0.561	0.328	0.529	patikus
appalled	0.194	0.792	0.562	megdöbbenve
appalling	0.160	0.827	0.415	megdöbbentő
apparatus	0.375	0.353	0.377	berendezés
apparel	0.698	0.435	0.453	ruházat
apparent	0.473	0.383	0.398	látszólagos
apparently	0.531	0.410	0.426	látszólag
apparition	0.406	0.573	0.636	jelenés
appeal	0.663	0.598	0.558	fellebbezés
appear	0.735	0.506	0.567	megjelenik
appearance	0.669	0.490	0.534	megjelenés
appease	0.633	0.278	0.434	megnyugtatni
appellant	0.327	0.588	0.568	fellebbező
append	0.573	0.464	0.453	mellékel
appendage	0.229	0.382	0.438	függelék
appendectomy	0.177	0.670	0.554	vakbélműtét
appendicitis	0.031	0.640	0.347	vakbélgyulladás
appendix	0.365	0.387	0.425	függelék
appetite	0.704	0.637	0.581	étvágy
appetizer	0.755	0.560	0.406	előétel
appetizing	0.806	0.657	0.688	étvágygerjesztő
applaud	0.865	0.824	0.464	tapsol
applause	0.953	0.857	0.621	taps
apple	0.811	0.300	0.264	alma
apple juice	0.765	0.204	0.294	almalé
applejack	0.604	0.431	0.473	applejack
applesauce	0.750	0.167	0.291	almaszósz
appliance	0.582	0.453	0.538	készülék
appliances	0.594	0.394	0.567	készülékek
applicability	0.677	0.490	0.741	alkalmazhatósága
applicable	0.469	0.430	0.667	alkalmazható
applicant	0.612	0.558	0.688	pályázó
application	0.646	0.445	0.726	Alkalmazás
apply	0.612	0.321	0.667	alkalmaz
appoint	0.565	0.330	0.509	kinevez
appointment	0.688	0.594	0.547	időpont egyeztetés
appointments	0.745	0.677	0.625	találkozók
apportion	0.677	0.490	0.638	felosztás
apportionment	0.552	0.481	0.453	felosztás
appraisal	0.417	0.667	0.682	értékelés
appraise	0.677	0.490	0.696	felmérni
appreciable	0.873	0.491	0.778	észlelhető
appreciate	0.885	0.422	0.741	méltányol
appreciated	0.910	0.434	0.779	értékelt, megbecsült
appreciates	0.765	0.500	0.656	értékeli
appreciation	0.917	0.529	0.588	felértékelődés
appreciative	0.857	0.380	0.654	elismerő
apprehend	0.521	0.624	0.696	felfogni
apprehension	0.385	0.720	0.454	letartóztatás
apprehensive	0.406	0.592	0.431	nyugtalan
apprentice	0.615	0.413	0.452	tanonc
apprenticeship	0.812	0.482	0.643	gyakornoki
approach	0.612	0.392	0.610	megközelítés
approaching	0.740	0.557	0.491	közeledik
approbate	0.646	0.590	0.860	jóváhagy
approbation	0.792	0.529	0.774	jóváhagyás
appropriate	0.833	0.368	0.759	megfelelő
appropriation	0.510	0.632	0.717	előirányzat
approval	0.854	0.460	0.889	jóváhagyás
approve	0.875	0.548	0.741	jóváhagy
approved	0.833	0.349	0.698	jóváhagyott
approvement	0.880	0.625	0.780	elfogadás
approving	0.917	0.583	0.773	jóváhagyó
approximate	0.551	0.560	0.520	hozzávetőleges
approximately	0.622	0.396	0.538	hozzávetőlegesen, körülbelül
approximating	0.583	0.615	0.471	közelítő
approximation	0.582	0.402	0.593	közelítés
appurtenances	0.573	0.412	0.547	tartozékai
apricot	0.708	0.320	0.278	sárgabarack
apron	0.582	0.208	0.245	kötény
apt	0.582	0.418	0.382	alkalmas
aptitude	0.750	0.471	0.746	alkalmasság
aqua	0.656	0.292	0.359	aqua
aquamarine	0.729	0.306	0.413	akvamarin
aquarium	0.663	0.327	0.393	akvárium
aquatic	0.677	0.510	0.463	vízi
aqueduct	0.551	0.411	0.534	vízvezeték
aqueous	0.429	0.270	0.310	vizes
arable	0.510	0.350	0.465	szántó
arbiter	0.561	0.537	0.814	döntőbíró
arbitrary	0.281	0.702	0.686	tetszőleges
arbitrate	0.470	0.620	0.682	döntőbíró
arbitration	0.587	0.602	0.670	választottbíróság
arbitrator	0.385	0.448	0.795	döntőbíró
arbor	0.583	0.490	0.591	lugas
arc	0.552	0.388	0.396	ív
arcade	0.676	0.521	0.502	árkád
arcane	0.500	0.490	0.637	misztikus
arch	0.500	0.354	0.468	boltív
archaeological	0.740	0.441	0.660	régészeti
archaeologist	0.552	0.451	0.706	régész
archaeology	0.596	0.358	0.691	régészet
archaic	0.271	0.327	0.332	régies
archangel	0.837	0.500	0.708	arkangyal
archbishop	0.622	0.280	0.776	érsek
archdiocese	0.400	0.321	0.704	érsekség
archduke	0.458	0.413	0.634	főherceg
arched	0.582	0.403	0.398	íves
archer	0.573	0.622	0.661	íjász
archery	0.594	0.604	0.589	íjászat
archetype	0.448	0.520	0.569	archetípus
archipelago	0.745	0.370	0.592	szigetvilág
architect	0.776	0.442	0.836	építészmérnök
architectural	0.729	0.390	0.670	építészeti
architecture	0.820	0.390	0.694	építészet
archive	0.438	0.294	0.527	archívum
arctic	0.615	0.352	0.546	sarkvidéki
ardent	0.694	0.873	0.722	lelkes
ardor	0.500	0.780	0.538	lelkesedés
arduous	0.344	0.783	0.605	fáradságos
area	0.490	0.306	0.464	terület
arena	0.510	0.235	0.404	aréna
areola	0.417	0.396	0.381	mellbimbóudvar
areyoukidding	0.429	0.633	0.400	viccelsz
areyoukiddingme	0.365	0.635	0.375	tréfálsz velem
argent	0.594	0.418	0.472	ezüst
argh	0.260	0.538	0.328	argh
arghh	0.292	0.536	0.397	arghh
arghhhh	0.250	0.618	0.324	arghhhh
argue	0.093	0.798	0.525	vitatkozni
argument	0.510	0.464	0.698	érv
argumentation	0.479	0.549	0.760	érvelés
argumentative	0.450	0.531	0.679	érvelő
arguments	0.541	0.602	0.657	érvek
arid	0.323	0.333	0.379	száraz
arise	0.750	0.582	0.725	felmerülhet
aristocracy	0.688	0.549	0.842	arisztokrácia
aristocrat	0.583	0.413	0.811	arisztokrata
aristocratic	0.449	0.519	0.676	arisztokrata
arithmetic	0.453	0.460	0.634	számtan
ark	0.396	0.427	0.543	bárka
arm	0.552	0.285	0.469	kar
armada	0.408	0.740	0.868	armada
armament	0.198	0.764	0.810	fegyverzet
armaments	0.192	0.839	0.830	fegyverzet
armature	0.510	0.558	0.755	forgórész
armchair	0.646	0.164	0.339	fotel
armed	0.188	0.750	0.808	fegyveres
armor	0.469	0.625	0.784	páncél
armored	0.469	0.509	0.861	páncélozott
armory	0.448	0.663	0.800	fegyvertár
armpit	0.283	0.439	0.250	hónalj
arms	0.464	0.395	0.483	fegyver
army	0.417	0.759	0.902	hadsereg
aroma	0.823	0.235	0.442	aroma
aromatherapy	0.847	0.220	0.473	aromaterápia
arousal	0.791	0.943	0.731	ébredés
arouse	0.740	0.491	0.580	felkelteni
aroused	0.708	0.952	0.667	felkeltette
arraignment	0.406	0.837	0.534	vádirat
arrange	0.740	0.490	0.571	rendezni
arranged	0.698	0.531	0.728	elrendezve
arrangement	0.625	0.382	0.683	elrendezés
array	0.521	0.396	0.568	sor
arrears	0.286	0.485	0.302	hátralékok
arrest	0.146	0.951	0.500	letartóztatás
arrhythmia	0.265	0.706	0.356	szívritmuszavar
arrival	0.678	0.510	0.474	érkezés
arrive	0.837	0.406	0.585	megérkezik
arrogance	0.143	0.750	0.620	gőg
arrogant	0.115	0.755	0.580	arrogáns
arrow	0.439	0.390	0.454	nyíl
arsehole	0.276	0.598	0.433	segglyuk
arseholes	0.188	0.545	0.351	segglyukak
arsenal	0.365	0.741	0.752	arzenál
arsenic	0.281	0.472	0.447	arzén
arson	0.133	0.904	0.567	gyújtogatás
arsonist	0.348	0.840	0.500	gyújtogató
art	0.812	0.360	0.603	Művészet
arterial	0.396	0.510	0.583	artériás
artery	0.396	0.580	0.537	artéria
artful	0.771	0.608	0.778	ügyes
arthritis	0.110	0.518	0.345	ízületi gyulladás
arthropod	0.344	0.464	0.434	ízeltlábúak
artichoke	0.583	0.218	0.287	articsóka
article	0.594	0.280	0.481	cikk
articles	0.552	0.324	0.565	cikkeket
articulate	0.677	0.462	0.618	tagolt
articulation	0.479	0.480	0.591	artikuláció
artifact	0.510	0.500	0.566	műalkotás
artifice	0.316	0.696	0.482	csel
artificial	0.306	0.385	0.351	mesterséges
artillery	0.350	0.912	0.794	tüzérségi
artisan	0.781	0.330	0.411	kézműves
artist	0.802	0.442	0.732	művész
artiste	0.844	0.512	0.565	artista
artistic	0.802	0.646	0.632	művészeti
artistry	0.823	0.346	0.769	művészi
artists	0.796	0.667	0.741	művészek
artwork	0.896	0.368	0.679	alkotás
arty	0.490	0.422	0.388	művészies
asap	0.571	0.500	0.552	minél hamarabb
asbestos	0.357	0.481	0.464	azbeszt
ascend	0.830	0.620	0.812	felszáll
ascendancy	0.724	0.625	0.700	hatalom
ascendant	0.656	0.673	0.821	növekvő
ascending	0.826	0.644	0.777	emelkedő
ascension	0.765	0.720	0.714	felemelkedés
ascent	0.755	0.627	0.833	felemelkedés
ascertain	0.560	0.530	0.625	megállapítani
ascertained	0.531	0.529	0.616	megállapította
ascetic	0.438	0.375	0.472	aszkéta
ash	0.260	0.210	0.207	hamu
ashamed	0.156	0.588	0.228	megszégyenülve
ashes	0.327	0.279	0.142	hamu
ashtray	0.406	0.382	0.265	hamutartó
asinine	0.429	0.472	0.433	ostoba
ask	0.531	0.440	0.459	kérdez
asleeep	0.490	0.210	0.322	alszik
asleep	0.604	0.100	0.270	Alva
asp	0.438	0.489	0.375	áspiskígyó
asparagus	0.469	0.317	0.264	spárga
aspartame	0.469	0.480	0.322	aszpartám
aspect	0.479	0.469	0.588	vonatkozás
aspects	0.439	0.480	0.565	szempontokat
aspen	0.479	0.280	0.395	nyárfa
asphalt	0.479	0.264	0.439	aszfalt
asphyxia	0.198	0.704	0.311	fulladás
asphyxiation	0.059	0.745	0.412	fulladás
aspiration	0.704	0.724	0.675	törekvés
aspire	0.812	0.469	0.722	törekszik
aspirin	0.479	0.271	0.422	aszpirin
aspiring	0.844	0.582	0.604	Feltörekvő
ass	0.323	0.750	0.345	szamár
assail	0.378	0.510	0.500	megtámad
assailant	0.184	0.868	0.602	támadó
assassin	0.073	0.933	0.632	orgyilkos
assassinate	0.051	0.969	0.722	meggyilkolni
assassination	0.083	0.941	0.525	merényletet
assault	0.167	0.848	0.550	támadás
assay	0.633	0.559	0.594	próba
assemblage	0.429	0.452	0.600	összeállítás
assemble	0.542	0.570	0.750	összeszerelni
assembled	0.663	0.450	0.644	összeszerelve
assembly	0.698	0.500	0.640	összeszerelés
assemblyman	0.430	0.538	0.760	szerelő
assent	0.615	0.515	0.719	hozzájárulás
assert	0.750	0.619	0.809	állítja
asserting	0.694	0.531	0.736	állítva
assertion	0.740	0.442	0.750	állítás
assertive	0.719	0.412	0.770	határozott
assess	0.698	0.500	0.623	felmérni
assessment	0.750	0.623	0.658	értékelés
assessor	0.551	0.538	0.764	értékelő
asset	0.797	0.765	0.788	eszköz
assets	0.667	0.613	0.765	eszközök
asshole	0.133	0.582	0.263	seggfej
assign	0.622	0.417	0.709	hozzárendelni
assignee	0.510	0.462	0.510	engedményes
assignment	0.483	0.398	0.745	feladat
assimilate	0.559	0.391	0.683	asszimilálódni
assimilation	0.429	0.378	0.463	asszimiláció
assist	0.833	0.435	0.629	segít
assistance	0.656	0.519	0.633	támogatás
assistant	0.625	0.390	0.536	helyettes
associate	0.812	0.409	0.625	munkatárs
association	0.745	0.500	0.817	Egyesület
assorted	0.602	0.460	0.472	válogatott
assortment	0.694	0.360	0.526	választék
assuage	0.745	0.255	0.500	csillapít
assume	0.698	0.401	0.464	feltételezni
assumed	0.612	0.247	0.454	feltételezte
assuming	0.740	0.390	0.526	feltételezve
assumption	0.479	0.431	0.417	feltevés
assurance	0.675	0.442	0.704	biztosíték
assure	0.910	0.460	0.839	biztosítsa
assured	0.878	0.327	0.754	biztosított
assuredly	0.786	0.396	0.833	bizonyosan
asterisk	0.541	0.288	0.273	csillag
asteroid	0.430	0.721	0.623	kisbolygó
asteroids	0.361	0.694	0.712	aszteroidák
asthma	0.198	0.549	0.227	asztma
asthmatic	0.229	0.706	0.294	asztmás
astigmatism	0.214	0.490	0.429	asztigmatizmus
astonish	0.786	0.845	0.658	megdöbbent
astonished	0.510	0.775	0.574	elképedve
astonishing	0.844	0.802	0.821	megdöbbentő
astonishingly	0.827	0.898	0.773	elképesztően
astonishment	0.680	0.718	0.519	csodálkozás
astound	0.729	0.675	0.474	megdöbbent
astral	0.604	0.417	0.567	asztrális
astray	0.098	0.676	0.308	téves irányban
astringent	0.316	0.500	0.474	összehúzó
astrologer	0.594	0.519	0.673	csillagjós
astrology	0.635	0.340	0.500	asztrológia
astronaut	0.792	0.601	0.761	űrhajós
astronomer	0.750	0.509	0.735	csillagász
astronomical	0.600	0.632	0.726	csillagászati
astronomy	0.613	0.474	0.722	csillagászat
astute	0.776	0.658	0.827	ravasz
asunder	0.208	0.442	0.259	ketté
asylum	0.407	0.330	0.445	bolondok háza
asymmetric	0.580	0.343	0.465	aszimmetrikus
asymmetry	0.476	0.373	0.527	aszimmetria
asymptotic	0.479	0.451	0.472	aszimptotikus
atelier	0.490	0.330	0.705	műterem
atheism	0.276	0.460	0.481	ateizmus
atheistic	0.373	0.481	0.466	istentagadó
atherosclerosis	0.250	0.480	0.343	érelmeszesedés
athlete	0.781	0.718	0.686	sportoló
athletic	0.857	0.798	0.708	atlétikai
athleticism	0.750	0.863	0.778	Atlétika
athletics	0.831	0.691	0.740	atlétika
atlas	0.531	0.306	0.554	atlasz
atmosphere	0.604	0.300	0.560	légkör
atmospheric	0.531	0.420	0.594	légköri
atoll	0.480	0.408	0.472	korallzátony
atom	0.510	0.500	0.433	atom
atomic	0.327	0.817	0.713	atom
atone	0.418	0.673	0.411	vezekel
atonement	0.550	0.602	0.683	engesztelés
atpeace	0.724	0.298	0.519	békében
atrium	0.469	0.365	0.473	pitvar
atrocious	0.073	0.811	0.445	kegyetlen
atrocity	0.115	0.844	0.593	kegyetlenség
atrophy	0.177	0.540	0.208	sorvadás
attach	0.520	0.363	0.559	csatolni
attached	0.562	0.350	0.439	csatolt
attachment	0.570	0.343	0.500	mellékletet
attack	0.286	0.948	0.670	támadás
attacker	0.185	0.962	0.629	támadó
attacking	0.276	0.837	0.642	támadó
attain	0.806	0.510	0.719	elérni
attainable	0.760	0.500	0.759	elérhető
attainment	0.830	0.520	0.940	elérése
attempt	0.625	0.491	0.431	kísérlet
attempted	0.594	0.580	0.567	megkísérelte
attend	0.650	0.420	0.625	részt vesz
attendance	0.812	0.500	0.592	részvétel
attendant	0.580	0.365	0.519	kísérő
attention	0.740	0.599	0.774	Figyelem
attentionseeker	0.367	0.745	0.457	Figyelem felkeltő
attentionseekers	0.531	0.673	0.500	figyelmesek
attentive	0.812	0.520	0.724	figyelmes
attenuate	0.408	0.302	0.429	csillapítani
attenuated	0.449	0.280	0.298	csillapított
attenuation	0.458	0.363	0.464	csillapítás
attest	0.439	0.710	0.685	tanúsítani
attestation	0.234	0.635	0.500	tanúsítvány
attic	0.521	0.259	0.377	padlás
attire	0.742	0.388	0.483	viselet
attitude	0.760	0.644	0.861	hozzáállás
attorney	0.600	0.594	0.754	ügyvéd
attract	0.796	0.663	0.769	vonz
attraction	0.906	0.774	0.712	vonzerő
attractive	0.906	0.630	0.769	vonzó
attractiveness	0.938	0.667	0.755	vonzerő
attributable	0.704	0.430	0.527	tulajdonítható
attribute	0.781	0.439	0.795	tulajdonság
attribution	0.646	0.467	0.658	attribúció
attrition	0.229	0.540	0.259	kopás
auburn	0.510	0.240	0.411	aranybarna
auction	0.594	0.702	0.519	árverés
auctioneer	0.542	0.732	0.716	árverésvezető
audacious	0.740	0.875	0.825	vakmerő
audacity	0.760	0.755	0.916	vakmerőség
audible	0.673	0.370	0.462	hallható
audience	0.698	0.610	0.613	közönség
audio	0.709	0.425	0.370	hang-
audit	0.375	0.562	0.735	könyvvizsgálat
audition	0.750	0.685	0.615	meghallgatás
auditions	0.740	0.765	0.596	meghallgatások
auditor	0.582	0.571	0.726	könyvvizsgáló
auditorium	0.529	0.490	0.538	előadóterem
auditory	0.531	0.481	0.570	auditív
aught	0.418	0.135	0.217	Aught
augment	0.650	0.683	0.645	növelni
augmentation	0.714	0.613	0.850	növelése
august	0.652	0.292	0.462	augusztus
aunt	0.667	0.291	0.420	néni
auntie	0.643	0.275	0.447	néni
aura	0.760	0.333	0.500	aura
aurora	0.817	0.306	0.537	hajnal
auspices	0.542	0.500	0.634	égisze alatt
auspicious	0.562	0.635	0.669	kedvező
austere	0.500	0.390	0.422	szigorú
austerity	0.438	0.406	0.534	megszorítások
