English Word	Valence	Arousal	Dominance	Corsican Word
ancient	0.420	0.217	0.439	anticu
ancillary	0.449	0.442	0.278	ancillare
androgen	0.255	0.523	0.527	androgenu
android	0.663	0.436	0.500	android
anecdote	0.583	0.529	0.500	aneddota
anemia	0.188	0.327	0.310	anemia
anemic	0.167	0.279	0.155	anemicu
anemone	0.552	0.538	0.327	anemone
anesthesia	0.365	0.216	0.394	anestesia
anesthesiologist	0.419	0.224	0.526	anestesiologu
anesthetic	0.350	0.264	0.482	anesteticu
aneurysm	0.115	0.690	0.536	aneurisma
anew	0.771	0.358	0.385	novu
angel	0.906	0.158	0.704	anghjulu
angelic	0.927	0.298	0.668	angelica
anger	0.167	0.865	0.657	rabbia
angered	0.010	0.860	0.547	arrabbiatu
angermanagement	0.260	0.632	0.482	gestione di l'ira
angina	0.230	0.630	0.464	angina
angiogram	0.347	0.520	0.465	angiogramma
angiography	0.378	0.536	0.520	angiografia
angle	0.541	0.330	0.455	angulu
angling	0.625	0.408	0.500	l'angling
angora	0.529	0.425	0.405	angora
angriest	0.094	0.892	0.430	a più arrabbiata
angry	0.122	0.830	0.604	arrabbiatu
angrytweet	0.265	0.644	0.471	angrytweet
angst	0.167	0.888	0.333	angoscia
anguish	0.153	0.792	0.265	angoscia
anguished	0.135	0.720	0.307	angosciata
angular	0.449	0.281	0.444	angulare
anhydrous	0.456	0.365	0.355	anidru
animal	0.521	0.510	0.513	animale
animate	0.827	0.755	0.635	animate
animated	0.823	0.676	0.538	animatu
animation	0.888	0.750	0.549	animazione
animosity	0.510	0.724	0.545	animosità
animus	0.698	0.676	0.466	animus
ankle	0.500	0.274	0.234	caviglia
anklet	0.410	0.276	0.302	cavigliera
annals	0.427	0.610	0.424	annali
annex	0.594	0.350	0.458	annessu
annexation	0.342	0.500	0.555	annessione
annexe	0.584	0.350	0.392	annessu
annihilate	0.115	0.918	0.681	annichilate
annihilated	0.080	0.760	0.324	annientata
annihilation	0.041	0.800	0.591	annientamentu
anniversary	0.880	0.770	0.723	anniversariu
annotate	0.592	0.469	0.441	annotà
annotation	0.604	0.470	0.619	annotazione
announce	0.694	0.618	0.611	annunzià
announcement	0.729	0.491	0.482	annunziu
announcer	0.602	0.570	0.732	annunziatore
annoy	0.094	0.765	0.286	fastidiu
annoyance	0.167	0.718	0.342	fastidiu
annoyed	0.104	0.783	0.345	fastidiu
annoyin	0.260	0.573	0.352	fastidiu
annoying	0.082	0.853	0.348	fastidiosu
annoys	0.146	0.778	0.435	fastidiu
annual	0.552	0.236	0.500	annuali
annuity	0.521	0.304	0.527	annuità
annul	0.250	0.448	0.364	annullà
annular	0.310	0.385	0.412	annulare
annulment	0.153	0.375	0.447	annullamentu
annulus	0.458	0.380	0.376	annulus
anointed	0.500	0.368	0.579	untu
anointing	0.653	0.350	0.547	unzione
anomalous	0.281	0.480	0.423	anomalu
anomaly	0.188	0.538	0.404	anomalia
anon	0.479	0.354	0.298	annu
anonymity	0.469	0.255	0.430	l'anonimatu
anonymous	0.396	0.291	0.431	anonimu
anorexic	0.160	0.618	0.245	anoressica
answer	0.537	0.373	0.661	rispondi
answerable	0.708	0.481	0.750	rispunsevuli
answering	0.684	0.500	0.607	rispondendu
ant	0.448	0.216	0.216	ant
antagonism	0.224	0.618	0.524	antagonismu
antagonist	0.240	0.615	0.700	antagonista
antagonistic	0.296	0.604	0.565	antagonistu
antagonize	0.143	0.663	0.629	antagonizà
ante	0.448	0.320	0.417	ante
antecedent	0.427	0.551	0.566	antecedente
antelope	0.542	0.510	0.500	antilope
antenna	0.521	0.327	0.358	antenna
anterior	0.510	0.245	0.362	anteriore
anthem	0.780	0.343	0.729	innu
anthill	0.327	0.578	0.377	furmiculu
anthology	0.338	0.406	0.537	antologia
anthrax	0.188	0.730	0.500	antrace
anthropological	0.367	0.390	0.490	antropologicu
anthropologist	0.551	0.385	0.725	antropologu
anthropology	0.490	0.367	0.582	antropologia
anti	0.365	0.412	0.384	anti
antiaircraft	0.330	0.622	0.629	antiaereo
antibiotic	0.510	0.373	0.658	antibioticu
antibiotics	0.448	0.406	0.557	antibiotici
antichrist	0.082	0.837	0.544	anticristu
anticipate	0.622	0.469	0.667	anticipà
anticipation	0.698	0.539	0.711	anticipazione
anticipatory	0.653	0.551	0.682	anticipatoriu
antics	0.448	0.740	0.236	buffonate
antidote	0.541	0.490	0.629	antidotu
antifungal	0.408	0.412	0.441	antifungali
antigravity	0.430	0.714	0.658	antigravità
antimony	0.378	0.398	0.490	antimoniu
antipathy	0.198	0.549	0.393	antipatia
antiquarian	0.500	0.233	0.426	anticu
antiquated	0.420	0.392	0.236	anticu
antique	0.634	0.290	0.518	anticu
antiques	0.540	0.370	0.595	antichi
antiquity	0.385	0.333	0.556	antichità
antiseptic	0.438	0.370	0.623	antisetticu
antisocial	0.146	0.686	0.391	antisociale
antithesis	0.396	0.412	0.536	antitesi
antithetical	0.271	0.509	0.358	antiteticu
antiviral	0.459	0.470	0.549	antivirale
antler	0.448	0.470	0.500	cornu
antsy	0.449	0.558	0.417	anziana
anus	0.347	0.644	0.350	anu
anvil	0.380	0.510	0.604	incudine
anxiety	0.146	0.865	0.342	ansietà
anxietyattack	0.150	0.925	0.446	attaccu d'ansietà
anxious	0.281	0.875	0.434	ansiosa
anxiousness	0.235	0.814	0.282	ansietà
anytime	0.625	0.461	0.436	in ogni mumentu
aorta	0.448	0.510	0.542	aorta
aortic	0.436	0.540	0.438	aortica
apace	0.536	0.500	0.536	prestu
apache	0.687	0.469	0.500	apache
apartment	0.719	0.393	0.580	appartamentu
apartments	0.704	0.337	0.443	appartamenti
apathetic	0.188	0.292	0.333	apaticu
apathy	0.184	0.212	0.204	apatia
ape	0.548	0.389	0.336	scimmia
aperture	0.612	0.450	0.667	apertura
apex	0.570	0.433	0.418	apice
aphid	0.388	0.473	0.407	afide
aphrodisiac	0.750	0.846	0.667	afrodisiacu
apiece	0.439	0.259	0.383	a pezza
aplomb	0.500	0.509	0.582	aplombu
apocalypse	0.050	0.867	0.736	apocalisse
apocalyptic	0.173	0.880	0.750	apocalitticu
apologetic	0.479	0.461	0.571	scusa
apologist	0.406	0.429	0.526	apologista
apologize	0.551	0.378	0.389	scusate
apology	0.571	0.346	0.402	scusa
apostasy	0.388	0.520	0.517	apostasia
apostate	0.342	0.500	0.528	apostatu
apostle	0.646	0.347	0.732	apòstulu
apostolic	0.592	0.300	0.717	apostolicu
apostrophe	0.469	0.368	0.537	apostrophe
apothecary	0.561	0.328	0.529	aputicaria
appalled	0.194	0.792	0.562	spavintatu
appalling	0.160	0.827	0.415	spaventoso
apparatus	0.375	0.353	0.377	apparatus
apparel	0.698	0.435	0.453	vestitu
apparent	0.473	0.383	0.398	apparente
apparently	0.531	0.410	0.426	apparentemente
apparition	0.406	0.573	0.636	apparizione
appeal	0.663	0.598	0.558	appellu
appear	0.735	0.506	0.567	apparisce
appearance	0.669	0.490	0.534	apparenza
appease	0.633	0.278	0.434	appacià
appellant	0.327	0.588	0.568	appellante
append	0.573	0.464	0.453	appiccicà
appendage	0.229	0.382	0.438	appendice
appendectomy	0.177	0.670	0.554	appendicectomia
appendicitis	0.031	0.640	0.347	appendicite
appendix	0.365	0.387	0.425	appendice
appetite	0.704	0.637	0.581	appetite
appetizer	0.755	0.560	0.406	aperitivu
appetizing	0.806	0.657	0.688	appetizing
applaud	0.865	0.824	0.464	applaude
applause	0.953	0.857	0.621	applausi
apple	0.811	0.300	0.264	mela
apple juice	0.765	0.204	0.294	sucu di mela
applejack	0.604	0.431	0.473	applejack
applesauce	0.750	0.167	0.291	sucu di mele
appliance	0.582	0.453	0.538	l'apparechju
appliances	0.594	0.394	0.567	l'apparecchi
applicability	0.677	0.490	0.741	applicabilità
applicable	0.469	0.430	0.667	applicabile
applicant	0.612	0.558	0.688	candidatu
application	0.646	0.445	0.726	applicazione
apply	0.612	0.321	0.667	applicà
appoint	0.565	0.330	0.509	numinà
appointment	0.688	0.594	0.547	appuntamentu
appointments	0.745	0.677	0.625	appuntamenti
apportion	0.677	0.490	0.638	ripartizione
apportionment	0.552	0.481	0.453	ripartimentu
appraisal	0.417	0.667	0.682	valutazione
appraise	0.677	0.490	0.696	valutà
appreciable	0.873	0.491	0.778	apprezzabile
appreciate	0.885	0.422	0.741	apprezzà
appreciated	0.910	0.434	0.779	apprezzatu
appreciates	0.765	0.500	0.656	apprezza
appreciation	0.917	0.529	0.588	apprezzamentu
appreciative	0.857	0.380	0.654	apprezzatu
apprehend	0.521	0.624	0.696	appiccicà
apprehension	0.385	0.720	0.454	apprensioni
apprehensive	0.406	0.592	0.431	apprehensive
apprentice	0.615	0.413	0.452	apprendista
apprenticeship	0.812	0.482	0.643	apprendistatu
approach	0.612	0.392	0.610	avvicinamentu
approaching	0.740	0.557	0.491	avvicinendu
approbate	0.646	0.590	0.860	appruvà
approbation	0.792	0.529	0.774	appruvazioni
appropriate	0.833	0.368	0.759	appropritatu
appropriation	0.510	0.632	0.717	appropriazione
approval	0.854	0.460	0.889	appruvazioni
approve	0.875	0.548	0.741	appruvà
approved	0.833	0.349	0.698	appruvatu
approvement	0.880	0.625	0.780	appruvazioni
approving	0.917	0.583	0.773	appruvazioni
approximate	0.551	0.560	0.520	apprussimata
approximately	0.622	0.396	0.538	circa
approximating	0.583	0.615	0.471	approssimativa
approximation	0.582	0.402	0.593	approssimazione
appurtenances	0.573	0.412	0.547	appiccicazioni
apricot	0.708	0.320	0.278	albicocca
apron	0.582	0.208	0.245	grembiule
apt	0.582	0.418	0.382	apt
aptitude	0.750	0.471	0.746	aptitude
aqua	0.656	0.292	0.359	acqua
aquamarine	0.729	0.306	0.413	acquamarina
aquarium	0.663	0.327	0.393	aquarium
aquatic	0.677	0.510	0.463	acquaticu
aqueduct	0.551	0.411	0.534	acqueduttu
aqueous	0.429	0.270	0.310	acquosa
arable	0.510	0.350	0.465	arable
arbiter	0.561	0.537	0.814	arbitru
arbitrary	0.281	0.702	0.686	arbitrariu
arbitrate	0.470	0.620	0.682	arbitrate
arbitration	0.587	0.602	0.670	arbitratu
arbitrator	0.385	0.448	0.795	arbitru
arbor	0.583	0.490	0.591	arbulu
arc	0.552	0.388	0.396	arcu
arcade	0.676	0.521	0.502	arcade
arcane	0.500	0.490	0.637	arcane
arch	0.500	0.354	0.468	arcu
archaeological	0.740	0.441	0.660	archeologicu
archaeologist	0.552	0.451	0.706	archeologu
archaeology	0.596	0.358	0.691	archeologia
archaic	0.271	0.327	0.332	arcaica
archangel	0.837	0.500	0.708	arcanghjulu
archbishop	0.622	0.280	0.776	arcivescu
archdiocese	0.400	0.321	0.704	arcidiocesi
archduke	0.458	0.413	0.634	arciduca
arched	0.582	0.403	0.398	arcuatu
archer	0.573	0.622	0.661	arciere
archery	0.594	0.604	0.589	tir à l'arc
archetype	0.448	0.520	0.569	archetipu
archipelago	0.745	0.370	0.592	arcipelagu
architect	0.776	0.442	0.836	architettu
architectural	0.729	0.390	0.670	architetturale
architecture	0.820	0.390	0.694	architettura
archive	0.438	0.294	0.527	archiviu
arctic	0.615	0.352	0.546	articu
ardent	0.694	0.873	0.722	ardente
ardor	0.500	0.780	0.538	ardore
arduous	0.344	0.783	0.605	ardua
area	0.490	0.306	0.464	zona
arena	0.510	0.235	0.404	arena
areola	0.417	0.396	0.381	areola
areyoukidding	0.429	0.633	0.400	stai scherzando
areyoukiddingme	0.365	0.635	0.375	ti ridi di mè
argent	0.594	0.418	0.472	argentu
argh	0.260	0.538	0.328	argh
arghh	0.292	0.536	0.397	arghh
arghhhh	0.250	0.618	0.324	arghhhh
argue	0.093	0.798	0.525	argumentà
argument	0.510	0.464	0.698	argumentu
argumentation	0.479	0.549	0.760	argumentazione
argumentative	0.450	0.531	0.679	argumentativu
arguments	0.541	0.602	0.657	argumenti
arid	0.323	0.333	0.379	aridu
arise	0.750	0.582	0.725	nasce
aristocracy	0.688	0.549	0.842	aristocrazia
aristocrat	0.583	0.413	0.811	aristocraticu
aristocratic	0.449	0.519	0.676	aristocratica
arithmetic	0.453	0.460	0.634	aritmetica
ark	0.396	0.427	0.543	arca
arm	0.552	0.285	0.469	bracciu
armada	0.408	0.740	0.868	armata
armament	0.198	0.764	0.810	armamentu
armaments	0.192	0.839	0.830	armamenti
armature	0.510	0.558	0.755	armatura
armchair	0.646	0.164	0.339	poltrona
armed	0.188	0.750	0.808	armata
armor	0.469	0.625	0.784	armatura
armored	0.469	0.509	0.861	blindatu
armory	0.448	0.663	0.800	armeria
armpit	0.283	0.439	0.250	ascella
arms	0.464	0.395	0.483	braccia
army	0.417	0.759	0.902	armata
aroma	0.823	0.235	0.442	aroma
aromatherapy	0.847	0.220	0.473	aromaterapia
arousal	0.791	0.943	0.731	eccitazione
arouse	0.740	0.491	0.580	suscitarà
aroused	0.708	0.952	0.667	suscitatu
arraignment	0.406	0.837	0.534	accusazione
arrange	0.740	0.490	0.571	arrangiate
arranged	0.698	0.531	0.728	disposti
arrangement	0.625	0.382	0.683	arrangiamentu
array	0.521	0.396	0.568	array
arrears	0.286	0.485	0.302	arretrati
arrest	0.146	0.951	0.500	arrestu
arrhythmia	0.265	0.706	0.356	arritmia
arrival	0.678	0.510	0.474	arrivu
arrive	0.837	0.406	0.585	arrivà
arrogance	0.143	0.750	0.620	arroganza
arrogant	0.115	0.755	0.580	arroganti
arrow	0.439	0.390	0.454	freccia
arsehole	0.276	0.598	0.433	culo
arseholes	0.188	0.545	0.351	culosi
arsenal	0.365	0.741	0.752	arsenale
arsenic	0.281	0.472	0.447	arsenicu
arson	0.133	0.904	0.567	incendiu
arsonist	0.348	0.840	0.500	piromanu
art	0.812	0.360	0.603	art
arterial	0.396	0.510	0.583	arteriale
artery	0.396	0.580	0.537	arteria
artful	0.771	0.608	0.778	artu
arthritis	0.110	0.518	0.345	artrite
arthropod	0.344	0.464	0.434	artropodu
artichoke	0.583	0.218	0.287	carciofa
article	0.594	0.280	0.481	articulu
articles	0.552	0.324	0.565	articuli
articulate	0.677	0.462	0.618	articule
articulation	0.479	0.480	0.591	articulazione
artifact	0.510	0.500	0.566	artefattu
artifice	0.316	0.696	0.482	artificiu
artificial	0.306	0.385	0.351	artificiale
artillery	0.350	0.912	0.794	artiglieria
artisan	0.781	0.330	0.411	artighjanu
artist	0.802	0.442	0.732	artista
artiste	0.844	0.512	0.565	artista
artistic	0.802	0.646	0.632	artisticu
artistry	0.823	0.346	0.769	arte
artists	0.796	0.667	0.741	artisti
artwork	0.896	0.368	0.679	opera d'arte
arty	0.490	0.422	0.388	arti
asap	0.571	0.500	0.552	asap
asbestos	0.357	0.481	0.464	amianto
ascend	0.830	0.620	0.812	ascende
ascendancy	0.724	0.625	0.700	ascendenza
ascendant	0.656	0.673	0.821	ascendente
ascending	0.826	0.644	0.777	ascendenti
ascension	0.765	0.720	0.714	ascensione
ascent	0.755	0.627	0.833	ascensione
ascertain	0.560	0.530	0.625	accerta
ascertained	0.531	0.529	0.616	accertata
ascetic	0.438	0.375	0.472	asceticu
ash	0.260	0.210	0.207	frassini
ashamed	0.156	0.588	0.228	vergogna
ashes	0.327	0.279	0.142	cendre
ashtray	0.406	0.382	0.265	ceniceru
asinine	0.429	0.472	0.433	asinina
ask	0.531	0.440	0.459	dumandà
asleeep	0.490	0.210	0.322	dorme
asleep	0.604	0.100	0.270	dorme
asp	0.438	0.489	0.375	asp
asparagus	0.469	0.317	0.264	asparagus
aspartame	0.469	0.480	0.322	aspartame
aspect	0.479	0.469	0.588	aspettu
aspects	0.439	0.480	0.565	aspetti
aspen	0.479	0.280	0.395	aspen
asphalt	0.479	0.264	0.439	asfaltu
asphyxia	0.198	0.704	0.311	asfissia
asphyxiation	0.059	0.745	0.412	asfissia
aspiration	0.704	0.724	0.675	aspirazione
aspire	0.812	0.469	0.722	aspira
aspirin	0.479	0.271	0.422	aspirina
aspiring	0.844	0.582	0.604	aspirante
ass	0.323	0.750	0.345	culo
assail	0.378	0.510	0.500	assaltà
assailant	0.184	0.868	0.602	assaltante
assassin	0.073	0.933	0.632	assassin
assassinate	0.051	0.969	0.722	assassinà
assassination	0.083	0.941	0.525	assassiniu
assault	0.167	0.848	0.550	assaltu
assay	0.633	0.559	0.594	essai
assemblage	0.429	0.452	0.600	assemblea
assemble	0.542	0.570	0.750	assemble
assembled	0.663	0.450	0.644	assemblatu
assembly	0.698	0.500	0.640	assemblea
assemblyman	0.430	0.538	0.760	assemblyman
assent	0.615	0.515	0.719	accunsentu
assert	0.750	0.619	0.809	affirmà
asserting	0.694	0.531	0.736	affirmannu
assertion	0.740	0.442	0.750	affirmazioni
assertive	0.719	0.412	0.770	assertivu
assess	0.698	0.500	0.623	valutà
assessment	0.750	0.623	0.658	valutazione
assessor	0.551	0.538	0.764	assessore
asset	0.797	0.765	0.788	asset
assets	0.667	0.613	0.765	beni
asshole	0.133	0.582	0.263	stronzo
assign	0.622	0.417	0.709	assignà
assignee	0.510	0.462	0.510	assegnatu
assignment	0.483	0.398	0.745	assignazione
assimilate	0.559	0.391	0.683	assimilà
assimilation	0.429	0.378	0.463	assimilazione
assist	0.833	0.435	0.629	assiste
assistance	0.656	0.519	0.633	assistenza
assistant	0.625	0.390	0.536	assistente
associate	0.812	0.409	0.625	assuciatu
association	0.745	0.500	0.817	associu
assorted	0.602	0.460	0.472	assortiti
assortment	0.694	0.360	0.526	assortiment
assuage	0.745	0.255	0.500	assuciatu
assume	0.698	0.401	0.464	assume
assumed	0.612	0.247	0.454	assume
assuming	0.740	0.390	0.526	assumendu
assumption	0.479	0.431	0.417	ipotesi
assurance	0.675	0.442	0.704	assicurazione
assure	0.910	0.460	0.839	assicura
assured	0.878	0.327	0.754	assicuratu
assuredly	0.786	0.396	0.833	di sicuru
asterisk	0.541	0.288	0.273	astérisque
asteroid	0.430	0.721	0.623	asteroide
asteroids	0.361	0.694	0.712	asteroidi
asthma	0.198	0.549	0.227	asma
asthmatic	0.229	0.706	0.294	asmaticu
astigmatism	0.214	0.490	0.429	astigmatismu
astonish	0.786	0.845	0.658	stupisce
astonished	0.510	0.775	0.574	stunatu
astonishing	0.844	0.802	0.821	maravigghiusu
astonishingly	0.827	0.898	0.773	maravigghiusu
astonishment	0.680	0.718	0.519	stupente
astound	0.729	0.675	0.474	stupisce
astral	0.604	0.417	0.567	astrale
astray	0.098	0.676	0.308	sviatu
astringent	0.316	0.500	0.474	astringente
astrologer	0.594	0.519	0.673	astrologu
astrology	0.635	0.340	0.500	astrologia
astronaut	0.792	0.601	0.761	astronauta
astronomer	0.750	0.509	0.735	astronomu
astronomical	0.600	0.632	0.726	astronomicu
astronomy	0.613	0.474	0.722	astronomia
astute	0.776	0.658	0.827	astutu
asunder	0.208	0.442	0.259	spartitu
asylum	0.407	0.330	0.445	asiliu
asymmetric	0.580	0.343	0.465	asimmetricu
asymmetry	0.476	0.373	0.527	asimmetria
asymptotic	0.479	0.451	0.472	asintoticu
atelier	0.490	0.330	0.705	atelier
atheism	0.276	0.460	0.481	l'ateisimu
atheistic	0.373	0.481	0.466	ateu
atherosclerosis	0.250	0.480	0.343	atherosclerosis
athlete	0.781	0.718	0.686	atleta
athletic	0.857	0.798	0.708	atleticu
athleticism	0.750	0.863	0.778	l'atletismu
athletics	0.831	0.691	0.740	atletica
atlas	0.531	0.306	0.554	atlas
atmosphere	0.604	0.300	0.560	atmosfera
atmospheric	0.531	0.420	0.594	atmosfericu
atoll	0.480	0.408	0.472	atollu
atom	0.510	0.500	0.433	atomu
atomic	0.327	0.817	0.713	atomicu
atone	0.418	0.673	0.411	atone
atonement	0.550	0.602	0.683	l'espiazione
atpeace	0.724	0.298	0.519	in pace
atrium	0.469	0.365	0.473	atrium
atrocious	0.073	0.811	0.445	atroce
atrocity	0.115	0.844	0.593	atrocità
atrophy	0.177	0.540	0.208	atrofia
attach	0.520	0.363	0.559	aghjunghje
attached	0.562	0.350	0.439	attaccatu
attachment	0.570	0.343	0.500	attaccamentu
attack	0.286	0.948	0.670	attaccu
attacker	0.185	0.962	0.629	attaccante
attacking	0.276	0.837	0.642	attaccà
attain	0.806	0.510	0.719	ghjunghje
attainable	0.760	0.500	0.759	raggiungibile
attainment	0.830	0.520	0.940	raggiungimentu
attempt	0.625	0.491	0.431	tentativu
attempted	0.594	0.580	0.567	pruvatu
attend	0.650	0.420	0.625	assiste
attendance	0.812	0.500	0.592	presenza
attendant	0.580	0.365	0.519	assistente
attention	0.740	0.599	0.774	attenzione
attentionseeker	0.367	0.745	0.457	cercatore d'attenzione
attentionseekers	0.531	0.673	0.500	cercatori d'attenzione
attentive	0.812	0.520	0.724	attentu
attenuate	0.408	0.302	0.429	attenuà
attenuated	0.449	0.280	0.298	attenuatu
attenuation	0.458	0.363	0.464	attenuazione
attest	0.439	0.710	0.685	attestà
attestation	0.234	0.635	0.500	attestazione
attic	0.521	0.259	0.377	attic
attire	0.742	0.388	0.483	vestitu
attitude	0.760	0.644	0.861	attitudine
attorney	0.600	0.594	0.754	avvucatu
attract	0.796	0.663	0.769	attirà
attraction	0.906	0.774	0.712	attrazione
attractive	0.906	0.630	0.769	attrattiva
attractiveness	0.938	0.667	0.755	attrattiva
attributable	0.704	0.430	0.527	attribuibile
attribute	0.781	0.439	0.795	attributu
attribution	0.646	0.467	0.658	attribuzione
attrition	0.229	0.540	0.259	attritu
auburn	0.510	0.240	0.411	auburn
auction	0.594	0.702	0.519	asta
auctioneer	0.542	0.732	0.716	banditore
audacious	0.740	0.875	0.825	audace
audacity	0.760	0.755	0.916	audacia
audible	0.673	0.370	0.462	audible
audience	0.698	0.610	0.613	audience
audio	0.709	0.425	0.370	audio
audit	0.375	0.562	0.735	auditu
audition	0.750	0.685	0.615	audizione
auditions	0.740	0.765	0.596	audizioni
auditor	0.582	0.571	0.726	auditor
auditorium	0.529	0.490	0.538	auditorium
auditory	0.531	0.481	0.570	uditivu
aught	0.418	0.135	0.217	qualcosa
augment	0.650	0.683	0.645	aumentà
augmentation	0.714	0.613	0.850	aumentu
august	0.652	0.292	0.462	Aostu
aunt	0.667	0.291	0.420	zia
auntie	0.643	0.275	0.447	zia
aura	0.760	0.333	0.500	aura
aurora	0.817	0.306	0.537	aurora
auspices	0.542	0.500	0.634	auspices
auspicious	0.562	0.635	0.669	auspicious
austere	0.500	0.390	0.422	austeru
austerity	0.438	0.406	0.534	austerità
authentic	0.885	0.510	0.782	autenticu
authenticate	0.833	0.480	0.789	autenticà
authentication	0.724	0.491	0.750	autentificazione
authenticity	0.670	0.548	0.845	autenticità
author	0.775	0.343	0.749	autore
authoritative	0.636	0.520	0.890	auturità
authority	0.592	0.592	0.934	autorità
authorization	0.521	0.567	0.817	l'autorizazione
authorize	0.772	0.596	0.821	autorizà
authorized	0.760	0.458	0.815	autorizatu
authorship	0.667	0.635	0.773	autore
autism	0.235	0.500	0.447	autismu
autistic	0.367	0.337	0.404	autisticu
auto	0.571	0.569	0.500	autumàticu
autobiographical	0.909	0.462	0.582	autobiograficu
autobiography	0.735	0.284	0.629	autobiografia
autocorrect	0.551	0.439	0.616	autocorrect
autocratic	0.542	0.577	0.727	autucraticu
autograph	0.735	0.565	0.473	autografu
autographed	0.781	0.620	0.625	autografiatu
automated	0.578	0.402	0.632	autumàticu
automatic	0.562	0.433	0.664	autumàticu
automobile	0.753	0.625	0.534	automobile
automotive	0.656	0.520	0.577	automobile
autonomy	0.781	0.349	0.891	autunumia
autopilot	0.594	0.462	0.632	autupilot
autopsy	0.252	0.650	0.538	autopsia
autumn	0.765	0.204	0.450	vaghjimu
auxiliary	0.622	0.471	0.509	ausiliari
avail	0.800	0.430	0.603	prufittà
availability	0.796	0.544	0.600	dispunibilità
available	0.844	0.356	0.623	dispunibule
avalanche	0.265	0.915	0.683	valanga
avarice	0.198	0.726	0.352	avarizia
avatar	0.633	0.410	0.567	avatar
avenge	0.073	0.867	0.559	vindicà
avenger	0.337	0.865	0.670	vindicatore
avenging	0.143	0.880	0.717	vindicà
avenue	0.677	0.360	0.377	viale
aver	0.492	0.450	0.393	aver
