English Word	Valence	Arousal	Dominance	Chinese-Traditional Word
angrytweet	0.265	0.644	0.471	憤怒的推文
angst	0.167	0.888	0.333	焦慮
anguish	0.153	0.792	0.265	苦惱
anguished	0.135	0.720	0.307	痛苦的
angular	0.449	0.281	0.444	有角度的
anhydrous	0.456	0.365	0.355	無水
animal	0.521	0.510	0.513	動物
animate	0.827	0.755	0.635	動畫
animated	0.823	0.676	0.538	動畫
animation	0.888	0.750	0.549	動畫
animosity	0.510	0.724	0.545	敵意
animus	0.698	0.676	0.466	敵意
ankle	0.500	0.274	0.234	踝
anklet	0.410	0.276	0.302	腳鍊
annals	0.427	0.610	0.424	志
annex	0.594	0.350	0.458	附件
annexation	0.342	0.500	0.555	兼併
annexe	0.584	0.350	0.392	附件
annihilate	0.115	0.918	0.681	殲滅
annihilated	0.080	0.760	0.324	殲滅
annihilation	0.041	0.800	0.591	湮滅
anniversary	0.880	0.770	0.723	週年紀念日
annotate	0.592	0.469	0.441	註釋
annotation	0.604	0.470	0.619	註解
announce	0.694	0.618	0.611	宣布
announcement	0.729	0.491	0.482	公告
announcer	0.602	0.570	0.732	播音員
annoy	0.094	0.765	0.286	惹惱
annoyance	0.167	0.718	0.342	煩惱
annoyed	0.104	0.783	0.345	惱火
annoyin	0.260	0.573	0.352	煩人
annoying	0.082	0.853	0.348	惱人的
annoys	0.146	0.778	0.435	惹惱了
annual	0.552	0.236	0.500	年度的
annuity	0.521	0.304	0.527	年金
annul	0.250	0.448	0.364	廢止
annular	0.310	0.385	0.412	環狀
annulment	0.153	0.375	0.447	廢除
annulus	0.458	0.380	0.376	環
anointed	0.500	0.368	0.579	受膏
anointing	0.653	0.350	0.547	膏抹
anomalous	0.281	0.480	0.423	異常
anomaly	0.188	0.538	0.404	異常
anon	0.479	0.354	0.298	匿名
anonymity	0.469	0.255	0.430	匿名
anonymous	0.396	0.291	0.431	匿名的
anorexic	0.160	0.618	0.245	厭食症
answer	0.537	0.373	0.661	回答
answerable	0.708	0.481	0.750	可回答的
answering	0.684	0.500	0.607	接聽
ant	0.448	0.216	0.216	螞蟻
antagonism	0.224	0.618	0.524	對抗
antagonist	0.240	0.615	0.700	拮抗劑
antagonistic	0.296	0.604	0.565	敵對的
antagonize	0.143	0.663	0.629	對抗
ante	0.448	0.320	0.417	賭注
antecedent	0.427	0.551	0.566	先行者
antelope	0.542	0.510	0.500	羚羊
antenna	0.521	0.327	0.358	天線
anterior	0.510	0.245	0.362	前
anthem	0.780	0.343	0.729	國歌
anthill	0.327	0.578	0.377	垤
anthology	0.338	0.406	0.537	選集
anthrax	0.188	0.730	0.500	炭疽病
anthropological	0.367	0.390	0.490	人類學
anthropologist	0.551	0.385	0.725	人類學家
anthropology	0.490	0.367	0.582	人類學
anti	0.365	0.412	0.384	反對
antiaircraft	0.330	0.622	0.629	防空
antibiotic	0.510	0.373	0.658	抗生素
antibiotics	0.448	0.406	0.557	抗生素
antichrist	0.082	0.837	0.544	敵基督
anticipate	0.622	0.469	0.667	預料
anticipation	0.698	0.539	0.711	預期
anticipatory	0.653	0.551	0.682	預期的
antics	0.448	0.740	0.236	滑稽動作
antidote	0.541	0.490	0.629	解毒劑
antifungal	0.408	0.412	0.441	抗真菌藥
antigravity	0.430	0.714	0.658	反重力
antimony	0.378	0.398	0.490	銻
antipathy	0.198	0.549	0.393	反感
antiquarian	0.500	0.233	0.426	古玩
antiquated	0.420	0.392	0.236	過時的
antique	0.634	0.290	0.518	古董
antiques	0.540	0.370	0.595	古董
antiquity	0.385	0.333	0.556	古代
antiseptic	0.438	0.370	0.623	防腐劑
antisocial	0.146	0.686	0.391	反社會
antithesis	0.396	0.412	0.536	對立
antithetical	0.271	0.509	0.358	對立的
antiviral	0.459	0.470	0.549	抗病毒物質
antler	0.448	0.470	0.500	鹿茸
antsy	0.449	0.558	0.417	坐立不安
anus	0.347	0.644	0.350	肛門
anvil	0.380	0.510	0.604	砧
anxiety	0.146	0.865	0.342	焦慮
anxietyattack	0.150	0.925	0.446	焦慮發作
anxious	0.281	0.875	0.434	焦慮的
anxiousness	0.235	0.814	0.282	焦慮
anytime	0.625	0.461	0.436	任何時候
aorta	0.448	0.510	0.542	主動脈
aortic	0.436	0.540	0.438	主動脈
apace	0.536	0.500	0.536	快速
apache	0.687	0.469	0.500	阿帕奇
apartment	0.719	0.393	0.580	公寓
apartments	0.704	0.337	0.443	公寓
apathetic	0.188	0.292	0.333	冷漠
apathy	0.184	0.212	0.204	冷漠
ape	0.548	0.389	0.336	猿
aperture	0.612	0.450	0.667	光圈
apex	0.570	0.433	0.418	頂尖
aphid	0.388	0.473	0.407	蚜
aphrodisiac	0.750	0.846	0.667	春藥
apiece	0.439	0.259	0.383	一塊
aplomb	0.500	0.509	0.582	沉著
apocalypse	0.050	0.867	0.736	啟示錄
apocalyptic	0.173	0.880	0.750	世界末日
apologetic	0.479	0.461	0.571	抱歉的
apologist	0.406	0.429	0.526	道歉者
apologize	0.551	0.378	0.389	道歉
apology	0.571	0.346	0.402	道歉
apostasy	0.388	0.520	0.517	叛教
apostate	0.342	0.500	0.528	背道者
apostle	0.646	0.347	0.732	使徒
apostolic	0.592	0.300	0.717	使徒的
apostrophe	0.469	0.368	0.537	撇號
apothecary	0.561	0.328	0.529	藥劑師
appalled	0.194	0.792	0.562	震驚
appalling	0.160	0.827	0.415	駭人聽聞
apparatus	0.375	0.353	0.377	儀器
apparel	0.698	0.435	0.453	服飾
apparent	0.473	0.383	0.398	明顯的
apparently	0.531	0.410	0.426	顯然
apparition	0.406	0.573	0.636	幻影
appeal	0.663	0.598	0.558	上訴
appear	0.735	0.506	0.567	出現
appearance	0.669	0.490	0.534	外貌
appease	0.633	0.278	0.434	安撫
appellant	0.327	0.588	0.568	上訴人
append	0.573	0.464	0.453	附加
appendage	0.229	0.382	0.438	附屬物
appendectomy	0.177	0.670	0.554	闌尾切除術
appendicitis	0.031	0.640	0.347	闌尾炎
appendix	0.365	0.387	0.425	附錄
appetite	0.704	0.637	0.581	食慾
appetizer	0.755	0.560	0.406	開胃菜
appetizing	0.806	0.657	0.688	開胃
applaud	0.865	0.824	0.464	鼓掌
applause	0.953	0.857	0.621	掌聲
apple	0.811	0.300	0.264	蘋果
apple juice	0.765	0.204	0.294	蘋果汁
applejack	0.604	0.431	0.473	蘋果白蘭地
applesauce	0.750	0.167	0.291	蘋果醬
appliance	0.582	0.453	0.538	器具
appliances	0.594	0.394	0.567	電器
applicability	0.677	0.490	0.741	適用性
applicable	0.469	0.430	0.667	適用的
applicant	0.612	0.558	0.688	申請人
application	0.646	0.445	0.726	應用
apply	0.612	0.321	0.667	申請
appoint	0.565	0.330	0.509	委
appointment	0.688	0.594	0.547	預約
appointments	0.745	0.677	0.625	約會
apportion	0.677	0.490	0.638	分攤
apportionment	0.552	0.481	0.453	分攤
appraisal	0.417	0.667	0.682	評價
appraise	0.677	0.490	0.696	評價
appreciable	0.873	0.491	0.778	可觀的
appreciate	0.885	0.422	0.741	欣賞
appreciated	0.910	0.434	0.779	讚賞
appreciates	0.765	0.500	0.656	欣賞
appreciation	0.917	0.529	0.588	欣賞
appreciative	0.857	0.380	0.654	欣賞的
apprehend	0.521	0.624	0.696	逮捕
apprehension	0.385	0.720	0.454	顧慮
apprehensive	0.406	0.592	0.431	憂慮
apprentice	0.615	0.413	0.452	學徒
apprenticeship	0.812	0.482	0.643	學徒制
approach	0.612	0.392	0.610	方法
approaching	0.740	0.557	0.491	接近
approbate	0.646	0.590	0.860	認可
approbation	0.792	0.529	0.774	讚許
appropriate	0.833	0.368	0.759	合適的
appropriation	0.510	0.632	0.717	撥款
approval	0.854	0.460	0.889	贊同
approve	0.875	0.548	0.741	批准
approved	0.833	0.349	0.698	得到正式認可的
approvement	0.880	0.625	0.780	批准
approving	0.917	0.583	0.773	批准
approximate	0.551	0.560	0.520	近似
approximately	0.622	0.396	0.538	大約
approximating	0.583	0.615	0.471	近似
approximation	0.582	0.402	0.593	近似
appurtenances	0.573	0.412	0.547	附屬物
apricot	0.708	0.320	0.278	杏
apron	0.582	0.208	0.245	圍裙
apt	0.582	0.418	0.382	易於
aptitude	0.750	0.471	0.746	資質
aqua	0.656	0.292	0.359	水色
aquamarine	0.729	0.306	0.413	藍晶
aquarium	0.663	0.327	0.393	水族館
aquatic	0.677	0.510	0.463	水
aqueduct	0.551	0.411	0.534	渡槽
aqueous	0.429	0.270	0.310	水性
arable	0.510	0.350	0.465	耕地
arbiter	0.561	0.537	0.814	仲裁者
arbitrary	0.281	0.702	0.686	隨意的
arbitrate	0.470	0.620	0.682	仲裁
arbitration	0.587	0.602	0.670	仲裁
arbitrator	0.385	0.448	0.795	仲裁人
arbor	0.583	0.490	0.591	喬木
arc	0.552	0.388	0.396	弧
arcade	0.676	0.521	0.502	拱廊
arcane	0.500	0.490	0.637	奧術
arch	0.500	0.354	0.468	拱
archaeological	0.740	0.441	0.660	考古學
archaeologist	0.552	0.451	0.706	考古學家
archaeology	0.596	0.358	0.691	考古學
archaic	0.271	0.327	0.332	古老
archangel	0.837	0.500	0.708	大天使
archbishop	0.622	0.280	0.776	大主教
archdiocese	0.400	0.321	0.704	總教區
archduke	0.458	0.413	0.634	大公
arched	0.582	0.403	0.398	拱形的
archer	0.573	0.622	0.661	射手
archery	0.594	0.604	0.589	射箭
archetype	0.448	0.520	0.569	原型
archipelago	0.745	0.370	0.592	群島
architect	0.776	0.442	0.836	建築師
architectural	0.729	0.390	0.670	建築的
architecture	0.820	0.390	0.694	建築學
archive	0.438	0.294	0.527	檔案
arctic	0.615	0.352	0.546	北極
ardent	0.694	0.873	0.722	熱心
ardor	0.500	0.780	0.538	熱情
arduous	0.344	0.783	0.605	艱鉅
area	0.490	0.306	0.464	區域
arena	0.510	0.235	0.404	競技場
areola	0.417	0.396	0.381	乳暈
areyoukidding	0.429	0.633	0.400	你在開玩笑嗎
areyoukiddingme	0.365	0.635	0.375	你在開玩笑吧
argent	0.594	0.418	0.472	銀色
argh	0.260	0.538	0.328	啊啊啊
arghh	0.292	0.536	0.397	啊啊
arghhhh	0.250	0.618	0.324	啊啊啊
argue	0.093	0.798	0.525	爭論
argument	0.510	0.464	0.698	爭論
argumentation	0.479	0.549	0.760	論證
argumentative	0.450	0.531	0.679	爭論的
arguments	0.541	0.602	0.657	論據
arid	0.323	0.333	0.379	乾旱
arise	0.750	0.582	0.725	出現
aristocracy	0.688	0.549	0.842	貴族
aristocrat	0.583	0.413	0.811	貴族
aristocratic	0.449	0.519	0.676	貴族
arithmetic	0.453	0.460	0.634	算術
ark	0.396	0.427	0.543	方舟
arm	0.552	0.285	0.469	手臂
armada	0.408	0.740	0.868	艦隊
armament	0.198	0.764	0.810	武器
armaments	0.192	0.839	0.830	軍備
armature	0.510	0.558	0.755	銜鐵
armchair	0.646	0.164	0.339	扶手椅
armed	0.188	0.750	0.808	武裝
armor	0.469	0.625	0.784	盔甲
armored	0.469	0.509	0.861	裝甲的
armory	0.448	0.663	0.800	軍械庫
armpit	0.283	0.439	0.250	腋窩
arms	0.464	0.395	0.483	武器
army	0.417	0.759	0.902	軍隊
aroma	0.823	0.235	0.442	香氣
aromatherapy	0.847	0.220	0.473	芳香療法
arousal	0.791	0.943	0.731	喚醒
arouse	0.740	0.491	0.580	引起
aroused	0.708	0.952	0.667	引起了
arraignment	0.406	0.837	0.534	傳訊
arrange	0.740	0.490	0.571	安排
arranged	0.698	0.531	0.728	安排好的
arrangement	0.625	0.382	0.683	安排
array	0.521	0.396	0.568	大批
arrears	0.286	0.485	0.302	拖欠
arrest	0.146	0.951	0.500	逮捕
arrhythmia	0.265	0.706	0.356	心律失常
arrival	0.678	0.510	0.474	到達
arrive	0.837	0.406	0.585	到達
arrogance	0.143	0.750	0.620	傲慢
arrogant	0.115	0.755	0.580	傲慢的
arrow	0.439	0.390	0.454	箭
arsehole	0.276	0.598	0.433	混蛋
arseholes	0.188	0.545	0.351	混蛋
arsenal	0.365	0.741	0.752	兵工廠
arsenic	0.281	0.472	0.447	砷
arson	0.133	0.904	0.567	縱火
arsonist	0.348	0.840	0.500	縱火犯
art	0.812	0.360	0.603	藝術
arterial	0.396	0.510	0.583	動脈
artery	0.396	0.580	0.537	動脈
artful	0.771	0.608	0.778	巧
arthritis	0.110	0.518	0.345	關節炎
arthropod	0.344	0.464	0.434	節肢動物
artichoke	0.583	0.218	0.287	朝鮮薊
article	0.594	0.280	0.481	文章
articles	0.552	0.324	0.565	文章
articulate	0.677	0.462	0.618	口齒伶俐
articulation	0.479	0.480	0.591	關節
artifact	0.510	0.500	0.566	人工製品
artifice	0.316	0.696	0.482	技巧
artificial	0.306	0.385	0.351	人造的
artillery	0.350	0.912	0.794	砲兵
artisan	0.781	0.330	0.411	工匠
artist	0.802	0.442	0.732	藝術家
artiste	0.844	0.512	0.565	藝人
artistic	0.802	0.646	0.632	藝術的
artistry	0.823	0.346	0.769	藝術性
artists	0.796	0.667	0.741	藝術家
artwork	0.896	0.368	0.679	藝術品
arty	0.490	0.422	0.388	附庸風雅
asap	0.571	0.500	0.552	盡快
asbestos	0.357	0.481	0.464	石棉
ascend	0.830	0.620	0.812	上升
ascendancy	0.724	0.625	0.700	優勢
ascendant	0.656	0.673	0.821	上升的
ascending	0.826	0.644	0.777	上升
ascension	0.765	0.720	0.714	提升
ascent	0.755	0.627	0.833	上升
ascertain	0.560	0.530	0.625	探明
ascertained	0.531	0.529	0.616	確定
ascetic	0.438	0.375	0.472	苦行僧
ash	0.260	0.210	0.207	灰
ashamed	0.156	0.588	0.228	羞愧
ashes	0.327	0.279	0.142	骨灰
ashtray	0.406	0.382	0.265	煙灰缸
asinine	0.429	0.472	0.433	愚蠢
ask	0.531	0.440	0.459	問
asleeep	0.490	0.210	0.322	睡著了
asleep	0.604	0.100	0.270	睡著了
asp	0.438	0.489	0.375	ASP
asparagus	0.469	0.317	0.264	蘆筍
aspartame	0.469	0.480	0.322	阿斯巴甜
aspect	0.479	0.469	0.588	方面
aspects	0.439	0.480	0.565	方面
aspen	0.479	0.280	0.395	白楊
asphalt	0.479	0.264	0.439	瀝青
asphyxia	0.198	0.704	0.311	窒息
asphyxiation	0.059	0.745	0.412	窒息
aspiration	0.704	0.724	0.675	願望
aspire	0.812	0.469	0.722	渴望
aspirin	0.479	0.271	0.422	阿司匹林
aspiring	0.844	0.582	0.604	有抱負的
ass	0.323	0.750	0.345	屁股
assail	0.378	0.510	0.500	攻擊
assailant	0.184	0.868	0.602	襲擊者
assassin	0.073	0.933	0.632	刺客
assassinate	0.051	0.969	0.722	暗殺
assassination	0.083	0.941	0.525	暗殺
assault	0.167	0.848	0.550	突擊
assay	0.633	0.559	0.594	化驗
assemblage	0.429	0.452	0.600	裝配
assemble	0.542	0.570	0.750	集合
assembled	0.663	0.450	0.644	組裝好的
assembly	0.698	0.500	0.640	部件
assemblyman	0.430	0.538	0.760	議員
assent	0.615	0.515	0.719	同意
assert	0.750	0.619	0.809	斷言
asserting	0.694	0.531	0.736	斷言
assertion	0.740	0.442	0.750	斷言
assertive	0.719	0.412	0.770	斷言的
assess	0.698	0.500	0.623	評估
assessment	0.750	0.623	0.658	評估
assessor	0.551	0.538	0.764	評估員
asset	0.797	0.765	0.788	資產
assets	0.667	0.613	0.765	資產
asshole	0.133	0.582	0.263	混蛋
assign	0.622	0.417	0.709	分配
assignee	0.510	0.462	0.510	受讓人
assignment	0.483	0.398	0.745	任務
assimilate	0.559	0.391	0.683	吸收
assimilation	0.429	0.378	0.463	同化
assist	0.833	0.435	0.629	助攻
assistance	0.656	0.519	0.633	協助
assistant	0.625	0.390	0.536	助手
associate	0.812	0.409	0.625	聯繫
association	0.745	0.500	0.817	協會
assorted	0.602	0.460	0.472	什錦的
assortment	0.694	0.360	0.526	品種
assuage	0.745	0.255	0.500	緩和
assume	0.698	0.401	0.464	認為
assumed	0.612	0.247	0.454	假定
assuming	0.740	0.390	0.526	假設
assumption	0.479	0.431	0.417	假設
assurance	0.675	0.442	0.704	保證
assure	0.910	0.460	0.839	保證
assured	0.878	0.327	0.754	保證
assuredly	0.786	0.396	0.833	肯定
asterisk	0.541	0.288	0.273	星號
asteroid	0.430	0.721	0.623	小行星
asteroids	0.361	0.694	0.712	小行星
asthma	0.198	0.549	0.227	哮喘
asthmatic	0.229	0.706	0.294	哮喘
astigmatism	0.214	0.490	0.429	散光
astonish	0.786	0.845	0.658	震驚
astonished	0.510	0.775	0.574	吃驚
astonishing	0.844	0.802	0.821	驚人
astonishingly	0.827	0.898	0.773	驚人地
astonishment	0.680	0.718	0.519	驚訝
astound	0.729	0.675	0.474	震驚
astral	0.604	0.417	0.567	星體
astray	0.098	0.676	0.308	誤入歧途
astringent	0.316	0.500	0.474	澀
astrologer	0.594	0.519	0.673	占星家
astrology	0.635	0.340	0.500	占星術
astronaut	0.792	0.601	0.761	宇航員
astronomer	0.750	0.509	0.735	天文學家
astronomical	0.600	0.632	0.726	天文
astronomy	0.613	0.474	0.722	天文學
astute	0.776	0.658	0.827	精明
asunder	0.208	0.442	0.259	分裂
asylum	0.407	0.330	0.445	庇護
asymmetric	0.580	0.343	0.465	不對稱
asymmetry	0.476	0.373	0.527	不對稱
asymptotic	0.479	0.451	0.472	漸近的
atelier	0.490	0.330	0.705	工作室
atheism	0.276	0.460	0.481	無神論
atheistic	0.373	0.481	0.466	無神論者
atherosclerosis	0.250	0.480	0.343	動脈粥樣硬化
athlete	0.781	0.718	0.686	運動員
athletic	0.857	0.798	0.708	競技
athleticism	0.750	0.863	0.778	運動能力
athletics	0.831	0.691	0.740	競技
atlas	0.531	0.306	0.554	地圖集
atmosphere	0.604	0.300	0.560	氣氛
atmospheric	0.531	0.420	0.594	大氣的
atoll	0.480	0.408	0.472	環礁
atom	0.510	0.500	0.433	原子
atomic	0.327	0.817	0.713	原子
atone	0.418	0.673	0.411	贖罪
atonement	0.550	0.602	0.683	贖罪
atpeace	0.724	0.298	0.519	內心安寧
atrium	0.469	0.365	0.473	中庭
atrocious	0.073	0.811	0.445	殘暴
atrocity	0.115	0.844	0.593	暴行
atrophy	0.177	0.540	0.208	萎縮
attach	0.520	0.363	0.559	附
attached	0.562	0.350	0.439	隨附的
attachment	0.570	0.343	0.500	附件
attack	0.286	0.948	0.670	攻擊
attacker	0.185	0.962	0.629	攻擊者
attacking	0.276	0.837	0.642	進攻
attain	0.806	0.510	0.719	達到
attainable	0.760	0.500	0.759	可達到的
attainment	0.830	0.520	0.940	素養
attempt	0.625	0.491	0.431	試圖
attempted	0.594	0.580	0.567	嘗試過
attend	0.650	0.420	0.625	參加
attendance	0.812	0.500	0.592	出席
attendant	0.580	0.365	0.519	服務員
attention	0.740	0.599	0.774	注意力
attentionseeker	0.367	0.745	0.457	關注者
attentionseekers	0.531	0.673	0.500	希望引人關注的人
attentive	0.812	0.520	0.724	細心
attenuate	0.408	0.302	0.429	衰減
attenuated	0.449	0.280	0.298	減弱的
attenuation	0.458	0.363	0.464	衰減
attest	0.439	0.710	0.685	證明
attestation	0.234	0.635	0.500	證明
attic	0.521	0.259	0.377	閣樓
attire	0.742	0.388	0.483	服裝
attitude	0.760	0.644	0.861	態度
attorney	0.600	0.594	0.754	律師
attract	0.796	0.663	0.769	吸引
attraction	0.906	0.774	0.712	吸引力
attractive	0.906	0.630	0.769	吸引人的
attractiveness	0.938	0.667	0.755	吸引力
attributable	0.704	0.430	0.527	歸屬
attribute	0.781	0.439	0.795	屬性
attribution	0.646	0.467	0.658	歸因
attrition	0.229	0.540	0.259	減員
auburn	0.510	0.240	0.411	奧本
auction	0.594	0.702	0.519	拍賣
auctioneer	0.542	0.732	0.716	拍賣
audacious	0.740	0.875	0.825	大膽的
audacity	0.760	0.755	0.916	大膽
audible	0.673	0.370	0.462	聽得見的
audience	0.698	0.610	0.613	觀眾
audio	0.709	0.425	0.370	聲音的
audit	0.375	0.562	0.735	審計
audition	0.750	0.685	0.615	試鏡
auditions	0.740	0.765	0.596	試鏡
auditor	0.582	0.571	0.726	審計員
auditorium	0.529	0.490	0.538	禮堂
auditory	0.531	0.481	0.570	聽覺
aught	0.418	0.135	0.217	什麼都沒有
augment	0.650	0.683	0.645	增加
augmentation	0.714	0.613	0.850	增強
august	0.652	0.292	0.462	八月
aunt	0.667	0.291	0.420	姨
auntie	0.643	0.275	0.447	阿姨
aura	0.760	0.333	0.500	光環
aurora	0.817	0.306	0.537	極光
auspices	0.542	0.500	0.634	主持
auspicious	0.562	0.635	0.669	吉祥
austere	0.500	0.390	0.422	嚴肅的
austerity	0.438	0.406	0.534	緊縮
authentic	0.885	0.510	0.782	真正的
authenticate	0.833	0.480	0.789	認證
authentication	0.724	0.491	0.750	驗證
authenticity	0.670	0.548	0.845	真實性
author	0.775	0.343	0.749	作者
authoritative	0.636	0.520	0.890	權威性
authority	0.592	0.592	0.934	權威
authorization	0.521	0.567	0.817	授權
authorize	0.772	0.596	0.821	授權
authorized	0.760	0.458	0.815	授權
authorship	0.667	0.635	0.773	作者身份
autism	0.235	0.500	0.447	自閉症
autistic	0.367	0.337	0.404	自閉症
auto	0.571	0.569	0.500	汽車
autobiographical	0.909	0.462	0.582	自傳
autobiography	0.735	0.284	0.629	自傳
autocorrect	0.551	0.439	0.616	自動更正
autocratic	0.542	0.577	0.727	專制
autograph	0.735	0.565	0.473	簽名
autographed	0.781	0.620	0.625	親筆簽名
automated	0.578	0.402	0.632	自動化
automatic	0.562	0.433	0.664	自動的
automobile	0.753	0.625	0.534	汽車
automotive	0.656	0.520	0.577	汽車
autonomy	0.781	0.349	0.891	自治
autopilot	0.594	0.462	0.632	自動駕駛儀
autopsy	0.252	0.650	0.538	屍檢
autumn	0.765	0.204	0.450	秋天
auxiliary	0.622	0.471	0.509	輔助的
avail	0.800	0.430	0.603	利用
availability	0.796	0.544	0.600	可用性
available	0.844	0.356	0.623	可用的
avalanche	0.265	0.915	0.683	雪崩
avarice	0.198	0.726	0.352	貪婪
avatar	0.633	0.410	0.567	頭像
avenge	0.073	0.867	0.559	報仇
avenger	0.337	0.865	0.670	復仇者
avenging	0.143	0.880	0.717	復仇
avenue	0.677	0.360	0.377	大街
aver	0.492	0.450	0.393	斷言
average	0.684	0.280	0.455	平均
aversation	0.582	0.442	0.432	厭惡
averse	0.253	0.569	0.492	厭惡
averseness	0.296	0.606	0.528	厭惡
aversion	0.074	0.663	0.525	厭惡
avert	0.510	0.388	0.465	避免
aviary	0.500	0.360	0.467	鳥舍
aviation	0.708	0.646	0.741	航空
aviator	0.615	0.700	0.644	飛行員
avid	0.582	0.459	0.593	狂熱的
avocado	0.677	0.255	0.287	牛油果
avoid	0.427	0.442	0.415	避免
avoidance	0.470	0.481	0.466	迴避
avoiding	0.457	0.433	0.309	避免
await	0.448	0.264	0.276	等待
awake	0.667	0.469	0.741	甦醒
awaken	0.729	0.412	0.611	喚醒
awakening	0.745	0.500	0.618	喚醒
award	0.865	0.745	0.660	獎
awards	0.958	0.736	0.652	獎項
aware	0.656	0.340	0.770	知道的
awareness	0.684	0.422	0.810	意識
awe	0.469	0.740	0.300	敬畏
awed	0.364	0.774	0.361	敬畏
awesome	0.980	0.897	0.891	驚人的
awesomeness	0.917	0.647	0.927	真棒
awestruck	0.615	0.767	0.680	敬畏
awful	0.061	0.786	0.450	可怕
awkward	0.296	0.650	0.358	尷尬的
awkwardness	0.167	0.454	0.148	尷尬
awning	0.500	0.186	0.318	棚
awry	0.156	0.540	0.275	錯了
axe	0.296	0.690	0.536	斧頭
axial	0.458	0.278	0.491	軸向
axiom	0.439	0.441	0.583	公理
axiomatic	0.458	0.392	0.627	公理化的
axis	0.209	0.250	0.356	軸
axle	0.459	0.294	0.473	軸
ay	0.500	0.557	0.255	是的
aye	0.562	0.420	0.392	是的
azimuth	0.385	0.461	0.421	方位角
azure	0.620	0.256	0.339	天藍色
babble	0.552	0.441	0.204	潺潺
babbling	0.396	0.418	0.241	胡說
babe	0.860	0.536	0.424	寶貝
baboon	0.357	0.410	0.429	狒狒
baby	0.837	0.365	0.455	嬰兒
babysit	0.719	0.587	0.398	保姆
babysitter	0.656	0.415	0.408	保姆
baccalaureate	0.729	0.510	0.480	學士學位
baccarat	0.583	0.497	0.436	百家樂
bachelor	0.667	0.406	0.600	學士
bachelorette	0.735	0.780	0.465	未婚女子
back	0.438	0.353	0.336	背部
backboard	0.480	0.259	0.436	籃板
backbone	0.538	0.464	0.620	骨幹
