English Word	Valence	Arousal	Dominance	Bulgarian Word
anemic	0.167	0.279	0.155	анемичен
anemone	0.552	0.538	0.327	анемония
anesthesia	0.365	0.216	0.394	анестезия
anesthesiologist	0.419	0.224	0.526	анестезиолог
anesthetic	0.350	0.264	0.482	упойка
aneurysm	0.115	0.690	0.536	аневризма
anew	0.771	0.358	0.385	наново
angel	0.906	0.158	0.704	ангел
angelic	0.927	0.298	0.668	ангелски
anger	0.167	0.865	0.657	гняв
angered	0.010	0.860	0.547	разгневен
angermanagement	0.260	0.632	0.482	контрол на гнева
angina	0.230	0.630	0.464	стенокардия
angiogram	0.347	0.520	0.465	ангиограма
angiography	0.378	0.536	0.520	ангиография
angle	0.541	0.330	0.455	ъгъл
angling	0.625	0.408	0.500	риболов
angora	0.529	0.425	0.405	ангора
angriest	0.094	0.892	0.430	най-ядосан
angry	0.122	0.830	0.604	ядосан
angrytweet	0.265	0.644	0.471	ядосан туит
angst	0.167	0.888	0.333	тревога
anguish	0.153	0.792	0.265	мъка
anguished	0.135	0.720	0.307	измъчен
angular	0.449	0.281	0.444	ъглова
anhydrous	0.456	0.365	0.355	безводен
animal	0.521	0.510	0.513	животно
animate	0.827	0.755	0.635	оживявам
animated	0.823	0.676	0.538	анимиран
animation	0.888	0.750	0.549	анимация
animosity	0.510	0.724	0.545	враждебност
animus	0.698	0.676	0.466	анимус
ankle	0.500	0.274	0.234	глезен
anklet	0.410	0.276	0.302	глезен
annals	0.427	0.610	0.424	анали
annex	0.594	0.350	0.458	приложение
annexation	0.342	0.500	0.555	анексиране
annexe	0.584	0.350	0.392	анекс
annihilate	0.115	0.918	0.681	унищожавам
annihilated	0.080	0.760	0.324	анихилиран
annihilation	0.041	0.800	0.591	анихилация
anniversary	0.880	0.770	0.723	годишнина
annotate	0.592	0.469	0.441	анотирайте
annotation	0.604	0.470	0.619	анотация
announce	0.694	0.618	0.611	обявявам
announcement	0.729	0.491	0.482	съобщение
announcer	0.602	0.570	0.732	говорител
annoy	0.094	0.765	0.286	дразня
annoyance	0.167	0.718	0.342	раздразнение
annoyed	0.104	0.783	0.345	раздразнен
annoyin	0.260	0.573	0.352	досадно
annoying	0.082	0.853	0.348	досадно
annoys	0.146	0.778	0.435	дразни
annual	0.552	0.236	0.500	годишен
annuity	0.521	0.304	0.527	анюитет
annul	0.250	0.448	0.364	анулирам
annular	0.310	0.385	0.412	пръстеновиден
annulment	0.153	0.375	0.447	анулиране
annulus	0.458	0.380	0.376	пръстен
anointed	0.500	0.368	0.579	помазан
anointing	0.653	0.350	0.547	помазване
anomalous	0.281	0.480	0.423	аномален
anomaly	0.188	0.538	0.404	аномалия
anon	0.479	0.354	0.298	анон
anonymity	0.469	0.255	0.430	анонимност
anonymous	0.396	0.291	0.431	анонимен
anorexic	0.160	0.618	0.245	анорексичен
answer	0.537	0.373	0.661	отговор
answerable	0.708	0.481	0.750	отговорен
answering	0.684	0.500	0.607	отговаряйки
ant	0.448	0.216	0.216	мравка
antagonism	0.224	0.618	0.524	антагонизъм
antagonist	0.240	0.615	0.700	антагонист
antagonistic	0.296	0.604	0.565	антагонистичен
antagonize	0.143	0.663	0.629	антагонизират се
ante	0.448	0.320	0.417	анте
antecedent	0.427	0.551	0.566	антецедент
antelope	0.542	0.510	0.500	антилопа
antenna	0.521	0.327	0.358	антена
anterior	0.510	0.245	0.362	преден
anthem	0.780	0.343	0.729	химн
anthill	0.327	0.578	0.377	мравуняк
anthology	0.338	0.406	0.537	антология
anthrax	0.188	0.730	0.500	антракс
anthropological	0.367	0.390	0.490	антропологичен
anthropologist	0.551	0.385	0.725	антрополог
anthropology	0.490	0.367	0.582	антропология
anti	0.365	0.412	0.384	анти
antiaircraft	0.330	0.622	0.629	противовъздушна
antibiotic	0.510	0.373	0.658	антибиотик
antibiotics	0.448	0.406	0.557	антибиотици
antichrist	0.082	0.837	0.544	антихрист
anticipate	0.622	0.469	0.667	предвиждам
anticipation	0.698	0.539	0.711	очакване
anticipatory	0.653	0.551	0.682	изпреварващ
antics	0.448	0.740	0.236	лудории
antidote	0.541	0.490	0.629	противоотрова
antifungal	0.408	0.412	0.441	противогъбични
antigravity	0.430	0.714	0.658	анти-гравитация
antimony	0.378	0.398	0.490	антимон
antipathy	0.198	0.549	0.393	антипатия
antiquarian	0.500	0.233	0.426	антиквар
antiquated	0.420	0.392	0.236	остарял
antique	0.634	0.290	0.518	античен
antiques	0.540	0.370	0.595	антики
antiquity	0.385	0.333	0.556	античност
antiseptic	0.438	0.370	0.623	антисептик
antisocial	0.146	0.686	0.391	антисоциален
antithesis	0.396	0.412	0.536	антитеза
antithetical	0.271	0.509	0.358	антитетичен
antiviral	0.459	0.470	0.549	антивирусен
antler	0.448	0.470	0.500	еленов рог
antsy	0.449	0.558	0.417	нервен
anus	0.347	0.644	0.350	анус
anvil	0.380	0.510	0.604	наковалня
anxiety	0.146	0.865	0.342	безпокойство
anxietyattack	0.150	0.925	0.446	паник атака
anxious	0.281	0.875	0.434	разтревожен, неспокоен
anxiousness	0.235	0.814	0.282	тревожност
anytime	0.625	0.461	0.436	по всяко време
aorta	0.448	0.510	0.542	аорта
aortic	0.436	0.540	0.438	аортна
apace	0.536	0.500	0.536	бързо
apache	0.687	0.469	0.500	апаш
apartment	0.719	0.393	0.580	апартамент
apartments	0.704	0.337	0.443	апартаменти
apathetic	0.188	0.292	0.333	апатичен
apathy	0.184	0.212	0.204	апатия
ape	0.548	0.389	0.336	маймуна
aperture	0.612	0.450	0.667	бленда
apex	0.570	0.433	0.418	връх
aphid	0.388	0.473	0.407	листна въшка
aphrodisiac	0.750	0.846	0.667	афродизиак
apiece	0.439	0.259	0.383	парче
aplomb	0.500	0.509	0.582	апломб
apocalypse	0.050	0.867	0.736	апокалипсис
apocalyptic	0.173	0.880	0.750	апокалиптичен
apologetic	0.479	0.461	0.571	извинителен
apologist	0.406	0.429	0.526	апологет
apologize	0.551	0.378	0.389	извинете се
apology	0.571	0.346	0.402	извинение
apostasy	0.388	0.520	0.517	вероотстъпничество
apostate	0.342	0.500	0.528	родоотстъпник
apostle	0.646	0.347	0.732	апостол
apostolic	0.592	0.300	0.717	апостолски
apostrophe	0.469	0.368	0.537	апостроф
apothecary	0.561	0.328	0.529	аптекар
appalled	0.194	0.792	0.562	ужасен
appalling	0.160	0.827	0.415	ужасяващо
apparatus	0.375	0.353	0.377	апарат
apparel	0.698	0.435	0.453	облекло
apparent	0.473	0.383	0.398	очевидно
apparently	0.531	0.410	0.426	очевидно
apparition	0.406	0.573	0.636	привидение
appeal	0.663	0.598	0.558	обжалване
appear	0.735	0.506	0.567	се появи
appearance	0.669	0.490	0.534	външен вид
appease	0.633	0.278	0.434	успокоявам
appellant	0.327	0.588	0.568	жалбоподател
append	0.573	0.464	0.453	добавям
appendage	0.229	0.382	0.438	придатък
appendectomy	0.177	0.670	0.554	апендектомия
appendicitis	0.031	0.640	0.347	апендицит
appendix	0.365	0.387	0.425	апендикс
appetite	0.704	0.637	0.581	апетит
appetizer	0.755	0.560	0.406	предястие
appetizing	0.806	0.657	0.688	апетитен
applaud	0.865	0.824	0.464	аплодирам
applause	0.953	0.857	0.621	аплодисменти
apple	0.811	0.300	0.264	ябълка
apple juice	0.765	0.204	0.294	ябълков сок
applejack	0.604	0.431	0.473	ябълково джак
applesauce	0.750	0.167	0.291	ябълково пюре
appliance	0.582	0.453	0.538	уред
appliances	0.594	0.394	0.567	уреди
applicability	0.677	0.490	0.741	приложимост
applicable	0.469	0.430	0.667	приложимо
applicant	0.612	0.558	0.688	кандидат
application	0.646	0.445	0.726	приложение
apply	0.612	0.321	0.667	Приложи
appoint	0.565	0.330	0.509	назначавам
appointment	0.688	0.594	0.547	назначаване
appointments	0.745	0.677	0.625	срещи
apportion	0.677	0.490	0.638	разпределение
apportionment	0.552	0.481	0.453	разпределение
appraisal	0.417	0.667	0.682	оценка
appraise	0.677	0.490	0.696	оценявам
appreciable	0.873	0.491	0.778	осезаемо
appreciate	0.885	0.422	0.741	оценявам
appreciated	0.910	0.434	0.779	оценявам
appreciates	0.765	0.500	0.656	оценява
appreciation	0.917	0.529	0.588	признателност
appreciative	0.857	0.380	0.654	признателен
apprehend	0.521	0.624	0.696	задържам
apprehension	0.385	0.720	0.454	опасение
apprehensive	0.406	0.592	0.431	опасен
apprentice	0.615	0.413	0.452	чирак
apprenticeship	0.812	0.482	0.643	чиракуване
approach	0.612	0.392	0.610	Приближаване
approaching	0.740	0.557	0.491	приближава
approbate	0.646	0.590	0.860	уместно
approbation	0.792	0.529	0.774	одобрение
appropriate	0.833	0.368	0.759	подходящо
appropriation	0.510	0.632	0.717	присвояване
approval	0.854	0.460	0.889	одобрение
approve	0.875	0.548	0.741	одобрявам
approved	0.833	0.349	0.698	одобрени
approvement	0.880	0.625	0.780	одобрение
approving	0.917	0.583	0.773	одобряване
approximate	0.551	0.560	0.520	приблизителен
approximately	0.622	0.396	0.538	приблизително
approximating	0.583	0.615	0.471	приближаващ
approximation	0.582	0.402	0.593	приближение
appurtenances	0.573	0.412	0.547	принадлежности
apricot	0.708	0.320	0.278	кайсия
apron	0.582	0.208	0.245	престилка
apt	0.582	0.418	0.382	ап
aptitude	0.750	0.471	0.746	способност
aqua	0.656	0.292	0.359	аква
aquamarine	0.729	0.306	0.413	аквамарин
aquarium	0.663	0.327	0.393	аквариум
aquatic	0.677	0.510	0.463	водни
aqueduct	0.551	0.411	0.534	акведукт
aqueous	0.429	0.270	0.310	воднисти
arable	0.510	0.350	0.465	обработваема земя
arbiter	0.561	0.537	0.814	арбитър
arbitrary	0.281	0.702	0.686	произволен
arbitrate	0.470	0.620	0.682	арбитрирам
arbitration	0.587	0.602	0.670	арбитраж
arbitrator	0.385	0.448	0.795	арбитър
arbor	0.583	0.490	0.591	беседка
arc	0.552	0.388	0.396	дъга
arcade	0.676	0.521	0.502	аркада
arcane	0.500	0.490	0.637	тайнствен
arch	0.500	0.354	0.468	арх
archaeological	0.740	0.441	0.660	археологически
archaeologist	0.552	0.451	0.706	археолог
archaeology	0.596	0.358	0.691	археология
archaic	0.271	0.327	0.332	архаичен
archangel	0.837	0.500	0.708	архангел
archbishop	0.622	0.280	0.776	архиепископ
archdiocese	0.400	0.321	0.704	архиепископия
archduke	0.458	0.413	0.634	ерцхерцог
arched	0.582	0.403	0.398	сводест
archer	0.573	0.622	0.661	стрелец с лък
archery	0.594	0.604	0.589	стрелба с лък
archetype	0.448	0.520	0.569	архетип
archipelago	0.745	0.370	0.592	архипелаг
architect	0.776	0.442	0.836	архитект
architectural	0.729	0.390	0.670	архитектурен
architecture	0.820	0.390	0.694	архитектура
archive	0.438	0.294	0.527	архив
arctic	0.615	0.352	0.546	арктика
ardent	0.694	0.873	0.722	пламенен
ardor	0.500	0.780	0.538	жар
arduous	0.344	0.783	0.605	труден
area	0.490	0.306	0.464	■ площ
arena	0.510	0.235	0.404	арена
areola	0.417	0.396	0.381	ареола
areyoukidding	0.429	0.633	0.400	шегуваш ли се
areyoukiddingme	0.365	0.635	0.375	шегуваш ли се
argent	0.594	0.418	0.472	сребърен
argh	0.260	0.538	0.328	argh
arghh	0.292	0.536	0.397	arghh
arghhhh	0.250	0.618	0.324	аргххх
argue	0.093	0.798	0.525	спорят
argument	0.510	0.464	0.698	аргумент
argumentation	0.479	0.549	0.760	аргументация
argumentative	0.450	0.531	0.679	аргументативен
arguments	0.541	0.602	0.657	аргументи
arid	0.323	0.333	0.379	сух
arise	0.750	0.582	0.725	възникват
aristocracy	0.688	0.549	0.842	аристокрация
aristocrat	0.583	0.413	0.811	аристократ
aristocratic	0.449	0.519	0.676	аристократичен
arithmetic	0.453	0.460	0.634	аритметика
ark	0.396	0.427	0.543	ковчег
arm	0.552	0.285	0.469	ръка
armada	0.408	0.740	0.868	армада
armament	0.198	0.764	0.810	въоръжение
armaments	0.192	0.839	0.830	въоръжение
armature	0.510	0.558	0.755	арматура
armchair	0.646	0.164	0.339	фотьойл
armed	0.188	0.750	0.808	въоръжен
armor	0.469	0.625	0.784	броня
armored	0.469	0.509	0.861	бронирани
armory	0.448	0.663	0.800	оръжейна
armpit	0.283	0.439	0.250	подмишница
arms	0.464	0.395	0.483	обятия
army	0.417	0.759	0.902	армия
aroma	0.823	0.235	0.442	аромат
aromatherapy	0.847	0.220	0.473	ароматерапия
arousal	0.791	0.943	0.731	възбуда
arouse	0.740	0.491	0.580	възбуждам
aroused	0.708	0.952	0.667	възбуден
arraignment	0.406	0.837	0.534	обвинение
arrange	0.740	0.490	0.571	подредете
arranged	0.698	0.531	0.728	аранжиран
arrangement	0.625	0.382	0.683	подреждане
array	0.521	0.396	0.568	масив
arrears	0.286	0.485	0.302	просрочени задължения
arrest	0.146	0.951	0.500	арестуване
arrhythmia	0.265	0.706	0.356	аритмия
arrival	0.678	0.510	0.474	пристигане
arrive	0.837	0.406	0.585	пристигат
arrogance	0.143	0.750	0.620	арогантност
arrogant	0.115	0.755	0.580	арогантен
arrow	0.439	0.390	0.454	стрелка
arsehole	0.276	0.598	0.433	задник
arseholes	0.188	0.545	0.351	задници
arsenal	0.365	0.741	0.752	арсенал
arsenic	0.281	0.472	0.447	арсен
arson	0.133	0.904	0.567	палеж
arsonist	0.348	0.840	0.500	подпалвач
art	0.812	0.360	0.603	изкуство
arterial	0.396	0.510	0.583	артериална
artery	0.396	0.580	0.537	артерия
artful	0.771	0.608	0.778	хитър
arthritis	0.110	0.518	0.345	артрит
arthropod	0.344	0.464	0.434	членестоноги
artichoke	0.583	0.218	0.287	артишок
article	0.594	0.280	0.481	статия
articles	0.552	0.324	0.565	статии
articulate	0.677	0.462	0.618	артикулиран
articulation	0.479	0.480	0.591	артикулация
artifact	0.510	0.500	0.566	артефакт
artifice	0.316	0.696	0.482	хитрост
artificial	0.306	0.385	0.351	изкуствени
artillery	0.350	0.912	0.794	артилерия
artisan	0.781	0.330	0.411	занаятчия
artist	0.802	0.442	0.732	художник
artiste	0.844	0.512	0.565	артистка
