English Word	Valence	Arousal	Dominance	Estonian Word
analyzer	0.625	0.556	0.854	analüsaator
anaphylactic	0.378	0.588	0.500	anafülaktiline
anarchism	0.125	0.804	0.623	anarhism
anarchist	0.204	0.700	0.759	anarhist
anarchy	0.146	0.755	0.620	anarhia
anastomosis	0.375	0.470	0.490	anastomoos
anathema	0.286	0.490	0.519	anthema
anatomic	0.562	0.442	0.546	anatoomiline
anatomy	0.562	0.390	0.571	anatoomia
ancestor	0.592	0.388	0.594	esivanem
ancestral	0.640	0.481	0.750	esivanemad
ancestry	0.708	0.519	0.717	esivanemad
anchor	0.520	0.284	0.564	ankur
anchorage	0.500	0.325	0.639	ankrukoht
ancient	0.420	0.217	0.439	iidne
ancillary	0.449	0.442	0.278	abistav
androgen	0.255	0.523	0.527	androgeen
android	0.663	0.436	0.500	android
anecdote	0.583	0.529	0.500	anekdoot
anemia	0.188	0.327	0.310	aneemia
anemic	0.167	0.279	0.155	aneemiline
anemone	0.552	0.538	0.327	anemone
anesthesia	0.365	0.216	0.394	anesteesia
anesthesiologist	0.419	0.224	0.526	anestesioloog
anesthetic	0.350	0.264	0.482	anesteetikum
aneurysm	0.115	0.690	0.536	aneurüsm
anew	0.771	0.358	0.385	uuesti
angel	0.906	0.158	0.704	ingel
angelic	0.927	0.298	0.668	ingellik
anger	0.167	0.865	0.657	viha
angered	0.010	0.860	0.547	vihastanud
angermanagement	0.260	0.632	0.482	viharavi
angina	0.230	0.630	0.464	stenokardia
angiogram	0.347	0.520	0.465	angiogramm
angiography	0.378	0.536	0.520	angiograafia
angle	0.541	0.330	0.455	nurk
angling	0.625	0.408	0.500	õngitsemine
angora	0.529	0.425	0.405	angoora
angriest	0.094	0.892	0.430	kõige vihasem
angry	0.122	0.830	0.604	vihane
angrytweet	0.265	0.644	0.471	vihane säuts
angst	0.167	0.888	0.333	äng
anguish	0.153	0.792	0.265	ahastus
anguished	0.135	0.720	0.307	ängistatud
angular	0.449	0.281	0.444	nurgeline
anhydrous	0.456	0.365	0.355	veevaba
animal	0.521	0.510	0.513	loom
animate	0.827	0.755	0.635	animeerima
animated	0.823	0.676	0.538	animeeritud
animation	0.888	0.750	0.549	animatsioon
animosity	0.510	0.724	0.545	vaenulikkus
animus	0.698	0.676	0.466	animus
ankle	0.500	0.274	0.234	pahkluu
anklet	0.410	0.276	0.302	jalavõru
annals	0.427	0.610	0.424	aastaraamatud
annex	0.594	0.350	0.458	lisa
annexation	0.342	0.500	0.555	annekteerimine
annexe	0.584	0.350	0.392	lisa
annihilate	0.115	0.918	0.681	hävitama
annihilated	0.080	0.760	0.324	hävitatud
annihilation	0.041	0.800	0.591	hävitamine
anniversary	0.880	0.770	0.723	aastapäeva
annotate	0.592	0.469	0.441	annoteerida
annotation	0.604	0.470	0.619	annotatsioon
announce	0.694	0.618	0.611	teatama
announcement	0.729	0.491	0.482	teadaanne
announcer	0.602	0.570	0.732	teadustaja
annoy	0.094	0.765	0.286	tüütama
annoyance	0.167	0.718	0.342	tüütust
annoyed	0.104	0.783	0.345	nördinud
annoyin	0.260	0.573	0.352	tüütu
annoying	0.082	0.853	0.348	tüütu
annoys	0.146	0.778	0.435	tüütab
annual	0.552	0.236	0.500	iga-aastane
annuity	0.521	0.304	0.527	annuiteet
annul	0.250	0.448	0.364	tühistada
annular	0.310	0.385	0.412	rõngakujuline
annulment	0.153	0.375	0.447	kehtetuks tunnistamine
annulus	0.458	0.380	0.376	rõngakujuline
anointed	0.500	0.368	0.579	võitud
anointing	0.653	0.350	0.547	võidmine
anomalous	0.281	0.480	0.423	anomaalne
anomaly	0.188	0.538	0.404	anomaalia
anon	0.479	0.354	0.298	anon
anonymity	0.469	0.255	0.430	anonüümsus
anonymous	0.396	0.291	0.431	anonüümne
anorexic	0.160	0.618	0.245	anorektik
answer	0.537	0.373	0.661	vastama
answerable	0.708	0.481	0.750	vastutav
answering	0.684	0.500	0.607	vastates
ant	0.448	0.216	0.216	ant
antagonism	0.224	0.618	0.524	antagonism
antagonist	0.240	0.615	0.700	antagonist
antagonistic	0.296	0.604	0.565	antagonistlik
antagonize	0.143	0.663	0.629	vastanduma
ante	0.448	0.320	0.417	ante
antecedent	0.427	0.551	0.566	eelnev
antelope	0.542	0.510	0.500	antiloop
antenna	0.521	0.327	0.358	antenn
anterior	0.510	0.245	0.362	eesmine
anthem	0.780	0.343	0.729	hümn
anthill	0.327	0.578	0.377	sipelgapesa
anthology	0.338	0.406	0.537	antoloogia
anthrax	0.188	0.730	0.500	siberi katk
anthropological	0.367	0.390	0.490	antropoloogiline
anthropologist	0.551	0.385	0.725	antropoloog
anthropology	0.490	0.367	0.582	antropoloogia
anti	0.365	0.412	0.384	anti
antiaircraft	0.330	0.622	0.629	õhutõrje
antibiotic	0.510	0.373	0.658	antibiootikum
antibiotics	0.448	0.406	0.557	antibiootikumid
antichrist	0.082	0.837	0.544	antikristus
anticipate	0.622	0.469	0.667	ette näha
anticipation	0.698	0.539	0.711	ootusärevus
anticipatory	0.653	0.551	0.682	ennetav
antics	0.448	0.740	0.236	naljad
antidote	0.541	0.490	0.629	vastumürk
antifungal	0.408	0.412	0.441	seenevastane
antigravity	0.430	0.714	0.658	antigravitatsioon
antimony	0.378	0.398	0.490	antimoni
antipathy	0.198	0.549	0.393	antipaatia
antiquarian	0.500	0.233	0.426	antikvaar
antiquated	0.420	0.392	0.236	vananenud
antique	0.634	0.290	0.518	antiikne
antiques	0.540	0.370	0.595	antiikesemed
antiquity	0.385	0.333	0.556	antiikajast
antiseptic	0.438	0.370	0.623	antiseptiline
antisocial	0.146	0.686	0.391	antisotsiaalne
antithesis	0.396	0.412	0.536	antitees
antithetical	0.271	0.509	0.358	antiteetiline
antiviral	0.459	0.470	0.549	viirusevastane
antler	0.448	0.470	0.500	sarv
antsy	0.449	0.558	0.417	antsy
anus	0.347	0.644	0.350	anus
anvil	0.380	0.510	0.604	alasi
anxiety	0.146	0.865	0.342	ärevus
anxietyattack	0.150	0.925	0.446	ärevushoog
anxious	0.281	0.875	0.434	murelik
anxiousness	0.235	0.814	0.282	ärevus
anytime	0.625	0.461	0.436	igal ajal
aorta	0.448	0.510	0.542	aordi
aortic	0.436	0.540	0.438	aordi
apace	0.536	0.500	0.536	tempokas
apache	0.687	0.469	0.500	apache
apartment	0.719	0.393	0.580	korter
apartments	0.704	0.337	0.443	korterid
apathetic	0.188	0.292	0.333	apaatne
apathy	0.184	0.212	0.204	apaatia
ape	0.548	0.389	0.336	ahv
aperture	0.612	0.450	0.667	ava
apex	0.570	0.433	0.418	tipp
aphid	0.388	0.473	0.407	lehetäide
aphrodisiac	0.750	0.846	0.667	afrodisiaakum
apiece	0.439	0.259	0.383	tükk
aplomb	0.500	0.509	0.582	aplomb
apocalypse	0.050	0.867	0.736	apokalüpsis
apocalyptic	0.173	0.880	0.750	apokalüptiline
apologetic	0.479	0.461	0.571	vabandav
apologist	0.406	0.429	0.526	vabandust
apologize	0.551	0.378	0.389	vabandage
apology	0.571	0.346	0.402	vabandust
apostasy	0.388	0.520	0.517	usust taganemine
apostate	0.342	0.500	0.528	usust taganeja
apostle	0.646	0.347	0.732	apostel
apostolic	0.592	0.300	0.717	apostellik
apostrophe	0.469	0.368	0.537	apostroof
apothecary	0.561	0.328	0.529	apteeker
appalled	0.194	0.792	0.562	kohkunud
appalling	0.160	0.827	0.415	kohutav
apparatus	0.375	0.353	0.377	aparaat
apparel	0.698	0.435	0.453	kehakate
apparent	0.473	0.383	0.398	ilmne
apparently	0.531	0.410	0.426	ilmselt
apparition	0.406	0.573	0.636	ilmumine
appeal	0.663	0.598	0.558	apellatsioonkaebus
appear	0.735	0.506	0.567	ilmuvad
appearance	0.669	0.490	0.534	välimus
appease	0.633	0.278	0.434	rahustada
appellant	0.327	0.588	0.568	kaebaja
append	0.573	0.464	0.453	lisama
appendage	0.229	0.382	0.438	lisand
appendectomy	0.177	0.670	0.554	pimesoole eemaldamine
appendicitis	0.031	0.640	0.347	pimesoolepõletik
appendix	0.365	0.387	0.425	lisa
appetite	0.704	0.637	0.581	söögiisu
appetizer	0.755	0.560	0.406	eelroog
appetizing	0.806	0.657	0.688	isuäratav
applaud	0.865	0.824	0.464	plaksutada
applause	0.953	0.857	0.621	aplaus
apple	0.811	0.300	0.264	õun
apple juice	0.765	0.204	0.294	õunamahl
applejack	0.604	0.431	0.473	applejack
applesauce	0.750	0.167	0.291	õunakaste
appliance	0.582	0.453	0.538	seade
appliances	0.594	0.394	0.567	seadmed
applicability	0.677	0.490	0.741	kohaldatavus
applicable	0.469	0.430	0.667	kohaldatav
applicant	0.612	0.558	0.688	taotleja
application	0.646	0.445	0.726	rakendus
apply	0.612	0.321	0.667	kohaldada
appoint	0.565	0.330	0.509	nimetada
appointment	0.688	0.594	0.547	kohtumine
appointments	0.745	0.677	0.625	kohtumised
apportion	0.677	0.490	0.638	jagamine
apportionment	0.552	0.481	0.453	jagamine
appraisal	0.417	0.667	0.682	hindamine
appraise	0.677	0.490	0.696	hindama
appreciable	0.873	0.491	0.778	märgatav
appreciate	0.885	0.422	0.741	hindan
appreciated	0.910	0.434	0.779	hinnatud
appreciates	0.765	0.500	0.656	hindab
appreciation	0.917	0.529	0.588	tunnustust
appreciative	0.857	0.380	0.654	tänulik
apprehend	0.521	0.624	0.696	kinni võtta
apprehension	0.385	0.720	0.454	kartus
apprehensive	0.406	0.592	0.431	kartlik
apprentice	0.615	0.413	0.452	õpipoiss
apprenticeship	0.812	0.482	0.643	õpipoisiõpe
approach	0.612	0.392	0.610	lähenemine
approaching	0.740	0.557	0.491	lähenemas
approbate	0.646	0.590	0.860	kohane
approbation	0.792	0.529	0.774	heakskiitmine
appropriate	0.833	0.368	0.759	asjakohane
appropriation	0.510	0.632	0.717	assigneering
approval	0.854	0.460	0.889	heakskiit
approve	0.875	0.548	0.741	heaks kiitma
approved	0.833	0.349	0.698	heaks kiidetud
approvement	0.880	0.625	0.780	heakskiit
approving	0.917	0.583	0.773	heakskiitmine
approximate	0.551	0.560	0.520	ligikaudne
approximately	0.622	0.396	0.538	umbes
approximating	0.583	0.615	0.471	ligikaudne
approximation	0.582	0.402	0.593	lähendamine
appurtenances	0.573	0.412	0.547	lisandid
apricot	0.708	0.320	0.278	aprikoos
apron	0.582	0.208	0.245	põll
apt	0.582	0.418	0.382	asjakohane
aptitude	0.750	0.471	0.746	sobivus
aqua	0.656	0.292	0.359	aqua
aquamarine	0.729	0.306	0.413	akvamariin
aquarium	0.663	0.327	0.393	akvaarium
aquatic	0.677	0.510	0.463	vee-
aqueduct	0.551	0.411	0.534	akvedukt
aqueous	0.429	0.270	0.310	vesine
arable	0.510	0.350	0.465	põllumaa
arbiter	0.561	0.537	0.814	vahekohtunik
arbitrary	0.281	0.702	0.686	meelevaldne
arbitrate	0.470	0.620	0.682	vahekohtunikuks
arbitration	0.587	0.602	0.670	vahekohus
arbitrator	0.385	0.448	0.795	vahekohtunik
arbor	0.583	0.490	0.591	lehtla
arc	0.552	0.388	0.396	kaar
arcade	0.676	0.521	0.502	arkaad
arcane	0.500	0.490	0.637	salapärane
arch	0.500	0.354	0.468	arch
archaeological	0.740	0.441	0.660	arheoloogiline
archaeologist	0.552	0.451	0.706	arheoloog
archaeology	0.596	0.358	0.691	arheoloogia
archaic	0.271	0.327	0.332	arhailine
archangel	0.837	0.500	0.708	peaingel
archbishop	0.622	0.280	0.776	peapiiskop
archdiocese	0.400	0.321	0.704	peapiiskopkond
archduke	0.458	0.413	0.634	ertshertsog
arched	0.582	0.403	0.398	kaarjas
archer	0.573	0.622	0.661	vibukütt
archery	0.594	0.604	0.589	vibulaskmine
archetype	0.448	0.520	0.569	arhetüüp
archipelago	0.745	0.370	0.592	saarestik
architect	0.776	0.442	0.836	arhitekt
architectural	0.729	0.390	0.670	arhitektuurne
architecture	0.820	0.390	0.694	arhitektuur
archive	0.438	0.294	0.527	arhiiv
arctic	0.615	0.352	0.546	arktiline
ardent	0.694	0.873	0.722	tulihingeline
ardor	0.500	0.780	0.538	tulihingelisus
arduous	0.344	0.783	0.605	vaevaline
area	0.490	0.306	0.464	ala
arena	0.510	0.235	0.404	areenil
areola	0.417	0.396	0.381	areola
areyoukidding	0.429	0.633	0.400	Kas sa teed nalja
areyoukiddingme	0.365	0.635	0.375	Kas sa teed nalja
argent	0.594	0.418	0.472	argentne
argh	0.260	0.538	0.328	argh
arghh	0.292	0.536	0.397	arghh
arghhhh	0.250	0.618	0.324	arghhhh
argue	0.093	0.798	0.525	vaidlema
argument	0.510	0.464	0.698	argument
argumentation	0.479	0.549	0.760	argumentatsioon
argumentative	0.450	0.531	0.679	argumenteeriv
arguments	0.541	0.602	0.657	argumendid
arid	0.323	0.333	0.379	kuivad
arise	0.750	0.582	0.725	tekkida
aristocracy	0.688	0.549	0.842	aristokraatia
aristocrat	0.583	0.413	0.811	aristokraat
aristocratic	0.449	0.519	0.676	aristokraatlik
arithmetic	0.453	0.460	0.634	aritmeetika
ark	0.396	0.427	0.543	ark
arm	0.552	0.285	0.469	arm
armada	0.408	0.740	0.868	armada
armament	0.198	0.764	0.810	relvastus
armaments	0.192	0.839	0.830	relvastus
armature	0.510	0.558	0.755	armatuur
armchair	0.646	0.164	0.339	tugitool
armed	0.188	0.750	0.808	relvastatud
armor	0.469	0.625	0.784	raudrüü
armored	0.469	0.509	0.861	soomustatud
armory	0.448	0.663	0.800	relvakoda
armpit	0.283	0.439	0.250	kaenlaalune
arms	0.464	0.395	0.483	käed
army	0.417	0.759	0.902	armee
aroma	0.823	0.235	0.442	aroom
aromatherapy	0.847	0.220	0.473	aroomiteraapia
arousal	0.791	0.943	0.731	erutus
arouse	0.740	0.491	0.580	äratada
aroused	0.708	0.952	0.667	äratanud
arraignment	0.406	0.837	0.534	kohtumõistmine
arrange	0.740	0.490	0.571	korraldama
arranged	0.698	0.531	0.728	korraldatud
arrangement	0.625	0.382	0.683	kokkulepe
array	0.521	0.396	0.568	massiivi
arrears	0.286	0.485	0.302	võlgnevused
arrest	0.146	0.951	0.500	arreteerimine
arrhythmia	0.265	0.706	0.356	arütmia
arrival	0.678	0.510	0.474	saabumine
arrive	0.837	0.406	0.585	saabuma
arrogance	0.143	0.750	0.620	kõrkus
arrogant	0.115	0.755	0.580	üleolev
arrow	0.439	0.390	0.454	nool
arsehole	0.276	0.598	0.433	arseauk
arseholes	0.188	0.545	0.351	arseaugud
arsenal	0.365	0.741	0.752	arsenal
arsenic	0.281	0.472	0.447	arseen
arson	0.133	0.904	0.567	süütamine
arsonist	0.348	0.840	0.500	süütaja
art	0.812	0.360	0.603	art
arterial	0.396	0.510	0.583	arteriaalne
artery	0.396	0.580	0.537	arter
artful	0.771	0.608	0.778	kunstiline
arthritis	0.110	0.518	0.345	artriit
arthropod	0.344	0.464	0.434	lülijalgsed
artichoke	0.583	0.218	0.287	artišokk
article	0.594	0.280	0.481	artiklit
articles	0.552	0.324	0.565	artiklid
articulate	0.677	0.462	0.618	sõnastada
articulation	0.479	0.480	0.591	liigendus
artifact	0.510	0.500	0.566	artefakt
artifice	0.316	0.696	0.482	kunstlikkus
artificial	0.306	0.385	0.351	kunstlik
artillery	0.350	0.912	0.794	suurtükivägi
artisan	0.781	0.330	0.411	käsitööline
artist	0.802	0.442	0.732	kunstnik
artiste	0.844	0.512	0.565	artiste
artistic	0.802	0.646	0.632	kunstiline
artistry	0.823	0.346	0.769	kunstilisus
artists	0.796	0.667	0.741	kunstnikud
artwork	0.896	0.368	0.679	kunstiteos
arty	0.490	0.422	0.388	kunstiline
asap	0.571	0.500	0.552	nii pea kui võimalik
asbestos	0.357	0.481	0.464	asbest
ascend	0.830	0.620	0.812	tõusma
ascendancy	0.724	0.625	0.700	ülemvõimu
ascendant	0.656	0.673	0.821	tõusev
ascending	0.826	0.644	0.777	tõusev
ascension	0.765	0.720	0.714	ülestõusmine
ascent	0.755	0.627	0.833	tõus
ascertain	0.560	0.530	0.625	kindlaks teha
ascertained	0.531	0.529	0.616	kindlaks tehtud
ascetic	0.438	0.375	0.472	askeetlik
ash	0.260	0.210	0.207	tuhk
ashamed	0.156	0.588	0.228	häbi
ashes	0.327	0.279	0.142	tuhk
ashtray	0.406	0.382	0.265	tuhatoos
asinine	0.429	0.472	0.433	asiniin
ask	0.531	0.440	0.459	küsi
asleeep	0.490	0.210	0.322	magama jäänud
asleep	0.604	0.100	0.270	magama jäänud
asp	0.438	0.489	0.375	asp
asparagus	0.469	0.317	0.264	spargel
aspartame	0.469	0.480	0.322	aspartaam
aspect	0.479	0.469	0.588	aspekt
aspects	0.439	0.480	0.565	aspekte
aspen	0.479	0.280	0.395	haab
asphalt	0.479	0.264	0.439	asfalt
asphyxia	0.198	0.704	0.311	lämbumine
asphyxiation	0.059	0.745	0.412	lämbumine
aspiration	0.704	0.724	0.675	püüdlus
aspire	0.812	0.469	0.722	püüdlema
aspirin	0.479	0.271	0.422	aspiriin
aspiring	0.844	0.582	0.604	püüdlev
ass	0.323	0.750	0.345	perse
assail	0.378	0.510	0.500	rünnak
assailant	0.184	0.868	0.602	ründaja
assassin	0.073	0.933	0.632	palgamõrvar
assassinate	0.051	0.969	0.722	mõrvata
assassination	0.083	0.941	0.525	atentaat
assault	0.167	0.848	0.550	rünnak
assay	0.633	0.559	0.594	analüüs
assemblage	0.429	0.452	0.600	kokkupanek
assemble	0.542	0.570	0.750	kokku panna
assembled	0.663	0.450	0.644	kokku pandud
assembly	0.698	0.500	0.640	kokkupanek
assemblyman	0.430	0.538	0.760	monteerija
assent	0.615	0.515	0.719	nõusolek
assert	0.750	0.619	0.809	väita
asserting	0.694	0.531	0.736	kinnitades
assertion	0.740	0.442	0.750	väide
assertive	0.719	0.412	0.770	enesekindel
assess	0.698	0.500	0.623	hinnata
assessment	0.750	0.623	0.658	hindamine
assessor	0.551	0.538	0.764	hindaja
asset	0.797	0.765	0.788	vara
assets	0.667	0.613	0.765	varasid
asshole	0.133	0.582	0.263	sitapea
assign	0.622	0.417	0.709	määrama
assignee	0.510	0.462	0.510	volitaja
assignment	0.483	0.398	0.745	ülesanne
assimilate	0.559	0.391	0.683	ühte sulama, assimileerima
assimilation	0.429	0.378	0.463	assimilatsioon
assist	0.833	0.435	0.629	abistada
assistance	0.656	0.519	0.633	abi
assistant	0.625	0.390	0.536	assistent
associate	0.812	0.409	0.625	siduda
association	0.745	0.500	0.817	assotsiatsioon
assorted	0.602	0.460	0.472	assortii
assortment	0.694	0.360	0.526	sortiment
assuage	0.745	0.255	0.500	leevendada
assume	0.698	0.401	0.464	oletada
assumed	0.612	0.247	0.454	oletatud
assuming	0.740	0.390	0.526	eeldades
assumption	0.479	0.431	0.417	oletus
assurance	0.675	0.442	0.704	tagatis
assure	0.910	0.460	0.839	kinnitada
assured	0.878	0.327	0.754	kindlustatud
assuredly	0.786	0.396	0.833	kindlasti
asterisk	0.541	0.288	0.273	tärn
asteroid	0.430	0.721	0.623	asteroid
asteroids	0.361	0.694	0.712	asteroidid
asthma	0.198	0.549	0.227	astma
asthmatic	0.229	0.706	0.294	astmaatikuga
astigmatism	0.214	0.490	0.429	astigmatism
astonish	0.786	0.845	0.658	hämmastama
astonished	0.510	0.775	0.574	hämmastunud
astonishing	0.844	0.802	0.821	hämmastav
astonishingly	0.827	0.898	0.773	hämmastavalt
astonishment	0.680	0.718	0.519	hämmastus
astound	0.729	0.675	0.474	hämmastab
astral	0.604	0.417	0.567	astraal
astray	0.098	0.676	0.308	eksinud
astringent	0.316	0.500	0.474	kokkutõmbav
astrologer	0.594	0.519	0.673	astroloog
astrology	0.635	0.340	0.500	astroloogia
astronaut	0.792	0.601	0.761	astronaut
astronomer	0.750	0.509	0.735	astronoom
astronomical	0.600	0.632	0.726	astronoomiline
astronomy	0.613	0.474	0.722	astronoomia
astute	0.776	0.658	0.827	nutikas
asunder	0.208	0.442	0.259	lahutada
asylum	0.407	0.330	0.445	varjupaiga
asymmetric	0.580	0.343	0.465	asümmeetriline
asymmetry	0.476	0.373	0.527	asümmeetria
asymptotic	0.479	0.451	0.472	asümptootiline
atelier	0.490	0.330	0.705	ateljee
atheism	0.276	0.460	0.481	ateism
atheistic	0.373	0.481	0.466	ateistlik
atherosclerosis	0.250	0.480	0.343	ateroskleroos
athlete	0.781	0.718	0.686	sportlane
athletic	0.857	0.798	0.708	sportlik
athleticism	0.750	0.863	0.778	sportlikkus
athletics	0.831	0.691	0.740	kergejõustik
atlas	0.531	0.306	0.554	atlas
atmosphere	0.604	0.300	0.560	õhkkond
atmospheric	0.531	0.420	0.594	atmosfääriline
atoll	0.480	0.408	0.472	atoll
atom	0.510	0.500	0.433	aatom
atomic	0.327	0.817	0.713	aatomi
atone	0.418	0.673	0.411	lepitama
atonement	0.550	0.602	0.683	lepitus
atpeace	0.724	0.298	0.519	rahus
atrium	0.469	0.365	0.473	aatrium
atrocious	0.073	0.811	0.445	julm
atrocity	0.115	0.844	0.593	julmus
atrophy	0.177	0.540	0.208	atroofia
attach	0.520	0.363	0.559	kinnitada
attached	0.562	0.350	0.439	lisatud
attachment	0.570	0.343	0.500	manus
attack	0.286	0.948	0.670	rünnak
attacker	0.185	0.962	0.629	ründaja
attacking	0.276	0.837	0.642	rünnata
attain	0.806	0.510	0.719	saavutama
attainable	0.760	0.500	0.759	saavutatav
attainment	0.830	0.520	0.940	saavutamine
attempt	0.625	0.491	0.431	katse
attempted	0.594	0.580	0.567	püüdnud
attend	0.650	0.420	0.625	osalema
attendance	0.812	0.500	0.592	kohalviibimine
attendant	0.580	0.365	0.519	saatja
attention	0.740	0.599	0.774	tähelepanu
attentionseeker	0.367	0.745	0.457	tähelepanu otsija
attentionseekers	0.531	0.673	0.500	tähelepanu otsijad
attentive	0.812	0.520	0.724	tähelepanelik
attenuate	0.408	0.302	0.429	nõrgendada
attenuated	0.449	0.280	0.298	nõrgendatud
attenuation	0.458	0.363	0.464	sumbumine
attest	0.439	0.710	0.685	tõendama
attestation	0.234	0.635	0.500	tunnistus
attic	0.521	0.259	0.377	pööning
attire	0.742	0.388	0.483	riietus
attitude	0.760	0.644	0.861	suhtumine
attorney	0.600	0.594	0.754	advokaat
attract	0.796	0.663	0.769	meelitada
attraction	0.906	0.774	0.712	atraktsioon
attractive	0.906	0.630	0.769	atraktiivne
attractiveness	0.938	0.667	0.755	atraktiivsust
attributable	0.704	0.430	0.527	omistatav
attribute	0.781	0.439	0.795	atribuut
attribution	0.646	0.467	0.658	omistamine
attrition	0.229	0.540	0.259	hõõrdumine
auburn	0.510	0.240	0.411	kastanpruun
auction	0.594	0.702	0.519	oksjon
auctioneer	0.542	0.732	0.716	oksjonipidaja
audacious	0.740	0.875	0.825	jultunud
audacity	0.760	0.755	0.916	jultumus
audible	0.673	0.370	0.462	kuuldav
audience	0.698	0.610	0.613	publik
audio	0.709	0.425	0.370	heli
audit	0.375	0.562	0.735	audit
audition	0.750	0.685	0.615	kuulamine
auditions	0.740	0.765	0.596	kuulamised
auditor	0.582	0.571	0.726	audiitor
auditorium	0.529	0.490	0.538	auditoorium
auditory	0.531	0.481	0.570	kuulmis
aught	0.418	0.135	0.217	august
augment	0.650	0.683	0.645	suurendada
augmentation	0.714	0.613	0.850	suurendamine
august	0.652	0.292	0.462	august
aunt	0.667	0.291	0.420	tädi
auntie	0.643	0.275	0.447	tädi
aura	0.760	0.333	0.500	aura
aurora	0.817	0.306	0.537	aurora
auspices	0.542	0.500	0.634	egiidi all
auspicious	0.562	0.635	0.669	soodne
austere	0.500	0.390	0.422	karm
austerity	0.438	0.406	0.534	kokkuhoid
authentic	0.885	0.510	0.782	autentne
authenticate	0.833	0.480	0.789	autentida
authentication	0.724	0.491	0.750	autentimine
authenticity	0.670	0.548	0.845	autentsus
author	0.775	0.343	0.749	autor
authoritative	0.636	0.520	0.890	autoriteetne
authority	0.592	0.592	0.934	asutus
authorization	0.521	0.567	0.817	luba
authorize	0.772	0.596	0.821	volitada
authorized	0.760	0.458	0.815	volitatud
authorship	0.667	0.635	0.773	autorsus
autism	0.235	0.500	0.447	autism
autistic	0.367	0.337	0.404	autistlik
auto	0.571	0.569	0.500	auto
autobiographical	0.909	0.462	0.582	autobiograafiline
autobiography	0.735	0.284	0.629	autobiograafia
autocorrect	0.551	0.439	0.616	automaatne parandamine
autocratic	0.542	0.577	0.727	autokraatlik
autograph	0.735	0.565	0.473	autogramm
autographed	0.781	0.620	0.625	autogrammiga
automated	0.578	0.402	0.632	automatiseeritud
automatic	0.562	0.433	0.664	automaatne
automobile	0.753	0.625	0.534	auto
automotive	0.656	0.520	0.577	autotööstus
autonomy	0.781	0.349	0.891	autonoomia
autopilot	0.594	0.462	0.632	autopiloot
autopsy	0.252	0.650	0.538	lahkamine
autumn	0.765	0.204	0.450	sügis
auxiliary	0.622	0.471	0.509	abistav
avail	0.800	0.430	0.603	kasutada
availability	0.796	0.544	0.600	kättesaadavus
