English Word	Valence	Arousal	Dominance	Xhosa Word
amphitheater	0.653	0.480	0.545	iqonga lemidlalo yeqonga
ample	0.744	0.349	0.719	ngokwaneleyo
amplification	0.690	0.677	0.810	ukukhulisa
amplify	0.677	0.735	0.827	khulisa
amplitude	0.694	0.439	0.692	ubukhulu
amply	0.781	0.431	0.766	kakhulu
amputate	0.092	0.660	0.509	qhawula amalungu omzimba
amputation	0.100	0.755	0.483	ukunqunyulwa amalungu omzimba
amuck	0.385	0.602	0.321	ubumnandi
amulet	0.781	0.260	0.630	ikhubalo
amuse	0.812	0.684	0.664	hlekisa
amused	0.942	0.847	0.596	hlekisa
amusement	0.929	0.837	0.803	ukuzonwabisa
amusing	0.960	0.829	0.632	iyahlekisa
ana	0.541	0.300	0.314	ana
anaconda	0.146	0.830	0.540	inhlwathi
anaesthesia	0.350	0.217	0.473	i-anesthesia
anaesthetic	0.449	0.268	0.509	i-anesthetic
anagram	0.552	0.327	0.449	ianagram
anal	0.333	0.798	0.334	ezimpundu
analgesic	0.417	0.321	0.441	i-analgesic
analogous	0.531	0.270	0.500	ngokufana
analogue	0.570	0.320	0.446	ianalogu
analogy	0.510	0.367	0.509	isifaniso
analysis	0.729	0.448	0.705	uhlalutyo
analyst	0.604	0.415	0.755	umhlalutyi
analytic	0.665	0.521	0.634	uhlalutyo
analytical	0.625	0.324	0.800	uhlalutyo
analyze	0.667	0.462	0.710	hlalutya
analyzer	0.625	0.556	0.854	umhlalutyi
anaphylactic	0.378	0.588	0.500	i-anaphylactic
anarchism	0.125	0.804	0.623	i-anarchism
anarchist	0.204	0.700	0.759	i-anarchist
anarchy	0.146	0.755	0.620	isiphithiphithi
anastomosis	0.375	0.470	0.490	i-anastomosis
anathema	0.286	0.490	0.519	isiqalekiso
anatomic	0.562	0.442	0.546	i-anatomic
anatomy	0.562	0.390	0.571	i-anatomy
ancestor	0.592	0.388	0.594	ukhokho
ancestral	0.640	0.481	0.750	izinyanya
ancestry	0.708	0.519	0.717	umnombo
anchor	0.520	0.284	0.564	iankile
anchorage	0.500	0.325	0.639	iiankile
ancient	0.420	0.217	0.439	yamandulo
ancillary	0.449	0.442	0.278	isincedisi
androgen	0.255	0.523	0.527	kunye ne-androgen
android	0.663	0.436	0.500	Android
anecdote	0.583	0.529	0.500	ianecdote
anemia	0.188	0.327	0.310	ianemia
anemic	0.167	0.279	0.155	anemic
anemone	0.552	0.538	0.327	ianemone
anesthesia	0.365	0.216	0.394	i-anesthesia
anesthesiologist	0.419	0.224	0.526	i-anesthesiologist
anesthetic	0.350	0.264	0.482	i-anesthetic
aneurysm	0.115	0.690	0.536	aneurysm
anew	0.771	0.358	0.385	ngokutsha
angel	0.906	0.158	0.704	ingelosi
angelic	0.927	0.298	0.668	eyengelosi
anger	0.167	0.865	0.657	umsindo
angered	0.010	0.860	0.547	nomsindo
angermanagement	0.260	0.632	0.482	ukulawula umsindo
angina	0.230	0.630	0.464	angina
angiogram	0.347	0.520	0.465	iangiogram
angiography	0.378	0.536	0.520	iangiography
angle	0.541	0.330	0.455	i-engile
angling	0.625	0.408	0.500	ukukhangela
angora	0.529	0.425	0.405	i-angora
angriest	0.094	0.892	0.430	nomsindo
angry	0.122	0.830	0.604	nomsindo
angrytweet	0.265	0.644	0.471	angrytweet
angst	0.167	0.888	0.333	ingqumbo
anguish	0.153	0.792	0.265	intlungu
anguished	0.135	0.720	0.307	buhlungu
angular	0.449	0.281	0.444	i-angular
anhydrous	0.456	0.365	0.355	engenamanzi
animal	0.521	0.510	0.513	isilwanyana
animate	0.827	0.755	0.635	phila
animated	0.823	0.676	0.538	oopopayi
animation	0.888	0.750	0.549	oopopayi
animosity	0.510	0.724	0.545	inzondo
animus	0.698	0.676	0.466	umphefumlo
ankle	0.500	0.274	0.234	iqakala
anklet	0.410	0.276	0.302	iqatha
annals	0.427	0.610	0.424	ingxelo
annex	0.594	0.350	0.458	isihlomelo
annexation	0.342	0.500	0.555	isihlomelo
annexe	0.584	0.350	0.392	isihlomelo
annihilate	0.115	0.918	0.681	bhangisa
annihilated	0.080	0.760	0.324	bhangisiwe
annihilation	0.041	0.800	0.591	imbubhiso
anniversary	0.880	0.770	0.723	usuku enazimanya ngalo
annotate	0.592	0.469	0.441	chaza
annotation	0.604	0.470	0.619	inkcazo
announce	0.694	0.618	0.611	bhengeza
announcement	0.729	0.491	0.482	isaziso
announcer	0.602	0.570	0.732	umsasazi
annoy	0.094	0.765	0.286	caphukisa
annoyance	0.167	0.718	0.342	ukucaphuka
annoyed	0.104	0.783	0.345	ndicaphukile
annoyin	0.260	0.573	0.352	iyacaphukisa
annoying	0.082	0.853	0.348	iyacaphukisa
annoys	0.146	0.778	0.435	iyacaphukisa
annual	0.552	0.236	0.500	ngonyaka
annuity	0.521	0.304	0.527	imali yonyaka
annul	0.250	0.448	0.364	bhangisa
annular	0.310	0.385	0.412	ngonyaka
annulment	0.153	0.375	0.447	ubhangiso
annulus	0.458	0.380	0.376	i-annulus
anointed	0.500	0.368	0.579	uthanjisiwe
anointing	0.653	0.350	0.547	ukuthanjiswa
anomalous	0.281	0.480	0.423	engaqhelekanga
anomaly	0.188	0.538	0.404	ngokungaqhelekanga
anon	0.479	0.354	0.298	hayi
anonymity	0.469	0.255	0.430	ukungaziwa
anonymous	0.396	0.291	0.431	engaziwa
anorexic	0.160	0.618	0.245	i-anorexic
answer	0.537	0.373	0.661	impendulo
answerable	0.708	0.481	0.750	iyaphendula
answering	0.684	0.500	0.607	ukuphendula
ant	0.448	0.216	0.216	imbovane
antagonism	0.224	0.618	0.524	inkcaso
antagonist	0.240	0.615	0.700	umchasi
antagonistic	0.296	0.604	0.565	ochasayo
antagonize	0.143	0.663	0.629	caphukisa
ante	0.448	0.320	0.417	ante
antecedent	0.427	0.551	0.566	owandulelayo
antelope	0.542	0.510	0.500	Inyamakazi
antenna	0.521	0.327	0.358	i-eriyali
anterior	0.510	0.245	0.362	ngaphambili
anthem	0.780	0.343	0.729	umhobe wesizwe
anthill	0.327	0.578	0.377	isiduli
anthology	0.338	0.406	0.537	i-anthology
anthrax	0.188	0.730	0.500	i-anthrax
anthropological	0.367	0.390	0.490	i-anthropological
anthropologist	0.551	0.385	0.725	isazi ngendalo
anthropology	0.490	0.367	0.582	ianthropology
anti	0.365	0.412	0.384	umchasi
antiaircraft	0.330	0.622	0.629	iinqwelomoya
antibiotic	0.510	0.373	0.658	amayeza okubulala iintsholongwane
antibiotics	0.448	0.406	0.557	antibiotics
antichrist	0.082	0.837	0.544	umchasi-Kristu
anticipate	0.622	0.469	0.667	lindela
anticipation	0.698	0.539	0.711	ulindelo
anticipatory	0.653	0.551	0.682	ukulindela
antics	0.448	0.740	0.236	i-antics
antidote	0.541	0.490	0.629	iyeza
antifungal	0.408	0.412	0.441	antifungal
antigravity	0.430	0.714	0.658	antigravity
antimony	0.378	0.398	0.490	i-antimony
antipathy	0.198	0.549	0.393	inkcaso
antiquarian	0.500	0.233	0.426	izinto zakudala
antiquated	0.420	0.392	0.236	kudala
antique	0.634	0.290	0.518	zakudala
antiques	0.540	0.370	0.595	izinto zakudala
antiquity	0.385	0.333	0.556	kudala
antiseptic	0.438	0.370	0.623	isibulala-ntsholongwane
antisocial	0.146	0.686	0.391	ukungahlalisani
antithesis	0.396	0.412	0.536	isichasi
antithetical	0.271	0.509	0.358	i-antithetical
antiviral	0.459	0.470	0.549	antiviral
antler	0.448	0.470	0.500	impondo
antsy	0.449	0.558	0.417	i-antsy
anus	0.347	0.644	0.350	umva
anvil	0.380	0.510	0.604	imbumbulu
anxiety	0.146	0.865	0.342	ixhala
anxietyattack	0.150	0.925	0.446	uhlaselo lwexhala
anxious	0.281	0.875	0.434	ukuxhalaba
anxiousness	0.235	0.814	0.282	ukuxhalaba
anytime	0.625	0.461	0.436	nanini na
aorta	0.448	0.510	0.542	iaorta
aortic	0.436	0.540	0.438	aortic
apace	0.536	0.500	0.536	ngokukhawuleza
apache	0.687	0.469	0.500	apache
apartment	0.719	0.393	0.580	indlu
apartments	0.704	0.337	0.443	amagumbi
apathetic	0.188	0.292	0.333	ukungabi namdla
apathy	0.184	0.212	0.204	ukungakhathali
ape	0.548	0.389	0.336	inkawu
aperture	0.612	0.450	0.667	indawo yokuvula
apex	0.570	0.433	0.418	inkcaso
aphid	0.388	0.473	0.407	intwala
aphrodisiac	0.750	0.846	0.667	aphrodisiac
apiece	0.439	0.259	0.383	ipisi
aplomb	0.500	0.509	0.582	aplomb
apocalypse	0.050	0.867	0.736	apocalypse
apocalyptic	0.173	0.880	0.750	iapocalyptic
apologetic	0.479	0.461	0.571	uxolo
apologist	0.406	0.429	0.526	umxoleli
apologize	0.551	0.378	0.389	cela uxolo
apology	0.571	0.346	0.402	uxolo
apostasy	0.388	0.520	0.517	uwexuko
apostate	0.342	0.500	0.528	uwexuki
apostle	0.646	0.347	0.732	umpostile
apostolic	0.592	0.300	0.717	yabapostile
apostrophe	0.469	0.368	0.537	iastrophe
apothecary	0.561	0.328	0.529	i-apothecary
appalled	0.194	0.792	0.562	bothukile
appalling	0.160	0.827	0.415	eyothusayo
apparatus	0.375	0.353	0.377	izixhobo
apparel	0.698	0.435	0.453	impahla
apparent	0.473	0.383	0.398	kubonakala
apparently	0.531	0.410	0.426	ngokucacileyo
apparition	0.406	0.573	0.636	imbonakalo
appeal	0.663	0.598	0.558	isibheno
appear	0.735	0.506	0.567	vela
appearance	0.669	0.490	0.534	inkangeleko
appease	0.633	0.278	0.434	xolisa
appellant	0.327	0.588	0.568	umbheni
append	0.573	0.464	0.453	dibanisa
appendage	0.229	0.382	0.438	isihlomelo
appendectomy	0.177	0.670	0.554	ukususwa kwe-appendectomy
appendicitis	0.031	0.640	0.347	i-appendicitis
appendix	0.365	0.387	0.425	isihlomelo
appetite	0.704	0.637	0.581	umdla wokutya
appetizer	0.755	0.560	0.406	appetizer
appetizing	0.806	0.657	0.688	ukukholisa
applaud	0.865	0.824	0.464	ukuqhwaba izandla
applause	0.953	0.857	0.621	intswahla yezandla
apple	0.811	0.300	0.264	apile
apple juice	0.765	0.204	0.294	ijusi ye-apile
applejack	0.604	0.431	0.473	applejack
applesauce	0.750	0.167	0.291	applesauce
appliance	0.582	0.453	0.538	isixhobo sombane
appliances	0.594	0.394	0.567	izixhobo zombane
applicability	0.677	0.490	0.741	ukusebenza
applicable	0.469	0.430	0.667	esebenzayo
applicant	0.612	0.558	0.688	umenzi-sicelo
application	0.646	0.445	0.726	isicelo
apply	0.612	0.321	0.667	faka isicelo
appoint	0.565	0.330	0.509	misela
appointment	0.688	0.594	0.547	ukuqeshwa
appointments	0.745	0.677	0.625	amadinga
apportion	0.677	0.490	0.638	ulwabiwo
apportionment	0.552	0.481	0.453	ulwabiwo
appraisal	0.417	0.667	0.682	ukuvandlakanywa
appraise	0.677	0.490	0.696	xabisa
appreciable	0.873	0.491	0.778	uxabiso
appreciate	0.885	0.422	0.741	bulela
appreciated	0.910	0.434	0.779	ixatyiswe
appreciates	0.765	0.500	0.656	ndiyabulela
appreciation	0.917	0.529	0.588	ukuxabisa
appreciative	0.857	0.380	0.654	enoxabiso
apprehend	0.521	0.624	0.696	bamba
apprehension	0.385	0.720	0.454	ukuxhalaba
apprehensive	0.406	0.592	0.431	uloyiko
apprentice	0.615	0.413	0.452	umfundi
apprenticeship	0.812	0.482	0.643	ukuqeqeshelwa umsebenzi
approach	0.612	0.392	0.610	ukusondela
approaching	0.740	0.557	0.491	isondela
approbate	0.646	0.590	0.860	vumela
approbation	0.792	0.529	0.774	ulwamkelo
appropriate	0.833	0.368	0.759	kufanelekile
appropriation	0.510	0.632	0.717	ulwabiwo
approval	0.854	0.460	0.889	imvume
approve	0.875	0.548	0.741	vuma
approved	0.833	0.349	0.698	ivunyiwe
approvement	0.880	0.625	0.780	imvume
approving	0.917	0.583	0.773	ukuvuma
approximate	0.551	0.560	0.520	malunga
approximately	0.622	0.396	0.538	malunga
approximating	0.583	0.615	0.471	malunga
approximation	0.582	0.402	0.593	uqikelelo
appurtenances	0.573	0.412	0.547	izixhobo
apricot	0.708	0.320	0.278	I-aprikothi
apron	0.582	0.208	0.245	ifaskoti
apt	0.582	0.418	0.382	kufanelekile
aptitude	0.750	0.471	0.746	ubuchule
aqua	0.656	0.292	0.359	emanzini
aquamarine	0.729	0.306	0.413	i-aquamarine
aquarium	0.663	0.327	0.393	emanzini
aquatic	0.677	0.510	0.463	emanzini
aqueduct	0.551	0.411	0.534	umjelo wamanzi
aqueous	0.429	0.270	0.310	emanzini
arable	0.510	0.350	0.465	iyaphatheka
arbiter	0.561	0.537	0.814	umlamli
arbitrary	0.281	0.702	0.686	ngokungenasizathu
arbitrate	0.470	0.620	0.682	ukulamla
arbitration	0.587	0.602	0.670	ulamlo
arbitrator	0.385	0.448	0.795	umlamli
arbor	0.583	0.490	0.591	arbor
arc	0.552	0.388	0.396	arc
arcade	0.676	0.521	0.502	i-arcade
arcane	0.500	0.490	0.637	arcane
arch	0.500	0.354	0.468	iarch
archaeological	0.740	0.441	0.660	ngezakudala
archaeologist	0.552	0.451	0.706	umembi wezinto zakudala
archaeology	0.596	0.358	0.691	inzululwazi yezinto zakudala
archaic	0.271	0.327	0.332	yamandulo
archangel	0.837	0.500	0.708	isiphatha-zingelosi
archbishop	0.622	0.280	0.776	ubhishophu omkhulu
archdiocese	0.400	0.321	0.704	kwi-archdiocese
archduke	0.458	0.413	0.634	archduke
arched	0.582	0.403	0.398	arched
archer	0.573	0.622	0.661	umtoli
archery	0.594	0.604	0.589	utolo
archetype	0.448	0.520	0.569	i-archetype
archipelago	0.745	0.370	0.592	ichwebakazi
architect	0.776	0.442	0.836	umyili wezakhiwo
architectural	0.729	0.390	0.670	bokwakha
architecture	0.820	0.390	0.694	ulwakhiwo
archive	0.438	0.294	0.527	uvimba
arctic	0.615	0.352	0.546	arctic
ardent	0.694	0.873	0.722	okhutheleyo
ardor	0.500	0.780	0.538	inzondelelo
arduous	0.344	0.783	0.605	nzima
area	0.490	0.306	0.464	indawo
arena	0.510	0.235	0.404	ibala
areola	0.417	0.396	0.381	areola
areyoukidding	0.429	0.633	0.400	Ingaba uyadlala
areyoukiddingme	0.365	0.635	0.375	ingaba uyadlala ngam
argent	0.594	0.418	0.472	ngokungxamisekileyo
argh	0.260	0.538	0.328	argh
arghh	0.292	0.536	0.397	argh
arghhhh	0.250	0.618	0.324	arghhhh
argue	0.093	0.798	0.525	xoxa
argument	0.510	0.464	0.698	ingxoxo
argumentation	0.479	0.549	0.760	ingxoxo
argumentative	0.450	0.531	0.679	nengxoxo
arguments	0.541	0.602	0.657	iingxoxo
arid	0.323	0.333	0.379	eyomileyo
arise	0.750	0.582	0.725	vuka
aristocracy	0.688	0.549	0.842	izihandiba
aristocrat	0.583	0.413	0.811	izihandiba
aristocratic	0.449	0.519	0.676	izihandiba
arithmetic	0.453	0.460	0.634	izibalo
ark	0.396	0.427	0.543	umkhombe
arm	0.552	0.285	0.469	ingalo
armada	0.408	0.740	0.868	izixhobo
armament	0.198	0.764	0.810	izixhobo
armaments	0.192	0.839	0.830	izixhobo
armature	0.510	0.558	0.755	izixhobo
armchair	0.646	0.164	0.339	isitulo sengalo
armed	0.188	0.750	0.808	uxhobile
armor	0.469	0.625	0.784	isikrweqe
armored	0.469	0.509	0.861	zixhobile
armory	0.448	0.663	0.800	indawo yokugcina izixhobo
armpit	0.283	0.439	0.250	ikhwapha
arms	0.464	0.395	0.483	iingalo
army	0.417	0.759	0.902	umkhosi
aroma	0.823	0.235	0.442	ivumba
aromatherapy	0.847	0.220	0.473	aromatherapy
arousal	0.791	0.943	0.731	ukuvuseleleka
arouse	0.740	0.491	0.580	vusa
aroused	0.708	0.952	0.667	wavusa
arraignment	0.406	0.837	0.534	ukubekwa ityala
arrange	0.740	0.490	0.571	cwangcisa
arranged	0.698	0.531	0.728	ilungisiwe
arrangement	0.625	0.382	0.683	ilungiselelo
array	0.521	0.396	0.568	uluhlu
arrears	0.286	0.485	0.302	amatyala
arrest	0.146	0.951	0.500	ukubanjwa
arrhythmia	0.265	0.706	0.356	arrhythmia
arrival	0.678	0.510	0.474	ukufika
arrive	0.837	0.406	0.585	fika
arrogance	0.143	0.750	0.620	ukuzigwagwisa
arrogant	0.115	0.755	0.580	abanekratshi
arrow	0.439	0.390	0.454	utolo
arsehole	0.276	0.598	0.433	umngxuma omkhulu
arseholes	0.188	0.545	0.351	imigodi
arsenal	0.365	0.741	0.752	arsenal
arsenic	0.281	0.472	0.447	iarsenic
arson	0.133	0.904	0.567	ukutshisa
arsonist	0.348	0.840	0.500	umtshisi
art	0.812	0.360	0.603	ubugcisa
arterial	0.396	0.510	0.583	imithambo
artery	0.396	0.580	0.537	umthambo
artful	0.771	0.608	0.778	nobuchule
arthritis	0.110	0.518	0.345	isifo samathambo
arthropod	0.344	0.464	0.434	i-arthropod
artichoke	0.583	0.218	0.287	i-artichoke
article	0.594	0.280	0.481	inqaku
articles	0.552	0.324	0.565	amanqaku
articulate	0.677	0.462	0.618	cacisa
articulation	0.479	0.480	0.591	ukucacisa
artifact	0.510	0.500	0.566	i-artifact
artifice	0.316	0.696	0.482	ubugcisa
artificial	0.306	0.385	0.351	eyenziweyo
artillery	0.350	0.912	0.794	izixhobo zokulwa
artisan	0.781	0.330	0.411	igcisa
artist	0.802	0.442	0.732	igcisa
artiste	0.844	0.512	0.565	umculi
artistic	0.802	0.646	0.632	ubugcisa
artistry	0.823	0.346	0.769	ubugcisa
artists	0.796	0.667	0.741	amagcisa
artwork	0.896	0.368	0.679	umsebenzi wobugcisa
arty	0.490	0.422	0.388	arty
asap	0.571	0.500	0.552	Ngokukhawuleza okudibene nokungxama
asbestos	0.357	0.481	0.464	iasbestos
ascend	0.830	0.620	0.812	enyuka
ascendancy	0.724	0.625	0.700	ukunyuka
ascendant	0.656	0.673	0.821	enyukayo
ascending	0.826	0.644	0.777	ukunyuka
ascension	0.765	0.720	0.714	ukunyuka
ascent	0.755	0.627	0.833	ukunyuka
ascertain	0.560	0.530	0.625	qinisekisa
ascertained	0.531	0.529	0.616	iqinisekisiwe
ascetic	0.438	0.375	0.472	ukuzincama
ash	0.260	0.210	0.207	uthuthu
ashamed	0.156	0.588	0.228	uneentloni
ashes	0.327	0.279	0.142	uthuthu
ashtray	0.406	0.382	0.265	i-ashtray
asinine	0.429	0.472	0.433	asinini
ask	0.531	0.440	0.459	buza
asleeep	0.490	0.210	0.322	ndilele
asleep	0.604	0.100	0.270	elele
asp	0.438	0.489	0.375	asp
asparagus	0.469	0.317	0.264	i-asparagus
aspartame	0.469	0.480	0.322	iaspartame
aspect	0.479	0.469	0.588	inkalo
aspects	0.439	0.480	0.565	imiba
aspen	0.479	0.280	0.395	aspen
asphalt	0.479	0.264	0.439	itela
asphyxia	0.198	0.704	0.311	ukungafixisi
asphyxiation	0.059	0.745	0.412	ukuphefumla
aspiration	0.704	0.724	0.675	ulangazelelo
aspire	0.812	0.469	0.722	nqwenela
aspirin	0.479	0.271	0.422	i-aspirin
aspiring	0.844	0.582	0.604	abanqwenelayo
ass	0.323	0.750	0.345	iimpundu
assail	0.378	0.510	0.500	ukuhlasela
assailant	0.184	0.868	0.602	umhlaseli
assassin	0.073	0.933	0.632	umbulali
assassinate	0.051	0.969	0.722	bulala
assassination	0.083	0.941	0.525	ukubulawa
assault	0.167	0.848	0.550	uhlaselo
assay	0.633	0.559	0.594	uvavanyo
assemblage	0.429	0.452	0.600	ukudibanisa
assemble	0.542	0.570	0.750	hlanganisana
assembled	0.663	0.450	0.644	zidityanisiwe
assembly	0.698	0.500	0.640	indibano
assemblyman	0.430	0.538	0.760	indibano
assent	0.615	0.515	0.719	imvume
assert	0.750	0.619	0.809	qinisekisa
asserting	0.694	0.531	0.736	ebangisa
assertion	0.740	0.442	0.750	inkcazo
assertive	0.719	0.412	0.770	ukuzithethelela
assess	0.698	0.500	0.623	vavanya
assessment	0.750	0.623	0.658	uvavanyo
assessor	0.551	0.538	0.764	umvavanyi
asset	0.797	0.765	0.788	i-asethi
assets	0.667	0.613	0.765	asethi
asshole	0.133	0.582	0.263	Umgqobho wempundu
assign	0.622	0.417	0.709	yabela
assignee	0.510	0.462	0.510	owabelweyo
assignment	0.483	0.398	0.745	isabelo
assimilate	0.559	0.391	0.683	fanisa
assimilation	0.429	0.378	0.463	ukulinganisa
assist	0.833	0.435	0.629	nceda
assistance	0.656	0.519	0.633	uncedo
assistant	0.625	0.390	0.536	umncedisi
associate	0.812	0.409	0.625	umhlobo
association	0.745	0.500	0.817	umbutho
assorted	0.602	0.460	0.472	ezahlukeneyo
assortment	0.694	0.360	0.526	i-assortment
assuage	0.745	0.255	0.500	thoba
assume	0.698	0.401	0.464	cinga
assumed	0.612	0.247	0.454	kucingelwa
assuming	0.740	0.390	0.526	ukucinga
assumption	0.479	0.431	0.417	ukucinga
assurance	0.675	0.442	0.704	isiqinisekiso
assure	0.910	0.460	0.839	qinisekisa
assured	0.878	0.327	0.754	qinisekisiwe
assuredly	0.786	0.396	0.833	ngokuqinisekileyo
asterisk	0.541	0.288	0.273	inkwenkwezi
asteroid	0.430	0.721	0.623	asteroid
asteroids	0.361	0.694	0.712	iiasteroids
asthma	0.198	0.549	0.227	umbefu
asthmatic	0.229	0.706	0.294	isifo sombefu
astigmatism	0.214	0.490	0.429	i-astigmatism
astonish	0.786	0.845	0.658	mangalisa
astonished	0.510	0.775	0.574	bemangalisiwe
astonishing	0.844	0.802	0.821	iyamangalisa
astonishingly	0.827	0.898	0.773	ngokumangalisayo
astonishment	0.680	0.718	0.519	ukukhwankqiswa
astound	0.729	0.675	0.474	mangalisa
astral	0.604	0.417	0.567	astral
astray	0.098	0.676	0.308	lahlekile
astringent	0.316	0.500	0.474	astringent
astrologer	0.594	0.519	0.673	umvumisi ngeenkwenkwezi
astrology	0.635	0.340	0.500	ukuvumisa ngeenkwenkwezi
astronaut	0.792	0.601	0.761	usomajukujuku
astronomer	0.750	0.509	0.735	isazi ngeenkwenkwezi
astronomical	0.600	0.632	0.726	ngeenkwenkwezi
astronomy	0.613	0.474	0.722	inzululwazi ngeenkwenkwezi
astute	0.776	0.658	0.827	ngobukrelekrele
asunder	0.208	0.442	0.259	phakathi
asylum	0.407	0.330	0.445	indawo yokusabela
asymmetric	0.580	0.343	0.465	asymmetric
asymmetry	0.476	0.373	0.527	i-asymmetry
asymptotic	0.479	0.451	0.472	asymptotic
atelier	0.490	0.330	0.705	ivenkile
atheism	0.276	0.460	0.481	ukungakholelwa kuThixo
atheistic	0.373	0.481	0.466	abangakholelwayo kuThixo
atherosclerosis	0.250	0.480	0.343	i-atherosclerosis
athlete	0.781	0.718	0.686	Imbaleki
athletic	0.857	0.798	0.708	kwezemidlalo
athleticism	0.750	0.863	0.778	iimbaleki
athletics	0.831	0.691	0.740	iimbaleki
atlas	0.531	0.306	0.554	iatlasi
atmosphere	0.604	0.300	0.560	umoya
atmospheric	0.531	0.420	0.594	emoyeni
atoll	0.480	0.408	0.472	yonke into
atom	0.510	0.500	0.433	athom
atomic	0.327	0.817	0.713	atomic
atone	0.418	0.673	0.411	hlawulela
atonement	0.550	0.602	0.683	intlawulelo
atpeace	0.724	0.298	0.519	uxolo
atrium	0.469	0.365	0.473	kwiatrium
atrocious	0.073	0.811	0.445	ngenkohlakalo
atrocity	0.115	0.844	0.593	inkohlakalo
atrophy	0.177	0.540	0.208	i-atrophy
attach	0.520	0.363	0.559	-ncamathela
attached	0.562	0.350	0.439	iqhotyoshelwe
attachment	0.570	0.343	0.500	uncamathiselo
attack	0.286	0.948	0.670	uhlaselo
attacker	0.185	0.962	0.629	umhlaseli
attacking	0.276	0.837	0.642	ukuhlasela
attain	0.806	0.510	0.719	zuza
attainable	0.760	0.500	0.759	inokufikeleleka
attainment	0.830	0.520	0.940	impumelelo
attempt	0.625	0.491	0.431	umzamo
attempted	0.594	0.580	0.567	uzame
attend	0.650	0.420	0.625	yima
attendance	0.812	0.500	0.592	ukubakho
attendant	0.580	0.365	0.519	umlindi
attention	0.740	0.599	0.774	ingqalelo
attentionseeker	0.367	0.745	0.457	umkhangeli ngqalelo
attentionseekers	0.531	0.673	0.500	abantu abafuna ingqalelo
attentive	0.812	0.520	0.724	ingqalelo
attenuate	0.408	0.302	0.429	thoba
attenuated	0.449	0.280	0.298	ithotyiwe
attenuation	0.458	0.363	0.464	ukuthomalalisa
attest	0.439	0.710	0.685	ngqina
attestation	0.234	0.635	0.500	ubungqina
attic	0.521	0.259	0.377	kwigumbi eliphezulu
attire	0.742	0.388	0.483	impahla
attitude	0.760	0.644	0.861	isimo sengqondo
attorney	0.600	0.594	0.754	igqwetha
attract	0.796	0.663	0.769	ukutsala
attraction	0.906	0.774	0.712	umtsalane
attractive	0.906	0.630	0.769	enomtsalane
attractiveness	0.938	0.667	0.755	umtsalane
attributable	0.704	0.430	0.527	iyabalelwa
attribute	0.781	0.439	0.795	uphawu
attribution	0.646	0.467	0.658	unikezelo
attrition	0.229	0.540	0.259	ukuphazamiseka
auburn	0.510	0.240	0.411	i-auburn
auction	0.594	0.702	0.519	ifandesi
auctioneer	0.542	0.732	0.716	umthengisi
audacious	0.740	0.875	0.825	ngobuchule
audacity	0.760	0.755	0.916	ubukhalipha
audible	0.673	0.370	0.462	evakalayo
audience	0.698	0.610	0.613	abaphulaphuli
audio	0.709	0.425	0.370	isandi
audit	0.375	0.562	0.735	uphicotho
audition	0.750	0.685	0.615	uphicotho
auditions	0.740	0.765	0.596	uphicotho
auditor	0.582	0.571	0.726	umphicothi-zincwadi
auditorium	0.529	0.490	0.538	iholo
auditory	0.531	0.481	0.570	ukuva
aught	0.418	0.135	0.217	nakanye
augment	0.650	0.683	0.645	ukwandisa
augmentation	0.714	0.613	0.850	ukwandisa
august	0.652	0.292	0.462	EyeThupha
aunt	0.667	0.291	0.420	umakazi
auntie	0.643	0.275	0.447	umakazi
aura	0.760	0.333	0.500	aura
aurora	0.817	0.306	0.537	i-aurora
auspices	0.542	0.500	0.634	uncedo
auspicious	0.562	0.635	0.669	ezintle
austere	0.500	0.390	0.422	ngqongqo
austerity	0.438	0.406	0.534	ubungqongqo
authentic	0.885	0.510	0.782	yokwenyani
authenticate	0.833	0.480	0.789	qinisekisa
authentication	0.724	0.491	0.750	uqinisekiso
authenticity	0.670	0.548	0.845	ubunyani
author	0.775	0.343	0.749	umbhali
authoritative	0.636	0.520	0.890	negunya
authority	0.592	0.592	0.934	igunya
authorization	0.521	0.567	0.817	ugunyaziso
authorize	0.772	0.596	0.821	gunyazisa
authorized	0.760	0.458	0.815	kugunyaziswe
authorship	0.667	0.635	0.773	ubuqambi
autism	0.235	0.500	0.447	uphazamiseko
autistic	0.367	0.337	0.404	i-autistic
