English Word	Valence	Arousal	Dominance	Mongolian Word
amidst	0.480	0.330	0.316	дунд
amino	0.551	0.402	0.433	амин
ammo	0.323	0.765	0.621	сум
ammonia	0.292	0.587	0.409	аммиак
ammonium	0.354	0.396	0.368	аммони
ammunition	0.338	0.635	0.667	сум
amnesia	0.296	0.330	0.308	амнези
amnesty	0.551	0.451	0.814	өршөөл
amorous	0.844	0.670	0.636	дур булаам
amorphous	0.327	0.402	0.349	аморф
amortization	0.592	0.491	0.522	хорогдол
amount	0.562	0.422	0.649	хэмжээ
amour	0.865	0.480	0.652	дурлал
amp	0.439	0.393	0.375	өсгөгч
ampersand	0.480	0.448	0.483	амперсанд
amphetamines	0.133	0.667	0.526	амфетаминууд
amphibian	0.427	0.357	0.474	хоёр нутагтан
amphibious	0.479	0.346	0.445	хоёр нутагтан
amphitheater	0.653	0.480	0.545	амфитеатр
ample	0.744	0.349	0.719	хангалттай
amplification	0.690	0.677	0.810	олшруулалт
amplify	0.677	0.735	0.827	өсгөх
amplitude	0.694	0.439	0.692	далайц
amply	0.781	0.431	0.766	их
amputate	0.092	0.660	0.509	тайрах
amputation	0.100	0.755	0.483	ампутаци
amuck	0.385	0.602	0.321	амуу
amulet	0.781	0.260	0.630	сахиус
amuse	0.812	0.684	0.664	зугаацуулах
amused	0.942	0.847	0.596	хөгжилтэй
amusement	0.929	0.837	0.803	зугаа цэнгэл
amusing	0.960	0.829	0.632	хөгжилтэй
ana	0.541	0.300	0.314	ана
anaconda	0.146	0.830	0.540	анаконда
anaesthesia	0.350	0.217	0.473	мэдээ алдуулалт
anaesthetic	0.449	0.268	0.509	мэдээ алдуулагч
anagram	0.552	0.327	0.449	анаграм
anal	0.333	0.798	0.334	аналь
analgesic	0.417	0.321	0.441	өвдөлт намдаах эм
analogous	0.531	0.270	0.500	аналог
analogue	0.570	0.320	0.446	аналог
analogy	0.510	0.367	0.509	аналоги
analysis	0.729	0.448	0.705	шинжилгээ
analyst	0.604	0.415	0.755	шинжээч
analytic	0.665	0.521	0.634	аналитик
analytical	0.625	0.324	0.800	аналитик
analyze	0.667	0.462	0.710	дүн шинжилгээ хийх
analyzer	0.625	0.556	0.854	анализатор
anaphylactic	0.378	0.588	0.500	анафилактик
anarchism	0.125	0.804	0.623	анархизм
anarchist	0.204	0.700	0.759	анархист
anarchy	0.146	0.755	0.620	анархи
anastomosis	0.375	0.470	0.490	анастомоз
anathema	0.286	0.490	0.519	анатема
anatomic	0.562	0.442	0.546	анатомийн
anatomy	0.562	0.390	0.571	анатоми
ancestor	0.592	0.388	0.594	өвөг дээдэс
ancestral	0.640	0.481	0.750	өвөг дээдсийн
ancestry	0.708	0.519	0.717	удам угсаа
anchor	0.520	0.284	0.564	зангуу
anchorage	0.500	0.325	0.639	бэхэлгээ
ancient	0.420	0.217	0.439	эртний
ancillary	0.449	0.442	0.278	туслах
androgen	0.255	0.523	0.527	андроген
android	0.663	0.436	0.500	Android
anecdote	0.583	0.529	0.500	анекдот
anemia	0.188	0.327	0.310	цус багадалт
anemic	0.167	0.279	0.155	цус багадалт
anemone	0.552	0.538	0.327	анемон
anesthesia	0.365	0.216	0.394	мэдээ алдуулалт
anesthesiologist	0.419	0.224	0.526	мэдээ алдуулагч эмч
anesthetic	0.350	0.264	0.482	мэдээ алдуулагч
aneurysm	0.115	0.690	0.536	аневризм
anew	0.771	0.358	0.385	шинээр
angel	0.906	0.158	0.704	сахиусан тэнгэр
angelic	0.927	0.298	0.668	сахиусан тэнгэр
anger	0.167	0.865	0.657	уур хилэн
angered	0.010	0.860	0.547	уурласан
angermanagement	0.260	0.632	0.482	уураа барих
angina	0.230	0.630	0.464	angina
angiogram	0.347	0.520	0.465	ангиографи
angiography	0.378	0.536	0.520	ангиографи
angle	0.541	0.330	0.455	өнцөг
angling	0.625	0.408	0.500	загасчлах
angora	0.529	0.425	0.405	ангор
angriest	0.094	0.892	0.430	хамгийн ууртай
angry	0.122	0.830	0.604	ууртай
angrytweet	0.265	0.644	0.471	angrytweet
angst	0.167	0.888	0.333	түгшүүр
anguish	0.153	0.792	0.265	шаналал
anguished	0.135	0.720	0.307	шаналсан
angular	0.449	0.281	0.444	өнцөг
anhydrous	0.456	0.365	0.355	усгүй
animal	0.521	0.510	0.513	амьтан
animate	0.827	0.755	0.635	хөдөлгөөнтэй болгох
animated	0.823	0.676	0.538	хөдөлгөөнт
animation	0.888	0.750	0.549	хөдөлгөөнт дүрс
animosity	0.510	0.724	0.545	дайсагнал
animus	0.698	0.676	0.466	дайсагнал
ankle	0.500	0.274	0.234	шагай
anklet	0.410	0.276	0.302	шагай
annals	0.427	0.610	0.424	жилийн түүхүүд
annex	0.594	0.350	0.458	хавсралт
annexation	0.342	0.500	0.555	хавсарга
annexe	0.584	0.350	0.392	хавсралт
annihilate	0.115	0.918	0.681	устгах
annihilated	0.080	0.760	0.324	устгасан
annihilation	0.041	0.800	0.591	устгах
anniversary	0.880	0.770	0.723	жилийн ой
annotate	0.592	0.469	0.441	тайлбар хийх
annotation	0.604	0.470	0.619	тайлбар
announce	0.694	0.618	0.611	зарлах
announcement	0.729	0.491	0.482	мэдэгдэл
announcer	0.602	0.570	0.732	хөтлөгч
annoy	0.094	0.765	0.286	залхаах
annoyance	0.167	0.718	0.342	бухимдал
annoyed	0.104	0.783	0.345	бухимдсан
annoyin	0.260	0.573	0.352	ядаргаатай
annoying	0.082	0.853	0.348	ядаргаатай
annoys	0.146	0.778	0.435	бухимдуулдаг
annual	0.552	0.236	0.500	жил бүрийн
annuity	0.521	0.304	0.527	аннуитет
annul	0.250	0.448	0.364	хүчингүй болгох
annular	0.310	0.385	0.412	цагираг хэлбэртэй
annulment	0.153	0.375	0.447	хүчингүй болгох
annulus	0.458	0.380	0.376	цагираг
anointed	0.500	0.368	0.579	тослогдсон
anointing	0.653	0.350	0.547	тослох
anomalous	0.281	0.480	0.423	хэвийн бус
anomaly	0.188	0.538	0.404	аномали
anon	0.479	0.354	0.298	анон
anonymity	0.469	0.255	0.430	нэрээ нууцлах
anonymous	0.396	0.291	0.431	нэргүй
anorexic	0.160	0.618	0.245	хоолны дуршилгүй болох
answer	0.537	0.373	0.661	хариулах
answerable	0.708	0.481	0.750	хариуцлагатай
answering	0.684	0.500	0.607	хариулж байна
ant	0.448	0.216	0.216	шоргоолж
antagonism	0.224	0.618	0.524	антагонизм
antagonist	0.240	0.615	0.700	антагонист
antagonistic	0.296	0.604	0.565	антагонист
antagonize	0.143	0.663	0.629	эсэргүүцэх
ante	0.448	0.320	0.417	ante
antecedent	0.427	0.551	0.566	өмнөх
antelope	0.542	0.510	0.500	гөрөөс
antenna	0.521	0.327	0.358	антенн
anterior	0.510	0.245	0.362	урд
anthem	0.780	0.343	0.729	сүлд дуу
anthill	0.327	0.578	0.377	шоргоолжны үүр
anthology	0.338	0.406	0.537	антологи
anthrax	0.188	0.730	0.500	боом өвчин
anthropological	0.367	0.390	0.490	антропологи
anthropologist	0.551	0.385	0.725	антропологич
anthropology	0.490	0.367	0.582	антропологи
anti	0.365	0.412	0.384	эсрэг
antiaircraft	0.330	0.622	0.629	нисэх онгоц
antibiotic	0.510	0.373	0.658	антибиотик
antibiotics	0.448	0.406	0.557	антибиотик
antichrist	0.082	0.837	0.544	Христийн эсрэг
anticipate	0.622	0.469	0.667	урьдчилан таамаглах
anticipation	0.698	0.539	0.711	хүлээлт
anticipatory	0.653	0.551	0.682	урьдчилан таамагласан
antics	0.448	0.740	0.236	гажуудал
antidote	0.541	0.490	0.629	эсрэг эм
antifungal	0.408	0.412	0.441	мөөгөнцрийн эсрэг
antigravity	0.430	0.714	0.658	таталцлын эсрэг
antimony	0.378	0.398	0.490	сурьма
antipathy	0.198	0.549	0.393	антипати
antiquarian	0.500	0.233	0.426	эртний
antiquated	0.420	0.392	0.236	хуучирсан
antique	0.634	0.290	0.518	эртний
antiques	0.540	0.370	0.595	эртний эдлэл
antiquity	0.385	0.333	0.556	эртний
antiseptic	0.438	0.370	0.623	антисептик
antisocial	0.146	0.686	0.391	нийгмийн эсрэг
antithesis	0.396	0.412	0.536	эсрэг үзэл
antithetical	0.271	0.509	0.358	эсрэг
antiviral	0.459	0.470	0.549	вирусын эсрэг
antler	0.448	0.470	0.500	эвэр
antsy	0.449	0.558	0.417	анси
anus	0.347	0.644	0.350	анус
anvil	0.380	0.510	0.604	анвил
anxiety	0.146	0.865	0.342	түгшүүр
anxietyattack	0.150	0.925	0.446	түгшүүрийн дайралт
anxious	0.281	0.875	0.434	түгшсэн
anxiousness	0.235	0.814	0.282	түгшүүр
anytime	0.625	0.461	0.436	хэзээ ч
aorta	0.448	0.510	0.542	аорт
aortic	0.436	0.540	0.438	аорт
apace	0.536	0.500	0.536	хурдацтай
apache	0.687	0.469	0.500	apache
apartment	0.719	0.393	0.580	орон сууц
apartments	0.704	0.337	0.443	орон сууц
apathetic	0.188	0.292	0.333	хайхрамжгүй
apathy	0.184	0.212	0.204	хайхрамжгүй байдал
ape	0.548	0.389	0.336	Мич
aperture	0.612	0.450	0.667	диафрагм
apex	0.570	0.433	0.418	орой
aphid	0.388	0.473	0.407	aphid
aphrodisiac	0.750	0.846	0.667	афродизиак
apiece	0.439	0.259	0.383	тус бүр
aplomb	0.500	0.509	0.582	өршөөл
apocalypse	0.050	0.867	0.736	апокалипсис
apocalyptic	0.173	0.880	0.750	апокалиптик
apologetic	0.479	0.461	0.571	уучлалт гуйсан
apologist	0.406	0.429	0.526	уучлал гуйсан
apologize	0.551	0.378	0.389	уучлалт гуй
apology	0.571	0.346	0.402	уучлалт гуйсан
apostasy	0.388	0.520	0.517	урвалт
apostate	0.342	0.500	0.528	урвалт
apostle	0.646	0.347	0.732	элч
apostolic	0.592	0.300	0.717	элч
apostrophe	0.469	0.368	0.537	апостроф
apothecary	0.561	0.328	0.529	эм зүйч
appalled	0.194	0.792	0.562	айсан
appalling	0.160	0.827	0.415	аймшигтай
apparatus	0.375	0.353	0.377	аппарат
apparel	0.698	0.435	0.453	хувцас
apparent	0.473	0.383	0.398	илэрхий
apparently	0.531	0.410	0.426	бололтой
apparition	0.406	0.573	0.636	хий үзэгдэл
appeal	0.663	0.598	0.558	давж заалдах
appear	0.735	0.506	0.567	гарч ирнэ
appearance	0.669	0.490	0.534	Гадаад төрх
appease	0.633	0.278	0.434	тайвшруулах
appellant	0.327	0.588	0.568	гомдол гаргагч
append	0.573	0.464	0.453	хавсаргана
appendage	0.229	0.382	0.438	хавсралт
appendectomy	0.177	0.670	0.554	мухар олгойн мэс засал
appendicitis	0.031	0.640	0.347	мухар олгойн үрэвсэл
appendix	0.365	0.387	0.425	хавсралт
appetite	0.704	0.637	0.581	хоолны дуршил
appetizer	0.755	0.560	0.406	хоолны дуршил
appetizing	0.806	0.657	0.688	хоолны дуршил
applaud	0.865	0.824	0.464	алга таших
applause	0.953	0.857	0.621	алга ташилт
apple	0.811	0.300	0.264	алим
apple juice	0.765	0.204	0.294	алимны шүүс
applejack	0.604	0.431	0.473	алим
applesauce	0.750	0.167	0.291	алимны амтлагч
appliance	0.582	0.453	0.538	хэрэгсэл
appliances	0.594	0.394	0.567	цахилгаан хэрэгсэл
applicability	0.677	0.490	0.741	хэрэглэх чадвар
applicable	0.469	0.430	0.667	хамааралтай
applicant	0.612	0.558	0.688	өргөдөл гаргагч
application	0.646	0.445	0.726	програм
apply	0.612	0.321	0.667	өргөдөл гаргах
appoint	0.565	0.330	0.509	томилох
appointment	0.688	0.594	0.547	уулзалт
appointments	0.745	0.677	0.625	уулзалтууд
apportion	0.677	0.490	0.638	хуваарилалт
apportionment	0.552	0.481	0.453	хуваарилалт
appraisal	0.417	0.667	0.682	үнэлгээ
appraise	0.677	0.490	0.696	үнэлэх
appreciable	0.873	0.491	0.778	мэдэгдэхүйц
appreciate	0.885	0.422	0.741	үнэлэх
appreciated	0.910	0.434	0.779	үнэлэв
appreciates	0.765	0.500	0.656	үнэлдэг
appreciation	0.917	0.529	0.588	талархал
appreciative	0.857	0.380	0.654	талархалтай
apprehend	0.521	0.624	0.696	барих
apprehension	0.385	0.720	0.454	айдас
apprehensive	0.406	0.592	0.431	айдастай
apprentice	0.615	0.413	0.452	дагалдан
apprenticeship	0.812	0.482	0.643	дагалдан суралцах
approach	0.612	0.392	0.610	хандлага
approaching	0.740	0.557	0.491	ойртож байна
approbate	0.646	0.590	0.860	батлах
approbation	0.792	0.529	0.774	баталгаажуулалт
appropriate	0.833	0.368	0.759	тохиромжтой
appropriation	0.510	0.632	0.717	өмчлөх
approval	0.854	0.460	0.889	зөвшөөрөл
approve	0.875	0.548	0.741	зөвшөөрөх
approved	0.833	0.349	0.698	баталсан
approvement	0.880	0.625	0.780	зөвшөөрөл
approving	0.917	0.583	0.773	баталж байна
approximate	0.551	0.560	0.520	ойролцоогоор
approximately	0.622	0.396	0.538	ойролцоогоор
approximating	0.583	0.615	0.471	ойртуулж байна
approximation	0.582	0.402	0.593	ойролцоогоор
appurtenances	0.573	0.412	0.547	дагалдах хэрэгсэл
apricot	0.708	0.320	0.278	чангаанз
apron	0.582	0.208	0.245	хормогч
apt	0.582	0.418	0.382	тохиромжтой
aptitude	0.750	0.471	0.746	ур чадвар
aqua	0.656	0.292	0.359	усан
aquamarine	0.729	0.306	0.413	номин
aquarium	0.663	0.327	0.393	аквариум
aquatic	0.677	0.510	0.463	усан
aqueduct	0.551	0.411	0.534	усан суваг
aqueous	0.429	0.270	0.310	усан
arable	0.510	0.350	0.465	тариалах боломжтой
arbiter	0.561	0.537	0.814	арбитр
arbitrary	0.281	0.702	0.686	дур зоргоороо
arbitrate	0.470	0.620	0.682	арбитр
arbitration	0.587	0.602	0.670	арбитр
arbitrator	0.385	0.448	0.795	арбитрч
arbor	0.583	0.490	0.591	мод мод
arc	0.552	0.388	0.396	нуман
arcade	0.676	0.521	0.502	аркад
arcane	0.500	0.490	0.637	нууцлаг
arch	0.500	0.354	0.468	нуман
archaeological	0.740	0.441	0.660	археологийн
archaeologist	0.552	0.451	0.706	археологич
archaeology	0.596	0.358	0.691	археологи
archaic	0.271	0.327	0.332	эртний
archangel	0.837	0.500	0.708	тэргүүн тэнгэр элч
archbishop	0.622	0.280	0.776	хамба
archdiocese	0.400	0.321	0.704	хамба лам
archduke	0.458	0.413	0.634	хамба лам
arched	0.582	0.403	0.398	нуман хэлбэртэй
archer	0.573	0.622	0.661	харваач
archery	0.594	0.604	0.589	байт харваа
archetype	0.448	0.520	0.569	архетип
archipelago	0.745	0.370	0.592	архипелаг
architect	0.776	0.442	0.836	архитектор
architectural	0.729	0.390	0.670	архитектур
architecture	0.820	0.390	0.694	архитектур
archive	0.438	0.294	0.527	архив
arctic	0.615	0.352	0.546	арктик
ardent	0.694	0.873	0.722	халуун
ardor	0.500	0.780	0.538	урам зориг
arduous	0.344	0.783	0.605	хүнд хэцүү
area	0.490	0.306	0.464	талбай
arena	0.510	0.235	0.404	талбар
areola	0.417	0.396	0.381	ареола
areyoukidding	0.429	0.633	0.400	тоглож байна уу
areyoukiddingme	0.365	0.635	0.375	надаар тоглоод байна уу
argent	0.594	0.418	0.472	аргент
argh	0.260	0.538	0.328	арх
arghh	0.292	0.536	0.397	ахх
arghhhh	0.250	0.618	0.324	ахххх
argue	0.093	0.798	0.525	маргах
argument	0.510	0.464	0.698	маргаан
argumentation	0.479	0.549	0.760	маргаан
argumentative	0.450	0.531	0.679	маргаантай
arguments	0.541	0.602	0.657	аргументууд
arid	0.323	0.333	0.379	хуурай
arise	0.750	0.582	0.725	босох
aristocracy	0.688	0.549	0.842	язгууртнууд
aristocrat	0.583	0.413	0.811	язгууртан
aristocratic	0.449	0.519	0.676	язгууртан
arithmetic	0.453	0.460	0.634	арифметик
ark	0.396	0.427	0.543	авдар
arm	0.552	0.285	0.469	гар
armada	0.408	0.740	0.868	армада
armament	0.198	0.764	0.810	зэвсэглэл
armaments	0.192	0.839	0.830	зэвсэглэл
armature	0.510	0.558	0.755	арматур
armchair	0.646	0.164	0.339	сандал
armed	0.188	0.750	0.808	зэвсэглэсэн
armor	0.469	0.625	0.784	хуяг дуулга
armored	0.469	0.509	0.861	хуягласан
armory	0.448	0.663	0.800	зэвсгийн агуулах
armpit	0.283	0.439	0.250	суга
arms	0.464	0.395	0.483	гар
army	0.417	0.759	0.902	арми
aroma	0.823	0.235	0.442	үнэр
aromatherapy	0.847	0.220	0.473	үнэрт эмчилгээ
arousal	0.791	0.943	0.731	сэрэл
arouse	0.740	0.491	0.580	сэрээх
aroused	0.708	0.952	0.667	өдөөсөн
arraignment	0.406	0.837	0.534	шүүх хурал
arrange	0.740	0.490	0.571	зохион байгуулах
arranged	0.698	0.531	0.728	зохион байгуулсан
arrangement	0.625	0.382	0.683	зохицуулалт
array	0.521	0.396	0.568	массив
arrears	0.286	0.485	0.302	хугацаа хэтэрсэн өр
arrest	0.146	0.951	0.500	баривчлах
arrhythmia	0.265	0.706	0.356	хэм алдагдал
arrival	0.678	0.510	0.474	ирэх
arrive	0.837	0.406	0.585	ирэх
arrogance	0.143	0.750	0.620	бардам зан
arrogant	0.115	0.755	0.580	ихэмсэг
arrow	0.439	0.390	0.454	сум
arsehole	0.276	0.598	0.433	арселийн нүх
arseholes	0.188	0.545	0.351	зэвсгийн нүх
arsenal	0.365	0.741	0.752	арсенал
arsenic	0.281	0.472	0.447	хүнцэл
arson	0.133	0.904	0.567	галдан шатаах
arsonist	0.348	0.840	0.500	галдан шатаах
art	0.812	0.360	0.603	урлаг
arterial	0.396	0.510	0.583	артерийн
artery	0.396	0.580	0.537	артери
artful	0.771	0.608	0.778	урлагтай
arthritis	0.110	0.518	0.345	артрит
arthropod	0.344	0.464	0.434	үе хөлт
artichoke	0.583	0.218	0.287	артишок
article	0.594	0.280	0.481	нийтлэл
articles	0.552	0.324	0.565	нийтлэл
articulate	0.677	0.462	0.618	илэрхийлэх
articulation	0.479	0.480	0.591	үг хэллэг
