English Word	Valence	Arousal	Dominance	Portuguese Word
aneurysm	0.115	0.690	0.536	aneurisma
anew	0.771	0.358	0.385	uma nova
angel	0.906	0.158	0.704	anjo
angelic	0.927	0.298	0.668	angélico
anger	0.167	0.865	0.657	raiva
angered	0.010	0.860	0.547	irritado
angermanagement	0.260	0.632	0.482	controle de raiva
angina	0.230	0.630	0.464	angina
angiogram	0.347	0.520	0.465	angiograma
angiography	0.378	0.536	0.520	angiografia
angle	0.541	0.330	0.455	ângulo
angling	0.625	0.408	0.500	pesca à linha
angora	0.529	0.425	0.405	angorá
angriest	0.094	0.892	0.430	mais raivoso
angry	0.122	0.830	0.604	Bravo
angrytweet	0.265	0.644	0.471	twittar com raiva
angst	0.167	0.888	0.333	angústia
anguish	0.153	0.792	0.265	angústia
anguished	0.135	0.720	0.307	angustiado
angular	0.449	0.281	0.444	angular
anhydrous	0.456	0.365	0.355	anidro
animal	0.521	0.510	0.513	animal
animate	0.827	0.755	0.635	animar
animated	0.823	0.676	0.538	animado
animation	0.888	0.750	0.549	animação
animosity	0.510	0.724	0.545	antipatia
animus	0.698	0.676	0.466	animus
ankle	0.500	0.274	0.234	tornozelo
anklet	0.410	0.276	0.302	tornozeleira
annals	0.427	0.610	0.424	anuais
annex	0.594	0.350	0.458	anexo
annexation	0.342	0.500	0.555	anexação
annexe	0.584	0.350	0.392	anexo
annihilate	0.115	0.918	0.681	aniquilar
annihilated	0.080	0.760	0.324	aniquilado
annihilation	0.041	0.800	0.591	aniquilação
anniversary	0.880	0.770	0.723	aniversário
annotate	0.592	0.469	0.441	anotar
annotation	0.604	0.470	0.619	anotação
announce	0.694	0.618	0.611	anunciar
announcement	0.729	0.491	0.482	anúncio
announcer	0.602	0.570	0.732	locutor
annoy	0.094	0.765	0.286	incomodar
annoyance	0.167	0.718	0.342	aborrecimento
annoyed	0.104	0.783	0.345	incomodado
annoyin	0.260	0.573	0.352	irritante
annoying	0.082	0.853	0.348	chato
annoys	0.146	0.778	0.435	incomoda
annual	0.552	0.236	0.500	anual
annuity	0.521	0.304	0.527	anuidade
annul	0.250	0.448	0.364	anular
annular	0.310	0.385	0.412	anular
annulment	0.153	0.375	0.447	anulação
annulus	0.458	0.380	0.376	anel
anointed	0.500	0.368	0.579	ungido
anointing	0.653	0.350	0.547	unção
anomalous	0.281	0.480	0.423	anômalo
anomaly	0.188	0.538	0.404	anomalia
anon	0.479	0.354	0.298	logo
anonymity	0.469	0.255	0.430	anonimato
anonymous	0.396	0.291	0.431	anônimo
anorexic	0.160	0.618	0.245	anoréxico
answer	0.537	0.373	0.661	responda
answerable	0.708	0.481	0.750	responsável
answering	0.684	0.500	0.607	respondendo
ant	0.448	0.216	0.216	formiga
antagonism	0.224	0.618	0.524	antagonismo
antagonist	0.240	0.615	0.700	antagonista
antagonistic	0.296	0.604	0.565	antagônico
antagonize	0.143	0.663	0.629	antagonizar
ante	0.448	0.320	0.417	ante
antecedent	0.427	0.551	0.566	antecedente
antelope	0.542	0.510	0.500	antílope
antenna	0.521	0.327	0.358	antena
anterior	0.510	0.245	0.362	anterior
anthem	0.780	0.343	0.729	hino
anthill	0.327	0.578	0.377	formigueiro
anthology	0.338	0.406	0.537	antologia
anthrax	0.188	0.730	0.500	antraz
anthropological	0.367	0.390	0.490	antropológico
anthropologist	0.551	0.385	0.725	antropólogo
anthropology	0.490	0.367	0.582	antropologia
anti	0.365	0.412	0.384	anti
antiaircraft	0.330	0.622	0.629	antiaéreo
antibiotic	0.510	0.373	0.658	antibiótico
antibiotics	0.448	0.406	0.557	antibióticos
antichrist	0.082	0.837	0.544	anticristo
anticipate	0.622	0.469	0.667	antecipar
anticipation	0.698	0.539	0.711	antecipação
anticipatory	0.653	0.551	0.682	antecipatório
antics	0.448	0.740	0.236	travessuras
antidote	0.541	0.490	0.629	antídoto
antifungal	0.408	0.412	0.441	antifúngico
antigravity	0.430	0.714	0.658	anti-gravidade
antimony	0.378	0.398	0.490	antimônio
antipathy	0.198	0.549	0.393	antipatia
antiquarian	0.500	0.233	0.426	antiquário
antiquated	0.420	0.392	0.236	antiquado
antique	0.634	0.290	0.518	Antiguidade
antiques	0.540	0.370	0.595	antiguidades
antiquity	0.385	0.333	0.556	antiguidade
antiseptic	0.438	0.370	0.623	antisséptico
antisocial	0.146	0.686	0.391	anti-social
antithesis	0.396	0.412	0.536	antítese
antithetical	0.271	0.509	0.358	antitético
antiviral	0.459	0.470	0.549	antiviral
antler	0.448	0.470	0.500	chifre
antsy	0.449	0.558	0.417	agitado
anus	0.347	0.644	0.350	ânus
anvil	0.380	0.510	0.604	bigorna
anxiety	0.146	0.865	0.342	ansiedade
anxietyattack	0.150	0.925	0.446	ataque de ansiedade
anxious	0.281	0.875	0.434	ansioso
anxiousness	0.235	0.814	0.282	ansiedade
anytime	0.625	0.461	0.436	a qualquer momento
aorta	0.448	0.510	0.542	aorta
aortic	0.436	0.540	0.438	aórtico
apace	0.536	0.500	0.536	rapidamente
apache	0.687	0.469	0.500	apache
apartment	0.719	0.393	0.580	apartamento
apartments	0.704	0.337	0.443	apartamentos
apathetic	0.188	0.292	0.333	apático
apathy	0.184	0.212	0.204	apatia
ape	0.548	0.389	0.336	macaco
aperture	0.612	0.450	0.667	abertura
apex	0.570	0.433	0.418	ápice
aphid	0.388	0.473	0.407	pulgão
aphrodisiac	0.750	0.846	0.667	afrodisíaco
apiece	0.439	0.259	0.383	um pedaço
aplomb	0.500	0.509	0.582	desenvoltura
apocalypse	0.050	0.867	0.736	apocalipse
apocalyptic	0.173	0.880	0.750	apocalíptico
apologetic	0.479	0.461	0.571	apologético
apologist	0.406	0.429	0.526	apologista
apologize	0.551	0.378	0.389	desculpar-se
apology	0.571	0.346	0.402	desculpa
apostasy	0.388	0.520	0.517	apostasia
apostate	0.342	0.500	0.528	apóstata
apostle	0.646	0.347	0.732	apóstolo
apostolic	0.592	0.300	0.717	apostólico
apostrophe	0.469	0.368	0.537	apóstrofo
apothecary	0.561	0.328	0.529	boticário
appalled	0.194	0.792	0.562	chocado
appalling	0.160	0.827	0.415	terrível
apparatus	0.375	0.353	0.377	aparelho
apparel	0.698	0.435	0.453	vestuário
apparent	0.473	0.383	0.398	aparente
apparently	0.531	0.410	0.426	aparentemente
apparition	0.406	0.573	0.636	aparição
appeal	0.663	0.598	0.558	apelo
appear	0.735	0.506	0.567	aparecer
appearance	0.669	0.490	0.534	aparência
appease	0.633	0.278	0.434	apaziguar
appellant	0.327	0.588	0.568	recorrente
append	0.573	0.464	0.453	acrescentar
appendage	0.229	0.382	0.438	apêndice
appendectomy	0.177	0.670	0.554	apendicectomia
appendicitis	0.031	0.640	0.347	apendicite
appendix	0.365	0.387	0.425	apêndice
appetite	0.704	0.637	0.581	apetite
appetizer	0.755	0.560	0.406	Aperitivo
appetizing	0.806	0.657	0.688	apetitoso
applaud	0.865	0.824	0.464	aplaudir
applause	0.953	0.857	0.621	aplausos
apple	0.811	0.300	0.264	maçã
apple juice	0.765	0.204	0.294	suco de maçã
applejack	0.604	0.431	0.473	aguardente de maçã
applesauce	0.750	0.167	0.291	molho de maçã
appliance	0.582	0.453	0.538	utensílio
appliances	0.594	0.394	0.567	eletrodomésticos
applicability	0.677	0.490	0.741	aplicabilidade
applicable	0.469	0.430	0.667	aplicável
applicant	0.612	0.558	0.688	candidato
application	0.646	0.445	0.726	inscrição
apply	0.612	0.321	0.667	Aplique
appoint	0.565	0.330	0.509	nomear
appointment	0.688	0.594	0.547	compromisso
appointments	0.745	0.677	0.625	compromissos
apportion	0.677	0.490	0.638	repartir
apportionment	0.552	0.481	0.453	repartição
appraisal	0.417	0.667	0.682	avaliação
appraise	0.677	0.490	0.696	avaliar
appreciable	0.873	0.491	0.778	apreciável
appreciate	0.885	0.422	0.741	apreciar
appreciated	0.910	0.434	0.779	estimado
appreciates	0.765	0.500	0.656	aprecia
appreciation	0.917	0.529	0.588	apreciação
appreciative	0.857	0.380	0.654	apreciativo
apprehend	0.521	0.624	0.696	apreender
apprehension	0.385	0.720	0.454	apreensão
apprehensive	0.406	0.592	0.431	apreensivo
apprentice	0.615	0.413	0.452	Aprendiz
apprenticeship	0.812	0.482	0.643	aprendizagem
approach	0.612	0.392	0.610	abordagem
approaching	0.740	0.557	0.491	Aproximando
approbate	0.646	0.590	0.860	aprovar
approbation	0.792	0.529	0.774	aprovação
appropriate	0.833	0.368	0.759	apropriado
appropriation	0.510	0.632	0.717	apropriação
approval	0.854	0.460	0.889	aprovação
approve	0.875	0.548	0.741	aprovar
approved	0.833	0.349	0.698	aprovado
approvement	0.880	0.625	0.780	aprovação
approving	0.917	0.583	0.773	aprovando
approximate	0.551	0.560	0.520	aproximado
approximately	0.622	0.396	0.538	aproximadamente
approximating	0.583	0.615	0.471	aproximando
approximation	0.582	0.402	0.593	aproximação
appurtenances	0.573	0.412	0.547	acessórios
apricot	0.708	0.320	0.278	damasco
apron	0.582	0.208	0.245	avental
apt	0.582	0.418	0.382	apto
aptitude	0.750	0.471	0.746	aptidão
aqua	0.656	0.292	0.359	aqua
aquamarine	0.729	0.306	0.413	água-marinha
aquarium	0.663	0.327	0.393	aquário
aquatic	0.677	0.510	0.463	aquático
aqueduct	0.551	0.411	0.534	aqueduto
aqueous	0.429	0.270	0.310	aquoso
arable	0.510	0.350	0.465	arável
arbiter	0.561	0.537	0.814	árbitro
arbitrary	0.281	0.702	0.686	arbitrário
arbitrate	0.470	0.620	0.682	arbitrar
arbitration	0.587	0.602	0.670	arbitragem
arbitrator	0.385	0.448	0.795	árbitro
arbor	0.583	0.490	0.591	mandril
arc	0.552	0.388	0.396	arco
arcade	0.676	0.521	0.502	videogames
arcane	0.500	0.490	0.637	arcano
arch	0.500	0.354	0.468	arco
archaeological	0.740	0.441	0.660	arqueológico
archaeologist	0.552	0.451	0.706	arqueólogo
archaeology	0.596	0.358	0.691	arqueologia
archaic	0.271	0.327	0.332	arcaico
archangel	0.837	0.500	0.708	arcanjo
archbishop	0.622	0.280	0.776	arcebispo
archdiocese	0.400	0.321	0.704	arquidiocese
archduke	0.458	0.413	0.634	arquiduque
arched	0.582	0.403	0.398	arqueado
archer	0.573	0.622	0.661	arqueiro
archery	0.594	0.604	0.589	tiro com arco
archetype	0.448	0.520	0.569	arquétipo
archipelago	0.745	0.370	0.592	arquipélago
architect	0.776	0.442	0.836	arquiteto
architectural	0.729	0.390	0.670	arquitetônico
architecture	0.820	0.390	0.694	arquitetura
archive	0.438	0.294	0.527	arquivo
arctic	0.615	0.352	0.546	ártico
ardent	0.694	0.873	0.722	ardente
ardor	0.500	0.780	0.538	ardor
arduous	0.344	0.783	0.605	árduo
area	0.490	0.306	0.464	área
arena	0.510	0.235	0.404	arena
areola	0.417	0.396	0.381	aréola
areyoukidding	0.429	0.633	0.400	você está de brincadeira
areyoukiddingme	0.365	0.635	0.375	você está brincando comigo
argent	0.594	0.418	0.472	argente
argh	0.260	0.538	0.328	argh
arghh	0.292	0.536	0.397	argh
arghhhh	0.250	0.618	0.324	arghhhh
argue	0.093	0.798	0.525	argumentar
argument	0.510	0.464	0.698	argumento
argumentation	0.479	0.549	0.760	argumentação
argumentative	0.450	0.531	0.679	argumentativo
arguments	0.541	0.602	0.657	argumentos
arid	0.323	0.333	0.379	árido
arise	0.750	0.582	0.725	surgir
aristocracy	0.688	0.549	0.842	aristocracia
aristocrat	0.583	0.413	0.811	aristocrata
aristocratic	0.449	0.519	0.676	aristocrático
arithmetic	0.453	0.460	0.634	aritmética
ark	0.396	0.427	0.543	arca
arm	0.552	0.285	0.469	braço
armada	0.408	0.740	0.868	armada
armament	0.198	0.764	0.810	armamento
armaments	0.192	0.839	0.830	armamentos
armature	0.510	0.558	0.755	armadura
armchair	0.646	0.164	0.339	cadeirão
armed	0.188	0.750	0.808	armado
armor	0.469	0.625	0.784	armaduras
armored	0.469	0.509	0.861	blindado
armory	0.448	0.663	0.800	arsenal
armpit	0.283	0.439	0.250	axila
arms	0.464	0.395	0.483	braços
army	0.417	0.759	0.902	exército
aroma	0.823	0.235	0.442	aroma
aromatherapy	0.847	0.220	0.473	aromaterapia
arousal	0.791	0.943	0.731	excitação
arouse	0.740	0.491	0.580	despertar
aroused	0.708	0.952	0.667	excitado
arraignment	0.406	0.837	0.534	acusação
arrange	0.740	0.490	0.571	arranjo
arranged	0.698	0.531	0.728	arranjado
arrangement	0.625	0.382	0.683	arranjo
array	0.521	0.396	0.568	variedade
arrears	0.286	0.485	0.302	atrasados
arrest	0.146	0.951	0.500	prender prisão
arrhythmia	0.265	0.706	0.356	arritmia
arrival	0.678	0.510	0.474	chegada
arrive	0.837	0.406	0.585	chegar
arrogance	0.143	0.750	0.620	arrogância
arrogant	0.115	0.755	0.580	arrogante
arrow	0.439	0.390	0.454	flecha
arsehole	0.276	0.598	0.433	babaca
arseholes	0.188	0.545	0.351	babacas
arsenal	0.365	0.741	0.752	arsenal
arsenic	0.281	0.472	0.447	arsênico
arson	0.133	0.904	0.567	incêndio culposo
arsonist	0.348	0.840	0.500	incendiário
art	0.812	0.360	0.603	arte
arterial	0.396	0.510	0.583	arterial
artery	0.396	0.580	0.537	artéria
artful	0.771	0.608	0.778	astuto
arthritis	0.110	0.518	0.345	artrite
arthropod	0.344	0.464	0.434	artrópode
artichoke	0.583	0.218	0.287	Alcachofra
article	0.594	0.280	0.481	artigo
articles	0.552	0.324	0.565	artigos
articulate	0.677	0.462	0.618	articular
articulation	0.479	0.480	0.591	articulação
artifact	0.510	0.500	0.566	artefato
artifice	0.316	0.696	0.482	artifício
artificial	0.306	0.385	0.351	artificial
artillery	0.350	0.912	0.794	artilharia
artisan	0.781	0.330	0.411	artesão
artist	0.802	0.442	0.732	artista
artiste	0.844	0.512	0.565	artista
artistic	0.802	0.646	0.632	artístico
artistry	0.823	0.346	0.769	arte
artists	0.796	0.667	0.741	artistas
artwork	0.896	0.368	0.679	obra de arte
arty	0.490	0.422	0.388	artístico
asap	0.571	0.500	0.552	assim que possível
asbestos	0.357	0.481	0.464	amianto
ascend	0.830	0.620	0.812	subir
ascendancy	0.724	0.625	0.700	ascendência
ascendant	0.656	0.673	0.821	ascendente
ascending	0.826	0.644	0.777	ascendente
ascension	0.765	0.720	0.714	ascensão
ascent	0.755	0.627	0.833	subida
ascertain	0.560	0.530	0.625	verificar
ascertained	0.531	0.529	0.616	apurado
ascetic	0.438	0.375	0.472	ascético
ash	0.260	0.210	0.207	cinza
ashamed	0.156	0.588	0.228	envergonhado
ashes	0.327	0.279	0.142	cinzas
ashtray	0.406	0.382	0.265	cinzeiro
asinine	0.429	0.472	0.433	asinino
ask	0.531	0.440	0.459	perguntar
asleeep	0.490	0.210	0.322	adormecido
asleep	0.604	0.100	0.270	dormindo
asp	0.438	0.489	0.375	áspide
asparagus	0.469	0.317	0.264	espargos
aspartame	0.469	0.480	0.322	aspartame
aspect	0.479	0.469	0.588	aspecto
aspects	0.439	0.480	0.565	aspectos
aspen	0.479	0.280	0.395	álamo
asphalt	0.479	0.264	0.439	asfalto
asphyxia	0.198	0.704	0.311	asfixia
asphyxiation	0.059	0.745	0.412	asfixia
aspiration	0.704	0.724	0.675	aspiração
aspire	0.812	0.469	0.722	aspirar
aspirin	0.479	0.271	0.422	aspirina
aspiring	0.844	0.582	0.604	aspirante
ass	0.323	0.750	0.345	bunda
assail	0.378	0.510	0.500	atacar
assailant	0.184	0.868	0.602	assaltante
assassin	0.073	0.933	0.632	assassino
assassinate	0.051	0.969	0.722	assassinar
assassination	0.083	0.941	0.525	assassinato
assault	0.167	0.848	0.550	assalto
assay	0.633	0.559	0.594	ensaio
assemblage	0.429	0.452	0.600	montagem
assemble	0.542	0.570	0.750	montar
assembled	0.663	0.450	0.644	montado
assembly	0.698	0.500	0.640	conjunto
assemblyman	0.430	0.538	0.760	deputado
assent	0.615	0.515	0.719	concordar
assert	0.750	0.619	0.809	afirmar
asserting	0.694	0.531	0.736	afirmando
assertion	0.740	0.442	0.750	afirmação
assertive	0.719	0.412	0.770	assertivo
assess	0.698	0.500	0.623	avaliar
assessment	0.750	0.623	0.658	avaliação
assessor	0.551	0.538	0.764	assessor
asset	0.797	0.765	0.788	de ativos
assets	0.667	0.613	0.765	ativos
asshole	0.133	0.582	0.263	Idiota
assign	0.622	0.417	0.709	atribuir
assignee	0.510	0.462	0.510	cessionário
assignment	0.483	0.398	0.745	atribuição
assimilate	0.559	0.391	0.683	assimilar
assimilation	0.429	0.378	0.463	assimilação
assist	0.833	0.435	0.629	ajudar
assistance	0.656	0.519	0.633	assistência
assistant	0.625	0.390	0.536	assistente
associate	0.812	0.409	0.625	associado
association	0.745	0.500	0.817	Associação
assorted	0.602	0.460	0.472	sortido
assortment	0.694	0.360	0.526	sortimento
assuage	0.745	0.255	0.500	acalmar
assume	0.698	0.401	0.464	presumir
assumed	0.612	0.247	0.454	presumido
assuming	0.740	0.390	0.526	assumindo
assumption	0.479	0.431	0.417	suposição
assurance	0.675	0.442	0.704	garantia
assure	0.910	0.460	0.839	assegurar
assured	0.878	0.327	0.754	confiante
assuredly	0.786	0.396	0.833	seguramente
asterisk	0.541	0.288	0.273	asterisco
asteroid	0.430	0.721	0.623	asteróide
asteroids	0.361	0.694	0.712	asteróides
asthma	0.198	0.549	0.227	asma
asthmatic	0.229	0.706	0.294	asmático
astigmatism	0.214	0.490	0.429	astigmatismo
astonish	0.786	0.845	0.658	surpreender
astonished	0.510	0.775	0.574	atônito
astonishing	0.844	0.802	0.821	surpreendente
astonishingly	0.827	0.898	0.773	surpreendentemente
astonishment	0.680	0.718	0.519	espanto
astound	0.729	0.675	0.474	surpreender
astral	0.604	0.417	0.567	astral
astray	0.098	0.676	0.308	extraviado
astringent	0.316	0.500	0.474	adstringente
astrologer	0.594	0.519	0.673	astrólogo
astrology	0.635	0.340	0.500	astrologia
astronaut	0.792	0.601	0.761	astronauta
astronomer	0.750	0.509	0.735	astrônomo
astronomical	0.600	0.632	0.726	astronômico
astronomy	0.613	0.474	0.722	astronomia
astute	0.776	0.658	0.827	astuto
asunder	0.208	0.442	0.259	em pedaços
asylum	0.407	0.330	0.445	asilo
asymmetric	0.580	0.343	0.465	assimétrico
asymmetry	0.476	0.373	0.527	assimetria
asymptotic	0.479	0.451	0.472	assintótico
atelier	0.490	0.330	0.705	ateliê
atheism	0.276	0.460	0.481	ateísmo
atheistic	0.373	0.481	0.466	ateu
atherosclerosis	0.250	0.480	0.343	aterosclerose
athlete	0.781	0.718	0.686	atleta
athletic	0.857	0.798	0.708	Atlético
athleticism	0.750	0.863	0.778	atletismo
athletics	0.831	0.691	0.740	atletismo
atlas	0.531	0.306	0.554	Atlas
atmosphere	0.604	0.300	0.560	atmosfera
atmospheric	0.531	0.420	0.594	atmosférico
atoll	0.480	0.408	0.472	atol
atom	0.510	0.500	0.433	átomo
atomic	0.327	0.817	0.713	atômico
atone	0.418	0.673	0.411	expiar
atonement	0.550	0.602	0.683	expiação
atpeace	0.724	0.298	0.519	em paz
atrium	0.469	0.365	0.473	átrio
atrocious	0.073	0.811	0.445	atroz
atrocity	0.115	0.844	0.593	atrocidade
atrophy	0.177	0.540	0.208	atrofia
attach	0.520	0.363	0.559	anexar
attached	0.562	0.350	0.439	em anexo
attachment	0.570	0.343	0.500	acessório
attack	0.286	0.948	0.670	ataque
attacker	0.185	0.962	0.629	atacante
attacking	0.276	0.837	0.642	atacante
attain	0.806	0.510	0.719	atingir
attainable	0.760	0.500	0.759	alcançável
attainment	0.830	0.520	0.940	atendimento
attempt	0.625	0.491	0.431	tentar
attempted	0.594	0.580	0.567	tentada
attend	0.650	0.420	0.625	participar
attendance	0.812	0.500	0.592	comparecimento
attendant	0.580	0.365	0.519	atendente
attention	0.740	0.599	0.774	atenção
attentionseeker	0.367	0.745	0.457	necessitado de atenção
attentionseekers	0.531	0.673	0.500	caçadores de atenção
attentive	0.812	0.520	0.724	atento
attenuate	0.408	0.302	0.429	atenuar
attenuated	0.449	0.280	0.298	atenuado
attenuation	0.458	0.363	0.464	atenuação
attest	0.439	0.710	0.685	atestar
attestation	0.234	0.635	0.500	atestado
attic	0.521	0.259	0.377	sótão
attire	0.742	0.388	0.483	traje
attitude	0.760	0.644	0.861	atitude
attorney	0.600	0.594	0.754	advogado
attract	0.796	0.663	0.769	atrai
attraction	0.906	0.774	0.712	atração
attractive	0.906	0.630	0.769	atraente
attractiveness	0.938	0.667	0.755	atratividade
attributable	0.704	0.430	0.527	atribuível
attribute	0.781	0.439	0.795	atributo
attribution	0.646	0.467	0.658	atribuição
attrition	0.229	0.540	0.259	atrito
auburn	0.510	0.240	0.411	ruivo
auction	0.594	0.702	0.519	leilão
auctioneer	0.542	0.732	0.716	leiloeiro
audacious	0.740	0.875	0.825	audacioso
audacity	0.760	0.755	0.916	audácia
audible	0.673	0.370	0.462	audível
audience	0.698	0.610	0.613	público
audio	0.709	0.425	0.370	áudio
audit	0.375	0.562	0.735	auditoria
audition	0.750	0.685	0.615	audição
auditions	0.740	0.765	0.596	audições
auditor	0.582	0.571	0.726	auditor
auditorium	0.529	0.490	0.538	auditório
auditory	0.531	0.481	0.570	auditivo
aught	0.418	0.135	0.217	qualquer coisa
augment	0.650	0.683	0.645	aumentar
augmentation	0.714	0.613	0.850	aumento
august	0.652	0.292	0.462	agosto
aunt	0.667	0.291	0.420	tia
auntie	0.643	0.275	0.447	tia
aura	0.760	0.333	0.500	aura
aurora	0.817	0.306	0.537	aurora
auspices	0.542	0.500	0.634	augúrios
auspicious	0.562	0.635	0.669	auspicioso
austere	0.500	0.390	0.422	austero
austerity	0.438	0.406	0.534	austeridade
authentic	0.885	0.510	0.782	autêntico
authenticate	0.833	0.480	0.789	autenticar
authentication	0.724	0.491	0.750	autenticação
authenticity	0.670	0.548	0.845	autenticidade
author	0.775	0.343	0.749	autor
authoritative	0.636	0.520	0.890	autoritário
authority	0.592	0.592	0.934	autoridade
authorization	0.521	0.567	0.817	autorização
authorize	0.772	0.596	0.821	autorizar
authorized	0.760	0.458	0.815	autorizado
authorship	0.667	0.635	0.773	autoria
autism	0.235	0.500	0.447	autismo
autistic	0.367	0.337	0.404	autista
auto	0.571	0.569	0.500	auto
autobiographical	0.909	0.462	0.582	autobiográfico
autobiography	0.735	0.284	0.629	autobiografia
autocorrect	0.551	0.439	0.616	auto correção
autocratic	0.542	0.577	0.727	autocrático
autograph	0.735	0.565	0.473	autógrafo
autographed	0.781	0.620	0.625	autografado
automated	0.578	0.402	0.632	automatizado
automatic	0.562	0.433	0.664	automático
automobile	0.753	0.625	0.534	automóvel
automotive	0.656	0.520	0.577	automotivo
autonomy	0.781	0.349	0.891	autonomia
autopilot	0.594	0.462	0.632	piloto automático
autopsy	0.252	0.650	0.538	autópsia
autumn	0.765	0.204	0.450	outono
auxiliary	0.622	0.471	0.509	auxiliar
avail	0.800	0.430	0.603	aproveitar
availability	0.796	0.544	0.600	disponibilidade
available	0.844	0.356	0.623	acessível
