English Word	Valence	Arousal	Dominance	Tajik Word
amuck	0.385	0.602	0.321	афсус
amulet	0.781	0.260	0.630	тӯмор
amuse	0.812	0.684	0.664	фароғат кардан
amused	0.942	0.847	0.596	масхара кард
amusement	0.929	0.837	0.803	фароғат
amusing	0.960	0.829	0.632	шавқовар
ana	0.541	0.300	0.314	ана
anaconda	0.146	0.830	0.540	анаконда
anaesthesia	0.350	0.217	0.473	наркоз
anaesthetic	0.449	0.268	0.509	наркоз
anagram	0.552	0.327	0.449	анаграмма
anal	0.333	0.798	0.334	анал
analgesic	0.417	0.321	0.441	бедардкунанда
analogous	0.531	0.270	0.500	монанд
analogue	0.570	0.320	0.446	аналогӣ
analogy	0.510	0.367	0.509	қиёс
analysis	0.729	0.448	0.705	таҳлил
analyst	0.604	0.415	0.755	таҳлилгар
analytic	0.665	0.521	0.634	таҳлилӣ
analytical	0.625	0.324	0.800	таҳлилӣ
analyze	0.667	0.462	0.710	таҳлил
analyzer	0.625	0.556	0.854	анализатор
anaphylactic	0.378	0.588	0.500	анафилактикӣ
anarchism	0.125	0.804	0.623	анархизм
anarchist	0.204	0.700	0.759	анархист
anarchy	0.146	0.755	0.620	анархия
anastomosis	0.375	0.470	0.490	анастомоз
anathema	0.286	0.490	0.519	анатема
anatomic	0.562	0.442	0.546	анатомӣ
anatomy	0.562	0.390	0.571	анатомия
ancestor	0.592	0.388	0.594	ниёгон
ancestral	0.640	0.481	0.750	аҷдодӣ
ancestry	0.708	0.519	0.717	аҷдодӣ
anchor	0.520	0.284	0.564	лангар
anchorage	0.500	0.325	0.639	лангар
ancient	0.420	0.217	0.439	қадимӣ
ancillary	0.449	0.442	0.278	ёрирасон
androgen	0.255	0.523	0.527	андроген
android	0.663	0.436	0.500	андроид
anecdote	0.583	0.529	0.500	латифа
anemia	0.188	0.327	0.310	камхунӣ
anemic	0.167	0.279	0.155	камхунӣ
anemone	0.552	0.538	0.327	анемон
anesthesia	0.365	0.216	0.394	наркоз
anesthesiologist	0.419	0.224	0.526	анестезиолог
anesthetic	0.350	0.264	0.482	наркоз
aneurysm	0.115	0.690	0.536	аневризм
anew	0.771	0.358	0.385	аз нав
angel	0.906	0.158	0.704	фаришта
angelic	0.927	0.298	0.668	фариштаи
anger	0.167	0.865	0.657	хашм
angered	0.010	0.860	0.547	хашмгин шуд
angermanagement	0.260	0.632	0.482	идоракунии хашм
angina	0.230	0.630	0.464	ангина
angiogram	0.347	0.520	0.465	ангиограмма
angiography	0.378	0.536	0.520	ангиография
angle	0.541	0.330	0.455	кунҷ
angling	0.625	0.408	0.500	бурҷӣ кардан
angora	0.529	0.425	0.405	ангора
angriest	0.094	0.892	0.430	хашмгинтарин
angry	0.122	0.830	0.604	хашмгин
angrytweet	0.265	0.644	0.471	angrytweet
angst	0.167	0.888	0.333	ташвиш
anguish	0.153	0.792	0.265	изтироб
anguished	0.135	0.720	0.307	ғамгин
angular	0.449	0.281	0.444	кунҷӣ
anhydrous	0.456	0.365	0.355	беоб
animal	0.521	0.510	0.513	ҳайвон
animate	0.827	0.755	0.635	зинда кардан
animated	0.823	0.676	0.538	аниматсионӣ
animation	0.888	0.750	0.549	аниматсия
animosity	0.510	0.724	0.545	адоват
animus	0.698	0.676	0.466	душманӣ
ankle	0.500	0.274	0.234	тағо
anklet	0.410	0.276	0.302	ҳалқа
annals	0.427	0.610	0.424	солномахо
annex	0.594	0.350	0.458	замима
annexation	0.342	0.500	0.555	замима
annexe	0.584	0.350	0.392	замима
annihilate	0.115	0.918	0.681	нест кардан
annihilated	0.080	0.760	0.324	нест карда шудааст
annihilation	0.041	0.800	0.591	нобудшавӣ
anniversary	0.880	0.770	0.723	солгарди
annotate	0.592	0.469	0.441	эзоҳ диҳед
annotation	0.604	0.470	0.619	тафсир
announce	0.694	0.618	0.611	эълон кунад
announcement	0.729	0.491	0.482	эълон
announcer	0.602	0.570	0.732	диктор
annoy	0.094	0.765	0.286	хашмгин
annoyance	0.167	0.718	0.342	нороҳатӣ
annoyed	0.104	0.783	0.345	хашмгин
annoyin	0.260	0.573	0.352	хашмгин
annoying	0.082	0.853	0.348	озордиҳанда
annoys	0.146	0.778	0.435	хашмгин мекунад
annual	0.552	0.236	0.500	солона
annuity	0.521	0.304	0.527	аннуитет
annul	0.250	0.448	0.364	бекор кардан
annular	0.310	0.385	0.412	ҳалқашакл
annulment	0.153	0.375	0.447	бекор кардан
annulus	0.458	0.380	0.376	ҳалқа
anointed	0.500	0.368	0.579	тадҳиншуда
anointing	0.653	0.350	0.547	тадҳин кардан
anomalous	0.281	0.480	0.423	ғайриоддӣ
anomaly	0.188	0.538	0.404	аномалия
anon	0.479	0.354	0.298	анон
anonymity	0.469	0.255	0.430	беном
anonymous	0.396	0.291	0.431	беном
anorexic	0.160	0.618	0.245	анорексия
answer	0.537	0.373	0.661	ҷавоб
answerable	0.708	0.481	0.750	ҷавобгар
answering	0.684	0.500	0.607	чавоб додан
ant	0.448	0.216	0.216	мӯрча
antagonism	0.224	0.618	0.524	антагонизм
antagonist	0.240	0.615	0.700	антагонист
antagonistic	0.296	0.604	0.565	антагонистй
antagonize	0.143	0.663	0.629	зиддият кардан
ante	0.448	0.320	0.417	пеш
antecedent	0.427	0.551	0.566	пешгузашта
antelope	0.542	0.510	0.500	антилопа
antenna	0.521	0.327	0.358	антенна
anterior	0.510	0.245	0.362	пеш
anthem	0.780	0.343	0.729	гимн
anthill	0.327	0.578	0.377	мурча
anthology	0.338	0.406	0.537	антология
anthrax	0.188	0.730	0.500	сӯхтанӣ
anthropological	0.367	0.390	0.490	антропологӣ
anthropologist	0.551	0.385	0.725	антрополог
anthropology	0.490	0.367	0.582	антропология
anti	0.365	0.412	0.384	зидди
antiaircraft	0.330	0.622	0.629	зенитӣ
antibiotic	0.510	0.373	0.658	антибиотик
antibiotics	0.448	0.406	0.557	антибиотикхо
antichrist	0.082	0.837	0.544	зиддимасеҳ
anticipate	0.622	0.469	0.667	пешбини кардан
anticipation	0.698	0.539	0.711	интизорӣ
anticipatory	0.653	0.551	0.682	интизорӣ
antics	0.448	0.740	0.236	антиқаҳо
antidote	0.541	0.490	0.629	зидди дору
antifungal	0.408	0.412	0.441	зидди fungal
antigravity	0.430	0.714	0.658	зиддигравитация
antimony	0.378	0.398	0.490	сурма
antipathy	0.198	0.549	0.393	антипатия
antiquarian	0.500	0.233	0.426	қадимӣ
antiquated	0.420	0.392	0.236	кӯҳнашуда
antique	0.634	0.290	0.518	антиқа
antiques	0.540	0.370	0.595	антиқа
antiquity	0.385	0.333	0.556	қадимӣ
antiseptic	0.438	0.370	0.623	антисептикӣ
antisocial	0.146	0.686	0.391	зиддичамъиятй
antithesis	0.396	0.412	0.536	зиддитеза
antithetical	0.271	0.509	0.358	зиддиятнок
antiviral	0.459	0.470	0.549	зиддивирусӣ
antler	0.448	0.470	0.500	шох
antsy	0.449	0.558	0.417	анси
anus	0.347	0.644	0.350	анус
anvil	0.380	0.510	0.604	анил
anxiety	0.146	0.865	0.342	изтироб
anxietyattack	0.150	0.925	0.446	ҳамлаи изтироб
anxious	0.281	0.875	0.434	ташвишовар
anxiousness	0.235	0.814	0.282	изтироб
anytime	0.625	0.461	0.436	ҳар вақт
aorta	0.448	0.510	0.542	аорта
aortic	0.436	0.540	0.438	аорта
apace	0.536	0.500	0.536	суръат
apache	0.687	0.469	0.500	апачи
apartment	0.719	0.393	0.580	квартира
apartments	0.704	0.337	0.443	квартирахо
apathetic	0.188	0.292	0.333	бепарво
apathy	0.184	0.212	0.204	бепарвоӣ
ape	0.548	0.389	0.336	маймун
aperture	0.612	0.450	0.667	диафрагма
apex	0.570	0.433	0.418	қулла
aphid	0.388	0.473	0.407	aphid
aphrodisiac	0.750	0.846	0.667	афродизиак
apiece	0.439	0.259	0.383	як порча
aplomb	0.500	0.509	0.582	афсӯс
apocalypse	0.050	0.867	0.736	апокалипсис
apocalyptic	0.173	0.880	0.750	апокалиптикӣ
apologetic	0.479	0.461	0.571	узрхоҳӣ
apologist	0.406	0.429	0.526	узрхоҳ
apologize	0.551	0.378	0.389	бахшиш пурсан
apology	0.571	0.346	0.402	бахшиш
apostasy	0.388	0.520	0.517	муртад
apostate	0.342	0.500	0.528	муртад
apostle	0.646	0.347	0.732	расул
apostolic	0.592	0.300	0.717	ҳавворӣ
apostrophe	0.469	0.368	0.537	апостроф
apothecary	0.561	0.328	0.529	дорухона
appalled	0.194	0.792	0.562	ба даҳшат афтод
appalling	0.160	0.827	0.415	даҳшатовар
apparatus	0.375	0.353	0.377	дастгоҳ
apparel	0.698	0.435	0.453	либос
apparent	0.473	0.383	0.398	маълум
apparently	0.531	0.410	0.426	аз афташ
apparition	0.406	0.573	0.636	зуҳур
appeal	0.663	0.598	0.558	шикоят
appear	0.735	0.506	0.567	пайдо мешаванд
appearance	0.669	0.490	0.534	намуди зоҳирӣ
appease	0.633	0.278	0.434	ором кардан
appellant	0.327	0.588	0.568	шикояткунанда
append	0.573	0.464	0.453	замима кунед
appendage	0.229	0.382	0.438	замима
appendectomy	0.177	0.670	0.554	аппендэктомия
appendicitis	0.031	0.640	0.347	аппендицит
appendix	0.365	0.387	0.425	замима
appetite	0.704	0.637	0.581	иштиҳо
appetizer	0.755	0.560	0.406	дастархон
appetizing	0.806	0.657	0.688	иштиҳо
applaud	0.865	0.824	0.464	чапакзанй мекунанд
applause	0.953	0.857	0.621	чапакзанй
apple	0.811	0.300	0.264	себ
apple juice	0.765	0.204	0.294	шарбати себ
applejack	0.604	0.431	0.473	себ
applesauce	0.750	0.167	0.291	себ
appliance	0.582	0.453	0.538	асбоб
appliances	0.594	0.394	0.567	асбобу анчом
applicability	0.677	0.490	0.741	татбиқшаванда
applicable	0.469	0.430	0.667	татбиқшаванда
applicant	0.612	0.558	0.688	довталаб
application	0.646	0.445	0.726	ариза
apply	0.612	0.321	0.667	муроҷиат кунед
appoint	0.565	0.330	0.509	таъин кунанд
appointment	0.688	0.594	0.547	таъинот
appointments	0.745	0.677	0.625	таъинот
apportion	0.677	0.490	0.638	тақсимот
apportionment	0.552	0.481	0.453	тақсимот
appraisal	0.417	0.667	0.682	арзёбӣ
appraise	0.677	0.490	0.696	баҳо додан
appreciable	0.873	0.491	0.778	қобили таваҷҷӯҳ
appreciate	0.885	0.422	0.741	қадр кунед
appreciated	0.910	0.434	0.779	қадр карда шуд
appreciates	0.765	0.500	0.656	қадр мекунад
appreciation	0.917	0.529	0.588	қадрдонӣ
appreciative	0.857	0.380	0.654	сипосгузор
apprehend	0.521	0.624	0.696	дастгир кардан
apprehension	0.385	0.720	0.454	тарс
apprehensive	0.406	0.592	0.431	хавотир
apprentice	0.615	0.413	0.452	шогирд
apprenticeship	0.812	0.482	0.643	шогирдй
approach	0.612	0.392	0.610	равиш
approaching	0.740	0.557	0.491	наздик шудан
approbate	0.646	0.590	0.860	тасдик кардан
approbation	0.792	0.529	0.774	тасдик
appropriate	0.833	0.368	0.759	мувофиқ
appropriation	0.510	0.632	0.717	азхудкунй
approval	0.854	0.460	0.889	тасдиқ
approve	0.875	0.548	0.741	тасдик кардан
approved	0.833	0.349	0.698	тасдик карда шуд
approvement	0.880	0.625	0.780	тасдик
approving	0.917	0.583	0.773	тасдик кардан
approximate	0.551	0.560	0.520	тахминан
approximately	0.622	0.396	0.538	тахминан
approximating	0.583	0.615	0.471	тахминан
approximation	0.582	0.402	0.593	тахминӣ
appurtenances	0.573	0.412	0.547	лавозимот
apricot	0.708	0.320	0.278	зардолу
apron	0.582	0.208	0.245	пешдоман
apt	0.582	0.418	0.382	мувофиқ
aptitude	0.750	0.471	0.746	қобилият
aqua	0.656	0.292	0.359	об
aquamarine	0.729	0.306	0.413	аквамарин
aquarium	0.663	0.327	0.393	аквариум
aquatic	0.677	0.510	0.463	обӣ
aqueduct	0.551	0.411	0.534	акведук
aqueous	0.429	0.270	0.310	обдор
arable	0.510	0.350	0.465	киштшаванда
arbiter	0.561	0.537	0.814	ҳакам
arbitrary	0.281	0.702	0.686	худсарона
arbitrate	0.470	0.620	0.682	арбитраж
arbitration	0.587	0.602	0.670	арбитраж
arbitrator	0.385	0.448	0.795	ҳакам
arbor	0.583	0.490	0.591	дарахтзор
arc	0.552	0.388	0.396	камон
arcade	0.676	0.521	0.502	аркада
arcane	0.500	0.490	0.637	асрор
arch	0.500	0.354	0.468	аркон
archaeological	0.740	0.441	0.660	археологӣ
archaeologist	0.552	0.451	0.706	археолог
archaeology	0.596	0.358	0.691	археология
archaic	0.271	0.327	0.332	архаикй
archangel	0.837	0.500	0.708	фаришта
archbishop	0.622	0.280	0.776	архиепископ
archdiocese	0.400	0.321	0.704	архиепархия
archduke	0.458	0.413	0.634	герцог
arched	0.582	0.403	0.398	камондор
archer	0.573	0.622	0.661	камонвар
archery	0.594	0.604	0.589	камонварӣ
archetype	0.448	0.520	0.569	архетип
archipelago	0.745	0.370	0.592	архипелаг
architect	0.776	0.442	0.836	меъмор
architectural	0.729	0.390	0.670	меъморй
architecture	0.820	0.390	0.694	меъморй
archive	0.438	0.294	0.527	архив
arctic	0.615	0.352	0.546	арктика
ardent	0.694	0.873	0.722	оташин
ardor	0.500	0.780	0.538	оташин
arduous	0.344	0.783	0.605	душвор
area	0.490	0.306	0.464	минтақа
arena	0.510	0.235	0.404	арена
areola	0.417	0.396	0.381	ареола
areyoukidding	0.429	0.633	0.400	шӯхӣ мекунӣ
areyoukiddingme	0.365	0.635	0.375	шумо маро масхара мекунед
argent	0.594	0.418	0.472	аргент
argh	0.260	0.538	0.328	арг
arghh	0.292	0.536	0.397	аргх
arghhhh	0.250	0.618	0.324	аргххх
argue	0.093	0.798	0.525	баҳс кардан
argument	0.510	0.464	0.698	баҳс
argumentation	0.479	0.549	0.760	баҳс
argumentative	0.450	0.531	0.679	баҳсбарангез
arguments	0.541	0.602	0.657	далелҳо
arid	0.323	0.333	0.379	хушк
arise	0.750	0.582	0.725	бархостан
aristocracy	0.688	0.549	0.842	аристократия
aristocrat	0.583	0.413	0.811	аристократ
aristocratic	0.449	0.519	0.676	аристократӣ
arithmetic	0.453	0.460	0.634	арифметика
ark	0.396	0.427	0.543	киштӣ
arm	0.552	0.285	0.469	бозу
armada	0.408	0.740	0.868	армада
armament	0.198	0.764	0.810	мусаллахшавй
armaments	0.192	0.839	0.830	яроку аслиха
armature	0.510	0.558	0.755	арматура
armchair	0.646	0.164	0.339	кресло
armed	0.188	0.750	0.808	мусаллах
armor	0.469	0.625	0.784	зиреҳ
armored	0.469	0.509	0.861	зирехпуш
armory	0.448	0.663	0.800	аслиҳа
armpit	0.283	0.439	0.250	багал
arms	0.464	0.395	0.483	силоҳ
army	0.417	0.759	0.902	армия
aroma	0.823	0.235	0.442	хушбӯй
aromatherapy	0.847	0.220	0.473	ароматерапия
arousal	0.791	0.943	0.731	бедор кардан
arouse	0.740	0.491	0.580	бедор кардан
aroused	0.708	0.952	0.667	бедор кард
arraignment	0.406	0.837	0.534	айб
arrange	0.740	0.490	0.571	тартиб додан
arranged	0.698	0.531	0.728	ташкил карда шудааст
arrangement	0.625	0.382	0.683	тартиб
array	0.521	0.396	0.568	массив
arrears	0.286	0.485	0.302	қарзҳо
arrest	0.146	0.951	0.500	боздошт
arrhythmia	0.265	0.706	0.356	аритмия
arrival	0.678	0.510	0.474	омадан
arrive	0.837	0.406	0.585	расидан
arrogance	0.143	0.750	0.620	такаббурй
arrogant	0.115	0.755	0.580	магрур
arrow	0.439	0.390	0.454	тир
arsehole	0.276	0.598	0.433	арсеол
arseholes	0.188	0.545	0.351	арсеголхо
arsenal	0.365	0.741	0.752	арсенал
arsenic	0.281	0.472	0.447	мышьяк
arson	0.133	0.904	0.567	оташ задан
arsonist	0.348	0.840	0.500	оташзананда
art	0.812	0.360	0.603	мод
arterial	0.396	0.510	0.583	артериалӣ
artery	0.396	0.580	0.537	артерия
artful	0.771	0.608	0.778	ҳунарманд
arthritis	0.110	0.518	0.345	артрит
arthropod	0.344	0.464	0.434	буғумбанд
artichoke	0.583	0.218	0.287	ангенор
article	0.594	0.280	0.481	мақола
articles	0.552	0.324	0.565	мақолаҳо
articulate	0.677	0.462	0.618	баён кардан
articulation	0.479	0.480	0.591	артикуляция
artifact	0.510	0.500	0.566	артефакт
artifice	0.316	0.696	0.482	сохтакорӣ
artificial	0.306	0.385	0.351	сунъй
artillery	0.350	0.912	0.794	артиллерия
artisan	0.781	0.330	0.411	ҳунарманд
artist	0.802	0.442	0.732	рассом
artiste	0.844	0.512	0.565	санъаткор
artistic	0.802	0.646	0.632	бадеӣ
artistry	0.823	0.346	0.769	санъаткорй
artists	0.796	0.667	0.741	рассомон
artwork	0.896	0.368	0.679	асар
arty	0.490	0.422	0.388	арти
asap	0.571	0.500	0.552	ҳар чи зудтар
asbestos	0.357	0.481	0.464	асбест
ascend	0.830	0.620	0.812	боло рафтан
ascendancy	0.724	0.625	0.700	болоравӣ
ascendant	0.656	0.673	0.821	болорав
ascending	0.826	0.644	0.777	боло рафтан
ascension	0.765	0.720	0.714	боло рафтан
ascent	0.755	0.627	0.833	боло рафтан
ascertain	0.560	0.530	0.625	муайян кардан
ascertained	0.531	0.529	0.616	муайян карда шудааст
ascetic	0.438	0.375	0.472	аскетӣ
ash	0.260	0.210	0.207	хокистар
ashamed	0.156	0.588	0.228	шарм
ashes	0.327	0.279	0.142	хокистар
ashtray	0.406	0.382	0.265	хокистардон
asinine	0.429	0.472	0.433	асинин
ask	0.531	0.440	0.459	пурсед
asleeep	0.490	0.210	0.322	хоб
asleep	0.604	0.100	0.270	хобида
asp	0.438	0.489	0.375	asp
asparagus	0.469	0.317	0.264	сарсабил ё морҷӯба
