English Word	Valence	Arousal	Dominance	Catalan Word
anew	0.771	0.358	0.385	de nou
angel	0.906	0.158	0.704	àngel
angelic	0.927	0.298	0.668	angelical
anger	0.167	0.865	0.657	ira
angered	0.010	0.860	0.547	enfadat
angermanagement	0.260	0.632	0.482	maneig de la ira
angina	0.230	0.630	0.464	angina de pit
angiogram	0.347	0.520	0.465	angiografia
angiography	0.378	0.536	0.520	angiografia
angle	0.541	0.330	0.455	angle
angling	0.625	0.408	0.500	pesca
angora	0.529	0.425	0.405	angora
angriest	0.094	0.892	0.430	més enfadat
angry	0.122	0.830	0.604	enfadat
angrytweet	0.265	0.644	0.471	tuit enfadat
angst	0.167	0.888	0.333	angoixa
anguish	0.153	0.792	0.265	angoixa
anguished	0.135	0.720	0.307	angoixat
angular	0.449	0.281	0.444	angular
anhydrous	0.456	0.365	0.355	anhidre
animal	0.521	0.510	0.513	animal
animate	0.827	0.755	0.635	animar
animated	0.823	0.676	0.538	animat
animation	0.888	0.750	0.549	animació
animosity	0.510	0.724	0.545	animositat
animus	0.698	0.676	0.466	animus
ankle	0.500	0.274	0.234	turmell
anklet	0.410	0.276	0.302	turmella
annals	0.427	0.610	0.424	anals
annex	0.594	0.350	0.458	annex
annexation	0.342	0.500	0.555	annexió
annexe	0.584	0.350	0.392	annex
annihilate	0.115	0.918	0.681	aniquilar
annihilated	0.080	0.760	0.324	aniquilat
annihilation	0.041	0.800	0.591	aniquilació
anniversary	0.880	0.770	0.723	aniversari
annotate	0.592	0.469	0.441	anotar
annotation	0.604	0.470	0.619	anotació
announce	0.694	0.618	0.611	anunciar
announcement	0.729	0.491	0.482	anunci
announcer	0.602	0.570	0.732	locutor
annoy	0.094	0.765	0.286	molestar
annoyance	0.167	0.718	0.342	molèstia
annoyed	0.104	0.783	0.345	molest
annoyin	0.260	0.573	0.352	molestar
annoying	0.082	0.853	0.348	molest
annoys	0.146	0.778	0.435	molesta
annual	0.552	0.236	0.500	anual
annuity	0.521	0.304	0.527	anualitat
annul	0.250	0.448	0.364	anul·lar
annular	0.310	0.385	0.412	anulars
annulment	0.153	0.375	0.447	anul·lació
annulus	0.458	0.380	0.376	anell
anointed	0.500	0.368	0.579	ungit
anointing	0.653	0.350	0.547	unció
anomalous	0.281	0.480	0.423	anòmal
anomaly	0.188	0.538	0.404	anomalia
anon	0.479	0.354	0.298	anon
anonymity	0.469	0.255	0.430	l'anonimat
anonymous	0.396	0.291	0.431	anònim
anorexic	0.160	0.618	0.245	anorèxica
answer	0.537	0.373	0.661	resposta
answerable	0.708	0.481	0.750	responsable
answering	0.684	0.500	0.607	responent
ant	0.448	0.216	0.216	formiga
antagonism	0.224	0.618	0.524	antagonisme
antagonist	0.240	0.615	0.700	antagonista
antagonistic	0.296	0.604	0.565	antagònic
antagonize	0.143	0.663	0.629	antagonitzar
ante	0.448	0.320	0.417	ante
antecedent	0.427	0.551	0.566	antecedent
antelope	0.542	0.510	0.500	antílop
antenna	0.521	0.327	0.358	antena
anterior	0.510	0.245	0.362	anterior
anthem	0.780	0.343	0.729	himne
anthill	0.327	0.578	0.377	formiguer
anthology	0.338	0.406	0.537	antologia
anthrax	0.188	0.730	0.500	àntrax
anthropological	0.367	0.390	0.490	antropològic
anthropologist	0.551	0.385	0.725	antropòleg
anthropology	0.490	0.367	0.582	antropologia
anti	0.365	0.412	0.384	anti
antiaircraft	0.330	0.622	0.629	antiaeris
antibiotic	0.510	0.373	0.658	antibiòtic
antibiotics	0.448	0.406	0.557	antibiòtics
antichrist	0.082	0.837	0.544	anticrist
anticipate	0.622	0.469	0.667	preveure
anticipation	0.698	0.539	0.711	anticipació
anticipatory	0.653	0.551	0.682	anticipatòria
antics	0.448	0.740	0.236	travessias
antidote	0.541	0.490	0.629	antídot
antifungal	0.408	0.412	0.441	antifúngic
antigravity	0.430	0.714	0.658	antigravetat
antimony	0.378	0.398	0.490	antimoni
antipathy	0.198	0.549	0.393	antipatia
antiquarian	0.500	0.233	0.426	antiquari
antiquated	0.420	0.392	0.236	antiquat
antique	0.634	0.290	0.518	antic
antiques	0.540	0.370	0.595	antiguitats
antiquity	0.385	0.333	0.556	antiguitat
antiseptic	0.438	0.370	0.623	antisèptic
antisocial	0.146	0.686	0.391	antisocial
antithesis	0.396	0.412	0.536	antítesi
antithetical	0.271	0.509	0.358	antitètiques
antiviral	0.459	0.470	0.549	antiviral
antler	0.448	0.470	0.500	cornamenta
antsy	0.449	0.558	0.417	ansiosa
anus	0.347	0.644	0.350	anus
anvil	0.380	0.510	0.604	enclusa
anxiety	0.146	0.865	0.342	ansietat
anxietyattack	0.150	0.925	0.446	atac d'ansietat
anxious	0.281	0.875	0.434	ansiós
anxiousness	0.235	0.814	0.282	ansietat
anytime	0.625	0.461	0.436	en qualsevol moment
aorta	0.448	0.510	0.542	aorta
aortic	0.436	0.540	0.438	aòrtica
apace	0.536	0.500	0.536	a ritme
apache	0.687	0.469	0.500	apache
apartment	0.719	0.393	0.580	apartament
apartments	0.704	0.337	0.443	apartaments
apathetic	0.188	0.292	0.333	apàtic
apathy	0.184	0.212	0.204	apatia
ape	0.548	0.389	0.336	simi
aperture	0.612	0.450	0.667	obertura
apex	0.570	0.433	0.418	àpex
aphid	0.388	0.473	0.407	pugó
aphrodisiac	0.750	0.846	0.667	afrodisíac
apiece	0.439	0.259	0.383	cada una
aplomb	0.500	0.509	0.582	aplom
apocalypse	0.050	0.867	0.736	apocalipsi
apocalyptic	0.173	0.880	0.750	apocalíptic
apologetic	0.479	0.461	0.571	disculpes
apologist	0.406	0.429	0.526	apologeta
apologize	0.551	0.378	0.389	disculpes
apology	0.571	0.346	0.402	disculpes
apostasy	0.388	0.520	0.517	apostasia
apostate	0.342	0.500	0.528	apostat
apostle	0.646	0.347	0.732	apòstol
apostolic	0.592	0.300	0.717	apostòlica
apostrophe	0.469	0.368	0.537	apòstrof
apothecary	0.561	0.328	0.529	apotecari
appalled	0.194	0.792	0.562	horroritzat
appalling	0.160	0.827	0.415	espantós
apparatus	0.375	0.353	0.377	aparell
apparel	0.698	0.435	0.453	roba
apparent	0.473	0.383	0.398	aparent
apparently	0.531	0.410	0.426	aparentment
apparition	0.406	0.573	0.636	aparició
appeal	0.663	0.598	0.558	apel·lació
appear	0.735	0.506	0.567	apareixer
appearance	0.669	0.490	0.534	aparença
appease	0.633	0.278	0.434	apaivagar
appellant	0.327	0.588	0.568	recurrent
append	0.573	0.464	0.453	adjuntar
appendage	0.229	0.382	0.438	apèndix
appendectomy	0.177	0.670	0.554	apendicectomia
appendicitis	0.031	0.640	0.347	apendicitis
appendix	0.365	0.387	0.425	apèndix
appetite	0.704	0.637	0.581	gana
appetizer	0.755	0.560	0.406	aperitiu
appetizing	0.806	0.657	0.688	apetitós
applaud	0.865	0.824	0.464	aplaudir
applause	0.953	0.857	0.621	aplaudiments
apple	0.811	0.300	0.264	poma
apple juice	0.765	0.204	0.294	suc de poma
applejack	0.604	0.431	0.473	applejack
applesauce	0.750	0.167	0.291	compota de poma
appliance	0.582	0.453	0.538	aparell
appliances	0.594	0.394	0.567	electrodomèstics
applicability	0.677	0.490	0.741	aplicabilitat
applicable	0.469	0.430	0.667	aplicable
applicant	0.612	0.558	0.688	sol · licitant
application	0.646	0.445	0.726	aplicació
apply	0.612	0.321	0.667	aplicar
appoint	0.565	0.330	0.509	senyalar
appointment	0.688	0.594	0.547	cita
appointments	0.745	0.677	0.625	cites
apportion	0.677	0.490	0.638	repartiment
apportionment	0.552	0.481	0.453	repartiment
appraisal	0.417	0.667	0.682	avaluació
appraise	0.677	0.490	0.696	valorar
appreciable	0.873	0.491	0.778	apreciable
appreciate	0.885	0.422	0.741	apreciar
appreciated	0.910	0.434	0.779	apreciat
appreciates	0.765	0.500	0.656	agraeix
appreciation	0.917	0.529	0.588	apreciació
appreciative	0.857	0.380	0.654	agraït
apprehend	0.521	0.624	0.696	aprehender
apprehension	0.385	0.720	0.454	aprehensió
apprehensive	0.406	0.592	0.431	aprensiu
apprentice	0.615	0.413	0.452	aprenent
apprenticeship	0.812	0.482	0.643	aprenentatge
approach	0.612	0.392	0.610	enfocament
approaching	0.740	0.557	0.491	apropant-se
approbate	0.646	0.590	0.860	aprovar
approbation	0.792	0.529	0.774	aprovació
appropriate	0.833	0.368	0.759	apropiat
appropriation	0.510	0.632	0.717	apropiació
approval	0.854	0.460	0.889	aprovació
approve	0.875	0.548	0.741	aprovar
approved	0.833	0.349	0.698	aprovat
approvement	0.880	0.625	0.780	aprovació
approving	0.917	0.583	0.773	aprovant
approximate	0.551	0.560	0.520	aproximat
approximately	0.622	0.396	0.538	aproximadament
approximating	0.583	0.615	0.471	aproximant
approximation	0.582	0.402	0.593	aproximació
appurtenances	0.573	0.412	0.547	accessoris
apricot	0.708	0.320	0.278	albercoc
apron	0.582	0.208	0.245	davantal
apt	0.582	0.418	0.382	apt
aptitude	0.750	0.471	0.746	aptitud
aqua	0.656	0.292	0.359	aqua
aquamarine	0.729	0.306	0.413	aiguamarina
aquarium	0.663	0.327	0.393	aquari
aquatic	0.677	0.510	0.463	aquàtics
aqueduct	0.551	0.411	0.534	aqüeducte
aqueous	0.429	0.270	0.310	aquosa
arable	0.510	0.350	0.465	cultivable
arbiter	0.561	0.537	0.814	àrbitre
arbitrary	0.281	0.702	0.686	arbitrari
arbitrate	0.470	0.620	0.682	arbitrar
arbitration	0.587	0.602	0.670	arbitratge
arbitrator	0.385	0.448	0.795	àrbitre
arbor	0.583	0.490	0.591	cendra
arc	0.552	0.388	0.396	arc
arcade	0.676	0.521	0.502	arcade
arcane	0.500	0.490	0.637	arcà
arch	0.500	0.354	0.468	arc
archaeological	0.740	0.441	0.660	arqueològic
archaeologist	0.552	0.451	0.706	arqueòleg
archaeology	0.596	0.358	0.691	arqueologia
archaic	0.271	0.327	0.332	arcaica
archangel	0.837	0.500	0.708	arcàngel
archbishop	0.622	0.280	0.776	arquebisbe
archdiocese	0.400	0.321	0.704	arxidiòcesi
archduke	0.458	0.413	0.634	arxiduc
arched	0.582	0.403	0.398	arquejat
archer	0.573	0.622	0.661	arquer
archery	0.594	0.604	0.589	tir amb arc
archetype	0.448	0.520	0.569	arquetip
archipelago	0.745	0.370	0.592	arxipèlag
architect	0.776	0.442	0.836	arquitecte
architectural	0.729	0.390	0.670	arquitectònica
architecture	0.820	0.390	0.694	arquitectura
archive	0.438	0.294	0.527	Arxiu
arctic	0.615	0.352	0.546	àrtic
ardent	0.694	0.873	0.722	ardent
ardor	0.500	0.780	0.538	ardor
arduous	0.344	0.783	0.605	àrdua
area	0.490	0.306	0.464	zona
arena	0.510	0.235	0.404	arena
areola	0.417	0.396	0.381	areola
areyoukidding	0.429	0.633	0.400	estàs de broma
areyoukiddingme	0.365	0.635	0.375	em prens el pél
argent	0.594	0.418	0.472	argent
argh	0.260	0.538	0.328	argh
arghh	0.292	0.536	0.397	arghh
arghhhh	0.250	0.618	0.324	arghhhh
argue	0.093	0.798	0.525	argumentar
argument	0.510	0.464	0.698	argument
argumentation	0.479	0.549	0.760	argumentació
argumentative	0.450	0.531	0.679	argumentatiu
arguments	0.541	0.602	0.657	arguments
arid	0.323	0.333	0.379	àrid
arise	0.750	0.582	0.725	sorgir
aristocracy	0.688	0.549	0.842	aristocràcia
aristocrat	0.583	0.413	0.811	aristòcrata
aristocratic	0.449	0.519	0.676	aristocràtic
arithmetic	0.453	0.460	0.634	aritmètica
ark	0.396	0.427	0.543	arca
arm	0.552	0.285	0.469	braç
armada	0.408	0.740	0.868	armada
armament	0.198	0.764	0.810	armament
armaments	0.192	0.839	0.830	armament
armature	0.510	0.558	0.755	armadura
armchair	0.646	0.164	0.339	butaca
armed	0.188	0.750	0.808	armat
armor	0.469	0.625	0.784	armadura
armored	0.469	0.509	0.861	blindat
armory	0.448	0.663	0.800	armeria
armpit	0.283	0.439	0.250	aixella
arms	0.464	0.395	0.483	braços
army	0.417	0.759	0.902	exèrcit
aroma	0.823	0.235	0.442	aroma
aromatherapy	0.847	0.220	0.473	aromateràpia
arousal	0.791	0.943	0.731	excitació
arouse	0.740	0.491	0.580	despertar
aroused	0.708	0.952	0.667	despertat
arraignment	0.406	0.837	0.534	acusació
arrange	0.740	0.490	0.571	arranjar
arranged	0.698	0.531	0.728	arranjats
arrangement	0.625	0.382	0.683	arranjament
array	0.521	0.396	0.568	matriu
arrears	0.286	0.485	0.302	endarreriments
arrest	0.146	0.951	0.500	aturar
arrhythmia	0.265	0.706	0.356	arrítmia
arrival	0.678	0.510	0.474	arribada
arrive	0.837	0.406	0.585	arribar
arrogance	0.143	0.750	0.620	arrogància
arrogant	0.115	0.755	0.580	arrogant
arrow	0.439	0.390	0.454	fletxa
arsehole	0.276	0.598	0.433	culo
arseholes	0.188	0.545	0.351	culs
arsenal	0.365	0.741	0.752	arsenal
arsenic	0.281	0.472	0.447	arsènic
arson	0.133	0.904	0.567	incendi provocat
arsonist	0.348	0.840	0.500	incendiari
art	0.812	0.360	0.603	art
arterial	0.396	0.510	0.583	arterial
artery	0.396	0.580	0.537	artèria
artful	0.771	0.608	0.778	enginyós
arthritis	0.110	0.518	0.345	artritis
arthropod	0.344	0.464	0.434	artròpode
artichoke	0.583	0.218	0.287	carxofa
article	0.594	0.280	0.481	article
articles	0.552	0.324	0.565	articles
articulate	0.677	0.462	0.618	articular
articulation	0.479	0.480	0.591	articulació
artifact	0.510	0.500	0.566	artefacte
artifice	0.316	0.696	0.482	artifici
artificial	0.306	0.385	0.351	artificial
artillery	0.350	0.912	0.794	artilleria
artisan	0.781	0.330	0.411	artesà
artist	0.802	0.442	0.732	artista
artiste	0.844	0.512	0.565	artista
artistic	0.802	0.646	0.632	artística
artistry	0.823	0.346	0.769	l'art
artists	0.796	0.667	0.741	artistes
artwork	0.896	0.368	0.679	obra d'art
arty	0.490	0.422	0.388	artístic
asap	0.571	0.500	0.552	el més aviat possible
asbestos	0.357	0.481	0.464	amiant
ascend	0.830	0.620	0.812	ascendir
ascendancy	0.724	0.625	0.700	ascendència
ascendant	0.656	0.673	0.821	ascendent
ascending	0.826	0.644	0.777	ascendent
ascension	0.765	0.720	0.714	ascensió
ascent	0.755	0.627	0.833	ascens
ascertain	0.560	0.530	0.625	comprovar
ascertained	0.531	0.529	0.616	constatat
ascetic	0.438	0.375	0.472	ascètica
ash	0.260	0.210	0.207	cendra
ashamed	0.156	0.588	0.228	avergonyit
ashes	0.327	0.279	0.142	cendres
ashtray	0.406	0.382	0.265	cendrer
asinine	0.429	0.472	0.433	asiní
ask	0.531	0.440	0.459	preguntar
asleeep	0.490	0.210	0.322	adormit
asleep	0.604	0.100	0.270	adormit
asp	0.438	0.489	0.375	asp
asparagus	0.469	0.317	0.264	espàrrecs
aspartame	0.469	0.480	0.322	aspartam
aspect	0.479	0.469	0.588	aspecte
aspects	0.439	0.480	0.565	aspectes
aspen	0.479	0.280	0.395	tremol
asphalt	0.479	0.264	0.439	asfalt
asphyxia	0.198	0.704	0.311	asfíxia
asphyxiation	0.059	0.745	0.412	asfíxia
aspiration	0.704	0.724	0.675	aspiració
aspire	0.812	0.469	0.722	aspirar
aspirin	0.479	0.271	0.422	aspirina
aspiring	0.844	0.582	0.604	aspirant
ass	0.323	0.750	0.345	cul
assail	0.378	0.510	0.500	assaltar
assailant	0.184	0.868	0.602	agressor
assassin	0.073	0.933	0.632	assassí
assassinate	0.051	0.969	0.722	assassinar
assassination	0.083	0.941	0.525	assassinat
assault	0.167	0.848	0.550	assalt
assay	0.633	0.559	0.594	assaig
assemblage	0.429	0.452	0.600	muntatge
assemble	0.542	0.570	0.750	muntar
assembled	0.663	0.450	0.644	muntat
assembly	0.698	0.500	0.640	muntatge
assemblyman	0.430	0.538	0.760	assembleari
assent	0.615	0.515	0.719	assentiment
assert	0.750	0.619	0.809	afirmar
asserting	0.694	0.531	0.736	afirmant
assertion	0.740	0.442	0.750	afirmació
assertive	0.719	0.412	0.770	assertiu
assess	0.698	0.500	0.623	avaluar
assessment	0.750	0.623	0.658	valoració
assessor	0.551	0.538	0.764	assessor
asset	0.797	0.765	0.788	actiu
assets	0.667	0.613	0.765	actius
asshole	0.133	0.582	0.263	idiota
assign	0.622	0.417	0.709	assignar
assignee	0.510	0.462	0.510	cessionari
assignment	0.483	0.398	0.745	encàrrec
assimilate	0.559	0.391	0.683	assimilar
assimilation	0.429	0.378	0.463	assimilació
assist	0.833	0.435	0.629	assistir
assistance	0.656	0.519	0.633	assistència
assistant	0.625	0.390	0.536	assistent
associate	0.812	0.409	0.625	associat
association	0.745	0.500	0.817	Associació
assorted	0.602	0.460	0.472	assortit
assortment	0.694	0.360	0.526	assortiment
assuage	0.745	0.255	0.500	calmar
assume	0.698	0.401	0.464	assumir
assumed	0.612	0.247	0.454	suposat
assuming	0.740	0.390	0.526	assumint
assumption	0.479	0.431	0.417	suposició
assurance	0.675	0.442	0.704	garantia
assure	0.910	0.460	0.839	assegurar
assured	0.878	0.327	0.754	assegurat
assuredly	0.786	0.396	0.833	segur
asterisk	0.541	0.288	0.273	asterisc
asteroid	0.430	0.721	0.623	asteroide
asteroids	0.361	0.694	0.712	asteroides
asthma	0.198	0.549	0.227	asma
asthmatic	0.229	0.706	0.294	asmàtics
astigmatism	0.214	0.490	0.429	astigmatisme
astonish	0.786	0.845	0.658	sorprendre
astonished	0.510	0.775	0.574	sorprès
astonishing	0.844	0.802	0.821	sorprenent
astonishingly	0.827	0.898	0.773	sorprenentment
astonishment	0.680	0.718	0.519	sorpresa
astound	0.729	0.675	0.474	sorprendre
astral	0.604	0.417	0.567	astral
astray	0.098	0.676	0.308	per mal camí
astringent	0.316	0.500	0.474	astringent
astrologer	0.594	0.519	0.673	astròleg
astrology	0.635	0.340	0.500	astrologia
astronaut	0.792	0.601	0.761	astronauta
astronomer	0.750	0.509	0.735	astrònom
astronomical	0.600	0.632	0.726	astronòmics
astronomy	0.613	0.474	0.722	astronomia
astute	0.776	0.658	0.827	astut
asunder	0.208	0.442	0.259	en dos
asylum	0.407	0.330	0.445	asil
asymmetric	0.580	0.343	0.465	asimètric
asymmetry	0.476	0.373	0.527	asimetria
asymptotic	0.479	0.451	0.472	asimptòtic
atelier	0.490	0.330	0.705	taller
atheism	0.276	0.460	0.481	ateisme
atheistic	0.373	0.481	0.466	ateu
atherosclerosis	0.250	0.480	0.343	aterosclerosi
athlete	0.781	0.718	0.686	atleta
athletic	0.857	0.798	0.708	atlètic
athleticism	0.750	0.863	0.778	atletisme
athletics	0.831	0.691	0.740	atletisme
atlas	0.531	0.306	0.554	atles
atmosphere	0.604	0.300	0.560	atmosfera
atmospheric	0.531	0.420	0.594	atmosfèrics
atoll	0.480	0.408	0.472	atol
atom	0.510	0.500	0.433	àtom
atomic	0.327	0.817	0.713	atòmic
atone	0.418	0.673	0.411	expiar
atonement	0.550	0.602	0.683	expiació
atpeace	0.724	0.298	0.519	en pau
atrium	0.469	0.365	0.473	atri
atrocious	0.073	0.811	0.445	atroç
atrocity	0.115	0.844	0.593	atrocitat
atrophy	0.177	0.540	0.208	atròfia
attach	0.520	0.363	0.559	adjuntar
attached	0.562	0.350	0.439	adjunt
attachment	0.570	0.343	0.500	adjunt
attack	0.286	0.948	0.670	atac
attacker	0.185	0.962	0.629	atacant
attacking	0.276	0.837	0.642	atacant
attain	0.806	0.510	0.719	assolir
attainable	0.760	0.500	0.759	assolible
attainment	0.830	0.520	0.940	assoliment
attempt	0.625	0.491	0.431	intent
attempted	0.594	0.580	0.567	intentat
attend	0.650	0.420	0.625	assistir
attendance	0.812	0.500	0.592	assistència
attendant	0.580	0.365	0.519	assistent
attention	0.740	0.599	0.774	atenció
attentionseeker	0.367	0.745	0.457	cercador de l'atenció
attentionseekers	0.531	0.673	0.500	buscadors d'atenció
attentive	0.812	0.520	0.724	atents
attenuate	0.408	0.302	0.429	atenuar
attenuated	0.449	0.280	0.298	atenuada
attenuation	0.458	0.363	0.464	atenuació
attest	0.439	0.710	0.685	atestiguar
attestation	0.234	0.635	0.500	certificació
attic	0.521	0.259	0.377	golfes
attire	0.742	0.388	0.483	indumentària
attitude	0.760	0.644	0.861	actitud
attorney	0.600	0.594	0.754	advocat
attract	0.796	0.663	0.769	atreure
attraction	0.906	0.774	0.712	atracció
attractive	0.906	0.630	0.769	atractiu
attractiveness	0.938	0.667	0.755	atractiu
attributable	0.704	0.430	0.527	atribuïble
attribute	0.781	0.439	0.795	atribut
attribution	0.646	0.467	0.658	atribució
attrition	0.229	0.540	0.259	desgast
auburn	0.510	0.240	0.411	castanyada
auction	0.594	0.702	0.519	subhasta
auctioneer	0.542	0.732	0.716	subhastador
audacious	0.740	0.875	0.825	audaç
audacity	0.760	0.755	0.916	audàcia
audible	0.673	0.370	0.462	audible
audience	0.698	0.610	0.613	públic
audio	0.709	0.425	0.370	àudio
audit	0.375	0.562	0.735	auditoria
audition	0.750	0.685	0.615	audició
auditions	0.740	0.765	0.596	audicions
auditor	0.582	0.571	0.726	auditor
auditorium	0.529	0.490	0.538	auditori
auditory	0.531	0.481	0.570	auditiu
aught	0.418	0.135	0.217	res
augment	0.650	0.683	0.645	augmentar
augmentation	0.714	0.613	0.850	augment
august	0.652	0.292	0.462	Agost
aunt	0.667	0.291	0.420	tia
auntie	0.643	0.275	0.447	tieta
aura	0.760	0.333	0.500	aura
aurora	0.817	0.306	0.537	aurora
auspices	0.542	0.500	0.634	auspicis
auspicious	0.562	0.635	0.669	auspiciosos
austere	0.500	0.390	0.422	auster
austerity	0.438	0.406	0.534	austeritat
authentic	0.885	0.510	0.782	autèntic
authenticate	0.833	0.480	0.789	autenticar
authentication	0.724	0.491	0.750	autenticació
authenticity	0.670	0.548	0.845	autenticitat
author	0.775	0.343	0.749	autor
authoritative	0.636	0.520	0.890	amb autoritat
authority	0.592	0.592	0.934	autoritat
authorization	0.521	0.567	0.817	autorització
authorize	0.772	0.596	0.821	autoritzar
authorized	0.760	0.458	0.815	autoritzat
authorship	0.667	0.635	0.773	l'autoria
autism	0.235	0.500	0.447	autisme
autistic	0.367	0.337	0.404	autista
auto	0.571	0.569	0.500	automàtic
autobiographical	0.909	0.462	0.582	autobiogràfic
autobiography	0.735	0.284	0.629	autobiografia
autocorrect	0.551	0.439	0.616	autocorrecció
autocratic	0.542	0.577	0.727	autocràtic
autograph	0.735	0.565	0.473	autògraf
autographed	0.781	0.620	0.625	autografiada
automated	0.578	0.402	0.632	automatitzat
automatic	0.562	0.433	0.664	automàtic
automobile	0.753	0.625	0.534	automòbil
automotive	0.656	0.520	0.577	automoció
autonomy	0.781	0.349	0.891	autonomia
autopilot	0.594	0.462	0.632	pilot automàtic
autopsy	0.252	0.650	0.538	autòpsia
autumn	0.765	0.204	0.450	tardor
auxiliary	0.622	0.471	0.509	auxiliar
avail	0.800	0.430	0.603	aprofitar
availability	0.796	0.544	0.600	disponibilitat
available	0.844	0.356	0.623	disponible
avalanche	0.265	0.915	0.683	allau
avarice	0.198	0.726	0.352	avarícia
avatar	0.633	0.410	0.567	avatar
avenge	0.073	0.867	0.559	venjar
avenger	0.337	0.865	0.670	venjador
avenging	0.143	0.880	0.717	venjant
avenue	0.677	0.360	0.377	avinguda
aver	0.492	0.450	0.393	aver
average	0.684	0.280	0.455	mitjana
aversation	0.582	0.442	0.432	aversió
averse	0.253	0.569	0.492	avers
averseness	0.296	0.606	0.528	aversió
aversion	0.074	0.663	0.525	aversió
avert	0.510	0.388	0.465	evitar
aviary	0.500	0.360	0.467	aviari
aviation	0.708	0.646	0.741	aviació
aviator	0.615	0.700	0.644	aviador
