English Word	Valence	Arousal	Dominance	Yiddish Word
amateur	0.469	0.500	0.409	amateur
amaze	0.896	0.843	0.783	אַמייז
amazed	0.796	0.779	0.533	דערשטוינט
amazedness	0.827	0.872	0.510	יבערראַשן
amazement	0.750	0.800	0.639	חידוש
amazing	0.906	0.837	0.849	געוואלדיג
amazingly	0.918	0.765	0.920	אַמייזינגלי
ambassador	0.651	0.529	0.917	אַמבאַסאַדאָר
amber	0.635	0.308	0.369	בורשטין
ambience	0.735	0.356	0.426	אַמביאַנס
ambient	0.625	0.360	0.582	אַמביאַנט
ambiguity	0.164	0.460	0.370	אַמביגיואַטי
ambiguous	0.265	0.462	0.358	אַמביגיואַס
ambit	0.479	0.380	0.386	אַמביציעס
ambition	0.510	0.804	0.661	אַמביציע
ambitious	0.484	0.821	0.717	אַמביציעס
ambivalent	0.510	0.404	0.482	אַמביוואַלענט
ambrosia	0.571	0.452	0.480	אַמבראָסיאַ
ambulance	0.500	0.750	0.609	אַמבולאַנס
ambush	0.281	0.830	0.500	אַמבוש
ameliorate	0.770	0.548	0.747	פֿאַרבעסערן
amen	0.781	0.182	0.542	אמן
amenable	0.448	0.410	0.406	אַמינאַבאַל
amend	0.688	0.406	0.658	ויסבעסערן
amendment	0.531	0.459	0.606	אַמענדמענט
amends	0.640	0.366	0.517	ענדערט
amenity	0.750	0.327	0.574	אַמענאַטיז
amethyst	0.622	0.406	0.517	אַמעטהיסט
amiable	0.847	0.290	0.483	ליבלעך
amicable	0.875	0.330	0.507	פרייַנדלעך
amid	0.510	0.340	0.256	צווישן
amidst	0.480	0.330	0.316	צווישן
amino	0.551	0.402	0.433	אַמינאָ
ammo	0.323	0.765	0.621	אַממאָ
ammonia	0.292	0.587	0.409	אַמאָוניאַ
ammonium	0.354	0.396	0.368	אַמאָוניאַם
ammunition	0.338	0.635	0.667	שיסוואַרג
amnesia	0.296	0.330	0.308	אַמניזיאַ
amnesty	0.551	0.451	0.814	אַמניסטיע
amorous	0.844	0.670	0.636	ליבהאָבער
amorphous	0.327	0.402	0.349	אַמאָרפאַס
amortization	0.592	0.491	0.522	אַמאָרטיזאַטיאָן
amount	0.562	0.422	0.649	סומע
amour	0.865	0.480	0.652	ליבהאָבער
amp	0.439	0.393	0.375	אַמפּ
ampersand	0.480	0.448	0.483	אַמפּערסאַנד
amphetamines	0.133	0.667	0.526	אַמפעטאַמינעס
amphibian	0.427	0.357	0.474	אַמפיביאַן
amphibious	0.479	0.346	0.445	אַמפיביאַס
amphitheater	0.653	0.480	0.545	אַמפאַטיאַטער
ample	0.744	0.349	0.719	גענוגיק
amplification	0.690	0.677	0.810	אַמפּלאַפאַקיישאַן
amplify	0.677	0.735	0.827	פאַרגרעסערן
amplitude	0.694	0.439	0.692	אַמפּליטוד
amply	0.781	0.431	0.766	אַמפּלי
amputate	0.092	0.660	0.509	אַמפּיאַטירן
amputation	0.100	0.755	0.483	אַמפּיאַטיישאַן
amuck	0.385	0.602	0.321	אַמוק
amulet	0.781	0.260	0.630	קאַמייע
amuse	0.812	0.684	0.664	פאַרווייַלן
amused	0.942	0.847	0.596	אַמיוזד
amusement	0.929	0.837	0.803	פאַרווייַלונג
amusing	0.960	0.829	0.632	אַמיוזינג
ana	0.541	0.300	0.314	אַנאַ
anaconda	0.146	0.830	0.540	אַנאַקאָנדאַ
anaesthesia	0.350	0.217	0.473	אַניסטיזשאַ
anaesthetic	0.449	0.268	0.509	אַנאַסטעטיק
anagram	0.552	0.327	0.449	אַנאַגראַם
anal	0.333	0.798	0.334	אַנאַל
analgesic	0.417	0.321	0.441	אַנאַלדזשיסיק
analogous	0.531	0.270	0.500	ענלעכער
analogue	0.570	0.320	0.446	אַנאַלאָג
analogy	0.510	0.367	0.509	אַנאַלאַדזשי
analysis	0.729	0.448	0.705	אַנאַליסיס
analyst	0.604	0.415	0.755	אַנאַליסט
analytic	0.665	0.521	0.634	אַנאַליסיס
analytical	0.625	0.324	0.800	אַנאַליטיקאַל
analyze	0.667	0.462	0.710	פונאַנדערקלייַבן
analyzer	0.625	0.556	0.854	אַנאַליזער
anaphylactic	0.378	0.588	0.500	אַנאַפילאַקטיק
anarchism	0.125	0.804	0.623	אַנאַרכיזם
anarchist	0.204	0.700	0.759	אַנאַרכיסט
anarchy	0.146	0.755	0.620	אַנאַרכיע
anastomosis	0.375	0.470	0.490	אַנאַסטאָמאָסיס
anathema	0.286	0.490	0.519	אַנאַטהעמאַ
anatomic	0.562	0.442	0.546	אַנאַטאַמיק
anatomy	0.562	0.390	0.571	אַנאַטאָמי
ancestor	0.592	0.388	0.594	אָוועס
ancestral	0.640	0.481	0.750	אָוועס
ancestry	0.708	0.519	0.717	אפשטאם
anchor	0.520	0.284	0.564	אַנקער
anchorage	0.500	0.325	0.639	אַנקעראַדזש
ancient	0.420	0.217	0.439	אלטע
ancillary	0.449	0.442	0.278	אַנסאַלערי
androgen	0.255	0.523	0.527	אַנדראָגען
android	0.663	0.436	0.500	אַנדרויד
anecdote	0.583	0.529	0.500	אַנעקדאָט
anemia	0.188	0.327	0.310	אַנעמיאַ
anemic	0.167	0.279	0.155	אַנעמיק
anemone	0.552	0.538	0.327	אַנעמאָנע
anesthesia	0.365	0.216	0.394	אַניסטיזשאַ
anesthesiologist	0.419	0.224	0.526	אַנאַסטיזיאַלאַדזשאַסט
anesthetic	0.350	0.264	0.482	אַנאַסטעטיק
aneurysm	0.115	0.690	0.536	אַנעוריסם
anew	0.771	0.358	0.385	ווידעראמאל
angel	0.906	0.158	0.704	מלאך
angelic	0.927	0.298	0.668	מלאך
anger	0.167	0.865	0.657	כעס
angered	0.010	0.860	0.547	כעס
angermanagement	0.260	0.632	0.482	כּעס פאַרוואַלטונג
angina	0.230	0.630	0.464	אַנדזשיינאַ
angiogram	0.347	0.520	0.465	אַנגיאָגראַם
angiography	0.378	0.536	0.520	אַנגיאָגראַפי
angle	0.541	0.330	0.455	ווינקל
angling	0.625	0.408	0.500	אַנגלינג
angora	0.529	0.425	0.405	אַנגאָראַ
angriest	0.094	0.892	0.430	כעססט
angry	0.122	0.830	0.604	בייז
angrytweet	0.265	0.644	0.471	בייזטוועעט
angst	0.167	0.888	0.333	אַנגסט
anguish	0.153	0.792	0.265	פּײַן
anguished	0.135	0.720	0.307	פּײַן
angular	0.449	0.281	0.444	ווינקלדיק
anhydrous	0.456	0.365	0.355	אַנהידראָוס
animal	0.521	0.510	0.513	כייַע
animate	0.827	0.755	0.635	ופלעבן
animated	0.823	0.676	0.538	אַנימאַטעד
animation	0.888	0.750	0.549	אַנאַמיישאַן
animosity	0.510	0.724	0.545	פיינטשאַפט
animus	0.698	0.676	0.466	animus
ankle	0.500	0.274	0.234	קנעכל
anklet	0.410	0.276	0.302	קנעכל
annals	0.427	0.610	0.424	אַנאַליז
annex	0.594	0.350	0.458	אַנעקס
annexation	0.342	0.500	0.555	אַנעקסאַטיאָן
annexe	0.584	0.350	0.392	אַנעקסע
annihilate	0.115	0.918	0.681	פאַרניכטן
annihilated	0.080	0.760	0.324	פארניכטעט
annihilation	0.041	0.800	0.591	פאַרניכטונג
anniversary	0.880	0.770	0.723	יאָרטאָג
annotate	0.592	0.469	0.441	אַנאָטירן
annotation	0.604	0.470	0.619	אַנאָטאַציע
announce	0.694	0.618	0.611	מעלדן
announcement	0.729	0.491	0.482	מעלדן
announcer	0.602	0.570	0.732	אַנאַונסער
annoy	0.094	0.765	0.286	באדערן
annoyance	0.167	0.718	0.342	אַנוייז
annoyed	0.104	0.783	0.345	אַנויד
annoyin	0.260	0.573	0.352	אַננויין
annoying	0.082	0.853	0.348	אַנויינג
annoys	0.146	0.778	0.435	אַנוייז
annual	0.552	0.236	0.500	יערלעך
annuity	0.521	0.304	0.527	אַננואַטי
annul	0.250	0.448	0.364	annul
annular	0.310	0.385	0.412	אַנולאַר
annulment	0.153	0.375	0.447	אַנולאַטיאָן
annulus	0.458	0.380	0.376	אַננולוס
anointed	0.500	0.368	0.579	געזאלבט
anointing	0.653	0.350	0.547	זאַלבונג
anomalous	0.281	0.480	0.423	אַנאַמאַלאַס
anomaly	0.188	0.538	0.404	אַנאַמאַלי
anon	0.479	0.354	0.298	אַנאָן
anonymity	0.469	0.255	0.430	אַנאָנימיטי
anonymous	0.396	0.291	0.431	אַנאָנימע באַנוצערס
anorexic	0.160	0.618	0.245	אַנאָרעקסיק
answer	0.537	0.373	0.661	ענטפערן
answerable	0.708	0.481	0.750	פאַרענטפערט
answering	0.684	0.500	0.607	ענטפערט
ant	0.448	0.216	0.216	מוראַשקע
antagonism	0.224	0.618	0.524	אַנטאַגאַניזם
antagonist	0.240	0.615	0.700	אַנטאַגאָניסט
antagonistic	0.296	0.604	0.565	אַנטאַגאַנאַסטיק
antagonize	0.143	0.663	0.629	אַנטאַגאַניזירן
ante	0.448	0.320	0.417	ante
antecedent	0.427	0.551	0.566	אַנטעדענט
antelope	0.542	0.510	0.500	אַנטילאָפּע
antenna	0.521	0.327	0.358	אַנטענע
anterior	0.510	0.245	0.362	אַנטיריער
anthem	0.780	0.343	0.729	הימען
anthill	0.327	0.578	0.377	מוראַשקע
anthology	0.338	0.406	0.537	אַנטאָלאָגיע
anthrax	0.188	0.730	0.500	אַנטראַקס
anthropological	0.367	0.390	0.490	אַנטהראָפּאָלאָגיקאַל
anthropologist	0.551	0.385	0.725	אַנטהראָפּאָלאָגיסט
anthropology	0.490	0.367	0.582	אַנטהראָפּאָלאָגי
anti	0.365	0.412	0.384	אַנטי
antiaircraft	0.330	0.622	0.629	אַנטיערקראַפט
antibiotic	0.510	0.373	0.658	אַנטיביאָטיק
antibiotics	0.448	0.406	0.557	אַנטיביאַטיקס
antichrist	0.082	0.837	0.544	אַנטיטשריסט
anticipate	0.622	0.469	0.667	ריכטנ זיך
anticipation	0.698	0.539	0.711	אַנטיסאַפּיישאַן
anticipatory	0.653	0.551	0.682	אַנטיסאַפּאַטאָרי
antics	0.448	0.740	0.236	אַנטיקס
antidote	0.541	0.490	0.629	קעגנגיפט
antifungal	0.408	0.412	0.441	אַנטיפאַנגגאַל
antigravity	0.430	0.714	0.658	אַנטיגראַוויטי
antimony	0.378	0.398	0.490	אַנטימאָניע
antipathy	0.198	0.549	0.393	אַנטיפּאַטי
antiquarian	0.500	0.233	0.426	אַנטיקוואַריאַן
antiquated	0.420	0.392	0.236	אַנטיקווייטיד
antique	0.634	0.290	0.518	אַנטיק
antiques	0.540	0.370	0.595	אַנטיקס
antiquity	0.385	0.333	0.556	אַנטיקוויטי
antiseptic	0.438	0.370	0.623	אַנטיסעפּטיק
antisocial	0.146	0.686	0.391	אַנטיסאָסיאַל
antithesis	0.396	0.412	0.536	אַנטיטעזיס
antithetical	0.271	0.509	0.358	אַנטיטעטיש
antiviral	0.459	0.470	0.549	אַנטיוויראַל
antler	0.448	0.470	0.500	Antler
antsy	0.449	0.558	0.417	אַנטסי
anus	0.347	0.644	0.350	אַנוס
anvil	0.380	0.510	0.604	שטעמען
anxiety	0.146	0.865	0.342	דייַגעס
anxietyattack	0.150	0.925	0.446	דייַגעס באַפאַלן
anxious	0.281	0.875	0.434	באַזאָרגט
anxiousness	0.235	0.814	0.282	באַזאָרגטקייט
anytime	0.625	0.461	0.436	עניטיים
aorta	0.448	0.510	0.542	אַאָרטאַ
aortic	0.436	0.540	0.438	אַאָרטיק
apace	0.536	0.500	0.536	שנעל
apache	0.687	0.469	0.500	אַפּאַטשי
apartment	0.719	0.393	0.580	וווינונג
apartments	0.704	0.337	0.443	דירות
apathetic	0.188	0.292	0.333	אַפּאַטיש
apathy	0.184	0.212	0.204	אַפּאַטי
ape	0.548	0.389	0.336	נאָכמאַכן
aperture	0.612	0.450	0.667	עפענונג
apex	0.570	0.433	0.418	אַפּעקס
aphid	0.388	0.473	0.407	יישר כח
aphrodisiac	0.750	0.846	0.667	אַפראָודיזיאַק
apiece	0.439	0.259	0.383	א שטיקל
aplomb	0.500	0.509	0.582	אַפּלאָמבירן
apocalypse	0.050	0.867	0.736	אַפּאָקאַליפּסע
apocalyptic	0.173	0.880	0.750	אַפּאָקאַליפּטיק
apologetic	0.479	0.461	0.571	אַנטשולדיקן
apologist	0.406	0.429	0.526	אַפּאָלאָגיסט
apologize	0.551	0.378	0.389	אַנטשולדיקן
apology	0.571	0.346	0.402	אַנטשולדיקונג
apostasy	0.388	0.520	0.517	כפירה
apostate	0.342	0.500	0.528	אָפּפאַל
apostle	0.646	0.347	0.732	שליח
apostolic	0.592	0.300	0.717	אַפּאָסטאָליש
apostrophe	0.469	0.368	0.537	אַפּאָסטראָפע
apothecary	0.561	0.328	0.529	אַפּטייק
appalled	0.194	0.792	0.562	דערשראקן
appalling	0.160	0.827	0.415	גרויליק
apparatus	0.375	0.353	0.377	אַפּאַראַט
apparel	0.698	0.435	0.453	קליידונג
apparent	0.473	0.383	0.398	קלאָר
apparently	0.531	0.410	0.426	משמעות
apparition	0.406	0.573	0.636	דערשיינונג
appeal	0.663	0.598	0.558	אַפּעלירן
appear	0.735	0.506	0.567	זיך באווייזן
appearance	0.669	0.490	0.534	אויסזען
appease	0.633	0.278	0.434	באַרויקן
appellant	0.327	0.588	0.568	אַפּעלאַנט
append	0.573	0.464	0.453	צוגעבן
appendage	0.229	0.382	0.438	אַפּענדידזש
appendectomy	0.177	0.670	0.554	אַפּפּענדעקטאָמי
appendicitis	0.031	0.640	0.347	אַפּפּענדיסיטיס
appendix	0.365	0.387	0.425	אַפּפּענדיקס
appetite	0.704	0.637	0.581	אַפּעטיט
appetizer	0.755	0.560	0.406	פאַרשפּייַז
appetizing	0.806	0.657	0.688	אַפּעטיטלעך
applaud	0.865	0.824	0.464	אַפּלאָדירן
applause	0.953	0.857	0.621	אַפּלאָדיסמענטן
apple	0.811	0.300	0.264	עפּל
apple juice	0.765	0.204	0.294	עפּל זאַפט
applejack	0.604	0.431	0.473	applejack
applesauce	0.750	0.167	0.291	applesauce
appliance	0.582	0.453	0.538	אַפּפּליאַנסע
appliances	0.594	0.394	0.567	אַפּפּליאַנסעס
applicability	0.677	0.490	0.741	אָנווענדלעך
applicable	0.469	0.430	0.667	אָנווענדלעך
applicant	0.612	0.558	0.688	אַפּליקאַנט
application	0.646	0.445	0.726	אַפּלאַקיישאַן
apply	0.612	0.321	0.667	צולייגן
appoint	0.565	0.330	0.509	נאָמינירן
appointment	0.688	0.594	0.547	אַפּוינטמאַנט
appointments	0.745	0.677	0.625	אַפּוינטמאַנץ
apportion	0.677	0.490	0.638	צעטיילונג
apportionment	0.552	0.481	0.453	צוטיילונג
appraisal	0.417	0.667	0.682	אָפּשאַצונג
appraise	0.677	0.490	0.696	אָפּשאַצן
appreciable	0.873	0.491	0.778	אָפּשאַצן
appreciate	0.885	0.422	0.741	אָפּשאַצן
appreciated	0.910	0.434	0.779	אַפּרישיייטיד
appreciates	0.765	0.500	0.656	אַפּרישיייץ
appreciation	0.917	0.529	0.588	אַפּרישייישאַן
appreciative	0.857	0.380	0.654	אַפּרישיאַטיוו
apprehend	0.521	0.624	0.696	כאפן
apprehension	0.385	0.720	0.454	מורא
apprehensive	0.406	0.592	0.431	מודאג
apprentice	0.615	0.413	0.452	לערניינגל
apprenticeship	0.812	0.482	0.643	לערניינגל
approach	0.612	0.392	0.610	צוגאַנג
approaching	0.740	0.557	0.491	דערנענטערט זיך
approbate	0.646	0.590	0.860	צונעמען
approbation	0.792	0.529	0.774	באשטעטיגונג
appropriate	0.833	0.368	0.759	געהעריק
appropriation	0.510	0.632	0.717	אַפּראָופּרייישאַן
approval	0.854	0.460	0.889	האַסקאָמע
approve	0.875	0.548	0.741	אַפּרווו
approved	0.833	0.349	0.698	באוויליקט
approvement	0.880	0.625	0.780	האַסקאָמע
approving	0.917	0.583	0.773	אַפּרוווינג
approximate	0.551	0.560	0.520	דערנענטערנ זיך
approximately	0.622	0.396	0.538	בעערעך
approximating	0.583	0.615	0.471	דערנענטערנ זיך
approximation	0.582	0.402	0.593	דערנענטערונג
appurtenances	0.573	0.412	0.547	אַפּערטונאַטיז
apricot	0.708	0.320	0.278	אַפּריקאָס
apron	0.582	0.208	0.245	פאַרטעך
apt	0.582	0.418	0.382	apt
aptitude	0.750	0.471	0.746	פיייקייט
aqua	0.656	0.292	0.359	אַקוואַ
aquamarine	0.729	0.306	0.413	אַקוואַמערין
aquarium	0.663	0.327	0.393	אַקוואַריום
aquatic	0.677	0.510	0.463	וואַסער
aqueduct	0.551	0.411	0.534	אַקוועדוקט
aqueous	0.429	0.270	0.310	וואַסער
arable	0.510	0.350	0.465	אַקער
arbiter	0.561	0.537	0.814	אַרביטער
arbitrary	0.281	0.702	0.686	אַרביטראַריש
arbitrate	0.470	0.620	0.682	אַרביטרירן
arbitration	0.587	0.602	0.670	אַרביטריישאַן
arbitrator	0.385	0.448	0.795	אַרביטרייטער
arbor	0.583	0.490	0.591	אַרבאָר
arc	0.552	0.388	0.396	arc
arcade	0.676	0.521	0.502	אַרקייד
arcane	0.500	0.490	0.637	אַרקיין
arch	0.500	0.354	0.468	אַרטש
archaeological	0.740	0.441	0.660	אַרקיאַלאַדזשיקאַל
archaeologist	0.552	0.451	0.706	אַרקיאַלאַדזשיסט
archaeology	0.596	0.358	0.691	אַרכעאָלאָגיע
archaic	0.271	0.327	0.332	אַרטשאַיק
archangel	0.837	0.500	0.708	אַרטשאַנגעל
archbishop	0.622	0.280	0.776	אַרטשבישאָפּ
archdiocese	0.400	0.321	0.704	אַרטשדיאָסעס
archduke	0.458	0.413	0.634	אַרטשדוקע
arched	0.582	0.403	0.398	אַרטשט
archer	0.573	0.622	0.661	אַרטשער
archery	0.594	0.604	0.589	אַרטשערי
archetype	0.448	0.520	0.569	אַרטשעטיפּע
archipelago	0.745	0.370	0.592	אַרטשאַפּאַלייגאָו
architect	0.776	0.442	0.836	אַרכיטעקט
architectural	0.729	0.390	0.670	אַרקאַטעקטשעראַל
architecture	0.820	0.390	0.694	אַרקאַטעקטשער
archive	0.438	0.294	0.527	אַרכיוו
arctic	0.615	0.352	0.546	אַרקטיש
ardent	0.694	0.873	0.722	פאַרברענט
ardor	0.500	0.780	0.538	ברען
arduous	0.344	0.783	0.605	שווער
area	0.490	0.306	0.464	געגנט
arena	0.510	0.235	0.404	ארענע
areola	0.417	0.396	0.381	אַרעאָלאַ
areyoukidding	0.429	0.633	0.400	מאכסט א ווערטל
areyoukiddingme	0.365	0.635	0.375	איר זענט מיר
argent	0.594	0.418	0.472	אַרגענט
argh	0.260	0.538	0.328	אַרג
arghh	0.292	0.536	0.397	arghh
arghhhh	0.250	0.618	0.324	אַרגהההה
argue	0.093	0.798	0.525	טענהן
argument	0.510	0.464	0.698	אַרגומענט
argumentation	0.479	0.549	0.760	אַרגומענטיישאַן
argumentative	0.450	0.531	0.679	אַרגומענטאַטיווע
arguments	0.541	0.602	0.657	אַרגומענטן
arid	0.323	0.333	0.379	טרוקן
arise	0.750	0.582	0.725	אויפשטיין
aristocracy	0.688	0.549	0.842	אַריסטאָקראַטיע
aristocrat	0.583	0.413	0.811	אַריסטאָקראַט
aristocratic	0.449	0.519	0.676	אַריסטאָקראַטיק
arithmetic	0.453	0.460	0.634	אַריטמעטיק
ark	0.396	0.427	0.543	ארון קודש
arm	0.552	0.285	0.469	אָרעם
armada	0.408	0.740	0.868	אַרמאַדאַ
armament	0.198	0.764	0.810	אַרמאַמאַנט
armaments	0.192	0.839	0.830	אַרמאַמאַנץ
armature	0.510	0.558	0.755	אַרמאַטורע
armchair	0.646	0.164	0.339	פאָטעל
armed	0.188	0.750	0.808	אַרמד
armor	0.469	0.625	0.784	פאנצער
armored	0.469	0.509	0.861	אַרמערד
armory	0.448	0.663	0.800	אַרמאָרי
armpit	0.283	0.439	0.250	אָרעם
arms	0.464	0.395	0.483	געווער
army	0.417	0.759	0.902	אַרמיי
aroma	0.823	0.235	0.442	אַראָמאַ
aromatherapy	0.847	0.220	0.473	אַראָמאַטהעראַפּי
arousal	0.791	0.943	0.731	אויפוועקן
arouse	0.740	0.491	0.580	אויפוועקן
aroused	0.708	0.952	0.667	דערוועקט
arraignment	0.406	0.837	0.534	אַרראַיגנמענט
arrange	0.740	0.490	0.571	צולייגן
arranged	0.698	0.531	0.728	עריינדזשד
arrangement	0.625	0.382	0.683	אָרדענונג
array	0.521	0.396	0.568	מענגע
arrears	0.286	0.485	0.302	ערירז
arrest	0.146	0.951	0.500	אַרעסטירן
arrhythmia	0.265	0.706	0.356	ערידמיאַ
arrival	0.678	0.510	0.474	אָנקומען
arrive	0.837	0.406	0.585	אנקומען
arrogance	0.143	0.750	0.620	גאַדלעס
arrogant	0.115	0.755	0.580	עראַגאַנט
arrow	0.439	0.390	0.454	פייַל
arsehole	0.276	0.598	0.433	אַרסעכאָל
arseholes	0.188	0.545	0.351	אַרסעכאָלעס
arsenal	0.365	0.741	0.752	אַרסענאַל
arsenic	0.281	0.472	0.447	אַרסעניק
arson	0.133	0.904	0.567	אונטערצינדונג
arsonist	0.348	0.840	0.500	אונטערצינדונג
art	0.812	0.360	0.603	קונסט
arterial	0.396	0.510	0.583	אַרטעריאַל
artery	0.396	0.580	0.537	אַרטעריע
artful	0.771	0.608	0.778	כיטרע
arthritis	0.110	0.518	0.345	אַרטריט
arthropod	0.344	0.464	0.434	אַרטראַפּאָד
