English Word	Valence	Arousal	Dominance	Malagasy Word
amused	0.942	0.847	0.596	miharihary amin'izany
amusement	0.929	0.837	0.803	voly
amusing	0.960	0.829	0.632	nampihomehy
ana	0.541	0.300	0.314	ana
anaconda	0.146	0.830	0.540	anaconda
anaesthesia	0.350	0.217	0.473	fanatoranana
anaesthetic	0.449	0.268	0.509	fanafody fanadontoana
anagram	0.552	0.327	0.449	anagram
anal	0.333	0.798	0.334	lava-pitombenana
analgesic	0.417	0.321	0.441	analgesic
analogous	0.531	0.270	0.500	analogous
analogue	0.570	0.320	0.446	analogue
analogy	0.510	0.367	0.509	Fitoviana
analysis	0.729	0.448	0.705	fanadihadiana
analyst	0.604	0.415	0.755	mpandalina
analytic	0.665	0.521	0.634	mandalina
analytical	0.625	0.324	0.800	fandalinana
analyze	0.667	0.462	0.710	hadihadiana
analyzer	0.625	0.556	0.854	Analyzer
anaphylactic	0.378	0.588	0.500	anaphylactic
anarchism	0.125	0.804	0.623	anarkisma
anarchist	0.204	0.700	0.759	fanjakan'i Baroa
anarchy	0.146	0.755	0.620	anarchy
anastomosis	0.375	0.470	0.490	anastomose
anathema	0.286	0.490	0.519	voaozona
anatomic	0.562	0.442	0.546	anatomiques
anatomy	0.562	0.390	0.571	anatomie
ancestor	0.592	0.388	0.594	RAZANA
ancestral	0.640	0.481	0.750	drazana
ancestry	0.708	0.519	0.717	razambeny
anchor	0.520	0.284	0.564	vatofantsika
anchorage	0.500	0.325	0.639	fiatoana
ancient	0.420	0.217	0.439	FAHINY
ancillary	0.449	0.442	0.278	fanampiny
androgen	0.255	0.523	0.527	androgen
android	0.663	0.436	0.500	android
anecdote	0.583	0.529	0.500	tantara
anemia	0.188	0.327	0.310	tsy fahampian-dra
anemic	0.167	0.279	0.155	anemic
anemone	0.552	0.538	0.327	anemone
anesthesia	0.365	0.216	0.394	fanatoranana
anesthesiologist	0.419	0.224	0.526	anesthesiologist
anesthetic	0.350	0.264	0.482	fanafody fanadontoana
aneurysm	0.115	0.690	0.536	aneurysm
anew	0.771	0.358	0.385	indray
angel	0.906	0.158	0.704	ANJELY
angelic	0.927	0.298	0.668	NY ANJELY
anger	0.167	0.865	0.657	fahatezerana
angered	0.010	0.860	0.547	nahatezitra
angermanagement	0.260	0.632	0.482	fitantanana fahatezerana
angina	0.230	0.630	0.464	angina
angiogram	0.347	0.520	0.465	angiogram
angiography	0.378	0.536	0.520	angiography
angle	0.541	0.330	0.455	fiolahana
angling	0.625	0.408	0.500	mihantona
angora	0.529	0.425	0.405	angora
angriest	0.094	0.892	0.430	tezitra indrindra
angry	0.122	0.830	0.604	TEZITRA
angrytweet	0.265	0.644	0.471	angrytweet
angst	0.167	0.888	0.333	tebiteby
anguish	0.153	0.792	0.265	ny fahoriam
anguished	0.135	0.720	0.307	alahelo be
angular	0.449	0.281	0.444	angular
anhydrous	0.456	0.365	0.355	anhydrous
animal	0.521	0.510	0.513	biby
animate	0.827	0.755	0.635	selan'izy
animated	0.823	0.676	0.538	animation
animation	0.888	0.750	0.549	fanentanana
animosity	0.510	0.724	0.545	fankahalana
animus	0.698	0.676	0.466	animus
ankle	0.500	0.274	0.234	dia fehin
anklet	0.410	0.276	0.302	kitrokeliny
annals	0.427	0.610	0.424	tantaran'ny
annex	0.594	0.350	0.458	fanampiny
annexation	0.342	0.500	0.555	fanakambanana
annexe	0.584	0.350	0.392	annexe
annihilate	0.115	0.918	0.681	handringana
annihilated	0.080	0.760	0.324	ringana
annihilation	0.041	0.800	0.591	fandringanana
anniversary	0.880	0.770	0.723	tsingerintaona
annotate	0.592	0.469	0.441	hanisy naoty
annotation	0.604	0.470	0.619	Filazana fohy
announce	0.694	0.618	0.611	Lazao
announcement	0.729	0.491	0.482	fanambarana
announcer	0.602	0.570	0.732	filazana
annoy	0.094	0.765	0.286	mahasorena sy mahadiso
annoyance	0.167	0.718	0.342	fahasorenana
annoyed	0.104	0.783	0.345	sorena
annoyin	0.260	0.573	0.352	annoyin
annoying	0.082	0.853	0.348	manorisory
annoys	0.146	0.778	0.435	manahirana
annual	0.552	0.236	0.500	Isan-taona
annuity	0.521	0.304	0.527	isan-taona
annul	0.250	0.448	0.364	hanafoana
annular	0.310	0.385	0.412	annular
annulment	0.153	0.375	0.447	fanafoanana
annulus	0.458	0.380	0.376	annulus
anointed	0.500	0.368	0.579	voahosotra
anointing	0.653	0.350	0.547	fanosorana
anomalous	0.281	0.480	0.423	anomaliana
anomaly	0.188	0.538	0.404	anomaly
anon	0.479	0.354	0.298	anio
anonymity	0.469	0.255	0.430	anarana
anonymous	0.396	0.291	0.431	tsy fantatra anarana
anorexic	0.160	0.618	0.245	anorexic
answer	0.537	0.373	0.661	valiny
answerable	0.708	0.481	0.750	mifanolotra
answering	0.684	0.500	0.607	namaly
ant	0.448	0.216	0.216	vitsika
antagonism	0.224	0.618	0.524	fanoherana
antagonist	0.240	0.615	0.700	mpanohitra
antagonistic	0.296	0.604	0.565	manohitra
antagonize	0.143	0.663	0.629	manohitra
ante	0.448	0.320	0.417	ante
antecedent	0.427	0.551	0.566	mialoha
antelope	0.542	0.510	0.500	antilopa
antenna	0.521	0.327	0.358	antena
anterior	0.510	0.245	0.362	Précédent
anthem	0.780	0.343	0.729	hiram-pirenena
anthill	0.327	0.578	0.377	dongona fitoeran'ny vitsika taloha
anthology	0.338	0.406	0.537	fitambaram-boky mirakitra
anthrax	0.188	0.730	0.500	ny vain'omby
anthropological	0.367	0.390	0.490	anthropologie
anthropologist	0.551	0.385	0.725	anthropologist
anthropology	0.490	0.367	0.582	anthropologie
anti	0.365	0.412	0.384	tsy tia
antiaircraft	0.330	0.622	0.629	antiaircraft
antibiotic	0.510	0.373	0.658	antibiotika
antibiotics	0.448	0.406	0.557	antibiotika
antichrist	0.082	0.837	0.544	ANTIKRISTY
anticipate	0.622	0.469	0.667	mialoha
anticipation	0.698	0.539	0.711	mialoha
anticipatory	0.653	0.551	0.682	anticipatory
antics	0.448	0.740	0.236	hatsikana
antidote	0.541	0.490	0.629	fanefitry
antifungal	0.408	0.412	0.441	antifungal
antigravity	0.430	0.714	0.658	antigravity
antimony	0.378	0.398	0.490	antimony
antipathy	0.198	0.549	0.393	antipatia
antiquarian	0.500	0.233	0.426	antiquarian
antiquated	0.420	0.392	0.236	lany
antique	0.634	0.290	0.518	fahagola
antiques	0.540	0.370	0.595	zavatra tranainy
antiquity	0.385	0.333	0.556	tranainy
antiseptic	0.438	0.370	0.623	fa mamono otrikaretina izy
antisocial	0.146	0.686	0.391	tia miray hina
antithesis	0.396	0.412	0.536	fanoherana-kevitra izany
antithetical	0.271	0.509	0.358	antithetical
antiviral	0.459	0.470	0.549	antivirus
antler	0.448	0.470	0.500	tandroka
antsy	0.449	0.558	0.417	antsy,
anus	0.347	0.644	0.350	anus
anvil	0.380	0.510	0.604	riandriana
anxiety	0.146	0.865	0.342	fanahiana
anxietyattack	0.150	0.925	0.446	fanahiana fanafihana
anxious	0.281	0.875	0.434	manahy
anxiousness	0.235	0.814	0.282	izany tebitebin '
anytime	0.625	0.461	0.436	Amin'ny fotoana rehetra
aorta	0.448	0.510	0.542	aorta
aortic	0.436	0.540	0.438	aorta
apace	0.536	0.500	0.536	vaky
apache	0.687	0.469	0.500	apache
apartment	0.719	0.393	0.580	trano
apartments	0.704	0.337	0.443	trano
apathetic	0.188	0.292	0.333	miraharaha
apathy	0.184	0.212	0.204	tsy miraharaha
ape	0.548	0.389	0.336	rajako
aperture	0.612	0.450	0.667	nisara-
apex	0.570	0.433	0.418	fara tampon'ny
aphid	0.388	0.473	0.407	aphid
aphrodisiac	0.750	0.846	0.667	aphrodisiac
apiece	0.439	0.259	0.383	silany
aplomb	0.500	0.509	0.582	aplomb
apocalypse	0.050	0.867	0.736	Apokalypsy
apocalyptic	0.173	0.880	0.750	Tranga
apologetic	0.479	0.461	0.571	fialan-tsiny
apologist	0.406	0.429	0.526	Mpiaro ny
apologize	0.551	0.378	0.389	Mialà tsiny
apology	0.571	0.346	0.402	fialan-tsiny
apostasy	0.388	0.520	0.517	ny fivadiham-pinoana
apostate	0.342	0.500	0.528	mpivadi-pinoana
apostle	0.646	0.347	0.732	Apôstôly
apostolic	0.592	0.300	0.717	maha-apôstôly
apostrophe	0.469	0.368	0.537	apostrophe
apothecary	0.561	0.328	0.529	mpangaroharo zava-manitra
appalled	0.194	0.792	0.562	tsiravina
appalling	0.160	0.827	0.415	mahatsiravina
apparatus	0.375	0.353	0.377	fitaovana
apparel	0.698	0.435	0.453	HAINGON'NY
apparent	0.473	0.383	0.398	toa
apparently	0.531	0.410	0.426	toa
apparition	0.406	0.573	0.636	matoatoa
appeal	0.663	0.598	0.558	antso
appear	0.735	0.506	0.567	hita
appearance	0.669	0.490	0.534	fijery
appease	0.633	0.278	0.434	hampitonena
appellant	0.327	0.588	0.568	mpiampanga
append	0.573	0.464	0.453	manampy
appendage	0.229	0.382	0.438	taviny
appendectomy	0.177	0.670	0.554	appendectomy
appendicitis	0.031	0.640	0.347	appendicite
appendix	0.365	0.387	0.425	appendice
appetite	0.704	0.637	0.581	komana
appetizer	0.755	0.560	0.406	appetizer
appetizing	0.806	0.657	0.688	hampilendalenda
applaud	0.865	0.824	0.464	mitehaka
applause	0.953	0.857	0.621	tehaka
apple	0.811	0.300	0.264	paoma
apple juice	0.765	0.204	0.294	ranom-paoma
applejack	0.604	0.431	0.473	applejack
applesauce	0.750	0.167	0.291	saosy paoma
appliance	0.582	0.453	0.538	fitaovana
appliances	0.594	0.394	0.567	Fitaovana
applicability	0.677	0.490	0.741	hoe azo ampiharina
applicable	0.469	0.430	0.667	azo ampiharina
applicant	0.612	0.558	0.688	mpangataka
application	0.646	0.445	0.726	fampiharana
apply	0.612	0.321	0.667	AMPIHARO
appoint	0.565	0.330	0.509	hanendry
appointment	0.688	0.594	0.547	fotoana
appointments	0.745	0.677	0.625	fanendrena
apportion	0.677	0.490	0.638	nizara
apportionment	0.552	0.481	0.453	fizarana
appraisal	0.417	0.667	0.682	fanombanana
appraise	0.677	0.490	0.696	hanaiky
appreciable	0.873	0.491	0.778	azo ankasitrahana
appreciate	0.885	0.422	0.741	Ankasitraho
appreciated	0.910	0.434	0.779	nankasitraka
appreciates	0.765	0.500	0.656	mankasitraka
appreciation	0.917	0.529	0.588	FANKASITRAHANAO
appreciative	0.857	0.380	0.654	mankasitraka
apprehend	0.521	0.624	0.696	hisambotra
apprehension	0.385	0.720	0.454	ahiahy
apprehensive	0.406	0.592	0.431	Natahotra
apprentice	0.615	0.413	0.452	niofana
apprenticeship	0.812	0.482	0.643	fiofanako
approach	0.612	0.392	0.610	fomba
approaching	0.740	0.557	0.491	manatona
approbate	0.646	0.590	0.860	ankatoavina
approbation	0.792	0.529	0.774	-pankasitrahana
appropriate	0.833	0.368	0.759	mety
appropriation	0.510	0.632	0.717	fahazoany
approval	0.854	0.460	0.889	fankatoavana
approve	0.875	0.548	0.741	hanaiky
approved	0.833	0.349	0.698	nankatoavina
approvement	0.880	0.625	0.780	fankatoavana
approving	0.917	0.583	0.773	dia mampiseho ny
approximate	0.551	0.560	0.520	tokotokony
approximately	0.622	0.396	0.538	eo ho eo
approximating	0.583	0.615	0.471	approximating
approximation	0.582	0.402	0.593	manakaikikaiky
appurtenances	0.573	0.412	0.547	fitaovana
apricot	0.708	0.320	0.278	abricot
apron	0.582	0.208	0.245	apron
apt	0.582	0.418	0.382	mahay
aptitude	0.750	0.471	0.746	fahaiza-manao
aqua	0.656	0.292	0.359	aqua
aquamarine	0.729	0.306	0.413	aquamarine
aquarium	0.663	0.327	0.393	aquarium
aquatic	0.677	0.510	0.463	anaty rano
aqueduct	0.551	0.411	0.534	lakan-drano
aqueous	0.429	0.270	0.310	rano
arable	0.510	0.350	0.465	azo volena
arbiter	0.561	0.537	0.814	arbiter
arbitrary	0.281	0.702	0.686	jadona
arbitrate	0.470	0.620	0.682	hitsara
arbitration	0.587	0.602	0.670	fanelanelanana
arbitrator	0.385	0.448	0.795	mpizara
arbor	0.583	0.490	0.591	arbor
arc	0.552	0.388	0.396	arc
arcade	0.676	0.521	0.502	arcade
arcane	0.500	0.490	0.637	arcane
arch	0.500	0.354	0.468	andohalambo
archaeological	0.740	0.441	0.660	arkeolojika
archaeologist	0.552	0.451	0.706	arkeology
archaeology	0.596	0.358	0.691	arkeolojia
archaic	0.271	0.327	0.332	Endrika: archaic
archangel	0.837	0.500	0.708	arkanjely
archbishop	0.622	0.280	0.776	Arseveka
archdiocese	0.400	0.321	0.704	Arsidiosezin'i
archduke	0.458	0.413	0.634	Printsy
arched	0.582	0.403	0.398	arched
archer	0.573	0.622	0.661	mpandefa tsipìka
archery	0.594	0.604	0.589	zana-tsipìka
archetype	0.448	0.520	0.569	archetype
archipelago	0.745	0.370	0.592	vondronosy
architect	0.776	0.442	0.836	mpanao mari-trano
architectural	0.729	0.390	0.670	an'ireo trano
architecture	0.820	0.390	0.694	architecture
archive	0.438	0.294	0.527	tahiry
arctic	0.615	0.352	0.546	Tendrontany Avaratra
ardent	0.694	0.873	0.722	mafana fo
ardor	0.500	0.780	0.538	mafana fo
arduous	0.344	0.783	0.605	sarotra
area	0.490	0.306	0.464	FARITRY NY
arena	0.510	0.235	0.404	kianja
areola	0.417	0.396	0.381	areola
areyoukidding	0.429	0.633	0.400	mananihany ahy ve ianao
areyoukiddingme	0.365	0.635	0.375	mananihany ahy ve ianao
argent	0.594	0.418	0.472	argent
argh	0.260	0.538	0.328	argh
arghh	0.292	0.536	0.397	arghh
arghhhh	0.250	0.618	0.324	arghhhh
argue	0.093	0.798	0.525	miady hevitra
argument	0.510	0.464	0.698	fandresen-dahatra
argumentation	0.479	0.549	0.760	argumentation
argumentative	0.450	0.531	0.679	miady hevitra
arguments	0.541	0.602	0.657	kevitra
arid	0.323	0.333	0.379	maina
arise	0.750	0.582	0.725	HIPOITRA
aristocracy	0.688	0.549	0.842	fihaviam-pirazanana ambony
aristocrat	0.583	0.413	0.811	aristocrat
aristocratic	0.449	0.519	0.676	aristokrasia
arithmetic	0.453	0.460	0.634	rafitrisa
ark	0.396	0.427	0.543	sambo-fiara
arm	0.552	0.285	0.469	hiomana
armada	0.408	0.740	0.868	armada
armament	0.198	0.764	0.810	fitaovam-piadiana
armaments	0.192	0.839	0.830	fitaovam-piadiana
armature	0.510	0.558	0.755	armature
armchair	0.646	0.164	0.339	seza
armed	0.188	0.750	0.808	fitaovam-piadiana
armor	0.469	0.625	0.784	fiadiany
armored	0.469	0.509	0.861	mifono vy
armory	0.448	0.663	0.800	trano fitehirizam-piadiana
armpit	0.283	0.439	0.250	armpit
arms	0.464	0.395	0.483	fitaovam-piadiana
army	0.417	0.759	0.902	TAFIKA
aroma	0.823	0.235	0.442	ankasitrahana
aromatherapy	0.847	0.220	0.473	aromatherapy
arousal	0.791	0.943	0.731	fanairana
arouse	0.740	0.491	0.580	Mifohaza
aroused	0.708	0.952	0.667	naniraka
arraignment	0.406	0.837	0.534	arraignment
arrange	0.740	0.490	0.571	handahatra
arranged	0.698	0.531	0.728	fandaharana
arrangement	0.625	0.382	0.683	fandaharana
array	0.521	0.396	0.568	fihaingoana
arrears	0.286	0.485	0.302	trosa
arrest	0.146	0.951	0.500	hisambotra
arrhythmia	0.265	0.706	0.356	arrhythmia
arrival	0.678	0.510	0.474	fahatongavana
arrive	0.837	0.406	0.585	TONGA
arrogance	0.143	0.750	0.620	fiavonavonana
arrogant	0.115	0.755	0.580	miavonavona
arrow	0.439	0.390	0.454	zana-tsipìka
arsehole	0.276	0.598	0.433	arsehole
arseholes	0.188	0.545	0.351	arseholes
arsenal	0.365	0.741	0.752	piadiana
arsenic	0.281	0.472	0.447	arsenika
arson	0.133	0.904	0.567	fandoroana
arsonist	0.348	0.840	0.500	mpandoro
art	0.812	0.360	0.603	kanto
arterial	0.396	0.510	0.583	hikoriana
artery	0.396	0.580	0.537	lalan-dra
artful	0.771	0.608	0.778	-kafetsena fatratra na
arthritis	0.110	0.518	0.345	vanin-taolana
arthropod	0.344	0.464	0.434	arthropod
artichoke	0.583	0.218	0.287	artichaut
article	0.594	0.280	0.481	lahatsoratra
articles	0.552	0.324	0.565	lahatsoratra
articulate	0.677	0.462	0.618	mahay maneho hevitra
articulation	0.479	0.480	0.591	articulation
artifact	0.510	0.500	0.566	artifact
artifice	0.316	0.696	0.482	artificielle
artificial	0.306	0.385	0.351	artifisialy
artillery	0.350	0.912	0.794	fitaovam-piadiana
artisan	0.781	0.330	0.411	mpanao asa tanana
artist	0.802	0.442	0.732	mpanakanto
artiste	0.844	0.512	0.565	mpanakanto
artistic	0.802	0.646	0.632	kanto
artistry	0.823	0.346	0.769	zavakanto
artists	0.796	0.667	0.741	Artists
artwork	0.896	0.368	0.679	sary
arty	0.490	0.422	0.388	arty
asap	0.571	0.500	0.552	faran'izay haingana indrindra
asbestos	0.357	0.481	0.464	asbestos
ascend	0.830	0.620	0.812	hiakatra
ascendancy	0.724	0.625	0.700	fahambonian'ny
ascendant	0.656	0.673	0.821	miakatra
ascending	0.826	0.644	0.777	niakatra
ascension	0.765	0.720	0.714	niakarany
ascent	0.755	0.627	0.833	fiakarana
ascertain	0.560	0.530	0.625	hahafantarana
ascertained	0.531	0.529	0.616	fantatra
ascetic	0.438	0.375	0.472	nampijaly tena
ash	0.260	0.210	0.207	lavenona
ashamed	0.156	0.588	0.228	menatra
ashes	0.327	0.279	0.142	lavenona
ashtray	0.406	0.382	0.265	fasika
asinine	0.429	0.472	0.433	asinine
ask	0.531	0.440	0.459	Anontanio
asleeep	0.490	0.210	0.322	matory
asleep	0.604	0.100	0.270	Am-patoriana
asp	0.438	0.489	0.375	vipera
asparagus	0.469	0.317	0.264	asperza
aspartame	0.469	0.480	0.322	aspartame
aspect	0.479	0.469	0.588	lafiny
aspects	0.439	0.480	0.565	lafiny
aspen	0.479	0.280	0.395	aspen
asphalt	0.479	0.264	0.439	asfalta
asphyxia	0.198	0.704	0.311	asphyxia
asphyxiation	0.059	0.745	0.412	asphyxiation
aspiration	0.704	0.724	0.675	faniriantsika
aspire	0.812	0.469	0.722	hiandrandra
aspirin	0.479	0.271	0.422	aspirinina
aspiring	0.844	0.582	0.604	naniry
ass	0.323	0.750	0.345	boriky
assail	0.378	0.510	0.500	misambotra
assailant	0.184	0.868	0.602	notafihina
assassin	0.073	0.933	0.632	mpamono
assassinate	0.051	0.969	0.722	hamono
assassination	0.083	0.941	0.525	famonoana
assault	0.167	0.848	0.550	fanafihana
assay	0.633	0.559	0.594	sahy miteny
assemblage	0.429	0.452	0.600	assemblage
assemble	0.542	0.570	0.750	Vorio
assembled	0.663	0.450	0.644	nivory
assembly	0.698	0.500	0.640	fiangonana
assemblyman	0.430	0.538	0.760	solombavambahoaka
assent	0.615	0.515	0.719	fankatoavana
assert	0.750	0.619	0.809	milaza
asserting	0.694	0.531	0.736	milaza
assertion	0.740	0.442	0.750	filazana
assertive	0.719	0.412	0.770	manamafy
assess	0.698	0.500	0.623	hanombana
assessment	0.750	0.623	0.658	fanombanana
assessor	0.551	0.538	0.764	mpandinika
asset	0.797	0.765	0.788	-pananana
assets	0.667	0.613	0.765	fananana
asshole	0.133	0.582	0.263	Dondrom-belona
assign	0.622	0.417	0.709	Manome
assignee	0.510	0.462	0.510	mpanome andraikitra
assignment	0.483	0.398	0.745	andraikitra
assimilate	0.559	0.391	0.683	mampihatra
assimilation	0.429	0.378	0.463	voaray
assist	0.833	0.435	0.629	hanampy
assistance	0.656	0.519	0.633	Assistance
assistant	0.625	0.390	0.536	mpanampy
associate	0.812	0.409	0.625	mpiara-miasa
association	0.745	0.500	0.817	Association
assorted	0.602	0.460	0.472	samihafa izay nampivoatra ny
assortment	0.694	0.360	0.526	karazany
assuage	0.745	0.255	0.500	mampitony
assume	0.698	0.401	0.464	mihevitra
assumed	0.612	0.247	0.454	Nihevitra
assuming	0.740	0.390	0.526	mihevitra ho manana ho
assumption	0.479	0.431	0.417	kevitra
assurance	0.675	0.442	0.704	fanomezan-toky
assure	0.910	0.460	0.839	Omeo toky
assured	0.878	0.327	0.754	antoka
assuredly	0.786	0.396	0.833	tokoa
asterisk	0.541	0.288	0.273	asterisk
asteroid	0.430	0.721	0.623	asteroid
asteroids	0.361	0.694	0.712	asteroids
asthma	0.198	0.549	0.227	asma
asthmatic	0.229	0.706	0.294	asma
astigmatism	0.214	0.490	0.429	astigmatisma
astonish	0.786	0.845	0.658	mahagaga
astonished	0.510	0.775	0.574	gaga
astonishing	0.844	0.802	0.821	mahatalanjona
astonishingly	0.827	0.898	0.773	mahagaga
astonishment	0.680	0.718	0.519	talanjona
astound	0.729	0.675	0.474	mahagaga
astral	0.604	0.417	0.567	astral
astray	0.098	0.676	0.308	lalan-diso
astringent	0.316	0.500	0.474	astringent
astrologer	0.594	0.519	0.673	mpanandro
astrology	0.635	0.340	0.500	fanandroana
astronaut	0.792	0.601	0.761	mpanamory
astronomer	0.750	0.509	0.735	astronoma
astronomical	0.600	0.632	0.726	Momba ny Kintana
astronomy	0.613	0.474	0.722	astronomia
astute	0.776	0.658	0.827	fetsy
asunder	0.208	0.442	0.259	hampisarahin'olona
asylum	0.407	0.330	0.445	fialokalofana
asymmetric	0.580	0.343	0.465	asymmetrika
asymmetry	0.476	0.373	0.527	asymmetry
asymptotic	0.479	0.451	0.472	asymptotic
atelier	0.490	0.330	0.705	atelier
atheism	0.276	0.460	0.481	tsy hino an'Andriamanitra
atheistic	0.373	0.481	0.466	tsy mino an'Andriamanitra
atherosclerosis	0.250	0.480	0.343	atherosclerosis
athlete	0.781	0.718	0.686	atleta
athletic	0.857	0.798	0.708	fanatanjahan-tena
athleticism	0.750	0.863	0.778	atletisma
athletics	0.831	0.691	0.740	atletisma
atlas	0.531	0.306	0.554	Bokin-tsarintany
atmosphere	0.604	0.300	0.560	rivotra iainana
atmospheric	0.531	0.420	0.594	rivotra
atoll	0.480	0.408	0.472	atoll
atom	0.510	0.500	0.433	tsivaky
atomic	0.327	0.817	0.713	atomika
atone	0.418	0.673	0.411	Fampihavanana ou fanavotana
atonement	0.550	0.602	0.683	Sorompanavotana
atpeace	0.724	0.298	0.519	fiadanana
atrium	0.469	0.365	0.473	atrium
atrocious	0.073	0.811	0.445	mahatsiravina
atrocity	0.115	0.844	0.593	habibiana
atrophy	0.177	0.540	0.208	atrophy
attach	0.520	0.363	0.559	mampiditra
attached	0.562	0.350	0.439	mifatotra
attachment	0.570	0.343	0.500	miraiki-po
attack	0.286	0.948	0.670	fanafihana
attacker	0.185	0.962	0.629	mpanafika
attacking	0.276	0.837	0.642	manafika
attain	0.806	0.510	0.719	hahazo
attainable	0.760	0.500	0.759	azo tratrarina
attainment	0.830	0.520	0.940	fahombiazana
attempt	0.625	0.491	0.431	manandrana
attempted	0.594	0.580	0.567	nitady
attend	0.650	0.420	0.625	Manatrika
attendance	0.812	0.500	0.592	mpanatrika
attendant	0.580	0.365	0.519	mpanompo
attention	0.740	0.599	0.774	tsara
attentionseeker	0.367	0.745	0.457	mpitady saina
attentionseekers	0.531	0.673	0.500	mpitady saina
attentive	0.812	0.520	0.724	hihaino tsara
attenuate	0.408	0.302	0.429	attenuate
attenuated	0.449	0.280	0.298	attenuated
attenuation	0.458	0.363	0.464	attenuation
attest	0.439	0.710	0.685	manamarina
attestation	0.234	0.635	0.500	teni-vavolombelona ihany
attic	0.521	0.259	0.377	efitra ambanin'ny tafo
attire	0.742	0.388	0.483	haingony
attitude	0.760	0.644	0.861	toe-tsaina
attorney	0.600	0.594	0.754	Attorney
attract	0.796	0.663	0.769	mahasarika
attraction	0.906	0.774	0.712	attraction
attractive	0.906	0.630	0.769	tsara tarehy
attractiveness	0.938	0.667	0.755	mahasarika
attributable	0.704	0.430	0.527	vokatry
attribute	0.781	0.439	0.795	toetra
attribution	0.646	0.467	0.658	attribution
attrition	0.229	0.540	0.259	fanenenana tsara antoniny
auburn	0.510	0.240	0.411	volomparasy
auction	0.594	0.702	0.519	lavanty
auctioneer	0.542	0.732	0.716	mpanao lavanty
audacious	0.740	0.875	0.825	sahisahy
audacity	0.760	0.755	0.916	sahy
audible	0.673	0.370	0.462	tabataba re izay
audience	0.698	0.610	0.613	mpihaino
audio	0.709	0.425	0.370	teny
audit	0.375	0.562	0.735	Hanaraha-maso
audition	0.750	0.685	0.615	audition
auditions	0.740	0.765	0.596	auditions
auditor	0.582	0.571	0.726	mpanamarina
auditorium	0.529	0.490	0.538	efitrano malalaky ny
auditory	0.531	0.481	0.570	havanana amin'ny sofina
aught	0.418	0.135	0.217	zavatra teny
augment	0.650	0.683	0.645	hampitombo
augmentation	0.714	0.613	0.850	fampitomboana
august	0.652	0.292	0.462	aogositra
aunt	0.667	0.291	0.420	Nenitoa
auntie	0.643	0.275	0.447	Nenitoa
aura	0.760	0.333	0.500	aura
aurora	0.817	0.306	0.537	aurora
auspices	0.542	0.500	0.634	fiahian'ny
auspicious	0.562	0.635	0.669	soa
austere	0.500	0.390	0.422	mila voatsiary
austerity	0.438	0.406	0.534	fitsitsiana
authentic	0.885	0.510	0.782	marina
authenticate	0.833	0.480	0.789	manamarina
