English Word	Valence	Arousal	Dominance	Albanian Word
analytical	0.625	0.324	0.800	analitike
analyze	0.667	0.462	0.710	analizojnë
analyzer	0.625	0.556	0.854	analizues
anaphylactic	0.378	0.588	0.500	anafilaktike
anarchism	0.125	0.804	0.623	anarkizëm
anarchist	0.204	0.700	0.759	anarkist
anarchy	0.146	0.755	0.620	anarkia
anastomosis	0.375	0.470	0.490	anastomozë
anathema	0.286	0.490	0.519	anatemim
anatomic	0.562	0.442	0.546	anatomike
anatomy	0.562	0.390	0.571	anatomisë
ancestor	0.592	0.388	0.594	paraardhës
ancestral	0.640	0.481	0.750	stërgjyshore
ancestry	0.708	0.519	0.717	prejardhja
anchor	0.520	0.284	0.564	spirancë
anchorage	0.500	0.325	0.639	ankorimi
ancient	0.420	0.217	0.439	i lashte
ancillary	0.449	0.442	0.278	ndihmëse
androgen	0.255	0.523	0.527	androgjeni
android	0.663	0.436	0.500	android
anecdote	0.583	0.529	0.500	anekdotë
anemia	0.188	0.327	0.310	aneminë
anemic	0.167	0.279	0.155	anemike
anemone	0.552	0.538	0.327	anemone
anesthesia	0.365	0.216	0.394	anestezi
anesthesiologist	0.419	0.224	0.526	anesteziolog
anesthetic	0.350	0.264	0.482	anestetik
aneurysm	0.115	0.690	0.536	aneurizma
anew	0.771	0.358	0.385	përsëri
angel	0.906	0.158	0.704	engjëlli
angelic	0.927	0.298	0.668	engjëllore
anger	0.167	0.865	0.657	zemërimi
angered	0.010	0.860	0.547	i zemëruar
angermanagement	0.260	0.632	0.482	menaxhimin e zemërimit
angina	0.230	0.630	0.464	angina
angiogram	0.347	0.520	0.465	angiogramë
angiography	0.378	0.536	0.520	angiografi
angle	0.541	0.330	0.455	këndi
angling	0.625	0.408	0.500	peshkimi
angora	0.529	0.425	0.405	angora
angriest	0.094	0.892	0.430	më i zemëruar
angry	0.122	0.830	0.604	i zemëruar
angrytweet	0.265	0.644	0.471	i zemëruar
angst	0.167	0.888	0.333	ankth
anguish	0.153	0.792	0.265	ankth
anguished	0.135	0.720	0.307	i shqetësuar
angular	0.449	0.281	0.444	këndore
anhydrous	0.456	0.365	0.355	anhidër
animal	0.521	0.510	0.513	kafshë
animate	0.827	0.755	0.635	gjallëroj
animated	0.823	0.676	0.538	i animuar
animation	0.888	0.750	0.549	animacion
animosity	0.510	0.724	0.545	armiqësi
animus	0.698	0.676	0.466	animus
ankle	0.500	0.274	0.234	kyçin e këmbës
anklet	0.410	0.276	0.302	kyçin e këmbës
annals	0.427	0.610	0.424	analet
annex	0.594	0.350	0.458	aneks
annexation	0.342	0.500	0.555	aneksimi
annexe	0.584	0.350	0.392	aneks
annihilate	0.115	0.918	0.681	asgjësoj
annihilated	0.080	0.760	0.324	i asgjësuar
annihilation	0.041	0.800	0.591	asgjësimi
anniversary	0.880	0.770	0.723	përvjetorin
annotate	0.592	0.469	0.441	shënoj
annotation	0.604	0.470	0.619	shënim
announce	0.694	0.618	0.611	shpallë
announcement	0.729	0.491	0.482	shpallje
announcer	0.602	0.570	0.732	spikeri
annoy	0.094	0.765	0.286	bezdis
annoyance	0.167	0.718	0.342	bezdi
annoyed	0.104	0.783	0.345	i mërzitur
annoyin	0.260	0.573	0.352	i bezdisshëm
annoying	0.082	0.853	0.348	e bezdisshme
annoys	0.146	0.778	0.435	bezdis
annual	0.552	0.236	0.500	vjetore
annuity	0.521	0.304	0.527	pensioni vjetor
annul	0.250	0.448	0.364	anuloj
annular	0.310	0.385	0.412	unazore
annulment	0.153	0.375	0.447	anulimin
annulus	0.458	0.380	0.376	anulus
anointed	0.500	0.368	0.579	i vajosur
anointing	0.653	0.350	0.547	vajosje
anomalous	0.281	0.480	0.423	anormale
anomaly	0.188	0.538	0.404	anomali
anon	0.479	0.354	0.298	anon
anonymity	0.469	0.255	0.430	anonimiteti
anonymous	0.396	0.291	0.431	anonim
anorexic	0.160	0.618	0.245	anoreksike
answer	0.537	0.373	0.661	përgjigje
answerable	0.708	0.481	0.750	të përgjegjshëm
answering	0.684	0.500	0.607	duke u përgjigjur
ant	0.448	0.216	0.216	milingona
antagonism	0.224	0.618	0.524	antagonizëm
antagonist	0.240	0.615	0.700	antagonist
antagonistic	0.296	0.604	0.565	antagoniste
antagonize	0.143	0.663	0.629	antagonizoj
ante	0.448	0.320	0.417	ante
antecedent	0.427	0.551	0.566	paraardhës
antelope	0.542	0.510	0.500	antilopë
antenna	0.521	0.327	0.358	antenë
anterior	0.510	0.245	0.362	e përparme
anthem	0.780	0.343	0.729	himni
anthill	0.327	0.578	0.377	milingonave
anthology	0.338	0.406	0.537	antologji
anthrax	0.188	0.730	0.500	antraksit
anthropological	0.367	0.390	0.490	antropologjike
anthropologist	0.551	0.385	0.725	antropologu
anthropology	0.490	0.367	0.582	antropologji
anti	0.365	0.412	0.384	anti
antiaircraft	0.330	0.622	0.629	kundërajrore
antibiotic	0.510	0.373	0.658	antibiotik
antibiotics	0.448	0.406	0.557	antibiotikët
antichrist	0.082	0.837	0.544	antikrishti
anticipate	0.622	0.469	0.667	parashikoj
anticipation	0.698	0.539	0.711	parashikim
anticipatory	0.653	0.551	0.682	parashikuese
antics	0.448	0.740	0.236	antiket
antidote	0.541	0.490	0.629	antidot
antifungal	0.408	0.412	0.441	antimykotike
antigravity	0.430	0.714	0.658	antigravitetit
antimony	0.378	0.398	0.490	antimoni
antipathy	0.198	0.549	0.393	antipatia
antiquarian	0.500	0.233	0.426	antikuar
antiquated	0.420	0.392	0.236	i vjetëruar
antique	0.634	0.290	0.518	antike
antiques	0.540	0.370	0.595	antike
antiquity	0.385	0.333	0.556	antikiteti
antiseptic	0.438	0.370	0.623	antiseptik
antisocial	0.146	0.686	0.391	antisociale
antithesis	0.396	0.412	0.536	antitezë
antithetical	0.271	0.509	0.358	antitetike
antiviral	0.459	0.470	0.549	antivirale
antler	0.448	0.470	0.500	brirë
antsy	0.449	0.558	0.417	milingona
anus	0.347	0.644	0.350	anusit
anvil	0.380	0.510	0.604	kudhër
anxiety	0.146	0.865	0.342	ankthi
anxietyattack	0.150	0.925	0.446	kapje ankthi
anxious	0.281	0.875	0.434	të shqetësuar
anxiousness	0.235	0.814	0.282	ankth
anytime	0.625	0.461	0.436	në çdo kohë
aorta	0.448	0.510	0.542	aorta
aortic	0.436	0.540	0.438	aortike
apace	0.536	0.500	0.536	me shpejtësi
apache	0.687	0.469	0.500	apache
apartment	0.719	0.393	0.580	apartament
apartments	0.704	0.337	0.443	apartamente
apathetic	0.188	0.292	0.333	apatike
apathy	0.184	0.212	0.204	apatia
ape	0.548	0.389	0.336	majmuni
aperture	0.612	0.450	0.667	aperturë
apex	0.570	0.433	0.418	kulmi
aphid	0.388	0.473	0.407	afid
aphrodisiac	0.750	0.846	0.667	afrodiziak
apiece	0.439	0.259	0.383	secila
aplomb	0.500	0.509	0.582	aplomb
apocalypse	0.050	0.867	0.736	apokalipsi
apocalyptic	0.173	0.880	0.750	apokaliptike
apologetic	0.479	0.461	0.571	false
apologist	0.406	0.429	0.526	apologu
apologize	0.551	0.378	0.389	kërko falje
apology	0.571	0.346	0.402	falje
apostasy	0.388	0.520	0.517	braktisje
apostate	0.342	0.500	0.528	femohues
apostle	0.646	0.347	0.732	apostull
apostolic	0.592	0.300	0.717	apostolike
apostrophe	0.469	0.368	0.537	apostrofë
apothecary	0.561	0.328	0.529	farmacist
appalled	0.194	0.792	0.562	i tmerruar
appalling	0.160	0.827	0.415	e tmerrshme
apparatus	0.375	0.353	0.377	aparatura
apparel	0.698	0.435	0.453	veshje
apparent	0.473	0.383	0.398	e dukshme
apparently	0.531	0.410	0.426	me sa duket
apparition	0.406	0.573	0.636	shfaqja
appeal	0.663	0.598	0.558	ankim
appear	0.735	0.506	0.567	shfaqen
appearance	0.669	0.490	0.534	pamjen
appease	0.633	0.278	0.434	qetësoj
appellant	0.327	0.588	0.568	ankuese
append	0.573	0.464	0.453	shtoj
appendage	0.229	0.382	0.438	shtojca
appendectomy	0.177	0.670	0.554	apendektomia
appendicitis	0.031	0.640	0.347	apendiksit
appendix	0.365	0.387	0.425	shtojca
appetite	0.704	0.637	0.581	oreks
appetizer	0.755	0.560	0.406	meze
appetizing	0.806	0.657	0.688	të shijshme
applaud	0.865	0.824	0.464	duartrokas
applause	0.953	0.857	0.621	duartrokitje
apple	0.811	0.300	0.264	mollë
apple juice	0.765	0.204	0.294	lëng molle
applejack	0.604	0.431	0.473	mollët
applesauce	0.750	0.167	0.291	salca e mollës
appliance	0.582	0.453	0.538	pajisje
appliances	0.594	0.394	0.567	aparate
applicability	0.677	0.490	0.741	zbatueshmëria
applicable	0.469	0.430	0.667	të zbatueshme
applicant	0.612	0.558	0.688	aplikanti
application	0.646	0.445	0.726	aplikacion
apply	0.612	0.321	0.667	aplikoni
appoint	0.565	0.330	0.509	emërojë
appointment	0.688	0.594	0.547	takim
appointments	0.745	0.677	0.625	emërimet
apportion	0.677	0.490	0.638	ndarje
apportionment	0.552	0.481	0.453	ndarje
appraisal	0.417	0.667	0.682	vlerësim
appraise	0.677	0.490	0.696	vlerësoj
appreciable	0.873	0.491	0.778	te vleresueshme
appreciate	0.885	0.422	0.741	vlerësoj
appreciated	0.910	0.434	0.779	vlerësuar
appreciates	0.765	0.500	0.656	vlerëson
appreciation	0.917	0.529	0.588	Vleresim
appreciative	0.857	0.380	0.654	vlerësues
apprehend	0.521	0.624	0.696	kapin
apprehension	0.385	0.720	0.454	kapja
apprehensive	0.406	0.592	0.431	i frikësuar
apprentice	0.615	0.413	0.452	nxënës
apprenticeship	0.812	0.482	0.643	praktika
approach	0.612	0.392	0.610	qasje
approaching	0.740	0.557	0.491	duke u afruar
approbate	0.646	0.590	0.860	miratoj
approbation	0.792	0.529	0.774	miratimi
appropriate	0.833	0.368	0.759	të përshtatshme
appropriation	0.510	0.632	0.717	përvetësimi
approval	0.854	0.460	0.889	miratimi
approve	0.875	0.548	0.741	miratojnë
approved	0.833	0.349	0.698	miratuar
approvement	0.880	0.625	0.780	aprovim
approving	0.917	0.583	0.773	duke miratuar
approximate	0.551	0.560	0.520	të përafërta
approximately	0.622	0.396	0.538	përafërsisht
approximating	0.583	0.615	0.471	të përafërt
approximation	0.582	0.402	0.593	përafrim
appurtenances	0.573	0.412	0.547	aksesoret
apricot	0.708	0.320	0.278	kajsi
apron	0.582	0.208	0.245	përparëse
apt	0.582	0.418	0.382	me vend
aptitude	0.750	0.471	0.746	zotësia
aqua	0.656	0.292	0.359	ujore
aquamarine	0.729	0.306	0.413	akuamarinë
aquarium	0.663	0.327	0.393	akuariumi
aquatic	0.677	0.510	0.463	ujore
aqueduct	0.551	0.411	0.534	ujësjellës
aqueous	0.429	0.270	0.310	ujore
arable	0.510	0.350	0.465	arë
arbiter	0.561	0.537	0.814	arbitri
arbitrary	0.281	0.702	0.686	arbitrare
arbitrate	0.470	0.620	0.682	arbitrojnë
arbitration	0.587	0.602	0.670	arbitrazhi
arbitrator	0.385	0.448	0.795	arbitri
arbor	0.583	0.490	0.591	arbor
arc	0.552	0.388	0.396	hark
arcade	0.676	0.521	0.502	arkadë
arcane	0.500	0.490	0.637	misterioze
arch	0.500	0.354	0.468	hark
archaeological	0.740	0.441	0.660	arkeologjike
archaeologist	0.552	0.451	0.706	arkeologu
archaeology	0.596	0.358	0.691	arkeologjisë
archaic	0.271	0.327	0.332	arkaike
archangel	0.837	0.500	0.708	kryeengjëlli
archbishop	0.622	0.280	0.776	kryepeshkop
archdiocese	0.400	0.321	0.704	kryepeshkopatë
archduke	0.458	0.413	0.634	kryeduka
arched	0.582	0.403	0.398	me hark
archer	0.573	0.622	0.661	shigjetari
archery	0.594	0.604	0.589	gjuajtje me Hark
archetype	0.448	0.520	0.569	arketip
archipelago	0.745	0.370	0.592	arkipelag
architect	0.776	0.442	0.836	arkitekt
architectural	0.729	0.390	0.670	arkitektonike
architecture	0.820	0.390	0.694	arkitekturës
archive	0.438	0.294	0.527	Arkivi
arctic	0.615	0.352	0.546	arktik
ardent	0.694	0.873	0.722	i zjarrtë
ardor	0.500	0.780	0.538	zjarrvënie
arduous	0.344	0.783	0.605	i mundimshëm
area	0.490	0.306	0.464	zonë
arena	0.510	0.235	0.404	arenën
areola	0.417	0.396	0.381	areola
areyoukidding	0.429	0.633	0.400	po tallesh
areyoukiddingme	0.365	0.635	0.375	po tallesh me mua
argent	0.594	0.418	0.472	argjent
argh	0.260	0.538	0.328	argh
arghh	0.292	0.536	0.397	arghh
arghhhh	0.250	0.618	0.324	arghhhh
argue	0.093	0.798	0.525	argumentojnë
argument	0.510	0.464	0.698	argument
argumentation	0.479	0.549	0.760	argumentimi
argumentative	0.450	0.531	0.679	argumentuese
arguments	0.541	0.602	0.657	argumentet
arid	0.323	0.333	0.379	e thatë
arise	0.750	0.582	0.725	lindin
aristocracy	0.688	0.549	0.842	aristokracia
aristocrat	0.583	0.413	0.811	aristokrat
aristocratic	0.449	0.519	0.676	aristokratike
arithmetic	0.453	0.460	0.634	aritmetike
ark	0.396	0.427	0.543	arka
arm	0.552	0.285	0.469	krahu
armada	0.408	0.740	0.868	armada
armament	0.198	0.764	0.810	armatim
armaments	0.192	0.839	0.830	armatimet
armature	0.510	0.558	0.755	armaturë
armchair	0.646	0.164	0.339	kolltuk
armed	0.188	0.750	0.808	të armatosur
armor	0.469	0.625	0.784	forca të blinduara
armored	0.469	0.509	0.861	të blinduara
armory	0.448	0.663	0.800	armaturë
armpit	0.283	0.439	0.250	sqetull
arms	0.464	0.395	0.483	armëve
army	0.417	0.759	0.902	ushtria
aroma	0.823	0.235	0.442	aroma
aromatherapy	0.847	0.220	0.473	aromaterapia
arousal	0.791	0.943	0.731	zgjimin
arouse	0.740	0.491	0.580	zgjoj
aroused	0.708	0.952	0.667	të ngjallur
arraignment	0.406	0.837	0.534	gjyq
arrange	0.740	0.490	0.571	rregulloni
arranged	0.698	0.531	0.728	rregulluar
arrangement	0.625	0.382	0.683	marrëveshje
array	0.521	0.396	0.568	varg
arrears	0.286	0.485	0.302	detyrimet e prapambetura
arrest	0.146	0.951	0.500	arrestimi
arrhythmia	0.265	0.706	0.356	aritmia
arrival	0.678	0.510	0.474	mbërritjes
arrive	0.837	0.406	0.585	mbërrijnë
arrogance	0.143	0.750	0.620	arrogancë
arrogant	0.115	0.755	0.580	arrogante
arrow	0.439	0.390	0.454	shigjeta
arsehole	0.276	0.598	0.433	arsehole
arseholes	0.188	0.545	0.351	vrima arse
arsenal	0.365	0.741	0.752	arsenalin
arsenic	0.281	0.472	0.447	arseniku
arson	0.133	0.904	0.567	zjarrvënie
arsonist	0.348	0.840	0.500	zjarrvënës
art	0.812	0.360	0.603	art
arterial	0.396	0.510	0.583	arterial
artery	0.396	0.580	0.537	arterie
artful	0.771	0.608	0.778	artizanale
arthritis	0.110	0.518	0.345	artriti
arthropod	0.344	0.464	0.434	artropod
artichoke	0.583	0.218	0.287	angjinarja
article	0.594	0.280	0.481	artikull
articles	0.552	0.324	0.565	artikuj
articulate	0.677	0.462	0.618	artikuloj
articulation	0.479	0.480	0.591	artikulim
artifact	0.510	0.500	0.566	artefakt
artifice	0.316	0.696	0.482	artificiale
artificial	0.306	0.385	0.351	artificiale
artillery	0.350	0.912	0.794	artileri
artisan	0.781	0.330	0.411	artizanale
artist	0.802	0.442	0.732	artist
artiste	0.844	0.512	0.565	artiste
artistic	0.802	0.646	0.632	artistike
artistry	0.823	0.346	0.769	artistike
artists	0.796	0.667	0.741	artistët
artwork	0.896	0.368	0.679	vepra arti
arty	0.490	0.422	0.388	arti
asap	0.571	0.500	0.552	sa me shpejt
asbestos	0.357	0.481	0.464	azbesti
ascend	0.830	0.620	0.812	ngjiten
ascendancy	0.724	0.625	0.700	epërsi
ascendant	0.656	0.673	0.821	ashendent
ascending	0.826	0.644	0.777	duke u ngjitur
ascension	0.765	0.720	0.714	ngritje në qiell
ascent	0.755	0.627	0.833	ngjitje
ascertain	0.560	0.530	0.625	konstatoj
ascertained	0.531	0.529	0.616	konstatuar
ascetic	0.438	0.375	0.472	asket
ash	0.260	0.210	0.207	hiri
ashamed	0.156	0.588	0.228	i turpëruar
ashes	0.327	0.279	0.142	hiri
ashtray	0.406	0.382	0.265	tavëll
asinine	0.429	0.472	0.433	asinine
ask	0.531	0.440	0.459	pyesni
asleeep	0.490	0.210	0.322	në gjumë
asleep	0.604	0.100	0.270	në gjumë
asp	0.438	0.489	0.375	asp
asparagus	0.469	0.317	0.264	asparagus
aspartame	0.469	0.480	0.322	aspartame
aspect	0.479	0.469	0.588	aspekti
aspects	0.439	0.480	0.565	aspektet
aspen	0.479	0.280	0.395	aspen
asphalt	0.479	0.264	0.439	asfalt
asphyxia	0.198	0.704	0.311	asfiksia
asphyxiation	0.059	0.745	0.412	asfiksimi
aspiration	0.704	0.724	0.675	aspirata
aspire	0.812	0.469	0.722	aspiroj
aspirin	0.479	0.271	0.422	aspirinë
aspiring	0.844	0.582	0.604	që aspirojnë
ass	0.323	0.750	0.345	bythë
assail	0.378	0.510	0.500	sulmojnë
assailant	0.184	0.868	0.602	sulmues
assassin	0.073	0.933	0.632	vrasës
assassinate	0.051	0.969	0.722	bëj atentat
assassination	0.083	0.941	0.525	atentat
assault	0.167	0.848	0.550	sulmi
assay	0.633	0.559	0.594	analizë
assemblage	0.429	0.452	0.600	montim
assemble	0.542	0.570	0.750	mbledh
assembled	0.663	0.450	0.644	të montuara
assembly	0.698	0.500	0.640	montim
assemblyman	0.430	0.538	0.760	asambleist
assent	0.615	0.515	0.719	miratim
assert	0.750	0.619	0.809	pohojnë
asserting	0.694	0.531	0.736	duke pohuar
assertion	0.740	0.442	0.750	pohimi
assertive	0.719	0.412	0.770	pohues
assess	0.698	0.500	0.623	vlerësojnë
assessment	0.750	0.623	0.658	vlerësimi
assessor	0.551	0.538	0.764	vlerësues
asset	0.797	0.765	0.788	aktiv
assets	0.667	0.613	0.765	aseteve
asshole	0.133	0.582	0.263	budallaqe
assign	0.622	0.417	0.709	caktoj
assignee	0.510	0.462	0.510	i ngarkuari
assignment	0.483	0.398	0.745	detyrë
assimilate	0.559	0.391	0.683	asimilojnë
assimilation	0.429	0.378	0.463	asimilimi
assist	0.833	0.435	0.629	asistojnë
assistance	0.656	0.519	0.633	ndihma
assistant	0.625	0.390	0.536	asistent
associate	0.812	0.409	0.625	bashkëpunëtor
association	0.745	0.500	0.817	shoqata
assorted	0.602	0.460	0.472	të ndryshme
assortment	0.694	0.360	0.526	asortiment
assuage	0.745	0.255	0.500	qetësoj
assume	0.698	0.401	0.464	supozoj
assumed	0.612	0.247	0.454	supozohet
assuming	0.740	0.390	0.526	duke supozuar
assumption	0.479	0.431	0.417	supozim
assurance	0.675	0.442	0.704	sigurim
assure	0.910	0.460	0.839	siguroj
assured	0.878	0.327	0.754	i sigurt
assuredly	0.786	0.396	0.833	me siguri
asterisk	0.541	0.288	0.273	yll
asteroid	0.430	0.721	0.623	asteroid
asteroids	0.361	0.694	0.712	asteroidet
asthma	0.198	0.549	0.227	astma
asthmatic	0.229	0.706	0.294	astmatike
astigmatism	0.214	0.490	0.429	astigmatizëm
astonish	0.786	0.845	0.658	habitur
astonished	0.510	0.775	0.574	i habitur
astonishing	0.844	0.802	0.821	befasues
astonishingly	0.827	0.898	0.773	në mënyrë të habitshme
astonishment	0.680	0.718	0.519	habi
astound	0.729	0.675	0.474	mahnitur
astral	0.604	0.417	0.567	astral
astray	0.098	0.676	0.308	i humbur
astringent	0.316	0.500	0.474	astringent
astrologer	0.594	0.519	0.673	astrolog
astrology	0.635	0.340	0.500	astrologjia
astronaut	0.792	0.601	0.761	astronaut
astronomer	0.750	0.509	0.735	astronom
astronomical	0.600	0.632	0.726	astronomike
astronomy	0.613	0.474	0.722	astronomi
astute	0.776	0.658	0.827	mendjemprehtë
asunder	0.208	0.442	0.259	copëtohem
asylum	0.407	0.330	0.445	azil
asymmetric	0.580	0.343	0.465	asimetrike
asymmetry	0.476	0.373	0.527	asimetri
asymptotic	0.479	0.451	0.472	asimptotike
atelier	0.490	0.330	0.705	atelie
atheism	0.276	0.460	0.481	ateizmin
atheistic	0.373	0.481	0.466	ateist
atherosclerosis	0.250	0.480	0.343	ateroskleroza
athlete	0.781	0.718	0.686	atlet
athletic	0.857	0.798	0.708	atletike
athleticism	0.750	0.863	0.778	atletizmi
athletics	0.831	0.691	0.740	atletikë
atlas	0.531	0.306	0.554	atlas
atmosphere	0.604	0.300	0.560	Atmosferë
atmospheric	0.531	0.420	0.594	atmosferike
atoll	0.480	0.408	0.472	atoli
atom	0.510	0.500	0.433	atom
atomic	0.327	0.817	0.713	atomike
atone	0.418	0.673	0.411	shlyej
atonement	0.550	0.602	0.683	shlyerje
atpeace	0.724	0.298	0.519	ne paqe
atrium	0.469	0.365	0.473	atrium
atrocious	0.073	0.811	0.445	mizor
atrocity	0.115	0.844	0.593	mizori
atrophy	0.177	0.540	0.208	atrofi
attach	0.520	0.363	0.559	bashkëngjitni
attached	0.562	0.350	0.439	bashkangjitur
attachment	0.570	0.343	0.500	bashkëngjitje
attack	0.286	0.948	0.670	sulmojnë
attacker	0.185	0.962	0.629	sulmues
attacking	0.276	0.837	0.642	duke sulmuar
attain	0.806	0.510	0.719	arrijnë
attainable	0.760	0.500	0.759	e arritshme
attainment	0.830	0.520	0.940	arritje
attempt	0.625	0.491	0.431	përpjekje
attempted	0.594	0.580	0.567	tentuar
attend	0.650	0.420	0.625	marrin pjesë
attendance	0.812	0.500	0.592	frekuentimi
attendant	0.580	0.365	0.519	shoqëruese
attention	0.740	0.599	0.774	vëmendje
attentionseeker	0.367	0.745	0.457	kërkues i vëmendjes
attentionseekers	0.531	0.673	0.500	kërkuesit e vëmendjes
attentive	0.812	0.520	0.724	i vëmendshëm
attenuate	0.408	0.302	0.429	zbutur
attenuated	0.449	0.280	0.298	i zbutur
attenuation	0.458	0.363	0.464	zbutje
attest	0.439	0.710	0.685	dëshmojnë
attestation	0.234	0.635	0.500	vërtetim
attic	0.521	0.259	0.377	papafingo
attire	0.742	0.388	0.483	veshje
attitude	0.760	0.644	0.861	qëndrim
attorney	0.600	0.594	0.754	avokat
attract	0.796	0.663	0.769	tërheqin
attraction	0.906	0.774	0.712	tërheqje
attractive	0.906	0.630	0.769	tërheqëse
attractiveness	0.938	0.667	0.755	atraktiviteti
attributable	0.704	0.430	0.527	atribuar
attribute	0.781	0.439	0.795	atribut
attribution	0.646	0.467	0.658	atribuimi
attrition	0.229	0.540	0.259	gërryerje
auburn	0.510	0.240	0.411	ngjyrë gështenjë
auction	0.594	0.702	0.519	ankand
auctioneer	0.542	0.732	0.716	drejtues i ankandit
audacious	0.740	0.875	0.825	i guximshëm
audacity	0.760	0.755	0.916	guxim
audible	0.673	0.370	0.462	të dëgjueshme
audience	0.698	0.610	0.613	audiencë
audio	0.709	0.425	0.370	audio
audit	0.375	0.562	0.735	auditimit
audition	0.750	0.685	0.615	audicion
auditions	0.740	0.765	0.596	audicionet
auditor	0.582	0.571	0.726	auditor
auditorium	0.529	0.490	0.538	auditorium
auditory	0.531	0.481	0.570	dëgjimore
aught	0.418	0.135	0.217	asgjë
augment	0.650	0.683	0.645	shtoj
augmentation	0.714	0.613	0.850	shtim
august	0.652	0.292	0.462	gusht
aunt	0.667	0.291	0.420	halla
auntie	0.643	0.275	0.447	tezja
aura	0.760	0.333	0.500	atmosferë
aurora	0.817	0.306	0.537	aurora
auspices	0.542	0.500	0.634	patronazhet
auspicious	0.562	0.635	0.669	të mbarë
austere	0.500	0.390	0.422	i ashpër
austerity	0.438	0.406	0.534	masat shtrënguese
authentic	0.885	0.510	0.782	autentike
authenticate	0.833	0.480	0.789	vërtetoj
authentication	0.724	0.491	0.750	vërtetimi
authenticity	0.670	0.548	0.845	autenticiteti
author	0.775	0.343	0.749	autor
authoritative	0.636	0.520	0.890	autoritare
authority	0.592	0.592	0.934	autoriteti
authorization	0.521	0.567	0.817	autorizimi
authorize	0.772	0.596	0.821	Autorizoj
authorized	0.760	0.458	0.815	i autorizuar
authorship	0.667	0.635	0.773	autorësia
autism	0.235	0.500	0.447	autizmin
autistic	0.367	0.337	0.404	autike
auto	0.571	0.569	0.500	auto
autobiographical	0.909	0.462	0.582	autobiografike
autobiography	0.735	0.284	0.629	autobiografi
autocorrect	0.551	0.439	0.616	autokorrekt
autocratic	0.542	0.577	0.727	autokratike
autograph	0.735	0.565	0.473	autograf
autographed	0.781	0.620	0.625	me autograf
automated	0.578	0.402	0.632	i automatizuar
automatic	0.562	0.433	0.664	automatike
automobile	0.753	0.625	0.534	automobil
automotive	0.656	0.520	0.577	automobilistike
autonomy	0.781	0.349	0.891	autonomi
autopilot	0.594	0.462	0.632	autopilot
autopsy	0.252	0.650	0.538	autopsi
autumn	0.765	0.204	0.450	vjeshte
auxiliary	0.622	0.471	0.509	ndihmëse
avail	0.800	0.430	0.603	dobi
availability	0.796	0.544	0.600	disponueshmëria
