English Word	Valence	Arousal	Dominance	Cebuano Word
anatomic	0.562	0.442	0.546	anatomiko
anatomy	0.562	0.390	0.571	anatomy
ancestor	0.592	0.388	0.594	katigulangan
ancestral	0.640	0.481	0.750	katigulangan
ancestry	0.708	0.519	0.717	kaliwat
anchor	0.520	0.284	0.564	angkla
anchorage	0.500	0.325	0.639	angkla
ancient	0.420	0.217	0.439	karaan
ancillary	0.449	0.442	0.278	ancillary
androgen	0.255	0.523	0.527	androgen
android	0.663	0.436	0.500	android
anecdote	0.583	0.529	0.500	anekdota
anemia	0.188	0.327	0.310	anemia
anemic	0.167	0.279	0.155	anemic
anemone	0.552	0.538	0.327	anemone
anesthesia	0.365	0.216	0.394	anesthesia
anesthesiologist	0.419	0.224	0.526	anesthesiologist
anesthetic	0.350	0.264	0.482	anestisya
aneurysm	0.115	0.690	0.536	aneurysm
anew	0.771	0.358	0.385	bag-o
angel	0.906	0.158	0.704	anghel
angelic	0.927	0.298	0.668	angheliko
anger	0.167	0.865	0.657	kasuko
angered	0.010	0.860	0.547	nasuko
angermanagement	0.260	0.632	0.482	pagdumala sa kasuko
angina	0.230	0.630	0.464	angina
angiogram	0.347	0.520	0.465	angiogram
angiography	0.378	0.536	0.520	angiography
angle	0.541	0.330	0.455	anggulo
angling	0.625	0.408	0.500	pagpangisda
angora	0.529	0.425	0.405	angora
angriest	0.094	0.892	0.430	pinakasuko
angry	0.122	0.830	0.604	nasuko
angrytweet	0.265	0.644	0.471	nasuko tweet
angst	0.167	0.888	0.333	kasuko
anguish	0.153	0.792	0.265	kaguol
anguished	0.135	0.720	0.307	naguol
angular	0.449	0.281	0.444	angular
anhydrous	0.456	0.365	0.355	walay tubig
animal	0.521	0.510	0.513	mananap
animate	0.827	0.755	0.635	buhion
animated	0.823	0.676	0.538	animated
animation	0.888	0.750	0.549	animation
animosity	0.510	0.724	0.545	kasuko
animus	0.698	0.676	0.466	animus
ankle	0.500	0.274	0.234	buolbuol
anklet	0.410	0.276	0.302	buolbuol
annals	0.427	0.610	0.424	mga talaan sa kasaysayan
annex	0.594	0.350	0.458	annex
annexation	0.342	0.500	0.555	annexation
annexe	0.584	0.350	0.392	annexe
annihilate	0.115	0.918	0.681	laglagon
annihilated	0.080	0.760	0.324	gipuo
annihilation	0.041	0.800	0.591	paglaglag
anniversary	0.880	0.770	0.723	anibersaryo
annotate	0.592	0.469	0.441	annotate
annotation	0.604	0.470	0.619	anotasyon
announce	0.694	0.618	0.611	ipahibalo
announcement	0.729	0.491	0.482	pahibalo
announcer	0.602	0.570	0.732	tigpahibalo
annoy	0.094	0.765	0.286	kalagot
annoyance	0.167	0.718	0.342	kalagot
annoyed	0.104	0.783	0.345	naglagot
annoyin	0.260	0.573	0.352	makalagot
annoying	0.082	0.853	0.348	makalagot
annoys	0.146	0.778	0.435	makalagot
annual	0.552	0.236	0.500	tinuig
annuity	0.521	0.304	0.527	annuity
annul	0.250	0.448	0.364	annul
annular	0.310	0.385	0.412	annular
annulment	0.153	0.375	0.447	annulment
annulus	0.458	0.380	0.376	annulus
anointed	0.500	0.368	0.579	gidihogan
anointing	0.653	0.350	0.547	pagdihog
anomalous	0.281	0.480	0.423	anomaloso
anomaly	0.188	0.538	0.404	anomaliya
anon	0.479	0.354	0.298	anon
anonymity	0.469	0.255	0.430	dili mailhan
anonymous	0.396	0.291	0.431	wala mailhi
anorexic	0.160	0.618	0.245	anorexic
answer	0.537	0.373	0.661	tubag
answerable	0.708	0.481	0.750	matubag
answering	0.684	0.500	0.607	pagtubag
ant	0.448	0.216	0.216	hulmigas
antagonism	0.224	0.618	0.524	antagonismo
antagonist	0.240	0.615	0.700	antagonista
antagonistic	0.296	0.604	0.565	antagonistiko
antagonize	0.143	0.663	0.629	makigbatok
ante	0.448	0.320	0.417	ante
antecedent	0.427	0.551	0.566	antesedent
antelope	0.542	0.510	0.500	antelope
antenna	0.521	0.327	0.358	antenna
anterior	0.510	0.245	0.362	atubangan
anthem	0.780	0.343	0.729	awit
anthill	0.327	0.578	0.377	hulmigas
anthology	0.338	0.406	0.537	antolohiya
anthrax	0.188	0.730	0.500	anthrax
anthropological	0.367	0.390	0.490	antropolohiya
anthropologist	0.551	0.385	0.725	antropologo
anthropology	0.490	0.367	0.582	antropolohiya
anti	0.365	0.412	0.384	anti
antiaircraft	0.330	0.622	0.629	antiaircraft
antibiotic	0.510	0.373	0.658	antibiotic
antibiotics	0.448	0.406	0.557	antibiotics
antichrist	0.082	0.837	0.544	antikristo
anticipate	0.622	0.469	0.667	magpaabut
anticipation	0.698	0.539	0.711	pagpaabut
anticipatory	0.653	0.551	0.682	nagpaabut
antics	0.448	0.740	0.236	mga kataw-anan
antidote	0.541	0.490	0.629	tambal
antifungal	0.408	0.412	0.441	antifungal
antigravity	0.430	0.714	0.658	antigravity
antimony	0.378	0.398	0.490	antimony
antipathy	0.198	0.549	0.393	antipatiya
antiquarian	0.500	0.233	0.426	antiquarian
antiquated	0.420	0.392	0.236	karaan
antique	0.634	0.290	0.518	antik
antiques	0.540	0.370	0.595	mga antique
antiquity	0.385	0.333	0.556	karaan
antiseptic	0.438	0.370	0.623	antiseptic
antisocial	0.146	0.686	0.391	antisosyal
antithesis	0.396	0.412	0.536	antithesis
antithetical	0.271	0.509	0.358	antithetical
antiviral	0.459	0.470	0.549	antiviral
antler	0.448	0.470	0.500	sungay
antsy	0.449	0.558	0.417	samok
anus	0.347	0.644	0.350	anus
anvil	0.380	0.510	0.604	anvil
anxiety	0.146	0.865	0.342	kabalaka
anxietyattack	0.150	0.925	0.446	pag-atake sa kabalaka
anxious	0.281	0.875	0.434	nabalaka
anxiousness	0.235	0.814	0.282	pagkabalaka
anytime	0.625	0.461	0.436	bisan kanus-a
aorta	0.448	0.510	0.542	aorta
aortic	0.436	0.540	0.438	aorta
apace	0.536	0.500	0.536	paspas
apache	0.687	0.469	0.500	apache
apartment	0.719	0.393	0.580	apartment
apartments	0.704	0.337	0.443	mga apartment
apathetic	0.188	0.292	0.333	walay pagtagad
apathy	0.184	0.212	0.204	kawalay pagtagad
ape	0.548	0.389	0.336	unggoy
aperture	0.612	0.450	0.667	aperture
apex	0.570	0.433	0.418	tumoy
aphid	0.388	0.473	0.407	aphid
aphrodisiac	0.750	0.846	0.667	aprodisyak
apiece	0.439	0.259	0.383	matag usa
aplomb	0.500	0.509	0.582	masaligon
apocalypse	0.050	0.867	0.736	apokalipsis
apocalyptic	0.173	0.880	0.750	apokaliptiko
apologetic	0.479	0.461	0.571	pasayloa
apologist	0.406	0.429	0.526	apologist
apologize	0.551	0.378	0.389	mangayo ug pasaylo
apology	0.571	0.346	0.402	pasaylo
apostasy	0.388	0.520	0.517	apostasya
apostate	0.342	0.500	0.528	apostata
apostle	0.646	0.347	0.732	apostol
apostolic	0.592	0.300	0.717	apostoliko
apostrophe	0.469	0.368	0.537	apostrophe
apothecary	0.561	0.328	0.529	apothecary
appalled	0.194	0.792	0.562	nahadlok
appalling	0.160	0.827	0.415	makalilisang
apparatus	0.375	0.353	0.377	kahimanan
apparel	0.698	0.435	0.453	sapot
apparent	0.473	0.383	0.398	dayag
apparently	0.531	0.410	0.426	daw
apparition	0.406	0.573	0.636	pagpakita
appeal	0.663	0.598	0.558	apela
appear	0.735	0.506	0.567	nagpakita
appearance	0.669	0.490	0.534	panagway
appease	0.633	0.278	0.434	paghupay
appellant	0.327	0.588	0.568	apellan
append	0.573	0.464	0.453	idugang
appendage	0.229	0.382	0.438	apendise
appendectomy	0.177	0.670	0.554	appendectomy
appendicitis	0.031	0.640	0.347	apendisitis
appendix	0.365	0.387	0.425	apendise
appetite	0.704	0.637	0.581	gana sa pagkaon
appetizer	0.755	0.560	0.406	appetizer
appetizing	0.806	0.657	0.688	makapahinam
applaud	0.865	0.824	0.464	palakpak
applause	0.953	0.857	0.621	palakpak
apple	0.811	0.300	0.264	mansanas
apple juice	0.765	0.204	0.294	duga sa mansanas
applejack	0.604	0.431	0.473	applejack
applesauce	0.750	0.167	0.291	sarsa sa mansanas
appliance	0.582	0.453	0.538	kasangkapan
appliances	0.594	0.394	0.567	appliances
applicability	0.677	0.490	0.741	magamit
applicable	0.469	0.430	0.667	magamit
applicant	0.612	0.558	0.688	aplikante
application	0.646	0.445	0.726	aplikasyon
apply	0.612	0.321	0.667	pag-apply
appoint	0.565	0.330	0.509	pagtudlo
appointment	0.688	0.594	0.547	appointment
appointments	0.745	0.677	0.625	mga appointment
apportion	0.677	0.490	0.638	pagbahinbahin
apportionment	0.552	0.481	0.453	pagbahinbahin
appraisal	0.417	0.667	0.682	pagtasa
appraise	0.677	0.490	0.696	pagtimbang-timbang
appreciable	0.873	0.491	0.778	mapasalamaton
appreciate	0.885	0.422	0.741	pagpasalamat
appreciated	0.910	0.434	0.779	gipabilhan
appreciates	0.765	0.500	0.656	nagpabili
appreciation	0.917	0.529	0.588	apresasyon
appreciative	0.857	0.380	0.654	mapasalamaton
apprehend	0.521	0.624	0.696	dakpon
apprehension	0.385	0.720	0.454	kahadlok
apprehensive	0.406	0.592	0.431	nahadlok
apprentice	0.615	0.413	0.452	aprentis
apprenticeship	0.812	0.482	0.643	pag-aprentis
approach	0.612	0.392	0.610	pagduol
approaching	0.740	0.557	0.491	nagkaduol
approbate	0.646	0.590	0.860	giuyonan
approbation	0.792	0.529	0.774	pagtugot
appropriate	0.833	0.368	0.759	angay
appropriation	0.510	0.632	0.717	paggahin
approval	0.854	0.460	0.889	pagtugot
approve	0.875	0.548	0.741	mouyon
approved	0.833	0.349	0.698	giaprobahan
approvement	0.880	0.625	0.780	pagtugot
approving	0.917	0.583	0.773	aprobahan
approximate	0.551	0.560	0.520	banabana
approximately	0.622	0.396	0.538	gibanabana
approximating	0.583	0.615	0.471	gibanabana
approximation	0.582	0.402	0.593	banabana
appurtenances	0.573	0.412	0.547	mga gamit
apricot	0.708	0.320	0.278	apricot
apron	0.582	0.208	0.245	apron
apt	0.582	0.418	0.382	haom
aptitude	0.750	0.471	0.746	abilidad
aqua	0.656	0.292	0.359	aqua
aquamarine	0.729	0.306	0.413	aquamarine
aquarium	0.663	0.327	0.393	aquarium
aquatic	0.677	0.510	0.463	tubig
aqueduct	0.551	0.411	0.534	aqueduct
aqueous	0.429	0.270	0.310	tubigon
arable	0.510	0.350	0.465	matam-is
arbiter	0.561	0.537	0.814	arbiter
arbitrary	0.281	0.702	0.686	arbitraryo
arbitrate	0.470	0.620	0.682	arbitrate
arbitration	0.587	0.602	0.670	arbitrasyon
arbitrator	0.385	0.448	0.795	arbitrator
arbor	0.583	0.490	0.591	arbor
arc	0.552	0.388	0.396	arko
arcade	0.676	0.521	0.502	arcade
arcane	0.500	0.490	0.637	arcane
arch	0.500	0.354	0.468	arko
archaeological	0.740	0.441	0.660	arkeolohiko
archaeologist	0.552	0.451	0.706	arkeologo
archaeology	0.596	0.358	0.691	arkeolohiya
archaic	0.271	0.327	0.332	karaan
archangel	0.837	0.500	0.708	arkanghel
archbishop	0.622	0.280	0.776	arsobispo
archdiocese	0.400	0.321	0.704	artsidyosesis
archduke	0.458	0.413	0.634	archduke
arched	0.582	0.403	0.398	arched
archer	0.573	0.622	0.661	magpapana
archery	0.594	0.604	0.589	pana
archetype	0.448	0.520	0.569	archetype
archipelago	0.745	0.370	0.592	kapupud-an
architect	0.776	0.442	0.836	arkitekto
architectural	0.729	0.390	0.670	arkitektura
architecture	0.820	0.390	0.694	arkitektura
archive	0.438	0.294	0.527	archive
arctic	0.615	0.352	0.546	arctic
ardent	0.694	0.873	0.722	madasigon
ardor	0.500	0.780	0.538	kadasig
arduous	0.344	0.783	0.605	lisud
area	0.490	0.306	0.464	lugar
arena	0.510	0.235	0.404	arena
areola	0.417	0.396	0.381	areola
areyoukidding	0.429	0.633	0.400	nanguyab ka
areyoukiddingme	0.365	0.635	0.375	gimingaw ka nako
argent	0.594	0.418	0.472	argent
argh	0.260	0.538	0.328	argh
arghh	0.292	0.536	0.397	arghh
arghhhh	0.250	0.618	0.324	arghhhh
argue	0.093	0.798	0.525	makiglalis
argument	0.510	0.464	0.698	argumento
argumentation	0.479	0.549	0.760	argumentasyon
argumentative	0.450	0.531	0.679	makiglalis
arguments	0.541	0.602	0.657	mga argumento
arid	0.323	0.333	0.379	uga
arise	0.750	0.582	0.725	bangon
aristocracy	0.688	0.549	0.842	aristokrasya
aristocrat	0.583	0.413	0.811	aristokrata
aristocratic	0.449	0.519	0.676	aristokratiko
arithmetic	0.453	0.460	0.634	aritmetika
ark	0.396	0.427	0.543	arka
arm	0.552	0.285	0.469	bukton
armada	0.408	0.740	0.868	armada
armament	0.198	0.764	0.810	hinagiban
armaments	0.192	0.839	0.830	mga hinagiban
armature	0.510	0.558	0.755	armature
armchair	0.646	0.164	0.339	lingkuranan
armed	0.188	0.750	0.808	armado
armor	0.469	0.625	0.784	hinagiban
armored	0.469	0.509	0.861	armored
armory	0.448	0.663	0.800	tipiganan sa armas
armpit	0.283	0.439	0.250	kili-kili
arms	0.464	0.395	0.483	mga bukton
army	0.417	0.759	0.902	kasundalohan
aroma	0.823	0.235	0.442	kahumot
aromatherapy	0.847	0.220	0.473	aromatherapy
arousal	0.791	0.943	0.731	pagpukaw
arouse	0.740	0.491	0.580	pukawon
aroused	0.708	0.952	0.667	napukaw
arraignment	0.406	0.837	0.534	arraignment
arrange	0.740	0.490	0.571	paghikay
arranged	0.698	0.531	0.728	gihan-ay
arrangement	0.625	0.382	0.683	kahikayan
array	0.521	0.396	0.568	han-ay
arrears	0.286	0.485	0.302	atraso
arrest	0.146	0.951	0.500	pagdakop
arrhythmia	0.265	0.706	0.356	arrhythmia
arrival	0.678	0.510	0.474	pag-abot
arrive	0.837	0.406	0.585	moabot
arrogance	0.143	0.750	0.620	pagkamapahitas-on
arrogant	0.115	0.755	0.580	arogante
arrow	0.439	0.390	0.454	pana
arsehole	0.276	0.598	0.433	arsehole
arseholes	0.188	0.545	0.351	mga arseholes
arsenal	0.365	0.741	0.752	arsenal
arsenic	0.281	0.472	0.447	arsenic
arson	0.133	0.904	0.567	pagsunog
arsonist	0.348	0.840	0.500	arsonista
art	0.812	0.360	0.603	arte
arterial	0.396	0.510	0.583	arterial
artery	0.396	0.580	0.537	ugat
artful	0.771	0.608	0.778	arte
arthritis	0.110	0.518	0.345	arthritis
arthropod	0.344	0.464	0.434	arthropod
artichoke	0.583	0.218	0.287	artichoke
article	0.594	0.280	0.481	artikulo
articles	0.552	0.324	0.565	mga artikulo
articulate	0.677	0.462	0.618	makasulti
articulation	0.479	0.480	0.591	artikulasyon
artifact	0.510	0.500	0.566	artifact
artifice	0.316	0.696	0.482	arte
artificial	0.306	0.385	0.351	artipisyal
artillery	0.350	0.912	0.794	artilerya
artisan	0.781	0.330	0.411	artesano
artist	0.802	0.442	0.732	artista
artiste	0.844	0.512	0.565	artista
artistic	0.802	0.646	0.632	artistic
artistry	0.823	0.346	0.769	arte
artists	0.796	0.667	0.741	mga artista
artwork	0.896	0.368	0.679	buhat sa arte
arty	0.490	0.422	0.388	arte
asap	0.571	0.500	0.552	asap
asbestos	0.357	0.481	0.464	asbestos
ascend	0.830	0.620	0.812	mosaka
ascendancy	0.724	0.625	0.700	pagsaka
ascendant	0.656	0.673	0.821	ascendant
ascending	0.826	0.644	0.777	pagsaka
ascension	0.765	0.720	0.714	pagsaka sa langit
ascent	0.755	0.627	0.833	pagsaka
ascertain	0.560	0.530	0.625	pagtino
ascertained	0.531	0.529	0.616	gisiguro
ascetic	0.438	0.375	0.472	asetiko
ash	0.260	0.210	0.207	abo
ashamed	0.156	0.588	0.228	maulaw
ashes	0.327	0.279	0.142	abo
ashtray	0.406	0.382	0.265	ashtray
asinine	0.429	0.472	0.433	asinine
ask	0.531	0.440	0.459	pangutana
asleeep	0.490	0.210	0.322	natulog
asleep	0.604	0.100	0.270	natulog
asp	0.438	0.489	0.375	asp
asparagus	0.469	0.317	0.264	asparagus
aspartame	0.469	0.480	0.322	aspartame
aspect	0.479	0.469	0.588	aspeto
aspects	0.439	0.480	0.565	mga aspeto
aspen	0.479	0.280	0.395	aspen
asphalt	0.479	0.264	0.439	aspalto
asphyxia	0.198	0.704	0.311	asphyxia
asphyxiation	0.059	0.745	0.412	asphyxiation
aspiration	0.704	0.724	0.675	pangandoy
aspire	0.812	0.469	0.722	magtinguha
aspirin	0.479	0.271	0.422	aspirin
aspiring	0.844	0.582	0.604	nangandoy
ass	0.323	0.750	0.345	asno
assail	0.378	0.510	0.500	pag-atake
assailant	0.184	0.868	0.602	tig-atake
assassin	0.073	0.933	0.632	mamumuno
assassinate	0.051	0.969	0.722	pagpatay
assassination	0.083	0.941	0.525	pagpatay
assault	0.167	0.848	0.550	pag-atake
assay	0.633	0.559	0.594	pagsulay
assemblage	0.429	0.452	0.600	panagtapok
assemble	0.542	0.570	0.750	magtipon
assembled	0.663	0.450	0.644	nagtigom
assembly	0.698	0.500	0.640	asembliya
assemblyman	0.430	0.538	0.760	assemblyman
assent	0.615	0.515	0.719	pagsugot
assert	0.750	0.619	0.809	ipahayag
asserting	0.694	0.531	0.736	nagpahayag
assertion	0.740	0.442	0.750	pagpahayag
assertive	0.719	0.412	0.770	agresibo
assess	0.698	0.500	0.623	pagtimbang-timbang
assessment	0.750	0.623	0.658	pagtasa
assessor	0.551	0.538	0.764	tig-assess
asset	0.797	0.765	0.788	asset
assets	0.667	0.613	0.765	mga kabtangan
asshole	0.133	0.582	0.263	asshole
assign	0.622	0.417	0.709	assign
assignee	0.510	0.462	0.510	gitahasan
assignment	0.483	0.398	0.745	asaynment
assimilate	0.559	0.391	0.683	assimilate
assimilation	0.429	0.378	0.463	asimilasyon
assist	0.833	0.435	0.629	pagtabang
assistance	0.656	0.519	0.633	tabang
assistant	0.625	0.390	0.536	katabang
associate	0.812	0.409	0.625	kauban
association	0.745	0.500	0.817	asosasyon
assorted	0.602	0.460	0.472	lainlain
assortment	0.694	0.360	0.526	lainlain
assuage	0.745	0.255	0.500	paghupay
assume	0.698	0.401	0.464	maghunahuna
assumed	0.612	0.247	0.454	nagtuo
assuming	0.740	0.390	0.526	nag-assuming
assumption	0.479	0.431	0.417	pangagpas
assurance	0.675	0.442	0.704	kasigurohan
assure	0.910	0.460	0.839	pasalig
assured	0.878	0.327	0.754	gipasaligan
assuredly	0.786	0.396	0.833	sigurado
asterisk	0.541	0.288	0.273	asterisk
asteroid	0.430	0.721	0.623	asteroid
asteroids	0.361	0.694	0.712	mga asteroid
asthma	0.198	0.549	0.227	hubak
asthmatic	0.229	0.706	0.294	asthmatic
astigmatism	0.214	0.490	0.429	astigmatismo
astonish	0.786	0.845	0.658	kahibulongan
astonished	0.510	0.775	0.574	natingala
astonishing	0.844	0.802	0.821	kahibulongan
astonishingly	0.827	0.898	0.773	kahibulongan
astonishment	0.680	0.718	0.519	katingala
astound	0.729	0.675	0.474	makatingala
astral	0.604	0.417	0.567	astral
astray	0.098	0.676	0.308	nahisalaag
astringent	0.316	0.500	0.474	astringent
astrologer	0.594	0.519	0.673	astrologo
astrology	0.635	0.340	0.500	astrolohiya
astronaut	0.792	0.601	0.761	astronaut
astronomer	0.750	0.509	0.735	astronomo
astronomical	0.600	0.632	0.726	astronomiko
astronomy	0.613	0.474	0.722	astronomiya
astute	0.776	0.658	0.827	abtik
asunder	0.208	0.442	0.259	nagbulag
asylum	0.407	0.330	0.445	asylum
asymmetric	0.580	0.343	0.465	walay simetriko
asymmetry	0.476	0.373	0.527	asymmetry
asymptotic	0.479	0.451	0.472	asymptotic
atelier	0.490	0.330	0.705	atelier
atheism	0.276	0.460	0.481	ateyismo
atheistic	0.373	0.481	0.466	ateyista
atherosclerosis	0.250	0.480	0.343	atherosclerosis
athlete	0.781	0.718	0.686	atleta
athletic	0.857	0.798	0.708	atletiko
athleticism	0.750	0.863	0.778	athleticism
athletics	0.831	0.691	0.740	athletics
atlas	0.531	0.306	0.554	atlas
atmosphere	0.604	0.300	0.560	atmospera
atmospheric	0.531	0.420	0.594	atmospera
atoll	0.480	0.408	0.472	atoll
atom	0.510	0.500	0.433	atomo
atomic	0.327	0.817	0.713	atomiko
atone	0.418	0.673	0.411	pag-ula
atonement	0.550	0.602	0.683	pagtabon sa sala
atpeace	0.724	0.298	0.519	kalinaw
atrium	0.469	0.365	0.473	atrium
atrocious	0.073	0.811	0.445	bangis
atrocity	0.115	0.844	0.593	kabangis
atrophy	0.177	0.540	0.208	atrophy
attach	0.520	0.363	0.559	ilakip
attached	0.562	0.350	0.439	gilakip
attachment	0.570	0.343	0.500	kasuod
attack	0.286	0.948	0.670	pag-atake
attacker	0.185	0.962	0.629	tig-atake
attacking	0.276	0.837	0.642	pag-atake
attain	0.806	0.510	0.719	makab-ot
attainable	0.760	0.500	0.759	makab-ot
attainment	0.830	0.520	0.940	pagkab-ot
attempt	0.625	0.491	0.431	pagsulay
attempted	0.594	0.580	0.567	misulay
attend	0.650	0.420	0.625	pagtambong
attendance	0.812	0.500	0.592	pagtambong
attendant	0.580	0.365	0.519	tig-alagad
attention	0.740	0.599	0.774	pagtagad
attentionseeker	0.367	0.745	0.457	nangita ug atensyon
attentionseekers	0.531	0.673	0.500	mga nangita og atensyon
attentive	0.812	0.520	0.724	matinagdanon
attenuate	0.408	0.302	0.429	pagpahinay
attenuated	0.449	0.280	0.298	gipahinay
attenuation	0.458	0.363	0.464	attenuation
attest	0.439	0.710	0.685	nagpamatuod
attestation	0.234	0.635	0.500	pamatuod
attic	0.521	0.259	0.377	attic
attire	0.742	0.388	0.483	sinina
attitude	0.760	0.644	0.861	kinaiya
attorney	0.600	0.594	0.754	abogado
attract	0.796	0.663	0.769	pagdani
attraction	0.906	0.774	0.712	atraksyon
attractive	0.906	0.630	0.769	madanihon
attractiveness	0.938	0.667	0.755	pagkamadanihon
attributable	0.704	0.430	0.527	mahatag
attribute	0.781	0.439	0.795	hiyas
attribution	0.646	0.467	0.658	pag-ila
attrition	0.229	0.540	0.259	attrisyon
auburn	0.510	0.240	0.411	auburn
auction	0.594	0.702	0.519	subasta
auctioneer	0.542	0.732	0.716	tigsubasta
audacious	0.740	0.875	0.825	maisugon
audacity	0.760	0.755	0.916	kaisog
audible	0.673	0.370	0.462	madungog
audience	0.698	0.610	0.613	mamiminaw
audio	0.709	0.425	0.370	audio
audit	0.375	0.562	0.735	pag-audit
audition	0.750	0.685	0.615	audition
auditions	0.740	0.765	0.596	mga audition
auditor	0.582	0.571	0.726	auditor
auditorium	0.529	0.490	0.538	awditoryum
auditory	0.531	0.481	0.570	pandungog
aught	0.418	0.135	0.217	unsa man
augment	0.650	0.683	0.645	pagdugang
augmentation	0.714	0.613	0.850	pagdugang
august	0.652	0.292	0.462	Agosto
aunt	0.667	0.291	0.420	iyaan
auntie	0.643	0.275	0.447	tita
aura	0.760	0.333	0.500	aura
aurora	0.817	0.306	0.537	aurora
auspices	0.542	0.500	0.634	mga panabang
auspicious	0.562	0.635	0.669	mapalad
austere	0.500	0.390	0.422	estrikto
austerity	0.438	0.406	0.534	pagdaginot
authentic	0.885	0.510	0.782	tinuod
authenticate	0.833	0.480	0.789	panghimatuod
authentication	0.724	0.491	0.750	panghimatuod
authenticity	0.670	0.548	0.845	pagkatinuod
author	0.775	0.343	0.749	tagsulat
authoritative	0.636	0.520	0.890	may awtoridad
authority	0.592	0.592	0.934	awtoridad
authorization	0.521	0.567	0.817	pagtugot
authorize	0.772	0.596	0.821	pagtugot
authorized	0.760	0.458	0.815	awtorisado
authorship	0.667	0.635	0.773	pagka awtor
autism	0.235	0.500	0.447	autism
autistic	0.367	0.337	0.404	autistic
auto	0.571	0.569	0.500	awto
autobiographical	0.909	0.462	0.582	autobiographical
autobiography	0.735	0.284	0.629	autobiography
autocorrect	0.551	0.439	0.616	autocorrect
autocratic	0.542	0.577	0.727	awtokratiko
autograph	0.735	0.565	0.473	autograph
autographed	0.781	0.620	0.625	gipa-autograph
automated	0.578	0.402	0.632	awtomatiko
automatic	0.562	0.433	0.664	awtomatiko
automobile	0.753	0.625	0.534	sakyanan
automotive	0.656	0.520	0.577	sakyanan
autonomy	0.781	0.349	0.891	awtonomiya
autopilot	0.594	0.462	0.632	autopilot
autopsy	0.252	0.650	0.538	autopsy
autumn	0.765	0.204	0.450	tingdagdag
auxiliary	0.622	0.471	0.509	auxiliary
avail	0.800	0.430	0.603	makapahimulos
availability	0.796	0.544	0.600	anaa
available	0.844	0.356	0.623	anaa
avalanche	0.265	0.915	0.683	avalanche
avarice	0.198	0.726	0.352	kahakog
avatar	0.633	0.410	0.567	avatar
avenge	0.073	0.867	0.559	panimalos
avenger	0.337	0.865	0.670	tigpanimalos
avenging	0.143	0.880	0.717	pagpanimalos
avenue	0.677	0.360	0.377	dalan
aver	0.492	0.450	0.393	aver
average	0.684	0.280	0.455	average
aversation	0.582	0.442	0.432	pagsupak
averse	0.253	0.569	0.492	naglikay
averseness	0.296	0.606	0.528	pagkasuko
aversion	0.074	0.663	0.525	pag-ayad
avert	0.510	0.388	0.465	paglikay
aviary	0.500	0.360	0.467	aviary
aviation	0.708	0.646	0.741	abyon
aviator	0.615	0.700	0.644	abyon
avid	0.582	0.459	0.593	avid
avocado	0.677	0.255	0.287	abokado
