English Word	Valence	Arousal	Dominance	Japanese Word
anew	0.771	0.358	0.385	あらためて
angel	0.906	0.158	0.704	天使
angelic	0.927	0.298	0.668	天使のような
anger	0.167	0.865	0.657	怒り
angered	0.010	0.860	0.547	怒った
angermanagement	0.260	0.632	0.482	アンガーマネジメント
angina	0.230	0.630	0.464	狭心症
angiogram	0.347	0.520	0.465	血管造影
angiography	0.378	0.536	0.520	血管造影
angle	0.541	0.330	0.455	角度
angling	0.625	0.408	0.500	釣り
angora	0.529	0.425	0.405	アンゴラ
angriest	0.094	0.892	0.430	最も怒っている
angry	0.122	0.830	0.604	怒り
angrytweet	0.265	0.644	0.471	怒りのつぶやき
angst	0.167	0.888	0.333	不安
anguish	0.153	0.792	0.265	苦悩
anguished	0.135	0.720	0.307	苦悩した
angular	0.449	0.281	0.444	角度のある
anhydrous	0.456	0.365	0.355	無水
animal	0.521	0.510	0.513	動物
animate	0.827	0.755	0.635	アニメーション化
animated	0.823	0.676	0.538	アニメーション
animation	0.888	0.750	0.549	アニメーション
animosity	0.510	0.724	0.545	敵意
animus	0.698	0.676	0.466	敵意
ankle	0.500	0.274	0.234	足首
anklet	0.410	0.276	0.302	アンクレット
annals	0.427	0.610	0.424	年表
annex	0.594	0.350	0.458	別館
annexation	0.342	0.500	0.555	併合
annexe	0.584	0.350	0.392	別館
annihilate	0.115	0.918	0.681	全滅させる
annihilated	0.080	0.760	0.324	全滅した
annihilation	0.041	0.800	0.591	消滅
anniversary	0.880	0.770	0.723	記念日
annotate	0.592	0.469	0.441	注釈を付ける
annotation	0.604	0.470	0.619	注釈
announce	0.694	0.618	0.611	発表
announcement	0.729	0.491	0.482	発表
announcer	0.602	0.570	0.732	アナウンサー
annoy	0.094	0.765	0.286	迷惑
annoyance	0.167	0.718	0.342	迷惑
annoyed	0.104	0.783	0.345	イライラ
annoyin	0.260	0.573	0.352	うるさい
annoying	0.082	0.853	0.348	迷惑
annoys	0.146	0.778	0.435	イライラする
annual	0.552	0.236	0.500	通年
annuity	0.521	0.304	0.527	年金
annul	0.250	0.448	0.364	無効にする
annular	0.310	0.385	0.412	環状
annulment	0.153	0.375	0.447	廃止
annulus	0.458	0.380	0.376	環
anointed	0.500	0.368	0.579	油そそがれた
anointing	0.653	0.350	0.547	油注ぎ
anomalous	0.281	0.480	0.423	異常な
anomaly	0.188	0.538	0.404	異常
anon	0.479	0.354	0.298	アノン
anonymity	0.469	0.255	0.430	匿名
anonymous	0.396	0.291	0.431	匿名
anorexic	0.160	0.618	0.245	食欲不振
answer	0.537	0.373	0.661	答え
answerable	0.708	0.481	0.750	答えられる
answering	0.684	0.500	0.607	答える
ant	0.448	0.216	0.216	蟻
antagonism	0.224	0.618	0.524	拮抗
antagonist	0.240	0.615	0.700	拮抗薬
antagonistic	0.296	0.604	0.565	敵対的
antagonize	0.143	0.663	0.629	敵対する
ante	0.448	0.320	0.417	アンティ
antecedent	0.427	0.551	0.566	前科
antelope	0.542	0.510	0.500	カモシカ
antenna	0.521	0.327	0.358	アンテナ
anterior	0.510	0.245	0.362	前方
anthem	0.780	0.343	0.729	国歌
anthill	0.327	0.578	0.377	蟻塚
anthology	0.338	0.406	0.537	アンソロジー
anthrax	0.188	0.730	0.500	炭疽菌
anthropological	0.367	0.390	0.490	人類学的
anthropologist	0.551	0.385	0.725	人類学者
anthropology	0.490	0.367	0.582	人類学
anti	0.365	0.412	0.384	アンチ
antiaircraft	0.330	0.622	0.629	対空
antibiotic	0.510	0.373	0.658	抗生物質
antibiotics	0.448	0.406	0.557	抗生物質
antichrist	0.082	0.837	0.544	反キリスト
anticipate	0.622	0.469	0.667	予想
anticipation	0.698	0.539	0.711	期待
anticipatory	0.653	0.551	0.682	予期せぬ
antics	0.448	0.740	0.236	おふざけ
antidote	0.541	0.490	0.629	解毒剤
antifungal	0.408	0.412	0.441	抗真菌
antigravity	0.430	0.714	0.658	反重力
antimony	0.378	0.398	0.490	アンチモン
antipathy	0.198	0.549	0.393	反感
antiquarian	0.500	0.233	0.426	古物商
antiquated	0.420	0.392	0.236	時代遅れの
antique	0.634	0.290	0.518	アンティーク
antiques	0.540	0.370	0.595	骨董品
antiquity	0.385	0.333	0.556	古代
antiseptic	0.438	0.370	0.623	防腐剤
antisocial	0.146	0.686	0.391	反社会的
antithesis	0.396	0.412	0.536	アンチテーゼ
antithetical	0.271	0.509	0.358	正反対の
antiviral	0.459	0.470	0.549	抗ウィルス薬
antler	0.448	0.470	0.500	枝角
antsy	0.449	0.558	0.417	腹立たしい
anus	0.347	0.644	0.350	肛門
anvil	0.380	0.510	0.604	アンビル
anxiety	0.146	0.865	0.342	不安
anxietyattack	0.150	0.925	0.446	不安発作
anxious	0.281	0.875	0.434	気になる
anxiousness	0.235	0.814	0.282	不安
anytime	0.625	0.461	0.436	どんなときも
aorta	0.448	0.510	0.542	大動脈
aortic	0.436	0.540	0.438	大動脈
apace	0.536	0.500	0.536	ペース
apache	0.687	0.469	0.500	アパッチ
apartment	0.719	0.393	0.580	アパート
apartments	0.704	0.337	0.443	アパート
apathetic	0.188	0.292	0.333	無気力な
apathy	0.184	0.212	0.204	無関心
ape	0.548	0.389	0.336	類人猿
aperture	0.612	0.450	0.667	絞り
apex	0.570	0.433	0.418	頂点
aphid	0.388	0.473	0.407	アブラムシ
aphrodisiac	0.750	0.846	0.667	媚薬
apiece	0.439	0.259	0.383	各個に
aplomb	0.500	0.509	0.582	意気揚々と
apocalypse	0.050	0.867	0.736	黙示録
apocalyptic	0.173	0.880	0.750	黙示録的な
apologetic	0.479	0.461	0.571	申し訳ありません
apologist	0.406	0.429	0.526	弁明者
apologize	0.551	0.378	0.389	謝罪
apology	0.571	0.346	0.402	謝罪
apostasy	0.388	0.520	0.517	背教
apostate	0.342	0.500	0.528	背教者
apostle	0.646	0.347	0.732	使徒
apostolic	0.592	0.300	0.717	使徒的
apostrophe	0.469	0.368	0.537	アポストロフィ
apothecary	0.561	0.328	0.529	薬剤師
appalled	0.194	0.792	0.562	ぞっとした
appalling	0.160	0.827	0.415	恐ろしい
apparatus	0.375	0.353	0.377	装置
apparel	0.698	0.435	0.453	衣服
apparent	0.473	0.383	0.398	見かけ上
apparently	0.531	0.410	0.426	どうやら
apparition	0.406	0.573	0.636	幻影
appeal	0.663	0.598	0.558	訴える
appear	0.735	0.506	0.567	現れる
appearance	0.669	0.490	0.534	外観
appease	0.633	0.278	0.434	なだめる
appellant	0.327	0.588	0.568	上訴人
append	0.573	0.464	0.453	追加
appendage	0.229	0.382	0.438	付属物
appendectomy	0.177	0.670	0.554	虫垂切除術
appendicitis	0.031	0.640	0.347	虫垂炎
appendix	0.365	0.387	0.425	付録
appetite	0.704	0.637	0.581	食欲
appetizer	0.755	0.560	0.406	前菜
appetizing	0.806	0.657	0.688	食欲をそそる
applaud	0.865	0.824	0.464	拍手
applause	0.953	0.857	0.621	拍手
apple	0.811	0.300	0.264	りんご
apple juice	0.765	0.204	0.294	リンゴジュース
applejack	0.604	0.431	0.473	アップルジャック
applesauce	0.750	0.167	0.291	アップルソース
appliance	0.582	0.453	0.538	アプライアンス
appliances	0.594	0.394	0.567	電化製品
applicability	0.677	0.490	0.741	適用性
applicable	0.469	0.430	0.667	該当する
applicant	0.612	0.558	0.688	申請者
application	0.646	0.445	0.726	応用
apply	0.612	0.321	0.667	申し込み
appoint	0.565	0.330	0.509	任命する
appointment	0.688	0.594	0.547	予定
appointments	0.745	0.677	0.625	予定
apportion	0.677	0.490	0.638	配分
apportionment	0.552	0.481	0.453	配分
appraisal	0.417	0.667	0.682	鑑定
appraise	0.677	0.490	0.696	評価する
appreciable	0.873	0.491	0.778	かなりの
appreciate	0.885	0.422	0.741	感謝
appreciated	0.910	0.434	0.779	感謝
appreciates	0.765	0.500	0.656	感謝します
appreciation	0.917	0.529	0.588	感謝
appreciative	0.857	0.380	0.654	感謝する
apprehend	0.521	0.624	0.696	把握する
apprehension	0.385	0.720	0.454	不安
apprehensive	0.406	0.592	0.431	心配な
apprentice	0.615	0.413	0.452	見習い
apprenticeship	0.812	0.482	0.643	見習い
approach	0.612	0.392	0.610	アプローチ
approaching	0.740	0.557	0.491	近づいている
approbate	0.646	0.590	0.860	承認する
approbation	0.792	0.529	0.774	承認
appropriate	0.833	0.368	0.759	適切な
appropriation	0.510	0.632	0.717	流用
approval	0.854	0.460	0.889	承認
approve	0.875	0.548	0.741	承認
approved	0.833	0.349	0.698	承認済み
approvement	0.880	0.625	0.780	承認
approving	0.917	0.583	0.773	承認する
approximate	0.551	0.560	0.520	近似
approximately	0.622	0.396	0.538	約
approximating	0.583	0.615	0.471	概算
approximation	0.582	0.402	0.593	近似
appurtenances	0.573	0.412	0.547	付属品
apricot	0.708	0.320	0.278	アプリコット
apron	0.582	0.208	0.245	エプロン
apt	0.582	0.418	0.382	適切な
aptitude	0.750	0.471	0.746	適性
aqua	0.656	0.292	0.359	アクア
aquamarine	0.729	0.306	0.413	アクアマリン
aquarium	0.663	0.327	0.393	水族館
aquatic	0.677	0.510	0.463	水生の
aqueduct	0.551	0.411	0.534	水道橋
aqueous	0.429	0.270	0.310	水性
arable	0.510	0.350	0.465	耕作可能な
arbiter	0.561	0.537	0.814	アービタ
arbitrary	0.281	0.702	0.686	任意
arbitrate	0.470	0.620	0.682	仲裁する
arbitration	0.587	0.602	0.670	仲裁
arbitrator	0.385	0.448	0.795	仲裁人
arbor	0.583	0.490	0.591	あずまや
arc	0.552	0.388	0.396	アーク
arcade	0.676	0.521	0.502	アーケード
arcane	0.500	0.490	0.637	難解な
arch	0.500	0.354	0.468	アーチ
archaeological	0.740	0.441	0.660	考古学
archaeologist	0.552	0.451	0.706	考古学者
archaeology	0.596	0.358	0.691	考古学
archaic	0.271	0.327	0.332	アルカイック
archangel	0.837	0.500	0.708	大天使
archbishop	0.622	0.280	0.776	大司教
archdiocese	0.400	0.321	0.704	大司教区
archduke	0.458	0.413	0.634	大公
arched	0.582	0.403	0.398	アーチ型
archer	0.573	0.622	0.661	射手
archery	0.594	0.604	0.589	アーチェリー
archetype	0.448	0.520	0.569	アーキタイプ
archipelago	0.745	0.370	0.592	諸島
architect	0.776	0.442	0.836	建築家
architectural	0.729	0.390	0.670	建築
architecture	0.820	0.390	0.694	建築
archive	0.438	0.294	0.527	記録
arctic	0.615	0.352	0.546	北極
ardent	0.694	0.873	0.722	熱烈な
ardor	0.500	0.780	0.538	熱意
arduous	0.344	0.783	0.605	つらい
area	0.490	0.306	0.464	範囲
arena	0.510	0.235	0.404	アリーナ
areola	0.417	0.396	0.381	乳輪
areyoukidding	0.429	0.633	0.400	冗談ですか
areyoukiddingme	0.365	0.635	0.375	私をからかってるの
argent	0.594	0.418	0.472	銀色
argh	0.260	0.538	0.328	ああああ
arghh	0.292	0.536	0.397	ああああ
arghhhh	0.250	0.618	0.324	ああああ
argue	0.093	0.798	0.525	口論
argument	0.510	0.464	0.698	口論
argumentation	0.479	0.549	0.760	議論
argumentative	0.450	0.531	0.679	論争的な
arguments	0.541	0.602	0.657	引数
arid	0.323	0.333	0.379	乾燥
arise	0.750	0.582	0.725	生じる
aristocracy	0.688	0.549	0.842	貴族
aristocrat	0.583	0.413	0.811	貴族
aristocratic	0.449	0.519	0.676	貴族的な
arithmetic	0.453	0.460	0.634	算術
ark	0.396	0.427	0.543	箱舟
arm	0.552	0.285	0.469	腕
armada	0.408	0.740	0.868	艦隊
armament	0.198	0.764	0.810	武装
armaments	0.192	0.839	0.830	軍備
armature	0.510	0.558	0.755	アーマチュア
armchair	0.646	0.164	0.339	アームチェア
armed	0.188	0.750	0.808	武装した
armor	0.469	0.625	0.784	鎧
armored	0.469	0.509	0.861	装甲
armory	0.448	0.663	0.800	武器庫
armpit	0.283	0.439	0.250	脇の下
arms	0.464	0.395	0.483	武器
army	0.417	0.759	0.902	軍
aroma	0.823	0.235	0.442	香り
aromatherapy	0.847	0.220	0.473	アロマテラピー
arousal	0.791	0.943	0.731	覚醒
arouse	0.740	0.491	0.580	喚起する
aroused	0.708	0.952	0.667	興奮した
arraignment	0.406	0.837	0.534	罪状認否
arrange	0.740	0.490	0.571	整える
arranged	0.698	0.531	0.728	配置された
arrangement	0.625	0.382	0.683	配置
array	0.521	0.396	0.568	配列
arrears	0.286	0.485	0.302	延滞
arrest	0.146	0.951	0.500	逮捕
arrhythmia	0.265	0.706	0.356	不整脈
arrival	0.678	0.510	0.474	到着
arrive	0.837	0.406	0.585	到着
arrogance	0.143	0.750	0.620	傲慢
arrogant	0.115	0.755	0.580	傲慢
arrow	0.439	0.390	0.454	矢印
arsehole	0.276	0.598	0.433	お尻の穴
arseholes	0.188	0.545	0.351	お尻の穴
arsenal	0.365	0.741	0.752	アーセナル
arsenic	0.281	0.472	0.447	砒素
arson	0.133	0.904	0.567	放火
arsonist	0.348	0.840	0.500	放火犯
art	0.812	0.360	0.603	美術
arterial	0.396	0.510	0.583	動脈
artery	0.396	0.580	0.537	動脈
artful	0.771	0.608	0.778	巧妙な
arthritis	0.110	0.518	0.345	関節炎
arthropod	0.344	0.464	0.434	節足動物
artichoke	0.583	0.218	0.287	アーティチョーク
article	0.594	0.280	0.481	論文
articles	0.552	0.324	0.565	記事
articulate	0.677	0.462	0.618	明確にする
articulation	0.479	0.480	0.591	アーティキュレーション
artifact	0.510	0.500	0.566	アーティファクト
artifice	0.316	0.696	0.482	策略
artificial	0.306	0.385	0.351	人口的
artillery	0.350	0.912	0.794	砲兵
artisan	0.781	0.330	0.411	職人
artist	0.802	0.442	0.732	アーティスト
artiste	0.844	0.512	0.565	アーティスト
artistic	0.802	0.646	0.632	芸術的
artistry	0.823	0.346	0.769	芸術性
artists	0.796	0.667	0.741	アーティスト
artwork	0.896	0.368	0.679	アートワーク
arty	0.490	0.422	0.388	芸術的な
asap	0.571	0.500	0.552	できるだけ速くに
asbestos	0.357	0.481	0.464	アスベスト
ascend	0.830	0.620	0.812	昇る
ascendancy	0.724	0.625	0.700	優勢
ascendant	0.656	0.673	0.821	優勢
ascending	0.826	0.644	0.777	上昇
ascension	0.765	0.720	0.714	上昇
ascent	0.755	0.627	0.833	上昇
ascertain	0.560	0.530	0.625	確かめる
ascertained	0.531	0.529	0.616	確認した
ascetic	0.438	0.375	0.472	禁欲的な
ash	0.260	0.210	0.207	灰
ashamed	0.156	0.588	0.228	恥ずかしかった
ashes	0.327	0.279	0.142	灰
ashtray	0.406	0.382	0.265	灰皿
asinine	0.429	0.472	0.433	アシニン
ask	0.531	0.440	0.459	聞く
asleeep	0.490	0.210	0.322	眠っている
asleep	0.604	0.100	0.270	寝落ち
asp	0.438	0.489	0.375	asp
asparagus	0.469	0.317	0.264	アスパラガス
aspartame	0.469	0.480	0.322	アスパルテーム
aspect	0.479	0.469	0.588	側面
aspects	0.439	0.480	0.565	側面
aspen	0.479	0.280	0.395	アスペン
asphalt	0.479	0.264	0.439	アスファルト
asphyxia	0.198	0.704	0.311	窒息
asphyxiation	0.059	0.745	0.412	窒息
aspiration	0.704	0.724	0.675	願望
aspire	0.812	0.469	0.722	志す
aspirin	0.479	0.271	0.422	アスピリン
aspiring	0.844	0.582	0.604	志望
ass	0.323	0.750	0.345	お尻
assail	0.378	0.510	0.500	襲う
assailant	0.184	0.868	0.602	加害者
assassin	0.073	0.933	0.632	暗殺者
assassinate	0.051	0.969	0.722	暗殺する
assassination	0.083	0.941	0.525	暗殺
assault	0.167	0.848	0.550	暴行
assay	0.633	0.559	0.594	アッセイ
assemblage	0.429	0.452	0.600	集合
assemble	0.542	0.570	0.750	組み立てる
assembled	0.663	0.450	0.644	組み立てた
assembly	0.698	0.500	0.640	組み立て
assemblyman	0.430	0.538	0.760	議員
assent	0.615	0.515	0.719	同意
assert	0.750	0.619	0.809	主張する
asserting	0.694	0.531	0.736	主張する
assertion	0.740	0.442	0.750	アサーション
assertive	0.719	0.412	0.770	断定的な
assess	0.698	0.500	0.623	評価
assessment	0.750	0.623	0.658	評価
assessor	0.551	0.538	0.764	査定人
asset	0.797	0.765	0.788	資産
assets	0.667	0.613	0.765	資産
asshole	0.133	0.582	0.263	下衆野郎
assign	0.622	0.417	0.709	割当
assignee	0.510	0.462	0.510	譲受人
assignment	0.483	0.398	0.745	割り当て
assimilate	0.559	0.391	0.683	同化する
assimilation	0.429	0.378	0.463	同化
assist	0.833	0.435	0.629	支援する
assistance	0.656	0.519	0.633	援助
assistant	0.625	0.390	0.536	アシスタント
associate	0.812	0.409	0.625	仲間、同僚
association	0.745	0.500	0.817	協会
assorted	0.602	0.460	0.472	盛り合わせ
assortment	0.694	0.360	0.526	品揃え
assuage	0.745	0.255	0.500	和らげる
assume	0.698	0.401	0.464	推定
assumed	0.612	0.247	0.454	想定
assuming	0.740	0.390	0.526	仮定する
assumption	0.479	0.431	0.417	予測
assurance	0.675	0.442	0.704	保証
assure	0.910	0.460	0.839	保証する
assured	0.878	0.327	0.754	安心
assuredly	0.786	0.396	0.833	確実に
asterisk	0.541	0.288	0.273	アスタリスク
asteroid	0.430	0.721	0.623	小惑星
asteroids	0.361	0.694	0.712	小惑星
asthma	0.198	0.549	0.227	喘息
asthmatic	0.229	0.706	0.294	ぜんそく
astigmatism	0.214	0.490	0.429	乱視
astonish	0.786	0.845	0.658	驚かす
astonished	0.510	0.775	0.574	驚いた
astonishing	0.844	0.802	0.821	驚くべき
astonishingly	0.827	0.898	0.773	驚くほど
astonishment	0.680	0.718	0.519	驚き
astound	0.729	0.675	0.474	驚いた
astral	0.604	0.417	0.567	アストラル
astray	0.098	0.676	0.308	迷った
astringent	0.316	0.500	0.474	渋い
astrologer	0.594	0.519	0.673	占星術師
astrology	0.635	0.340	0.500	占星術
astronaut	0.792	0.601	0.761	宇宙飛行士
astronomer	0.750	0.509	0.735	天文学者
astronomical	0.600	0.632	0.726	天文学的な
astronomy	0.613	0.474	0.722	天文学
astute	0.776	0.658	0.827	抜け目のない
asunder	0.208	0.442	0.259	バラバラ
asylum	0.407	0.330	0.445	亡命
asymmetric	0.580	0.343	0.465	非対称
asymmetry	0.476	0.373	0.527	非対称
asymptotic	0.479	0.451	0.472	漸近的
atelier	0.490	0.330	0.705	アトリエ
atheism	0.276	0.460	0.481	無神論
atheistic	0.373	0.481	0.466	無神論者
atherosclerosis	0.250	0.480	0.343	アテローム性動脈硬化症
athlete	0.781	0.718	0.686	アスリート
athletic	0.857	0.798	0.708	アスレチック
athleticism	0.750	0.863	0.778	運動神経
athletics	0.831	0.691	0.740	陸上競技
atlas	0.531	0.306	0.554	アトラス
atmosphere	0.604	0.300	0.560	雰囲気
atmospheric	0.531	0.420	0.594	大気
atoll	0.480	0.408	0.472	環礁
atom	0.510	0.500	0.433	原子
atomic	0.327	0.817	0.713	アトミック
atone	0.418	0.673	0.411	償う
atonement	0.550	0.602	0.683	償い
atpeace	0.724	0.298	0.519	平和
atrium	0.469	0.365	0.473	アトリウム
atrocious	0.073	0.811	0.445	凶悪な
atrocity	0.115	0.844	0.593	残虐行為
atrophy	0.177	0.540	0.208	萎縮
attach	0.520	0.363	0.559	付ける
attached	0.562	0.350	0.439	添付
attachment	0.570	0.343	0.500	添付ファイル
attack	0.286	0.948	0.670	攻撃
attacker	0.185	0.962	0.629	アタッカー
attacking	0.276	0.837	0.642	攻撃
attain	0.806	0.510	0.719	達成する
attainable	0.760	0.500	0.759	達成可能
attainment	0.830	0.520	0.940	達成
attempt	0.625	0.491	0.431	試み
attempted	0.594	0.580	0.567	試みた
attend	0.650	0.420	0.625	出席
attendance	0.812	0.500	0.592	出席
attendant	0.580	0.365	0.519	アテンダント
attention	0.740	0.599	0.774	注意
attentionseeker	0.367	0.745	0.457	注目を集める人
attentionseekers	0.531	0.673	0.500	注目を求める人
attentive	0.812	0.520	0.724	気配りのある
attenuate	0.408	0.302	0.429	減衰
attenuated	0.449	0.280	0.298	減衰した
attenuation	0.458	0.363	0.464	減衰
attest	0.439	0.710	0.685	証明する
attestation	0.234	0.635	0.500	証明
attic	0.521	0.259	0.377	屋根裏
attire	0.742	0.388	0.483	服装
attitude	0.760	0.644	0.861	態度
attorney	0.600	0.594	0.754	弁護士
attract	0.796	0.663	0.769	引きつける
attraction	0.906	0.774	0.712	アトラクション
attractive	0.906	0.630	0.769	魅力的
attractiveness	0.938	0.667	0.755	魅力
attributable	0.704	0.430	0.527	帰属
attribute	0.781	0.439	0.795	属性
attribution	0.646	0.467	0.658	帰属
attrition	0.229	0.540	0.259	消耗
auburn	0.510	0.240	0.411	赤褐色
auction	0.594	0.702	0.519	競売
auctioneer	0.542	0.732	0.716	競売人
audacious	0.740	0.875	0.825	大胆な
audacity	0.760	0.755	0.916	大胆さ
audible	0.673	0.370	0.462	可聴
audience	0.698	0.610	0.613	観客
audio	0.709	0.425	0.370	オーディオ
audit	0.375	0.562	0.735	監査
audition	0.750	0.685	0.615	オーディション
auditions	0.740	0.765	0.596	オーディション
auditor	0.582	0.571	0.726	監査役
auditorium	0.529	0.490	0.538	講堂
auditory	0.531	0.481	0.570	聴覚
aught	0.418	0.135	0.217	何も
augment	0.650	0.683	0.645	増強
augmentation	0.714	0.613	0.850	増強
august	0.652	0.292	0.462	8月
aunt	0.667	0.291	0.420	叔母
auntie	0.643	0.275	0.447	おばさん
aura	0.760	0.333	0.500	オーラ
