English Word	Valence	Arousal	Dominance	Haitian-Creole Word
aneurysm	0.115	0.690	0.536	anevrism
anew	0.771	0.358	0.385	ankò
angel	0.906	0.158	0.704	anj
angelic	0.927	0.298	0.668	zanj
anger	0.167	0.865	0.657	kòlè
angered	0.010	0.860	0.547	fache
angermanagement	0.260	0.632	0.482	jesyon kòlè
angina	0.230	0.630	0.464	anjin
angiogram	0.347	0.520	0.465	anjyogram
angiography	0.378	0.536	0.520	anjyografi
angle	0.541	0.330	0.455	ang
angling	0.625	0.408	0.500	pêche
angora	0.529	0.425	0.405	angora
angriest	0.094	0.892	0.430	pi fache
angry	0.122	0.830	0.604	fache
angrytweet	0.265	0.644	0.471	angrytweet
angst	0.167	0.888	0.333	ankèt
anguish	0.153	0.792	0.265	kè sere
anguished	0.135	0.720	0.307	lapenn
angular	0.449	0.281	0.444	angilè
anhydrous	0.456	0.365	0.355	anidrid
animal	0.521	0.510	0.513	bèt
animate	0.827	0.755	0.635	anime
animated	0.823	0.676	0.538	anime
animation	0.888	0.750	0.549	animasyon
animosity	0.510	0.724	0.545	animozite
animus	0.698	0.676	0.466	animo
ankle	0.500	0.274	0.234	cheviy
anklet	0.410	0.276	0.302	cheviy
annals	0.427	0.610	0.424	annal
annex	0.594	0.350	0.458	anèks
annexation	0.342	0.500	0.555	aneksyon
annexe	0.584	0.350	0.392	anèks
annihilate	0.115	0.918	0.681	anile
annihilated	0.080	0.760	0.324	anile
annihilation	0.041	0.800	0.591	aniilasyon
anniversary	0.880	0.770	0.723	anivèsè
annotate	0.592	0.469	0.441	anote
annotation	0.604	0.470	0.619	annotation
announce	0.694	0.618	0.611	anonse
announcement	0.729	0.491	0.482	anons
announcer	0.602	0.570	0.732	anonseur
annoy	0.094	0.765	0.286	anbete
annoyance	0.167	0.718	0.342	anmèdman
annoyed	0.104	0.783	0.345	énervé
annoyin	0.260	0.573	0.352	annoyin
annoying	0.082	0.853	0.348	anmèdan
annoys	0.146	0.778	0.435	anbete
annual	0.552	0.236	0.500	anyèl
annuity	0.521	0.304	0.527	anwite
annul	0.250	0.448	0.364	anile
annular	0.310	0.385	0.412	annulaire
annulment	0.153	0.375	0.447	anilasyon
annulus	0.458	0.380	0.376	annulus
anointed	0.500	0.368	0.579	wen
anointing	0.653	0.350	0.547	wenksyon
anomalous	0.281	0.480	0.423	anòmal
anomaly	0.188	0.538	0.404	anomali
anon	0.479	0.354	0.298	anon
anonymity	0.469	0.255	0.430	anonimite
anonymous	0.396	0.291	0.431	anonim
anorexic	0.160	0.618	0.245	anoreksik
answer	0.537	0.373	0.661	reponn
answerable	0.708	0.481	0.750	reponn
answering	0.684	0.500	0.607	reponn
ant	0.448	0.216	0.216	foumi
antagonism	0.224	0.618	0.524	antagonis
antagonist	0.240	0.615	0.700	antagonis
antagonistic	0.296	0.604	0.565	antagonis
antagonize	0.143	0.663	0.629	antagonize
ante	0.448	0.320	0.417	ante
antecedent	0.427	0.551	0.566	antecedent
antelope	0.542	0.510	0.500	antilope
antenna	0.521	0.327	0.358	antèn
anterior	0.510	0.245	0.362	antérieure
anthem	0.780	0.343	0.729	im
anthill	0.327	0.578	0.377	fourmilyèr
anthology	0.338	0.406	0.537	antoloji
anthrax	0.188	0.730	0.500	antraks
anthropological	0.367	0.390	0.490	antwopolojik
anthropologist	0.551	0.385	0.725	antwopològ
anthropology	0.490	0.367	0.582	antwopoloji
anti	0.365	0.412	0.384	anti
antiaircraft	0.330	0.622	0.629	antiayeryen
antibiotic	0.510	0.373	0.658	antibyotik
antibiotics	0.448	0.406	0.557	antibyotik
antichrist	0.082	0.837	0.544	antikristyanism
anticipate	0.622	0.469	0.667	antisipe
anticipation	0.698	0.539	0.711	antisipasyon
anticipatory	0.653	0.551	0.682	antisipasyon
antics	0.448	0.740	0.236	eksantrikasyon
antidote	0.541	0.490	0.629	antidot
antifungal	0.408	0.412	0.441	antifonjik
antigravity	0.430	0.714	0.658	antigravite
antimony	0.378	0.398	0.490	antimwàn
antipathy	0.198	0.549	0.393	antipati
antiquarian	0.500	0.233	0.426	antiquarian
antiquated	0.420	0.392	0.236	demode
antique	0.634	0.290	0.518	antik
antiques	0.540	0.370	0.595	antik
antiquity	0.385	0.333	0.556	lantikite
antiseptic	0.438	0.370	0.623	antiseptik
antisocial	0.146	0.686	0.391	antisosyal
antithesis	0.396	0.412	0.536	antitez
antithetical	0.271	0.509	0.358	antitetik
antiviral	0.459	0.470	0.549	antiviral
antler	0.448	0.470	0.500	antler
antsy	0.449	0.558	0.417	antsy
anus	0.347	0.644	0.350	anus
anvil	0.380	0.510	0.604	anvil
anxiety	0.146	0.865	0.342	enkyetid
anxietyattack	0.150	0.925	0.446	atak enkyetid
anxious	0.281	0.875	0.434	enkyete
anxiousness	0.235	0.814	0.282	enkyetid
anytime	0.625	0.461	0.436	nenpòt lè
aorta	0.448	0.510	0.542	aorta
aortic	0.436	0.540	0.438	aortik
apace	0.536	0.500	0.536	vit
apache	0.687	0.469	0.500	apache
apartment	0.719	0.393	0.580	apatman
apartments	0.704	0.337	0.443	apatman yo
apathetic	0.188	0.292	0.333	apatik
apathy	0.184	0.212	0.204	apati
ape	0.548	0.389	0.336	makak
aperture	0.612	0.450	0.667	ouvèti
apex	0.570	0.433	0.418	apex
aphid	0.388	0.473	0.407	afid
aphrodisiac	0.750	0.846	0.667	afrodizyak
apiece	0.439	0.259	0.383	yon moso
aplomb	0.500	0.509	0.582	aplonm
apocalypse	0.050	0.867	0.736	apocalypse
apocalyptic	0.173	0.880	0.750	apokalips
apologetic	0.479	0.461	0.571	ekskiz
apologist	0.406	0.429	0.526	eskiz
apologize	0.551	0.378	0.389	mande padon
apology	0.571	0.346	0.402	ekskiz
apostasy	0.388	0.520	0.517	apostazi
apostate	0.342	0.500	0.528	aposta
apostle	0.646	0.347	0.732	apot
apostolic	0.592	0.300	0.717	apostolik
apostrophe	0.469	0.368	0.537	apòt
apothecary	0.561	0.328	0.529	apothecary
appalled	0.194	0.792	0.562	sezi
appalling	0.160	0.827	0.415	terib
apparatus	0.375	0.353	0.377	aparèy
apparel	0.698	0.435	0.453	rad
apparent	0.473	0.383	0.398	aparan
apparently	0.531	0.410	0.426	aparamman
apparition	0.406	0.573	0.636	aparisyon
appeal	0.663	0.598	0.558	apèl
appear	0.735	0.506	0.567	parèt
appearance	0.669	0.490	0.534	aparans
appease	0.633	0.278	0.434	apeze
appellant	0.327	0.588	0.568	apèl
append	0.573	0.464	0.453	mete
appendage	0.229	0.382	0.438	apendis
appendectomy	0.177	0.670	0.554	apendiktomi
appendicitis	0.031	0.640	0.347	apendisit
appendix	0.365	0.387	0.425	apendis
appetite	0.704	0.637	0.581	apeti
appetizer	0.755	0.560	0.406	aperitif
appetizing	0.806	0.657	0.688	apetisan
applaud	0.865	0.824	0.464	bat bravo
applause	0.953	0.857	0.621	aplodisman
apple	0.811	0.300	0.264	pòm
apple juice	0.765	0.204	0.294	ji pòm
applejack	0.604	0.431	0.473	pòm
applesauce	0.750	0.167	0.291	sòs pòm
appliance	0.582	0.453	0.538	aparèy
appliances	0.594	0.394	0.567	aparèy yo
applicability	0.677	0.490	0.741	aplikabilite
applicable	0.469	0.430	0.667	aplikab
applicant	0.612	0.558	0.688	aplikan
application	0.646	0.445	0.726	aplikasyon
apply	0.612	0.321	0.667	aplike
appoint	0.565	0.330	0.509	nonmen
appointment	0.688	0.594	0.547	randevou
appointments	0.745	0.677	0.625	randevou
apportion	0.677	0.490	0.638	pwopòsyon
apportionment	0.552	0.481	0.453	aporasyon
appraisal	0.417	0.667	0.682	evalyasyon
appraise	0.677	0.490	0.696	evalye
appreciable	0.873	0.491	0.778	apresyab
appreciate	0.885	0.422	0.741	apresye
appreciated	0.910	0.434	0.779	apresye
appreciates	0.765	0.500	0.656	apresye
appreciation	0.917	0.529	0.588	apresyasyon
appreciative	0.857	0.380	0.654	apresye
apprehend	0.521	0.624	0.696	arete
apprehension	0.385	0.720	0.454	arèstasyon
apprehensive	0.406	0.592	0.431	pè
apprentice	0.615	0.413	0.452	apranti
apprenticeship	0.812	0.482	0.643	aprantisaj
approach	0.612	0.392	0.610	apwòch
approaching	0.740	0.557	0.491	apwoche
approbate	0.646	0.590	0.860	apwouve
approbation	0.792	0.529	0.774	apwobasyon
appropriate	0.833	0.368	0.759	apwopriye
appropriation	0.510	0.632	0.717	afektasyon
approval	0.854	0.460	0.889	apwouve
approve	0.875	0.548	0.741	apwouve
approved	0.833	0.349	0.698	apwouve
approvement	0.880	0.625	0.780	apwobasyon
approving	0.917	0.583	0.773	aprouve
approximate	0.551	0.560	0.520	apwoksimatif
approximately	0.622	0.396	0.538	apeprè
approximating	0.583	0.615	0.471	apwoksimatif
approximation	0.582	0.402	0.593	apwoksimasyon
appurtenances	0.573	0.412	0.547	ekipman yo
apricot	0.708	0.320	0.278	abriko
apron	0.582	0.208	0.245	tabliye
apt	0.582	0.418	0.382	apt
aptitude	0.750	0.471	0.746	aptitid
aqua	0.656	0.292	0.359	akwa
aquamarine	0.729	0.306	0.413	akwamarin
aquarium	0.663	0.327	0.393	akwaryòm
aquatic	0.677	0.510	0.463	akwatik
aqueduct	0.551	0.411	0.534	akeduk
aqueous	0.429	0.270	0.310	akeuz
arable	0.510	0.350	0.465	arab
arbiter	0.561	0.537	0.814	abit
arbitrary	0.281	0.702	0.686	abitrè
arbitrate	0.470	0.620	0.682	abitye
arbitration	0.587	0.602	0.670	abitraj
arbitrator	0.385	0.448	0.795	abit
arbor	0.583	0.490	0.591	tonèl
arc	0.552	0.388	0.396	arc
arcade	0.676	0.521	0.502	arcade
arcane	0.500	0.490	0.637	arcane
arch	0.500	0.354	0.468	vout
archaeological	0.740	0.441	0.660	akeyolojik
archaeologist	0.552	0.451	0.706	akeyològ
archaeology	0.596	0.358	0.691	akeyoloji
archaic	0.271	0.327	0.332	akayik
archangel	0.837	0.500	0.708	arkanj
archbishop	0.622	0.280	0.776	monsevèk
archdiocese	0.400	0.321	0.704	achidyosèz
archduke	0.458	0.413	0.634	achidik
arched	0.582	0.403	0.398	vout
archer	0.573	0.622	0.661	banza
archery	0.594	0.604	0.589	archery
archetype	0.448	0.520	0.569	arketip
archipelago	0.745	0.370	0.592	achipèl
architect	0.776	0.442	0.836	achitèk
architectural	0.729	0.390	0.670	achitekti
architecture	0.820	0.390	0.694	achitekti
archive	0.438	0.294	0.527	achiv
arctic	0.615	0.352	0.546	aktik
ardent	0.694	0.873	0.722	chod
ardor	0.500	0.780	0.538	ardeur
arduous	0.344	0.783	0.605	difisil
area	0.490	0.306	0.464	zòn nan
arena	0.510	0.235	0.404	tèren
areola	0.417	0.396	0.381	areola
areyoukidding	0.429	0.633	0.400	ou ap jwe
areyoukiddingme	0.365	0.635	0.375	èske w ap pran mwen
argent	0.594	0.418	0.472	ajan
argh	0.260	0.538	0.328	argh
arghh	0.292	0.536	0.397	arghh
arghhhh	0.250	0.618	0.324	arghhhh
argue	0.093	0.798	0.525	diskite
argument	0.510	0.464	0.698	agiman
argumentation	0.479	0.549	0.760	agimantasyon
argumentative	0.450	0.531	0.679	agimantif
arguments	0.541	0.602	0.657	agiman
arid	0.323	0.333	0.379	arid
arise	0.750	0.582	0.725	leve
aristocracy	0.688	0.549	0.842	aristokrasi
aristocrat	0.583	0.413	0.811	aristokrat
aristocratic	0.449	0.519	0.676	aristokratik
arithmetic	0.453	0.460	0.634	aritmetik
ark	0.396	0.427	0.543	lach
arm	0.552	0.285	0.469	bra
armada	0.408	0.740	0.868	armada
armament	0.198	0.764	0.810	zam
armaments	0.192	0.839	0.830	zam
armature	0.510	0.558	0.755	armati
armchair	0.646	0.164	0.339	fotèy
armed	0.188	0.750	0.808	ame
armor	0.469	0.625	0.784	zam
armored	0.469	0.509	0.861	blende
armory	0.448	0.663	0.800	depo zam
armpit	0.283	0.439	0.250	anbabra
arms	0.464	0.395	0.483	bra
army	0.417	0.759	0.902	lame
aroma	0.823	0.235	0.442	bon sant
aromatherapy	0.847	0.220	0.473	aromaterapi
arousal	0.791	0.943	0.731	eksitasyon
arouse	0.740	0.491	0.580	eksite
aroused	0.708	0.952	0.667	eksite
arraignment	0.406	0.837	0.534	akizasyon
arrange	0.740	0.490	0.571	ranje
arranged	0.698	0.531	0.728	ranje
arrangement	0.625	0.382	0.683	aranjman
array	0.521	0.396	0.568	etalaj
arrears	0.286	0.485	0.302	aryere yo
arrest	0.146	0.951	0.500	arete
arrhythmia	0.265	0.706	0.356	aritmi
arrival	0.678	0.510	0.474	arive
arrive	0.837	0.406	0.585	rive
arrogance	0.143	0.750	0.620	awogans
arrogant	0.115	0.755	0.580	arogan
arrow	0.439	0.390	0.454	flèch
arsehole	0.276	0.598	0.433	twou dèyè
arseholes	0.188	0.545	0.351	twou dèyè
arsenal	0.365	0.741	0.752	asenal
arsenic	0.281	0.472	0.447	asenik
arson	0.133	0.904	0.567	mete dife
arsonist	0.348	0.840	0.500	piromon
art	0.812	0.360	0.603	atizay
arterial	0.396	0.510	0.583	atè
artery	0.396	0.580	0.537	atè
artful	0.771	0.608	0.778	atizan
arthritis	0.110	0.518	0.345	atrit
arthropod	0.344	0.464	0.434	atwopod
artichoke	0.583	0.218	0.287	aticho
article	0.594	0.280	0.481	atik
articles	0.552	0.324	0.565	atik yo
articulate	0.677	0.462	0.618	atikile
articulation	0.479	0.480	0.591	atikilasyon
artifact	0.510	0.500	0.566	zafè
artifice	0.316	0.696	0.482	atifisyèl
artificial	0.306	0.385	0.351	atifisyèl
artillery	0.350	0.912	0.794	atiri
artisan	0.781	0.330	0.411	atizan
artist	0.802	0.442	0.732	atis
artiste	0.844	0.512	0.565	atis
artistic	0.802	0.646	0.632	atistik
artistry	0.823	0.346	0.769	atistik
artists	0.796	0.667	0.741	atis
artwork	0.896	0.368	0.679	travay atistik
arty	0.490	0.422	0.388	atis
asap	0.571	0.500	0.552	asap
asbestos	0.357	0.481	0.464	amyant
ascend	0.830	0.620	0.812	monte
ascendancy	0.724	0.625	0.700	dominasyon
ascendant	0.656	0.673	0.821	asandan
ascending	0.826	0.644	0.777	monte
ascension	0.765	0.720	0.714	asansyon
ascent	0.755	0.627	0.833	monte
ascertain	0.560	0.530	0.625	rann kont
ascertained	0.531	0.529	0.616	konstate
ascetic	0.438	0.375	0.472	asèt
ash	0.260	0.210	0.207	sann
ashamed	0.156	0.588	0.228	wont
ashes	0.327	0.279	0.142	sann
ashtray	0.406	0.382	0.265	sandriye
asinine	0.429	0.472	0.433	asinin
ask	0.531	0.440	0.459	mande
asleeep	0.490	0.210	0.322	dòmi
asleep	0.604	0.100	0.270	dòmi
asp	0.438	0.489	0.375	asp
asparagus	0.469	0.317	0.264	aspèj
aspartame	0.469	0.480	0.322	aspartame
aspect	0.479	0.469	0.588	aspè
aspects	0.439	0.480	0.565	aspè yo
aspen	0.479	0.280	0.395	aspen
asphalt	0.479	0.264	0.439	asfalt
asphyxia	0.198	0.704	0.311	asfiksi
asphyxiation	0.059	0.745	0.412	asfiksi
aspiration	0.704	0.724	0.675	aspirasyon
aspire	0.812	0.469	0.722	aspire
aspirin	0.479	0.271	0.422	aspirin
aspiring	0.844	0.582	0.604	aspiran
ass	0.323	0.750	0.345	bourik
assail	0.378	0.510	0.500	atake
assailant	0.184	0.868	0.602	atakan
assassin	0.073	0.933	0.632	asasen
assassinate	0.051	0.969	0.722	asasinen
assassination	0.083	0.941	0.525	asasina
assault	0.167	0.848	0.550	atak
assay	0.633	0.559	0.594	esè
assemblage	0.429	0.452	0.600	asanblaj
assemble	0.542	0.570	0.750	rasanble
assembled	0.663	0.450	0.644	reyini
assembly	0.698	0.500	0.640	Asanble
assemblyman	0.430	0.538	0.760	asanble
assent	0.615	0.515	0.719	konsantman
assert	0.750	0.619	0.809	afime
asserting	0.694	0.531	0.736	revandike
assertion	0.740	0.442	0.750	afimasyon
assertive	0.719	0.412	0.770	asertif
assess	0.698	0.500	0.623	evalye
assessment	0.750	0.623	0.658	evalyasyon
assessor	0.551	0.538	0.764	evalyatè
asset	0.797	0.765	0.788	avantaj
assets	0.667	0.613	0.765	byen yo
asshole	0.133	0.582	0.263	bourik
assign	0.622	0.417	0.709	plase
assignee	0.510	0.462	0.510	deziyen
assignment	0.483	0.398	0.745	devwa
assimilate	0.559	0.391	0.683	asimile
assimilation	0.429	0.378	0.463	asimilasyon
assist	0.833	0.435	0.629	ede
assistance	0.656	0.519	0.633	asistans
assistant	0.625	0.390	0.536	asistan
associate	0.812	0.409	0.625	asosye
association	0.745	0.500	0.817	asosyasyon
assorted	0.602	0.460	0.472	asòti
assortment	0.694	0.360	0.526	asòtiman
assuage	0.745	0.255	0.500	soulaje
assume	0.698	0.401	0.464	asime
assumed	0.612	0.247	0.454	sipoze
assuming	0.740	0.390	0.526	sipoze
assumption	0.479	0.431	0.417	sipozisyon
assurance	0.675	0.442	0.704	asirans
assure	0.910	0.460	0.839	asire
assured	0.878	0.327	0.754	asire
assuredly	0.786	0.396	0.833	asireman
asterisk	0.541	0.288	0.273	asterisk
asteroid	0.430	0.721	0.623	astewoyid
asteroids	0.361	0.694	0.712	astewoyid
asthma	0.198	0.549	0.227	opresyon
asthmatic	0.229	0.706	0.294	opresyon
astigmatism	0.214	0.490	0.429	astigmatism
astonish	0.786	0.845	0.658	etone
astonished	0.510	0.775	0.574	sezi
astonishing	0.844	0.802	0.821	etonan
astonishingly	0.827	0.898	0.773	etonan
astonishment	0.680	0.718	0.519	sezi
astound	0.729	0.675	0.474	etone
astral	0.604	0.417	0.567	astral
astray	0.098	0.676	0.308	egare
astringent	0.316	0.500	0.474	dur
astrologer	0.594	0.519	0.673	astrològ
astrology	0.635	0.340	0.500	astwoloji
astronaut	0.792	0.601	0.761	astronot
astronomer	0.750	0.509	0.735	astwonòm
astronomical	0.600	0.632	0.726	astwonomik
astronomy	0.613	0.474	0.722	astwonomi
astute	0.776	0.658	0.827	rize
asunder	0.208	0.442	0.259	separe
asylum	0.407	0.330	0.445	azil
asymmetric	0.580	0.343	0.465	asimetri
asymmetry	0.476	0.373	0.527	asimetri
asymptotic	0.479	0.451	0.472	asymptotic
atelier	0.490	0.330	0.705	atelier
atheism	0.276	0.460	0.481	ateism
atheistic	0.373	0.481	0.466	ate
atherosclerosis	0.250	0.480	0.343	ateroskleroz
athlete	0.781	0.718	0.686	atlèt
athletic	0.857	0.798	0.708	atletik
athleticism	0.750	0.863	0.778	atletik
athletics	0.831	0.691	0.740	atletik
atlas	0.531	0.306	0.554	atlas
atmosphere	0.604	0.300	0.560	atmosfè
atmospheric	0.531	0.420	0.594	atmosferik
atoll	0.480	0.408	0.472	atol
atom	0.510	0.500	0.433	atòm
atomic	0.327	0.817	0.713	atomik
atone	0.418	0.673	0.411	ekspye
atonement	0.550	0.602	0.683	ekspyasyon
atpeace	0.724	0.298	0.519	nan lapè
atrium	0.469	0.365	0.473	atrium
atrocious	0.073	0.811	0.445	atros
atrocity	0.115	0.844	0.593	atrosite
atrophy	0.177	0.540	0.208	atrofi
attach	0.520	0.363	0.559	tache
attached	0.562	0.350	0.439	atache
attachment	0.570	0.343	0.500	atachman
attack	0.286	0.948	0.670	atak
attacker	0.185	0.962	0.629	atakè
attacking	0.276	0.837	0.642	atake
attain	0.806	0.510	0.719	atenn
attainable	0.760	0.500	0.759	posib
attainment	0.830	0.520	0.940	akonplisman
attempt	0.625	0.491	0.431	tantativ
attempted	0.594	0.580	0.567	eseye
attend	0.650	0.420	0.625	patisipe
attendance	0.812	0.500	0.592	prezans
attendant	0.580	0.365	0.519	asistan
attention	0.740	0.599	0.774	atansyon
attentionseeker	0.367	0.745	0.457	moun k ap chèche atansyon
attentionseekers	0.531	0.673	0.500	moun k ap chèche atansyon
attentive	0.812	0.520	0.724	atantif
attenuate	0.408	0.302	0.429	atténuer
attenuated	0.449	0.280	0.298	atténué
attenuation	0.458	0.363	0.464	atténuation
attest	0.439	0.710	0.685	ateste
attestation	0.234	0.635	0.500	atestasyon
attic	0.521	0.259	0.377	grenye
attire	0.742	0.388	0.483	rad
attitude	0.760	0.644	0.861	atitid
attorney	0.600	0.594	0.754	avoka
attract	0.796	0.663	0.769	atire
attraction	0.906	0.774	0.712	atraksyon
attractive	0.906	0.630	0.769	atire
attractiveness	0.938	0.667	0.755	plus
attributable	0.704	0.430	0.527	atribiye
attribute	0.781	0.439	0.795	atribi
attribution	0.646	0.467	0.658	atribisyon
attrition	0.229	0.540	0.259	attrisyon
auburn	0.510	0.240	0.411	auburn
auction	0.594	0.702	0.519	vann piblik
auctioneer	0.542	0.732	0.716	vann piblik
audacious	0.740	0.875	0.825	odasye
audacity	0.760	0.755	0.916	odas
audible	0.673	0.370	0.462	tande
audience	0.698	0.610	0.613	odyans lan
audio	0.709	0.425	0.370	odyo
audit	0.375	0.562	0.735	odit
audition	0.750	0.685	0.615	odisyon
auditions	0.740	0.765	0.596	odisyon yo
auditor	0.582	0.571	0.726	oditè
auditorium	0.529	0.490	0.538	oditoryòm
auditory	0.531	0.481	0.570	oditif
aught	0.418	0.135	0.217	anyen
augment	0.650	0.683	0.645	ogmante
augmentation	0.714	0.613	0.850	ogmantasyon
august	0.652	0.292	0.462	out
aunt	0.667	0.291	0.420	matant
auntie	0.643	0.275	0.447	matant
aura	0.760	0.333	0.500	aura
aurora	0.817	0.306	0.537	aurora
auspices	0.542	0.500	0.634	ejid
auspicious	0.562	0.635	0.669	favorab
austere	0.500	0.390	0.422	sevè
austerity	0.438	0.406	0.534	osterize
authentic	0.885	0.510	0.782	natif natal
authenticate	0.833	0.480	0.789	otantifye
authentication	0.724	0.491	0.750	otantifikasyon
authenticity	0.670	0.548	0.845	otantisite
author	0.775	0.343	0.749	otè
authoritative	0.636	0.520	0.890	otorite
authority	0.592	0.592	0.934	otorite
authorization	0.521	0.567	0.817	otorizasyon
authorize	0.772	0.596	0.821	otorize
authorized	0.760	0.458	0.815	otorize
authorship	0.667	0.635	0.773	patènite
autism	0.235	0.500	0.447	otis
autistic	0.367	0.337	0.404	otis
auto	0.571	0.569	0.500	oto
autobiographical	0.909	0.462	0.582	otobyografik
autobiography	0.735	0.284	0.629	otobiyografi
autocorrect	0.551	0.439	0.616	otokoreksyon
autocratic	0.542	0.577	0.727	otokratik
autograph	0.735	0.565	0.473	otograf
autographed	0.781	0.620	0.625	otograf
automated	0.578	0.402	0.632	otomatik
automatic	0.562	0.433	0.664	otomatik
automobile	0.753	0.625	0.534	otomobil
automotive	0.656	0.520	0.577	otomobil
autonomy	0.781	0.349	0.891	otonomi
autopilot	0.594	0.462	0.632	otopilòt
autopsy	0.252	0.650	0.538	otopsi
autumn	0.765	0.204	0.450	otòn
auxiliary	0.622	0.471	0.509	oksilyè
avail	0.800	0.430	0.603	pwofite
availability	0.796	0.544	0.600	disponiblite
available	0.844	0.356	0.623	disponib
avalanche	0.265	0.915	0.683	lavalas
avarice	0.198	0.726	0.352	avaris
avatar	0.633	0.410	0.567	avatar
avenge	0.073	0.867	0.559	vanje
avenger	0.337	0.865	0.670	vanje
avenging	0.143	0.880	0.717	vanje
avenue	0.677	0.360	0.377	avni
aver	0.492	0.450	0.393	aver
average	0.684	0.280	0.455	mwayèn
aversation	0.582	0.442	0.432	advèsasyon
averse	0.253	0.569	0.492	advèrsèr
averseness	0.296	0.606	0.528	advèsite
aversion	0.074	0.663	0.525	degoutans
avert	0.510	0.388	0.465	evite
aviary	0.500	0.360	0.467	aviary
aviation	0.708	0.646	0.741	avyasyon
aviator	0.615	0.700	0.644	avyatè
avid	0.582	0.459	0.593	grangou
avocado	0.677	0.255	0.287	zaboka
avoid	0.427	0.442	0.415	evite
avoidance	0.470	0.481	0.466	evite
avoiding	0.457	0.433	0.309	evite
await	0.448	0.264	0.276	tann
awake	0.667	0.469	0.741	reveye
awaken	0.729	0.412	0.611	reveye
awakening	0.745	0.500	0.618	reveye
award	0.865	0.745	0.660	prim
awards	0.958	0.736	0.652	prim
aware	0.656	0.340	0.770	okouran
awareness	0.684	0.422	0.810	konsyantizasyon
awe	0.469	0.740	0.300	tranble
awed	0.364	0.774	0.361	sezi
awesome	0.980	0.897	0.891	fantastik
awesomeness	0.917	0.647	0.927	awesomeness
awestruck	0.615	0.767	0.680	sezi
awful	0.061	0.786	0.450	terib
awkward	0.296	0.650	0.358	gòch
awkwardness	0.167	0.454	0.148	malèz
awning	0.500	0.186	0.318	bawn
awry	0.156	0.540	0.275	mal
axe	0.296	0.690	0.536	rach
axial	0.458	0.278	0.491	axial
axiom	0.439	0.441	0.583	aksyòm
axiomatic	0.458	0.392	0.627	aksyomatik
axis	0.209	0.250	0.356	aks
axle	0.459	0.294	0.473	aks
ay	0.500	0.557	0.255	ay
aye	0.562	0.420	0.392	wi
azimuth	0.385	0.461	0.421	azimit
azure	0.620	0.256	0.339	azur
babble	0.552	0.441	0.204	babile
babbling	0.396	0.418	0.241	babonnen
babe	0.860	0.536	0.424	bebe
baboon	0.357	0.410	0.429	babouin
baby	0.837	0.365	0.455	ti bebe
babysit	0.719	0.587	0.398	gadri
babysitter	0.656	0.415	0.408	gardyen
baccalaureate	0.729	0.510	0.480	bakaloreya
baccarat	0.583	0.497	0.436	baccarat
bachelor	0.667	0.406	0.600	selibatè
bachelorette	0.735	0.780	0.465	bachelorette
back	0.438	0.353	0.336	tounen
backboard	0.480	0.259	0.436	planch
backbone	0.538	0.464	0.620	zo rèl do
backdoor	0.344	0.410	0.333	pòt dèyè
backdrop	0.320	0.309	0.444	seri
