English Word	Valence	Arousal	Dominance	Czech Word
ancestry	0.708	0.519	0.717	původ
anchor	0.520	0.284	0.564	Kotva
anchorage	0.500	0.325	0.639	kotviště
ancient	0.420	0.217	0.439	starověký
ancillary	0.449	0.442	0.278	vedlejší
androgen	0.255	0.523	0.527	androgen
android	0.663	0.436	0.500	android
anecdote	0.583	0.529	0.500	anekdota
anemia	0.188	0.327	0.310	anémie
anemic	0.167	0.279	0.155	anemický
anemone	0.552	0.538	0.327	sasanka
anesthesia	0.365	0.216	0.394	anestézie
anesthesiologist	0.419	0.224	0.526	anesteziolog
anesthetic	0.350	0.264	0.482	anestetikum
aneurysm	0.115	0.690	0.536	aneuryzma
anew	0.771	0.358	0.385	znovu
angel	0.906	0.158	0.704	anděl
angelic	0.927	0.298	0.668	andělský
anger	0.167	0.865	0.657	hněv
angered	0.010	0.860	0.547	rozzlobený
angermanagement	0.260	0.632	0.482	angermanagement
angina	0.230	0.630	0.464	angina pectoris
angiogram	0.347	0.520	0.465	angiogram
angiography	0.378	0.536	0.520	angiografie
angle	0.541	0.330	0.455	úhel
angling	0.625	0.408	0.500	rybaření
angora	0.529	0.425	0.405	angora
angriest	0.094	0.892	0.430	nejrozzlobenější
angry	0.122	0.830	0.604	rozzlobený
angrytweet	0.265	0.644	0.471	naštvaný tweet
angst	0.167	0.888	0.333	úzkost
anguish	0.153	0.792	0.265	úzkost
anguished	0.135	0.720	0.307	trápení
angular	0.449	0.281	0.444	hranatý
anhydrous	0.456	0.365	0.355	bezvodý
animal	0.521	0.510	0.513	zvíře
animate	0.827	0.755	0.635	animovat
animated	0.823	0.676	0.538	animovaný
animation	0.888	0.750	0.549	animace
animosity	0.510	0.724	0.545	nepřátelství
animus	0.698	0.676	0.466	animus
ankle	0.500	0.274	0.234	kotník
anklet	0.410	0.276	0.302	kotník
annals	0.427	0.610	0.424	anály
annex	0.594	0.350	0.458	Příloha
annexation	0.342	0.500	0.555	anexe
annexe	0.584	0.350	0.392	přístavba
annihilate	0.115	0.918	0.681	zničit
annihilated	0.080	0.760	0.324	zničena
annihilation	0.041	0.800	0.591	zničení
anniversary	0.880	0.770	0.723	výročí
annotate	0.592	0.469	0.441	opatřit poznámkami
annotation	0.604	0.470	0.619	anotace
announce	0.694	0.618	0.611	oznámit
announcement	0.729	0.491	0.482	oznámení
announcer	0.602	0.570	0.732	hlasatel
annoy	0.094	0.765	0.286	otravovat
annoyance	0.167	0.718	0.342	nepříjemnost
annoyed	0.104	0.783	0.345	naštvaný
annoyin	0.260	0.573	0.352	otravovat
annoying	0.082	0.853	0.348	nepříjemný
annoys	0.146	0.778	0.435	otravuje
annual	0.552	0.236	0.500	roční
annuity	0.521	0.304	0.527	anuita
annul	0.250	0.448	0.364	zrušit
annular	0.310	0.385	0.412	prstencový
annulment	0.153	0.375	0.447	zrušení
annulus	0.458	0.380	0.376	prstenec
anointed	0.500	0.368	0.579	pomazaný
anointing	0.653	0.350	0.547	pomazání
anomalous	0.281	0.480	0.423	anomální
anomaly	0.188	0.538	0.404	anomálie
anon	0.479	0.354	0.298	anon
anonymity	0.469	0.255	0.430	anonymita
anonymous	0.396	0.291	0.431	anonymní
anorexic	0.160	0.618	0.245	anorektický
answer	0.537	0.373	0.661	Odpovědět
answerable	0.708	0.481	0.750	odpovědný
answering	0.684	0.500	0.607	odpovídání
ant	0.448	0.216	0.216	mravenec
antagonism	0.224	0.618	0.524	antagonismus
antagonist	0.240	0.615	0.700	antagonista
antagonistic	0.296	0.604	0.565	antagonistický
antagonize	0.143	0.663	0.629	znepřátelit si
ante	0.448	0.320	0.417	ante
antecedent	0.427	0.551	0.566	předchůdce
antelope	0.542	0.510	0.500	antilopa
antenna	0.521	0.327	0.358	anténa
anterior	0.510	0.245	0.362	přední
anthem	0.780	0.343	0.729	hymna
anthill	0.327	0.578	0.377	mraveniště
anthology	0.338	0.406	0.537	antologie
anthrax	0.188	0.730	0.500	antrax
anthropological	0.367	0.390	0.490	antropologické
anthropologist	0.551	0.385	0.725	antropolog
anthropology	0.490	0.367	0.582	antropologie
anti	0.365	0.412	0.384	proti
antiaircraft	0.330	0.622	0.629	protiletadlový
antibiotic	0.510	0.373	0.658	antibiotikum
antibiotics	0.448	0.406	0.557	antibiotika
antichrist	0.082	0.837	0.544	antikrist
anticipate	0.622	0.469	0.667	předvídat
anticipation	0.698	0.539	0.711	očekávání
anticipatory	0.653	0.551	0.682	předvídavý
antics	0.448	0.740	0.236	dovádění
antidote	0.541	0.490	0.629	protijed
antifungal	0.408	0.412	0.441	antimykotikum
antigravity	0.430	0.714	0.658	antigravitace
antimony	0.378	0.398	0.490	antimon
antipathy	0.198	0.549	0.393	antipatie
antiquarian	0.500	0.233	0.426	starožitný
antiquated	0.420	0.392	0.236	zastaralý
antique	0.634	0.290	0.518	starožitný
antiques	0.540	0.370	0.595	starožitnosti
antiquity	0.385	0.333	0.556	starověk
antiseptic	0.438	0.370	0.623	antiseptický
antisocial	0.146	0.686	0.391	asociální
antithesis	0.396	0.412	0.536	protiklad
antithetical	0.271	0.509	0.358	protikladný
antiviral	0.459	0.470	0.549	antivirový
antler	0.448	0.470	0.500	paroh
antsy	0.449	0.558	0.417	nervózní
anus	0.347	0.644	0.350	řitní otvor
anvil	0.380	0.510	0.604	kovadlina
anxiety	0.146	0.865	0.342	úzkost
anxietyattack	0.150	0.925	0.446	záchvat úzkosti
anxious	0.281	0.875	0.434	úzkostný
anxiousness	0.235	0.814	0.282	úzkosti
anytime	0.625	0.461	0.436	kdykoliv
aorta	0.448	0.510	0.542	aorta
aortic	0.436	0.540	0.438	aortální
apace	0.536	0.500	0.536	rychle
apache	0.687	0.469	0.500	apache
apartment	0.719	0.393	0.580	byt
apartments	0.704	0.337	0.443	byty
apathetic	0.188	0.292	0.333	apatický
apathy	0.184	0.212	0.204	apatie
ape	0.548	0.389	0.336	opice
aperture	0.612	0.450	0.667	clona
apex	0.570	0.433	0.418	vrchol
aphid	0.388	0.473	0.407	mšice
aphrodisiac	0.750	0.846	0.667	afrodiziakální
apiece	0.439	0.259	0.383	kus
aplomb	0.500	0.509	0.582	aplomb
apocalypse	0.050	0.867	0.736	apokalypsa
apocalyptic	0.173	0.880	0.750	apokalyptický
apologetic	0.479	0.461	0.571	omluvný
apologist	0.406	0.429	0.526	apologeta
apologize	0.551	0.378	0.389	omluvit se
apology	0.571	0.346	0.402	omluva
apostasy	0.388	0.520	0.517	odpadnutí
apostate	0.342	0.500	0.528	odpadlík
apostle	0.646	0.347	0.732	apoštol
apostolic	0.592	0.300	0.717	apoštolský
apostrophe	0.469	0.368	0.537	apostrof
apothecary	0.561	0.328	0.529	lékárník
appalled	0.194	0.792	0.562	zděšený
appalling	0.160	0.827	0.415	otřesné
apparatus	0.375	0.353	0.377	zařízení
apparel	0.698	0.435	0.453	oděv
apparent	0.473	0.383	0.398	zdánlivý
apparently	0.531	0.410	0.426	zřejmě
apparition	0.406	0.573	0.636	zjevení
appeal	0.663	0.598	0.558	odvolání
appear	0.735	0.506	0.567	objevit
appearance	0.669	0.490	0.534	vzhled
appease	0.633	0.278	0.434	uklidnit
appellant	0.327	0.588	0.568	odvolatel
append	0.573	0.464	0.453	připojit
appendage	0.229	0.382	0.438	přívěsek
appendectomy	0.177	0.670	0.554	apendektomie
appendicitis	0.031	0.640	0.347	apendicitida
appendix	0.365	0.387	0.425	slepé střevo
appetite	0.704	0.637	0.581	chuť
appetizer	0.755	0.560	0.406	předkrm
appetizing	0.806	0.657	0.688	chutný
applaud	0.865	0.824	0.464	tleskat
applause	0.953	0.857	0.621	potlesk
apple	0.811	0.300	0.264	jablko
apple juice	0.765	0.204	0.294	jablečný džus
applejack	0.604	0.431	0.473	applejack
applesauce	0.750	0.167	0.291	jablečný protlak
appliance	0.582	0.453	0.538	spotřebič
appliances	0.594	0.394	0.567	spotřebiče
applicability	0.677	0.490	0.741	použitelnost
applicable	0.469	0.430	0.667	použitelný
applicant	0.612	0.558	0.688	žadatel
application	0.646	0.445	0.726	aplikace
apply	0.612	0.321	0.667	aplikovat
appoint	0.565	0.330	0.509	jmenovat
appointment	0.688	0.594	0.547	jmenování
appointments	0.745	0.677	0.625	schůzky
apportion	0.677	0.490	0.638	rozdělit
apportionment	0.552	0.481	0.453	rozdělení
appraisal	0.417	0.667	0.682	posouzení
appraise	0.677	0.490	0.696	ocenit
appreciable	0.873	0.491	0.778	znatelné
appreciate	0.885	0.422	0.741	vážit si
appreciated	0.910	0.434	0.779	ocenili
appreciates	0.765	0.500	0.656	oceňuje
appreciation	0.917	0.529	0.588	uznání
appreciative	0.857	0.380	0.654	uznalý
apprehend	0.521	0.624	0.696	zatknout
apprehension	0.385	0.720	0.454	obava
apprehensive	0.406	0.592	0.431	obavami
apprentice	0.615	0.413	0.452	učeň
apprenticeship	0.812	0.482	0.643	učební obor
approach	0.612	0.392	0.610	přístup
approaching	0.740	0.557	0.491	blížící se
approbate	0.646	0.590	0.860	schválit
approbation	0.792	0.529	0.774	aprobace
appropriate	0.833	0.368	0.759	odpovídající
appropriation	0.510	0.632	0.717	přivlastnění
approval	0.854	0.460	0.889	schválení
approve	0.875	0.548	0.741	Schválit
approved	0.833	0.349	0.698	schválený
approvement	0.880	0.625	0.780	schválení
approving	0.917	0.583	0.773	schvalování
approximate	0.551	0.560	0.520	přibližný
approximately	0.622	0.396	0.538	přibližně
approximating	0.583	0.615	0.471	přibližující se
approximation	0.582	0.402	0.593	přiblížení
appurtenances	0.573	0.412	0.547	příslušenství
apricot	0.708	0.320	0.278	meruňka
apron	0.582	0.208	0.245	zástěra
apt	0.582	0.418	0.382	apt
aptitude	0.750	0.471	0.746	nadání
aqua	0.656	0.292	0.359	aqua
aquamarine	0.729	0.306	0.413	akvamarín
aquarium	0.663	0.327	0.393	akvárium
aquatic	0.677	0.510	0.463	vodní
aqueduct	0.551	0.411	0.534	akvadukt
aqueous	0.429	0.270	0.310	vodný
arable	0.510	0.350	0.465	orný
arbiter	0.561	0.537	0.814	rozhodce
arbitrary	0.281	0.702	0.686	libovolný
arbitrate	0.470	0.620	0.682	rozsuzovat
arbitration	0.587	0.602	0.670	arbitráž
arbitrator	0.385	0.448	0.795	rozhodce
arbor	0.583	0.490	0.591	altán
arc	0.552	0.388	0.396	oblouk
arcade	0.676	0.521	0.502	pasáž
arcane	0.500	0.490	0.637	tajemný
arch	0.500	0.354	0.468	oblouk
archaeological	0.740	0.441	0.660	archeologický
archaeologist	0.552	0.451	0.706	archeolog
archaeology	0.596	0.358	0.691	archeologie
archaic	0.271	0.327	0.332	archaický
archangel	0.837	0.500	0.708	archanděl
archbishop	0.622	0.280	0.776	arcibiskup
archdiocese	0.400	0.321	0.704	arcidiecéze
archduke	0.458	0.413	0.634	arcivévoda
arched	0.582	0.403	0.398	klenutý
archer	0.573	0.622	0.661	lukostřelec
archery	0.594	0.604	0.589	lukostřelba
archetype	0.448	0.520	0.569	archetyp
archipelago	0.745	0.370	0.592	souostroví
architect	0.776	0.442	0.836	architekt
architectural	0.729	0.390	0.670	architektonický
architecture	0.820	0.390	0.694	architektura
archive	0.438	0.294	0.527	archiv
arctic	0.615	0.352	0.546	arktický
ardent	0.694	0.873	0.722	vroucí
ardor	0.500	0.780	0.538	zanícení
arduous	0.344	0.783	0.605	náročný
area	0.490	0.306	0.464	plocha
arena	0.510	0.235	0.404	aréna
areola	0.417	0.396	0.381	dvorec
areyoukidding	0.429	0.633	0.400	Děláš si legraci
areyoukiddingme	0.365	0.635	0.375	Děláš si ze mě srandu
argent	0.594	0.418	0.472	argent
argh	0.260	0.538	0.328	argh
arghh	0.292	0.536	0.397	arghh
arghhhh	0.250	0.618	0.324	arghhhh
argue	0.093	0.798	0.525	dohadovat se
argument	0.510	0.464	0.698	argument
argumentation	0.479	0.549	0.760	argumentace
argumentative	0.450	0.531	0.679	argumentační
arguments	0.541	0.602	0.657	argumenty
arid	0.323	0.333	0.379	vyprahlá
arise	0.750	0.582	0.725	vzniknout
aristocracy	0.688	0.549	0.842	aristokracie
aristocrat	0.583	0.413	0.811	aristokrat
aristocratic	0.449	0.519	0.676	aristokratický
arithmetic	0.453	0.460	0.634	aritmetický
ark	0.396	0.427	0.543	archa
arm	0.552	0.285	0.469	paže
armada	0.408	0.740	0.868	armáda
armament	0.198	0.764	0.810	vyzbrojení
armaments	0.192	0.839	0.830	výzbroj
armature	0.510	0.558	0.755	armatura
armchair	0.646	0.164	0.339	křeslo
armed	0.188	0.750	0.808	ozbrojený
armor	0.469	0.625	0.784	brnění
armored	0.469	0.509	0.861	obrněný
armory	0.448	0.663	0.800	zbrojnice
armpit	0.283	0.439	0.250	podpaží
arms	0.464	0.395	0.483	zbraně
army	0.417	0.759	0.902	armáda
aroma	0.823	0.235	0.442	aroma
aromatherapy	0.847	0.220	0.473	aromaterapie
arousal	0.791	0.943	0.731	vzrušení
arouse	0.740	0.491	0.580	vzbudit
aroused	0.708	0.952	0.667	vzbudil
arraignment	0.406	0.837	0.534	obvinění
arrange	0.740	0.490	0.571	uspořádat
arranged	0.698	0.531	0.728	uspořádány
arrangement	0.625	0.382	0.683	dohoda
array	0.521	0.396	0.568	pole
arrears	0.286	0.485	0.302	nedoplatky
arrest	0.146	0.951	0.500	zatknout
arrhythmia	0.265	0.706	0.356	arytmie
arrival	0.678	0.510	0.474	příchod
arrive	0.837	0.406	0.585	přijet
arrogance	0.143	0.750	0.620	arogance
arrogant	0.115	0.755	0.580	arogantní
arrow	0.439	0.390	0.454	šipka
arsehole	0.276	0.598	0.433	prdel
arseholes	0.188	0.545	0.351	prdelky
arsenal	0.365	0.741	0.752	arzenál
arsenic	0.281	0.472	0.447	arsen
arson	0.133	0.904	0.567	žhářství
arsonist	0.348	0.840	0.500	žhář
art	0.812	0.360	0.603	umění
arterial	0.396	0.510	0.583	arteriální
artery	0.396	0.580	0.537	tepna
artful	0.771	0.608	0.778	umný
arthritis	0.110	0.518	0.345	artritida
arthropod	0.344	0.464	0.434	členovec
artichoke	0.583	0.218	0.287	artyčok
article	0.594	0.280	0.481	článek
articles	0.552	0.324	0.565	články
articulate	0.677	0.462	0.618	artikulovat
articulation	0.479	0.480	0.591	artikulace
artifact	0.510	0.500	0.566	artefakt
artifice	0.316	0.696	0.482	rafinovanost
artificial	0.306	0.385	0.351	umělý
artillery	0.350	0.912	0.794	dělostřelectvo
artisan	0.781	0.330	0.411	řemeslník
artist	0.802	0.442	0.732	umělec
artiste	0.844	0.512	0.565	artista
artistic	0.802	0.646	0.632	umělecký
artistry	0.823	0.346	0.769	umění
artists	0.796	0.667	0.741	umělci
artwork	0.896	0.368	0.679	umělecké dílo
arty	0.490	0.422	0.388	bohémský
asap	0.571	0.500	0.552	co nejdříve
asbestos	0.357	0.481	0.464	azbest
ascend	0.830	0.620	0.812	zlézt
ascendancy	0.724	0.625	0.700	nadvláda
ascendant	0.656	0.673	0.821	stoupající
ascending	0.826	0.644	0.777	vzestupně
ascension	0.765	0.720	0.714	nanebevstoupení
ascent	0.755	0.627	0.833	výstup
ascertain	0.560	0.530	0.625	zjistit
ascertained	0.531	0.529	0.616	zjištěno
ascetic	0.438	0.375	0.472	asketický
ash	0.260	0.210	0.207	popel
ashamed	0.156	0.588	0.228	zahanbený
ashes	0.327	0.279	0.142	popel
ashtray	0.406	0.382	0.265	popelník
asinine	0.429	0.472	0.433	asinine
ask	0.531	0.440	0.459	dotázat se
asleeep	0.490	0.210	0.322	spí
asleep	0.604	0.100	0.270	spící
asp	0.438	0.489	0.375	asp
asparagus	0.469	0.317	0.264	chřest
aspartame	0.469	0.480	0.322	aspartam
aspect	0.479	0.469	0.588	aspekt
aspects	0.439	0.480	0.565	aspekty
aspen	0.479	0.280	0.395	osika
asphalt	0.479	0.264	0.439	asfalt
asphyxia	0.198	0.704	0.311	asfyxie
asphyxiation	0.059	0.745	0.412	udušení
aspiration	0.704	0.724	0.675	aspirace
aspire	0.812	0.469	0.722	Toužit
aspirin	0.479	0.271	0.422	aspirin
aspiring	0.844	0.582	0.604	aspirující
ass	0.323	0.750	0.345	osel
assail	0.378	0.510	0.500	napadnout
assailant	0.184	0.868	0.602	útočník
assassin	0.073	0.933	0.632	vrah
assassinate	0.051	0.969	0.722	zavraždit
assassination	0.083	0.941	0.525	atentát
assault	0.167	0.848	0.550	útok
assay	0.633	0.559	0.594	test
assemblage	0.429	0.452	0.600	shromáždění
assemble	0.542	0.570	0.750	shromáždit
assembled	0.663	0.450	0.644	sestaven
assembly	0.698	0.500	0.640	shromáždění
assemblyman	0.430	0.538	0.760	montážník
assent	0.615	0.515	0.719	souhlas
assert	0.750	0.619	0.809	tvrdit
asserting	0.694	0.531	0.736	tvrdící
assertion	0.740	0.442	0.750	tvrzení
assertive	0.719	0.412	0.770	asertivní
assess	0.698	0.500	0.623	posoudit
assessment	0.750	0.623	0.658	Posouzení
assessor	0.551	0.538	0.764	posuzovatel
asset	0.797	0.765	0.788	aktivum
assets	0.667	0.613	0.765	aktiva
asshole	0.133	0.582	0.263	kretén
assign	0.622	0.417	0.709	přiřadit
assignee	0.510	0.462	0.510	zmocněnec
assignment	0.483	0.398	0.745	úkol
assimilate	0.559	0.391	0.683	asimilovat
assimilation	0.429	0.378	0.463	asimilace
assist	0.833	0.435	0.629	pomáhat
assistance	0.656	0.519	0.633	pomoc
assistant	0.625	0.390	0.536	asistent
associate	0.812	0.409	0.625	spolupracovník
association	0.745	0.500	0.817	sdružení
assorted	0.602	0.460	0.472	roztříděný
assortment	0.694	0.360	0.526	sortiment
assuage	0.745	0.255	0.500	utišit
assume	0.698	0.401	0.464	převzít
assumed	0.612	0.247	0.454	předpokládaný
assuming	0.740	0.390	0.526	za předpokladu
assumption	0.479	0.431	0.417	předpoklad
assurance	0.675	0.442	0.704	ujištění
assure	0.910	0.460	0.839	ujistit
assured	0.878	0.327	0.754	zajištěno
assuredly	0.786	0.396	0.833	jistě
asterisk	0.541	0.288	0.273	hvězdička
asteroid	0.430	0.721	0.623	asteroid
asteroids	0.361	0.694	0.712	asteroidy
asthma	0.198	0.549	0.227	astma
asthmatic	0.229	0.706	0.294	astmatický
astigmatism	0.214	0.490	0.429	astigmatismus
astonish	0.786	0.845	0.658	udivit
astonished	0.510	0.775	0.574	užaslý
astonishing	0.844	0.802	0.821	udivující
astonishingly	0.827	0.898	0.773	překvapivě
astonishment	0.680	0.718	0.519	údiv
astound	0.729	0.675	0.474	ohromit
astral	0.604	0.417	0.567	astrální
astray	0.098	0.676	0.308	zbloudilý
astringent	0.316	0.500	0.474	svíravý
astrologer	0.594	0.519	0.673	astrolog
astrology	0.635	0.340	0.500	astrologie
astronaut	0.792	0.601	0.761	astronaut
astronomer	0.750	0.509	0.735	astronom
astronomical	0.600	0.632	0.726	astronomický
astronomy	0.613	0.474	0.722	astronomie
astute	0.776	0.658	0.827	rafinovaný
asunder	0.208	0.442	0.259	rozdělit
asylum	0.407	0.330	0.445	azyl
asymmetric	0.580	0.343	0.465	asymetrický
asymmetry	0.476	0.373	0.527	asymetrie
asymptotic	0.479	0.451	0.472	asymptotické
atelier	0.490	0.330	0.705	ateliér
atheism	0.276	0.460	0.481	ateismus
atheistic	0.373	0.481	0.466	ateistický
atherosclerosis	0.250	0.480	0.343	ateroskleróza
athlete	0.781	0.718	0.686	sportovec
athletic	0.857	0.798	0.708	atletický
athleticism	0.750	0.863	0.778	atletika
athletics	0.831	0.691	0.740	atletika
atlas	0.531	0.306	0.554	atlas
atmosphere	0.604	0.300	0.560	atmosféra
atmospheric	0.531	0.420	0.594	atmosférický
atoll	0.480	0.408	0.472	atol
atom	0.510	0.500	0.433	atom
atomic	0.327	0.817	0.713	atomový
atone	0.418	0.673	0.411	odčinit
atonement	0.550	0.602	0.683	smíření
atpeace	0.724	0.298	0.519	v míru
atrium	0.469	0.365	0.473	atrium
atrocious	0.073	0.811	0.445	otřesný
atrocity	0.115	0.844	0.593	krutost
atrophy	0.177	0.540	0.208	atrofie
attach	0.520	0.363	0.559	připojit
attached	0.562	0.350	0.439	připojený
attachment	0.570	0.343	0.500	příloha
attack	0.286	0.948	0.670	Záchvat
attacker	0.185	0.962	0.629	útočník
attacking	0.276	0.837	0.642	útočící
attain	0.806	0.510	0.719	dosáhnout
attainable	0.760	0.500	0.759	dosažitelný
attainment	0.830	0.520	0.940	dosažení
attempt	0.625	0.491	0.431	pokus
attempted	0.594	0.580	0.567	pokusili
attend	0.650	0.420	0.625	zúčastnit se
attendance	0.812	0.500	0.592	účast
attendant	0.580	0.365	0.519	obsluha
attention	0.740	0.599	0.774	Pozornost
attentionseeker	0.367	0.745	0.457	hledač pozornosti
attentionseekers	0.531	0.673	0.500	hledači pozornosti
attentive	0.812	0.520	0.724	pozorný
attenuate	0.408	0.302	0.429	utlumit
attenuated	0.449	0.280	0.298	utlumený
attenuation	0.458	0.363	0.464	útlum
attest	0.439	0.710	0.685	potvrdit
attestation	0.234	0.635	0.500	atestace
attic	0.521	0.259	0.377	podkroví
attire	0.742	0.388	0.483	oděv
attitude	0.760	0.644	0.861	přístup
attorney	0.600	0.594	0.754	advokát
attract	0.796	0.663	0.769	přitahovat
attraction	0.906	0.774	0.712	atrakce
attractive	0.906	0.630	0.769	přitažlivý
attractiveness	0.938	0.667	0.755	přitažlivost
attributable	0.704	0.430	0.527	přičitatelné
attribute	0.781	0.439	0.795	atribut
attribution	0.646	0.467	0.658	atribuce
attrition	0.229	0.540	0.259	otěr
auburn	0.510	0.240	0.411	kaštanové
auction	0.594	0.702	0.519	aukce
auctioneer	0.542	0.732	0.716	dražitel
audacious	0.740	0.875	0.825	odvážný
audacity	0.760	0.755	0.916	drzost
audible	0.673	0.370	0.462	slyšitelný
audience	0.698	0.610	0.613	publikum
audio	0.709	0.425	0.370	Zvuk
audit	0.375	0.562	0.735	audit
audition	0.750	0.685	0.615	konkurs
auditions	0.740	0.765	0.596	konkurzy
auditor	0.582	0.571	0.726	auditor
auditorium	0.529	0.490	0.538	hlediště
auditory	0.531	0.481	0.570	sluchový
aught	0.418	0.135	0.217	nic
augment	0.650	0.683	0.645	rozšířit
augmentation	0.714	0.613	0.850	augmentace
august	0.652	0.292	0.462	srpen
aunt	0.667	0.291	0.420	teta
auntie	0.643	0.275	0.447	tetička
aura	0.760	0.333	0.500	aura
aurora	0.817	0.306	0.537	polární záře
auspices	0.542	0.500	0.634	záštity
auspicious	0.562	0.635	0.669	příznivý
austere	0.500	0.390	0.422	strohý
austerity	0.438	0.406	0.534	přísnost
authentic	0.885	0.510	0.782	autentický
authenticate	0.833	0.480	0.789	ověřit
authentication	0.724	0.491	0.750	autentizace
authenticity	0.670	0.548	0.845	pravost
author	0.775	0.343	0.749	autor
authoritative	0.636	0.520	0.890	autoritativní
authority	0.592	0.592	0.934	autorita
authorization	0.521	0.567	0.817	povolení
authorize	0.772	0.596	0.821	povolit
authorized	0.760	0.458	0.815	autorizovaný
authorship	0.667	0.635	0.773	autorství
autism	0.235	0.500	0.447	autismus
autistic	0.367	0.337	0.404	autistický
auto	0.571	0.569	0.500	auto
autobiographical	0.909	0.462	0.582	autobiografický
autobiography	0.735	0.284	0.629	autobiografie
autocorrect	0.551	0.439	0.616	automatické opravy
autocratic	0.542	0.577	0.727	autokratický
autograph	0.735	0.565	0.473	autogram
autographed	0.781	0.620	0.625	podepsaný
automated	0.578	0.402	0.632	Automatizovaný
automatic	0.562	0.433	0.664	automatický
